0.0155086-0.0120888j -0.0144733+0.0960594j -0.0609097+0.045545j 0.0426365-0.0175778j -0.00889936+0.0179075j -0.00217634+0.00121173j -0.0370165+0.0235192j 0.0163594+0.0135075j -0.0748574-0.0450949j -0.0183273-0.0019871j 0.00794246-0.0167374j 0.00813034-0.0071871j 0.00845596-0.000608558j -0.0284035-0.0170485j 0.0215945+0.0498324j 0.017055-0.00866704j -0.0169899-0.046203j 0.047092-0.00390179j 0.0430945+0.0162143j -0.0246018+0.000912232j 0.0114102+0.0152287j -0.00395263-0.00139824j -0.00262558+0.0204827j 0.0129264-0.00814288j -0.0162159+0.0151954j -0.00763689+0.00241481j 0.0146061+0.0114575j 0.00169869-0.014538j 0.00995881-0.0102938j 0.00716109+0.000572398j 0.0171549+0.00618758j -0.000209119-0.0126213j 0.00249646+0.00626946j -0.00515353+0.00627067j 0.0139324+0.0216055j -0.00763875-0.00458198j -0.0151285+0.0061938j -0.0125858-0.0200986j 0.0200607-0.0111186j -0.0240659-0.0112457j 0.00345432-0.0192464j 0.00514583+0.0145482j -0.0230319-0.00794901j -0.0126307-0.00605895j -0.0124436-0.0150812j -0.00239199-0.00932609j -0.000329326-0.0150831j 0.00793823-0.00591347j -0.0110402-0.0148755j -0.0123293+0.0188598j 0.0128088-0.005221j 0.0149902+0.000461975j 0.000840266-0.000647584j 0.0114645-0.00808422j 0.00429771+0.00733877j -0.00183795+0.0300406j 0.0173294-0.00173706j 0.0186156+0.0111267j 0.00371246+0.0120746j 0.000999204-0.00230502j 0.00921966+0.0165885j -0.00860443-0.00660356j -0.0104259+0.0122369j 0.00369397+0.0160883j -0.0222916-0.0126602j -0.000693497+0.0122063j -0.00263309+0.0104016j -0.00946343-0.000153211j -0.0380219-0.039481j -0.0196521+0.0332439j 0.0182136-0.00486197j 0.0313572-0.0229702j 0.0147581+0.051791j -0.0724373-0.0414371j 0.00405623-0.00874659j -0.00588859+0.0278418j -0.00869276+0.0306396j -0.0102444-0.054962j 0.0404734+0.0931175j -0.0778091-0.00482577j 0.0375603+0.100255j 0.0468328+0.00636862j 0.065202-0.017044j 0.125661+0.00750189j -0.00276852-0.00405009j -0.0876049-0.0190374j 0.0159821+0.0744048j -0.0929801-0.0878621j 0.00927391-0.0547075j 0.00383576-0.0404852j -0.0236715+0.00638799j 0.0435254+0.0372694j -0.073663-0.108032j -0.177083+0.243974j 0.195583-0.0650348j 
0.00885151+0.034241j -0.000807808+0.0010002j 0.0218102-0.000402027j 0.0228081-0.00181121j -0.011891+0.0387906j 0.0168341+0.00921525j 0.0184331+0.0310588j 0.0517023+0.00976988j -0.0120373-0.0422593j 0.00544745+1.37225e-05j 0.00161639-0.0128853j -0.000873894+0.00954902j -0.0332465+0.0195504j 0.0495181-0.0378633j 0.0471653+0.0415066j -0.0296384-0.0189264j 0.0192851+0.0549579j 0.00034414+0.03406j -0.0100521-0.0299465j 0.00884136-0.00828403j 0.0241294-0.0174085j -0.0455637+0.00820387j -0.0383277+0.0357452j -0.0074275-0.0207704j 0.0462068-0.0238073j 0.0268797-0.0241432j 0.0171793+0.0484753j 0.0108838+0.0153774j -0.0270125-0.0276545j -0.0205826-0.00755279j -0.0082982+0.00648133j 0.000911438+0.00429365j -0.0184527-0.00995753j 0.0774507+0.0438633j -0.00692406-0.0286523j -0.0126594-0.0184762j 0.0261167+0.0115404j 0.000147709+0.072426j -0.0303973+0.078304j 0.0384507-0.0344764j 0.0400758-0.0283687j 0.00113185-0.0188981j 0.0205178+0.0694431j -0.0373189-0.0186143j 0.0377235+0.0481475j 0.024818+0.02788j 0.0828651-0.00374504j -0.0200383-0.0268109j -0.00786221+0.015174j -0.00543004-0.000625204j -0.0835492-0.0466089j 0.020161+0.0185518j 0.0648434+0.0226698j -0.0285144-0.0447832j -0.166287+0.0336484j 0.0381031-0.0200218j -0.0130304+0.0525465j -0.0461924-0.00709162j 0.0269241-0.0239086j 0.0613328-0.0314678j 0.0233972-0.0679813j -0.0370328-0.10074j 0.0922513-0.0147863j 0.00477123-0.0339688j -0.105932-0.00207999j -0.0167681-0.0697128j 0.0331334+0.0343244j 0.102352-0.0303013j 0.000716965-0.0809208j 0.0923487-0.0169345j 0.0264891+0.0235392j -0.0223447-0.0320768j 0.087671+0.0628754j 0.0665071-0.00891689j 0.00357635+0.0262383j -0.00725949+0.00753826j 0.0708093-0.0712592j -0.033877+0.0288236j 0.0381211-0.00954216j -0.00772472-0.0054414j -0.0148773-0.0498423j -0.0429964+0.0452194j 0.0193226-0.0589698j 0.00952871-0.0430889j -0.000593015+0.00938074j 0.0440086+7.32936e-05j 0.0347281-0.00629592j -0.0394153-0.0586604j -0.0596849+0.0428746j -0.0132878-0.0248898j 0.0222121-0.0116819j 0.0120336-0.00734359j -0.0248374+0.00978349j -0.044315-0.0141979j -0.0705907+0.0750068j 
-0.00734063+0.0294649j -0.0147016-0.0133538j 0.00493543-0.025495j 0.0165127-0.00309002j 0.0218157+0.02869j -0.0066808-0.00291399j 0.0115353-0.00358948j -0.0134803-0.0232748j -0.014996+0.00332918j 0.0258555+0.00245233j 0.0281155+0.00156212j -0.0200877-0.00927843j -0.0135021-0.0194167j 0.0107102+0.0163835j 0.0171962-0.00865786j -0.0132985+0.0118839j -0.0077246+0.0436938j 0.000949422+0.0073515j 0.0132407+0.0124715j -0.0141564+0.00677101j 0.0338002+0.0136227j 0.00189666+0.041565j 0.0643484-0.0117084j 0.00109645-0.00836729j 0.0390115-0.0162932j -0.0183782+0.01283j 0.0129075-0.0142217j -0.0273738+0.00764501j -0.0483435-0.0408861j -0.0440014+0.0262577j 0.0233931-0.00532261j 0.00686919-0.00459674j 0.0340603-0.0290043j 0.0415414+0.0375595j -0.0196916-0.026752j 0.00259276+0.0134137j 0.0419641-0.0381422j -0.000435453+0.0148785j -0.0438601-0.0138405j 0.0410429-0.000324831j 0.0197464-0.0499731j 0.00558703+0.0400155j 0.042275-0.0389298j -0.0739427-0.0564239j -0.0711331+0.0156224j -0.0144657+0.0213955j 0.0177159-0.00113678j 0.0145981-0.0069174j -0.0187839+0.0113677j -0.0600938+0.0325717j -0.0429291-0.0146497j -0.0796037-0.0405987j 0.0845814-0.0410966j 0.0346607-0.031462j 0.012074-0.0379274j -0.0262623-0.0626323j -0.0510691+0.00346877j 0.0713428-0.0317392j 0.02241+0.0947188j -0.0181426+0.0471305j 0.0243357+0.0196699j 0.0051754+0.0975099j -0.0881864-0.0208013j -0.032038-0.0281224j -0.11438-0.0348267j 0.0585534+0.0529373j 0.052516+0.0252258j 0.000554707-0.0269053j -0.0613533+0.0448599j -0.0610836-0.0280725j -0.0490363+0.00575966j -0.0496483+0.0199327j 0.0661904-0.0010848j -0.0898999-0.0127153j -0.0175248+0.0162099j 0.0657733-0.0401735j 0.0318588+0.0312139j 0.00744309+0.0490085j 0.0433475+0.073071j -0.014284+0.025681j 0.00431428+0.0468077j 0.0366391-0.0403334j 0.00783-0.00930405j 0.0253281-0.0556187j 0.0293076-0.00446051j -0.0354214+0.00690489j -0.0237434+0.0250015j -0.00818537+0.0126716j 0.00960454+0.00735439j 0.0277548-0.0241626j 0.0275687+0.0110883j 0.00654557-0.039247j 0.00715558-0.009421j -0.0545109+0.028793j -0.00164885+0.0548053j 
-0.0105402-0.00570869j 0.0298564-0.00706212j -0.00170647+0.00315466j 0.0115979+0.0170126j 0.0118244-0.00940927j -0.0270863-0.0199228j 0.00621525-0.015033j -0.0221293-0.0652254j -0.0118904+0.00554128j -0.00460441+0.0271224j -0.00740845+0.0224844j 0.00400181-0.0300215j 0.0361034-0.00496206j -0.00807393-0.0233973j -0.00722474-0.0134156j -0.0301139-0.0304901j 0.0517289+0.0654118j -0.0124262-0.0270604j -0.0197564-0.00591372j 0.0432683+0.00662027j -0.00957532-0.00960566j -0.00151104+0.00962957j 0.069872-0.0619579j -0.0351481-0.0574138j -0.0716942-0.00691769j 0.0396467+0.00895443j -0.0287132-0.0491322j -0.0330321-0.0174921j 0.035967-0.0260738j -0.0337233-0.0713674j 0.146642+0.00858881j 0.00661764+0.0254634j -0.0642382+0.0960484j -0.0342438-0.0722056j 0.0252046+0.0692405j -0.00622039+0.0350146j -0.00363399-0.0398004j -0.0142054+0.0516228j 0.0278942+0.0302137j 0.0415222-0.0353651j 0.0507732+0.0671325j -0.028909-0.0368075j -0.00028724+0.0565198j 0.0136803-0.0093066j -0.0549093+0.0130791j 0.0946487-0.00539692j 0.0213555+0.0272422j 0.0612039+0.0632582j -0.0101034-0.0177876j -0.00881209-0.00733564j 0.0607543+0.0303902j 0.0629163+0.00206237j -0.000472475-0.00766987j 0.00850805+0.022619j -0.131124+0.0262951j -0.0790358-0.041156j -0.0601587+0.0723117j -0.0187132-0.0171608j 0.0410932-0.0890441j -0.066824-0.0179325j 0.0419975-0.0739663j -0.0243126-0.0951234j 0.00291511+0.0439496j -0.0165991-0.0152917j -0.0324756+0.0365733j -0.0282139-0.0983194j -0.0237702+0.0087837j -0.0633668-0.106074j -0.0381156-0.0501765j 0.0593097+0.0772947j 0.0343805-0.0350881j 0.0541443-0.071614j 0.13916-0.000383989j 0.129252-0.0607403j -0.000803367+0.0200488j -0.0468568+0.0361604j -0.0127026+0.0267586j -0.0130221-0.0829838j -0.00763398+0.067103j 0.144993-0.0845831j 0.114575+0.0113553j -0.0659523+0.00503485j -0.0104738+0.0448253j -0.0742552+0.0642309j -0.0151682-0.00883924j 0.0217477-0.0280908j 0.0100719-0.0598395j 0.0345048+0.0139294j -0.0282814-0.00297028j -0.0125156+0.0152391j -0.00335327-0.0188685j -0.014902+0.0241677j -0.010546+0.0133645j 0.0437339-0.0324334j -0.0277192-0.0024101j 
-0.0251531-0.0348008j -0.00390923-0.00437803j 0.00265253-0.00732671j 0.000341223-0.0202136j 0.01303-0.00768903j -0.0185458-0.00457621j -0.000161695+0.0268553j -0.0252618-0.0165157j -0.0235059-0.0356717j -0.00366797-0.00742651j 0.00453822-0.00429917j -0.00789422+0.0110617j 0.0671155-0.000113062j 0.0267368-0.0283176j -0.00841589-0.0583482j -0.025681-0.00152056j -0.0160209-0.0170686j -0.00215237-0.0334616j 0.00737627+0.00551515j 0.0243831-0.0458771j -0.0338044+0.00797405j 0.012327-0.0631755j 0.0730276-0.00597944j -0.0191773+0.0266075j 0.028663-0.00788972j 0.0131142-0.00541816j -0.0241005-0.0566742j -0.100036-0.0104041j -0.0246289+0.0208512j -0.0147087+0.0281088j -0.0562753-0.0366149j -0.0176679+0.0447494j 0.00212607-0.0319855j -0.051282-0.0533194j 0.00371343-0.0280671j 0.046359+0.00872175j 0.0031398+0.0296037j 0.0501789-0.0569321j -0.0216074-0.0491176j 0.0480028-0.0269086j -0.0180714-0.0501636j 0.000485036+0.0196949j 0.0699502-0.00849769j -0.066566+0.0396577j -0.0264419-0.0261047j 0.0497093-0.062048j -0.0622233+0.108077j -0.00147382-0.0145911j -0.0188953+0.0398027j -0.0386548+0.0415888j -0.0449954+0.092571j -0.109499+0.0491102j 0.00967055+0.0656152j 0.00810138+0.111311j 0.0269994-0.0355409j -0.0922062-0.0609694j 0.00776348-0.0518334j 0.0335265-0.0481794j -0.00936902+0.0433284j -0.029543+0.0697426j -0.0140863+0.00566398j 0.00211023+0.086859j -0.122784-0.0621006j -0.0384717-0.036784j -0.0375247+0.0103265j 0.0534685+0.101051j 0.030045-0.081846j -0.121521+0.00349457j -0.00649332+0.0834588j -0.0835982-0.00507575j -0.0853799+0.01872j -0.0919331-0.0267612j -0.0719651+0.0623653j -0.0243142+0.00909927j -0.000483426+0.0557636j 0.0312161+0.0247718j -0.0065723+0.0155718j -0.0504976+0.0777396j -0.0457667+0.0961142j 0.0424402+0.055386j -0.0638455+0.0215426j 0.000961891-0.0734724j 0.0198517-0.0433582j -0.0528425-0.0826051j -0.00797987-0.0245096j 0.00709975+0.0614236j 0.0182993-0.0104467j 0.00653215-0.0328765j 0.0332257+0.0244093j 0.0243131+0.0076982j -0.0207457+0.000666541j -0.0279972-0.00422961j -0.00169899+0.0249597j -0.0263695+0.0274889j 0.0102396-0.0143747j 
0.0104137+0.00138875j -0.0268275+0.00253362j 0.00113539+0.00973531j 0.0109331+0.0106693j 0.0181508+0.0301538j 0.0188044+0.0567793j -0.00303663+0.00516349j -0.0216572+0.0457432j 0.0243982+0.0100752j -0.0145641+0.0256826j -0.00681366+0.0316762j 0.00454745+0.0140392j -0.0536084+0.00698454j 0.048488+0.0376371j 0.0261106+0.0150863j -0.0160316+0.0994684j 0.00756901-0.0587133j 0.0308144-0.00917891j -0.0550523+0.0246212j 0.0218409-0.00249582j 0.0406496-0.00216993j 0.0670954-0.00862061j -0.0348969+0.0363455j -0.00484177-0.0451815j 0.0736164-0.0490877j 0.00925159-0.00304644j 0.0450462-0.0142884j -0.0617256+0.0390166j -0.095842-0.0382806j -0.0865775+0.0281728j -0.0658533+0.0242664j 0.0544273-0.0277595j 0.0221291+0.0255206j 0.0696431+0.026652j 0.0156753-0.0383664j -0.00318069-0.00412733j -0.0152819+0.0490658j 0.0181919-0.0122785j -0.088258+0.00770731j 0.0231081-0.0566724j 0.0136674-0.0355232j -0.0676088-0.0209618j 0.0713376+0.00909076j 0.0365571-0.0285277j -0.123337+0.00283671j -0.0222045+0.0258025j 0.00775682-0.0556169j -0.0305935+0.0134953j 0.0230425-0.0329624j -0.0459566+0.048013j 0.0571819-0.00630307j -0.0548849-0.0498153j 0.0373677-0.0481039j 0.0205986-0.0553084j 0.0479173+0.0775188j 0.0133741-0.0758685j -0.102288-0.0522812j 0.119694-0.0607781j 0.000828565+0.0576525j 0.0470392+0.0257999j 0.0204115+0.0233603j 0.0247361-0.0523235j 0.0848455+0.0508544j 0.0148166-0.0356291j -0.00958593+0.0698734j -0.0411788+0.00416102j 0.040721-0.0726958j 0.0560216-0.0579784j 0.0376831-0.0583085j 0.0536879-0.043237j 0.0269571+0.0989991j -0.00424559+0.152101j -0.0123211+0.0171017j -0.124282+0.0318115j -0.0269608+0.110235j 0.0848467-0.123382j 0.0730313+0.0444077j -0.0132436+0.0593754j -0.0308363+0.0762656j 0.0389592+0.0475671j -0.00374115-0.0894227j -0.0296983-0.0424139j 0.0378123+0.033524j 0.0532503-0.040079j 0.0393404+0.00145814j 0.00249419-0.0532831j -0.0139379-0.0192155j -0.0688567+0.0316742j -0.00972311+0.00395426j 0.0073767-0.00697636j -0.0202554+0.0809755j 0.008273-0.0162214j -0.0058171+0.0246557j -0.0170512+0.00348455j -0.00239385+0.0150399j 
0.00700264+0.00490987j 0.00918788+0.0150831j 0.0315427+0.0335202j 0.0199176+0.011866j -0.064839-0.0371663j 0.0138119+0.0122731j 0.00273891-0.0192746j 0.0273996+0.0181624j -0.027577-0.0214171j -0.0208962+0.01575j -0.0253554+0.0129136j -0.0146827+0.00269092j -0.00631157+0.0342518j -0.0373117+0.00213266j 0.0543426-0.0264107j 0.0757507-0.0279945j 0.00919524-0.086755j 0.056908+0.0470985j 0.0209897+0.0590623j 0.00165418+0.0213194j -0.0712511+0.00510311j 0.0271014+0.0435059j 0.05404-0.0301047j -0.0242145-0.0101893j -0.00815324-0.0522266j 0.0539098-0.110372j 0.019301+0.0538621j 0.0632907+0.0299196j 0.0373539+0.0101398j -0.0450598-0.0263057j -0.0334599+0.00648934j -0.0320755-0.00691548j -0.0691779-0.00264888j 0.0175285-0.0164719j 0.0340257+0.0302936j 0.0194001-0.0625101j 0.0157038+0.0445775j 0.0195961-0.029488j -0.0448523+0.10532j -0.0543343-0.0563954j -0.00159222-0.0504255j 0.00169541+0.0115327j 0.00350547+0.0557424j 0.101382+0.0159013j -0.0429507+0.090092j -0.0213856+0.00376421j -0.000801159+0.0928393j -0.091723-0.062831j 0.0356602-0.0331071j -0.0057502+0.0046199j -0.0447586-0.00943881j -0.042648+0.0568595j 0.0648017+0.0207704j -0.0222656-0.0119172j -0.093439+0.00358567j -0.0297921+0.0457118j 0.0911299+0.0135298j 0.010159+0.0431779j 0.0368012+0.00690156j 0.0595939+0.00563632j -0.0632738-0.00279689j 0.0433374-0.102087j 0.130505-0.174959j 0.0311912+0.00454606j 0.0481271+0.0023623j 0.0322193-0.0866111j 0.0398141-0.0430137j 0.0168833+0.0723254j 0.0873961+0.026038j 0.0322277+0.0233511j 0.0233434-0.0473788j -0.0631468-0.0447894j -0.0238079-0.0162852j -0.0184446+0.00274545j 0.060112-0.0708672j -0.0143744-0.0312495j -0.0644148-0.0229269j -0.0262791+0.108712j 0.00748657+0.0281888j -0.00438041+0.00520563j -0.0563609-0.0407176j -0.0284605-0.0676062j 0.0301985-0.0912548j -0.0343996-0.00244664j -0.0820687-0.00405813j 0.0179505+0.0280173j -0.0356744+0.0146376j -0.00762734+0.023316j -0.00681392+0.0075997j -0.0129605+0.0326275j -0.0420708-0.0128178j 0.0198403+0.0019059j 0.0373065+0.0174779j -0.0355517+0.00739624j -0.0192106+0.0338928j 
0.0101738-0.00240451j 0.0244525-0.0258383j 0.028175-0.0119519j 0.0240282+0.0389906j 0.0525038+0.0532466j -0.018409+0.0174697j 0.00809683-0.026698j 0.00430135-0.00511097j 0.0246265+0.0271131j -0.00327225+0.0132117j 0.044719-0.0189285j -0.0294679+0.00424149j 0.0111564+0.0238593j 0.00959683+0.0219217j -0.0486836-0.0104753j 0.0441559+0.0628653j 0.0274809-0.00829773j -0.0173039+0.0653121j -0.0339785+0.0150851j 0.0301664-0.0389634j -0.0490115-0.00356745j -0.00714378+0.0234069j -0.0656903+0.043593j -0.0140857+0.0306892j 0.0750136-0.0013284j -0.0359591+0.030968j -0.0277957+0.00741795j -3.08979e-05+0.0335662j 0.00161562-0.0680014j 0.00565432-0.0263467j -0.0115236-0.0297009j -0.0148692-0.0215879j -0.0681783+0.02103j 0.0494527-0.0305146j -0.0602668-0.0127055j -0.00325712+0.0036038j -0.0157712-0.00704411j -0.0300632+0.0207413j -0.00563786-0.0177918j 0.0586528+0.0447042j -0.00305016+0.0480955j 0.0245859+0.0158811j 0.0138483-0.00756168j 0.0567464+0.00734311j 0.0535483+0.0118129j 0.0686051+0.0283244j 0.0638631+0.0348669j 0.0179028-0.0303999j 0.0384257+0.0420479j -0.0156963+0.00604657j -0.0468163-0.0343455j -0.06595+0.00341464j 0.0189259+0.0503658j -0.0300925-0.0636081j -0.00983153-0.0156054j 0.0807002-0.0214675j -0.0565927+0.0335261j 0.0318984-0.11408j -0.0100617+0.00714318j -0.0383104+0.0247046j 0.00821535-0.0451318j -0.127773+0.0471734j -0.0496098-0.0630215j -0.0313224-0.0351747j -0.218055+0.0137239j 0.0114529+0.0178086j -0.00317666+0.0786375j 0.115207-0.0444734j -0.0781671+0.116843j -0.0930297+0.0753225j -0.207005+0.0765864j -0.109949-0.0118123j 0.0519538-0.04078j 0.0209568-0.0664041j -0.0104547+0.100017j 0.0850973-0.00498079j 0.0138104+0.05827j -0.00936374+0.0553187j 0.0643926+0.0673155j 0.105865-0.014542j 0.0186331-0.00841406j -0.115887+0.0612527j 0.00848951+0.0315892j -0.0499339+0.0453001j 0.0443608-0.0116462j -0.0300734-0.063687j -0.0787452+0.0026552j -0.0147495+0.0841259j -0.0321027+0.0277539j 0.0262772-0.0265058j -0.0117781+0.0509678j 0.0237697-0.0365585j -0.0388052+0.0299185j 0.0100964-0.0584489j -0.0775039+0.0401044j 
0.015366+0.0260367j 0.00822951+0.0114034j 0.0245527+0.00640573j 0.0384235-0.0100361j -0.0173018-0.00632104j -0.00343169+0.0295948j -0.0325462-0.0106035j 0.00682326-0.0553322j -0.00432564+0.0099652j -0.0133311+0.0484312j -0.00264095+0.0165407j -0.0491316-0.0346868j 0.00183754-0.0134017j -0.0562207+0.017516j -0.0629534-0.0213449j 0.0686414+0.034939j 0.0135019-0.0723127j -0.00786743+0.0257097j -0.0104865+0.0566521j -0.0170356+0.0109754j -0.0352385+0.0208392j 0.0476376+0.0446612j 0.0478983-0.0118545j 0.0370255-0.0443961j -0.0116625+0.0295619j 0.00766646-0.0564705j 0.0306745+0.0208662j 0.0195505+0.0234322j 0.0548655-0.0332425j -0.00728328-0.0258244j 0.0078158-0.00263648j -0.013553-0.00582755j 0.0430164+0.0718033j 0.0264339-0.0504788j 0.0538227-0.0290245j 0.0157537-0.0578984j 0.0694494-0.0227629j -0.00533823-0.0436273j -0.0234156-0.00574436j -0.00783104+0.0286959j -0.00567381+0.014083j -0.0161174-0.00779803j -0.0617673-0.0293272j 0.0742061+0.00880584j -0.0657733-0.00416431j -0.0417675+0.0909998j -0.0223949+0.0197332j -0.0560193+0.0336389j 0.011319+0.0147715j -0.0203031+0.00104831j -0.10419-0.0384746j -0.177959-0.00735092j -0.122708+0.0410012j -0.0172271-0.0392451j -0.00834505+0.00628171j -0.0643119-0.0949818j 0.0610739-0.0764877j 0.144902+0.0333195j -0.0243502+0.0525383j 0.081119+0.0243033j 0.072434+0.0558892j 0.0970373+0.110484j 0.0459562-0.116463j -0.00599766+0.0629615j -0.0345637-0.0371492j 0.116632+0.00394068j -0.09695-0.0891096j -0.0508694+0.024935j -0.00837017-0.0729067j -0.0295034+0.0941546j -0.0161909-0.034165j -0.00734887+0.0331214j 0.121207-0.0588223j -0.0664152-0.0062658j -0.0765448+0.0534494j 0.0553404-0.0231188j -0.0578097+0.0609489j 0.0156459+0.107395j 0.0585241+0.0402355j 0.0234011-0.0301315j 0.0305767+0.0253802j -0.0301179-0.0255554j 0.0105332+0.043699j 0.00903379+0.0506621j -0.0416036+0.0119982j -0.0338299-0.0128946j -0.0600186+0.0315644j 0.0079837+0.0587757j -0.00334075+0.00693803j -0.01576+0.0144814j -0.0197222+0.0207043j 0.0243282-0.0377935j -0.00597382-0.0249053j -0.0364291+0.0212197j -0.00411727+0.0336235j 
0.0202747+0.0176718j 0.0065225-0.0173259j 0.00463254-0.0306532j -0.0108009+0.0239227j 0.0371669-3.71785e-05j -0.0009258-0.0131385j 0.021262-0.0279572j -0.0238084-0.0195596j -0.0250738+0.0258605j 0.0101563+0.0212333j -0.0153249+0.0441886j 0.0231112-0.0327861j -0.00247418+0.0125572j -0.0496351+0.0469371j -0.0162204-0.0439381j -0.00984104-0.00452909j -0.0562698-0.0110983j -0.0336063-0.0231833j -0.0226789+0.0359791j 0.0207583+0.0183423j 0.0096904-0.0428606j 0.0265986+0.0320816j 0.0244374-0.0148431j 0.0389388-0.0190027j -0.0308157-0.00380414j 0.00882688+0.0843885j 0.0598958-0.00244035j -0.0260244+0.00934224j 0.0303157-0.017645j 0.0340102+0.0492296j 0.079451-0.0574174j 0.022885-0.0333714j 0.0477801-0.049185j 0.0318768+0.037656j 0.0351099-0.042943j -0.0381407+0.00939287j 0.0287702+0.00510565j 0.00818623+0.0203247j 0.0588015+0.021765j 0.022691-0.0515261j 0.0606455-0.0224262j -0.043451-0.0196724j -0.0855102+0.0558813j 0.0333933+0.0340825j 0.000477306+0.00571856j 0.00564344-0.0137069j 0.107641-0.0991906j -0.0441822-0.0115535j -0.00618343-0.0933073j 0.00798644+0.0213405j 0.0917148-0.0604018j -0.0303113+0.0648051j -0.0830958-0.0142085j 0.0135852-0.0464002j 0.0325522+0.0214098j 0.0245303+0.00385566j -0.0607593-0.0119907j -0.0818106+0.0856021j -0.00386195-0.0822801j 0.0768328-0.0322602j -0.067263+0.000783733j -0.116768+0.0475368j -0.0110744+0.131542j 0.0153247-0.0136555j 0.00752026+0.11272j -0.101866+0.023259j -0.0643858-0.0357166j 0.0270156+0.111426j 0.117412-0.000513763j 0.0298714-0.0466502j 0.052861+0.0170024j 0.0996342+0.0211j -0.0596254-0.00150943j -0.0202884+0.0212213j -0.0284608-0.036487j -0.0404142+0.0525109j 0.0419144+0.114675j 0.0188796-0.183169j -0.0688865+0.000930066j 0.0109865+0.0252596j 0.0632268-0.0943229j -0.0108106+0.00885946j 0.00257519-0.0671194j 0.0482692-0.0300991j 0.0269902-0.00835555j -0.0382589-0.0148086j -0.0490053-0.0214696j -0.000830428+0.0866331j 0.0236364-0.0144556j -0.0265556+0.0213929j -0.0210078+0.00633222j -0.006481-0.012856j -0.00160417-0.0353934j 0.0275482-0.0210316j 0.00773402+0.0137517j 
0.0384009+0.0367044j -0.0516359-0.00451818j 0.00904402+0.00694286j -0.0239861-0.0135759j -0.00915188+0.00184533j -0.00220249+0.00591147j 0.0146771-0.0124996j -0.0445592+0.0866585j 0.0567894+0.0239733j -0.0087834+0.0189809j 0.005062+0.00107626j 0.0599538-0.0164967j 0.00631005-0.0104888j 0.00781935+0.00421956j 0.0914975-0.0153079j -0.0026393+0.047221j -0.014475-0.0242313j 0.025138-0.0418274j -0.0158242-0.00451267j -0.0387216+0.0435865j -0.0517179+0.0357039j 0.0730728+0.0313402j 0.0610034+0.00218887j 0.0279833-0.0383091j -0.0349226-0.0287749j -0.0137259+0.0262725j -0.00850488-0.00274096j 0.0425112+0.0205638j -0.013798+0.0779315j -0.010152-0.0616248j -0.0468297+0.0612805j -0.00518463-0.0261988j -0.0147474-0.0487555j -0.0600738+0.0734861j 0.0273349+0.00428916j -0.0636477+0.0413773j -0.0338939-0.0227169j -0.0608748-0.037838j 0.0975573-0.055696j 0.0222274-0.099454j 0.0459868+0.0514589j 0.0281882+0.00989159j -0.0302775-0.0161844j 0.00564748-0.0154314j -0.015657+0.0220887j 0.037695+0.0447856j 0.0566253-0.0616973j -0.0559435-0.14051j 0.086938-0.0660538j -0.0218542-0.00947644j -0.06846-0.0772013j -0.00120123+0.013454j -0.00120697+0.0214253j -0.0227793-0.0660463j 0.110372-0.0764344j 0.0551586-0.00855355j 0.110425+0.039474j -0.06167+0.0807928j 0.0242621+0.0232203j -0.00283323-0.0416696j -0.0346839+0.0565808j -0.0690877+0.0862517j -0.0175809-0.0178927j 0.0087451+0.0666392j -0.145441-0.0441937j -0.0236341+0.0660106j -0.0149017+0.127261j 0.0334769+0.0960734j 0.014654+0.0745166j -0.0701131-0.00353161j -0.045555-0.00388127j -0.0353688-0.044777j -0.0854083+0.0130196j -0.121667+0.0522235j 0.0320693-0.0535473j -0.041504-0.0315859j -0.013713-0.000645869j 0.0785419-0.0189612j -0.0479499+0.0221854j -0.0287308-0.00693248j -0.00684147-0.0107793j 0.031475-0.0722002j -0.0218849+0.0349243j 0.0384535+0.00984782j 0.0183032-0.00963027j -0.032753-0.0109938j -0.00193089-0.00228209j -0.00381179+0.0180022j 0.0345352-0.0543255j 0.0490998-0.0431097j 0.00664272+0.017063j -0.0474299+0.00910933j 0.037211-0.0167289j 0.0402628+0.0191753j 0.0606979-0.0131395j 
