0.00207478-0.00339639j 0.00570239-0.00100528j -0.00462356+0.00117869j -0.0232846+0.00694635j 0.0039686-0.00164142j -0.020748+0.00353484j -0.0155124+0.00123035j -0.020546+0.00292156j -0.00907711+0.00136435j 0.00210083+0.00153859j -0.0149576-0.001041j 0.0186418+0.000809142j -0.0169849-0.00356688j 0.015681+0.00957362j 0.00761682-0.00461869j 0.00185004+0.00059461j 0.000598021-0.00414848j -0.00354314-0.00913089j 0.00267775+0.00328524j 0.0066068+0.0183103j 0.0022846+0.00822399j -0.00144762-0.00708633j 0.00413873+0.0186046j 0.00265701+0.0112412j -0.000389225-0.00862608j 0.00096098-0.00177228j -0.000698426-0.00484005j 0.000295001+0.000377922j 0.00182335+0.0206426j -0.000101727-0.00965898j -0.00102251-0.0107532j -0.000918105-0.00383722j 0.00150127-0.0122239j -0.00260288+0.0167164j -0.0059752+0.0114442j -0.00724055+0.00753244j 0.00172726+0.00879798j -0.000966977-0.00758892j 0.00620097-0.00182546j -0.00322977-0.00344176j 0.00151724-0.00233182j -0.00400925-0.0013376j 0.00401906-0.00561292j 0.00602623-0.00321281j 0.00916089-0.00340851j 0.000772253+0.00478139j 0.00178338+0.00618616j -0.00429321+0.00333825j -0.0081743+0.00191294j 0.00654634+0.00659127j -0.00742062+0.00312572j -0.00376981-0.00231239j -0.00393341-0.00938174j 0.00167614-0.00180817j 0.00613566-0.0054984j -0.00176325-0.00630065j 0.000451699+0.00820459j -0.00173175+0.00811662j 0.00237889+0.00446517j -0.00159954+0.00061236j -0.00303675+0.00224098j -0.00323864+0.00267191j 0.00496379+0.00407493j -0.00464937-0.00148112j 0.000654577+0.00325649j 0.0068498+0.00991163j 0.0012544+0.00250352j 0.00242419-0.0030863j 0.00477841-0.00501571j -0.0044786+0.00858923j -0.00503666+0.0026635j 0.00328854-0.00583768j -0.00674964-0.0010811j -0.00476983+0.000100398j -0.000409849-0.00128164j -0.000917853+0.00545258j 0.00280943+0.00930041j 0.00225265-0.00747384j 0.002354+0.00737179j -8.89111e-05-0.000282277j 0.00689302-0.00251869j 0.000671058-0.00875703j 0.00727771-0.00292453j 0.0068481-0.000130763j 0.000294422+0.00567776j -0.0109184+0.00120622j 0.00645243+0.00233535j -0.00164912-0.00810622j -0.00342495-0.000322024j 0.0056567-7.2099e-05j -0.00345013+0.00116107j 0.003708-0.000269238j 0.00134253-0.00541124j -0.00681829-0.00145322j -0.00234773+0.00148807j 0.00332349+0.000520048j -0.00144006+0.00108786j 
0.00805203+0.000929265j 0.00287102-0.00531767j -0.00541654+0.00609097j -0.0111385-0.000943279j 9.17439e-05+0.00329256j 0.0156821+0.000353391j -0.0125674+0.00155122j 0.0189226-0.0100445j 0.022778+0.00787798j -0.0232494+0.00354961j 0.00212854+0.000740005j 0.00961177-0.0073066j -3.74204e-05-0.00904774j 0.0120985-0.00200456j 0.0184079-0.00639785j 0.000563381-0.00629944j -0.00889872+0.00543748j -0.00340767+0.00403416j 0.00165014-0.0027894j -0.00204534+0.00182467j 0.00386919-0.00093648j -0.00815975-0.00122398j 0.00300165-0.00291898j -0.00587693+0.0036796j 0.00873397-0.00167894j 0.000241048+0.00163344j -0.00203477-0.00101798j -0.0043926-0.00224509j 0.00132917+0.000227963j 0.0087853+0.000674937j 0.000733646+0.00154624j 0.0016698+0.00249769j 0.00514013-0.00165084j 0.00403867+0.00151028j 0.000670887-0.000961637j 0.00138033-0.00219896j -0.00150338+0.000936491j -0.00240311+0.00234955j -0.00492858+0.00397068j -0.00313089-0.00222885j -0.00288355+0.000402333j -0.00156811-0.00296493j -0.00349586+0.00127764j -0.00239657-0.0037552j 0.00305961+0.00168187j 0.000220619-0.00315766j 0.00232668+9.28044e-05j -0.00153022-0.00603237j -0.00736067-0.00401898j 0.00175553+0.00288479j 0.00119608-0.00105718j 0.00211803-0.000396186j -0.00169251+0.00712133j -0.00386642+0.00204692j 0.000851487+0.00534383j -0.00718128+0.00264944j 0.000640003+0.00185242j -0.00473474-0.00362849j -0.000223875+0.00313208j -0.00115913-0.00181975j -0.000555059-0.00486321j 0.00305304+0.000979387j -0.00286731-0.00354956j -0.00116879-0.0061826j -0.000713607+0.00425682j 0.00769853-0.0018439j 0.00983343-0.00155708j 0.00298595-0.00253205j 0.00453014+0.00185054j 0.000358706+0.00245995j 0.000339292-0.0010225j 0.00146833-0.00680888j 0.00548287-0.00780634j 0.00562104-0.00358621j 0.000941589+8.84611e-05j 0.00238341+0.000657128j -0.00628387-0.0043324j -0.00548255-0.00508733j 0.00182571+0.00325453j -0.000802821+0.000579847j -0.00423286-0.012195j 0.0116973+0.00308748j 0.000453294+2.64086e-05j 8.03334e-05-0.00201178j -0.00205596+2.07159e-05j -0.00217754+0.00114413j -0.00105359+0.000180329j 0.0037024-0.00255326j 0.000293856+0.00585985j 0.00209663-0.00468718j 0.00340468-0.000477901j 0.00357984-0.00430321j 0.00454983-0.000154609j 0.00139121+0.00598847j -0.00131315+0.00310127j 0.000166443-0.00234152j 0.000810737+0.00544361j 
-0.00482013+0.00781612j -0.00426036+0.00245439j -0.00402066-0.0128724j 0.00251982-0.010515j -0.00709417+0.00603467j -0.00260943+0.00594127j 0.00157254+0.00417j -0.00561793-0.00893494j -0.00286698-0.0156184j -0.00107442+0.014634j 0.00236039-0.0120016j 0.000587884-0.0133619j 0.0033112+0.0153142j 0.00327439-0.0100584j -0.00166608-0.00448226j 0.00420574-0.00307875j 0.00400762-0.0117707j 0.00235703-0.000934812j -0.00383605+0.00184068j 0.00761197+0.000759516j 0.000805086+0.00135883j 0.00112999-0.0049287j -0.00285292-0.00265382j -0.00585807-0.0120746j 0.00326308+0.0100008j -0.0049385-0.00256628j -0.000127163-0.00880214j 0.000705053-0.0111686j 0.00299801+0.00366705j -0.00472843+0.0183716j -0.0024277-0.0132017j 0.00265343+0.00427987j 0.00560617+0.00508905j -0.00128092+0.00365966j -0.000808589+0.0126291j -0.000993905-0.00116981j 0.000716813+0.000389664j 0.00070595-0.00154129j 0.000437319+0.0050736j 0.000710185-0.00628441j -0.00231422-0.000387994j 0.000170859-0.00211348j -0.00040904+0.000278525j -0.0038519+0.00369602j 0.00182448-0.000655491j 0.00272534+0.00821674j -0.00162837-0.000203454j -0.00621355+0.00664595j -0.00219604+0.00302459j -0.00337182-0.0027606j 0.00201591-0.00941364j 0.00386209-0.00493854j 0.000887124+0.00140332j -0.00159867+0.0045093j -0.00423705+0.00467732j 0.00925505-0.00628867j -0.000412539-0.00206368j 0.00285885+0.00501442j -0.00172058+0.00338517j 0.00539721-0.00326869j -0.00767796+0.00928322j 0.00316365-0.000783025j -0.000384373-0.00293437j -0.00260815+0.00228999j -0.000637951+0.00526466j -0.00298426+0.000433234j 0.00203065+0.00059972j 0.000463159+0.00533961j -0.00272201-0.00536917j 0.00201203-0.00159347j -0.0043726+0.00221754j -0.00164539+0.000153265j 0.00377637+0.00101076j -0.00311269-0.00331021j 0.00357734-0.00523487j -0.00446126+0.000132503j -0.00209703+0.000947303j -0.00452164+0.00642384j 0.00676231-0.00642703j -0.00729599+0.00498537j -0.001755+0.00438091j -0.00166515+0.00385197j -0.00128004-0.00532588j -0.00432839+0.00740059j 0.00121186+0.00608788j -0.00693982+0.00457506j 0.00662422+0.0037299j -0.00527786-0.000613921j -0.000767529+0.00226721j 0.000917189-0.00185538j 0.00052005-0.00119757j 0.0021995-0.00209257j 0.00122363+0.00197491j 9.46093e-05+0.00525864j 0.000198117-0.00178499j 0.000814388-5.13197e-05j 0.00470337+6.21611e-05j 
0.00141567-0.0015656j 0.000246986+0.00169288j -0.00242124+0.00956186j -0.00365832+0.0040664j 0.000954937-0.0178471j -0.00355146+0.0108708j -0.00382469+0.0159863j 0.00447461-0.0174364j -0.00473145+0.0254412j -0.00657849-8.17163e-05j 0.0101429-0.0153285j -0.00686956+0.0143062j -0.00233624-3.11551e-05j 0.00180596+0.00210426j 0.00261783+0.000620299j -0.00393256+0.00495018j -0.00193168+7.40403e-05j -0.00398992+0.00514827j -0.00124911-0.000726641j 0.00465546-0.00662947j -0.0018991+0.00641769j -0.00158091+0.00107052j 0.00558935+0.000262156j -0.000421973+0.00831645j -6.10945e-05-0.00155544j -0.0125501+0.00463583j -0.00439454+0.00449769j 0.00763577-0.000960591j -0.00111099-0.0015664j 0.00606048-0.0060732j -0.00613855+0.00314362j -0.00181947-0.0018532j 0.0139866-0.00441264j -0.00525359-0.00216676j 0.000299958-0.00274453j 0.000689971+0.00183298j 0.000155854-0.000375767j 0.0028318+0.000341237j -0.000180699+0.000125077j 0.00136679-9.38947e-05j 0.00507616-0.00270278j 0.0027909+0.00120222j -0.00134984+0.0023605j -0.00452359-0.000671502j -0.00250532-0.00416677j -0.00412283-0.000831088j 0.00166626+0.00184107j -0.00341451-0.00386447j 0.00734663+0.00064256j -0.00635126+0.0028786j -0.0068999-0.00016604j 0.00929808-0.000811142j -0.00344091+0.00422008j 0.0018274+0.00633443j 0.00407821-0.00480306j 0.00526045-0.00539843j -0.00754207+0.00285797j 0.00487808-0.00509354j 0.00516191-0.00674203j 0.00861054-0.00319738j -0.000801301-0.00150756j -0.00540673+0.00190063j 0.0033922-0.0013031j -0.00194433+0.00254536j 0.00125973-0.00413679j -0.00831821+0.0012036j -0.00574953+0.00409525j 0.00669947-0.00226303j -0.00911213-0.0013042j 0.00266286-0.000768223j 0.000331541+0.00127259j -0.00333438+0.00110731j -0.00893287-0.00366158j -0.00827301+0.00602029j 0.00875391-0.00114174j 0.00283924-0.00325771j 0.00632699-0.00139974j -0.00261079-0.00135773j -0.00187775+0.00191872j -0.00832963-0.00479559j 0.00534077+0.00493066j 0.000747198-0.000453465j -0.0124806-0.00051623j 0.00333996-0.00043262j 0.00517309+0.00215288j 0.00183122-0.00223022j 0.000145652-0.00208086j -0.000917823-0.00410628j -0.00041359+0.00961871j 0.00431571+0.00190979j -0.000513282-0.00405748j 0.000237338+0.000954747j -0.00326247-0.00148365j -0.00120703-0.00242789j -0.000134595+0.000163483j -0.00053542+0.00135436j -0.00129955+0.000280392j 
-0.00196869+0.00230552j 0.00371317+0.00280393j 0.0133056-0.00445453j -0.0146459+0.0100414j -0.0222686+0.00520543j 0.00837763-0.00191419j -0.00233272+0.00752228j 0.00776567-0.00106342j 0.00215455+0.000830107j -0.00702905-0.00105595j 0.0199012+0.00555169j -0.00162705+0.00501627j -0.0176513-0.00906915j 0.00953023+0.00490284j -0.0158603-0.00692697j 0.00811807+0.000961843j -0.000888023-0.00453274j 0.00779037-0.00224444j 0.0121454+0.00165534j 0.00747746+0.00461731j 0.00883541-0.00178846j -0.00043966+0.00325092j 0.00450033-0.00259138j -0.0158932-0.00894077j -0.0040039+0.00361392j -0.0113589-0.00296692j 0.00409589+0.00266203j 0.00560765-0.0017242j 0.00268626-0.00901583j -0.0057394+0.00772629j 0.0167577-0.00610342j -0.00250326-0.00202215j 0.00594208-0.0084504j -0.000553045+0.00131497j -0.0110327+0.00292292j -0.00432653+0.0019244j 0.00379482-0.00159559j -0.00223769-0.0043601j 0.00617754-0.00160422j -0.000550367-0.000477132j 0.000981362-0.0013215j -0.00553997-0.00348017j -0.00246759-0.00476983j -0.00312483-0.00398103j -0.00066488-0.00273425j 0.00190994+0.000103336j -0.00190674-0.000802739j -0.00217819+0.003266j 0.00232608-0.00171993j 0.00530272+0.00128913j -0.00359881+0.00409376j -0.00148191+0.00339855j -0.00630201-0.000922307j -0.00123603+0.000809504j 0.00109434-0.00776275j 0.0026699+0.00464899j 0.00367766-0.00619952j 0.00771837+0.00283707j -0.000656218-0.00566364j -0.00176368+0.000381857j 0.00585099+0.000744812j 0.0105951+2.44795e-05j -0.00464948-0.00319602j -0.000683321-0.000757453j 0.00310703+0.00367295j 0.00357597+0.00048908j 0.0018876+0.00225198j 0.00232925-0.000834007j 0.00275282+0.00325859j -0.00660389+0.00227578j -0.00220071-0.000345802j 0.00465701+0.00218195j 0.0108964-0.00186671j 0.00447719-0.00210361j -0.00211555-0.000638306j -0.00334546-0.00373039j -0.008017+0.00333884j 0.00137526+0.00727355j 0.000395334-0.000663913j -0.000941941+0.000341576j 0.00442742+0.00964739j 0.00457332-0.00405823j 0.00425574+0.00522238j 0.00235507+0.00516707j -0.00451697+0.00696287j 0.00193019+0.00028554j 0.00186068+0.0038212j 1.14751e-05-0.000456479j 0.00184415-0.00176278j -4.86668e-05+0.00321578j -0.000106104-0.00382391j 0.00166583-0.000192284j -0.0012561-0.00149289j 7.28323e-05+0.000948851j 0.000460471-0.000544628j 7.23948e-05-0.00135446j 0.000102063-0.000545999j 
-0.00209161-0.00410279j -6.88881e-05+0.0014819j 0.00202837+0.0130583j -0.00576139-0.0151926j 0.00432369-0.0212128j 0.00203999+0.0107442j -0.000400462-0.0138132j 0.00341805+0.00659833j 0.00803094-0.0104469j -0.00717637-0.00114033j 0.0149103-0.0162878j 0.00268269-0.00354496j -0.0126494+0.0163559j 0.0101331-0.00900975j -0.0125091+0.0101357j -0.00086385+0.00445105j -0.00102371+0.00261466j -0.000436547+0.00643965j -0.00179469+0.0123413j -0.00642672+0.00867234j -0.0019033+0.0084525j -0.00159261+0.00130367j -0.0026621-0.000388117j 0.0130187-0.0136366j -0.000209761+0.00274863j 0.00921338-0.00271364j -0.00362653+0.00252723j -0.0052196-0.00232628j -0.00166607-0.0123977j 0.00233171+0.0146574j -0.00227362-0.0125724j 0.00136727+0.000157728j -0.00348431-0.00869164j 0.000942194-0.00111472j 0.000605945+0.0107598j 0.00184232+0.00713613j 0.00164455-0.00807778j 0.0034792-0.00309441j -0.000298626+0.00247796j 0.000482158-0.000934112j 0.00128242+0.00165658j 0.00430688-0.00663457j 0.00634209-0.00296489j 0.00650439-0.0015341j 0.00359396+0.00125155j -0.000266816+0.00226859j 0.0014426-0.00096105j -0.00205996-0.00478145j 0.00314586+0.00193316j -0.00391794+0.00663546j -0.00268214-0.00426404j -0.00143019-0.00283338j 0.00197433-0.00542822j -0.000480535-0.00106962j 0.00123233+0.00428933j -0.00430717+0.00262275j 0.00282934-0.00100073j -0.00200943+0.00476215j -0.000601033-0.000734899j 0.00202763-0.00211767j -0.000986212+0.00194657j 0.00422392+0.00529224j -0.00111488-0.00551914j 0.00678918-0.000846666j -0.00138998+0.000809468j -0.00214252-0.0114726j -0.00342761-0.000849815j -0.00538279+0.00115741j -0.0074662+0.00880702j 0.00660512-0.00369068j 0.00746054+0.00241325j -0.00251806+0.00238877j 0.00894598-0.00382376j 0.000442292-0.00269339j 0.00115831+0.00181679j 0.00136274+0.00287566j -0.00275204+0.00412209j 0.00122543+0.00414937j -0.00145301-0.00221071j 0.0010437+0.00083501j 0.00397653-0.00172253j 0.00187117-0.00434098j 0.00439606-0.00394048j 0.00589952-0.00121257j 0.00211577+0.00854455j 0.00235779-0.00201343j 0.00617262-0.00320938j 0.000766636-0.00106557j -0.000881752-0.00212251j 0.00455697+0.00144621j -0.007175-0.00258267j 0.00183177-0.00298444j -0.000949531+0.000490117j 0.000819578-0.000848862j -0.00250029-0.00122035j -0.0014355+0.000688366j -0.00205271-0.000864757j 
-0.000138494-0.000280464j 0.00632105+0.00127114j 0.00222749+0.00311812j 0.00458753+0.00243756j 0.000442261+0.0067176j 0.00296979-0.00112146j -0.001108-0.00592442j -0.00672593+0.00142424j 0.00447196-0.00426874j 0.00562762+0.00429918j -0.00574237+0.00210386j -0.00344967-0.00411812j -0.00473417-0.00462098j -0.00442501-0.00349942j -0.00244608-0.00091018j 0.00559947+0.00287815j -0.00103648-0.00195218j -0.000208531+0.00196111j -0.00631727-0.00142095j 0.00961379+0.000570833j -0.00792194-0.00127838j 0.000890753+0.00735287j -0.000428255-0.00408546j 0.00112556+0.012661j -0.00311103-0.00379907j -0.0145029+3.15236e-05j -0.0046211+0.00330507j 0.00717243+0.00219084j -0.000304467-0.00287478j 0.00542877-0.0159715j -0.00863269-0.000755839j 0.00031796+0.00353022j 0.0179892+0.00205302j -0.00241899-0.00691224j 0.00189333+7.69955e-05j 0.00224056+0.000581208j 0.000178611-0.00228309j -0.00098967-0.00514588j 0.00403479-0.000723881j -0.00310359+0.00116431j -0.00128358-0.00583258j 0.00121695+0.000517024j -0.00104133+0.00661532j -0.00326356-0.00614936j 0.0065246-0.000778952j -4.76034e-05-0.00321887j -0.00354703+0.00614407j -0.00202416-0.00832064j -0.00210949-0.00144042j -0.00187632+0.000831293j 0.00405149+0.00208027j 0.0064785+0.00809213j -0.00102057-0.00171981j -0.0038338+0.000329412j 0.0055596-0.00166543j 0.00189491-0.00956741j -0.006332+0.00539851j 0.00157258-0.0158336j 0.0116342-0.00779391j 0.00202813-0.00137438j 0.00430445-0.0129015j -0.00206356+0.00332858j 0.00421751+0.00272033j -0.00114073-0.00303406j -0.00104667+0.00117322j -0.0016439-0.000936274j -0.00457047+0.0151329j 0.00442109-0.00888652j -0.00118661+0.00243783j 0.000841365-0.000637404j -0.000731336+0.0012912j 0.000196018+0.00375717j 0.00291243-0.00217931j -0.0107869+0.00873229j 0.0047687+0.00597228j 0.0104094-0.0122026j 0.00497493-0.00584341j 0.00290457-0.010221j 0.000656075+0.00638845j -0.00445157-0.00237119j -0.00108044-0.0012452j 0.00708534+0.000709981j -0.00958387-0.00143246j -0.00120752-0.00284126j -0.000587395+0.00125694j 0.00234325-0.000118132j 0.00180838+0.00342834j 0.00148299-0.00177484j -0.00727467+0.00391986j -0.00150171-0.0017072j 0.0043107+0.000184082j -0.00191088-0.00150337j -0.0023106+0.00202053j 0.00549035+0.00107921j -0.00341396+0.00197125j 0.00300149-0.00178927j 0.000393925-0.000938598j 
0.000790886+0.00447171j -0.00480033+0.00501992j -0.00897591+0.00142168j -0.00657689-0.0061523j 0.00265352+0.00877049j -0.00133349+0.00482791j 0.00048236+0.00555171j 0.00238062-0.0029925j -0.00563279-0.0152526j -0.000126334+0.017652j 0.00212829+0.00117702j -0.0054937-0.00629753j 0.00266894+0.00791802j 0.000193053-0.000428381j -0.000789518-0.000596926j -0.00290138+0.00433246j 1.23464e-05-0.00959105j 0.000345112+0.00489075j 0.00162053-0.000553768j -0.00346722-0.000605085j 0.0060191-0.00368073j -0.00740375+0.00475143j 0.00084163-0.00985477j -0.00239914+0.00873638j 0.00225026-0.00501525j 0.00665418+0.015689j -0.00077944+0.0018704j -0.00700081-0.0024129j -0.00117514-0.000479748j 0.00867051-0.00686001j -0.00143329+0.00677258j -0.00323624+0.00433492j -0.00583283-0.0159182j 0.000431415+0.00073848j -0.000356884+0.00128269j 0.000457682+0.000719247j 0.0010523-0.00145774j 0.00310084-0.00132973j 0.00246012+0.00401106j -0.000887881-0.0030875j 0.000834792-0.00385942j -0.000735708-0.000194137j -0.00140697+0.00241014j 0.000479417+0.000923652j -0.00649298+0.00346222j 0.0024886+0.0021151j 0.00056052+0.00160602j 0.00342739-0.0027424j 0.0073146+0.00140526j 0.00143203-0.000253747j -0.00970221+0.000235916j -0.010266+0.00432182j 0.00274225-0.00354013j 0.00960939+0.00126584j -0.00292744+0.00107296j -0.00334174-0.0100388j -9.22799e-05+0.00303209j 0.00193268-0.00450447j -0.00791894-0.0035793j -0.00553835-0.00662427j 0.00576916-0.00194296j -0.00351744-0.000185182j -0.00365542-0.00400349j 0.00640656+0.00241986j 0.00195029+0.0082459j 0.00288256-0.00117604j -0.00444583+0.00909637j 0.00151473-0.00591101j -0.00377306+0.00178392j -0.00565263+0.000709185j 0.0023497+0.00255581j -0.00463563+0.00113167j -0.00586555-0.000421646j 0.00331272+0.00869745j -0.00899297-0.00164158j 0.00635176-0.00515811j 0.00472208-0.00379085j 0.00508095+0.00241763j -0.00749433-0.00252073j 0.00535717+0.00734605j 0.00345679+0.000533165j -0.00307287-0.00220861j 0.00681961+0.00668385j 0.0049408+0.00864304j 0.000631371+0.00401703j 0.00199853+0.0020519j -0.00397683-0.00357261j -0.000389446+7.85788e-05j 0.0039052+0.00876672j -0.000212542-0.00199648j -0.00202242-0.0026372j 0.000601658-3.18527e-05j -0.00161894+0.00113993j -0.00156939+0.00293579j 0.000390173-0.00220454j 0.000392722+0.00103375j 0.000590983-0.000991509j 
-0.000143109-0.0105369j 0.00388728+0.00150466j 0.00274693+0.00739557j 0.00540588+0.0164762j 0.00624855+0.000612031j -0.00778087-0.0131707j -0.000182298-0.0114936j 0.00202718+0.000277673j -0.00450842-0.00117471j -2.55402e-05-0.0023542j 0.00321129+0.00906876j -0.00241257-0.00450278j -3.87631e-05-0.0174661j -0.000388278-0.00550401j 0.000795279-0.00349763j 0.00310619+0.00817673j 0.000340223+0.00841018j 8.85162e-05-0.00167817j 0.00115417-0.00391517j -0.00935306-0.00660164j 0.000116899+0.00991559j -0.00617219-0.00810314j 0.00176593+0.0125069j -0.00464106-0.00487533j -0.000162664+0.0042756j 0.00225873+0.00567036j 0.00213848+0.000574888j -0.00623278-0.00182033j 0.00119377-0.00118065j 0.00314478+0.01176j -0.00823993+0.00961058j -0.00391281-0.00663863j -0.00112073-0.0113607j 0.00474851+0.000407816j 3.64552e-05-0.00452123j 0.00171586-0.00215182j 0.000154406+0.00182727j 0.000433218-0.00232479j 0.000549299-0.00661484j -0.00401907+0.00590761j 0.00221189-0.00138995j 0.000253595+0.00499813j -0.000120894-0.00198248j 0.00523849+0.00182686j -0.00303884-0.00181198j -0.00255663+0.00388183j 0.00372628-0.00888551j -0.00311667+0.00151521j -0.00380765+0.00649231j 0.0038871-0.00341731j 0.00131677-0.00888536j -0.00577458-0.00869432j 0.0033387-0.00338402j 0.00569849+0.0050955j -0.00162849-0.00333414j 0.00612864-0.000364692j 0.00125484+0.000866738j 0.00681227+0.00563296j 0.00374336-0.00249873j -0.000674261+0.00022205j 0.0102806+0.00597041j 0.00905297-0.00263672j 0.00132585-0.00174133j 0.00220256+0.0077275j -0.00521632-0.00208608j 0.00706276+9.61439e-05j -0.0116366-0.00620956j 0.00395416+0.00614245j 0.00416391-0.00806851j 0.00343484-0.00416156j -0.00402189+0.00071633j 0.0028276-0.00636812j 0.00074485-0.00253157j -0.00450972+0.00154047j -0.00263589-0.00857607j 0.00149868+0.00581161j 0.00380167+0.0050415j 0.00777819+0.00692349j -0.00460121-0.00823236j -0.00871624+0.0034282j -0.000391182+0.00447896j 0.00361705-0.00411075j 0.00150053+0.0011645j -0.0134167+0.00372969j -0.00634045-0.00294279j -0.00166048-0.00586712j -0.00474798+0.00309676j -0.00076709+0.000985559j 0.000688562-0.00175282j -0.00141435+0.0013621j -0.00112274-0.000494805j -0.0013018-0.00364206j -0.0023416+0.000763678j 0.00316503-0.000930491j -0.00559205+0.000325254j 0.00228985+0.00332426j 0.000728826+0.00259836j 
0.00117339+0.000858902j 0.000306158-0.000739816j 0.00209651+0.000935769j -0.00179298-0.00234123j -0.00126061-0.0138492j 0.00222667+0.00254041j -0.0111614-0.0241023j 0.00755899+0.00990408j -0.000660637+0.0215084j -0.0072358-0.0255653j 0.0023479+0.00225592j 0.00213464-0.00128557j 0.00272597-0.0214364j 0.00056972-0.0100473j 0.00386825-0.00213461j 0.00267654+0.000811889j -0.00231871+0.00616652j 0.00163544+0.00649923j 0.00038163-0.00176572j 0.00394401-3.37088e-05j 0.00552419-0.00482214j -0.00125633+0.00160943j 0.00267759-0.0134664j 0.00182665+0.00674645j 0.00678048-0.00508957j 0.00127786+0.00741836j -0.00119752+0.00119701j 0.000858604-0.00458242j -0.0074681+0.0011328j 0.0024955-0.00877945j 0.0036354-0.00127567j 0.00199424+0.00145258j -0.00208614-0.00682392j 0.000279684+0.0029732j 0.00125974+0.00162411j -0.000274087+0.0011603j -0.000626014+0.00254704j 0.001973+0.000592352j -0.00477193+0.00907522j -0.00182525-0.00816404j -0.00308173-0.000933002j 0.00135798-0.00226669j -0.00662674+0.00756256j -0.00671224-0.00540078j -0.00118234+0.00162516j 0.0036693-0.0016198j -0.00209597+0.00647615j -0.0042238-0.00415257j -0.00109894-0.00496695j -0.000321423+0.00545384j 0.00248713+0.00716661j -0.002218+0.00240505j 0.00281542-0.000950441j 0.00214053+0.00169244j -0.00896864+3.25733e-05j 0.00622571+0.00574407j -0.00416002+0.00244027j 0.00485973+0.00077835j -0.00627152+0.00442621j -0.000404868-0.00371025j 0.000770282+0.00402825j 0.00101334+0.0127842j -0.00411572-0.000305158j 0.00228112-0.00302885j 0.00035515-0.000676644j 0.00358182+0.0049608j 0.000804487-0.00439793j 0.00494492+0.00621219j -0.00116775+0.00741522j -0.000286666-0.0025817j -0.00472085-0.000741982j -0.00216249+0.00227752j 0.00264612+0.00250403j -0.00380247-0.00076744j -0.00413285-0.00103641j 0.00181306+1.23749e-05j 0.00463961+0.00193054j 0.00257228+0.00484631j -0.000305643-0.00391984j 0.000742395-0.00532146j 0.000179101-0.00640225j 0.000283233+0.00223655j 0.00532083-0.00203636j 0.00312652-0.0118334j 0.00509787-0.00742162j -0.0066165-0.006109j 0.00390092+0.00336606j -0.00202903-0.00212735j -0.00328662+0.0030843j 0.00343354-0.00327891j 0.00404166+0.00128367j 0.00161414-0.00496068j 0.0025363+0.00400214j 0.00106009+0.00380347j -0.00210268-0.00056447j 0.00442021+0.00259985j 0.00375584+0.00222987j 
-0.00177559+0.00246117j 0.00404198-0.00567007j 0.00200044-0.0166037j 0.0159126+0.0208262j -0.00147825+0.0305256j 0.00139659-0.00669898j 0.0104977+0.0111672j 0.000657876-0.0133854j 0.0102007+0.00693582j -0.00210988+0.0102213j -0.00784566-0.00664098j 0.01843+0.00765105j 0.0032405+0.00752936j 0.00733647+0.00129466j 0.0159988+0.00801582j 0.00521859-0.00420389j 0.0010785+5.98023e-05j -0.00283305-0.00273354j -0.00106153-0.00564435j 0.00189388-0.00641734j 0.00536961-0.00964886j -0.00246375-0.00250436j 0.00604549-0.00575314j -0.00144252+0.000345974j -4.44409e-05-0.0014587j 9.36345e-05+0.00123164j 0.00233922-0.00431734j 0.00485804-0.00907584j -0.00422134+0.00821283j 0.0035948+0.000100605j 0.0069146-0.0116843j -0.00459479+0.000369533j -0.0125214+0.00407885j -0.00498114+0.00497896j 0.0025797-0.000115623j -0.00251683+0.0005348j -0.00704588+0.00437107j 0.00433158+0.00184613j -0.00452976+0.00233845j 0.00038544-0.00315076j 0.0018502-0.000868178j 0.00557014+0.00122005j 0.00191243+0.00284655j 0.00387654+0.00212035j -0.000762628-0.00248089j -0.000713288-0.00092665j 0.00367518+0.00180705j 0.0013067+0.0054304j 0.00129313-0.00193863j -0.000870478-0.00469912j -0.00319166+0.00562688j -0.00846607+0.00250037j -0.00162126+0.00409677j 0.00260614-0.000650639j -0.000846409-0.00423929j -0.000741922+0.0007884j 0.00354192+0.00152712j 0.00547199-0.00723228j 0.00259936-0.00210498j -0.00055802+0.00334854j 0.00203742-0.00373517j 0.000933618+0.00187818j -0.00048011+0.00593974j 0.00179227+0.00445006j -0.00674835-0.00134606j -0.00486416+0.00730979j -0.00684758-0.00289364j 0.00635205-0.00689586j 0.00241664-0.000580324j -0.0064507+0.00543879j 0.00549986-0.00165971j -4.49684e-05-0.000934823j 0.00552157-0.00170402j 0.00247218-0.00194144j -0.00342429-0.00103416j 0.00811343-0.00207662j 0.00489529+0.00441249j 0.00454211-0.000371286j -0.00554585+0.000156893j 0.00107376-0.000918709j 0.00207051+0.000286136j -0.0012203-0.00193345j -0.00271435+0.00299105j 0.000591649-0.00728318j 0.00219941-0.00678544j -0.00439288-0.00264855j -0.00203623-0.00102093j 0.00232559+0.00299651j 0.00025219-0.00191144j 0.00311791-0.0018695j -0.00252916+0.00225797j 0.000624055+0.002184j 0.00399778+0.000823229j -0.00116931-0.00360467j -0.000543989-0.000240778j -3.98792e-05+0.0015866j -0.000547254-0.00154779j 
