2.05797e-05+0.00933362j -0.0188495+0.00719448j 0.013533-0.00387371j -0.00149889-0.00699938j -0.000206935-0.00101308j 0.00060754-0.000495654j -0.00773408+0.00011539j 0.00611368-0.000611537j 0.00134428+0.000462171j 0.00120471-0.00111481j 0.00120215-0.00228386j -0.00895758-0.000762243j -0.0102983+0.00679169j 0.00592832-0.00162118j -0.000317098+0.0012899j 0.00609027-0.00741575j 0.00523-0.00360498j -0.00119109+0.00277299j 0.00085926-0.00329525j 0.00115642+0.00461906j -6.49277e-05+0.00229349j 0.00865538-0.00344278j -0.00248939+0.00208851j 0.00324995+0.000301071j 0.00272154-0.00184433j -0.00842779+0.00642361j -0.000193615+0.000999877j 0.00288363-0.000694446j 0.00798615-0.00179232j 0.000371562-0.00239749j -0.00109739+0.000661249j 0.00932475+0.000225637j -0.00173897-0.00152178j -0.00662185+0.00269776j -0.0042504-0.00255189j -0.00776452+0.00335669j 0.00682277+0.00651726j -0.00130812-0.00220225j -0.000104104+0.000264414j -0.00399805+0.000832755j -0.00498818-0.00412814j -0.00673311-0.00368777j -0.00193223-0.000157217j -0.0102244+1.18875e-05j 0.00371954-0.00262219j 0.000432593+0.00205287j 0.00451217+0.00365648j 0.000270771+0.00435461j 0.00145665-0.00197292j -0.0004929-0.00238523j -0.00205716+0.00432847j 0.00203056+0.00427593j -0.0110812-0.00415924j 0.00133784-0.0108152j -0.0062012-0.018612j -0.0173062-0.00438237j 
-0.00130585-0.00164839j 0.00176496+0.00175349j 0.00430099+0.00602927j -0.00182762-0.00784086j 0.000530296+0.00776681j -0.00239727-0.00224329j -0.00137814-0.00243226j -0.00594551-0.0122271j 0.00551965+0.00646675j 0.00200637+0.00741513j -0.00151214-0.010107j -0.000252862-0.00305595j 4.42671e-05-0.00371886j -0.00129855-0.00997145j -0.00148159+0.00362405j -0.000585724+0.000190587j 0.000366286+0.0018354j 0.0010197-0.0137223j -0.00117652-0.0179787j 0.00104224-0.00799983j 0.00132684-0.00460679j 0.000636436-0.0134688j -0.00112117+0.00761626j -0.0015528+0.0201676j -0.000975919+0.0027397j 0.000467418+0.00347518j -0.00111046+0.0100106j 0.000474018-0.00119167j 0.00157574-0.00861455j -0.00274994-0.00676161j -0.0036076+0.00533904j 0.000185633+0.00532561j 0.00456071-0.0100972j 0.00268214+0.00407129j 0.000531756-0.0101579j -8.95963e-05-0.0155132j 0.000278014-0.00507579j 0.0035801-0.00922407j 0.00336868-0.00858604j -0.0037998+0.00119896j 0.00184198-0.00696305j -0.000804275+0.00508774j 0.000515944-0.00424662j 0.0016899+0.00176329j -0.00339359+0.00641091j -0.00166013-0.000698445j -0.00125776+0.00488677j 0.00309033-0.00894706j 0.00222725-0.00692763j 0.00199097-0.000586434j 0.000614222+0.00195234j -0.0021605+0.00686816j 0.000341788-0.00427878j 0.002536-0.00292792j -0.000878497+0.00237835j 0.000280241+0.00267334j 
6.99902e-05-0.00529015j -0.00113299-0.0121967j -0.00533454-0.00183965j -0.00260287-0.00466216j 0.000357591-0.00634533j -0.00105181-0.00833285j -0.00174521-0.000858227j -0.00239506+0.000294898j -0.0018696-0.00516347j 0.00268054+0.00658109j 0.000760941-0.000302539j 0.00183387+0.00930396j 0.00243632+0.00339495j 0.00285107-0.00535251j 0.00206193-0.00251749j 0.00138039+0.0052205j -0.0020641-0.000102975j -0.000379389-0.00121867j -0.00144735-0.00521091j -0.00297468-0.0136834j 0.000616278+0.00363369j 0.00233183+0.00343256j 0.000386445+0.0091524j -0.000544278-0.00164315j 0.00105748+0.00204491j 0.00331414+0.00887206j -0.00354853+0.0079264j 0.00106196+0.00764397j 0.00240508-0.00915791j 0.00492945-0.00443519j 0.0049652-0.00358762j -0.00257331-0.00766571j 0.000642245+0.0119364j -0.000381541-0.00155635j -0.000593758+0.000522901j -0.000596948+0.0130108j -0.00249937-0.00780697j 4.70726e-05-0.00853371j 0.00355006-0.0140455j 0.00407519+0.00249099j 0.00162992-0.000338119j 0.000554044+0.00460354j 0.000686931-0.0050034j -0.00320882+0.00821786j 0.0042951-0.00580194j 0.000518168+0.0035794j -0.00129966+0.00735106j -0.00414156+0.00283926j -0.00354142+0.0101986j -0.0034867-0.000638299j 0.000670597+0.00111786j -0.00447641-0.00167077j -0.00513634+0.0102171j 0.00117059-0.0134506j -0.000121921-0.0133835j -0.000402005-0.00572228j 
-0.00202564-0.0149261j -0.00227098+0.00250665j 0.000889706+4.03417e-05j -0.000987782+0.0111116j 0.0005151+0.00544677j -0.00252173-0.00160284j -0.00404499-7.24639e-05j -0.000650103-0.0064641j -0.000619387-0.00307636j 0.000514695-0.000598164j 0.00224259+0.00343034j -0.00166316-0.00195498j -0.00378577-0.00518123j 0.0015394-0.00405159j -0.000904587-0.00382721j 0.00312827+0.00814218j 0.00132901-0.00343912j -0.000938626-0.00703742j 0.00200882+0.00673399j -0.00094915-0.00847511j -0.000761794-0.0121998j 0.00211347+0.00461164j -0.00285997+0.00139164j -0.000585096+0.00399568j -0.000656014+0.00775138j -0.00442835-0.00370787j -0.00311044-0.00392375j 0.00275477-0.00770877j 0.00395308+0.00735375j 0.00180597+0.0096382j 0.000181721-0.000155486j 0.00134357-0.00145587j -0.0023959+0.00172271j 0.00209058-0.0069057j -0.00505031+0.00332584j -0.00385228-0.00320759j 0.00258029-0.0200927j -0.000611492-0.000893396j 0.000309152-0.000528335j 0.000681029-0.00291864j -0.00474088+0.00813181j -0.000315887+0.0100127j -0.000864173-0.00088197j -0.00259687+0.00185794j 8.85436e-05+0.00539638j -0.00193798-0.00668501j 0.00706845-0.00815659j 0.0039293-0.000950445j 0.0017369+0.00458471j -0.00153824+0.00508487j -0.0029422+0.0119397j -5.98227e-06+0.00392884j -0.000995358+1.52048e-05j -0.0015001+0.00213678j -0.000314977+0.00846081j 0.000922811-0.0183112j 
-0.00470019+0.00892972j -0.000477731+0.000523247j -0.00283468+0.0100638j -0.000940225-0.000894253j -0.00246431+0.00234208j -0.00590364+0.00335576j 0.00156677+0.00155954j -0.00533432+0.00297113j -0.00214437+0.00314415j -0.00419809-0.000928798j 0.00571158-0.00226879j 0.00209986-0.00480481j 0.00280801-0.00116966j 0.0041075+0.0001971j -0.0014643+0.000738413j 1.96385e-05-0.0062702j -0.000147704-0.00211251j 0.000673201-0.00274229j 0.000958038-0.000980291j -0.00275558+0.0104416j 0.00450512-0.00426467j -0.00104133-0.00380396j -0.00514532-0.00280376j -0.000311165-0.00567978j -0.000362093-0.00255621j -0.00318661+0.00744213j -0.00524093-0.00418047j 0.00525211-0.00384827j 0.00047489+0.00504115j 0.00393315+0.00288235j 0.00342989+0.00718671j -0.00252682+0.00675534j -0.00887194+0.00611866j 0.00603087-0.00239871j -0.00179933-0.00516795j -0.00498449-0.00529953j 0.00313687-0.00187338j -0.00287347-0.00654953j 0.00165733+0.00112412j 0.00482153-0.00226297j -0.00310223-0.000515141j 0.00542181-0.00447597j 0.00713266-0.000806244j -0.00212081-0.00356876j 0.00309291+0.00169288j 0.00107478+0.00471378j -0.000496539+0.000795134j 0.00855963+0.00288911j 0.00549633+0.0132815j 0.00106315+0.00854208j -0.00103493+0.00334357j -0.00458141+0.00747455j -0.0071531+0.000403088j -0.0124545-0.013263j 0.00617677+0.00539319j 0.00663388+0.0014226j 
-0.00228076-0.00719411j 0.00717362+0.000867253j -0.00206934-0.00839369j 0.000502163+0.00302898j -0.00168031-0.00248411j 0.00406511-0.00165171j -0.00281932+0.00475509j -0.00319868-0.00112316j -0.00625313+0.000385494j -0.00276428+0.000745949j -0.000133832+0.000841851j 0.000759166+0.00459321j 0.000130607+0.00393985j -0.00360911+0.00166851j -0.00441578+0.00075681j 0.00396087+0.00119531j 0.000740809+0.000199684j -0.00104833+0.0030492j 0.00335085+0.0023712j -0.00601481-0.00363958j 0.00336844+0.00299405j 0.000891188+0.00181655j 0.00422127-0.000759744j 0.00379748-0.00307891j -0.000825843+0.00286773j -0.00597596-0.00298272j 0.0020102+0.000516914j 0.00967635-0.00210563j -0.00726404+0.000415559j -0.00104892+0.000591721j -0.00383149-0.00797789j -0.00648558-0.00118092j -0.00407475+0.00327715j 0.00473077+0.00308288j -0.00667229-0.00673399j -0.00767411-0.00101932j -0.00595516-0.000280044j -0.0087388+0.00118818j -0.00392458+0.00668789j 0.00233653-0.00289123j 0.00154497+0.00729934j 0.00579586-0.00817224j 0.00492557-0.00206027j 0.00364601+0.0019668j 0.00554669+0.00321598j -0.00062539+0.00405941j -0.00999449-0.00285154j 0.0117206+0.00681147j 0.00126605+0.00709525j -0.00115103-0.00212716j 0.00770878+0.00042628j 0.000884388-7.24825e-05j -0.00861362-0.00551014j 0.00866285-0.00556428j -0.011517+0.00146251j -0.00441196+0.0139359j 
-0.00211372-0.002262j -0.00187022-0.00634614j 0.00523068+0.00532603j 0.00275496-0.00347545j -0.00190325-0.00883319j 0.00413784-0.00229389j 0.00247297+0.00264053j 0.00376451+0.00949627j 0.00290405+0.00209507j 0.000636033+0.0014157j -0.00165703-0.00363121j 0.00146232+0.00280426j -0.000965188-0.0022954j -0.000281151+0.000699734j 0.0034774+0.00197626j 0.000718396-0.00154068j 0.000259813+0.00203917j 0.000608843+0.0048013j 9.3897e-05-0.000997116j -0.000917438+0.00432381j 0.00180907+0.00254021j -0.00330486+0.00153621j 0.00219416-0.00349636j -0.00065342-0.00111889j -0.00166214+0.000769517j -0.0012984-0.000127888j 0.00405359+0.0010078j 0.0103746+0.0105669j -0.00415471-0.00159068j -0.00463661-0.0050991j 0.000480031+0.0030617j -0.000324081+0.00230844j 0.00286047-0.000648008j -0.00142699+0.00597663j 0.00247058-0.0076292j 0.00321538-0.00297362j 0.00202182+0.00308029j -0.00285478-0.00770643j -0.00705759-0.00934455j 0.0024629+0.00291656j -0.00600002+0.00402918j 0.00344216-0.00391255j -0.00527906+0.0112686j 0.000191159+0.000315461j -0.00114408+0.00626117j -0.000548228+0.00234756j 0.00791549-0.00289424j -0.00145163+0.016069j 0.00577477-0.0057935j -0.00423947+0.004449j -0.000456352-0.0041608j 7.31336e-05+0.00834283j 0.00955439-0.0102698j 0.00411727+0.0101366j -0.00493413+0.00969326j 0.0121119-0.00335872j 
0.00290889+0.00191654j 3.92553e-05-0.00251703j 0.00395523-0.00454069j 2.80252e-05-0.00371446j 0.00111521+0.00203257j 0.00203199-0.00367783j -0.00238927-0.0016099j -0.000213155-0.00261775j -0.00320059+0.00118116j -0.00299119-0.00206164j 0.00325834+0.00550515j -0.00290727-0.00414017j -0.00236532+0.0017916j -0.0028496+0.0101444j -0.00205085+0.00526021j 0.00195389-0.00146497j 0.00179758+0.000847064j 0.000519935+0.00120386j -0.00116606-0.000907912j -0.00276444+0.0013237j 0.007802+0.00660996j -0.0069974-0.0047611j -0.00166523-0.00755691j 0.00053955-0.000136752j -0.00444565-0.00113449j -0.00370491-0.00671689j 0.00133622-0.00816948j 0.00730762+0.00150592j -0.00603426+0.00264484j -0.00221327+0.00675888j -0.000904707+0.00344134j -0.0016951-0.00317632j -0.00335856-0.00498395j 0.00334987+0.00271318j -0.00257179+0.0112641j -0.00503299-0.00517518j 0.00458348-0.00318962j -0.00315974+0.00338189j 0.0064119+0.00547529j 0.00166973+0.00795144j -0.00256296-0.00180376j -0.00150187+0.0128308j -0.00474961+0.00383003j -0.000604928-0.00394875j 0.00268507+0.00199867j 0.00354504-0.0014807j -0.00356557-0.00173028j -0.00787334+0.00627402j 0.000697349+0.00785342j -0.00653926+0.0023362j -0.00104049+0.00893653j -0.0154487-0.000290991j -0.00520699-0.00626931j 0.0126865-0.00297921j 0.00705755-0.00403075j 0.00150321-0.00677519j 
-0.00219295+0.00346608j -0.00141148-0.000220037j 0.00210406+0.00133325j 0.0013647-0.000388571j -8.97539e-05+0.000404784j 0.00723991-0.00483026j -0.00727806+0.00621525j 0.0030889-0.00017971j 0.00645046-0.00286852j 0.000316603+0.00136978j 0.00490936-0.00609505j -0.00626729+0.00120386j -0.000364578+0.00235114j -0.00164574-0.000742152j 0.00276386-0.00137036j 0.00275854-0.000626325j 0.00362601-0.00419062j 0.00846694-0.00580233j -0.000553811-0.00161728j -0.00369514+0.00800486j 0.00439909-0.000150277j 0.00222934+0.00481263j 0.00898156-0.00242065j 0.000747885+0.000240926j -0.00800032+0.00416405j 0.00235399+0.00220866j -0.00445819+0.00084807j -0.00650544-0.00406402j -0.00751797+0.00425465j 0.00460418+0.000290866j 0.00844217-0.00350584j 0.00474126-0.0052057j 0.0098253+0.00416181j 0.00851198-0.00557644j -4.95992e-05+0.0041565j 0.000780913-0.000971962j 0.00188547-0.00781612j -0.00933445+0.0040674j 0.000407951+0.00266569j 0.00491532+0.00482493j 0.00419339+0.00328723j 0.00130465-0.00375508j 9.8495e-05-0.00592635j -0.00876452-0.00320678j -0.00627821-0.00684477j 0.00299555+0.00148604j -0.00721432+0.00560364j 0.00751337-0.00131166j -0.0031707-0.00281713j -0.00490774-0.00840902j 0.0187896+0.00481186j 0.0028272+0.00505055j 0.000287001+0.00203556j -0.00234082+0.00362634j 0.00260009+0.000674135j 0.000798955-0.00146095j 
-0.005166-0.00336274j 0.00126666+0.00246007j -0.00531869-0.00352623j -0.00241327+0.000325491j -0.00296501-0.000648223j -0.00212893-0.00457923j -0.00267996+0.00116215j -0.000647003-0.00595669j -0.000699803-0.00714094j -0.000797353-0.00448889j 0.00118718+0.00255561j 0.00114881+0.00284059j -0.000201375+0.00178726j 0.000349194+0.000640847j 0.000550493-0.00518611j 0.0025853+0.00198798j 0.00262166-0.000991261j 0.00541284-0.00308688j 0.00157014+0.000976906j -0.00352371-0.00320827j -0.000754323+0.00268323j 0.00572332+0.000344875j 0.00212488-0.00297514j 0.00212801+0.00454875j 0.00158473-0.000647038j -0.00258729-0.00641404j -0.002346-0.00260364j -0.00577546+0.00772414j 0.00257403-0.000920957j 0.0040306+0.00311903j 0.00506348+0.00219042j 0.00128012-0.004137j -0.00185437-0.0155515j 0.00260858+0.00428062j 0.00747791-0.00951724j 0.00945657-0.00979131j 0.00196226+0.00120757j 0.00275582-0.0100977j -0.00230513-0.00152396j 0.00445592+0.00661646j 0.00178488-0.00821576j 0.00512581+0.00581278j 0.00345814+0.00972454j -0.00430885-0.00369506j -0.00674517+0.00425092j -0.00502596+0.00420642j 0.000194943-0.0018324j -0.00108026+0.0104992j -0.0156015+0.00506591j -0.00445603+0.000359924j 0.000994472-0.000542821j 0.00210638-0.00148826j -0.00299472-0.00286195j 0.00361629-0.0126201j -0.00241511+0.00502765j -0.00140409+0.00517419j 
0.00150536+0.000409182j 0.00179607+0.000288114j 0.000712375+0.00326069j 0.00323246+0.00130214j 0.00354154+0.0005074j -0.00141656+0.0093308j -0.000439819-0.00572516j 0.00267235-0.000300424j 0.0011506+0.00134149j -0.000873886+0.000204225j -0.00250799+0.00467321j -0.00265724-0.000451423j 0.000990292-0.00315992j -0.00343685-0.00243655j -0.00233245-0.000678682j -0.00738303+0.00614909j 0.00590083-0.00298875j 0.00637003-0.00268433j -0.00652737+0.000669638j -0.0139419+0.00171055j -0.00617977+0.00793266j -0.0041889-0.00241524j -0.00195011+0.00573779j 0.00412451-0.0020153j -0.0113304-0.0054859j -0.0065119+0.000181041j 0.00777204-0.00245995j -0.000106467+0.00332651j 0.00582319-0.00833567j 0.00115335-0.00274122j 0.00721091-0.00230383j 0.00500857-0.000679947j 0.00259597+0.00109708j 0.00389924+0.000975826j -0.00779291-0.00419279j 0.000760831-0.00519199j 0.00109659-0.00158312j -0.0129442-0.00393439j -0.0019694+0.00181151j -0.0122172-0.0012477j -0.000774048+0.00285754j 0.0114051+0.00482392j 0.00392489-0.00306699j -0.0118455-0.0019374j 0.00333906-0.00134541j 0.00234856+0.00421962j 0.00195805-0.00212571j 0.00602611+0.00437702j -0.00492409+0.000293449j 0.0104106-0.00280435j -0.00559559+0.0100141j -0.00476894-0.00444546j 0.00295021+0.000558366j -0.00193779+0.00627953j 0.000505419-0.00182636j -0.00081824+0.000700641j 
0.00327134+0.00546191j -0.000666528+0.00358571j 0.00205231+0.00544539j 0.00121367+0.00217155j 0.00147526+0.0031937j 0.00340002+0.00206342j -0.00218128+0.000123613j -0.000650621-0.00150004j 0.000458502-0.00266476j 0.00130003+2.20153e-05j 0.00270552-0.00299485j -0.00199124-0.00180308j -0.00116156+3.10067e-05j -0.00214758-0.003264j -0.00292384-0.00444461j 0.00374226-0.000527367j -0.0042959+0.000710046j -0.0122563-0.00643007j 0.000976231-0.00179324j 0.00671959-0.00418868j 0.00454675+0.00349046j -0.00319778-0.00881484j 0.00480568+0.000210302j 0.00472327+0.00364503j -0.00047071-0.00375733j 0.00596891-0.00292586j -0.00223572+0.0083157j 0.00105025+0.00971156j -0.00654756-0.00756603j -0.00106559-0.00482127j -0.00142248-0.0088313j 0.000819057-0.00729794j -0.00541122+0.00131085j -0.00404744-0.00129895j -0.00270404-0.00628891j -0.00902352-0.0127115j 8.64283e-05-0.00660566j -0.000846794-0.00603224j 0.000828356+0.0039726j 0.00536961+0.000275257j -0.00543277-0.00162604j -0.0049151-0.00221427j -0.00115537-0.00725556j 0.00434435+0.00623652j -0.00213935+0.00606391j 0.00135431+0.00203971j -0.00357273-0.00558253j -0.00191486+0.000726298j -0.00272388+0.0107736j -0.00552539-0.00411933j 0.000294613+0.00189289j 0.000903385-0.00462499j 0.00440549+0.000246852j -0.00504826+0.00926079j 0.00378502-0.00467525j -0.00191108-0.00077994j 
-0.00213072-0.00265929j 0.00127066+0.000311259j -0.000701326-0.000245147j 0.00125432+0.00244975j 0.00113622+0.000981406j 0.0023171+0.00517039j -0.0037442-0.0053878j 0.000949534+0.00296145j 0.00371325+0.00365076j -0.000419131+0.000329599j 0.00605289+0.000860032j -0.00267417-0.00540059j -0.00454303+0.000648364j -0.00328125-0.00212933j 0.00464343-0.00078508j 0.00288417-0.00271811j 0.00482542+0.0086565j 0.0067216+0.0116831j 0.00184764-0.00295306j -0.00098805-0.0134704j 0.00166506+0.000142321j -0.00124487+6.81296e-05j 0.006437+0.00530921j 0.00104115+0.00395431j 0.00387335-0.0110831j 1.66968e-05-0.00410397j -0.00384509+0.00156692j -0.000461663-0.00657891j -0.00315417-0.00281788j 0.000743305+0.00684016j 0.00182151+0.00880543j 0.0069+0.0032901j 0.00131098+0.0109157j 0.00160044+0.00994542j 0.00175768-0.00336777j 0.000851095+0.00236467j 0.00352545+0.000378363j 0.00257324-0.0144026j -0.00557777-0.000808917j 0.00444581+0.00190144j -0.00277024+0.00166249j -0.00450177+0.00489368j 0.00380084+0.00034242j 0.0069033-0.0120936j -0.00122402-0.00555812j -0.00429695+1.65403e-05j -0.00914496-0.00619996j -0.00335928+0.00759175j 0.000872836-0.00667331j 0.00440975-0.00442973j -0.00153527+0.0119762j 6.39413e-05+0.000728249j -0.000574713+0.000370091j -0.000574852+0.000502266j -0.00163202+0.002043j -0.000959576+0.00186819j 
-0.00147105-0.00185613j 0.000161516-0.000254607j 0.00143871-0.00246676j -0.00122415+0.000746254j -0.000532788-0.000995035j 0.00556457+0.00200737j -0.00532479-0.000982274j -0.00233694+0.00184326j -0.000221727+0.00406752j -0.00426583+0.00356774j 0.0032826+0.00910835j 0.00256776-0.00472915j -0.00152489-0.00324972j 0.00212944-0.00627517j 0.000288318+0.00663248j 0.00365037+0.00929488j -0.00321655-0.00124716j 0.000447595-0.00223007j 0.00642706+0.00024135j 0.00381174+0.00634288j -0.00235218+0.0104106j 0.00280834-0.000722996j 0.00242959+0.0109021j -0.00845341+0.00396576j 0.00419566+0.0068614j 0.00214711+0.00479611j -0.0027554-0.00815487j -0.00144124+0.000966682j -0.00670648-0.00964414j -0.00191344+0.000891834j -0.00230352-0.00236798j -0.00230432+0.00711557j -0.00533767+0.00220147j 0.00223317-0.00152482j 0.00541448+0.000472754j 0.00694065-0.00561633j 0.00502533-0.000583452j 0.0048518+0.000915421j 0.00104166-0.00125668j -0.00416446+0.0136981j 0.00193491-0.00178205j 0.00216829-0.00883761j 0.00376516-0.000405921j -0.000518495+0.00709755j 0.00583508-0.00618106j 0.00170214+0.000801794j 0.00792274-0.0104388j -0.00713195-0.00249996j 0.00208153-0.000594126j 0.000537728-0.00778698j 0.00337573+0.0066247j -0.00113488+0.00352895j -0.00145107-0.00125638j 0.000715522-0.000925252j -0.00117124+0.00129341j 8.70544e-06+0.000694326j 
0.000669631+0.00204363j -0.000900961+0.00205758j 0.00125033-0.00230815j -0.00181637+0.00101389j -0.000631042+0.00150173j 0.00311172-0.00737103j -0.00360625+0.0053488j -0.00111363+0.00204295j -0.00154852+0.00169515j -0.00308273+0.0027348j -0.00593712-0.00130534j -0.00037486-0.00342286j 0.00493499+0.00268323j 0.0085535-0.00643318j -0.00600795+0.00404215j -0.00771784-0.00332842j -6.82632e-05+0.00163197j -0.00275939+0.00197713j 0.00588165-0.00770145j -0.00667633-0.00875453j -0.0101188-0.00119519j 0.00115373-0.00458195j -0.00476638-0.000253744j -0.00354814+0.00496588j -0.00405955-0.00314038j 0.00157737-0.0043902j 0.00816634+0.00605719j -0.00579351+0.00050112j -0.00548502+0.00481243j -0.000316472-0.00120476j -0.00120843+0.00144523j -0.0136072+0.00496186j -0.00274171+0.00363912j 0.00444094-0.00105719j 0.00599886-0.0036751j 0.00494029-0.00152388j 0.00519303-0.00106611j 0.00018947-0.00913012j 0.00742403+0.00231078j -0.00516298-0.00692954j 0.00286534+0.00490084j -0.00212972+0.00788769j -0.00253738-0.000268211j -0.00159347-0.00790961j 0.0100315+0.00277658j 0.000486192+0.0065955j 0.0082827+0.00423434j -0.00740966+0.00224038j 0.00292038-0.00112851j -0.00727133+0.00222233j 0.00470955-0.00254018j 0.00159658-0.00113208j -0.00131557+0.000119226j -0.000712544+7.69492e-05j 0.00112476-0.00134506j -0.000355273+0.000122053j 
0.000956996-0.000668427j 0.00142402-0.00354417j 0.0038864-0.00280612j 0.000874738-0.00112116j 0.000659038-0.00222941j 0.000330889+0.000265696j 0.00341829+0.000150737j -0.00225906+0.00555711j -0.0025269+0.00325449j -0.00464558+0.00850784j -0.000195085+0.00259423j 0.00226173-0.00508833j -0.000931919+0.000635995j -0.00405024+0.00833957j 0.000783747-0.00584478j -6.723e-05-0.00545256j 0.00548927-0.00933842j 0.0136157-0.0135905j -0.00143114-0.000194688j 0.00199521-0.00258856j 0.000254715+6.43507e-05j 0.00224661-0.00339218j -0.000831445-0.00769247j -0.00840214+0.00151674j 0.00966723-0.0104529j -0.00657539+0.00616509j -0.00265503+0.00767024j 0.00374097-0.00122822j 4.46047e-06-0.00180521j 0.00510453-0.00449776j -0.000120282-0.0048036j 0.00643549-0.00678767j -0.000754468-0.000778234j 0.00961311-0.00790988j -0.00100877+0.0009089j 0.00705056-0.00664107j -0.00236425+0.00166422j -0.00418637+0.00410988j -0.0132748+0.00878641j 0.00589769-0.00795307j -0.00912274+0.00363978j -0.000378323+0.00395208j 0.0129998-0.00664462j -0.00663276+0.00421447j 0.00015251+0.00151068j 0.000761156-0.00343463j 0.000923766+0.00124284j -0.00387782-0.0010213j 0.00415081-0.00207307j 0.00416586+0.000747804j 0.000337506-0.00170816j -0.000951787+0.000805612j -0.00257933-0.00178217j 0.00363297+0.00178502j -0.000327816-0.000791181j 0.000989553-0.000893467j 
-0.000417852-8.16844e-05j -0.00031324-0.00257454j 0.00409838+0.00144753j 5.78125e-05-0.0015163j 0.00013922-0.000242256j 0.00395919+0.00580794j -0.00334762-0.00707783j -0.00201902+0.00299892j -0.00317838+0.00108733j -0.00166216-0.00842786j -0.000204498-0.0049853j -0.000360178+0.00205212j -0.00365065+0.011095j 0.0054862+0.00798362j -0.00580206-0.0043274j -0.0033846+0.00752752j -0.00335494+0.00631367j 0.00509952-0.00535984j 0.00564742+0.00206642j 0.000756333+0.00183237j -0.000129467-0.0100918j 0.00402055-0.00138711j 0.000774271-0.0038337j -0.00755794-0.00211215j -0.00476791-0.00233461j -0.00126927+0.00729956j 0.000531201+0.00325731j -0.00283803+0.00169537j 0.00151877-0.0114392j -0.0040542+0.00151799j 0.00519124-0.00794328j -0.00873432-0.00451038j -0.00122296-0.00419468j -0.00203259+0.00611239j 0.00114598+0.0062649j -0.00176542+0.00845801j 0.0109976-0.00498533j 0.000122742+0.00357945j -0.00529138+0.0102338j 0.00200759-0.00228768j 0.00362961-0.000903866j 0.00441673-0.00437605j -0.00104847-0.00130168j 0.00297221-0.00170966j -0.00237913+0.00987213j -0.00941185+0.00417452j 0.00134747+0.0071171j -0.000604014-0.00573702j 0.00305599+0.00182614j 0.00230039-0.00580774j -0.000141817+0.00706872j -0.00133978+0.00164933j 0.000297004-0.00212105j 0.000975335+0.00143315j -5.19286e-05+0.000383776j 0.00140561-0.00114988j 
-0.00155204-0.0010463j -0.00100207-0.000248983j 0.0008504+0.00299242j -0.000779577-0.00127134j -0.000901652-0.00289849j 0.00518424+0.00543804j -0.00649485-0.00246796j -0.000217847-0.00458018j -0.000504865-0.0060735j 0.00135572+0.000498574j 0.00172667+0.00235322j 0.00168973-0.00120687j 0.000701881-0.00795135j 0.00633622+0.0029046j -0.00600957-0.000113853j -0.0014152-0.01165j -0.00254927-0.00867031j -0.00747687+0.00465656j 0.00565508+0.0130719j 0.00123273-0.00327202j -0.0029687-0.00198116j 0.00130493+0.00756484j -0.00498715+0.00539626j -0.000451582-0.00709361j -0.00424161-0.00019944j 0.00660069-0.00256545j 0.0013708+0.00163205j -0.000313207-0.00406197j -0.00347297-0.00458834j 0.000628925-0.00539359j -0.00304527+0.00805193j -0.00312413-0.0168211j -0.000872896-0.00205189j 0.000569815+0.00052782j 0.00299789+0.00464953j 0.00402368+0.000456598j -0.00431047+0.0164365j 0.00782566-0.00256756j 0.00848712-0.00133691j -0.00734431+0.000104149j -0.00332975+0.00901471j -0.00308068+0.000672317j -0.00409652-0.000351443j 0.00198824+0.00178547j -0.00117313+0.00454277j -0.000764193-0.00149279j 0.00218882+0.00327565j -6.94985e-06-0.00345011j -0.00196807+0.00441966j -0.000731081-0.00744815j 0.0013271+0.00621339j -0.0015152+0.00256126j 0.00223998-0.00154368j -0.000909619-0.000753595j -0.00061446+0.00162167j 0.00103502-6.11809e-05j 
-0.00249247-0.00265072j -0.000616745-0.00217245j -0.00382541-0.00382381j -0.000836976-0.00019025j -0.00284266-0.00152139j -0.00286924-0.00305201j 0.00321464-0.000616587j 0.00210095+0.00387152j 0.00115961+0.00212585j 0.0112081+0.00457569j 0.00844729+0.00120756j -0.00631839-0.00336156j -0.00765856+0.00113949j 0.00112839+0.00379407j -0.000222303-0.000919942j -0.0087579+0.00178106j -0.0127518-0.00474626j -0.00187465-0.0064465j 0.00215123-0.000471231j -0.00559421+0.000583283j 0.00692196+0.00126901j 0.00169577+0.00209199j 0.000686146+0.00148948j -0.000105287+0.00739744j -0.0038037-0.00900194j -0.00126709+0.00567284j 0.00335787+0.00055102j -0.00308705-0.00218971j 0.00218294+0.00431726j -0.00559755-0.0053052j 0.00279837+0.00434011j -0.00610325-0.00296746j 0.00221051+0.00120568j -0.00798316-0.00980241j 0.000435716-0.000951814j -0.00860764-0.00828128j 0.00999512+0.00658804j -0.00076341+0.00229545j -0.000561896+0.00526633j -0.00102839+0.000465434j 0.00693516+0.00844386j 0.0071728+0.00140904j -0.00300806-0.00866477j 0.00422134+0.00688864j -0.00455055-0.00536922j -0.00534807-0.00572833j -0.00249398-0.00284426j 0.00116777+0.00660992j 5.60341e-05-0.00427048j 0.000461274-1.26127e-05j -0.000750946-0.00272533j 0.00136775+0.00125079j -0.00115847+0.0022775j 0.000846691-0.00456816j -0.00167376+0.00253777j 0.000979657-0.000165195j 
