0.000911812-0.00333209j -0.00459248-0.00124759j -0.019323-0.0278637j 0.000342957-0.0118437j 0.00132355+0.0120379j 0.00485118+0.0184808j -0.000379198+0.00787795j 0.00260066+0.0117097j 0.00157369+1.39918e-05j 0.000741448-0.00365269j 0.00245075-0.0126769j -0.00153692+0.000929546j 0.000413558+0.000328761j 0.00580615-0.00283068j 0.0010045+0.00322182j 0.00381523-0.00288979j -0.00208357+0.00796982j 0.0129248+0.000521481j -0.0110945+0.000664659j 0.0258+0.00466312j 0.00861095+0.00506826j -0.00159172+0.00188523j -0.0167945-0.00669017j -0.00534981+5.88581e-06j -0.00435791-0.0073938j 0.00478118+0.00106305j -0.00624168-0.00467822j 0.0129572+0.00971904j 0.000668252+0.00173071j 0.00497189+0.0057684j -0.00469156-0.00144223j -0.000319867+0.00189807j 0.004468+0.0136289j 0.00169046+0.00437822j -0.000157859-0.00776822j -0.00568574+0.00523613j -0.00268648+0.00352498j 0.00785317-0.00238011j -0.00228913-0.00715031j -0.00841218-0.00272018j -0.00331367-0.00795745j 0.00112525-0.00617434j -0.00232016+0.00512353j -0.0137667-0.00512111j -0.00503323+0.00719205j -0.00646941-0.000224663j -0.000147753-0.0044596j 0.00220716+0.00222415j -0.00967218-0.00473986j 0.00186973-0.00721826j 0.00308338-0.00536316j -0.00233693+0.000961297j 0.00450715+0.00304883j 0.000456403-0.000420083j -0.0064825+0.00210584j 0.00324051+0.000464525j -0.00351416-0.00354515j -0.000378476-3.92374e-05j 0.0011576+0.000199561j 2.64445e-06+7.24832e-05j -0.00030741+0.00241225j 0.00278023+0.00273687j -0.000364451+0.000336931j -0.00224741-0.0084455j 0.000922354+0.00329276j 8.33243e-05-0.00132766j -0.00443955+0.00244187j -0.00618419+0.00434517j 0.00281306-0.000745079j 0.00134996-0.000407116j -9.76807e-05-0.00273933j 0.000717891+0.00496378j 0.00225872-0.00107425j 0.0017349-0.00112189j -0.000222272-0.00304922j 0.000479653+0.000143953j 0.00234905+0.00504516j 0.00209837-0.000663753j 0.00165066+0.00236753j 0.000493875-0.00278032j -0.00346241+0.0047778j -0.002494-0.00145607j 0.000159738+0.00182109j 0.00221311-0.00366722j -0.0011207+0.00363273j -0.00408166+0.00657917j -0.00159486+0.00158232j 0.00246518+0.00138558j 0.00111435-0.00212024j -0.0020083+0.00233877j 0.00387229-0.00194152j 0.000874639+0.0011008j 0.0025162-5.4613e-06j 0.000770801-0.00482532j -0.00288808+0.0025069j -0.00226295-0.00285102j -0.00247528+0.00447384j 
-0.00100761+3.35444e-05j 0.00188564+0.00124902j 0.0114393-0.00305195j -0.00495592+0.00755002j -0.0124883+0.0076545j -0.00119379+0.00192144j 0.0149661-0.0057471j 0.0311668+0.00926709j 0.00824019-0.00995051j -0.0156658-0.00303305j -0.00406846+0.00814134j -0.0059354-0.00344866j -0.00264643-0.00790284j -0.00185975-0.000560184j 0.00127966+0.000859254j 0.00292186+0.00265017j -0.00420597+0.00223067j 0.00147017-0.00608756j 0.00740464-0.000591104j -0.00557348+0.0021239j -0.00305405-0.000895274j -0.000169973-0.00101913j -0.00523123+0.00359163j 0.00670715+0.000285951j 0.0138987+0.00107523j 0.00188899+0.00211512j -0.0129058-0.00142393j 0.00976851+0.00613389j -0.00621282-0.00267234j 0.00710191+0.00391213j 0.00117989-0.00133391j -0.00168611-0.00362019j 0.00244584-0.0013325j -0.00204132-0.00620381j -0.00100603-0.00271684j 0.00146032+0.00370154j -0.00316261+0.000957082j -0.00293145-0.00149201j 0.00251555+0.000635161j -0.00226788-0.00339424j -0.000410144-0.00130232j 0.00509213-0.00631487j -0.00160153-0.00130913j -0.00257115-0.0010065j -0.00358973+0.000532375j 0.00227135-0.00209398j 0.000727544-0.000849365j -0.00523789-0.00189746j 0.000235551+0.00301053j 0.00165573+0.00207978j -0.00217707+0.00400993j -0.00154683-0.000157017j -0.00156009+0.000454463j -0.0012113+0.00629589j 0.00769782+0.000912798j -0.00250956+0.000115246j 0.00322218-0.000111853j 0.00642735-0.000824572j -0.00448812+1.34819e-05j -0.00460816-0.0075193j 0.00113813+0.00110346j 0.000924483+0.00322617j -0.00300944+0.00227625j 0.000238854+0.00536201j 0.00806407+0.00512431j 0.00335169+0.00262184j -0.0035342+0.00128754j 0.000377063-0.000803241j -0.00401687+0.00147559j -0.00710942-0.00461826j 0.00339539+0.0026031j -0.0042015-0.00150101j -0.00062972+0.00193192j -0.00570897-0.000784005j 0.00173114+0.00524337j 0.0002522+0.000257498j 0.000183201+0.00117826j 0.000892677+0.00356496j 0.00247487-0.0032185j -0.001989+0.000934285j 0.00540305-0.00251852j 0.000508683-0.00114473j -0.00130908+0.000955656j -0.00377112+0.00074827j 0.00262798+0.00487373j -0.00168467+0.000431312j 0.00218521+0.00465915j -9.63358e-05-0.00463426j 5.88689e-05-0.0029074j -0.00278618-0.00197664j 0.00135709-0.00108896j -0.000640032+0.00271255j -0.00120384-0.00267254j -0.00329482+0.000204185j -0.000651958+0.00174477j -0.0023418+0.000335329j -0.00137983+0.00103518j 
0.00181116-0.000342986j -0.00178682+0.00053657j 0.000866056-0.00184321j 0.00285029-0.00101379j -0.00160775+0.00106489j -6.39417e-05+0.00145442j -0.00299052-0.0026638j -0.000199708-0.00220005j 0.00993713-0.00448433j 0.000930924+0.000199716j -0.00895175+0.0033434j -0.00904755-0.00115193j 0.00173704-0.000332732j -0.0075613-0.0004571j -0.00793946-0.00313337j -0.00236154+0.000474511j -0.00411573-0.00298771j -0.00223037+0.000571468j -0.00271059-0.00342783j -0.00202177-0.000949543j -0.00319123-0.00244208j -0.000663404-0.00125747j 0.00721673+0.00433548j 0.00397048+0.00212096j 0.00467829+0.00734761j -0.000190264+0.00188835j -0.00303468-0.00180623j 0.00620136+0.00377859j -0.00415632-0.00761558j 0.00657841+0.0100735j 0.000212152-0.00071331j -0.00218369-0.00642313j 0.00100362+0.00412273j -0.00157014-0.00758588j -0.000337791-0.00714228j 0.00176747+0.00860615j 0.00025691+0.00352374j -0.000869133-0.00547635j 0.00173062+0.00594507j -0.00285827+0.000310659j -0.00195662-0.00133736j 0.000737033-0.000816298j 0.000181074-0.0011549j 0.000955973+0.000214992j 0.0010863+0.000815854j 2.66294e-06+0.00155061j 0.00103455+0.00106712j -0.000667431+0.000938861j 0.00205111+0.00120378j 0.00152757+0.00206959j 0.000142994-0.00017566j 0.00143958+0.00175312j -0.0031842-0.00146198j 0.00075503+0.000263092j 0.00288674+0.000242587j -0.00495532+0.000470738j 0.00196078+0.000509634j 0.000262537-0.00088202j 0.0014461+0.00112867j -0.00153741+0.00079254j 0.00407214+0.00147677j 0.00246732+0.00240001j 0.000535337-0.000226851j -0.000571846+0.000786488j 0.00283103-0.00231431j 0.00267534+0.00189492j -0.00682675-0.00248125j -0.00660261-0.00427011j 0.000381148+0.00164487j -0.003684-0.00178147j 0.000168817+0.00135287j 0.000117875+0.000899806j 0.00150664+0.00123726j -0.00334223-0.00289755j 0.00221261-0.000502035j 0.000417278+0.000470643j 0.00267601+0.00315854j 0.00107533-0.00122825j 0.00110239+0.00142014j -0.000704583-0.00165167j -0.000332356-0.0025753j 0.000349151-0.00346817j -0.000178878-0.000684538j -0.00119258-0.000717665j 0.000868861+0.00231566j -0.00216319-0.00168212j 0.000309641+0.00357018j 0.000514743-0.00338539j -0.000281159+0.00152875j -0.000401985-0.00107442j -0.00103594-0.000258401j 0.000812392+0.00307186j 0.000308985-0.00330989j 0.000202027+0.00194087j 0.000757348-0.00148518j -0.00104222+5.96664e-06j -0.00154238-0.00157825j 
-0.00090313-9.92922e-05j -0.00125336+0.00111912j -0.00287079-0.000166134j -0.00126126-0.00108847j 0.00126119+0.00393642j 0.00106052+0.00380892j -0.00328926-0.000668167j -0.00394904-0.00129566j -0.0041575-0.00499184j 0.00183774+0.00382629j -0.000209888+0.00864577j -0.00559897+0.00139334j -0.00153809-0.00257547j 0.00219819+0.00572241j -0.00548051+0.00445496j 0.000923418-0.000377177j -0.00493455-0.00234493j 0.00104256+0.00276355j -0.00149289-0.0020521j 0.00759482+2.58814e-06j 0.00206202-0.00233586j -0.00458528-0.00157727j 0.0032126+0.00514058j -0.0083328+0.00243468j -0.019065+0.0041183j -3.05402e-05+0.0029442j 0.00972468+0.00202667j -0.010039+0.00482531j 0.0137584-0.00115147j -0.0142643+0.00448703j 0.00384987+0.000854764j 0.00835797-0.000622794j -0.00809276+7.85923e-05j 0.00482463-0.00818466j 0.0107326+0.00118488j -0.00954763+0.00123931j -0.000382532-0.00185614j 0.00248056-0.00618092j -0.00499157+0.000158765j -0.00428041+0.000667123j -0.00455938-0.00507894j -0.00165705-0.00113361j 0.000224541+0.00134351j -0.00207598-0.00276096j 0.00292486+0.00488693j -0.00323346+0.000284845j -0.00119555-0.00187216j 0.00142435+0.00327563j -0.00124725-0.000489346j 0.000900446+0.00289567j -0.00122392-0.0048385j 0.00319852+0.00529397j 0.000978051+0.00175915j 0.00297184+0.00244527j 0.00458171+0.00838098j 0.00167366-0.00121113j -0.000658214-0.0103847j 0.00263258+0.000811818j 0.000179155+0.00391242j -0.000438756-0.00487485j -0.00553498-0.00307095j -0.00272876-0.00153005j 0.000374983-0.00508246j 0.00273434+0.00154857j -0.000144591-0.00574253j -0.00487765+0.00516926j 0.000623665-0.000917684j -0.00166616-0.00408992j -0.0013003+0.000959407j 0.000121413-0.00159088j -0.00101505+0.00666698j -0.00104385-0.00995458j -0.000831009+0.00218677j 0.00136132-0.00200724j 0.00023965-0.000927829j -0.00110631+0.00586191j 0.00108613-0.00275925j -0.000983033+0.00224378j -0.00193806+0.00327595j 0.000222627-0.00198611j 0.000120101-0.00482205j 0.00157921+0.00330207j 0.00257646-0.00441782j -0.000145895-0.00208314j 0.00218272-0.00288919j 1.4453e-06-0.00685115j -0.00183959+0.00149095j 0.00256329-0.0036948j -0.00222517+0.00421925j 0.00105585-0.00234461j -0.00592612+0.00178505j -0.0011326+0.00117759j 0.00153977-0.00244503j -0.00106569+0.000149406j 0.00297515-0.00253422j -0.00123694+0.000102156j 0.000441735+0.000344926j 
0.000557564+0.00294362j -0.00067144+0.00149325j 0.000757719-0.00204368j 0.00169098-0.0042892j 0.000230771+0.00197905j -0.00149992+0.00254912j 0.00149759-0.000377744j 0.00461693-0.00690531j 0.00405741-0.0115178j 0.002177-0.00257059j -0.00102007+0.00722432j -0.000195652+0.00997542j 0.00371955+0.00252889j -0.0095348+0.00889564j 0.000412419+0.00637338j -0.00232537+0.000228682j 0.00130959+0.00136347j -0.00172918-0.000929323j -0.000198657-0.00160795j -0.0018849-0.00504202j 0.00321497-0.00205709j 0.00351648+0.00318015j -0.00350311+0.00289482j -0.000405399+0.00660351j -0.00347537+0.0151197j -0.00148796-0.00569502j 0.0027061-0.00990976j -0.00201101+0.00858625j 0.00396785-0.0129343j -0.00733691+0.0113236j 0.00273291-0.000873041j 0.00567379-0.00793291j -0.00341577+0.00667184j 0.00379744+0.00490096j 0.00567853-0.00644957j -0.00624106+0.00433086j -0.00431097+0.0019329j 0.00451658+0.00388056j -0.00332605-0.00072236j -7.20936e-05+0.000978798j 0.00311762+0.00329047j -0.00112226+0.00291403j 0.00330057-0.000527007j 0.000970186+0.00206217j 0.00188669-0.00489133j 0.0028437+0.00210127j -0.00245142-0.00159507j -0.00058151-0.00585171j 0.000165069+0.00188222j -0.000603224-0.00701237j -0.000907441-0.00388173j -0.000729183-3.55216e-05j 0.0015945-0.00145418j 0.000183798-0.000747649j -0.00252012-0.00134386j -0.00326579-0.00254869j -0.00197258+0.00127171j -0.0037517-0.00271709j 0.00174367+0.00173193j -0.00139228+0.00177727j 0.00193422+0.00916188j 0.00188295+0.000248778j 0.000189288+4.02633e-05j -0.00234238+0.0012194j -0.00228728-0.000663084j 0.00566982-0.00193162j 0.000918002-0.010956j -0.00299115-0.000958395j 0.00355309-0.00254776j -0.000472439+0.000893869j 0.00136933+0.00162086j 0.00101304+0.00210172j 0.00161549+0.00083593j 0.00222726-0.00682296j -0.000443826-0.00179471j 0.000553148+0.00229597j -0.00103328+0.00298602j 0.00308583+0.000606668j -0.00107045+0.0040522j -0.00166616+0.00373614j -0.000900597-0.00345196j -0.0010417-0.00375254j -0.00188715-0.000908865j -0.00195591+0.00181628j -0.00407226+0.00495934j 0.00342818-0.00107515j 0.000576271-0.00218248j -0.000814681+0.00117061j 0.00137132-0.00238912j 0.0032342-0.00235227j 0.000562445-0.00153782j 0.00373274-0.000575021j 0.000348455-0.000569183j 0.0034473-0.00180659j 0.00118636+0.000703486j 0.00109062-0.00311791j 0.00108156-0.00157505j 
-0.000607717+0.00107811j -0.000525794+0.00309187j 0.00265772-0.00315071j -0.000366379-0.000228734j 0.00638226-0.00402721j -0.00113149+0.00454593j 0.00635666-0.00842753j 0.00978357-0.00934598j -0.00253814+0.00336535j 0.0149564-0.00275482j 0.0123609+0.000650118j 0.019411-0.00647129j 0.0127599-0.000793576j -0.00266484-0.00407344j 0.0110084+0.0019154j -0.00710112-0.00259371j -0.00186719-0.000940632j -0.0025296-0.00205807j -8.12429e-06+0.000275564j -0.000332202-0.003663j 0.00344624+0.00512914j -0.00239278+0.00634776j 0.000246967-0.00215982j -0.0043818-0.00672726j -0.000372589+0.00236897j -0.00120613-0.00641597j 0.000793007-0.00321614j -0.00336546+0.0006948j 0.00195514-0.00153564j 0.00191792-0.00982692j 0.00327765-0.00402143j 0.00444212-0.00776847j 0.00627903-0.000189628j -0.0052191+0.00177823j 0.00329591-0.00683003j -0.000534302-0.00264082j 0.00332315-0.00329354j -0.00167272-0.00251146j 0.00486499-0.00668355j -0.00465727+0.00178544j -0.00124952-0.00393773j 0.000395126-0.00260954j -0.00177446+0.00155759j 0.00211482+0.000885099j -0.000533049-0.00282034j 0.000468524-0.00215349j -0.00036228-0.00349659j 0.00091111-0.00759247j -0.0015619+0.00349372j 0.00414627-0.00177951j 0.00172296-0.00436327j 0.00231042-0.00433438j 0.00598843+0.0016258j -0.000130438+0.00532429j 0.0026088-0.00292873j 0.000277399+0.00407571j -0.00108365+0.000952046j 0.000180259+0.000236718j -0.00232319+0.00416457j -0.00231882-0.00498981j -0.00637742+0.00457698j 0.00233814-0.00116688j -5.93651e-05+0.00193857j 0.00148227+0.00162449j -0.0041685+0.00178682j 0.00185783-0.00208827j 0.00317195-0.00267703j -0.00361003+0.00253715j -0.00231283+0.00156875j -0.00269603-0.000993073j -0.000963921+0.00632972j -0.0040278+0.00221744j -0.00738501+0.0012045j 0.0029664-0.00193469j -0.00234457+0.00216045j -0.000709495+0.000497763j -0.00314722+0.00228224j -0.00141198+0.00273849j -0.0016391-0.00380052j -0.00623966+0.000148659j -0.0012505-0.00119349j -0.0021627+0.00214947j -0.00789342-0.000824204j -0.00374485+0.00327378j -0.00376825+0.0023916j 0.00243324+0.000737096j -0.0010422-0.00247304j 0.000116084-3.96951e-05j 0.004661-0.00200513j 0.00336299-0.00537495j -0.00262036-5.33701e-05j 7.55403e-05+0.0034639j 0.00110572+0.000295617j -0.00141374+0.00250254j 0.00157582+0.00218655j -0.00194612+0.00199711j -0.00038031-0.00119652j 
0.00167791-0.000913402j -0.00159993+0.00198265j 0.0037917-0.0015725j 0.00384465-0.00261551j -0.000856354-0.00064832j 0.00788733-0.00659044j -0.00241919+0.00169169j 0.00192676+0.000401018j 0.00569232-0.00229137j -0.0142099+0.00407833j 0.00475432-0.00238097j -0.000254078+0.00293827j -0.0113563+0.00143018j 0.000993851-0.000764635j 0.0125585+0.00604188j -0.00608526-0.00334925j 0.00351142+0.00131388j -0.00451707-0.00443758j 0.00543316+0.000290601j -0.000449351-0.00248999j -0.00120348-0.00553221j 0.00278812-0.00406033j -0.00605436-0.00554413j 0.00276632+0.00943854j 0.000818607+0.00518071j -1.20333e-05+0.00201636j -0.00623105-0.0114935j 0.00387768-0.00181169j 0.000237942-0.00656204j -0.00781109+0.00290498j 0.000836345-0.0031702j -0.00361258+0.00349595j -0.00529264+0.00284958j 0.00327625-0.00513058j -0.00488826-0.00148014j 0.00101217+0.00232461j -0.00545653-0.00109285j 5.07939e-05+0.00322622j 0.00135031-0.0089134j -0.000683194+0.00119895j 0.000107919+0.00555399j 0.00125057+0.00291219j 0.00041513-0.00544892j 0.00296405+0.00189618j 0.000823766+0.00190957j -0.00168383+0.00683236j 0.000529579+0.00311732j -0.000412288+0.00582191j -0.00498015-0.00227272j -0.000873083-0.0016021j -0.000377595+0.00283451j -0.00524409+0.0043132j 0.000879524-0.00122868j 0.000899382-0.00399781j -0.00132753-0.00269191j 0.00233205-0.00546797j -0.000358213-0.00282714j 0.00350246-0.000782386j -0.00292692-0.000952192j 0.00120903+0.00829985j -0.00084519+0.00132265j -0.00178457+0.00447442j 0.000801647-0.00313452j -0.000398632-0.000734742j 0.00457476-0.000911499j 0.000415105+0.00246997j 0.00389009+0.000512119j 0.00565-0.00146841j -0.000276672-0.0030127j 0.00341235+0.000113852j 0.00895274-0.00176666j -0.00229888-0.000435906j 0.00035477-0.00394598j -0.00156435-0.00183235j 0.00544814-0.00392455j -0.0040206-0.0035889j 0.00276172+0.00137226j -0.00242534-0.00597323j -0.00130151+0.00317284j 0.0053233+0.0021427j 0.00465231-0.00191268j 0.00474056-0.00265695j 0.00391176-0.00111899j 0.00183259-0.00490973j 0.000419521-0.00318065j 0.000108891+0.00389512j -0.0030189-0.00254642j -0.00595327+0.000575365j -0.00380553+0.00184065j -0.0023047+0.00155074j -0.000654409-0.00112687j 0.00256832+0.00410006j -0.00086735-0.000488938j 0.00363462-0.000987546j 0.002962+0.00195468j 0.00108612-0.00162354j -0.00229082-0.000461479j 
0.000442851+0.000900244j -0.00147868+0.000474646j -0.000102822-0.00226638j 0.0013397-0.00256877j -0.00233602+0.0031449j -0.00135659+0.0014586j -0.00184685+0.000212422j 0.00121966-0.00369662j 0.00602449-0.0107611j -0.0016778+0.000517182j -0.00745451+0.00678324j -0.0116359+0.00631978j -0.00113481-3.00473e-05j -0.0075124+0.00686161j -0.0074004+0.00210816j 0.000956953+0.00143525j -0.0019866+0.000213546j -8.32369e-05+0.000339085j -0.00156581-0.00090028j 0.000600575-0.00167238j -0.000155866-0.00126315j 9.80718e-05-0.00047749j 0.00203229+0.00133542j 0.00039706+0.00421576j -0.0029476+0.00695134j -0.000651204-0.000390129j 0.00336929-0.00391489j -0.00101021+0.00371286j 0.00243259-0.006604j -0.00223655+0.00748604j 0.0016012+0.000177129j 0.00286369-0.00324203j -0.00306657+0.00307507j 0.00295057-0.00124652j 0.00323913-0.00220752j -0.00225122+0.00315015j -0.00163914+0.0022768j 0.00330629-0.000187584j -0.00198154+0.00237268j -0.000752079+0.000312892j -0.000762953+0.00145244j -0.00140318+0.00137008j 0.00168782-0.000473552j -0.00272285+0.00177758j 0.00109463-0.0011723j -0.00229528+0.00257819j -0.00191051+0.00178721j 0.00020665-0.000488383j -0.00363692+0.00193043j -0.00115224-0.000910555j -0.00239507+0.00161661j 0.000708602+0.000180734j 0.00263388-0.00311905j 0.00133457-0.00136022j 0.00321703+4.68005e-05j 0.0023014-0.00428019j -0.00535332+0.00179792j 0.00286156-0.00232654j 0.00179644+0.000663828j -0.00421336+0.000256662j -0.00742944+0.00430405j -0.00431096+0.00322801j -0.00290108-0.000213611j 0.000652974-0.00235164j -0.0026146+0.00308392j -0.00106466+0.00157243j 0.00579577-0.00376099j 0.00304523-0.0029707j -0.000494883-0.000414653j 0.000789326-0.00317684j 0.00516332-0.00131233j -0.00722151-0.000614598j 0.000338788+0.000139008j 0.00167421-0.00162134j -0.000160018-6.05843e-05j 0.00134949-0.00102581j -0.004257+0.000746898j 0.00218142+7.18893e-05j -0.00154449+0.00189403j 0.00123272-0.00156403j -0.000815486-0.000730328j 0.00560532+4.65535e-05j -0.000401068-0.00103518j 0.000118428-0.000596155j -0.00433866-0.0011404j -0.003194-0.00131758j -0.00424306-0.00066077j -0.000229745+0.000319854j 0.000566208-0.000632496j -0.00159732-0.000295837j 0.00203807+0.000797386j -5.12753e-05-0.000905884j 0.00100205-0.000681925j -0.000182856-0.00133299j -0.00123981+0.000654496j -0.00149927-0.00234371j -0.00022281+0.000207385j 
0.000120208-0.00159972j 0.00136505-0.00101792j 0.000826711-0.000987799j 0.000348261-6.02203e-06j 0.00227986+0.00112851j -0.00243814+0.00320175j 0.00431271-0.00243308j 0.00412758-0.00456004j -0.00168596+0.000386933j 0.00176523+0.00313914j 0.0014275+0.00535624j 0.0128624+0.00475609j 0.00555074+0.00242935j 0.000629092-0.00122877j 0.00280586+0.00386452j -0.000540318-0.00301539j 0.00171315-0.000786504j -0.00185782+0.000992638j 0.00059594-0.00028866j -0.00172608+0.000568491j 0.00492386-0.00179963j 0.00762702-0.000884372j 0.00144718+0.00100426j -0.00530441+0.00261807j 0.00152905+0.00276263j -0.0044996-0.00127019j -0.00338539-0.00213427j 0.00404905+0.00169274j -0.00207925-0.00213421j -0.00974603+0.000411953j -0.00214467-0.00213426j -0.00732225-0.00633854j -0.00100748-0.00230617j 0.00601426+0.00382373j -0.00310854-0.00422804j -0.00116556+0.00253872j -2.99787e-06-0.00168535j -0.000404319-0.00244018j -0.00429066-0.00350363j -0.000458378+0.000373363j -0.000138512-0.00193482j -0.00128917-0.000345566j -0.00176843+0.000351377j 0.000549648+0.00113448j -0.00100402-0.00259847j 0.000984302-0.00327771j -0.00416635-0.00253801j 0.00132923-0.00539256j 0.00550255-0.000300866j -0.00177986-0.00165949j -0.00596672-0.00156008j -0.0103095+0.00245294j -0.00108623-0.00216482j 0.00362856+0.0045048j -0.00375497+0.00241476j 0.00372449-0.00242027j -0.00272072+0.00214917j -0.00164608+0.000536627j 0.00103257+0.00183678j -0.000450285-0.00016475j 0.0101389+0.00349562j -0.00540204-0.00103497j 0.00112733+0.00294327j 0.0025789+0.000521196j 0.00406691+0.00382223j 0.00247662-0.00128787j -0.00659998-0.00431025j 0.00508318+0.000557328j 0.00249695+0.00197108j 0.00704824+0.000124769j -0.000424438+0.00197778j -0.00027483+0.00295004j 0.0040962+0.00444982j -0.00101533-0.00307259j 0.00399061+0.00576514j -0.0012688+0.00257954j 0.000326393+0.00299416j -0.00263742+0.00069034j 0.00443823+0.00222467j 0.00798576+0.00605439j -0.00147566-0.000940266j 0.00134872+0.000847271j -0.00220099+0.00609441j 0.00267428+0.00327807j -0.00145243+0.00223523j 0.00305776-0.0022825j 0.000963145+0.000982728j 0.00454162+0.00114482j 0.00470486+0.00179338j 0.00231931-0.00310819j -0.000904829-0.000781134j -0.000321918+0.00151608j 0.00159213+0.000911809j 0.000353453-0.00141325j -0.000587121-0.00154908j 0.00161719+0.000747339j -0.00174216+0.000642027j 
0.00121245-0.000248535j 0.00231212-0.000664459j 0.00186023-0.00157715j 0.00236155-0.000772682j -0.00127929+0.00158321j 0.00112076+0.00586205j 0.00151851-0.00503898j 0.00505164-0.00581005j 0.00372416-0.00750455j -0.00482115-0.0049839j -0.000912835+0.00677276j 0.0075582+0.00203803j 0.000585246-0.00747404j -0.00452155+0.00710689j 0.00112277+0.00803064j -0.00355406-0.00186866j 0.00401864-0.000334311j -0.00463083-0.000313417j 0.00408458-0.001727j -0.00582825-0.00138373j -0.00334791-0.00171823j -0.00365467+0.00141643j -0.0101608+0.00300765j 0.00827177+0.00182908j 0.00679127+0.00711575j 0.00307573-0.00141694j -0.0131313-0.0049472j -0.000981828+0.0049607j -0.00381922-0.00829619j 0.00264677+0.00811949j -0.00146585-0.000850778j 0.00562842-0.00138675j 0.0038732+0.00661369j -0.00445305-0.00462774j 0.00133255+0.00116094j -0.00232956+0.00205411j -0.00172706-0.00202789j -0.000226011+0.00210416j -0.00594777-0.00323874j 0.00515751-0.00113875j 0.00523192+0.00157835j 0.00395585+0.00269416j -0.000324647-0.00445305j 0.00353014+0.00203414j 0.00387126+0.000784563j 0.00402636+0.00047566j -0.00144325+0.00123751j 9.33882e-05+0.00277907j 0.00097872+0.000387324j -0.00296236-0.00182975j 0.0028245-0.000259837j 0.00267924+0.00294542j 0.00418608-0.00354884j -0.000534235-0.00371042j -0.00705498+0.00120078j -0.00723894-0.00221675j -0.00312359-0.000579068j -0.00417559+0.001124j 0.000842968-0.00151898j 0.00485775+0.00528408j 0.00645531+0.00317445j 0.00584806+0.000642998j 0.00312335-0.00184066j -0.000153928-0.00111627j -0.00485544-0.00430313j -0.000588382-0.000272709j -0.00416505-0.00207699j 0.000358803-0.00242728j -0.00329277-0.00236402j 0.00492795+0.0048016j -0.00161557-0.00517932j 0.0069724+0.00338191j -0.00175974-0.00349923j 0.00292343-0.00229585j -0.000949083-0.005914j 0.00272334+0.00395509j 0.000324939-0.000160376j 0.00272025+0.00159402j -0.00253286+0.0024633j 0.00278628+0.000107501j -0.00265959-0.00108774j -0.00250303-0.00176202j 0.00107521-0.00197044j 0.000351743-0.00239764j 0.00384471+0.00143501j 0.00434469+0.000305432j -0.000553656-0.000721328j 0.00313165+0.00334158j -0.000263597+0.000871765j -0.00146103+0.000424529j 0.00134752+0.000804999j 0.000195706+0.000886003j 0.00317282+0.00338215j 0.00180413-0.00222741j -0.000869586-0.00268636j 0.00292182+0.00116002j -0.00117882-0.000310883j 
0.000509599+0.000336379j -0.00235184+0.000814401j -0.0026737+0.00672588j 0.00048629+0.000625885j -0.00112206-0.00100692j -0.00471474+0.00340627j -0.00048044+0.00873043j -0.00714019+0.0132647j 0.00605479-6.84625e-05j 0.00351705-0.0070892j -0.00828815+0.00741111j 0.0010616+0.00752611j 0.00573558+0.00251678j -0.00687301-0.000838707j -0.00998979+0.00975708j 0.000516945+8.07549e-05j -0.00337756+0.00100817j 0.00136175+0.00415439j 0.00399948-0.00263514j -0.00724123+0.00453604j -0.000866062-0.000419907j 0.00329433+0.00167127j -0.00715896+0.0101344j 0.00863562-0.000838172j 0.0129381-0.0027195j -0.000845033+0.0022444j -0.0129017+0.0080162j 0.00721456+0.0104868j -0.0039427+0.00186236j -0.00361445+0.00682346j -0.00298584+0.00555931j 0.00137144-0.00145451j 0.000606023-0.00529367j 0.00069798+0.00370716j -0.00123497+0.00280197j -0.00371589+0.00333557j -0.00869542-0.000158234j 0.00114678+0.00126958j -0.00623811+0.00330151j 0.00667999+0.000683004j -0.00159309+0.000453412j 0.0101371-0.000217709j -0.00220047-0.00293911j 0.00351748-0.00268404j -0.00126897-0.00376647j -0.00071947-0.00417692j 0.00255613-0.000303236j 0.00203708-0.00530516j -0.000826408+0.000515853j -0.00386214-0.00030318j -0.00165667-0.00401584j 0.00170109-0.000699661j -0.00427078-7.44633e-05j -0.00785025-0.00142405j -0.00115792+0.000403682j -0.000361261+0.00323565j 0.00539815+0.00363478j 0.000129699+0.00458472j -0.00368774-0.00124j 0.00646103+0.00387791j 0.00229662-0.00123745j 0.000928101-0.00298019j -0.00365181-0.00773385j -0.00680253+0.000463114j 0.000552195+0.00395048j -0.000557674-0.00375736j -0.000253719+0.00142693j 0.00158495+0.00111927j -0.00131222+0.00068682j -0.000155249+0.000667491j -0.00446446+0.00499429j 0.00542705-0.00149675j -0.00496739-0.00077477j -0.00345743-0.00799551j -0.00404351-0.00124184j -0.000215403+0.000310253j 0.00351771-0.00155999j -0.00458028-0.00160667j 0.00314783+0.00163527j -0.00466336-0.00206665j 0.00274524+0.00823061j -0.00285667+0.00336668j -0.00241436+0.00188865j -0.00189327-0.00413374j -0.00161872+0.00358958j 0.00341635-0.00120562j 0.00408913-0.000752776j 0.00171339-0.00491847j 0.00116337+0.000242873j 0.000532182-0.0012641j 0.000738684+0.00165534j 0.000950229-0.00142j -0.000584189-0.00211819j 0.000868564-0.0021139j 0.00183794-0.00338308j -6.85809e-05-0.00130068j -0.00203299+0.00154706j 
