-0.00418631-0j -0.000661914-0j 0.101219-0j -0.000348859-0j 0.0146097-0j -8.72148e-05-0j -3.08351e-05-0j -7.2679e-06-0j -7.70877e-06-0j -6.42397e-07-0j -2.39407e-08-0j -0.00390365-0j -0.000608588-0j -0.000471411-0j -6.80423e-05-0j 0.0832392-0j 0.0147148-0j -5.07157e-05-0j 0.00122623-0j -4.39211e-05-0j -8.96535e-06-0j -4.48268e-06-0j -5.28289e-07-0j -6.47019e-07-0j -4.17649e-08-0j -1.31547e-09-0j -0.00257392-0j -0.0026006-0j -0.000397165-0j -0.000401281-0j -0.00030334-0j -0.000306483-0j -4.37833e-05-0j -4.4237e-05-0j -0.000271315-0j 0.0720469-0j -0.000274127-0j 0.0727935-0j -4.79622e-05-0j -4.84593e-05-0j -3.99685e-06-0j 0.00846892-0j -4.03827e-06-0j 0.00518613-0j 0.00855668-0j -2.52783e-05-0j 0.00523988-0j 0.00105861-0j -2.55403e-05-0j -3.64861e-06-0j 0.00106959-0j 6.23795e-05-0j -4.46862e-06-0j -3.68642e-06-0j 6.30259e-05-0j -1.11715e-06-0j -4.51492e-06-0j -5.26631e-07-0j -3.22495e-07-0j -1.12873e-06-0j -5.32089e-07-0j -2.40373e-08-0j -3.25837e-07-0j -3.29145e-08-0j -2.42864e-08-0j -3.32556e-08-0j -1.73474e-09-0j -1.75272e-09-0j -4.7319e-11-0j -4.78094e-11-0j 
3.34119e-07-0j -1.2666e-05-0j 4.17649e-08-0j 2.78433e-08-0j 0.000276636-0j -1.66889e-06-0j 2.46102e-09-0j -0.00380522-0j 2.8234e-05-0j 0.0317138-0j -0.337863-0j 5.39803e-09-0j -2.0177e-07-0j 6.51874e-10-0j 4.31778e-06-0j 5.95077e-10-0j -2.52212e-08-0j -1.68141e-08-0j -5.75067e-05-0j 6.07348e-11-0j 5.68917e-07-0j -1.48617e-09-0j 0.000451866-0j -5.86925e-06-0j -0.00161141-0j -0.00114587-0j 2.05431e-07-0j -2.00367e-07-0j -7.59992e-06-0j 7.4126e-06-0j 2.42102e-08-0j -2.36135e-08-0j 0.00016036-0j -0.000156407-0j 2.16543e-08-0j 1.48257e-08-0j -2.11206e-08-0j -1.44603e-08-0j -9.17777e-07-0j 8.95156e-07-0j -0.00209262-0j -8.37812e-07-0j 0.00204104-0j 2.1399e-09-0j 8.17162e-07-0j 2.01752e-09-0j -2.08716e-09-0j 2.0045e-05-0j -1.96779e-09-0j 1.33633e-05-0j -1.95509e-05-0j 0.0159209-0j -8.55088e-08-0j -1.3034e-05-0j -0.0155284-0j 8.91627e-11-0j 8.34012e-08-0j -0.000275726-0j 1.18116e-06-0j -8.6965e-11-0j 0.00026893-0j -0.0535288-0j -1.15205e-06-0j 0.00162492-0j 0.0522095-0j -0.00158487-0j -0.0244815-0j 0.0238781-0j -0.00639994-0j 0.00624219-0j 
-0.709767-0j 0.000383698-0j 0.00030334-0j 0.000202226-0j 4.37833e-05-0j 5.05566e-05-0j 1.78745e-05-0j 4.21305e-06-0j 4.46862e-06-0j 3.72385e-07-0j 1.3878e-08-0j 0.00226287-0j -0.103183-0j 0.000273267-0j 3.94427e-05-0j 0.000249458-0j 4.40983e-05-0j 2.93989e-05-0j 3.67486e-06-0j 2.54602e-05-0j 5.19703e-06-0j 2.59852e-06-0j 3.06238e-07-0j 3.75064e-07-0j 2.42102e-08-0j 7.62551e-10-0j -0.00144958-0j 0.00150751-0j -0.000223674-0j 0.000232614-0j 0.0499656-0j -0.0519626-0j 0.00721191-0j -0.00750016-0j -0.000152799-0j -0.000104614-0j 0.000158906-0j 0.000108795-0j -2.70112e-05-0j 2.80908e-05-0j -2.25094e-06-0j -2.46578e-05-0j 2.3409e-06-0j -1.50997e-05-0j 2.56433e-05-0j -1.42362e-05-0j 1.57033e-05-0j -3.08222e-06-0j 1.48052e-05-0j -2.05482e-06-0j 3.20541e-06-0j -1.81622e-07-0j -2.51662e-06-0j 2.13694e-06-0j 1.88881e-07-0j -6.29156e-07-0j 2.61721e-06-0j -2.96587e-07-0j -1.81622e-07-0j 6.54302e-07-0j 3.08441e-07-0j -1.35373e-08-0j 1.88881e-07-0j -1.85367e-08-0j 1.40783e-08-0j 1.92776e-08-0j -9.76969e-10-0j 1.01602e-09-0j -2.6649e-11-0j 2.77141e-11-0j 
0.717122-0j -0.000387674-0j -0.000306483-0j -0.000204322-0j -4.4237e-05-0j -5.10805e-05-0j -1.80597e-05-0j -4.25671e-06-0j -4.51492e-06-0j -3.76244e-07-0j -1.40218e-08-0j 0.00220709-0j -0.10064-0j 0.000266532-0j 3.84705e-05-0j 0.000243309-0j 4.30114e-05-0j 2.86742e-05-0j 3.58428e-06-0j 2.48326e-05-0j 5.06894e-06-0j 2.53447e-06-0j 2.9869e-07-0j 3.65819e-07-0j 2.36135e-08-0j 7.43756e-10-0j -0.00150751-0j 0.00152222-0j -0.000232614-0j 0.000234884-0j 0.0519626-0j -0.0524696-0j 0.00750016-0j -0.00757334-0j -0.000158906-0j -0.000108795-0j 0.000160456-0j 0.000109857-0j -2.80908e-05-0j 2.83649e-05-0j -2.3409e-06-0j -2.56433e-05-0j 2.36374e-06-0j -1.57033e-05-0j 2.58935e-05-0j -1.48052e-05-0j 1.58565e-05-0j -3.20541e-06-0j 1.49496e-05-0j -2.13694e-06-0j 3.23669e-06-0j -1.88881e-07-0j -2.61721e-06-0j 2.15779e-06-0j 1.90724e-07-0j -6.54302e-07-0j 2.64274e-06-0j -3.08441e-07-0j -1.88881e-07-0j 6.60686e-07-0j 3.1145e-07-0j -1.40783e-08-0j 1.90724e-07-0j -1.92776e-08-0j 1.42157e-08-0j 1.94657e-08-0j -1.01602e-09-0j 1.02593e-09-0j -2.77141e-11-0j 2.79845e-11-0j 
-0.000383698-0j -0.694542-0j -4.79622e-05-0j -3.19748e-05-0j 0.000659752-0j 0.000376911-0j -2.8262e-06-0j 9.55601e-05-0j 6.73357e-05-0j 1.12815e-05-0j 6.31752e-07-0j -0.000357791-0j 0.0026301-0j 0.0104907-0j -0.144307-0j -3.94427e-05-0j 0.000328763-0j 0.000219175-0j 8.33528e-05-0j -4.0256e-06-0j 7.83119e-05-0j 1.93725e-05-0j 9.27757e-06-0j 8.50716e-06-0j 9.17777e-07-0j 4.05184e-08-0j 0.000229198-0j -0.000238359-0j -0.00166754-0j 0.00173419-0j 2.70112e-05-0j -2.80908e-05-0j -0.000371558-0j 0.000386408-0j -0.00586594-0j 1.65409e-05-0j 0.00610039-0j -1.72021e-05-0j 0.0488938-0j -0.050848-0j 0.0123963-0j -0.00018383-0j -0.0128917-0j 2.38748e-06-0j 0.000191177-0j 2.25094e-06-0j -2.4829e-06-0j -4.64447e-05-0j -2.3409e-06-0j -3.09631e-05-0j 4.8301e-05-0j -5.50228e-06-0j -1.8762e-05-0j 3.22007e-05-0j 5.7222e-06-0j 9.94783e-08-0j 1.95119e-05-0j -6.72716e-06-0j -2.73678e-06-0j -1.03454e-07-0j 6.99604e-06-0j -5.1318e-07-0j 2.84617e-06-0j -5.61574e-07-0j 5.33691e-07-0j 5.84019e-07-0j -4.44736e-08-0j 4.62511e-08-0j -1.61889e-09-0j 1.6836e-09-0j 
0.000387674-0j 0.70174-0j 4.84593e-05-0j 3.23062e-05-0j -0.000666589-0j -0.000380817-0j 2.85549e-06-0j -9.65504e-05-0j -6.80335e-05-0j -1.13984e-05-0j -6.38299e-07-0j -0.000348972-0j 0.00256528-0j 0.0102322-0j -0.14075-0j -3.84705e-05-0j 0.00032066-0j 0.000213773-0j 8.12984e-05-0j -3.92638e-06-0j 7.63817e-05-0j 1.88951e-05-0j 9.0489e-06-0j 8.29748e-06-0j 8.95156e-07-0j 3.95197e-08-0j 0.000238359-0j -0.000240684-0j -0.00173419-0j 0.00175111-0j 2.80908e-05-0j -2.83649e-05-0j -0.000386408-0j 0.000390178-0j -0.00610039-0j 1.72021e-05-0j 0.00615991-0j -1.73699e-05-0j 0.050848-0j -0.0513441-0j 0.0128917-0j -0.000191177-0j -0.0130175-0j 2.4829e-06-0j 0.000193042-0j 2.3409e-06-0j -2.50713e-06-0j -4.8301e-05-0j -2.36374e-06-0j -3.22007e-05-0j 4.87723e-05-0j -5.7222e-06-0j -1.95119e-05-0j 3.25149e-05-0j 5.77802e-06-0j 1.03454e-07-0j 1.97023e-05-0j -6.99604e-06-0j -2.84617e-06-0j -1.04464e-07-0j 7.0643e-06-0j -5.33691e-07-0j 2.87393e-06-0j -5.84019e-07-0j 5.38898e-07-0j 5.89717e-07-0j -4.62511e-08-0j 4.67023e-08-0j -1.6836e-09-0j 1.70002e-09-0j 
-0.00030334-0j -4.79622e-05-0j -0.701196-0j -2.52783e-05-0j 0.00105861-0j 0.000604184-0j 0.000645302-0j -5.26631e-07-0j 0.000107364-0j 4.45023e-06-0j -1.73474e-09-0j -0.000282858-0j -4.40983e-05-0j 0.00326572-0j -4.93034e-06-0j 0.00603151-0j -0.101937-0j -3.67486e-06-0j 8.88525e-05-0j 0.000611713-0j 6.21079e-05-0j 9.38114e-05-0j -3.82798e-08-0j 9.01138e-06-0j 2.89328e-07-0j -9.53189e-11-0j 0.000181197-0j -0.000188439-0j 2.79593e-05-0j -2.90768e-05-0j -0.00204158-0j 0.00212317-0j 3.08222e-06-0j -3.20541e-06-0j 1.90998e-05-0j -0.0050719-0j -1.98632e-05-0j 0.00527462-0j -0.000322802-0j 0.000335703-0j 2.81367e-07-0j -0.000596188-0j -2.92613e-07-0j 0.0701738-0j 0.000620017-0j -0.000170131-0j -0.0729786-0j 0.00712483-0j 0.000176931-0j 2.56852e-07-0j -0.00740959-0j -4.39134e-06-0j -6.04651e-05-0j -2.67118e-07-0j 4.56685e-06-0j -3.03112e-05-0j 6.28818e-05-0j -3.5444e-06-0j -6.55689e-06-0j 3.15227e-05-0j 3.68607e-06-0j 1.69216e-09-0j 6.81896e-06-0j -4.45368e-07-0j -1.75979e-09-0j 4.63168e-07-0j -1.16754e-08-0j 1.21421e-08-0j 3.33113e-12-0j -3.46427e-12-0j 
-0.000202226-0j -3.19748e-05-0j -2.52783e-05-0j -0.702412-0j -3.64861e-06-0j 0.00122064-0j -1.48954e-06-0j 0.00010172-0j -3.72385e-07-0j -3.10321e-08-0j -1.1565e-09-0j -0.000188572-0j -2.93989e-05-0j -2.27723e-05-0j -3.28689e-06-0j 0.00602289-0j -3.67486e-06-0j -0.102114-0j -3.06238e-07-0j 0.000614708-0j 0.000125477-0j -2.16543e-07-0j 7.39379e-06-0j -3.12553e-08-0j -2.01752e-09-0j -6.35459e-11-0j 0.000120798-0j -0.000125626-0j 1.86395e-05-0j -1.93845e-05-0j 1.42362e-05-0j -1.48052e-05-0j 2.05482e-06-0j -2.13694e-06-0j -0.00368916-0j 8.71784e-06-0j 0.00383661-0j -9.06628e-06-0j 2.25094e-06-0j -2.3409e-06-0j 1.87578e-07-0j -0.000595336-0j -1.95075e-07-0j 1.25831e-06-0j 0.00061913-0j 0.0494478-0j -1.3086e-06-0j 2.56852e-07-0j -0.0514242-0j 0.00713718-0j -2.67118e-07-0j 1.51351e-08-0j -6.07612e-05-0j -0.00742244-0j -1.57401e-08-0j 5.24297e-08-0j 6.31897e-05-0j -7.16078e-06-0j 1.51351e-08-0j -5.45252e-08-0j 7.44698e-06-0j -3.26843e-07-0j -1.57401e-08-0j 1.54472e-09-0j 3.39907e-07-0j -1.60646e-09-0j 8.14141e-11-0j -8.46681e-11-0j 2.22075e-12-0j -2.30951e-12-0j 
0.000306483-0j 4.84593e-05-0j 0.708463-0j 2.55403e-05-0j -0.00106959-0j -0.000610445-0j -0.00065199-0j 5.32089e-07-0j -0.000108477-0j -4.49635e-06-0j 1.75272e-09-0j -0.000275886-0j -4.30114e-05-0j 0.00318522-0j -4.80882e-06-0j 0.00588285-0j -0.0994245-0j -3.58428e-06-0j 8.66625e-05-0j 0.000596635-0j 6.0577e-05-0j 9.14992e-05-0j -3.73363e-08-0j 8.78927e-06-0j 2.82197e-07-0j -9.29695e-11-0j 0.000188439-0j -0.000190278-0j 2.90768e-05-0j -2.93605e-05-0j -0.00212317-0j 0.00214389-0j 3.20541e-06-0j -3.23669e-06-0j 1.98632e-05-0j -0.00527462-0j -2.0057e-05-0j 0.00532608-0j -0.000335703-0j 0.000338979-0j 2.92613e-07-0j -0.000620017-0j -2.95468e-07-0j 0.0729786-0j 0.000626066-0j -0.000176931-0j -0.0736906-0j 0.00740959-0j 0.000178657-0j 2.67118e-07-0j -0.00748189-0j -4.56685e-06-0j -6.28818e-05-0j -2.69724e-07-0j 4.61141e-06-0j -3.15227e-05-0j 6.34953e-05-0j -3.68607e-06-0j -6.81896e-06-0j 3.18302e-05-0j 3.72203e-06-0j 1.75979e-09-0j 6.88549e-06-0j -4.63168e-07-0j -1.77696e-09-0j 4.67687e-07-0j -1.21421e-08-0j 1.22605e-08-0j 3.46427e-12-0j -3.49807e-12-0j 
4.37833e-05-0j -0.000659752-0j -0.00105861-0j 3.64861e-06-0j -0.679254-0j -8.693e-05-0j 3.22495e-07-0j 0.00103554-0j 0.000358408-0j 0.000184346-0j 1.72715e-05-0j 4.08271e-05-0j -0.000606601-0j 4.93034e-06-0j 0.00316352-0j -0.000870573-0j 0.0146667-0j -5.05501e-05-0j -0.174715-0j 4.59357e-07-0j 0.000416831-0j -4.46804e-06-0j 0.000151601-0j 9.2188e-05-0j 2.0045e-05-0j 1.33047e-06-0j -2.61535e-05-0j 2.71988e-05-0j 0.000384599-0j -0.000399971-0j -3.08222e-06-0j 3.20541e-06-0j -0.00197769-0j 0.00205673-0j -2.75682e-06-0j 0.000732066-0j 2.86701e-06-0j -0.000761325-0j 4.64447e-05-0j -4.8301e-05-0j -0.000553264-0j -0.00820097-0j 0.000575378-0j 5.26961e-05-0j 0.00852875-0j -2.56852e-07-0j -5.48023e-05-0j 0.0478176-0j 2.67118e-07-0j -0.000164807-0j -0.0497288-0j 0.0173912-0j 4.32723e-06-0j 0.000171395-0j -0.0180863-0j -1.13514e-08-0j -4.50018e-06-0j -7.2899e-05-0j -1.45671e-05-0j 1.18051e-08-0j 7.58126e-05-0j -1.12083e-05-0j 1.51493e-05-0j -9.17645e-06-0j 1.16562e-05-0j 9.54322e-06-0j -1.21587e-06-0j 1.26446e-06-0j -6.20567e-08-0j 6.4537e-08-0j 
0.000204322-0j 3.23062e-05-0j 2.55403e-05-0j 0.709691-0j 3.68642e-06-0j -0.00123329-0j 1.50497e-06-0j -0.000102774-0j 3.76244e-07-0j 3.13536e-08-0j 1.16848e-09-0j -0.000183924-0j -2.86742e-05-0j -2.2211e-05-0j -3.20588e-06-0j 0.00587444-0j -3.58428e-06-0j -0.0995968-0j -2.9869e-07-0j 0.000599557-0j 0.000122384-0j -2.11206e-07-0j 7.21155e-06-0j -3.04849e-08-0j -1.96779e-09-0j -6.19797e-11-0j 0.000125626-0j -0.000126852-0j 1.93845e-05-0j -1.95736e-05-0j 1.48052e-05-0j -1.49496e-05-0j 2.13694e-06-0j -2.15779e-06-0j -0.00383661-0j 9.06628e-06-0j 0.00387404-0j -9.15473e-06-0j 2.3409e-06-0j -2.36374e-06-0j 1.95075e-07-0j -0.00061913-0j -1.96979e-07-0j 1.3086e-06-0j 0.000625171-0j 0.0514242-0j -1.32137e-06-0j 2.67118e-07-0j -0.0519259-0j 0.00742244-0j -2.69724e-07-0j 1.57401e-08-0j -6.31897e-05-0j -0.00749485-0j -1.58936e-08-0j 5.45252e-08-0j 6.38062e-05-0j -7.44698e-06-0j 1.57401e-08-0j -5.50572e-08-0j 7.51964e-06-0j -3.39907e-07-0j -1.58936e-08-0j 1.60646e-09-0j 3.43223e-07-0j -1.62214e-09-0j 8.46681e-11-0j -8.54942e-11-0j 2.30951e-12-0j -2.33204e-12-0j 
-4.4237e-05-0j 0.000666589-0j 0.00106959-0j -3.68642e-06-0j 0.686293-0j 8.78309e-05-0j -3.25837e-07-0j -0.00104627-0j -0.000362122-0j -0.000186257-0j -1.74505e-05-0j 3.98208e-05-0j -0.00059165-0j 4.80882e-06-0j 0.00308555-0j -0.000849116-0j 0.0143052-0j -4.93042e-05-0j -0.170408-0j 4.48035e-07-0j 0.000406557-0j -4.35791e-06-0j 0.000147864-0j 8.99157e-05-0j 1.95509e-05-0j 1.29768e-06-0j -2.71988e-05-0j 2.74642e-05-0j 0.000399971-0j -0.000403873-0j -3.20541e-06-0j 3.23669e-06-0j -0.00205673-0j 0.0020768-0j -2.86701e-06-0j 0.000761325-0j 2.89498e-06-0j -0.000768753-0j 4.8301e-05-0j -4.87723e-05-0j -0.000575378-0j -0.00852875-0j 0.000580991-0j 5.48023e-05-0j 0.00861195-0j -2.67118e-07-0j -5.53369e-05-0j 0.0497288-0j 2.69724e-07-0j -0.000171395-0j -0.0502139-0j 0.0180863-0j 4.50018e-06-0j 0.000173067-0j -0.0182628-0j -1.18051e-08-0j -4.54409e-06-0j -7.58126e-05-0j -1.51493e-05-0j 1.19202e-08-0j 7.65523e-05-0j -1.16562e-05-0j 1.52971e-05-0j -9.54322e-06-0j 1.177e-05-0j 9.63633e-06-0j -1.26446e-06-0j 1.2768e-06-0j -6.4537e-08-0j 6.51666e-08-0j 
5.05566e-05-0j -0.000376911-0j -0.000604184-0j -0.00122064-0j -8.693e-05-0j -0.685436-0j -0.00010755-0j 0.0018177-0j 0.00170534-0j 0.000142114-0j -8.32406e-08-0j 4.71431e-05-0j -0.000346547-0j -0.000544286-0j -7.83119e-05-0j -0.000750262-0j 0.00414145-0j 0.008367-0j -1.09827e-05-0j 0.0147182-0j -0.142415-0j 0.000737217-0j 0.000176474-0j 0.000215452-0j 1.15613e-05-0j -5.33877e-09-0j -3.01995e-05-0j 3.14065e-05-0j 0.000219718-0j -0.0002285-0j 0.000340263-0j -0.000353862-0j 4.8957e-05-0j -5.09138e-05-0j 0.000459553-0j -2.17946e-06-0j -0.000477921-0j 2.26657e-06-0j -0.00253674-0j 0.00263813-0j 6.72716e-06-0j -0.00349673-0j -6.99604e-06-0j 6.04651e-05-0j 0.00363648-0j -0.00821528-0j -6.28818e-05-0j -0.000585068-0j 0.00854363-0j -0.00118202-0j 0.000608452-0j 7.24989e-07-0j 0.0685966-0j 0.00122926-0j -7.53966e-07-0j 5.05187e-06-0j -0.0713383-0j 0.0122337-0j -0.000104148-0j -5.25378e-06-0j -0.0127227-0j -9.76149e-06-0j 0.00010831-0j -1.42224e-05-0j 1.01516e-05-0j 1.47908e-05-0j -5.60237e-07-0j 5.82629e-07-0j 2.13308e-10-0j -2.21833e-10-0j 
1.78745e-05-0j 2.8262e-06-0j -0.000645302-0j 1.48954e-06-0j 3.22495e-07-0j -0.00010755-0j -0.690191-0j 3.10321e-08-0j 0.00182401-0j -7.92183e-07-0j 1.02221e-10-0j 1.66676e-05-0j 2.59852e-06-0j -0.000581328-0j 2.90523e-07-0j 1.83743e-06-0j -9.38114e-05-0j 2.16543e-07-0j 2.70679e-08-0j 0.0103924-0j -1.10558e-05-0j -0.100337-0j 2.25566e-09-0j 0.000153094-0j -5.15031e-08-0j 5.61672e-12-0j -1.06771e-05-0j 1.11039e-05-0j -1.64752e-06-0j 1.71337e-06-0j 0.00036342-0j -0.000377945-0j -1.81622e-07-0j 1.88881e-07-0j -1.12547e-06-0j -7.70556e-07-0j 1.17045e-06-0j 8.01354e-07-0j 5.74617e-05-0j -5.97584e-05-0j -1.65797e-08-0j -1.81622e-07-0j 1.72424e-08-0j -0.00616344-0j 1.88881e-07-0j 3.0285e-05-0j 0.00640979-0j 6.55689e-06-0j -3.14954e-05-0j -1.51351e-08-0j -6.81896e-06-0j -1.33777e-09-0j -0.00102724-0j 1.57401e-08-0j 1.39124e-09-0j 0.0987213-0j 0.0010683-0j 6.30937e-07-0j 0.00701301-0j -0.102667-0j -6.56155e-07-0j -9.97115e-11-0j -0.0072933-0j -7.56634e-06-0j 1.03697e-10-0j 7.86876e-06-0j 2.07833e-09-0j -2.1614e-09-0j -1.96289e-13-0j 2.04134e-13-0j 
-5.10805e-05-0j 0.000380817-0j 0.000610445-0j 0.00123329-0j 8.78309e-05-0j 0.692539-0j 0.000108665-0j -0.00183654-0j -0.00172301-0j -0.000143587-0j 8.41033e-08-0j 4.59811e-05-0j -0.000338005-0j -0.00053087-0j -7.63817e-05-0j -0.00073177-0j 0.00403937-0j 0.00816077-0j -1.0712e-05-0j 0.0143554-0j -0.138905-0j 0.000719047-0j 0.000172124-0j 0.000210141-0j 1.12763e-05-0j -5.20718e-09-0j -3.14065e-05-0j 3.17129e-05-0j 0.0002285-0j -0.000230729-0j 0.000353862-0j -0.000357315-0j 5.09138e-05-0j -5.14105e-05-0j 0.000477921-0j -2.26657e-06-0j -0.000482584-0j 2.28868e-06-0j -0.00263813-0j 0.00266387-0j 6.99604e-06-0j -0.00363648-0j -7.0643e-06-0j 6.28818e-05-0j 0.00367196-0j -0.00854363-0j -6.34953e-05-0j -0.000608452-0j 0.00862699-0j -0.00122926-0j 0.000614388-0j 7.53966e-07-0j 0.0713383-0j 0.00124125-0j -7.61322e-07-0j 5.25378e-06-0j -0.0720343-0j 0.0127227-0j -0.00010831-0j -5.30504e-06-0j -0.0128468-0j -1.01516e-05-0j 0.000109367-0j -1.47908e-05-0j 1.02507e-05-0j 1.49351e-05-0j -5.82629e-07-0j 5.88313e-07-0j 2.21833e-10-0j -2.23998e-10-0j 
-4.21305e-06-0j 9.55601e-05-0j -5.26631e-07-0j 0.00010172-0j -0.00103554-0j -0.0018177-0j -3.10321e-08-0j -0.663683-0j -0.000105689-0j 0.00167861-0j 0.000317769-0j -3.92859e-06-0j 8.78616e-05-0j -4.74422e-07-0j -0.000932877-0j 6.25219e-05-0j 1.09827e-05-0j -0.00212132-0j 0.00401002-0j 6.38111e-06-0j 0.0177448-0j 6.47162e-07-0j -0.199285-0j 0.000409271-0j 0.000275726-0j 3.06518e-05-0j 2.51662e-06-0j -2.61721e-06-0j -5.57062e-05-0j 5.79327e-05-0j 2.96587e-07-0j -3.08441e-07-0j 0.000583192-0j -0.000606501-0j -3.82961e-05-0j 1.81622e-07-0j 3.98268e-05-0j -1.88881e-07-0j -6.72716e-06-0j 6.99604e-06-0j -0.00245623-0j 0.000886542-0j 0.00255441-0j 2.62148e-08-0j -0.000921975-0j -7.16078e-06-0j -2.72626e-08-0j 7.2899e-05-0j 7.44698e-06-0j -0.0140805-0j -7.58126e-05-0j -0.000818701-0j 9.04823e-05-0j 0.0146433-0j 0.000851424-0j 1.09228e-09-0j -9.40987e-05-0j 0.0467215-0j 4.29561e-06-0j -1.13594e-09-0j -0.0485888-0j 0.0222571-0j -4.4673e-06-0j -8.35584e-05-0j -0.0231467-0j 8.68981e-05-0j -2.23701e-05-0j 2.32642e-05-0j -1.71749e-06-0j 1.78614e-06-0j 
-1.80597e-05-0j -2.85549e-06-0j 0.00065199-0j -1.50497e-06-0j -3.25837e-07-0j 0.000108665-0j 0.697344-0j -3.13536e-08-0j -0.00184291-0j 8.00393e-07-0j -1.0328e-10-0j 1.62568e-05-0j 2.53447e-06-0j -0.000567-0j 2.83362e-07-0j 1.79214e-06-0j -9.14992e-05-0j 2.11206e-07-0j 2.64007e-08-0j 0.0101362-0j -1.07833e-05-0j -0.0978641-0j 2.20006e-09-0j 0.000149321-0j -5.02336e-08-0j 5.47828e-12-0j -1.11039e-05-0j 1.12122e-05-0j -1.71337e-06-0j 1.73008e-06-0j 0.000377945-0j -0.000381632-0j -1.88881e-07-0j 1.90724e-07-0j -1.17045e-06-0j -8.01354e-07-0j 1.18187e-06-0j 8.09172e-07-0j 5.97584e-05-0j -6.03414e-05-0j -1.72424e-08-0j -1.88881e-07-0j 1.74106e-08-0j -0.00640979-0j 1.90724e-07-0j 3.14954e-05-0j 0.00647232-0j 6.81896e-06-0j -3.18027e-05-0j -1.57401e-08-0j -6.88549e-06-0j -1.39124e-09-0j -0.0010683-0j 1.58936e-08-0j 1.40481e-09-0j 0.102667-0j 0.00107872-0j 6.56155e-07-0j 0.0072933-0j -0.103669-0j -6.62556e-07-0j -1.03697e-10-0j -0.00736446-0j -7.86876e-06-0j 1.04709e-10-0j 7.94553e-06-0j 2.1614e-09-0j -2.18249e-09-0j -2.04134e-13-0j 2.06126e-13-0j 
-4.46862e-06-0j 6.73357e-05-0j 0.000107364-0j -3.72385e-07-0j -0.000358408-0j -0.00170534-0j -0.00182401-0j -0.000105689-0j -0.668667-0j 0.00361639-0j -1.76277e-06-0j -4.1669e-06-0j 6.1911e-05-0j 9.67203e-05-0j -0.000322876-0j -4.59357e-07-0j -0.00148749-0j 5.15925e-06-0j -9.2188e-05-0j -0.000857005-0j 0.00817712-0j 0.025271-0j -1.54727e-05-0j -0.171991-0j 0.00039323-0j -1.35791e-07-0j 2.66928e-06-0j -2.77597e-06-0j -3.9253e-05-0j 4.08218e-05-0j -6.04651e-05-0j 6.28818e-05-0j 0.000201847-0j -0.000209915-0j 2.81367e-07-0j 1.92639e-07-0j -2.92613e-07-0j -2.00338e-07-0j 0.000911123-0j -0.000947539-0j 5.64673e-05-0j -4.32723e-06-0j -5.87242e-05-0j 0.000508267-0j 4.50018e-06-0j -5.03876e-06-0j -0.000528581-0j -0.00484963-0j 5.24015e-06-0j 1.68206e-05-0j 0.00504347-0j 9.17645e-06-0j -0.00807314-0j -1.74929e-05-0j -9.54322e-06-0j 0.000128852-0j 0.00839581-0j -0.00143009-0j 0.0823904-0j -0.000134002-0j 0.00148724-0j 1.14394e-06-0j -0.0856834-0j 0.0171201-0j -1.18966e-06-0j -0.0178044-0j -2.38521e-05-0j 2.48055e-05-0j 6.33363e-09-0j -6.58678e-09-0j 
4.25671e-06-0j -9.65504e-05-0j 5.32089e-07-0j -0.000102774-0j 0.00104627-0j 0.00183654-0j 3.13536e-08-0j 0.670561-0j 0.000106784-0j -0.001696-0j -0.000321062-0j -3.83176e-06-0j 8.5696e-05-0j -4.62729e-07-0j -0.000909883-0j 6.09808e-05-0j 1.0712e-05-0j -0.00206904-0j 0.00391119-0j 6.22383e-06-0j 0.0173074-0j 6.31211e-07-0j -0.194373-0j 0.000399184-0j 0.00026893-0j 2.98963e-05-0j 2.61721e-06-0j -2.64274e-06-0j -5.79327e-05-0j 5.84979e-05-0j 3.08441e-07-0j -3.1145e-07-0j 0.000606501-0j -0.000612418-0j -3.98268e-05-0j 1.88881e-07-0j 4.02153e-05-0j -1.90724e-07-0j -6.99604e-06-0j 7.0643e-06-0j -0.00255441-0j 0.000921975-0j 0.00257933-0j 2.72626e-08-0j -0.00093097-0j -7.44698e-06-0j -2.75286e-08-0j 7.58126e-05-0j 7.51964e-06-0j -0.0146433-0j -7.65523e-05-0j -0.000851424-0j 9.40987e-05-0j 0.0147862-0j 0.00085973-0j 1.13594e-09-0j -9.50168e-05-0j 0.0485888-0j 4.4673e-06-0j -1.14702e-09-0j -0.0490629-0j 0.0231467-0j -4.51089e-06-0j -8.68981e-05-0j -0.0233725-0j 8.77459e-05-0j -2.32642e-05-0j 2.34911e-05-0j -1.78614e-06-0j 1.80357e-06-0j 
