0.490224-0j -0.515058-0j -0.0600399-0j 0.0714461-0j -0.0433391-0j -0.0367437-0j -0.00530349-0j -0.0428676-0j 0.0767393-0j -0.00618741-0j 0.0360706-0j 0.0110764-0j 0.00520634-0j -0.0154717-0j -0.00223315-0j -0.0268169-0j -0.00474061-0j -0.000395051-0j -0.030293-0j 0.0237855-0j -0.00535509-0j -0.0249904-0j -0.000446257-0j 0.0632669-0j 0.00420472-0j 0.0171693-0j -0.00441772-0j 0.000350393-0j 0.0111841-0j -0.000368144-0j -0.00570444-0j 0.00093201-0j 0.00303513-0j 0.000252927-0j -0.00100841-0j -8.40344e-05-0j -0.0211873-0j -0.00353122-0j -0.00216242-0j -0.0234501-0j -0.000441403-0j -2.60099e-05-0j 0.0178279-0j -0.00390835-0j -0.0123593-0j -0.018731-0j -0.00239336-0j -0.000488543-0j 0.0207992-0j 0.00297132-0j -2.87877e-05-0j -0.00205988-0j 0.0373547-0j 0.00181955-0j -0.00312184-0j -0.0126168-0j -0.00126141-0j -0.00191173-0j 0.000371415-0j 0.0391198-0j 0.00346654-0j -0.000257485-0j 0.00750683-0j -0.00039023-0j 2.18858e-05-0j 0.00212281-0j 0.00622579-0j -0.00210279-0j -1.51724e-05-0j -0.00203645-0j -2.29945e-05-0j 0.0038125-0j -0.00128769-0j 0.000433317-0j 0.00651997-0j 0.00399265-0j 0.000778224-0j 2.55334e-05-0j -0.000262849-0j 0.00125114-0j 0.000766163-0j 0.000814996-0j 4.58573e-05-0j -1.54885e-05-0j -0.000339408-0j 0.000156392-0j 4.80241e-05-0j -0.000207844-0j 9.21551e-06-0j -4.2426e-05-0j -2.49997e-06-0j -0.0175338-0j -0.0028295-0j -0.0191349-0j -0.00231028-0j -0.00033346-0j -0.000288784-0j -3.40336e-05-0j 0.0142534-0j -0.00308788-0j -1.55341e-06-0j -0.0149754-0j -0.0135304-0j -0.00252124-0j -0.00036391-0j 0.0161009-0j 0.00230013-0j -0.000315155-0j -0.011162-0j -0.00976677-0j -0.00241665-0j -3.71414e-05-0j -0.00218346-0j 0.00187805-0j 0.0282583-0j -1.69527e-06-0j -0.00197318-0j 0.000271072-0j 0.0132826-0j -0.00178279-0j 0.00259827-0j 0.0337361-0j 0.000234756-0j -0.00569728-0j -0.000284805-0j -0.000257323-0j -0.00180126-0j -0.0015761-0j -0.000246648-0j 0.0203979-0j 2.76662e-05-0j 0.00212148-0j 0.00456016-0j -0.000222848-0j 0.00303195-0j -2.90678e-05-0j 1.26278e-06-0j -0.00147072-0j 0.000306209-0j -0.00128688-0j -2.62629e-05-0j 0.00214346-0j -1.32676e-06-0j -0.000695142-0j 0.00372336-0j -0.000212281-0j 0.00544414-0j 0.000265185-0j -0.000185746-0j -1.19873e-06-0j -0.000919395-0j 0.00053742-0j -0.000183841-0j 0.00175013-0j 3.12523e-05-0j -0.000160861-0j 0.0032917-0j 0.00444512-0j 0.00046542-0j -2.16658e-05-0j -0.000750683-0j 0.000252609-0j 1.42647e-06-0j -1.89576e-05-0j 0.000489278-0j 5.48502e-05-0j 0.00268766-0j 0.000641598-0j 0.000218766-0j -0.000108352-0j -9.88905e-07-0j -0.000112178-0j -8.65292e-07-0j 0.00055564-0j -9.38353e-05-0j 2.57818e-05-0j 0.00038793-0j 2.50356e-06-0j 0.000399494-0j 6.54829e-05-0j 0.000335958-0j -1.10586e-05-0j 5.7662e-05-0j 1.17677e-06-0j -9.1593e-05-0j 2.98887e-06-0j 3.9593e-05-0j 4.99367e-05-0j -1.32203e-05-0j -5.04754e-07-0j -1.14491e-05-0j 5.8851e-06-0j 1.80716e-06-0j -1.34929e-06-0j 2.68617e-07-0j -6.15865e-08-0j 
0.515058-0j -0.519988-0j 0.0606621-0j -0.072094-0j 0.0386911-0j 0.0371245-0j 0.00535845-0j -0.0415974-0j 0.026523-0j -0.00600406-0j -0.0378682-0j 0.00382826-0j -0.0054658-0j 0.0732835-0j 0.0105776-0j 0.0270948-0j 0.00478974-0j 0.000399145-0j -0.0293953-0j 0.0249904-0j -0.00519641-0j -0.0252296-0j -0.000433034-0j -0.021001-0j 0.00441772-0j 0.0159392-0j -0.00446001-0j 0.000368144-0j -0.00371249-0j -0.000371667-0j 0.060022-0j -0.000309374-0j 0.00281768-0j 0.000234807-0j 0.0106105-0j 0.000884208-0j 0.0214069-0j 0.00356782-0j 0.00218483-0j -0.0227552-0j 0.000445977-0j 2.62795e-05-0j 0.018731-0j -0.00379253-0j 0.0124874-0j -0.0189103-0j -0.00232244-0j -0.000474067-0j -0.0209878-0j 0.00312184-0j -2.79347e-05-0j 0.00208123-0j 0.00772616-0j 0.00191173-0j -0.00315172-0j 0.0112636-0j 0.00127449-0j -0.00193003-0j 0.00039023-0j -0.0135102-0j -0.00349797-0j 0.000260153-0j 0.036975-0j -0.000393965-0j 2.29945e-05-0j -0.00214206-0j 0.00128769-0j 0.00187727-0j 1.53297e-05-0j 0.0371629-0j -2.32146e-05-0j 0.000788548-0j 0.00114959-0j -0.000437246-0j -0.0022517-0j -0.00137888-0j 0.000160962-0j -2.5765e-05-0j 0.000234659-0j 0.0061625-0j 0.00377374-0j -0.000281462-0j 9.48476e-06-0j 1.38274e-05-0j 0.00619381-0j 0.000770312-0j -1.65853e-05-0j 0.00379292-0j 4.53911e-05-0j 0.000774226-0j 4.56217e-05-0j 0.0177155-0j 0.00285882-0j -0.0185679-0j 0.00233422-0j 0.000336915-0j 0.000291777-0j 3.43863e-05-0j 0.0149754-0j -0.00299638-0j 1.56951e-06-0j -0.0151188-0j 0.0136706-0j -0.00244653-0j -0.000353127-0j -0.0162469-0j 0.00241665-0j -0.000305817-0j -0.0108313-0j 0.0087193-0j -0.00243978-0j -3.60408e-05-0j 0.00220609-0j 0.00197318-0j 0.00976677-0j -1.64503e-06-0j -0.00199207-0j 0.000284805-0j -0.0139445-0j 0.00180126-0j -0.00262183-0j -0.0067015-0j 0.000246648-0j 0.0269858-0j -0.000287531-0j 0.00025999-0j -0.00174789-0j 0.00140707-0j -0.000249009-0j 0.00622937-0j 2.90678e-05-0j -0.00214072-0j 0.0015761-0j 0.000225158-0j 0.0331744-0j -2.9346e-05-0j 1.32676e-06-0j -0.00142714-0j -0.000308986-0j 0.00114887-0j 2.65351e-05-0j -0.00225028-0j -1.33945e-06-0j 0.0194065-0j 0.00128688-0j -0.000205991-0j -0.00108145-0j -0.00026759-0j 0.000165825-0j 1.21116e-06-0j 0.00435481-0j 0.000185746-0j -0.000178393-0j -0.00183735-0j -3.15357e-05-0j 0.000143609-0j 0.00100526-0j -0.000883-0j 0.000160861-0j -2.10238e-05-0j 0.00355569-0j -0.000265198-0j -1.4394e-06-0j 1.69244e-05-0j 0.0053535-0j 1.89576e-05-0j 0.000820792-0j -0.00012745-0j -0.000229669-0j 0.000513219-0j -9.59602e-07-0j 0.00313171-0j 7.72491e-07-0j -0.000110375-0j 0.000444461-0j -2.70667e-05-0j 0.000118471-0j 8.65292e-07-0j 0.00437111-0j -1.30078e-05-0j 0.000102599-0j 5.23802e-05-0j 0.000630916-0j -1.23542e-06-0j 0.00255703-0j -5.93723e-07-0j 1.20914e-05-0j 0.000546389-0j 0.000369075-0j 2.39082e-06-0j 0.000319629-0j 6.43926e-05-0j 5.51894e-07-0j 3.76686e-05-0j 2.9391e-06-0j 1.71933e-06-0j 
0.0600399-0j 0.0606621-0j 0.646614-0j -0.411529-0j -0.240059-0j 0.00432757-0j -0.0593776-0j -0.00981653-0j 0.00309176-0j 0.13469-0j 0.00441772-0j -0.0424214-0j -0.0606146-0j 0.00182222-0j -0.0250022-0j 0.00315842-0j -0.0262586-0j -0.00665771-0j 0.00356782-0j -0.00566402-0j -0.0296622-0j -0.00572271-0j -0.00752068-0j 0.00254897-0j 0.0470897-0j 0.00210279-0j 0.0475777-0j 0.0119393-0j -0.0211917-0j 0.012063-0j 0.000671853-0j -0.00537303-0j -0.0174823-0j -0.00443253-0j -0.00558568-0j -0.00141621-0j 0.00249538-0j -0.0195597-0j 0.000254684-0j 0.00276188-0j -0.00494192-0j -0.000585474-0j 0.00218346-0j -0.0216486-0j -0.0071161-0j 0.00220609-0j 0.000281884-0j -0.0054697-0j -0.0049529-0j -0.0171148-0j -0.000648001-0j 0.0557786-0j 0.000900631-0j 0.000222848-0j -0.0172921-0j -0.00288919-0j -0.000726284-0j 0.000225158-0j -0.00432418-0j 0.0015761-0j 0.0388226-0j 0.0140929-0j 0.000919395-0j -0.00436899-0j -0.00051229-0j -0.000505504-0j -0.00705947-0j 0.0226465-0j 0.0016696-0j 0.000239847-0j -0.000517598-0j 9.19203e-05-0j -0.000294877-0j 0.00980885-0j -0.0123541-0j 0.000160861-0j -0.00178363-0j 0.00116206-0j 0.00572183-0j -0.00720655-0j 9.38353e-05-0j -0.00312136-0j -0.000211309-0j 0.000677871-0j -0.00188-0j -0.00182079-0j -0.00036979-0j 2.44792e-05-0j -0.000215711-0j -0.000474998-0j -5.62735e-05-0j 0.00206508-0j -0.0156728-0j 0.00225365-0j 0.000272098-0j -0.00373339-0j -0.0015996-0j -0.000573561-0j 0.00174567-0j -0.017104-0j -4.37542e-05-0j 0.00176376-0j -0.00309841-0j 0.000296945-0j -0.00407431-0j 0.00197195-0j -0.0132487-0j -0.00174567-0j -0.00642675-0j 0.0011503-0j -0.013386-0j -0.000625936-0j 0.0235153-0j 0.000230012-0j -0.00221361-0j -4.77497e-05-0j 0.000232396-0j -0.00315595-0j -0.00316297-0j -0.000408252-0j -0.014966-0j 0.000813386-0j -0.00135219-0j -0.00130466-0j -0.00318865-0j 0.00560153-0j 0.0487756-0j -0.00873017-0j -0.0013662-0j 0.000821815-0j -0.000484848-0j 0.000259827-0j 0.0168001-0j 0.00240002-0j 0.000371335-0j -0.000489873-0j -3.69868e-05-0j -0.000846799-0j -0.00356502-0j 0.000151566-0j 0.000860563-0j 0.0240052-0j -3.737e-05-0j 8.18718e-05-0j -0.000291669-0j 0.0116187-0j -0.00617316-0j -0.00152746-0j -0.0020796-0j 6.56483e-05-0j 0.00990164-0j 0.00400193-0j 0.00497814-0j -0.000416757-0j -0.000547694-0j -0.000891019-0j -0.00623713-0j 0.000107173-0j 0.00171466-0j 0.00178499-0j -0.000171904-0j 0.00571823-0j -4.1781e-05-0j -0.000319488-0j -0.00281824-0j 0.000614816-0j 0.000108284-0j -0.0014705-0j 0.00245002-0j 0.00235865-0j 0.000136168-0j -0.000621363-0j -2.43722e-05-0j -0.000630046-0j 0.00101058-0j 0.000878492-0j -0.00148574-0j 4.69014e-05-0j 4.89277e-05-0j -0.000225912-0j -0.000636575-0j 0.000362359-0j -0.000671327-0j 6.7016e-05-0j 1.07876e-05-0j -1.72338e-05-0j -0.000228253-0j -0.000287635-0j -0.000148014-0j 2.76427e-05-0j -6.34176e-05-0j -0.000103136-0j -1.74124e-05-0j -2.27393e-05-0j -7.86775e-06-0j -1.73467e-06-0j 
0.0714461-0j 0.072094-0j 0.411529-0j -0.00969258-0j -0.576476-0j -0.00535509-0j 0.073476-0j -0.000123656-0j 0.0111841-0j 0.00169665-0j -0.00504889-0j -0.153455-0j 0.0692747-0j 0.00658612-0j -0.0903667-0j -0.00390835-0j 0.0324934-0j 0.00823849-0j -8.73827e-05-0j 0.00346654-0j 0.000726486-0j 0.00349797-0j 0.000184196-0j 0.000182499-0j -0.0288202-0j -0.00485598-0j -0.0290816-0j -0.00730719-0j -0.00151727-0j -0.00737345-0j 0.00324323-0j -0.000384694-0j 0.0403718-0j 0.010236-0j -0.0269637-0j -0.00683647-0j -0.00308788-0j 0.0242039-0j -0.000315155-0j -6.76439e-05-0j 0.00611531-0j 0.000724487-0j 0.00259827-0j 0.000530217-0j -0.00180126-0j 0.00262183-0j -6.90387e-06-0j 0.000133964-0j 5.99972e-05-0j -0.0203662-0j 1.58708e-05-0j 0.0141189-0j 0.00544414-0j 0.000265185-0j -0.0205509-0j 0.0035684-0j -0.000183841-0j 0.00026759-0j -0.00514567-0j -0.0054757-0j -0.00047028-0j 0.00356726-0j -0.00319556-0j -0.00519234-0j -0.000609613-0j 6.12344e-06-0j -0.0426732-0j -0.0279704-0j 0.000422617-0j 0.00144873-0j -0.000615141-0j 0.00055564-0j 0.000364198-0j -0.00011882-0j 0.0429205-0j -0.000558861-0j -0.0107817-0j -1.40767e-05-0j -0.00706694-0j 0.025048-0j -0.000326146-0j 0.0108442-0j -0.00127732-0j -0.000837227-0j -0.0113557-0j 0.00632856-0j 0.00128472-0j 0.00014786-0j 0.000749751-0j -0.0028691-0j -0.000339905-0j -0.0025554-0j 0.0193941-0j -5.51963e-05-0j -0.000336704-0j 0.00461984-0j 0.0019794-0j 0.000709745-0j 0.00207731-0j 0.00041891-0j 5.41431e-05-0j 0.00209615-0j -0.00197195-0j -7.27275e-06-0j 9.97878e-05-0j 4.64444e-05-0j -0.0157657-0j 4.27548e-05-0j -3.21978e-05-0j 0.00276233-0j -0.0159086-0j 1.53304e-05-0j 0.014966-0j 0.00027371-0j 0.00411841-0j 1.16948e-06-0j 0.000276192-0j -0.00375551-0j -0.00185919-0j -0.000259827-0j -0.000352488-0j 9.73149e-05-0j -0.00160908-0j 0.00242526-0j -0.00378956-0j 0.00356502-0j 0.000244364-0j -0.0209646-0j -0.00162367-0j -0.00576914-0j -0.000576958-0j 6.11959e-06-0j -0.0312565-0j 0.00152746-0j -0.00172379-0j -0.000582191-0j -4.40134e-05-0j -4.24244e-06-0j -8.39656e-05-0j 0.000363969-0j 0.000547694-0j 0.0141103-0j -4.44125e-05-0j 0.000593831-0j 0.000542648-0j 5.82095e-05-0j -0.000738567-0j -3.59757e-05-0j -0.00499394-0j 4.1781e-05-0j -0.0184064-0j -0.00744556-0j 2.49403e-05-0j -0.00024497-0j -1.28996e-05-0j -0.00213969-0j 0.0437846-0j 1.28224e-05-0j -0.00319011-0j 8.94273e-06-0j 0.000319556-0j 0.00336118-0j -9.84051e-07-0j -0.000767219-0j 0.0130827-0j -0.00114386-0j -0.00076015-0j -0.000175933-0j 0.00144012-0j -0.00438455-0j 6.82198e-07-0j -0.00450685-0j -5.85274e-05-0j -7.53797e-05-0j -0.00187859-0j 0.000516378-0j 0.0104299-0j -8.72597e-05-0j -0.00022713-0j -2.70285e-05-0j 0.00446875-0j -0.000673598-0j 0.0031164-0j 3.9392e-05-0j 7.8244e-05-0j -2.06188e-06-0j 0.00160234-0j 0.00133524-0j -0.00107357-0j -5.13856e-05-0j -0.000459979-0j 0.000478772-0j 0.000122235-0j -0.000164932-0j 3.65232e-05-0j -1.25819e-05-0j 
0.0433391-0j 0.0386911-0j -0.240059-0j 0.576476-0j -0.662274-0j 0.0031238-0j -0.042861-0j -0.00707247-0j 0.00223175-0j 0.0970398-0j 0.00281768-0j -0.0306214-0j -0.0386608-0j 0.00160945-0j -0.0220829-0j 0.00227987-0j -0.0189545-0j -0.00480579-0j -0.00499785-0j 0.00210279-0j 0.0415513-0j 0.00187727-0j 0.0105351-0j -0.00357064-0j -0.0174823-0j 0.0058012-0j -0.0156074-0j -0.00443253-0j 0.0296857-0j -0.00395715-0j -0.00609223-0j 0.00752663-0j -0.0482302-0j -0.0122285-0j 0.0506498-0j 0.012842-0j 0.00180126-0j -0.0141189-0j 0.000183841-0j -0.00386889-0j -0.00356726-0j -0.000422617-0j 0.0015761-0j 0.0303257-0j 0.00105074-0j 0.00140707-0j -0.000394867-0j 0.00766204-0j -0.0035684-0j -0.0123541-0j 0.000907729-0j -0.00823605-0j 0.00065011-0j 0.000160861-0j -0.0110291-0j 0.00409949-0j 0.00010724-0j 0.000143609-0j -0.00312136-0j 0.00100526-0j 0.0279704-0j -0.0020809-0j 0.000812043-0j -0.0027866-0j -0.00036979-0j -0.000364198-0j -0.0050958-0j -0.0321333-0j -0.000246527-0j -0.0074768-0j -0.000330131-0j 6.63516e-05-0j 0.000418402-0j 0.00706694-0j -0.00787959-0j 0.000102599-0j -0.00128749-0j 0.000837227-0j -0.00811872-0j -0.00636508-0j 8.28787e-05-0j -0.00199084-0j -0.000152531-0j -0.000961833-0j 0.0586059-0j -0.00160819-0j -0.000235857-0j -0.000763098-0j -0.000190524-0j 0.0148072-0j 0.00175423-0j 0.00149065-0j -0.0113132-0j -0.00315695-0j 0.00019641-0j -0.0026949-0j -0.00115465-0j -0.000414018-0j 0.00126009-0j 0.0239595-0j -3.15835e-05-0j 0.00112495-0j 0.0011503-0j -0.000415965-0j 0.00570736-0j -0.00276233-0j -0.00956342-0j 0.00244536-0j -0.00184155-0j 0.00317346-0j -0.00853776-0j 0.000876821-0j -0.00873017-0j 0.000166032-0j 0.000821815-0j 6.68885e-05-0j 0.000148225-0j -0.00227808-0j 0.00103758-0j 0.000151566-0j 0.0209646-0j -0.0011394-0j -0.000976062-0j 0.00059266-0j -0.00203376-0j -0.0020796-0j 0.0139764-0j -0.0240848-0j -0.000871382-0j 0.00226723-0j -0.000349982-0j -0.000363969-0j -0.00623713-0j -0.000891019-0j -0.0033672-0j -0.000312447-0j -2.66985e-05-0j -0.000242646-0j 0.00499394-0j 0.000418139-0j -0.000319488-0j -0.00787464-0j -2.38351e-05-0j -0.00569107-0j 0.000108284-0j 0.00332929-0j 0.00864746-0j 0.00213969-0j -0.0057372-0j -2.43722e-05-0j -0.00449797-0j -0.00148574-0j 0.00142646-0j 0.000136713-0j 0.000767219-0j -0.00245815-0j -0.017207-0j -0.00015013-0j -0.000636575-0j 0.000511479-0j 7.80897e-05-0j -0.0018758-0j 5.85274e-05-0j -0.000881405-0j 0.0255552-0j -0.000228253-0j 0.000298733-0j 0.00205989-0j -0.000803702-0j -0.00107145-0j 3.90183e-05-0j 0.0431922-0j -6.72382e-05-0j 0.000882578-0j -0.000459072-0j -0.00028818-0j -0.00409885-0j -1.74124e-05-0j -0.000443667-0j 0.000316462-0j -0.00175618-0j -0.000164607-0j 0.00608746-0j -2.19839e-05-0j -0.000749865-0j 2.41413e-05-0j -0.000629706-0j 0.00260822-0j 0.0102887-0j -1.25571e-05-0j 0.00440828-0j 0.000935217-0j -4.80373e-05-0j 0.00158066-0j 7.13432e-05-0j 0.000120581-0j 
0.0367437-0j 0.0371245-0j 0.00432757-0j 0.00535509-0j 0.0031238-0j 0.737677-0j -0.00111936-0j -0.293906-0j -0.17998-0j 0.000445977-0j -0.257168-0j 0.000273104-0j 0.00039023-0j -0.106076-0j 0.000160962-0j 0.00193292-0j -0.0325022-0j 2.84745e-05-0j -0.00639367-0j 0.00178279-0j 0.10751-0j 0.00180126-0j -9.41876e-05-0j 0.00155994-0j -0.0299778-0j 0.00128688-0j -0.0302885-0j 2.62629e-05-0j -0.0262306-0j 2.65351e-05-0j 0.000411166-0j 2.29801e-05-0j -0.0216391-0j 1.89576e-05-0j -0.0069138-0j 6.05704e-06-0j 0.00152714-0j 0.000254524-0j -0.0298076-0j 0.00169024-0j -0.00302631-0j 1.87475e-06-0j -0.00391285-0j 0.000281706-0j 0.000890834-0j -0.0039534-0j -0.0329909-0j -0.00334951-0j 0.00155896-0j -0.000652141-0j 2.07496e-06-0j 0.000148472-0j 0.000551175-0j 0.0763729-0j -0.000658899-0j 0.000909393-0j -0.0173877-0j 0.0771643-0j 0.00775402-0j 0.000964557-0j 0.000259827-0j -0.00176535-0j 0.000562658-0j 0.00783437-0j -4.80347e-06-0j -0.0304285-0j 9.18626e-05-0j 0.000151566-0j 1.0936e-06-0j 0.000146783-0j -4.85325e-06-0j -0.0107581-0j -0.01775-0j -0.00308936-0j 0.000160759-0j -0.0188267-0j -0.00109225-0j 1.9138e-06-0j -0.00180213-0j 9.37764e-05-0j -0.0109822-0j -0.00191144-0j 6.76632e-07-0j 1.11639e-06-0j 2.44639e-05-0j -0.00111501-0j 1.18411e-06-0j -0.00286499-0j 6.90728e-07-0j -0.000290878-0j 1.80193e-07-0j 0.0012638-0j 0.000203945-0j 0.00137921-0j -0.0158395-0j 2.40352e-05-0j -0.0039807-0j -0.000233338-0j 0.00106833-0j 0.000222569-0j 1.11967e-07-0j 0.0010794-0j -0.00285574-0j -0.017286-0j 2.623e-05-0j -0.0035338-0j 0.000172401-0j -0.0043442-0j 0.000804538-0j -0.00206139-0j 0.000174187-0j -0.000254646-0j -0.000460844-0j -0.0133896-0j 0.00069675-0j 1.22192e-07-0j -0.0135284-0j 2.03176e-05-0j 0.000995564-0j 0.0357918-0j -0.000570265-0j 0.000497782-0j -0.00336501-0j 0.000410649-0j 2.05282e-05-0j -5.4311e-05-0j 0.000129832-0j -0.000332655-0j -0.00339988-0j 0.000502941-0j -0.000197248-0j 0.0442901-0j 0.000112438-0j 0.00899498-0j 0.000227253-0j -0.000199292-0j 9.46492e-08-0j -0.0100835-0j -6.72064e-05-0j 0.0258359-0j 0.000527263-0j 0.000160659-0j 9.56301e-08-0j 5.01045e-05-0j -0.00873254-0j 1.53008e-05-0j 8.03293e-05-0j 0.0111307-0j -3.92037e-05-0j -2.53006e-07-0j 6.62683e-05-0j 1.32509e-05-0j -0.00253412-0j -0.0124777-0j 0.000652454-0j 0.00649292-0j 8.11617e-05-0j -0.00623883-0j -0.00219461-0j -0.000148544-0j -0.00514677-0j 1.89338e-05-0j -3.13079e-07-0j 0.000380598-0j 3.66728e-05-0j -0.000128643-0j -0.00630348-0j 9.46689e-06-0j -0.00313581-0j 7.80979e-06-0j 7.12784e-08-0j 8.08558e-06-0j -1.8263e-07-0j -0.00156791-0j -0.00129346-0j -0.000183813-0j 9.565e-06-0j 6.17289e-08-0j -0.00284822-0j -9.19067e-05-0j -0.00158415-0j -7.58191e-05-0j 4.32193e-06-0j 8.82026e-08-0j -0.000627973-0j 4.41013e-08-0j -9.28591e-05-0j -0.000715797-0j 9.52895e-07-0j 3.63817e-08-0j -0.000157818-0j -4.19582e-05-0j 4.45583e-08-0j -9.25091e-06-0j 2.01336e-08-0j 4.43904e-09-0j 
-0.00530349-0j -0.00535845-0j 0.0593776-0j 0.073476-0j 0.042861-0j 0.00111936-0j 0.714554-0j -0.000445977-0j -0.000273104-0j -0.284693-0j -0.00039023-0j -0.174338-0j -0.249106-0j -0.000160962-0j -0.102751-0j -0.000278992-0j 0.00468831-0j -0.055707-0j 0.000922847-0j -0.000257323-0j -0.0155079-0j -0.00025999-0j 0.184267-0j -0.000225158-0j 0.00432418-0j -0.000185746-0j 0.00436899-0j -0.0513803-0j 0.00378365-0j -0.0519128-0j -5.93467e-05-0j -0.0449578-0j 0.00312136-0j -0.0370883-0j 0.000997288-0j -0.0118499-0j -0.000220424-0j 0.00349227-0j -2.2497e-05-0j -0.000243965-0j -0.0203097-0j -0.00738715-0j 0.000564771-0j 0.00386523-0j -0.000128581-0j 0.000570624-0j -2.48996e-05-0j -0.0224787-0j -0.000225016-0j -0.00894788-0j -0.00817608-0j 0.00203716-0j -7.95553e-05-0j 5.76417e-05-0j -0.00904061-0j -0.00013126-0j -1.31232e-05-0j 5.8239e-05-0j 0.0520374-0j -0.000139222-0j 0.00356502-0j -0.0118473-0j -8.12127e-05-0j 0.0525767-0j 0.0189274-0j -2.29656e-05-0j 0.00126043-0j 0.0020796-0j -0.00430917-0j -2.11863e-05-0j 0.0191235-0j -8.11958e-06-0j -1.33966e-05-0j -0.0207328-0j 0.00220575-0j -1.42093e-05-0j -0.00733015-0j -0.00754105-0j -0.0120941-0j 0.00128668-0j -8.28874e-06-0j -0.0128278-0j -0.00266616-0j -0.00439895-0j 0.000335663-0j -0.00748286-0j -0.00466579-0j -2.16232e-06-0j -0.00272171-0j -0.00195209-0j -0.000710025-0j -0.000182414-0j 0.00279828-0j -0.000199071-0j -2.40352e-05-0j -0.015343-0j 0.000285599-0j -0.00479915-0j -0.0001542-0j 0.00305381-0j -0.000737892-0j -0.000155798-0j 0.000412191-0j -2.623e-05-0j -0.0167441-0j 0.000510061-0j 0.00236547-0j 0.000311679-0j -0.000116125-0j 0.000297535-0j 0.00238999-0j -0.0052374-0j -0.00632314-0j -2.03176e-05-0j -0.000100567-0j -0.000805274-0j -2.05282e-05-0j -0.0129699-0j -0.000143697-0j 5.4311e-05-0j -0.00782448-0j -7.18487e-05-0j 0.000241425-0j -5.92721e-05-0j -0.0131043-0j 0.0346698-0j 0.00178139-0j -0.00456428-0j 0.000243927-0j -7.25932e-05-0j -0.00405687-0j 6.72064e-05-0j 0.00154273-0j -0.000645352-0j -3.28011e-05-0j -0.00409891-0j -0.000623763-0j -1.53008e-05-0j 0.0429017-0j 3.92037e-05-0j 0.0108444-0j 0.00220436-0j -0.000630227-0j -7.23197e-06-0j -1.32509e-05-0j -0.00976739-0j 0.00110218-0j -0.000798583-0j 0.025026-0j 0.00166738-0j 0.000909252-0j -0.00845881-0j 0.000181813-0j -1.89338e-05-0j 0.0134193-0j -0.00046584-0j 0.0011136-0j -9.46689e-06-0j 0.000157454-0j -0.00305515-0j -7.80979e-06-0j -0.0120865-0j 0.00206327-0j 0.0078279-0j 0.000503179-0j -0.00264584-0j -9.565e-06-0j -0.00604327-0j 0.000224982-0j -0.00498544-0j -0.000469743-0j 0.00011094-0j 0.00120358-0j 0.000112491-0j 9.28001e-05-0j -0.00378055-0j -0.00610589-0j -0.00040681-0j -4.32193e-06-0j -0.00189028-0j 0.000113657-0j -0.0015594-0j -0.00275894-0j -0.000581278-0j -9.52895e-07-0j -0.000290639-0j -0.00190986-0j 5.13555e-05-0j -0.000608288-0j -0.000239765-0j 1.13228e-05-0j -0.000862969-0j -0.000293651-0j -0.000190267-0j -0.000132686-0j -2.92544e-05-0j 
