-0.0201921-0j -0.104058-0j 0.100974-0j -0.0600399-0j -0.00866601-0j -0.00147049-0j 0.0841048-0j -0.000212247-0j 0.0121395-0j -0.042428-0j -0.00750027-0j -0.000979713-0j -0.000625023-0j -0.030312-0j 0.0415974-0j -0.00017319-0j -0.00535845-0j 0.0521813-0j -1.44325e-05-0j 0.00735345-0j -0.000446538-0j 0.000612787-0j 0.00922444-0j 0.000768703-0j -0.0328439-0j -0.00547398-0j -0.000734323-0j -0.00335212-0j -0.000684248-0j -0.030293-0j -4.03197e-05-0j 0.0293953-0j -0.000122387-0j -0.000524626-0j -7.49466e-05-0j -0.00504883-0j -1.52984e-05-0j 0.0424348-0j -0.00309176-0j 0.00489922-0j -9.01467e-07-0j 0.0272546-0j -8.74377e-05-0j 0.00300015-0j -0.000631103-0j -5.35444e-05-0j 0.00707247-0j 0.000612402-0j -3.71881e-05-0j -1.09297e-05-0j 0.00433099-0j 3.60861e-05-0j 0.00454243-0j 0.00278166-0j -6.44039e-07-0j 0.000884059-0j 5.20937e-05-0j 0.000567803-0j 3.34581e-05-0j -0.0268001-0j -0.00432485-0j -0.00058709-0j -0.00353122-0j -0.000509688-0j -0.0234501-0j -0.000441403-0j -0.0156334-0j -9.47412e-05-0j 0.0227552-0j -5.20198e-05-0j -2.37437e-06-0j -0.000541491-0j -7.73559e-05-0j -0.00378424-0j -0.00967267-0j -1.11654e-05-0j 0.0309706-0j -0.00252283-0j 0.00367211-0j 0.0162571-0j -9.66948e-06-0j -0.00308982-0j -1.13956e-06-0j 0.0288408-0j -0.00205988-0j -8.73827e-05-0j 0.00299826-0j -0.000445977-0j 0.0125737-0j -5.20135e-08-0j -0.000297318-0j -0.000386227-0j -0.00156092-0j 0.000432762-0j 0.00499785-0j -0.000257485-0j -7.13477e-05-0j 0.000374783-0j -4.55173e-05-0j 0.00262348-0j -0.00127449-0j -3.03449e-05-0j -1.02982e-05-0j 0.00408073-0j 4.41686e-05-0j -2.07757e-06-0j 0.00465416-0j 0.00214206-0j -8.91846e-06-0j -0.000183956-0j -1.38505e-06-0j 0.000589003-0j 0.00202907-0j 2.01601e-06-0j -0.000159311-0j -1.05105e-06-0j 0.000510091-0j 0.00380011-0j 0.00030918-0j 0.000267758-0j -1.87749e-05-0j 0.000548499-0j 0.00165673-0j -4.79737e-08-0j 6.01148e-05-0j 3.15555e-05-0j 0.000475014-0j -8.56955e-07-0j 0.000239129-0j 2.74385e-06-0j 0.000207091-0j 5.59809e-05-0j 1.44031e-06-0j 2.4406e-05-0j 2.55517e-06-0j 1.11397e-06-0j 
0.104058-0j 0.480018-0j -0.504335-0j 0.00612395-0j -0.0840253-0j -0.00728736-0j 0.0044205-0j 0.0999883-0j -0.0606527-0j 0.00432757-0j -0.0359787-0j 0.00504883-0j -0.00912217-0j -0.00903813-0j -0.00424829-0j -0.0419751-0j 0.0751415-0j 0.00182222-0j -0.0106425-0j 0.0353196-0j 0.0190517-0j 0.00895507-0j -0.0151496-0j -0.00384109-0j 0.00335001-0j -0.0262586-0j 0.00378424-0j 0.000341909-0j -0.00663444-0j -0.00297132-0j -0.000785989-0j 0.00312184-0j -0.0296622-0j -0.0079034-0j 0.000386227-0j 0.0232903-0j -0.0074944-0j -0.00214481-0j -0.000303259-0j -0.0244701-0j -0.000887869-0j 0.000712608-0j 0.0619497-0j 0.000318621-0j 0.00588447-0j -0.000806637-0j 0.0168118-0j -0.00618257-0j 0.000697139-0j 0.0156521-0j -0.000218904-0j -0.000732455-0j -0.00558568-0j 7.27302e-05-0j 0.00185432-0j 0.00424763-0j 0.000503221-0j -0.00141126-0j -0.000167194-0j 0.00273356-0j -0.0207462-0j 0.00302549-0j 0.000360178-0j -0.00494192-0j -0.00230013-0j -0.0021174-0j 0.00159457-0j -0.0229618-0j 0.00241665-0j -0.000759226-0j -5.79177e-05-0j -0.00268348-0j 0.000398643-0j 0.0174567-0j -0.00481945-0j -0.0054697-0j 0.00162779-0j -0.012102-0j -0.0183411-0j -0.00504717-0j -0.00234353-0j -0.000303068-0j -0.000840309-0j -0.000968519-0j 0.000210104-0j 0.0203662-0j 0.000318421-0j 0.00415833-0j 0.000262739-0j -6.41032e-05-0j -0.00288278-0j 0.00178167-0j 0.036577-0j -0.00436899-0j -0.0123541-0j -0.00123515-0j -0.00035358-0j -0.00187193-0j 0.000638844-0j 0.0383053-0j -0.000635018-0j -0.000442882-0j 0.00485139-0j 0.000214481-0j -0.000671207-0j 4.87344e-05-0j 0.00735054-0j -0.000665024-0j 0.00207861-0j 0.00871294-0j -3.37854e-05-0j -0.00294284-0j -0.00199405-0j -5.12032e-05-0j 0.00373312-0j 0.000745318-0j -0.00126088-0j -0.000127614-0j 0.00912464-0j 0.00390952-0j 0.00133857-0j 0.00175096-0j 3.46189e-05-0j 5.68568e-05-0j -0.000452109-0j 0.00140182-0j 0.000750211-0j 0.000102113-0j -0.000474998-0j -3.44892e-05-0j -0.000203517-0j 0.000269-0j 0.000106938-0j -7.29739e-05-0j 2.05207e-05-0j -5.56683e-06-0j 
0.100974-0j 0.504335-0j -0.509162-0j -0.00618741-0j 0.0848961-0j 0.00735345-0j -0.00394641-0j -0.100895-0j 0.0541478-0j -0.00437241-0j 0.0363515-0j 0.00489922-0j 0.0092167-0j -0.0031238-0j 0.00446001-0j -0.0407313-0j 0.0259708-0j -0.00863112-0j -0.0103272-0j -0.0370798-0j 0.00658473-0j -0.00940135-0j 0.0717577-0j 0.0181937-0j -0.00338473-0j 0.0265307-0j 0.00367211-0j -0.000345452-0j 0.0067032-0j -0.00312184-0j 0.000794134-0j 0.00315172-0j -0.0287833-0j 0.00262348-0j 0.000374783-0j 0.0244701-0j -0.00727233-0j -0.00199115-0j -0.000318621-0j -0.0247043-0j -0.00086156-0j -0.00749804-0j -0.0205638-0j 0.000321671-0j 0.00618257-0j 0.000267758-0j 0.0156074-0j -0.00624174-0j 0.000732455-0j -0.0051956-0j -0.000203221-0j -0.000739465-0j 0.0587724-0j -0.000765266-0j -0.000615528-0j 0.00394332-0j 0.000467169-0j 0.0148493-0j 0.00175921-0j -0.00276188-0j 0.0209612-0j 0.00293584-0j -0.00036391-0j 0.00499313-0j -0.00241665-0j 0.00213934-0j -0.0016111-0j -0.0222814-0j 0.00243978-0j 0.000767094-0j 5.85179e-05-0j 0.00270782-0j 0.000386831-0j 0.0183411-0j -0.000996816-0j -0.00530762-0j -0.00145322-0j 0.0122274-0j -0.0185166-0j 0.00174306-0j -0.00227409-0j -0.000318421-0j -0.000815409-0j -0.00477045-0j -0.000212281-0j -0.0205509-0j 0.000321469-0j 0.00436899-0j -0.00479469-0j -6.22037e-05-0j 0.00291266-0j 0.00187193-0j 0.0075653-0j -0.0044108-0j 0.0110291-0j 0.00124795-0j 0.000356786-0j -0.00188984-0j 0.000671207-0j -0.0132289-0j -0.000131342-0j 0.000447472-0j -0.00489538-0j -0.000191478-0j -0.000677632-0j 5.12032e-05-0j 0.0362052-0j 0.000229669-0j -0.00209746-0j 0.00180212-0j 3.41355e-05-0j 0.00262723-0j 0.0363891-0j -5.16933e-05-0j 0.00077213-0j -0.000752077-0j 0.00112566-0j -0.000628562-0j -0.00315123-0j -0.00135017-0j 0.000276859-0j 0.00862436-0j -0.000631756-0j -5.73724e-05-0j 0.000403621-0j -0.000484123-0j 0.00369517-0j 2.11202e-05-0j 0.00866819-0j 3.07903e-05-0j 0.00371395-0j 0.00132496-0j -3.69315e-05-0j 0.00133169-0j 0.000101075-0j 0.000101588-0j 
0.0600399-0j 0.00612395-0j 0.00618741-0j 0.653493-0j -0.00099162-0j -0.415907-0j -0.242612-0j 0.000631103-0j 0.000368144-0j 0.00249695-0j -0.0419866-0j -0.00566402-0j 3.67836e-05-0j 0.00178391-0j 0.00254897-0j 0.0952412-0j -0.0299966-0j 0.0010514-0j -8.34389e-05-0j -0.0428613-0j 2.62795e-05-0j 3.75499e-05-0j -0.0176794-0j 1.54885e-05-0j 0.00193292-0j 0.000322153-0j 0.00218346-0j -0.0377276-0j -0.00383042-0j -0.00346631-0j 2.37288e-06-0j -0.00350223-0j 0.00036391-0j 0.00155994-0j -0.0426179-0j -0.000577718-0j -0.00432692-0j 0.00128688-0j 0.0676572-0j -0.000583705-0j 2.68045e-06-0j 0.000411166-0j 0.00025999-0j 0.0683583-0j 0.00686912-0j -0.0304477-0j 0.000214481-0j 0.00694031-0j -4.2553e-06-0j -0.0030913-0j -0.025118-0j -4.2994e-06-0j 6.85276e-05-0j -0.00802534-0j 1.91501e-06-0j -0.00255019-0j 1.5798e-06-0j -0.0008148-0j 5.04754e-07-0j 0.00157723-0j 0.000254524-0j 0.00174567-0j -0.0197678-0j 2.99959e-05-0j 0.00138007-0j -0.00496793-0j -0.00449779-0j 0.000281706-0j 0.00139438-0j -0.000291207-0j 1.39735e-07-0j -0.00313052-0j -0.0218789-0j 0.000222708-0j 0.000569252-0j 3.31994e-05-0j -0.00182614-0j -0.000725828-0j 0.000225016-0j 0.00099619-0j -0.00549849-0j -0.0172968-0j -0.000322307-0j 0.000581111-0j 0.056372-0j -0.000505186-0j -0.0174761-0j 2.62464e-05-0j 0.000151597-0j 1.54659e-07-0j -8.55396e-05-0j -0.00434694-0j 9.18626e-05-0j 2.65184e-05-0j -0.000294692-0j 0.0141671-0j 0.0392356-0j -0.00439198-0j -0.000254806-0j 0.000160759-0j -0.00713457-0j 0.000830437-0j -5.95367e-05-0j 0.0228875-0j -0.000257447-0j 1.22268e-07-0j 9.37764e-05-0j -0.0124855-0j 0.00986047-0j 1.08261e-05-0j -3.98484e-07-0j -3.47298e-05-0j 2.44639e-05-0j 1.23535e-07-0j -0.00179302-0j 0.000577996-0j 0.00575194-0j -0.00728321-0j 1.89457e-05-0j -0.00313778-0j -0.000105102-0j 1.10517e-05-0j -0.0019-0j -2.7735e-07-0j 0.000337164-0j -0.000183929-0j -0.00183037-0j 5.04332e-08-0j 2.8831e-06-0j -1.61788e-07-0j -0.000477498-0j -0.000107292-0j 8.8258e-08-0j -2.79897e-05-0j 5.14838e-08-0j 1.34308e-08-0j 
-0.00866601-0j 0.0840253-0j 0.0848961-0j 0.00099162-0j 0.633008-0j -0.000631103-0j -0.000368144-0j -0.40287-0j -0.235007-0j -0.000360404-0j 0.00605639-0j 0.000817531-0j -0.0719627-0j -0.000257485-0j -0.000367912-0j -0.0137382-0j 0.00432689-0j -0.000151756-0j 0.163238-0j 0.00618257-0j -0.0514126-0j -0.0734619-0j 0.00255018-0j -0.0303015-0j -0.000278992-0j 0.00442018-0j -0.000315155-0j -2.84745e-05-0j -0.0257061-0j 0.000500319-0j -0.00934996-0j 0.000505504-0j 0.00499313-0j -0.000225158-0j -3.21654e-05-0j -0.00792675-0j -0.0290381-0j -0.000185746-0j 5.10636e-05-0j -0.00800889-0j -0.0105619-0j -5.93467e-05-0j 0.00356726-0j 5.15927e-05-0j 0.0460989-0j -2.29801e-05-0j 0.00294284-0j 0.0465766-0j 0.0167673-0j -0.0207458-0j -1.89576e-05-0j 0.0169411-0j 0.000940252-0j -6.05704e-06-0j -0.00754579-0j -0.0171144-0j -0.00622496-0j -0.00546814-0j -0.0019889-0j -0.000227653-0j 0.00349227-0j -0.000251966-0j -2.99959e-05-0j -0.0191481-0j -0.000199197-0j 0.000356428-0j 0.0006492-0j 0.00386523-0j -0.000201261-0j -0.00598936-0j -0.000920892-0j 0.000451852-0j -3.31994e-05-0j 0.00305573-0j -8.21644e-05-0j -0.0211931-0j 0.00026358-0j -0.00995892-0j 0.0030874-0j -0.000143788-0j 0.000394494-0j -2.62464e-05-0j -0.006629-0j -8.38761e-05-0j 8.55396e-05-0j -0.00693155-0j -2.65184e-05-0j -0.0167546-0j -2.18812e-05-0j -0.00101924-0j 0.0546049-0j 0.000311875-0j 0.00126043-0j -0.0169283-0j -0.0040434-0j -0.00101643-0j 5.95367e-05-0j 0.000315106-0j -0.00524069-0j 0.00220575-0j -1.08261e-05-0j 0.0170799-0j 0.0380058-0j 3.47298e-05-0j -0.005295-0j -0.00080578-0j 0.00128668-0j -1.89457e-05-0j -0.000707448-0j -0.00691093-0j 0.00262611-0j 0.02217-0j 0.000335663-0j -0.000814131-0j 0.000128642-0j 0.0118878-0j -0.000412678-0j -1.10517e-05-0j -0.0120941-0j 0.000225123-0j -0.00216167-0j -0.00705491-0j -2.8831e-06-0j 0.00182781-0j 0.00693457-0j -0.00378293-0j 0.000131322-0j -0.000332367-0j -0.00184045-0j 0.00106622-0j 3.42585e-05-0j -0.00220671-0j -0.000581643-0j -0.000575674-0j -0.000339292-0j -8.85126e-05-0j 
-0.00147049-0j 0.00728736-0j 0.00735345-0j 0.415907-0j -0.000631103-0j -0.00979569-0j -0.582609-0j 1.48641e-05-0j 0.000884059-0j -0.00308982-0j 0.0519557-0j -7.13477e-05-0j -4.55173e-05-0j 0.0064531-0j -0.00291315-0j 0.00119972-0j -0.10851-0j 0.00380011-0j -1.05105e-06-0j 0.048985-0j 9.50631e-05-0j -4.29147e-05-0j -0.0638993-0j 5.59809e-05-0j -0.00239186-0j -0.000398643-0j -5.34772e-05-0j 0.0466855-0j 0.00473991-0j 0.00212148-0j -2.93629e-06-0j 0.00214072-0j -8.91286e-06-0j 0.000111687-0j 0.00104379-0j 0.00035358-0j 0.000105975-0j -0.0029718-0j -0.0414081-0j 0.000356786-0j -6.56494e-08-0j 0.00198482-0j 1.86145e-05-0j -0.0417836-0j -0.00420409-0j -0.00217997-0j -0.0004953-0j -0.00424222-0j 2.60436e-06-0j -0.000221328-0j 0.058005-0j 2.62798e-06-0j 0.000330803-0j -0.0387406-0j 1.37109e-07-0j 0.00588916-0j -3.64823e-06-0j -0.00393327-0j 2.43659e-06-0j -0.00195172-0j -0.000314957-0j -4.27549e-05-0j 0.0244614-0j -3.71181e-05-0j 0.00164226-0j 0.00614749-0j -0.0011385-0j -6.89954e-06-0j 0.00165715-0j 0.00036035-0j -1.72914e-07-0j 3.79217e-05-0j 0.000535858-0j 0.000265018-0j 0.00344102-0j -8.13118e-07-0j 0.00225543-0j -0.000183725-0j 0.000267421-0j -0.00346096-0j 0.000134669-0j -0.0205828-0j 7.89393e-06-0j -0.00201978-0j 0.0142691-0j 6.11959e-06-0j -0.0207695-0j 3.12327e-05-0j 0.000915682-0j -3.78789e-09-0j -2.16522e-05-0j -0.00517276-0j 0.000555291-0j 3.15159e-05-0j 0.000363969-0j 0.00358604-0j -0.000475283-0j -0.00521966-0j -0.000303214-0j -0.00055851-0j -0.0431271-0j 0.000210204-0j 7.21201e-07-0j -0.0282679-0j -0.000305963-0j 1.45497e-07-0j -0.000325941-0j 0.0433771-0j -0.000119445-0j 6.54417e-05-0j -1.00866e-07-0j 4.28942e-05-0j 0.000147767-0j 1.46816e-07-0j -0.0108385-0j -7.00157e-06-0j -0.00710413-0j 0.0253144-0j -6.58211e-05-0j 0.0109013-0j -0.000635323-0j -3.84125e-05-0j -0.0114765-0j 3.3597e-09-0j -0.000416426-0j 0.000639005-0j 0.00636187-0j 3.04859e-07-0j 1.74146e-05-0j 1.99821e-07-0j -0.0028842-0j 0.000372917-0j -3.06626e-07-0j -0.000169064-0j -1.78944e-07-0j 8.11253e-08-0j 
-0.0841048-0j 0.0044205-0j 0.00394641-0j -0.242612-0j 0.000368144-0j 0.582609-0j -0.66932-0j -0.000884059-0j 0.00101564-0j 0.00180239-0j -0.0303075-0j -0.00408073-0j 2.65518e-05-0j 0.00128769-0j 0.00162577-0j 0.068618-0j -0.0216527-0j 0.000928632-0j -6.01148e-05-0j -0.0273375-0j 1.89695e-05-0j 2.39498e-05-0j -0.0156151-0j 1.368e-05-0j 0.00139525-0j 0.000232542-0j -0.00305862-0j -0.0272332-0j -0.00276495-0j 0.00128688-0j 1.71283e-06-0j 0.00114887-0j -0.000509771-0j -0.00218519-0j 0.0596998-0j 0.000214481-0j 0.00606122-0j 0.00355026-0j -0.025118-0j 0.000191478-0j -3.75482e-06-0j -0.00372837-0j -0.000364198-0j -0.0224242-0j -0.00255019-0j 0.0426516-0j 0.00059171-0j -0.00227669-0j 1.5798e-06-0j 0.00433034-0j -0.0692958-0j 1.41037e-06-0j -0.000621395-0j 0.0727722-0j -2.68257e-06-0j -0.00703549-0j 4.35836e-06-0j 0.00738845-0j -4.57701e-06-0j 0.0011385-0j 0.000183725-0j -0.00244536-0j -0.0142691-0j 2.16522e-05-0j 0.00099619-0j -0.00358604-0j 0.000664127-0j -0.000394619-0j 0.000889351-0j -0.000210204-0j 1.00866e-07-0j -0.00225543-0j 0.0306484-0j 0.000160759-0j 0.000410907-0j -4.65063e-05-0j 0.00259112-0j 0.000107173-0j 0.000143518-0j 0.000635383-0j 0.00770236-0j -0.0124855-0j 0.000451493-0j 0.000513258-0j -0.00832367-0j -0.000363969-0j -0.0111465-0j 1.89457e-05-0j -0.00472577-0j -2.16648e-07-0j 1.26305e-05-0j -0.00313778-0j 6.63099e-05-0j 1.69138e-05-0j 0.000418139-0j -0.00209186-0j 0.0282679-0j -0.00280126-0j -0.000183929-0j 0.000102535-0j -0.00515001-0j -0.000122619-0j -4.28942e-05-0j -0.0324751-0j -0.000164203-0j 8.8258e-08-0j 8.28267e-05-0j -0.00796342-0j 0.00710413-0j 7.8147e-06-0j 5.88387e-08-0j 4.92782e-05-0j -0.000762619-0j 7.87925e-08-0j -0.00129427-0j 0.000416426-0j -0.00816145-0j -0.0064328-0j 1.20838e-05-0j -0.00200132-0j -7.58668e-05-0j 9.76122e-06-0j 0.0592293-0j -1.99821e-07-0j -0.000478404-0j -0.000117312-0j -0.00161665-0j 3.64046e-08-0j -8.98755e-05-0j 2.29561e-07-0j 0.0148852-0j -9.4764e-05-0j 5.62921e-08-0j 0.00087253-0j 4.54724e-08-0j -4.18683e-07-0j 
0.000212247-0j 0.0999883-0j 0.100895-0j 0.000631103-0j 0.40287-0j -1.48641e-05-0j -0.000884059-0j -0.00948863-0j -0.564346-0j 0.000445977-0j -0.0074944-0j 1.02982e-05-0j 0.0890492-0j -0.000931424-0j 0.000420477-0j -0.000173055-0j 0.0156521-0j -0.000548499-0j 0.00205626-0j -0.00706588-0j -0.18598-0j 0.0839576-0j 0.00921722-0j -0.10952-0j 0.000345235-0j -0.0054697-0j 7.71876e-06-0j 3.52354e-05-0j 0.0318097-0j -0.000306209-0j 0.01157-0j -0.000308986-0j -0.000122291-0j -1.61207e-05-0j 7.87793e-07-0j 0.00485139-0j 0.0007112-0j 0.000428942-0j -3.12523e-05-0j 0.00489538-0j 0.000258682-0j -0.000286483-0j 0.000255406-0j -3.15357e-05-0j -0.0282138-0j -1.64531e-06-0j -0.0067959-0j -0.0284696-0j -0.0102621-0j -0.00148534-0j 4.37787e-05-0j -0.0103551-0j 0.00453887-0j -2.92391e-05-0j -0.000540257-0j 0.0395223-0j 0.0143753-0j -0.0263963-0j -0.00960101-0j 0.000281706-0j -0.00432146-0j 6.17113e-06-0j 3.71181e-05-0j 0.0236946-0j -0.000237039-0j -0.000441057-0j 0.000164329-0j -9.4667e-05-0j -0.000239189-0j 0.00741145-0j 0.00113955-0j -5.47353e-06-0j 8.13118e-07-0j 0.00363626-0j -0.000496668-0j 0.00051906-0j -0.000325544-0j -0.00252085-0j 0.00366923-0j 0.000499547-0j -9.66191e-06-0j -3.12327e-05-0j 0.000162357-0j 0.00029153-0j 2.16522e-05-0j 8.39656e-05-0j -3.15159e-05-0j -0.0199376-0j -0.000132167-0j 2.49632e-05-0j 0.0138219-0j 0.000371124-0j 0.00761903-0j -0.0201184-0j 0.00499394-0j -0.000257283-0j -7.21201e-07-0j 0.000374489-0j -0.0062363-0j -0.0076632-0j -6.54417e-05-0j 0.00432335-0j -0.000460384-0j -4.28942e-05-0j -0.00629285-0j -0.000958861-0j -0.00447216-0j 6.58211e-05-0j 8.5697e-06-0j -0.0417752-0j 0.000664735-0j -0.0273818-0j 0.00202748-0j -0.000967556-0j 0.000777614-0j -0.000144004-0j 0.000509692-0j 3.84125e-05-0j 0.0420174-0j -0.000782122-0j -0.0130669-0j 0.0245209-0j -1.74146e-05-0j -2.21413e-05-0j -0.00856478-0j 0.0131426-0j -0.000456438-0j -0.0020091-0j -0.0111167-0j -0.00131687-0j 0.000206929-0j 0.00766991-0j 0.00202074-0j -0.00347721-0j 0.00117928-0j -0.000534637-0j 
0.0121395-0j 0.0606527-0j 0.0541478-0j -0.000368144-0j -0.235007-0j 0.000884059-0j -0.00101564-0j 0.564346-0j -0.648339-0j -0.000260153-0j 0.00437173-0j 0.000589003-0j -0.0519454-0j -0.000185862-0j -0.000234659-0j -0.00989787-0j 0.00312332-0j -0.000134036-0j 0.117607-0j 0.00394332-0j -0.0371116-0j -0.0468549-0j 0.00225241-0j -0.0267634-0j -0.000201387-0j 0.00319066-0j 0.000441474-0j -2.0554e-05-0j -0.0185556-0j -0.000185746-0j -0.00674916-0j -0.000165825-0j -0.00699445-0j 0.000315405-0j 4.50578e-05-0j 0.00294284-0j 0.040677-0j -0.000512436-0j -1.89576e-05-0j 0.00262723-0j 0.0147953-0j 0.000538144-0j -0.00499708-0j -1.69244e-05-0j -0.0171144-0j 3.21908e-05-0j 0.00811872-0j -0.0152789-0j -0.00622496-0j 0.0290611-0j -5.23003e-05-0j -0.00555735-0j -0.00852603-0j 5.49241e-05-0j 0.0105703-0j -0.0472154-0j -0.0171734-0j 0.0495841-0j 0.018035-0j -0.000164329-0j 0.00252085-0j 0.000352958-0j -2.16522e-05-0j -0.0138219-0j -0.000143788-0j 0.000257283-0j -9.58584e-05-0j -0.00541448-0j -0.000128367-0j -0.00432335-0j -0.000664735-0j 0.000325544-0j 4.65063e-05-0j 0.00220575-0j -5.93094e-05-0j 0.0296876-0j -0.000373995-0j 0.0014705-0j 0.00196918-0j -9.17096e-05-0j -0.000552613-0j -1.89457e-05-0j 0.00928601-0j -7.40824e-05-0j -1.26305e-05-0j -0.00499394-0j -1.69138e-05-0j -0.0120941-0j 0.000682107-0j 0.00142777-0j -0.00806275-0j 0.000225123-0j 0.000909824-0j -0.0107971-0j 0.0057372-0j 0.000150082-0j 4.28942e-05-0j 0.000200979-0j -0.00378293-0j 0.00140685-0j -7.8147e-06-0j -0.00252195-0j 0.0273818-0j -4.92782e-05-0j -0.00337722-0j -0.000581643-0j 0.00113645-0j -1.20838e-05-0j -0.000509692-0j -0.00498857-0j -0.000387762-0j -0.0314571-0j -0.0104637-0j -0.000519263-0j 9.28585e-05-0j 0.00856478-0j 0.00058555-0j -9.76122e-06-0j -0.00771379-0j 0.000143586-0j -0.00156038-0j -0.00623115-0j 8.98755e-05-0j 0.00131687-0j -0.00983949-0j -0.0024128-0j 0.000115988-0j -0.000239915-0j 0.0573727-0j -0.00151287-0j -0.00106795-0j -0.00194904-0j -0.000370979-0j 0.0179456-0j -0.000299675-0j 0.00275923-0j 
0.042428-0j 0.00432757-0j 0.00437241-0j 0.00249695-0j 0.000360404-0j 0.00308982-0j 0.00180239-0j 0.000445977-0j 0.000260153-0j 0.740265-0j -0.000913381-0j -0.294937-0j -7.61151e-05-0j -0.180611-0j -0.25807-0j 0.00036391-0j 0.000222848-0j -0.106448-0j 3.03258e-05-0j 0.000318421-0j 1.85707e-05-0j 2.65351e-05-0j 0.000131342-0j 1.09452e-05-0j 0.00136592-0j -0.0326163-0j -0.00451817-0j 0.000139409-0j 2.84566e-05-0j 0.00125983-0j 1.67682e-06-0j 0.00127289-0j 0.107888-0j 0.00110235-0j -0.000461133-0j -0.030083-0j -9.41285e-05-0j 0.000909393-0j 0.000128581-0j -0.0303947-0j -5.54657e-06-0j 0.000290555-0j -0.0263226-0j 0.000129913-0j 2.62464e-05-0j 0.000112508-0j -0.021715-0j 2.65184e-05-0j 1.54659e-06-0j 2.29656e-05-0j 9.28145e-05-0j 1.56261e-06-0j -0.00693806-0j 2.96547e-05-0j 1.35326e-06-0j 1.89457e-05-0j 1.11639e-06-0j 6.05324e-06-0j 3.56691e-07-0j 0.00111457-0j 0.000179863-0j 0.0012336-0j -0.0210405-0j -0.00303693-0j -0.00285574-0j 1.83571e-05-0j 0.000650165-0j 0.000199071-0j -0.00288534-0j 2.16341e-06-0j 9.87457e-08-0j 0.00113779-0j -0.0232875-0j -0.000460844-0j 0.000402269-0j -0.00336127-0j 0.00066371-0j 0.00010492-0j -0.00046562-0j 0.00070397-0j 2.03176e-05-0j 0.0539099-0j 2.39446e-06-0j 0.000410649-0j -0.0122736-0j 0.00018361-0j 0.0544686-0j 0.00778122-0j 0.000107128-0j 1.09292e-07-0j -0.00177154-0j -4.70347e-05-0j 6.49158e-05-0j 0.00786186-0j 0.000107106-0j 1.07083e-05-0j -0.0214788-0j -4.75221e-05-0j -5.54309e-06-0j 0.000113603-0j -0.00759391-0j 1.26199e-06-0j -0.0031002-0j -0.0125293-0j -5.60053e-06-0j -2.53006e-07-0j 6.62683e-05-0j -0.0132893-0j 1.87396e-05-0j -0.00109609-0j 5.76017e-08-0j -0.00180845-0j 1.72877e-05-0j -2.55628e-07-0j 6.62545e-06-0j 2.20848e-06-0j 1.09314e-05-0j -0.00775212-0j -0.00191815-0j 1.15945e-05-0j 7.80816e-07-0j -0.00111892-0j -0.00202233-0j 1.00803e-07-0j 1.28828e-06-0j 1.36643e-06-0j 6.76348e-06-0j 3.56392e-08-0j -0.000291898-0j 5.88017e-08-0j 1.76442e-06-0j 7.97083e-07-0j 6.23686e-08-0j 2.07939e-07-0j 3.63817e-08-0j 9.49106e-09-0j 
