0.00478819-0.00936796j -0.00829859-0.00325358j 0.00871443+0.00127094j -0.00232979+0.00825718j -0.00621288+0.000954368j 0.00589591+0.00292359j -0.00134009+0.0112768j 0.00839436+0.00287888j -0.00477838-0.00483798j -0.00428107-0.00065707j 0.00359107+0.0134611j -0.0015264+0.00404725j 0.00397346-0.000385475j 0.000856082+0.00687512j -0.00949655-0.0042271j -0.00296257+0.000129053j 0.00145539-0.00135836j 0.00136494-0.00116288j 0.000832334+0.00522212j -0.00170925-0.00492024j -0.003001-0.00824182j 0.00295052-0.000221983j -0.00754727-0.00826589j -0.00540761+0.000426502j -0.00417004+0.00402737j -0.0075215-0.00271503j -0.0046061-0.00456687j -0.000640864+0.00313661j 0.00409736-0.00131887j -0.000787509-0.000911624j -0.00345114-0.0043538j 0.00133531-0.00147191j -0.00153161+0.000486785j 0.00115236-0.000129628j -0.0021276-0.000118394j 0.00290683+0.00434606j -0.00156881-0.000433944j 0.000619871+0.00070835j -0.00532277-0.000757184j 0.00150306-0.00148123j -0.00190547-0.00141455j 0.00273389-0.00269363j -0.00408644-0.0030597j -0.00196581+0.00401336j -0.00384765+0.00110977j 0.00341525-0.00260661j 0.00125549+0.00135521j -5.16024e-05+0.00109559j -0.000709705+0.00292468j 0.00736731+0.00209317j -0.000515552+0.000213404j 0.00170712+0.00420174j -0.00168758-0.00167569j 0.00241291+0.00217939j -0.00687951-0.00530161j -0.00277686+0.00743943j 0.0039674-0.00119336j -0.00189369-0.00755016j -0.00833423-0.00141934j -0.000241386+0.00677567j -0.0070667+0.0141992j 0.000954232+0.00287161j 0.00534936+0.0017772j -0.00081781+0.0120379j 0.00643608-0.00381146j -0.0046288+0.00406102j 0.00184505-0.0162404j 0.000913553+0.00531543j -0.000865418-0.00518854j -0.0157019-0.00653482j 0.0128122+0.0143379j 0.0045297-0.00745185j -0.0130292+0.0216062j 0.00375898+0.00199249j 0.0069782+0.00747121j 0.00277716+0.00370352j -0.00112918-0.0245563j -0.0113552-0.0180892j 0.0533585+0.00838655j -0.000327996-0.0654774j 0.00792538-0.0219982j 0.0244633+0.0257255j 0.0102172-0.0125008j 0.00287671-0.0156564j -0.0108055-0.00337809j 0.0176928+0.00104557j -0.00499158+0.0125489j -0.0283704-0.0134032j 0.0438009+0.000369696j 0.00807993+0.020841j 0.0825412-0.0149216j 0.0239076+0.0783999j 
-0.00440728-0.0045513j -0.00261172+0.0012494j 0.0018336+0.00223947j 0.00135675-0.000238539j -0.00203034-0.000688129j 0.00616796-0.00960768j 0.00165908+0.00212925j 0.00123556+0.00379246j -0.00232582-0.00170498j -0.000272269-0.000173162j -0.000739079+0.00334658j 0.00198997+0.00578359j 0.0128585+0.00116982j 0.00617075-0.00271421j 0.000504046-0.000918674j 0.000727859-0.00225859j 0.00490681-0.00862856j -0.00122733+0.00588087j 0.00685676+0.00204709j -0.00218922-0.00216099j 0.000339894-0.00339922j 0.000480145+0.00893785j -0.000131771-0.00854857j 0.0014287-0.00832942j 0.00388194-0.00434856j -0.0125898+0.0037719j 0.00804479+0.00348513j -0.00999734+0.0126207j -0.0065224-0.0124549j -0.00959203+0.0141233j -0.00114085-0.00496305j -0.000574257-0.000409581j 0.00933963-0.00647575j -0.00544385+0.00992377j 0.0104803-0.0123418j -0.0040461-0.00581027j 0.00181861+0.00887095j -0.000118465+0.00586973j -0.0077987+0.00408362j -0.00438737+0.0080279j 0.00198472+0.0146949j 0.0102526-0.0159048j -0.00180542-0.00381319j -0.00483856-0.012607j 0.0126045+0.00663436j 0.00385616+0.00642873j -0.00274719-0.0154383j -0.00345837+0.00380054j -0.0234253+0.0224253j -0.000983212-0.00880291j 0.0296213-0.0336481j -0.00709349+0.00378705j 0.00681498-0.0294838j 0.0051896-0.0150578j 0.0184461+0.00708906j 0.011195-0.0249446j 0.00476995-0.00224089j 0.0107616-0.00914529j 0.00979581+0.0157891j -0.00741752-0.0135123j -0.00856404+0.016091j -0.00879966-0.0162031j -0.00428774-0.0198487j 0.00563935+0.00473012j 0.0284299-0.00859961j 0.00511952+0.00932837j -0.0109637+0.00469958j 0.0149772-0.0199839j -0.0174426-0.0182293j 0.00449232-0.0044212j 0.00933664+0.00577249j 0.0106973+0.00689425j 0.0188361-0.0082417j 0.00114444-0.00495506j -0.00683274+0.00570971j 0.0251493-0.00776379j 0.00252916-0.0141536j -0.000717713-0.0135387j 0.00559436+0.0131377j -0.0121645-0.00159927j -0.00267228-0.00603389j 0.010252-0.0206386j 0.0117192-0.00825418j 0.0134277+0.00391815j 0.00381122+0.0027136j -0.00836677-0.00965857j 0.0209387+0.000418609j -0.00309712+0.0159632j -0.00431598+0.00368743j 0.0011222-0.00380924j 0.00135182-0.00103286j 0.0130868+0.00328171j 
-0.00568917+0.000582752j 0.00046947+0.00207319j 0.00299736-0.000583549j 0.00286217-0.000788092j 0.00109071-0.00170342j 0.000928434+0.000598446j 0.00386856+0.00220169j 0.00355406-0.00450203j -0.00388817+0.00471738j 0.00723295-0.00621972j 0.00269543+0.00246134j 0.00535874+0.00325199j -0.00122931-0.00424254j 0.00818754-0.0030767j -0.00665246+0.00220306j -0.00187157+0.00147621j 0.0051465+0.00439211j -0.0105722+0.00529878j 0.00392716-0.0115932j -0.00516129+0.00353985j 0.00459439-0.00645705j 0.00712733-0.00638914j 8.66579e-05-0.00649518j 0.011063+0.00389193j -0.00827389-0.00168138j -0.0111501+0.00853554j 0.00704062-0.00975534j -0.00374126+0.00753075j -0.0102347+0.0033237j -0.00537392+0.0105902j -0.00364654-0.012433j -0.00561556+0.00280078j 0.018481-0.0104273j -0.0288565+0.000506409j 0.00512162-0.00812168j 0.00364739-0.00134293j 0.0200816-0.0150336j 0.00391706-0.005945j -0.0062838-0.013539j 0.00802058-0.0086687j 0.0186743-0.0200253j -0.00914321+0.00925988j 0.000522153-0.0215522j 0.00405141+0.00162427j -0.00874712+0.00478413j 0.00602508-0.00532469j -0.0256076+0.00264216j -0.00879893-0.00203447j 0.0146398-0.00970866j 0.00175078+0.00133808j -0.000991923-0.0168154j 0.0127811-0.0156954j 0.0152182-0.0115815j 0.00763596+0.00548497j 0.0107736-0.0188511j 0.000559342+0.0217686j -0.00719477-0.00456624j 0.00711762+0.000247551j -0.00676176-0.0123914j -0.0179345-0.0172437j -0.00316275-0.0170054j 0.00501185+0.00766659j 0.00656522+0.00426585j -0.000552042-0.0111215j -0.0225572-0.0310588j 0.00635538-0.00988808j -0.010526+0.0145596j 0.0353961+0.0146889j -0.00680157+0.0320576j 0.000327453-0.00236327j 0.018115+0.00432637j -0.00542787+0.00889081j 0.0158535+0.0120428j 0.00115333-0.00361107j -0.00734095-0.012717j 0.00479666+0.00884726j 0.00446658+0.00324486j 0.010178-0.0148893j 0.0178131-0.00147738j -0.00718893+0.00611942j -0.0153917+0.00590633j -0.0128795+0.0134437j 0.00699771+0.00467918j -0.0171493+0.00149741j -0.0155917-0.00011272j 0.0109994-0.00475388j -0.00549102-0.00509411j -0.014171-0.0117175j 5.92544e-05+0.00813703j 0.00989575-0.00852659j -0.0104315+4.61637e-05j 0.00976551+0.00178436j 
-0.000948207-0.00459324j 0.00376408+0.00339253j -0.000835569-0.00260158j -0.00058873+0.000980836j -0.00305092+0.00159137j 0.00147229-0.00541085j -0.00859656+0.00484638j 0.001095-0.00256816j -0.00796181-0.00642632j 0.012525-0.0028389j -0.0136029+0.00606876j 0.00298798-0.00166216j -0.00594528+0.000201718j 0.00620812+0.00990789j 0.0109638-0.00473596j 0.00644353-0.00436604j 0.00818777-0.0107947j 0.001991+0.00967432j -0.00722295-0.00673262j 0.00857519-0.00397184j 0.00586863-0.00307949j -0.00488636+0.00583463j 0.0037967-0.0134601j 0.000655503+0.000372329j -0.000233976-0.00606427j -0.0125601-0.00599451j -0.00521137+0.00857706j -0.00020026+0.0025443j 0.0153668-0.00717556j -0.0179651+0.0208574j -0.00429833-0.00542748j -0.00187713+0.00742366j 0.00856398-0.00747259j -0.000984327+0.00490585j 0.00416793-0.00721516j 0.0119097-0.00182253j 0.00556076-0.00252084j 0.0174614-0.00390286j 0.0202634-0.00546756j -0.0212788+0.00511203j -0.00167409-0.00289109j 0.0293505-0.0209934j -0.00755973-0.00640768j 0.0231892-0.00692549j -0.00217404-0.0121784j -0.0202545-0.00174113j 0.00823789+0.0154051j 0.000483571+0.0092401j -0.0173501+0.0163255j 0.00187033+0.00908308j 0.0102512-0.0329893j 0.00541578-0.0177141j -0.00247882-0.00547798j 0.00194809-0.0122035j -0.00676393-0.00253319j -0.000434252-0.0171785j -0.011027+0.000180285j -0.0341588-0.000701731j -0.00254242+0.00704302j 0.00272373-0.00548307j -0.0053989+0.0281046j -0.00167694+0.0264895j -0.00302798-0.025595j -0.0233408-0.0187096j -0.0159734-0.0109607j 0.00458328-0.0322845j -0.0220464-0.00423605j -0.00142946+0.00791526j -0.00772297+0.00278216j 0.0128094-0.00615901j -0.00683999+0.00825158j 0.0149798+0.00646836j -0.006637-0.00766761j 0.00675839+0.0059281j 0.00391396+0.00553097j -0.00427745-0.0245191j 0.0210423+0.0038494j 0.00674976+0.00600142j -0.00811747+0.00605399j -0.0202466-0.00795046j -0.000734217-0.00122692j 0.014902+0.00264055j 0.0255596-0.0140726j 0.0116161+0.0210731j 0.000606369+0.0111864j 0.0146858+0.00240666j -0.00627124+0.00178176j -0.0040646-0.00783388j -0.0105958-0.000536628j 0.000838763-0.000512328j -0.00122088-0.000453208j 0.00234563+0.000152719j 
0.0020859+0.00260059j -0.0018721+0.0081241j 0.000361329-0.00499663j -0.0066022-0.000765493j 0.00530162+0.018471j -0.00217135-0.00337016j 0.00193091+0.00824512j -0.00122451-0.0114048j 0.000467535+0.00902307j 0.00165951-0.000411399j -0.00603934+0.000297515j 0.000841381+0.00527539j 9.97459e-05-0.000589164j 0.00150146+0.00625226j -0.00709611+0.00274249j 0.00378999+0.00144616j 0.000208829+0.00102237j 0.00126489+0.00427674j -0.00554487+0.0093706j 0.00137424+0.00110918j -1.11944e-05-0.00614148j 0.000163847-0.0108826j 0.0034572-0.00594605j 0.0168053+0.0059229j -0.0059678+0.000991867j 0.0157529+0.00504247j -0.0104608-0.0102198j -0.000938448-0.0107281j 0.0196594+0.000287672j 0.00509017+0.00117998j -0.00948752+0.0012954j 0.0133919+0.00367319j 0.00867968-0.00928244j -0.0205652+0.00493157j -0.00695134-0.0014926j 0.00531054-0.00278772j 0.0203074-0.0087121j 0.0136674-0.0112847j 0.00927771-0.0105287j -0.012357-0.00638447j 0.00320868-0.0157471j 0.0151118+0.0175714j 0.00957289-0.0239883j 0.000334042+0.00728974j -0.0332129+0.00151647j -0.00712728+0.0162144j -0.0213712-0.0050528j -0.00422132+0.0131423j 0.0146711-0.0225489j -0.00979759-0.00741138j -0.0244636+0.0136553j -0.0108118+0.000506476j -0.00975491+0.00288265j -0.0118508+0.00913717j 0.00241645-0.00785061j -0.0185549-0.0064322j -0.0146126-0.00540947j -0.0207072+0.0019159j -0.00318367+0.0130307j -0.0056664-0.0068708j 0.0213071+0.0217532j -0.00322573-0.0187685j -0.0174134+0.00301952j 0.013861+0.0258992j 0.00375722+0.0151422j 0.0106997-0.00640893j 0.0165087+0.00222551j -0.00761382-0.00961588j -0.0234581-0.00494249j 0.0091949+0.00836001j 0.0038163-0.00240321j -0.00133008+0.0141537j -0.00787353-0.00185849j 0.00470389-0.0224741j 0.0204617+0.0151526j 0.00201429+0.0156095j 0.00669669-0.00325538j -0.00797115-0.00416016j -0.0144583-0.0142616j 0.00355935-0.00335931j -0.00455101-0.00363339j 0.00440843+0.0113085j -0.0123222-0.01622j 0.0138464-0.00591907j -0.000698632+0.0097386j -0.0043462-0.00398935j 0.00972157-0.010302j 0.00344814+0.0155344j 0.00555527-0.0010405j -0.0013928+0.00827172j 0.00176108-0.00489276j -0.000680984+0.00390392j 
0.00329296+0.00168134j -0.00513316+0.00286729j -2.6816e-05-0.00619853j -0.0114448-0.00319138j 0.00185984+0.00489578j 0.00863719-0.000350539j -0.0114683-0.00356578j -0.00602361-0.00910206j -0.0122691-0.000425981j 0.00923181-0.00196917j -0.00721418-0.00865922j -0.0101756+0.00134267j 0.00568024-0.00287004j 0.000273813-0.00378692j 0.0039939+0.00859246j -0.00637999+0.000575625j -0.00295175-0.0113108j -0.00119085+0.00930256j 0.000346236-0.0134241j 0.00624192+0.00155556j 0.00131534-0.00247291j -0.000285126-0.00397811j 0.00348609+0.00420549j 0.00408288+0.00910288j -0.00532167+7.73879e-05j -0.000152638+0.0203739j 0.00240112-0.0106482j -0.00752893+0.00615789j 0.0131816+0.000704898j -0.0118683+0.00870758j -0.000606817-0.00542563j 0.000526847+0.000746491j 0.0258292-0.00270185j -0.00254989+0.00883047j 0.00147551-0.00709754j 0.00566932-0.00393549j 0.00454801+0.00593946j 0.00891998-0.0125641j 0.00755291-0.0102964j 0.0144375-0.00406921j 0.00406473-0.00627148j -0.0116018+0.00650386j -0.00622345-0.00886376j -0.00673203-0.0156233j -0.00340021+0.0019037j -0.00934504+0.0092364j -0.028341-0.00193875j 0.00180813-0.00698057j 0.0154024-0.0182331j -0.00449644-0.0115465j -0.0113292+0.00143668j -0.00288584-0.00152958j 0.014123+0.00711559j 0.0126521+0.00700903j 0.0110866+0.00470733j -0.00207193+0.0164037j 0.0106347+0.000659061j 0.0447535-0.0105134j 0.0171065-0.00807533j 0.0213025+0.0175399j -0.0222802+0.00353647j 0.00255444+0.0175324j -0.004764+0.00575048j -0.0153733+0.00995514j 0.00902957-0.00575679j 0.0140785-0.0113481j 0.0189581+0.00696083j -0.0223258+0.00228322j -0.0126572+0.0102007j 0.00820105+0.0119158j -0.0105763+0.0103687j 0.00342821-0.0082027j 0.0100321+0.00583857j 0.0121815-0.0132764j -0.0198987-0.00985448j -0.00483865-0.00962662j -0.0147709-0.00585732j -0.00206602-0.00156329j -0.00546238-0.0162871j 0.00554098+0.00075445j 0.0237219-0.000651925j 0.00506081+2.86222e-05j -0.0101749+0.00461292j 0.00723436+0.000452609j 0.00520569+0.00654411j 0.0101818-0.00323232j 0.00768852-0.000124714j 0.00218763+0.00404046j -0.0171777+0.0017771j -0.0210169-0.00623775j 0.00577359-0.00580327j -0.00393042-0.00457283j 
-0.00507061+0.00368301j 0.00127552-0.000653648j 0.00211691-0.00494429j 0.00614982+0.0022105j -0.00174009-0.00472614j -0.00610385-0.00135897j 0.00620133+0.00499253j 0.00534012+0.00801149j -0.000224382+0.00368305j -0.00433882-0.00511634j -0.00202512-0.00568264j -0.000630495-0.000184248j 0.000269665+0.00214367j 0.0087955-0.00734182j -0.00182836-0.0020785j -0.00465771-0.00160715j -0.0031107+0.0168789j 0.00338998+0.000728816j -0.00363692+0.00158014j -0.0065109+0.00327016j -0.000815374-0.00151378j 0.00454751+0.000103738j 0.0111048-0.00827313j -0.00676771+0.000312282j -0.00992861+0.00576712j -0.000810706-0.00379869j -0.00325269+0.0120671j -0.00278758-0.00397014j 0.00183365-0.000784514j 0.0195843+0.00726987j -0.00461386-0.00104931j -0.00866018+0.0173272j -0.00217952-0.00314611j -0.00832498+0.00278533j -0.00266715+0.00108808j -0.00615614+0.00872302j 0.00149453-0.00840812j 0.00358954+0.00537246j 0.000420219-0.00134551j -0.0125637-0.00759313j 0.0184414-0.00452641j 0.0113567+0.00998744j -0.00214127+0.000338967j -0.0126568+0.00904054j -0.0103575-0.00846038j 0.00717714-0.00656703j 0.0126595+0.00658888j -0.00186483+0.00746287j -0.00551667+0.00661847j -0.00210002+0.00363225j 0.000917255-0.0151558j 0.0050292+0.01056j -0.00342747-0.000894937j -0.0194155+0.00759853j -0.0172853-0.00340113j -0.00682029+0.0120156j -0.00142869-0.00196145j -0.00475053+0.0112409j 0.0202244-0.0183632j 0.00759041+0.00745498j -0.00193781+0.0127562j -0.0155142+0.00155116j 0.0104949-0.00127322j 0.0225014-0.00275492j -0.00528364-0.00669199j 0.0155545+0.00478306j 0.00335183+0.0098526j 0.0093176+0.0188344j 0.00203425+0.0227422j -0.00267546+0.0168906j 0.014093+0.0123093j 0.00882091-0.00499985j -0.0029003-0.00506123j 0.00632727-0.0121905j 0.00370669+0.00141382j 0.0105292+0.00262784j -0.0170985-0.00337549j 0.00518672+0.0034858j 0.000310565-0.00405217j 0.00328706-0.00488005j 0.00469617+0.010818j -0.0122884-0.0126245j -0.0018824+0.00910991j 0.0103367-0.00364277j 0.00408575+0.00404392j -0.0117937-0.00945253j 0.00632658+0.00680865j -0.0189179-0.00215941j 0.000256193+0.0121792j 0.00263451+0.000605791j -0.00513098-0.00236899j 0.00661102+0.00719063j 
-0.000660282-0.00313732j -0.0055575-0.000769614j 0.00135558+0.00352732j -0.0109043+0.000745766j 0.00458209-0.00302394j 0.00697174-0.00443516j -0.00741187-0.00961537j -0.00970715-0.000473336j -0.00386403-0.00277351j 0.00621478+0.00766932j -0.00204083+0.00201062j -0.00346398-0.00023422j 0.00742942+0.00315888j -0.00340689-0.00526736j 0.00419501+0.0039262j -0.006206+0.00157131j -0.00365428-0.00415224j -0.00975684+0.00263644j 0.0081778-0.00960051j -0.00258847+0.00230066j -0.00738657+0.0031404j 0.0112041+0.00660587j 0.00296007-0.00090914j 0.0103749+0.00393941j -0.00431518+0.00730401j 0.00301903+0.00449692j 0.00410089+0.0102141j -0.000484898+0.00204616j 0.00737065-0.00774114j 0.0159755-0.00632396j -0.00253944+0.00898231j 0.00240472-0.00295815j 0.00992319-0.00108826j -0.0230626+0.0190064j 0.00197537-0.00474504j -0.00782169-0.0175859j 0.0180973-0.00461755j -0.00744478+0.0052751j -0.0057943-0.00418572j 0.00721787+0.00344075j 0.0139019+0.00919581j -0.0103482-0.00937003j 0.00604338+0.00353739j -0.0103063+0.0141617j 0.00960532-0.00562476j 0.0105391+0.00773552j 0.0110795+0.0116603j -0.0108304+0.00174825j -0.000758662+0.00330977j -0.00361173+0.00952625j 0.00331875+0.0115322j -0.00780425+0.0116411j -0.00656084+0.0112159j 0.0260616+0.0120894j 0.0270068-0.00889856j -0.0119394-0.00155276j 0.0071087+0.0068343j 0.0111736-0.0194661j 0.00191654-0.00706663j 0.00185011+0.0260684j 0.00128025+0.0258212j 0.0189776+0.0270044j -0.0250279-0.000386224j -0.00576005+0.00494681j -0.00493232+0.0197295j -0.00931858+0.00256178j -0.0154823-0.00603547j 0.0140097+0.00728695j 0.00287872+0.0160612j -0.000228445+0.00867648j 0.0160968-0.0142911j -0.00425766-0.0117033j -0.0216028+0.000942506j -0.0216854-0.0014539j 0.00829692+0.00878649j 0.010032+0.00417681j 0.00236048+0.00404001j -0.0007659-0.00253988j -0.00246044+0.00198813j 0.00488766+0.00383379j -0.00538866+0.00310836j 0.00436114-0.00832636j 0.00584023+0.00568908j 0.00815142-0.00301151j 0.00438662+0.00955316j -0.00270681+0.00837j 0.00553669+0.00143525j 0.00300723-0.00792293j -0.019158-0.000221829j -0.00837511-0.00558721j 0.0101715+0.00268177j 0.000195712-0.00333367j 
0.00414947-0.00131381j -0.00129541+0.00246144j 0.0027912-0.00585985j -0.00255168-0.00196576j -0.00927839+0.0015499j 0.000791414-0.0054809j -0.00897267-0.00212471j 0.00795171-0.00116929j 0.00319976+0.00589004j -0.00051257+0.00687037j -0.0108265-0.00908055j 0.00311781+0.00228711j -0.00336968-0.00926912j -0.00454616+0.00236068j -0.0043996+0.000487696j 0.00568976+0.0023787j 0.0051469+0.00307794j 0.00100983+0.00465155j -0.00197252-0.00309571j 0.00315382-0.00299509j 0.00763978+0.0074574j -0.00319484-0.000744158j 0.00152554+0.003938j -0.00414834+0.00124723j 0.0047095+0.00369985j -0.00368746+0.00604002j 0.00352625-0.0105726j 0.000701013-0.00277663j -0.000465459+0.000190226j -0.0130271-0.00342939j -0.00418319-0.00466396j 0.00118845+0.0115513j 0.00155267-0.00111053j -0.00583993-0.013551j -0.00209069-0.00579612j 0.00113626-0.00014069j -0.00822719+0.00166j 0.00672265+0.00636371j -0.00294354+0.00682427j 0.0100433+0.00483413j -0.01113-0.00302858j 0.0163806+0.000452093j -0.00263577+0.00757612j -0.0164749+0.00320437j -0.00360951-0.010226j -0.0142404-0.0113479j -0.0311606-0.0266315j 0.0140604-0.0119189j -0.00866108-0.00253733j -0.0179621-0.00100962j 0.0155355+0.0123874j -0.00462074-0.00969313j -0.00699176+0.00949636j -0.00880569+0.0107594j 0.0021308+0.00781301j 0.0283552-0.000266023j 0.0108025+0.0148111j -0.0100553+0.00551973j 0.0178128-0.000170771j -0.00612969+0.020985j -0.0075334-0.0120772j -0.0127375+0.0167421j 0.0236639+0.00629947j -0.0166594+0.0190344j -0.00349832-0.0166798j 0.0113051-0.00105906j 0.0234816+0.0173417j 0.0209108+0.00482638j -0.0215146-0.000936187j 0.0022888+0.00205088j 3.45518e-06+0.00227063j -0.015392-0.00539692j -0.00476087-0.00282908j -0.0189733-0.015107j -0.00494122+0.0066898j 0.0119302+0.000453328j 0.00492489-0.00119629j 0.0193978+0.0106375j 0.00940452-0.00809876j 0.00302609-0.00296169j -0.00640914+0.000957423j -0.00520033+0.00737477j -0.0111898+0.00575758j -0.0176027-0.00602771j -0.00456493-0.000770987j -0.00392182+0.00527734j 0.00202704-0.00930942j -0.00228258-0.00488426j 0.0052893+0.00387824j -0.00284496+0.00511033j 0.00784803+0.000927638j -0.000967747-0.00661897j 
0.00343744-0.00131482j -0.00268688-8.77269e-05j -0.00176889+0.00138268j -0.00535475-0.0056565j 0.000686171+0.00390286j 0.00207061+0.00586982j -0.00174734-0.00143157j -0.00603703+0.00317702j -4.41676e-05-0.000250683j 0.00569279+0.00549624j 0.00550041-0.000570127j -0.000562416-0.00258763j 0.000694094+0.000604726j -0.000892168+0.00414647j 0.00371795-0.000849536j 0.00418466-4.36343e-05j 0.00281552-0.00241824j -0.000681055-0.00354411j -0.00363723+0.000291578j 0.00379125-0.00612249j -0.00221288+0.00596184j -0.0101679-0.00400039j 0.0073196+0.00403495j -0.00151608-0.00015343j -0.00685113+0.00754742j -0.00128274+0.00577403j -0.00809364-0.00534395j 0.000542554-0.010083j 0.00751735+0.000840608j -0.00849233-0.0115645j -0.00483633-0.000442726j -0.00776838-0.00491191j 0.00814513+0.011397j -8.77383e-05-0.000856573j -0.00858163+0.0142723j 0.00621537+0.00089027j 0.00233-0.0117834j 0.00814266-0.00702524j -0.000184611-0.00832488j -0.00750174+0.00234863j -0.00934982+0.00641519j -0.000383806+0.000716039j 0.0108773-0.0165876j -6.77023e-05-0.00560555j 0.00631286+0.00477123j 0.0052257-0.0144523j -0.00166659-0.00489102j -0.0146629-0.0081166j 0.00135623-0.0248555j -0.00123228+0.0105668j 0.000421693+0.0101164j -0.0124494-0.0144826j 0.00665372+0.00206451j -5.08011e-05+0.0153094j 0.00198428-0.00316154j 8.55871e-05+0.0040846j -0.0372166-0.00713635j -0.017941-0.0114281j 0.000399401-0.0156533j -0.0126543-0.0395141j 0.00355264+0.00578072j 0.00280159+0.00225745j -0.00579973-0.02734j -0.0155747-0.0329328j -0.0198458+0.00489052j -0.00213779+0.0125074j 0.00546323-0.0155678j -0.00509879-0.00618628j -0.00250468+0.0189246j -0.00493369+0.00591758j 0.00742465-0.0130458j 0.012514+0.00708659j -0.026978-0.0003928j -0.00475801+0.00416738j -0.00427317-0.000370969j 0.00589714+0.0144016j 0.0114901-0.0122254j 0.000216708+0.0083658j 0.00199077+0.0113004j -0.018177-0.0088713j -0.00622059-0.00487434j -0.00843293+0.000762879j 0.0129393+0.00407921j 0.00550042+0.00290598j 0.0140243+0.00204708j -0.0054995+0.0132872j -0.00425863-0.00416659j 0.00724546+0.00582731j -0.00151674+0.00286841j -0.0116931+0.000485456j 0.00155209+0.00697855j -0.00054779+0.00160844j 
-0.000583306-0.00230235j -0.0015024-0.0019083j -0.00198719+0.000242937j -0.005588+0.000394873j 0.00367253+0.000991392j -0.00173987+0.00411867j -0.00283959+0.0043117j -0.00425293-0.000854071j -0.000529113-0.00333073j 0.0069909+0.000451647j 0.00360225-0.00206129j 0.00399414-0.0033625j 0.00521333-0.00318525j -0.007853-0.00502249j 0.0033778+0.00489942j -0.00447252-0.000894874j 0.00222675-0.000620378j -0.0131455+0.00537198j 0.0041982+0.00165399j -0.0064416+0.00448538j -0.00414972-0.019053j 0.0122995+0.00176241j -0.00265182-0.00679581j 0.0104207+0.00313044j 0.00812133+0.00347992j 0.00249922+3.4709e-05j 0.00960425-0.00624764j -0.00751311+0.00798032j -0.00973354+0.0113033j 0.00365862+0.00628604j 0.00861897+0.00120193j 0.00152081-0.00760315j 0.00114925-0.00550913j -0.0073979+0.0125631j 0.00508961-0.000690303j -0.00866817+1.53911e-05j 0.0205816+0.00988207j -0.0105595+0.0116223j -0.00545906+0.00534135j 0.00880382-0.00647229j 0.0335912-0.0199282j 0.00532756+0.00768145j -0.00699604+0.00275809j 0.0041122+0.000351544j -0.00724852-0.0174265j 0.017702+0.0129561j -0.00857941-0.00508005j -0.00916591-0.000171773j -0.0170903+0.0138782j -0.00607806-0.00117809j 0.0160292-0.0188167j -0.0025769+0.000287381j -0.0155841+0.00629376j -0.00624215+0.0083425j 0.00774015+0.00832874j 0.0256982-0.0144339j -0.0124948-0.0203318j -0.0279439+0.0121674j 0.0144682-0.0196713j -0.012007+0.00282224j -0.0111354+0.00594073j -0.0213276-0.0149626j -0.0105783+0.0256646j 0.0134304+0.00327438j 0.00166038-0.0258998j -0.00598821-0.00185917j -7.56799e-05-0.00410503j 0.0112038-0.0101259j -0.00958122+0.000637449j -0.0181719+0.00303304j -0.0271775+5.47903e-05j -0.0128855-0.0022327j 0.00817497-0.0220171j 0.00044207+0.000760751j -0.000715679+0.0133124j -0.00119942-0.00535035j -0.0146976-0.00347351j -0.0147159+0.0125831j -0.00128507-0.000363553j 0.00568891-0.00563789j 0.0015048+0.000338412j 0.00274441+0.00623797j 0.00595862-0.00174904j -0.00939726-0.000560933j -0.00198149-0.00346626j 0.00217608+0.00972528j -0.00109456-0.00424239j 0.0031702+0.00442071j 0.00303621-0.00292217j -0.00240735-0.00258227j 0.000427166-0.00343605j -0.00332293-0.0001844j 
