-0.000531215+0.0312301j -0.0307154-0.000770861j -0.0174597+0.0220678j 0.0225987+0.0175288j -0.000334441+0.00578856j 0.0077098-0.00184945j -0.0028385+0.00774327j -0.00653905-0.00474699j 0.00245237-0.00740673j 0.00567492-0.00288058j -0.0020373+0.00487498j -0.0042392+0.00862843j -0.00960024+0.00640997j 0.0144371+0.00604081j -0.0018487-0.00166853j 0.00120069-0.0125309j 0.00206534-0.00275378j -0.00380483+0.000876885j 0.00645453-0.00213405j 0.000592686-0.00178859j 0.00156586-0.00962883j -0.00267632-0.00168375j 0.00133779-0.00592841j 0.00341076+0.00615567j -0.0034076-0.00216723j 0.000461908+0.00258994j 0.00045727+0.00282282j -0.00371819+0.000105599j 0.00870312+0.00524354j 0.00470467-0.00466431j 0.000565655-0.00518154j 0.00702073+0.00771816j -0.00420085-0.002107j -0.00115019-0.00188593j 0.00161821+0.00636087j 0.0120118-0.000394015j -0.00853429-0.00156803j 0.000273983-0.00177415j -0.000874785+0.00586361j -0.00219491-0.000915115j -0.00356501+0.000139041j 0.00398535-0.00406131j 2.02973e-05-0.00646376j -0.000889431-0.00259809j 0.00755391-0.000731094j 0.0126418-0.00312686j -0.000372911-0.00151835j -0.0023148-0.00415504j -0.000781142+0.00039731j 0.00629651-0.00582384j -0.00128465-0.0077016j 0.00890399+0.00092836j 0.000810187-0.00547421j -0.00338995-0.00966044j 0.00324672+0.00216166j 0.0031062-0.00791557j -0.00417513-0.0092781j -0.00609495+0.00140617j -0.00886883+0.00147921j 0.000431433-0.00215804j 0.00494753+0.00291941j -0.000485243+0.00755099j 0.00335543-0.00252767j 0.00580197-0.00189433j 0.000771949+0.0100915j -0.00945977+0.00582747j -0.00548762+0.00183426j 0.00135277-0.00216118j 0.00321442-0.0127967j 0.0108336+0.00607593j -0.000179935-0.00378772j 0.0134163+0.00693648j 0.00386734-0.0105551j -0.0263355+0.000117581j -0.000920659-0.0259356j 0.020761-0.0212165j -0.0216584-0.0205178j 
-0.0034381+0.000512548j -0.000457951-0.00374276j 0.00219279+0.00198535j 0.0028362-0.00272357j -0.000224352+0.00257357j -0.000190285-0.00384307j 0.0072828-0.00167977j 0.00222803+0.00572407j -0.00115185-0.00273361j 0.00621669+0.0046708j 0.00121576-0.00563373j 0.00953155-0.00635854j 0.00253987+0.00874937j -0.00299222-3.96889e-05j 0.00165688+0.0011345j 0.00722708-0.00746895j 0.00394063-0.00865154j -0.00744268+0.0027781j 0.0103173+0.00142344j -0.0012499+0.00212329j -0.00591595-0.00581497j -0.00943387-0.00441028j 0.00128437-0.00149431j 0.00555232+0.00449409j 0.00391981+0.000621433j -0.00127862+0.00554235j 0.000241521+0.00217978j -0.0132615+0.00571071j 0.000841206-0.0085665j -0.00740303-0.00307911j -0.00104886-0.00478371j -0.00128321-0.00511454j -0.000363852-0.00303895j -0.00269365-0.0036378j -0.00592275+0.00985461j 0.00510304+0.00244302j 0.00177723+0.00481877j 0.0117648-0.00660658j 0.00360496-0.00655088j -0.0043463-0.00327763j 0.00343139+0.00355705j -0.0031333-0.00124263j -0.00638438-0.00213101j 0.00170248+0.00957888j 0.0103999+0.00373337j -0.00298604-0.00274166j -0.00301909+0.00567075j -0.00357773-0.0112821j -0.000983563-0.00352012j 0.00149627+0.000258124j -0.00504453-0.00185105j 0.00640566+0.00401327j 0.000859834-0.0147378j 0.0065851+0.00125j 0.0104717-0.00271884j 0.0012731+0.000282312j 0.00919864+0.00168002j -0.00483249+0.00961558j 0.00476166+0.00536722j 0.00304586+0.0146237j 0.0104038+0.00687042j 0.0123074-0.0096934j 0.00124579-0.00972082j 0.00324855+0.0005703j 0.00779176+0.00345312j -0.00374768+0.00668051j -0.00601197-0.00352107j -0.000659504-0.0038204j -0.010464+0.0124032j -0.00187571+0.000802255j -0.00191077+0.00329781j -0.00294611+0.00309736j 0.00386192+0.000549063j -0.0042284-0.00152869j 0.00134911-0.00479477j 0.00795082+0.00311885j 0.00326855-0.00766159j 
-0.000547483-0.00202285j 0.00171212-0.000664991j 0.00258571+0.00134273j 0.000930862-0.00268563j -0.00387196+0.00142188j -0.000106529+0.00572457j -0.00419462+0.000704018j -0.000474271-0.00227583j -0.000985336+0.00161864j 0.000101998-0.00103046j 0.00313374-0.00155938j 0.00374362+0.00386771j -0.000511429+0.00511607j 0.00207655-0.00390262j -0.00663015-0.00319973j -0.00692978+0.00400486j 0.00556424+7.68189e-06j 0.000796806+0.0136071j 0.000686747+0.0112058j 0.00146313-0.00453387j -0.0122312+0.00218623j -0.00182102+0.00435467j 0.00130359+0.00212542j -0.00495043-0.000583854j 0.00711357+0.0114471j -0.0127861-0.00216873j 0.00169923+0.000906777j -1.7143e-05+0.00185973j -0.000889427-0.00196081j 0.00236713-0.00123843j 7.96833e-05-0.00057486j -0.0046728-0.00346746j 0.00815099-0.00284064j 0.000214763-0.00772444j -0.00575905+0.00255487j 0.00101525+0.000604743j 0.00200159+0.00283019j -0.00112889-0.00120713j -0.00302094+0.000482913j 0.0072983-0.00333617j -0.00125923+0.00236785j -0.00343572+0.00301566j -0.000986559-0.000710515j -0.00555824+0.00798739j 0.00514567-0.000505176j -0.00323751-0.000467628j -0.00265052+0.00819655j 0.00510193-0.00408018j -0.006438-0.000147889j 0.00199531-0.000771604j 0.00338332+0.00566341j 8.68968e-05+0.0120115j -0.00213399-0.00422466j 0.00192577-0.00337232j -0.000294048+0.000531812j 0.00373061-0.00122324j -0.00787552-0.000587743j -0.00139751+0.00428602j -0.00196781-0.00465073j 0.000844361-0.00545489j 0.00737665-0.00246652j -0.002361-0.00305324j -0.00421583-0.00224526j -0.00378732-0.0085044j -0.00564344-0.00198007j -0.000135809-0.00710912j 0.00217246-0.00926058j 0.00936371-0.00225815j -0.0029338+0.00609465j -0.00307298+0.00160455j -0.00397118+0.00268117j -0.00449394-0.00364345j -0.0029123+0.00231978j -0.0010616+0.00025108j -0.00104951-0.000828312j -0.00147661+0.00334932j 0.00363502+0.0014592j 
0.00365346-0.000382396j -0.00022322+0.00300263j -0.00137385+0.00702014j 0.00654756-0.000259002j 0.00247951+0.00199657j 0.00441166+0.000139905j -0.00214535+0.00729536j -0.00299938-0.00343239j 0.00208194+0.00215139j 0.0122061+0.00407265j 0.00868217-0.0142568j -0.00197694-0.00292413j -0.00161736-0.00343093j -0.0140389+0.0047704j 0.0006484+0.0063604j 0.000171642-0.000736147j 0.00919056+0.00928529j -0.00671875+0.0128905j 0.0015133+0.00240488j 0.00581832+0.00695225j 0.00495944+0.0101483j -8.55347e-05-0.00857658j -0.00245206+0.0011749j -0.00010885-0.00627331j 0.00448041+0.0068612j 0.00254486+0.00232928j -0.0028413+0.000230754j 0.00775906-0.000877602j -0.00614324+0.00966858j -0.00703595-0.00405965j -0.00880501-0.00895412j 0.00830124+0.000432421j -0.00229536-0.0079867j 0.00888988+0.00189413j -0.00525449-0.000859335j 0.00674325+0.000637695j 0.00392719-0.00728183j -0.00117586+0.0013821j -0.00255584-0.00152773j -0.00365162-0.000854625j 0.0019974-0.000292617j -0.00536544-0.000708048j -0.00112979+0.00326401j 0.00322371-0.00133707j -0.00320366+0.00792136j -0.0134103+0.0089585j 0.0032696-0.0149363j 0.00778662-0.000444712j 0.00563942+0.000809433j 0.0146389+0.000810546j -0.00626871+0.00881215j -0.00345154-0.00343587j 0.0042875-0.00223127j 0.00385899-0.00193736j -0.0150447-0.00666492j 0.00634466-0.0123054j 0.00580116+0.00459747j 0.00674845-0.00203679j -0.0021019+0.00229155j 0.00541623+0.0148433j 0.00781302+0.00292857j 0.00131752-0.00786289j 0.00559809-0.00215627j -0.0112557+0.00124226j 0.00277682-1.74093e-05j 0.000976655-0.00103928j 0.000859407-0.00176396j 0.00269291-0.00221877j -0.00324576-0.0100378j 0.00532268-0.00715419j -0.00123963+0.00407341j -0.00489806-0.0032467j 0.000473238+0.0135493j 5.29554e-05+5.13365e-05j 0.0017594+0.00218405j -0.0044682-0.00243697j -0.00153532+0.00504754j 
-0.00528307-0.00164579j 0.00205452-0.0047581j 0.00379277-0.00697332j -0.00698051-0.00209066j -0.000593638-0.00528533j -0.00827125-0.00167113j 0.00615204-0.0113395j 0.00745975+0.00752661j 0.00308281+0.00564148j -0.00233807+0.00432912j 0.00137618-0.003402j 0.00719716+0.00183777j 0.00829159-0.000182921j 0.00493162-0.00221679j 2.26036e-06+0.00578082j 0.000187874+0.000248764j 0.00381753-0.0106817j 0.000258563-0.00338423j 0.00525048+0.00643497j 0.00200939+0.00655752j 0.00478787-0.00802997j -0.00719112+0.000452104j -0.00676769-0.00149562j 0.000895324-0.00414922j 0.00486294+0.00183424j -0.00801743+0.00534092j -0.0129957+0.00272289j 0.000341414+0.00158636j 0.00165439+0.00242947j -0.00296571+0.000367834j -0.000223873-0.00447774j 0.00160871+0.0093026j -0.0108235+0.00593859j 0.00186934-0.0110599j 0.000493238-0.000174785j -0.00559304+0.00452002j 0.0023353-0.0068829j -0.0187747+0.00363581j -0.000243263-0.0032619j -0.000615822+0.00718963j 0.00574046+0.00414893j 0.00410876-0.000870359j -0.00585589-0.00375382j -0.000791697-0.00147549j 0.000686221-0.00436059j 0.00186167-0.00480597j 0.00607332-0.0105757j -0.00129655+0.00312997j 0.00500122+0.00690367j -0.00376935+0.00206621j 0.000806712+0.00449028j -0.00141138-0.00881731j 0.00418982+0.00426464j 0.00150167+0.000712063j -0.000975392+0.00110955j 0.00807084+0.00648215j 0.012136-0.00376257j -0.000656545-0.00402616j -0.000208987+0.0129996j -0.00216877-0.00190978j 0.00634613+0.0104053j 0.0053689-0.0104892j -0.00195458+0.00489378j 0.00532278+0.00521223j -0.00628726-0.000308959j -0.00289136+0.00125238j -0.00294244-0.00362056j -0.00407645-0.00340518j -0.000905087-0.00386957j -0.00765971-0.000340281j -0.000760299-0.00207127j 0.000890559-0.00686505j 0.000780379-0.00635113j 0.00288914+0.00586689j -0.00491688-0.000630186j -0.00179597+0.0014753j 0.000826203+0.000944679j 
0.00584973-0.00283483j 0.00320193+0.00560486j -0.00402981-0.00729147j -0.00691011+0.0037556j 0.0033079+6.78834e-05j 0.00308855-0.00386899j -0.000261348+0.00118315j 0.00360021+0.000963323j -0.00192488+0.00990798j -0.00493011-0.00337467j 0.00234737+0.0039449j -0.00503192+0.0138249j -0.0126904-0.00571973j 0.00689479+0.00468334j 0.00795808+0.000139637j -0.00528732+0.0055411j -0.00136426-0.00524281j 0.0048861-0.00122338j -0.00191408+0.000746428j 0.00653375+0.000165611j -0.00332858+0.00282423j 0.013567+0.0130214j 0.00119775-0.0037522j -0.00117247-0.00674162j -0.000511991+0.00477897j -0.00123161-0.00203089j -0.00958549+0.000762018j 0.00361703+0.00409181j -0.000949795+0.00240378j 0.00488488+0.00349681j 0.00147781-0.00277662j 0.000908987+0.00916699j -0.00453397+8.54095e-05j 0.00450692+0.00318586j 0.00571321-0.00484351j 0.00382307+0.0011213j 0.00416322-0.00362993j 0.00549904-0.00351908j -0.00395961+0.0025875j -0.00223007+0.00481493j -0.00231953-0.00254558j -0.0124677+0.00107147j 0.00156968+0.00819929j -0.00559544-0.00217218j -0.00312088+0.00546056j -0.00496331+0.00523164j 0.00487761+0.00419193j 0.000746213+0.00683904j 0.0016973+0.000606704j 0.00311231+0.00246049j -0.00185188+0.00568371j -0.00717667-0.00267409j -0.00324621+0.00892526j -0.00258326-0.00131613j -0.00401496-0.0013657j -0.000176187-0.00884954j -0.00594028-0.000221874j 0.00851376-0.00666232j 0.00596082+0.00704274j -0.00346321-0.00856488j -0.00378731-0.0106635j -0.0123494+0.00570719j -0.00448309+0.00126791j -0.00300227+0.00166492j -0.0107871-0.00167228j -0.00171723-0.00819223j 0.00477426-0.000857388j -0.00188345+0.00104861j -0.000385586-0.00460362j -0.000842312+0.0012197j -0.000884229-0.00617412j 0.00428204+0.00315877j 0.00105373+3.62209e-05j 0.00242545-0.00464191j 0.00440563+0.00288334j -0.00141592-0.00535057j -0.00564823+0.00196763j 
0.000980963-0.001584j 0.00174753+0.000602677j 0.00248685-0.00251637j -0.00154668-0.00362894j 0.00585802+0.00187294j 0.00161835-0.00325888j -0.00425861+0.00486315j -0.00756818-0.00405503j -0.00955881-0.00812002j 0.00195532-0.00374603j 0.00218404+0.00594774j -0.00102749+0.00406304j -0.0102293+0.0053657j -0.000713339-0.00414639j -0.0117407-0.00687627j -0.00335515-0.00176846j -0.00218993+0.00245173j 0.00248366+0.0138809j 0.00325351-0.00571393j -0.00178179-0.0132949j -0.00229778+0.0048561j -0.00954786-0.00841877j -0.00555137+0.0104829j 3.03571e-05+0.00433224j -0.000665684+0.000370717j 0.00636193+0.00161982j 0.0084466-0.00164894j -0.00693037-0.00501134j -0.00526252+5.27278e-05j -0.00196796+0.000354104j -0.00144125-0.00622599j -0.0042779-0.0103424j 0.00500486-0.00181934j 0.00394756+0.00211537j -0.00207063-0.000223369j -0.00687299-0.00473227j 0.000253923+0.00165826j -0.00245364+0.00196883j -0.00301118-0.00564954j 0.00759328-0.00599752j -0.0105459+0.00110201j 0.0151561-0.00447409j -0.000109252-0.00223301j 0.00318008-0.00215954j 0.00139031+0.0066678j -0.00195558-0.00303097j -0.00293721+0.00112409j 0.00476641-0.00577984j 0.00398134+0.0053009j 0.00181734-0.0041104j 0.000575079-0.00492395j 0.00242099+0.00857641j -0.000597951-0.00170634j -0.00327103-0.00648117j 0.00150573-0.00299335j -0.00281456+0.00488591j -0.00671348-0.00138013j -0.00348627+0.0113959j -0.00908299-0.0154799j 0.00891985-0.00147073j 0.000559119-0.00793924j -0.00594165-0.00312625j 0.00701257-0.00259951j -0.0014917-0.00366155j -0.00532602+0.00103984j -0.00809037-0.00689569j 0.00695534-0.0134321j 0.004812+0.00170094j -0.00298272+0.0018544j -0.00226381+8.31447e-05j -0.00431874-0.000730357j 0.00346424-0.00176387j 0.00141682-0.00191988j 0.000851551-0.00149704j 0.00235233-5.75955e-05j -0.00156444+0.000863895j 0.00100329+0.00183273j 
-0.00479972+0.000994319j -0.00149847-0.00473556j 0.00388788+0.000826504j -6.09957e-05-0.00404373j 0.000411911-0.000717987j -0.00219369+0.00199374j -0.00316728+0.0015948j -0.00616552-0.00371885j -0.00280826-0.00339243j 0.00380912-0.00809037j -0.00139688+0.000335461j -0.00536955+0.0023318j 0.00818542-0.00328317j 0.00404913+0.00104889j -0.00313045+0.00355148j 0.00169742+0.011519j -0.00609796+0.00299005j 0.00169608+0.00648069j -0.00329751-0.00551016j -0.000966101+0.00115253j 0.000316578+0.00500024j 0.00196411+0.00169823j 0.00837515-0.00243924j -0.00508734+0.00551724j 0.000147743+0.0036011j -0.00485163-0.000695792j 0.00393022+0.00174317j -8.0537e-05+0.00116909j 0.00102899+0.00512141j 0.00155486+0.00200599j -0.000441696+0.00628804j 0.0047312-0.00397605j 0.00165187-0.00398541j -0.00125418-0.00167282j 0.00148521+0.00522855j -0.00205744+2.23784e-05j 0.00347785+0.00957019j -0.0105891-0.00387852j 0.00394182+0.00047198j 0.00995386-0.00637524j -0.00362226-0.00225714j -0.00225469-0.00775514j -0.000571474-0.0001321j 0.00504998-0.0011034j -0.00465638+0.00329942j -0.0023427+0.00451732j -0.00548204+0.00521236j 0.00310982-0.000866121j -0.0129297+0.00381674j 0.00378253-0.00358323j -0.00384694-0.00807464j -0.00267403+0.00344694j -0.000206372+0.00549649j 0.0112022-0.00271017j 0.00707947-0.0051443j 0.000586732+0.00988787j -0.0167501-0.00757343j -0.00242223+0.0064032j -0.00365309-0.0064288j 0.00715319-0.0054647j -4.99299e-05+0.00411767j -0.00513028+0.00222397j 0.00709821-0.00686856j 0.010778-0.0115008j -0.0029533+0.00788234j 0.00235654+0.00686241j -0.00189602+0.00238529j -0.00108789+0.00684327j -0.00754591+0.00704108j -0.00965894-0.0014021j 0.000540527+0.00210084j -0.00779084-0.00607195j 0.00275285-0.000818603j 0.00436058+0.00596162j -0.00633137+0.00131967j 0.00237449+0.00286196j 0.00311621-0.00305794j 
-0.00798146-0.00253188j 0.00278732-0.00790931j 0.00615692-0.00243894j -0.00147896-0.00551833j -0.00306649-0.000884123j -0.00342862+0.00388082j 0.000799164-0.0034728j -0.00227361+0.00617562j -0.00760445-0.00820682j 0.00613765-0.00362638j -0.00108508-0.000158448j -0.00218479-0.00302323j 0.00564641-0.0080933j -0.00107022-0.00271516j -0.00253472+0.00593387j 0.0049837+0.00750059j -0.00460053+0.00181757j 0.00064224-0.000507605j -0.00263471-0.00081954j -0.00409268-0.000763401j 0.00139706-0.0029377j 0.00353857+0.00050035j 0.00339342+0.000347326j -2.95268e-05+0.00847391j -0.00303203-0.00117355j -0.00429977-0.000592191j -0.000700094-0.00145003j -0.00382942+0.00645395j 0.00244494+0.00572503j 0.00930838+0.0033956j -0.00728667+0.00252884j -0.00113673+0.0011359j 0.00333385-0.00243325j 0.00196278+0.00908423j 0.00300653+0.000880796j 0.00537194+0.000884935j 0.00458089+0.00181441j -0.00545403+0.00478192j 0.00234016-0.00552435j 0.00174859-0.00519958j -0.00553433+0.00489598j -0.00231682-0.00252903j 0.0019898+0.00734044j 0.0108755-0.00749214j -0.00545739-0.000578203j -0.000146412-0.00183345j 0.00158703+0.000188817j 0.00131893-0.00662983j 0.00262818+0.00665553j 0.00204111+0.00413016j -0.00817056-0.0149056j -0.00575469+0.000432143j -0.00676586+0.00918479j 0.0122175-0.00154882j 0.00930626-0.00528863j -0.00255419+0.000301853j -0.00951532+0.00162859j -0.0047091-0.00152184j -0.00425084+0.00475961j 0.00622371+0.0016667j 0.000210764+0.00221208j 0.00067739+0.0038241j 0.00988278-0.0190928j 0.00828152+0.00549204j 0.00176427+0.00112134j 0.0115719+0.0107736j -0.00439703+0.00562441j -0.00397451+0.00772997j -0.0134444-0.00609169j -0.00944486-0.00287259j 0.00141191+0.00122262j -0.0119314-0.00570909j 0.00354719+6.96383e-05j -0.000457689+0.00675439j -0.0071539-0.00521508j 0.00498917+0.00501848j 0.00447096-0.00557151j 
-0.00181394-0.00766679j 0.00759138-0.00163915j 0.00356162-0.00059006j -0.000906871-0.0036455j 0.000908827-0.00249869j 0.00188927+0.000300891j 0.000238097+0.00440259j -0.00351356+0.000464263j 0.00462256-0.00350392j 0.00238339+0.00654854j 0.00205373-0.00848301j 0.00192836-0.00938333j 0.00476758-0.00767504j -0.0126989-0.00134859j 0.00450156+0.00770992j 0.00177503+0.00412364j 0.00445473-0.0064599j 0.00319-0.00273981j 0.00546011+0.000190261j -0.00317373+0.000848279j 0.00275083+0.00588196j 0.002391-0.00644814j -0.00365287+0.00768055j -0.00181707-0.00163653j 0.000353555+0.00243347j 0.002475-0.00120618j 0.0008156+0.000919473j 0.00154524-0.000891964j -0.00554079-0.00612279j -0.0035648+0.000570789j -0.00431257-0.00281378j 0.00389809-0.00331681j 0.00410623+0.00175777j 0.00405924+0.00508976j 0.000103314-0.00705558j -0.000854907+0.000604015j 0.00803524-0.00586415j 0.00967123+0.0105029j 0.0074281-0.00359128j -0.000250153+0.00340335j 0.00380402+0.00325857j 0.000986355+0.00928085j 0.00284396+0.00455569j 0.0054121+0.00178251j -0.000123541-0.000595224j -9.1469e-05+0.00220377j -0.00157654-0.000882798j 0.0086248-0.0059948j 0.00853414+0.00046212j -0.00469194+0.0022738j 0.00723484-0.0126014j 0.000640526-0.00135968j 0.00217119-0.00116584j 0.00888819+0.0103774j 0.00698025+0.00929989j -0.00651019+2.09883e-05j 0.00512533+0.00749332j -0.0025094+0.00123241j 0.00429724+0.00468037j -0.00656505+0.00938855j 0.000170375+0.00449113j 0.00634112-0.00146367j 0.00364846-0.00685944j -0.00277289-0.00566596j 0.00518188-0.00278505j 0.0109592-0.00156557j -0.00307233-0.00321037j 0.01309+0.00252791j -0.00715624+0.00175899j 0.000581671+0.0048912j 0.00235793+0.00666048j -0.0133979+0.000571678j -0.00576361-0.00237501j 0.00614861+0.00200483j -0.00612147+0.0044904j -0.00417248+0.00601489j 0.00549238+0.00397472j 
-0.00259155-0.0045299j 0.00402789-0.00238854j 0.00996844+0.000290942j 0.000125079-0.00980982j 0.00442875-0.012677j -0.0130337-0.00229028j 0.00371205-0.002208j -0.0044922+0.000751644j 0.00363787+0.000159393j -0.0145804+0.0032311j 0.00369159+0.00797819j -0.00171561-0.000154346j 0.00417786-0.00649164j -0.00637879-0.0108833j 0.0033768+0.000737081j -0.00811735+0.00505823j 0.00450392-0.00244067j 0.00780925-0.00383532j 0.00590223+3.2824e-05j 0.00267712-0.000164332j 0.00270324+0.0143672j 0.00127839-0.0030419j 0.00233471+0.00965661j 0.000707203-0.00665347j 0.00101965+0.00104779j 0.01107-0.00107669j -0.00738658+0.00229181j -0.0033367+0.00174607j -0.0142958-0.00470398j -1.78101e-05-0.00145608j -0.00133863-0.00368701j -0.00149289-0.00172699j 0.000402997-0.00192413j 0.00300791+0.00433285j 0.00412067-0.00278802j -0.0105522+0.00921837j 0.00676202-0.00899036j -0.000652535+0.000939474j 0.00474621-0.0109574j 0.00346053+0.00495821j -0.00537989+0.00237194j 0.0106238+4.96278e-05j -0.00181435+0.00217449j -0.000296246-0.00368774j -0.000784595+0.00929647j -0.000393429-0.00432076j 0.0123175+0.00229442j -0.00709201-0.00842308j 0.00610552-0.00062527j -0.00264971+0.0105046j -0.00482864-0.0169047j -0.00741357-0.00491138j 0.00202199+0.013087j 0.00892917-0.00141686j 0.0167037-9.07853e-05j -0.00103466+0.00163326j 0.0113094-0.00878363j 0.00301834-0.00253492j 0.000484333+0.00998565j -0.00253812-0.00537306j -0.0022897-0.0101676j -0.0159637-0.0076688j -0.00424355-0.00288924j 0.00249358+0.00440467j -0.00380264-0.00720061j 0.0020505-0.00814856j 0.00631384-0.00974247j 0.00841867+0.0131324j -0.00193039-0.00140747j -0.00433082+0.00562934j -0.00208506+0.00402545j -0.00443629-0.00316339j 0.00259595-0.00729812j 0.0109781+0.00258138j -0.00339443+0.00780862j -0.00260645+0.00462159j 0.00469194+0.00202232j 
0.000937663-0.00220439j 0.00276641+0.00137512j -0.0007889-0.00312859j -0.00167478+0.000976161j 0.00573079-0.00259755j -0.00238126-0.0026519j -0.0026951-0.00334399j -0.000124824-0.000262584j -0.00350416-0.00393774j 0.00113278+0.00406653j 0.00120175-0.000529274j 0.00496092+0.00186244j 0.00029306-0.00204693j -0.0029222-0.0030625j 8.58683e-05+0.0100449j 0.00300663+0.00134575j 0.00181136+0.00279787j -0.00270898+0.00345586j 0.00257742+0.00226503j 0.00531112+0.0108641j 0.00156995+0.00459712j 0.00229061+0.00419437j -0.00197544+0.00031512j 0.00443591+0.000553926j 0.0045426-0.00497957j 0.00650551+0.00244473j 0.000412513-0.0103645j 0.00071236-0.00668214j -0.00331382+0.00308658j 0.000681364+0.00229674j -0.0016845-0.00648006j 0.000865227+0.000264011j -0.00548432+0.0024652j 0.00693093-0.00110464j -7.90896e-05+0.00354127j -0.00221221+0.00511815j 0.00483033-0.00273223j 0.0035921+0.00268609j 0.00462765-0.00376763j -0.0034781+0.00286681j 0.00353498-0.000500189j -0.00478985+0.00130822j -0.00192742-0.00112251j 0.000678779-0.0057305j -0.000913003+0.00305761j 0.00445169+0.00445221j 0.00168261-0.00636071j 0.00513499+0.000382249j -0.00160604+0.00833828j -0.00637762-0.00171601j 0.00204938-0.00290395j -0.00250403+0.00865517j 0.00849371+0.00695495j 0.0108203+0.00323358j -0.0053867-0.000159366j 0.000481303+0.00452986j 0.00771288-0.00306279j -0.0035194+0.00781359j -0.000327928+0.0115046j 3.63257e-05+0.00793061j 0.00144193+0.00174913j -0.00662896-0.00258346j -0.00234007-0.00899234j -0.000179328-0.00489534j -0.0017505+0.0100346j -0.00806661-0.000992132j -0.00287875+0.00207734j 0.00318082-0.00037848j -0.000161519-0.00163235j 0.00156329+0.00762533j 0.00368775-0.00833541j 0.0029356+0.00538199j -0.00733665-0.00511101j 0.00508756-0.00273258j -0.000798347+0.00616301j -0.00355304-0.00365312j -0.00491182+0.00378535j 
-0.00154463+0.00725405j -0.00746131-0.00213488j 0.00224443-0.00175521j -0.00210201-0.0027847j 0.00617978-0.00293354j -0.00248685-0.0106159j 0.0103729+0.0041146j -0.00353932+0.00460136j 0.00177312+0.00384614j 0.00152454-0.0015588j 7.7041e-05-0.00216186j -0.000359471-0.0055202j 0.00497894-0.00153182j -0.00133513+0.0023256j 0.00340923+0.00356555j 0.00766423-0.00396485j 0.00269613-0.00552558j 1.03714e-05-0.00346546j 0.00733503-0.0010321j -0.00265842+0.00198469j 0.00447033+0.00164843j -0.00325668-0.00820166j 0.00334184-0.00526664j 0.00866266+0.000867923j -0.000880247+0.00171807j 0.00506802+0.00354051j -0.00713841+0.00741175j -0.00429471+0.00459131j -0.00514468-0.00337828j -0.000791645-0.00626642j 0.0011212-0.00232697j 0.00507944+0.00834397j -0.00435931-0.00956145j -0.00368044-0.00255565j 0.00248094+0.00377631j -0.00651988+0.0035212j 0.00610135-0.00291381j -0.00834395-0.00741372j -0.00222528-0.00815608j -0.00582718+0.000722259j 0.000847706+0.00505795j 0.00135877-0.00972178j -0.00485491-0.00336997j 0.00425583+0.00011331j -0.00048227+0.00928881j -0.0050117-0.0017032j 0.00675791-0.00374285j -0.00780039-0.00378478j 0.00353628-0.00585247j 0.00947036+0.00711471j -0.0159508+0.0003365j 0.00268318-0.0135363j 0.00648765+0.00117686j 0.000383551+0.000997087j 0.00423368-0.0107552j 0.00859555-0.00139118j 0.0085864+0.000876921j 0.00220947-0.000768308j -0.00374487+0.0100609j -0.00439248+0.00618957j 0.000801046+0.0146737j 0.0111968+0.000693367j 0.00331596+0.00400344j 0.00417161+0.00463212j -0.00194401+0.00193158j -0.00557929+0.00756782j -0.000343839-0.00775j -0.000542833+0.00490728j -0.00130996-0.00858074j 0.000338619-0.00535129j -0.00404116+0.00144557j 0.00600965-0.00741272j 0.00475694-0.00220211j -0.000793477+0.00245392j 0.000283284-0.00265046j 0.0093552-0.00178433j -0.00112285-0.00927539j 
