-0.0151241-0.058297j 0.0580549-0.0161111j -0.0118567-0.0260783j -0.0294772+0.0110467j 0.00452705+0.0128412j -0.00126944-0.00751755j -0.0103968-0.00658753j -0.0112143+0.00658248j 0.00290377-0.000909414j -0.00425656+0.0093619j -0.0138021-0.0079514j -0.00982588+0.00809228j 0.00127393+0.000272456j 0.00121021+0.00328388j 0.00135898+0.0124446j 0.00177673+0.0141833j 0.00188142+0.014896j 0.01317+0.0035359j 0.014614-0.00289786j 0.00440192+0.00107027j 0.00785622-0.00795355j -0.00580627+0.00672228j -0.00549713-0.00140513j 0.00288052-0.00575585j -0.00119104-0.00711967j 0.0105061+0.00734416j -0.000211345-0.0064934j 0.00133414+0.000865269j -0.00441023+0.00559162j 0.0104336-0.003921j 0.00417543+0.00707365j 0.000807928+0.0049865j -0.00748083-0.00671233j -0.00209868-0.00404194j -0.00117766+0.00309339j -0.00558652-0.00861367j -0.008338-0.00328466j 0.00035899+0.00168782j -0.00556832-0.00249218j 0.00898434+0.00122853j 0.00688545-0.00109862j -0.00643398+0.00587894j -0.00309381-0.0150032j -0.00388513-0.00012359j 0.000924136-0.00513111j -0.00439294+0.00163394j -0.00203049-0.00296425j 0.000361494-0.00265809j -0.0150722-0.0062721j -0.00307889+0.00624792j 0.00689365-0.0121988j -0.00168212+0.00249314j -0.0132338+0.000447221j -0.00366415+0.00632496j 0.008557-0.00766811j -0.00443274+0.00195754j -0.00201379+0.0074969j 0.00250161-0.0104641j 0.00911703+0.00200602j 0.0151284-0.00170284j 0.0021753-0.00568504j -0.00414344+0.000460432j 0.00110339-0.00386168j 0.00916477-0.00597027j -0.00496224+0.0157341j -0.00411299-0.0099286j -0.00321757+0.00543847j 0.00693736-0.0080759j -0.012422+0.00316278j 0.00495035+0.00180774j -0.000691985+0.00492878j -0.00209618+0.00023475j -0.00188884+0.00221488j -0.00937183-0.00419474j -0.0084817-0.00643144j 0.016144+0.00678011j -0.000783644+0.00112619j -0.00480986-0.00768351j -0.00959259-0.0133752j 0.00837221-0.00459519j 0.00376709+0.00240262j 0.0080807-0.009079j -0.0225935-0.00242194j 0.00357573-0.00654143j -0.00650302+0.0231852j 0.00614941-0.0215729j -0.0120392-0.011858j -0.0201529-0.00864776j -0.00529626+0.00861281j -0.00183551-0.00706324j 0.00549434+0.00255994j -0.00457689-0.0192178j -0.0099145+0.00817019j 0.000239002+0.00654346j 0.0396522-0.000297014j -0.000919078+0.039209j -0.0536715-0.0290351j -0.030268+0.0535771j 
-0.0034405+0.040625j -0.041236-0.00236544j -0.0338521+0.040044j 0.0424983+0.0364478j -0.0141596-0.0224549j -0.00737588-0.0192505j -0.00707743+0.0285119j 0.0294546-0.016331j 0.0239153+0.0116279j -0.00324676+0.00422973j 0.0129104+0.00944088j 0.0402875+0.000561398j 0.0185413-0.0153761j 0.0158044+0.00119146j 0.0137581-0.0203017j -0.00381017-0.0458971j 0.0199809-0.00130681j -0.0088348-0.0393521j -0.0256162-0.0308562j 0.00375136-0.0141669j 0.00444048-0.00907216j 8.25332e-05+0.00265457j 0.0305122+0.00531117j -0.0223486+0.0243015j -0.0120664+0.00221119j -0.00377294-0.0171186j -0.00939383+0.0144483j 0.00168576-0.0082192j -0.00203542-0.000975531j -0.0250318-0.00626465j 0.0158729-0.0239242j -0.000635703-0.0297872j 0.00212265+0.010372j -0.0197316-0.00732175j -0.0123612-0.00739179j -0.0215962+0.00131534j 0.00940993+0.00327359j 0.0209722-0.0200385j 0.000761496-0.000640701j -0.0273437+0.00318832j -0.0220748+0.00520212j -0.00585396-0.0166503j -0.0172586+0.0139916j 0.0170462+0.00556736j -0.00916982-0.00573326j 0.0189891+0.0169482j -0.00334249-0.00706837j -0.000234492+0.00816626j 0.000594275+0.00726154j 0.00895032+0.000445208j -0.00400623+0.0334106j -0.00223385-0.0106567j 0.0388699-0.0351519j 0.00686183+0.00294516j -0.0132161-0.018746j 0.00899662+0.010533j 0.0103245-0.024604j -0.00482301+0.0146292j -0.0234063-0.00144424j -0.0146113+0.00728079j -0.0240597-0.0159104j -0.0129392+0.014792j -0.00844661+0.00917667j -0.0383672+0.00908494j 0.00219812-0.0243524j -0.00072257+0.0254762j 0.0249442-0.0201604j 0.0102554-0.0114421j 0.00783523+0.00751933j -0.010603-0.00392233j -0.0213522+0.0021616j 0.0203171+0.0230678j -0.00846481+0.00758403j 0.0140834+0.0352876j 0.0174251+0.0058434j -0.0442262-0.0159051j -0.0538053-0.00579729j 0.0281436+0.0200891j 0.0210789+0.0288469j -0.0153569-0.0147956j -0.0165494-0.00236239j 0.00331474+0.00444357j 0.00296565-0.0400083j 0.0138933-0.0225908j 0.00208039-0.0473008j 0.00202365+0.0297465j -0.00262403-0.00826478j 0.0371834-0.000909417j 0.0256395-0.0219181j 0.0126293-0.0412927j -0.0546374-0.0161882j 0.00304268+0.0179777j -0.0265057-0.0139903j 0.0151769-0.0522087j -0.0277101+0.0169197j -0.0147053-0.021661j 0.0502809-0.0187089j -0.0193251-0.0495989j 
0.00671461-0.0202223j 0.0204982+0.00661301j -0.0134648-0.0277406j -0.0300166+0.0135061j 0.0116921+0.0181964j -0.00519182-0.000266401j -0.0127173-0.010631j -0.0192897+0.0152308j 0.0150312-0.0213473j 0.0201694+0.0331928j -0.0274733+0.00356661j -0.0105758+0.00559995j 0.000509415-0.00472596j 0.00519192-0.00300001j 0.00243612+0.0101998j -0.00787588+0.00118108j -0.0135681+0.00517634j -0.000200274+0.0107217j 0.0180776-0.0103056j -0.000889312-0.00886787j 0.00643186+0.0016422j -0.0110577-0.00114603j -0.00855402+0.0020404j -0.0126631+0.00257389j -0.0108381-0.00496795j 0.00694088+0.00396663j 0.00167229-0.00831036j -0.0048329-0.00212023j -0.0152275-0.0041424j 0.00354499+0.00189401j 0.0056309+0.0131176j -0.0119708+0.00802815j 0.00768094-0.00350733j 0.00369003-0.00404594j -0.00357481+0.00327613j 0.000353967-0.00379479j -0.000831926-0.00684j 0.0112006-0.00281043j -0.00631624-0.00611136j 0.00723418-0.00259045j -0.000110793+1.39463e-05j -0.00150823-0.00847501j -0.00365001-7.46178e-05j 0.00427442-0.000883181j 0.00283694-0.00287156j -0.00942637-0.00664811j -0.00253515-0.00398561j -0.00148044+0.00167811j -0.00723275-0.0102949j 0.000124328+0.00149869j -0.00642566-0.00881311j -0.00164697-0.00250101j -0.0239225-0.0169276j -0.00414579-0.00658416j -0.00148833-0.0124758j -0.00512075-0.0104331j -0.00986638+0.00664972j 0.000648814-0.00589432j -0.000425015+0.010391j 0.0215653+0.00121613j -0.00264416-0.00188307j -0.0121943+0.0261353j 0.00361354-0.00534913j -0.00264614-0.00564131j 0.0127471+0.0281836j 0.0112362-0.0119064j -0.00264682+0.000320063j 0.0125493-0.014802j -0.00918009+0.0146625j 0.00168443-0.000449427j -0.00573191+0.0035657j 0.00551165-0.0152899j 0.00577564-0.00206254j 0.0077554-0.0138575j 0.00724421+0.00662562j 0.00645349-0.00598333j 0.00777587+0.00855683j -0.00715236-0.0133313j -0.00335292+0.00711291j 0.00171256-0.00699947j -0.00485582-0.00729535j -0.0194309+0.00884398j -0.00747741+0.00707119j -0.00506709-0.000544088j -0.00378884+0.0156805j 0.0153058+0.0141596j 0.0217267-0.0147102j -0.0145092-0.0134849j -0.0181952+0.00779482j 0.000419641+0.0280049j 0.0157869-0.0111797j -0.0308338+0.000382173j 0.011974+0.0310834j -0.0195933+0.0146055j 0.0193288-0.000640664j 0.00216323+0.0215578j -0.0212469-0.000866857j -0.000573755+0.0217289j 
0.00753446-0.0174692j 0.0174594+0.00755887j -0.0123795-0.0163884j -0.0203463+0.013024j 0.0113294+0.0237774j -0.025088-0.00230192j -0.0128204+0.00774988j -0.0156341+0.0145823j 0.019694-0.0242898j 0.0155332+0.0276737j -0.00868646-0.00279215j -0.0180816-0.0151292j -0.00465101+0.0172502j -0.0137665-0.00791454j -0.00118532+0.00907828j -0.025634+0.00286537j -0.00218678+0.0125982j -0.00467534+0.00612438j 0.0151168-0.0263034j -0.00694572+0.00185115j -0.00245945-0.00144614j -0.0213893-0.0041039j -0.0170773+0.00803986j -0.0151133+0.00638601j -0.00657653-0.0058652j 0.0226663-0.00486967j 0.00524832+0.000925241j -0.00907244+0.0069834j -0.0110357+0.00247699j 0.000222778+0.00148868j 0.0100544+0.0154727j 0.000465147+0.0066786j 0.00106155-0.0148249j 0.00425148-0.00367945j 0.00265715+0.00213865j 0.0113415-0.00375731j -0.00674452-0.0118356j 0.0112444-0.00306485j -0.012745+0.000798822j 0.00440339-0.00443721j 0.0021267+0.00101463j -0.00452381-0.00869481j 0.0100066+0.00779914j 0.00526556+0.0112664j 0.000399769-0.00304845j -0.0119621+0.0106127j -0.00403901+0.0116897j 0.00653978-0.00807005j 0.00152975-0.0193952j -0.00705867-0.00474111j -0.0207573-0.0057428j 0.0040973-0.000770712j -0.00754239-0.00189602j -0.0182544-0.0213839j 0.0127884-0.0042772j -0.0106544+0.00666956j 0.00757755+0.00811117j 0.00256178+0.00260706j 0.00435168+0.0107444j 0.0132641+0.00843785j -0.000884557+0.0150551j 0.00947294-0.00191636j 0.000349542+0.00733303j -0.000856252+0.00529898j 0.016025+0.0116976j -0.00484967-0.0213853j -0.00816747+0.0153138j 0.00108972-0.0113361j -0.00783483+0.00294626j -0.00423106-0.00291048j -0.00773795+0.00805012j 0.00677744-0.0112934j 0.00215027-0.000791804j -0.000931081-0.013994j -0.00422808+0.00952764j -0.00422477-0.00942195j 0.00442346-0.00147113j -0.00852669-0.019159j 0.014154-0.0058413j 0.0127592-0.0119583j -0.00132125-0.0149731j -0.0143246+0.00663753j -0.00513607-0.00010128j 0.000553901+0.0114384j -0.00295186+0.0169204j 0.0115004+0.00278767j 0.00785193-0.00574766j -0.0150728-0.00643753j -0.0136745+0.00715956j -0.00381709+0.019595j 0.0191283-0.00250971j -0.0193948-0.030186j -0.0276047+0.0203964j -0.0138453-0.011432j 0.00748667-0.0209157j 0.0235131+0.00800692j -0.0107116-0.0079177j -0.00732218+0.0113231j 
0.0143894-0.0161056j 0.0170318+0.0133456j 0.0259972+0.0169443j 0.0193362-0.0301354j -0.0185142+0.0124704j 0.00107182-0.0180324j -0.0110701-0.011301j -0.023295-0.00422078j -0.0101001-0.00850037j -0.0110708-0.00872834j -0.00120608-0.0195757j -0.00197511-0.00243318j 0.00247473-0.00907599j 0.00200104+0.000104117j 0.00809011+0.00344376j -0.000659659+0.0186745j -0.0130529-0.00489675j -0.00123622+0.0189329j 0.0082781-0.00614268j -0.000207451-0.0111043j 0.00517775-0.00931724j -0.00458736+0.0135345j -0.0239472+0.00395922j 0.0138137-0.00476773j -0.0162445+0.0102471j 0.00137577+0.0116629j 0.0145775-0.0152435j -0.00339499+0.0124014j -0.0162328+0.0011216j 0.0156141-0.00767112j 0.0217952+0.0218293j -0.00516481-0.000968316j -0.00988265+0.00912097j -0.00219239+0.011347j -0.00589347+0.00711914j 0.00322933-0.0305918j -0.0163572+0.00945046j -0.00900047+0.0132567j -0.0175885-0.00374737j 0.00743448-0.00176339j 0.0168398+0.00834116j -0.017924+0.0042314j 0.021417-0.0154952j 0.0110304-0.00425279j 4.87417e-05-0.00558605j -0.00388165-0.00252035j 0.0178335-0.0103007j -0.0194371-0.0177301j 0.000884219-0.00693931j 0.000772368+0.0175146j -0.00566993-0.0150875j 0.00926273+0.00694472j -0.0172746+0.0185642j -0.00540103+0.00289184j 0.0051833-0.00983658j -0.00744648+0.00368934j -0.00296586-0.00540423j 0.0248327+0.00481983j 0.0124156-0.00829767j 0.0196018+0.00431542j 0.00922341+0.0215537j 0.0109466-0.000317189j 0.00310933+0.0057496j 0.0136133-0.00398289j -0.0123371+0.0102928j -0.0170024-0.0300728j 0.00394106+0.00555547j -0.013443-0.00498951j 0.00659188+5.69525e-05j 0.0143495-0.01019j 0.0085351+0.00229371j -0.011566-0.0300724j 0.0266419-0.0198714j -0.0155108-0.0244381j 0.000854121+0.00612123j 0.0146312+0.0231207j 0.0198857-0.0195898j -0.0197702+0.00339676j -0.00765818-0.0271172j 0.0269522-0.00843948j 0.030714+0.0180617j 0.0115287-0.0101538j -0.0187721+0.000950539j 0.0112763-0.00331024j -0.000236943+0.0272818j -0.0096165-0.0232373j -0.00816803+0.0126853j -0.00908076+0.0162257j 0.0076372-0.000300775j -0.0117019+0.00151855j 0.0238581+0.00445132j 0.0216675-0.0197921j -0.0151579-0.0250127j 0.0198276+0.00116585j -0.016236-0.0284084j 0.0230318-0.0160185j -0.0146073+0.014894j 0.0154944+0.0136206j 
0.00133277-0.0131496j 0.0131778+0.00106193j 0.00485892-0.0127961j -0.01416-0.00353856j 0.0156713+0.0128022j -0.000381541+0.0224098j 0.0186764-0.0146077j -0.0199561-0.0019663j 0.00435222-0.020798j 0.00665464+0.013046j -0.0199632-0.00484624j 0.0042095+0.00773806j 0.0082287-0.0102453j -0.00274149+0.00329067j -0.00107699-0.00906182j -0.000702425+0.00189634j -0.0281237+0.0148383j 0.00975576+0.0273157j 0.00938735+0.00988355j 0.00564335-0.00232712j 0.00490392+0.000359047j 0.000263541-0.00440195j -0.00299371-0.00550195j 0.00767367-0.00396909j -0.00476339-0.00184977j 0.00761275+0.000695823j -0.00565999-0.00643428j 0.00922334+0.00827581j -0.010096-0.0178275j 0.00886558-0.000205788j -0.00416795+0.0182691j -0.00570813+0.0148582j -0.0088897+0.00485535j -0.00732537-0.00183384j -0.00315501+0.000983939j -0.000930582+0.0091094j 0.00438245-0.00334515j -0.00377874+0.0120176j -0.00635062+0.0100858j -0.000473536-0.00670381j 0.000147963+0.000305208j 0.00718425+0.00885972j -0.00328652-0.0101905j -0.00244588+0.00821701j 0.00682428-0.0106256j 0.0040987-0.00369888j 0.00388547+0.00215139j -0.00431093+0.0075263j 0.00774923+0.0118084j -0.0137461+0.00825011j 0.000512607-0.0139175j 0.0181371-0.00633378j -0.0160633+0.00851242j 0.0141535+0.0108666j -0.0104793-0.00100054j 0.00917875-0.0081355j -0.00817966-0.00479621j 0.000390054+0.0140917j -0.00651619-0.00618533j 0.00362754+0.0149882j 0.00927782-0.00608518j -0.00241734+0.0193997j -0.00120878-0.00309297j 0.00364899-0.0188165j 0.00104482+0.00941286j 0.00808579+0.00223948j -0.0291587-0.000388358j 0.00554047+0.00367096j 0.00075737-0.00281487j -0.0102979-8.09081e-05j 0.000309897+0.00105411j -0.0185274-0.00503196j -0.00376048-0.0120412j -0.0098103+0.00627381j 0.00146943-0.00221471j -0.00235206+0.00914229j 0.0144989+0.000141228j -0.013645-0.0144937j -0.00478786+0.00383917j 0.0106497+0.000803085j -0.00339704-0.01067j 0.00655813+0.0132949j -0.00963332-0.00521613j 0.0118853-0.00348797j 0.0132358+0.0252184j -0.00221855-0.00587265j 0.0139265-0.00898353j -0.0325511-0.00165855j -0.0264423+0.0261485j 0.00302484+0.0391611j 0.0278918+0.0190039j 0.00553511-0.00177646j 0.010309+0.00556717j -0.0202172+0.00813573j 0.0223551+0.00686582j -0.00391284+0.0235853j -0.0119244+0.0101813j 0.0109989+0.012713j 
0.00166065+0.00604137j -0.00643724+0.00228268j -0.012206+0.00243615j 0.0012762+0.0142727j -0.00178775+0.00914246j -0.0148309+0.0106779j 0.0240084+0.00867934j 0.00227502-0.0226092j 0.00697799-0.000614321j 0.00115176-0.00638573j 0.0127744+0.00777961j 0.0197547+0.00140065j 0.00122772+0.0136501j -0.0178418-0.00848516j 0.0133832-0.0251519j 0.00347292-0.00934047j 0.00500431+0.00270846j 0.00898045-0.00692062j -0.0127314-0.00109499j -0.00892043+0.00619735j -0.00819908-0.00176175j 0.00369655-0.0152135j 0.00932837-0.00557781j -0.00119755+0.00229488j 0.00783063-0.00549576j 0.00402211-0.0185951j -0.00555209+0.00797186j 0.0113896-0.0118046j 0.00829469+0.00107882j -0.0148328-0.0062312j -0.00719109-0.00130811j 0.0129503-0.00608211j -0.0106883+0.00264421j -0.00903799-0.00415107j 0.00459234-0.00305719j 0.00983354+0.00553317j 0.00565605-0.00402221j 0.00827296-0.00860518j 0.00737736+0.00793842j -0.011356-0.005754j -0.00783272-0.0025788j 0.0147558+0.00517487j 0.00144504+0.00757252j 0.0067443+0.0172198j -0.00354228-0.00831635j 0.0096488+0.00564964j -0.00861854+0.00721836j 0.00746238+0.00102831j -0.000705238-0.00324914j -0.0034108+0.00311955j 0.00176069+0.0101264j 0.00543084-0.00394795j 0.016306+0.00591069j 0.00666258-0.00611669j 0.00774447+0.0134765j -0.003939+0.0148358j 0.00976346-0.00148348j -0.00571071-0.00121444j -0.000265312-0.0061783j -0.0168989+0.00239634j -0.0114641-0.00360592j 0.0016982-0.00401269j -0.000333063+0.00355473j -0.0176232+0.00177823j -0.00232589-0.0212505j -0.0017946+0.0129522j -0.0083959+0.000652978j 0.000888253+0.000452053j -0.00871402+0.00718224j 0.000306995+0.00888205j -0.0115057-0.00325114j 0.00458882+0.0161361j -0.0135151-0.000258002j -0.00687907+0.0213665j 0.00226603+0.00167474j -0.00849493-0.00344606j -0.0125218-0.00873712j 0.000991175+0.00896084j 0.00927583+0.0182625j -0.00185224-0.00162721j -0.00650027-0.0108231j 0.00981009-0.00161828j 0.00802778-0.00629779j 0.00352506-0.000314024j 0.0136575-0.00634548j -0.0125785-0.0130429j 0.00275951+0.000282787j -0.0176194-0.0103059j -0.00226715+0.0103669j -0.00988667-0.0108976j -0.0194833+0.0130526j -0.00867325+0.00231286j -0.00686192+0.0162401j -0.00634246-0.0155131j 0.0104394+0.00206553j -0.00358839+0.0100677j 0.0252731-0.00930989j -0.0100103-0.0246232j 
0.0138089+0.0107267j -0.010409+0.0135192j -0.00129389+0.0127811j 0.0129834+6.19205e-05j -0.00344403+0.0114708j -0.0157643+0.00421057j 0.0113016+0.0100722j 0.00136791-0.0116575j 0.00104416-0.00911154j 0.00770605+0.00203636j -0.0140056+0.0061602j 0.0161024+0.0198474j 0.00857044-0.00192064j -0.0116596+0.00548081j 0.0086409-0.0255607j 0.0177187+0.00623011j -0.00130922-0.00806288j 0.00203391-0.00597064j -0.00110902+0.00522286j -0.000642922-0.0103359j 0.00078478-0.00441155j -0.00184171-0.0052901j -0.00138007-0.00725569j 0.015371-0.00385006j -0.0139904-0.00307523j -0.0173881+0.00119199j -0.0108536-0.0144297j 0.00537135-0.0111677j -0.00101745-0.0129856j -0.00506691+0.0106333j -0.0119861+0.00139139j -0.012849+0.0160976j 0.0038692+0.0141153j -0.00147997-0.00462068j -0.0111233-0.00506371j 0.0113677-0.00279915j -0.00286764+0.00717738j 0.00294929-0.00740711j 0.0108413+0.0103008j -0.00448687-0.00542755j -0.00466067+0.00035139j 0.00892793+0.00293584j -0.00405968+0.00611143j 0.00885464+0.00365517j 0.00674066+0.00274815j 0.00718336-0.0191571j -0.00573455-3.06566e-05j -0.0068356+0.00393312j -0.00176301+0.00826265j 0.00632828+0.0106397j 0.0077449+0.00318143j 0.0121362+0.00483765j -0.0114751+0.00431437j 0.0135825+0.0080155j -0.00725953-0.00313312j -0.00193996-0.00582122j -0.000207307-0.00137458j -0.00932042+0.00804536j -0.000608864-0.00979796j -0.0155597+0.000358383j 0.0003227-0.00227974j -0.0112164+0.00967971j -0.00203322-0.000960945j 0.00680631-0.00378533j -0.00422929-0.0167862j -0.00480586+0.00168184j -0.00816162+0.00641145j 0.00488414+0.00929267j -0.00844667+0.00364841j -0.0010155+0.0134251j -0.0029802-0.00856766j 0.00444138+0.00050119j 0.00229235+0.0034809j -0.00188001+0.00766135j 0.00802407+0.0140539j -0.00373578+0.00378629j 0.0150728+0.00715944j -0.020482+0.00593698j 0.00804574+0.0154275j -0.00826901+0.00300852j -0.00724338-0.00537189j -0.00107505+0.0172946j 0.0126956+0.00907329j -0.00101918+0.00689019j 0.0274004-0.000364031j -0.00947323-0.0167114j -0.0123757+0.00973027j -0.00730297+0.0118669j -0.000549912+0.0134496j -0.00647508-0.0034258j 0.0097707+0.013784j 0.00756749-0.0291137j -0.027329+0.00482324j -0.0039825-0.00769841j 0.00116036-0.00763275j 0.00618537-0.0012811j 0.0243881+0.000129369j -0.000316915-0.0250614j 
0.0161191-0.0344604j 0.03523+0.0156484j -0.0144201+0.000952566j 0.0014613+0.0163336j -0.011041+0.023986j -0.0259874-0.0148431j -0.00667422+0.0131526j -0.00754553-0.00649434j 0.00753975-0.0196126j 0.00814912-0.00472206j 0.00522904-0.00383751j 0.0137761+0.00576873j 0.00512818-0.00682013j -0.00159531-0.00101372j 0.0101431-0.00967898j 0.00585478+0.00248733j 0.0181184-0.00270163j 0.00337576-0.0186437j 0.00152956-0.00120896j -0.00219717+0.00235011j 0.0079283-0.00280508j -0.0117522-0.00579595j 0.00960964-0.00158983j 0.0105539-0.00573063j -0.00706215-0.0131911j -0.00436866-0.000200846j -0.000383071-0.0121778j 0.0023006-0.0126999j -0.000948043+0.00293427j -0.00662754-0.00116599j -0.00385827-0.00362666j -0.000501236+0.00229649j -0.0115971+0.00131232j 0.00202021-0.00588599j -0.00473004-0.00181407j 0.00844986-0.00755312j -0.0132211+0.00132879j -0.00428468-0.00819528j -0.00210993+0.000515079j 0.00785391-0.0050588j -0.00193302+0.000516425j -0.00389817+0.00970195j 0.00492749+0.00192168j 0.00417822+0.0125651j 0.00120686-0.00794425j -0.0106961+0.00554577j -0.00406493+0.00498091j -0.0125064-0.00291174j -0.00467954+0.00470094j 0.00197768-0.00123737j 0.00207725-0.00616232j 0.0205755+0.0125495j 0.0106331+0.00558099j 0.00828215+0.0137348j -0.00040111+0.00232185j -0.00515823+0.00430424j 0.0104591-0.00655723j -0.00194332-0.00391917j 0.0109284-0.0141833j 0.0068391+0.0228275j 0.0105653+0.00147725j -0.00114364-0.00491901j 0.00539353+0.00930096j -0.00148026-0.000624509j 0.0031768+0.000631769j -0.00690676-0.0147374j -0.00349782+0.0175707j -0.00600916+0.000705874j -0.0163543+0.00203864j 0.000741153+0.0105194j -0.0100344-0.00229843j 0.00909381-0.00897954j -0.0111826-0.00727296j -0.0207621+0.0114263j -0.00503646+0.0147634j 0.000582695+0.00569835j 0.00510799-0.00678549j -0.00677873+0.0078277j 0.00837516-0.00188331j 0.0162643+0.000945165j 0.0114808-0.0168603j 0.0118543-0.0150652j -0.0139024-0.00520132j -0.000553391+0.000163097j 0.00433603+0.0178765j -0.0213403-0.0309888j -0.0202474-0.00527502j -0.0238603+0.00253466j -0.0103363+0.00898935j 0.00456634-0.00960866j 0.00299372+0.00747139j 0.00379139-0.0157704j -0.0278231+0.00502211j -0.0138653-0.0136747j 0.0139082-0.026329j 0.0280137+0.0128681j -0.00148408-0.0176071j -0.0165366+0.000997823j 
0.0107908-0.021511j 0.0216692+0.010788j -0.0209732+0.0096243j 0.00774498+0.0209154j -0.0167979+0.00350734j -0.00706778-0.0440843j -0.0452692+0.00738045j 0.00396968+0.0168153j 0.00128244+0.0137518j -0.00733246-0.00863445j 0.0172921+0.00412927j -0.00422433-0.0136069j 0.00697694+0.00714604j 0.00078602+0.02508j -0.024546+0.0146176j 0.00679212+0.00102208j 0.0143+0.00197967j 0.000636664-0.0130987j 0.0103436+0.0061875j 0.0163097-0.00343143j 0.000470317-2.74409e-05j 0.00106491+0.00966384j -0.00749059-0.00111463j 0.0119657-0.00954896j 0.00951745+0.000904718j -0.00534876+0.0176039j 0.00784353-0.00397411j -0.00411665+0.00439021j 0.00221003-0.000639536j 0.0201914-0.00809982j 0.00628014-0.00647995j -0.0177842-0.0148572j 0.00687935+0.00151467j 0.00158391-0.0022833j -4.65586e-05+0.00970472j -0.0129255-0.000602584j -0.014082+0.00651913j -0.0136004+0.00722333j -0.0120935+0.00167177j 0.00294048+0.00501449j 0.00199007-0.00282336j -0.0133317+0.0142337j -0.00369418-0.0152063j -0.00844114-0.010397j 0.00348329+0.0169406j -0.00546149+0.0026393j 0.00887188-0.00322373j -0.000850165+0.00193594j -0.00776987+0.00312622j -0.00402422-0.00484639j 0.001272+0.000345254j 0.00382107+0.00889223j 0.00185979-0.0189794j 0.00467343+0.0119463j -0.00585871-0.0146768j -0.00702424-0.00704808j -0.0132609+0.00786487j 0.0191488+0.00462552j 0.0065367+0.000243296j 0.0115164+0.0117405j 0.0152186+0.000887094j -0.0152216+0.00402717j 0.00214204-0.0083516j 0.0133944+0.00998357j -0.00234436+0.00650177j -0.017917-0.00769757j 0.01253+0.00689018j -0.00844346-0.00611881j -0.000364574-0.00879392j 0.00913575+0.00305487j 0.00371792+0.0205569j -0.000738374-0.0140684j -0.0106914-0.00564766j 0.00435233-0.020066j -0.00717785-0.00172095j 0.00771473+0.0121217j -0.008283-0.0060257j 0.00364879-0.00101487j 0.0112455-0.0209655j 0.00571322-0.00123283j 0.0140962+0.00020125j 0.00303835-0.0144954j 0.000811139+0.000152256j -0.00635887+0.0110995j -0.0142378+0.00549205j 0.0188609-0.01598j -0.0198127-0.0137602j 0.000733854+0.0069842j 0.00597205-0.0206875j -0.00336084-0.00490723j -0.0073705-0.024439j -0.022954-0.014441j -0.0339939+0.00254132j 0.0132181-0.0306485j -0.0156052-0.039562j 0.0388938-0.0114278j -0.00955688-0.0182949j -0.0177622+0.0100804j 
-0.0079785-0.0385829j 0.03875-0.00817775j 0.00123829-0.0295914j -0.0293147-0.00430432j 0.00211499+0.00449846j -0.00248532+0.00769981j 0.00524758+0.00551262j 0.00786065+0.000473087j -0.0040296+0.00167104j 0.00105116+0.0046278j -0.014919-0.000838154j -0.00978441+0.0058869j -0.00477418-0.00094421j -0.00486383+0.00353946j -0.0148542+0.00687949j -0.00647508+0.0125265j 0.00179533+0.022577j 0.0127114+0.00495396j 0.00656857+0.00898727j 0.00394266+0.00700794j 0.0113324-0.00592965j -0.00706019+0.0140935j 0.00573925-0.00975574j 0.00211167-0.00238909j 2.5204e-05-0.00627807j 0.0164492+0.00617566j -0.00336703+0.00450257j -0.00205864+0.00406331j -0.0070323+0.00257062j 0.00902426-0.00401143j 0.00178831+0.00890979j -0.000141224+0.00659149j -0.00829688-0.0169252j -0.00245368-0.00377405j 0.00361233+0.00455459j -0.00563122+0.000622582j -0.00848528-0.00959962j -0.0125021+0.00656104j -0.000748144-0.00257366j 0.0174415-0.00265048j 0.00492264-0.00941153j 0.00594242+0.00334505j -0.00654659-0.0163802j -0.00334032+0.00234475j -0.00778855-0.0163907j -0.00981361+1.76729e-05j 0.00273767+0.00494656j 0.0165667+0.000267857j -0.0055357+0.00414943j -0.0212026-0.00317591j 0.0027594-0.0121282j -0.000183925-0.00331507j -0.00580544-0.00272953j -0.00451876+0.00382053j 0.00349235+0.00479174j 0.00416826+0.00115997j -0.000955276-0.00169711j 0.00238541-0.00650136j 0.00132663+0.00693072j 0.0124923+0.00462751j 0.00691515+0.00102743j 0.00622396-0.00480602j 0.00195904-0.00143577j 0.00670883+0.00779034j -0.00507658+0.0134688j 0.000994081-0.00395591j -0.00494516+0.00586084j 0.00648521-0.00034846j 0.00127241-0.00237936j -0.00833921+0.00378657j -0.00378968+0.00895698j -0.00486818+0.00338487j -0.00474374-0.00201806j -0.0152646+0.0137613j -0.00621147-0.0144545j 0.00752594-0.000124295j 0.00160347+0.000834228j 0.00269716-0.00707234j -0.0038944-0.0172295j 0.0101177-0.00295815j -0.00268136-0.00218647j 0.0123864+0.0034405j -0.0131229-0.00815381j 0.0106254+0.00615861j -0.0136768+0.0251082j 0.000273216-0.00244351j 0.00163357-0.00505436j -0.00616539-0.00769529j -0.0188808+0.00094346j 0.00883809+0.00996914j 0.0134407-0.00800578j -0.00123749-0.0125912j -0.011424-0.0040034j -0.000880997+0.00132985j 0.0308478-0.000394316j 0.0011444+0.0327874j -0.0465034-0.00424622j -0.00390439+0.0465072j 
