-0.00118555-0.0180143j -0.0180289+0.000765874j -0.00322721+0.00934935j 0.0116258+0.00236087j -0.000698651+0.00432948j 0.000848918-0.00162332j -0.00193384+0.00129984j 0.00377169+0.00173251j -0.00126303+0.000940698j 0.000551315+0.000439635j 0.00309712+0.00131702j -0.00337196+2.45032e-05j -0.00203443+0.00751592j -0.000658414+0.00140648j 0.000567512-0.00328028j 0.000225374+0.00343292j 0.00388693+0.00131642j 0.00214142-0.00129022j -0.000668191-0.00195573j 0.00350707+5.75253e-05j -0.00394318-0.000638879j 0.00454534+0.00164246j 0.0013603+0.00361925j 0.000531705-0.00143124j -0.000321776+0.00103797j 0.00417997-0.000258818j -0.000690442-0.00335977j 0.00215827-0.000911228j 5.29795e-05-0.00234103j -0.000475683-0.00194982j -0.00318405+0.00215066j -0.00275542-0.0021018j 6.47905e-05-0.000191532j -0.000616822-0.000681475j -0.00141165+0.00496052j -0.00561917+0.00251226j -0.000553352+0.00498965j 0.00199776+0.00350906j 0.00267817-0.00130264j -0.0010871-0.000567426j 0.00447495+0.000476111j -0.00209314-0.0049103j 0.002374+0.0036632j 0.00383664+0.00680742j -0.0027655+0.000876048j -0.00503536+0.00305859j -0.00427658-0.00262407j 0.00277544-0.00266495j -0.00331283-0.00046713j 0.00221913-0.0048685j 0.00221088+0.00255057j 0.00209103-0.000787611j -0.00948715-0.00219553j 0.0014243-0.0121875j 0.0165103-0.00431004j 0.0048026+0.0165514j 
-0.0889618-0.00230955j -0.00168314+0.0894517j -0.15485+0.0443706j 0.0469812+0.162096j 0.00135148+0.0472848j 0.0605588-0.11359j -0.200822-0.0235312j 0.0258403+0.158805j -0.0176409+0.0306251j 0.0094757-0.0569151j 0.0245912-0.0125493j 0.0149074+0.0525455j 0.118662-0.0321746j 0.0213416-0.0476834j 0.0619985+0.0183127j -0.00402349+0.0484961j 0.0750246-0.0330115j -0.000608572-0.0106293j 0.0324961+0.0622719j 0.015316-0.0636535j 0.0175324-0.0454768j 0.00473972-0.0577415j 0.00107923+0.0546242j 0.0143175-0.0914821j 0.000800273+0.0350895j -0.0299156-0.0346641j 0.0834604-0.0297089j 0.0258303-0.0218801j 0.0316136-0.00827645j 0.0195611+0.00252211j 0.0159357+0.0245082j 0.0140184+0.0515425j 0.0709315+0.0718869j -0.0283622-0.0518487j 0.0260312+0.0246346j -0.015196-0.00526733j 0.0645739+0.0221832j 0.0136894+0.0487418j -0.0226148-0.0524157j -0.0240467+0.0371533j -0.0357874+0.0462104j 0.0795814+0.021775j 0.0609152+0.00107737j 0.108369-0.0314546j -0.00461397+0.0296821j 0.012042+0.0369931j 0.0291194+0.0781208j -0.0316298-0.035824j 0.023858-0.168843j 0.180776-0.0350003j 0.0664247+0.0834777j 0.0282861+0.0402314j 0.0296899-0.160608j 0.155988+0.0321629j 0.0127641-0.0815815j 0.0802797+0.012713j 
0.051479-0.0366669j -0.0371477-0.0518221j 0.119517-0.00946193j -0.0148944-0.124774j 0.0104768-0.02896j -0.0416332+0.0710476j 0.140114+0.017238j -0.0187166-0.116746j 0.000736419-0.0233639j -0.0124488+0.0486579j -0.0136378+0.00617246j -0.013894-0.0314717j -0.0848502+0.039379j -0.0217438+0.0435234j -0.0489002-0.0319882j 0.00529081-0.0289017j -0.0410774+0.0261653j -0.00406771+0.0028548j -0.0330342-0.0523004j -0.00746761+0.0425207j -0.033669+0.034061j 0.00904312+0.051994j 0.00516417-0.0371031j -0.0052001+0.0589405j 0.000619049-0.0192785j 0.0350688+0.0253408j -0.0580425+0.00591344j -0.0176607+0.0137717j -0.0220753+0.00215417j -0.0119229-0.000198672j -0.0211603-0.0130492j -0.0128991-0.0404311j -0.0516462-0.0500382j 0.0158128+0.0468764j -0.0244929-0.00622817j -0.0154887+0.0101448j -0.0558685-0.0172406j 0.00119623-0.0284623j 0.0171044+0.0252003j 0.0263877-0.039559j 0.0366417-0.0221703j -0.0574891-0.0267374j -0.0300865+0.00502319j -0.0754942+0.0439801j 0.00397691-0.0289204j -0.0170944-0.0220347j -0.0219772-0.0510434j 0.0290936+0.0202465j -0.025503+0.115143j -0.13152+0.0243456j -0.0571326-0.0756948j -0.00652618-0.0498877j -0.0347757+0.108663j -0.106841-0.0294259j 0.0223462+0.065207j -0.0651948+0.0222776j 
0.0170533+0.0313984j 0.0309415-0.0170883j 0.0203358-0.0408013j -0.0449397-0.0223433j 0.00114968-0.0209087j -0.0181136+0.0135809j 0.0205174+0.00307426j -0.00468336-0.0190774j 0.0010479-0.00721297j -0.0080887+0.0117614j -0.0161657-0.00582918j 0.00224341-0.002751j -0.0145399-0.00692321j 0.00338525-0.00294426j -0.0114348+0.0021035j 0.00336064-0.00751306j -0.0116737+0.00468572j -0.00577166+0.00201972j 0.00509554-0.00772862j -0.00612497+0.0071492j 0.0102867-0.00220962j -0.00927362+0.00777058j -0.00338209-0.0178814j 0.00257144+0.0160665j 0.00383395-0.0147304j -0.00416569+0.0124866j -0.00905845+0.0107115j -0.0111062+0.00838911j -0.00532198-0.00227477j 0.00210639+0.00692261j 0.00138952-0.0129789j 0.00648937+0.00463147j -0.0168334-0.0117758j 0.00163878+0.000618207j -0.00552632-0.00959802j 0.0144631-0.00559645j -0.010994-0.0152509j -0.00583471-0.0107459j 0.00575145+0.0114637j 0.00883199-0.0050455j 0.00463597-0.0165706j -0.00460313-0.00114366j -0.0142785-0.0146588j -0.0253849-0.00722241j -0.00720999-0.00355664j 0.0100168-0.0173475j 0.00717869-0.0114502j -0.0101922-0.0109355j 0.00576239+0.0301446j -0.0382288+0.000172582j 0.00690953-0.0129177j -0.00975929-0.00122686j 0.0135537+0.0154988j -0.0177098+0.018394j -0.0254608+0.00654279j -0.00704559-0.0271888j 
0.0376885+0.112587j 0.112967-0.0356127j -0.0552178-0.0557607j -0.0570463+0.0637952j -0.00593054-0.0514364j -0.0151181-0.00111881j -0.0105264-0.0302989j -0.0613716+0.00890256j 0.0304061-0.0497098j -0.0140316+0.000772775j -0.0536064-0.0135319j 0.0195094-0.029624j -0.00339968-0.0982984j 0.0123975-0.0481718j 0.017485+0.0504669j -0.0384182-0.0096109j -0.0511243-0.0138733j -0.00590719+0.0261542j 0.0205812+0.0525648j -0.0828643-0.00995619j 0.0622307-0.00386361j -0.0460373-0.0231278j -0.0363133+0.00171291j -0.0290975+0.00854775j 0.00649293-0.00586832j -0.0510123-0.0277648j 0.0117929+0.0717158j -0.0188884-0.00114077j 0.000707422+0.0165795j 0.0194393-0.0203674j 0.0354706-0.0320126j 0.0300766-0.0132005j 0.0296713+0.00741063j 0.0200033-0.00545471j 0.00593937-0.0361595j 0.0721392-0.0514007j 0.0643887-0.0242895j -0.0160007-0.0422229j -0.0125336+0.0368725j -0.0278039+0.0185487j -0.0225602-0.0214718j 0.0077008+0.0162881j -0.022153-0.05086j -0.00416344-0.075572j -0.0188763+0.00837482j 0.0418491-0.00650246j 0.0374413+0.00690559j -0.0337836-0.0455925j 0.0596764-0.015993j 0.0127628+0.0121486j 0.0257895+0.0151967j -0.00579101+0.0508101j 0.0721134+0.0361171j -0.0324506+0.0639716j -0.118712-0.0511238j 0.0532754-0.118544j 
-0.0380995-0.0825317j -0.0830001+0.0362068j 0.023852+0.043829j 0.0488539-0.032658j 0.00893022+0.0394254j 0.014545-0.019761j -0.0267939+0.015367j 0.0434611+0.0227835j -0.0326423+0.0325657j 0.00789903-0.00871879j 0.0521393+0.00992416j -0.00987607+0.0343519j 0.0306414+0.0693726j -0.0164647+0.0322354j -0.00321676-0.0452007j 0.0312518+0.0136341j 0.0532588-0.00445457j 0.00719955-0.020444j -0.0150747-0.0325996j 0.0647636-0.0103715j -0.0482879-0.00292948j 0.0396408+0.00490304j 0.0263338+0.00728873j 0.0210351-0.0242631j -0.00318466+0.00816626j 0.0382946+0.00732316j 0.00491063-0.0595843j 0.0153323-0.00148381j -0.0022642-0.0131617j -0.0083392+0.0111234j -0.0249425+0.0319528j -0.0153216+0.0158793j -0.0160856+0.0131133j -0.0230146-0.00404827j -0.000639081+0.0365212j -0.057727+0.0432309j -0.0364291+0.0248454j 0.0121302+0.040417j 0.000652134-0.0363021j 0.0107814-0.0181821j 0.0127033+0.030144j 5.40513e-05-0.00912584j 0.025814+0.0418596j 0.0278698+0.0529323j 0.000975368-0.00515785j -0.0264587+0.00346119j -0.0202436+0.00568589j 0.0249819+0.0309723j -0.0508918-0.0257349j 0.0162918-0.0269931j 0.00148916-0.014066j 0.0324227-0.0209388j -0.0280905-0.0439527j 0.0379727-0.028086j 0.0892318+0.0330117j -0.0336855+0.0894719j 
-0.0246199-0.00709019j -0.00679512+0.0242955j -0.0396249+0.00445248j 0.00592176+0.0404985j 0.00923319+0.000525662j -0.00357249-0.0550573j -0.0869847+0.00929122j 0.0184305+0.065951j -0.0158398-0.00374807j -0.00834284-0.0193263j 0.00928228-0.0033496j 9.26236e-06+0.0396392j 0.054432-0.0044285j -0.0105649-0.0242312j 0.0315393-0.0117299j 0.0185964+0.0237292j 0.0420269-0.0219469j -0.00151163-0.0111276j 0.014896+0.012916j 0.0140243-0.0320105j -0.00523428-0.0167772j 0.0129084-0.0227455j 0.00708946+0.0190239j 0.00693423-0.0386431j 0.00411282+0.0143018j -0.00310656-0.00801935j 0.0315305-0.0237177j 0.0033797-0.0139774j 0.00683925-0.0120383j 0.012513-0.00186264j -0.00435105+0.0144459j 0.0142995+0.0261977j 0.0185726+0.0271973j -0.0245807-0.0234402j 0.00835043+0.0231096j -0.00623859+0.0115506j 0.0285319+0.00705895j 0.00666481+0.0250938j -0.00772582-0.0214359j -0.000790175-0.00185176j -0.00341931+0.0217091j 0.024834-0.00770859j 0.0273311-0.00376953j 0.0500105-0.00991418j -0.0164058+0.0121271j 0.00852447+0.00297286j 0.0158761+0.036181j -0.0114392-0.014218j 0.0172702-0.0654747j 0.0528029+3.81344e-05j 0.0247826+0.00944131j 0.0287847+0.028019j 0.0330259-0.0523147j 0.0487705+0.0295916j 0.0232661-0.0150551j 0.0146059+0.0231748j 
0.0136757+0.0211616j 0.0210911-0.0136262j -0.0159816-0.00290728j -0.00283274+0.015058j -0.00464939-0.0208135j -0.0162556-0.00391102j -0.0198167-0.000118962j -0.00610988+0.022216j -0.00378018-0.0145104j -0.00398287-0.00135974j -0.0119539-0.0104092j -0.00723157+0.00585924j 0.0146327-0.0136977j 0.00561008-0.0209107j 0.0150901+0.00842119j -0.0114201+0.00716976j -0.00337465-0.0178496j -0.00270909+0.00771594j 0.00834146+0.0195381j -0.0167147-0.00772046j 0.0092688-0.00906444j -0.0132224-0.0134164j -0.0154749+0.0119845j -0.0107208-0.00495362j 0.000818885+0.0100378j -0.0116201-0.00839196j 0.0137595+0.0156767j -0.00421963-0.00907906j -0.00465992-0.00203844j 0.00939872-0.00175261j 0.0066592-0.0130316j 0.0148303+0.00160176j 0.011186+0.0100298j -0.00539643-0.00793055j 0.00517392+0.00619005j 0.0135456-0.0122776j 0.0267898+0.00325172j -0.0037368-0.00839374j 0.00839248+0.00692211j -0.0148445-0.00296074j -0.00847353+0.00114516j 0.00908557-0.00483962j 0.013879-0.00608132j 0.0195302-0.0343266j -0.0101848+0.00493678j 0.0193112+0.00332133j 0.00924474+0.00719515j -0.0148577-0.0142598j 0.0153404-0.0233221j 0.0140693+0.0181481j -0.0104598+0.00866917j 0.0112605+0.00338424j 0.0151697+0.0118214j -0.0172871+0.00907413j -0.00969231-0.00772602j 0.00920742-0.0105238j 
0.00958585+0.0175288j 0.0179276-0.00943232j -0.00514541+0.0243242j 0.0264707+0.00554409j -0.0230751+0.00275604j 0.00235698+0.0196276j -0.000699294+0.00370227j 0.00741107+0.0152635j -0.001583+0.00925944j 0.0134509-0.0298848j 0.0272688+0.00615666j -0.000113979-0.0071722j 0.0131645-0.00274154j 0.0101648+0.00187296j 0.0145551+0.0181478j -0.0134604-0.0102345j -0.0133802-0.0152155j 0.0061404+0.00637624j 0.00661996+0.00708396j 0.00754717+0.000850408j 0.01268-0.00485602j -0.0161596-0.0169105j -0.0191386+0.0157939j -0.0125186-0.00777915j -0.0137849+0.0165566j -0.00795559-0.00383785j 0.00414306+0.00767999j 0.00980223-0.00331744j -0.00521594+0.010103j -0.0109447+0.0104758j 0.0111003-0.00564214j 0.00389428+0.0028191j 0.0100408+0.00856041j -0.001145-0.00759165j 0.00874319-0.00354089j 0.0143557-0.016967j 0.00987876+0.0179435j -0.00509395-0.00336457j -0.00271675+0.00922797j -0.0182848+0.0106347j -0.0250119-0.00501531j 0.0109829+0.0269793j -0.000509453+0.013925j 0.0212649-0.0239219j 0.014749+0.0099393j 0.0149621+0.020735j -0.0246274+0.00868856j -0.007868+0.024018j 0.000308766-0.0169091j 0.0309757+0.0126232j -0.0199495+0.0343976j -0.0188134-0.0161212j -0.0117074+0.00731077j -0.00778735-0.0119881j -0.000998598+0.0012108j -0.00063254-0.00158622j 
-0.00968075-0.0330434j -0.0329088+0.00983096j -0.025675+0.0176203j 0.0191952+0.0259052j 0.0103285+0.00811233j 0.0146303-0.0213302j -0.0195521-0.0150707j -0.015044+0.0107868j 0.00145099-0.0106429j -0.00312502+0.00657719j -0.00755321+0.00778377j 0.00599965-0.00524498j -0.0115617-0.0134972j -0.0123218-0.00215612j 0.00334432-0.00691484j -0.00632969+0.0109275j 0.00501062+0.00743908j 0.000191204+0.000742026j -0.00177871+0.0110994j -0.014502+0.00278384j -0.0025245+0.00594756j 0.00351314+0.00583239j 0.00964429+0.00348547j 0.00155081-0.00148194j 0.00484552+0.00356609j -0.00522942-0.0105627j 0.0108559-0.00244401j -0.00420512-0.0088918j 0.00795639-0.00183j -0.00229117-0.0166442j 0.00134538+0.0127114j -0.00912418-0.0155864j 0.0194804-0.0013033j 0.0124218+0.0082737j -0.000369945-0.00308323j -0.00460542+0.00325321j 0.0147228-0.00190595j 0.00597026-0.00483654j -0.00351171-0.00302582j -0.00564338+0.0113299j 0.0191586+0.000553331j -0.0111808-0.00591014j 0.00690662-0.0118712j 0.00441101+0.0118135j -0.0227962+0.0123697j -0.00472587+0.00148441j -0.00319236+0.012101j -0.00268723-0.024254j 0.0164586-0.00328236j 0.00357235-0.00887828j 0.030823+0.00508433j -0.00365085+0.0269069j -0.0217403-0.0187715j 0.0200671-0.0255694j 0.0335319-0.0192307j 0.019441+0.0335467j 
0.0153688-0.0298074j -0.0294355-0.0153693j 0.0270617+0.0135921j 0.0137437-0.0268822j -0.00139512-0.0164148j -0.0219976+0.00852844j 0.0135626+0.0116329j -0.00745621-0.00275657j -0.0197885-0.0107231j -0.0069815+0.0201488j -0.00327927-0.00426869j -0.0263063+0.00975345j 0.0104715+0.0332733j -0.00457956-0.00267686j 1.16065e-06-0.0199829j 0.0039336+0.00917181j 0.0106891-0.00919818j -0.00268384+0.00511756j -0.00583327-0.00757857j -0.00510625-0.000944508j -0.0210288-0.00152459j 0.0117502+0.00302894j -0.00424678+0.012075j -0.00719993+0.0108007j 0.00509041+0.0148002j 0.0181526+0.00342533j -0.00216877+0.00470956j -0.0104532-0.0105871j -0.0150309-0.0025755j 0.00238153-0.00349999j -0.0121207-0.0037837j 0.000762784-0.00476166j -0.00988199+0.00590953j -0.00796866+0.00634531j -0.00268336+0.0193731j -0.0162983+0.00930432j 0.00472231-0.000559807j 0.001175-0.00466013j 0.0178558-0.0122401j 0.000326139-0.0239477j 0.00206476-0.00225498j -0.00951458-0.00326902j 0.0158115-0.00235967j 0.00476365-0.0088431j -0.00175145-0.00646708j 0.0107621-0.0062871j 0.0165579+0.00959541j -0.00395621-0.00480329j 0.00111105+0.00489491j -0.0224238+0.0102323j -0.0201415-0.0272615j 0.00782883-0.0199541j -0.0263651+0.0214515j -0.0191502-0.0229141j 0.0397225+0.0236272j -0.0241447+0.0399316j 
-0.00208259+0.0155867j 0.0152286+0.00177064j 0.0065074-0.0195106j -0.0217386-0.00843964j 0.00528058-0.0123063j -0.0136809-0.000150985j 0.00565762+0.0069148j 0.0011541-0.00810073j -0.00230921+0.000153852j -0.00792231+0.0161649j -0.0122705-0.0103243j 0.000241317+0.00719239j 0.00386732+0.00189934j 0.00791507-0.00708646j -0.00923467-0.00256793j 0.000825118-0.00104654j 0.00496953-0.000171886j -0.006988+0.00263807j 0.00371352-0.00746808j -0.000405797-0.00472332j 0.00154802-0.0100057j -0.00345624+0.00503148j -0.00334452-0.00718433j 0.0074558+0.000229884j -0.000468215-0.00528231j 0.00332162+0.00687597j -0.000765128+0.00315814j -0.0101508+0.00449884j -0.0113741-0.00498997j 0.00706642+0.0139103j -0.00621078-0.00506609j 0.00879832+0.0114244j -0.0126576-0.001902j -0.00655235-0.00393978j -0.0036816-0.00162616j -0.00712841-0.0026911j -0.0130461-0.00711416j 0.0022147-0.000533793j 0.00605147-0.00584119j 0.0159278-0.0131973j 7.27571e-05-0.00603708j 0.0063744-0.00226928j -0.00411827+0.00165167j -0.00765724+0.00276847j -0.00102167-0.0109889j 0.00137038-0.0141066j 0.00755275-0.0100407j -0.00286522-0.00184129j -0.00704436+0.00346308j -0.00458609-0.00303252j -0.00113275-0.00246376j -0.00314054-0.00156581j 0.0206616-0.000923142j -5.38596e-05+0.020071j -0.0232879+9.89073e-06j -0.000256578-0.0232928j 
-0.00893103-0.00911426j -0.00930707+0.00857903j -0.00140946+0.00486447j 0.00281982+0.00144654j 0.00272833+0.00729783j 0.0078732+0.0020798j 0.0049509-0.00627947j 0.0039473-0.00697701j -0.00290712+0.0103653j 0.00466305+0.00416783j -7.49396e-05-0.000557245j -0.000279108-0.0026011j -0.00474042+0.00752564j 0.0080158+0.00566593j -0.00386499-0.00082388j -0.00305666+0.00223413j 0.00219096+0.000611881j 0.00090168-1.63537e-05j -0.000808311+0.000676586j 0.00671169+0.00244284j -0.00542347+0.000943365j -0.0025543+0.00238841j 0.00362497+0.00187303j 0.00630681+0.00469264j 0.000170256+0.00386267j -0.00283342+0.00430429j 0.00147431-0.00324561j 0.0015493-0.000124157j 0.00147128-0.00214516j -0.000861064+0.00421054j -0.00349433-0.00420767j -0.00452634-0.000176437j -0.000493568-0.00680012j 0.00339813+0.00305684j 0.00081553+0.00132879j -0.00334044+0.00240974j -0.00321405-0.00342119j -0.00107607+0.00453161j 0.010022-0.00876272j -0.00582325+0.00963555j 0.00294677+0.00926401j -0.00177442+0.000390703j 0.0170179+0.00641058j -0.00732256-0.00102783j 0.0168725+0.000382763j -0.00210359+0.00921582j 0.000724173-0.00228914j -0.002584-0.00778974j 0.00332943-0.00231398j 0.00374644+0.00913705j -0.000196737+0.00137532j -0.000905845-0.00147333j -0.0217154-0.0115461j 0.011606-0.0199374j 0.00801703+0.00164415j -0.00268332+0.00779979j 
0.0109861+0.00198575j 0.00220281-0.0109965j 0.00784393-0.0115958j -0.01251-0.00389953j -0.0147971-0.0106274j -0.00230216+0.018909j 0.00986151-0.0115824j -0.0124189+0.00363795j 0.0008811+0.00262434j 0.014443-0.0137255j 0.0131926+0.00418575j -0.00876351-0.00975885j -0.000316477+0.0117096j 0.00933485-0.00106101j 0.00858368+0.00540546j -0.000442968-0.0104933j -0.0145195-0.0105629j -0.00809462-0.00517967j 0.00676548-0.00271655j -0.00281489+0.00506652j 0.00832192+0.00563264j -0.00508009-0.00482472j -0.00541728-0.00481193j -0.00487664+0.0071981j 0.00104565+0.00472462j 0.00796433+0.00763989j -0.00797848+0.000360881j 0.00683225-0.00331274j -0.00636539+0.00666175j -0.00860519+0.00539529j 0.00876798-0.0107555j -0.000842075-0.00480013j -0.00953558-0.00683631j -0.00112851+0.00737173j -0.000919521+0.000993491j 0.0145861-0.00880663j -0.00679104+0.00652921j 0.0062241+0.00625002j 0.000411418+0.00659251j -0.0165879+0.00663473j 0.00582374-0.0144002j 0.00479967+0.00797801j 0.000857402-0.014979j -0.0148953-0.0207431j 0.0124038-0.0196694j 0.0224393+0.00958694j -0.00727093-0.0148473j -0.0121157+0.0081318j -0.0112019+0.00428198j -0.0126814-0.00632015j 0.0062067-0.014031j 0.00240416+0.00511523j -0.00455339+0.00965338j -0.00594458-0.00743553j -0.00362024+0.00200456j -0.00210344-0.00283009j 
0.00242017+0.010651j 0.0106899-0.00257079j -0.00410169-0.00808023j -0.00842915+0.00257013j 0.00838419-0.00953458j -0.0122571-0.0129296j -0.0134098+0.00954878j 0.00812492+0.00498173j 0.000853039-0.00618j -0.00184677-0.00667406j -0.00543072+0.00453647j 0.00765928+0.00951459j 0.00470163-0.014799j -0.00236901-0.0107732j 0.00946801+0.000770089j -0.000799087-0.000139885j -0.00598762-0.0045355j 0.000988324-0.00110412j 0.0112626-0.000132469j -0.000851278-0.00275916j 0.00660734-0.00579025j -0.00240677-0.00018796j -0.00548648+0.00746152j 0.00461589-0.00600075j -0.000307218+0.00233513j -0.00631839-0.00373781j 0.00740685+0.00229532j -0.00532016+0.00146677j -0.00275435+0.000402839j 0.000969505+0.0070033j -0.00388448-0.00654095j 0.00928192+0.00737516j 0.00536748-0.00170062j -0.00516833-0.00880688j 0.000774829-0.0025881j 0.00313012-0.00973121j 0.008691-0.00445988j 0.000161814+0.00225041j -0.00119714+9.31431e-05j 0.00167676+0.0024232j 0.00175637-9.78722e-05j 0.0090993-0.00315789j 0.00165789-0.00285434j 0.00235923-0.0033802j 0.00115401+0.00373804j 0.000744443+0.0085652j -0.0122045-0.00634437j -0.0124795-0.00846568j 0.014097+0.0054006j -0.00284766+0.0151823j -0.00529068+0.00995668j -0.0123788+0.00164152j 0.0111317-0.0016136j -2.84396e-05+0.00827157j -0.0032406-0.0035443j 0.00377042-0.00405043j 
-0.0026381-0.0040237j -0.00400244+0.0025441j -0.00505764-0.00170508j -0.00234399+0.00682963j 0.00336771-0.0112978j -0.0108265-0.0153571j -0.0209775+0.00381237j -0.00128832+0.0121262j 0.00853459-0.00219441j 0.00426158-0.0143908j 0.00870567+0.0120264j 0.0136146+0.000451436j 0.00777953-0.016027j -0.0119899-0.0129842j 0.0181263+0.00165188j 0.0083018-0.00702454j -0.00221378-0.00347409j -0.00451222-0.0131536j 0.00507942-0.00584459j 0.00557439+0.000958964j 0.00869638+0.000615363j -0.00133276-0.005881j 0.015071+0.00208216j 0.00256438-0.0123969j -0.00497479+0.00576018j -0.00562072+0.00331659j 0.00042297-0.0147674j 0.00953732-0.00529077j 0.00365086+0.0007649j -0.00747649+0.00356072j -0.00634441+0.0117708j 0.00503511+0.00615536j 0.00590934+0.00037075j -0.00494614-0.000423643j -0.00334393-0.00401763j 0.00841243+0.00353762j -0.00137978-0.00115965j 0.00822874+0.0194547j -0.0140035+0.00694135j -0.000146627+0.012525j 0.0120746-0.00517346j 0.0131458+0.000810985j -0.00288653-0.0132518j 0.00395079+0.0051754j 0.00691045-0.00541623j 0.00333166+0.0150301j -0.0146073+0.000887542j -0.00756748+0.00909759j 0.0145923+0.000815572j 0.0042477+0.00493827j 0.00983772+0.0050702j -0.00160834+0.0195205j 0.0160894-0.00975495j 0.00887014+0.0161633j 0.00484555-0.00574924j 0.00562987+0.00485897j 
-0.00850526-0.00768193j -0.0078334+0.00872341j -0.0047043+0.00954722j 0.00786891+0.00520555j 0.0134936-0.00870305j -0.0170431-0.0114666j 0.00108647+0.0185436j 0.00669386-0.0104335j 0.00694637+0.00122909j -0.00194445+0.0110981j -0.0148628-0.00485355j 0.00100194-0.005147j -0.0033973-0.0126903j 0.00233742-0.00835517j 0.00570463-0.000312496j -0.0145691-0.00114103j -0.0123557+0.00890652j -0.00397476+0.000585165j 0.00246395+0.00700886j -0.00163287+0.00073841j 0.00429145+0.00345497j -0.00148788+0.00843974j 0.00139402+0.0148064j 0.000721586+0.00175251j -0.00333353+0.0176761j -0.0118545-0.00299501j -0.00702183+0.00236694j -0.00563497-0.0127579j -0.00209631+0.00356983j -0.00317075+0.00900757j -0.0126598-0.00457161j 0.00146279+0.00208474j 0.00982105-0.00757856j 0.00250525-0.00291761j -0.00280626-0.00192075j -0.0146816-0.00666856j 0.00651133-0.00635845j 0.00634589+0.0058998j 0.0117437+0.00110441j 0.00568427+0.00582337j 0.00530216+0.000682227j 0.00998324-0.00852892j 0.0081209+0.00838661j -0.00220943+0.011272j 0.0160542-0.00684592j -0.011644+0.0178366j -0.0199353-0.0105068j 0.00401249+0.00438122j 0.0125476+0.00396541j 0.00423268+0.0326254j -0.0266275+0.00759534j -0.00995093-0.00921264j 0.00028343-0.00148626j 0.00560134-0.00086623j -0.00360341-0.00555518j 0.00489326-0.00287985j 
0.00922242-0.000601857j -0.000175755-0.00910856j -0.00740096-0.00616175j -0.00213616+0.00909245j -0.00940922-0.000988426j -0.00400762+0.00981672j 0.00687434+0.00974624j 0.00903565+0.00143883j 0.00460876+0.00291942j -0.00260052+0.011705j -0.0229412-0.0109018j -0.0165738+0.00267539j -0.00623927+0.0042632j 0.0170535-0.00798994j -0.00515604+0.011667j -0.00354391+0.00827645j 0.00708374+0.00522084j 0.00337223+0.0106528j 0.00791535+0.00868103j -0.00134861+0.00576502j 0.0107286-0.0095585j -0.0107133+0.0028536j -0.0061105-0.0115217j 0.00649407+0.0118946j 0.000214009-0.00472532j -0.00383125+0.0106487j 0.000653659+0.0155014j -0.00921309-0.00595984j -0.00607478-0.0122494j 0.0045389-0.00111908j 0.00383301-0.00083316j -0.00336557+0.0119515j -0.00540704-0.00155363j 0.00705887-0.00969686j -0.0017848-0.00881942j 0.0113473+0.000348909j -0.00305925+0.00307159j 0.00275303-0.00818181j 0.0155613-0.00522293j 0.0117965+0.000127791j 0.00193798-0.00858767j -0.00252693-0.0066014j -0.00139509+0.00637304j 0.00214106-0.0052498j -0.0140418+0.005447j -0.00677538-0.0103958j 0.00795024-0.0129917j -0.00286712-0.0107642j -0.0126878+0.011861j -0.00289299-0.00806899j -0.00217654+0.0116678j -0.0203255-0.00100555j -0.00268196+0.00390172j 0.00274076-0.0097336j -0.00160844-0.0137441j 0.0146099-0.000630572j 
0.00185955+0.011479j 0.0113694-0.00233659j 0.005924-0.00107288j -0.00220632-0.00711812j -0.00125277+0.00253908j 0.00139513+0.00230274j 0.00175768+0.00165546j 0.00668986-0.0038922j -0.0024362+4.55817e-05j -0.011058+0.000338609j 0.00236857-0.00443303j 0.00870027+0.00666575j 0.000746975-0.00371744j -0.00183978+0.00356345j -0.00661841+0.00123567j 0.000487622-0.00513449j 0.00162203+0.000755937j 0.00080376+0.00386445j -0.00262989-0.00680785j 0.00449349+0.00167127j 0.00342211-0.00321169j -0.00552927-0.00361191j 4.19912e-05-0.000655838j 0.00482065+0.000866268j -0.00409196-0.00528043j -0.00127595-0.000526199j 0.00147659+0.00178515j -0.00196808+0.00434717j 0.00194703-0.00567131j 4.66611e-05+0.00549623j -0.00209663+0.00275618j -0.00117615+0.00327661j -0.0019697-0.00103631j -1.92315e-05-0.00196787j 0.00670068-0.0045966j 0.00690159-0.00179917j 0.00420982-0.00420086j -0.00861478-0.00388317j 0.00486159+0.00372482j 0.00646455+0.00721932j -0.00828309-0.00281049j -0.00481953+0.00510618j -0.00917861+0.00257493j -0.00148645-0.00202833j 0.00378814+0.0146208j 0.00130912-0.014948j 0.00730812+0.0126727j -0.000843078+0.00381907j 0.010448+0.00977974j -0.00564398+0.0146323j -0.00622248+0.00129331j -0.00799594+0.0040358j -0.0053406-0.00130007j -0.00129929-0.00550789j -0.00165371+0.0076845j -0.00831748-0.00220918j 
