0.0270496-0.00103885j -0.00220246-0.0274793j -0.00228994+0.0023402j 0.000762054-0.00335549j 0.00495883+0.00136064j -0.000275997-0.00495351j 0.0082281+0.000185023j -0.00707486+0.00825709j -0.00410385+0.00130936j -3.16718e-05+0.00840914j -0.00788535-0.00168475j -0.00203852-0.00161069j -0.000591942-0.0024677j 0.00105938-0.00280419j 0.000788678+0.000817238j -0.0039054+0.00255386j 0.00462082+0.00302386j 0.00117106-0.00400459j 0.00500377-0.006688j -0.00166922+0.0024661j -0.000403755+0.00220279j -0.000861325-0.00097208j 0.00249489+0.00439678j 0.000269549-0.000994988j -0.000120229-0.000191104j -0.000956885+0.000750855j 0.00401018+0.000854383j 0.00052844+0.000512719j -0.0044744-0.00217312j 0.00148251+0.00350996j -0.00245782+0.00182444j -0.00312022-0.00187497j 0.00176625-0.000900316j 0.000513396+0.000143789j 0.00195029+0.00384667j -0.000415457+0.00376938j -0.00107508-0.00254379j -0.000780189+0.00526603j 0.00142577-0.00131435j 0.0039529+0.00230673j 0.00219241-0.00286483j 0.00359629+0.00393025j -0.00135708+0.00262103j 0.00277548+0.000868521j 0.000232507+0.00199607j -0.00782789-0.00199757j -0.00664957-0.00112618j 0.00127701-0.00453464j 0.000768929-0.000272417j -3.32181e-05-0.0014284j 0.00331793-0.00106448j -0.00420037-0.00356313j 0.00170909-0.00251104j 0.00221178-0.0023803j 0.00189588-0.0017127j 0.0027572+0.00268577j -0.00690351+0.000948415j -0.00216974+0.00525594j -0.000532903-0.0127174j -0.00943857+0.00268817j 0.00559462-0.000800517j 0.00639754-0.00388374j 0.00869621+0.00151691j 0.0015809-0.00368115j -0.0110878-0.0135845j 0.011358-0.00788517j -0.00348757-0.00363155j 0.00184383-0.00791908j -0.00218937+0.00612157j 0.0108659+0.00240072j 0.00435317-0.031064j 0.0304397+0.00500908j 
0.0629389+0.0151046j 0.015713-0.063543j -0.0134134-0.00994372j 0.0144166-0.0157091j 0.00850536+0.0173432j -0.00883631-0.0169276j 0.0240674+0.0108023j -0.0300544+0.0215395j -0.00648453+0.01094j 0.0107431+0.0198823j -0.0170634+0.00139273j -0.00273509-0.00604845j 0.000163508-0.00793955j -7.34715e-07-0.00133518j -0.0116065+0.00748234j -0.0106571-0.00279356j 0.0105299+0.012991j 0.0141035-0.00725805j 0.020402-0.000477154j -0.00630945-0.000698764j -0.000138612+0.00647281j 0.00375101+0.00469568j 0.00361918+0.011964j 0.00810839-0.000480886j -0.00250725+0.000290314j -0.0045494+0.000903378j 0.0148409+0.0135485j -0.0030285-0.00573567j -0.0121045-0.0172818j -0.00124424+0.00213129j -0.011914+0.00760801j -0.00716889-0.00156325j 0.00308177-0.0147905j 0.00339047-0.00403593j 0.00826671+0.0183618j 0.0011205+0.0219054j -0.00288118+5.22995e-05j -0.000603334+0.0148473j -0.012181-0.0121253j 0.00876221+0.0152545j 0.0127053-0.0020173j 0.00128031+0.0114838j -0.00688745+0.0222751j 0.00874371-0.000596496j 0.00411838+0.00337986j -0.0247728-0.000586318j -0.00898278-0.00220674j 0.00723741-0.00732001j 0.000766477+0.00770572j 0.00494347+0.00169348j -0.00309004-0.00256859j -0.00514922-0.00835715j -0.00757495-0.00561806j 0.0163047-0.0163188j 0.00668864-0.0148868j 0.0118001-0.0126322j 0.000715247-0.00293214j 0.00227666+0.0174934j 0.00242583-0.0178344j -0.0166239+0.0163807j 0.0187667+0.00607496j 3.05985e-05+0.00550639j 0.0127834-0.00596651j 0.0229576-0.0131404j -0.0228224-0.0228554j 0.00228424+0.00718484j 0.0236119+0.011957j 0.0159281-0.0187968j -0.0146566+0.000289132j -0.000812714+0.0174598j -0.0228269-0.0656316j 0.0659935-0.0231122j 
-0.00741916+0.00314484j 0.00229378+0.0111571j 0.0043406-0.00186022j -0.000948911+0.00126046j 0.00642331-0.00207185j -0.000732662-0.0010674j 0.00664412-0.00158171j -0.00259707+0.00391787j 0.00189585-0.00148903j -0.00074138+0.0081333j 0.000862915+0.00293694j -0.0041215-0.00264157j -0.00972563+0.000508156j 0.00366445-0.0048857j 0.00302333+0.000646467j 0.00192784+0.00912089j 0.00352999-0.00240942j -0.00418633+0.00118244j -0.0012228-0.00710688j -0.0057085+0.00190105j 0.00460041+0.00151025j -0.000219288-0.00246959j 2.98861e-05+0.00148578j 0.00318581+0.00138578j 0.000151456-0.00258729j 0.00215553-0.00276592j 0.000137011-0.00306985j 0.00223834-0.00277227j -0.00328928+0.00733504j 0.00290156-0.000415736j -0.00153931-0.00339747j 0.000950206+0.00102436j 0.00394365-0.00229597j 0.00579487+0.00121843j 0.00967297+0.00969221j 0.00208307+0.00450183j -0.00155021+0.00403081j 0.000297143-0.00131352j 0.00336893+0.00790654j -0.00324429+0.00246385j 0.00176721+0.000687063j 0.00246719+0.00332918j -0.0043932-0.00210505j 0.000729794-0.000261959j -0.000685936+0.00123369j -0.00393065+0.00575074j -0.000409303+0.00472494j -0.00501734-0.00245576j -0.0021285+0.00437608j 0.0012089+0.00481771j -0.00214371+0.000815009j 0.00240187+0.00744682j 0.0027041+0.00329515j -0.00257938-0.00234768j -0.00549079-0.000344662j -0.00889791-0.00670118j 0.00117277-0.00850819j 0.000832555-0.00118572j -0.00431627-0.00124237j 0.00468736-0.000958205j -0.0041242+0.00375222j -0.00506728+0.00504472j 0.00593188-0.00347737j 0.00696194-0.00409825j -0.00112191-0.00569241j 0.00207957-0.0119985j 0.00268312+0.00172976j 0.0034216+0.00275386j -0.0139848+0.011972j 0.00507204+0.0102204j -0.000911264-0.00205906j 0.00159697+0.000219113j 
0.00886289+0.00872949j 0.00881875-0.00768261j 0.00536907+0.0160669j -0.0208892+0.0035172j 0.00683568-0.0046438j -0.00458829+0.00497811j 0.00202591-0.00890445j 0.002978+0.012405j 0.00797947+0.000124836j 0.00425507-0.00453595j 0.00247942-0.00189779j -0.00625736-0.00214167j 0.00166243+0.00678402j 0.000394576-0.00311381j 0.0100502-0.00610489j 0.00611291-0.00379585j -0.0048271-0.00249673j 0.00010309+0.0063873j -0.00341457-0.00181843j 0.00195654-0.00243858j 0.0115815+5.57531e-05j -0.00705182-0.000742494j 0.00362212-0.000402392j -0.00534958+0.0071679j 0.000850052-0.00149757j 5.10531e-05+0.000176566j -0.00307798+0.00404476j 0.00162396-0.00513875j 0.00832161+0.00168787j 0.00377562+0.00111319j 0.00104886+0.00278783j -0.000652467-0.00355437j 0.000606166-0.0046368j 0.000217202-0.00170489j 8.40177e-05+0.00445685j -0.00943117-0.00498137j -0.00049415-0.0027742j -0.00374102+0.00763096j 0.00720748+0.00234304j -0.00408736+0.00416222j -0.00300816-0.00868472j -0.00043028+0.00124674j -0.0121239+0.00184546j 0.00440342+0.00295858j -0.000313991+0.00180575j -0.0105645+0.00374299j -0.00408245+0.00803703j 0.00050805+0.0104071j 0.00132462+0.00037308j -0.00137965-0.0119698j -0.00106435+0.00125608j -0.00178504-0.000780376j -0.00458199+0.00118576j 0.00027508+0.00227955j 0.00244353-0.000864058j 0.00474844+0.00161319j -0.00658116+0.00815048j 0.00638679-0.00232264j -0.00219391+0.00485219j 0.00286377-0.00125687j -0.000396556+0.00570991j 0.00150075-0.000936578j -0.00130042-0.00555168j 0.000388179-0.000772834j -0.0183803-0.00437044j 0.00346617-0.0204599j -0.00624184-0.00299559j -0.00319973-0.00346421j 0.0111711+0.00862987j 0.00492929-0.0110095j 0.00828995+0.0120043j -0.0128839+0.00912639j 
0.168787+0.0844111j 0.0825029-0.17092j 0.0271609-0.0202067j 0.0327793+0.0201073j 0.0285278+0.0524825j -0.029959-0.0300516j 0.062501+0.0325649j -0.0993503+0.0807706j 0.00754189+0.00491385j -0.0192285+0.0565327j -0.0702756-0.0323948j -0.0524278-0.0584597j -0.00411925-0.0320916j -0.0197669-0.0198286j -0.0199124+0.0125659j -0.068471-0.00759171j 0.0463393+0.0712925j 0.0228472-0.00620213j 0.0595967-0.00723158j -0.00691134-0.0189375j -0.0313253+0.0383028j 0.0105058+0.00772401j 0.0218274+0.0530927j -0.00354711-0.0302576j -0.0103623-0.00556006j -0.0384675+0.002205j 0.0539155+0.0211439j -0.0219845+0.000293j -0.0367534-0.0682384j 0.0116789+0.00547606j -0.0313708+0.0258557j -0.0182272-0.0517686j -0.0109227-0.0317395j 0.0217416-0.00230485j 0.0448745-0.0128302j 0.020867+0.0316039j 0.0121386-0.0243953j -0.0178432+0.0635345j -0.0158702-0.0274913j 0.0182205+0.0679285j 0.0238196+0.0295095j 0.028046+0.0347141j -0.019713+0.0862735j 0.0127965-0.0130965j -0.00532654+0.045902j -0.0368517+0.011799j 0.00108999-0.0198318j 0.00750283-0.0425582j 0.0399621+0.0143537j 0.0260487-0.0209989j -0.0350171-0.0116028j 0.00258647-0.0229866j -0.0282182-0.0155392j 0.0628218-0.0671809j 0.0142562+0.00503097j 0.0508449-0.0549066j -0.0593158-0.0201166j -0.00738904+0.0780141j 0.0816802-0.0338998j -0.0285155+0.0547927j 0.0779643+0.0155715j -0.0187048+0.0358363j 0.0265188-0.0659706j 0.0913845-0.0449426j -0.121204-0.0960858j 0.0643611-0.0318101j 0.0414702-0.0506499j -0.000127227-0.055589j 0.0369261-0.0245736j -0.0270302-0.0301704j -0.0872898-0.168961j 0.168979-0.0894214j 
0.00105076-0.00328286j -0.00466597-0.000458767j 0.00350102-0.00317044j 0.0017755+0.0021119j 0.00172712-0.0031827j 0.00829336+0.00164687j -0.00148723+0.00365759j -0.00114959+0.00029159j 0.0044041-0.00202853j -0.0043812-0.000856452j -0.00103741+0.00106208j 0.00305087-0.000916885j -0.00320666-0.000935543j 0.000472528-0.00107157j -0.00280714+0.00558776j -0.00336095+0.000256178j 0.000587201+0.00474046j 0.000102139-0.00393594j 0.00158216+0.00519171j -0.0012222-0.000640243j -0.000602082-0.00140166j -0.000947568+0.000546522j 0.00136269-0.000525104j -0.00111438-0.00193937j -0.00225241+0.00108999j -0.000461206-0.00063612j 0.00195721-0.000481071j 0.000734901-0.0014289j -0.000563455+0.00138223j 0.00151326+0.00251641j 0.000612795-0.00133339j 0.0013789-0.00238663j -0.00422873-0.0001819j -0.00100477+0.00117278j 0.000110076+0.000130434j 0.00110571-0.000807928j -0.0003521-0.00332913j 0.00244913-0.00343959j -0.00183919-0.000637813j -0.00496177+0.00043931j -0.00161328+0.00316505j -0.00617714-0.00129787j 0.00202507+0.00206375j 0.00261331-0.00234278j -5.60592e-05+0.00160532j 0.00474526+0.00432991j 0.00246075-0.00131294j -0.00238194-0.0055443j -0.00147112-0.00244224j 0.00230266+0.000427705j 0.000940484+0.00155349j 0.00131633+0.00520684j -0.00296462+0.00190491j -0.000752672-0.000993313j -0.000766905-0.000622373j 0.000770846-0.00319655j -0.00104189-0.00456979j -0.0047805-2.07701e-05j -0.000884899+0.00116538j 0.000511688+0.00052668j 0.00257149+0.00296298j 0.00412328+0.000992393j -0.00189497+0.00435823j 0.00827474-0.000892866j 0.00612852+0.0074154j -0.0183554+0.00395412j 0.00301849+0.0180461j 0.00359922+0.00849436j -0.00756827-0.00303437j -0.00652318+0.00124203j -0.00287472-0.00611736j 0.00526659-0.0032138j 
0.0171948-0.00212581j -0.00203857-0.0166886j 0.0159562+0.00377597j -0.00469846+0.0180837j 0.004957-0.00368756j 0.0070456+0.0175558j -0.0215693-0.00134236j 0.0090614-0.00985679j 0.0120786+0.000436935j -0.000825842-0.0112686j -0.00629605+0.00117906j 0.00392016+0.0119694j 0.00969209-0.00557469j -0.00752448+0.00225842j -0.0114745-0.015709j -0.00237564-0.0123414j -0.0076316+0.00281427j 0.0115465-0.000624665j -0.00552282+0.00778507j 0.000597634-0.0108708j 0.00848575-0.0151135j -0.00704016+0.00147116j -0.00149494-0.00242445j 0.00635222+0.00174762j -0.00313356-0.00346343j -0.0012921-0.00256776j 0.00662875-0.00130489j -0.00234595-0.000991776j 0.00212589-0.00461997j 0.00539821-0.0090844j 0.00865572-0.00103354j 0.00247213+0.00112575j -0.00454843-0.000870512j -0.00584022-0.00863021j -0.00431662-0.011522j -0.0112035+0.00824585j -0.00233394-0.00304031j 0.00957659+0.00240406j 0.00440663-0.00936112j -0.00315257+0.00841858j -0.00565849+0.00773113j 0.00864278+0.00130778j 0.000256983+0.0142102j -0.00219031-0.005691j 0.000282644+0.00135357j -0.00348172+0.00280718j 0.00585298+0.0106468j 0.0151452+0.0139521j -0.00208911-0.00345897j -0.0172883-0.00200165j -0.00880741+0.00867388j 0.00363585+0.00110027j -0.000918458+0.00515217j 0.00865364-0.0082657j -0.00773389+0.00179264j 0.00173505-0.00846915j 0.0113337+0.0177784j 0.000857642-0.00613104j 0.00892308+0.00592258j 0.00695211-0.00955294j -0.00426211+0.004652j -0.00275416-0.00480599j -0.0201106+0.0142207j 0.000757816+0.008184j -0.00631023+0.0140878j -0.0101329-0.0280585j -0.0236771+0.000861786j -0.00504517-0.00318952j 0.0230248-0.0193245j -0.0167371-0.0125444j 0.0114274-0.00754924j 0.00785308+0.0135707j 
-0.0170953-0.00261681j -0.00360368+0.0170145j -0.00320186+0.037824j -0.0440617-0.00423517j 0.0093856-0.0153331j -0.0153452+0.0387165j -0.0407247-0.0362604j 0.0415198-0.0243769j -0.0165005-0.0092885j -0.0128656+0.00729657j -0.0036594-0.0123611j -0.00493976+0.0110004j -0.00884513-0.00585376j 0.0101174-0.0110771j 0.0135447-0.00441821j 0.015324+0.000221391j -0.0180568-0.0137084j -0.0119788+0.000862455j -0.0244733-0.0134364j -0.000100578-0.00221124j -0.00452421+0.00340031j -0.0106221+0.0123336j 0.0164885-0.0264307j -0.00998809+0.0101146j -0.00235326+0.00854907j 0.00436457+0.00974306j -0.00357775-0.0115085j 0.00990542-0.000648554j 0.00675963+0.00883967j 0.0023844+0.00194963j -0.00342002-0.00699629j -0.0128501+0.00722962j -0.00222798+0.00731238j -0.00152002+0.00649908j -0.0237972-0.0143113j -0.0145495-0.021607j -0.0169512-0.0161154j 0.0194782-0.0117918j 0.0111775-0.0121058j -0.00678901-0.0104636j -0.0306927+0.00145629j -0.00921921-0.0143045j 0.000151478-0.0231863j 0.00598038-0.00266652j 1.12308e-05-0.0125604j 0.0136611+0.000527746j 0.00982673+0.00376819j 0.00488297+0.0175214j -0.0194125-0.0215992j -0.000959768-0.0101574j 0.00604688+0.00430964j 0.00990922+0.00655504j 0.0169398+0.019557j -0.0104256+0.0445915j -0.00124801-0.00898669j -0.0236712+0.00349479j -0.000640777+0.0116254j -0.0129321-0.0118953j 0.000513466-0.0134027j 0.00432901-0.0257782j -0.021361+0.0058705j 0.0227877-0.00631847j -0.0226011+0.0108401j -0.0144166+0.00781416j -0.00689311+0.00367713j 0.0209482-0.0283275j -0.023207-0.0165142j -0.00196448+0.00314481j 0.0232156+0.0237193j 0.0264672-0.0268018j 0.0304161+0.0249438j -0.0236836+0.0300622j 
-0.00320252+0.0103535j 0.00963493+0.0033826j 0.0215108-5.27228e-05j 0.00133347+0.0228256j -0.00105694+0.0102512j -0.00106384+0.0110181j -0.0178993+0.00857335j -0.0163051-0.00650791j 0.0196255-0.0086911j -0.0187346-0.0155109j 0.00702484-0.0183515j -0.00298618-0.020274j 0.00567465+0.0051466j 0.0110558+0.00293843j 0.0156015-0.0097077j -0.00521644+0.00972689j 0.0159023+0.00854476j -0.0215242-0.00673849j 0.00393379-0.0109007j 0.00259576+0.0167923j -0.0072426+0.0073748j 0.00380181-0.000217842j 0.00999144+0.011002j -0.0156001-0.0165168j 0.0112912-0.0100432j 0.00343536-0.0150329j 0.00163352-0.00809289j -0.00959311+0.00259049j -0.00541874-0.00424303j 0.000196866+6.12928e-05j 0.00133214+0.00325698j 0.00485005-0.0279921j 0.00384908+0.00220855j -0.000678478+0.00661012j 0.00980448-0.0075267j 0.0033896-0.0104002j 0.0184843-0.0052248j -0.0144689+0.00694865j 0.0158941+0.0101237j 0.0192124-0.00315625j -0.000849951+0.00140288j 0.004197+0.0116822j -0.0191843-0.00762689j 0.000661951-0.00834033j -0.00167998+0.0158629j 0.00849706-0.00492839j -0.00151726-0.0140173j -0.00465027-0.0104873j 0.0237194+0.0011305j -0.0021179-0.0228009j -0.00729193-0.0197663j 0.00097498+0.0015499j -0.00293402+0.00641658j -0.00123651-0.00527011j -0.0138715+0.0124024j 0.0125825-0.0215615j -0.0115348+0.00623575j -0.00826612+0.00351498j 0.0173539+0.0096597j 0.00865019+0.000853372j -0.00276061+0.0024162j 4.93518e-05+0.0101954j -0.0113283-0.0138301j 0.00770626-0.00475003j -0.0330505+0.00137454j 0.00423388-0.0164288j 0.00575487-0.018366j -0.0147415-0.0168333j 0.0122407-0.0133173j -0.0135546-0.0135808j -0.00476445+0.00950349j -0.00974868-0.00624905j 
-0.0408657+0.00292299j 0.00236542+0.0418659j 0.0210819+0.00886178j -0.00960777+0.0247512j -0.00209893+0.0035083j -0.00580225+0.00524062j -0.00642396-0.0091306j 0.00219268+0.00182125j 0.00385017-0.0079934j -0.00467229+0.00269312j 0.00356774+0.00234829j -0.014513-0.0150432j -0.00514724-0.00787017j -0.0048917+3.38255e-06j -0.0133937+0.00454049j -0.0160932-0.00567101j -0.010018+0.00866973j 0.0062914+0.0141346j -0.00502607+0.013655j 0.00371112-0.02038j -0.0120326+0.00218272j 0.000937367+0.00418793j -0.00837801-0.0065659j -0.00817862+0.00966225j -0.00250147+0.000407903j -0.00696536+0.00838892j -0.00117093+0.00207171j 0.000153887-0.00463806j 0.00220576-0.0011976j -0.00628838+0.00307119j 0.000376832+0.00330709j -0.00192914-0.000448784j -0.00547996+0.00514362j 0.00746841-0.00792556j 0.00343339-0.00676797j -0.0102648-0.00634835j -0.00894942-0.00084509j 0.00514739+0.00404875j -0.0143472-0.00107418j -0.0129527+0.00615667j -0.00517581+0.0159576j 0.00558084-0.00951891j 0.00406683+0.00163544j -0.00130306-0.00318007j -0.0121835-0.000135096j -0.00656429+0.0163721j 0.0184707+0.0100375j 0.00464087+0.00286895j 0.00659069-0.000830934j 0.000751147+0.0110391j -0.0150382+0.00442685j 0.00933522-0.00353436j -0.0133225+0.00315277j 0.00195363-0.00844876j 0.00422608+0.00757753j 0.00948501-0.00580005j -0.00346885-0.00215468j 0.00984356+0.00446393j 0.00176363+0.0196005j 0.00491288+0.00649436j -0.00534731+0.00388346j -0.0108231-0.00113818j -0.0053273-0.0158137j -0.00591331+0.0086416j -0.00232055+0.0130213j -0.0016992+0.00356535j 0.00728913-0.00340022j -0.00558803-0.0103165j -0.00356635-0.0209911j -0.0271018+0.00754614j -0.00134213+0.0442094j -0.0463374-0.00101513j 
-0.0045812+0.00295883j 0.00360815+0.00361987j -0.00082158+0.0155181j -0.0150328-0.000962024j 0.00092597-0.00344158j -0.0073721-0.00330479j 0.00674301-0.0037266j 0.00424966+0.0101524j 0.00261258+0.00616986j 0.00683156-0.0041818j 0.00108941-0.00198344j -0.00481648-0.00354781j -0.00268976+0.00671402j -0.00198281-0.00261879j 0.00617233-0.0033904j 0.00190814+0.000643485j 0.00316938-0.000653848j -0.00716484+0.00118964j -0.00476806-0.00728581j 0.00566955-0.000886094j -0.00315159+0.00664321j 0.00202523-0.00343154j 0.00268069+0.00390823j -0.00377705+0.000381096j 0.00334009-0.000420786j -0.000539322+0.00349325j -0.003515+0.000511685j -0.00154324-0.00140074j 0.000302803+0.00424198j -0.000278262+0.00263928j -0.00221392+0.00440705j 0.0020686-0.00218376j 0.0016318-0.00527422j 0.00357445-0.0017959j 0.000855752-0.00565085j 0.000484194-0.00611583j -0.00123185-0.00617722j -0.0115728+0.0054214j 0.00295629-0.000439399j -0.00234493+0.00559274j 0.0055781-0.000154985j 0.00107811+0.00297124j -0.00767348-0.00824689j -0.00192857-0.00134504j -0.00164981-0.00511522j -0.0159596-0.0201602j -0.00886183-0.003917j -0.00485035+0.0102342j -0.00376621-0.00290131j 0.00642502-0.00913346j -0.00461108+0.00391661j -0.00203005-0.00613874j -0.00573951-0.00229764j 0.0052713-0.00139591j -0.00279082-0.00244309j 0.00395277+0.00535247j -0.0145592+0.000184307j 0.00768654+0.000245734j 0.0079298+0.00816656j 0.0129053+0.00525565j -0.00135845+0.00231312j 0.00264662+0.00435104j -0.00460921-0.014966j -0.00543116-0.00213144j -0.00335822+0.000843532j 0.00234324-0.00605285j -0.00779009-0.00130063j 0.00194986+0.00251347j -0.000153719+0.019809j 0.0248141-0.00267608j 0.00414579+0.00183096j 0.00026924+0.00222073j 
-0.0327497-0.000696203j -0.0024646+0.0315908j 0.0120004+0.00403125j -0.00428227+0.0142725j -0.0134642+0.00240199j -0.00472019-0.00524333j -0.00375953-0.00617495j 0.00501926-0.0104698j 0.00267325-0.010836j -0.0127891-0.00533374j 0.00195808+0.0019384j 0.000250275-0.00341405j -0.0029601+0.00120206j -0.00498057+0.00127374j -0.00334588-0.0048331j -0.000154229-0.00446816j -0.0071143-0.00273081j -0.000949112+0.00250745j -0.011447+0.000335084j 0.000329088-0.0163613j -0.000374718+0.00170392j 0.00065979-0.00603231j -0.00814416-0.00430423j 0.00419068-0.00529058j 0.00397826+0.00551466j 0.00326587+0.00480071j -0.010052-0.00993849j 0.000843948-0.00103993j -0.00196162-0.00135621j -0.00510038-0.00105701j 0.0103+0.00789271j 0.00232687+0.00804208j -0.000899155-0.00056323j -0.00142988+0.000166923j 0.00879768-0.00641056j 0.0012217+0.000503722j -0.00988951+0.00922685j -0.00547428+0.00293349j -0.0113518+0.0182218j 0.00122212-0.0143869j -0.00213481+0.00692002j 0.00538976-0.00307323j 0.0120332+0.00193077j 0.000974013+0.00318086j -0.00251701-0.00763036j -0.00507902-0.00250739j 0.00662387+0.00268657j -0.000409863+0.00288777j 0.00917359+0.00794722j 0.00236958+0.00542814j -0.0143305-0.000687935j -0.00066703+0.00864187j -0.00656595-0.00111457j -0.00613064-0.00472669j -0.006303+0.0140307j 0.00192742-0.00333501j 0.00878102-0.00660213j 0.00800627-0.00498515j 0.00901946+0.00509302j 0.0112818+0.00814881j 0.00469504-0.00468535j -0.00492516+4.28412e-05j 0.0177489-0.00534659j -0.00971589-0.0127263j -0.00676357-0.000854031j -0.0148686-0.00263039j -0.00272856+0.0163208j 0.00369376+0.00841835j -0.00894811-0.0181017j -0.0105137-0.00102388j 0.00850887+0.0329625j -0.032143+0.00614499j 
0.0139457+0.0019089j 0.0017936-0.0150654j 0.0115528+0.0106651j -0.011327+0.0116977j 0.01221-0.00669549j 0.00385898+0.0330945j -0.0270745+0.000180302j 0.0104086-0.00358932j 0.0153789+0.0142344j 0.0129796-0.012443j -0.0192936+0.0033152j -0.000787147+0.0179391j 0.0108996-0.00672056j -0.00989759-0.00042331j -0.00830252-0.0139411j -0.00408181-0.0230317j -0.013731+0.0110554j 0.0101458-0.00586335j -0.0150871+0.00428696j -0.00518849-0.00847668j 0.0103966-0.0170253j -0.0114816+0.00198726j 9.81752e-05-0.0083236j 0.00188191+0.00137535j -0.00261243-0.00294668j -0.00197126-0.00241249j 0.010764+0.00391763j -0.00668688+0.00646778j -0.00400892-0.00467364j 0.00371214-0.00264543j 0.0163364+0.00529221j 0.00739965+0.00449186j -0.00721655-0.0132201j -0.00826277-0.00677219j 4.5805e-05-0.0149626j -0.0131541+0.00617317j 0.00303354+0.00113862j 0.00731235+0.0146472j 0.00753659-0.00364854j -0.00207274-0.00222271j -0.014742+0.011544j 0.0145287+0.00292974j -0.00524668+0.00406686j -0.00176281-0.00540503j 0.00548236+0.00439767j -0.0131192-0.000566188j 0.00430477+0.0143712j 0.00828036+0.00698911j -0.00481891-0.00805471j -0.0168663-0.0104522j -0.0111891+0.00263084j -0.00812482-0.00278228j 0.000814939+0.00320162j 0.0149712+0.00196684j -0.0102246+0.00907448j 0.00302268-0.0112168j 0.00159345+0.0223858j -0.0123572+0.00480564j 0.0102515+0.00175841j 0.000931404-0.00401281j -0.00869778+0.00889173j -0.00406909+0.00342417j -0.0182411+0.00888475j 0.00547258+0.0189216j -0.00609862+0.0121606j -0.00434407-0.03124j -0.0341438-0.00388224j -0.0108273+0.0130695j 0.0106847-0.0178999j -0.0150789-0.0140254j 0.013258-0.00518027j 0.00542899+0.0115744j 
0.0520075+0.00556455j 0.00413738-0.0515771j -0.0140682-0.00531363j 0.00392005-0.0184242j 0.00884244+0.0119481j -0.00305332-0.00620366j 0.0131191+0.0109593j -0.0184256+0.00853812j -0.00256515+0.00489746j 0.00215566+0.00847469j -0.00862401+0.00310395j 0.00785579+0.00838739j 0.00153664-0.00117163j 0.0112288+0.00224134j 0.00205652-0.000743881j 0.00354951+0.00402452j 0.0141203+0.00347078j -0.000368184-0.00711969j 0.0199299-0.0118001j -0.00785262+0.01693j 0.0159501+0.000802526j -0.00175244+0.00695578j 0.00613953+0.00793755j 0.004348+0.000139903j 0.00421281+0.000513204j 0.0106531-0.00563756j 0.00526449+0.0104495j 0.00643402-0.00496102j -0.00874028-0.00618136j 0.00398243-0.000836061j 8.37988e-05+0.00021638j -0.00713348-0.00358801j 0.0115129-0.00343144j 0.000771506+0.00801395j -0.00892286+0.0308497j -0.00189306+0.0115589j 0.00225024+0.00193823j 0.00185825+0.0101237j 0.00428231-0.00452337j 0.0148186+0.00561331j -0.000966048-0.0133399j -0.0113472+0.0139421j -0.00828557+0.00453651j 0.0117414+0.00259871j 0.00672205+0.0032871j -0.0178462-0.0065007j -0.0203095-0.00366633j 0.00358316+0.000688887j -0.0135211-0.00425047j -0.00775-0.00341109j 0.014792-0.00585404j -0.00704427+0.00121012j 0.000421233+0.00686723j 0.000413527-0.00332295j 0.00232703-0.0190231j 0.00385949-0.00803984j 0.0109458+0.00904342j -0.00177085+0.00370199j -0.00233623-0.0225868j -0.0132092-0.00637538j 0.00272678-0.00446306j 0.0111272-0.00690542j 0.00217411+0.0151224j 0.011005-0.00772786j -0.013273-0.0132569j 0.0106634+0.00577134j 0.0147638-0.000986166j 0.016021-0.010107j -0.00698523+0.0206458j 0.0128492+0.00357499j -0.0100888-0.0576436j 0.0566262-0.0105997j 
