-0.0112386+0.00520903j -0.131552+0.0970549j -0.116186-0.0537303j -0.00421039+0.0308107j 0.0332466-0.0345558j -0.0545557-0.0178806j 6.06455e-05+0.00673715j -4.72099e-05-0.0151687j 0.00307162-0.0412177j 0.0304079-0.0193245j 0.0133003-0.0774443j 0.0165883+0.0151329j -0.00359684+0.0359874j -0.00453883-0.0113795j 0.0426472+0.00378471j -0.00905592+0.0199158j 0.0180462+0.0258852j -0.0367494-0.0142046j 0.0143483+0.00630815j -0.0116052-0.0851101j -0.00910845-0.0180236j 0.0553007-0.0126564j -0.00364903+0.00351841j 0.00957569+0.0281997j -0.0286711+0.00744433j 0.0455674-0.0367303j -0.0349521+0.0207709j -0.00214361-0.0637142j 0.0139581-0.0927934j -0.00620286-0.00949728j 0.0179986+0.030018j 0.0128494+0.0116437j -0.0180045-0.00922292j 0.0152403-0.0270595j -0.00853241-0.0314544j 0.00636139-0.0190037j -0.0217803-0.00375387j -0.00116895+0.0135244j -0.0331268+0.0105101j -0.0130874-0.00119903j -0.0227085-0.0594496j 0.00188687-0.0201139j 0.00795991+0.00307882j -0.00863181+0.00696225j -0.00725973-0.00241142j -0.0232268-0.0357325j 0.0287047+0.00082701j 0.00992224+0.0206584j 0.0374231+0.0124275j -0.0146822+0.00607465j -0.00135929+0.0396871j 0.0103782+0.0230277j -0.0514191+0.0424072j -0.00627156-0.00345092j -0.0396268+0.0082136j 0.00384573+0.00333081j -0.0143535+0.000502658j -0.0247733+0.0296338j 0.0924459-0.0304116j -0.10502-0.0481461j 5.54413e-05+0.073806j 0.0590697+0.0326389j 0.0508152+0.0149231j 0.0085324-0.0523861j 0.0562882-0.116149j 0.0470656-0.057732j 0.0125989+0.0623906j -0.0584756-0.0383761j -0.0604131+0.0378051j 0.102306-0.0524606j 0.00610193-0.0194154j 0.0134585+0.0188057j 0.0282629+0.0227991j -0.0103512-0.0201851j 0.0513007-0.0124424j 0.00983974+0.0362617j 0.0362359-0.00423349j 0.023505-0.0109448j -0.0206937+0.0377782j -0.0181863-0.00372662j 0.0138307+0.111948j -0.25874+0.038909j 0.0392438+0.102521j -0.0733546-0.141247j -0.108191+0.208736j -0.10433-0.0878027j -0.048096+0.082069j 0.0052703-0.0162108j 0.00470324-0.07251j -0.0289054-0.124469j 0.105195+0.0606071j -0.169401+0.126264j 
0.0166443+0.00852368j -0.00185945+0.00252526j -0.00772273+0.0407798j 0.0311486-0.0269118j -0.0266448+0.0857026j -0.0261074+0.00782363j 0.0216812+0.0232944j -0.000295459+0.080272j 0.000200506+0.0216515j -0.0357788-0.00708957j 0.0357509-0.0110309j -0.0972314+0.0372051j -0.0395301-0.010392j 0.0676845-0.0412489j -0.028269-0.0636883j -0.144173-0.00214251j -0.0904753+0.023285j 0.0182699-0.0105803j -0.0309628-0.0120404j 0.0772727+0.00767679j -0.0189023+0.00473403j 0.0364044+0.0626715j -0.0910053+0.00096542j 0.01403+0.0446719j -0.0475728+0.0159775j 0.0375124+0.020475j -0.0429517+0.0647252j -0.081541-0.0215987j 0.0981158-0.00578786j 0.01173-0.0226132j -0.052376+0.0432972j -0.0576186+0.0675495j -0.083114-0.0451145j -0.0507054-0.0238218j -0.108523-0.093083j -0.0508843-0.0384248j -0.00281255-0.0694155j -0.186057+0.040681j 0.0458045-0.00833831j 0.063013-0.0477467j -0.00208462+0.117453j 0.00397507-0.018446j -0.0349387+0.0804866j 0.00445184-0.008908j 0.00691783-0.041619j 0.0173021+0.0530674j 0.0222616+0.0565078j -0.0604086-0.0925015j 0.138186+0.011175j 0.0472786-0.0385355j -0.0573724-0.0379106j 0.0210284+0.081993j -0.10058+0.0964411j 0.0334931+0.0421096j -0.0112678-0.0788535j 0.0338621+0.044238j 0.0430316+0.0246662j 0.0798072-0.00300312j -0.0940736+0.0504606j -0.0141438+0.0140523j 0.00426402+0.0695327j 0.00869776+0.0990249j 0.0118319+0.0337076j 0.0252895+0.0274596j -0.00120461-0.00419014j 0.00423092+0.0922421j 0.102941-0.0530656j 0.0393013-0.090382j 0.0589585+0.126473j -0.00967325-0.0600992j 0.00545718-0.0247312j -0.0761625+0.0298349j 0.00946774+0.00488291j 0.00937718-0.0188365j 0.0407144+0.0659307j 0.0379998-0.0557269j 0.0147906-0.0436263j -0.0136039+0.0268215j -0.0207049+0.0391426j -0.0427325+0.0224219j 0.0119927-0.00492367j -0.0694751-0.0378102j -0.0142163+0.0207844j 0.0259198+0.0368027j 0.0651934+0.00764458j -0.0161706+0.0369064j 0.017631-0.0125591j -0.00631438+0.0322027j 0.0150435+0.0147657j 0.0185424-0.0227785j -0.00870212+0.00501704j 0.0069953+0.00637215j 
0.0241043-0.0233346j -0.00526637+0.0186404j -0.0203376+0.0289476j 0.00171816+0.0153828j -0.00813225-0.00926872j -0.0765653+0.0289135j -0.047336-0.00762977j 0.056077-0.0581597j -0.0125351-0.00232028j -0.0361441-0.00172762j -0.0202048-0.0847095j -0.0331336-0.0176144j 0.00480737+0.00525104j -0.0674029-0.0335131j -0.0477362+0.0238298j 0.0218713-0.0258165j -0.0292545-0.00710045j 0.0241539-0.0308156j 0.0136312+0.00229119j -0.0262529-0.0251205j -0.0413249-0.0327693j 0.0534001+0.0241962j 0.0320878-0.0165728j 0.0656566-0.00627901j 0.0453698+0.0152393j 0.0947159+0.0775015j -0.0460501-0.00112585j 0.024127+0.0707852j -0.0920948+0.0483739j -0.0106074-0.053099j -0.0205202-0.0531454j 0.0555578-0.0128113j -0.0117847-0.0455535j -0.0011449-0.0285263j -0.127961+0.0394874j -0.0384297-0.00954954j -0.0233266+0.0987264j 0.00220987-0.0141008j 0.0423662+0.0277542j 0.00568674-0.0519538j -0.0142633+0.0236097j 0.0263413+0.128617j -0.00521561-0.00634815j -0.0156727-0.0229491j -0.0258881+0.0172016j 0.0206533-0.0241041j 0.00967764+0.00560997j 0.00418299-0.0239826j -0.00152542-0.0764445j -0.0293312+0.081753j 0.00803273+0.0343133j -0.0475482-0.0504105j -0.0659946+0.00426114j 0.00296114-0.0245769j 0.0370216-0.0132517j -0.0486879+0.0233363j -0.0367472-0.0653651j 0.0755566+0.00455075j -0.150755-0.0468276j -0.098785+0.0199198j -0.012723-0.005663j 0.0189809+0.00162816j 0.0564687+0.0197521j 0.0535806-0.0361832j -0.073933-0.0448651j 0.0142426+0.0940475j 0.0973692-0.039573j 0.213108-0.0940281j 0.118192+0.00457574j 0.00955562+0.0417358j -0.102841-0.00767517j -0.0552396+0.0741914j 0.0339681-0.0190546j 0.0567073-0.0838591j 0.0343977+0.0736577j -0.174412-0.0131702j -0.0395315+0.0980694j -0.0894912+0.0151642j 0.018885-0.0352854j -0.104654-0.00327669j 0.00596094+0.0222432j -0.0298332-0.0508824j -0.101434-0.0175676j 0.0811764-0.0052253j -0.106413-0.0854973j -0.00389852-0.0472778j -0.0870177+0.00356762j 0.064435-0.0447523j 0.00294933+0.0584447j -0.00493243-0.0120787j 0.0187022+0.0149942j -0.0051984-0.00438001j 
0.0306004+0.00896933j 0.0146772+0.0216664j 0.00177533+0.0299633j 0.0783897+0.0248798j 0.0470639+0.0219377j -0.0970116+0.115967j 0.00105707+0.0899533j -0.1388+0.0211473j 0.0115508-0.0166775j 0.0415042+0.0159308j 0.0363772+0.0155879j 0.00838126-0.0136031j -0.0144221-0.0191558j -0.000849826-0.00385932j -0.00389673-0.00835532j -0.0160351+0.012638j 0.00785234-0.0389137j 0.0205651-0.0457209j 0.00238329-0.00132224j 0.0370788+0.0130288j -0.0832758+0.0322059j 0.0800479-0.0031905j 0.0288754-0.0960846j 0.0604746-0.0275893j 0.0440493+0.0297289j -0.042131-0.0433145j 0.0763347+0.00253631j 0.0122403-0.0330117j 0.0544288+0.0325315j 0.0389645+0.127226j -0.0992811-0.00379911j 0.102609+0.0921075j -0.00560843+0.0904868j 0.0153026+0.150197j 0.0636892+0.028803j 0.00626687+0.0497764j -0.0323949-0.0410072j -0.0277689-0.0326241j -0.0269981-0.0945558j 0.0122864-0.0164175j -0.0406057+0.0180102j -0.0508388+0.0551268j -0.0184606+0.0165725j 0.010327+0.0871457j -0.000851679-0.0323052j 0.123246-0.0207061j -0.0491572+0.0521615j -0.0598117+0.0762085j 0.00854274+0.0260749j 0.00870724-0.00756053j -0.0174087+0.00995712j 0.0402774-0.0326598j -0.0302059-0.00652261j -0.0461763+0.00930602j 0.00336844-0.020577j 0.0237431+0.0116441j -0.0427156-0.0323877j 0.0829696-0.0282681j -0.00377575+0.0313782j 0.0544032+0.0134496j -0.0109122-0.0627745j 0.000371431-0.0176314j 0.0322903+0.0250563j 0.015552+0.0331581j 0.0175412+0.0080233j -0.0847362-0.10381j 0.0510072-0.0230773j -0.113003-0.0231088j 0.0256617-0.0642189j -0.00398794-0.0082943j 0.00444714+0.0169326j 0.00118821+0.0313603j -0.0472463-0.0273943j -0.0171651-0.0368897j -0.0948656-0.0282922j 0.00642056+0.0491596j -0.0415249+0.0336726j 0.0516837+0.0759038j -0.00172223+0.119324j -0.0752899-0.00504637j -0.053636+0.111025j -0.0406735-0.0868149j -0.00608449-1.06033e-05j 0.0449712+0.0471656j 0.102135-0.0127123j -0.0126954+0.00447571j -0.0585665-0.153152j 0.0218206-0.0569114j 0.0324183+0.0666098j 0.0853699-0.112134j -0.0213042+0.0119125j 0.00618482+0.00158021j 
0.0676538-0.0355641j 0.0293694+0.00444514j 0.0386348-0.014054j -0.0187052+0.0148488j 0.0261337-0.0347292j 0.0787048-0.0720844j 0.00997401+0.00276104j -0.0813843+0.0568461j 0.022107+0.0416787j -0.0527408+0.0214717j -0.0250186-0.0450629j 0.00663787-0.0200967j -0.0429242+0.00596949j -0.131906+0.0225788j -0.0470124-0.0066177j 0.0563081+0.0382467j 0.0329285+0.0734165j 0.0383246-0.00776971j -0.00176862+0.074366j 0.00592835+0.0267374j -0.0210516-0.0757341j -0.0804122-0.0486431j -0.0707393-0.0275969j -0.0179198-0.0376102j -0.0101239-0.00860911j 0.0591446-0.0312013j -0.0649497-0.0194765j -0.139656+0.036462j 0.00620922+0.07398j -0.0286568-0.0177799j -0.177325+0.0240221j -0.0735214+0.000265987j -0.0936182+0.132894j 0.0413172-0.0608815j -0.041242+0.0358815j -0.0474399-0.0172597j -0.0664358+0.122715j 0.0176941-0.0149248j 0.0652725-0.0848939j -0.0456794-0.0423273j -0.0784882-0.0363556j 0.0668268-0.00346571j 0.00406437-0.0212834j 0.0250365+0.00891569j -0.0141506+0.0262988j 0.0356062+0.0487831j -0.00285186-0.0725165j 0.118151-0.0500516j -0.000347551-0.095034j 0.023185+0.0215956j 0.00181493-0.0546813j 0.050227-0.0213279j -0.0472217-0.0204356j -0.0172887-0.0162583j -0.0244912-0.141155j 0.0824346-0.0278996j -0.0376686+0.0679164j -0.0719472+0.0728443j 0.00846439+0.0230706j -0.0407473-0.0150572j 0.0810058+0.0434178j 0.0569181+0.0485063j -0.0110365+0.136414j -0.0460487-0.0694763j -0.152594-0.029109j -0.0635118-0.02175j 0.0261202+0.00108374j -0.0150323+0.0847049j -0.0297977+0.0784379j 0.0945562-0.0780234j -0.00979581-0.00210041j 0.0100561-0.135728j -0.00101803-0.013323j 0.00267305+0.0508015j -0.0966558+0.0965452j 0.0522472+0.0414823j -0.00817164-0.0604897j 0.0659853+0.118505j -0.00313179+0.131239j 0.0343865-0.0843745j -0.0451915+0.0142215j -0.0130361-0.029025j 0.0202781+0.045424j -0.0559686+0.0320017j -0.0013616+0.00318949j 0.0146167+0.0296037j 0.0117633+0.0363994j 0.0688206-0.0505139j 0.0344695+0.00997297j 0.0287988-0.00253866j -0.0254832+0.00882798j -0.0299061+0.00271723j 
0.00835492-0.00625319j 0.00958218+0.00269459j 0.0707505-0.0103271j 0.0739618-0.106719j -0.051101-0.0318795j 0.00505303+0.00464662j 0.124381+0.0115375j -0.00860458+0.10551j -0.0482276+0.0594696j -0.0206582-0.0654753j 0.0803565-0.0835401j 0.010094-0.0021536j -0.0154496+0.0190794j 0.0669287-0.0350115j -0.00865801-0.0597405j 0.0223711+0.0283993j 0.0804735-0.00243671j -0.0205681-0.00147216j -0.0191068+0.00419207j 0.0500961-0.0415213j 0.0650498-0.000278844j -0.131695+0.0196357j 0.0632898-0.0151683j -0.0603965+0.0087381j -0.0767024+0.0130235j -0.0620464+0.101464j -0.110893+0.095827j 0.00860454+0.0170362j -0.043499-0.0957987j 0.0200342-0.0458107j 0.0383016+0.0188134j 0.000467186-0.0519886j 0.0187563-0.0484284j 0.0177869-0.00613996j 0.102111-0.103705j 0.114047-0.0435421j 0.0774867+0.0047453j 0.0296412+0.0156707j 0.00253352+0.0130201j -0.058926+0.137396j 0.0556214+0.0339263j 0.0692068-0.240982j -0.0317188+0.0127225j -0.0445079-0.00975974j 0.0572928+0.0139814j 0.0442205+0.101758j -0.0485752-0.0924886j -0.0574604-0.0260488j -0.0548768-0.0137514j 0.010656-0.0486575j -0.0583228-0.0699448j 0.0154606+0.0453342j 0.0546324+0.0489403j 0.078014+0.0562388j -0.0205775+0.0158053j 0.025297-0.0497771j 0.0515479+0.125537j 0.0431355-0.0556961j 0.0311344+0.0138559j 0.00298763+0.0113965j -0.00482658+0.0539978j 0.0466375-0.0228487j -0.0136212-0.00505387j 0.0386262-0.0332841j 0.0961577+0.105138j -0.0746286+0.00870679j -0.0116979-0.0660334j 0.00598889-0.0182126j -0.0875423-0.0238728j 0.0998719+0.0762363j 0.10034-0.0318092j -0.042026-0.0656047j 0.026979-0.0201338j 0.0230674+0.00935957j 0.152109-0.0472175j -0.0111212+0.0687144j 0.0637661-0.0144951j -0.0220109+0.0091566j -0.0278787+0.017946j -0.0547687-0.16598j 0.0716797-0.0342283j 0.0165631-0.0383229j -0.00855614-0.0665563j -0.00966514-0.00504885j -0.067305+0.0122322j -0.0134582-0.0163789j 0.0978003-0.00762371j -0.0226744-0.0238098j -0.0384289-0.058623j -0.00116419+0.045123j 0.00065386+0.0191662j -0.0162221-0.0109588j 
0.0160323-0.0285532j -0.0339916-0.0212841j -0.0289614-0.0339555j -0.115082+0.0168334j -0.0567309+0.0379525j -0.0727362-0.0304421j -0.0253511-0.0918798j 0.0249705-0.116047j -0.0429135-0.000237126j -0.0147469+0.0215194j -0.0579333-0.038913j 0.0538539-0.0883569j -0.0177069+0.0374138j 0.0946977+0.00510659j 0.0604288-0.00373822j 0.00250509-0.0465821j 0.143702-0.0130182j -0.030142-0.0221145j -0.00553456-0.028302j -0.0473472+0.00866916j -0.0198927-0.0343959j -0.0486807+0.0567654j 0.0728626+0.0129592j -0.0862632+0.085632j -0.0641603+0.00380474j 0.115295+0.0619524j 0.0842779-0.0262318j -0.0272338+0.060743j 0.0505596-0.0983412j -0.0264032-0.10004j 0.0131605-0.0148017j 0.00810841+0.0589211j -0.164106+0.00276082j -0.0363423-0.079159j -0.0535973-0.0579412j -0.0274088+0.00806608j 0.0936125-0.0167399j 0.00156211+0.0283178j -0.00443767-0.00328966j -0.0499621+0.00316327j -0.0523329-0.00262685j 0.109645-0.0305633j -0.0082905-0.0589623j -0.0433076-0.0833278j -0.00356359+0.0226931j -0.0183126+0.0305739j 0.0441248-0.0128104j -0.0635808-0.108838j 0.0267691-0.0121651j -0.00439367-0.0027156j 0.0820341-0.0279274j 0.0509545+0.0426599j -0.0250847+0.0660606j -0.043896+0.0260104j -0.0118714+0.0198617j 0.00312062+0.015898j 0.00701925-0.0372221j -0.0247001+0.0631586j 0.0383045-0.0696071j 0.00383385+0.0811909j -0.0684418-0.0650901j 0.00461011+0.0326329j -0.00610422+0.0283541j -0.0223063-0.0509732j -0.0505838+0.123376j -0.0104018-0.0535746j 0.0255323+0.148179j 0.0132303+0.0472274j -0.0484589+0.177546j -0.114997+0.0782176j 0.10421+0.0758879j 0.0832354+0.157104j 0.0194766+0.00260865j 0.0225592-0.0361187j -0.110229-0.0313041j 0.0357275+0.00160203j -0.0468272+0.031134j 0.0821159-0.0233769j -0.0526357-0.033914j -0.0225407+0.141157j -0.0299284+0.122719j 0.109919-0.0341235j -0.00504673+0.0664466j -0.0020787-0.112743j -0.0119814-0.0117354j 0.00600385-0.0035899j -0.0340339+0.0369567j 0.0146085-0.0364345j 0.0531574+0.0183323j -0.0302016+0.0205484j 0.0259445-0.000504144j 0.012509+0.00472506j 
0.00619853+0.0906662j -0.111673+0.0193817j 0.071003-0.0291398j -0.116993+0.154692j 0.0683024-0.0341677j 0.0847471-0.0353171j -0.0929628+0.174583j -0.15887+0.130784j 0.0317948-0.00536455j -0.00514558-0.0272643j 0.0236249-0.0771108j -0.0595419+0.0636348j -0.0255084+0.0406485j -0.0359964+0.00741125j 0.0693996-0.0289244j -0.0587583+0.0526161j -0.0126624-0.0243518j -0.0365943-0.0111255j -0.0592882-0.021312j -0.00902626-0.0499536j 0.0596811+0.00950492j 0.0100482+0.076775j 0.0859814-0.075127j 0.0910914-0.0247662j -0.0694599+0.0300807j 0.0419736-0.0452315j -0.0841461+0.15136j -0.0349513+0.114999j 0.0972994-0.0307338j -0.0955512+0.0410264j 0.123287+0.00604907j 0.0189168-0.0810003j 0.0373683-0.100421j 0.0279919+0.0856008j -0.094062-0.0678817j -0.00333017-0.0571326j 0.0482758+0.0499677j 0.0300276-0.0514001j -0.0233772+0.0574186j -0.0122049+0.0739998j -0.0177675-0.0315417j -0.0470822-0.0578637j 0.0500908+0.0272119j 0.0146465+0.0603944j 0.00693666+0.017836j 0.00988034-0.0279214j -0.0119148-0.042024j 0.0113312+0.00787056j -0.00985422-0.0643075j -0.0229242-0.0294619j 0.0783801+0.0175355j -0.0382108+0.0184736j -0.112288-0.0480037j -0.00955827+0.077876j -0.0353643+0.00777342j -0.0120502+0.0258767j -0.0189064+0.0220406j -0.0330992+0.04258j 0.002931+0.134326j -0.121551+0.0207821j -0.0385538+0.0305202j -0.0247987-0.00724494j -0.0566208-0.0979874j 0.0312723+0.0632509j -0.0320391+0.0877124j 0.000818404+0.0618344j -0.0935372+0.000290108j -0.0390191+0.038037j 0.055124-0.0266554j 0.0919054-0.0095531j 0.0632827+0.0634202j 0.0796921-0.0650621j 0.00253331-0.0446835j -0.00699851+0.0327713j -0.174547+0.0884148j 0.0916022-0.087187j -0.0440466-0.0491375j 0.0667107-0.00480626j 0.0106978+0.0177069j 0.0583132-0.0598949j -0.0260067+0.0280279j 0.00882571+0.055779j -0.0422909-0.0367371j 0.0341099-0.0504186j -0.0974788+0.019931j -0.0501172-0.0473573j 0.0310585-0.0856213j -0.00939768+0.0442114j 0.0586746+0.0901537j -0.0220133-0.0264115j 0.014053-0.0152011j 0.0152908-0.00695373j 
-0.0716646-0.034822j 0.054305-0.0203006j -0.0130993+0.0251355j 0.101087-0.0620531j 0.00891445-0.0100263j -0.0701099+0.0111048j -0.0770098+0.0539577j 0.0397843-0.0393351j 0.00433799+0.0420471j 0.03581-0.0135946j 0.075018+0.0154238j 0.0727084-0.0209944j 0.0231981+0.0101383j -0.0486524-0.0430866j 0.0440532+0.0107403j 0.0326812-0.0178341j -0.0291423-0.036984j 0.0510157+0.038145j -0.00381855-0.0104185j 0.0331558+0.00751596j -0.031487+0.0304202j -0.0274395+0.0300887j 0.081211+0.0103239j 0.0166943+0.00927165j 0.0284811-0.0140573j -0.0185008-0.0216033j -0.0612581+0.0325503j -0.0794585+0.0917432j 0.020838+0.0622413j 0.100965+0.0145019j 0.0425914-0.0615467j -0.101681+0.0224614j 0.0548957-0.00132612j 0.10902+0.0135165j 0.0953914-0.046647j 0.0615192-0.0396877j 0.02489+0.0300354j 0.0457922-0.0420497j -0.0131675+0.0539603j 0.020333+0.0236389j 0.0270475-0.0941282j -0.00863625-0.0683914j 0.0135954+0.0106266j 0.0144668+0.0605003j -0.0375126+0.00631071j -0.021527-0.0175974j 0.0201075-0.019118j 0.0648964+0.00153272j 0.0359085-0.0102162j -0.0452178-0.00552428j -0.00314715+0.00617721j -0.0110592-0.0183325j 0.0736198-0.0734345j -0.0166404-0.0280614j 0.0113168+0.0254056j -0.0182978+0.01217j 0.0198892+0.0154505j 0.0307495+0.0150652j -0.0438007-0.015699j -0.0247723-0.0848616j 0.0591909-0.00671701j -0.0189582+0.0639393j 0.0233652+0.0191224j 0.0189611-0.00284702j -0.0182397+0.0348031j -0.0358918+0.140912j 0.0130541+0.0425925j -0.0300078+0.0758932j 0.135387+0.0289999j -0.0270232+0.0247235j -0.0266304-0.108508j -0.0191072+0.0273572j -0.0156098+0.0377362j -0.00943153+0.00503679j -0.00558176-0.0209004j -0.00997956-0.0672129j 9.7636e-05-0.00655151j -0.0215085-0.00900808j 0.0233322-0.00298795j -0.0424481-0.00955568j 0.0423046-0.0629015j 0.0310747-0.0289516j -0.0541937-0.0440741j -0.0184598+0.112003j 0.0494078-0.0292486j 0.0519359+0.00426634j -0.0194284-0.0114947j 0.00885686+0.0503031j -0.0414427+0.0153548j 0.0309212-0.017322j -0.00659022+0.00415214j 0.00371697+0.00343705j 
0.0243061-0.0323036j -0.035571-0.0533686j -0.237416+0.246219j 0.147908+0.103289j 0.0422476+0.025952j -0.125948+0.108791j 0.0495843-0.0370353j 0.0579026-0.105202j -0.0439799+0.0785164j 0.0282417+0.0334822j 0.0445797-0.0409517j 0.00809415-0.0224533j -0.00573897+0.0504331j 0.0115192-0.0830569j -0.0311412-0.0594169j 0.0216521-0.0383218j 0.000275797-0.0560113j 0.050143-0.0555056j 0.00954713+0.0192126j 0.0222882+0.0129804j -0.0473162+0.00284008j 0.0102987+0.029036j 0.0204948-0.0686924j 0.00350719+0.0487365j 0.00830391+0.000690525j 0.0369751-0.0811754j -0.0162771+0.0241087j 0.00252302-0.0795784j -0.00794058-0.0429296j 0.127191-0.28816j 0.0473905+0.0685563j -0.0199904+0.0524795j 0.0440888+0.0110089j 0.065482-0.167338j 0.0851667-0.127963j 0.030437-0.0702128j 0.0188229+0.0255532j -0.0536129+0.0577389j -0.0300726+0.0530571j 0.00672491+0.00992068j 0.013487-0.00639456j -0.0249212-0.0220779j 0.0253681+0.0291653j 0.0208688+0.035136j -0.0251826+0.00691847j 0.0218468-0.065583j 0.0250264-0.00103893j 0.0527861+0.0046814j 0.0226304-0.0379411j 0.000450182+0.0303882j 0.0402249-0.0373368j -0.0394346-0.00833561j 0.0135671-0.0979911j 0.00648217+0.0169271j 0.00757917-0.00331363j 0.0218419+0.030638j 0.00102068-0.00432329j -0.00850114+0.0032722j -0.0175772+0.00190909j -0.0358911-0.0603247j -0.00865581+0.0323781j -0.0403675+0.0254541j -0.00477463-0.00815495j -0.0171898+0.172871j -0.0747205+0.0274496j 0.147436-0.14936j -0.00305714-0.00520639j 0.118782-0.0173986j -0.133749-0.0383685j 0.0269346-0.00994281j -0.079962-0.0192444j -0.0201039-0.0596104j 0.0677484+0.0230057j -0.0119722+0.028028j 0.0503281-0.0505379j -0.0143833+0.0452667j 0.0513302-0.00748571j 0.0152581+0.0387794j -0.057408+0.0288981j -0.0712107-0.0616509j 0.0739874-0.0968017j -0.0527973+0.0615025j 0.0244176-0.0420345j -0.000456413+0.0843062j -0.00440837-0.0285837j -0.048114-0.0523713j -0.0189405-0.0483455j -0.00627636-0.00555257j 0.0185421+0.118531j -0.0170463-0.0599799j -0.00809954-0.0144201j -0.019989+0.0296973j 
0.00380717-0.0737629j 0.154452-0.156513j 0.235537+0.119664j 0.171608-0.142709j -0.119117-0.0556594j -0.0318767+0.0639917j 0.0132598+0.0204121j 0.0467339-0.00286599j -0.0515719-0.0630705j -0.0821753-0.0669639j -0.011212-0.00483801j 0.107725-0.0597942j 0.0728671-0.098992j 0.0353113+0.0398204j 0.0183707-0.0338786j 0.011209+0.0219145j -0.0217266+0.0794049j 0.016752-0.00712938j 0.0295815-0.0144194j -0.0311031-0.0105015j -0.060726+0.0569793j 0.0534451+0.0117605j 0.0286943-0.0222336j -0.0459128-0.0109785j -0.00565132+0.0041075j -0.0168908-0.0635665j 0.00434237-0.038385j 0.0618031+0.0949083j 0.111662-0.00157074j 0.199091+0.0639849j 0.0437562-0.0695492j 0.0873929+0.0733143j -0.0973039-0.0335188j 0.00334515+0.104122j -0.00967038-0.00486232j -0.0495144+0.0208117j 0.0724306-0.00100977j 0.000261516-0.0280712j 0.0782862+0.0813056j 0.0646589+0.000684187j 0.0601704+0.0484859j 0.0233359+0.0675842j 0.0315611+0.0121085j -0.00232+0.023079j 0.0456811+0.0303472j -0.0124428+0.0197426j 0.056548-0.0139294j 0.0448969-0.0853121j -0.0223198-0.00411881j 0.0127065-0.0646569j -0.00347756+0.0300106j -0.043794-0.000756704j -0.0590269+0.0329761j -0.031397+0.0347065j 0.0466796-0.0373325j 0.0544332-0.0270182j 0.010289+0.0199125j -0.0117015+0.075507j 0.0450765-0.00231222j -0.0154287-0.0230004j 0.013762+0.0619207j -0.114051-0.0920971j -0.0320198-0.0250494j 0.00346981+0.0198108j 0.0369966+0.0219418j -0.0149214-0.122799j 0.0090333+0.00332083j 0.0296418+0.00607145j 0.109313+0.00399345j 0.063228-0.084865j 0.0094084-0.000285706j 0.0266885-0.0847019j 0.0325957+0.0295238j 0.000423874+0.0840226j 0.0480994-0.00273044j 0.0158286-0.00188271j 0.0741079-0.0493588j -0.0240353-0.0843495j 0.0250191-0.0442314j -0.0155952+0.033649j 0.041658-0.13334j -0.0275509-0.0490429j -0.00432812-0.0354027j -0.0607378-0.0383289j -0.112049+0.0301965j 0.00670424-0.110728j 0.0823021+0.0486016j 0.122513+0.0579473j 0.0237278-0.132381j -0.054308+0.0312472j -0.0447861+0.0161606j -0.0116288-0.123619j 
