1.68017e-13+0.0275736j 2.28998e-13+0.160709j -1.18729e-13-0.0876491j -7.81461e-15-0.00597353j -2.0825e-14-0.0155932j -4.85401e-14-0.0353028j 4.38998e-14+0.0325082j -5.15349e-14-0.037382j -2.61449e-15-0.0024562j -1.18779e-13-0.0799208j -8.21168e-15-0.00543519j 1.11023e-13+0.0797053j 3.21787e-14+0.0240249j 8.49416e-15+0.00637218j -7.00129e-14-0.0501786j -6.09363e-14-0.0424504j 4.72361e-14+0.0414547j -3.42768e-14-0.0203392j -1.38787e-13-0.109181j 4.67699e-14+0.0409449j -9.3133e-14-0.0562113j 1.29555e-13+0.0929821j -7.39279e-14-0.0588473j 1.08122e-13+0.0764676j -8.372e-14-0.0605514j -1.04954e-13-0.0647056j 2.35245e-14+0.0226562j -7.32924e-14-0.0865129j 3.31355e-14+0.0217377j 1.8034e-13+0.0988592j -3.26137e-14-0.00860356j -1.3795e-14-0.0211727j -1.27043e-13+0.013484j -9.29157e-15-0.0135674j -1.48883e-14-0.0237025j 5.9056e-13+0.0628636j -7.12488e-14-0.0456469j -2.036e-14-0.0246729j -1.85515e-14+0.0163144j -6.6982e-15-0.0469373j 8.37856e-15+0.00229431j -5.29397e-14-0.0995717j -2.84244e-14-0.0207711j 1.59258e-14+0.0160004j -1.43292e-13-0.105464j -6.76996e-14-0.0565026j 1.04429e-14-0.0159331j -1.24118e-13-0.0983279j 2.83323e-14+0.0204577j -2.83935e-14-0.00963147j -5.06034e-15-0.000384315j -4.80732e-15-0.00373587j -2.10969e-14-0.0125569j 3.03678e-16+0.000695997j -2.58327e-14-0.01695j 3.63362e-14+0.0264951j 6.57157e-13+0.0609416j 1.31344e-15+0.00218027j -6.84892e-14-0.04738j 3.17529e-14+0.0210463j -3.9438e-14-0.0283304j -7.23484e-14-0.047229j 4.46547e-14+0.0310724j -3.74495e-15-0.00270719j -5.05405e-14-0.0376149j -1.40781e-14-0.0110176j 1.88287e-14+0.0167306j 5.95177e-14+0.030151j -4.59077e-15-0.00322453j -5.28181e-14-0.0382523j -6.5359e-14-0.0460918j 4.24527e-14+0.0307356j 6.35028e-14+0.0461768j 1.63348e-13+0.11866j 1.33713e-14+0.010756j 4.86787e-14+0.0456792j 3.7188e-13+0.123515j 
2.44808e-13+0.0598285j 1.86048e-14+0.235858j -7.06164e-15-0.0313233j 3.20888e-15+0.0552439j -1.55441e-16-0.0745884j 7.76782e-16-0.15218j 3.13647e-15+0.0499868j 2.62301e-15-0.0199699j 4.17795e-15-0.0861548j 3.58613e-15+0.0543331j -8.43571e-15-0.0172959j 2.05101e-16+0.109793j -9.87646e-15+0.0997325j 3.33981e-15-0.00157848j 2.89627e-15-0.0657812j -1.01753e-14-0.0661741j -1.39741e-14+0.0107231j 4.73222e-15+0.00839986j 8.17273e-15-0.141235j -2.57544e-15+0.0180781j -1.45382e-14-0.0442936j -1.22522e-14+0.0510495j 9.7359e-15+0.0146344j 5.81649e-15+0.117876j -2.56202e-15-0.0372594j -2.97209e-14-0.0864213j -2.01587e-14-0.0566715j 7.11944e-14-0.162189j 9.37808e-15+0.118571j 4.35286e-14+0.139349j -1.74997e-14+0.0587313j -1.03711e-14-0.189789j 1.29052e-13-0.0228019j -1.46738e-15+0.0174357j 8.25688e-16+0.00685154j 2.46978e-13+0.029277j -2.34278e-14-0.021413j 4.72465e-14+0.138427j -1.22633e-13+0.147018j -6.80392e-14+0.0690165j -1.83249e-14+0.0683425j -8.65746e-15+0.0107501j -2.82733e-15-0.00341545j -5.0409e-15+0.132069j 1.09148e-14-0.260647j -5.46175e-15+0.0884512j 9.63439e-14-0.116624j 1.54151e-14-0.224228j -7.76793e-15+0.0232162j -3.71534e-13-0.223715j -1.02219e-13-0.146542j 3.57701e-14+0.149212j -3.64791e-15+0.0809232j -1.33222e-14+0.0917401j -3.04864e-14-0.138677j -1.79644e-14+0.259617j 1.01545e-12+0.110408j -1.84565e-14-0.210362j -2.11088e-14-0.11181j -5.62848e-15-0.0537712j -6.50616e-15+0.0675493j -1.41648e-14-0.157494j -1.9052e-15-0.12894j -5.65227e-15+0.120791j 1.20685e-14+0.00849438j 1.54733e-15-0.155668j -1.11854e-14+0.0859496j 3.50726e-14+0.0433225j 9.355e-16-0.103957j 7.27206e-15-0.0783291j -3.03325e-15+0.000426874j 4.93681e-15-0.0709101j -3.85453e-15+0.104812j 5.67151e-15+0.105167j 9.96739e-15+0.152141j -1.37659e-14+0.0939343j 3.86852e-13+0.240451j 
4.24306e-13+0.133918j 1.00718e-14+0.0247663j -2.80849e-14+0.0995355j 3.15166e-15-0.0291875j 1.98082e-14-0.0515069j 1.21627e-14-0.0162183j 8.54793e-15-0.0414546j -1.0232e-14+0.0377464j 3.48835e-14-0.104233j -3.25714e-15+0.0199201j -1.90779e-14+0.102416j -3.58789e-14+0.112294j -5.78482e-14+0.191019j 2.41857e-14-0.0703571j 3.50154e-14-0.105641j -8.26501e-15+0.0520541j -2.17869e-14+0.0837847j 2.27174e-14-0.105768j -1.75197e-14+0.0517281j 3.384e-14-0.108149j -5.08931e-15-0.0316429j -5.41105e-14+0.17672j 3.33691e-14-0.113901j -3.7138e-14+0.120503j 1.86461e-14-0.0533948j -2.45745e-15+0.0382052j -2.1874e-14+0.11337j -1.9852e-14+0.0579992j 1.18077e-14-0.0813275j 4.57437e-15-0.0413549j 1.93049e-14-0.0507758j 4.47965e-15+0.0719331j -3.1589e-13+0.0353939j 2.16677e-14-0.00838041j 6.03469e-14-0.0851814j -4.38806e-13-0.0554846j 6.9313e-15+0.0468165j -1.40739e-13+0.080937j 3.467e-13-0.170991j -1.06863e-13+0.0648366j -3.35267e-14+0.0393969j -1.87069e-13+0.165834j -6.13872e-15+0.071985j -3.22609e-14+0.0669982j 2.39762e-14+0.006042j -2.67798e-14+0.0235553j 1.20559e-14-0.046058j -5.96208e-15+0.105482j 1.573e-14-0.0438021j 2.96895e-13+0.262692j 1.11681e-13+0.0555781j -8.14699e-15+0.266185j 7.37124e-15+0.00602261j 3.00335e-14-0.108884j -7.43513e-14+0.326698j -4.59428e-14+0.116791j 1.13614e-12+0.124298j -8.59104e-15+0.0532563j 1.18414e-14-0.00880061j -3.20829e-14+0.238969j 2.72663e-14-0.110194j 1.18773e-15-0.00507801j -2.28791e-14+0.0928146j -6.81313e-14+0.212795j 3.77769e-14-0.155484j -4.28321e-15+0.0520632j 4.64608e-14-0.113994j -6.22388e-14-0.17926j -8.93644e-15+0.0419031j 4.47656e-14-0.146821j 1.47455e-16-0.000199551j 1.87828e-14-0.0563548j -4.74796e-14+0.151387j 3.25385e-14-0.139993j -1.38174e-14+0.0342891j 1.15817e-14-0.125294j 1.86153e-13+0.131725j 
-1.85917e-13-0.0536661j -1.20176e-14-0.0109225j -5.32794e-16+0.0174967j 7.55898e-17+0.0862268j -4.54224e-17+0.00244962j -4.84786e-17+0.020622j 2.17812e-16-0.00644445j -1.3539e-16-0.0089148j 4.15084e-16+0.0310758j -2.30285e-15-0.014525j 3.50101e-15+0.0316529j -2.78463e-16+0.00317058j -8.31271e-16+0.0148415j -1.00078e-15-0.0129474j -6.84055e-16-6.57233e-05j 5.35441e-16-0.0260509j 1.45961e-15+0.00796426j 2.63594e-15-0.0183885j -1.62951e-15+0.00280412j 1.25337e-15-0.0049607j 3.959e-15+0.0104101j 2.21715e-15-0.0154367j 7.71344e-15-0.0626943j -1.5584e-15+0.0128389j -5.3194e-15+0.0360726j -2.55373e-15-0.0303985j 2.99109e-15-0.0164097j 1.06444e-15+0.00900371j -5.16158e-16-0.0499404j 1.62055e-14+0.0304479j -4.4124e-15-0.00317569j 3.5922e-15-0.0568284j -6.16005e-14+0.00353372j -8.43704e-16-0.00602194j -1.61224e-15+0.00829885j 6.85053e-13+0.0841032j 1.4734e-14+0.00933019j 2.35201e-14-0.00628207j -4.82887e-14+0.029703j -7.78759e-15+0.0116529j 6.59831e-15-0.0247566j 1.5234e-14-0.0155955j -2.50456e-15-0.00223661j -1.60072e-15-0.0196652j -3.25415e-15-0.0103685j -5.86759e-18-0.00188264j -4.29776e-15+0.0173881j -3.41123e-16-0.0204458j -1.26453e-15-0.0571604j -1.28507e-14-0.00305739j -9.25578e-15-0.021501j -1.42831e-14-0.0425922j -5.29006e-15-0.023868j -9.56001e-15+0.0258889j -4.10982e-15+0.00420718j 3.34946e-16-0.0260784j -2.58321e-13-0.0274313j -4.04456e-15-0.0144055j -5.50005e-15-0.0423836j -2.33269e-15-0.00179895j -9.05972e-16+0.0132122j 1.70283e-15+0.00533559j 1.6675e-17-0.00147046j 6.67026e-16+0.0228861j 5.58896e-16+0.0020604j 3.15486e-16-0.0105117j 2.53924e-15-0.02025j 2.02593e-16+0.00011035j -2.91539e-16-0.0137702j 2.13373e-16+0.0348073j 6.4902e-17-0.00406025j 2.54839e-16+0.0341725j -3.37131e-17-0.0297338j -1.08853e-15-0.0312058j 4.39346e-15+0.0477454j 5.17029e-15+0.0559866j -7.37146e-14-0.0400351j 
-2.13359e-14-0.00551697j -1.5317e-15-0.00963405j 4.50448e-16-0.0341243j 6.73068e-17-0.0380063j -4.14619e-17+0.0178025j 3.30635e-17-4.99606e-05j 3.12371e-16-0.0111586j 1.97489e-16+0.0165018j -8.91247e-17+0.0230308j 4.09191e-16+0.00532474j 1.46229e-15+0.0141132j 1.10447e-15+0.00340152j -6.19017e-16-0.00508782j -3.47453e-17+0.0298039j -2.44714e-16-0.0192604j -9.55068e-16-0.00769075j -9.16777e-16+0.00294563j -2.31384e-16+0.000864615j 2.73433e-15-0.000873577j -1.95394e-16+0.0393866j 4.19825e-15+0.0126771j 4.99297e-16-0.0544331j 1.44971e-15-0.0135567j -6.93489e-16+0.0217549j -1.64577e-15+0.00904179j 4.36461e-15+0.0182319j -4.13475e-15+0.0119674j 2.80038e-14-0.0445905j 6.69032e-15-0.014238j -4.98931e-15-0.00968911j -4.64815e-16+0.00178113j -1.40677e-14+0.0214517j 2.29055e-13-0.0223983j -4.95301e-15+0.0107878j -7.05058e-15+0.00931305j -3.60018e-13-0.0444792j -6.20929e-15+0.00306625j 3.901e-15+0.0160386j -1.72972e-14+0.0179575j -1.81159e-14+0.0126413j -3.55784e-15+0.0153977j 1.00832e-14-0.0118576j -7.02905e-16-0.00944035j 1.79082e-15-0.0016642j 1.61583e-15-0.0232193j -1.83576e-15+0.00375278j -9.16161e-17+0.00470501j -8.01585e-16+0.00581976j 9.37237e-16+0.00430084j 2.14455e-14+0.00827021j 7.60787e-15+0.0310173j 3.72914e-16-0.0114119j 2.06693e-15+0.0172879j 3.57806e-15-0.0115608j 1.16132e-15+0.00136049j -1.23735e-15-0.0255352j -1.08039e-13-0.011625j 1.97196e-15+0.015662j 1.6304e-15+0.0156468j -1.30529e-15-0.00170329j 3.15848e-16+0.00208214j 8.59474e-16+0.00294888j -1.1305e-16+0.000407701j -4.09367e-16-0.0218647j -2.41782e-16+0.013801j -7.48528e-16+0.0120843j 1.77881e-15-0.00878009j -8.28906e-15-0.0142409j 1.01286e-16+0.018292j 4.18589e-16+0.0176476j 2.31172e-16+0.0045354j 1.46961e-17-0.00871099j 2.79024e-17+0.0113595j 1.08083e-15+0.0267688j -3.8934e-15-0.0409779j 1.74857e-15-0.0125774j -2.30796e-14-0.0144057j 
-2.27084e-15+0.000567406j -1.18844e-16-0.0183913j -1.75891e-16+0.0110723j 5.91562e-17-0.00131299j 7.55217e-19-0.00879138j 2.33135e-17+0.0223368j 3.62241e-16-0.0105253j 1.38202e-16-0.00478241j -3.55393e-17+0.000897227j 1.29377e-15+0.0132527j -7.61714e-16-0.00690581j 9.03996e-17-0.00488571j -1.92984e-18+0.00452344j -4.06291e-16+0.00239445j 1.69591e-16-0.00555475j -4.2806e-16+0.000682636j -5.16277e-16-0.00357672j -2.50071e-16+0.0109271j -4.25969e-16+0.00515263j 4.31639e-16+0.00067512j 1.46489e-16+0.000947j -8.31533e-16-0.00318478j -8.60333e-16+0.0070084j 3.93938e-17-0.0061514j 5.05469e-16+0.0152289j 3.57943e-15+0.017368j 1.62777e-15-0.00918584j -5.07365e-15+0.00998271j 3.42949e-16-0.00904821j -5.75112e-15-0.0165901j 2.29564e-15-0.00272902j -9.37418e-15+0.00266936j 1.69148e-13-0.0169244j 5.10015e-16+0.0103016j 1.39664e-15-0.00766782j -1.68627e-14-0.00236012j 3.56017e-15+0.0107081j -3.54689e-15+0.0128115j 1.06339e-14-0.00108246j -1.98614e-14+0.0162501j -1.99867e-15-0.000522688j -2.06451e-14+0.0247694j -3.09759e-16-0.00177874j 2.33625e-15-0.00518716j -2.16038e-17+0.0101418j 5.6043e-16-0.00294637j -3.79479e-15+0.0032964j -1.02793e-15+0.0110012j -4.84434e-16-0.00412785j 7.98698e-15+0.00677342j 1.19085e-15-0.00535369j -5.55159e-16+0.00191665j 4.2854e-16-0.00122768j -1.31535e-16-0.000858829j 5.3664e-17+0.0034854j -1.91824e-16+0.00999566j 2.80765e-14+0.00306463j 1.70617e-15+0.00478827j 1.85847e-15+0.0161057j -8.42324e-16-0.00775812j 4.0282e-16-0.0017792j 8.99722e-16+0.00799073j -1.07476e-16+0.00190933j -9.70667e-18+0.00752239j -3.51244e-16+0.00579579j -3.10415e-16+0.00325522j -7.98027e-16+0.00781744j -1.01076e-14-0.016784j -1.46745e-16+0.00125279j 8.77803e-18-0.00802371j 2.17277e-17+0.00536975j 2.02638e-16+0.0117203j -8.67683e-17-0.0105739j -6.85326e-17-0.0168726j 2.00529e-16-0.001849j 1.37742e-15-0.0114926j -1.78144e-14-0.011339j 
-1.70056e-14-0.00503992j -1.40032e-15+0.000284511j 2.54514e-16-0.00314323j -2.02005e-17-0.00517278j 1.53113e-16-0.00607231j 8.3019e-17+0.00700584j -3.75445e-16+0.00514747j -5.32846e-17+0.0060376j 7.63724e-17-0.00120242j -7.88033e-16-0.00736431j -4.2851e-16-0.00428495j -1.64333e-16+0.00749942j 3.32046e-16-0.00857884j 1.8463e-16-0.00317597j -3.24377e-16-0.00180265j 2.12988e-16-0.00573803j -1.1584e-15+0.00470866j -5.93788e-16+0.000866706j 6.21313e-16+0.000442076j -3.18415e-16+0.00399068j -1.36925e-15-0.00362808j 1.55977e-17-0.0118749j -7.08666e-16+0.0021152j -3.03318e-16-0.000427241j 8.88465e-16-0.00450587j 1.19285e-15+0.011421j -6.87455e-16+0.00417208j 6.33803e-15-0.0100289j 1.64195e-15-0.0048707j 1.02819e-15+0.00204699j -1.24239e-15-0.00334784j -8.45772e-16+0.00196928j 3.51051e-14-0.00359628j 6.53325e-16+0.0117444j 1.64681e-15-0.00721851j -1.0331e-13-0.0126313j -3.41774e-15-0.0046725j -2.61244e-15+0.00231781j 1.01334e-15+0.000266081j 1.77326e-14-0.0140073j 2.06361e-15-0.00664835j -7.38408e-15+0.00949861j -1.14013e-15-0.00703558j 3.59244e-16-0.000572144j 6.65671e-16+0.00585901j 1.68813e-15-0.00337257j 1.31487e-15-0.00284691j 2.70388e-16+0.000521682j -2.25739e-16-0.00195501j -3.65662e-15-0.00243115j -4.11425e-16-0.00358102j 1.82208e-15+0.00532709j 9.23629e-18+0.00056932j -1.59009e-15+0.00212649j -2.57243e-16+0.00835708j 1.28457e-16+0.000924138j -2.12413e-14-0.00229523j -1.45521e-16+0.00182597j -3.3499e-16-0.00366479j -8.69453e-17-0.00403859j 7.55668e-16-0.00600584j 4.28738e-16+0.00219333j 3.84889e-16+0.000743957j -5.9922e-17-0.0104674j -1.80622e-16-0.00342178j 3.97795e-16-0.00210414j -2.39414e-16+0.00106362j 1.47265e-15+0.00242463j 4.89079e-17+0.00891909j 5.0172e-17-0.00709776j -1.96546e-16-0.00632841j 6.69521e-17+0.0060986j -7.85422e-17+0.00228271j -1.27637e-16-0.00133416j -3.94375e-16-0.00473687j 3.88799e-17+0.00231937j -4.63703e-15-0.00252979j 
-3.29586e-14-0.00944917j -2.47013e-15-0.0025087j 4.7159e-16-0.00613065j 5.29617e-16+0.00394196j -3.32179e-17-0.00176418j 3.98731e-16+0.0120348j -1.5053e-16-0.00254736j -2.45272e-16-0.0055749j 1.61137e-16+0.00985669j 9.22032e-18+0.00188671j 1.16386e-16-0.00197093j 1.2262e-16+0.0033352j 9.81427e-17-0.0069248j -2.42083e-16+0.00826666j -1.7971e-16-0.00124362j 1.24654e-18-0.00630059j -8.98551e-16+0.00497989j -3.58643e-16-0.000150618j 4.78474e-16-0.000766889j -3.11662e-16+0.00169816j -1.39651e-15-0.00490338j 4.0513e-16-0.00379089j 3.40371e-16-0.00424022j -2.4352e-16-0.00424268j 3.01233e-16+0.00673022j 8.86484e-16+0.00187989j 3.52879e-16-0.000141852j -8.22267e-16+0.00259559j -7.60175e-16-0.00227816j 3.5557e-15+0.00375606j -1.46162e-15-0.00828213j -1.00275e-15-0.00685672j 3.81276e-14-0.00424958j 1.66165e-15+0.00296531j 4.95245e-15-0.0103491j 8.29877e-14+0.0100959j 2.14462e-15-0.000710699j 3.38565e-15-0.00255779j -6.99829e-15+0.00367029j -4.53416e-15+0.00344134j 6.76605e-16-0.00285667j 1.22404e-14-0.0136792j -2.98499e-16-0.00294803j 2.0282e-16-0.0104696j -7.26331e-16+0.00142394j 1.31837e-15-0.00754724j -1.56664e-15+0.00494232j -4.04139e-16+0.00215894j -5.84929e-16-0.00374211j 9.9553e-16-0.000157335j -4.12881e-16+0.00148368j -3.27431e-15-0.012032j -1.06946e-15+0.000155794j -3.46313e-15+0.00999289j -1.19068e-15-0.00251085j 1.09291e-16-0.00829549j -4.40838e-14-0.00472836j 6.2669e-16+0.0103106j 8.0869e-17-0.00313862j -1.26223e-15-0.00486349j 4.61115e-16-0.0024755j 5.17715e-16+0.00281325j 3.60382e-16+0.00154907j 3.64364e-16-0.00672264j 1.93226e-16+0.00809414j -3.0595e-17-0.00076724j -5.45273e-16+0.00338196j -5.03124e-15-0.00781267j -1.63417e-16+0.000265908j 1.21527e-17+0.00409408j 1.15419e-16+0.000230984j 4.28609e-16+0.0124865j -3.90289e-16-0.00825861j -4.27982e-16+0.00378723j -4.24973e-17-0.00295309j 1.06397e-15+0.00521544j -1.6181e-14-0.00908723j 
1.87338e-14+0.00595543j 1.18129e-15-0.00636788j -2.8273e-17+0.00708306j 3.69864e-16+0.00373834j -6.46496e-17+0.00822969j 2.42861e-16-0.00365027j 7.17681e-17-0.00380662j -1.5719e-16-0.00381718j 7.10682e-17+0.00182942j 5.78167e-16+0.00831008j 4.06947e-16+0.00230516j -1.10382e-16-0.00285191j 4.3537e-17+0.00579893j -9.98154e-17-0.00424496j 3.12651e-17+0.00414378j 2.67662e-16+0.00341976j 7.87088e-16+0.000187315j 9.90763e-17-0.00151244j -6.78169e-16+0.00578481j 4.85211e-16-0.0120327j -9.32675e-16-0.00130405j 1.21349e-16-0.00130271j -1.29806e-16+0.00131485j 1.60693e-16+0.00108614j -8.81881e-16+0.00393368j -1.03972e-15-0.00828846j 7.05044e-16-0.00624768j -3.18652e-15+0.00586171j -4.01754e-16-0.000347763j -4.52965e-15-0.00961801j 2.37021e-15+0.0062417j 4.94225e-16+0.000527331j -2.61403e-14+0.00281036j 1.15793e-18-0.0054363j -1.96499e-16+0.0017566j 5.05505e-14+0.00620969j 8.85397e-16+0.000710461j 3.19386e-15+0.000434727j -4.53831e-15+0.00382067j -7.17202e-15+0.00615228j -7.49949e-16+0.00185719j 9.76422e-16-0.000608068j 1.62052e-16+0.00271383j -2.73607e-16-0.00139621j 5.09901e-16+0.00242471j -7.52316e-16+0.00507408j 1.42639e-15-0.0047382j 2.81229e-16+0.00354175j -3.95768e-16-0.00142807j 1.25309e-15+0.000615626j 5.197e-16+0.00141593j 1.46311e-16-0.000400314j 6.65787e-16+0.0100893j 7.65739e-16-0.0019915j 2.53495e-16+7.09839e-06j -4.4539e-17+0.00247169j -5.23927e-14-0.00559151j -1.24389e-16-0.000257647j -3.08927e-16+0.0011021j -2.31387e-16-0.0020656j -4.30357e-16+0.0027273j 3.28111e-16+0.000556182j 9.50267e-18+0.000657151j 2.58174e-16+0.00681359j 1.09011e-16-0.00167723j 2.05307e-16+0.000410291j -5.97586e-17-0.00060704j -2.55871e-15-0.00391347j -6.78495e-17-0.00783006j 5.35446e-17+0.0063176j 2.6021e-16+0.00506243j 1.83819e-16-0.00794482j -2.3889e-16-0.00466936j -2.91485e-16-0.00388808j 5.1849e-16+0.00312177j 2.76923e-16-0.00608577j -1.5814e-15-0.00124745j 
-2.84663e-14-0.00842009j -1.58688e-15+0.0020149j -8.7003e-17-0.00679041j 1.37177e-16+0.000598753j 3.24841e-17-0.0015776j -1.91367e-16+0.000323038j 6.1663e-17+0.00129225j 4.41286e-17+0.00319254j 8.68576e-17+0.0035315j -3.64083e-16-0.00283051j 4.40849e-16+0.00234929j 4.04007e-16+0.000768362j -1.45344e-16-0.00516894j 8.80859e-17+0.00643693j -8.86985e-17-0.00106838j -2.555e-16-0.00309288j 1.90038e-16-2.33794e-05j -3.70346e-17-0.00107576j 3.37816e-16-0.00194704j -1.08603e-16+0.00757853j 1.2041e-15+0.00292735j 2.26177e-16-0.0041718j 1.16123e-16-0.00426653j -1.35656e-16-0.000538156j 8.87326e-18+0.000169226j 2.96128e-16+0.00221827j -3.27346e-16+0.00467348j 1.85346e-15-0.00313582j -1.06488e-16+0.000185993j 4.14427e-15+0.00774141j -1.73384e-15-0.00461702j 2.16012e-16-0.0036123j -2.44355e-15-4.87051e-06j -2.79336e-16+0.00073587j 1.1706e-17+8.5818e-05j -1.82335e-15-0.000274195j 1.61415e-16-0.000192082j 2.82429e-16-0.00205326j -1.76949e-15-9.64462e-05j 3.03994e-16-0.000664853j 4.24677e-16-6.52277e-05j 6.69648e-15-0.00871968j -1.44984e-17-1.04585e-05j -2.61321e-16-0.00138395j -7.41468e-16-0.00379202j 1.05232e-17-0.00184322j -1.25843e-15+0.0043816j -4.39318e-16-0.00217269j 4.43895e-17-0.000750762j -4.48503e-16-0.000625055j -2.29069e-16+0.00193103j -1.36967e-15-0.00527143j -6.28746e-16-0.0049595j -9.44321e-16+0.00406461j -3.07745e-16-0.00255518j -1.80473e-16-0.00907133j -1.4314e-14-0.0015319j -1.43478e-16+0.00139031j -6.69013e-16-0.0037297j -1.62098e-17+0.0013051j 5.70625e-18+0.000950993j -1.34821e-16-0.000430769j -6.17113e-17-0.0022193j -9.47112e-17-0.00558158j 7.3003e-17+0.0048011j -2.39108e-16-0.00101739j 2.53662e-16-0.00216905j 9.33357e-16+0.00140739j 9.56275e-18+0.00373487j 1.30668e-16+0.00329228j -9.78925e-17-0.00142056j -1.30501e-17+0.00373385j 1.73337e-16+0.00186022j 2.83484e-16+0.00450772j -2.01077e-16-0.00227053j 7.55174e-16+0.00735041j -7.37102e-15-0.00394737j 
3.06151e-14+0.00831224j 1.98248e-15+0.00916737j 2.32104e-16-0.00362558j 2.17415e-16-0.00103191j 1.56066e-16+0.00262623j -7.42871e-17-0.000408062j -2.59444e-17-0.000948092j -1.63333e-16-0.00912129j 5.53788e-17+0.000983949j -4.42164e-16-0.00431564j -2.01157e-16-0.00312581j 1.64575e-17+0.00225608j 1.89652e-16+0.00571076j -3.17265e-16-0.000962532j 9.2153e-18-0.00336717j -2.07218e-16-0.000850549j -1.05614e-15+0.00381931j -8.90245e-16+0.000872991j 6.37916e-16-0.00652739j -8.24181e-16+0.000355007j -1.65273e-15-0.00540661j 1.33684e-16+0.0110344j 4.57537e-16-0.00354922j 4.96407e-16+0.00482945j -1.70044e-16-0.00367042j -2.01076e-15-0.009266j -1.31228e-16-0.0043022j 1.22466e-15-0.00306421j 9.62362e-17+0.00111874j 7.22384e-17+0.00105781j -1.83789e-16+0.00448206j -4.45079e-16+0.00140823j 1.17771e-14-0.00104402j 4.89616e-16-0.00198695j 1.09123e-15-0.00113722j 7.01677e-14+0.00864329j 1.51654e-16-0.00197504j 3.22798e-15-0.00211386j -6.4266e-15+0.00387156j -6.68441e-16+0.000632119j -5.41149e-16+0.00190227j 4.87729e-15-0.00566938j -6.98495e-17-0.00484512j 3.07218e-16-0.0017931j 1.32281e-17-0.00505886j 9.26715e-16-0.00457056j 2.10388e-15-0.000993698j 5.73374e-16-0.0055762j -1.20865e-16+0.00279556j -5.49508e-16-0.000887203j -4.65239e-16+0.00117054j -7.97574e-16-0.00317118j 2.56258e-16+0.00340819j 1.11912e-15-0.00310816j 8.84944e-17-0.00385872j 2.22607e-16+0.00515862j 6.0781e-14+0.00648631j 3.83192e-16+2.86107e-05j 3.23356e-16+0.00165134j 8.76726e-17-0.000370295j 1.77023e-16-0.00350609j -5.13177e-16-0.00160454j 2.05535e-16+0.00497349j 3.42889e-16+0.00301706j -1.93811e-17-0.00286732j -7.11366e-17+0.00369907j -8.9579e-16+0.00497674j 2.441e-16+0.000713219j -2.77129e-16-0.0044171j 1.16982e-17-0.00212383j 4.0532e-17-0.000744638j -1.00579e-16+0.00199909j -1.18077e-16-0.00222805j -4.18689e-17+0.00848949j 4.78182e-17+0.000359533j -1.24424e-15-0.00314783j 1.70158e-14+0.00985583j 
-4.58559e-14-0.0129974j -3.66549e-15-0.00689734j 1.47091e-16+0.00146856j -4.34866e-16+0.0026862j 1.45032e-16-0.00981416j 1.60945e-16+0.00742379j -2.27051e-16+0.000676039j 1.86735e-16+0.00785694j -7.91913e-18-0.000594736j 6.44932e-16+0.00145879j -1.04868e-18-0.00060168j -1.36911e-16-0.00160397j -1.59238e-16-0.00641266j 2.84911e-16+0.00426208j 4.48887e-17+9.31954e-05j 1.77078e-16-0.00249138j 2.34127e-16-0.00371169j 1.5782e-16+0.00474024j 3.89462e-16+0.00343725j 3.58027e-16+0.00562727j 2.53817e-15+0.00713007j -3.8275e-16-0.00818088j -4.86732e-16+0.00176316j -8.32165e-16-0.00587523j 1.17579e-15+0.00229118j 2.67382e-15+0.0138897j 5.22922e-16+0.00346484j -1.25041e-15+0.00361347j -3.46766e-16-0.0023685j 1.56526e-15+0.00299289j -8.90808e-16-0.00615475j -9.74794e-16-0.00445533j 2.75542e-14-0.00310804j 2.74856e-16+0.00742786j 6.00504e-16-0.00375672j -3.77163e-14-0.00468287j 1.7567e-15+0.00406902j -4.61705e-15+0.00254816j 1.02758e-14-0.00643349j -9.78741e-16+0.000928533j 5.63424e-16-0.00259441j -6.30755e-15+0.00730652j 1.77889e-18+0.00135794j 2.07911e-16-0.00120399j 1.50718e-16+0.00486013j 5.33207e-16-0.00152912j -2.17095e-15+0.00351232j 3.30935e-16+0.0015562j -7.42898e-17-0.0032798j 2.01831e-15+0.00268678j 4.95727e-16-0.00499119j -2.49763e-16+0.000928973j -4.92844e-16-0.00895405j -1.38601e-15+0.00447576j 1.52873e-16+0.00157496j -2.6412e-17-0.00762727j -1.98666e-14-0.00209097j 1.96606e-16-0.00162374j 6.89999e-17-0.00123037j 1.87692e-16-0.00126668j 1.21673e-16+0.000651089j 6.91166e-16+0.00343589j -1.66699e-16-0.00500311j -2.51637e-16-0.00275135j 1.26783e-16+0.00579838j 1.49826e-16-0.00294035j 2.65819e-16-0.00128117j -1.00725e-15-0.00118321j 1.26561e-16+0.00773528j 7.51444e-17-0.0020087j 1.71509e-16-0.00110193j -1.50682e-16+0.00763318j -1.49023e-17+0.00135138j -3.79159e-16-0.00855341j -2.21644e-16+0.000363231j 7.68586e-16+0.00747312j -1.93075e-14-0.0107305j 
