9.10504e-15+0.108595j -2.92591e-14+0.309726j 2.68805e-15-0.231721j -1.31977e-15+0.00243866j -2.23461e-15+0.0237393j -1.64085e-15-0.0825732j 1.45685e-15+0.0231847j -2.88372e-15-0.0163918j 2.46869e-15+0.0135214j -8.67245e-15-0.220824j -1.19577e-15-0.0870432j -7.31268e-15+0.193924j 2.0544e-16+0.0576896j -2.30913e-15+0.0105619j -7.14912e-15+0.0104859j -4.83723e-14+0.173438j 1.03367e-14+0.051105j 3.91025e-14+0.0850727j 8.76952e-12+0.0786937j -4.82419e-14-0.301282j -1.01319e-15+0.135475j 1.50578e-15-0.0224044j -2.01955e-13+0.151266j 2.69713e-14+0.00953163j -7.00106e-15+0.0013158j 1.40685e-14+0.0539612j -1.16358e-14+0.180621j 2.52889e-15-0.0891252j 6.09791e-13+0.204844j -2.48187e-14+0.118217j 3.61535e-15-0.248643j 4.26651e-15-0.0819023j -3.55013e-15-0.0061414j 8.90571e-15+0.0895759j -8.47071e-16-0.0309078j -1.10795e-15-0.106085j 2.53936e-15+0.0779618j -2.52384e-14-0.00812262j -1.62511e-14+0.17069j 1.62244e-14+0.039516j 6.72586e-14+0.0380579j 7.05065e-14+0.122601j -3.60888e-15+0.0501468j -1.44141e-15+0.151641j -3.71353e-15+0.0371634j -3.80723e-15-0.051674j -3.55283e-16-0.029445j -2.46855e-15+0.0588048j 1.02593e-15+0.050158j 7.43392e-16+0.0509486j 1.65256e-15-0.0805445j -1.71687e-15+0.116149j 2.8426e-15-0.280803j 1.04994e-15-0.00766649j -8.4382e-14-0.082916j -2.01044e-14-0.248421j 
-7.81636e-17+0.00112025j -5.74591e-18+0.000287743j 7.82901e-17-0.00179029j 1.39428e-16-0.0017561j 4.26046e-17-0.000940105j -1.32676e-16+0.00186311j 9.20573e-18-0.000560024j 4.86218e-17-0.00137376j 6.06801e-17-0.00159276j 8.68182e-17-0.00111458j 1.18568e-16-0.00196692j -1.12378e-17+0.000510278j -3.37054e-17-0.000410787j -4.73734e-17+0.00174589j -9.42299e-17+0.0010121j -3.99714e-16+0.00127797j 1.97971e-16+0.000841684j -5.91739e-17+0.00160531j -9.5046e-14-0.000858894j -6.22088e-17-0.000107683j -2.74682e-17-0.00161743j 1.04865e-18-0.000645438j -6.5836e-18+7.93101e-05j 6.35175e-17+0.00070967j 8.65564e-17+0.00123618j -9.48473e-17+0.00228395j 9.47013e-17+0.000664808j -4.84457e-17+0.000517752j 2.14537e-15+0.000699385j -2.6807e-16+0.000894562j 8.75492e-17-0.00123623j -2.02754e-16+0.000521001j -8.01269e-16+0.00315382j -2.82878e-17+0.00127435j -7.54569e-17+0.000178107j 1.15897e-16+0.000917056j -1.53195e-16-0.000292073j -4.18603e-16+0.00298886j -3.03304e-16-0.000195339j 4.79015e-16+0.000884994j 5.9788e-16+0.000563229j 5.99514e-16+0.00128123j -1.04225e-16+0.00222755j 1.37633e-17-0.000839016j 5.32378e-17-0.00035333j 1.7866e-16-0.00266274j -5.70996e-17+0.001551j -2.90356e-17-0.000379045j 6.37975e-18-0.00120503j -6.14857e-17+0.000820637j 9.89628e-17-0.00164097j 4.22303e-17-0.000872077j 7.78674e-17-0.00185737j -1.56739e-16+0.00247356j 7.1073e-16+0.00139403j 2.03141e-16-0.000478615j 
1.60928e-17-0.000237476j -1.59483e-16+0.00121809j 2.08351e-17+0.000326965j -5.31102e-17+0.00164775j 3.57923e-17+0.000843854j 8.01833e-17-0.00135133j -4.13959e-18+0.000262197j 2.13418e-17-0.000162408j 2.81951e-17+0.000984839j -5.03564e-17+0.000905549j -4.44344e-17+0.000182222j -7.97061e-17+0.00114981j 3.91931e-17-0.000383507j -9.34063e-18-0.000566572j -3.25327e-17-0.000115486j -7.27696e-17+0.000356714j -4.16027e-18+0.000155642j 3.10903e-16+0.000516104j 1.73384e-13+0.00155986j -1.26025e-16-0.000391488j 1.26944e-16-0.000461474j 3.07637e-16+0.00210757j -9.3224e-16+0.000695427j 3.06972e-16+0.000346074j 1.27536e-16+0.000800547j -1.0386e-16-0.00195127j -2.05599e-16+0.000885296j 5.29494e-17-0.000961339j 3.25532e-15+0.00117833j -1.9575e-16+0.000751445j 4.58888e-17+0.000942475j 2.2289e-16-0.00230331j 2.24292e-16-0.000997427j 2.1209e-17-0.000289546j -8.20662e-17+6.38288e-05j -1.49434e-16-0.00205973j 7.17808e-17-0.000297744j -3.88119e-16+0.000639418j -4.09441e-16+0.00189866j -3.19941e-16-0.000716414j -3.43008e-16-0.000375625j -3.16597e-16-0.000612484j 1.3361e-17-0.00130872j 3.59001e-17+8.00131e-06j -3.47057e-17+0.00180088j -4.86828e-17+0.00100028j 8.96769e-18-0.000688912j 4.59078e-17-0.000821154j 6.92255e-17+0.000509669j 2.52746e-17-0.000538215j -4.74999e-17+0.000453166j -1.2498e-17+0.000437045j 5.87903e-17-0.000301349j 3.23658e-17-0.00207099j -9.92484e-16-0.00142359j -1.91682e-16-0.00083494j 
9.13575e-17-0.000776326j -8.49519e-17-0.000385255j 7.9109e-17-0.00160771j -9.10047e-17-0.000911285j -2.85861e-17-0.000673419j 1.36885e-16+0.00122834j -1.7746e-17-0.000597476j -1.13147e-16+0.000330891j -1.76829e-17-0.0018429j 2.84123e-18-0.00020134j -6.7092e-17-0.000213692j -8.71239e-17+0.000394799j -7.27134e-17+4.67042e-05j -3.24251e-17+0.00179543j -5.36113e-18+0.000657858j 9.06886e-17-0.00015605j 1.21906e-16+0.000549935j 2.6099e-17+0.000921414j 4.21898e-14+0.000379383j 9.85869e-17+0.000907146j -1.78473e-16+0.000942575j -1.97656e-16-0.00103495j 8.05086e-16-0.00052171j -5.65231e-17+0.0001738j 2.82008e-17+0.00121434j 1.3637e-16+0.0022796j 2.1031e-17+0.000298428j 9.19577e-17+0.000400027j 1.15051e-15+0.00041679j -2.6899e-16+0.000700784j 9.32654e-17-0.00163384j 9.37004e-17+0.000203391j -2.61231e-16+0.0016813j 8.23899e-17+0.0011474j -4.47953e-17-0.00102523j 1.74188e-16+0.00190343j 7.39579e-17-0.00110176j -1.40721e-17+0.00133782j -3.04028e-16-0.00047825j 2.71664e-16+0.000210686j -1.8249e-16-1.89891e-05j -8.80331e-17-0.000399557j 5.64027e-18+0.00159289j -9.90832e-18-0.00100303j -9.02036e-17-0.000301705j -1.25727e-16-0.000318257j 1.30059e-16+0.00088344j -7.20842e-17+0.00079119j 1.66374e-17-0.00157723j -1.08244e-17+0.000575381j -3.85674e-17-0.00109052j -1.06243e-16-0.000111299j 8.36771e-17-0.000962377j 8.4698e-17+0.0018997j 4.04308e-16+0.000159846j 5.84675e-17+0.00104908j 
7.29701e-17-0.00147988j -3.28445e-17-0.000123888j -8.79807e-17+7.08715e-05j -1.66531e-16+0.00117104j 5.45099e-18+0.000297623j 1.99763e-16-0.000473164j -5.97208e-17+0.000111856j -4.35835e-17+0.00062258j -5.91282e-17-0.000147855j -8.03933e-18+0.000509565j -1.68884e-16+0.000740032j 6.43907e-17-6.91629e-05j -4.25176e-17+0.000430795j 8.94939e-17+0.000170332j 3.97784e-17+0.00035715j 3.58796e-16-0.000989902j 1.21629e-17-4.7386e-05j 1.87884e-16+0.00055736j 9.80927e-14+0.000882794j 8.21759e-17+0.000907257j 9.11805e-19+0.000696115j 3.18408e-17+0.0004763j 1.69524e-17-2.98841e-06j 7.41395e-17+0.00011303j 1.88393e-16+0.000234205j 1.33859e-16-0.000704146j -7.05429e-17+0.000304088j 9.21769e-17-0.000555056j 1.88603e-15+0.000683209j -2.25543e-16+0.000731582j -8.48015e-17+0.000314095j 5.0951e-17-0.000558322j 1.12647e-16-0.000136789j 1.0897e-16+0.000379406j -6.5596e-17-9.47045e-05j 2.50835e-17-0.000182953j 1.37161e-16-0.00154153j 1.81872e-16+3.95786e-05j -2.13783e-16+0.000317575j -1.23843e-16-0.000506091j -6.36677e-16-0.00055653j -6.2439e-16-0.00126718j 7.31057e-17-9.78606e-05j -6.00959e-17-0.000240642j -1.73428e-17+0.000652245j -1.44817e-16+0.00107386j 1.84544e-16-0.00101263j 2.19297e-17+0.000159928j 1.00868e-17-0.000595086j 2.39725e-17-3.73638e-05j -1.32129e-16-4.26566e-05j -3.96092e-17+0.000114569j -5.00141e-17+0.000200484j 1.66952e-16-0.000813033j -5.92079e-16-0.00135031j -1.8088e-16+0.00103211j 
-1.83855e-17+0.000683051j 1.26489e-16-0.00111371j -2.87161e-17-0.00036877j -1.92029e-17-0.00157886j 1.90578e-17-0.00123112j 2.04589e-17+0.00142138j -2.77718e-17-0.000517044j 1.12608e-17-0.000674839j 8.92956e-18-0.00165698j 5.1096e-17-0.000532079j -2.18631e-17+0.000152435j 4.39962e-17-0.000134763j -3.6223e-17-0.000701843j 7.02025e-17+0.00048309j -4.9331e-17-0.000100626j -8.99809e-17+0.000459061j 1.24935e-16+0.000345112j -3.58742e-18-0.00128585j 2.19116e-14+0.000199419j 1.28062e-16-5.3642e-05j -7.1903e-17+0.000199782j -3.48223e-16-0.00229465j 8.49761e-16-0.000557776j -1.17757e-16+0.000658846j 2.95574e-17+0.000428707j 7.33478e-17+0.00230654j 3.83292e-17-0.000214317j 1.25601e-18+0.00131856j -2.28363e-15-0.000802421j 1.14635e-16-0.000536191j -2.16744e-17-0.000974405j -6.25076e-17+0.00132785j -2.62585e-16+0.00132737j -2.54565e-17+0.000237896j -4.99272e-17-0.00154795j 4.5803e-17+0.00296863j -6.485e-17+0.00122761j 1.7417e-16-0.000272865j 1.33924e-16-0.000804949j 2.27838e-16+0.0004976j 4.04133e-16+0.000106797j 4.03887e-16+0.000944608j 9.0056e-18+0.000719935j 8.28472e-19-0.000654371j 5.19601e-18-0.00153397j 5.94465e-18-0.000795989j 8.67936e-17+0.00171945j 2.02891e-17+0.000249856j 1.64835e-17-0.000798469j -1.27198e-17+0.000335808j -1.39686e-17-0.00034589j 1.54469e-17-0.000579274j -1.67976e-17+0.000103713j 2.27965e-17+0.0021393j 1.21697e-15+0.00178589j 2.45788e-16+0.000493125j 
3.35131e-19-0.000202485j -1.5387e-17+0.000675518j 1.05964e-16+0.000669429j 1.3835e-16+0.00131689j 1.428e-20+5.39004e-05j -1.83652e-16-0.00214451j 1.11971e-16+0.000723464j 1.49726e-17+0.000515668j 9.64079e-17+0.00078741j -8.99446e-17+6.57586e-05j 1.11226e-16+0.00142276j -8.57357e-17-0.000348154j 1.24982e-16+0.000503518j -1.96764e-16-0.00123826j 4.18596e-17+7.53518e-06j 2.70834e-17-0.000644133j -2.11219e-16-0.000603655j 1.01005e-16-0.000594296j 1.10408e-13+0.000993828j -2.1625e-16-0.000809719j 1.10083e-16+0.000719869j 1.44466e-16+0.000842586j -9.04996e-16+0.000727365j 4.22015e-16+0.00066116j -3.38179e-16-0.00165623j -1.65755e-16-0.0014093j -7.42497e-17+0.000543457j -6.15746e-17-0.000732815j 2.29517e-15+0.000736463j 4.69618e-18+0.000274197j 4.99538e-17+0.000459356j 4.63828e-17-0.000933193j 1.1241e-16-0.00129055j 7.5885e-17-0.000293244j 2.24309e-16+0.0007069j -1.16395e-16-0.000560863j 7.15389e-17+3.87956e-06j -1.50703e-16-0.0015742j 1.10311e-16+0.000816864j -5.66059e-16-0.000816742j -4.0454e-16-0.000476046j -3.70228e-16-0.000573148j -1.1221e-16-0.00102916j 1.34697e-16+0.000926212j -2.3354e-17+0.000340835j 7.19358e-17+0.00144868j -2.89853e-16-0.00199151j -2.48292e-17-0.000177703j 2.21639e-17+7.62413e-05j -1.25418e-17-0.000357969j 8.98727e-17+0.00134748j 2.00911e-17+0.000654564j 4.49694e-17+0.000136871j -1.72681e-16-0.0016846j -8.74689e-16-0.00112014j -1.93668e-16-0.000424251j 
1.07022e-16+0.000903285j 9.40147e-17+0.00066652j -6.32718e-17-0.000200407j -2.42302e-17-0.00078215j 5.88181e-17+0.000488573j -8.62399e-17-0.000958878j -2.8021e-19-0.000219402j 6.63924e-17+0.00102091j 9.44385e-17+0.00111676j 8.19432e-17+0.00174271j -1.21924e-17-0.000310663j 9.39641e-17+0.000962192j -6.56905e-17-0.000736708j -3.91414e-18+0.000355982j -1.06172e-16-0.000791609j -1.30934e-17+0.000695321j -1.94044e-17-0.000175905j -3.38748e-17+0.000156619j -2.79788e-14-0.000252237j -1.74944e-16-0.00016587j 1.16994e-16+0.000172288j 6.01706e-16+0.00228274j 4.622e-16-0.000456412j -3.53786e-16-0.00102279j -1.16561e-17+0.000355063j 8.80982e-17+0.000243469j 3.74888e-17-0.000671403j -5.23021e-17+2.03057e-05j -2.4769e-15-0.00082211j 2.74302e-16-0.00105852j -1.84157e-17-0.000330202j -2.35236e-17-0.00232477j 3.0034e-16-0.00190565j -1.06953e-16-0.00118643j -5.12587e-17+0.000376061j -2.36534e-16-0.00126907j 7.56395e-17+0.00116453j -2.58123e-16+0.000724618j 6.88192e-17+0.000258984j -3.01515e-16-0.000497758j 1.5545e-16+0.000651991j 1.44307e-16-0.000301738j -7.94848e-17-0.000934612j 2.73304e-17-0.000339284j 1.17113e-16+0.00106233j 5.47636e-17+0.000873409j 7.8798e-17+0.000834696j 2.27829e-17+0.000189347j 1.26072e-16+0.00086329j -4.24165e-17-0.000752727j 7.47849e-17+0.00125197j 1.27706e-16+0.00119846j -7.72789e-17-0.000296617j -4.97942e-17-0.000257647j 2.39075e-17+0.000345133j -1.70758e-16-0.00137686j 
1.30425e-16+4.73308e-05j 6.72402e-17+0.00103439j -2.85411e-17-0.000173912j -2.66758e-17+0.000865146j 7.73225e-17+0.000160662j -1.40891e-16-0.000596573j 3.76622e-17+0.0005378j 8.6603e-17-0.000357434j 1.89755e-16+0.000348745j -8.91394e-17-0.00160147j -6.0973e-17+3.69875e-05j 7.88083e-17-0.00012838j 6.95327e-17+0.000865218j -8.24684e-17-0.000812044j -9.01661e-17+0.000288807j 2.9448e-18+5.72951e-05j -7.23273e-17-9.79135e-05j 8.60123e-17+0.000100592j 8.52738e-15+7.69768e-05j -3.61746e-16-0.00129066j 9.60088e-17+0.000286686j -5.00737e-17-0.000596954j -1.30994e-15+0.00101122j 1.00144e-16+0.000355498j -1.52082e-16-0.00103757j -6.25209e-17-0.000915036j -1.11449e-16+0.000842312j -3.86635e-17-0.000675518j 3.20967e-15+0.00108139j -2.78989e-16+0.000752058j -1.2285e-16-0.000175554j -1.2822e-16+0.000734722j -3.39711e-16+0.000108122j -5.8326e-17+0.000522287j 1.42912e-16+0.000489493j -1.8453e-16-0.000688393j 1.97938e-16-0.000199102j -3.81322e-17-0.00102913j 8.1014e-17+0.000556283j 7.56805e-17+0.000212477j 2.48394e-16-0.000184036j 2.17459e-16+0.000503845j -1.01901e-16+0.000124803j 1.29214e-16+0.00127811j 5.40806e-18-0.000226861j 3.56642e-17-0.00030523j -6.27207e-17-0.00133362j 6.81201e-17-2.51282e-05j 1.75155e-16+0.000294813j -2.5701e-17+0.000351869j 7.58277e-17-0.000365339j 1.34796e-16+3.64861e-05j -5.5509e-17-0.000559952j -8.70475e-17-0.000775447j -6.17314e-16-0.000808202j -3.30318e-16-0.000559787j 
-2.59063e-17-0.000871816j 8.79288e-17-0.00107147j -1.52869e-17+0.000662719j -9.74331e-18+0.000423153j 2.21061e-18-0.000576631j 4.99399e-17-0.000621269j 3.36288e-19+0.000255495j -9.7737e-18+0.000231823j -3.25063e-17-0.000356437j 1.15452e-17+0.00116619j -3.36207e-17+0.000534567j 3.39381e-17-0.0014968j 1.46877e-17+0.000297392j -2.34295e-17+0.000495148j 7.06104e-17+0.00118879j 3.55845e-16-0.00153412j -8.11542e-17-0.00046794j -1.15427e-16+0.00118806j -4.41494e-14-0.000398498j 1.51167e-16+0.00190861j 2.29185e-17-0.00134153j 2.05025e-16+0.00157661j 3.65885e-16-0.000263143j 2.30253e-16+0.000953782j 9.19465e-18-0.00088281j -1.1148e-17-0.000400571j 4.25343e-17-0.000121148j 9.78466e-18-0.000273164j 1.06873e-15+0.000349748j -2.06572e-16+0.000667796j -5.86998e-17+0.00133603j -5.08424e-17-0.000609881j -2.77849e-16+0.00118569j 1.23463e-16+0.000359104j 1.1474e-16+0.00194843j 1.4065e-16+0.000121933j 4.36385e-18-0.00213383j -7.24395e-17+0.00149947j -2.78359e-16-0.000530082j -2.93249e-16-0.000740589j -7.21472e-16-0.000407162j -6.8427e-16-0.00134477j 1.82355e-17+0.000667804j 4.1101e-18-0.00088826j -1.01837e-17+0.00047576j -1.28274e-17+0.000155876j -2.34406e-17-0.00151909j -8.23284e-18-0.000756516j -3.65756e-17-0.00163742j -8.67253e-18-7.1056e-05j -4.86389e-17+0.000675351j -1.97653e-17-0.000601404j -6.88456e-18+0.000389154j 1.40678e-17-0.000125528j -3.90892e-17-0.000351175j 1.92414e-19+0.00131189j 
-1.70557e-18-0.000336592j -1.11916e-16+0.00113179j 1.47686e-17-0.000724755j 2.51114e-17+0.000179531j 3.2201e-17+0.00090786j -1.07762e-17-0.000506298j 2.15946e-17+0.000252807j 4.249e-17+0.00123064j 5.04486e-17+0.00105427j -5.61129e-17-0.000796243j -5.72658e-18-0.000417248j -2.16547e-17+0.000136575j 5.71048e-17+0.0011973j -5.44515e-17-1.13626e-05j -2.85605e-18-0.00023766j -6.67765e-18-0.000155351j -1.09826e-16-0.000297305j -1.07988e-16+0.000733555j -1.20571e-13-0.00108571j -1.2937e-16-0.000678368j 5.2283e-17+0.0015052j 1.8444e-17+0.000181734j -5.04087e-16+0.00025026j -3.98997e-16-0.00151661j -1.68823e-16-0.000823596j 7.49984e-17-0.000399808j 3.93239e-18-0.00020792j -3.89521e-17-0.000726831j 2.88013e-16+0.000101607j 4.29005e-18-0.000105754j -1.79451e-17-0.000984227j 4.73015e-17+0.000332859j 1.60795e-16-0.001333j -1.71362e-17+2.81339e-05j 7.83506e-17+0.000727225j -6.09661e-17-0.00156253j 2.7835e-17-0.000350577j 8.33516e-17-0.000939979j 1.74008e-16-0.000302403j 1.54192e-16+0.000257703j 1.2985e-16+0.000388953j 5.76109e-17-0.000155944j -2.71548e-17+0.000172839j 9.95946e-18+0.00124659j -9.96467e-18+0.00011269j 8.54826e-18+0.000323769j -4.31071e-17-0.00088668j 3.24391e-17+0.00113266j 5.36438e-17+0.000986118j 7.43245e-18+0.000172434j 2.4479e-19-0.000269939j 1.78947e-17+0.000971317j 2.62138e-17-0.000549564j -3.42052e-17-0.000517209j -7.41857e-16-0.000988316j -1.43687e-16-0.000579059j 
5.10097e-17-0.00100955j -1.47381e-16+0.0015528j -3.14327e-17-0.000897614j -1.97603e-18+0.000127652j -1.61991e-17+0.0029512j 2.35712e-18-0.000228647j 2.93227e-17-0.000506053j 3.52131e-18+0.0030456j -2.00955e-17+0.00267494j -8.46779e-17+0.00160975j 2.63011e-17-0.00107944j -1.08812e-16+0.00219102j 2.78507e-17+0.000415847j -3.11354e-17+0.000663301j 4.95778e-17-0.00202077j 2.24522e-17+0.000456343j -9.7612e-17-1.81949e-05j -1.23102e-16+0.000925099j -1.13023e-13-0.00101811j -7.63304e-17+0.000127845j 9.50902e-17+0.00306856j 4.05937e-16+0.00202159j 9.51681e-16-0.000929022j -1.05786e-15-0.00452141j -1.05902e-16+0.00176517j 1.42046e-16-0.000876537j 1.39119e-16-0.00158101j -5.87156e-17-0.000817766j -4.47862e-15-0.00144146j 4.96251e-16-0.00160132j 7.5066e-17-0.00128989j 3.06604e-16-0.00173951j 1.16193e-15-0.00471241j -9.90554e-17-0.0014957j -1.28459e-16-0.00081904j -2.48143e-16-0.00384153j 2.71391e-17+0.000384442j 3.3826e-18-0.000634827j 2.68845e-16-8.25636e-05j 1.43693e-16+8.74324e-05j -8.76742e-17+0.000982249j -1.57722e-16-0.0012311j 6.20066e-17-0.00153461j 1.24108e-17+0.00059777j 2.49241e-17+0.00183688j -6.16716e-17+0.00212216j -1.39551e-17+0.00113954j 1.03856e-17+0.00227592j 2.72051e-17+0.00314887j 5.65213e-17-0.000734796j -8.11784e-19-0.000165127j 2.78832e-18+0.00245646j -4.58892e-17+8.42824e-05j 2.2505e-17-0.00145765j -1.20108e-15-0.00166635j -2.69677e-16-0.00100084j 
-2.19735e-17+0.00025738j 9.81204e-16-0.000562829j -1.12503e-15+0.000706443j 3.57136e-16-0.000360111j -9.04654e-16+0.000458272j -6.88812e-17+0.000123094j 6.71617e-16-0.000439316j -8.72587e-16+0.000337056j -1.02588e-15+0.000569409j -3.08118e-15+0.00184027j -2.08944e-16+9.01075e-05j -1.08202e-15+0.000704365j 1.62869e-15-0.00116316j -5.42635e-17-1.71912e-05j 1.59324e-15-0.00103888j -3.59755e-16+0.000408982j -2.45778e-17+6.798e-05j 1.04961e-15-0.000842499j 3.92745e-14+0.000359611j -1.11157e-15+0.000583885j -6.74403e-17-9.29636e-05j -1.51757e-15+0.000925265j 2.44861e-15-0.000822719j 1.19392e-15-0.000769509j -1.86862e-15+0.00122461j 2.66312e-16-8.07305e-05j 1.56686e-15-0.000916533j -6.82953e-16+0.000527141j -1.95768e-15-0.00133065j 2.23337e-15-0.00122657j -8.76888e-16+0.000566838j 2.17696e-15-0.00120325j 3.01661e-15-0.0014914j 1.83624e-15-0.00123108j 1.27973e-15-0.000965053j 5.08827e-16-0.000255353j -1.49826e-15+0.00119615j -3.45497e-16+0.000148906j 3.86762e-17+6.09315e-05j 4.0757e-16-0.000294603j -3.32591e-16+0.000203964j 7.97938e-16-0.000295842j 2.10516e-15-0.0013088j 1.37944e-15-0.000847288j -1.08892e-15+0.000585369j -1.67465e-15+0.000869188j -2.11647e-15+0.00152122j -2.6048e-17-7.91679e-05j -1.30513e-15+0.000854836j 1.20803e-15-0.000738158j -1.19094e-15+0.000748589j -6.4729e-16+0.000337467j -1.60238e-15+0.000955397j 6.1945e-16-0.000261319j -2.13851e-16+0.00057912j 6.66167e-17-0.000150192j 
-4.98373e-17-0.000978057j 1.17496e-16-0.000401088j -1.30951e-16+0.000512597j 4.792e-17+0.000688981j -7.83408e-17+3.17454e-05j 3.16425e-18-0.00110236j 7.94538e-17+0.000419412j -4.38494e-17+0.000941887j -1.16988e-16+0.000414705j -2.94885e-16+0.000796542j -2.65396e-17+0.000625436j -7.5782e-17-0.00122688j 2.0955e-16+0.000798604j -3.6167e-17+8.86245e-05j 2.32533e-16+0.000693553j 2.78024e-16-0.00149876j -1.56923e-16-0.000656878j -6.4348e-18+0.000968346j -6.58649e-14-0.000593337j -2.96385e-17+0.00121299j 8.21464e-17-0.000160229j 5.08616e-17+0.00148605j 1.88919e-16-9.85999e-05j 1.73062e-16+6.54519e-05j -2.76059e-16-0.00132278j 6.35103e-17-0.000836957j 1.79131e-16-0.000267991j -8.37687e-17-0.000610211j 9.21722e-16+0.000229929j 8.3531e-17+0.000343511j -1.66133e-16+0.000833534j 1.5555e-16-0.000505246j 2.00375e-16-0.000147054j 2.92195e-16+7.90207e-05j 2.72999e-16+0.00186497j 1.35796e-16-0.000673413j -1.37683e-16-0.00176598j 8.72585e-18+0.000295555j -8.36813e-17-0.000491991j -2.50135e-16-0.000666373j -6.65942e-16-0.000257007j -5.89573e-16-0.00135242j 2.04491e-16+0.00022569j 1.28001e-16-3.89038e-05j -1.01391e-16+0.000486083j -1.3461e-16+0.00073511j -2.75023e-16-0.00188133j 1.93353e-17-7.81948e-05j -1.63381e-16-0.000731348j 1.11245e-16-0.000133584j -1.43295e-16+0.000773296j -5.34919e-17+0.000103686j -1.63956e-16+0.000352255j 5.28452e-17-0.000726376j -5.58104e-16-0.000912635j -7.44957e-17+0.000837139j 
-6.60083e-17-0.00173083j 8.2754e-17-8.27822e-05j -1.18226e-16-0.000472729j 4.71721e-17+0.000606464j 6.84408e-17+0.00125735j 6.75398e-17+0.00102301j 1.69633e-17-0.000486581j 7.6017e-18+0.00106459j -8.52188e-18+0.000118462j -1.93421e-16+0.000394208j -7.64658e-17-0.00018121j -7.07708e-18+0.000978323j 1.25202e-16+0.000269479j 2.29848e-17+0.000646554j 8.95456e-17-0.000642681j 1.63426e-16-0.000303895j 4.72643e-17+0.00041061j 1.64499e-16+0.000364381j 4.24237e-14+0.000381779j 5.33672e-17+0.00093627j 1.16065e-16+0.00182871j -1.5717e-16-0.000544826j 9.39605e-16-0.000631488j -4.6808e-16-0.00174909j 8.90177e-17+0.00187932j -3.43429e-17-0.000202194j 1.26092e-16-0.000449072j -7.15548e-17-0.000210223j -1.04334e-15-0.000334026j 1.36084e-16-9.59473e-05j -5.1589e-17-0.00054409j 1.95287e-16+0.000205747j 3.78588e-16-0.00110554j 8.42459e-17+5.63299e-05j -1.37331e-16-0.00171302j -1.83483e-16-0.000578106j -5.34781e-17-0.000845036j 1.32557e-16-0.000326138j 5.59411e-17-0.000120116j 2.99782e-16+0.000245157j -3.97387e-16-9.36017e-05j -4.24485e-16-0.000943277j 1.16363e-16-0.000271555j 1.11024e-16-0.000251227j 1.09462e-17+0.000540596j -8.07264e-17+0.000980811j -6.11187e-17+0.000789531j 7.69048e-17+0.00120771j 3.43838e-17+0.000734528j 8.91864e-17+2.80322e-05j -1.6889e-16-0.00115831j 6.16975e-19+0.000442386j -1.11769e-16+0.000448555j -1.28216e-18-0.000341577j -7.24303e-16-0.00118658j -1.31023e-16+0.00105221j 
5.12001e-17+0.000330351j 8.78297e-18-0.00038309j 1.34912e-16+0.000900508j 2.84864e-17+0.000148707j -1.31073e-16-0.000415798j -3.74831e-16-0.00134321j 7.4625e-17+0.000205187j 1.31184e-16+0.00026926j 2.69472e-17+0.000285991j 2.94736e-16+0.00134626j 3.15436e-16+0.00110513j -8.20221e-17-0.00035075j -6.96612e-17-0.000553217j -1.07352e-16-0.000524317j 4.0026e-18-0.000143579j -2.70962e-17-0.000365772j -1.94682e-16-0.000444387j -1.20695e-16-0.000782764j 7.85162e-14+0.000706037j 3.51841e-17+0.000192574j 1.01485e-16-0.000301202j 4.95278e-16+0.00124976j 1.55887e-16-0.000131306j 3.88652e-16+0.00072321j -3.07922e-16-0.000751338j -1.15054e-17-0.000331476j -4.38465e-17-0.000173611j 6.50995e-18+0.000122092j -9.00552e-16-0.000311256j 8.36197e-17-0.000447604j 7.60121e-17+0.000771479j -2.85499e-16-0.00139659j -1.12287e-17-0.000799931j -9.27851e-17-0.000751607j 1.69499e-16+0.00042938j 9.37523e-17+0.00032169j 1.00068e-16+0.000548485j -1.90671e-16-0.000266835j 5.69065e-17+0.000270265j -7.34604e-16-0.000857924j -3.47825e-16-0.000205949j -4.10508e-16-0.000535846j -1.86949e-16-0.000952916j -3.06779e-17-0.000354452j 6.1717e-17+0.00031844j 2.98179e-16+0.00108543j -2.00788e-16-0.000460854j -6.58743e-17-0.00053962j -1.31036e-16-0.00030515j -1.31059e-16-0.000618812j 3.98891e-16+0.00164654j 1.23143e-16+0.000282507j 5.79921e-17+0.000557755j -1.14854e-16-0.000596085j 1.2607e-16+0.000215185j -2.37602e-17-0.000156054j 
