-1.36614-6.45133e-13j 0.5479-3.45273e-13j -0.625045+3.60977e-14j -0.0131499-2.85088e-14j 0.0701692-3.29821e-15j -0.145263+1.05009e-14j -0.138043+3.86199e-16j -0.130352+4.1546e-14j 0.0743717+3.13545e-15j 0.037537-5.39034e-16j 0.00937319-3.2525e-15j 0.0515968-7.40598e-15j -0.0865857+8.93276e-15j 0.00964246-7.91183e-15j 0.0920976-6.78437e-15j 0.0111445-3.66489e-15j -0.0699258+1.48729e-14j 0.0518476-2.42096e-16j 0.0646853-7.16491e-15j -0.0572012+6.21282e-15j -0.0441287-1.9445e-15j -0.000943391-4.83238e-15j -0.0616369+8.4958e-15j -0.0570023+9.6283e-15j -0.0835299+1.20475e-14j -0.0104953-4.79473e-15j -0.115415+1.26891e-14j 0.121016-3.54987e-15j 0.0342932-5.33623e-14j -0.130519+8.30322e-13j 0.0775404+5.00685e-13j 0.148331+1.83761e-14j 0.171254-1.13124e-13j -0.208455-3.3829e-15j 0.0352365-2.2533e-15j -0.0472928+7.3948e-15j -0.114886+2.35791e-15j 0.0698628-8.7387e-15j 0.0481263+1.62257e-16j 0.0592215-3.99039e-15j -0.051159+7.58223e-16j 0.00972214-4.16187e-15j -0.00327006-9.33083e-15j -0.0363523+5.09417e-15j 0.00640986+7.19442e-16j -0.0200399+1.69679e-15j -0.0601715+4.40912e-15j 0.0374091-4.43699e-16j 0.000594239+2.11917e-16j -0.0106319+1.65265e-15j 0.0112747+3.72929e-15j -0.0356409-3.25314e-16j 0.0714826+3.81256e-17j -0.0169861+4.91445e-15j -0.0527126+7.19866e-15j 0.00429871+5.2343e-15j -0.0612264+6.64134e-15j 0.00489147+5.35553e-16j -0.0572933+4.62264e-15j -0.0282397+2.12354e-15j -0.0815639-2.06111e-15j -0.00529047+2.78761e-15j -0.0216233-6.26421e-16j -0.000938126+2.04383e-16j -0.102426+2.97759e-15j 0.0157395+4.59939e-15j 0.0833676-5.14495e-15j 0.0322288-1.39959e-15j -0.053676-6.10922e-15j -0.130887+7.87323e-15j 0.16978+1.24054e-14j 0.10913-8.04742e-14j 
-0.0598028-9.32251e-14j -0.128729-4.25982e-14j -0.0040293-4.48335e-15j 0.165901+5.47787e-16j 0.0189704+2.59005e-15j -0.0418293-9.28776e-15j 0.148332+4.13062e-15j -0.0504104-2.21312e-15j -0.00100874-6.45982e-15j 0.258697+8.47702e-15j 0.499323-7.32757e-15j -0.0896916+3.23926e-14j -0.274356+1.0613e-14j 0.286908-3.92722e-14j -0.245323+3.1552e-14j -0.688585+3.27073e-14j 0.359514-2.06414e-14j 0.84299-1.01764e-14j 0.438081+2.2573e-14j 0.251272-6.90872e-15j -0.444294+3.75013e-15j -0.055405-4.447e-14j 0.216583-1.33151e-15j -0.280284+3.46395e-14j 0.0353533+9.01709e-15j -0.317159-9.98813e-15j 0.358726+2.0921e-14j -0.05877+8.65673e-15j 0.074057-1.41551e-14j -0.0319791+2.42611e-13j -0.181273-1.12637e-12j -0.110377-5.75389e-14j -0.0562254+3.1124e-14j -0.0826495+5.35726e-15j 0.0164128+1.92549e-16j 0.0118051+9.27018e-16j -0.028429+1.49084e-17j -0.0137028-2.24928e-15j -0.0185362-1.49662e-15j -0.0331223-1.66908e-15j -0.0171998-2.80366e-16j -0.008397-1.75889e-15j 0.0193514+7.63275e-14j 0.0163697+3.52656e-16j -0.00536741-1.7241e-16j 0.0183455+1.35245e-15j -0.0131278+1.13725e-15j -0.00596721-2.20586e-15j -0.00185926-4.19731e-17j -0.00279092+3.10848e-16j 0.00438138+6.75167e-16j -9.36136e-05-5.72998e-16j -0.00542658-1.68537e-15j 0.013488-2.8514e-17j -0.0156809+4.36072e-16j -0.000234521+1.16884e-15j -0.013378-2.20938e-16j 0.0338772-4.24796e-16j -0.0062237+6.71585e-16j 0.0284262+1.54015e-16j 0.00586742+1.69721e-15j -0.00100013-1.58038e-15j -0.045877-1.48581e-15j 0.0256415+5.35396e-16j -0.03884+9.13097e-16j 0.0325572+3.35596e-16j -0.00640732-3.1118e-16j 0.0695992+4.58673e-16j -0.0829282-7.10554e-16j 0.0699657-4.70359e-16j -0.0189012-2.2217e-14j -0.0489442+6.81474e-14j 
0.266832+2.63229e-13j 0.0869679+1.31794e-13j 0.138558+2.59964e-14j -0.1283-2.70231e-14j -0.0197376+2.17807e-16j 0.143793+3.25187e-14j -0.0541935-1.86344e-14j 0.178455-9.4619e-15j -0.202643-4.85742e-14j -0.00570283+7.21113e-15j -0.65015-1.10093e-13j -0.513258-6.92733e-14j 0.305958-2.95523e-16j -0.380422-5.21533e-14j -0.112401+2.37389e-14j -0.67032-6.95957e-14j 0.421927+5.1446e-14j 0.0987559+4.45786e-14j 0.0269126-1.30272e-14j -0.123621-1.76084e-14j 0.0768251+3.16677e-14j 0.0252402-3.42324e-15j -0.241933-4.43275e-14j 0.144421+3.35383e-14j -0.183281-3.33122e-14j 0.0497689+1.68619e-14j -0.362923-8.03113e-14j 0.0237621-1.33566e-14j -0.168579-2.13181e-13j -0.409668+2.38453e-12j 0.021219+2.07316e-13j 0.247188+5.18653e-14j 0.201237-7.97843e-14j -0.0246746-1.03184e-14j 0.0176876+1.91712e-15j -0.043822-8.39818e-15j 0.0156932+3.27297e-15j 0.0422543+8.41044e-15j 0.0218953+6.32437e-15j 0.026193+4.99174e-15j -0.00121745+2.4722e-15j 0.0537813+7.79657e-15j -0.012758-5.24224e-14j -0.0144388-1.16652e-15j 0.0260783+5.24652e-15j -0.0104443-2.66622e-15j -0.0135007-2.71999e-15j 0.0170381+3.74191e-15j 0.0132281+4.69373e-15j -0.00149707-1.1601e-15j -0.00695085-8.39511e-16j -0.00304334-7.62253e-16j -0.0114189-3.30038e-16j 0.0075571-2.89746e-16j -0.00920616-1.04998e-15j 0.00462499+4.63702e-16j 0.00421126-3.82925e-16j 0.0192494+2.35613e-15j -0.00779292-1.08188e-15j 0.00680793+9.0494e-16j 0.00767863+1.63303e-15j 0.00964119+3.21743e-15j 0.0143145+2.0758e-15j 0.00421542-3.96204e-16j 0.00259028+7.76601e-16j -0.0247048-3.83986e-15j 0.0132875+3.11736e-15j -0.00985951-3.8312e-15j 0.026409+6.21154e-15j -0.00401362-9.83076e-16j 0.00368538-1.67401e-14j -0.0295474+4.36626e-14j 
0.0687099-3.49163e-14j -0.207895-1.89916e-14j 0.0607876-3.84474e-15j 0.114465+7.26436e-15j -0.0922148+2.2957e-15j 0.025027+8.62962e-18j 0.137441+2.89476e-15j -0.036748+3.6437e-15j -0.0923636+1.85065e-14j -0.0979835-7.19965e-15j 0.366168+6.57598e-15j -0.291386+4.05996e-14j 0.819104-5.26519e-14j 0.158767+1.09763e-14j -0.282816-1.30442e-14j 0.370662+3.29476e-14j -0.0409809+1.22161e-15j -0.57858-6.497e-15j 0.683869+4.55913e-14j 0.127065+5.63392e-15j -0.0593064+4.17907e-15j -0.0534561-5.36337e-14j -0.0278244+3.85705e-15j -0.219777+3.08947e-14j -0.203857+1.29022e-14j -0.151324-2.50979e-15j 0.0109959+2.51938e-14j 0.315452+1.42127e-14j 0.34989-5.40542e-14j -0.121101+9.17589e-13j -0.171893-1.03673e-12j 0.0016348-6.06151e-14j -0.0305272+1.49516e-14j -0.155103+2.3514e-15j 0.0276447-1.87388e-16j 0.0117981-8.26794e-18j -0.0621108-7.57683e-16j -0.0242418-6.49315e-16j -0.0119389-1.38994e-15j 0.00124126-2.24352e-15j -0.049173+2.21762e-16j -0.0146555-4.20843e-15j 0.00895846+3.71121e-14j -0.0184913+2.90022e-15j -0.000139097-1.32328e-15j -0.0130555-1.52148e-17j -0.0159958+1.04525e-16j 0.000578939-1.27924e-15j -9.03263e-05-8.11599e-16j 0.0217671+6.83861e-16j -0.00628592-2.01804e-15j 2.85739e-05+8.99339e-16j -0.020201-1.50777e-15j -0.000484925-1.86835e-15j 0.0176194-1.96485e-15j -0.00836061+1.30907e-15j -0.00927631+1.51947e-15j -0.00217551+7.08133e-18j -0.0184708+2.53114e-15j -0.00668593+1.2902e-15j 0.00364388+1.6548e-16j -0.0259264-1.28853e-15j 0.0080085-7.12267e-16j 0.0121633-2.36518e-17j -0.00493866-5.85543e-16j -0.0275966+1.39202e-15j 0.0102732+7.38324e-16j 0.0221203+8.38921e-16j -0.00936853-1.57809e-15j -0.0260767+8.00167e-17j 0.0405161-7.21126e-16j 0.0122086+3.70151e-15j 
0.18352+1.28715e-12j 0.044519+3.51018e-13j 0.0741635+4.65514e-13j -0.0734773-4.59611e-13j -0.0437959-2.6999e-13j 0.0619158+3.88169e-13j -0.0599437-3.66921e-13j 0.0891348+5.28751e-13j -0.114836-7.22036e-13j 0.0152825+8.94335e-14j -0.0420038-2.85212e-13j -0.122268-7.88905e-13j 0.340431+2.079e-12j -0.747118-4.5311e-12j -0.14592-9.1351e-13j 0.475308+2.92829e-12j 0.50931+3.11858e-12j 0.191352+1.19089e-12j 0.0173907+1.33933e-13j 0.794739+4.8679e-12j 0.0498333+3.09416e-13j 0.0943976+5.92123e-13j 0.00740511+3.5957e-14j 0.0900435+5.6131e-13j -0.287974-1.77366e-12j -0.0240598-1.5518e-13j -0.217907-1.37489e-12j -0.0005476-5.00699e-15j -0.122383-9.0579e-13j -0.361611-6.64653e-14j -0.0288175-2.98406e-13j 0.168258+1.04049e-12j 0.138223+7.78921e-13j -0.0377455-2.42201e-13j 0.0246487+1.51445e-13j -0.0261202-1.62931e-13j 0.0255359+1.56972e-13j 0.0330714+2.02514e-13j 0.0108145+6.85999e-14j -0.008212-4.84081e-14j -0.0302024-1.85098e-13j 0.0210143+1.31403e-13j -0.0177903-1.78821e-13j -0.00111598-8.96383e-15j 0.030344+1.89278e-13j -0.0166523-1.03632e-13j -0.0127305-7.86668e-14j -0.00332801-1.89023e-14j 0.0111864+7.14057e-14j -0.0208558-1.28935e-13j -0.00484887-3.12655e-14j 0.00312548+1.89194e-14j 0.0141317+8.94455e-14j 0.00345182+2.15992e-14j 0.00912832+5.70404e-14j 0.0120712+7.34828e-14j -2.41781e-05-8.8365e-16j 0.020419+1.25864e-13j 0.000813576+4.56539e-15j 0.000601901+4.57271e-15j 0.0295222+1.83627e-13j -0.0196317-1.20722e-13j -0.0107418-6.55203e-14j 0.0171717+1.05678e-13j 0.00892177+5.49232e-14j -0.0148518-9.31316e-14j 0.0219808+1.35068e-13j -0.00407587-2.61822e-14j 0.0078944+5.08785e-14j 0.0138538+8.45061e-14j 0.0033526+1.81453e-15j -0.0362453-1.65146e-13j 
0.0399996-3.63263e-14j -0.192788-2.02452e-14j 0.0757545+4.86212e-16j 0.100652-1.19636e-15j -0.0324332-1.00361e-15j 0.0151194-1.90988e-15j 0.15797-2.32591e-15j 0.0547615-1.28282e-14j -0.151829-1.50449e-14j -0.0488226+2.81501e-15j -0.0217597-8.43766e-15j 0.0481874-6.80927e-15j -0.197514+2.67564e-14j 0.289574-3.56288e-14j -0.674416+1.4191e-14j 0.0285764+2.82477e-14j 0.169599-1.16117e-14j -0.381236+5.89673e-15j -0.459553+5.33369e-15j -0.169767+1.49566e-14j 0.138567-1.44289e-14j -0.579114-1.84557e-13j -0.76976-2.39799e-14j -0.143355+2.98304e-14j -0.0795893+1.344e-14j -0.0267069-6.70466e-15j -0.065794+7.11787e-15j 0.449772+1.16228e-14j 0.449341-1.16931e-14j 0.0115146+1.10945e-13j -0.12671-7.63004e-13j 0.0262863-3.10879e-14j -0.0360711+3.01512e-14j -0.127385+1.816e-15j -0.00478335+2.2032e-15j 0.0163203-2.7343e-15j -0.0733246+6.44686e-17j -0.0202133+1.52175e-15j 0.0430053-7.86189e-16j 0.0321794-1.04222e-16j -0.00277479-2.01844e-15j -0.0216886+1.52962e-15j 0.0247365+9.79868e-14j 0.0101615+1.04675e-15j -0.0122677+3.23135e-16j 0.0152426-3.59706e-16j -0.0290633-4.33662e-16j 0.0255895-3.07641e-17j -0.0181497-2.1151e-15j -0.0118413+2.85849e-16j -0.00728953-8.06924e-18j -0.00761531+4.56863e-16j 0.00728094+9.0558e-16j 0.00497919+4.63618e-17j 0.00481853-2.35548e-16j -0.00482167+5.34503e-16j 0.000733362+2.02768e-16j 0.00644329+4.43656e-16j 0.021054+8.60634e-16j -0.00125314-3.50989e-16j 0.00836613+5.29166e-16j 0.0293742+3.58597e-16j 0.0399734+7.85815e-16j -0.0179115+1.20614e-15j -0.0375953+7.47957e-16j -0.0456788-2.07846e-16j 0.0029677+8.05651e-16j 0.0112921-4.83897e-16j 0.0232015+3.02263e-16j -0.0630917-1.91681e-16j 0.0342889+1.97905e-14j 0.0494164-6.13753e-14j 
-0.0460932-1.00008e-13j -0.192445-4.88818e-14j -0.025381-1.61377e-15j 0.0990847-1.80023e-15j -0.0934562-1.97069e-15j -0.0474162+9.41122e-16j 0.0300903+3.84082e-15j 0.00280309-2.79435e-15j -0.0281031-1.02731e-14j 0.0803318+8.64835e-15j 0.157654-4.05382e-15j 0.0431071+6.73932e-15j 0.0470792+8.06551e-16j 0.0639637-7.15124e-15j -0.203479+1.86959e-14j -0.228847+1.70422e-14j 0.0404875-3.71925e-14j -0.528481+8.99482e-15j 0.0023936+5.49906e-15j 0.427588-2.99503e-14j 0.448109+8.02722e-15j 0.72549+1.61735e-13j -0.402843+3.48852e-14j -0.122043+4.80681e-14j -0.314648+7.74904e-15j 0.00813527+2.28779e-15j 0.17325+1.10683e-14j 0.318454+1.60434e-14j 0.488691+3.38755e-14j 0.111858-4.77125e-13j -0.172282-1.07293e-12j -0.14365-5.13069e-14j -0.126768+7.77695e-14j -0.125116+9.82151e-15j 0.0174348+1.24544e-15j 0.0374906-1.58265e-15j -0.0333761+2.0339e-15j -0.00805304+9.55703e-16j 0.00645426-7.12002e-16j -0.014067-6.96383e-17j -0.023903-9.32175e-17j -0.0158729-1.08469e-15j 0.0280898+1.11664e-13j 0.0113305-2.40922e-16j -0.00581494+8.68121e-16j 0.00115134-8.71848e-17j -0.0122309+2.09685e-16j 0.013608-5.78134e-16j 0.00148241+1.86597e-15j 0.0188895-9.15882e-16j -0.00398189-1.90959e-15j 0.0018494+5.44778e-17j 0.0304499+1.03843e-15j 0.00787233-3.34664e-16j 0.010684-7.26715e-16j 0.00861539-1.35573e-16j 0.00714257-1.83685e-16j 0.00315666+1.45095e-16j 0.00534565+8.2833e-16j -0.00561876+1.95489e-16j 0.00982938+1.0259e-15j -0.0189237-1.55926e-15j -0.000885604-2.84062e-16j -0.00676156+5.05898e-16j -0.00532246-9.01242e-16j -0.028043+1.02759e-16j 0.0373414+9.71016e-16j -0.00463539+8.53176e-16j 0.00816296+3.51448e-18j -0.0296591+1.27456e-16j 0.0412137+4.05838e-15j 0.0211958-1.07737e-14j 
-0.0927263-8.88674e-14j -0.094192-4.85108e-14j -0.0640759+4.60339e-15j 0.0465059-2.40872e-15j -0.0714564+3.95228e-15j -0.0793349+3.26973e-15j -0.0294361+2.83742e-15j 0.0216175-9.11824e-15j -0.00401962-8.24258e-15j 0.0720585-2.14742e-15j 0.087077-8.75221e-15j -0.0142101+8.15699e-15j 0.0236557+9.67316e-15j 0.0898201-1.1314e-14j -0.102555+1.2508e-14j -0.146949-9.73416e-15j -0.153978+4.52492e-14j -0.07792-1.07102e-14j 0.302514-6.29967e-15j 0.0412844-1.52083e-15j 0.690946-3.51872e-14j -0.265433-4.13211e-14j -0.0632959+2.45695e-14j 0.411037-3.13592e-15j -0.855757+4.61257e-14j 0.0744916+2.81528e-14j 0.277497-1.66215e-14j 0.154259+2.15842e-14j 0.294056+9.68813e-14j 0.247776-1.42176e-12j -0.0324923-2.49427e-13j -0.163039+5.40179e-15j -0.135431+9.13429e-14j -0.0317498+6.06755e-15j 0.00791196+5.25618e-16j 0.0512157-6.9773e-15j 0.00802202-1.7084e-15j -0.000258491+2.55495e-15j 0.00170379+2.65997e-16j -0.014821+3.02989e-16j -0.0184428+3.55923e-16j -0.0142515+1.63248e-15j 0.0279187+1.08892e-13j 0.00190982-8.26425e-17j 0.0101222-2.69098e-16j -0.0123727-1.59853e-15j -0.0139494+1.44193e-15j -9.63652e-05+6.4928e-17j -0.0188002-2.36568e-15j 0.0281504+2.11983e-16j -0.00713537-5.41384e-15j 0.0128346+5.12284e-16j -0.00644064-1.97539e-15j -0.0195794+4.07494e-15j 0.00100942+5.4751e-16j 0.0199291-4.52972e-15j 0.00942601-3.98814e-15j 0.0117105-1.68865e-15j 0.00488384-1.48679e-15j -0.00370406-2.85925e-16j 0.00102108-2.80334e-16j -0.00112455-5.52369e-16j 0.00699354-5.04562e-16j 0.0195603+1.40933e-16j 0.00961976+1.56266e-15j -0.0381273+2.23831e-15j 0.0600598-1.81795e-15j -0.00427926-3.11888e-15j -0.000105896+2.73364e-15j -0.0127375-2.70408e-15j 0.0283035+9.23932e-15j 0.0283293-3.0316e-14j 
-0.178787-8.3802e-14j 0.0909383-4.46041e-14j -0.102643+2.86734e-15j 0.00702681-2.49818e-15j 0.0273401+3.18548e-15j -0.0929987+3.02187e-15j -0.0267936+1.10902e-15j -0.0537202+1.10386e-14j 0.104709+1.11568e-14j -7.88396e-05-6.3453e-15j 0.0715992-4.15997e-15j 0.0964472-2.36053e-15j -0.123454+1.49477e-14j 0.0909586-3.03619e-14j 0.0447735-1.41539e-14j 0.243242-7.86207e-15j -0.281162+6.18926e-14j 0.0127052-4.85721e-15j 0.474234-2.37966e-15j -0.210022+2.38065e-14j -0.384361-1.38116e-14j -0.169331-8.43964e-14j -0.750897+1.88718e-14j -0.637063+9.65027e-14j -0.3321+6.42484e-14j -0.630702+2.02839e-14j 0.573667-1.85188e-14j -0.311168+1.49322e-14j -0.31468+1.99269e-13j 0.449735-2.93043e-12j 0.242287+1.41165e-12j -0.174725+8.61075e-14j -0.124923+7.56645e-14j 0.147736+5.42387e-15j 0.0001685-9.63897e-16j 0.0639292-3.26329e-15j 0.0357184+9.08157e-16j -0.0241851+2.56562e-15j -0.0399098-3.33826e-16j -0.016744-1.07884e-15j 0.0326166+2.66575e-18j -0.0348661+1.39154e-15j 0.0169544+6.5774e-14j 0.0206937-1.86589e-16j -0.00720788-1.06565e-15j 0.0204894+9.60481e-16j -0.00289889+1.84936e-15j -0.0203341-4.34082e-16j -0.00466839+8.41269e-16j -0.00241496-6.51939e-16j 0.00805081-1.90639e-16j 0.00650458-1.74923e-15j -0.0355461-2.27585e-15j 0.0203837-1.6745e-15j 0.00434409-2.20329e-15j 0.0189799-3.03635e-15j 0.0214989-3.12509e-15j 0.00459264-1.56404e-15j 0.0310732+5.43305e-16j 0.00650815-6.84439e-16j 0.00843406+1.83375e-15j -0.00828813-1.30154e-15j 0.00121869-1.17922e-15j -0.00637338-2.12215e-16j -0.0346851+9.03412e-16j -0.00606038+1.87961e-15j 0.0173056-7.19522e-16j 0.0787512-3.50726e-15j -0.0775515+2.91789e-15j 0.0493053-2.41504e-15j -0.017085+1.6472e-14j 0.0258245-5.02884e-14j 
0.0561583+3.11123e-14j -0.0409746+1.17163e-14j 0.0208939+4.42847e-15j 0.0388451+3.15029e-16j -0.00740037+5.26147e-16j 0.0164936+1.81927e-15j 0.0330296+1.64241e-16j -0.0991662+2.87537e-14j -0.0379306-2.51283e-15j -0.112839-2.01496e-15j 0.0106025-7.45647e-15j -0.0811113+6.56515e-16j 0.0316042-1.92193e-15j 0.0509917-3.48138e-15j 0.0856145-2.0923e-15j 0.0754239-6.07815e-15j -0.041537-7.44693e-15j 0.0456581+9.91008e-15j -0.350329-4.44469e-14j 0.21106+2.04397e-15j -0.0484668-3.38077e-15j -0.014107-5.57171e-15j -0.107138+1.02858e-14j 0.414845-8.04371e-14j 0.719077-2.57239e-14j -1.10825-1.73043e-14j -0.016239-1.84401e-14j 0.103158+8.52914e-15j 0.0619115-1.10656e-13j -0.216644+1.34968e-12j -0.162465-9.96156e-13j 0.00491731-3.69751e-14j 0.0285238-5.1985e-15j -0.082128-6.74922e-15j 0.0352398-3.57655e-16j -0.0109946-2.91601e-15j -0.0194171+2.78795e-16j -0.028855-2.50475e-16j -0.0156203+1.4252e-15j 0.00566033+1.13345e-15j -0.02071-1.51884e-15j 0.0206399+1.28749e-15j -0.0128081-5.2076e-14j 0.0121456-6.97434e-16j 0.00276066-1.81936e-16j 0.0157015-7.02193e-17j -0.00216575-3.94862e-16j 0.0113061+5.1133e-16j -0.0145486-1.29436e-15j -0.00325928-3.9414e-16j 0.0206999+5.65404e-15j -0.00374883-3.28588e-15j -0.00110453+2.86402e-15j 0.0116098-1.96276e-15j 0.00119263-1.16143e-15j -0.00303006+6.24405e-16j -0.00126708-1.40259e-15j 0.021435-6.52691e-16j -0.0173634+1.29384e-15j -0.0297525+1.0658e-15j -0.0158197-1.91124e-15j -0.00389992+7.72862e-16j 0.0186624-3.55057e-16j 0.0105967-9.19201e-16j 0.00909664+1.51103e-15j -0.0135234+2.07491e-15j -0.0628311-2.64295e-15j 0.0596376-2.02735e-15j -0.024451+8.94463e-16j 0.00795859+6.55477e-16j -0.000156905-2.34412e-14j -0.0400955+5.93602e-14j 
0.146768+1.37364e-13j 0.096683+6.92863e-14j 0.0513617+2.59744e-15j -0.0472265+3.36104e-16j 0.0230677+2.55946e-15j 0.0255787+4.74638e-15j -0.034531+1.48881e-15j 0.074797-1.69191e-14j 0.021957+5.33127e-15j -0.0445624-7.97693e-15j -0.0695399+4.42971e-15j -0.0262346-6.73891e-15j 0.0570871-6.45388e-15j -0.0748599+1.25527e-14j 0.0184753-5.48751e-15j 0.167716-3.77482e-15j -0.0495779+9.09168e-15j -0.143159-1.31286e-16j 0.0338683+2.16089e-15j 0.00849453+6.40678e-16j 0.0204379-1.07529e-14j -0.113499-1.6814e-14j 0.503567+6.3842e-16j -0.479105+5.90699e-14j 0.0157388+3.25606e-14j -0.414603-6.50707e-15j 0.968167+1.23688e-14j -0.594778+1.24066e-14j -0.579985-3.80091e-13j -0.920917+5.43677e-12j -0.103533-5.10591e-13j 0.36338-3.36937e-14j 0.218488-1.26763e-13j 0.00414013-1.39799e-14j 0.00931953-2.59672e-15j -0.0451202+3.51875e-15j 0.041349-2.08068e-15j 0.0494366-1.14806e-15j 0.00787118+2.88397e-15j 0.00817111+1.16785e-15j 0.0257945+1.26058e-15j 0.0333102-1.32511e-15j -0.0100127-3.86408e-14j 0.00971375-9.29615e-16j -0.00352622+9.85551e-16j -0.0356653-2.20144e-15j -0.0257942+1.6043e-16j -0.0230686-5.41548e-16j 0.0125917+2.28431e-15j -0.0151475-3.50886e-16j 0.0174326+4.61192e-15j 0.000138021-1.89988e-15j -0.0120423-3.79318e-16j 0.016777-1.62205e-15j -0.0355012+1.04407e-15j -0.0025305+9.25964e-16j -0.0232703-3.72032e-16j 0.0274075-9.21613e-16j -0.0245618-7.16737e-16j 0.0228473+6.52435e-17j 0.0196712+8.69827e-16j -0.00131275+1.87176e-15j -0.000248468+7.09302e-16j -0.0334632-1.97381e-16j -0.0119062-1.33252e-16j -0.00943552-3.90071e-16j 0.0101861-1.64648e-15j 0.0321125-6.56935e-16j -0.0433956+1.58203e-15j 0.150336+1.21725e-15j -0.0588218-2.76153e-14j -0.0723593+8.24316e-14j 
0.0702653+1.66678e-14j -0.100476+6.97564e-15j -0.0141814+2.0079e-15j 0.0337975-8.80617e-16j -0.0662467+1.2031e-17j 0.0251311+2.80228e-15j -0.0304459-2.38605e-16j -0.0304228+6.95662e-15j -0.0474003-1.59526e-14j 0.0882058+7.50743e-15j -0.0370987+2.99992e-15j -0.0325618+1.74877e-17j -0.0324864-1.54266e-15j 0.0032248-1.50924e-15j -0.1014+4.17667e-15j -0.0291622+2.22496e-16j 0.0653473-4.66025e-15j -0.0303214-2.26605e-15j -0.036736-7.4282e-15j 0.0332544-8.22449e-15j 0.0548721-9.66035e-17j 0.233934+8.9162e-14j 0.297628+1.75706e-14j 0.440712-5.56238e-14j 0.140796-2.91872e-14j -0.0700213+1.10346e-14j -0.0825181-4.07869e-14j -1.22394-5.67273e-14j 0.656747-3.02255e-13j -0.684287+4.50531e-12j -0.542604-3.34268e-12j -0.205203-1.55783e-13j -0.00888557+1.5996e-14j -0.200034-4.55987e-15j 0.0576195+1.15619e-15j -0.0335959-1.08315e-15j -0.0263348-1.02444e-15j 0.00357618-7.38434e-16j 0.0255414+1.65423e-15j -0.0268456+4.17922e-16j -0.0359982+9.35832e-16j 0.0323974-1.90082e-15j 0.00209367+7.0759e-15j -0.0141612+7.63437e-16j -0.0159327-5.19497e-16j -0.017734-8.80907e-17j 0.00444018+3.1906e-16j 0.033757+8.22344e-16j -0.00137286-4.43977e-16j -0.00849928+9.94139e-16j -0.0113473-4.21301e-15j 0.0247588+3.25942e-15j 0.0115121+1.02654e-15j 0.00693228+3.47188e-16j -0.0239619+6.07092e-16j 0.00186208+5.51251e-16j -0.00773818-5.95185e-16j -0.00391561+1.26759e-15j -0.000567866+4.974e-16j 0.000197389+1.56359e-16j -0.0191996-4.48521e-16j 0.00456844+2.3964e-16j -0.00922715-1.40132e-16j 0.0285809+7.03151e-16j -0.0528319-1.1963e-15j 0.00607352+6.3104e-18j -0.00391526+4.24389e-16j 0.00905006-1.10508e-15j 0.0748592+4.14521e-15j 0.0716037+2.91643e-15j 0.034118-6.30485e-14j -0.107838+1.86095e-13j 
0.0335785+4.52572e-14j 0.0572714+1.84718e-14j 0.133188-2.83802e-15j -0.0193943+5.94378e-15j 0.126292-1.23277e-15j 0.0251942-2.6173e-15j 0.10387-1.38405e-16j 0.0469968-1.90331e-14j -0.0651751-3.52435e-15j -0.143239-2.09162e-15j -0.046541+3.09392e-15j 0.0898314+1.7174e-15j 0.0706357-7.80562e-16j 0.0591814-8.60544e-15j -0.132696+3.29213e-15j 0.061304+1.2121e-14j -0.00760685+7.98141e-16j 0.0315193-1.82415e-14j 0.0628339-6.47569e-15j -0.017256-7.43133e-15j -0.00753247+1.30293e-14j 0.0864907+1.31695e-14j 0.0844141-6.82131e-15j -0.0639472+1.61201e-14j -0.149873-8.32447e-15j -0.276801+2.21112e-14j 0.118565+3.16049e-14j 0.203578+1.30569e-14j 0.379143+1.76604e-13j 0.563938-3.31296e-12j 0.723811+4.64251e-12j 1.27703+2.17332e-13j 0.225906-1.37463e-13j 0.152931-2.34342e-14j -0.136282+5.03961e-15j -0.0393121-3.05618e-15j -0.0125734+7.82477e-16j -0.00745822-4.11361e-15j 0.0428193-1.86385e-16j 0.0885399-1.29589e-15j 0.0477883-3.51785e-15j -0.0393112+6.74834e-15j -0.00613377-2.29836e-14j 0.00801769+2.94437e-15j 0.0314266+2.22154e-15j 0.00394987+3.15436e-16j -0.0191193+1.39351e-15j -0.0335085+2.32097e-15j 0.00924821+3.54017e-16j 0.00835844-1.60216e-15j 0.0117815+6.21259e-15j -0.0640799-6.70998e-15j 0.0113537-1.46319e-15j -0.0163118+3.97079e-15j -0.0119591-2.35083e-16j 0.0276299-1.21372e-15j 0.00671008-2.60776e-15j -0.023878+1.34659e-15j -0.0227832+9.08788e-16j -0.0152374+3.75497e-15j 0.0135048-1.77257e-15j -0.00508183-4.72061e-16j 0.01642-3.36716e-15j 0.00899858-1.01584e-15j -0.0294475-1.40224e-15j -0.032151+2.35189e-16j -0.020283+1.99433e-15j -0.0207747+2.89835e-15j 0.0375959-1.65553e-15j -0.0206626-1.7194e-15j -0.0947857+1.02421e-13j 0.176806-3.41436e-13j 
