-1.36614-6.45133e-13j 0.5479-3.45273e-13j -0.625045+3.60977e-14j -0.0131499-2.85088e-14j 0.0701692-3.29821e-15j -0.145263+1.05009e-14j -0.138043+3.86199e-16j -0.130352+4.1546e-14j 0.0743717+3.13545e-15j 0.037537-5.39034e-16j 0.00937319-3.2525e-15j 0.0515968-7.40598e-15j -0.0865857+8.93276e-15j 0.00964246-7.91183e-15j 0.0920976-6.78437e-15j 0.0111445-3.66489e-15j -0.0699258+1.48729e-14j 0.0518476-2.42096e-16j 0.0646853-7.16491e-15j -0.0572012+6.21282e-15j -0.0441287-1.9445e-15j -0.000943391-4.83238e-15j -0.0616369+8.4958e-15j -0.0570023+9.6283e-15j -0.0835299+1.20475e-14j -0.0104953-4.79473e-15j -0.115415+1.26891e-14j 0.121016-3.54987e-15j 0.0342932-5.33623e-14j -0.130519+8.30322e-13j 0.0775404+5.00685e-13j 0.148331+1.83761e-14j 0.171254-1.13124e-13j -0.208455-3.3829e-15j 0.0352365-2.2533e-15j -0.0472928+7.3948e-15j -0.114886+2.35791e-15j 0.0698628-8.7387e-15j 0.0481263+1.62257e-16j 0.0592215-3.99039e-15j -0.051159+7.58223e-16j 0.00972214-4.16187e-15j -0.00327006-9.33083e-15j -0.0363523+5.09417e-15j 0.00640986+7.19442e-16j -0.0200399+1.69679e-15j -0.0601715+4.40912e-15j 0.0374091-4.43699e-16j 0.000594239+2.11917e-16j -0.0106319+1.65265e-15j 0.0112747+3.72929e-15j -0.0356409-3.25314e-16j 0.0714826+3.81256e-17j -0.0169861+4.91445e-15j -0.0527126+7.19866e-15j 0.00429871+5.2343e-15j -0.0612264+6.64134e-15j 0.00489147+5.35553e-16j -0.0572933+4.62264e-15j -0.0282397+2.12354e-15j -0.0815639-2.06111e-15j -0.00529047+2.78761e-15j -0.0216233-6.26421e-16j -0.000938126+2.04383e-16j -0.102426+2.97759e-15j 0.0157395+4.59939e-15j 0.0833676-5.14495e-15j 0.0322288-1.39959e-15j -0.053676-6.10922e-15j -0.130887+7.87323e-15j 0.16978+1.24054e-14j 0.10913-8.04742e-14j 
0.105637+7.29514e-14j 0.117169+1.80702e-14j 0.0353842-1.41371e-14j -0.062946+2.47516e-14j 0.0205258-6.73657e-15j 0.0107697-4.02424e-15j -0.0396722+1.57553e-14j 0.0202128-1.29994e-14j 0.00708475-2.11062e-15j -0.00780579+1.1215e-15j -0.0111076+5.34278e-15j -0.0152084+5.46016e-15j 0.00254391-3.08099e-15j -0.0346123+1.5434e-14j 0.0123765-4.67391e-15j 0.0120038-3.61092e-15j 0.0164727-7.90398e-15j 0.0234126-7.96965e-15j -0.0293536+1.17468e-14j -0.013372+3.40934e-15j -0.0218081+7.86262e-15j -0.0091914+6.22549e-15j 0.065322-2.41599e-14j -0.0410927+1.92081e-14j 0.0150559-6.16381e-15j -0.0134895+7.11276e-15j 0.0932135-3.28822e-14j 0.0345951-6.29181e-15j 0.111244-1.58881e-14j 0.0610956-3.5565e-13j -0.105784-6.16141e-13j -0.0550443-9.3689e-15j -0.173511+1.75315e-13j -0.0791891+3.51691e-14j 0.0623157-2.21831e-14j 0.0898864-3.95086e-14j -0.105789+4.13551e-14j -0.157975+7.67261e-14j 0.31995-1.26056e-13j 0.195788-6.30593e-14j 0.77724-2.90196e-13j 0.448719-1.8191e-13j -0.408573-1.44076e-12j -0.264657+1.26705e-13j 0.619834-2.24194e-13j -0.434147+1.55045e-13j 0.461822-1.81465e-13j 0.235045-9.4465e-14j -0.0195703-6.5412e-15j -0.410436+1.53244e-13j 0.0898966+1.01774e-14j -0.101506+3.7054e-16j -0.0427408+1.37972e-14j -0.22598+1.05675e-13j 0.110505-4.31695e-14j -0.230735+1.0249e-13j -0.10417+6.24976e-14j -0.00362183+1.67999e-14j -0.234811+8.58523e-14j 0.0700882-7.44624e-15j 0.107634-3.80609e-14j -0.199142+6.92172e-14j -0.0480316+1.32802e-14j -0.041773+1.8771e-14j -0.115519+3.63257e-14j -0.147576+5.50092e-14j -0.0166837+9.30699e-15j 0.065689-2.0128e-14j 0.046747-2.14349e-14j -0.185752+7.3561e-14j 0.165689-1.04335e-13j -0.0152942+1.11722e-13j 
-0.124312-7.73639e-14j 0.0296853-3.77742e-14j -0.0515267-3.50642e-16j 0.0393574-9.72485e-17j 0.0229784+6.03519e-16j -0.0361327-1.88016e-15j 0.0013181-1.77976e-17j -0.02818+6.86897e-15j 0.000505345+1.34808e-15j -0.0214056-1.06257e-16j 0.00942503-6.45209e-16j 0.00124625+3.96953e-16j -0.0152048+1.78455e-15j 0.0153821-1.35156e-15j 0.0106123-3.62131e-16j 0.00345263-2.20658e-15j -0.0279157+2.35631e-15j -0.00625432+2.541e-16j 0.0191698+6.34594e-16j -0.0234807+2.18476e-15j 0.00557597-1.67588e-16j 0.000441428-2.64155e-15j -0.0513767-1.41076e-15j -0.0112614+3.29617e-15j -0.0487207+1.27015e-16j 0.000434433-1.86355e-15j -0.0792424-8.40629e-16j 0.0616827-1.5177e-16j 0.0171224-3.84741e-14j -0.0909418+5.67108e-13j 0.018654+1.3478e-13j 0.0790744+5.63805e-15j 0.158504-9.33362e-14j -0.045702-1.05173e-14j 0.0433286+4.31559e-16j -0.0803462+2.39822e-16j -0.0612926-2.76073e-15j 0.236063-3.3205e-15j 0.21888+1.00059e-14j -0.144324-1.35199e-15j 0.239435+3.21796e-15j -0.514872+1.99752e-15j 0.431709+1.69879e-12j 0.0830843-1.30829e-14j -0.121371+7.70258e-15j 0.204845-2.13475e-15j 0.67942-2.77075e-15j -0.245267-3.05359e-15j -0.0563235-1.35699e-14j 0.321352-2.85707e-15j -0.104542+1.99025e-14j -0.528217-1.89539e-14j -0.380304-3.82773e-14j 0.0577032-2.15744e-14j 0.216335-1.15095e-14j 0.134377-2.38185e-15j 0.0174089-5.42662e-15j 0.0507079-2.03299e-15j 0.0500698+1.53928e-15j 0.0158661-2.39531e-15j -0.0409984+1.90969e-15j 0.0189791-6.09827e-15j -0.154618-5.56831e-15j 0.173202-7.83156e-16j 0.184807+6.22111e-15j 0.0875645+4.48296e-15j -0.167123-2.98676e-15j -0.0282325+1.65243e-17j 0.0140272+2.48542e-15j 0.127305+3.58691e-15j -0.0997587-6.93548e-14j -0.164918+2.06902e-13j 
0.0669495+3.38694e-14j -0.0418279+1.70562e-14j 0.0666193+2.63574e-15j 0.0201537+2.92373e-16j 0.00312933+2.39713e-16j 0.0130059+3.01816e-16j 0.0405389+1.85888e-15j 0.0140079-2.32582e-15j -0.0286723-2.49927e-15j -0.0245921-1.04514e-15j 0.00436279+7.12018e-16j -0.00297091-9.41555e-16j 0.00512652-1.34159e-15j 0.000547855-9.60682e-16j -0.0228681+1.11665e-15j 0.00243401+1.67832e-15j 0.0105725-8.20943e-16j -0.0276108-1.10524e-15j -0.0117064-3.07556e-16j 0.0115466-1.10882e-15j 0.0237409+5.75831e-16j 0.00449521+3.21376e-15j -0.0025+1.62016e-15j 0.0228254-2.6057e-15j 0.00900043-3.07182e-16j 0.0142872+9.51608e-17j 0.0184171+1.56747e-16j -0.027091+1.31828e-15j 0.00175028+2.94583e-14j 0.0651618-4.01208e-13j 0.0102951+3.64423e-14j -0.0785115-2.23711e-16j -0.0942901+4.89669e-14j 0.113773+7.67016e-15j 0.0452421+3.20234e-15j 0.0303964-1.64684e-15j 0.152097+4.99487e-15j -0.000740223+5.01669e-15j -0.0810703-1.14194e-14j -0.220052-1.39453e-14j -0.012456-9.08155e-15j 0.000499093-2.48262e-15j -0.211579-8.3245e-13j -0.759686+8.57751e-15j 0.414463+2.06793e-14j 0.0979177+5.46384e-15j -0.373467-1.34241e-14j -0.664011-3.85944e-14j 0.418235+9.05088e-14j 0.0495338-3.04038e-14j 0.364582+1.02e-13j -0.258875-5.46697e-14j 0.561172+5.36971e-14j -0.103636+3.64464e-14j -0.289608+1.13449e-14j 0.218952+7.28653e-15j -0.204643-1.27079e-14j -0.0196477+8.09259e-16j -0.11031-1.09526e-14j -0.0507467+2.74606e-15j -0.166396-1.79315e-14j 0.132313+1.38116e-14j -0.160355-5.37019e-15j -0.0344784-8.25879e-15j -0.129675-9.37346e-15j 0.189658+5.22072e-15j -0.0361062-2.1783e-15j 0.0346699-4.66737e-16j -0.107882-4.30537e-15j 0.0273546-3.582e-15j -0.0645784+2.6776e-14j 0.0349446-8.71678e-14j 
-0.0200234-4.94566e-14j -0.101306-2.15874e-14j -0.0201943+1.91614e-15j 0.0475146-2.01992e-15j -0.0326209+1.89453e-15j -0.00891437+7.06836e-17j 0.0390294-1.88476e-15j 0.00587056-1.75687e-15j -0.0120045+2.42521e-16j -0.0137402+1.39509e-15j 0.028277-3.52792e-15j 0.0179634-7.25328e-16j 0.00683006+3.22098e-16j 0.0191164-3.26814e-15j -0.028963+2.96151e-15j -0.00719155+1.59204e-15j -0.00407166-5.14144e-17j -0.0253695+8.28867e-16j 0.00866468+8.2233e-17j 0.0058158-3.95324e-16j 0.0189456-3.17449e-16j -0.00306966-2.74254e-15j -0.0476365+2.79051e-15j 0.0245181-2.20697e-15j -0.00241747-3.52034e-16j 0.00182893-4.75198e-16j -0.0339446-2.15638e-15j -0.0417558-1.84879e-16j -0.0851535+9.9975e-15j 0.0103625-1.03053e-13j 0.0962017+5.73225e-13j -0.00311928+2.8947e-14j 0.108059-7.07646e-14j 0.061505-6.32573e-15j -0.0953726+5.20382e-15j -0.0753205+7.16661e-15j 0.0676412-2.1856e-15j 0.0446742-4.54173e-16j -0.00451575+1.60013e-15j 0.0494073+7.36516e-16j 0.294803-1.46732e-14j 0.111927+1.7181e-15j 0.0475942+1.60682e-13j -0.124754+1.3969e-14j -0.669173+4.14015e-14j 0.0165211+9.41836e-15j -0.336483+2.37057e-14j 0.23502-1.37543e-15j -0.801443-7.45139e-14j 0.352674-3.2071e-14j 0.189491+5.49913e-14j -0.577487-1.89745e-15j 0.295994-2.11676e-14j -0.125474+1.95349e-14j 0.0966971+1.25848e-14j 0.476961-6.01005e-14j 0.190686-4.77099e-14j -0.151037+2.17844e-15j 0.293792-1.87701e-14j -0.195244-3.52521e-15j -0.272364+1.18053e-14j -0.0427337+7.89131e-15j -0.214355+1.85114e-14j 0.168169-7.32391e-15j 0.221447-1.16762e-14j 0.214924-1.01643e-14j 0.00433951-9.341e-16j -0.194516+1.39647e-14j -0.0346525+1.44286e-15j 0.0371783-2.3558e-15j -0.10242+1.13151e-14j -0.0243408-1.152e-14j 
-0.0979939-4.50803e-14j 0.0771166-1.86869e-14j -0.0601775-2.06025e-15j -0.0222766-7.05505e-16j 0.0152388+1.60356e-16j -0.012047-1.03095e-15j -0.0315851-1.26529e-15j -0.0274746+5.0971e-15j 0.021932+2.96676e-15j 0.0123394+1.07557e-15j 0.00208865+4.21279e-16j 0.00378465-5.20195e-17j -0.0269607+6.19511e-16j -0.012467+7.256e-16j 0.0284866+4.22777e-16j 0.00365599-1.62134e-15j -0.0197216+1.86026e-15j 0.0231999+1.29179e-15j 0.0146921+5.61377e-17j -0.0194078+1.41733e-15j -0.0252441-1.57857e-15j 0.000662943-4.98892e-17j -0.00289251-5.93542e-16j -0.0230162+3.30977e-15j -0.019159-2.7372e-16j -0.00663108-1.41736e-16j -0.0436486-1.94209e-15j 0.0631015+2.69357e-15j 0.042217-4.01803e-14j -0.0924979+5.86374e-13j -0.0437127-2.38831e-13j 0.0905304-9.91721e-15j 0.0737506-3.56704e-14j -0.129485-6.81475e-15j 0.00209684+1.21609e-17j -0.0183825-7.00751e-16j -0.108305-9.37293e-16j 0.0492048-5.15158e-16j 0.0398775+4.11539e-15j 0.101697+7.09298e-15j -0.100899+6.88579e-16j -0.0521189+5.79528e-15j -0.239741-9.87782e-13j -0.318368-1.44346e-15j -0.169996-3.32898e-14j 0.602225+5.0243e-14j 0.243914+2.66528e-14j -0.212684-1.76658e-14j -0.360939-6.28374e-14j 0.197398+3.76743e-15j 0.276934+1.34545e-14j 0.460161+2.74219e-14j -0.247775-1.03452e-14j 0.436475-5.48283e-14j 0.332534-3.40613e-14j -0.162143+4.95931e-16j 0.10872-5.03577e-15j 0.322984+1.08224e-14j 0.0929664+1.49107e-14j 0.170201+1.11266e-14j 0.341914+3.0629e-14j -0.0400621+5.64475e-15j 0.167262+2.52071e-15j -0.0253825+3.70196e-15j 0.0270394+2.42465e-15j -0.159295-3.10561e-15j 0.0639211+6.00239e-15j 0.0503612+3.36769e-15j 0.0793779+6.99383e-15j 0.115357+6.88998e-15j 0.0132132-2.93333e-14j -0.0562154+9.34839e-14j 
0.0687109+1.37611e-13j 0.0981063+1.21442e-13j -0.011168-8.53339e-15j -0.0392846-3.16549e-14j -0.00115723+1.84388e-16j 0.0155196+1.28e-14j -0.0199491-1.69283e-14j 0.00342729+9.15161e-16j 0.0051194+5.63537e-15j -0.00353049-3.98576e-15j -0.0154834-1.30562e-14j -0.00698942-6.20385e-15j 0.0018126+1.26698e-15j -0.0102223-7.13514e-15j 0.00632763+4.80221e-15j 0.0137458+9.68402e-15j -0.001561-1.37763e-15j 0.00731079+5.71117e-15j -0.0127992-1.07765e-14j -0.014621-1.16414e-14j -0.0161287-1.32877e-14j -0.009708-8.87182e-15j 0.0270543+2.13749e-14j -0.0351347-2.48191e-14j 0.00264276+1.85868e-15j -0.00489138-2.51057e-15j 0.0559255+4.88899e-14j 0.0503371+4.44496e-14j 0.0984407+1.0586e-13j 0.066759-3.1689e-13j -0.0532371-3.77957e-13j -0.0417989-4.91617e-14j -0.055506-8.63035e-15j -0.075517-5.78574e-14j -0.0223305-1.52112e-14j 0.0459873+3.85842e-14j -0.0793206-6.3737e-14j -0.0324386-2.70142e-14j 0.0333468+2.90253e-14j 0.00647574+3.86944e-15j -0.0572731-4.64696e-14j -0.15667-1.2163e-13j 0.00421924+1.29703e-14j 0.150856+1.1144e-13j -0.171749-1.25817e-13j -0.0134655-1.5239e-14j -0.133323-9.75662e-14j -0.575292-4.73871e-13j 0.227826+2.14272e-13j -0.417238-3.75948e-13j 0.658338+6.89522e-13j -0.398192-4.17944e-13j -0.575991-4.95611e-13j 0.556564+4.34937e-13j -0.663672-5.37657e-13j 0.124216+7.95071e-14j 0.0953056+3.83322e-14j 0.239495+2.07042e-13j -0.127704-1.05829e-13j 0.156217+1.34113e-13j -0.0488927-3.89912e-14j -0.0380591-2.99678e-14j -0.096219-8.3282e-14j 0.0828084+7.41252e-14j 0.0184234+1.03457e-14j -0.0173894-1.14507e-14j 0.0286789+2.20904e-14j 0.0550879+5.4289e-14j 0.0581661+4.56662e-14j 0.0839605+7.54524e-14j 0.0655613-3.0681e-14j -0.138302+1.42073e-13j 
-0.0102522+4.66181e-14j 0.119814+1.57936e-14j -0.0126668+4.07911e-15j -0.0911157+1.23317e-16j -0.0180304-4.9419e-16j 0.000347158+3.3469e-15j -0.0444578+1.5634e-15j 0.0343159-6.74587e-15j 0.0388131+6.3092e-17j 0.0356108-2.93098e-15j -0.0151186-5.682e-16j -0.0152661-2.13559e-15j -0.0172642+1.24013e-15j -0.00999926-1.71601e-15j 0.0134435-1.74579e-15j -0.00279654-2.7872e-16j 0.0130349+4.12452e-15j 0.0674616-9.43801e-16j 0.0302621-2.78008e-15j 0.00215199+1.04272e-15j -0.0526498-2.57668e-16j -0.00829796-3.64154e-15j 0.0412039+2.83797e-15j -0.0600212+9.07281e-15j -0.00222816+6.70667e-15j -0.0576399+4.40732e-16j 0.0581694+7.81291e-15j 0.0249747-1.52696e-15j 0.0790322-3.14294e-14j -0.0665818+4.54246e-13j -0.132274-7.8962e-13j 0.0252554-4.76296e-14j -0.101735+6.25169e-14j -0.145798+9.88689e-15j -0.0184033-3.05169e-15j -0.0319622+7.20498e-15j -0.0824639+3.24625e-15j -0.187617-1.56623e-15j 0.034063-3.60046e-15j 0.0605857-7.90663e-15j -0.171303+6.34999e-15j -0.0832785-5.91843e-15j 0.00139493+1.42213e-14j 0.152669-1.78396e-15j 0.0916491-6.9881e-15j 0.214926+1.90583e-14j -0.124319+1.44241e-14j -0.186141+1.87716e-14j 0.169166+1.96035e-14j -0.231734-1.45335e-14j 0.114217-1.10605e-14j 0.107297-1.3136e-14j -0.0213356+2.00059e-14j -0.465292+7.56406e-15j 0.441247+1.63944e-14j -0.163506-3.90497e-14j 0.465126-6.08461e-15j -0.942217+8.69802e-15j -0.0807305-1.83752e-14j -0.437056+3.72298e-15j 0.0546131-2.48497e-14j -0.109959-3.01274e-14j 0.5214+2.75131e-15j -0.287945+2.32267e-16j 0.186735-6.80243e-15j -0.377403-6.41535e-15j 0.0263652+1.3083e-14j -0.358875+6.99415e-15j 0.21841-6.14385e-15j -0.397518-4.22915e-15j -0.00218746+5.72229e-14j 0.0962291-1.49461e-13j 
-0.172618-9.23367e-14j 0.118654-3.73832e-14j -0.0953271-5.21561e-15j -0.0319715+1.97946e-15j 0.00501087+9.33428e-16j -0.0346971-3.93158e-15j -0.039095-1.48751e-16j -0.0233241+2.21429e-15j 0.0365834+3.74748e-15j 0.0165886-6.23799e-16j 0.00806222+2.6748e-15j 0.0163485+2.47147e-15j -0.0325104+3.58411e-16j 0.0078866-1.13721e-15j 0.0359458-2.58666e-16j 0.00631254-1.46145e-15j -0.033797+2.77903e-15j 0.0380274-1.00341e-15j 0.0496697+3.18555e-15j -0.024435+1.61505e-15j -0.0368261-1.05195e-15j -0.00293176-3.27555e-15j -0.0257442-4.77583e-15j -0.0517773+8.47768e-15j -0.0519699-8.57425e-16j -0.0358389-3.1588e-15j -0.0671536-7.32682e-15j 0.0985165+6.19428e-15j 0.0653201-7.45368e-14j -0.168405+1.05796e-12j -0.0636056-3.43265e-13j 0.138141-9.94825e-15j 0.121373-5.28784e-14j -0.187735-1.0951e-14j -0.00879648+9.58789e-16j -0.0918864-5.25024e-15j -0.144751-3.85688e-15j 0.0525001+9.12057e-15j 0.043747+2.33847e-15j 0.147817+1.02744e-14j -0.125991-7.79966e-16j -0.0225162+7.3751e-15j -0.0302014-1.13088e-13j -0.134404-7.59183e-15j 0.0757539+1.35068e-14j -0.17885-3.7154e-14j -0.216091-1.67521e-14j -0.288075-2.41927e-14j -0.00198583+1.96023e-15j 0.312365+5.15192e-14j -0.215825-3.15578e-14j 0.0213405+2.74739e-14j -0.0528992-7.22391e-15j 0.282518+1.59404e-14j 0.110401-2.10546e-14j 0.390319-1.8849e-14j 0.781465-7.0686e-14j 0.164598-4.61163e-15j 0.451324+4.70495e-14j 0.0221615+3.07912e-15j 0.372547+4.2765e-14j 0.102966+4.47904e-14j 0.162034-5.82428e-15j -0.0718276+8.99389e-15j 0.279103+1.83789e-14j -0.116653+1.42852e-14j -0.109394-1.34472e-14j -0.19616-5.66725e-15j 0.180454+1.05559e-14j 0.0388181+1.81874e-14j -0.0799048-5.70736e-14j -0.120456+1.38316e-13j 
0.138359+1.39071e-13j 0.0791073+6.2453e-14j 0.00740477+6.64325e-15j -0.0437902-2.8615e-15j -0.00329801-1.3988e-15j 0.0445845+5.0789e-15j -0.0223659-3.71867e-16j 0.0148625+4.43362e-17j -0.0013369+7.84598e-17j -0.0019378-1.27766e-16j -0.0267213-1.60421e-15j -0.025021-3.41773e-15j 0.00551637+4.95085e-16j -0.020342+8.67096e-16j 0.00355668-2.3216e-15j 0.0104765-3.78415e-16j 0.0114529+6.79933e-16j 0.0182805+2.11098e-15j -0.0463919-4.36182e-15j -0.0126575+2.08254e-15j -0.0192954-2.22795e-16j -0.0108485+1.52031e-15j 0.0604797+5.71667e-15j -0.0236725+1.11587e-15j 0.037833+3.31777e-15j 0.00441281+3.43801e-15j 0.0954699+1.30474e-14j 0.0103231-3.28832e-15j 0.091522+4.61577e-14j 0.110644-6.31347e-13j -0.0642171-4.11361e-13j -0.0773128-3.17608e-14j -0.0835336+3.90975e-14j -0.060205+1.1296e-14j -0.0483475-1.64524e-15j 0.112418+6.65118e-15j -0.0635703+5.95711e-15j -0.092688-8.16313e-15j 0.070592+3.06756e-15j -0.0316201-1.07995e-14j 0.0416688+3.9504e-15j -0.143541-7.5449e-15j 0.0939012+3.66653e-13j 0.0701234+1.64843e-14j -0.123033-6.6816e-15j 0.128949+1.80976e-14j 0.151574+1.45769e-14j 0.120901+2.32417e-15j -0.246912-2.55437e-14j -0.225991-3.95316e-14j -0.469022-5.93742e-14j -0.270146+1.32565e-14j 0.0307401+6.78281e-15j 0.000812365-5.78578e-14j 0.426289+4.18684e-15j -0.579966-4.69177e-14j 0.318508+6.68779e-15j 0.375606-3.21308e-14j -0.464105-5.62925e-14j -0.125591-1.01772e-14j -0.0329469-3.09525e-14j -0.618928-4.48553e-14j 0.0323384+1.99171e-14j 0.143651-1.57836e-15j -0.0731874-2.47112e-14j -0.236914-2.4123e-14j 0.237305+2.30172e-14j 0.138784+1.09984e-14j -0.0185949-4.82518e-15j -0.0668662-2.28894e-14j 0.129165-8.9491e-15j 0.0096613+6.63372e-14j 
-0.0198756+4.17064e-14j 0.170688+2.44464e-14j -0.0658334-2.78575e-15j -0.0534414-5.04171e-16j 0.00321393-3.67395e-16j -0.00282614-7.18851e-16j -0.0443569-1.10252e-15j -0.00935403+1.8891e-15j 0.0221809+2.7101e-15j 0.00297293-2.74263e-16j -0.0258763+1.50273e-15j 0.000171664-7.59362e-16j -0.0152649+5.0831e-16j -0.0111213+2.12079e-15j 0.0264153-2.50649e-15j 0.0174606-1.41241e-15j -0.0123999+2.8793e-15j 0.0265265-1.36816e-16j 0.000845129+8.27316e-16j -0.054327+1.36652e-15j -0.0360232-7.72442e-16j -0.0144157-4.07697e-15j 0.0168288-3.2177e-15j -0.0630898+8.32204e-15j -0.0205971+2.66908e-15j -0.022547-1.18678e-15j 0.0213477+2.80769e-15j 0.116528+3.8949e-15j 0.156776-1.84803e-14j -0.0316813+2.61886e-13j -0.10511-6.2088e-13j 0.0415024-2.82014e-14j 0.0304585-8.4604e-15j -0.194172-4.31367e-15j -0.043187+7.08237e-17j 0.000295509-2.59796e-15j -0.166752-2.71367e-15j -0.0015332-1.42624e-15j 0.0553228+1.43207e-15j 0.119127+7.25569e-15j -0.079459-1.35271e-15j -0.0520639+2.59261e-15j 0.0892007+3.51367e-13j -0.0678115-2.96504e-16j -0.050846+5.98766e-15j -0.0156975-8.46346e-15j -0.117973-5.10754e-15j 0.146232+5.62467e-15j -0.0689805-1.26523e-14j 0.286918+1.56188e-14j 0.238791+5.89133e-14j -0.1304-2.42949e-14j -0.0592301-2.10216e-14j -0.413222+3.2065e-14j 0.115361+3.00401e-14j 0.0669274+2.10765e-15j 0.0154324-9.31636e-15j 0.131852-2.42298e-15j 0.500938+8.69478e-15j 0.488782+5.33427e-15j 0.490807+4.8342e-14j -0.730934-3.8957e-14j -0.243189-2.35212e-14j 0.189859+4.72291e-15j 0.155565+1.22536e-14j -0.0742257+6.15586e-15j 0.0320683+2.60979e-15j -0.00434597-3.22023e-15j 0.132149+7.15262e-15j 0.117037+9.20816e-15j 0.0440108-1.03602e-13j -0.178812+3.01304e-13j 
0.126047+1.31008e-13j 0.108714+6.0126e-14j 0.0167462+2.28065e-15j -0.0935536-2.48366e-15j -0.021787-2.09128e-15j 0.0404767+2.0981e-15j -0.0330207-1.48376e-16j 0.0387461-7.07551e-15j 0.0222221+2.09993e-15j 0.0227631-5.96147e-16j -0.0197701+4.36352e-16j -0.0331325-1.70991e-15j -0.000405911-5.64203e-16j -0.0170576+1.38671e-15j 0.00591091-2.45027e-15j 0.0066238+5.46962e-16j 0.0176571+1.07189e-15j 0.0370042-2.90601e-16j -0.00845985-4.11153e-17j 0.00422989+2.29038e-15j -0.0658707-9.7055e-16j -0.0110919-1.9484e-15j 0.082988+1.56695e-15j -0.0543284+4.96248e-15j 0.0403326+3.77683e-15j -0.0342211+1.93472e-17j 0.129347+1.14645e-14j 0.0100147-2.46627e-15j 0.110905+2.94417e-14j 0.0846638-4.65977e-13j -0.125575-7.78479e-13j -0.0784424-4.44972e-14j -0.172269+9.67226e-14j -0.111069+1.2307e-14j -0.0513088-1.71664e-15j 0.0658585-6.26356e-16j -0.0608448+4.34112e-15j -0.209945-9.96491e-15j 0.0252602-1.29829e-15j -0.00686998-4.15219e-15j -0.0651876-2.38599e-15j -0.099647-6.11453e-16j 0.0636523+2.45636e-13j 0.148967-3.66418e-15j 0.0227979+4.60363e-15j 0.184144+5.69346e-15j 0.0700554+5.8041e-16j -0.0894271-4.23077e-15j 0.00689489+1.09003e-15j 0.240175-1.41242e-14j 0.133353+3.80497e-14j -0.223392-1.25425e-14j 0.11985-1.02363e-14j 0.204306-5.52105e-15j -0.267823+2.78541e-15j -0.381371+2.08928e-14j -0.0887661+3.69253e-14j 0.0388971+7.91617e-15j 0.579538+1.51276e-14j -0.111484-2.05406e-14j -0.0464584-1.72386e-14j -0.163244-7.2395e-15j 0.770636+2.43991e-14j -0.0873974-1.38001e-14j 0.0104749-1.07084e-15j -0.452571-8.73308e-15j 0.29432+1.23914e-14j -0.176046-1.4322e-14j 0.187677+7.80124e-15j -0.264495-1.30933e-14j 0.11565+7.03114e-15j 0.0426777+2.75541e-16j 
0.248016+4.82217e-14j 0.0387741+7.3455e-14j 0.116204-6.35428e-14j -0.0117395+8.10091e-15j 0.0121836-6.98882e-15j 0.0557695-2.90214e-14j 0.0106195-5.01067e-15j 0.0271509-2.12305e-14j -0.0210308+9.39386e-15j -0.0116366+5.52356e-15j -0.0320745+1.74482e-14j -0.0329815+1.81056e-14j 0.0324495-1.96909e-14j -0.0312678+2.05666e-14j -0.0133127+7.78996e-15j 0.0111651-4.3801e-15j 0.032307-2.15375e-14j -0.00203431+1.72812e-15j -0.0489121+2.56531e-14j 0.00926077-7.35433e-15j 0.0086613-4.68905e-15j 0.00984976+4.9837e-15j 0.137865-7.28988e-14j -0.00562153-9.93681e-16j 0.0716321-4.20252e-14j 0.0177937-5.58174e-15j 0.193265-9.87504e-14j -0.0607218+3.79469e-14j 0.114934+5.22742e-14j 0.25829-1.68583e-12j -0.0706343-4.6975e-13j -0.264947+1.17743e-13j -0.271579+3.03289e-13j 0.12627-5.69356e-14j 0.0559142-3.17184e-14j 0.150552-8.47701e-14j 0.0683161-3.46891e-14j -0.0759413+4.2106e-14j -0.0659987+3.57692e-14j -0.149485+7.93227e-14j 0.00488806-1.30844e-16j -0.0547549+3.77597e-14j 0.0970593+3.25209e-13j 0.051664-3.36066e-14j -0.153997+7.99307e-14j 0.000348217-3.88074e-15j 0.119234-6.44702e-14j -0.118872+7.27488e-14j -0.0766101+2.45591e-14j 0.389282-2.0414e-13j -0.021196-3.29509e-14j 0.186758-7.78902e-14j -0.0135733+6.92623e-15j -0.0108707-2.78754e-15j 0.120056-6.03862e-14j 0.295597-1.72567e-13j 0.00658533-1.47761e-14j -0.0203954+4.57682e-15j -0.510372+2.78723e-13j 0.0606854-1.76032e-14j 0.629142-3.18644e-13j 0.335772-1.79423e-13j 0.391617-2.12819e-13j -0.181841+9.87658e-14j -0.792781+4.15492e-13j -0.392879+2.17432e-13j 0.140713-6.99635e-14j 0.217966-1.15978e-13j -0.0279083+7.46051e-15j -0.392516+2.11609e-13j 0.0729377-3.87424e-15j 0.102448-1.74823e-13j 
