-4.84357e-15+0.405964j 2.32952e-14+0.049951j 1.79484e-15-0.0508957j 3.20384e-15-0.0149189j 3.38519e-16-0.0223184j -3.76836e-16-0.0508495j 4.66392e-15+0.0158184j -3.05209e-15+0.0311698j -1.6028e-15+0.0247645j -1.6075e-15+0.0022554j -3.37174e-15+0.0148826j -4.37048e-16+0.0366259j 1.167e-14+0.0319204j 7.19684e-16+0.0115243j 2.3022e-15+0.0393241j 3.07249e-15-0.00802449j -1.76642e-13+0.0360281j -1.06534e-14-0.0201973j 2.6539e-15-0.0579754j -8.36469e-16-0.0155261j 8.45422e-15+0.00901654j -3.76925e-15+0.0131644j 2.81145e-15-0.0755708j -5.76414e-15-0.00613058j -2.04711e-15+0.0812384j -2.74956e-15-0.0285379j -8.8196e-15+0.198732j -4.30378e-15-0.0866122j 2.39885e-13+0.0430016j -7.04961e-13-0.346574j -1.78583e-13+0.0641082j -4.51447e-14+0.236054j 2.32588e-15-0.0896596j -4.73987e-15+0.0168545j 4.91437e-16-0.00329646j -1.60341e-15+0.034627j -2.56482e-15+0.0135331j 1.10167e-15-0.0251392j -6.16767e-16-0.00317017j -4.42132e-16-0.00798367j -1.36962e-15+0.00305867j 1.35974e-15-0.0196107j -4.3596e-16-0.0145731j 3.65502e-15+0.00615869j 5.23307e-16-0.00500943j 2.20761e-15-0.00995498j 4.08087e-16+0.00484641j 9.16986e-16+0.00100769j 6.03213e-16+0.00493834j 7.77627e-16+0.0148079j 1.82283e-13-0.00322669j 8.13181e-16-0.00797755j -2.55732e-16+0.00234317j -2.32942e-16+0.000753675j -3.15092e-16+0.0111339j -1.33052e-15+0.00984191j -4.59367e-16-0.00666885j 6.82074e-16+0.00246653j 3.19486e-16+0.0155584j 6.40028e-16+0.00199415j 1.43441e-15-1.95692e-05j 8.56709e-16-0.0135183j 7.48426e-16-0.00311693j -2.73304e-16+0.00532217j 1.99248e-16+0.0149051j 1.83337e-15-0.0212989j -2.96548e-16-0.00960851j 9.76428e-17+0.0093446j -1.87566e-15+0.0131827j -6.25831e-16+0.0280364j 4.83528e-16-0.0393823j 2.63835e-15-0.0151527j 
1.32774e-16+0.00160768j -1.44001e-16+0.00239338j 5.21179e-17+0.00323955j -2.86257e-16+0.00179321j 1.51574e-16+0.00109101j -4.13188e-17-0.00341987j -1.16234e-16-0.00541364j 3.90206e-17-0.00128569j -3.9825e-17-0.000608434j -3.07382e-16-0.000423302j -1.07126e-17-0.000345701j 1.29597e-16+0.00158215j -1.77506e-16-0.000962593j -9.10023e-17+0.0019062j 5.76409e-19-0.000812582j -5.92014e-17+0.00024204j -4.55318e-16+0.000106965j -7.54982e-17+0.000161504j 6.62125e-17-0.00186913j -2.67428e-18+0.000466638j -3.54196e-16-0.000879903j -7.62496e-17-0.000805106j -5.92697e-17-0.000998137j -2.32468e-16-0.000797009j 1.01311e-16+0.00247048j 1.01917e-16-0.00280401j 1.09043e-16-0.00106515j 9.03278e-17-0.000814603j 1.63248e-15-0.00169972j -4.10004e-15-0.00267465j 9.89747e-15-0.0052208j 1.42466e-15-0.00204697j -3.24102e-16+0.0108907j 3.66022e-16-0.000697355j 9.84086e-17-0.00588754j 1.92366e-16+0.011637j 2.6519e-16+0.0253888j -6.166e-16+0.000293362j -2.94392e-16+0.0156367j -3.49656e-16-0.00255969j -6.56022e-16+0.000231294j 4.38209e-16+0.00164033j 1.01319e-16+0.00658433j -8.24396e-16-0.00356689j -8.91865e-16-0.0304256j 1.08129e-14-0.03899j 6.69802e-16-0.00809302j 1.1856e-15-0.00927113j 3.77353e-16+0.0112607j -1.78928e-15-0.00724117j -1.82137e-14+0.000316405j -3.1382e-16-0.0104161j -6.55694e-16+0.00411345j -8.10235e-16+0.00496357j -3.71403e-16+0.00928537j -6.52699e-17-0.0130361j -1.77208e-16-0.00205914j -3.92421e-18+0.0013062j 1.04702e-15+0.00477169j 1.44946e-15+0.00607603j 1.04486e-15-0.00091284j -6.96608e-17+0.0141116j 4.99257e-17+0.0151904j -2.80017e-16+0.0187494j -7.79298e-16+0.0143384j -6.49598e-16+0.0093443j -1.36022e-16+0.0274955j 3.83024e-16+0.00206658j -3.24511e-17+0.000419367j -9.96036e-16+0.0205813j 1.17923e-15+0.00556523j -9.63858e-17-0.0298744j 
6.11617e-15-0.0162289j -7.63309e-16+0.00205799j -2.04451e-15+0.00331894j -1.85038e-15+0.00601032j -1.04767e-15+0.00252111j -2.00511e-15+0.00445792j 6.84657e-16-0.00124005j 2.66649e-15-0.00577653j 6.31253e-16-0.000584632j 3.69766e-16-0.000594202j 5.68618e-16-0.00149565j 6.13981e-16-0.00176038j 1.67918e-16-0.00127431j -1.37039e-16-0.000234441j 9.1945e-16-0.00203695j -4.26182e-16+0.000964189j 6.64494e-15-0.00125589j 2.07816e-16-0.000267506j -1.04787e-15+0.00216986j -3.00837e-16+0.000524394j -1.70839e-17+0.000648401j 3.41089e-16-0.000808426j -1.1494e-15+0.00336107j -7.6873e-17-0.00095065j 1.85568e-15-0.00448073j 1.21651e-16-0.000345167j 3.36295e-15-0.00932809j -1.42998e-15+0.00301477j -3.41157e-15-0.00561561j 1.5135e-14+0.0067781j -2.39353e-14+0.011191j -6.54639e-16-0.00234907j -3.10369e-15+0.00608607j 1.93574e-15-0.00706466j -1.73087e-16+0.000418233j 8.96349e-16+0.00176999j -3.29182e-15+0.00697127j -6.49394e-15+0.0128207j -6.98074e-17-0.00085004j -4.37924e-15+0.00843911j -2.19894e-15+0.00334408j 1.79658e-15-0.00173026j 8.9766e-16-0.00365466j 3.36744e-16-0.0048102j 3.49785e-15-0.00736228j -2.1106e-15-0.00266887j -1.38112e-14+0.0235526j -1.19996e-14+0.033624j -2.68447e-15+0.0143562j -5.09762e-15+0.0215792j -7.27442e-14+0.00129861j 1.09305e-14-0.0214483j -4.74494e-16+0.00020331j -4.26949e-15+0.00588097j -9.49168e-15+0.0179371j 1.06292e-15+0.00145897j -1.02881e-15+0.00103525j 9.05067e-17-0.00409113j -3.27276e-16+0.002665j 1.94729e-15-0.00453588j -1.18157e-14+0.0234537j 2.0505e-15-0.00465914j -6.80487e-15+0.0108125j 4.08138e-15-0.0095112j 4.29778e-15-0.00811752j -8.89853e-15+0.0176754j 6.171e-15-0.012824j 2.35395e-15-0.00465185j 1.16094e-14-0.0244065j -1.38415e-15+0.00830033j 1.00918e-15-0.0196194j -1.16607e-14+0.0345705j 
1.03447e-15+0.00521937j 3.54188e-17-0.00197278j -7.13637e-16+0.00451852j -2.56938e-16-0.00550313j -1.1459e-16-0.00167166j -2.00271e-16+0.00585827j -3.87369e-17-0.00458779j 4.77234e-16-0.00132466j 6.27793e-16-0.00242584j -1.25742e-15-0.0033547j -5.64958e-16+0.00249447j 8.05731e-17+0.00151145j -1.33267e-17-0.000800365j -1.35137e-16+0.00141j 2.11323e-16-0.00113049j -1.59732e-17-0.000332237j -3.63628e-15+0.000745425j 1.17488e-17+0.000650858j -2.06695e-16+0.000348809j -3.19083e-17+0.000296429j -3.49975e-16-0.000965063j 9.60005e-17+0.000949761j -1.44006e-16-0.00213781j 3.71917e-16+0.00170973j 3.65031e-16-0.000515219j 3.68363e-17+0.000386064j 3.91638e-16+0.00711243j -1.8026e-16-0.000565596j 3.55465e-15-0.00519117j -7.32621e-15-0.00550414j 3.89265e-15-0.000183769j 1.81435e-15-0.0149118j -1.18498e-15+0.00574266j 4.19345e-16+0.00442788j -2.35804e-16+0.00479441j 1.61538e-15-0.0245213j -5.50713e-16+0.00149551j -2.07243e-15+0.0148421j -6.20014e-16+0.00701459j -1.26467e-15+0.00942204j -2.41031e-16+0.00326092j 2.23133e-16-0.00204179j -1.49874e-16+0.000776948j 2.9543e-15+0.00947838j -1.42065e-16+0.00191413j -5.61291e-15+0.0202337j -5.03483e-15+0.0279314j -2.26961e-15-0.0246699j -4.26842e-15-0.00770446j -2.63136e-15-0.0278652j 6.35069e-13-0.0112659j 1.88858e-15-0.00825397j -3.42508e-15+0.00886015j 1.31182e-15-0.00230853j -1.39206e-15+0.00874404j 2.53536e-15-0.0231016j -2.71758e-16+0.00625608j -6.30817e-16+0.00896343j -1.86402e-16-0.0063797j -3.7567e-16-0.00502271j -3.21788e-15+0.00424358j -3.61864e-16+0.00729726j -2.53344e-15+0.0137667j 4.13633e-16+0.00140004j -8.20567e-17-0.000370635j -2.72029e-15+0.0096264j 1.56098e-15-0.00947175j 1.32989e-15-0.01063j 3.11312e-15-0.0045878j 1.07127e-15-0.0282103j -1.9478e-15+0.0712366j -3.05701e-15-0.0217209j 
-1.58096e-17-0.00946062j -2.06435e-16+0.00220322j 1.52861e-17-0.00179382j -2.22538e-17-0.00355467j -5.10237e-17+0.00256767j 2.33954e-16+0.00328989j -3.39003e-16-0.000185318j 1.06846e-16-0.00135734j -5.46816e-18+0.00118602j -6.96976e-18+0.00016843j 2.28708e-16-0.0011493j -1.58269e-17-9.51441e-05j -1.1286e-16-3.05793e-05j -1.7913e-17+0.000213028j -5.06499e-17-0.00108515j -2.53734e-17+0.00106875j 2.13923e-15-0.000415308j 6.20925e-17-0.000825507j -7.94843e-17+0.00134041j -1.12954e-18-0.000618772j 3.98124e-16+0.00124183j 8.67831e-17+2.72025e-05j -2.37861e-16+0.00251978j -8.40032e-16-0.00262084j -7.8404e-17-0.0036007j -9.82574e-17-0.000773433j 6.26487e-17-0.00730684j 4.27886e-17+0.00195752j -5.07847e-15-0.00423567j 1.40253e-14+0.00564924j 8.75645e-15-0.00410951j 1.30746e-15-0.00444153j 1.51817e-17-0.00836063j -1.62244e-16+0.00958513j 1.44511e-16-0.00375029j -4.65061e-16-0.00659261j 4.24251e-16+0.00838048j -1.8779e-16+0.00574549j 1.01468e-16-0.00115229j -2.49785e-16-0.0111417j 1.70808e-16-0.00635121j 1.12463e-16-0.00017591j 5.67297e-16+0.00169936j -2.46755e-15-0.00344764j 2.36329e-15+0.0242015j 6.86123e-16-0.00314294j -2.30442e-16+0.00491504j -7.99408e-16+0.0146528j -2.23641e-15-0.0437398j -2.371e-15-0.00870029j 1.23036e-13-0.00217071j 8.82617e-16-0.0196635j 6.78014e-15-0.0134921j -7.36984e-16+0.000896452j 8.72606e-17-0.00992446j 7.77461e-16-0.0127978j 3.40021e-16+0.019823j -8.51209e-16-0.000216368j -1.12323e-15-0.0213394j -1.0436e-15-0.00431864j -8.28923e-18+8.26646e-06j 2.96316e-16-0.0172343j -5.6547e-17+0.0125191j -9.40125e-17-0.0131229j 2.60997e-16-0.0257489j 3.04685e-16-0.00311327j 1.77418e-16-0.0251683j -6.3462e-16-0.0249565j 1.86515e-16+0.00584899j -4.60122e-16+0.0154046j 1.61552e-15-0.0158242j -2.07688e-16-0.0207554j 
1.8673e-16+0.00454692j 3.26377e-17-0.0105047j -1.81567e-16-0.00391945j 2.23399e-18-0.0019602j -4.29098e-17-0.00375184j -5.40521e-17-0.00172412j 2.28088e-16-0.00106018j -5.28547e-17+0.00675264j 3.81405e-17-0.00103442j -5.28668e-17-0.000240088j -3.39361e-16+0.00194706j -7.87567e-17-0.000273403j 1.45717e-16+0.000402432j 5.55521e-17-0.000114497j 1.21516e-16+0.00148401j 1.1252e-16-0.000222934j -6.52491e-15+0.00128668j 4.6459e-16+0.00342529j 4.70927e-17+0.00146514j -1.32199e-16-0.000502776j -8.11329e-16-0.00219961j 9.09625e-17-0.000232724j 2.06552e-16-0.00415741j 1.07948e-15+0.00411955j 1.03529e-17-0.00126182j 1.65538e-17+0.00298418j 2.20314e-16+0.00911407j -1.32158e-16-0.00144082j -2.73881e-15+0.00929973j 7.04618e-15+0.00700314j 8.58897e-15-0.00635116j 1.58237e-15+0.00895257j -2.43693e-16-0.00837066j -3.67797e-16-0.00331188j -1.34637e-16+0.0102814j -2.46466e-16-0.00244988j 5.08113e-17-0.00161404j -3.17934e-18-0.0285002j -5.11819e-17-0.00359294j -3.36631e-16-0.00964527j 1.2389e-16+0.00487128j -6.26565e-17+0.00413149j 2.2226e-16+0.000910468j 1.34777e-15+0.00387174j -1.17911e-15-0.00291725j -1.6801e-15+0.0102768j -4.50241e-16-0.00532137j -1.01668e-16+0.000276418j -1.14357e-15-0.00710578j -1.4847e-16-0.00432607j -7.73832e-14+0.00136422j 4.348e-16+0.0200597j 2.09035e-15-0.00492543j 8.26221e-17-0.000532396j 1.69194e-16-0.00373193j -6.01947e-16+0.0166581j -1.23101e-16-0.0119904j 7.12665e-16+0.0135034j 9.21856e-16+0.006311j 9.39692e-16+0.00281132j -4.19516e-16-0.00798509j 2.84951e-16-0.00557263j 3.44911e-16-0.000880607j 1.89389e-16-0.00567734j -9.21537e-18+0.0087431j 1.90571e-16+0.0134139j -2.98512e-16-0.0119986j 4.27743e-16+0.00791117j -2.11043e-16+0.0124475j 1.87983e-16-0.0525842j 2.71207e-17-0.0184763j 2.1934e-16+0.00478947j 
8.34456e-16+0.0108968j 8.4187e-16+0.0174064j -4.49922e-16-0.0104754j 2.12062e-16+0.00289803j -1.21849e-16+0.00084385j -3.57841e-16-0.00135266j 4.31908e-16+0.00591982j 1.59569e-16+0.000736791j 7.24257e-17+0.00443446j -2.35476e-16-0.00011552j 3.16916e-16-0.00106781j 7.88083e-18+0.00142279j 1.17532e-15+0.00321021j 1.01802e-16+0.000282768j 1.85295e-16+0.00235565j 1.35018e-16+0.00142509j -1.12383e-14+0.00234807j -7.17798e-16-0.00312478j -1.69099e-16-0.00252141j -1.58235e-16-0.00351109j 1.73259e-15+0.00354187j -3.1316e-16-5.47274e-05j -5.42739e-16-0.000931917j -1.92668e-15-0.00585431j 1.02395e-16+0.0043651j -1.28791e-16-0.00219779j 1.18512e-16+0.000885836j 2.73643e-16-0.0109779j 3.51165e-15-0.00901175j -1.00259e-14-0.00830204j -4.31071e-16-0.00233514j 4.81998e-16+0.0155971j -4.53802e-16-0.00703042j -7.03686e-16-0.00447603j 3.43478e-16-0.00516398j -5.25857e-17-0.00253686j -7.56767e-17-0.00421599j 1.19008e-16+0.00717884j -2.46513e-16-0.0217708j -1.03113e-16+0.00599204j 1.94483e-17-0.0068003j -1.86585e-16-0.00677988j 6.01941e-16+0.00225806j 4.44706e-17+0.00180985j -5.00416e-17+0.00223924j 7.85831e-16+0.000168944j 1.59685e-16-0.000454452j -6.3179e-16-0.0183867j 3.07263e-16+0.000403893j 4.6179e-15+0.0258547j -4.12156e-13+0.00734897j 1.36233e-15-0.0137493j 8.96578e-15-0.0214687j 1.68412e-15-0.0160211j 5.56573e-16+0.0087076j 3.3814e-16-0.0119205j 4.71795e-16+0.013992j 1.80854e-17-0.00506492j 6.83359e-16+0.00401453j 7.55239e-16+0.000437457j 3.09023e-16-0.000724012j -5.37134e-16-0.00994939j -6.56253e-16-0.00312983j -4.60415e-18-0.00302697j -3.70507e-16-0.0198851j -4.93172e-16-0.00720661j -2.088e-16+0.00317001j -1.83944e-16-0.00356116j 7.74169e-16+0.0178057j -2.44283e-16+0.0115791j -1.30376e-15-0.0396091j -9.28445e-16-0.0501965j 
-1.45983e-16-0.00392383j 2.79755e-16-0.0033465j -1.02789e-16-0.00712025j 2.42128e-16+0.00372379j -7.03561e-17-0.00135528j 9.79112e-17+0.000922246j 3.77347e-16+0.00372447j -3.39269e-17+0.00357215j -2.31619e-16+0.000718174j 2.00003e-15+0.00364605j 2.57664e-16-0.00108177j -2.06862e-16-0.00306425j 2.33041e-16+0.000953788j 1.75817e-17-0.00197644j 1.13387e-16+0.00296249j 1.75798e-17-0.000156946j 1.6699e-15-0.000361855j -2.31099e-18-0.000472102j -8.32536e-17+0.00225773j -7.58414e-17-0.000106286j 3.39478e-16+0.000774502j 7.46252e-17-0.000788238j 3.36706e-16+0.00331734j 1.25709e-16+0.000828145j -2.16902e-16-0.0043959j 5.9102e-17+0.00352761j -1.05032e-16+0.00047532j -3.92604e-16+0.00312032j -2.60248e-15+0.00731957j 6.39351e-15+0.00589334j -1.08248e-14+0.0044068j -1.56466e-15+0.0108143j 3.42176e-17-0.0149763j -2.03261e-16-0.0108938j -1.15036e-16+0.00562854j -5.67152e-16+0.00129719j 6.26164e-17-0.00625953j 4.95981e-16-0.0149747j 1.59618e-16+0.00662246j -3.97484e-16-0.0134257j -4.45952e-16-0.00714544j -2.05619e-16+0.00997705j 1.15726e-15+0.00696422j -2.28432e-15-0.00535608j 4.38473e-17-0.00181908j 4.64837e-16-0.000365228j 1.21826e-16-0.00160056j -3.65007e-16+0.00238153j 1.04164e-16-0.00338341j 2.24949e-15+0.0121129j 3.27134e-13-0.0058081j 1.03018e-15+0.0166829j 2.00976e-15-0.00709971j 3.16781e-15-0.0137681j 6.46155e-17-0.00416301j -5.13659e-16+0.0138734j 2.05508e-16+0.00333468j 7.01333e-17+0.00367689j 4.47161e-16+0.00952342j 7.98532e-16+0.00749403j 7.98113e-16-0.012577j 4.77009e-16-0.00590232j 7.67222e-17-0.0158915j 1.16295e-16+0.00827866j -5.28044e-16+0.0135166j -9.83856e-16-0.0221005j -1.06011e-15-0.0229124j 6.90124e-16+0.00926485j 1.33795e-16-0.000593193j 3.9805e-16-0.00244368j -2.60509e-15-0.0444049j 2.49298e-15+0.0491938j 
3.50774e-16+0.00503066j 4.55235e-16+0.00718257j -5.46658e-16-0.0058401j 4.21944e-16+0.00262627j 2.04521e-16+0.00271576j 2.79132e-17-0.000693216j 8.3991e-17-0.00135489j -2.96345e-17-0.000106665j 1.39271e-16+0.000503616j 2.44591e-16+0.00012194j -6.95248e-17+0.000525963j -4.89283e-17+0.00132698j 3.72943e-16+0.000662296j -9.73921e-19+0.00159205j 1.54085e-16+0.00024446j 9.68214e-18+0.000840655j -6.40347e-15+0.00132318j -5.20926e-16-0.00096885j -1.91373e-16-0.00125269j -2.80039e-17-0.000639531j 8.45138e-16+0.00132894j -1.95316e-16-0.00106182j -1.9058e-16-0.002517j -1.45157e-15-0.00347968j -1.54472e-16+0.000647975j -2.23028e-16-0.00325823j 4.52919e-17+0.00297048j 3.0264e-16-0.00739875j -1.05886e-15-0.00461879j 3.13591e-15-4.16927e-05j 9.50257e-15-0.00557409j 2.09006e-15+0.00142962j -2.83584e-16-0.000257946j -1.10095e-15-0.00607209j -2.44825e-16-0.0089973j 6.38927e-17-0.00125592j 1.76525e-16+0.0108868j 6.30458e-16+0.00337977j 5.57439e-16+0.0108924j -6.97005e-16+0.000624182j -3.47966e-16+0.000892377j 1.70741e-16+0.00127593j 2.57689e-16+0.000363436j 7.03736e-17+0.00352377j -4.78287e-16+0.00133519j 3.59869e-16-0.00499464j 4.55647e-17-0.00191305j 3.47919e-16-0.00277827j 7.06165e-16+0.00243031j -4.44233e-17-0.00429109j 1.32906e-12-0.023604j 9.80993e-16-0.00916963j 2.72176e-15-0.0068836j 3.32897e-15-0.00858617j 5.76597e-16-0.00274963j 1.24165e-15-0.00148855j 1.02381e-15+0.00175835j -3.83494e-16+0.00266748j 1.2017e-16-0.0022327j -2.22143e-16-0.00211652j -1.74215e-16+0.00963687j 4.27426e-16+0.0092117j -1.10468e-15+0.00561968j -5.54203e-17-0.00215956j -1.28297e-16-0.00855135j -1.41015e-15-0.000558399j -1.20468e-15-0.0128554j -7.51335e-16-0.0169703j 6.07108e-16+0.0265565j 9.23354e-16-0.0158485j 5.52406e-17+0.00355287j -1.08645e-15-0.0405225j 
3.4642e-16+0.00522781j 9.83978e-16+0.0018884j -7.96416e-16-0.00626095j 9.82173e-16+0.00367799j 5.63545e-16+0.00277252j -1.71791e-16-0.00164727j 3.64877e-16+0.00387829j -1.95517e-16-0.00106924j -1.35008e-17+0.00238063j 2.41057e-15+0.00406279j 1.50924e-16+0.00018268j -2.46242e-16-0.00053683j 5.79636e-16+0.00142368j 5.9918e-17-0.000383916j 1.93838e-16+0.00109674j -1.08203e-16-0.000722374j 2.21218e-15-0.000439868j -1.00078e-15-0.00282285j -2.25611e-16-0.0022896j 1.07369e-16+0.000827383j 1.22645e-15+0.00206505j -1.41413e-16+0.000572607j 4.6445e-17+0.00108076j -1.16136e-15-0.00218548j -3.16244e-16-0.000109109j -4.34884e-16-0.000559322j -2.70659e-16+0.000173011j -2.92288e-16+0.00198224j 5.24322e-15+0.00370819j -1.53948e-14-0.00626473j -2.12981e-15+0.000750716j -6.20791e-17+0.00444601j -2.06392e-16-0.00591806j -2.06825e-15-0.0104304j -1.61752e-15-0.00935334j 3.59805e-16+0.0100872j 7.51224e-16-0.00811497j 1.2999e-15+0.0123125j 1.07975e-15+0.00853134j -9.72854e-16-0.0144433j -1.48337e-15-0.00502496j 6.844e-17-0.00429479j 1.76528e-15-0.00121172j -4.64355e-15-0.00879454j 1.29639e-16-0.000877375j -6.2906e-16+0.00127989j -2.39038e-16+0.00285544j -1.25149e-16+0.000928829j 1.41663e-15+0.00240925j 3.6254e-15+0.01019j 1.8511e-13-0.00332685j 8.67458e-16+0.011306j 1.81308e-15-0.00555137j -8.0041e-16+0.00465956j 1.23355e-16+0.00462703j 2.09455e-15+0.00440527j 1.46654e-15+0.003317j -9.5002e-16-0.015497j -5.84017e-16-0.00220296j -9.01362e-16-0.00277067j 1.07804e-15-0.0138743j 7.1595e-16+0.0110056j -8.07202e-16-0.0141921j -2.85653e-16+0.00270591j -3.12345e-16-0.00375552j -3.13665e-15-0.0305813j -2.09617e-15-0.0048937j -1.85151e-15+0.000878337j 8.46414e-16-0.00237536j 2.42548e-15+0.0273904j -8.64633e-16+0.00142477j 2.18201e-15+0.0155656j 
-8.93996e-16-0.00982904j 5.88273e-16+0.00878915j -2.04555e-16+0.0074335j 8.05867e-16+0.00622055j 3.17084e-16+0.00021544j 6.60144e-16+0.0043573j -2.89376e-16-0.000718582j -2.94261e-16-0.00359504j 1.62429e-16-2.67173e-05j -1.2698e-16-0.000573483j 2.06455e-16-0.00375684j -2.7612e-16-0.00218001j -8.53858e-16-0.00188372j -1.2469e-16-0.00142625j -1.67077e-16-0.000345455j -1.28834e-16-0.000123003j 1.02536e-14-0.00210648j -2.93002e-16-0.0014894j -1.26564e-16+0.00197781j 6.48512e-17-0.000387337j 8.36765e-16+0.00159839j -1.46725e-16-0.000983578j 3.97958e-16+0.00467013j -9.12511e-16-0.00237917j -4.52004e-16-0.00191119j -2.6044e-16-0.00233299j -4.87278e-16-0.00674569j 2.02445e-16-0.00134j -2.80494e-15-0.00897291j 7.36672e-15+0.000418871j -2.95618e-14+0.0183735j -5.71719e-15-0.00710922j 2.91921e-16+0.0134304j -1.67891e-15-0.00382338j -1.14347e-15-0.000158422j -2.6198e-16-0.00893146j 1.12359e-15+0.00502868j 1.035e-15+0.00655827j 2.88701e-16+0.00445359j -1.18804e-16+0.00776811j -1.65556e-15-0.0143047j 4.68831e-16+0.00628078j 3.17542e-15+0.015144j -9.0922e-15-0.016643j 5.09162e-16+0.00230271j 4.87648e-16-0.00182983j -6.16183e-16-0.00904196j 4.94166e-17-6.64595e-05j 3.48619e-16+0.000540607j 2.97505e-15+0.0100063j 1.93319e-13-0.00344475j -2.92215e-16-0.00585832j -6.89852e-15+0.0173931j 6.07379e-16+0.00538877j 1.28028e-16-0.00602149j 1.52049e-15+0.0158421j 3.11997e-16-0.0173573j -7.02331e-16-0.00498006j 8.41877e-16+0.000769522j 7.5595e-16+0.0040475j 1.27221e-15+0.020558j -4.86426e-16-0.0131225j -7.62566e-16+0.00173723j -1.43655e-16-0.00588706j 6.36394e-16+0.0122522j -2.15553e-15+0.00118659j -1.63835e-15-0.0105044j -3.93041e-16+1.92496e-05j 1.19686e-16-0.00927643j 1.06883e-15+0.00412397j -3.73526e-17+0.00681999j 5.05799e-15+0.0378128j 
-7.31244e-16+0.00497918j -2.82607e-16-0.00878923j 1.44903e-16-0.000357627j -5.82926e-16+0.000410922j -1.77402e-16+0.00467594j 1.80987e-16-0.000902107j -3.06613e-16-0.00104763j 9.94249e-17-0.00245456j -3.81886e-16+0.002394j 8.62576e-16+0.00214886j 7.87979e-17+0.00208715j -1.26128e-16-0.000438157j -3.12298e-17+0.000381215j -1.27351e-16+0.00132896j 2.52393e-17-0.00191167j -7.85473e-17-0.00193581j 7.09379e-15-0.00143403j -1.9791e-16-0.0014127j 4.94853e-17-0.00304627j 1.2328e-16+0.00237559j 5.93941e-17+0.000422482j 2.2904e-16+0.00053286j 1.70422e-16-0.00143842j 5.28076e-16+0.00131386j -2.08914e-16-0.00142997j 5.25623e-16-0.00305868j -2.31976e-16+0.000269646j -2.04671e-16+0.00723835j 6.84419e-15+0.00947972j -1.98331e-14-0.00685766j 3.12118e-15-0.00113058j -3.28126e-16-0.00596675j -5.2388e-16-0.000592702j 1.9888e-16-0.00652485j 8.95912e-16-0.0136281j -9.3638e-16+0.00281199j 6.23349e-16+0.00140648j 9.97652e-17+0.00990301j -2.94974e-16-0.0106444j -4.95791e-16-0.0111752j 1.6923e-15-0.00964447j 5.56001e-16-0.00481662j 9.3416e-16-0.00106367j -3.12191e-16-0.00052604j -8.70148e-16-0.00154628j -2.03363e-15+0.0112888j -1.48287e-15-0.0064033j 4.47607e-16-0.00809147j -1.238e-15-0.00180621j 1.05983e-15+0.000320744j -2.19841e-14+0.000387603j 1.03779e-17+0.00726054j 2.56971e-15-0.00159883j -1.44413e-15+0.00715373j 8.38369e-16-0.00442683j -3.42546e-16-0.00315075j 4.83665e-17-0.00317355j -1.26133e-15-0.0198358j -1.46199e-15-0.000404784j -2.30435e-17-0.00745975j -6.80976e-16-0.00956121j 1.95192e-15+0.00590149j -6.91268e-16-0.00385367j 1.32106e-16+0.00229845j -4.37089e-16-0.00561404j 2.24744e-16-0.00631354j 4.61868e-16+0.000779146j 2.20677e-15-0.0153781j -2.04306e-15-0.00220093j 4.5693e-16+0.0281317j 2.05663e-15+0.0394457j -1.43062e-15+0.0225405j 
