-1.32874-6.14802e-13j 0.488651-1.44916e-13j -0.579764+3.96118e-14j 0.0114767-1.96403e-14j 0.0608219-1.26846e-15j 0.149945-8.39196e-15j -0.0739345+2.75307e-16j -0.0989739+9.65047e-15j -0.0735307+3.09521e-15j 0.0040947+3.37018e-15j -0.0846501+7.85667e-15j -0.0360477-3.28067e-16j 0.0386807-5.42223e-15j 0.0428527-2.13288e-15j 0.00477583-5.62368e-15j -0.023766+8.98514e-15j 0.00487226+2.80781e-15j -0.0509985+4.50851e-14j -0.0393424+1.01672e-14j -0.000464565+2.97265e-15j 0.0297555+1.5921e-15j 0.0427032+2.87638e-15j -0.00360666-4.10734e-15j 0.0116434+7.02425e-15j 0.0191989-1.20012e-15j 0.0611673+3.54531e-15j 0.0115333-1.15364e-15j 0.0285096-2.62927e-15j -0.00263277+8.45015e-15j -0.0317267+6.66276e-15j 0.0448829-2.06994e-14j 0.0240058-7.77052e-15j 0.0438813-3.67139e-15j -0.0448215+6.20191e-17j 0.049102-7.71473e-15j -0.0157746-2.3253e-15j 0.0190321-1.12518e-15j -0.0286039-3.48258e-14j -0.03404-3.83215e-14j 0.0184065+9.24272e-15j 0.00191009+1.44764e-14j -0.0328375-9.32939e-14j 0.042982-2.86779e-15j -0.0805206+3.78156e-15j -0.0205688+6.09694e-15j 0.0535647-1.61977e-15j -0.0138225+1.14969e-15j -0.0246706+3.25162e-15j 0.083213-2.98753e-15j 0.0579283-7.78493e-15j -0.0693668+5.72877e-15j -0.0251214+2.07088e-15j -0.0476043+7.41241e-15j 0.123804-7.12799e-15j -0.162999+1.17328e-14j 0.042065-1.70611e-14j 
-0.00434711-3.15979e-15j -0.000416916+4.09571e-15j 0.0175802+2.78391e-16j -0.0129989-6.21708e-15j -0.0209245-3.65223e-15j 0.00888456-2.0332e-15j 0.049143+7.41867e-15j 0.0147408+3.56636e-15j 0.021098+2.45641e-15j -0.0128761-1.29858e-15j -0.00496032-2.83819e-15j 0.00234615+3.46473e-15j 0.0105074+3.46232e-15j 0.00814363+4.01711e-15j 0.0116655+9.33706e-16j -0.0342861-5.24496e-15j 0.0433603+6.44118e-15j -0.0108082+6.4253e-16j 0.0221744+1.04608e-15j 0.0334112+4.59557e-15j 0.0252028+5.00465e-15j -0.0129857-2.3434e-15j -0.0117268-1.33704e-15j 0.0116674+5.28904e-15j -0.00413446-2.45607e-15j -0.0148724-9.32131e-16j 0.00694892+8.47832e-16j 0.0106049+2.3758e-15j -0.00427943+2.71446e-15j -0.0309928-4.59374e-15j -0.000221328+8.04029e-17j 0.0238472+3.82496e-15j 0.0065095+2.76784e-16j -0.0120762-1.49663e-15j 0.0207725+5.63711e-15j -0.00664581-4.96788e-15j 0.00100554+1.57579e-15j 0.0105159-7.16174e-15j -0.0222344-1.13499e-14j -0.0212994-1.50133e-14j -0.00907769-1.49144e-14j 0.0240198+7.8177e-14j -0.00603263-1.3587e-15j -0.022583-5.82733e-15j 0.0249701+2.14315e-15j -0.0244788-2.67804e-15j -0.0135283-1.03968e-15j -0.0404726-1.09751e-14j 0.0251809+8.89938e-15j -0.0128037-8.92861e-16j 0.0590173+5.19557e-15j 0.00537202+1.12793e-15j -0.00115747-4.46552e-15j 0.0235393+9.60633e-15j 0.0205853-4.75879e-15j 0.0645395-2.33121e-15j 
-0.0501471-3.767e-15j -0.0106693+6.2104e-16j -0.0248804+1.15296e-14j 0.0270123-1.57802e-14j 0.00244319-3.96434e-15j 0.00546281+1.70887e-15j -0.00764549+3.34781e-15j -0.0299524+1.50313e-14j 6.05065e-06-1.48249e-15j -0.0123559+7.13062e-15j 0.000799863-2.58199e-15j -0.0207945+1.0052e-14j 0.00783749-3.48337e-15j -0.0115946+5.51752e-15j 1.7632e-06+2.35597e-16j 0.00248693+8.21142e-16j -0.00016853-1.79317e-15j 0.0546002-7.45753e-14j 0.0117139-8.65042e-15j -0.00332512+1.24369e-15j -0.0050078-4.33921e-16j -0.00841292+4.00512e-15j 0.0204587-4.72727e-15j -0.0128301+7.34827e-15j 0.00381176-3.44314e-15j -0.0384892+1.49384e-14j 0.00539643-4.43902e-15j 0.0136443-1.31153e-14j 0.00116315-2.97287e-16j 0.0158272-7.61926e-15j -0.0138764+1.54462e-14j -0.0108732+6.17344e-15j -0.0149485+5.01866e-15j 0.0132202-3.12256e-15j -0.032338+2.0776e-14j -0.0218998+9.08706e-15j -0.0232334+1.24174e-14j 0.00248612+8.45644e-15j 0.0236219+6.56983e-15j -0.008927+3.11029e-17j -0.0132768-2.05089e-15j 0.018299+4.44197e-14j -0.0238809+1.37719e-14j 0.0287277-1.36512e-14j -0.0350642+1.4809e-14j -0.0147946+9.6801e-15j 0.0198606-1.09015e-14j -0.028674+1.51166e-14j -0.009449+4.3064e-15j 0.032893-1.25595e-14j 0.0220767-1.27368e-14j -0.0120723+6.3104e-15j -0.0402302+1.64183e-14j -0.0396588+2.96468e-14j 0.0491765-4.35224e-14j 0.0737107-5.0096e-14j 
0.00317421+7.70866e-15j -0.00511298+1.27833e-15j 0.0225505+2.99349e-15j 0.00847776-2.43944e-15j 0.025739-2.05962e-15j -0.0507566-2.10969e-15j -0.00281746+3.05095e-16j 0.0249772+4.2632e-15j 0.0133215+7.16968e-16j 0.0129743+3.07903e-15j 0.0235006-1.07865e-15j 0.011899+2.05588e-15j -0.0136309-9.77282e-16j 0.00761046+1.37286e-15j -0.0080262+2.85289e-16j -0.00457676+3.19667e-16j -0.00944674+1.80666e-15j 0.0400693-2.98813e-14j -0.0385717-2.88804e-15j -0.00722503+2.53518e-15j -0.00324207+2.22126e-16j -0.0158986-1.31274e-16j -0.0365809-2.45813e-16j -0.039876-3.59449e-15j 0.0247765-4.2064e-16j -0.0113279-1.92569e-16j 0.0164563-2.47805e-15j 0.0584186+2.71866e-15j -0.00216469+6.45252e-15j -0.00566974+1.54506e-15j -0.0287381+6.5014e-15j 0.0099443+4.45162e-15j 0.0108597+3.37112e-15j -0.0363088-1.71458e-15j -0.00168866+1.52351e-15j 0.0191161+8.11053e-15j -0.0121617+2.49414e-15j 0.0305218+1.85201e-17j -0.0293877-1.05484e-15j -0.000852867+1.2303e-15j 0.0186061-7.75642e-15j 0.0212638+5.12266e-14j -0.0185653+1.5041e-15j -0.0101274-2.71539e-15j 0.0333468+2.84106e-15j -0.0121286+2.68974e-15j -0.0132125-1.62476e-15j 0.0168883+1.74412e-15j -0.00622658+2.44748e-15j -0.0505362-1.46709e-15j -0.0121939-1.4374e-15j 0.0147642+3.0826e-15j 0.0590103+6.24242e-15j -0.088315+8.61411e-15j 0.170804-3.56672e-15j 0.029062-9.64029e-15j 
0.0293757+1.81239e-14j -0.00476159+2.30598e-15j 0.00954584+2.80255e-15j 0.0247909+1.79476e-15j -0.00753102+6.53913e-16j -0.0196839-1.46459e-15j 0.00370641+6.14466e-16j -0.00712492-1.69788e-16j -0.00155002+1.01604e-15j -0.0148023-1.36255e-15j 0.00115566+5.03037e-16j -0.0082194-1.1646e-15j -0.0110953-1.49082e-15j -0.00459885+1.41936e-16j -0.00855132-1.63544e-15j 0.0234903-3.40479e-16j -0.0248873-4.28032e-16j -0.00129798+2.68229e-15j -0.0192215+5.9297e-15j -0.0807272+3.57878e-15j 0.00203761+3.16386e-15j 0.0153347+2.91406e-15j -0.0030956-2.26071e-15j 0.0129678+5.99646e-15j 0.0520911+7.21107e-15j -0.0146511-3.37403e-15j 0.00250659-3.1134e-15j -0.0134097+2.33946e-15j -0.024399+8.69357e-15j 0.0255863+3.62449e-16j -0.043603+1.2115e-14j -0.0190916+6.68504e-15j -0.020104+3.06134e-15j -0.0124551-8.72118e-16j -0.0108528-4.23901e-15j 0.0577962+1.28342e-14j 0.0144632+3.37044e-15j 0.0279802+3.35167e-14j 0.0153884+2.86649e-14j 0.00627148+3.7147e-15j 0.032146-8.73486e-17j 0.0108931+1.81205e-14j -0.00593651+1.33819e-15j 0.0432081+1.51277e-15j -0.0103638+9.67846e-16j 0.0178661-1.0503e-16j -0.0273191-8.7626e-16j 0.0454483+4.04388e-15j -0.0495675-3.02109e-15j 0.0255442-3.75408e-16j -0.0453973+4.30066e-16j 0.0738948+3.92287e-15j -0.0343351+7.08897e-16j 0.0106159-3.94522e-16j -0.0268013+5.0674e-15j 0.0526554-3.42378e-15j 
-0.0252716-1.85893e-14j -0.0297687-6.16236e-15j -0.0304203-1.75485e-16j 0.0218382+1.25524e-15j 0.0234274-1.11562e-17j 0.0113865+3.2992e-15j 0.0028471+8.48163e-16j -0.0426992-1.54927e-15j -0.0248542-4.2329e-16j -0.0181671-1.01152e-15j -0.00423242-7.20935e-16j -0.0161136-1.14139e-15j 0.0179534+1.16897e-15j -0.0142918-7.50149e-16j -0.0140256-7.49727e-16j -0.00932246+8.75698e-16j -0.00865928+1.21863e-15j 0.0116727-7.34939e-15j -0.00624118-8.03206e-16j 0.00838357+1.84631e-15j -0.0130193-7.36515e-16j 0.0060387+1.2068e-15j 0.00723021+7.32689e-16j 0.00108649+1.10411e-15j 0.00410865-5.97045e-16j 0.0011334+7.6207e-16j -0.002543+2.25785e-17j -0.0138721-2.5425e-15j 0.00133958-1.51687e-15j 0.00584052-1.23386e-15j 0.00548514+9.59923e-17j -0.00371244-1.11214e-15j -0.00340705-1.21641e-15j 0.0136262+1.81335e-15j -0.00551461+1.09904e-15j -0.0310257-6.68328e-15j -0.0221471-2.11696e-15j -0.0121128-2.36606e-15j 0.016931+2.73287e-15j 0.0125649+6.87467e-15j 0.0169742+5.78981e-15j -0.00868828-3.36505e-14j 0.0153777+1.97405e-16j -0.0197868-1.28922e-15j -0.0172637-6.44555e-16j -0.0084557+7.12202e-17j -0.00560477-1.53811e-16j 0.0160265-7.21782e-16j -0.00275257+1.32274e-15j -0.0503437-1.90258e-15j -0.020994+1.50796e-15j -0.0532017-3.63711e-15j -0.0270323+1.6921e-15j -0.104522-2.34842e-16j -0.0414744-4.01484e-15j 0.000961521-7.46758e-15j 
-0.0343737-1.1935e-14j 0.0545908-1.44671e-15j -0.0382887+1.40707e-15j -0.0208339-2.1144e-15j -0.016321-9.12365e-16j -0.00621387-4.13161e-16j -0.0202562+7.49035e-16j 0.00604063+1.94583e-15j -0.0239848+1.5475e-15j 0.02611+1.42558e-15j -0.011424+1.07247e-15j 0.00736057+3.30801e-17j -0.0103914-3.00734e-16j 0.000531516-1.11846e-16j 0.00499122+3.3909e-15j 0.018802-6.07563e-15j 0.0114371-2.03772e-15j 0.000187321-1.83086e-15j 0.00278136+1.23682e-15j -0.00453951-8.89084e-17j 0.0113318-2.10636e-15j -0.0404597-1.91763e-15j 0.013319+1.46238e-15j -0.011554-5.37551e-15j -0.0116388-2.81058e-15j -0.000993866+6.81673e-16j 0.015105+1.50019e-16j -0.00759154-1.31523e-15j -0.0123424+6.85848e-15j 0.00321986+3.0976e-16j -0.00469767+4.6825e-15j -0.0279143+4.82504e-15j 0.0027685+1.89442e-15j -0.00825276+9.82912e-16j 0.0392383-3.46882e-15j 0.0197354-1.45627e-15j 0.00453572+3.06324e-15j 0.0149089+1.86464e-14j 0.013482+1.71837e-14j 0.00813406+3.86522e-15j -0.015309-8.59285e-15j 0.0157835+5.07753e-14j -0.00259625+7.33004e-16j 0.0179915-1.28026e-15j -0.00363523+1.00007e-15j 0.0102935+5.45372e-16j -0.0133149+1.17164e-15j 0.00708307-1.22665e-15j -0.0447037+2.02695e-15j 0.0290496+1.30216e-16j 0.00985654-3.41074e-16j 0.0207823+4.30645e-18j -0.0700139+1.28053e-15j -0.00713464+2.20912e-15j -0.0755836+3.49759e-15j 0.12362-1.8081e-14j 
0.00312068+2.94959e-15j 0.00368524-6.47061e-16j 0.0442566+1.4191e-15j 0.00140676+7.66878e-16j -0.00492875+4.60791e-16j -0.0175174-7.20669e-16j 0.0199818+8.83219e-16j 0.0244758-3.85792e-16j 0.00925724-3.34144e-16j 0.0179222+4.03961e-16j 0.00185391-1.97367e-17j 0.0341314+5.78178e-16j 0.000328247+5.97068e-17j 0.00313307+3.00495e-18j -0.00238206+2.8919e-16j 0.0030839-1.74733e-15j 0.00727506-1.79725e-15j 0.00409046-4.3165e-15j 0.000767101-2.01885e-16j -0.00578611+1.4947e-16j 0.0037084+2.73528e-16j 0.00705779+1.07763e-15j -0.0129824-3.60476e-16j -0.00284391+2.40473e-15j 0.00911945+1.68531e-15j -0.000506447-7.55806e-17j 0.0109475-6.39655e-16j 0.0164657+9.44594e-16j 0.0068209-3.36493e-16j -0.0161821-5.64772e-16j -0.0203823+3.86961e-15j 0.0230251+1.45792e-15j -0.00464171+4.48697e-16j -0.0192239-8.6309e-16j -0.00202102-1.12412e-15j 0.0231046+4.90359e-15j 0.0165637+1.40507e-15j 0.0225237-2.2336e-15j -0.0316056-4.1573e-15j -0.01437-6.29911e-15j 0.0213044+2.0058e-15j -0.00166811-1.31827e-14j -0.00789922+9.6195e-16j -0.00758649-1.18776e-16j 0.0490505-2.18517e-17j -0.0211398-1.04731e-16j -0.0287516-9.4517e-17j 0.0233023+1.14679e-15j -0.0327558-1.29903e-15j -0.0459211-1.69911e-15j 0.0483517-4.23219e-16j 0.0287908-4.14659e-16j 0.0244897+1.78464e-16j -0.0416263-1.28547e-15j 0.117258+1.18368e-15j 0.097639-5.59197e-15j 
0.00912228+5.28185e-15j -0.0162721-1.9369e-15j 0.016188+1.94657e-15j 0.014905+2.06226e-15j 0.0206134+1.80462e-15j 0.00847396+1.14953e-16j -0.00849178-5.35541e-16j -0.00889388-2.01733e-16j -0.0154875-8.63595e-16j 0.00750775+8.87041e-16j -0.00824293-1.3693e-15j -0.00102953+8.20902e-16j -0.00258363+1.44997e-16j 0.00461179+6.79819e-16j -0.00326208+1.2688e-15j 0.00251369-1.81869e-15j 0.00349059-1.08107e-15j -0.00542725+4.35658e-15j 0.00274866+5.09726e-16j 0.00630311+1.19137e-16j -0.0077242-1.42115e-15j 0.00397778+1.6879e-15j -0.000498308-9.20199e-16j 0.0233596+6.60068e-15j 1.59047e-05+1.83864e-15j 0.00294003+5.24298e-17j -0.00903103+6.57362e-16j -0.00385277+1.16463e-15j 0.0194665-1.05063e-14j 0.00644352-1.10057e-15j 0.0125946-2.13262e-15j 0.0144474-2.38735e-15j -0.0191782-3.0165e-15j 0.00595105-8.24012e-16j -0.00369877-1.55828e-15j -0.0117028-4.50684e-15j 0.00992392-5.27007e-16j -0.015304-1.05584e-14j 0.00121027-8.15162e-15j -0.00261269-9.08741e-16j -0.00409886-1.42806e-16j 0.00167319+6.64339e-15j 0.000178154-7.63941e-16j -0.00270307-8.95987e-16j -0.0222896-2.39419e-15j -0.00336117-4.41833e-16j -0.00045416+9.3545e-16j -0.0180141-1.49438e-15j 0.0388946+5.21125e-15j 0.00328163-6.88161e-16j 0.01699-6.95062e-16j -0.030744-4.42475e-15j 0.0520452+7.90169e-15j 0.0656639+3.11441e-15j -0.0204713+6.08972e-16j -0.0910365-1.24401e-15j 
0.0199353+1.14201e-14j -0.010988+2.51571e-15j 0.0344694+1.50283e-15j 0.021153-1.71783e-15j 0.0318065-2.07913e-15j -0.0210888-7.13179e-16j 0.0311761-1.03177e-15j -0.016796+2.54322e-15j -0.0127222+6.36479e-16j 0.0169051+1.28171e-15j 0.0190677-1.39689e-15j 0.0150534-3.99371e-16j 0.0154406-1.38382e-15j -0.0052961-3.68988e-16j -0.014821+2.42154e-15j 0.00615142-3.80208e-15j 0.00983203-3.68082e-15j 0.0101304-6.92744e-15j -0.00230835-4.9934e-16j -0.00857268+7.55304e-16j 0.00638495-3.45517e-16j 0.00823829+2.87802e-16j -0.00286753+4.87408e-17j -0.00263076+1.87051e-16j 0.0143084+9.26019e-16j 0.000514468-7.28508e-16j 0.0183242-3.31543e-16j -0.00280198+5.48288e-16j 0.00520724-1.84722e-15j -0.0100856-7.15386e-16j -0.0155298+3.36527e-15j 0.00612323+2.17954e-15j 9.70371e-05+5.56002e-16j -0.0179758-4.4915e-16j 0.00489951-1.55844e-15j 0.00183071+2.03161e-16j -0.00866753+2.21355e-15j 0.0201466+1.26857e-14j -0.00124142+1.16842e-14j 0.00866823+4.37455e-15j 0.0343478-1.72216e-15j 0.00700782+4.33962e-15j 0.0130963-8.86227e-16j -0.0329241-5.13405e-16j 0.0220799+1.97459e-16j -0.000189979-4.14748e-16j -0.0365238+1.0101e-15j 0.0208575+1.0868e-15j -0.0102397+3.37638e-16j -0.0749866+2.67952e-15j 0.0131514-1.05757e-15j -0.0119595+2.94197e-15j -0.00206001+2.67586e-15j -0.0761555+5.73824e-15j 0.00623242+6.90561e-15j 0.0403492-7.99375e-15j 
-0.0438554-3.52792e-14j -0.0342428-1.04565e-14j -0.040383-3.81571e-15j 0.0370834+4.61503e-15j -0.0113699-3.16651e-16j 0.0199629+3.86702e-15j -0.0109491-1.00674e-15j -0.0274071-3.0089e-15j -0.0126104-6.89607e-16j -0.0243937-4.09284e-15j -0.0115156-1.25662e-15j 0.00582953+7.99514e-16j 0.0239516+3.04652e-15j -0.00806826+3.42281e-16j -0.00494034-4.22846e-15j -0.034673+1.0558e-15j 0.000527223+2.74995e-15j 0.0114962-4.90761e-15j -0.021054-3.71873e-15j 0.000134388+1.23525e-15j 0.0179279+2.31431e-15j -0.00505943-2.67389e-16j 0.00276812+5.58458e-17j -0.00239887-6.38651e-16j -0.00177996-4.90953e-16j -0.00892308-1.1643e-15j -0.00802464-1.75025e-15j 0.0162794+4.77219e-15j -0.00649025+1.51069e-15j 0.0121706+2.83991e-15j -0.0200301+4.33356e-15j -0.00801234+3.23542e-15j -0.00841983+6.88224e-16j -0.00783229+9.58249e-17j 0.00954111-1.22984e-15j 0.00963511+1.71982e-15j -0.00596515+4.53117e-16j 0.0122391+1.40359e-14j 0.00923623+1.44363e-14j 0.000812271+4.65962e-16j -0.0131712-1.3105e-14j 0.0274359+8.6618e-14j -0.0322441-3.24214e-15j 0.0210594+2.49401e-15j 0.00202995-2.19057e-15j -0.0256935-4.13376e-15j 0.000890184+9.19344e-17j -0.0123459-1.56524e-15j -0.0273806-2.33857e-15j 0.00765875+6.97155e-16j 0.024536+6.15359e-16j 0.00383997-3.094e-15j -0.0325561-2.44028e-15j -0.0309971-4.41864e-15j -0.00529265+1.3295e-15j 0.0895821-2.88077e-15j 
-0.0153142-1.30805e-14j -0.0227418-6.6863e-15j -0.0125915-1.94409e-15j -0.00875611+2.23259e-16j -0.0368946-5.60594e-15j 0.000885878-1.45893e-15j -0.00978708+7.77212e-16j 0.0149092+2.50477e-15j -0.00419618-2.35708e-15j 0.00371807+1.8856e-15j -0.027635-4.36514e-15j -0.0112506-1.78627e-16j -0.0115233-6.81721e-16j -0.0071891-8.98651e-16j 0.00287773+4.25288e-16j 0.00529293-2.39944e-16j -0.00688615+2.06361e-15j 0.0121697-5.5325e-15j -0.00140564-1.45834e-15j 0.0141985+2.02888e-15j -0.0113262-1.58933e-15j -0.00454249-1.75038e-16j 0.00278226+7.94246e-16j -0.00495786-2.02445e-15j -0.00568931+1.71443e-16j -0.00588009-2.42826e-15j -0.00529713+3.69434e-16j 0.00520344+1.91697e-15j 0.00258422-9.99826e-16j 0.00697253-7.35655e-16j 0.00145981-3.91244e-16j 0.00268697+9.74098e-16j -0.00379875-6.31581e-16j 0.0074317+1.81504e-16j -0.0156539-1.49235e-15j -0.00371282-3.26139e-16j 0.0174269+3.7727e-15j -0.00545345-8.20451e-16j 0.00149963-1.62325e-15j -0.0179445-1.24746e-14j -0.0232386+1.06112e-15j -0.014145-3.2527e-14j -0.017173-3.17438e-15j 0.0157279+2.11574e-16j -0.00549683+3.85417e-16j 0.00164578+1.09233e-15j 0.0164243+2.02808e-15j -0.00753313-2.8326e-15j 0.00277007+2.79468e-15j 0.0305448-2.15913e-16j -0.00281155-5.22738e-16j 0.0480471+7.72824e-15j 0.0272545+6.47344e-15j 0.0735294+1.15698e-14j 0.0780925+1.25053e-14j -0.0647422-3.36126e-15j 
0.0281738-2.17955e-14j -0.00739682+4.70819e-15j -0.0143816+2.29755e-14j -5.49666e-07+9.35315e-15j -0.0145104+2.73765e-14j -0.0241424+2.94611e-14j 0.0119805-1.60915e-14j 0.000430051-3.19878e-15j -0.0188995+2.40557e-14j -0.0155427+1.75006e-14j 0.0139454-1.69146e-14j 0.0181879-2.13595e-14j -0.0106003+1.47962e-14j -0.0204065+2.82435e-14j -0.0181233+2.54408e-14j 0.00859565-2.12331e-14j 0.0187431-2.69298e-14j -0.00520054+8.34151e-15j 0.0203549-2.63158e-14j -0.00346525+4.41529e-15j -7.36321e-05+2.70214e-15j 0.00389212-6.35474e-15j 0.00628215-6.91368e-15j 0.0129249-1.43581e-14j -0.00774334+1.3039e-14j -0.0174214+2.34499e-14j -0.00153177+4.96938e-16j -0.000915759+2.20404e-15j 0.000260121-4.44134e-16j -0.00540765+5.62808e-15j -0.0191924+3.16296e-14j 0.0074219-8.83663e-15j 0.0114701-1.2768e-14j -0.0052209+5.02069e-15j 0.00551569-9.37511e-15j -0.00079023-2.14363e-15j -0.00290437+2.96631e-15j 0.00931847-1.61535e-14j -0.0193891+1.83713e-14j -0.0240875+1.69799e-14j -0.0131783+6.27997e-15j 0.0140611+2.26337e-14j -0.0168698+2.39765e-14j 0.00966515-1.54986e-14j 0.0138723-1.45721e-14j -0.0288167+3.47213e-14j 0.0209781-2.49029e-14j -0.025132+3.39642e-14j 0.00446105-1.89043e-15j -0.017145+2.01646e-14j 0.0208567-2.83527e-14j 0.0193655-3.6476e-14j 0.00495421+1.15441e-14j 0.0248895-3.89797e-14j 0.0303871-2.02547e-14j 0.0606487-9.38048e-14j 
0.00249774+8.63268e-15j -0.0220237+6.29257e-17j 0.014404-3.95812e-15j 0.0307668-2.1708e-15j 0.0298847-4.95139e-15j -0.00441659-8.33333e-15j 0.00409538+4.89014e-15j -0.0104173+6.61477e-16j -0.00334386-6.19706e-15j -0.0100902-4.51841e-15j 0.0082899+4.56871e-15j 0.00964408+6.87032e-15j 0.00672966-3.7614e-15j 0.0023046-6.14616e-15j -0.00823855-5.65789e-15j -0.0130644+5.24359e-15j 0.0102777+4.88204e-15j 0.000336388-3.52168e-15j 0.00738004+5.79561e-15j 0.00167597-3.00566e-15j 0.0102889-1.41101e-15j -0.00135057+3.21772e-15j 0.00560032+7.18217e-16j 0.00694821+6.09234e-15j 0.0037845-2.43528e-15j 0.00781594-5.50191e-15j -0.00216318+2.02161e-16j 0.00121972-8.972e-16j 0.0025696-5.37841e-16j -0.00452501-1.59487e-15j 0.0071442-8.76759e-15j 0.00177135+2.32094e-15j 0.00655802+2.1123e-15j -0.00954282-7.16708e-16j -0.00627163+3.79041e-15j -0.00966976-3.34919e-16j 0.000548192-4.8593e-16j 0.00780104+3.17157e-15j -0.00747563-6.24237e-15j -0.00803351-1.17372e-14j -0.0100347-3.99209e-16j -0.00949742-1.82227e-14j 0.00612799-5.50277e-15j -0.0106431+3.42955e-15j 0.0125195+4.81169e-15j -0.0141122-9.77029e-15j 0.00891674+5.65011e-15j 0.000275193-8.62858e-15j 0.0149557+9.41313e-16j -0.0126441-5.92771e-15j 0.00647472+8.1539e-15j -0.0398465+7.31059e-15j 0.0524698-2.75367e-15j -0.0249538+8.4691e-15j 0.0458024+3.96716e-15j -0.00138083+2.32721e-14j 
-0.0267076-1.63927e-14j -0.0446122+7.12839e-15j -0.0512558+1.08026e-14j 0.0066369-3.59377e-15j -0.0541385+1.17889e-14j -0.00331723-1.03085e-16j -0.0265176+5.05777e-15j 0.00391759-1.10371e-15j -0.00275554+7.64818e-16j -0.00814226+1.25171e-15j -0.0123097+3.23321e-15j -0.00982893+8.40533e-16j -0.0152069+2.52955e-15j -0.0187846+4.21402e-15j -0.00524967+6.39075e-16j -0.0160392+5.65294e-15j 0.0143781-4.83566e-15j 0.00495324-4.63427e-15j -0.00108781-1.60751e-15j 0.0214054-7.51513e-15j 0.00168893-1.66523e-15j -0.0156966+2.8095e-15j -0.0034223+1.30485e-15j -0.00719592+3.9029e-16j -0.00504092-2.20887e-16j -0.00509992+1.93602e-16j 0.00299641-9.78787e-16j -0.000403073-7.93808e-17j -0.00315709+2.53433e-15j 0.0044799-4.12521e-16j -0.00744064+5.04545e-15j 0.000960777+1.79179e-15j -0.00803849+1.94347e-15j 0.000275155+1.19963e-16j -0.0074209+1.23411e-15j 0.0152069-8.96464e-16j 0.0195159-2.29493e-15j 0.00294054+1.20031e-14j 0.0132842+8.04387e-15j -0.00288268-1.13966e-15j -0.00601172-3.3153e-15j 0.00869124+2.7147e-14j -0.0231518+5.08632e-15j 0.0282156-5.11924e-15j -0.00238118-1.08055e-15j 0.0356698-9.04815e-15j 0.0075725-5.15512e-16j -0.018697+4.46164e-15j -0.0225177+4.11516e-15j 0.0173159-1.67681e-15j -0.00368591+1.32088e-15j 0.0685463-1.40037e-14j 0.000256864-4.93025e-15j 0.0490576-1.0119e-14j 0.0727933-2.18313e-14j -0.0612568+2.69699e-14j 
0.0302305+2.11236e-14j 0.00879299+4.33285e-15j 0.00662955+4.78301e-15j -0.018961-1.62561e-16j -0.00167863+1.66996e-15j -0.0147608-3.19413e-16j -0.00994559+4.29638e-15j 0.0153367+1.17757e-16j -0.0101999+1.79096e-15j 0.00386443+2.30661e-15j 0.0103934-2.92543e-16j 0.00327965+1.90641e-15j -0.0140937+2.65115e-15j -0.0254602+2.56181e-15j -0.0128662+5.10967e-15j 0.01203-2.61132e-15j -0.00277298-2.42856e-15j 0.0139133-1.1468e-14j 0.00131445+3.99307e-16j -0.000868617-4.32811e-16j -0.0124933-9.27806e-17j 0.010341-6.41945e-16j 0.00746951+1.50693e-15j -0.00718937-1.22358e-15j 0.00436686-7.20188e-16j -0.0121188-1.65284e-15j 0.0112848-1.3247e-15j -0.0136524-8.44091e-16j 0.00432027-1.28045e-15j -0.00696367-1.16468e-15j 0.00367438-4.74054e-16j 0.00202937-2.17331e-15j 0.000995623+2.30585e-16j -0.000229223+8.53007e-16j -0.00607285+3.165e-15j -0.0193364-4.87158e-15j 0.00367425-2.17102e-15j -0.0132456+4.97103e-15j 0.0190686+2.34099e-15j 0.00905686+3.00406e-15j -0.024104+1.24929e-14j -0.0312393-7.85814e-14j -0.00550997+1.64877e-15j -0.0266132-2.19623e-15j 0.0105404-3.17165e-16j 0.0121707-2.98825e-15j 0.0293529-3.13779e-15j -0.0214552+2.10048e-15j 0.0392486+1.47626e-15j 0.01742-4.58617e-15j -0.0350139+5.14438e-15j 0.00714851-1.66593e-15j 0.0609773-1.49713e-15j 0.0682417-6.36686e-15j 0.0703449-8.11552e-15j -0.0923849+2.23195e-14j 
