2.22109-1.94809e-11j 0.226717-4.42333e-12j -0.651811+3.47066e-13j 0.25973-2.30153e-13j 0.0755905-2.64605e-14j 0.15762-8.40036e-14j -0.012852-3.55626e-15j -0.0473221+2.94364e-14j -0.0475349+3.12499e-14j 0.0289113-1.2135e-14j -0.0686067+4.71962e-14j 0.0167539-6.05258e-15j 0.0247508-1.49377e-14j -0.0165511+6.07763e-15j 0.0189997-7.62251e-15j 0.0171791-1.65606e-14j -0.0326807+1.81335e-14j -0.0284984+6.80677e-16j -0.0056348+2.32267e-15j -0.0255962+1.11664e-14j -0.0111611+9.79057e-15j -0.0183473+9.30489e-15j 0.00919084-7.02167e-15j -0.036882+6.15925e-14j 0.00820215-6.70889e-15j -0.0162344+1.80812e-14j 0.00167349+2.18408e-15j 0.00908934-1.0202e-14j 0.0169179-8.25395e-15j -0.00281053+3.89968e-15j 0.0129203-7.05564e-15j 0.00522947-1.35158e-14j 0.0186142-2.74552e-14j -0.0174145+4.4073e-14j 0.00726465-9.00453e-15j 0.00997903-6.19899e-15j -0.00317258+6.94757e-16j 0.0237115-1.57084e-14j 0.0288299-1.91e-14j -0.000816655+1.34665e-15j -0.00662787+6.12824e-15j -0.0202206+1.26592e-14j -0.00769922+6.96767e-15j 0.0160538-2.75721e-14j 0.0174464-8.66084e-15j -0.0262521+1.10614e-14j -0.0145682+9.87929e-15j 0.00642323-8.008e-15j 0.00156621-2.51565e-15j 0.00571403+4.79639e-15j 0.0372495-2.62966e-14j 0.0120186+2.36439e-15j -0.00382653+5.15645e-15j 0.0130153-7.19723e-15j 0.0250546-1.99828e-14j -0.011816+2.3473e-15j 0.0426269-1.78477e-14j 0.0257536-1.3963e-14j 0.00227628-6.18898e-15j -0.00910115-1.17032e-14j -0.00458016+3.02731e-15j -0.00392484+3.19721e-15j 0.0109021-8.51566e-15j -0.00703806+3.15979e-15j 0.0496502-2.49476e-14j 0.039059-2.83407e-14j 0.000677556-5.22422e-15j 0.0255114-1.24223e-14j -0.00086685+2.27617e-15j -0.0420286+2.15488e-14j -0.0413838+3.03004e-14j 0.0200639-4.69872e-15j 0.0330564-1.75142e-14j 0.0322548-2.54983e-14j -0.0521552+2.74868e-14j 0.0434863+8.20873e-14j -0.0514597-4.14135e-13j 
0.0294613-3.00455e-13j 0.0367287-6.56843e-14j 0.0193971-9.16874e-16j 0.0147208+2.70066e-16j -0.0123665+6.02196e-17j 0.00685444+3.72256e-16j 0.0240381-3.17258e-16j 0.00656025+4.6632e-16j 0.0141446+2.18863e-15j -0.0381844-1.8798e-15j -0.0448983-4.46626e-15j -0.0139213+1.7378e-15j 0.0319749+6.07061e-16j -0.0094721-4.2965e-15j -0.035559+5.71019e-16j -0.0205675+6.52626e-15j 0.0440252+4.37588e-15j -0.0113824-1.51422e-14j -0.018071-1.3936e-14j 0.0646138+4.20682e-15j -0.0132951+4.84028e-16j 2.3496e-05+4.53033e-16j 0.0310628+4.75196e-15j 0.0133131-1.21666e-14j 0.0704818-2.88301e-15j -0.0186966+1.01797e-14j 0.0976018+2.88187e-15j 0.0206509+3.05493e-16j -0.0425963+1.17604e-15j -0.0203459-9.32855e-16j 0.028835+8.85928e-16j -0.000181019-2.3907e-15j 0.00110414-6.97104e-16j -0.0346861+6.20705e-14j -0.0254158-5.71188e-15j 0.055307+4.56185e-15j 0.031713-6.21459e-15j -0.0115731-2.31684e-14j -0.148667+2.41521e-14j -0.0514858+1.86644e-14j -0.0361393+1.23595e-14j 0.0478962-1.28585e-14j 0.00775813-8.41925e-15j -0.046076+4.85748e-14j 0.0865228-1.07383e-14j 0.02139+4.54538e-15j 0.0586388+5.29668e-15j 0.0437418+1.02126e-14j -0.0731971-1.51714e-15j -0.1132-1.3332e-14j -0.266648+2.25823e-14j 0.150068+8.39384e-14j -0.139417-2.7367e-15j -0.0975241+3.98299e-15j -0.111933+2.37214e-14j 0.554604+3.22022e-14j -0.0486265+6.09726e-15j 0.129033-1.29044e-14j 0.220976-8.37223e-14j -0.250531-3.86948e-13j -0.0128294-8.19078e-15j 0.200262+7.31018e-15j 0.0300179+2.80648e-14j 0.480504+9.21814e-16j -0.264309+3.02348e-14j 1.44844+2.67173e-14j 0.731018-3.49991e-14j 0.102021+1.05218e-14j 0.0330642+1.38847e-14j -0.0940913-7.24886e-15j -0.0968276-3.22532e-16j 0.078-3.06426e-15j 0.0422108+4.8259e-15j 0.0200314+7.61749e-17j -0.0547927+1.5748e-15j 0.0291184+4.8095e-14j -0.0218151-2.07569e-13j 
-0.0175714+1.12939e-13j 0.0167391+2.2745e-14j 0.00633196-2.43713e-16j -0.0623512+1.66735e-15j -0.0431683+3.37119e-15j -0.0199823-1.07344e-15j -0.0275596-1.24681e-15j 0.0536042-9.26496e-16j 0.00713747-3.18288e-15j -0.0501105+4.28413e-15j -0.0445338+7.92808e-16j 0.00858184+1.75335e-16j -0.0346299+1.52612e-15j -0.0071041-4.17086e-15j -0.0373508+1.31516e-15j 0.00242633+5.92567e-15j 0.021426-1.35236e-15j 0.0323377+1.99548e-14j -0.00728498-1.68266e-15j -0.00882581-1.85196e-16j 0.0388023+5.05125e-15j 0.00461755+2.26619e-15j 0.0107153+3.26807e-15j 0.026607-2.96952e-14j -0.0271395-1.01808e-15j -0.0379434+2.8701e-14j -0.0336933+3.16045e-15j 0.0426207-1.09988e-14j 0.0156781-9.65703e-15j 0.0226364-7.37048e-15j -0.00530561+1.09209e-15j 0.0180259+1.78101e-15j -0.00800514-9.45315e-16j 0.0404705-8.27653e-14j -0.00548107+3.2786e-15j -0.0385472-8.44327e-15j -0.0094208+2.00837e-15j 0.0175656-6.71066e-15j 0.000296117+1.22973e-14j 0.0012005-2.0429e-15j -0.122155+5.07807e-15j 0.0800476-2.10997e-14j -0.086142-1.86137e-14j -0.16349+1.49528e-13j 0.127763-8.06841e-15j 0.03455-4.02825e-16j 0.0454989-1.36936e-18j 0.0404923-1.72781e-14j -0.102293-4.18796e-16j 0.0784337-2.49833e-14j -0.0351847+2.21868e-14j -0.0761525-4.46639e-14j -0.0137383-3.48732e-15j -0.0834366-5.1738e-15j 0.0792459+5.9928e-15j -0.419+1.77429e-15j -0.155278-4.87209e-14j -0.451945-4.80412e-15j 0.215377-3.9074e-14j 0.0326832+5.40307e-14j -0.216083+7.18892e-14j -0.192936-4.18707e-15j 0.406759-7.54237e-15j -0.135102-2.15956e-14j -0.163213+3.04283e-14j -0.823715-1.25045e-14j 1.3394-5.00731e-14j -0.361047-8.8261e-14j 0.0283206+3.48605e-14j -0.0910877+3.48138e-15j 0.0422547+5.80621e-15j -0.102827+1.07097e-14j 0.111268-7.07092e-15j -0.0245396+1.81545e-15j 0.0159153+1.63963e-15j -0.0219945+5.05167e-14j -0.0360918-2.29663e-13j 
0.00963739-7.04924e-14j -0.00446714-1.53994e-14j 0.0278673+2.14868e-15j 0.0139319-6.0872e-18j -0.0134825-2.49954e-15j -0.0192038-4.97091e-15j 0.0148151+2.38274e-15j 0.0463175+1.05733e-15j -0.0455583+2.03962e-16j 0.0510415+6.68053e-16j -0.0717971+1.16006e-15j -0.00259643-1.04223e-15j -0.0441921-3.30351e-15j -0.000277694+5.51159e-16j 0.0050266+2.23858e-15j 0.00704347+5.23523e-16j 0.0337143+9.39813e-15j 0.010206+1.8678e-15j -0.0416057-8.64951e-15j -0.0751342+8.38447e-16j 0.0502739+7.78278e-15j -0.026304-1.1201e-14j -0.066798-3.94714e-15j -0.0423033+3.20851e-14j 0.0715664+1.00539e-15j -0.00408861+3.6649e-15j -0.0565286-4.42464e-15j 0.00224495+6.10672e-15j -0.0272776-1.30214e-14j 0.0332769-9.70494e-16j 0.00415479-9.34805e-15j -0.00113892+2.70703e-14j -0.0627153+5.03135e-14j -0.0395645+6.12418e-14j 0.00252628-1.62686e-14j -0.0428892-1.11587e-14j -0.0346627-4.35729e-15j 0.0327796-8.18089e-15j -0.0166137+1.04756e-14j -0.080908+6.861e-15j 0.0300226+2.34198e-16j -0.0182203+3.30218e-15j -0.0334003+1.22019e-15j 0.0196806-1.45756e-14j -0.0706796+3.28366e-15j -0.0140257-8.25331e-16j -0.0708185+3.87423e-15j -0.0494682+2.80186e-16j 0.218169-5.50478e-15j -0.0182165+2.77471e-14j 0.0675792-7.68653e-15j -0.0423492-2.65008e-14j -0.21651-1.2951e-14j 0.0298124+1.21186e-14j 0.188931+1.04258e-14j -0.278122-2.19212e-14j -0.0688322-2.66512e-14j -0.0685287-2.26773e-14j 0.365636-6.86252e-14j 0.169409+2.83808e-13j 0.384062-8.52909e-14j -0.0233039-1.10006e-14j 0.038097-6.7081e-15j -0.436057-2.33914e-14j 0.0940907-1.45299e-14j -0.247439+9.11891e-15j 0.328117-4.30691e-14j 1.60288+2.24935e-13j 0.0594136-2.18855e-14j 0.0430021-3.89697e-15j 0.0714069-5.40256e-15j -0.0178978-7.18145e-16j 0.00946601+8.69827e-16j -0.0095184-1.14031e-15j 0.0676896-2.37128e-15j 0.0329803+3.50631e-14j -0.0132562-1.50859e-13j 
0.0103637-9.57815e-14j 0.00721585-2.19315e-14j -0.0391307-6.66797e-17j 0.00934918+1.68169e-15j -0.0189844+2.3087e-16j -0.00557156-1.59282e-15j 0.0492269+8.80863e-17j -0.00272723-5.1969e-16j 0.0600728+1.68035e-16j 0.0357085+2.38592e-15j 0.00978333-4.33876e-16j 1.0312e-05-1.03983e-15j 0.0774843+1.83392e-15j 0.00101082+1.22961e-15j -0.0503725+4.96698e-15j 0.0561219-9.63941e-15j 0.0183898-4.27156e-15j 0.0870762+6.43293e-14j -0.0267024+1.76006e-15j 0.0222611-4.99913e-16j -0.0356318-4.70099e-15j 0.00886665+5.20878e-15j 0.0165417+1.21813e-15j 0.033077-3.35315e-14j -0.0213297+2.79634e-15j -0.00730766+2.65625e-15j -0.00468787-2.40101e-16j 0.0069272-5.54703e-15j 0.0238222-2.11913e-15j -0.0173699+6.25147e-15j -0.0115169+3.2679e-15j -0.0231317-6.90168e-15j 0.0418257-2.99091e-14j -0.0493065+8.04334e-14j -0.0281258-9.64511e-15j 0.0116911-7.22067e-15j 0.00278868-3.59804e-15j 0.0222806-7.56264e-15j 0.00428392+1.35618e-14j -0.0331262+5.62808e-15j -0.0553425+1.08352e-14j 0.00888793-3.49295e-15j -0.0371796+5.53585e-15j 0.0177432-2.58326e-14j -0.0181022+4.54383e-16j 0.0113571-9.37267e-15j 0.0933869+4.79066e-15j 0.0325666+4.12839e-15j -0.111015+1.14718e-14j -0.0513488-3.2842e-14j -0.183602+2.17565e-14j -0.150689-9.55013e-14j 0.00365836+5.82305e-15j 0.136604-1.68146e-16j -0.140357-1.18811e-14j -0.159804-1.42937e-14j 0.108808+2.83996e-14j 0.245949+3.78445e-15j 0.266543-5.21748e-14j 0.149221+2.43438e-13j 0.189752-4.37723e-14j -0.443617-8.46715e-15j -0.00848391-9.88742e-15j 0.125783-2.26121e-14j -0.342605+2.87398e-15j 0.120312+1.74205e-15j -0.264521-3.54824e-14j 0.106468+4.66626e-14j -1.56763+5.60424e-14j -0.161122+1.51869e-14j -0.0572221+5.46333e-15j -0.0914247+1.77211e-14j 0.01193-6.49221e-15j 0.0688339+9.44043e-16j -0.0638178+2.5438e-15j 0.0154546-3.07424e-14j 0.0220921+1.37571e-13j 
-0.0263164+1.53495e-13j 0.032616+3.34501e-14j 0.024463+6.02206e-17j 0.0424826-4.52066e-16j 0.0395212-1.60933e-15j -0.0223344-3.03198e-15j 0.00805052+7.89692e-16j -0.00468099-2.4476e-16j -0.00188675-2.49175e-15j 0.0168798+1.29686e-15j 0.0659341-1.55817e-15j -0.0466376-9.58883e-16j -0.0251245-7.82182e-16j 0.0228962+9.0676e-16j 0.0512732-3.75517e-15j -0.036795+8.90439e-15j 0.0142935+4.53605e-15j -0.0219026-1.01772e-14j 0.0426687+7.19844e-15j 0.00146001-5.37289e-16j 0.0255952+5.66032e-15j -0.0344406-5.05548e-15j -0.0250474-3.30429e-15j -0.0109021+1.26447e-14j 0.0182218-4.16736e-16j 0.0600725-3.94954e-14j -0.0447664-6.3153e-16j -0.0367264+1.76208e-14j -0.0408753+3.09025e-15j 0.0206691-3.04306e-15j -0.029135-1.074e-14j -0.0598256+3.26615e-14j -0.0596526+7.06864e-14j 0.0272933-6.30427e-14j -0.0333667+2.24951e-15j -0.0105505+2.52199e-16j -0.0126794+2.48365e-15j 0.0397066+3.46401e-15j 0.020654-5.03493e-15j 0.00797075+3.6437e-15j 0.0723449-2.59827e-15j 0.0211947-5.46139e-15j 0.0252772-3.86259e-15j 0.00806938+2.40235e-15j 0.020229-3.84183e-15j 0.0354929+8.19166e-15j -0.0333088+4.01382e-15j 0.00755015-9.40697e-15j 0.0490785-3.37612e-15j -0.00464951+8.61065e-15j -0.0053982+3.14968e-15j 0.0396271+2.62532e-14j 0.0420656+1.47189e-15j 0.0100715-2.81421e-16j -0.0047463+3.441e-15j -0.0884862-1.62323e-14j -0.155267-1.81638e-14j 0.0621488-6.39858e-15j 0.08025-1.29402e-14j 0.220152+3.45152e-13j 0.0931854-3.36704e-14j 0.215139-1.49048e-14j -0.424848-1.56801e-15j -0.771919+4.14053e-16j -0.362858-8.50722e-15j -0.282686-9.26827e-15j 0.0207409-5.94489e-15j 0.122739+4.12642e-15j 0.0598064-1.73382e-14j 1.68132-3.56137e-14j -0.14494-2.04876e-15j -0.0538613+7.82566e-15j -0.103109-3.18433e-15j 0.149212-3.4224e-15j 0.0864193-4.08778e-15j 0.00271671+6.39311e-14j -0.0379096-2.82404e-13j 
-0.0447006+4.16821e-13j -0.0331615+9.17926e-14j -0.00774909+4.4284e-17j -0.0408383-3.20943e-16j -0.000274139+1.76398e-16j -0.0219782-2.26201e-15j -0.0212633-3.17779e-16j 0.0119246-2.78138e-16j -0.0309844-2.96405e-16j 0.0402212-1.64815e-15j -0.0116422+5.74451e-16j 0.0485965+7.6335e-16j -0.0394182-3.21679e-16j -0.0421565-7.32153e-15j 0.0192658-1.79529e-15j -0.00844202+8.91983e-16j -0.0149143-7.11489e-15j 0.0278582+2.03159e-14j -0.0459385+1.37754e-15j -0.0666725+3.8727e-16j 0.0420834+9.3929e-16j 0.045113+7.95593e-16j -0.00337008+1.61105e-15j 0.00502218-7.38451e-15j -0.00932797-5.08046e-16j -0.0541281+2.80795e-14j -0.00581914+5.12925e-15j -0.0161376-8.41398e-15j 0.0264543+3.94682e-16j 0.0226369-3.96952e-15j 0.029294-4.24006e-15j 0.0237442+8.13094e-15j -0.0283286+1.66018e-14j -0.0107901+2.59122e-14j 0.0626128-2.27049e-15j -0.0571701-4.30965e-15j -0.0083517+2.60221e-16j 0.00119447+2.61929e-15j 0.0216711-4.64517e-15j -0.0373638+3.5568e-15j 0.0545241-7.09642e-15j -0.0117114+3.36576e-15j -0.041246+7.35804e-16j 0.00855077-1.33611e-14j 0.0539597-3.83212e-15j 0.0176853+5.26499e-15j 0.0102269-2.71256e-15j 0.00553341-1.13205e-17j -0.042559+5.08915e-16j 0.0691734-4.66448e-15j 0.0568542+3.73179e-15j 0.018332+1.52444e-14j 0.000424706-2.62486e-15j -0.0370856+1.57958e-15j 0.039473+2.35709e-15j -0.00390621+1.3113e-15j 0.134624+1.37173e-14j -0.144853+3.95396e-15j 0.0990872-1.52364e-14j -0.051125-7.3077e-14j 0.043541-3.24508e-15j 0.186244+1.12418e-15j -0.182577+2.4117e-15j 0.00717332+7.13139e-15j 0.687053+2.57494e-15j -0.493015-4.62545e-17j 0.158271+5.54075e-15j 0.061934-1.39834e-14j -0.119924+9.82882e-16j 0.0430904-2.51756e-15j 1.87024-9.80109e-16j -0.0200397-2.65574e-14j -0.173723-7.88338e-15j -0.0581597-5.96612e-16j 0.1212-2.42628e-16j -0.0685531-4.04321e-14j 0.00927033+1.81341e-13j 
0.0150509-5.75871e-14j -0.035127-1.26748e-14j -0.0176691-1.82978e-15j 0.0491395+2.04082e-15j 0.0638297+1.70837e-15j 0.0142864+3.29239e-15j -0.0146302-2.35266e-15j -0.00545954+9.18e-16j 0.0158572+6.99011e-16j -0.0161649-4.09849e-16j -0.0325952-3.54791e-15j 0.025369+3.14282e-15j 0.0179491+1.28866e-15j -0.0207412-3.55147e-15j -0.00460233-2.09396e-15j -0.00385536+2.67472e-16j 0.0291261+1.76213e-14j -0.0849745-6.99665e-14j 0.00890576-2.44892e-15j -0.0213406-1.32409e-15j 0.0089448+1.64931e-15j -0.00283269-8.93984e-17j 0.000534166-2.7179e-15j -0.0353919+3.67437e-14j 0.026128-6.91122e-17j -0.00564646-5.61561e-15j 0.0472488+6.25292e-15j -0.0294929-3.79755e-15j 0.00900751+1.22458e-14j -0.0534878-8.61668e-16j 0.0465136+4.66637e-15j -0.0146973+4.84935e-15j -0.000709347+7.31293e-15j -0.00267816+1.34745e-15j -0.0371256-2.73217e-16j 0.0221669+1.94076e-15j 0.0196244+1.3455e-15j -0.0507203+7.61882e-15j 0.00235627-7.15318e-15j 0.0173926-3.7118e-15j -0.0206758-6.25387e-15j -0.0428379+9.47199e-15j 0.0081304+3.39262e-15j 0.00319212-2.25685e-15j -0.00948207-1.04855e-15j -0.0471837-9.55952e-15j -0.0547094-3.53428e-16j 0.00196677-1.8357e-15j -0.0489094-3.9616e-15j -0.0389541+8.22277e-15j 0.0370511-1.30954e-14j 0.00344217+9.66474e-16j 0.0450903+6.47989e-15j 0.02571+8.3418e-16j -0.0131116-2.98289e-15j 0.0745112+2.26319e-15j 0.0119832+6.46999e-15j 0.00389205+9.2466e-15j 0.11651-2.21566e-14j -0.160836-2.49617e-13j -0.118735+2.27244e-14j -0.112258-4.09166e-15j -0.149167+3.97371e-15j -0.259563-6.85832e-15j 0.218758+9.11895e-15j 0.461225+1.15026e-14j -0.156659+7.48924e-15j -0.214582-2.2676e-14j -0.00326772-1.4319e-14j -0.0793151-3.95418e-16j -0.0661932-2.63734e-14j 1.88942-6.7518e-14j -0.0513378+3.21685e-14j 0.0048448-1.04706e-15j 0.0250044+2.65815e-15j 0.00889107-1.09488e-13j 0.0701342+5.03035e-13j 
0.0170814-1.20635e-13j -0.00884527-2.62778e-14j 0.0440926+2.12733e-16j -0.0139328-2.95767e-17j -0.0409093+6.16244e-16j 0.0670505+7.78294e-15j -0.0117864-3.57338e-16j 0.0469055-5.60622e-16j 0.0159529+1.06039e-15j 0.0127196+1.1156e-15j -0.0469963-1.01611e-15j 0.0118704-5.82764e-16j -0.012774+1.26716e-15j -0.010362-2.34987e-15j -0.0620393-3.01389e-15j -0.0312146+1.67649e-15j -0.0343324-1.21153e-14j 0.00930744+8.3398e-15j 0.00747879+5.9869e-15j 0.00363076-3.89799e-16j -0.0133087-1.06611e-15j -0.000170713+6.22179e-15j -0.00816792-2.32679e-16j 0.0205117-1.99766e-14j -0.0327416+1.94354e-15j 0.00305882+1.9425e-16j 0.0477856-3.45394e-15j 0.0416402-7.93294e-15j 0.0159267-3.65623e-15j 0.0432893-8.14823e-15j 0.0165176+4.39781e-15j 0.0498496-1.35639e-14j 0.0278764-3.9093e-14j -0.0244547+5.32702e-14j 0.0488346-3.84277e-15j 0.0227359+5.09492e-15j 0.0432371-4.24648e-15j 0.00463079-1.12821e-14j -0.0381133+1.16184e-14j 0.0139706+3.26255e-15j -0.0426844+8.46422e-15j 0.0133406-8.78515e-15j -0.0715861-1.68839e-15j -0.0150694+4.2773e-15j 0.0404022+1.44835e-15j 0.0410696+1.59272e-14j 0.00847431-9.00111e-15j -0.0568012+1.16586e-14j -0.0142674+1.70643e-15j -0.0397611+1.47082e-14j 0.0365003-1.17306e-14j -0.0311558-1.8163e-14j -0.00993244+1.26773e-15j 0.0274306-4.62612e-15j 0.0780426+3.83366e-15j 0.0429192+1.28668e-14j 0.00228872-2.60187e-15j -0.100715-4.92731e-15j 0.0111596+9.12391e-15j -0.0287943-4.39189e-14j 0.0950434-2.4187e-14j -0.103613-2.86652e-15j 0.15366+2.5153e-16j -0.343204-1.00783e-14j 0.18163-1.02288e-15j -0.17237+3.34894e-15j 0.426838-1.74312e-14j 0.133346+6.20034e-15j -0.674955+3.04222e-14j -0.00768914-5.25485e-15j 0.325958-6.05185e-15j -0.0194734+3.24624e-14j 2.07221+2.13872e-14j -0.0971409+4.26065e-16j 0.0644067+2.04641e-15j 0.0405075+6.58905e-15j 0.005982-2.31879e-14j 
0.0394319-3.89432e-13j 0.0416808-8.55877e-14j -0.0157283-2.01778e-16j 0.0270696+7.98781e-17j 0.0032601+2.79156e-17j -0.0506278-4.54632e-15j 0.0552124-7.10921e-16j -0.0493291+2.29262e-16j 0.00571828-6.72914e-16j -0.0475954-2.37037e-16j 0.0384553+1.99836e-16j -0.0465526-1.39713e-15j 0.0376296-6.80973e-16j -0.00492834+5.34518e-17j 0.00647564+2.8624e-16j 0.0195354-1.26502e-16j 0.00888719+2.51297e-15j -0.00209858-4.39285e-15j -0.00970175-4.42873e-15j 0.0613393+1.71625e-15j 0.010665+1.64462e-15j 0.00019972-1.68782e-15j 0.0236228+1.44537e-15j 0.00947029-6.0229e-15j 0.00698176-1.42686e-16j 0.00434153-9.24843e-15j 0.0204554+6.0685e-16j -0.0109992+2.5887e-15j -0.00462402+4.34783e-15j -0.0415062+4.4538e-15j 0.0115236-8.40009e-16j -0.00290086+1.34003e-14j -0.0381553+3.20013e-14j 0.0181917-2.90076e-14j 0.0126417+1.63655e-15j -0.0123948-1.64511e-15j 0.02929-5.47435e-15j -0.0151395-4.87529e-16j 0.0196483-1.86871e-15j -0.0296743+3.64079e-15j 0.00130377-4.23379e-15j 0.024502-2.01418e-15j 0.00479081+1.87432e-15j 0.0142436-1.14993e-14j -0.0286929+1.21338e-15j -0.00222857-2.84043e-15j -0.0068788+5.90326e-15j 0.035428-9.93945e-15j 0.051821-2.07606e-15j -0.00401986-2.71078e-15j -0.0321832+1.86153e-15j 0.0215195+1.33135e-14j 0.0102621-1.64686e-15j 0.00570061+1.17615e-15j 0.00725471+3.23599e-15j 0.0100414+1.41404e-15j -0.0385192-4.42558e-15j -0.0123256-7.01936e-15j 0.0841992-1.77061e-14j 0.00535214+1.01502e-14j 0.0480252-1.2911e-14j 0.0308677-2.36016e-15j 0.00179346-6.16135e-16j -0.0171611-5.27518e-17j -0.139242-1.36418e-15j -0.0150508-2.51412e-15j -0.00792967-6.09396e-15j 0.115318+8.88896e-15j -0.22383+2.83925e-15j 0.864027-6.13481e-15j -0.301768-1.82307e-15j 0.135652-2.82094e-15j -0.11535-9.05184e-16j 2.0289-1.75546e-14j -0.178423-1.73706e-14j 0.118097+1.41752e-13j -0.0592848-6.29644e-13j 
-0.0415374+2.68312e-13j 0.036706+5.95363e-14j 0.0261013-6.13229e-17j 0.0122625+6.69283e-18j 0.0417086-3.53761e-16j -0.0228848-1.70948e-15j -0.00354002+2.41017e-16j 0.0478436-4.36027e-18j 0.0537189-2.00602e-15j 0.0167895-1.4243e-15j 0.0236585+1.67895e-16j 0.0163426+8.61066e-16j -0.0326999-1.0426e-15j -0.036858-6.30024e-15j -0.0467395-8.16027e-16j -0.0408858+4.57446e-15j 0.0305656+2.30054e-15j 0.0136352+8.98936e-15j 0.017784+5.7021e-15j -0.0417244-2.32381e-15j 0.0528893+3.20381e-15j 0.0104969-3.83616e-15j -0.0195741+6.49177e-16j 0.00314042-5.8974e-15j -0.00523891+9.71727e-16j 0.0174745-1.67667e-14j 0.00270413-3.9882e-16j -0.0314172+7.41303e-16j 0.0161283+4.27898e-15j 0.00943272-5.16427e-15j 0.0300405-3.26993e-15j 0.0123105+1.47771e-14j -0.0431616+3.31305e-14j 0.00398355-4.94855e-15j 0.0259748+1.30428e-15j -0.0162021+1.56002e-16j 0.0321366-3.26555e-15j -0.0357713-7.25126e-16j -0.00934207-1.77117e-15j -0.00805759+2.48089e-15j 0.015204-2.17073e-15j 0.00640875+4.99968e-17j -0.0659716+2.77694e-15j -0.00406562-3.57089e-15j 0.0132486+4.40963e-15j 0.0415348+1.35847e-14j -0.013147-4.42425e-15j -0.0329433+2.48257e-15j 0.0339795-7.97185e-16j 0.0103387+7.8905e-15j 0.0471002-6.10086e-15j -0.0332738-2.02489e-14j -0.0184005-1.64745e-15j -0.0442195-4.13311e-16j -0.01832+2.22392e-15j -0.0163602-9.43525e-16j -0.036937-7.29175e-15j -0.0575095+5.07503e-16j -0.000649373+7.24047e-16j -0.01619-2.63255e-14j -0.0173295+4.74369e-15j 0.0419705+1.35821e-15j -0.0185482+2.73464e-16j -0.0326775+2.17183e-15j 0.0178417+3.83106e-18j -0.129592+2.13373e-15j -0.000606675+1.36678e-15j 0.136832+7.40816e-15j 0.323897-1.37481e-14j 0.364649-6.14641e-15j 0.708524-2.68478e-15j -0.0491931-1.47939e-15j 0.592001+4.75793e-15j 0.150382-2.0565e-14j 2.10053-1.95814e-14j -0.0607243+1.73693e-13j -0.118023-7.68025e-13j 
0.0436129-2.54583e-13j -0.0528309-5.54734e-14j -0.0336883+8.64307e-16j 0.0534918+1.53622e-15j 0.004078+3.45252e-16j 0.0478729+6.45085e-15j 0.0452307+2.00327e-15j -0.0302456+1.00748e-15j 0.0101605+7.78134e-16j 0.0132754-1.78786e-15j -0.0440719-3.80018e-16j -0.0306864-1.02189e-16j 0.0458411+5.31022e-16j -0.00246494-5.26037e-16j -0.0165263-1.13381e-15j -0.0105011+3.63401e-16j -0.0137186-2.48899e-15j -0.015704-1.21351e-14j -0.0182976-4.15903e-15j -0.00185534+1.69293e-15j -0.019451+4.42402e-15j -0.044295-2.4131e-15j -0.00442486-2.32606e-15j -0.0142961+1.43065e-14j 0.0109192+1.20911e-15j 0.001183-1.6668e-15j 0.0204005-1.86023e-15j 0.00667074+2.50572e-15j -0.0223235+4.61881e-16j -0.00871881-6.36081e-16j 0.00750501-1.51937e-15j -0.0257711+3.64862e-15j -0.000722163+6.96436e-15j -0.0122412+2.45371e-14j 0.00564037-1.77992e-15j 0.00834862+6.45934e-16j 0.0311066-4.65447e-15j 0.0161986-4.26585e-15j 0.00328579+5.79114e-15j -0.0175436+5.14787e-15j -0.0144898+2.3833e-15j 0.019255-5.37236e-15j -0.0245479+9.50015e-16j 0.0107234-1.42383e-14j 0.0236298-9.81097e-17j -0.000703703+1.52194e-15j -0.0101527+2.59057e-15j 0.0160361-6.80868e-15j 0.039368-1.66798e-15j -0.00941257+4.56928e-15j 0.00987322-2.44477e-15j 0.0186451+1.21624e-14j -0.0145033-9.49031e-16j 0.00458321+6.98186e-16j 0.0192371-1.31337e-15j -0.0175189+1.54663e-17j -0.00537787-3.33429e-16j 0.043005-1.04581e-15j 0.0134694-3.52472e-15j 0.0126125+1.77159e-14j 1.7411e-05-1.84699e-15j 0.0209072+4.68787e-16j 0.0385364-1.21789e-15j -0.0123623-6.19982e-16j -0.00222073+2.25799e-17j 0.0408352+2.21296e-15j 0.028353-7.64454e-16j 0.0819877+8.96261e-15j 0.00603131+1.85034e-15j 0.00563512+7.22313e-16j -0.111706+5.55948e-18j -0.0542673+6.25495e-15j 0.135263+2.73637e-15j 0.650772+7.22912e-15j -0.256879+1.23953e-14j 2.22955+4.63243e-13j 0.229525-2.03987e-12j 
