0.0901194-0.00430829j 0.0322141-0.00501481j -0.0111973-0.00211155j 0.139504-0.00250972j -0.0638282-0.00518881j 0.0533179+0.00233484j -0.0155135+0.00918431j 0.0150494+0.00159837j -0.025557+0.00444546j -0.0464935-0.00105941j 0.0322933-0.000308531j 0.0017305-7.56232e-05j -0.0236024-0.00190103j -0.0180683+0.00177135j 0.0419559-0.0043524j 0.00843685+0.00554592j 0.0290313-0.00544102j -0.0674768+0.0112106j 0.112989-0.0116201j 0.177477+0.00902865j 0.0122257-0.013319j 0.0092341-0.00240873j 0.0215943+0.00741512j -0.0450835-0.00203271j 0.0270063+0.00299309j -0.00257728-0.00391968j 0.0238139+0.000350255j 0.00248399-0.00221289j 0.0459589+0.00240152j 0.00610598+0.000641117j 0.00563397-0.000659603j 0.0090557-0.00290298j -0.0231296-0.000262347j 0.0283903-0.00378515j 0.0653692-0.00174147j 0.0660064+0.0137722j 0.106748-0.000789781j -0.0395807-0.0169767j 0.0323261+0.00374513j -0.0113573+0.0139685j 0.0298223-0.00406764j -0.0557923-0.0243657j 0.00306737+0.00359714j 0.0690995+0.00629019j 0.0197433+0.0010456j -0.00682474+0.00109496j -0.0267353-0.00484847j 0.0356356+0.0100768j 0.0167392-0.0071669j 0.00946233+0.00895559j 0.0292029+0.0102313j -0.0131197-0.0263149j -0.00543955-0.0278521j 0.0143212+0.0202816j 0.0510439+0.00717354j 0.0124432-0.0219003j -0.0233005+0.0364961j -0.0379659+0.00928256j -0.0136742+0.0059404j -0.0109486-0.00960779j -0.0217334-0.010777j -0.0101259-0.00540378j 0.000101858-0.000886505j 0.023492+0.0140701j -0.0135167+0.00758312j -0.0136613-0.00690942j 0.0391653-0.0140765j 0.0261905-0.00471749j 0.00254856-0.000901842j -0.00724597-0.0129456j 0.000389286-0.0183951j -0.0111305+0.000616531j -0.00760153-0.00436342j 0.00323394-0.00745727j 0.0256765+0.0075256j 0.00456669-0.000225218j 0.00310303-0.00184981j -0.0141378-0.00389438j 0.00950888-0.00317328j -0.0246864+0.00607774j -0.0151481-0.00100558j 0.0207461+0.0211602j -0.0211856+0.006214j 0.0240049-0.0289413j -0.0265229+0.00122036j 0.0116521+0.0664783j -0.031434-0.0432459j 0.00723667+0.0253917j 0.00351712+0.0119107j -0.127693-0.0462167j 0.0896051-0.190974j -0.00816187-0.0461791j -0.120383-0.00105553j 0.099643+0.211696j 0.202565-0.0978283j 
-0.0629467+0.00197309j -0.0290186+0.115117j 0.0576207-0.0140646j -0.0256721+0.03931j 0.0503992-0.185441j 0.0340013-0.142698j -0.00364886-0.00389736j 0.0460896-0.0869106j 0.0666214+0.0810595j -0.0593136+0.0796972j 0.0600854-0.130283j 0.0107459+0.0290446j 0.120019-0.0161033j 0.0814376+0.0223063j -0.0901253+0.0216158j -0.0366894+0.0239424j -0.061194-0.0758122j -0.0123414+0.00826232j -0.115351+0.0414635j 0.0630263+0.0063351j -0.123116+0.210715j 0.0540988+0.0155349j 0.0191159+0.0486737j -5.49636e-05-0.169521j 0.0646984-0.0820347j 0.0217038-0.0487871j -0.104422+0.134542j 0.103884+0.0678586j -0.0311407+0.0396708j 0.00157589-0.0181224j -0.0528112+0.0295966j -0.00663666+0.0398978j -0.00680671-0.084693j -0.0638675+0.0406344j 0.000189089-0.0535581j 0.0133192+0.0521783j 0.00946146-0.0070858j 0.0139+0.0724243j 0.00737504-0.0239073j -0.0293552+0.0724697j 0.00185637-0.0106665j 0.0393567+0.0119905j 0.00974685+0.0063669j -0.00488792-0.0121886j -0.0501638-0.00712917j 0.00963433+0.0406189j -0.013705-0.0158681j -0.00832861+0.00145905j 0.0277181+0.0130413j -0.00990536-0.0171448j -0.0193588-0.0269271j -0.014122+0.0209475j 0.0257635+0.00999072j 0.0123494+0.0480163j -0.020181-0.0189015j -0.010426+0.0222973j 0.0500352+0.0137849j 0.0126428-0.0229237j 0.0296975-0.0108742j 0.00578503-0.0182483j 0.013948+0.0303143j 0.0214079+0.0419826j -0.0256877+0.0450385j 0.0300968+0.0150571j 0.0172399-0.0196339j 0.0194091-0.01329j -0.00668655+0.0339841j 0.00434844+0.0185048j 0.00511921+0.00956415j -0.00329534+0.0252323j 0.0011164-0.00665547j -0.000997852-0.0173957j 0.000743115+0.00471081j -0.00518269-0.0138441j -0.0189126-0.00248245j 0.00974499-0.00349501j -0.023436+0.00811187j -0.0286508-0.0122794j 0.0439081+0.031872j -0.00871141+0.0232917j 0.0640262+0.0157837j 0.0694358-0.0156367j 0.00381208-0.0358887j 0.0150089+0.0486139j 0.0185929-0.00435893j 0.0158691-0.0923529j -0.0407048-0.107434j 0.0137186-0.00316622j -0.0205968-0.0370347j -0.0490728-0.0259008j -0.0524958+0.0163172j -0.127121+0.00566737j -0.018168-0.0616484j 0.00698666+0.0370383j 0.0131571-0.126216j 
-0.00795389+0.0820354j 0.0131391+0.0151206j -0.0442714+0.0441769j -0.0679985+0.0219579j -0.0477155+0.157271j -0.127507-0.00612275j 0.0214641-0.0499167j -0.142903-0.0645433j 0.0532409+0.121089j 0.0219012+0.0276936j -0.0540819-0.0200587j 0.0168024-0.0234619j 0.0267668+0.114392j 0.0603708-0.00876562j 0.11447+0.00480762j 0.152655+0.09543j -0.0685919+0.051521j -0.0994707+0.0552972j 0.0277336-0.0163628j 0.0692344+0.197295j 0.0777797+0.0488269j -0.0599742-0.0648788j 0.0479292-0.0985237j -0.0697594+0.0183612j 0.152818-0.0518131j 0.0827703+0.0267606j 0.185845+0.0611915j -0.194425+0.023335j 0.044388+0.0380872j 0.0496157+0.0142417j -0.0489389+0.0268249j -0.0329438+0.0228893j -0.0976023-0.0016232j 0.00157158+0.02142j 0.105694+0.0401021j 0.0816312+0.0349111j 0.110032+0.0231356j 0.121458-0.0130344j -0.0144136-0.0820601j 0.0721703+0.0285339j 0.0157105-0.0312587j -0.0160437-0.0180765j 0.0399615+0.00735549j 0.0149016+0.0119568j 0.00466908+0.0139787j 0.00923672+0.0348629j 0.00609152+0.00487794j -0.0206489-0.020118j 0.0206013+0.0145433j 0.00416952+0.0458129j 0.0328949+0.00422852j 0.0173128+0.0533636j 0.00183576-0.0134851j 0.00903529+0.0133559j 0.02841-0.0262345j -0.0286908+0.0755541j 0.0929842+0.00894771j -0.0399548-0.0125546j 0.0491568-0.0109815j -0.0278189-0.0530848j 0.0320541-0.00307702j 0.0283605+0.0339255j -0.00406667+0.00771142j 0.0443788-0.0310422j -0.00882194+0.00722011j -0.0418374-0.00212839j 0.0295779+0.0129698j -0.0202929+0.000146486j -0.00181503+0.00686454j 0.0179848-0.0127131j -0.0840433+0.0119375j 0.0103073-0.0174936j 0.0400708-0.0139385j -0.009088+0.00446766j -0.00675007+0.0260778j -0.00287657-0.0171703j -0.0301454+0.0293963j -0.0643314-0.000510783j 0.025974+0.00105763j 0.0286983-0.0389089j 0.0224118-0.0113307j -0.049656-0.0595837j 0.00272455-0.0244472j 0.00199017+0.046599j -0.0380046+0.0280485j 0.0300848+0.0177144j -0.0311272-0.00378661j 0.0067877-0.0281849j -0.0159043-0.021885j -0.0722189+0.0170903j -0.0276282+0.0625546j -0.024718-0.0266064j -0.01197+0.0348425j -0.00529556-0.0172387j 0.00637825-0.0618675j 
-0.0409141+0.144475j -0.012196-0.0501429j 0.0518814+0.0906381j 0.00720648-0.00362824j -0.000792967+0.271793j 0.113761-0.0276694j -0.0296572-0.0312702j 0.104214+0.0334763j 0.0116716+0.0710457j -0.0219153+0.0447636j 0.0337997+0.00017711j 0.000157791-0.0725157j 0.0378707+0.0209033j 0.0126633-0.119881j -0.123782+0.040001j -0.0478007+0.0464891j 0.00642425+0.0900451j -0.0128898+0.0275244j -0.0536682+0.0498439j -0.0193667+0.126047j -0.124086+0.0448934j 0.0913763-0.189757j -0.00343898-0.237192j -0.00576472+0.151915j -0.0310513-0.0284373j -0.0362993+0.083762j -0.175846+0.00421189j 0.179635-0.000818541j -0.015446+0.0104555j -0.0147535+0.0225892j 0.0533267+0.0230119j -0.00787535-0.0389005j 0.00713364-0.0110535j 8.0901e-05+0.0281923j -0.105726+0.00611265j -0.0257494+0.0478678j -0.0641978+0.0206718j -0.0368512+0.0217277j 0.0104843-0.0197908j -0.0524017-0.0068317j -0.0239072-0.00294117j 0.0222913+0.00790259j -0.00470422+0.00114424j -0.00102145-0.0279402j -0.00270565-0.0231459j 0.00377071+0.0239157j -0.0106882+0.0316011j 0.0129517-0.0152094j 0.0058547-0.0236462j -0.0106955-0.000858158j -0.00626429-0.00902932j -0.0176403+0.0179151j 0.0567288-0.0140715j -0.00517493-0.048351j -0.0378242-0.0284904j 0.0431596-0.037136j -0.0370828-0.018788j -0.0370276-0.0218489j -0.0254578+0.0411144j 0.0102399-0.0133279j 0.00969949-0.0226162j 0.00063526-0.0372481j 0.0118542-0.0161929j -0.0293113-0.00660067j -0.00752721-0.0147319j 0.000149582-0.0270604j -0.0229947+0.0154543j -0.0110476-0.0303029j 0.0212329-0.0222244j 0.0025317+0.00685895j 0.0441969-0.0134945j 0.0187156+0.0141036j -0.00132443+0.0109822j 0.0124331-0.0136127j -0.0128569-0.0246005j 0.0252918+0.0450672j 0.00258277-0.0215361j 0.0253175-0.000153356j 0.0158439-0.0270912j -0.0103387+0.04934j -0.0154312-0.0559487j -0.0317349+0.0334j 0.022211-0.0448132j -0.0285426-0.0294031j 0.0295585+0.00619908j 0.00920977-0.00200999j -0.0202183+0.02414j -0.000499738+0.00598162j 0.00177475+0.00370403j -0.0187508-0.00651518j -0.0101396+0.0192447j -0.0470868-0.0237482j -0.00295936+0.00528629j 0.0048757+0.0307504j 0.00178991-0.0325355j 
-0.000789356+0.0595697j 0.0303099+0.0427051j -0.0138191+0.00347097j -0.0213227+0.0223678j -0.0547283-0.0475862j -0.0253759-0.122891j 0.0378173-0.015424j 0.00675506-0.0277563j -0.00949717+0.0277921j -0.0308476+0.030031j -0.0663318-0.0547046j -6.54269e-06-0.00111496j -0.111264+0.036759j 0.10243+0.0311873j 0.0859765-0.00321285j -0.0188725+0.00257584j -0.19639-0.040541j -0.102803-0.0676803j 0.127813+0.067802j -0.249371-0.0323566j 0.117636+0.162235j -0.0912632-0.0727887j 0.0237941-0.0150449j 0.0867975+0.0188789j -0.13653-0.0617973j -0.0545335-0.000660565j 0.0526776+0.0718509j 0.0752647+0.038373j -0.0117762+0.0401721j -0.00653633+0.0128804j -0.0156168-0.0343468j 0.00176917-0.0128692j 0.0644147+0.0060503j 0.0419872+0.0508896j -0.0199783+0.0643155j -0.0779744-0.040142j 0.00351235+0.0879532j -0.035687+0.0573437j 0.0239887+0.00646086j 0.00428629-0.00901224j 0.0485531+0.0523138j 0.00779446-0.0105665j -0.00525714+0.0199365j -0.0285823+0.0229823j -0.0113583-0.00699233j -0.0674867-0.0095693j -0.00230893+0.0061319j 0.0110266+0.00165654j -0.00285191-0.00290794j 0.00822795+0.018868j -0.058151-0.0243485j -0.0526374+0.0541171j -0.0268356+0.0283065j 0.00581112-0.0130758j -0.0406487-0.00344669j -0.0278223-0.0239937j -0.0436603-0.00329909j -0.102637+0.0138659j -0.0657948+0.0344459j -0.0329429+0.0063726j -0.0458936-0.0475368j -0.0315586-0.0423753j 0.00500406-0.0774161j -0.0118568+0.0164971j 0.0111936+0.00816756j 0.0247467+0.0117996j -0.044191-0.0184887j 0.00331218+0.0090906j 0.02269-0.0266666j 0.00392366-0.0393078j -0.00380929-0.0516262j 0.0311908+0.0332599j -0.00731297+0.0154955j 5.23025e-05-0.0230866j -0.0537576+0.0340766j 0.00282046+0.0288886j 0.0146587-0.00362529j 0.0698142-0.0526582j -0.0222858+0.0101718j 0.0239386-0.000688225j -0.137688+0.0527225j -0.00100466+0.0415108j -0.0252991-0.0413604j -0.0513865-0.0189105j -0.0338974-0.038484j 0.0256414-0.034642j -0.00374451+0.095534j 0.00233893+0.0293958j 0.0243919+0.0244192j -0.0245721-0.0691695j -0.0182408-0.0236708j 0.0363769-0.00367658j 0.0130428+0.0755409j 0.0184374+0.00708098j -0.0165719-0.0183834j 
0.0674501+0.00789913j -0.0670445+0.00319757j 0.00340435-0.013297j -0.0688304+0.0364241j 0.180674-0.0097208j 0.00570652-0.0490831j -0.0303681-0.0109435j -0.0702337-0.0142069j -0.0028344-0.0273571j 0.0804169-0.0229746j 0.0435159+0.0107018j -0.00761949+0.00702111j 0.109605+0.090394j -0.0505539+0.0840556j -0.00630748-0.0164303j 0.0736724+0.0188173j 0.192874-0.0549099j -2.71841e-05-0.0721441j 0.0339659+0.0392416j 0.156499-0.0195213j -0.0677065+0.0875212j -0.0636664+0.0200389j -0.10768+0.00407746j 0.0211844-0.0103682j 0.151519-0.0276491j 0.109296-0.0124702j -0.070412+0.0181932j -0.0268092+0.0255316j 0.140364-0.00415251j 0.038366-0.00993608j -0.0328162-0.0436413j -0.0419551-0.043579j -0.0945762+0.0264772j -0.00389276+0.0323054j -0.0345051+0.0256141j 0.127549-0.0774121j 0.0528182+0.0771596j 0.0798161+0.106578j -0.0354567+0.0404897j -0.0119992-0.0684045j -0.0504638-0.00190093j 0.0098296+0.0159739j -0.0326913+0.00563156j 0.0364052-0.00909904j -0.000647903-0.00806778j 0.0229298-0.0575923j 0.0316749-0.0407023j -0.0143258-0.000110946j -0.00581072+0.0105616j 0.0215554-0.00511728j 0.0148358-0.0564348j -0.00376274-0.0108457j -0.0614761+0.0181107j -0.028159+0.0203646j 0.00543616-0.0186194j 0.0204319+0.0282373j 0.0609635+0.0141163j -0.18104-0.0273072j -0.0857157+0.00135182j -0.0856147+0.0156767j -0.0199643-0.0505322j 0.00735776-0.0495528j 0.00112759-0.12759j -0.0178574+0.0422056j -0.0127797+0.0245596j -0.0106491+0.0572094j -0.00543646-0.0862159j -0.0122107+0.0176226j 0.00977698-0.0107445j -0.0104767-0.0398249j 0.016345-0.0484594j -0.0105887+0.0313919j -0.0245539-0.0141002j 0.000858157-0.0232208j 0.0148344+0.00501364j 0.0158213+0.00698249j 0.04626+0.0164163j 0.057959+0.00616824j 0.0231168-0.0134339j -0.0436107+0.00489672j -0.0635441-0.0541798j -0.00421586+0.0544803j 0.0217335-0.0222713j -0.0133416-0.110659j 0.0212616-0.0238895j 0.0444051-0.0761801j -0.0170788+0.0589931j -0.0177809+0.0191683j 0.0161957+0.0401039j 0.0392109-0.0152138j -0.0252377+0.00574197j 0.046244+0.0179521j 0.00232467+0.0708459j -0.0184189-0.0546581j -0.00999081+0.00157519j 
-0.0405974-0.0250685j -0.00665991-0.00987759j 0.00759833+0.0151308j 0.0399274-0.00487373j -0.17795+0.0400384j -0.0117151+0.0408642j -0.0392147-0.105133j -0.101405-0.117159j -0.0539966+0.019666j -0.116917-0.0251079j 0.0434123+0.0138177j 0.0529333+0.0305419j 0.0431464+0.0488516j -0.029991+0.0232943j 0.00769498-0.0118271j -0.0427809-0.0303415j 0.169147+0.0676509j 0.0666147-0.00843637j -0.0175662+0.0194515j -0.191971-0.0621297j 0.0636402+0.0234134j 0.103084+0.0356898j 0.140485+0.0194724j -0.0559526+0.0131881j 0.0816142-0.00230534j 0.0270103+0.0243691j -0.0222265-0.00424121j -0.0513003+0.0169843j 0.0789517-0.000226504j 0.0393789-0.0035382j -0.0094011+0.0514757j -0.0198419+0.0168385j -0.000443027+0.0295932j -0.0644962+0.0179704j 0.0708601-0.0387281j -0.00517214+0.00903587j 0.0435754-0.0549211j -0.0393319+0.0769707j -0.044644-0.0664974j 0.00673903-0.0569191j -0.00469206-0.144903j 0.000802166+0.0461177j 0.0312222-0.000654261j 0.0191807+0.0107461j -0.0433488-0.0197925j -0.0127265+0.0651136j 0.00508493-0.0302134j -0.0624545+0.00767921j 0.0110839-0.0185889j -0.0313746-0.0922489j 0.0373592+0.0398062j 0.0571574+0.0270353j -0.0868416+0.01617j -0.0166897-0.0463864j 0.0339109+0.0188691j 0.0071639+0.07964j 0.00696154-0.0133856j -0.0877822+0.00371767j -0.065015+0.00422838j 0.00409386+0.0358756j -0.0185658+0.015633j -0.00591315+0.00969291j -0.00386088-0.0462469j -0.00958294+0.00403949j -0.00696275+0.00102659j 0.0262862+0.0447515j -0.00931935-0.0687908j 0.0408734+0.0346644j 0.000409445-0.00581524j -0.00805868-0.0181395j -0.0377868+0.00697579j 0.0296465+0.0379418j -0.0245632-0.00185139j -0.0118867-0.0108555j 0.0541088-0.0286203j 0.0422032+0.0173332j -0.0144191+0.00679734j -0.0977383+0.0279231j 0.0936669-0.0212046j -0.145374+0.0343097j -0.0340435+0.0175262j 0.0221837+0.00792744j -0.0403-0.0168338j 0.0571765+0.00655611j 0.0120112+0.181621j -0.04234-0.0711337j 0.0361873+0.0546956j -0.00414319+0.0221718j 0.00534422+0.0479274j 0.00921693+0.00912333j -0.0344784-0.0623181j -0.0261826+0.0356165j -0.0130606-0.0416016j 0.00835911-0.00668116j 0.00168548-0.0210261j 
-0.0114983+0.00785453j -0.0580662-0.020022j -0.0425475+0.0280941j -0.00483776-0.0070007j 0.0916884+0.0983876j 0.0434339-0.0103906j 0.112329-0.0466293j -0.00791249-0.0199229j 0.0215644-0.0127576j 0.0809239-0.000147387j 0.0130412+0.0179687j -0.0284304-0.0158197j -0.110193+0.0189737j -0.102114-0.038861j 0.137518+0.00233881j -0.0498801-0.0442505j 0.0109077+0.042991j 0.0145019-0.00736152j -0.00639751+0.0282749j -0.119548-0.0430398j -0.169798-0.00471538j -0.132259-0.0684159j -0.0315895-0.0203773j 0.0952553+0.0646765j 0.000102299-0.00135749j 0.0375244+0.0365924j -0.0251958+0.0280367j -0.0757829-0.00397581j -0.11198-0.0165223j -0.0212103-0.00125531j -0.161878-0.0506148j 0.210972+0.0711415j -0.0426966-0.0410885j 0.000863086+0.0197663j -1.44429e-05-0.015731j 0.0224482+0.0174446j 0.0155484-0.00824206j -0.0066313+0.0278833j 0.0629979-0.0221035j 0.0374996+0.00244313j 0.0279887-0.105329j -0.0202808+0.047328j -0.0180321-0.00991043j -0.0532991-0.0443984j -0.0818729+0.00390579j 0.0823528-0.027732j 0.0174334-0.0439141j 0.0209809-0.0312812j -0.0417117+0.046434j 0.0316432+0.0116419j -0.0280803-0.0450916j 0.0411952-0.0308646j 0.0507025-0.00289725j -0.025075+0.0231404j 0.116282+0.0420234j -0.0716246+0.00700322j 0.0118313-0.010671j 0.0118526-0.0315304j 0.040954-0.0400086j -0.0212154-0.00832639j -0.0290981+0.0478859j -0.0224267+0.00161132j 0.018206+0.00314216j -0.00601565+0.0145469j 0.00170399-0.0339336j 0.0500451-0.0109344j -0.0163201-0.0153077j 0.012665+0.000306497j 0.00742096+0.00222846j 0.00284457+0.0236043j -0.00514728-0.0471211j -0.0169664+0.00914992j -0.00367543-0.0101823j -0.0371928-0.0291065j -0.0502801+0.0166499j -0.0383649+0.0249191j 0.00383868+0.000740643j -0.038687-0.00848512j -0.0177272+0.0473501j -0.0146694-0.010792j -0.0324635+0.0461503j 0.0983223-0.0538812j 0.00775761+0.054938j 0.0660247+0.033266j -0.0323917+0.0306429j -0.0201678-0.0703359j -0.03185-0.0312853j 0.0103509-0.00070791j -0.0297788-0.000733272j 0.00572771-0.0312677j 1.28555e-05-0.0706649j 0.0162646+0.0583749j -0.0246446-0.0328566j 0.00731806+0.0226739j 0.00950281-0.00185637j 
-0.0185645+0.0272603j -0.0316088+0.0338832j 0.0595661-0.0403761j 0.0310576+0.0212966j -0.0682481-0.106559j 0.14992+0.0113305j 0.0643969+0.0106289j -0.0433408-0.0209587j -0.0298258+0.0479335j -0.064032+0.00301335j 0.0665277-0.0370284j 0.0458617+0.0238715j -0.0937874+0.0191687j -0.0483714+0.0429632j 0.0452399-0.00740296j 0.0710118+0.0291022j 0.124386-0.0208373j 0.0302686+0.0059139j -0.176703-0.00953189j -0.0647521+0.0741786j -0.0344303+0.0590208j -0.0137777+0.00292548j 0.00515223-0.00773658j 0.0106344-0.0356399j -0.116646-0.0391731j -0.0412881-0.019413j -0.0143109+0.00635826j 0.0520625+0.00941451j -0.0394132+0.0601901j -0.00317669-0.00795141j -0.0330481+0.0549813j 0.240435-0.0616263j 0.0642609-0.0116586j -0.00170352+0.00109264j -0.0175607+0.0769594j -0.0492116-0.007307j -0.0486088+0.100924j -0.135322-0.0921502j -0.00949606+0.019157j -0.012143-0.0111332j -0.0277982+0.134417j -0.0308419-0.0252351j -0.00286212-0.002486j -0.00624711+0.111957j 0.0665871+0.00577865j 0.00144885+0.00736103j -0.0190775+0.0545633j -0.067561-0.00996127j -0.0170277+0.0228202j 0.00935128-5.96779e-05j 0.0287455+0.0912307j 0.0352005-0.00858191j -0.119988-0.040295j 0.0981627-0.00649401j 0.0496643+0.0146703j 0.0134428+0.112755j -0.0231004-0.0136033j 0.0525209-0.0500066j -0.0786177-0.0376058j -0.015827-0.0714233j -0.0152405-0.0298164j -0.00475541+0.0224451j 0.0691803-0.0510699j -0.0360593-0.0244747j 0.00780721+0.00217672j -0.0270231+0.0133901j -0.0125523-0.0281775j -0.026633-0.00398398j -0.0117644-0.0007074j 0.0258995+0.00414401j -0.0203828+0.0440961j 0.00798397+0.00537513j 0.00727392-0.017833j 0.00574821+0.0412233j -0.0138458+0.0142779j -0.0341986+0.0265115j 0.0123194+0.0215455j -0.00388379+0.0505363j -0.0362059+0.0238776j 0.0009299-0.0475364j -0.0121544-0.0169944j -0.147397+0.0114578j 0.0524268+0.0269212j 0.000286002-0.0131268j 0.00156238+0.0262358j 0.0675297+0.0644247j -0.0344284+0.0280422j -0.0184867-0.0166139j -0.00381557+0.0183295j -0.0498266-0.0164934j -0.00253721+0.0613599j 0.0450136-0.0660071j 0.0019246+0.0777366j -0.00822253+0.0105996j -0.00948872+0.00448011j 
0.0281432+0.0301301j -0.00202811+0.00477607j -0.00793717+0.00907346j 0.110212+0.00345624j 0.0487011+0.0381626j 0.0164949-0.0310137j -0.140768+0.0296825j -0.160437+0.0396723j -0.040487+0.00237429j -0.00550299+0.0173664j 0.031853-0.00920991j 0.064258-0.0205215j 0.0922687-0.00648882j -0.0333044-0.0192192j 0.0319748+0.0143494j -0.179729+0.0280688j 0.180505-0.00636956j -0.0798571+0.0267339j 0.0322795+0.00788875j -0.168684+0.063985j 0.0726615-0.0049904j -0.0392509-0.030204j 0.0451827-0.0372693j 0.0493933-0.00712776j -0.00569847-0.00952177j 0.0401965-0.00860135j 0.0426437+0.0195464j 0.015713-5.04389e-05j 0.0750071-0.00591795j -0.0618937-0.0332784j 0.0138309-0.00412444j -0.00309934+0.0117566j 0.0475294-0.0744353j -0.00946685+0.00843288j 0.0394101-0.015502j 0.0723326+0.0335648j 0.001591+0.0626285j 0.0433562-0.0209281j -0.063349+0.0925014j -0.0382113+0.0582834j -0.137187+0.0355701j -0.0200702-0.030566j -0.0695683-0.00904951j 0.0386657-0.0146981j -0.000376917+0.0114573j 0.0193739-0.034106j -0.0166166-0.0135257j 0.0514666+0.032256j -0.0673135+0.025776j -0.0407091+0.0463993j 0.00953551+0.00012718j 0.0120059-0.0636559j -0.043848+0.0586368j -0.0706546+0.0256165j 0.0604618+0.0347108j -0.0383264+0.0383654j 0.0548404+0.00977211j 0.0804982+0.0453486j 0.0158338+0.0118581j 0.0178579-0.0427704j 0.00490665+0.032518j 0.0163997+0.0413062j -0.0194581-0.0125684j 0.0128829+0.00513538j 0.0225516-0.0137159j 0.0264947-0.0275439j -0.0449562+0.0299258j 0.00154414-0.0122582j -0.0191034+0.0158425j -0.0220394+0.0326116j 7.46619e-05-0.00158925j -0.00935409-0.0346444j -0.0195304+0.0350734j -0.00876384+0.00818319j 0.00417388+0.007546j -0.00602043-0.00483059j 0.0222022-0.000163502j 0.0523253+0.050308j -0.0753586-0.0411045j 0.050728+0.0450832j 0.0523058+0.0681j 0.0269776-0.000929205j 0.0120777+0.0804816j -0.00694572-0.0404817j 0.0676823-0.0731144j 0.00447612+0.0237375j 0.0160071-0.0886082j 0.00909414+0.000637449j 0.0347596-0.0198581j -0.033793-0.0220564j -0.0229567+0.0466191j 0.0283777-0.011912j 0.00484899+0.0480678j -0.00720784+0.00801112j -0.000264245-0.0143195j 
-0.0273561+0.0429063j 0.0743649-0.0208299j -0.0753769+0.0026435j -0.0353271+0.00125005j -0.0797165+0.0432698j -0.0805247-0.00466318j 0.0542158-0.0278488j 0.0585122+0.0154425j -0.0494775-0.0251117j -0.00665302-0.018867j -0.0366495+0.0176799j 0.0147329+3.05837e-05j 0.0533124+0.0131202j 0.133381+0.000124003j -0.0468534+0.0138892j 0.0411175+0.0113454j -0.0456653+0.0225858j 0.0743123+0.016765j -0.0758041-0.00544256j 0.125637+0.0213629j 0.0792452-0.0783703j 0.0507687-0.029705j -0.00680909-0.0359023j -0.0334881-0.00413934j -0.120339-0.0184603j -0.058902+0.0020541j 0.0918269-0.0285645j 0.0482449-0.00770946j -0.0147203-0.058964j -0.131101-0.113907j 0.039503+0.0024866j -0.00490407-0.0150503j 0.0600913-0.111456j 0.0185263+0.0609216j -0.0367165-0.112844j -0.0896815-0.00785513j -0.028316+0.114306j -0.0197654+0.0939639j 0.0382612+0.0492002j -0.00283582-0.0537604j 0.0434471-0.0160415j -0.0554104+0.0103125j 0.0199568-0.00637777j 0.036315-0.0385633j 0.00312508-0.0192381j -0.00304982-0.0359199j 0.0242072-0.0454534j 0.0562424+0.0485391j -0.00609085+0.020135j 0.0736513-0.041665j -0.106371-0.032033j 0.154651-0.0868575j -0.0898081+0.0679226j -0.0167253-0.020536j 0.0741556+0.125207j 0.00414619+0.126771j 0.0555328+0.0356422j 0.039904-0.00330859j -0.0514943-0.0128332j -0.0771845-0.0206922j -0.0471655+0.0408796j 0.00251738+0.0565331j 0.0348579-0.0769801j -0.0577395+0.00501727j 0.0329576-0.0335765j 0.0619728+0.00834936j -0.0303922-0.082995j 0.0633868+0.0253972j -0.0259147+0.00400413j -0.0102805+0.0224526j 0.0458017-0.0236024j -0.0342661-0.0131989j -0.0681662+0.00790694j -7.51741e-05-0.000980668j 0.0168588+0.0572184j -0.00639522+0.0495218j 0.0596131+0.00455001j 0.00198191-0.00677091j -0.0355796+0.00299474j -0.028896-0.0368358j 0.0666822-0.0252161j 0.0472234+0.0529623j 0.00925286+0.0650411j 0.0113901+0.00990799j -0.00190782-0.00185059j 0.0418295-0.0921633j -0.0323422-0.0737218j -0.0186752+0.000609656j 0.00452787+0.0021793j -0.00353622+0.0320087j 0.0270258+0.0501076j 0.0115333-0.00663772j 0.0209471-0.000242961j -0.000894121+0.0120245j -0.0167882+0.00968316j 
