0.0901194-0.00430829j 0.0322141-0.00501481j -0.0111973-0.00211155j 0.139504-0.00250972j -0.0638282-0.00518881j 0.0533179+0.00233484j -0.0155135+0.00918431j 0.0150494+0.00159837j -0.025557+0.00444546j -0.0464935-0.00105941j 0.0322933-0.000308531j 0.0017305-7.56232e-05j -0.0236024-0.00190103j -0.0180683+0.00177135j 0.0419559-0.0043524j 0.00843685+0.00554592j 0.0290313-0.00544102j -0.0674768+0.0112106j 0.112989-0.0116201j 0.177477+0.00902865j 0.0122257-0.013319j 0.0092341-0.00240873j 0.0215943+0.00741512j -0.0450835-0.00203271j 0.0270063+0.00299309j -0.00257728-0.00391968j 0.0238139+0.000350255j 0.00248399-0.00221289j 0.0459589+0.00240152j 0.00610598+0.000641117j 0.00563397-0.000659603j 0.0090557-0.00290298j -0.0231296-0.000262347j 0.0283903-0.00378515j 0.0653692-0.00174147j 0.0660064+0.0137722j 0.106748-0.000789781j -0.0395807-0.0169767j 0.0323261+0.00374513j -0.0113573+0.0139685j 0.0298223-0.00406764j -0.0557923-0.0243657j 0.00306737+0.00359714j 0.0690995+0.00629019j 0.0197433+0.0010456j -0.00682474+0.00109496j -0.0267353-0.00484847j 0.0356356+0.0100768j 0.0167392-0.0071669j 0.00946233+0.00895559j 0.0292029+0.0102313j -0.0131197-0.0263149j -0.00543955-0.0278521j 0.0143212+0.0202816j 0.0510439+0.00717354j 0.0124432-0.0219003j -0.0233005+0.0364961j -0.0379659+0.00928256j -0.0136742+0.0059404j -0.0109486-0.00960779j -0.0217334-0.010777j -0.0101259-0.00540378j 0.000101858-0.000886505j 0.023492+0.0140701j -0.0135167+0.00758312j -0.0136613-0.00690942j 0.0391653-0.0140765j 0.0261905-0.00471749j 0.00254856-0.000901842j -0.00724597-0.0129456j 0.000389286-0.0183951j -0.0111305+0.000616531j -0.00760153-0.00436342j 0.00323394-0.00745727j 0.0256765+0.0075256j 0.00456669-0.000225218j 0.00310303-0.00184981j -0.0141378-0.00389438j 0.00950888-0.00317328j -0.0246864+0.00607774j -0.0151481-0.00100558j 0.0207461+0.0211602j -0.0211856+0.006214j 0.0240049-0.0289413j -0.0265229+0.00122036j 0.0116521+0.0664783j -0.031434-0.0432459j 0.00723667+0.0253917j 0.00351712+0.0119107j -0.127693-0.0462167j 0.0896051-0.190974j -0.00816187-0.0461791j -0.120383-0.00105553j 0.099643+0.211696j 0.202565-0.0978283j 
0.0569926+0.011542j -0.00314273-0.0211004j -0.00415288-0.0184843j -0.0131985-0.0104773j 0.111893+0.00177079j 0.0410167+0.0725069j -0.013593-0.0465509j 0.0526557-0.0386372j -0.0282188+0.0181906j 0.0144277-0.03159j 0.0151989+0.0137765j -0.0108833+0.0245537j -0.000596602+0.0187346j 0.0663431+0.0332771j -0.0131901-0.00798382j -0.0597221+0.00554349j 0.0151365+0.00496667j -0.0897622+0.0405989j 0.202314+0.0162405j 0.0306635-0.00546842j -0.0869629-0.00472626j -0.0906074+0.0299161j -0.0181885-0.0109858j 0.0913214-0.0689826j -0.118734+0.0244001j -0.0677053-0.0133495j 0.0352973+0.00240283j 0.0467394-0.00135958j -0.0545693+0.0739264j -0.0852435-0.0493371j -0.0075632+0.086431j 0.00301608-0.0687903j -0.0377744+0.00349565j 0.129237-0.0457921j -0.201492-0.0552719j -0.0186734+0.0476309j -0.0443945-0.0964951j 0.0898665-0.0982913j 0.0646808-0.0527331j -0.0167485-0.0157999j -0.0453571-0.0388212j 0.0607849+0.0159211j 0.00121417+0.026745j -0.0814351+0.0833004j -0.0496101+0.011197j -0.107023+0.0500328j -0.0678343-0.0238131j -0.0248817+0.0205266j 0.0643224-0.0250773j -0.0459209-0.0892758j -0.135981+0.0859679j 0.00165392-0.00924974j -0.109497-0.0552348j 0.0377346-0.00272027j 0.0298184-0.044959j -0.00342568+0.156089j 0.0010502+0.0449985j 0.0147017+0.0399044j 0.00980005-0.0350376j -0.0119155+0.0299699j -0.0188262+0.00922482j -0.025737+0.0643654j 0.0271835-0.0302414j -0.0474296-0.0109028j 0.00139906-0.00146448j -0.0268428-0.0311798j -0.0165879+0.000521485j -0.00581563-0.0207715j 0.00634543-0.0128364j 0.00795285-0.00727804j -0.0417721-0.0215194j 0.0276561+0.00322996j 0.01538+0.0472517j 0.015775+0.0424362j 0.00863326+0.0575073j 0.0674851-0.00719844j -0.00316287-0.0126314j -0.0546958-0.0267091j 0.0670201+0.0147826j -0.0181442+0.0318593j 0.0353514-0.0179031j -0.0423195-0.0353814j 0.0255953-0.0295422j -0.0280545+0.00858216j 0.0239228+0.0991387j -0.0315387+0.0386577j 0.00746934+0.050538j -0.0111255+0.000815529j 0.010885+0.0286728j -0.00590617-0.00350499j 0.00290934+0.0165456j 0.00775666-0.0524798j 0.0157934+0.0135455j 0.0118111+0.0103928j 0.0106265+0.00667171j 
0.0064595+0.0115738j -0.00513713-0.0181219j 0.00643224-0.00410933j -0.0140094+0.0085513j -0.0502901-0.000449249j 0.0426855+0.00619296j -0.0185558+0.0102256j 0.0156428+0.0292315j -0.0929222-0.0163623j 0.0080367-0.0288007j -0.00766883+0.0229887j 0.0218891-0.00395871j -0.0148271+0.0365854j -0.0425142+0.0173007j 0.0326767+0.0240781j -0.0305619+0.0555425j 0.0772362-0.0262777j -0.134265+0.0274455j 0.00590731+0.00938448j 0.0468982+0.0409827j 0.0593041-0.0446629j -0.036369+0.000964508j -0.00514216-0.0227211j 0.00568847-0.0341361j -0.0132277+0.034543j -0.0415683-0.0239038j 0.103987+0.00849822j 0.0615899-0.0027181j -0.0663915-0.0211087j 0.366442+0.0408459j 0.0407133+0.0353281j 0.124686-0.0730052j 0.0991269-0.0550119j -0.0102673+0.0255281j -0.121599-0.241599j -0.052065-0.018138j -0.160522-0.0517088j -0.00439093+0.11116j -0.0772113+0.0578974j 0.0334488-0.0354067j 0.0168958-0.0602881j -0.00732937+0.0216204j -0.0402944-0.0128095j -0.0570607+0.00477098j -0.0434933+0.0079058j 0.0463787-0.0228668j -0.00675969-0.0220191j 0.0234478+0.0350382j 0.030631+0.0321662j 0.014806+0.0250467j 0.0220311-0.0645372j -0.00265864+0.0602957j 0.0232907-0.0166366j 0.0562146-0.000814003j -0.0633096-0.0171803j -0.0111578-0.00647532j -0.0441601+0.0414731j -0.004793-0.00383094j -0.0129917-0.00701467j -0.0387794-0.0170086j -0.00362194+0.00132941j -0.0049606-0.00416459j 0.0211685+0.00908767j 0.000641952-0.00454986j -0.0113076+0.0162607j 0.0198654-0.000135528j 0.0154555+0.0192258j 0.0137724-0.0126628j 0.0276181-0.0251322j -0.00156326-0.00702838j 0.0270126+0.00809313j -0.005336-0.0224449j 0.00132563-0.0437943j -0.0594845-0.00391769j -0.049075+0.0146384j 0.00162448-0.00961405j 0.0100049+0.0368105j 0.0344995-0.00928744j 0.0572228-0.00522951j -0.00797272+0.0297387j 0.0890927+0.0357561j 0.00901028-0.00223171j 0.0191159+0.00370153j -0.017131-0.0693988j 0.0407782+0.00901793j 0.012856-0.0409844j 0.0113566-0.00788908j 0.0134464-0.0230755j -0.0209378-0.0170626j -0.0227231+0.028409j -0.0161436+0.0187925j 0.020738-0.0238461j 0.0254975+0.0263778j -0.00797024+0.0303457j 0.00328734+0.0157844j 
0.021588-0.0224058j 0.00434458-0.00101361j -0.0401592-0.0142858j -0.00631465+0.0121894j -0.0651588-0.0850136j 0.0531987+0.00172813j -0.0346886-0.00833028j -0.0430956-0.0545934j -0.00244228+0.0300155j -0.020992+0.0391799j -0.00197185-0.0347969j 0.0588945-0.0107586j 0.0224099+0.0279527j -0.0139564-0.00887268j 0.0346552-0.0109852j -0.0341182-0.0020339j 0.0660208-0.00109607j -0.0562107-0.00310272j 0.0451738-0.0282407j 0.133398+0.0139845j 0.0529387+0.0548931j 0.0270515-0.00920734j -0.00274163+0.00526344j -0.0274152+0.0358932j -0.0597245+0.0340887j -0.0182757+0.0840959j 0.0803185+0.0619952j -0.00159242+0.0149811j -0.0105912-0.0553249j -0.0982176+0.037592j 0.0202599-0.137615j 0.0445381+0.158351j 0.0244293+0.065824j 0.0646469+0.0355862j -0.245438+0.0522075j -0.0222182-0.0882743j -0.156997-0.071871j 0.0350468+0.0457804j -0.0216503-0.108898j 0.00187096-0.0218753j -0.0512202+0.0141099j -0.00431129+0.00905198j 0.0905062+0.0162618j -0.0181696+0.0119138j 0.00426381-0.0097608j 0.0148514+0.0808083j -0.0887896+0.093351j -0.0187118-0.0842268j -0.0813172+0.0532663j 0.0666765+0.0978395j 0.0503941+0.0773398j 0.0646464-0.0335818j 0.0643492-0.0253415j -0.0365093+0.0137153j 0.00708778+0.0731379j 0.0392755-0.0682683j -0.0703934-0.0367031j 0.0625548+0.0295036j -0.0432728+0.0401285j -0.0460683-0.0460112j 0.00503417+0.0683292j 0.0313317+0.0155485j -0.0173035-0.00734969j -0.0244412+0.0723961j -0.0126565+0.00804873j 0.0264139+0.0211768j -0.000246594-0.0376219j 0.0301342+0.0175466j 0.0154177-0.00584117j 0.0257914-0.01938j -0.0420686-0.0318575j 0.0235805+0.00897612j 0.0495307-0.0435021j -0.0382179-0.052637j -0.0368924-0.0442611j -0.0331993-0.0624791j -0.0370938-0.00483851j -0.0858916-0.00690564j -0.0083527-0.00978434j 0.0324796+0.0227888j -0.0485603-0.0319682j 0.0495004-0.0551465j 0.0132638+0.0452399j 0.00543765+0.0648222j 0.0165511-0.00155393j 0.0400931-0.0402704j 0.0105536+0.024843j 0.0186662-0.0101783j 0.00751188-0.0392338j 0.00171601+0.00825198j 0.00235546-0.025392j 0.0484997-0.0155111j 0.0335678+0.0440044j 0.00581563-0.00173937j 0.00608024+0.0159373j 
0.0164716+0.0206918j 0.0186781+0.00629145j 0.0113015-0.0128511j 0.018246+0.0402267j -0.0387584-0.029574j -0.0159915-0.0367467j -0.00793075+0.0443626j -0.0304755+0.0100925j 0.0297984+0.019156j 0.0399254+0.00203004j -0.0411735-0.00586606j -0.037286-0.00445706j 0.0116335+0.0531716j -0.0398977+0.0440229j 0.0183761+0.0381731j 0.0207386+0.115282j 0.007326-0.0481083j 1.7067e-05+0.0359505j -0.0160318+0.00462305j -0.0273891+0.0942034j 0.0502845+0.0183615j -0.011856+0.045529j 0.0158426-0.00672818j 0.0428993-0.0310447j -0.0771901-0.000983823j 0.0202736-0.0416902j -0.0269393-0.0254856j -0.0380476-0.0171221j 0.0575512+0.0411202j -0.270159+0.0294401j -0.0423933+0.0394009j 0.093306-0.199845j -0.0544274+0.0324848j 0.0305073+0.00794741j 0.0834354-0.295419j 0.0318433-0.0475594j 0.0425167-0.172832j -0.0347101+0.169525j 0.0283499-0.0154626j 0.0270303+0.00585977j 0.00667274+0.00695966j -0.0102981+0.0406172j 0.00084084+0.0224962j 0.0275064-0.0208531j 0.0479147-0.0224626j -0.0197787-0.0507562j -0.00601495+0.0251619j -0.0845109-0.0385141j -0.0255638+0.0125234j 0.00581198+0.0308506j 0.00968658-0.0309652j -0.00964423-0.021673j 0.12113+0.0126481j -0.0219984-0.0339131j 2.84957e-05-0.111442j 0.0334887-0.081641j -0.103119-0.0596058j -0.0147635-0.00307405j 0.00614854-0.00425607j 0.00649109+0.00381303j 0.00253356+0.0580779j -0.00849824-0.0104384j -0.0153443+0.00810865j -0.00667132-0.0135822j -0.0157018-0.0203058j 0.0226897-0.0349775j -0.00340515+0.0537243j 0.00278973-0.00565669j 0.0213611-0.00635441j 0.0286639-0.00687748j 0.000663263+0.0606783j 0.0398035+0.0293853j 0.00843763+0.0210078j 0.0122241+0.0191052j -0.00399669-0.0288928j 0.0167566+0.0205303j 0.0182282-0.0115508j 0.0235951+0.00983901j -0.00191109+0.0524502j -0.0156524+0.0256454j 0.031767+0.0272588j -0.0157993+0.0253696j 0.0282908+0.0239543j 0.0107778-0.0276732j 0.00423674+0.0416658j -0.00477317-0.00352534j -0.0214225+0.0570689j -0.002109+0.00212452j 0.0088202+0.00167473j -0.0223776+0.072032j 0.0104855+0.00830363j -0.00366285-0.0210699j 0.0122652+0.0518424j 0.000366056+0.0217503j -0.0186792+0.0192118j 
0.0306284+0.00629151j -0.011397-0.0233222j 0.0355228-0.011045j 0.00662308-0.0125972j 0.0767466-0.00918514j -0.0434227+0.0650752j 0.0267196+0.00118366j 0.0122894+0.0378001j 0.0589629+0.00497157j 0.00787518+0.0177754j 0.0455272-0.0125047j -0.0576687+0.000539541j -0.00783649-0.0267212j -0.0663838-0.0190593j 0.00445703+0.0224753j -0.0066122+0.00530082j -0.0451331+0.0116616j 0.0611799+0.0353198j 0.0340492-0.0349347j -0.0896198+0.0356412j -0.0420599-0.0373738j -0.0189376+0.0366678j -0.037856-0.0447133j -0.0134636-0.076614j 0.00416169+0.0109743j -0.0738076-0.0276803j -0.0432504-0.0170963j -0.00508179-0.0561661j -0.0202552-0.0638058j 0.0817217+0.0269845j 0.0241101-0.0780822j -0.137435+0.128912j -0.0119653-0.150918j -0.00971651+0.0984458j 0.0751808-0.122j 0.0464327-0.0792316j 0.167473+0.141601j 0.00981747+0.0947367j 0.0432631+0.0948257j -0.0426403-0.13825j 0.0143856-0.0308975j -0.0479283+0.0378774j -0.00419337+0.0227779j -0.0537752+0.114842j -0.0187672-0.0213826j -0.0985169+0.0959599j -0.162757+0.0391479j -0.0625528-0.0541478j -0.0194684+0.0839068j -0.0292294+0.0391495j 0.122823+0.130509j -0.0124217+0.0370171j 0.0570357-0.0226556j -0.0508202+0.009017j -0.00385699+0.0381116j -0.0194039+0.0179171j -0.00292317-0.0902236j 0.0678888-0.00278249j -0.0633442-0.00937309j -0.00136451-0.0727523j -0.0317664+0.0516075j -0.0186995+0.0363843j -0.014973-0.0164047j -0.0282305-0.0112533j -0.0215774+0.00613543j -0.0257062+0.0153934j 0.0130019+0.0491929j -0.0228049+0.00985897j 0.0229933-0.00739236j -0.00223892-0.0137118j 0.0196778+0.0145227j 0.0199589+0.0110486j 0.0281959+0.0134478j 0.0324135+0.00124478j 0.0033797-0.0213663j 0.020618-0.027134j 0.0344853-0.009609j -0.0168402-0.0488815j -0.00353423+0.0424517j -0.0534762+0.0178949j -0.0366996-0.023068j -0.0195082+0.0323303j -0.0328119+0.0249141j -0.0170622+0.0202863j -0.0040158+0.0363784j 0.0267629-0.00858362j -0.0317895+0.028307j 0.0130263-0.00704033j -0.00051082-0.0201924j -0.0236204+5.30469e-05j 0.0197338+0.0639828j 0.0138309+0.0380189j -0.0146937+0.0407987j 0.000874012+0.0116943j -0.023119-0.0158872j 
0.00150063+0.0111343j -0.00010423+0.012922j -0.00381363+0.0130078j 0.0368809+0.0177388j 0.035079-0.0309526j -0.0560135-0.0464712j 0.00926028-0.0349972j 0.00188326-0.0412483j -0.016664-0.00138233j -0.0030987+0.0143494j 0.00636913-0.0201991j -0.0125556-0.00176304j -0.0357739+0.0243201j -0.019819+0.00747825j -0.0311517-0.0180797j -0.018532+0.0109173j -0.0251765+0.0187478j 0.0578696-0.0144549j -0.00164242-0.00263002j -0.0349423-0.00468504j -0.00952189+0.0448197j 0.00137689-0.0301159j -0.00367231+0.0388931j -0.0432078+0.0164227j 0.0942154-0.0353863j -0.0279671-0.0197371j -0.0206335+0.0242976j 0.00562559+0.0951074j -0.0353062+0.0237882j 0.196057-0.110246j 0.0102416-0.0180039j -0.0830482-0.306289j -0.00843299+0.192741j -0.0036364-0.0160738j -0.0162603+0.117016j 0.0388739-0.0478112j 0.0680797-0.0449306j 0.0593816+0.0559107j 0.0212144-0.0576475j -0.013995+0.0994204j -0.0101581-0.00597785j -0.0802021+0.0327164j -0.0165185+0.0290183j -0.00462529+0.0382745j 0.05129-0.0368358j -0.0584671-0.130718j -0.0332742+0.0117797j 0.012383+0.0467538j 0.0493438+0.01349j -0.0313819-0.00049748j 0.0473995+0.00760016j 0.137503-0.0913985j 0.0775486-0.0752885j -0.112254-0.102288j 0.0705715+0.0817274j -0.0217477-0.0573899j -0.00233647-0.0535272j 0.111879-0.00855488j 0.0125134-0.0175018j 0.00766646-0.0582522j 0.00221907+0.124176j -0.000215783+0.092567j 0.0151147+0.0244164j -0.0425121-0.0123118j 0.0180555-0.019795j 0.0179513-0.00666811j -0.00299081-0.0341194j 0.0237219+0.0235906j -0.0180308+0.010697j 0.00246674+0.0283924j 0.0427843-0.0271045j -0.0182457+0.00357065j -0.0496657+0.0181843j 0.0199793-0.000544472j 0.00460428+0.00118337j 0.015248+0.0467443j -0.00612244-0.0186084j -0.0227781+0.011365j -0.0360602-0.0400958j -0.00515457+0.016437j -0.0393001-0.045264j 0.00672417-0.00354887j -0.023618+0.0261425j -0.0110827+0.023171j -0.00031295+0.023754j 0.0241339+0.0224327j -0.0111643+0.00159509j 0.00508446-0.0113137j 0.00136405+0.00744179j 0.000596139+0.00854433j -0.000205363+0.00971594j 0.0169123+0.0118479j -0.0151691+0.0375193j 0.00343837-0.00367195j 0.000569823-0.00310652j 
-0.0234236-0.0169977j -0.0181167+0.0269672j 0.00801912-0.0203459j 0.0535203+0.00318075j 0.00471675-0.051329j 0.0110262-0.000274569j -0.0319353+0.0577921j 0.0195042+0.0156724j -0.0437908+0.0364772j -0.0182099+0.013721j -0.00191656-0.012605j 0.0479183-0.00416252j -0.084461+0.0330497j 0.0378451+0.0312414j 0.0211132+0.00328261j -0.0528527+0.0455256j -0.0685548-0.0161219j -0.00364849+0.032786j -0.000191289-0.0231393j -0.0289012+0.0651495j -0.0282434+0.0068992j 0.00817537+0.0649497j 0.04799+0.0155554j 0.0177585+0.0629855j 0.118469-0.0449725j 0.0451986+0.0147626j -0.11994-0.0736046j -0.0975497-0.119755j -0.00789468+0.115831j 0.13288-0.29892j -0.0563184-0.0624535j -0.0278252+0.130218j -0.0879804-0.0821309j 0.0140185+0.0355173j -0.0266928-0.119764j -0.0271119-0.0139874j -0.0114242-0.03665j 0.0948253+0.0467172j 0.0332149-0.0030553j -0.00286314-0.00594514j -0.00255634+0.0961768j 0.0583651-0.0302277j 0.0440385+0.0125322j 0.032343-0.073277j 0.113968+0.0287368j -0.0449178+0.00651481j 0.0552103+0.0864591j 0.0312941-0.074934j -0.00993153-0.0523308j 0.0964381+0.049225j -0.00612954-0.0443101j 0.101439-0.0167064j -0.0201843-0.00718714j -0.0382651+0.00420282j 0.0461818+0.0798345j 0.0153597-0.0118609j 0.00441824+0.030465j -0.11035+0.0394972j 0.00400877-0.00925268j 0.0579567+0.0905416j -0.00230525-0.0241912j -0.0351376-0.0654436j -0.00167774-0.0485994j -0.0265434-0.0160011j -0.002312-0.0198085j -0.00163479-0.0146535j 0.0112399-0.0518064j -0.00440858+0.00390438j -0.0595109-0.03451j 0.0243647+0.0163117j -0.0125666+0.0136104j 0.0134497+0.0165911j -0.00521742+0.00708614j 0.0178522+0.0337765j -0.0108531-0.00840107j -0.00942967+0.0174873j -0.0235237-0.0202389j -0.034065+0.00573013j -0.0572892-0.0175313j 0.0564359+0.0340743j -0.00693857-0.00777285j -0.0504685+0.0114559j -0.00227366+0.0377366j -0.0100778+0.0533878j 0.0012408+0.00138709j -0.0413779+0.0640957j 0.0365535+0.0338489j -0.0116961+0.00265465j -0.00348211+0.0323823j 0.00445148+0.0125144j -0.0280553+0.0125958j -0.0551448+0.0021272j -0.0126125-0.00408295j 0.00788329+0.00579998j 0.00227988-0.0256296j 
-0.0338794-0.0256445j -0.0043145+0.00993496j -0.00910819-0.0126795j -0.00152335-0.0213448j 0.00469824+0.00874598j 0.0328596+0.0630271j 0.00566683+0.0354064j 0.0485743+0.0661325j 0.0169882-0.0285622j -0.0564032-0.0126736j 0.015472+0.019834j 0.0707033+0.0131401j -0.0243014-0.0452137j 0.0547281+0.000959465j -0.0277682+0.00820223j -0.0678567+0.000306203j -0.0379602-0.0264361j 0.0715577-0.0085212j 0.0356719-0.0172317j -0.00711475-0.0181086j -0.0469215-0.00869715j 0.0130155+0.0476621j -0.00430197-0.04671j 0.0339607-0.00158066j 0.0790975-0.0151926j 0.067496-0.0470776j 0.0556111+0.0439527j -0.0707726+0.0375944j -0.0197142+0.040367j -0.0014372+0.337816j -0.106536+0.0794764j -0.005339-0.194198j -0.0336913+0.0730176j 0.0233518+0.0106675j -0.0460604+0.0100045j -0.162092-0.13617j 0.0432056+0.158292j 0.114429+0.0296123j 0.0186643+0.00380776j -0.0729983-0.135592j 0.013554+0.0330506j 0.0525907-0.0161131j 0.0377007-0.0111524j 0.0271501-0.116243j 0.00811965+0.0109356j 0.0177062+0.00723054j -0.0307248+0.0543226j 0.0134986-0.0168858j -0.0640021+0.0614059j 0.107666+0.0407522j 0.0461281+0.0420735j 0.0473883-0.0234708j -0.000919564+0.0112964j 0.0130631+0.00318004j 0.0493711+0.0407803j 0.0112659+0.0555372j 0.0389088+0.0248692j -0.0352811+0.0453596j -0.0305064+0.00729317j 0.0455703+0.0646104j -0.0207541+0.0293436j -0.0240479-0.0433296j -0.0179195-0.0449484j 0.0217028+0.00538213j -0.0100432-0.0313234j 0.0185912-0.040183j 0.00290727+0.000817906j -0.00638631-0.0110093j -0.0274839-0.0315798j 0.0165034+0.0153688j -0.012925+0.0283243j 0.00600748-0.0146391j 0.0147137-0.0231763j -0.0137555+0.0174365j 8.48028e-05+0.0070874j -0.025023+0.00480399j -0.0244046-0.0239822j -0.00533222+0.00568393j -0.00973746-0.0309276j 0.0276106-0.0167114j 0.021224+0.0111791j 0.011725-0.0292737j -0.0160992-0.021635j 0.00700047+0.0180325j 0.00125765-0.00878154j -0.0549529+0.0233097j 0.0136317-0.0218164j -0.00211721-0.00600405j -0.0162155+0.000370656j 0.00795635+0.0110308j 0.00450003+0.0486562j -0.0693116+0.0284038j -0.0282081-0.0664866j 0.0219585+0.0385632j 0.0101977-0.0555301j 
-0.00969945-0.0251752j -0.000648482-0.00496991j -0.00045969+0.0029636j -0.0326686-0.0251457j -0.00898442+0.0444989j 0.0400597+0.061105j -0.0001583-0.00942826j 0.0110335+0.0293805j 0.0584787-0.0396886j -0.0300993-0.00996181j 0.00081923+0.0243143j 0.0294764-0.0115417j -0.00307798-0.0366726j 0.0148614-0.0297594j -0.0175932-0.017931j -0.0124552-0.0456171j 0.0350704+0.0196003j 0.0324934-0.00366551j 0.0291684-0.0275802j 0.0215977-0.0487038j -0.0207843-0.0564503j -0.00222729+0.0298923j -0.0138959+0.000785837j 0.0281403+0.0371276j 0.0125756+0.00179775j 0.0803292+0.0285177j 0.144865+0.0702516j 0.0216237+0.0468709j 0.00989812+0.108256j -0.0897787-0.411663j -0.073652-0.0178637j 0.0509485-0.119587j 0.0250696+0.026728j 0.0138185+0.0555891j -0.0418322+0.0657344j -0.0968597-0.0852341j -0.0137614+0.177108j 0.027272+0.0728372j -0.0240207+0.0564523j -0.0302134-0.104862j -0.0101464-0.0869057j -0.0129449+0.0299582j 0.00279588-0.0192458j 0.0123133+0.0934556j -0.0260093-0.0214998j 0.0400298+0.0291587j -0.0236051-0.00874886j -0.0795307-0.0415618j 0.00733603-0.027975j -0.0322054-0.0354489j 0.0513052+0.000314878j -0.0846578+0.0665897j 0.0552264-0.0251847j 0.057823-0.00259398j -0.0419511-0.0807398j 0.000842723-0.0909673j -0.022167-0.0346643j 0.0236126-0.0138381j -0.0174549+0.0393177j 0.00662647+0.0214995j -0.00376749-0.0263108j 0.00250391-0.00334232j 0.00899369+0.0422292j 0.0546041+0.0117999j 0.0143796+0.0372062j 0.000766918+0.00476238j -0.0117654+0.0722418j -0.0228917-0.0222429j 0.0368273+0.00832208j 0.00472109-0.021431j -0.0302515+0.0221196j 0.00623273-0.0076234j -0.00753136-0.00059878j -0.00861018+0.0355128j -0.0191849+0.0195448j -0.00214305-0.0194045j -0.0296009+0.0280203j 0.0140603+0.00564616j 0.036718-0.0106585j 0.0136643-0.0247665j 0.00512515+0.0118151j 0.0295502-0.0262661j -0.00877762-0.0599932j 0.010199-0.00793123j -0.000927914-0.0316041j -0.0217718-0.0143388j -0.00210773-0.0279508j 0.00180605-0.0172235j -0.00995419-0.00827294j -0.0121355+0.0253374j 0.01745+0.0429867j -0.0359978+0.00883158j -0.0102889-0.0425416j 0.0129489+0.0447774j 0.0142563-0.0394781j 
-0.0536073-0.00883376j -0.0280212+0.0229384j 0.0138491-0.0275365j -0.0236829-0.00860316j 0.0487501-0.0432574j 0.0670805+9.81211e-05j 0.0667778+0.00782817j 0.0205481+0.0161196j -0.00017637-0.00384307j -0.0468244-0.0287138j 0.0655422+0.0178669j 0.0457061-0.0387199j -0.0906056+0.043454j 0.0329738-0.0328296j -0.0334901-0.0221291j -0.00630058+0.00834769j 0.0274146-0.0121578j 0.0319905+0.0650338j -0.0158894+0.000657459j -0.062784+0.0284881j -0.166661-0.06237j -0.0308434-0.0921885j 0.0280207+0.0332335j -0.00474779+0.0289987j 0.1017+0.0843685j 0.0245938+0.0668732j 0.22009+0.230863j 0.090197+0.0450693j 0.106476+0.117353j -0.0624771+0.0346059j 0.0151706-0.0695666j -0.238252+0.04425j 0.113905+0.020159j -0.00351307+0.0263876j 0.0556869-0.141554j -0.0613934-0.0716335j 0.0117575-0.120678j -0.0304073+0.0245552j -0.015997+0.0400317j 0.0258168+0.0865614j -0.0239973+0.0372445j 0.0463981+0.0208684j -0.0654053-0.00438886j -0.000515308-0.0273291j -0.00290297-0.00849539j -0.0169974+0.00122385j 0.00697359+0.00624687j 0.0412256+0.00934645j 0.0108445+0.0206893j -0.0370106+0.0222677j 0.0154089-0.0171954j 0.00887818-0.011118j -0.0382944+0.0140527j -0.0310324+0.0314109j 0.033309+0.0287105j 0.020368+0.038315j 0.0206474+0.0227814j -0.0233507-0.0282363j 0.0149626-0.00409457j 0.0166597+0.00525044j -0.0418105-0.0207748j 0.00799952-0.00859215j 0.115645+0.0306742j -0.0262473+0.000131582j 0.00618028+0.00237404j 0.0133036+0.030564j -0.00661926-0.00966698j -1.92391e-05+0.0162516j 0.0304632+0.029574j 0.0389832+0.016153j -0.0175745-0.0220275j -0.00333066-0.0171835j 0.0123726+0.012613j 0.00863215-0.0176562j -0.0444359+0.00524881j 0.0301623-0.0266622j -0.0436784+0.0299481j 0.0161871+0.00511874j 0.0135495-0.00178078j 0.0353761-0.0231297j -0.00476309-0.011224j -0.0252371-0.0114434j -0.0141717+0.0193936j 0.00341501+0.00131972j -0.03024+0.00306452j 0.00816404+0.0598354j 0.00764556+0.0240885j -0.012509+0.00334208j 0.00128521+0.0155198j 0.0275035-0.0208734j 0.0103279-0.0584938j 0.0340651+0.00765271j -0.0164186+0.0114521j 0.00130263+0.000103329j 0.00680334+0.0462235j 
