-0.00482682+0.00201894j 0.00975321-0.0548097j 0.0184372-0.0064168j -0.0486841-0.0436958j 0.0062504+0.00177345j 0.0125761+0.027273j 0.01335+0.0507083j 0.00922833-0.00604439j 0.0323932+0.00721596j 0.00827204+0.00379807j 0.016378+0.023381j 0.0197574+0.00821525j -0.0181403+0.0199565j -0.0232026-0.0169295j -0.00304754-0.0288392j -0.00850359-0.0144922j -0.00617297+0.00328704j 0.0219102-0.00628932j -0.00981121+0.0316064j -0.0132876-0.0203557j -0.0271059-8.85335e-05j 0.00914359+0.00615025j -0.0183296-0.0306393j 0.0108604-0.0372679j -0.0196761-0.0176089j -0.0369643-0.00781204j 0.0114481+0.0229662j -0.011651-0.0240956j 0.00293897-0.00600512j -0.00251333+0.0043147j -0.00459642-0.0262597j -0.011809-0.00922282j -0.00705863-0.0187574j -0.0124469+0.0226027j 0.0147189+0.0460412j 0.00778405+0.00728507j 0.0213088-0.0185331j -0.0311013+0.0476866j -0.0263461-0.00159927j 0.00704052-0.00843208j -0.00295812-0.0221021j -0.0141931+0.0608798j 0.0233984+0.0453419j -0.00871325+0.0196432j -0.00220217+0.0370775j 0.00548364-0.0152726j 0.0160539-0.0161816j -0.0300966-0.0222963j -0.0100153-0.0179769j 0.0212502-0.0231571j -0.00327778+0.0054415j 0.00918654-0.0485827j -0.00168146+0.0935753j 0.00793438-0.00772568j 0.0224108-0.0748998j 0.0198925+0.0114476j -0.018998+0.0151823j -0.000589954-0.0116742j 0.0670481-0.0275309j 0.0260892-0.0196585j -0.0181809-0.0393073j 0.0187679-0.0178038j 0.0202628+0.0184466j -0.0475347+0.0530483j 0.104084-0.0157852j 0.0324865-0.0893822j 0.0881434-0.0403853j -0.0535912+0.144647j -0.110147+0.108149j 
-0.0204776-0.00117152j -0.0238975-0.0316149j 0.00865354-0.0221442j -0.00514675-0.0160448j 0.0154518-0.0208199j -0.0288089-0.124202j 0.0208977-0.0925087j -0.111346+0.0934914j 0.0423228-0.0578557j 0.0180363-0.0656069j -0.0504585+0.127613j -0.0765096+0.0242974j -0.0543813-0.0680891j -0.0049344+0.0192938j 0.0392609-0.101931j 0.00806642-0.224948j -0.0485103-0.235312j -0.0330371-0.110603j -0.0695172-0.112886j 0.0639309+0.0788395j -0.0132361-0.0248418j -0.0166954+0.00997409j 0.0919636-0.0334262j -0.0544753-0.109058j -0.120316-0.0434126j -0.0510297+8.82716e-05j 0.040414-0.0513609j 0.0385575-0.098498j -0.103703-0.163388j 0.0342432-0.0801029j -0.00448775+0.0889333j -0.0865181+0.00532307j 0.100532-0.0556671j -0.190327+0.0928994j -0.0151314-0.0309709j 0.150915+0.0659954j 0.123905-0.0300609j 0.238512+0.0284569j -0.0991205+0.115812j -0.0715164-0.0967684j 0.141505-0.0107588j -0.00140499+0.0500466j -0.0246158+0.00219567j 0.0155408-0.0494851j -0.0698962-0.0159751j -0.0344811+0.00643575j -0.0342398+0.0124648j 0.056309-0.0285243j -0.0440963+0.00128101j 0.0401146-0.0115701j 0.0665513-0.0606603j -0.0346728-0.0367734j -0.00713858+0.0385147j -0.019403+0.0577316j -0.0253175-0.110296j -0.0477588+0.0333187j 0.0271752-0.0447233j 0.0574178+0.0443892j 0.0142078-0.0675612j 0.046585+0.0115739j -0.00945586-0.00582046j -0.0247541+0.0455717j 0.0789342-0.0549454j 0.0295726+0.0209552j 0.0605677+0.0672906j 0.0119759-0.0329442j 0.0398881+0.00808299j -0.0352805+0.0467329j -0.0126686+0.0282572j 
0.0248347+0.0298821j -0.0215829+0.00199279j 0.0168777+0.0442384j 0.028776-0.0246537j 0.00577535-0.0075435j -0.0258306-0.0116697j -0.000837499-0.104219j -0.0952933+0.00812234j -0.0105272-0.0645134j -0.0296266+0.0100298j 0.00443347-0.104635j -0.0181485-0.0738396j 0.0798103-0.035757j -0.00310738+0.0202389j -0.111071+0.0253063j 0.00887887-0.059442j 0.0541792+0.0214648j 0.00515116-0.17316j -0.0194169-0.104898j -0.00117609+0.0222844j 0.0297044-0.122156j -0.0703684-0.040016j 0.0342256+0.0484626j -0.00997908+0.00373681j -0.0884572-0.0726243j 0.0204359-0.0133634j 0.00439281-0.0348565j 0.0716665+0.0490965j -0.0870373-0.105958j 0.0679349-0.0337197j -0.0601687-0.0354924j -0.0172563-0.0909017j -0.0425693+0.0142814j 0.0674216-0.0666079j 0.258881+0.0173734j -0.0330146-0.0163099j 0.0368088-0.0172563j -0.0163591-0.0771896j -0.059675-0.0366037j -0.153103+0.0517045j 0.0128049-0.0784068j -0.0401126+0.145972j 0.0560268-0.0545822j -0.0335506+0.0170614j -0.128047-0.0497267j -0.050504+0.0168235j -0.10465-0.0180128j 0.0871731-0.0790376j -0.0139573+0.0365005j -0.148451+0.1403j -0.0669645-0.0170566j -0.0361153+0.00168283j 0.0460944+0.0350339j 0.0205831+0.112542j -0.0024353-0.077486j -0.0329247-0.0490003j 0.00215803-0.00598465j 0.0103657-0.0246538j -0.0789737+0.0243966j 0.051796-0.00356547j -0.00234272-0.0526284j -0.00169174-0.0438693j -0.0943312+0.0585751j -0.0392061+0.00211278j -0.0607243-0.00266944j 0.0564799+0.00436365j -0.024258+0.00472764j -0.0450463+0.0151686j 0.0191158-0.0478321j 
0.0104384+0.0362049j -0.0292498-0.0460772j 0.054403-0.00552981j -0.00537604-0.0445459j 0.0420997+0.010083j 0.0477267+0.0223862j -0.00122732+0.0327423j -0.00293903-0.101749j 0.0502393-0.0530798j 0.0476962+0.0743997j -0.159257-0.123999j 0.150701-0.0536066j 0.0571949+0.0641184j 0.100176+0.133597j 0.117579-0.0575418j -0.0993106+0.192239j -0.101062+0.226525j -0.00621552-0.0154929j -0.0153207-0.140823j -0.105015-0.0924763j 0.130496-0.0818477j -0.0014715-0.00403454j -0.0612261-0.0916766j -0.0280184-0.144183j 0.0593007-0.0598764j 0.0225537-0.072393j 0.0445953-0.131482j -0.153602-0.0122803j 0.0855274+0.136327j -0.0388322-0.0671631j 0.0840742-0.0502153j 0.0122448-0.0312334j -0.119649-0.0937342j 0.0304918-0.0335496j -0.121243+0.0364452j 0.00408153+0.0561935j 0.0482376-0.0369312j 0.0979734-0.0576964j 0.159506-0.0459795j 0.0225609+0.0344463j -0.0106328-0.041966j -0.0720008-0.0727979j 0.141035-0.140029j -0.00886098+0.0113208j 0.0265303+0.0101013j -0.0559345-0.0800104j -0.120166-0.0478594j 0.0220023-0.104656j 0.00537921+0.0213581j -0.0903055-0.00099096j 0.0344693-0.03525j -0.0418654-0.0245307j 0.108413+0.0998379j 0.057489+0.0145931j -0.0187243+0.0724727j -0.00758717-0.0270404j -0.0890665-0.00905453j 0.0474531+0.0618018j 0.0567704-0.0702265j 0.0566803-0.0111678j -0.0749447-0.00742121j 0.010087+0.0166887j -0.0218874+0.0115852j 0.0429517+0.0361802j -0.0482594+0.0596473j 0.0767157+0.0115508j 0.00389607+0.0199668j -0.0275364+0.0448326j 0.0234787-0.0201967j 
-0.0154755-0.0251288j 0.0115735+0.010249j -0.00706743-0.0438615j -0.0260736-0.0539481j 0.0136421-0.0234082j 0.0595786-0.0162068j 0.0124649+0.0744398j 0.0284593-0.056995j 0.0396922-0.0923494j 0.0327923+0.0983697j -0.0206941-0.0654424j 0.00368953-0.043648j -0.0322017+0.111622j 0.0156372+0.208669j 0.0360517-0.194549j 0.0509514-0.0400743j -0.169151+0.025073j 0.0560763-0.057026j -0.20506+0.0601552j 0.0425898+0.099754j 0.136477+0.0462425j -0.0168009+0.0657269j -0.132399-0.00519582j 0.0566837+0.0693929j -0.217622-0.0120138j -0.0223774+0.0159544j 0.0461968-0.00122826j 0.0506374+0.0867865j 0.0606694-0.21621j 0.0680997-0.0912439j 0.00413237-0.0718279j -0.0178605-0.0897084j -0.123076-0.0988739j 0.0778324+0.094132j 0.00419152+0.117204j -0.0278166+0.0556221j 0.0752275+0.0489802j 0.0288414+0.0301229j -0.13229+0.0949006j -0.0383805-0.00450733j 0.112248+0.0824358j -0.0565921+0.0401971j 0.0472691+0.116965j 0.0485392+0.013481j 0.0368067+0.0157466j -0.0707795+0.00896684j 0.056368+0.111821j -0.0315837-0.00823285j -0.118615-0.0532312j 0.0585125+0.0330833j 0.0455194+0.0123327j 0.000199935-0.0336377j -0.0697135-0.0475501j -0.0313112-0.00640425j 0.074058-0.0221432j -0.036972+0.0624901j 0.0999034-0.042633j -0.0732569+0.0432507j 0.00900129+0.0427857j -0.0378627+0.0347569j -0.0852566+0.0149896j -0.026224-0.0120585j -0.0182012-0.0157272j -0.11227-0.0569689j 0.0261798-0.0428064j -0.0322828-0.0372647j 0.0689658-0.036194j 0.00633814+0.00943745j -0.0644559+0.0715695j 
0.00208678-0.0317409j -0.0672609-0.0388925j 0.0174207-0.0972923j -0.0886632+0.00875144j -0.0234694-0.0664429j -0.062847+0.0196719j 0.0818791-0.0376278j -0.00465349-0.0652768j 0.0511671+0.0859033j 0.0585266-0.0739669j 0.000729628+0.243626j -0.0581483+0.0055456j -0.122833-0.0740527j 0.090768+0.150168j 0.0357692+0.055883j 0.0299244-0.0664652j -0.0708212+0.0303728j 0.0483653-0.0612019j -0.0416808+0.0391007j 0.0494591+0.035334j 0.110202-0.0636238j 0.106081+0.124593j -0.123886+0.122557j 0.181779+0.107935j -0.10369-0.015787j -0.0447717-0.0204576j -0.114372-0.0823788j 0.197506+0.0704576j -0.0570829-0.236433j -0.00640058-0.118621j 0.104211-0.0485726j 0.147332+0.103485j -0.0831629+0.154606j -0.0418448-0.0683299j -0.133391-0.0227057j -0.0232484+0.0358126j 0.0148692+0.0597501j 0.0666332+0.0167104j -0.00569005-0.139566j 0.101795-0.0392638j -0.11365-0.0575383j -0.03734-0.0918485j 0.00829174-0.0887408j 0.0319044-0.0519253j 0.0416947-0.0322545j -0.0125041+0.0369294j 0.0329917-0.0144341j 0.0159864+0.0132332j -0.0149307+0.0431108j -0.0718002-0.0336916j 0.0687138-0.0190238j 0.0341811+0.0369361j 0.0171967-0.0338848j 0.0733977+0.0675778j -0.0700093+0.0501352j 0.03323-0.0468927j -0.0742089+0.0694975j 0.0727198-0.0505469j 0.0540541-0.00764607j 0.000735793-0.00111639j 0.0158137+0.00240165j -0.00537536+0.0365515j 0.0420527+0.00539436j 0.0622102+0.0438505j -0.0218526+0.00449723j 0.00199818+0.0434769j -0.0118851+0.0101121j -0.0128397-0.0124987j 0.0419417-0.0405688j 
-0.00314627+0.0153684j -0.00534123-0.0285214j 0.0845865-0.00679633j -0.02377-0.0686333j 0.00548285+0.00631902j -0.0580347+0.059963j 0.0157086-0.0646515j 0.0907636+0.0136066j -0.0306268-0.0713602j -0.0731822+0.130676j 0.128089+0.0968199j 0.0280895-0.0648629j -0.071396+0.05867j -0.142976-0.072895j 0.0445258-0.014759j 0.0446706+0.0488549j -0.00249501+0.0313648j 0.107546-0.0692853j -0.0518691+0.0684596j 0.0323504-0.0126006j 0.209394-0.056433j -0.0377866+0.095944j 0.157503-0.0595806j 0.107291+0.0630502j -0.077036-0.180246j 0.0552228+0.109517j 0.0877472+0.122009j 0.119189+0.100423j -0.0561994-0.0538117j -0.0558506+0.0703097j -0.0613729-0.0252719j -0.113469-0.0372348j 0.032512-0.0652321j 0.170597-0.0364705j 0.0129815-0.0166432j -0.0945183-0.0438408j 0.0272407-0.0621481j -0.0667237+0.121539j 0.0456+0.0065074j 0.0600331-0.0153426j 0.0484388+0.060605j 0.110037-0.0018687j 0.0112952-0.0303508j -0.0384618-0.0086873j -0.144117-0.0404224j -0.0256426-0.0314579j -0.102501-0.036097j 0.0999133+0.0114159j 0.122844+0.0743607j -0.0151612+0.0270282j -0.0669198-0.0429124j 0.0415012-0.0526318j 0.0217327+0.0740042j -0.0245157-0.0881174j -0.0187919-0.0300254j -0.0358312+0.0729004j -0.057221-0.0260968j 0.054792+0.0981694j -0.0600969-0.126059j 0.0356709-0.0326189j -0.0239694+0.0382271j -0.0701951+0.0615574j 0.0871525-0.0502421j 0.0773572-0.0136873j 0.00357359+0.0525506j -0.0458481+0.00519701j -0.00558712+0.00676096j 0.0151219+0.0211547j 0.00512903+0.0186846j 
-0.0429219-0.0501198j 0.00339028+0.0573226j -0.0899352-0.0282093j 0.0481924+0.0668267j -0.0384671+0.0100826j -0.066982+0.0447333j -0.0599227+0.0380769j 0.03331-0.00737443j 0.00519673-0.117378j -0.047477-0.0315502j -0.0659375-0.123631j 0.00426945-0.000440546j 0.0810899-0.0130783j 0.0178255+0.0212043j -0.0418412+0.0120327j 0.0167954-0.0168891j 0.0579051+0.108321j 0.00350827-0.13167j 0.0163941-0.0430573j -0.107574+0.00494546j -0.000753991-0.0303053j -0.057855-0.103722j 0.0377025-0.155468j -0.0889207+0.087926j -0.043898-0.053439j -0.0330607-0.0702654j 0.0415712-0.0216488j -0.0913313-0.0794222j 0.0122052+0.0414382j 0.041213-0.0425779j -0.10346-0.0983513j -0.0377785-0.185278j -0.00866721-0.002405j 0.0275653-0.0471147j 0.10787-0.0320317j 0.0316964-0.0764393j 0.0595627+0.0185926j -0.0682013+0.0153622j -0.0564854+0.128384j -0.0663091+0.0250357j -0.12032-0.0191048j -0.109419+0.00825227j -0.0754472+0.0197791j -0.0319525-0.110121j 0.0142164+0.0544169j 0.0373341-0.0481318j 0.0680901-0.000237965j 0.128338-0.0628411j -0.0392852+0.0684332j 0.00910848+0.094593j -0.0470612+0.044999j 0.0554738+0.059414j -0.08411-0.0102263j 0.0718421+0.067825j 0.0429941+0.0589367j 0.0864118+0.132927j -0.122652+0.0850557j 0.0858046-0.0891825j 0.10932+0.0336343j 0.0116249+0.0436547j -0.0219301-0.0247867j 0.0316347+0.0885157j 0.111535+0.0297729j -0.0327896+0.0449856j -0.0224121-0.0240422j -0.065551+0.0223487j 0.0976394-0.0665414j 0.0555769-0.0379217j -0.0660861+0.0411239j 
-0.0176007+0.0041893j 0.0043305+0.0189183j -0.00431575+0.0605274j -0.0266109-0.0210516j -0.0326351+0.0130027j 0.0225367-0.00830002j 0.0126544+0.0428372j 0.0662779+0.0447057j 0.0789769-0.0300758j 0.0326751+0.00683818j 0.00511553+0.0899267j -0.0171292+0.0124079j -0.0301614+0.0315009j 0.0438061+0.0633979j -0.030232-0.0724481j 0.0496328+0.0078933j -0.0485096+0.021231j -0.0275566+0.00843514j 0.0295333+0.000488327j -0.0245436-0.036979j -0.0599317+0.0236424j -0.117517+0.0428406j 0.00572999+0.0587194j 0.0678683-0.040258j -0.14671-0.00648073j 0.00991134-0.00702973j -0.0639059+0.0114839j -0.0250104-0.131462j 0.0188219-0.0160165j 0.0454926-0.13732j 0.0469695-0.0812203j -0.0317717-0.0264473j 0.0193389-0.0714728j -0.0161443+0.0647128j 0.0531359-0.0786975j -0.000844578+0.0949253j 0.0550175-0.0128693j 0.0338305-0.0525767j 0.00879829-0.0586985j -0.00984695+0.109449j -0.107667+0.0920706j -0.0570565-0.076182j 0.148331+0.0261746j 0.0490463+0.0730333j 0.0235705+0.0295993j -0.0606059+0.0236775j -0.0523171-0.10467j -0.0834998+0.0247766j -0.021923+0.00177127j 0.0153088+0.0198371j -0.0588823+0.00257562j -0.0289642-0.0492467j 0.0355909+0.0333403j 0.101044-0.0630192j -0.0947482+0.00356057j 0.044342-0.0764602j 0.0813991-0.029689j -0.0923107-0.0564866j 0.11767+0.0681404j 0.0337837-0.0548271j 0.0676986+0.0587938j 0.0874126-0.080438j -0.106157+0.055915j -0.0357757-0.0546492j 0.15471-0.00721492j 0.0355237-0.0702752j 0.0304832+0.0662833j -0.0702676+0.0970363j -0.0904712+0.00884823j 
0.0282691-0.0253617j 0.0264637+0.00412954j -0.0537021+0.0151586j 0.0519221+0.012762j 0.00463821-0.0389301j -0.107503-0.108313j 0.0404345-0.0236349j -0.0215966-0.000367299j -0.0211858-0.0529076j -0.0611409+0.00246713j 0.12793-0.0388188j -0.0190031-0.0436956j -0.0126472-0.0449677j -0.119999-0.0887488j -0.00379713+0.0110142j -0.0259626-0.108326j 0.0550509-0.0203463j -0.0465412+0.00652891j 0.0264682-0.0210991j -0.0167551-0.0666819j -0.0813709+0.0675995j -0.0592208-0.00128434j 0.0261648-0.12034j -0.0832788+0.0745165j -0.146945-0.0355177j -0.0121957-0.0877062j -0.00105634+0.010247j -0.0336201+0.0925798j -0.00722869-0.0832796j 0.0647771-0.0148955j -0.00163696+0.0875168j -0.0134224+0.112392j 0.00257021-0.0640195j 0.00910697-0.0557915j 0.160103-0.0129816j -0.0938846-0.0612363j -0.0770014-0.00194558j 0.0174778-0.12104j 0.0903754-0.0467751j 0.0585144+0.0184688j -0.0324825+0.00968036j -0.150829-0.05855j 0.0651891-0.013134j 0.0359077-0.0737299j -0.0176465-0.0475835j 0.0825478+0.0383707j 0.0353972-0.107027j 0.0260522+0.0498407j -0.0488947+0.0191864j -0.0588856-0.00903482j -0.072108+0.00513154j -0.0352154+0.0690768j -0.0196866+0.00531667j -0.126783-0.00927922j 0.110383+0.0631451j 0.121019+0.016608j -0.0568605-0.0471401j 0.0166309-0.0327107j 0.0844728+0.0889205j 0.0327322+0.00466948j 0.0605628+0.0637057j 0.113062+0.0161008j 0.0236554-0.0183886j 0.0501781-0.0193416j 0.107063-0.00878684j -0.065781-0.0370017j 0.0503795-0.00792742j 0.0290977-0.0542671j -0.0317197+0.020613j 
0.0108809+0.00455579j 0.022753-0.00176843j -0.0386402+0.0233305j 0.0085204-0.0192221j -0.0394133-0.0703665j -0.0113167-0.0802778j 0.0742501-0.0405342j -9.91133e-05-0.000722108j 0.0107611-0.00223618j -0.0377549+0.0386691j -0.0796172-0.0654406j 0.00148109-0.027261j -0.0586023-0.00531943j 0.0223066-0.0361402j -0.0620898+0.0535219j -0.0340151-0.020703j -0.0218649-0.0483339j 0.00746004-0.0497631j -0.0362462-0.0500424j -0.011797-0.0721944j 0.0619696-0.053708j -0.0120099+0.028198j 0.121727+0.135513j 0.0346723-0.0701043j -0.0182089-0.0543772j 0.0362565-0.0680851j -0.0369009-0.0115924j 0.0208454+0.00727307j -0.0127825-0.0340154j -0.0282212-0.00174758j -0.0359637-0.0455413j 0.111923+0.0724686j 0.0455945-0.0262848j -0.0711294-0.0257376j -0.0435905+0.0916262j -0.034779+0.0280626j 0.0147109-0.0810917j -0.0187166-0.138605j 0.0157363-0.164206j -0.0709878+0.161758j 0.059592-0.00446168j -0.0848417+0.00690292j -0.0726323+0.000985471j -0.139245+0.134451j 0.0278512+0.0899612j 0.0232745+0.107637j -0.0643148-0.0990424j 0.0695252-0.0705035j 0.0615575-0.027851j -0.0274912+0.0581811j 0.0323745-0.00800732j 0.0861606+0.022167j -0.173096+0.0614949j -0.0815541-0.00136215j 0.064276-0.0963988j 0.0037858-0.0962923j -0.0377399+0.0409472j -0.11564+0.0631658j -0.0053318+0.0813378j -0.0551185-0.0978825j 0.00873823+0.113903j -0.0126424-0.136101j 0.0242138-0.00259025j -0.0888674+0.0977163j -0.0663005-0.0159803j -0.17224-0.00565284j 0.042508-0.127101j 0.137484-0.0646229j -0.0443387+0.0964897j 
-0.0475728+0.012388j -0.0451793-0.0567637j -0.00856462-0.0368716j -0.0627173-0.00332629j 0.0720265-0.0409686j -0.0381887-0.00304204j 0.0200314+0.0049265j -0.0707268+0.0387697j 0.00230931+0.0203614j -0.014266-0.0484152j -0.0481105-0.106803j -0.00958354+0.017181j 0.0141803-0.000385638j -0.00690438+0.0325164j -0.0402057+0.0881364j -0.0603193-0.0480395j 0.0312781+0.0771212j 0.00685587-0.0528323j 0.0272099-0.0316645j 0.0291132-0.011568j -0.085622+0.0570187j 0.00424367-8.56349e-05j -0.118573+0.0313813j 0.0536424+0.00765833j 0.0871618+0.00671059j -0.0142154+0.0630527j -0.0855953+0.119215j -0.0509055-0.0740877j 0.0365858+0.000667904j 0.0467613+0.00630464j -0.0716165-0.108956j -0.0541851+0.083093j 0.0506287+0.0046259j 0.0369815-0.0225142j -0.0208729-0.0701288j -0.0069422-0.0631942j -0.00675294+0.0514304j -0.0367579+0.0752383j -0.034271-0.0290013j 0.00589606-0.0415617j -0.0148866-0.0331687j -0.162727+0.108616j 0.0034536+0.000411111j -0.0572875-0.0757015j 0.0054024+0.024978j 0.0347508-0.00393041j 0.151597+0.0141004j 0.09757-0.00728631j 0.0423697+0.0395329j 0.0479447-0.120924j 0.117982+0.0042814j 0.0213436-0.0461643j -0.0898845-0.0122847j -0.00842653+0.0774893j 0.0344485-0.0251999j 0.0219009-0.0222456j -0.0760623-0.0558178j 0.0344228+0.0416718j 0.115571-0.0963839j 0.0919235-0.0206552j -0.0571457-0.0975871j 0.117046-0.0631778j 0.102111-0.0137387j -0.0386877+0.100075j 0.00936753+0.00405578j 0.124379-0.0918209j 0.181957-0.00745667j -0.070461+0.136407j -0.0785337+0.0360801j 
0.030312+0.0421005j 0.0159867-0.00371858j 0.00532035+0.0412901j 0.0354882-0.0662936j 0.0307413+0.00698375j -0.00909839-0.0172465j 0.00311824+0.0135023j -0.0722063+0.00304356j 0.0201294+0.0101909j 0.074741-0.0845382j 0.0802721+0.121815j -0.124612-0.0263458j 0.129518+0.111384j -0.0258038-0.0424029j -0.0664388+0.000892879j 0.0479174+0.192801j 0.0843009-0.0208176j -0.0571942+0.183025j 0.115481+0.058105j -0.042318-0.0915053j -0.0269194-0.0471635j -0.0587331+0.102238j -0.0961362-0.090829j -0.0141902-0.0121748j -0.0687864+0.0265302j -0.0204065+0.0396285j 0.010831-0.0159297j 0.0940448-0.00540429j -0.0420228-0.0776673j -0.0314876-0.0850472j 0.070999+0.0898272j 0.0204603-0.101475j -0.0226486-0.00523211j 0.0175533-0.0211661j 0.0323037+0.1309j -0.0334461+0.0117183j 0.0425284+0.0359584j -0.0669917+0.0176784j -0.0222391+0.093832j 0.058442-0.138681j -0.0665967-0.0524991j -0.00844632+0.0557094j 0.0182854-0.0625633j -0.0214285+0.0157641j -0.147644+0.0653903j -0.0612891-0.024142j -0.0395595-0.0443204j 0.0281599+0.0294592j 0.0527141-0.126621j 0.0161368+0.0909631j -0.312544+0.000931473j -0.0129245-0.00923989j 0.130606+0.191129j -0.0125461-0.0379138j 0.164261-0.116704j 0.00330015+0.107134j 0.0118557+0.0646637j -0.128528-0.0685696j 0.064851-0.0365182j 0.0932088+0.0347666j 0.0301299-0.105452j 0.0547798+0.0476032j 0.0697269+0.0532915j -0.0655722+0.0274129j 0.0112944-0.00174205j 0.0117333-0.064379j 0.0644157-0.0624436j 0.0610956+0.0195718j -0.0539158+0.0793231j 
-0.0183353-0.0198208j -0.0247607+0.0237282j -0.0541103-0.00625913j -0.00116849-0.0184689j -0.0494798-0.0528956j 0.0241439-0.104213j 0.00571548+0.105348j -0.06626+0.165711j 0.0161977-0.0739617j 0.0753065-0.0185792j -0.0447335-0.00947748j -0.119369-0.0429931j 0.135226+0.0253339j -0.0541+0.0324628j -0.0162712-0.2165j 0.0675678+0.230545j 0.0140878+0.0268484j 0.0124052+0.212575j 0.0198895+0.151963j -0.00143628+0.0661064j 0.0290547+0.0245803j -0.126806-0.113525j 0.0360441+0.0974486j -0.0685164+0.0356609j -0.0926032+0.0116922j 0.0815298+0.110484j 0.0863852+0.102253j 0.0992983-0.0594781j -0.0391772+0.0389413j -0.126782-0.140047j 0.0683761+0.0560031j -0.018563+0.0291025j 0.0520585-0.0809119j 0.0325515-0.045176j -0.0270269-0.0827285j -0.0727812+0.157449j 0.0351868+0.0994724j -0.0352688-0.0776821j 0.0229148+0.0662132j 0.00629636-0.0159881j 0.0964139+0.079048j 0.0262116-0.00608663j 0.0113408-0.00660568j -0.100641+0.0114751j 0.164598-0.00175332j 0.0580695+0.0164433j 0.0817686-0.00900108j 0.174678-0.0394588j 0.0780991+0.0780219j 0.00172965-0.13568j -0.278898+0.00745977j 0.0262709-0.023941j -0.0993431-0.163483j -0.0208951+0.0400357j -0.0167358+0.107142j 0.00293341-0.0741287j -0.0385167-0.0420784j -0.000579157+0.0765002j -0.0375922-0.00892041j -0.0022818-0.028873j -0.044709+0.0406907j 0.000725016-0.0604116j -0.0454971-0.0329354j 0.0350652+0.0227034j -0.0909129-0.00792175j 0.0392308+0.0471721j -0.0339223+0.0297225j -0.0414428-0.0111778j 0.0378888-0.0755854j 
-0.016762-0.0154434j -0.022147-0.0236202j 0.0019235-0.0281473j -0.0596969+0.0124669j -0.0620055+0.00395762j -0.0943377+0.0206861j -0.0167102+0.0601169j 0.0565095-0.0727457j 0.0992464+0.0314858j 0.000292794-0.104521j 0.192714+0.173421j 0.00203693-0.0842175j -0.0684699-0.12678j -0.0977001-0.0149323j -0.0795779+0.0418643j -0.0257723+0.0091469j -0.138766+0.0393778j 0.0470446+0.00745655j 0.031202-0.204303j 0.0942875+0.116613j 0.0937058-0.0200741j -0.123482+0.0321462j -0.0287627-0.00100524j -0.123966+0.00263308j -0.0480575-0.0480556j -0.0503331-0.0669758j 0.00160534-0.15851j 0.0328988+0.0800638j 0.00323185-0.00949773j -0.0632971-0.136497j 0.123332-0.0744036j -0.0272556+0.0731853j 0.0659946+0.120628j 0.0724825+0.22411j -0.0383275-0.0331372j 0.108106-0.161179j -0.0358666-0.0779203j -0.0889217+0.0223297j -0.0208334-0.0849518j -0.0826366+0.174285j 0.0471131-0.0510937j 0.0460761+0.0311813j -0.00780736+0.0122348j -0.0876784-0.0102167j 0.0650186+0.0557506j -0.0244612-0.0212693j -0.0620496+0.143602j 0.0293602+0.00688646j 0.0725315+0.0397941j 0.0505724-0.0280419j -0.287161-0.0102163j 0.043554+0.0342333j -0.0345759-0.00625844j 0.0444208+0.00277321j -0.00856079+0.0252301j 0.0267587-0.0205861j 0.0144451+0.0390348j -0.0196785+0.00157617j -0.0357278-0.0341051j -0.00747282+0.0119543j -0.0137082-0.0552501j -0.0252323+0.0427501j 0.00624817+0.00465979j -0.0226033+0.049861j -0.0621699+0.0242449j 0.03161+0.00130784j 0.0291098+0.00192007j -0.0241331+0.023706j 0.0107862+0.00997499j 
0.0118394+0.00940355j 0.0445793+0.0028742j 0.0422916+0.0429265j 0.0274791-0.0548983j -0.0200053-0.0167554j -0.0190127-0.0242015j -0.0157958+0.09066j -0.0184759+0.134234j 0.00739298-0.0967802j -0.0259845-0.0525748j -0.0615321-0.00716037j 0.0214062-0.170559j -0.0655936-0.000583316j -0.040212-0.187485j 0.0560511-0.248587j -0.061148+0.000958475j 0.0668748+0.005366j 0.113388+0.0667979j -0.0910889+0.0932548j -0.125316-0.0128867j -0.0676543-0.0678413j 0.04758-0.0740309j -0.0425017-0.0867733j -0.189014+0.0852114j -0.108675+0.0714867j -0.0304977-0.0481173j 0.122636-0.00116907j 0.0180091-0.0405445j -0.0535098-0.0362726j -0.276454+0.0672169j 0.205687-0.0565319j 0.11182+0.0476308j -0.0283719+0.0229071j -0.0240871-0.0219942j 0.011324-0.000471802j 0.00367055+0.0078099j 0.00166317+0.0396294j 0.00655895+0.0525402j -0.0446358+0.0107682j 0.0486107-0.042554j -0.0824944-0.0913621j 0.139764+0.0192843j 0.0105469+0.0567114j 0.0758988-0.0145672j 0.0917489-0.0172295j 0.127655-0.0205544j 0.0393555-0.0240636j 0.0133172-0.0437933j -0.0284031+0.0445693j -0.0240726-0.065028j 0.22586+0.0425646j 0.0204677+0.036413j -0.0595137+0.0728702j 0.00454598+0.0257305j -0.100669-0.0328509j 0.0675391+0.0253222j -0.0373278+0.0360998j 0.166515-0.0197757j 0.0347951+0.0165165j -0.0479528+0.0390388j 0.0102693-0.0113395j -0.0212789+0.0500488j 0.0302511-0.0194238j 0.0238149+0.0183841j 0.0936539+0.00825039j -0.0205213-0.0492369j 0.0350297-0.0122059j 0.0169209+0.0316189j -0.0281604+0.05343j 
