0.00755332-0.0168089j 0.00657687-0.033927j -0.0213171-0.0220048j 0.0147278+0.00371959j -0.00734495-0.000859644j -0.00764399-0.0058728j -0.0207034-0.0174809j -0.0198819-0.0269578j -0.00797565+0.00378305j -0.00806614-0.02356j -0.0285992-0.011597j -0.00730554+0.00641256j -0.00344469+0.0175367j 0.00175955-0.000553425j 0.014414-0.0311079j -0.0153084-0.0170427j 0.0105521-0.0209973j -0.00978672+0.0146078j 0.00134852+0.0162209j 0.00427041+0.0354376j 0.00614621-0.0114141j -0.0072723-0.0243124j -0.00158822-6.19782e-05j 0.00301394-0.0247237j -0.0290449-0.00609594j -0.0239999+0.00239395j -0.00907449-0.0538656j -0.0211356+0.0108152j 0.00690049+0.00462157j -0.0152978-0.00101503j -0.00158341-0.061131j -0.0113964+0.0156188j 0.00972812+0.0186596j 0.0230658+0.00198099j -0.00383387+0.0258458j -0.00701551+0.0170963j -0.0103667+0.0189089j 0.00103605+0.030393j -0.0438264+0.0252401j 0.0194681+0.00382591j 0.012171-0.0376665j 0.0306445-0.0431472j -0.0211859+0.0160346j -0.00681797+0.0102776j -0.0229276-0.0222181j -0.011517-0.025028j 0.0662376-0.0441254j -0.0420633-0.0168079j 0.0120025-0.0307309j -0.0248836+0.0313735j -0.0461688+0.116777j -0.0945954+0.0818873j 
0.00569142+0.00726467j 0.0254582+0.0215891j 0.00995717+0.0265552j -0.0152338+0.0010819j -0.0161881+0.00723467j 0.00200567+0.00213708j 0.0146023-0.00213909j 0.0073485-0.00419758j 0.00411449+0.0127971j -0.00515734+0.00999276j -0.00117634+0.00295332j 0.000193001+0.00245923j 0.0130864-0.0047798j -0.00781018+0.00659522j -0.0015934-0.00531313j -0.00769565+0.00637539j -0.00136332+0.00699886j 0.00293467-0.00406217j 0.00701538-0.0142359j 0.00321281-0.0113336j -0.00361508-0.00899059j 0.00318692-0.0056914j -0.00592488+0.000753362j 0.00416762+0.0220058j -0.00117603-0.0335762j 0.00699347+0.0136083j -0.0162807-0.0327197j -0.00845555-0.0110489j -0.0145041-0.00518401j -0.035974+0.00469869j -0.00862796+0.00152871j 0.0227572-0.0111783j -0.0151616+0.0118746j -0.00500118+0.00691931j 0.00265146+0.0190046j 0.00977473+0.0139013j -0.00256833-0.0100179j -0.00110162-0.00861269j 0.00267015+0.0113207j -0.025973-0.0067999j 0.0152001+0.00960081j 0.0123614-0.00100905j -0.0125131-0.0120245j 0.00842076+0.00832558j 0.007444+0.00436695j 0.0103792-0.005423j -0.00365407+0.00164744j 0.00345748+0.0106311j -0.00166798+0.000220739j 0.0026549+4.43877e-05j 0.00551983-0.00565924j -0.00259801+0.00049933j 
0.0123916+0.010941j -0.0136207-0.0238612j -0.00109308-0.012666j 0.0146492+0.00954225j -0.00693689+0.00325547j 0.00806468-0.0140282j -0.00895897+0.00768656j 0.0114659-0.0119967j -4.89561e-05-0.00822993j -0.00488876-0.00412698j 0.00569702+0.0167843j 0.00818262+0.00244242j 0.00414469+0.0132398j -0.0157636-0.0168202j 0.00822822-0.0178454j 0.0066467-0.012709j -0.0108202-0.0119325j 0.0104134-0.0072402j 0.00444196+0.0143963j 0.0215303+0.00431672j 0.0251291-0.00593382j 0.00910515+0.0104736j 0.00444958+0.00376986j -0.00174564-0.0181105j -0.0172029-0.0186775j -0.0081294-0.000666572j 0.00393346+0.00485841j -0.00396641+0.000739062j -0.012167+0.00200854j -0.00682254-0.0121954j -0.00600385-0.0308841j -0.0155923+0.0130454j 0.0134984-0.0139195j 0.01023-0.00214992j 0.0030716+0.0222174j -0.00472694-0.0103988j -0.0021427+0.00393904j 0.00727222+0.000508789j -0.00192583-0.00124132j -0.00203537+0.0143966j -0.000780746+0.000162636j -0.00631069-0.0215147j 0.00056674-0.00520297j 0.0116941+0.00496354j -0.00629989-0.0124763j 0.00375995+6.30747e-07j 0.00837955-0.0119574j -0.000719835-0.0016079j 0.0114824-0.0037558j -0.00519212+0.00383868j -0.012405+0.0178161j -0.00552073-0.00418162j 
0.010136+0.00910202j 0.0157981+0.0164356j 0.00890316+0.0223592j -0.0170908+0.016647j -0.000133449+0.0213371j 0.0127779+0.00655255j 0.00448976-0.0214457j 0.00327676+0.00670186j 0.00369596+0.0116453j 0.0113359-0.00751665j 0.00524399+0.01891j -0.00667128+0.0021768j 0.0028708+0.00706349j -2.95273e-05-0.0105257j -0.0107382-0.0109769j -0.0190163-0.00030512j 0.0128046+0.00442544j -0.00734446-0.00996016j 0.00072189-0.00436708j 0.00620454-0.00184424j 0.0119503-0.000145865j -0.0028727-0.00892328j -0.00563859+0.00292362j 0.0124346-0.00894804j 0.0122174-0.00889821j 0.0213288+0.0178859j -0.00700126-0.0219207j 0.0269409-0.0046774j -0.00561803-0.000369172j -0.0159681+0.000564947j 0.00437464-0.00731448j 0.00557271+0.00266068j 0.0197619+0.00394897j 0.00780964-0.00724191j -0.00161452+0.00648541j -0.0100818-0.00565193j -0.0181319-0.0170828j 0.0103045+0.00808045j -0.00278425+0.00245953j -0.018124-0.00813849j 0.00959051-0.019726j -0.0101527-0.010645j 0.00210101-0.00488766j 0.0115806-0.0166395j -0.00453009+0.00222634j -0.00825248-0.00457836j 0.00499453+0.00877916j -0.00778212-0.00236666j -0.00703398-0.0152688j 0.0141152+0.00334828j 0.00494489+0.00480573j -0.00495651+0.00194938j 
-0.00592721-0.00952938j 0.00431658+0.00352428j -0.0055465+0.00403384j -0.00342235-0.00795615j -0.00112255+0.00576924j -0.00874743-0.000522757j -0.0127459-0.0080686j 0.00616024-0.00361528j -0.00638089+0.0193648j 0.00282604+0.0100274j -0.00106407+0.00305115j -0.009167+0.00459011j -0.0024817-0.00594407j 0.00114991+0.00593421j 0.000931842+0.00650287j 0.00780121+0.00923738j -0.00112533+0.00150548j 0.0101743+0.00805588j -0.00543102-0.0167795j 0.00116509+0.00613025j 0.00882369+0.0132875j -0.00800289-0.0094381j -0.0102753+0.0181828j -0.0110336-0.00269949j -0.00118739-0.00839637j -0.00329956+0.013056j -0.0110388-0.0183256j -0.0110148-0.00171822j -0.00824276-0.00357283j 0.00758667+0.00729434j -8.69878e-06+0.0085553j -0.00315784-0.00196923j -0.00830525-0.00047343j 0.0108213-0.00934638j -0.00667231+0.0133663j -0.0108562+0.00513503j -0.0190801+0.00757297j 0.00180329+0.00320806j -0.0137819+0.00598281j -0.0117584-0.0070965j 0.00614419-0.00514119j 0.00340808+0.0112268j 0.00235784-0.00877555j 0.00326541-0.0155575j -0.00638631+0.00481315j 0.00117801-0.0033251j 0.000615432+0.00427587j -0.0119754+0.00742397j 0.000614506-0.00305383j -0.00583631+0.00227747j -0.00466589+0.00600408j -0.00605617+0.00320414j 
-0.0151895-0.0229039j 0.014159+0.024411j -0.00930413+0.0136499j -0.0404156-0.0238159j -0.00605741-0.0107245j -0.00324402-0.0128786j -0.000622114-0.00705447j 0.0195492+0.0101754j 0.0104685-0.00237743j -0.00622035-0.00428861j 0.00411888+0.00079794j 0.0100501-0.00442025j -0.00489138-0.0189642j -0.00223582+0.0132127j 0.0146626-0.00409829j 0.0109822+0.0161658j 0.00635365-0.00830833j -0.0144869+0.000648297j -0.00538657-0.0126203j 0.00566979+0.00567492j 0.00801421-0.0143045j 0.00697345+0.00636291j 0.00423312-0.011418j -0.00425515+0.0157386j 0.000421508+0.0108345j 0.0200115+0.0132444j 0.00473793-0.0113298j 0.0123729-0.0151229j -0.0117196-0.0138434j 0.0114419+0.0142462j 0.0129898+0.0191251j -0.00252583-0.00720046j 0.00652785+0.0101463j 0.00445041-0.000188215j -0.00246858-0.00883007j 0.0106263+0.0183545j 0.00495145-0.00235431j -0.00644116+0.00383774j -0.0247298-0.00861236j -0.00104552+0.00310145j 0.000668434+0.00323068j 0.00948271-0.00119279j -0.0292758+0.0128512j -0.0105508+0.0160311j -0.0136274+0.0139999j -0.0221326+0.00633723j 0.0159881+0.00440553j -6.39759e-05+0.022335j -0.00758985+0.00296908j -0.000551177-0.00715066j 0.00358018-0.00267877j -0.0135278+0.0182041j 
-0.0129466+0.00608909j 0.0222459+0.0310883j 0.0176922+0.0156599j -0.0177576-0.00311329j 0.0106091+0.000407266j 0.000263043+0.00475335j 0.0165027+0.0111996j 0.00525776+0.000169962j -0.00812526-0.00855932j 0.00832472+0.00697586j 0.0142775+0.000609201j 0.00483057-0.00656432j 0.00310006-0.00766483j -0.00913637+0.0102489j 0.00514503+0.0161325j -0.0113747+0.00965036j -0.00223635+0.00587143j -0.0132319+0.00583104j -0.00525036-0.0125974j -0.0108088-0.0185678j -0.00924633+0.00388572j -0.01395+0.0048327j -0.00563962-0.0136903j -0.018463+0.0100252j 0.00109519+0.0113512j 0.0155865+0.00955975j -0.0109404-0.0154455j 0.0156451+0.0104122j 0.00169695-0.00265405j 0.0146809+0.0117493j 0.00144718+0.0221558j 0.0125071-0.00951463j 0.00113074+0.00157415j -0.00025084-0.00360346j -0.00464496-0.00168575j 0.00874381+0.000629164j -0.0017583-0.0144062j 0.00598693-0.000549015j 0.00587767+0.00449533j 0.00833229-0.00458995j -0.00356386+0.00859574j -0.00558983+0.00223535j -0.008306-0.000820872j -0.0085937+0.00380046j -0.000534667+0.00806042j -0.00471014-0.00539264j -0.00505774+0.016967j -0.0172894+0.012141j -0.00516635-0.000124029j 0.0150261-0.00467997j 0.00352404-0.0115553j 0.00567748-0.0088864j 
-0.00493972-0.009151j 0.00521834+0.00281421j -0.00706775+0.00260474j -0.00800464-0.00257533j -0.0180783+0.0103312j 0.00227397-0.0102745j -2.57656e-05-0.0218854j -0.0112881-0.0161738j 0.0176288-0.000235955j -0.0169785-0.00941752j -0.0154547-0.00750265j -0.00379035-0.00810901j 0.0121042+0.00233641j -0.0108002-0.000172927j 0.00594955+0.013809j 0.00503502-0.00848739j -0.0273232-0.0166677j -0.0119706-0.0156477j -0.0158837-0.00425817j 0.015037-0.00831536j -0.00835156-0.00363939j -0.0181092+0.0101683j 0.00268945-0.0101101j 0.00364982+0.00734525j -0.00467557-0.00806235j 0.00269711-0.0263563j -0.0119742-0.0111035j 0.0093623+0.002538j -0.0069018-0.0100397j -0.0164332-0.00792036j -0.000446555-0.00251322j 0.019371-0.0210884j -0.00129321+0.0170516j -0.000825315+0.00679397j 0.0065918-0.00117468j -0.00436008+0.00914169j 0.00679942+0.00113109j -0.00424074+0.00359644j -0.014219-0.00815727j 0.000209568+0.00919028j 0.00105353+0.00487437j -0.00346454-0.00409918j -0.0185618-0.00470591j -0.00840309+0.0109963j -0.00646374-0.00106958j -0.00425501-0.0121131j 0.0165184-0.00385495j 0.0127142-0.00244989j 0.00642589-0.0107708j -0.00654259+0.00844943j -0.00915126+0.00987211j -0.000777525+0.0111881j 
0.00107384+0.00605277j 0.00555729+0.00391363j 0.00616718+0.00250703j -0.00598874-0.00367053j -0.000475198+0.00376438j -0.00650786-0.00317502j -0.00014009-0.00439714j 0.00862779-0.00268505j -0.00329123-0.00279334j -0.000285529+0.000974735j 0.00149972+0.000427444j -0.00568224+0.00558447j -0.00182885+0.000905614j 0.00517811+0.000789678j -0.00532166+0.0236512j 0.000242984+0.0144469j -0.00442157-0.0104062j -0.0043126-0.00155136j -0.00274456+0.00186163j -0.00259941-0.00319248j -0.00278674+0.00442148j -0.00418813+0.00150195j 0.0120096-0.00793317j -0.00640115-0.00851947j 0.00894426-0.00344075j -0.00299308+0.00376187j 0.0131648+0.014777j 0.000844169+0.00316405j 0.000718428-0.00274925j 0.0204923+0.00042184j 0.00140043+0.00812418j 0.0115914-0.00441427j 0.000896691+0.00548196j 0.0023103-0.0105162j -0.00962263-0.00130078j -0.0129768-0.00731982j -0.00198694-0.00967639j 0.00850129-0.00296043j 0.000413118+0.000802027j -0.00411608+0.00450347j 0.00510374-0.00913236j -0.0133174-0.00253984j 0.00703557-0.0040308j 0.00409622-0.00651034j 0.00847395-0.0042076j 0.0012189-0.0043279j -0.00474687-0.000565501j 0.000488674+0.00690345j -0.00648323-0.00277603j -0.00200152-0.00112252j 0.00421977-0.00400106j -0.0032485-0.000211804j 
0.0119524+0.0213503j 0.0157151+0.00691656j 0.0224312+0.00983081j -0.00530977+0.0120781j -0.00157186+0.00701918j 0.0151745+0.0178532j 0.0233778-0.000353455j -0.0132769+0.00134359j -0.00564185+0.00355006j -0.0183744+0.00693141j -0.00956019+0.00525394j -0.00495343+0.000553662j 0.0106127-0.000174281j -0.00166969-0.00116947j -0.00253378-0.00823303j -0.0156207-0.00558619j 0.00970335+0.00969035j -0.00956363+0.00580731j -0.00576654-0.0162821j -0.0130709+0.0163351j 0.00703329+0.0134507j -0.00349844-0.00252322j -0.0235237-0.0066512j 0.00897674-0.0012872j 0.00512633-0.00145093j -0.00151476+0.0193176j -0.00840577-0.0221043j -0.00762348+0.0100926j -0.00389943+0.000606733j -0.0100364+0.0210763j -0.00993314-0.0184608j -0.0171653+0.0102954j 0.0012141-0.00616138j -0.00493345+0.00810737j -0.000162615-0.00284745j 0.017573+0.0114335j 0.00765577+0.00121055j 0.00217309+0.000768116j -0.000537748+0.0048222j 0.00319267-0.00478447j 0.00324094+0.00107853j -0.00288809-0.00669845j -0.0173156-0.00527762j 0.000970926-0.00201511j -0.00402555-0.00107447j 0.00189904-0.0153839j 0.000724963+0.000477349j -0.00792002+0.00018615j -0.000769791-0.00771394j 0.0116009+0.000745835j 0.00464204+0.00313659j 0.00663084-0.0057089j 
0.0215305+0.0275515j -0.00695007-0.0175473j 0.0278515-0.0153306j 0.0205619+0.0199186j -0.00793104-0.00545678j 0.0213735+0.00348934j 0.000479244+0.0222108j -0.00663567-0.00974666j -0.0128632-0.028763j 0.00481131-0.0133183j 0.00308371+0.0109937j 0.00990011-0.0084407j 0.0144397+0.0204236j -0.00874636-0.0150828j 0.00813499-0.0399305j -0.0154914-0.0252429j -0.0105939+0.017733j 0.00616153+0.02797j 0.0162472+0.0145178j -0.00103622-0.006784j -0.0121429-0.00706702j -0.00599693-0.0106767j 0.00666493-0.0114375j -0.000803347-0.00333293j 0.0050284-0.00109665j 0.0102777-0.0128727j -0.0146547-0.00972286j 0.00968193+0.0132004j -0.0016968-9.22862e-05j -0.0159925-0.0227301j -0.00843651-0.0141529j 0.0238741-0.0211788j 0.00568588+0.0142854j -0.016031+0.00872811j -0.00988871-0.00786709j 0.000291199-0.00320612j -0.00303837+0.000680853j -0.0121842+0.014598j 0.00259+0.0072866j -0.0137586+0.00257334j -0.00823996+0.0104943j -0.00381456-0.00869745j -0.00475235+0.00484471j -0.0162457+0.00522165j 0.000934415-0.0174105j 0.00432828-0.00518965j -0.00153133-0.00469813j -0.00285977-0.0102586j 0.00888181-0.00449692j 0.0085972+0.00528687j 0.00308454+0.00338588j 0.00932282-0.0114175j 
0.00365767+0.00641811j -0.00105976-0.00897853j 0.0105853-0.000389046j 0.0141786+0.0043689j -0.0112869+0.00964828j 0.015987-0.00191312j 0.00849196+0.00246907j -0.00722212-0.0219633j -0.000886752-0.00872202j -0.00742997+0.000332029j 0.00223171+0.00170863j 0.00393522+0.00598421j 0.0101646+0.000282437j -0.0155927+0.000821946j 0.0129962+0.0156107j -0.0086925-0.0139988j -0.0173663-0.00114588j 0.00792161-0.00888449j 0.00452739-0.00142029j 0.00200641-0.00862165j -0.00330248+0.00897082j -0.00304831+0.00672328j 0.0165021+0.00163973j -0.0125269-0.00903984j -0.00426061-0.0100681j -0.006185-0.0165064j -0.00403593-0.00217273j -0.00363847+0.0062708j 0.00673892+0.0107612j -0.00425107-0.00133093j -0.0066739-0.0107713j 0.0065457-0.0112276j 0.00874353+0.00278354j 0.00510056+0.00615934j -0.00593491+0.0167374j 0.00192429+0.00919596j -0.0022627-0.00229538j 0.00189115+0.0011154j 0.0119294+0.000302332j 0.00288958+0.0114421j -0.00719416+0.0115863j -0.00309559-0.00683506j -0.000863757-0.00303093j -0.00137089+0.00659337j 0.00354704-0.00145647j 0.00473333-0.00755411j 0.00417656+0.00637421j -0.009423-0.00284868j 0.00548148-0.00323834j 0.000801432+0.00301434j -0.00915309+0.00751305j 0.00709571-0.00908985j 
0.00930658+0.00825124j 0.00460199-0.00446874j 0.00850162-0.00190069j 0.0185305+0.00594986j -0.0122564+0.0102254j 0.0181409-0.0117274j 0.0107442+0.00481087j -0.00746942-0.00386667j 0.00677563-0.000366339j -0.00875981+0.00416274j -0.0184855-0.00363675j 0.0040524-0.000427739j -0.000922918-0.00862738j 0.00463411-0.00338481j -0.00194454+0.00169116j -0.0198802-0.0118612j 0.00121625-0.00175685j 0.00184853-0.00740607j 0.0169025-0.00510662j -0.00277573+0.0047964j -0.00544913+0.0161326j -0.00209993+0.00172347j 0.00594565-0.0103162j -0.00359537-0.00425787j 0.00149677-0.017626j -0.0101047-0.0137812j 0.00131814-0.00559261j -0.0086106+0.00549378j 0.0156297+0.0107664j -0.000972025-0.00402392j -0.0121412-0.0198395j 0.00050777-0.0122076j 0.00643912-0.00928572j -0.00364574+0.00342659j -0.0135424+0.00829866j -0.00439987+0.00336798j -0.00782554+0.00282307j -0.00122121+0.00247227j 0.013917-9.61314e-05j -0.00565686+0.00115999j -0.0112809+0.00280123j -0.00429108-0.00246504j 0.0112953-0.00268107j 0.00544588-0.00196351j 0.0118198-0.00788847j 0.00595489-0.00121324j -0.00450483+0.00601245j 0.00111053-0.00876951j 0.00420795-0.00083211j -0.0072743+0.00827737j -0.00133123-0.00205561j 0.00300687-0.00519276j 
-0.00552426-0.0146745j -0.00619319-0.00123951j -0.00583305+0.00562707j -0.00149706-0.0201567j -0.0115692-0.0119262j -0.00600983+0.00420201j 0.0131757-0.0159125j 0.0134435-0.0104983j 0.013925-0.0136382j -0.000619913-0.00623345j -0.00404987+0.00067394j 0.00292421+0.0145304j -0.000939794+0.00705011j -0.00559605-0.00239762j 0.0119141+0.0147992j -0.00877827+0.0159062j 0.00808982-0.00576691j -4.54441e-05-0.00877143j 0.00910007+0.00751482j -0.0145891-0.00349348j -0.00597415+0.00135885j 0.00976999+0.00514376j 0.00353536+4.41738e-05j -0.00214002-0.00462777j -0.00110367+0.00118996j 0.00359458-0.00129623j 0.00373024+0.00384065j -0.00349817-0.0060832j -0.00393364+0.000944375j 0.0131194+0.00609353j 0.00286656-0.0048718j -0.0014587-0.0115215j -0.0122358+0.0102734j 0.0102318+0.00622168j -0.00553307-0.00994449j -0.00845018+0.0105869j 0.00390786+0.00463388j 0.00531812-0.00517079j -0.00305555+0.000301766j 0.00402532+0.00151567j 0.00837236-0.00342573j 0.00820698-0.000411797j -0.0104166+0.00527108j 0.00271625+0.0108807j -0.00600859+0.00131321j -0.00532172+0.00153941j 0.00196638-0.00957724j -0.00672292+0.00282755j -0.00586911+0.00767616j 0.00180495-0.00809645j 0.00501546-5.50925e-05j -0.00332151+0.0109007j 
-0.0102859-0.000841366j 0.0178837+0.0257572j -0.00859628+0.0108486j -0.0131646-0.0206963j -0.00848234-0.0081502j -0.00385754-0.01506j 0.0183785-0.00420665j 0.0161843+0.00148971j 0.0253455-0.00935289j 0.0122085+0.00312182j -0.0125701+0.0199366j 0.00486223+0.000124415j -0.00142296-0.00505315j -0.0174327-0.0120697j -0.000473634-0.00801316j -0.007018+0.0114917j 0.00779085-0.0151084j -0.00269147-0.0131279j 0.000743013+0.00444605j -0.0196187-0.00511133j 0.00330419+0.000580194j -0.00274696+0.0147453j -0.0101529-0.00575888j -0.00520212+0.00566994j -0.00403402-0.00746869j 0.0164587+0.00719998j -0.00644649-0.0211007j 0.012761+0.00368916j -0.00494932-0.00314418j 0.0091876+0.0112149j -0.00401918-0.0084524j 0.004267-0.0148997j 0.00209014-0.00954151j 0.00282552+0.00158178j -0.0116656+0.00372476j -0.00905757+0.00267901j -0.00597436-0.00362406j 0.00718162-0.00654453j -0.00233199+0.00600623j 0.00283812-0.00893685j -0.00424041-0.0053841j 0.00275278+0.0062411j -0.00948045-0.00257973j -0.00601032-0.000607306j -0.0268515+0.00287535j 0.00279534+0.0112812j -0.0041857+0.004486j -0.00470661+0.0168074j -0.00247489+0.00267215j 0.00861763-0.00978433j 0.00479019-0.0125553j -0.00412506+0.00196673j 
-0.00460768-0.0147768j 0.00483921+0.00799459j -0.0106111+0.000540827j 0.00799778-0.0149244j 0.000961437-0.00124031j -0.0147071-0.00297073j -0.00912429-0.0070426j -0.00972019+0.0106608j 0.00147231+0.0138858j 0.0162524-0.00404721j -0.00892802-0.0128201j -0.00460408-0.00496364j -0.00714153-0.013834j 0.0183576-0.0104107j -0.0133368-0.00354322j 0.000623853-0.00456764j 0.0187261+0.00702471j -0.0100972+0.0014326j 0.00466116-0.00746063j -0.00508544+0.00109155j 0.0141934+0.0129906j 0.00272918+0.000962147j 0.00420314-0.0147849j -0.0071319+0.00896409j -0.00824424-0.00789751j 0.00710658+0.00206102j 0.00401064+0.00478442j -0.0102164+0.0113491j -0.00470979+0.00664797j 0.00501567-0.0101181j -0.000841995+0.00771334j 0.00249409-0.0162463j -0.00459059-0.0158779j -0.00617003-0.00319335j -0.0141227+0.00257371j -0.0102918+0.00331387j -0.00910049+0.000945546j 0.0110956-0.0113963j -0.00705452+0.00508284j -3.76435e-05-0.00541936j 0.0063219-0.00957806j 0.000373627+0.00794849j 0.00444578-0.00489575j 0.00279839-0.00364335j -0.00462295+0.00408847j -0.000643896+0.0111304j -0.000739176+0.00197928j -0.00696061+0.00772523j -0.00389588+0.00483416j -0.00121995-0.00566122j 0.004426-0.00544982j -0.000251472+0.00362554j 
0.00754913+0.0198569j 0.011935+0.00914739j 0.0270523+0.00190455j 0.00205524+0.00149239j -0.00819804+0.0206167j -0.00405681+0.0380623j 0.0157774-0.00176936j 0.00205817+0.00166131j -0.0158822+0.0197353j -0.00406811+0.0174581j 0.0200321+0.00910352j 0.0117124-0.00983284j -0.0048057+0.00985512j 0.0113295+0.0154879j 0.00474598+0.0200156j -0.00362624-0.00425932j 0.017192+0.024848j -0.00484159+0.00294118j -0.000325456+0.0049189j -0.021695+0.0021381j 0.0151299+0.00242967j 0.00502594-3.77227e-05j -0.000344233+0.0144097j -0.00019214-0.00470485j -0.00391771+0.0287085j -0.00323306+0.0204207j 0.00434529-0.0126134j -0.00287835-0.00136857j 0.00239467-0.00659675j -0.00451241+0.0070195j 0.000884758+0.0018619j 0.013644+0.00995943j -0.0160868+0.00389574j -0.0138641-0.00538434j 0.00673552+0.00959526j -0.0019609+0.012148j -0.00235365+0.00472544j 0.00392899+0.00463839j -0.00739385+0.00742708j 0.00109793+0.00162002j 0.0124413+0.00337884j -0.00507229-0.0148539j -0.00209303-0.00888786j 0.00106529-0.00898306j -0.00734267+0.00379697j 0.00583246-0.0042581j 0.00302486-0.00183872j -0.00451713+0.00170678j -0.00286956+0.00128596j 0.0200061-0.00133869j 0.0092159-0.00392425j 0.00199968+0.00119658j 
0.00789638+8.77767e-05j 0.00691436-0.00434301j 0.00369216+0.0111854j 0.0161405-0.00335799j 0.000379873-0.00928205j 0.00284471+0.00260699j -0.0202139+0.000410035j -0.0229875-0.0194424j -0.00514151+0.00593619j 0.00262129+0.0039767j 0.000334688-0.0107721j -0.0198377+0.00740706j -0.00453073-0.00424097j -0.00970159+0.0295472j -0.00110308+0.0119542j -0.00331389+0.00216123j -0.00809195-0.00108355j -0.00822981-0.000525685j -0.00457771-0.0129247j 0.00462048+0.00712852j 0.0184322+0.00621865j -0.00492844+0.000179913j 0.00802121+0.0129114j -0.0133592+0.00863765j -0.00767423-0.0147197j -0.00211242+0.00741742j 0.0103004+0.0149747j -0.0295777+0.00140275j 0.0142857-0.0083719j -0.00452025+0.00406414j 0.000690798-0.00368417j 0.0158715+0.0156011j 0.0134133+0.00133139j -0.00807096-0.00817029j -0.0169412+0.00327032j 0.00623707+0.00135216j -0.00546774-0.00955369j 0.00463451-0.0146361j 0.00947267-0.000418228j 0.0057038-0.00244401j 0.00886862-0.0126591j 0.00681994-0.0135988j 0.0116092-0.0111284j 0.00442255-0.0125186j 0.0046196-0.000786175j 0.0045294-0.0066687j 0.00501011+0.00331938j -0.00169345+0.00610266j 0.00216472-0.000276491j -0.00354627-0.00217913j -0.00190998+0.00258015j 0.00395403-0.00192232j 
-0.00149321+0.00811336j 0.00966453+0.0062206j 0.00436652+0.00158959j 0.00326628-0.00278465j -0.00318507+0.00433535j 0.00325792+0.0139533j 0.0111518+0.00181164j 0.00221023+0.00109318j -0.00634081+7.06418e-05j -0.00772501+0.00426203j 0.00155256+0.00606263j 0.000151965-0.0129286j 0.00235733-0.00139694j 0.000851588+0.00192485j 0.0178293+0.0146071j -0.0135947-0.00826985j -0.00622024+0.0131547j -0.00323034+0.0032262j 0.00332145-0.00376717j -0.00148092-0.00491062j 0.000541708+0.00621916j 0.000803374+0.00170041j 0.0068553+0.000239787j 0.00131889+0.00467646j -0.00112118+0.011317j -0.00581511+0.00581036j -0.0160823-0.0111336j 0.000495935+0.000492982j -0.00078743-0.00317004j 0.000289+0.0103517j -0.00169527+0.00714139j 0.00297067-0.00375078j 0.0069075+0.00422515j -0.00336306+0.000135983j 0.00263211+0.0018996j 0.00599978+0.0102213j 0.00686534-0.00280107j -0.00153674+0.0049505j 0.000594896+0.00155009j 0.00430719-0.00130529j -0.000173754+0.00970305j -0.00223407-0.00717903j -0.00178992-0.00083322j 0.00306463+0.00327573j 0.00911465+0.00126018j -0.00437279-0.00524645j 0.00473584+0.00858026j -0.0092011+0.00189888j -0.00118355-0.0022413j 0.0129517+0.00114627j -0.00209579+0.00197011j 0.00373825-0.0070182j 
0.00661287-0.0137393j 0.00348368+0.014027j -0.0320048+0.034105j -0.0391171-0.0077421j 0.00693269-0.0150985j 0.00897442-0.00500071j -0.00130928-0.0103802j 0.00933956+0.0130449j 0.011397-0.00146843j -0.00486202-0.00840412j 0.00580192+0.0174986j -0.00884094-0.00179955j 0.0168132-0.0264185j -0.000743716-0.00473449j -0.0119293-0.0233785j -0.00826918-0.0167749j 0.0167705+0.00557351j 9.19678e-05+0.00118471j 0.0112698+0.00292488j 0.00696634-0.00379255j -0.0135082+0.0028995j -0.00135328+0.00422042j -0.00217082-0.0170053j 0.0127553+0.000594699j 0.0153113-0.000401625j 0.0138489-0.0064013j -0.00365765-0.00936695j 0.00399422-0.0172434j -0.00705993-0.0147041j 0.00412197-0.0065697j 0.0120417+6.68722e-05j -0.0103642-0.00300193j 0.0235082+0.00994847j 0.00450587+0.00268151j -0.0108826-0.0050957j 0.0107033+0.00347641j 0.00308265-0.0115835j -0.00185611+0.00528359j -0.00639811-0.00589463j 0.00241954-0.000578424j -0.00204196+0.0110027j 0.0129147+0.00362724j -0.00753852+0.012005j -0.00357874+0.015915j -0.00657608-0.00180614j -0.0161202+0.00248796j -0.00352468-0.00311448j -0.00393745+0.00670739j -0.0105597+0.00609909j 0.000492639-0.00359971j 0.00616839-0.000779022j -0.00418045+0.00729556j 
