0.186458-0.138601j -0.143126-0.196721j -0.272182+0.0419118j 0.0136811+0.37734j 0.0171084+0.0636974j -0.221514+0.109298j 0.162535+0.0372764j 0.196595-0.0495264j -0.0989934+0.0526169j -0.0392809-0.100106j -0.155013-0.103169j -0.171292-0.0988041j 0.163537+0.153202j -0.109415+0.441679j -0.361999-0.0620694j 0.174968-0.0137009j -0.0109095-0.180638j -0.1065+0.00525834j -0.00343588-0.117939j 0.0703421-0.0200305j -0.0395075-0.0156974j -0.012124-0.0258622j 0.0287994+0.0284043j 0.0176692+0.00714562j -0.00704023-0.0331209j -0.0156706+0.0185667j 0.00232617+0.00181644j 0.00940598+1.51239e-05j 0.00373455+0.0275147j 0.000876946+0.0214903j 0.0173646+0.0134053j 0.0128555-0.000397835j -0.0103355+0.0213065j -0.00823575+0.0230412j -0.0208487+0.0160783j -0.0420125-0.00242757j 0.000363567-0.0367051j 0.00598262-0.0123944j -0.0129076-0.00606009j 0.0476855-0.0320177j 0.0318714+0.0481978j -0.00308563+0.00172237j 0.0020105+0.00135729j -0.00893487-0.00640065j 0.000514499-0.00888176j 0.0181569-0.0330839j 0.0319602+0.00727627j -0.0157629-0.0213255j 0.000429538-0.0134834j -0.0206526+0.0144859j -0.00154998-0.000348533j -0.00578469+0.00540437j -0.0275728-0.00507135j -0.00179263-0.00539331j -0.00590889+0.000259114j 0.0102103+0.0123363j 0.00302607+0.0183074j 0.0123095+0.00690789j -0.00494816-0.00262715j -0.00072026+0.000821693j 0.00493364+0.00590254j 0.000341448+0.00766782j -0.00655519+0.00232359j -0.000258083-0.00803038j 0.00393841-0.00465177j 0.00565535+0.0186198j -0.00186677-0.00652381j 0.00046727-0.00158293j 0.00217373+0.00836393j 0.0047485+0.0077443j -0.00526389-0.000720096j -0.00524825+0.0112848j -0.0120817-0.000883271j 0.00624576+0.00265353j -0.00250908+0.00316422j -0.00805009+0.00846209j 0.00115965-0.0137418j 0.00488115-0.0043356j -0.00176361-0.00856756j -0.00412218+0.000741364j -0.000325643-0.00107365j -0.00903115+0.0177788j 0.0137077+0.0022363j -0.00196816-0.0033842j 0.0149533-0.0030322j 0.0012642+0.000352079j -0.0141235-0.0208133j 0.0183681-0.0156461j 0.00730238-0.00285336j 0.00637218-0.00345292j -0.00845335-0.0062631j 0.0243372+0.0133623j 0.0127013-0.0243061j 0.0127823-0.00875199j 0.00705756+0.0110848j 0.0184051-0.00748907j -0.00720351-0.0182471j 
0.00445938+0.0020915j 0.00389462-0.00396238j 0.00727297-0.00375956j 0.00882197-0.00259028j 0.00208909-0.0184536j 0.0173458+0.0238459j 0.00658913-0.0187305j 0.0175218-0.00817226j -0.0151245-0.0195968j -0.019639-0.0043511j 0.00964233+0.00166629j -0.00476214-0.00632955j -0.00458884-0.0049795j -0.0132159-0.00563755j 0.00693992-0.0221338j 0.00378902+0.00102681j -0.00017149-0.00479042j -0.00602749+0.0204696j -0.0215489-0.00251051j -0.00675087+0.004177j -0.00219255+0.00147044j -0.00837613-0.00964563j 0.000286117-0.0139487j 0.00841471+0.00376547j 0.00653634-0.00691959j -0.0015527-0.00452257j -0.00656827+0.00575574j 0.00474225-0.00985838j 0.00941846+0.0121333j 0.000696439+0.00813407j -0.0177881+0.00695369j 0.000241349+0.00289866j -0.012036-0.0053742j -0.00389305+0.00613783j -0.0123809-0.00429241j 0.00652815-0.00106541j 0.000347424+0.00879165j -0.0184309+0.016777j 0.0167814+0.0176687j -0.00769273+0.00413377j -0.00217961-0.00898931j 0.0104134+0.0107047j -0.00664035+0.0106352j -0.000533771+0.00947616j 0.004659-0.00319681j -0.0211409-0.00542032j -0.000898928-0.00838605j -0.00888636+0.0137881j -0.00477832+0.00151206j -0.0121669-0.0113873j -0.00354953+0.00900411j 0.0100506+0.00212871j 0.0112875-0.00688291j -0.00749207+0.0135447j 0.00316799+0.00141082j -0.0153476-0.00747164j -0.000572708+0.0162293j 0.0087474-0.00611705j 4.0174e-05+0.025964j -0.00618227-0.0101049j 0.00315663+0.00983365j 0.00839644+0.00637035j 0.000426858-0.0100715j 0.00854965+0.00170449j -0.00860501+0.000501671j 0.000239509-0.00183953j 0.00281015-0.0059614j -0.0010033+0.00598464j -0.000471983+0.00198118j 0.00407671+0.0084248j -0.00488903+0.00786682j 0.0161414-0.00161789j 0.00035258+0.0156354j -0.0127096-0.00711223j -0.00555512+0.00232002j -0.000845595+0.00399136j -0.0115327-0.0196961j 0.0230899-0.0030656j -0.0103603-0.00183241j -0.00116451-0.00429926j -0.00731234+0.00410474j -0.0218434+0.0215584j 0.010242-0.000760806j 0.0120407+0.00741536j 0.0246789+0.0121565j 0.00148585-0.0255661j -0.0121823+0.00108296j 0.0047582-0.00389605j -0.00609928+0.0282286j -0.0312062+0.000793576j 0.0132164+0.019361j -0.0111533+0.0120618j 0.0139713+0.0135291j -0.019335+0.00508233j -0.00343523-0.0145959j -0.0031779-0.00312868j -0.00309235+0.00342177j 
0.0137583-0.00543486j -0.0060322-0.0121575j 0.00120251+0.0157369j -0.00110387-0.000665384j -0.00383157-0.000593774j -0.00587507-0.0124027j -0.00574125+0.0134051j 0.00942859+0.0199868j 0.0203012+0.00315097j -0.0132823+0.0225266j -0.00564313+0.0110129j 0.0136326+0.0109592j 0.00890636+0.0147015j -0.00124897+0.0107194j 0.000523546+0.00348956j -0.00626057+0.00338864j 0.00439602+0.00645286j 0.0116364+0.0133001j -0.00887051+0.00890974j -0.0177486+0.0146748j 0.0161408+0.00762204j -0.00989261+0.00909444j -0.00381986-0.0275242j 0.0148232-0.00547189j -0.0048541-0.00422941j -0.00850893-0.0101629j 0.00679739+0.000624008j 0.00735535-0.0130402j 0.0110106+0.0186902j 0.00312552+0.00768593j -0.0272605+0.00891243j 0.000347799-0.00718409j -0.00402042-0.0130098j -0.00729502+0.00519298j -0.00872022-0.00855714j -0.00474951-0.00343881j 0.00253458-0.00316572j -0.00686276-0.0102747j -0.0102051+0.00743852j -0.0121205+0.00127829j -0.00142869-0.0111743j -0.00568667-0.0115837j 0.0116477-0.00893756j 0.000848467-0.00700019j -0.0283191+0.00215131j -0.00581427+0.00582266j -0.00737764-0.0170698j 0.00195062+0.000887029j 0.00276733+0.0222523j 0.0211116-0.00277623j 0.0212889-0.0145488j 0.00361877-0.0119518j 0.0127497+0.0222997j -0.0101034-0.00863592j 0.010108+0.017586j 0.00421398+0.00519324j -0.00348245-0.0127762j 0.0213548-0.00446338j -0.00550571+0.00247239j -0.000879243-0.0153586j -0.0033608+0.00714426j 0.00215503+0.0201577j -0.00904864-0.00591498j -0.00791308-0.00555704j -0.00936296+0.00241589j 0.00950686-0.000353516j 0.00374153-0.00289879j -0.00623521+0.0143506j -0.00419087-0.000658403j -0.00408244+0.00309528j -0.000774328-0.00911471j 0.0162061-0.00256448j -0.00645214+0.00326482j 0.0202486-0.00840891j -0.00822602+0.00687393j -0.00415402+0.0284974j -0.00464903-0.0110016j 0.0100763+0.00171892j 0.0205622-0.0152481j -0.00992292-0.0136879j 0.0191586+0.00828511j -0.0227557-0.0139757j -0.00452462+0.020571j 0.0071035-0.0154404j -0.00838277+0.00262144j -0.00974639+0.000333166j 0.00478566-0.0144469j 0.0200175+0.00466583j 0.0150536-0.00499197j 0.0162712+0.0148933j 0.0050723-0.0177257j -0.00793112+0.00952159j 0.00870736+0.00689703j 0.01352+0.000677956j 0.00125793+0.0092227j 0.00919028+0.00529308j 0.0054737-0.00864836j 
-0.00344399-0.00393476j -0.00613694+0.00128671j -0.0225483+0.0154564j 0.0086114+0.0044821j 0.000952468+0.00469971j 0.0313397-0.00322867j -0.000761657+0.00994649j 0.021611-0.00805222j 0.00122364-0.0257068j -0.00899695+0.00781427j 0.0279165-0.00364626j -0.0100803-0.00925446j -0.0276731+0.00204696j -0.00311829-0.00831193j -0.00330892+0.00502558j 0.00620873-0.00655595j -0.0065339-0.00447473j 0.0105172-0.00872015j 0.0124524+0.00911273j 0.0124367+2.38247e-05j -0.00169353-0.00509701j 0.0043058+0.00413048j 0.000122643+0.00485938j -0.000761131+0.00570028j 0.00135014+0.004009j -0.00152142+0.00527147j -0.0059497+0.00143949j 0.00472096+0.00282062j 0.00474056+0.00309646j -0.00190878-0.00433284j -0.00180941+0.00017483j -0.00740635+0.0132976j 0.00446429-0.00281759j -7.5178e-05-0.00797142j 0.0117167+0.0061381j -0.00388382+0.00601682j -0.00365297-0.00572114j 0.0066077-0.0258719j -0.0259246-0.00540307j -0.00326414-0.0119334j 0.0101104-0.00232018j -0.0115971-0.014348j 0.00954358-0.0130103j -0.00265101-0.00449401j -0.00986739+0.0110995j 0.00955976+0.00570095j -0.00156149-0.000444834j 0.00883351-0.00636893j 0.010749-0.00313553j 0.00673292+0.00751675j 0.00715787-0.0165755j -0.0153284-0.00695934j -0.0152548+0.00259568j -0.00146896-0.0223623j 0.00258551+0.00128334j 0.00807525+0.0157284j 0.000854153-0.0125787j -0.00301465+0.0120686j -0.00892475-0.0157109j 0.00261241-0.00687083j -0.0057694-0.00493482j -0.00652954-0.00170355j 0.00421419+0.00214734j -0.00327076+0.000298474j 0.00432891-0.000634203j 0.00605128+0.00340589j -0.00455278+0.00792108j 0.00116873+0.00171833j -0.00463672-0.0011059j -0.00975257-0.00580657j -0.00852738-0.0105321j 0.000898995+0.00769268j -0.00069703-0.0116181j 0.0219136-0.000596192j 0.0062202-0.0122522j -0.00349221+0.00146416j 0.00468378+0.00189852j -0.016726-0.00467997j 0.00967201-0.011915j 0.000992324-0.00513425j 0.0233622-0.00839874j -0.000400311-0.0117018j -0.00105972+0.0162283j -0.00896613-0.0116199j -0.0156609-0.0111214j -0.0113899+0.0297049j 0.0221717-0.00501344j 0.00221762+0.0101758j 0.00759714-0.0261056j 0.035476+0.00210871j -0.00856167-0.0246211j -0.000998918-0.0170535j -0.0179029-0.00137915j 0.0159635-0.00205201j 0.0010412+0.0112261j 0.00235757+0.00439207j 0.00473601-0.00266227j 
8.99395e-05+0.00419453j 0.00498789-0.00296111j -0.0184392-0.0182029j -0.00434062+0.00640881j 0.00499746+0.00459005j -0.00551465+0.0124357j -0.00436049-0.00796303j -0.0236515-0.000634765j -0.00559579+0.0177093j 0.0114675-0.0311182j -0.0091135-0.00714649j -0.00952482-0.00299603j -0.00599824-0.00944511j 0.00177376-0.0104401j 0.00122325+0.00199546j -0.0049642-0.0166555j -0.0177928+0.00560222j 0.0202862-0.00271313j 0.0022877+0.0217526j 0.00890387+0.0111703j 0.00677907-0.00542558j 0.000225712+0.00605765j -0.0153887-0.0153714j 0.0125121+0.00134893j 0.00114858-0.00323298j -0.0109196+0.00164908j -0.00812126+0.0036134j 0.00749815-0.0147094j 0.0259878+0.0137912j 0.00283865+0.0016955j -0.0211319+0.0220973j -0.00619608+0.0156786j -0.00956217-0.0110623j -0.0041312+0.000858309j -0.0001789+0.00372966j -0.00248461+0.00305903j -0.000987916-0.00338979j -0.00861961-0.020078j -0.0200997+0.00965077j -0.0158879-0.00734057j 0.00612471-0.0153258j -0.0100092-0.0130599j 0.00880103-0.0136927j -0.00498099+0.0015796j -0.0167908+0.0191005j -0.00637685+0.00900827j -0.0117691-0.0113439j 0.00520653+0.00314927j 0.0146496+0.00329459j 0.0058512-0.00474493j 0.0130086-0.021195j -0.0150325-0.0164031j 0.00380864+0.00383572j -0.0143415-0.0146228j 0.0131667+0.00902899j -0.000626637+0.0138172j -0.00203945-0.00963547j 0.010744+0.000261638j -0.00864358+0.00357713j -0.00850355-0.0225663j -0.000901854+0.00695021j 0.00486268+0.0113261j -0.00245527-0.00468746j -0.00278446+0.00242776j -0.00277147+0.00214328j 0.0111539-0.000840365j -0.00306492+0.00154093j 0.00232673+0.0144523j -0.00558959+0.000509837j -0.00698115+0.00268893j -0.0180105-0.00796554j 0.0215426-0.000905034j -0.00186159+0.00234346j 0.0233018-0.0137281j 0.000882472-0.00509828j 0.00140312+0.0174697j -0.00831979-0.016833j 0.00179852-0.0122099j 0.00876469-0.0239937j -0.0103299-0.0123862j 0.0320268-0.00794935j -0.0275371+0.00412161j 0.00980101+0.0305276j -0.000623887-0.0162017j -0.000696916-0.00175239j -0.013493+0.0174565j 0.0198134-0.0155592j 0.0173492+0.00991658j 0.00860775-0.0139257j 0.0290506+0.00551078j -0.00180563-0.0235754j -0.00983885-0.00637619j -0.00666829+0.00821954j 0.0130452+0.00221774j -0.00275392+0.00931514j 0.00172741+0.00630712j 0.00668241-0.00193224j 
-0.0177092+0.00159188j 0.00168254+0.015132j -0.00246976+0.00593321j 0.00459644+0.00591627j 0.00567146-0.00054619j -0.00488246+8.75642e-05j 0.00310914+0.00141467j 7.89745e-05+0.00118241j -0.00173628-0.000507931j -0.00214802-0.00259587j -0.00288448-0.00112607j -0.000308973+0.00332181j 0.00421252+0.00276175j -0.00386332+0.00375259j -0.00112638-0.0016438j 0.00240152+0.0151646j 0.0170433-0.00652407j 0.0103158-0.0017195j 0.00965176+0.0137111j -0.00385835+0.00340525j 0.00357132+0.0218494j 0.000260602+0.0143043j 0.0023257+0.00214522j -0.00328109+0.00472653j -0.0184628+0.00123843j -0.0089989-0.00571122j 0.0070512-0.00690672j 0.00557131+0.0102855j -0.00149034+0.00280197j 0.00566675-0.0089853j -0.00255996+0.00370391j -0.0076495+0.00401451j 0.0102323-0.00165996j -0.00306764-0.00855385j 0.0130094+0.008641j -0.00178735+0.00062863j 0.0021809-0.00340624j -0.0119711-0.00349354j -0.00431885+0.0143912j 0.0190625-0.00120365j 0.00195902+0.0158402j 0.00465356+0.0231553j -0.0144367+0.00178473j 0.0372555+0.00520631j -0.0187954-0.0171487j -0.0118437+0.0320636j -0.0258514-0.0147183j 0.00757727+0.0030866j -0.0107627+0.0232151j -0.0120633+0.0056164j 0.00220065-0.0105584j -0.0111017+0.0156063j -0.0121966+0.0119406j -0.00498154+0.0320427j 0.014251-0.0126881j 0.0158992+0.0070384j -0.0120534+0.00124988j 0.0198626+0.0202216j 0.0154054-0.000395314j 0.0150182-0.00966267j -0.00871903-0.0110822j -0.00216785+0.00191351j -0.00186995+0.00111214j 0.000198957+0.00311836j 0.00393349+0.0159551j 0.0076031+0.00341899j -0.00188962+0.00312727j -0.00263947-0.00106898j 0.0156712-0.000985763j -0.0125283+0.000435454j 0.00234703-0.00810587j -0.00488989-0.00287217j 0.00149713-0.000125746j -0.00989831-0.00629783j 0.00113655+0.00873855j -0.00213054-0.00582414j -0.0294319-0.00184264j 0.00509441+0.015145j -0.00255178-0.0225176j 0.027305-0.0183087j -0.00393189-0.0222683j -0.0075489+0.00320097j 0.0102677-0.0228407j 0.00131011-0.00804273j -0.0161183+0.00389772j 0.0125494-0.00631781j 0.0160349-0.00417051j 0.00913006+0.0278565j -0.0106118+0.0210605j -0.0212934+0.0132746j 0.0326207+0.0172176j 0.00630266-0.00407116j -0.00251909-0.00862722j 0.00577232-0.013377j 0.0237157+0.0123671j 0.0173305-0.0208736j -0.0213785-0.0197749j 
-0.00326965-0.0207711j -0.0206964+0.00385957j -0.00406804-0.0109997j -0.00645823-0.000274163j 0.000462389+0.00448288j -0.000412688-0.00327298j -0.0021626-0.00152076j -0.000601755-0.00251518j -0.00185062-0.00150913j 0.00233877-0.00193157j 0.00108986-0.00110352j -0.00472977-0.000741591j -0.00223433+0.00192774j -0.00516103+0.000693897j 0.00229741-0.00349449j -0.0218187+0.0169447j 0.012891+0.0192606j 0.000490649+0.0298249j -0.0242807-0.00431522j 0.000966451+0.000128155j -0.00829246+0.00678312j -0.00505504-0.00781461j -0.00115767+0.00782739j -0.00207648+2.18393e-05j -0.00128131-0.00137634j -0.00395373-0.00550056j 0.00339976-0.00432998j -0.00053665+0.00307729j -0.00409797-0.00506528j 0.0061465+0.000625675j -0.000146477+0.00125995j -0.00519071-0.00424827j -0.000190237+0.00117806j 0.00541199-0.00127725j 0.00296525+0.00161196j -0.00525047+0.0111043j -0.00439541-0.00554236j -0.0293894-0.00808523j -0.00890283+0.0327653j 0.014344-0.00504603j 0.00134523+0.0104438j 0.0524311-0.0292055j 0.026421+0.0410981j -0.0067192-0.00919159j 0.00439946+0.00962064j -0.00375994-0.00733797j 0.00781206+0.0351286j 0.0235578+0.0303114j 0.0117044-0.00743905j 0.00552208+4.36151e-05j -0.0116432-0.0184165j 0.00387666-0.00691166j 0.00791137+0.0173947j -0.00605573+0.00875859j -0.0206743+0.0127471j -0.00498863-0.000931665j -0.00303968+0.00428915j -0.016613+0.0089385j -0.020271+0.00030816j -0.00547031+0.00461372j 0.0120606-0.0134178j 0.0145101+0.00848052j -0.0093026-0.0024959j -0.0117324+0.00355597j -0.015647+0.00329402j -0.000543511+0.00249689j 0.0198729+0.00541124j -0.0176069+0.00441719j 0.0119566+0.00345225j -0.0197184-0.00843989j -0.00694947+0.00137331j -0.0178849+0.00340288j 0.0058177-0.0114186j -0.00234508-0.0166727j -0.0047812+0.00660331j -0.00885721-0.00607793j -0.0183013-0.0140104j -0.00543919-0.00261193j -0.00132621+0.0159825j 0.00284199+0.00301395j -0.00797833-0.0041354j -0.00363055-0.0102752j -0.00664375+0.000584074j 0.0076537-0.0197408j 0.00246347-0.00387742j -0.0152653+0.0102946j -0.00478266+0.00143459j 0.0171272-0.0214863j 3.54698e-05+0.0228828j 0.00669845-0.0039369j -0.0209017-0.00402805j -0.00585758-0.00178612j -0.000874576+0.00696979j -0.0510515+0.0102164j -0.00646251-0.0523643j 0.044971+0.00954695j 0.00553217-0.0429876j 
-0.00230163+0.0178363j 0.0167408-0.00226658j -0.000924739+0.00661268j 0.00201947+0.00265715j -0.000488228-0.00634198j -0.00153776+0.000257604j -0.00178453+0.000795525j -0.000674796+0.00345553j -0.00137511+0.00103621j -0.00405289+0.00581029j -0.00107148+0.00239252j 0.00241976+0.00380746j 0.00315867-0.0015348j 0.00161406-0.000241686j 0.000495752+0.00108421j 0.0131396-0.00621434j -0.00828433-0.0154625j 0.0234798-0.00281621j 0.00273943+0.0146584j 0.0114097-0.00446482j -0.00434042+0.00989203j 0.00221547+0.00197485j 0.00202638+0.00121295j 0.00253004+0.00712632j 3.12301e-05+0.00267112j -0.00499543+0.0065042j -0.00264049+0.00183085j 0.0114414-0.000178173j 0.00101453-0.00123436j -0.00186037-0.00352574j 0.00352124+0.00232661j 7.68935e-05+0.0116289j -0.00255513-0.0028911j 0.00630144+0.000637104j 0.00198867+0.00436723j 0.0025209-0.0100716j 0.00490758-0.0036106j 0.0162695-0.00886638j -0.0072001-0.012261j 0.00475242-0.00577627j 0.00382891+0.00542149j -0.00432379-0.00442415j -0.00463043-0.00966662j 0.00135265+0.000552284j 0.0154013+0.0166317j -0.0142398+0.00139491j -0.00191389+0.00152424j 0.00699777+0.010717j 0.00115615-0.0165638j -0.00629529+0.00134763j -0.013257+0.00499945j -0.00896846-0.0135597j 0.0110122+0.00108282j -0.00790713-3.63516e-05j -0.00829812-0.00314325j -0.0085149-0.00190802j 0.0183273+0.00287425j -0.000265498+0.00340963j -0.00311589+0.00247834j 0.00700785-0.00509742j 0.00573539-0.00110011j -0.00438031-0.0108846j -0.000849536+0.000450344j 0.00344799+0.00940416j 0.0122787-0.00436949j -0.00698864+0.000334129j -0.00209043-0.00216117j 0.00216669-0.00145685j 0.00013357-0.00577951j 0.00155897-0.00494687j -0.0152044+0.0103787j 0.00591937+0.00215983j 0.000153715+0.00210379j 0.00281422-0.00061972j 0.00204921+0.0027931j 0.00308339-0.00894611j 0.00759304-0.0121456j -0.000976636-0.0172777j -0.00434766+0.00782809j -0.000867974-0.00738958j 0.00143619+4.70534e-05j -0.00277627+0.00437731j 0.0047655+0.00391825j -0.000765827+0.00272836j 0.010202+0.0071409j 0.0139848+0.00139829j 0.0140023-0.00671912j -0.00691524+0.0154945j -0.00658359-0.0099387j 0.0122143-0.0122123j 0.00217008+0.0139595j 0.00469226-0.0149201j -0.0157938-0.00762027j 0.028875+0.00506651j 0.00950488+0.0317836j -0.0297818+0.0159841j 0.0160712+0.031232j 
-0.00443292+0.0129088j 0.0131184+0.00415233j 0.000759597+0.00167446j 0.000293636-0.000477406j -0.000858555-0.00141761j 0.00069754+0.000927978j -0.000183668+0.00108222j -0.0014253+0.00152047j 0.00292006+0.0028567j -0.00287336+0.00365757j -0.000825375+8.02823e-05j 0.00261479+0.00180601j 0.00230545-0.0020793j 0.00292568+0.000450441j -0.00218888+0.00279836j 0.0135518+0.00132448j 0.00117847-0.0138752j 0.00149928+0.00099181j 0.00700769+0.005206j -0.000455448+0.00824018j -0.000321909-0.00769775j 0.00185543-0.00470522j -0.00598535-0.00866044j -0.00557999-0.000216085j 0.00465198+0.00727531j 0.0168142-0.000600134j -0.0106836+0.00259256j -0.000287217-0.00317734j 0.0105814-0.00363005j -0.00215071+0.00763001j -0.00143929-0.00620127j -0.00163113+0.00609644j -2.89596e-05-0.00100814j 0.00545728+0.0021081j 0.0046026+0.00232283j 0.00388379-0.00012849j 0.00517675+0.00371923j -0.000974918+0.00498812j 0.00404374+0.00593928j -0.00539639-0.00203128j 0.00378709-0.00491703j -0.00433494+0.00402595j 0.00509247-0.0166197j 0.0245629+0.00191694j -0.0221352-0.00529051j -0.0040286-0.00258491j 0.00187781-0.0100996j -0.00305438-0.00343493j -0.0098741-0.00759324j -0.0167533+0.00293851j -0.00687202-0.0110232j -0.0102401-0.00334531j -0.00301568-0.00349409j 0.00218149-0.00228011j 0.00667767+0.00886082j -0.00305307-0.00707885j 0.00675678+0.02348j 0.00382412+2.31025e-05j 0.00527769-0.00773693j -0.000878698-0.00117546j -0.011158-0.00495277j 0.000272293-0.011344j 0.0128268-0.0205451j 0.0146449+0.00884045j 0.00324906+0.000198326j -0.00433726-0.00966784j -0.00357077+0.00657183j 0.00216538-0.001134j 0.00366153-0.00315834j 0.0188892-0.00704807j -0.0143732+0.0138879j 0.0149387+0.00199171j 0.00558938+0.00762923j -0.00722921+0.00783557j -0.00110065-0.00605348j 0.00621051+0.00470185j 0.0194596-0.00104903j 0.0101231-0.00796514j 0.00162211-0.00989657j 0.00981336-0.00705749j -0.00554403-0.00146928j 0.00283173+0.00411773j 0.0160472-0.0125533j 0.0131359-0.0101237j -0.00037295+0.00754814j -0.00652633-0.0123344j 0.00924102+0.00472413j -0.00653705+0.0124212j 0.00404481-0.00201119j 0.00223358+0.0034669j -0.0275721+0.0106215j -0.00456102+0.00178989j 0.00371864+0.00477584j -0.00447656-0.00999594j 0.00563395+0.0127042j -0.0150383+0.0118363j 0.00863629+0.0172698j 
-1.31935e-05-2.03023e-05j -0.00251365-0.00207346j 0.00689765+0.00589357j 3.76369e-05+0.00483771j -0.00687803-0.00725835j -0.000824297+0.00700991j -0.00212415+0.0108259j 0.000790987+0.00269054j -0.00280577+0.00626025j 0.00206079+0.00120813j 0.0033629-0.0011191j -0.000732211-0.00388003j 0.00348329+0.00134435j -0.000908578-0.00798687j -0.00600578+0.00319076j 0.000390702+0.000300429j 0.000560334+0.00152919j 0.0125578-0.0060415j -0.00155822+0.00544302j 0.00621752-0.00490278j 0.00358055-0.0027795j 0.000223492+0.00388503j 0.00293842-0.00111463j 0.00387821-0.00267532j 0.00478003+0.00298911j -0.00183168+0.00628976j -0.00300403+0.00432104j -0.00193643-0.00904026j -0.00632677+0.0060918j 0.000657481-0.000242102j 0.00440332-0.00443177j 0.00330268-0.0053414j -0.00673837+0.00391423j 0.00631888+0.00270648j -0.00671697+0.00356854j 0.00273942-0.00755195j -0.00407584+0.000714903j 0.00339823-0.00481971j -0.00722427-0.00188622j -0.00303259+0.000611786j -0.00165177-0.000126258j -0.00435933-7.82573e-05j 0.00120648-0.00698117j 0.000714906+0.00483964j 0.00149224+0.0113986j 0.00517788-0.000606184j -0.0106726+0.00610818j -0.00303736-0.00307839j -0.00181447-0.00361603j 0.00441572+0.00766921j 0.00748421-0.00397265j -0.0121281-0.00225556j 0.00432986+0.00541729j -0.0078412-0.00297395j -0.00830087+0.00529963j 0.00409228+0.00247984j -0.00509745-0.000547198j 0.00230418-0.000990358j -0.00624489-0.0027435j -0.00316437-0.00671692j -0.00140005-0.00551889j -1.68195e-05+0.00496512j 0.00147755+0.00469137j 0.00847141-0.00115365j -0.00433199-0.00517j 7.20738e-05-0.00653162j 0.00248456+0.00546684j -0.00286205+0.00181839j 0.000256953+0.000230813j 0.00344392+0.00481889j -0.00609691+0.00059746j -0.00147563-0.00599926j -0.00426414-0.00303588j 0.000745797-0.00856431j -0.00630535-0.0119065j -0.00546067+0.00864518j -9.11032e-05-0.00231094j -0.00197771-0.0014542j 0.0115829-0.00952997j -0.00293563+0.0109937j -0.000488705+0.00664797j -0.00200343-0.0112456j 0.00603348+0.00706717j -0.0105606-0.00789841j 0.00471572-0.00241096j -0.0102437-0.00184137j 0.00120609+0.0110255j -0.019173+0.00292784j -0.00865879+0.00326547j 0.00956893-0.0100281j -0.00742243+0.0060331j 0.00445739+0.00909412j 0.00904868-0.00410628j -0.000941979-0.00108826j 0.00778371+0.00121429j 0.0040776+0.00371127j 0.00148494-0.00690469j 
-0.00335644+0.00264675j 0.00405171+0.00666695j 0.00251767-0.00486551j 0.00855788+0.00158991j -0.000166835-0.00266829j -0.00100291-0.000729531j -0.00327039+0.00267603j 0.0041084-0.00204144j -0.00699627+0.00443167j -0.00210526-0.00748105j 0.000767392+0.00366487j 0.00933493-0.000478082j 0.00353119+0.005155j -0.00427437-4.79777e-05j -0.00115763+0.00425286j 0.00049652+0.00136846j 0.0042397-0.00154857j -0.00569368-0.0106894j 0.00136878-0.00159086j -0.00856851-0.0055542j 0.00317093+0.0104647j -0.00576232-0.000562071j 0.00109709+0.00109654j -0.00896924+0.000520623j -0.00982504-0.00282278j -0.00255158+0.0162274j -0.00167274-0.00108956j 0.00708625+0.0114012j 0.00749262+0.00245795j -0.00893892+0.000941631j 0.00263639+0.000994113j -0.0051043+0.00387843j 0.00430467-0.00231753j -0.00727039-0.00548855j -0.000945436+0.00530136j -0.00170889-0.00123258j -0.0013494+0.00409614j 2.4301e-05+0.00155891j 0.00348258-0.00147409j 0.00929175-0.000899923j 0.00206407+0.00993989j -0.0103735+0.00530292j -0.00782749-0.00939915j 0.00100795-0.011596j 0.00394547-0.000145252j -0.00754092+0.0105052j -0.0045405+0.0029906j 0.00505815+0.0133315j -0.00908526+0.00362036j 0.0139603+0.000951921j 0.00684635-0.00988645j 0.00768994-0.00289661j 0.0069395+0.0116097j 0.00665877+0.00153525j 0.00768778+0.00337418j 0.0226193-0.00328661j 0.0111969+0.0258597j -0.0029213-0.00968242j -0.00144539-0.0114588j -0.00248265-0.00897188j -0.00616514-0.0105975j -0.00543031+0.00398743j 0.0125862+0.00274191j -0.0119854-0.0103905j 0.00842987-0.00881848j -0.00633035+0.0189162j 0.00186177+0.0105903j -0.000171467-0.00742579j -0.00268795-0.0106169j -0.00791057-0.0118172j -0.0226474+0.0102353j -0.0181922+0.0040652j 0.00506872+0.0015224j 0.00422681+0.00399782j -0.00506406+0.00531514j -0.00814654+0.00797072j 0.00431047+0.0080856j 0.00903489+0.0179503j -0.00882167-0.0132776j 0.00951071-0.000980408j -0.000899937-0.00321312j 0.00140452+0.00452988j 0.0183967-0.00614676j -0.00456134+0.00637813j -0.00183987-0.0107536j -0.0178241+0.00255158j -0.0150497-0.0118545j 0.0105868+0.00149766j 0.00864147-0.0099427j 0.00372825+0.0122608j 0.0185118+0.0101137j -0.00810311-0.00196506j -0.00248434+0.00806348j -0.0113991+0.00541213j -0.00173792-0.0141521j -0.00752717-0.00458976j -0.00448927+0.00773566j 
