0.186458-0.138601j -0.143126-0.196721j -0.272182+0.0419118j 0.0136811+0.37734j 0.0171084+0.0636974j -0.221514+0.109298j 0.162535+0.0372764j 0.196595-0.0495264j -0.0989934+0.0526169j -0.0392809-0.100106j -0.155013-0.103169j -0.171292-0.0988041j 0.163537+0.153202j -0.109415+0.441679j -0.361999-0.0620694j 0.174968-0.0137009j -0.0109095-0.180638j -0.1065+0.00525834j -0.00343588-0.117939j 0.0703421-0.0200305j -0.0395075-0.0156974j -0.012124-0.0258622j 0.0287994+0.0284043j 0.0176692+0.00714562j -0.00704023-0.0331209j -0.0156706+0.0185667j 0.00232617+0.00181644j 0.00940598+1.51239e-05j 0.00373455+0.0275147j 0.000876946+0.0214903j 0.0173646+0.0134053j 0.0128555-0.000397835j -0.0103355+0.0213065j -0.00823575+0.0230412j -0.0208487+0.0160783j -0.0420125-0.00242757j 0.000363567-0.0367051j 0.00598262-0.0123944j -0.0129076-0.00606009j 0.0476855-0.0320177j 0.0318714+0.0481978j -0.00308563+0.00172237j 0.0020105+0.00135729j -0.00893487-0.00640065j 0.000514499-0.00888176j 0.0181569-0.0330839j 0.0319602+0.00727627j -0.0157629-0.0213255j 0.000429538-0.0134834j -0.0206526+0.0144859j -0.00154998-0.000348533j -0.00578469+0.00540437j -0.0275728-0.00507135j -0.00179263-0.00539331j -0.00590889+0.000259114j 0.0102103+0.0123363j 0.00302607+0.0183074j 0.0123095+0.00690789j -0.00494816-0.00262715j -0.00072026+0.000821693j 0.00493364+0.00590254j 0.000341448+0.00766782j -0.00655519+0.00232359j -0.000258083-0.00803038j 0.00393841-0.00465177j 0.00565535+0.0186198j -0.00186677-0.00652381j 0.00046727-0.00158293j 0.00217373+0.00836393j 0.0047485+0.0077443j -0.00526389-0.000720096j -0.00524825+0.0112848j -0.0120817-0.000883271j 0.00624576+0.00265353j -0.00250908+0.00316422j -0.00805009+0.00846209j 0.00115965-0.0137418j 0.00488115-0.0043356j -0.00176361-0.00856756j -0.00412218+0.000741364j -0.000325643-0.00107365j -0.00903115+0.0177788j 0.0137077+0.0022363j -0.00196816-0.0033842j 0.0149533-0.0030322j 0.0012642+0.000352079j -0.0141235-0.0208133j 0.0183681-0.0156461j 0.00730238-0.00285336j 0.00637218-0.00345292j -0.00845335-0.0062631j 0.0243372+0.0133623j 0.0127013-0.0243061j 0.0127823-0.00875199j 0.00705756+0.0110848j 0.0184051-0.00748907j -0.00720351-0.0182471j 
0.000918573+0.00376153j -0.00114573-0.00190453j -0.000292622-0.00231508j -0.00109424+0.000677298j 0.00619802-0.00482581j 0.00123536-0.00244697j -0.0019377-0.0091362j -0.00190254+0.00592797j -0.000681444+0.0117123j 0.000542491+0.00140585j 0.004703+0.00670535j 0.00448088+0.00103562j 0.00227761+0.00370802j -0.0009452+0.00319489j -0.00257137+0.00139866j 0.00174673+0.00288829j -0.00120225+0.00393117j 0.000550538+0.00131907j 0.00104229-0.000815196j -0.00173543+0.000427628j -0.00357664+0.00238972j 0.00251894+0.00455644j -0.00087974+0.000940319j 0.00811355-0.00210272j 0.00164039-0.00570633j 0.00654878-0.00457334j 0.000321057-0.00344261j -0.00277846-0.00308947j -0.00352982+0.00107539j -0.00429593+0.000362027j 0.00429707+0.00015928j -0.0046803+0.0054966j -0.00441523-0.00387162j 0.00347255-0.00442898j 6.68607e-05+0.00108089j -0.00175572+0.000605377j -0.00154657-0.00158598j -0.00163873-0.00187299j -0.000156715-0.000754023j -6.63274e-05+0.000684011j 0.000332845-0.000906918j 0.00262777-0.0024368j -0.00294508+0.000155038j -0.00125521+0.00336311j 0.00222878+0.00578862j 0.000316296-0.00221471j 0.00408086+0.00365919j -0.000698571+0.0029752j -0.000236507-0.00351613j 0.00081207+0.00222513j -0.00541473-0.000941974j -0.000473065-0.00977632j 0.00463796-0.00412222j -0.00252815-0.0115918j -0.0019285-0.0031193j 0.0023942-0.00421192j -0.00264753+0.000489869j -0.00432948-0.00125716j 0.00390712+0.000475465j 0.00446579-0.00498991j -7.24744e-06-0.00614781j -0.00463443+0.00297145j 0.00094604+0.00157807j -0.00145817-0.00079815j 0.00681036+0.00662044j 0.00550876-0.00283072j -0.00383949-0.0056984j 0.00171133-0.00299242j -0.00279417+0.00178228j 0.00151576+0.000174592j 0.000164894-0.00295533j 0.00528337-0.00358164j -0.00235268+0.000311602j 0.00312116+0.00100098j -0.00610151+0.00108017j 0.00305944+0.00397148j -0.000809432+0.000673389j 0.00188731+0.00368846j 0.00681949-0.00468295j -4.01459e-05-0.00209428j -0.000107168+0.000957615j 0.00420955+0.00191424j 0.00128202-0.00844081j 0.000312749-0.00198112j -0.00424225+0.000468579j -0.000843597+0.00377055j -0.00171576-0.00172665j 0.0039884-0.000970105j 0.00311377+0.00396978j -0.00572896+0.00445056j 0.00095443+0.0025094j -0.00189942+0.000227135j 0.000206489+0.00212842j -0.000507605-0.00215947j -0.00122957-0.0013761j 0.000449698+0.000648015j 0.000853956-9.45483e-05j 
0.00267721-0.00201786j 0.00223546+0.00485411j -0.000770234-0.000482428j -0.000271907+0.0081484j 0.0163467-0.00540386j 0.000364789-0.00640015j -0.00938327-0.012085j -0.00458637+0.00373529j -0.00257324+0.00541968j -0.00179499+0.00257032j 0.00801964+0.00793851j 0.00768866-0.0119579j 0.00923436+0.0085145j -0.000267635-0.00539601j -0.00958687+0.00345868j -0.0051096-0.000608729j 0.00155674-0.00235423j -0.00220557-0.00314348j -0.00396202+0.00331155j 0.000967274+0.00518762j 0.005591+0.00541056j 0.00420234-0.0027504j -0.00123838-0.00294247j -0.0039824+0.00596182j 0.00401961+0.000243865j 0.00517465+0.000245149j 0.00176064-0.00322583j 0.00768765-0.00107615j 0.00320518-0.00261483j 0.0052544+0.00753909j 0.00335464-0.00563773j 0.00205353+0.00204162j -0.00544099+0.00264438j -0.00122006+0.00799505j 0.00517969+0.00351145j -0.00158068-0.000635498j 0.00228327+0.000865608j 0.00164933+0.00102803j 0.00112682+0.000982916j 0.000642136+0.000157542j 0.000764277+0.00096105j -0.0022577+0.00267709j -0.000666933+0.00246136j 0.00125359+0.000466112j 0.00434499+0.00366446j 0.000917188+0.00144585j 0.00158171-0.00163906j 0.000918448+0.0019641j -0.00157053+0.00338325j 0.0045256-0.000409058j -0.000208195-0.00337303j 0.00231021-0.000827213j 0.0048238-0.00697617j -0.000756335+0.000167306j -0.00342456-0.000801021j 0.000728136+0.00605845j -0.00197384+0.0056302j 0.00758837-0.000924949j -0.00551406-0.00187072j 0.00183195+0.00180616j 0.000417247-0.00239604j -0.0022531-0.00364473j -0.000735252-0.00543952j -0.00534793-0.00376911j -0.000951446-0.0025555j -0.000539095-0.00308857j -0.00473171+0.00382839j 0.00536699+0.00196606j 0.00179547-0.00427794j -0.00158988-0.00122968j 0.00529284-0.00296786j 0.000566253+0.00319244j -0.00177141+0.00643994j 0.000636284-0.0042865j -0.0024343+0.00150455j -0.00762123+0.000333299j 0.00348869-0.00120878j -0.0025654-0.00651597j 0.00241504-0.00425161j -0.000837755+0.0014553j -0.00601704-0.00265464j 0.00433057+0.00466701j -0.0022792+0.000446261j 0.00190751-0.00250148j -0.00249524-0.0018412j 0.00440115+0.00359278j -0.0017874+0.00591799j 0.00175712+0.000133174j 0.0010646-0.00118401j -0.000863085-0.00137402j 0.000347163-0.00159263j -0.000678414+0.000313252j -0.00038233-0.000739502j -0.000441897+0.00160522j -0.000206745+0.000652679j 0.000628577+0.00154181j 0.000752973-0.000282671j 
0.00208777-0.00219851j 0.0101269-0.00149779j -0.000749645-0.00100423j -0.00055752-0.00519899j -0.00483028-0.0106803j -0.00553702-0.0101266j -0.0133123+0.00238763j 0.00154498+0.000813613j -0.00748874+0.0116581j -0.00815233-0.0106851j -0.0176385+0.00826801j 0.000944957+0.0116027j -0.00148057-0.00242874j 0.00716328+0.00850419j -0.00174182-0.00864259j -0.00870466-0.00258505j 0.00314342-0.000673901j 7.54829e-05+0.00239958j 0.00171145+0.00681783j 0.000881022-0.00320536j 0.0106166+0.000568256j -0.00139532-0.00262871j -0.00545835+0.00100114j 0.00363729+0.00776311j 0.00668286-0.00326149j -0.0026112-0.00856538j -0.00365961-0.000504385j 0.000354201+0.00464407j 0.00108649+0.00451199j -0.00274826+0.00887963j 0.0138396+0.000260145j 0.00070061-0.00628524j 0.0028471-0.00662536j -0.00484506-0.00306242j -0.000474803+0.00629935j 0.00106588-9.87383e-05j -0.00323277+0.00067158j -0.00047221+0.000919334j 0.000902112-0.000476842j -0.00103293+0.000650268j -0.00254589-0.00211366j 0.00219949+0.00327512j 0.00230733-0.00050276j 0.00108607+0.000816467j 0.00289958-0.00249427j 0.000159872+0.00120667j -0.0038175-0.00284204j 0.00282317+0.0011854j 0.000836807+0.00205105j 0.00578403-0.00267986j -0.00419356-0.00130806j 0.00154256-0.00214586j 0.000512974-0.00542368j 0.000915364+0.00244486j -0.00543935+0.000914933j 0.00674749+0.0027381j -0.00137471+0.00193111j 0.000436387-0.00667236j -0.00368322+0.00411041j -0.00051986-0.00602463j -0.00442711+0.001045j -0.0144603-0.00466865j -0.00793112-0.00697264j -0.00266353+0.00347343j 0.00108494+0.0136081j -0.00952846+0.00766311j 0.00610134+0.0046673j -0.00628336-0.000716635j -0.00417002+0.0168657j 0.00838606-0.000766512j -0.00199068-1.98879e-05j -0.0022098+0.00332947j -0.0156703-0.004103j 0.00106668+0.00301431j 0.00253801-0.00661491j -0.000578957-0.00431034j -0.00239868+0.00302012j 0.00397046-0.00222906j 0.00644318+0.00230545j -0.00297738+0.0011168j -0.00134964-0.00594697j -0.00439923+0.00428373j -0.00297931-0.00455691j 0.00345814+0.00281795j -0.000523373-0.00164547j -0.00422571+0.00259827j -0.00457406-0.00179893j -0.00384166+0.00122317j 0.00169356-0.000838598j 0.00161716-1.0006e-05j -0.00176631+0.000268498j 0.000388986-0.00275312j -0.00116962-0.00179781j 0.000618481-0.00185948j 0.00036548+0.00025374j -0.00136149-0.000345177j 9.73857e-05-0.000656461j 
0.000662947-0.00171998j 0.00280166+0.000652197j 0.000740824+0.000746586j 0.00125553+0.000918329j 0.000401642+4.44972e-05j 0.000638003-0.000136732j 0.00101055+0.00202615j -0.00245668+0.00283841j -0.00271353+0.0015698j -0.00182726+0.00237201j 0.000688919+0.00177455j -0.0025195-0.00196868j 0.00216584+0.000190909j -0.00105605-0.00144403j -0.00109961+0.000452823j -0.0022597+0.000588398j 0.000739065-0.00222469j 0.000746685-0.000446852j 0.00082592+0.000307444j -0.00142372+0.00327343j 0.0015741+0.00966075j 0.00745158+0.00032937j 0.0057663+0.000182163j -0.00714548-0.00514958j -0.00321727-0.0070465j -0.000939184-0.00332804j -0.00590195-0.000172633j -0.00614397-0.000481033j 0.00194053+0.00420533j 0.0064784-0.0014218j 0.000658378-0.0075637j 0.00694042+0.00786147j -0.0128696+0.00519892j 0.000774246-0.00204248j 0.00133104+0.00329723j 0.00086122-0.00149246j -0.0016413+0.000802558j 0.000715827-0.00114979j 0.000482425+0.00045507j -7.03233e-05+0.00276056j -0.00144363+0.000143843j -0.00331953+0.00223903j 0.00313604-0.000393995j -0.000805771+0.00751845j 0.00263312+0.00381433j -0.00437695-0.00266766j 0.0012918+0.000434941j 6.07898e-05+0.00347184j 0.00420664-0.00606359j 0.00330196+0.00239891j -0.00248193-0.0117654j 0.0022947+0.00860208j -0.00487526-0.000960196j -0.00174483-0.000880574j 0.00154802-0.002655j 0.00227762-0.00296013j 0.000633694-0.00166488j 0.0059362-0.000298232j 0.00255224-0.00081517j -0.0200428-0.00375803j -0.00521717+0.00511628j -0.0044812+0.0039841j -0.00301708-0.000297228j -0.00118135+4.92224e-05j -0.00621697-0.00933494j -0.00164791+0.000145666j -0.00806044+0.00521274j 0.00311452+0.0090839j 0.00652557+0.00224409j -0.00876652+0.00354815j -0.00138961-2.25649e-05j -0.00646152+0.000883393j -0.00331403-0.0051511j 0.000709317+0.00993333j 0.0142061+0.0128803j -8.79059e-05-0.002514j 0.00198427+0.00200507j -0.00485514+0.00218636j 0.000106226+0.00133263j 0.000760151-0.0028056j 0.00339203+0.00343644j -0.00399472-0.00203794j -0.00894836+0.00016615j 0.0109543-0.00648057j 0.00183954-0.00249861j 0.000478823-0.00594918j -0.00057166+0.00370395j -0.00169449+0.000846994j -0.00161579+0.00409476j -0.00279012-0.0019508j -0.00373795+0.00564657j 0.00124406-0.000738887j -2.02861e-05-0.000682546j 0.00204411+0.000242854j -0.00183369+0.00420738j -0.00077593+0.00171894j 0.000178265+0.000273526j 
-0.00391547-0.0034588j -0.000303698-0.00280467j -0.000758992-0.000423716j -0.00307151-0.00264893j -0.00218028+0.00262878j 0.0023947-0.00209534j 0.00020971-0.00365764j 0.00872794-0.0034941j 0.00906229-0.00736651j 0.00405851-0.0032668j -0.00423089-0.00553787j 0.000594167+0.00361714j -0.00124772-0.00387075j 0.00109329-0.00215435j -0.00220519-3.89327e-05j -0.000805265+0.00233722j -0.00161278-0.00444783j 0.0010658+0.00174874j -0.00113224-0.00582294j 6.69625e-06+0.00462474j 0.00312693+0.00709994j 0.00760343-0.00216914j -0.00281288-0.000206943j 0.0106209-0.000244832j 0.0021853-0.00903971j 0.0123393-0.0131389j -0.0017653-0.00737152j -0.00599258-0.00191666j -0.00460131-0.00112506j -0.00715079+0.000783781j 0.00391633-0.000201311j -0.00177116+0.00614412j -0.00612712-0.000360006j 0.00489811-0.00679718j 5.31004e-05+0.00280186j -0.0040511+0.00261003j -0.00197985+0.000433989j -0.0028123+0.000241145j 0.000439828-0.00105359j 0.00110664-0.00178478j -8.91683e-05+0.000343032j 0.00172482+0.000591614j -0.00419657-7.08552e-06j 0.00581653-0.00432221j 0.00359467-0.000762614j 0.00137882+0.00207142j 0.00387223-0.00119397j 0.00238544-0.00393274j 0.00109867+0.00282118j 9.8917e-05-0.00110099j -0.00955546+0.000411085j 0.00482322+0.00366289j -0.00509985-0.00170546j 0.000819462+0.000393875j 0.00300224-0.00293844j 0.00605239-0.00547543j 0.00203343+0.0093005j -0.0125901+0.00433811j 0.00647721+0.0024752j -0.00744656-0.00899195j -0.00612891-0.00881337j -0.0047957-0.000743679j -0.0033732+0.00314624j 0.00220852-0.00336932j -0.000114811+0.000500271j 0.00325081-0.00976476j -0.00411809-0.0104685j 0.00181414-0.00605811j 0.010513-0.00871527j -0.00232999-0.00249957j -0.00863248-0.00389012j 0.0020634-0.00617071j -0.00268798+0.00516328j 0.0083307-0.00247809j -0.00112284+0.00280359j 0.00294147+0.00563126j -0.00840554-0.00884628j 0.00714051-0.00224668j 0.00556399+0.00249934j -0.000290783+0.00522063j 0.00233246+0.0031081j 0.00335346-0.00805492j -0.00958667+0.00321399j 0.000787893+0.00324766j 0.000573934-0.00617116j 0.000772119-0.000845504j -0.0014992-0.00191913j 0.000843275-0.00252503j -0.0025449-0.00127988j -0.00112536-0.00363559j -0.00322934-0.00450952j -0.0015643+0.00133683j 0.000256962+0.00111024j -0.000334152+0.00100077j -0.00356539-0.00179784j 0.00086501+0.000386894j -0.0008802-0.00110944j 
0.00356322+0.00334791j -0.00349509-0.000371614j 0.00364113-0.000912914j 0.000984959-0.000847348j -0.00609345-0.000820784j -0.00216847+0.00284634j 0.000932801+0.00204559j -0.00525989-0.00233738j 0.0011024+0.00356326j -0.00449012+0.00211604j 0.000366289-0.00257492j -0.000558963+0.00203713j 0.00107967+0.000770854j -0.00276405+0.00361561j 0.00290604-0.000414827j 0.00271485+0.00210001j 0.0006448+0.00782816j -0.00469385+0.00247167j 0.000510142+0.00216654j -0.00592263-0.00496667j -0.000411294+0.00514088j -0.0063734-0.000631337j 0.00478254+0.00980403j -0.0101261-0.00566204j 0.0107564-0.00189291j 0.000726392+0.00378702j -0.000692056-0.00955429j -0.00557713-0.0066605j 0.00247626+0.00181265j 0.00923133+0.00285233j -0.000901515+0.00631062j -0.000283874+0.00638426j 0.00453358-0.00809981j -0.00256924+0.000630184j 0.000449884-0.0021789j -0.00238759+0.00148554j 0.00166186+0.000802283j -0.000640939-0.000514335j -0.00207263-0.000543148j 0.00210224+0.0025046j -0.00152364+0.000284747j 0.0100093+0.00106363j 0.000195083+0.000351349j 0.000680171+0.00490688j -0.00566893+0.00317165j -0.00188158+0.00470591j 5.13896e-05-0.00171427j -0.00124357+0.0011154j -0.00237706-0.00603515j -0.00307894+0.0114727j -0.00670395+0.00460468j -0.00441037-0.00190165j 0.00242275-0.00830733j 0.00175625-0.00443963j 0.00271156+0.00121798j -0.0150741-0.00312106j -0.000277465+0.00446272j 0.00503288-0.00368201j 0.00351655+0.00420327j -0.00372514-0.00590183j 0.00862374+0.00602039j 0.00349595+0.0015033j 0.000535663-0.00514516j -0.00642745+0.00391432j 0.00264984+0.00786756j 0.00647031+0.00153648j -0.000642565+0.0102397j -0.00758716+0.00289076j 0.0025501+0.00378826j 0.000320243+0.0140789j -0.00318295+0.000869299j -0.00235712+0.00360085j 0.00795322-0.000548663j 0.000786634+0.00721228j -0.00257987+0.0119058j -0.00714065-0.00499686j 0.00697508+0.00568337j 0.00136899+0.00944252j 0.0025528+0.00354571j -0.00583323+0.00755207j -0.000946399-0.00448699j -0.00183157-0.00559307j -0.00257237+0.00417153j -0.0154926+0.00333159j -0.00456846-0.00751875j -0.0022922+0.00155943j 0.00129506-0.00133344j -0.000866365-0.00256186j 0.00263326+0.00113882j 0.0015746-0.00320745j 0.00403154+0.00221738j 9.69896e-05-0.000968884j 0.00041159-0.000607748j -0.000726722-0.000267173j 0.00559281-0.00182562j 0.00376897+0.000425085j 0.00100748-0.00121972j 
0.000783825-0.00239385j 0.000722811-0.000738684j 0.000803008-0.000506478j -0.00253394+0.000612406j -5.1806e-06-0.00118382j 0.00217188-0.00479502j -0.0048482-0.0104069j 0.00723857-0.00196106j 0.0139675-0.0034386j 0.00456788-0.00556018j -0.00403597-0.00728148j 0.00607531+0.00429985j 0.00241612+0.00112765j 0.00190713-0.00257213j -0.00547014-0.000157111j -0.00235219+0.00166531j -0.00230659-0.00362056j -0.00437226+0.00478652j 0.00850934+0.00476017j -0.003058-0.00322304j -0.00511214-0.00472899j -0.00139664+0.00511448j 0.00379361+0.00352019j -0.00339217-0.00636024j -0.00411175-0.00106192j -0.0145687+0.00795007j -0.000834365+0.00808848j -0.000198392+0.00509545j 0.00412628+0.00586747j 0.00411471-0.00203227j 0.00049996-0.00544014j -0.00051099-0.00317359j -0.00257022-0.00203838j 0.000358294+0.00333684j 0.00125943-0.00376572j 0.00595067-0.00411389j -0.00338377+0.000499267j -0.00177759-0.00265064j 0.0017587+0.000477986j 0.000237428+0.00016235j 0.000311615+0.000257397j 0.00306025-0.000231407j 0.000466209-0.000841302j 0.000528629+0.00104444j -0.000474881+0.00315108j -0.00114834+0.00481863j 0.00230831+0.00356579j -0.00834874+0.000177593j 0.00311262-0.00664258j 0.00552006+0.0045737j 0.00618135-0.00176011j 0.00200538+0.00452j 0.00890432+0.00157505j -0.00145159+0.00117964j 0.00248393-0.00426122j 0.00449241+0.00637976j -0.00154382-0.00245346j 0.00105336+0.00416568j -0.000904727-0.000395172j 0.00579526-0.00361048j -0.00423162-0.000783955j -0.00241563-0.00540237j -0.000333126+0.00553639j 0.00241063+0.000744782j -0.00335847-0.00227541j 0.00092596-0.00134201j 0.00128136-0.00178172j -0.000455414-0.00446188j -0.00920611+0.00293852j -0.00446798-0.00364738j 0.00233289+0.00104628j 0.00172057-0.00600909j -0.00332219-0.00728401j -0.00353262+0.00432442j 0.00465264-0.00439745j 0.00545257+0.00123645j 0.00404031-0.00416875j 0.00229684-0.00104839j 0.0051855-0.000156345j 0.00145685-0.00242403j 0.00591054-0.00292367j 0.00055721+0.0038933j 0.00226348-0.007453j 0.0126786+0.00305604j -0.0014557+0.000868664j -0.0031074+0.00167402j -0.00503636+0.00174784j 0.00517273+0.0030613j 0.0023739-0.00175552j -0.00692663-0.000317656j -0.00598121-0.0010713j 0.000533202+0.000784395j 7.6881e-05-0.000935351j 0.00012394+0.000847041j -0.00734734-0.00406029j -0.00192799-0.000774248j -0.00111058-0.00176081j 
0.00271383+0.000181046j 0.0044395-0.000339859j -0.000517226-0.00370325j 0.00508202+0.00269887j 0.010739-0.00918653j 0.00415128-0.00764205j -0.0139585-0.0103805j -0.00473659+0.0121971j -0.00596202+0.00311862j 0.00182098+0.000662084j -0.0104204+0.000997428j -0.0011108-0.00121617j 0.00897738-0.00181127j -0.00900822+0.00897769j -0.000598895+0.00577144j -6.58223e-05-0.00020377j -0.00211452+0.00345931j 0.00157164+0.00021725j 0.00434569-0.000278848j -0.00296696-4.07597e-05j -0.00850049-0.00730862j -0.00354459+0.00833785j 0.00611736+0.00191831j 0.00533097-0.0100946j -0.0100206-0.00368925j -0.00302657+0.00493402j 0.000261019+0.000534297j 0.00228384+0.00482698j -0.00155223+0.000108035j -0.00591288-0.000389375j -0.00206234-0.00201509j -0.00832978+0.00643949j -0.00555442-0.000351429j 0.00555582-0.00259058j -0.00112581-0.0077846j 0.00371767+0.00166548j 0.00136289-0.00185898j 0.00308442+0.000751102j 0.0011594-0.00270107j 0.00103823+0.000298817j -0.000244629-0.000554183j -0.000120992-0.00608924j -0.000889462-0.00257698j 0.00413932-0.00313096j -0.00494855+0.00146974j 0.000693782-0.0030786j -0.00681553-0.00266585j 0.0010681+0.00119973j -0.00131065-0.000707822j -0.00454588-0.00684343j 0.0046976-0.00326538j -0.000676127+0.00408193j -0.0106805-0.00294504j 0.00399061+0.00351014j 6.78812e-05+0.00096597j 0.00347361-0.00482638j 0.00712809-0.00436104j 0.00086724-0.00413955j -0.000566396+0.00962148j -0.00213388-0.00280111j -0.00232012-0.00199095j 0.00283343+0.00418186j -0.00172895+5.84896e-05j 0.00497957+0.00503108j -0.00196249-0.00371999j -0.00354076+0.0039387j 0.00639889-0.00215599j -0.00339179+0.00570959j 0.00441601+0.00373299j -0.00350625+0.00262335j -0.00324597-0.00259945j -0.00409994+0.0014305j 0.004002-0.000193805j -0.00465515+0.00749916j -0.000935895+0.00403909j -0.000205119+0.00140473j 0.000557257-0.00427828j -0.00560352+0.00472569j -0.0100444+0.00177935j 0.00194328+0.00240104j 0.000341143+0.00466647j 0.00359519-0.00407959j 0.00376865+0.00650268j 0.00125107+0.000746606j -0.00184027+0.00220585j 0.00182545-0.00553392j 0.00495162-0.00216487j -0.000300859-0.00373441j -0.00359995-0.002574j -0.000119404-0.00289017j -0.00157459-0.00218182j 0.00124608-0.000612646j -0.00136785+0.000442691j 0.00233944-0.000419846j 0.000403211+0.000465482j -0.00133904-0.00139995j 0.000342091+0.00217796j 
-0.000281579+0.0041823j -0.00684159-0.00418429j 0.00287683-0.00287734j -0.00223886+0.0019021j -0.00484895+0.00583774j 0.00117943+0.00335777j -0.00257308+0.00172506j -0.0076653+0.00684987j 0.00377969+0.00175104j -0.00546158+0.00722284j -0.0078659+0.00412557j 0.00190955+0.00199135j 0.00214948-0.00303921j -0.00746867+0.00276796j -0.00104306+0.00651008j 0.000672091+0.00833231j -0.00239573+0.00400213j -0.00378882-0.00100342j -0.00439916+0.00699868j 0.00681315+0.00337594j 0.00271808+0.00503116j 0.000214616-0.00125141j 0.000869482-0.00906304j -0.00347667+0.00166015j -0.00345496-0.0016882j 0.00531234+0.00108234j 0.00236042-0.00612789j 0.00867036+0.0108832j 0.000851565+0.00134552j -0.0121564+0.00755131j 0.00769165+0.00197855j -0.00157472+0.0046272j -0.00620534+0.00375095j 0.0083466+0.0029633j 0.000660341-0.00391037j 0.00375063+0.000354993j 0.0020121-0.00341815j -0.000381622-0.000753675j 0.00410129+0.00324902j 0.000749732+0.00426811j -0.000399952+0.00238607j -0.00673964+0.00656554j 0.000602041+0.00340158j -0.00332023-0.00296881j 0.00815048-0.00251044j -0.00510689+0.00496174j 0.00426785+0.00366716j -0.00292679-0.00126509j 0.00686327+0.00568971j -0.00338223+0.00730701j -0.00556549-0.00180905j -0.00527893+0.00287885j 0.00178115+0.00891273j -0.00476573+8.87006e-05j 0.00870416+0.0120915j 0.0032537+0.00251574j -0.000746995+0.00745814j 0.0026116-0.00498136j 0.00129919-0.0133564j -0.00482812-0.0017832j 0.0151562+0.0119085j -0.00871335+0.00588404j 0.00636628+0.00785851j 0.0030518-0.00109175j 0.00218727+0.00123489j 0.00960143+0.00287542j -0.00169497-0.00010269j -0.000519415+0.0118414j -0.00220789+0.00521237j -0.00347565-0.00501725j 0.00739577+0.00511515j 0.0016005+0.00519538j 0.00159065-0.00438375j -0.0061586+0.000243407j 0.00339404-0.00118657j -0.000851635+0.000687258j 0.00216847+7.1309e-05j -0.00636479-0.00170177j -0.00350995+0.00378693j 0.00315782-0.00049087j 0.00182164+0.000146498j 0.00168221-0.00381168j 0.00674885+0.00298129j 0.00101656-0.000871284j -0.000609111+0.00765102j 0.0021503-0.00520015j 0.00632409+0.0041722j -0.00058635-0.00128506j 0.000718748-0.000504721j -0.00312964+0.00393159j -0.00114621-0.00440647j 0.00217282-0.00117089j -0.0024023-0.000363277j 0.000139293+0.00331682j -0.00289685-0.00221984j -0.00143327-0.000688262j 0.000365433+0.00215634j 
0.00346085-0.00484373j 0.000991184+0.000980197j 0.00148756-0.00338569j 0.00333223+0.000345842j 0.000676775-9.02326e-05j -0.000443232-0.000354609j -0.00132577+0.00283198j -0.00540932+0.00117103j -0.00632931-0.00151961j -0.00283232+0.00225787j -0.00305006+0.00126847j -0.00219128-0.00378797j 0.00247154-0.000413921j -0.00273584+0.000944534j 0.00164006+0.000207716j -0.00300742+0.000613874j 0.00030469+0.00516831j 0.00165734+0.0117825j 0.00472654-0.0024655j 0.00310533-0.00435492j 0.00613665-0.00058336j -0.000426182-0.00921643j -0.000482948+0.00565553j 0.00666322-0.00548184j -0.00723961-0.00703142j -0.00119461-0.00111455j 0.00478475-0.00591544j -0.00361853+0.00770943j 0.0054609+0.00220505j -0.0138101-0.00143574j -0.00442088+0.00201174j -0.00232941+0.00267577j 0.00192478+0.00550218j 0.00711699-0.00806428j 0.00109567-0.00977059j -0.00301171+0.00178204j -0.002171+0.00272465j -0.00768709-0.000994209j -0.000521039-0.00119523j 0.00304903-0.00107622j -0.000684017-0.0026058j 0.00984892-0.00123741j 0.00293212-0.00473842j 0.00107373+0.00450177j 0.00341316+0.000888771j 0.00726167-0.00152638j 0.00431142-0.000560647j -0.00200246-0.00234332j -0.00351186-0.00126325j 0.00953635-0.00358573j 0.00113945+0.00198298j -6.49892e-05-0.00820437j -0.00192108-0.000978198j 0.000877119-0.00341647j 0.00387074-0.00301994j -0.00375035-0.00144294j 0.00130045-0.003469j -0.0019751+0.00325475j 0.0054545-0.001238j 0.00263825+0.0027634j 0.00454765+0.00435563j 0.00426861-0.00143825j 0.00329093+0.0036329j -0.00543854+0.000880004j 0.000824733+0.0049243j 0.00432512+0.00106608j 0.00689024+0.00381043j -0.00489307-0.00673115j -0.00689255+0.000442081j 0.002509-0.000774748j -0.00468788+0.00083032j 0.00107394-0.00372813j 0.00077757-0.0108018j 0.00116666-0.00502887j -0.000868467-0.00677284j -0.000572018-0.000181405j -0.00505625+0.0035311j 0.00330852+0.00010805j 0.00245829-0.00370715j 0.00204857-0.00496322j -0.00509178+0.00367787j 4.85003e-05+0.00694958j -0.00235275+0.00162447j -0.0052417-0.00091497j 0.00633775+0.00270228j -0.000411917-0.00264847j 0.00482591+0.000661509j 0.00108159-0.00414176j -0.0030269-0.000769612j 0.000665964+0.0022604j 0.00513963+0.00391787j -0.000296978+0.000679746j 0.000400667+0.000249578j -0.00413394-0.000848846j 0.00183954-0.00428521j 0.00488766-0.000560595j -0.00146351-0.00403944j 
