-0.17239-0.145289j -0.152311+0.176545j 0.166789+0.0727967j -0.065739+0.181459j 0.125278+0.0941777j -0.0795278-0.0374435j 0.167786-0.116448j 0.106771+0.174225j 0.00935553-0.0337887j -0.156145+0.181579j -0.117982-0.0511489j 0.00632411-0.0274765j -0.169729+0.0509438j 0.0109511+0.0821098j 0.0345247-0.0347373j 0.00439061+0.115363j -0.0178933+0.0711728j -0.246259-0.158115j -0.147366-0.0160106j 0.10055-0.0621334j 0.0593362+0.147142j -0.00538924+0.177095j -0.0218859-0.0745425j -0.0915025+0.111013j -0.0904522+0.0610951j -0.016985-0.0224225j -0.073803+0.247169j -0.227166-0.0336628j 0.152128+0.0622327j -0.0684158+0.17174j 0.268383-0.0870617j 0.0918598+0.275539j -0.0999746-0.0679862j -0.0739088+0.0949828j 0.029896+0.0516491j -0.0130163-0.00790662j 0.061296+0.0329178j -0.0399109+0.074402j 0.0530396+0.00362486j -0.00896435+0.0202832j 0.00117026+0.0178838j -0.00480874+0.00282122j -0.0202356-0.020724j 0.0327934+0.0128631j -0.0149815+0.00852622j -0.0153373+0.0239916j -0.00963723-0.00963727j 0.0207586-0.0208778j 0.00103076+0.00951541j 0.01645+0.00781835j -0.0131987+0.0176621j 0.0229805+0.0260833j -0.011271-0.0325528j -0.00737642-0.0191572j 0.0276944-0.0049276j -0.00996998-0.00724607j 0.0127293+0.00371861j 0.00834961+0.00917039j 0.0241104-0.0301278j -0.0115014+0.0128328j -0.0109081+0.0135975j -0.0283794-0.0172319j -0.0188722+0.0166501j -0.00581778-0.0153833j 0.000163689-0.00784989j -0.0289748+0.000169319j 0.00989875+0.025292j 0.00355404-0.00571975j 0.00141707-0.0266144j -0.0287866+0.00395911j 0.012045+0.0668556j -0.0656846+0.00949251j 
-0.00959551-0.00046045j 0.000710682+0.00927019j 0.0072194+0.00128017j 0.00119627+0.00675492j -0.00464396-0.017039j -0.0102252-0.0167987j 0.0116934-0.0104156j 0.0020363+0.00278563j -0.00126542+0.0184589j -0.00465907-0.00523814j -0.00823752+0.0161464j 0.00427615-0.00164489j 0.0115651-0.0194821j 0.0140023-0.00880063j -0.00858568-0.0059678j -0.00416917+0.0231577j -0.00454562+0.00930333j 0.0170394+0.000545595j 0.0162833-0.00798479j 0.022831+0.0100754j -0.000158442+0.00619056j 0.0041535-0.00740044j -0.0100365+0.0236322j 7.44418e-05+0.0238237j -0.00476501-0.0136386j -0.00666878+0.0202648j 0.0117409-0.00426729j 0.000292512+0.0022609j -0.00157789-0.00122073j 0.000155723-0.00311963j 0.00405301-0.0014315j -0.000507726+0.00442804j 0.00479126-0.00209295j 0.000545555-0.00589994j 0.00812134-0.032732j 0.0361292+0.0256244j -0.0291763+0.0162566j 0.00666998-0.0162965j -0.00762222-0.0164439j 0.00169551+0.0162152j 0.0111539+0.0127342j 0.00487015+0.00595332j -0.0151285+0.00977482j 0.0172471-0.0112197j -0.012716+0.00552465j 0.00115352+0.013921j -0.00587605+0.00442267j 0.00974549+0.0065774j -0.0173356-0.00202153j -0.0188517+0.0146603j 0.00226561-0.00815555j -0.000989726+0.00910797j -0.0148156-0.0149901j -0.00165175+0.0017508j 0.0066195+0.0112628j 0.0110119-0.0107948j -0.00828439-0.00588184j -0.00782193-0.0101309j 0.0144952+0.00548172j -0.00523262+0.00289695j -0.0120492+0.0157625j 0.0182084+0.00662674j 0.0085245-0.0302856j -0.0118411-0.00717219j -0.0122102-0.0313205j -0.0313288-0.0161984j -0.0298731+0.0171571j -0.0110883+0.0170959j 0.00665349-0.0110491j -0.00696932-0.00854533j 0.0027229+0.000700641j -0.000540956+0.0033055j 
-0.0049653+0.00395114j 0.00466095+0.00478282j -0.00437515+0.00418518j 0.00145313-0.00631462j 0.00754471-0.0245453j -0.000794871+0.0276383j -0.0274157-0.0150801j 0.0196593+0.00617369j 0.00837845+0.01397j -0.0166274+0.0141344j -0.010097-0.000215049j -0.00449918+0.0087255j -0.0103029-0.0146686j -0.00420884+0.00169092j -0.00507257+0.00459472j -0.0192182+0.010746j 0.0143089+0.00504678j 0.0149327-0.0104718j 0.00809563-0.00658811j 0.00363641+0.00627717j -0.0106032-0.00662703j -0.0123409-0.00425012j 0.005753+0.0114362j 0.0197608-0.014539j -0.000278665-0.0368619j -0.0282307-0.00657509j -0.00751148+0.0107782j -0.00955459-0.00417863j -0.00295716+0.00549602j -0.00679951-0.00411555j 0.00366899-0.00324681j 0.00271399+0.00385078j -0.0117417-0.00245449j -0.00303559+0.0128989j 0.0136251+0.0131398j -0.0208738+0.00057841j 0.0190698-0.00856894j -0.00698335+0.0234231j -0.0040965+0.0129327j -0.0135601-0.020766j -0.0127287+0.00944801j -0.00746707-0.0103366j 0.00199758-3.19722e-05j -0.00376828+0.0037746j 0.00247299-0.00435817j 0.00568533-0.00400872j -0.0113583-0.00669542j -0.00260978+0.00931488j -0.00365971+0.00315479j 0.00961476-0.0107522j 0.000196523+0.00744544j 0.00260799-0.00635641j 0.0106126+0.00758809j 0.0160609-0.00372837j -0.00492947+0.0086831j 0.00695366+0.00294318j -0.00469829+0.00807565j 0.0102984+0.00503214j -0.0133891-0.00684773j 0.0132085+0.00905531j -0.000409391-0.00993513j -0.00718301+0.0129372j -0.00494183+0.0103011j -0.00483143+0.00974804j 0.00402593+0.0113255j 0.0178436+0.0160021j 0.0268744-0.0162988j -0.00549331-0.0177834j -0.00156761+0.00264515j 0.00317449+0.00266377j 0.002029-0.00306839j 0.00301315+0.00226639j 
0.00701584-0.00629984j -0.00622397-0.00743278j 0.00231485-0.00944404j 0.0117577-0.00251549j -0.0208381-0.00697113j -0.00171374-0.00157173j -0.00541372-0.00140918j 0.00954921+0.00637097j 0.00584048+0.0166118j -0.00443257+0.00508666j 0.000148835+0.00806225j -0.0181336-0.0159479j 0.0206313+0.00956048j -0.0101024+0.00786674j 0.00934633-0.027291j -0.00483256+0.0115887j 0.0112458+0.0090115j 0.00962881+0.00341487j -0.0395971-0.00577941j 0.00710737+0.0304803j -0.00245108-0.00764305j 0.0119488-0.0129434j -0.00752971-0.00287413j 0.00443925+0.00416494j -0.00388076-0.00684863j 0.000113506+0.00486773j -0.000735604+0.00548693j -0.00639642+0.000824964j -0.00989858+0.00115271j -0.00246622-0.00945914j 0.00996991+0.00232005j -0.00132441+0.0103522j 0.0061312+0.0130781j 0.0111234-0.00851345j -0.0197419+0.0143149j -0.00865695-0.00891214j -0.00177093-0.00407457j 0.00738973-0.00658323j 0.0134737-0.00928286j 0.0135522+0.0113964j 0.00809486-0.0111121j -0.012982+0.0107985j 0.0145551-0.0106697j -0.00222838+0.00414191j 0.00672+0.0141014j -0.0100793-0.0121487j 0.00460048+0.00282284j -0.000553399-0.0120555j 0.0213364+0.0107736j -0.0032965-0.0171349j -0.00716229-0.0125647j -0.000648636-0.0188747j -0.00850992+0.00387742j -0.00878838-0.00232982j -0.00131501-0.0211775j -0.015672+0.00627172j 0.0269145-0.012754j -0.00100243+0.00226052j -0.00297112+0.015437j -0.0224919-0.00853067j 0.0400245+0.00741554j -0.00244994-0.0360185j 0.00976585+0.0126997j 0.0111987-0.0144397j 1.00372e-05+0.0161489j 0.0152529-0.00372411j -0.00766135-0.0061796j 0.00238884+0.00860807j -0.00516115-0.00460326j -0.00488912+0.00476339j -0.00131914-0.000249126j 8.67791e-05-0.00136096j 
0.0094548+0.00307333j 0.00432737-0.00941717j 0.0100512+0.00922618j -0.000994583+0.0136037j 0.0181415-0.0212264j 0.00669987+0.00453347j -0.00230278-0.000443809j -0.00784024-0.000320292j -0.0118956-0.00300087j -0.00443313-0.0066526j -0.00169474-0.00754631j 0.0154379+0.00742624j -0.0142353-0.00781211j 0.0104996-0.00733642j -0.00302272+0.0218411j -0.00537664-0.00354264j -0.00735205-0.00147435j -0.00209257-0.000526467j 0.0347155-0.000628883j -0.000877671-0.0145913j -0.00439153+0.00427494j -0.00640259+0.00868913j 0.00119135+0.00814991j 0.00339388+0.00737476j 0.00271307-0.00750928j -0.00174832+0.00165198j 0.0141036-0.000909389j -0.00527363+0.0103361j -0.00111027+0.017192j -0.0183567-0.0025998j 0.0117656-0.0105925j 0.0111874+0.0115447j 0.0148064+0.0121689j 0.0100768-0.0183306j -0.0233762+0.019106j -0.0151534-0.01393j -0.00471927-0.00222385j 0.00453715-0.0134773j 0.0135031-0.0216813j 0.0227082+0.0151978j 0.0113651-0.0176684j -0.0147703+0.0211346j 0.0174275-0.0225767j 7.61119e-05+0.00490696j 0.0121388+0.0171295j -0.0147804-0.0113869j 0.00568962+0.00227583j 0.000499104-0.017729j 0.0362959+0.00998755j -0.00981772-0.0234625j -0.0114127-0.0188236j -0.00803297-0.0265977j -0.0143228+0.00791826j -0.0156645-0.00252223j -0.00242223-0.0339837j -0.0241464+0.0103964j 0.0360928-0.0241466j -0.0027624-0.00095117j 0.000446254+0.0209165j -0.032081-0.00765364j 0.0582692+0.00511739j -0.0109007-0.0557957j 0.0145473+0.0186547j 0.0158854-0.0262634j 0.00101539+0.0202956j 0.0222632-0.0112055j -0.0166999-0.00907987j 0.00327281+0.0126885j -0.00905695-0.00743414j -0.00721938+0.00843134j -0.00224518-0.00213546j 0.00173593-0.00199562j 
-0.00281942+0.0139658j 0.0148123+0.00425241j 0.000635502-0.00242426j 0.00485357-0.00519205j -0.0043352-0.00583548j 0.00267394-0.0101253j 0.00713372-0.00540483j 0.00175857+0.00730659j 0.00150317-0.00099769j 0.00389811-0.000587655j -0.00858259-0.00253538j -0.00685097+0.00418409j -0.00653522+0.00184816j -0.00286409-0.00575487j 0.00456451+0.00118401j 0.00650495+0.000468946j 0.00265437-0.00308218j 0.00318314+0.00372805j 0.00041462+0.000473816j -0.00295428-0.00355693j 0.00296288+0.00314173j -0.00214911-0.00167757j 0.00304958-0.00290957j -0.00289508-0.00359992j 0.00119276+0.00320475j 0.00113394+0.00429543j -0.00599665+0.00680067j -0.00259209-0.010711j -0.00970784-0.00116082j -0.000272677-0.00720327j 0.00861273+0.0031492j -0.00364504+0.00623768j 0.0048386+0.00479535j 0.00406715-0.00457789j 0.0249968+0.0341074j -0.00990441+0.0306386j -0.0115377+0.0114869j -0.0190512-0.0100819j -0.00280402+0.00225216j -0.0133582-0.00733407j 0.0120279-0.0171658j 0.0499266-0.00292518j 0.0373398+0.0104045j 0.0143118+0.00696546j -0.00110009+0.0178663j -0.0195363-0.0195586j -0.0111364+0.00387083j 0.0140328-0.00503605j -0.0135164+0.00854844j 0.0150716-0.0115573j -0.0198351+0.00869857j 0.00552942+0.0135358j -0.00150805-0.0368348j -0.00174225+0.00967986j -0.011686+0.00641456j 0.027684-0.00637097j 0.012217-0.0184368j 0.00342393+0.0292863j -0.0178302+0.00313871j -0.0278203+0.00555593j 0.0117075-0.00731012j 0.000272555-0.000274179j -0.0050568-0.00579398j -0.00536584+0.0163254j -0.0202301+0.00533625j 0.0166438+0.025554j -0.00572485-0.022487j -0.0125448+0.0411423j 0.000911712-0.00708644j 9.83559e-05-0.00922082j 0.0237996+0.0143552j -0.0164671+0.0232258j 
-0.0231581-0.00244362j -0.000670207+0.0224468j 0.0206905-0.0128001j 0.0074031+0.0174072j -0.00370445+0.00319745j 0.00536419+0.00261116j -0.00649758+0.00778699j -0.00690901-0.00519102j -0.0025166+0.00417847j -0.00140536+0.00288826j -0.00140906-0.00339523j -0.00261947-0.00149555j -0.00379487-0.000940499j 0.00226626+0.000590404j -0.00189844+0.00028364j -8.28786e-05+0.00289015j 0.000292925-0.00035054j 0.00182022-0.00129865j 0.00330077-0.000319695j 0.00207235-0.00160931j -0.00368164+0.00611075j 2.28845e-05-0.00178527j 0.00113479+0.00237594j 0.00309887-0.00553942j -0.00329429+9.29336e-05j 0.00118507-0.00299164j -0.00829834-0.00512436j 0.00162873-0.00720268j -0.00279185-0.0136056j 0.0176213+0.000953737j 0.00620281+0.012139j -0.0139641+0.00400638j 0.0408422+0.0127249j 0.00894429-0.0407668j 0.0241646-0.00956955j 0.00437795+0.000280099j 0.0353894-0.0271941j 0.00627353+0.0383441j 0.0109003-0.00964464j 0.00300815+0.0114095j 0.0175885-0.0197466j 0.002518-0.0196648j -0.0139668-0.00290352j -0.00265368-7.80806e-05j -0.00801992-0.0177347j 0.0109098-0.0108687j 0.0164981-0.00119048j -0.0223091-0.0208704j -0.00214081+0.00576493j 0.00743837+0.0146821j 0.000318328-0.016942j -0.00159848+0.00374394j 0.0154136-0.00442043j -0.00837272-0.008273j -0.0179896+0.0162717j 0.00150394+0.00573615j 0.0116269+0.00772429j -0.00511943+0.0112144j 0.0107271+0.00556382j -0.00650834-0.00980726j -0.0172187-0.0187448j 0.0156584+0.00986386j -0.00305043-0.0111012j -0.00468524-0.0092943j 0.000276306+0.0289412j 0.0249448+0.0131372j 0.00598509+0.016235j 0.0293014-0.0126278j 0.00805544-0.0351355j -0.0390715-0.0126393j -0.0125222+0.0333557j -0.0344013-0.0089602j 
0.00454136+0.00842344j 0.011173-0.00413634j -0.00277369-0.00163663j -0.00114036-0.00496911j 0.00181531+0.00136064j 0.00821561-0.00484007j -8.62169e-05-0.00288678j -0.00510324+0.00300986j 0.0011908-0.000137976j -0.00268461+0.00276115j -0.00360239+0.00288846j -0.00162312-0.00355351j -0.00492061-0.000461576j 0.000402671-0.00791407j -0.00468039-0.00255383j 0.00471458-0.000713954j 0.000327192-0.00521422j 0.00306873-0.00111291j -0.00108808-0.0022008j -0.00547866+0.000581846j 0.00578911+0.000536277j -0.00211018-0.00340206j -0.00118985-0.000266446j -0.00387632-0.00595862j 0.00220646+0.00264042j -0.00247112-0.000470215j -0.00405461-0.00161768j 0.00366097-0.00389689j -0.00306891+0.00210632j 0.000400784-0.00438852j 0.00280331+0.00187059j -0.0063705+0.00395835j 0.00557193+0.0139248j 0.00952053-0.000129486j 0.0151429+0.0132426j -0.00429815-0.00182687j 0.00221915-0.00378965j -0.0140215+0.0027203j -0.00552999-0.0147927j 0.0171589+0.00621206j 0.0115932-0.00172402j -0.0156038-0.00289089j -0.00770627+0.00674542j 0.0160061-0.01287j 0.00120694+0.0020022j -0.00225917+0.00236032j -0.00653485-0.00732118j -0.0109491+0.00934233j 0.0016435+0.00407014j 0.0032009-0.00836983j -0.00403337-0.0138044j -0.00446882-0.00974326j -0.017019-0.00071847j 0.00682881-0.000542981j -0.00128346+0.00910682j 0.00516384-0.00132034j 0.0109946+0.0013099j -0.00707239-1.36064e-06j -0.0095461-0.0058747j -0.00541939+0.0170116j 0.00607457+0.00167727j -0.00493912-0.00791516j -0.00366113+0.00176085j -0.00506184-0.00744109j -0.00747251-0.00340707j 0.00217497-0.00351875j -0.00147506-0.0039562j -0.0271563+0.0123096j -0.000799698-0.00130175j 0.00433277-0.0108137j 0.00461402-0.010017j 0.0117857+0.00586102j 
0.008433+0.00821907j 0.00785108-0.00912017j -0.00318996+0.00395546j 0.00014653-0.00818642j -0.00584406-0.00246579j -0.00314791+0.00231671j 0.000604862+0.000131152j 0.00519058-0.00450139j 0.000654365+0.000137815j -0.00567488-0.0085363j 0.00383057+0.000388174j 0.0074935+0.00414768j 0.00910694+0.00274512j -0.00559756+0.00476735j 0.00265344+0.00258909j -0.00178286+0.00138873j -0.00160292+0.00930271j 0.00059241-0.000846126j 0.004068+0.00378011j -0.00117166-0.00566085j 0.000376015-0.00829835j 0.00572956-0.00183118j 0.0041902-0.00675251j 0.000651157+0.000178945j -0.00129356+0.00340593j -0.000927662-0.000570993j 0.00278594+0.0028911j -0.00214825-0.00088413j -0.0112389+0.00200918j 0.000597001-0.00587491j 0.00128092-0.00182816j 0.00282722+0.000132775j -0.00907127-0.00633671j -0.00928974+0.00295368j -0.00274824+0.0168676j 0.00235195+0.0081712j -0.00834427-0.00346329j 0.00556833-0.0263784j -0.00778013-0.00635805j -0.00574833-0.00149996j 0.00864288+0.00138559j 0.0139795-0.0016866j 0.00651614+0.00588177j -0.00293952-0.00349047j -0.00622148+0.00958885j 0.00889123+0.00314393j -0.00970586+0.0088836j -0.0101326+0.00583452j -0.00175199-0.00210573j -0.0115693-0.0101536j 0.00644222-0.000367655j -0.00780657-0.012092j -0.00904284+0.00226716j 0.0136934+0.0160625j -0.00686732-0.0117157j 0.00961633-0.00417756j -0.00653904+0.0154527j -0.00184625-0.0180091j -0.0123263+0.0047222j -0.000794957-0.00306646j 0.00653233-0.000508207j 0.00053057-0.000321626j 0.00417197-0.0167197j 0.00211638-0.012077j -0.0181239+0.00469262j 0.0100891-0.000451515j -0.0128109-0.00627298j 0.00504951-0.0176669j 0.00862619-0.00733338j -0.00102121+0.00208144j -0.000270271-0.00718738j 0.00675063+0.00213963j 
-0.0133621-0.00298133j -0.00368609+0.0109351j 0.0101823+0.0090741j -0.00310096+0.0108461j -0.00182241-0.00889499j -0.00441449+0.00330203j -0.00119161-0.000448304j 0.0030567+0.000152275j -0.00184595-0.000873523j 0.000994967-0.00113887j 0.0031999-0.00420564j 2.67082e-05+0.000815379j -0.00139242-0.00570479j 0.00750325+0.0041238j 0.00334762+0.00107653j 0.000830505+0.00216088j 0.00547742+0.00275209j -0.00242845+0.00778805j -0.00076895-0.00465451j 0.00373165-0.00235986j -0.0056033+0.00366677j -0.00116689+0.00189302j 0.000677867-0.00154096j 0.00334287+0.00366632j 2.78292e-05+0.00351633j -0.000685907+0.00326573j -0.00604005+0.00391777j -0.00166258-0.00378336j -0.00112506-0.00307377j 0.000743031+0.00278258j 0.00362279+0.00646293j -0.000898106+0.00604864j 0.00480682+0.00434241j 0.00884266-0.00750406j -0.0102021-0.0065268j -0.00356814+0.00708667j 0.00402226+0.0115374j -0.00506706+0.0149686j 0.0058014+0.00131517j -8.06549e-05-0.00692962j -0.00752646+0.0121921j -0.00521662+0.00695237j -0.00767448-0.00449773j 0.0128453+0.00636379j 0.00172532-0.0126599j 0.000846147+0.00429594j -3.59481e-05-0.00592323j 0.00901372-0.00150117j -0.003539+0.00627812j 0.00149187+0.00562824j 0.00302796-0.0096502j 0.0124751+0.0174663j 0.0116578+0.0022021j -0.0014565-0.0137299j 0.00518442+0.00775002j -0.000775022+0.0182884j 0.00226911-0.0118476j -0.00146908+0.0149388j 0.0166903+0.00227341j -0.00267636+0.00965729j 0.00185084+0.000122399j 0.00645019+0.00619299j 0.00449597-0.00507248j -0.00168063+0.000725844j 0.0129099+0.0117752j 0.00923551+0.00912452j 0.00413048-0.0168223j 0.0163268+0.0166372j -0.00523784-0.0166438j -0.0300569+0.00718022j 0.00927261+0.0149868j -0.0159241+0.00741226j 
0.00848535-0.00717888j -0.00692264-0.00745359j 0.00602416-0.00647334j 0.00357632+0.0037712j 0.00074241+0.00979985j -0.00358382+0.00300893j -0.00479096-0.000606867j -0.00286505+0.00063978j -0.000760199+0.000986994j -0.000297205+0.000766272j -0.00163848+0.00312616j -0.00289201+0.000437284j 0.00161601+0.00184668j -0.00504757+0.00434149j -0.000528111+0.00478936j 0.00307655-0.00505879j 0.00326583-3.66754e-05j -0.00233149+0.00096569j -0.00227037-0.00115865j -0.00102111+0.005246j -0.00389866+0.000866675j -0.00338299+0.00234581j 0.000150824+0.00428522j -0.000695253-0.000654572j 0.00139825-0.00276325j 0.000772414-0.0012751j 0.0077671-0.0011033j -0.00162463+0.00665769j 0.00230788+0.0020796j -0.000597651+0.0012381j -0.00213653-0.00104769j -0.00128884-0.00536319j 0.00320771+0.00592965j 0.00387218-0.00227299j 0.000589231+0.00174639j 0.0186191+1.22426e-05j 0.0114743+0.00745625j 0.0113648+0.0100851j -0.00186761-0.0128634j 0.00301408-0.00925663j -0.00473527+0.00321915j -0.00145831+0.000576129j 0.00753354-0.00305493j -0.00398983+0.00328792j -0.009061+0.00617659j 0.000877659-0.00623605j 0.0107639+0.00320525j 0.00055292+0.0273251j 0.0120904-0.00346378j -0.0264394+0.0103284j -0.01337-0.0134959j 0.0337946-0.00220051j 0.00895223+0.016601j 0.0116411-0.00795631j 0.00131268-0.015611j 0.00230202+0.00436385j 0.0155396-0.0144601j -0.00169367+0.00801357j 0.0130744+0.0088356j 0.0184377+0.0110505j -0.0129766+0.0112253j 0.0119238-0.0036116j -0.00420045+0.00253129j 0.00658457-0.0205816j 0.00346532-0.033257j 0.00316072+0.00563848j 0.00170327-0.00333197j 0.0115667-0.0151883j -0.00547847+0.0152282j 0.011479+0.00763653j -0.0130041-0.00141163j -0.000542567-0.0116959j 
-0.00313987-0.00347897j -0.00462758+0.00283286j 0.00385737-0.000820124j -9.42051e-05+0.00298173j -0.00103315+0.0046447j -0.00315326-5.56941e-05j 0.000877781-0.00273898j 0.00154144-0.00255665j -0.000375947+0.00185031j 0.000504017+0.00155628j -0.00512915-0.00231818j 0.00490541-0.000405551j 0.000983098-0.00187518j -0.000649284+0.00222033j 0.00180097-0.00150913j -0.0021747+0.00243397j 0.00136416+0.00173443j -0.000447426+0.00133462j 0.00203646+0.000867688j 0.000902587-0.003008j -0.00423093-0.00265498j 0.00163441-0.00199624j 0.00162385-0.00268113j 0.000673773-0.00134883j 9.25031e-05+0.000166379j 0.00242568+0.0018725j 0.00121083-0.00151222j 0.00294627-0.00470043j 0.00312133+0.00143005j 0.000493735+0.00505042j 0.000588102+0.00233156j -0.000161635+0.00030129j 0.00233023+0.00190397j 0.00284557-0.00146657j 0.00612465-0.00849634j -0.000807267+0.0135388j -0.008139-0.00276544j -0.00181122+0.00963646j 0.00392408+0.0105373j 0.011873+0.00113029j 0.00983015-0.00611674j -0.00468941+0.0058631j -0.00518813-0.0014904j -0.00727051-0.00889575j -0.0146296-0.00175117j -0.00463215+0.00470744j 0.0148806-0.000537855j 0.00482774-0.0194366j -0.00556941-0.00414445j -0.00163932+0.00634512j 0.00133667-0.00179317j -0.000816013+0.00335438j -0.00561407-0.00217047j -0.00879579-0.00105528j 0.00434365+0.000986409j -0.0150312-0.00860453j -0.00716917-0.00392211j 0.0141811+0.0088096j 0.00787171+0.000675505j -0.00851348-0.00118312j 0.000987964+0.0057387j -0.00100905-0.00164784j 0.0021834-0.0169732j -0.00466874+0.00470395j 0.00403148+0.00113541j 0.000199602+0.00263976j 0.0126923-0.00416454j -0.00656159-0.00691131j 0.00260106+0.00106453j 0.00305977+0.00176838j -0.00248493+0.00268126j -0.00213768-0.00309713j 
-0.00324097-0.00502262j -0.00614474+0.000898466j 0.00948355+0.00400275j 0.00145961-0.00133139j -0.00417342-0.000651906j -0.00139759+0.0107358j 0.00426816-0.00389805j 0.00648676-0.00530917j -0.00231646-0.00516195j -0.00937072-0.00722561j 0.00022734-0.00223221j 0.0135478+0.00383186j 0.00783079-0.00557615j 0.00640249+0.0116072j 0.00958139+0.00299161j 0.00416175+0.000680143j 0.00955912+0.00590262j 0.00235951+0.0134223j -0.00404162+0.00232692j 0.00233568-0.0088274j -0.0047267+0.00234278j 0.00576398-0.000432251j 0.00858109-0.00680291j 0.00255341+0.00146045j 0.00403388+0.00237426j -0.0037067+0.0149008j -0.000677177+0.00804296j 0.00930005-0.0161695j -0.00157917+0.001353j 0.00433367+0.0110434j 0.00268407+0.00344238j 0.000884756+0.00334992j 0.00281924+0.0025742j -0.00117771-0.00707553j -0.00656306-0.00099183j -0.000535988+0.000632164j 0.00448102-0.00323902j 0.00567646+0.00791662j 0.00288369-0.00628642j 0.00263966-0.00609721j -0.00926661+0.00199033j -0.00737625-0.000771358j -0.00280626-0.000863677j -0.00100687-0.0021603j -0.000903005+0.00110025j -0.00397241-0.00426797j -0.00415598-0.00116728j 0.000776269-0.00452402j 0.00530771+0.00264261j 0.0110746-0.00366194j -0.00447558+0.00956065j -0.00497316+0.000202082j -0.00801124-0.00266384j -0.00363021+0.000383787j -0.00141166+0.00590483j -0.00722151-0.0116968j 0.00411906+0.000319168j 0.00168369-0.000529143j -0.00210545-7.42482e-05j -0.00433268-0.00681783j 0.00234598-0.00941931j -0.00233173-0.000366193j 0.00398936-0.00114211j 0.00609329+0.0141676j 0.00379948-0.00227732j -0.00938098-0.00321354j 0.004753+0.0064496j -0.000952043-0.00194318j 0.00270065-0.00142805j -0.000136284+0.00495757j -0.00359891+0.00132777j -0.000205824-0.00260252j 
0.00578447+0.00199846j 0.000703708-0.00456948j -0.00229822-0.00421788j -0.00399432-0.00471784j 0.00176063+0.00519355j 0.00395952-0.0029453j 0.000576593-0.00702165j -0.00232906-0.0108106j 0.00326702+0.00266886j -0.00648834+0.00577419j -0.00475893+0.00828007j 0.00451505-0.00580711j 0.0137099+0.00381689j -0.0145532+0.0103963j 0.00401459+0.0029248j 0.0020961+0.0161048j 0.0013609+0.0198547j -0.000899631-0.0035845j 0.0262603+0.0123569j -0.00960598-0.010509j -0.00634842-0.0127382j 0.0102017-0.0173434j -0.00724654-0.0181502j 0.00429387-0.0057287j -0.0136662-0.00560267j 0.0130687-0.00482549j 0.0118835-0.0147958j -0.013808-0.0140468j 0.00522655+0.0110745j 0.00433788+0.000948183j -0.00062895+0.00468095j -0.00370408-0.00431443j 0.00305587+0.00134926j -0.00193145+0.00237315j -0.00286739+6.30203e-05j 0.00368679-0.0021528j 0.00137824-8.32852e-05j 0.00363271+0.00304735j -0.00217668-0.000815039j 0.00149272-0.00190443j -0.00148403+0.00463613j -0.00913962+0.00210678j -0.00612086+0.00141947j 0.000678797-0.00580943j -0.00125152-0.00141428j -0.00339669-0.00408084j 0.00163991-0.0092182j 0.00386029-0.0015714j 0.00266276-0.0054198j 0.00920417+0.00224959j -0.00476148-0.00297738j 0.00639312-0.00377093j 0.00674683-0.000313761j -0.0102778-0.00395971j -0.00295747+0.00666427j -0.000670878+0.00541033j 0.00107588-0.00819705j 0.00140807+0.00498925j 0.0010427-0.00589599j 0.000277098-0.00296083j -0.00115191-0.00324107j 0.00438042+0.00139453j 0.0010691-0.00130765j 0.00674833+0.00300976j -7.47747e-05-0.00128973j -0.000351388-0.000368322j 0.00224394+0.000419374j -0.00228221+0.00997434j 3.36472e-05-0.00124607j 0.00977266-0.00201952j 0.000940942-0.00405006j 0.00572597+0.000245768j 
