-0.043134+5.55112e-17j -0.0477286-0.000192786j -0.0305104-0.000168927j 0.0374002-0.00222674j 0.0101232+8.73931e-05j 0.0343355+0.00113227j 0.0357133-0.0028577j 0.022802-0.000221989j -0.00330826-0.00168354j 0.0123003+1.57008e-05j -0.016755+0.00225279j 0.0404321-0.00136524j 0.00702158-0.000471337j -0.00513424-0.000940979j -0.000410017+0.000717307j -0.0135268+0.00173618j 0.0237329+5.53883e-05j -0.00363646-0.000118886j -0.0132009+0.00147787j -0.00766013+0.000686858j 0.00327915-0.000276518j -0.0200312-0.00131742j 0.00352613-0.000156974j 0.0188569-0.000890185j 0.00492837-0.0016599j 0.00446778-3.85211e-05j 0.0165018+0.000493702j 0.0225283+0.00116212j -0.0113824-0.000286007j 0.00104589-0.00188927j -0.0265888+0.001655j 0.00411972+0.000921985j 0.0408235+0.000802171j -0.0110734-0.00394189j 0.0354289-0.00165608j -0.00382015+0.00119701j 0.0371512+0.00482317j -0.0688475+0.0028509j 0.204967-0.00205951j -0.102752+0.00501183j -0.458727+0.00930896j 0.065598+0.0197323j 0.139743+0.000470682j 0.00549857-0.0100394j -0.00964578-0.00301362j -0.0560649-0.000970385j -0.0229042+0.0076422j 0.0618434+0.00240527j 0.00826818+0.00235353j 0.0103691-0.000777887j -0.0135921-0.00352768j -0.0540802+0.00294343j -0.0177859-0.00128268j 0.0133913+0.00436217j -0.0125649-0.000399719j 0.0062245+0.00116152j -0.0207077-0.000802972j 0.0424248-0.000947552j -0.00387562-0.000789843j 0.0210435-7.20104e-05j 0.00943401-0.00383691j -0.00547561-0.00144514j 0.0160735+0.00197028j 0.0135185-0.000347911j -0.000591034+7.95371e-05j 0.00925516+3.66597e-05j 0.014288-0.00133939j -0.00371637+7.44646e-05j -0.00166048-0.00326185j -0.0143909-0.00151669j 0.0143887+2.59964e-05j 0.0167629-0.00365177j -0.013273+0.00175808j 0.0141952+0.00042293j -0.00357865-0.000276043j 0.0166619+0.00112581j -0.00708058-0.00108195j 0.00104839-0.00255326j -0.0148648+0.0029512j 0.0117668-0.00151857j -0.0089643-0.00372712j 0.0170433-0.000717098j 0.00362398+0.00584802j -0.0295746-0.000712449j -0.017337+0.000721831j 0.0147985-0.00657618j 0.0329022+0.0017166j -0.0342788+0.00644718j -0.0206747-0.0166077j -0.0884846+0.00219467j -0.00127421-0.0200119j -0.100823-0.00913327j 
0.0143887-2.59964e-05j -0.000513519-0.00219454j 0.0106631+0.00433863j 0.00952169-0.000830223j -0.00313003+0.0028776j -0.0014577-0.00199522j -0.00482449+0.00280337j -0.0181521+0.0025799j -0.00159213+0.00478809j -0.0128704+0.00364587j 0.0268592-0.00322643j -0.0113993+0.00219905j 0.0202844-0.000554584j 0.0201941+0.00152652j -0.134153-0.000242375j 0.105543+0.000596603j -0.0311589+0.0011511j -0.0615644-0.000762506j -0.0382723-0.00200661j 0.0111671+0.00346682j 0.025269+0.00039296j 0.0036948+0.00280214j 0.0137902-0.00611913j -0.0027276+0.00943821j 0.00533284-0.00542736j 0.00534558-0.00436056j 0.0141761-0.00350303j 0.00871945-0.00097514j 0.00231506-0.00263157j -0.0037375-0.000852386j -0.00315535+0.00359244j 0.000943981+0.00108287j -0.00124205+0.00181115j -0.00105899-0.00203282j 0.00482083-0.00227111j 0.00361477-0.00290016j 0.00658665+0.000572384j -0.014895+0.00342834j 0.00221915-0.00122854j -0.0144874+6.65174e-05j 0.00314324-0.00112699j 0.00901448+0.00172614j 2.71872e-07-0.00156974j 0.00618642+0.000729873j -6.1624e-05-0.000392257j -0.00206827+0.000204278j -0.00220991-0.000534527j -0.00641178-0.000125388j -0.00131401-6.71743e-05j -0.00124034+1.78823e-05j -0.00316149-0.000166846j -0.000340183-0.000243064j 0.0063116+0.00055959j -0.00455826-0.000338842j -0.00088785-0.000148815j -0.00207146-0.000250114j -0.00189529-0.000157589j -0.000962748-0.00040598j 0.000453405-0.000179139j -0.00273541-0.000347628j 0.00743254+8.18477e-05j -0.0187587+6.42247e-05j 0.000142224+0.000176735j 0.000749176+0.000173014j 0.000373144+0.000109619j -0.000992562-0.000291817j -0.00190744+0.000458956j 0.00121235-1.70041e-05j 0.000910003+3.75197e-05j -0.000483022+0.000133841j -0.000803623+9.10272e-16j -0.000619922-0.000320954j 0.00132298+0.000226453j -0.000857413-0.0002535j 0.00112333+0.000464946j 3.61444e-05+9.06851e-05j 0.0010644+2.41608e-05j 0.00054678-8.95745e-05j 0.00174532-1.28787e-05j -0.00138845+0.000288819j -0.000726222-0.000224116j 0.00106878+9.5053e-05j -0.00064079-0.000182311j 3.65598e-05-0.000142738j -0.000486928+5.20343e-05j -0.000248036+0.000418362j -0.000901368+0.000244749j 0.00186146+0.000577591j 0.0010072-0.000533524j -0.00296447-0.000893107j -1.21716e-05+9.40615e-05j -0.00223765+0.000120349j 
0.0167629+0.00365177j 0.0225034-0.00266981j 0.00566442-0.00200238j 0.00511579-0.00164214j 0.002292-0.00097215j -0.00477407-0.00614972j 0.00468573-0.00589934j 0.0221111-0.000299169j 0.0197816+0.00491311j -0.0446486-0.00353798j -0.0306997-0.00761976j -0.0450695-0.00287336j 0.0119388+0.00238974j -0.0141891-0.00315905j -0.00266636+0.00149326j -0.000736253-0.000386491j -0.0524499+0.000906183j -0.000192786+0.00246554j -0.108401+0.00637315j 0.0130185+0.00602962j -0.0225782-9.52388e-05j 0.0290583-0.00256245j -0.0222887+0.00261736j -0.00612252-0.0053617j -0.0109003+0.000366021j 0.00587259-0.00137955j 0.000331318-0.00283553j 0.0101132-0.00586473j -0.00884712+0.00554818j -0.00801341-0.00106101j 0.000442704-6.60103e-05j -0.00132616-0.00163892j 0.00373365+0.00117294j -0.0132652+0.0021458j -0.00458349-0.00134676j -0.00281382-0.000762977j 0.018974-7.62115e-05j 0.00170097-0.00322885j 0.028134-0.00282167j -0.0232656-0.00175649j 0.020879+0.00198839j 0.00545544+0.00105712j -0.00144535-0.000708239j 0.00345648-0.00151058j -0.00175162+7.79806e-05j 0.00521835+0.00140517j 0.00256237+0.000479443j 0.00547234-0.000794269j -0.0038763-0.000346959j 0.00270082+9.06871e-05j 0.00680162+0.000349142j 0.00211663-5.56645e-05j -0.000382508-0.000264008j -0.00257212+0.000450385j -0.000748459-0.000434648j -0.00102037+7.48162e-05j 0.000957703-8.82789e-05j 0.000288256-9.61848e-06j 0.000629229+0.000741002j 0.000286946-0.000615051j -0.0199723-7.26671e-05j -0.00817422-4.8343e-05j 0.00218181-0.000418692j -0.00116157-5.47315e-05j -0.000337848+0.000220773j -0.00232486-0.000358338j -0.000110755-0.000366158j -0.000235486+0.00040319j -0.00175786-3.9285e-05j 0.00233125-0.000322925j -0.000619922+0.000320954j -0.00744685-1.68051e-16j -0.00116807-0.000334665j 0.00101599+8.97247e-05j 0.00126869-2.89208e-05j 0.00202437-0.000257416j -0.000362144+0.000216396j -0.0012631-0.000376598j 0.00218673-0.000139488j -0.000506185+0.000315945j 0.000241431-7.73635e-05j -0.00444026+0.000478194j 0.00246845+0.000317263j 0.000679821+0.00032907j -0.00352745-5.61548e-05j -0.00336971-0.000235974j -0.00309182+0.000665424j -0.000690824-0.000180665j 0.00357922+0.000356385j 0.00135434-3.3739e-05j -0.00510267+0.000264606j -0.00174996-0.000461151j 
-0.013273-0.00175808j -0.00691926+0.00189627j 0.00657013-0.00398675j -0.000207521-0.000115232j -0.00450358-0.0041155j -0.0190076+0.00173159j -0.0154711-0.00690381j -0.00532018-0.0042279j 0.0485046+0.00126192j 0.00506692+0.0054342j -0.021382-0.0042251j -0.0217855-0.000813191j -0.0292562-0.00144419j 0.0661742+0.00214101j -0.0218119+0.00453692j -0.0518079+0.00229015j 0.130509-0.00777078j 0.0661648-0.000218075j -0.010105+0.00329416j -0.0609725+0.00739802j -0.0298469+0.00854346j 0.00452932+0.00704143j 0.00566351-0.00380852j -0.00534634+0.00306337j -0.00738475-0.00225523j 0.00696029-0.00250056j -0.00152801-0.00301991j 0.00587001-0.00300078j -0.00525187+0.00234502j 0.00483453-0.0025904j 0.00323532-0.00102495j -0.00167203+0.000716172j 0.00204943-0.000561093j 0.00167949+0.00115533j -0.00478583+0.00350905j 5.47521e-05+0.0016082j -0.00595107-0.000755155j 0.00402337-0.00270086j -0.00878502+0.000104337j 0.0176097-0.000417823j -0.00205624-0.000528268j 0.00231259-0.00256699j -0.00418817+0.00127162j 0.00323929-0.000409173j 0.00114584+0.000890951j 0.00726047-3.9744e-05j -0.000418191+0.000149371j -0.00446294-0.001266j -0.00443661-1.39026e-05j -0.00461093-0.000466132j 0.00775821+0.000236178j 0.00129391+0.000328728j 0.00231253-0.000268841j 0.00163022+1.5629e-05j 0.00201148+0.000281285j 0.00120415+0.000256546j -3.76744e-05+2.37691e-05j 0.00313031+0.000235817j -0.00192986+0.000524092j -0.020526-0.00010332j -0.00163308+0.00030813j 0.00266383+0.000478379j -0.00219092-0.000535892j 0.0015556-0.000312895j -0.00114063+0.000248761j -0.000183284-5.29326e-05j -0.00206699-0.00024948j -0.00147599+9.91979e-05j 0.00010337+3.54285e-05j -0.000116275-0.00032168j 0.00132298-0.000226453j -0.00116807+0.000334665j -0.00368934-9.98388e-16j 0.00251414+0.000134355j 0.00160066-0.000210657j -0.00251915+0.000113434j 0.000367681+0.000255161j 0.000958651-0.000485631j 0.00126006-0.000314886j 0.0016548-0.000431398j -0.00178005+0.000388748j -0.00460564+0.000407223j 0.00254805-2.33522e-05j 0.000120866+0.000312521j -0.00308552+0.000278778j 0.000116454+4.79177e-05j -0.00204128-7.60684e-05j -0.000742586-0.000320656j -0.000180946+0.000667355j 0.00121488+0.000439846j -0.000683306-0.000501281j 0.00282475-0.000162362j 
0.0141952-0.00042293j -0.00477192-0.000543055j 0.0214863-0.00135011j -0.0214361+0.0002886j 0.0119637+0.00175843j 0.0180622+0.00458439j 0.0221637+0.00480239j -0.0492207-0.00208985j 0.021211+0.0055168j 0.0168653-0.00569825j 0.0350113-0.00184452j -0.0122427-0.00277981j 0.0237455+0.002214j 0.0489933-0.0029355j -0.0194765+0.00207948j 0.0232352-0.00065572j -0.0426036-0.00502j 0.0591893-0.00147678j 0.00299041+0.00590043j 0.0688203-0.0128535j -0.0054713+0.00708442j 0.0116357-0.00273187j 0.00358168+0.000796885j 0.00585005+0.00244156j 0.00205556-0.00157134j -0.00909047-0.00197293j 0.00249047-0.000720277j -0.00116014+0.00345753j -0.00110943-0.00106977j -5.22887e-05+0.00142245j -0.00406096+0.00486987j -0.00247908+0.00234143j 0.0109455+0.00478137j -0.000648661-0.000631962j 0.00450147-0.00164967j 0.00268501-0.00370101j 0.00352915+0.000316571j -0.0168879+0.00383052j -0.00261403-6.97965e-05j -0.0134506+0.00033207j -0.00475494+0.000944879j 0.0177333+0.000535917j -0.0200098+0.000156545j 0.00328972-0.000805997j -0.00691519+0.000538806j -0.0101364-0.0015329j -0.00781079+0.000220496j -0.00491379-0.000617518j -0.00172054-0.000834569j -0.006379+6.24279e-05j -0.00305511+6.82344e-05j 0.00178228-0.000821931j 0.0014715-6.77681e-05j -0.000899539-0.00102348j 0.000999657+0.000504025j 0.00141972-0.000613182j 0.00149491+0.000404688j 0.00252173-0.00035805j -0.0209629-0.000208099j 0.00362349-0.000450047j 0.000209669-0.000800211j -0.00141091-0.000181016j 0.000641618+0.000171571j 0.0033296+0.00013524j 0.000916623-0.000189647j -0.00103039+0.000178302j 0.000971673+0.000584266j -0.00211385-0.00041247j -0.00314408-0.000124657j -0.00149531+0.000260295j -0.000857413+0.0002535j 0.00101599-8.97247e-05j 0.00251414-0.000134355j -0.000571893-2.11582e-16j 0.00344251-0.000179442j 0.00447725-3.16499e-05j 0.000460158+2.09259e-05j -0.00474201+6.20261e-05j -0.00140888+0.000383858j 0.00464228-0.000333471j -0.00522246-0.000510396j 0.00317748-0.000167531j -0.00182849+7.62994e-05j 0.00037358-0.000270022j -0.00317307+0.00095877j -0.00164333+0.000127214j -0.00150683+2.19129e-05j -0.000143697+0.00109113j 0.00245172-0.000839719j -0.00252275-0.00038417j -0.000697988+0.000208281j -0.00314886+0.000182904j 
-0.00357865+0.000276043j -0.00384691-0.000623133j -0.0394419-0.000767426j -0.000925091-0.00071892j -0.0231002-0.0061337j 0.0558787+0.00352339j -0.0283661+0.00285784j 0.0406985-0.00137774j -0.0880852-0.00163465j -0.0452976-0.000779042j 0.0452635-0.00167017j -0.0698513-0.00104495j 0.00866675-0.000711407j -0.0860066+0.00474629j 0.0388944-0.000853002j 0.124239-0.0106443j -0.0124451+0.0017824j 0.00795127-6.07034e-05j 0.0123158-0.00194263j -0.00558186-0.00182009j 0.00127353-0.000202551j 0.01118+0.00563873j 0.000836539+0.00105415j 0.00111384-0.00216659j 0.00861787+0.00249066j 0.00475645+0.00259283j -0.00603002+0.00127086j -0.00933346+0.00235508j 0.00806277-0.000887204j 0.00489317+0.00213429j -0.0146671-0.00129766j -0.00173598+0.00141874j -0.00752885-0.000405222j 0.0154657-0.00273357j 0.00631024+0.00408834j 0.00070395+0.00134995j -0.0113251+0.00337837j -0.00662525+3.45645e-05j 0.00277274+0.00101409j 8.9831e-05+0.00148791j -0.0131916+0.000345258j -0.017017+0.00207027j 0.0213053-0.000664919j -0.0226767-0.000976818j 0.0101268+0.000378287j -0.0192439-0.00113484j 0.0182357-0.000351754j 0.00622842+0.000500262j 0.00545542+0.000277131j 0.0154456+0.000327912j -0.00341017+0.00043398j 0.00757233+0.00023427j 0.00184127-0.00061245j -0.00269989+0.000584021j -0.000920576+5.10709e-05j 0.000125682+0.000712318j 0.00374949-0.000126363j 0.0215119+0.000253423j 0.00422971-0.000201767j 0.0030101+0.00042243j 0.00124857+0.000226577j -0.000356439-0.000408473j 0.000167464-0.000207131j -0.00146699-0.000291412j -0.000125727+0.000225393j 0.00405929+4.55664e-05j 0.00468909-0.000599276j -0.00249996+0.000422458j -0.00187137-0.00011902j -0.000441618-0.000472136j 0.00112333-0.000464946j 0.00126869+2.89208e-05j 0.00160066+0.000210657j 0.00344251+0.000179442j -0.0129252+5.57822e-16j -0.00117014+0.000159252j 0.00211967-0.00017496j -0.00223181-0.000228004j -0.00130761+0.000448999j -0.003316-0.000138048j 0.00898754-0.000438973j 0.000225895-7.89999e-05j 0.00729328+0.000206893j -0.0065162+0.000142317j 0.0022384-0.00041842j 0.0114814-0.000513956j 0.0055851+2.3041e-05j -0.00266631+0.000296305j -0.006369-0.000198771j -0.00717294+1.423e-05j 0.00422395-0.000381716j -0.00267105-4.82906e-05j 
0.0166619-0.00112581j -0.0109453-0.00363792j -0.00825145-0.000847869j 0.000226222-0.00233212j -0.0190579-0.00331947j 0.00148874+0.00441491j -0.0146355-0.00325104j 0.00162604-0.00427522j 0.0433237+0.00117507j -0.0288594-0.00398256j -0.00634265-0.00304144j -0.0396741+0.0042739j -0.0375716-0.0029011j -0.0121454+0.00325823j 0.0548226-0.00310184j 0.0165523+0.00275536j -0.0646715+0.012552j 0.0482125+0.0055841j 0.0110708-0.00152552j -0.0174348-0.000685308j 0.00536684-0.000550458j -0.00536274-0.00337861j 0.00102279+0.00479936j 0.00105136-0.00211001j 0.000745645-0.000723629j -0.000940347+0.00447104j 0.00223352-0.00100355j 0.00345173-0.00126524j -0.00351834+0.00203372j 0.00604115+4.5798e-05j -0.00735403+0.00087784j -0.00198047+0.000682592j 0.00990175-0.0039918j 0.000678401-0.00107916j 0.00890621+0.0011692j -0.00165666+0.00126329j 0.00239499-0.000129688j -0.0167708+0.00113983j -0.00707665-0.00166233j -0.0183826+0.00144734j -0.00581105-0.000421608j 0.0165367+0.00235858j 0.00378358-0.000569093j -0.00649072-0.00120026j 0.00483992+0.000337618j -0.00247447-0.00131768j 0.00550788+0.000260368j -0.00136326-0.000687275j -0.00418668-0.000373696j -0.000660954+0.000565445j 0.00411448+0.000336514j 0.00237451-0.000136954j -0.000590162+8.6015e-05j -4.90323e-05+0.000746946j 0.00298017+0.000321312j -0.00121592+0.000657419j -0.020339-0.000101176j 0.00498561-3.66416e-06j -0.000876765-0.000275632j 0.00122036+0.000221521j -0.000716957-4.99067e-05j 0.000504952+2.21101e-05j 0.000334594-0.000292566j 0.00159847-4.33194e-05j 0.000399474+0.000103304j -0.000559249+0.000243496j -0.000580187-0.0003005j -0.000735671-0.000167955j -0.00201865+6.37225e-05j -0.00393432-0.000165632j 3.61444e-05-9.06851e-05j 0.00202437+0.000257416j -0.00251915-0.000113434j 0.00447725+3.16499e-05j -0.00117014-0.000159252j 0.00189904+1.00831e-17j 8.32803e-05-4.38788e-05j -0.00203813-0.000322699j -0.00144961+0.000193478j 0.000368154+9.14796e-05j -0.00344532-0.000198426j 0.000525829-0.000160017j 0.00270292+0.000315006j -0.00160764-5.92327e-05j -0.0020776-0.000234269j 0.000151195+0.000226679j 0.00230592-0.000130498j -0.00126148+4.34112e-05j 0.00151212-0.000551568j -0.00359392-0.000339937j 0.000532847+0.000205811j -0.00364323+0.000269269j 
-0.00708058+0.00108195j 0.0114325+0.00325418j 0.0157447-0.00617645j -0.00734441-0.000687909j 0.000380377-0.0114042j 0.0234334-0.00532136j 0.0654481+0.00976967j -0.00754899+0.00390259j 0.0215433-0.000468971j -0.0430617-0.00684534j 0.0583865+0.000301252j 0.0435764-0.00263449j 0.0420122-0.000487642j 0.061304+0.00490795j 0.0842862-0.00911399j 0.0571393-0.00228242j 0.042495-0.00485664j 0.0158496-0.00201838j -0.00782372-0.00508404j 0.00557233-0.0018748j 0.00502422-0.0014777j 0.00710244+0.00263169j 0.000625845-0.00183361j -0.00338656+0.00396012j -0.00266065+0.00306917j -0.00217809-0.000803226j 0.00012245+0.00187421j -0.00031729+0.000516644j -0.00130447+0.00012603j -0.00234601+0.000857427j 0.00648453+0.00212738j -0.00276492+0.0052874j -0.00089735+0.00279181j -0.00198831+0.000594507j -0.0127965+0.000241703j -0.00169561-0.00371609j 0.00503148+0.00225602j 0.00571903+0.000834707j 0.0084759+0.00294196j 0.00617988-0.00252712j 0.0052654+0.00151362j -0.00984285-0.00192337j -0.0125972+0.000738465j 0.00888386-0.00168824j -0.00133792+0.00282667j -0.0113698+1.08579e-05j -0.0110737-0.0016357j 0.00935345+0.000255505j -0.00817308-0.000717673j -6.14298e-05-0.000494858j -0.00305141+4.07957e-06j 0.000813396-0.00063963j -0.00167349+0.000784311j 0.0012394-0.000377169j 0.00256555+0.000344106j -0.0211479-0.000235341j 0.00230807-0.00036312j -0.000498735+0.000759926j -0.00242607+0.000663308j -0.000880519-0.000262404j -0.000720666-0.000163166j 0.000937953+0.000243416j -0.00283022-0.00010718j 0.000214383-0.00013744j 0.00129418+2.15252e-05j -0.000381793+0.000160292j 0.00465214+0.000123661j -0.0032241-0.000177413j -0.00127557+0.000172965j 0.00317436-0.000283746j 0.0010644-2.41608e-05j -0.000362144-0.000216396j 0.000367681-0.000255161j 0.000460158-2.09259e-05j 0.00211967+0.00017496j 8.32803e-05+4.38788e-05j 0.00181652-1.55312e-16j -0.000119781-1.7356e-06j -0.00096293+0.000160929j 0.00496294-0.000465896j -0.000703023-0.000605836j -0.00292439-2.64663e-05j -0.00232875-0.00011992j -0.0010495+0.000133527j -0.00345483+0.000993576j -0.000259632-0.000512679j -0.00804217+0.000288411j -0.00216088+0.000724618j 0.00166399+0.000100957j 0.000757736+0.00074557j -0.000672318-0.000407503j 0.00143365-5.35588e-05j 
0.00104839+0.00255326j 0.0220395-0.000471286j -0.00124372+0.00769265j 0.0249152+0.00323002j -0.000578115+0.00581935j 0.0483542+0.00664959j 0.0080446+0.00479466j -0.00293366+0.00110861j -0.00266413-0.00730812j -0.0806127+0.00366123j -0.0278284+0.00640982j 0.0228965+0.00514382j 0.0735468-0.0023394j -0.0980751+0.0116111j -0.062642-0.00179473j -0.00833384+0.00779548j 0.0174789-0.00436744j 0.00141103+0.00631855j 0.00571091+0.00431492j 0.022382+0.000142039j -0.0030462+0.0034916j 0.00105435+0.00301244j 0.00132711-0.00240164j -0.0061936+0.000742392j -0.00427298+0.00541452j -0.00269292-0.00451182j -0.000645249-0.00391341j -0.00413431-0.000865831j 0.00234978+0.0028462j -0.00760147+0.00202677j 0.00547815-0.00134022j -0.000353292+0.000272437j -0.0105856+0.00240631j -0.00706299+0.00046467j -0.00911066+0.00312247j -0.00228664+0.000505784j 0.0120535-0.00144284j 0.0147344+0.00081594j 0.0198229+0.000150675j -0.00664066-0.00117984j 0.0185461+0.000589215j -0.0160435+0.000897725j 0.0106216-0.00160446j 0.0102981+0.00367868j -0.00154105-0.00208604j -0.0118166-0.0018073j 0.00264977-0.000621721j 0.00165497+0.000385768j -0.00604739+0.000138149j 0.0069469+0.000153587j 0.000543945-0.000952291j -0.00271986-0.000395378j -0.00171943+8.17972e-05j -0.000430273-0.000623145j 0.0209145+9.19166e-05j 0.00245923+0.000323657j 0.00319428+0.000398821j 0.000658288-0.000273707j 0.000822547+0.000540065j 0.00236236+0.000168738j -0.000455704-0.000209706j -0.00236763-0.000320294j -0.0018839+8.52527e-05j -0.00456303+4.16203e-05j -0.00348277+1.04204e-05j -0.000956523+2.40989e-05j 0.0020248+0.000336527j 0.000750446-0.000206493j 0.00275765-0.000319878j 0.00239581+0.00057799j 0.00054678+8.95745e-05j -0.0012631+0.000376598j 0.000958651+0.000485631j -0.00474201-6.20261e-05j -0.00223181+0.000228004j -0.00203813+0.000322699j -0.000119781+1.7356e-06j -0.00149599-3.37187e-17j 0.000110129+0.000159322j -0.00263255+0.000644376j 0.0012979-0.000624971j -0.000328791-0.000104428j -0.000571741-0.000679116j 0.00263723-0.000194974j 0.00561856-0.000679008j 0.000898191-0.000208664j -0.00136442-0.000848687j 0.000534709-4.84653e-05j 0.00106395+0.000135042j 0.00432113-0.000738401j -0.00140104+0.000194401j 0.00138535-6.87311e-05j 
-0.0148648-0.0029512j -0.00996203+0.00310054j 0.0125304-0.00330979j 0.00435285+0.0047092j 0.0440656+0.005887j 0.0243101+0.00237863j -0.0262866-0.00137762j -0.0521549-0.00456823j 0.020452+0.00578122j 0.0123682-0.0128478j 0.01855+0.0058293j 0.0390162+0.00549309j -0.084402+0.00696436j -0.00594847-0.00304954j -0.0205415-0.0102721j 0.00606495+0.00337051j 0.0252794+0.00405462j 0.00191627+0.00227978j -0.00800052-0.000727336j 0.00440659+0.00439997j -0.00666869+0.00178087j 0.000772356-0.00192054j 0.0034254-9.74097e-05j -0.00147109+0.00285805j 0.00271413-0.00166249j 0.000446013-0.00306858j 0.00100264-0.00468932j -0.00567251-0.00121942j 0.00136911+0.000315746j 0.00448294-0.000473365j 0.00172516+0.00140427j -0.000183053+0.000206766j 0.000278623+0.00512074j 0.00896557-0.000975839j -0.00243944+0.000560276j -0.000581857-0.000502056j -0.00900268+0.000129622j 0.00105506+0.00217964j -0.0118484+0.00227194j 0.019805+0.00170835j -0.0117699-0.000565518j -0.00341727-0.00234622j -0.00253759+0.00262377j 0.0077673+0.000855003j -0.0147214-0.00116769j -0.00557083-0.000707294j 0.00220888+0.000379789j -0.00634256-0.00110065j -0.000444978-0.00201798j -0.00262041+0.000138378j -0.00182175-0.000973834j 0.00106426-0.00030982j -0.0137903+0.000176387j -0.016613-0.000310247j -0.000420049-0.000440934j -8.64536e-05-0.000445587j 0.00124281-0.000628796j -0.00156025+9.39255e-05j -0.00107524+0.000638573j -0.00336082-3.8028e-06j 0.00254746-0.000146726j 0.00121002-0.000151474j -0.000716068+0.000100617j 0.00239798+1.41375e-05j -0.000497704-0.000499715j 0.000426655-0.000184352j 0.00251265+0.00011157j -0.0019761-0.000325061j 0.000831589+0.000186698j 0.00156276+0.000279623j 0.00174532+1.28787e-05j 0.00218673+0.000139488j 0.00126006+0.000314886j -0.00140888-0.000383858j -0.00130761-0.000448999j -0.00144961-0.000193478j -0.00096293-0.000160929j 0.000110129-0.000159322j -0.00016186+7.4566e-17j 0.00402794-0.000250099j 0.00122804-0.00021192j 0.000568062+0.000288758j -0.00116506-0.0001894j -0.000504335-7.60541e-08j -0.00225821+0.000952875j 0.00263961+6.71825e-05j -0.000159352-0.000307597j -0.00226356+0.000288647j -0.000994375+0.000177285j -0.000555703+0.00035329j 0.00181275-0.000288575j 0.0012902+0.000204763j 
0.0117668+0.00151857j -0.00784084-0.00204771j -0.010203+0.00113322j -0.0368368-0.00271599j -0.0512167+0.00318068j -0.00541134-0.0114647j -0.0693202+0.00346378j -0.0923072-0.0107665j -0.0745794-0.00234228j -0.0281901-0.00370126j -0.000820839+0.0055609j -0.0437237-0.00488376j 0.0189774-0.00199678j 0.0408807-0.000622706j -0.0413874-0.000702491j 0.00934038+0.00425656j -0.00333514-0.00164674j -0.00504407+0.00103641j -0.0146682+0.00125441j -0.00480625-0.00100789j 0.00129334-0.000298414j 0.000955795-0.00116295j 0.00124514-0.00301385j 0.00100492+0.00101098j 0.00527935-0.00514332j 0.00799047+0.000466085j 0.0076261-0.00239396j 0.00190066-0.00194442j 0.00328798-0.00143491j 0.00182142-3.22451e-06j -0.0176971+0.00166456j 0.00343409-0.0014447j -0.00134486+0.00122457j 0.00549275-3.72457e-05j 0.0128949+8.08099e-05j 0.0151021-0.000325517j -0.0108633+0.00190084j -0.0233476-0.00158837j 0.00574935-0.00270546j -0.011773+9.21925e-05j -0.0090028+0.000732642j 0.0155769+0.00261051j -0.00830166-0.00206513j -0.0231282-0.00148878j 0.0148478+0.000110801j -0.00449015+0.00110259j 0.00396831-0.000809034j -0.0245203-0.00155334j 0.00240139+3.63385e-05j 0.00428718+0.000904498j 9.89333e-05+0.000346159j 0.00387745+0.00134813j -0.0162437+5.92355e-06j 0.0150479-0.000234153j -0.00303213+0.000527665j 0.0031611-0.000640496j -0.00106204+0.000480008j 0.00405381-0.0011252j -0.00071258-0.000773549j -0.000669916+0.000151242j 0.000892896+0.000554756j -0.00573079-0.000415483j -0.00131272-0.000176439j 0.00254253+0.000635685j 0.00237756-1.77151e-05j 0.00183672-0.000105127j -0.00859246-0.00072473j 0.00113917-0.00024237j -0.00345996-0.000305612j -0.00504464-0.000330578j -0.00138845-0.000288819j -0.000506185-0.000315945j 0.0016548+0.000431398j 0.00464228+0.000333471j -0.003316+0.000138048j 0.000368154-9.14796e-05j 0.00496294+0.000465896j -0.00263255-0.000644376j 0.00402794+0.000250099j -0.00651656-4.36473e-16j -0.00168622-0.000390998j 0.000286137-0.00013059j 0.00754222+0.000573811j -0.00397961+0.000206803j 0.0036316+0.000103727j 0.00445799+0.00065212j 0.00420172+0.000267874j 0.00650938+0.000544443j -0.00673548-0.000326657j -0.00775073-0.00146384j -0.0005467-0.000237277j -0.00419538-0.000798416j 
