0.00649472-0.0147029j -0.0151086-0.0150863j -0.020293+0.0167135j 0.00645112-0.000216489j -0.00983366+0.0219889j -0.0109418-0.0115205j -0.00932345+0.00131368j -0.023581+0.0142624j 0.00131195-0.0136389j -0.00196021+0.0288249j -0.00242416+0.0303711j 0.00419539-0.0225608j 0.0352828+0.0390322j -0.0328612-0.00363599j -0.0237875+0.00220873j 0.00672393-0.0426851j -0.0437443-0.0280458j -0.0180943+0.00544972j -0.0245909-0.0175509j -0.0171319+0.00888277j -0.00853146-0.00464985j 0.00257192-0.0152053j 0.0207977-0.0063163j -0.015408+0.026365j -0.00155698+0.0178253j -0.0568503+0.0288593j -0.00354155+0.0475576j 0.0171284-0.0210345j 0.00773385+0.00815994j 0.000288146-0.0283103j 0.00567421+0.00936097j -0.0151465+0.0194562j -0.000684098+0.00255671j 0.00708837-0.0185802j 0.00873902+0.00364154j 0.00761436+0.00493406j 0.0123309+0.0276626j 0.0101487-0.0360878j 0.00326077-0.0148276j -0.00273856+0.0230995j 0.00774666+0.0108566j 0.0146468-0.0138973j -0.0100021-0.0217364j -0.00268435-0.0279117j -0.00638848-0.0132874j -0.000109756-0.0188465j -0.0333673-0.0844499j 0.0202658-0.00581104j 0.00808546+0.00826318j -0.0185467+0.0382454j -0.0219402+0.0251496j -0.0198647-0.0130984j 
-0.000700948+0.00171921j 0.000595508+0.00109776j -0.00124215+0.00384167j -0.00657543-0.00242072j -0.000256443+0.0149451j 0.00571752+0.010168j 0.00806452-0.000519403j -0.0097742-0.010839j -0.00972336-0.00776171j -0.00568326-0.000670802j 0.00748455-0.0143387j -0.00401563+0.00404538j 0.003934-0.0044085j -0.00355829-0.0118641j 0.0133076+0.00626887j 0.0073501+0.00907j -0.0161523+0.00475642j 0.0044077-0.00789454j 0.010835-0.0105476j -0.00265484+0.0170901j -0.0120434-0.00257922j 0.00959986+0.000524775j -0.00415732-0.00250067j -5.41552e-06+0.0102128j -0.000984773+0.00510976j -0.0053003-0.00357878j 0.00048119+0.00626068j -0.00466432+0.00399274j -0.00511383+0.00560403j 0.00586742+0.00331804j 0.0102425-0.00323203j 0.0130767-0.00829938j 0.00070856+0.01371j 0.00845462+0.00147234j 0.0131064+0.00725285j 0.00746442+0.00206417j 0.00396041-0.0013146j 0.00734962-0.00220698j -0.0093826+0.00123305j 0.00513021-0.00171475j 0.00307319-0.00108123j -0.00169902+0.00225509j 0.00368804+0.00428089j 0.00988667-0.0015131j 0.00466663-0.000529383j 0.00470164+0.00546148j -0.0045465-0.00066884j 0.00133396-0.00568997j -0.00496878-0.00718637j 0.00215771-0.00101259j -0.00208278+0.00083924j -0.000460446-0.000746302j 
-0.000831036-0.00372404j -0.000395402+0.00296293j 0.00148888+0.000969393j 0.00270501-0.00287192j 0.00373581+0.00070796j 0.00239556+0.00346475j -0.00294104+0.00797541j -0.00549281-0.00845066j 6.285e-05-0.00371707j 0.000189906+0.00421585j -0.0078817-0.0027234j -0.0104535+0.00374866j 0.0069049+0.00284634j 0.00238451+0.00747956j 0.00581488-0.00164174j -0.0089684+0.000173069j -0.0045647-0.00119251j 0.0078405-0.0135416j 0.00730256-0.00325278j -0.000211724+0.0015498j -0.00223649+0.00276312j 0.00332694-0.00902139j -0.00663721-0.00279602j -0.00182977+0.00111766j 0.00161781+0.00106243j 0.00518501+0.0129861j -0.000497247+0.00511728j -0.00354146+0.000611191j -0.0155288+3.88619e-05j 0.0084455+0.00713232j -0.000683602+0.00627697j 0.00414899-0.00520452j 0.0100154-0.00806924j 0.0110064+0.00418446j 0.0107014+0.0121504j 0.00909637+0.0012824j 0.00339173+0.00336512j 0.00341008-0.0062552j -0.0130699+0.0034717j 0.00123137-0.00131418j 0.00435994-0.00185115j 0.00146853-0.00389441j 0.00683421+0.00076907j 0.00254034+0.00256962j 0.000555919-0.00354415j -0.00374396+0.0077491j 0.00187661+0.00358335j 0.00195007-0.00306238j -0.000313961+0.00198292j -0.00818531-0.00118547j 0.00335321+0.00256793j -0.00217926+0.0012265j 
0.000405962+0.00145707j 0.00117519-0.000283375j 0.000104987-0.00625495j 0.00377453-0.00165907j -0.000490882+0.00958931j 0.00352414-0.00709448j -0.00907879-0.0103534j -0.00287082-0.00778346j -0.00600894+0.0131404j 0.00686669-0.0038893j 0.000377223-0.00549384j 0.0021393+0.00417154j -0.00933593-0.00269869j -0.00969493+0.00294997j 0.000122372+0.0141829j -0.0026756-0.0129751j 0.00508379+0.00700955j 0.00533606+0.000907116j -0.000975637+0.00472076j 0.00982387-0.0087515j 0.00341394+0.000856373j 0.000816402-0.000975184j -0.00343368+0.0134829j 0.00726231+0.00650225j 0.00120557-0.0113712j 0.0073441-0.00313258j 0.00995572-0.00395027j 0.00801562-0.00146245j 0.00446806+0.00350843j 0.00949706-0.00144211j 0.0138128+0.00535081j 0.00841557-0.0139746j -0.00807496+0.00557747j -0.00126747+0.00236089j -0.0115666-0.00177867j -0.00468632-0.00208591j -0.0146894-0.000693433j 0.00623481-0.00398438j 0.00424278+0.00368048j -0.00361005+0.00245135j 0.00779742-0.00136988j -0.00703337+0.00718492j -0.00340006+0.00480606j 0.00352935-0.003629j -0.00538125+0.00381818j 0.00310732+0.00511751j 0.00360089+0.00941639j 0.00235173-0.00194364j -0.0058907-0.00624224j -0.00374112-0.00332394j 0.0030621-0.00241951j -0.00354055+0.000848278j 
0.00162623-0.00456519j 0.000865449-0.000504548j 0.00427134+0.00419983j 0.00609828-0.0012167j -0.00589185-0.00174633j 0.00075026+0.0015557j -0.00575648-0.00320014j 0.0104497-0.00247988j 0.000855298-0.013609j -0.00217138+0.0012841j -0.00521455+0.0120067j 0.0013159+0.000745631j 0.00346556+0.00929212j 0.0168536+0.00277133j -0.00206813-0.00466719j -0.00215096+0.00555274j -0.00405061-0.00118748j -0.00126464-0.0042625j 0.00148596-0.00442719j 0.00858511+0.00165469j 0.00895498+0.00241658j -0.000955645-0.00640644j -0.0102826+0.000468307j -0.0085064-0.00573298j -0.000681028+0.00933676j 0.00144286+0.00729896j 0.00277451+0.00342021j -0.00261078+0.00303657j -0.00577835-0.00293397j -0.0040123-0.00165414j -0.00582353+0.00804952j -0.0114353+0.00248353j 0.0102326-0.00997426j -0.00686515-0.00474729j 0.00635758-0.00776868j -0.00402339-0.00279834j 0.00852039+0.00431351j -0.00722444+0.00300393j -0.00579461-0.00578971j 0.00299082+8.51892e-05j -0.00847427-0.00222957j 0.00525757-0.013412j -0.000504648+0.00144437j 0.000157233+0.00531132j -0.0023026-0.00158627j -0.00542656+0.00103861j 0.00620255-0.00562691j 0.00399784+0.00254558j 0.00259898+0.00482821j -0.00429804+0.000937781j 0.000397925+0.00458004j -0.00127569+0.000671286j 
0.00126385+0.000716492j -0.00153064-0.00176831j 0.00270753-0.00210759j 0.000237112+0.0018251j -0.00754152+0.00968929j -0.00276168-0.00394122j 0.00486759-0.0221668j 0.00208018-0.00122759j -0.00976662-0.00590896j 0.00429461-0.00946791j 0.00903378-0.00467221j 0.00713984-0.00919883j -0.00150663-0.00885748j 0.00650118-0.00495175j 0.00988973-0.00223445j 0.00727851+0.00431347j -0.00231754+0.00850431j -0.00291768+0.00358725j 0.000905018+0.00181623j 0.00100159+0.0165394j -0.00680759-0.00100495j -0.00924972+0.0151908j 0.00455454+0.00639759j -0.00662376-0.00734358j 0.000374285-0.00637356j -0.00330735-0.0089912j -0.00277143+0.00725381j -0.00652222+0.00748722j 0.00989088-0.0072524j -0.00183759+0.000417489j 0.00142748-0.00718113j -0.00676447-0.001821j -0.0059072+0.00652127j -0.00681133-0.00660372j -0.00373626-0.00945803j -0.0171734+0.000900557j -0.0081996-0.00304095j 0.00429742+0.00790346j 0.0106035-0.00682177j 0.00418466-0.000109465j 0.000890894+0.00399879j 0.0045284-0.00564106j -0.00101764+0.00077441j -0.00433147+0.00657943j 0.000102476+0.00436679j 0.0066454-0.00201543j -0.000492943-0.00595672j 0.00205015-0.00655705j -0.00274565-0.00640525j 0.00253891-0.00160019j 0.000221483+0.00054126j -0.00139218+0.00306147j 
0.000693711-0.000503464j -0.00106625+0.000645354j -0.000124494-0.00270324j 0.00178465-0.00110424j -0.00273294+0.00580561j -0.00129398+0.00115924j -0.00095674-0.00868028j -0.00342923-0.00313908j -0.00362185+0.00128625j 0.00192998-0.00235184j -0.00245848+7.96131e-05j 0.000340537-0.00363056j -0.00193136-0.00246309j 0.0037386+0.00311888j 0.00202279+0.00148403j 0.00386869-0.000240816j -0.00560771+9.68982e-05j -0.00018396+0.00198904j -0.00219661+0.00160056j 0.00103498+0.00965473j -0.00280329-0.00138807j -0.00196071+0.0041627j -0.000890294-0.00175529j 0.000599717-0.00230815j 0.000989476-0.00235477j -0.00186371-0.0024888j 0.000432313+0.00698511j 0.00205964+0.00166585j 0.00432581-0.00425217j 0.00533929+0.00237613j 0.00225114+0.000248168j 0.00101008-0.000774851j -0.00401691+0.00136676j -0.00390667-0.00239423j 0.00273455-0.00574552j -0.00695863-0.00226956j -0.00484852+0.00191104j 0.00752951-0.000942213j 0.00117366-0.00346756j -0.000201627+0.000491737j -0.00232049+0.003516j 0.000583709-0.00439972j 0.000499967+0.00281219j -0.000637151+0.0026688j -0.00205416+0.000736166j 0.00506504+0.00181937j -0.00156144-0.00474792j 0.00182642-0.0066802j -0.00254619-0.0024465j -0.00220315-0.00217567j -0.000244172+0.00322598j -0.00247729+0.00120894j 
-0.00118048+0.00193375j -0.000157253-0.00609137j 0.00649586+0.00221605j -0.00285096+0.00449768j -0.00442623+0.0121702j -0.000385634-0.000249433j 0.00150175-0.00994026j 0.0150163+0.00210354j -0.00628952-0.0156827j -0.00596165-0.0048129j 0.0121703-0.006331j 0.00655367-0.000799637j 0.00381069+0.00283477j -0.00262-0.0067872j 0.00352228-0.0136033j -0.00647086+0.00139171j 0.0078236+0.012554j -0.00156726-0.00941708j 0.0125595+0.00806623j 0.000488959-3.62392e-05j -0.00125802-0.00507811j -0.00868721+0.00908946j 0.00731333+0.00800053j -0.00202157-0.000214835j -0.00128894-0.00643054j 0.0012435-0.00840428j -0.000861587-0.00951232j -0.00814942-0.00519745j -0.00581062+0.00176724j -0.0046182-0.00474088j -0.00100396-0.00327095j -0.0126703+0.000200555j 0.00722145+0.00571102j 0.00108992-0.00392245j -0.0101915+0.00975611j -0.00269512+0.0072954j -0.000355768-0.000440653j -0.00986361+0.00686204j 0.00768324+0.00491931j 0.000729703-0.00242108j 0.00563134-0.000100189j -0.00358002+0.00387136j 0.00458047-0.00850252j -0.00071637+0.000119073j 0.00709818-0.00415002j 0.00684633-0.00863815j -0.00120933+0.00283206j 0.0059777+0.00798024j 0.00231159-0.00174352j 0.00312904+0.00328584j 0.00185869-0.00654229j 0.00142494-0.00028501j 
-0.00181464-0.00323945j 0.00162047-0.00318575j 0.00262624-0.000407999j 0.00814788+0.000237196j 7.53487e-06+0.00568293j 0.000923681-0.00700383j -0.00596876-0.00488032j -0.00282779-0.0110225j -0.00912841-0.00403432j 0.00101973-0.00224494j 0.00130461-0.0063455j 0.00118627-0.000106805j 0.00809463+3.34304e-05j 0.00679408+0.00418114j 0.00327082-0.00672684j -0.00607237-0.00435255j -0.00309048+0.00537526j 0.000810323+0.00166169j -7.92018e-05-0.00348429j -0.00268249+0.00097353j 0.00201001+0.00605495j -0.00127888-0.000844868j -0.0065794+0.00588852j -0.00217973-0.00829641j -0.0030865-0.000597136j 0.0060703-0.00173584j 0.00135415-0.00107664j -0.00501036-0.000242937j -0.00135146-0.000891146j -0.00733282-0.00798085j 0.00362532+0.0075162j -0.00149615-0.00612018j 0.00649584+0.00127057j 0.000692574-0.00295475j -0.00411608+0.00236984j -0.00687255+0.000438831j -0.00215888-0.00114566j 0.00175912+0.00523554j -0.0011467+0.000655431j -0.000174227+0.000304627j -0.00201003+0.000794046j 0.000119904-0.00592988j 0.000652357+0.00132994j -0.00396837+0.000994398j -0.00101379-0.00259155j 0.00234032+0.00565771j 0.00408196-0.00228542j -0.00159345+0.00390584j -0.00177121+0.000559733j -0.00164333-0.000786716j 0.0015317+0.00298063j -0.00380138+0.00239004j 
-0.00137732-0.00265841j -0.00156613-0.00216389j 0.00123116-0.00187987j 0.00942123+0.000731383j -0.00193472+0.000621374j 0.00235481-0.00311644j -0.00389106+0.00103405j -0.00571601-0.00554545j -0.00312573+0.0024699j 0.00471609-0.00474535j -0.00244105-0.002089j -0.00240761+0.00405317j 6.35734e-05-0.00352117j 0.00640295+0.00240478j 0.00331663-0.000822222j -0.000627328+0.00136632j -0.000112922+0.0032855j 0.00341334+0.000454479j 0.00128772-0.000756904j -0.0018565-0.00101682j 0.00308254+0.0025621j -0.000984002-6.65844e-05j -0.00496451+0.00531198j -0.00184644-0.00661334j -0.000267117-0.000579254j 0.00501714+0.00462061j -0.00155427-0.00328798j -0.00481823+0.0018784j -0.00248117-0.00157306j -0.00473751-0.00358389j -0.000218503+0.00408678j -0.00205945-0.00289125j 0.00494109-0.00299868j 0.00232054+0.000972567j 0.00182838+0.00183671j -0.00411455-0.00209837j -0.000526668-0.00275295j -0.000227091+0.000119266j -0.00549705+0.000178328j 0.000169432-0.0015703j -0.00105214-0.00306705j 0.00649701-0.00724361j -0.00319353+0.00138757j -0.00298632+0.00227462j -0.00233766+0.0012002j -0.00491127+0.00539925j 0.00674457+0.0025098j -0.00172768+0.00390635j -0.00162617-0.000110961j 0.000613788-0.00312658j 0.00321833+0.00259768j -0.00129989+0.00127842j 
-0.00782818-0.0039411j 0.00395181-0.00675098j 0.0156044+0.00640815j 0.0114048+0.0112729j -0.00355829-0.00877446j -0.00910879+0.00127064j 0.00678562+0.00186347j -0.0203782+0.0105878j 0.00228576+0.000251108j -0.000494323+0.0152296j 0.00688467-0.00318557j -0.00680856-0.00504316j 0.0107874+0.00565795j -0.000759838-0.00232998j -0.000486456-0.000385042j -0.00402882-0.0127122j -0.00300861-0.0102864j -0.0102507+0.014086j -0.00424574-0.0130937j -0.00827049-0.0120789j -0.00200196+0.0144619j 0.000226279+0.00266264j 0.00872189+0.000450857j 0.00131775-0.00286254j -0.000584611+0.00121807j -0.0112914+0.00593078j -0.00837346+0.00181585j -0.00889125+0.0017101j 0.00833365+0.000145653j -0.0212004+0.00536205j -0.00527399-0.00570051j 0.00450899+0.00412096j -0.0042281+0.00423612j 0.0153533+0.000339219j 0.000800437+0.0010001j 0.00131489+0.00639143j 0.0114665+0.00963167j -0.0028833+0.00535023j 0.000844966+0.00528491j 0.00308754-7.76924e-05j 0.00332952+0.0063077j -0.00105515+0.00184185j -0.00433797-0.00412538j -0.000410741-0.0121169j -0.00129139-0.000988703j 0.00804799+0.00298538j -0.00117157-0.00441414j -0.00440431+0.00143268j 0.00816643+0.00885459j -0.0110796+0.00648154j -0.000499758+0.00609874j -0.00617818+0.00342972j 
-0.00368375-0.00276139j -0.0032546-0.00502998j 0.00330249-0.00818906j 0.0114191+0.000937916j 0.00346478-0.000386454j -0.00708907+0.00235264j 0.00820179+7.91799e-05j -0.0148842-0.00411971j 0.00068031+0.0084809j 0.00870374-0.00361023j 0.00333823-0.00350559j -0.0076404-0.000225035j -0.00798314-0.00772625j 0.00668835+0.00749997j 0.00952706+0.00325661j -0.000275517-0.000938282j -0.00188894-0.00366805j -0.00364792+0.00268001j 0.00306156-0.00175212j 1.72109e-05-0.000612821j -0.00322729+0.00602722j -0.000324763+0.006426j 0.00236469+0.000817428j 0.00510915-0.0120116j 0.00401263-0.00144751j 0.00258131-0.00103606j -0.00681708-0.00124393j -0.00625067+0.00514445j 0.00165465-0.00308891j -0.00509798+0.00524936j -0.00339427+0.00365282j 0.00880405-0.00646879j 0.00034788-5.17887e-05j 0.00540741-0.00202682j 0.00495956+6.16144e-05j -0.00861585+0.0024898j -0.00497849-0.00127986j 0.00558732-0.00585639j 0.000648254-0.00108661j 0.0038995-0.00101177j 0.00506778-0.00122592j 0.00548673-0.00546945j -0.0035227+0.00106224j -0.000726186+0.00558299j -0.00353336+0.00189193j -0.000359941+0.00572726j 0.00415843+0.00232615j -0.00461443-0.00603227j -0.00687054-0.00518691j 0.00215049-0.0056522j 0.00318227+0.00331244j -0.0013916+0.00246553j 
-0.0013203+0.00166567j -0.000336697+0.00409778j -0.000532057+0.000491758j -0.00688712+0.00727901j -0.00259689-0.00299997j 0.00441998-0.000551088j 0.00744573-0.00484351j 0.00487679+0.0128041j 0.00211234-0.00460638j -0.000457848+0.0115893j 0.00115077+0.00859323j -0.00658081+0.000911537j 0.0127564+0.01397j -0.0155001-0.00588751j -0.0116142-0.0139941j 0.00832605-0.00608107j 0.0100988-0.00559967j -0.0070588-0.000797062j -0.00745964-0.00293423j -0.00806078+0.00273449j 0.004976+0.00356347j -0.00547174-0.00816445j -9.32301e-05-0.00140031j -0.00719351+0.0215988j 0.00204481+0.00338884j -0.0158932+0.0100098j 0.00225706+0.0088779j 0.000423067+0.00458232j 0.00620327-0.00047684j 0.00691779+0.00504405j -0.00220534-0.00464207j -0.0157718+0.0171776j -0.0181202+0.00462857j 0.00394432+0.00770333j -0.00322389-0.00550216j 0.018906+0.00167127j 0.00557172+0.00116577j -0.00243736-0.000580575j -0.0043178-0.00381708j -0.00846538+0.00119065j 0.00756108+0.00368006j -0.00159518+0.00498707j 0.00139057-0.00323045j 0.0017677-0.0147269j -0.00288905-0.00466485j -0.0044602-0.00694787j -0.0161054-0.00639214j 0.00317718-0.00217658j 0.0102158+0.00720531j -0.00555713+0.010159j -0.0063986-0.00131431j 0.00228204-0.00348241j 
-0.00310375+0.0054202j -0.0127695-0.0104908j -0.00894566-0.0224651j 0.021066-0.00737804j -0.00809361+0.00451935j 0.00957325+0.00935967j 0.0100115-0.00342083j -0.0139649-0.00321156j -0.00165568-0.00377674j 0.00618973-0.00875079j -0.00217149-0.00829212j -0.0166642-0.00251545j -0.00247952+0.00271215j 0.0050578+0.0140517j 0.00518682-0.00773909j 0.00356693-0.00121897j -0.00114026-0.00380423j -0.00267524-0.00688543j 0.00550371+0.00938968j -0.00457023+0.0041002j 0.00143433+0.000171772j -0.0026829-0.00509668j -0.00750054+0.00904983j 0.00326069+0.000587885j 0.0050178-0.00937931j 0.00371879-0.0016074j -0.00152461-0.0181713j -0.00331771+0.00250419j -0.0093004-0.00224794j 0.0125303-0.00404425j -0.00345183+0.00270915j -0.0102705-0.00920111j -0.000152267-0.000902531j -0.00207877-0.000760078j -0.000592809+0.000579849j 0.00820037-0.00396495j -0.00337076-0.00762922j 0.0057978+0.004661j -0.00954232+0.00184133j -0.00188445+0.000925126j -0.0035405+0.00315871j 0.00821503+0.000735219j -0.00394415+0.0012427j 0.00218484+0.00641098j 0.00424585+0.000879312j -0.00158823-0.000613074j 0.00542231+0.00315606j -0.00152354+0.00250949j -0.0025812+0.00321842j -0.00141853-0.00205361j 0.00558769+0.00446027j -0.00322511+0.00134092j 
0.00267113+0.000683715j 0.000351412-0.000430559j -0.00236677+0.00246925j -0.0020142-0.00106099j 0.000895892-0.000705764j -0.000357228-0.00141806j 0.000834905+0.00136857j 0.00123049-0.00110809j -0.00324685+0.00219686j -0.00408511+0.00142261j -0.00121621+0.00127146j 0.00232231-0.00111477j 0.000121082-0.00161654j 0.00228699-0.00192978j -0.00181051+0.00858453j 0.00246676+0.00252863j -0.00315949-0.000521376j 0.00110686+0.00205808j -0.00406607-0.000542471j 0.00137985-0.000154607j 0.000470829-0.000327357j 0.00138865+0.00104507j 0.00141856+0.00228714j -0.000617137-0.00496969j -0.00276494+0.00140116j -4.04568e-05+0.000791546j -0.00224307+0.00325008j -0.00111333-0.00453j 0.00101561+5.69093e-05j 0.00035262-0.000334132j -0.00015679-0.000300764j 0.000908157+0.00374987j 0.00315345-0.00448689j -0.00337919+0.000383276j 0.00243689-0.00133659j -0.00578336-0.000139796j 0.00219799+0.000540601j -0.00140732+0.00140941j 0.00165332-0.000488911j 0.00237277+0.00246513j -0.00132765-0.00232634j -0.00230924-0.0014912j -0.00182048+0.000985817j -0.000210452-0.00103109j -0.00133956+0.000883052j -0.000335094-0.00205523j 0.00239677-0.0046192j -0.0014802+0.00110121j -0.00091674-0.000608068j 0.00143796+0.000349798j -0.00152667+0.000951944j -0.00148186-0.000394379j 
-0.00774459-0.00956792j 0.00516554+0.000611783j 0.0109436-0.00129633j -0.00202313+0.0133052j 0.00293121-0.0065284j -0.00964862-0.00792468j -0.000939005-0.004469j -0.00403523-0.00462664j -0.000708579+0.00953495j 0.00142186-0.00952373j 0.00272089-0.00747798j -0.00636602+0.00224754j 0.000120232-0.00582675j 0.0113162+0.00420811j -0.00208506-0.0215858j -0.0108046-0.00801743j 0.0121764+0.0115554j 0.00247593-0.00417143j 0.00523842+0.00823739j -0.00386448+0.0086233j 0.00175821+0.00460169j 0.00113367-0.000385837j -0.00839896-0.00147946j 0.00885253+0.00314938j 0.000554702+0.00285621j 0.00801525-0.00631621j 0.0112054-0.00165883j -0.0092635+0.00803101j 0.00130939-0.00083179j -0.0143385-1.20242e-05j 0.00841601+0.00659958j 0.00253624-0.00237928j -0.00723907+0.0103325j 0.00641078-0.00293206j -0.00274654+0.000360141j -0.00049177-0.00128225j -0.0089606-0.00937425j 0.00131496+0.0021402j -0.00590761-8.5962e-05j -0.00501687-0.0078648j 0.00646067-0.000308876j 0.00362722-0.00146054j 0.0058944+0.00255197j 0.000724602+0.00952935j 0.00148045-0.00311565j -0.00404376+0.00671801j 0.00260878+0.00978459j -0.00273443+0.0021525j -0.00708666-0.00289498j 0.000935295-0.00893468j 0.00542704-0.000478652j 0.00103107+0.00291698j 
0.000669239+0.00149093j -6.08457e-05-0.000185386j -0.00521436+0.000913026j -0.000327908-0.00148342j 0.00104494-0.00196471j -0.0048886+0.00864809j 0.00143939+0.00354278j 0.00536602+0.00836196j 0.0161218-0.0142293j -0.00473688+0.00310361j -0.00278572+5.87302e-05j 0.00468487-0.0084295j 0.0081538+0.00664159j 0.00108089+0.00375356j -0.01135-0.00974549j -0.00822002-0.0134513j -0.00838111-0.00803963j -0.00510432+0.00860496j 0.00160352+0.00222762j -0.0126425+0.00303798j -0.016296-0.00803013j 0.00442653-0.00462475j 0.00956357-0.0184268j -0.000796072+0.00836815j -0.00134897-0.000790202j -0.00691781-0.0102105j 0.00547967+0.00991823j 0.0197256+0.00326844j 0.000472478+0.000921722j -0.00331254-0.014049j -0.0097895-0.00964868j -0.00420982-0.0102019j -0.000856467+0.00790854j 0.00216829-0.00357539j -0.0032912+0.0079288j 0.00679384-0.00131551j 0.00088161+0.00625239j -0.00449264-0.00457609j -0.00122676+0.00350044j 0.000848053+0.00552705j -0.0061483+0.0118728j 0.00498882+0.00850036j 0.00369855-0.0111397j -0.00518465+0.00258744j 0.00827841-0.00178917j 0.00847641-0.0037769j -0.00722812-0.00769792j 0.000440327+0.00146821j 0.00319443+0.0044214j -0.00355946+0.00771891j -0.00505637+0.000985246j -0.00154382-0.0011238j 
0.00214398-0.00170885j 0.0076704+0.00682503j 0.00486059+0.0095853j -0.00333513-0.0011979j -0.00188667+6.07396e-05j 0.000221873-0.0056591j -0.0136672+0.00284439j 0.00671379-0.00116187j 0.0071198+0.000864891j 0.00542666-0.00500245j 0.000455589-0.00116277j 0.0023019+0.00294431j -0.00130872-0.00569954j 0.00516572-0.000792046j 0.0035673-0.00963398j -0.0111042+0.00262168j 0.00948339+0.00848038j 0.00835703+0.000301286j 0.00376743-0.00394345j 0.00829881-0.00188402j 0.00157554-0.00206766j -0.00102654-0.00358695j -0.0029542-0.00507517j 0.00192417+0.000494832j -0.00278325-0.0021506j 0.0111082+0.00383357j 0.0106583+0.0025284j -0.00131315+0.00710782j -0.0088305-0.00176242j -0.00823595+0.00772997j -0.00319147-0.00594511j 0.00275689-0.00757639j 4.59831e-05+0.00434435j 0.00276405-0.0024002j -0.00303315+0.000165167j -0.00409599-0.00496379j -0.000403088+0.00389105j -0.00514348+0.00326304j 0.00169593-0.000182313j 0.000652998-0.00887464j 0.000311717+0.000512469j 0.00651883-0.00210562j 0.00440172+0.00184542j -0.00349219+0.00499069j 0.000472+0.00274135j -0.00284829+0.00657795j 0.00701562+0.0116888j 0.00169384+0.00282776j 0.00238172-3.58123e-05j 0.00179428-0.00597856j 0.00440299-0.0014657j 0.00391495+0.00100201j 
-0.00942139-0.0125288j -0.00334584+0.00305675j 0.0174481-0.0126669j -5.73419e-06+0.01811j -0.00507958-0.01159j -8.86911e-05+0.0008326j -0.00486588-0.0151227j 0.00489789-0.00310355j -0.00442333-0.00165935j 0.000468727-0.00320813j -0.0102165+0.0123035j 0.0075497-0.00108141j 0.0030309+0.00966452j 0.00738621-0.00908977j 0.00768291+0.00458074j -0.00619717+0.00134552j -0.00951166-0.00443612j 0.00132785-0.0120119j 0.00894981+0.0122779j -0.00158996-0.00698098j -0.00617299-0.0106652j -0.00182044+0.00592921j 0.0030355-0.000387103j -0.0106148+0.00251712j 0.00930229-0.000420396j -0.0116095+0.000379554j -0.00705973+0.000957586j 0.00861543+0.00607423j 0.0213704-0.00457315j 0.00712714-0.00708638j 0.0027451+0.0110704j -0.0047437+0.00172091j 0.00698933-0.0102176j 0.00269686+0.00232507j 0.000757814+0.00535789j 0.0110319+0.00196283j -0.00380484-0.00949709j -0.00193671-0.00659647j -0.0108595-0.000635504j 0.00189376+0.00668469j 0.00288922+0.000329997j -0.0072632-0.00828262j 0.00119281+0.000327078j 0.00254916+0.00400073j 0.0060504-0.00114617j -0.00660131+0.0060813j -0.00602893+0.00500086j 0.00108582-0.00106939j 0.000245724+0.00763733j -0.00578792-0.00161464j 0.00293809-0.00138417j 0.00451822+0.00139972j 
-0.001604-0.00191121j 0.000710116+0.00244956j 0.00785421-0.00822826j 0.000862225+0.00802001j 0.00660769+0.00262741j 0.00248448-0.00288795j -0.000585283-0.00396542j 0.0113999+0.000762281j -0.00380204+0.000130026j 0.000216518-0.00623192j -0.00172995+0.00426771j -0.00122535-0.000113629j 0.000802941-0.00253491j 0.00327923-0.00336741j 0.00937442-0.00293336j -0.00495557+0.00602326j 0.00859476+0.00505138j 0.00227227-0.00486081j 0.00248619+0.00605259j 0.00519493-0.00373337j 0.00181121-0.00229564j -0.00669394+0.00262766j 0.000913883-0.00168171j -0.00234635-0.000655463j 0.00496836-0.00537959j 0.00144068-0.0045844j 0.00314305+0.00495273j 0.00050127+0.00491145j 0.00397408-0.00347639j 0.00442317+0.00515857j -0.00409657+0.000473105j -0.00202387-0.000297822j -0.000984467-0.00130673j 0.00585444+0.00280267j -0.00128213+0.00171208j 0.00106772+0.00484851j -0.00583583-0.00254767j -0.00255276+0.000412038j -0.00245589-0.00144793j 0.00193553+0.00133371j 0.00621556+0.000159997j -0.00483038-0.00399072j 0.00589938-0.00121674j -0.00261947+0.00263839j 0.000808886-0.00373884j -0.00818503+0.00136533j 8.63367e-05+0.0101913j -0.00130659-0.000598445j -0.00151508-0.00140666j 0.00467458-0.00661837j 0.00282905-0.00502473j 0.00653884-0.000526961j 
