-0.0063954+0.0105123j -0.00818293-0.042328j -0.00363321+0.0648535j -0.00290611-0.0635441j -0.0157149-0.00979991j 0.0260724-0.0419582j 0.00544225-0.0850168j 0.0174962+0.000410109j 0.0503098+0.00829689j 0.060792+0.151237j -0.0250352-0.0705505j -0.0256414+0.103636j 0.0238738-0.0204378j 0.0474964-0.198081j 0.0737724-0.059181j -0.160129+0.129058j -0.0600693+0.0339274j -0.115042-0.068537j 0.060232+0.138827j -0.0316305-0.153675j 0.0650519-0.0879785j 0.0242071+0.0412877j 0.0162071+0.0452949j 0.140603+0.0935295j 0.027006+0.115584j -0.0731945+0.118127j -0.147589+0.271371j 0.0527051-0.00560861j 0.0524178+0.0224985j -0.0625148+0.153357j -0.0536225+0.0490326j 0.0295724-0.23302j 0.214792-0.0530311j -0.011764+0.050621j -0.151785-0.0691166j 0.010713-0.0384479j -0.116899+0.0411595j -0.446077+0.00094722j 0.0928291+0.0206146j 0.142792-0.0298841j 0.0182284+0.139834j -0.0876738+0.306499j -0.0412014+0.263323j 0.0563482+0.27822j -0.0649179-0.346944j -0.287642-0.187658j -0.0565633-0.342598j -0.0726737+0.0266339j -0.0381431+0.124306j 0.265083-0.185141j -0.52101+0.144362j -0.0121894-0.220668j -0.254967-0.00449003j -0.205506-0.388309j -0.292779-0.386217j -0.397893+0.0670121j 0.196698-0.541445j -0.228359+0.259061j -0.220479+0.336405j -0.468321-0.0253891j 0.299945-0.377306j -0.0736401+0.268074j 0.101412+0.139984j 0.628458+0.290271j -0.514039+0.0305634j -0.0809868-0.0560813j 0.203112+0.394476j -0.224909+0.643696j 0.338428+0.550074j -0.313678+0.313261j 
0.183299+0.192838j 0.426613+0.347363j 0.659595+0.115982j 0.170384-0.080679j -0.123334+0.266646j 1.45579+0.207804j -0.793798-0.0397911j -0.745073-0.144917j 1.47088-0.28424j -1.70356-0.307711j 0.692536+0.705305j 3.06935+0.188044j -1.35073-0.409526j -0.0355751+0.319167j 0.586631+0.0324389j 3.60059-0.0110279j -3.68627-0.107369j 4.53553+0.556423j 3.03331+0.410325j -0.92927-0.335339j 0.206555-0.454832j 4.63394-0.171979j 4.51826+0.334325j 2.1477+0.580866j 3.07126+0.726529j -7.60332+0.269819j -1.46179-0.135424j -2.31787-0.380087j -0.390495+0.043347j -3.7146-0.02799j -2.50938-0.79384j 4.50036+0.40767j -5.0478+0.632402j 1.82186-0.156838j 3.82448-0.0288085j 0.574787-0.937829j -2.67864+0.58001j 4.98754-0.63205j -4.96201+0.261653j 2.34438-0.569444j 4.75677+0.157089j 0.68259-0.26283j -1.84503-0.0863011j 1.12006-0.0678107j -7.5966+0.136793j 3.23797-0.247003j -2.1465+0.426437j 3.65381+0.221665j -5.35262+0.167996j 1.15168-0.029688j -0.437408-0.177866j 3.12734-0.680954j -4.05291-0.0958002j 3.78301-0.421161j -3.70909+0.144427j 0.944607+0.12175j 0.313561-0.234396j 0.636253+0.0566102j -3.01577+0.231292j 0.556412-0.245317j -2.23771+0.056857j 1.22388-0.224912j -1.3493+0.00082061j -0.0675914-0.228317j -1.59791+0.0220379j 0.00917813+0.384608j 0.284577-0.172492j -0.754961+0.106704j 0.0257068-0.221956j -0.014123-0.0542955j 
0.165589+0.632897j 0.17115+0.407818j 0.108463+0.326388j 0.432638+0.0321818j 0.611561-0.556874j 1.61708+0.369162j -0.204771+0.216499j -1.16008-0.114472j 1.0974+0.442617j -0.919343-0.127818j 0.369808-0.146089j 2.41204+0.378921j -1.04296+0.314575j -0.046359-0.0408386j 1.25864-0.199501j 3.17555+0.393428j -2.91263-0.304286j 2.89822+0.0102408j 3.08947-0.0882395j 0.166182-0.428902j 1.36509+0.23848j 3.25742+0.280254j 2.92638+0.539489j 1.61407+0.0859965j 2.60102+0.147989j -5.98808-1.09004j 0.0811898+0.092438j -1.73188-0.0146138j 0.278417+0.573122j -3.72664+0.0417985j -2.57176-0.0138857j 3.85993-0.767765j -3.61046+0.0849127j 1.32913+0.220504j 3.13924+0.135033j -0.217675+0.0546468j -1.61292+0.0807416j 4.17202+0.0365889j -4.5825+0.269299j 1.57833+0.0574591j 3.4085-0.108813j 0.0447711-0.193845j -1.72184-0.052656j 0.560433-0.298585j -6.4492-0.0570735j 2.5273-0.429618j -1.42641-0.120155j 2.92623-0.096853j -3.97213-0.139694j 1.50586-0.272881j -0.675141-0.023034j 2.55222+0.375259j -3.7042-0.349087j 2.79412+0.204173j -2.9467+0.137353j 1.02984+0.227954j -0.0411449+0.209692j 0.862343-0.281059j -2.91907-0.0582533j 0.192147-0.0482708j -1.51311+0.60669j 1.48295+0.412558j -0.933544-0.00416393j -0.470714-0.254964j -1.1434-0.0608725j -0.298438-0.204008j 0.372734-0.137001j -0.655171-0.138517j 0.0286844-0.403288j 0.287299-0.272243j 
-0.0935717+0.0479099j 0.156735+0.119383j 0.48701-0.00426908j -0.096868+0.0354159j 0.290388+0.226437j 0.691111-0.208699j 0.0818125+0.0965376j -0.500391+1.01436j 1.2836-0.256494j -1.49995-0.107136j 0.777885-0.558453j 2.11147+0.0762478j -1.76029+0.136499j 0.190251+0.406345j 1.61587-0.65637j 2.8032+0.0482987j -2.66863-0.207602j 3.2489-0.654012j 2.7954-0.812332j 0.203141-0.269731j 0.665217+0.140278j 4.5302-0.517823j 2.73749-0.369132j 1.78365-0.892136j 2.13777+0.871593j -5.90673+0.294939j -0.131692-0.195981j -0.10724-0.0650245j 0.247924+0.0934369j -3.5041-0.319918j -1.43807+0.241026j 3.71976+0.0932474j -3.36881+0.875305j 1.22538-0.149335j 3.69175-1.06765j 0.125456+0.0990225j -2.25856+1.22308j 2.85583-0.321921j -4.13457+0.955385j 1.37859+0.362596j 3.33748-0.186279j 0.603842-0.213719j -1.10679-0.0909425j 0.834863-0.139147j -5.88635+0.0456646j 1.94643-0.399199j -1.06875+0.204501j 2.62575-0.321422j -3.61341+0.673828j 1.09726-0.373863j -0.0553511+0.137578j 1.94007-0.202284j -2.94136+0.819085j 2.39041+0.0392071j -2.58882+0.12012j 0.662055+0.194938j -0.402725+0.310446j 0.90747-0.00292577j -2.3074+0.487148j 0.128538-0.0349343j -1.17059-0.0415211j 1.17042-0.595827j -0.92302+0.0713838j -0.190033+0.0752136j -1.03969+0.423085j 0.323165-0.226349j -0.244728+0.0507832j -0.533875+0.0685484j -0.062678+0.0529441j -0.0586087-0.0111919j 
0.139938-0.0194222j -0.556617-0.347588j -1.07759+0.238596j 0.0162569-0.035688j 0.409752+0.18796j -2.03988-0.509801j 0.169505-0.209091j 1.51618+0.00446734j -1.72774-0.0340902j 2.84046+0.311406j -0.428192-0.0339295j -4.28739-1.02466j 1.26877-0.644687j 0.688269+0.463392j -2.00571-0.245706j -5.22006+0.0866022j 4.59949+0.00522753j -5.0865-0.672757j -4.57101+0.235327j 0.100028+0.988369j -2.5204-0.674397j -6.1868-0.883705j -4.58205-0.450996j -2.03233-0.77581j -4.53576-0.231319j 9.89615-0.84594j 1.73069-0.0589449j 1.88216+0.421684j 0.160883-0.145265j 5.07501+0.022578j 3.1138-0.297146j -6.25002-0.342825j 6.50015-0.882186j -4.1394-0.496376j -6.16349+0.134883j -0.306213-0.397101j 2.70163-0.384447j -6.33665+0.0576356j 6.65106-0.151796j -2.50274+0.679022j -5.2395+0.110441j -0.45437-0.19829j 2.37267+0.14891j -1.32733+0.151687j 9.37721-0.591936j -4.37408+0.0998021j 2.69813-0.637865j -5.21483-0.275938j 6.12654+0.131341j -1.48609+0.100784j 0.489521+0.217785j -3.72701-0.135342j 5.06906-0.04141j -4.49764+0.43112j 5.05137-0.156281j -1.57403+0.264076j 0.191307-0.301962j -1.67128+0.268202j 3.59189-0.381088j -0.388719+0.00433011j 2.69664-0.482684j -2.08785+0.445546j 1.09757+0.130599j 0.386153+0.0105295j 2.23331-0.192576j 0.0834498-0.0419328j 0.174567+0.0428926j 0.91332-0.112938j 0.17121+0.0533526j 0.0974078+0.0148338j 
0.0738839+0.368705j 0.717285+0.0167622j 1.62652+0.160548j 0.21235-0.307664j 0.108124+0.0710984j 2.32347+0.811972j -0.0731353-0.0883764j -1.79883-0.263291j 3.01689+0.388168j -3.69796-0.361967j 0.782748+0.554364j 5.35991+0.622135j -2.56785-0.561934j -0.47325-0.22302j 1.39432+0.73119j 5.73959+0.0327144j -5.44318-1.07131j 6.59571+0.396716j 5.27997+0.877309j 0.992413+0.105962j 1.65322-0.133548j 8.42137+0.853995j 6.35741+0.170061j 3.45438+0.125338j 5.50434+0.240844j -12.7036-1.73235j -1.41473+0.108224j -1.48639-0.410154j 0.163514+0.198445j -6.21849-0.376842j -3.3885-0.062208j 7.7265+0.567663j -8.00424-0.709297j 3.87894+0.513505j 7.98721+0.817437j 0.339572-0.116352j -3.97592-0.0827946j 8.0279+0.526763j -8.00956-1.09025j 4.00532+1.19637j 6.60987+0.659108j 0.150359+0.131515j -2.77023-0.333993j 1.83685+0.207683j -12.9659-0.995291j 5.78319+0.655492j -3.42008-0.0479178j 6.51477+0.23207j -8.57925-0.774313j 2.43632+0.258574j -0.063128-0.225961j 4.94105+0.239947j -6.44142-0.620852j 5.79433+0.476449j -6.15885-0.748975j 2.04633+0.0679065j -0.248018-0.0403449j 1.74672+0.0359998j -5.01614-0.263023j 0.636473+0.0175369j -3.74469+0.0156826j 2.48617-0.136938j -1.64077-0.326235j -0.720514-0.112044j -2.6021-0.00119966j 0.263248+0.0665461j 0.206114-0.335388j -1.39237-0.127699j -0.46459-0.167272j -0.127009-0.136721j 
0.019911+0.0168857j -0.302056+0.0641013j -0.571938+0.0742673j -0.352749-0.273414j -0.282483-0.0719563j -0.531623+0.189796j -0.321098-0.153253j -0.146292-1.18595j -0.506691+0.0723587j 0.757688-0.00553257j 0.61358-0.907973j -1.51874+0.341121j -0.127047-0.0451555j 0.202184+0.062166j -0.377447-0.619229j -1.64147-0.0893491j 1.44438-0.482179j -1.62803-0.00815551j -1.32307-0.221645j -0.0612529+0.515647j -0.569254+0.0250466j -1.63326-0.357686j -2.08555-0.211993j -1.5824-0.243983j -1.72233-0.141753j 3.48116-0.0134976j 0.416762+0.060912j 1.20616+0.101946j -0.101317-0.267335j 1.73811+0.248737j 1.42215+0.5284j -2.44406-0.210718j 2.75349+0.6945j -0.866582-0.405189j -2.21807-0.103061j -0.343991+0.26847j 0.7713-0.233055j -2.42964+0.0730993j 2.6475-0.141132j -1.08936-0.209703j -1.28819-0.0836327j 0.10779+0.0505771j 0.842195+0.221153j -0.317838+0.000120963j 3.65589+0.517486j -1.58424-0.282146j 1.21674+0.224696j -1.95453-0.241905j 2.49211+0.257817j -0.872118+0.16776j -0.208639+0.309822j -1.69154-0.334498j 1.70236-0.166938j -1.66804+0.114849j 1.57683+0.253844j -0.45322-0.0840541j 0.286279-0.235913j -0.397774+0.0954958j 1.34032+0.254613j -0.258141-0.0291413j 1.17793+0.159787j -0.732744+0.160103j 0.446965+0.119067j 0.136303-0.0413108j 0.788707+0.0504894j -0.158144-0.0358647j -0.11583+0.10667j 0.414999+0.0448382j 0.124471+0.0053097j 0.0224815-0.0337075j 
-0.475848+0.558408j 0.843995+0.484439j 2.02738+0.397027j 0.36021-0.317496j 0.0515077+0.0680181j 3.51929+0.487043j -0.878699+0.271014j -2.36775-0.33741j 4.26747+1.17093j -6.0368-0.350008j 0.72089+0.175971j 8.11887+0.976807j -2.6885-0.597536j 0.0841473-0.320759j 1.74061-0.0573357j 10.3147+0.19246j -8.11629-0.405317j 10.6507+0.0226185j 7.47262+0.456797j 0.832027+0.483897j 3.30973-0.319137j 13.0932+0.691675j 10.5345-0.181688j 5.76189-0.238498j 8.88922+0.242914j -19.142-1.03627j -2.89875+0.370384j -3.98167+0.731229j 0.436034-0.154093j -10.3703+0.499867j -6.06194+0.401788j 13.0009-0.076858j -12.1302-0.655521j 5.78904+0.209341j 11.8298+0.187442j 0.52296+0.019978j -5.65819-0.0255293j 12.293+0.165829j -12.1303+0.147055j 5.45874+0.840891j 10.3646-0.0671422j 0.386154-0.171102j -4.12592+0.144946j 2.89804+0.0909226j -19.5089-0.145794j 8.42059+0.300033j -5.55342+0.228999j 10.4808-0.342988j -12.6788-0.302295j 3.16111+0.371935j -0.34342-0.109505j 7.84505-0.177388j -9.80093+0.132925j 8.65456-0.072611j -9.05027-0.00768517j 2.81182+0.137985j -0.052207-0.0268017j 3.10836-0.108097j -7.80738+0.441178j 0.823499-0.115862j -5.66459+0.469074j 3.90804-0.740077j -2.52061+0.0569075j -0.619583-0.162099j -3.77804+0.215945j 0.103747+0.208973j 0.239684+0.122552j -1.92906-0.235208j -0.311222-0.233432j -0.00357897-0.274083j 
-0.00734208+0.106415j -0.405002-0.227645j -0.598176-0.297186j -0.425293-0.295746j -0.322331+0.0383402j -0.768769+0.0441803j -0.422417+0.0608584j 1.13801+0.0530486j -2.03906+0.0161151j 2.51913+0.505882j -0.198838-0.761892j -4.03896-0.00510545j 1.14604+0.483561j 0.58146+0.778828j -1.28599-0.38069j -4.14223+1.20087j 3.80965-0.000631156j -4.23901-0.151407j -3.0474-0.191837j 0.664594-0.31368j -1.86105+0.635162j -5.6738+0.509576j -4.24417-0.1512j -2.12688+0.0654256j -4.24033+0.230969j 7.94576-0.410232j 1.41147-0.205972j 0.947085-0.504879j -0.0479561+0.0196647j 4.66485-0.337587j 2.48708-0.792125j -5.17403+1.12425j 5.39884-0.671724j -2.07818-0.350639j -4.5627+0.184597j -0.00500475+0.035067j 2.26042-0.080797j -5.16385+0.496947j 4.73893-0.319814j -2.11487+0.0255173j -3.89745+0.448988j -0.417068+0.134911j 1.56361+0.114139j -0.928317+0.272209j 8.21547-0.314062j -3.21172+0.11269j 2.49299-0.204705j -4.01253+0.445679j 5.15835-0.420844j -1.54785-0.239426j 0.0985673-0.208498j -3.35019+0.466493j 3.93158-0.540253j -3.56346+0.220368j 3.72123-0.583117j -0.907078+0.0982557j 0.0544824+0.000143919j -1.20011+0.0849463j 2.90005-0.522056j -0.454866+0.0502691j 2.39618-0.240067j -1.45068+0.297829j 0.974883-0.140087j 0.213669+0.139956j 1.65993-0.112799j -0.185497+0.0131764j -0.0717391-0.0984051j 0.69169+0.10666j 0.0773663+0.0522404j -0.0640407+0.0123349j 
0.319511+0.0451554j -0.0621307-0.159771j 0.455238+0.461902j 0.145833+0.768081j 0.147186+0.31228j -0.214947-0.579916j -0.120473-0.00514721j -0.143443-0.22962j 0.0710841-0.568611j 0.242999+0.514731j 0.454358-0.187095j 0.287027-0.0163365j -0.610163+0.0026904j 0.369334+0.23333j 0.358765+0.0744853j 0.417673-0.197608j 0.328677-0.192313j 0.28471+0.498364j 0.51829-0.358872j -0.250518+0.0587657j 0.402506+0.270397j 0.0576529-0.385749j 0.64824-0.368696j 0.0959563+0.297101j 0.262629+0.0323706j -1.10662-0.0308163j -0.0456523+0.206559j -0.169004-0.298909j 0.0460286-0.000664618j -0.371043-0.323614j -0.310788-0.143555j 0.891998-0.556427j -0.25123-0.195364j -0.204482+0.0662575j 0.46811-0.0462303j -0.453841+0.0512748j -0.204654+0.0971975j 0.269871-0.519815j -0.506089-0.0917352j 0.137279+0.043049j 0.246919-0.340835j -0.205889-0.0695205j -0.108412-0.126218j 0.453854-0.250315j -0.53342-0.438006j 0.206114-0.271361j -0.206796+0.124663j 0.241534+0.0552162j -0.452605-0.0797865j 0.251171+0.308131j 0.169282-0.124979j 0.408595-0.0205209j -0.206584-0.445836j 0.622768-0.101091j -0.266673-0.0114843j 0.0627173+0.0142362j 0.124699+0.0753556j 0.0931236-0.12961j -0.245959+0.0785079j 0.111092+0.122905j -0.316448-0.264815j 0.257154-0.252565j -0.120419-0.0107212j -0.195788+0.120213j -0.12283+0.0162788j 0.063914+0.131025j -0.0690106-0.0523735j -0.064889-0.0380367j -0.279503-0.043459j -0.122249-0.0759899j 
-0.310998-0.0145108j 0.520204+0.27921j 1.27972+0.22408j 0.120863+0.179445j -0.0233824+0.147178j 2.13529+0.151936j -0.659052+0.312651j -2.80411+1.46097j 1.91376+0.112832j -3.24339+0.090084j -0.680537-0.565219j 4.53232-0.103303j -1.2922+1.06101j -0.428349-0.0372376j 0.71632-0.120009j 4.58285+0.329631j -5.15156+0.667742j 5.63609-0.354534j 3.80177-0.0691658j 1.07444+0.0954073j 1.57811-0.241319j 5.94505-0.503024j 5.43669+0.410667j 3.08965+0.843654j 4.23893+0.169574j -10.1571+0.205269j -1.39201+0.183645j -2.42348-0.703009j 0.057464+0.0992931j -5.20276+0.280437j -2.47357-0.443882j 6.24406+0.400097j -5.67561-0.88644j 2.74357+0.0746811j 6.24807+0.0244264j 0.667323+0.382099j -3.03377+0.47176j 6.29302+0.0799702j -7.03762-0.232886j 2.78964+0.137194j 4.94582-0.479065j 0.267368-0.214926j -2.0567-0.00792214j 1.25306-0.194421j -9.64896+0.102671j 4.10107+0.135776j -2.75577-0.184376j 5.14939+0.115482j -6.31079-0.0907062j 2.08775+0.0235598j 0.258574+0.0788282j 3.69726+0.239239j -5.36246+0.492014j 4.63285-0.246264j -4.30439+0.282432j 1.19506-0.000916578j -0.468859-0.220334j 1.67051-0.126826j -3.68649+0.176199j 0.409154-0.0714552j -2.71377+0.174324j 2.16802-0.332518j -1.22503+0.0598337j -0.36317+0.0603152j -1.89506+0.0948807j 0.0511566+0.144094j 0.117525+0.123306j -0.976001-0.134062j -0.153381-0.0359395j -0.0339608-0.0659046j 
-0.729294-0.00393142j 0.13482+0.00198264j 0.961107+0.378097j 0.584773-0.474861j -0.0656634-0.468477j 1.26794+0.854658j -0.972945-1.22218j -0.462651-0.574172j 0.867389+0.395965j -2.81368-0.333359j 1.76262-0.0368846j 2.17091-0.0646057j -1.39217-0.269146j -0.442368+0.884043j 1.58046-0.907361j 2.92242+1.10893j -2.76974+0.253114j 4.43132+0.609756j 3.25666+0.0422499j 0.319423+1.16438j 0.716112-0.0730118j 4.74582+0.578866j 4.69122+0.0487016j 2.32932-0.0688362j 3.03351-0.206689j -7.37575-0.699598j -1.29437+0.241174j -1.80146-0.45591j 0.364531+0.0650124j -4.29229+0.164986j -2.22622+0.0789529j 4.63456+0.598178j -4.11596+0.100951j 2.95588+0.284893j 4.86182+0.417252j -0.121183+0.234451j -2.26694-0.242762j 4.29366-0.115283j -4.91541-0.219716j 2.13419+0.263145j 4.11443+0.780607j 0.0494028-0.113014j -2.05369+0.00163189j 1.11342+0.479159j -7.81413-0.0198338j 3.45277+0.246668j -2.31878+0.282895j 4.17898+0.36599j -4.80131-0.154494j 1.25836-0.272177j -0.0996764-0.264074j 2.99126-0.170901j -3.57237-0.334681j 3.45777-0.0294204j -3.31183-0.111587j 1.05479+0.34258j 0.174494+0.191048j 1.29048+0.262757j -3.25569-0.283135j 0.307431-0.235925j -2.34793+0.298158j 1.8536-0.156792j -1.03988-0.0639662j -0.297637+0.0214816j -1.54022+0.240313j -0.189394-0.150835j -0.0696386+0.0859255j -0.809199-0.151117j -0.0457745-0.0550683j 0.152418-0.183036j 
0.448757-0.190666j -0.491812+0.0386835j -0.112357+0.218254j 0.479384-0.255668j -0.330134+0.458269j 0.127614+0.637274j -0.439621+0.389311j 0.0441481+0.966057j 0.938316+0.183704j -0.70071+0.384915j -0.493127-0.0185818j 0.443349-0.328138j 0.229615+0.0541075j 0.0929832+0.932692j 0.0772971-0.306758j 0.516768+0.0400423j 0.446321-0.100024j 0.481413-0.265653j 0.0623243+0.112341j 0.220101+0.342348j 0.0512486-0.548672j -0.241393-0.703286j 0.752814-0.456719j 0.535763+0.193473j 0.448095-0.16223j 0.389052+0.647293j -0.0709638+0.380737j 0.0531032-0.182193j -0.00338296-0.607094j -0.131197+1.11284j -0.0274631-0.097255j -0.000603369-0.74583j 0.208447+0.444038j -0.1567-0.194144j 0.16287-0.253519j -0.143766+0.15515j -0.196482+0.00946674j 0.0373687+0.156656j -0.25713+0.484393j -0.387967-0.113638j 0.417509-0.127711j 0.402997-0.156586j 0.144365-0.00477326j -0.161573-0.279475j -0.037981+0.547454j -0.110685-0.222369j -0.204889+0.448033j 0.0696382-0.341968j -0.000456133+0.303457j -0.142378-0.242075j -0.0793117-0.0531036j 0.0385414-0.163127j -0.0752891+0.382602j 0.0316921-0.15073j 0.0666959+0.296964j -0.0658232-0.00703311j -0.186099+0.0950339j 0.0155973-0.129382j 0.079199+0.3706j 0.0713606+0.110889j -0.149898-0.105502j 0.0588895+0.0490398j -0.00359887+0.111312j -0.0415043+0.156546j -0.000605205-0.0695766j 0.0864537+0.00183719j -0.0152514-0.128925j 0.128266-0.0248196j -0.237925-0.0255778j 0.0323608-0.030618j 
0.171832+0.316499j 0.297625-0.224574j -0.188244+0.910977j -0.651456+0.701924j -0.223235+0.299265j 1.0325-0.798076j 0.0931697-0.3331j -0.0217315+0.334405j 1.39219-0.454189j -1.26192+0.643028j 0.505392+0.570037j 1.35408-0.28856j -0.568792-0.562625j -0.37911+0.708162j 0.733131+0.474193j 1.77489-0.245421j -0.792786+0.972911j 0.740174+0.228755j 1.71418-0.114372j -0.411906-0.439531j 0.531834+0.296511j 2.04546-0.78449j 2.23524+0.308673j 0.570008+0.0697413j 1.28972-0.126687j -3.15233-0.219157j -0.749656+0.212755j -0.340746-0.240663j 0.0831168-0.0159447j -1.27156-0.106156j -0.78847-0.208957j 2.72182+0.018963j -1.64208+0.340032j 0.573447-0.263189j 1.91911+0.0161643j -0.297274-0.622794j -0.864749+0.121329j 2.37233-0.763396j -1.85081+0.161543j 0.859609-0.0991365j 1.77365-0.363489j 0.114699-0.311153j -0.457479-0.0401978j 0.721972+0.238323j -2.3332+0.276736j 1.49424-0.294998j -1.11302+0.111356j 1.31954-0.228814j -1.82511+0.180305j 0.253863+0.133503j 0.212008+0.150749j 1.33386+0.0805049j -0.798986+0.250446j 1.57088+0.162711j -1.32383+0.340679j 0.321579-0.0664397j -0.177506+0.307396j 0.532514-0.0967528j -1.20267+0.200148j 0.0288062+0.115904j -0.462897-0.130151j 0.995071-0.0121846j -0.378692+0.0023882j -0.36984-0.112361j -0.619696+0.0866062j -0.112285+0.101159j 0.0350706-0.148224j -0.222029+0.00964481j -0.130339-0.364367j 0.0572039-0.185058j 
-0.594958-0.592135j 0.445015+0.313971j 0.636362+0.604051j 0.414601-0.0722692j 0.852226+0.864932j 1.35659+0.543879j 0.341492-0.337339j -0.265237-0.0180942j 1.05851-0.526396j -0.714222-0.317447j -0.312853-0.21377j 1.75811-0.324606j -1.00839+0.0114523j 0.500153-0.21356j 0.612341-0.356345j 2.20108+0.0559167j -2.66961-0.415656j 2.25332-0.211301j 1.87946+0.348658j -0.0360688-0.0639531j 0.743657+0.25172j 3.29377+0.582391j 2.20457-0.150261j 1.17601+0.0961966j 2.03947+0.15858j -5.13589-0.618959j -0.926084+0.0270944j -1.18326+0.0571108j -0.307339+0.245756j -1.88388-0.342418j -1.59371+0.0268846j 2.75752+0.308156j -2.70953-0.849198j 1.38765+0.271233j 2.68266+0.220544j 0.112657-0.0500627j -1.55695+0.0776513j 2.75551-0.0556533j -2.8796-0.166839j 1.78052+0.486127j 2.85462-0.0133217j 0.0579612-0.041828j -1.18871-0.0149139j 0.498947+0.333133j -4.7682-0.512481j 1.95279+0.129589j -1.04532-0.0330904j 2.40097+0.188309j -3.19602-0.0564404j 0.932889+0.0414094j -0.339465+0.23961j 1.96481+0.066006j -2.30369+0.00140612j 2.25113-0.0550146j -2.037-0.029802j 0.697512+0.0548241j 0.120994+0.0509048j 0.702375+0.148235j -1.58969-0.209523j 0.310539-0.20873j -1.52939+0.310356j 1.12263-0.0221717j -0.547828-0.00635935j 0.0160799+0.0221042j -1.08429+0.00744678j -0.0405127-0.113427j -0.141543+0.180245j -0.525913-0.140216j 0.108998+0.273856j 0.0217469+0.0918482j 
-0.48096-0.538629j 0.240285+0.694873j 1.10828+0.00205886j -0.74108-0.581138j 0.651154-0.456844j 2.30212-0.690406j 0.094296+0.174819j -0.348927-0.710212j 1.28606-1.08552j -2.29486+0.335128j 1.00369+0.998927j 2.75237-0.161578j -1.09222-0.173687j 0.676547-0.653757j 0.72947+0.148507j 3.65989-0.474579j -4.21236-0.260634j 3.84961+0.20802j 3.52853+0.00344521j 0.295793-0.0306848j 0.622253-0.0267618j 4.39772+0.283749j 3.68684-0.0410077j 2.46458-0.582098j 3.2302-0.481495j -7.33285-0.842672j -0.666916-0.118726j -1.78253-0.347698j -0.284447+0.146504j -3.37424-0.522404j -2.41544+0.133802j 4.48166+0.47206j -4.61704-0.266129j 2.16343+0.463516j 4.73023+0.08601j 0.2038+0.349756j -2.25019+0.228771j 5.32759+0.0220479j -4.78859-0.0831519j 2.23464+0.316357j 3.74589-0.51781j 0.110874-0.560656j -1.6553-0.224518j 0.955839+0.253899j -7.39557-0.114725j 3.22357+0.242704j -1.87563-0.0117462j 3.67733+0.101197j -4.6808-0.0977778j 1.01703+0.449329j 0.0527398+0.103035j 2.9237-0.0919085j -3.76973-0.00963128j 3.45174+0.0919913j -3.55869+0.015255j 0.875926+0.00855752j 0.0226858+0.176344j 1.11226+0.21796j -2.9361-0.097667j 0.466109-0.17828j -2.37356+0.224442j 1.84813-0.245443j -1.02661-0.0214795j -0.0821032+0.0445225j -1.63287+0.129082j 0.0190374-0.0877601j -0.289787+0.024579j -0.720686-0.246284j -0.151243+0.262446j 0.0444317-0.114912j 
-0.14465+0.542933j -0.30278-0.490622j 0.362078+0.218439j 0.10276-0.690405j 1.08148-0.832796j 0.15383-0.364446j -0.903183-0.129381j 0.893563-0.021072j -0.575011-0.328006j 0.264328-0.690472j -0.320531+0.746809j -1.3291+0.173965j 0.25083+0.409106j 0.341583-0.324249j -0.661271+0.071893j -0.949792-0.223797j 1.00092-0.0318001j -1.28322+0.257731j -0.921166-0.20222j 0.144282+0.145161j -0.183988-0.649309j -1.64949-0.664242j -1.478-0.192809j -0.000493516-0.0978872j -0.700354-0.228663j 2.59349+0.729541j 0.656487+0.52875j 0.686882-0.109604j 0.0518155-0.0755557j 1.22633-0.233023j 0.610282-0.116846j -1.70009-0.116827j 1.03836+0.208397j -0.814085+0.00107807j -1.2719+0.226448j -0.423817+0.107228j 0.668594+0.172645j -1.55823+0.390641j 1.54087-0.120803j -0.633655-0.389527j -1.27928-0.564011j 0.176923-0.061413j 0.697706+0.100096j -0.161939+0.0208441j 2.02895+0.211172j -0.989532+0.0315171j 0.577956-0.0887275j -1.11415-0.141868j 1.62126+0.283471j -0.828845-0.255657j 0.51493+0.248523j -0.78424-0.207213j 1.26469-0.175169j -1.28092-0.13119j 1.07596-0.18132j -0.297441-0.16923j -0.0687733-0.113223j -0.360426-0.0418895j 0.66033-0.18202j -0.298245+0.0215524j 1.05749-0.052045j -0.47262-0.0964213j 0.289611-0.110166j 0.040238-0.0345549j 0.494637+0.11445j -0.101475+0.157871j 0.287905-0.0993972j 0.205568+0.230028j 0.166051-0.316914j 0.137524-0.00849044j 
