0.0121116+0.00265859j -0.00405228-0.011844j 0.00527779-0.0115544j 0.0149564-0.0255148j -0.012395-0.00332067j -0.00318626-0.00474602j 0.00609559-0.0229996j -0.0077822-0.00390558j -0.00667122-0.0297874j 0.00239082-0.025731j -0.00796426-0.0162336j -0.00431326+0.00361358j -0.000565293-0.000733392j -0.00173524+0.00453492j 0.00581943-0.00342157j 4.81487e-05-0.0048291j -0.000374593-0.00731298j 0.000292082+0.0111869j 0.000171872+0.00641843j 0.00485832-0.00623063j 0.000312407-0.0104141j 0.00414678+0.00299227j 0.000309349-0.00496538j 0.00795188+0.00366322j -0.00241429-0.000777523j -0.000758861-0.00694173j 0.0107259+0.00227001j 0.0113416-0.000425511j -0.0034257+0.01958j -0.000876719-0.0057583j 0.00664166+0.000729909j 0.00646898+0.0128677j 0.002571-0.0131943j -0.00791864+0.00208696j 0.00391147+0.00277593j -0.00188265-0.00501447j 0.010223-0.000914334j 0.00429726+6.11925e-05j -0.00776765-0.000903302j -0.0184742-0.00409467j 0.00602301+0.00116928j 0.00581449+0.0103976j 0.0027688-0.00849847j -0.000884529+0.0087986j -0.00900443-0.00720638j 0.00351676-0.00408558j 0.00608772-0.00582291j -0.00359568-0.00166262j 0.00744967-0.0103758j -0.0013081+0.00525892j -0.00184045+0.00155935j -0.00175531+0.00249452j 0.000135919-0.00296399j 0.000478729-0.00394112j -0.00174901-0.00106779j -0.00113663+0.00190585j 0.0011761+0.00101939j 0.000887395-0.000982519j 0.00128814-0.000157979j -0.00278592+0.00173572j 0.0028833-0.0028318j 0.000442117+0.000609505j -4.13671e-05-0.000115086j 0.000489079-0.00218007j 0.00192419+0.000125277j -0.000497889+0.000936459j 0.000940884+0.000321484j -0.00112199-0.000436483j 0.000568566-0.00378119j -0.00194959+0.000875699j -0.00168518+0.00373635j 0.000327708+0.000174917j -0.00412658+0.00239231j -0.000643374+0.000720539j 0.00539274+0.000249102j 0.00109538-0.00174582j -0.000778239-0.000493198j 0.00248504-0.000676419j 0.00148696-6.12926e-05j -0.000714656-0.000814453j 0.00147546-0.000332701j -0.000856201+0.000101922j -6.02235e-05-0.000144572j -0.000239917+0.000956491j 0.000143278-0.00112622j 6.7686e-05+0.00128437j -0.000601128-0.000973537j 0.000663159-0.000231418j -0.002218+0.000713401j 0.000887919+0.000615821j -0.00113963+0.00230713j -0.000196557-0.00155899j -0.00174533+0.00110636j 0.000417028-0.00033978j -0.000403975+0.000430968j 
0.0188329+0.000248051j -0.00577671-0.0219673j -0.00593668+0.00884891j 0.0166636+0.00264983j -0.0181879-0.00718252j 0.00406457-0.00217786j 0.00393444-0.0193011j 0.0159308-0.00102602j -0.0027222+0.0201311j 0.00825095+0.0155894j -0.0134173-0.0226067j -0.0133382+0.0350176j 0.0130416-0.0401997j 0.00322986+0.00460123j 0.00512852-0.00614062j 0.000313601-0.0282431j -0.00454223+0.0189268j 0.004388-0.0222637j 0.0039627-0.0280023j 0.00516271+0.00482761j -0.00195064+0.0237727j -0.00818825-0.0216145j -0.00213313+0.00698009j -0.00148355-0.0149577j -0.0183304+0.00923353j -0.000627114-0.0103553j -0.0161494+0.00214129j -0.00353697-0.00645568j -0.0114025-0.00526098j 0.00469701-0.0201741j 0.00896482+0.0119704j -0.00800148+0.00296727j -5.66326e-05+0.00973319j 0.010048+0.00335628j 0.0274248+0.00370033j 0.0030683+0.00680164j 0.000891811+0.00102704j 0.0140959+0.000885612j 0.00598655-0.00265409j -0.00655877-0.00368643j -0.000668552+0.00193178j 0.00214299-0.00638505j -0.00752802+0.00601376j 0.00162317-0.004954j 0.0299551-0.0209199j 0.00108299-0.00328815j 0.00318055-0.00238527j -0.00630453+0.010168j 0.00407142-0.00636784j -0.00886408+0.0218911j -0.00681802+0.00425493j -0.00305636-0.00244693j -0.000458084+0.000944592j 0.0118096-0.0100327j -0.0048583+0.00299907j -0.00281842+0.00544729j -0.0132154+0.00442014j 0.0113216-0.00733775j 0.000547938+0.000560184j -0.00418546+0.00263196j 0.000295256+0.00355244j -0.00349207-0.00598971j 0.00863015-0.00332046j -0.00522627+0.00286929j -0.0107642-0.00510129j 0.00582921+0.00328358j 0.00229856+0.00011221j 0.000574914+0.00267317j 0.00138123-0.00340699j 0.00150437-0.0034178j 0.00784901+0.0021941j -0.00359323+0.00237853j 0.0114289+0.00394515j 0.00208995+0.00577259j 0.000973612-0.00417222j 0.00232351+0.00259853j -0.00852654-0.00692605j 0.0128275-0.00264022j 0.00122589+0.000265468j -0.00664232+0.000846331j 0.00195841+0.00024259j -0.00142798+0.000941586j -0.00230963+1.10726e-05j -0.00317095-0.00266179j -0.000882741+0.000443551j -0.00606236+0.00279877j 0.00204914-0.00019131j 0.000929879+0.00793811j 0.000319552+0.00629497j -0.00445103+0.00813407j 0.0067867+0.0163061j -0.00933581-0.0137683j -0.0121798+0.0148846j 0.00539057-0.00085648j 0.00275868+0.00389945j 
-0.00428577-0.00194788j 0.00540225+0.0252267j 0.0128932+0.0127854j 0.0216335+0.0175067j -0.013498+0.0035703j -0.0192696+0.0122823j 0.0150933-0.0178381j 0.0209327-0.00286514j 0.036862+0.0530263j 0.0232924+0.0670644j -0.00629655+0.0198902j -0.000390202+0.00268031j -0.0169433+0.0200243j -0.00680978+0.00962572j -0.0059434+0.011999j 0.0224928+0.0117194j -0.0144084-0.0127047j 0.0105323+0.00968478j -0.0135173+0.0074589j -0.0045487+0.00290136j 0.00352+0.0151129j -0.00282999-0.00285926j 0.0123145-0.0076129j 0.00482339+0.0336669j -0.0030291+0.00016329j -0.0145225+0.00811525j 0.000112085-0.0175024j -0.0142248+0.00768075j -0.00022759-0.0479883j 0.0197749-0.00283033j 0.00747525+0.00725877j 0.0298212+0.0154482j 0.0135395+0.0078113j 0.0112369+0.00660083j -0.00699093-0.0163567j -0.0181633-0.00945881j -0.0341761-0.0099902j -0.0832341-0.0465607j -0.0299953-0.0158371j 0.0214209+0.00974124j 0.0103559+0.00413091j -0.0262401-0.00674934j 0.0178706+0.0129597j -0.0376105-0.00804457j -0.0567567-0.0324791j -0.0223447-0.019338j -0.0310395-0.00568287j -0.0160962-0.0251409j 0.00753723-0.000503342j 0.0143574+0.00465763j -0.0139916+0.000619009j 0.00460564+0.0197322j -0.0078043+0.0154706j 0.00882517+0.00048676j 0.00822969+0.00739514j 0.00778762+0.00213448j 0.00435409+0.00612518j 0.00299609+0.00657854j 0.00127196+0.00206463j 0.0068501+0.00210379j -0.00999643-0.000712463j 0.00376296-0.000247216j 0.00661444-0.00109297j -0.00031179+0.00901361j 0.0115783+0.0051915j -0.0127229-0.0056689j 0.00367286+0.00490873j -0.00433903-0.00521504j 0.00664416-0.00713222j 0.00273148+0.00395123j -0.0173114-0.00505496j -0.000492151+0.00687124j -0.00421058-0.0129783j 0.0129159+0.00395112j 0.0105411-0.00610777j 0.0170255+0.0048731j -0.00412955-0.0191915j 0.00572755+0.0157883j -0.0199384+0.00288489j -0.00281422-0.0102657j -0.00310186+0.00112754j -0.00434901-0.00604518j -0.0022052-0.00138244j 0.000777029+0.00959101j -0.00814572-0.0054702j -0.00138874-0.00210095j -0.00175313-0.0108062j 0.00131608+0.00690923j -0.00308945-0.0116375j 0.0105227+0.012581j 0.00816346+0.0146308j 0.0251059+0.0138187j -0.00129079+0.00490931j -0.00349657-0.00103461j -0.00812554-0.0116559j 
-0.0147889-0.0152065j -0.0298562+0.0103194j -0.0247905-0.0149481j -0.0115693-0.0388037j 0.0275934+0.018585j -0.0276347+0.0346159j 0.0364839-0.0100005j -0.0237081-0.0309716j -0.0850225-0.0325971j -0.132409-0.0109903j -0.0091286+0.0201037j -0.00495289-0.00134674j 0.00625409+0.025345j -0.00402302+0.0077826j -0.00334273+0.0040408j 0.0104982-0.00814628j -0.00836965+0.0100603j 0.0162937+0.00406703j 0.00528916+0.0295278j 0.00593706-0.00778074j -0.00770413-0.0254895j 0.0124565+0.00174317j -0.00621341-0.0198003j -0.00238922-0.011001j 0.00299567-0.0207596j 0.00322851+0.0153163j -0.00462109-0.029335j -0.00948501+0.00257725j 0.0118509+0.0314577j 0.0312196+0.0103238j 0.0052652-0.0196411j 0.0126883-0.00653286j 0.00555522-0.000182824j 0.00144298+0.0053478j -0.00432686+0.00653263j -0.0045114-0.0021844j -0.00896012-0.00782916j -0.0410225+0.00206198j -0.00628144-0.00201969j 0.0172548-0.000747179j 0.00384788+0.00547361j 0.00504483-0.00538337j 0.00202458+0.00546895j -0.00514903-0.000193497j -0.00668413-0.0109636j -0.0299554-0.015314j -0.0115134-0.0168376j -0.0054727+0.0094961j 0.0156062-0.00453984j 0.00699305+0.0136662j -0.00950391+0.00349559j -0.00493845+0.0144273j -0.0101952+0.0109023j 0.00306292-0.0020135j 0.00182482+0.0003088j 0.000207212-0.00042892j 0.000106149-0.00239018j -0.00194176+0.00218918j -0.000220606+0.00108932j 0.000900663-0.00181906j -0.00353911+0.00165761j -0.00074046-0.00258429j 0.000412839+0.00248048j 0.00576724+0.00574811j 0.00483837+6.69254e-05j -0.00310353-0.00369778j 0.00419114+0.00618659j -0.00246746-0.003236j 0.0128295+0.00437008j -0.000560442-0.00209167j -0.00953577-0.00340074j 0.00725179+0.0133633j 0.0157319+0.0160498j 6.16562e-05+0.00281423j -0.00739809-0.0215647j 0.00514245+0.00497343j -0.0070606+0.00506839j 0.00265959-0.0111562j -0.0115871+0.000315757j 0.00140294+0.0014959j 0.00186904-0.00269104j -0.000766713+0.00256232j -0.00375912-0.000887653j 0.00041472-0.000180661j 0.000685224+0.00232458j -0.0034967+0.00193455j 0.00568109-0.000289448j -0.00214585+0.0111953j 0.00978657+0.00850014j -0.00393723+0.00673575j 0.0083459+0.00318137j 0.012394+0.0121045j -0.00130074+0.0184283j -0.000208804-0.00467366j 9.99458e-05-0.00548801j 
0.0138871+0.0170448j 0.0205174-0.0312658j 0.0372853-0.027618j 0.0216348-0.0401003j -0.0240704-0.00833008j 0.0175211+0.0355732j -0.0639885+0.00887231j 0.0162739-0.0663685j 0.103307-0.144623j 0.15596-0.0833532j 0.00891259-0.0138578j -0.000218125-0.0126015j 0.0169722-0.00905943j 0.00754403-0.0145949j 0.0137971-0.00800465j 0.0110387-0.00138712j -0.00223065-0.00330163j 0.000553159+0.00163471j 0.0133372-0.00941717j -0.00255072-0.00311335j 0.00715273-0.0123264j -0.000616813+0.0271503j -0.00172165-0.00841677j 0.0238517-0.00745373j -0.0106953+0.0079739j 0.0155211-0.00909603j -0.00457766+0.0106133j 0.0147033+0.00575689j -0.0492856+0.0264702j 0.00371817+0.004747j 0.00944157-0.00356228j 0.0437339+0.00573804j 0.00505121-0.00587874j 0.00495387+0.00391088j -0.00787698+0.00195223j -0.0145715-0.00582608j -0.0139868-0.00914499j -0.0439454-0.00921119j -0.0244314-0.00890231j 0.0196766+0.00220255j 0.0147834+0.00340314j -0.0131641-0.0129407j 0.0155138-0.00114216j -0.0152231-0.0130844j -0.0257682+0.000411386j -0.0126725-0.0109064j 0.016925-0.0060922j -0.0129477+0.0052204j 0.0131839+0.0157541j 0.00694943+0.0081517j -0.0109763+0.00399925j -0.00223691+0.00779012j -0.0131981+0.0114174j 0.0071716-0.0041637j -0.00067605+0.00807483j 0.00188835+0.00227702j 0.00582528+0.00320593j -0.00145924+0.00274427j 0.00332615-0.00479963j -0.00152065+0.00692698j 0.0063945-0.0107146j -0.00239154+0.00776072j -0.00119564-0.00318197j -0.00203126-0.00218215j 0.000952683+0.0165865j -0.00277265-0.00313887j 0.0120226-0.00162698j -0.00329064-0.00201881j -0.010049-0.000602341j -0.00185989+0.00704341j 0.00414708-0.0104657j 0.00189797+0.00666138j -0.0220563-0.00257911j 0.00985179-0.00649147j -0.00775447+0.00595836j 0.00397361-0.00910816j -0.0162968-0.00150692j 0.00358855+0.000841442j -0.00631397-0.000823629j -0.00196376+0.0023346j -0.00299087-0.00478064j 0.0011006+0.00247617j -0.00443103+0.0042295j -0.00161932-0.00194346j -0.0059374-0.00126768j 0.00329658+0.00396258j -0.012317+0.00127328j 0.0146431+0.000114142j -0.0109135+0.0036316j 0.00369335+0.00302012j 0.00133947-0.00322339j -0.00471001+0.014094j 0.00298507+0.0183497j 0.00174923-0.00583114j 0.00436596-0.00560784j 
-0.0409793+0.0399194j -0.00632043+0.0177864j 0.00247925-0.000145394j 0.0101261+0.00647451j 0.046606-0.0527604j -0.0474177+0.0514951j 0.0447987-0.00651876j 0.0512219-0.0421922j 0.0402109-0.0300136j -0.0772904+0.0781239j -0.000706095-0.000485359j 0.01863-0.040583j 0.00800358+0.00369505j 0.00570591-0.00368239j 0.0050833+0.0129908j 0.00548327-0.0254174j 0.0011086+0.00852593j -0.0059394-0.00377322j 0.0128852-0.00328975j -0.0118395+0.0228871j -0.00522877+0.0165192j -0.0117152-0.0166346j -0.00729081+0.00363737j -0.0156161-0.0119533j -0.0324645-0.000947937j -0.00180255-0.0125644j -0.0464615+0.0447919j -0.055409+0.0351364j 0.0181715+0.0308222j 0.0217642+0.0186018j -0.0125162+0.0010954j -0.0120752-0.00666714j -0.00498041-0.00355472j -0.00226656-0.00231916j 0.0139444-0.00323333j -0.00223247-0.00183617j -0.00273619-0.000233716j 6.80968e-05-0.00532674j -0.00896021+0.00295642j -0.00809955-0.00283645j 0.0142258-0.00339025j 0.00326394+0.00597335j -4.78009e-06-0.00734469j -0.00543573+0.00723281j -0.0037478+0.00604319j 0.00840473-0.000189349j 0.0108643-0.00459589j -0.0130178-0.00839756j 0.0216418+0.00256017j 0.00279508+0.000677998j -0.000328669+0.00173604j -0.000953885-0.00529419j 0.00350657+5.03775e-05j -0.000572447+0.00132403j -0.00250334+0.00197887j 0.00200934-0.00310852j 0.00421176+0.00600486j 0.000976426-0.00429115j 0.00698396+0.000848284j 0.00177577+8.53898e-05j 0.00415864-0.00338419j 0.00859268+0.00382251j 0.000623152-0.0099143j -0.00752416+0.000329695j 0.00824687+0.00523714j -0.0088916+7.90026e-06j 0.0104543-0.000707951j 0.00612825+0.010108j -0.00719007+0.00500029j -0.00785814+0.00334108j 0.0099306-0.00532721j 0.00158948+0.0094922j -0.00395987+0.00223222j 0.00831663-0.00156068j 0.00250276+0.0105681j 0.0184807-0.0169503j 0.00110224+0.000767787j 0.00593544-0.00706214j 0.00263907-0.00226881j -0.0021643-0.000126187j 0.00188534+0.00226566j 0.00305115-0.00113652j -0.00140987+0.000299873j -0.0092026+0.000573316j 0.000305844-0.00386892j 0.00575814+0.00362955j -0.00652256+0.000997116j 0.0144656-0.00337979j -0.0120385+0.000478354j 0.00598035+0.00187184j -0.0118279-0.00336944j 0.00215414-0.00222236j -0.00676936-0.00180719j 0.000958093-0.000827342j -0.00402826+0.000453187j 
-0.0107147+0.0292653j -0.0015286+0.0473948j -0.000401432+0.0193832j -0.00823021+0.00929101j 0.00281248-0.0572583j -0.0222963+0.0567436j -0.0187527-0.0555834j 0.0384355+0.0177539j 0.032309+0.124221j 0.010278+0.201274j -0.00167135+0.0175215j 0.00238424-0.0174402j -0.00188055+0.0171967j -0.00373613+0.00373372j -0.0031607+0.0123078j -0.00310535+0.00589857j -0.00266455+0.0155606j -0.00359278-0.0180355j 0.0143121+0.0025974j -0.00989539-0.00793524j -0.00835426+0.00216323j 0.00459204-0.00760022j 0.00208466+0.013028j 0.00680591-0.00879554j -0.00396983-0.00447173j -0.00427001+0.0152384j -0.00876414+0.0323805j -0.00888458+0.0211911j -0.00083648-0.0222395j -0.00178125-0.0138578j 0.00903914-0.0186425j 0.00238213+0.014518j 0.0185954-0.00537892j -0.00288159-0.00475315j 0.000262716+0.00574377j 0.00885733-0.00419081j -0.00294138+0.00538804j 0.00782773+0.0127495j 0.00599566+0.00150891j -0.00759376+0.00511275j 0.00699922+0.00395336j 0.00279593-0.00559955j -0.00535727+0.010865j -0.00282107-0.00921433j 0.0043057+0.0066888j -0.00871723+0.00669862j 0.0042781+0.00711341j 0.0112423+0.0133113j -0.00399934+0.00293346j 0.00293687+0.00859277j -0.00468528+0.00854277j 0.00122124+0.000338355j -0.00130359+0.00306293j -0.000751172-0.00248939j -0.00395858+0.00356067j 2.27764e-05-0.0054283j -0.00309116+0.00147341j -0.00225074+0.00401347j 0.011486-0.00689134j 0.0043714-0.0113297j 0.0162113+0.00375204j -0.00407985-0.000529237j 0.00519604-0.0137515j -0.00264965-0.0107696j -0.0115635+0.00268568j -0.00784283-0.00191842j -0.00107359+0.0075337j 0.0106613+0.00148744j 0.0203103-0.00414899j -0.00048792+0.0122504j 0.000779737-0.00320365j -0.00586818+0.0211519j 0.0131293-0.00398084j -0.0185815+0.00703367j -0.0109861-0.000354445j 0.00791935-0.00926334j -0.00281528-0.00594748j -0.00245037-0.001415j -0.00349467+0.00709252j -0.00709267+0.00723648j 0.0108485-0.00782886j -0.00244417+0.00596783j 0.00939348+0.00241963j -0.00597351-0.00904826j 0.0138667+0.00305042j 0.00220216-0.00314856j 0.00996326+0.000171412j 0.00875899-0.00241489j -0.00801899+0.0078949j -0.00562955-0.00072109j 0.00117797-0.00805654j -0.000716898-0.00279603j 0.0014296+0.00905269j 0.00173496+0.000814161j 0.00474521+0.000967316j 
-0.00932694+0.0261906j 0.00690519-0.0205275j 0.0212185-0.0147503j 0.0302263-0.00760311j -0.0140115-0.00966905j -0.0259666+0.0453221j 0.027038+0.0236533j 0.0560463-0.0896782j 0.0818262-0.135022j 0.0299943-0.0549586j -0.0133746+0.00236425j 0.011964-0.0210466j -0.0210871+0.0239129j -0.00615228-0.00124522j -0.00309426+0.00425483j 0.0182061-0.0133764j 0.00123621+0.00172447j -0.00864843+0.00740392j -0.0276149+0.00941997j -0.00345367+0.01481j 0.0194805-0.0026185j -0.0102066+0.00394866j 0.0190238-0.0222554j -0.00359444-0.00353939j -0.0045366-0.00967147j -0.0101603-0.00877831j 0.0135984+0.00670966j -0.0213994+0.0214838j -0.0304895+0.0357708j -0.0222303+0.0184078j 0.00373769-0.008703j -0.00830597-0.0145733j 0.0067476-0.00267188j -0.0147768+0.00212057j 0.00325253-0.00455679j 0.00947808-0.000720649j 0.00734896-0.001476j 0.02528+0.00749386j 0.0127755-0.00116159j -0.00180655-0.012002j -0.00286918+0.00289748j 0.00909007+0.00456824j -0.00632967-0.00134117j 0.00517707+0.0188437j 0.0136444+0.0168134j 0.0156826-0.000842558j 0.00329445-0.0130847j 0.0109106-0.00116628j -0.00749262+0.000379158j -0.00963529-0.0033135j 0.000465132+0.00118894j 0.00259433-0.009885j 0.0113274-0.00478313j -0.00143558+0.00430167j -0.00678201-0.00119919j 0.00177383-0.000835072j -0.00580374+0.00639319j -0.00352905-0.0009462j 0.00858489+0.00102479j 0.00220724-0.000441849j 0.00579473+0.00478803j 0.00133471-0.00110548j 0.00782507-0.0071791j 0.00699247-0.00285801j -0.00401301-0.00252946j -0.00395826+0.00312472j 0.00821762-0.00334083j 0.0080978+0.00209376j 0.0300494-0.00676963j 0.00319782+0.00371336j -0.00300741-0.00113586j -0.0239567+0.0019598j 0.00619865-0.00412399j 0.0022023-0.000251302j -0.00170581+0.00183353j 0.00974706+0.00250286j 0.00679989+0.00644658j 0.00659533-0.0078171j 0.00545276+0.000202797j -0.00555235-0.00182146j 0.00695145+0.00319294j -0.0035575-0.00134701j -0.011128+0.00241098j -0.0139923+0.0010675j -0.00717958+0.00207199j -0.00831283-0.00261927j 0.0060214-0.00212101j 0.00648099-0.00365302j -0.00559443-0.00393734j 0.000174891-0.000736089j -0.00122222-0.00566445j -0.00185603-0.00276688j -0.00273955-0.0146329j 0.00028563+0.00383916j -0.00237447+0.0010311j 
-0.0332505-0.00830905j -0.0150219-0.0254129j -0.0130256-0.065444j 0.00217088-0.0161915j 0.0698689+0.0104445j -0.0263158-0.0659702j 0.0259837+0.0745625j 0.0325984+0.0779006j 0.00344273-0.028755j -0.102839-0.193681j -0.00539646-0.0354846j 0.0136951-0.0254699j 0.00191643-0.0215818j -0.00199815-0.00864487j -0.0120692-0.012651j 0.00710727-0.0061157j -0.00727604+0.00298836j 0.00745292+0.00168518j -0.000773613-0.0115086j 0.000459407+0.0149788j -0.00962372+0.00468672j 0.011579-0.0182175j 0.00231766+0.0260672j 0.00681919-0.0283418j 0.0118782+0.0171266j 0.00220725-0.00762466j -0.0187004+0.0282391j -0.011142-0.0231721j -0.0173845+0.0324187j 0.0142993+0.0281641j 0.0139276+0.0110858j 0.00145325-0.00515414j 0.00737563+0.00110994j 0.00200865+0.000185019j -0.00998597+0.00387435j -0.00346708-0.00157725j -0.00367741+0.00500545j -0.026566-0.00942846j -0.00326733+0.00616367j -0.00129661-0.00160543j -0.00048794+0.0093328j -0.000805671+0.01331j 0.0052076+0.00649916j 0.000823688-0.0134008j 0.00702038+0.00348585j -0.00659083-0.00356427j -0.0067379-0.00217636j -0.0195757+0.00678485j 0.00908258+0.0230087j -0.000852138+0.00299721j -0.00536825+0.000993519j -0.00612833-0.00106435j -0.00550098+0.00255943j 0.00210629-0.00190204j 0.00128175-0.000111384j -0.00355914-0.000845699j 0.00131891+0.000487769j 0.00492296-0.00164182j 0.00211164+0.00141663j -0.00201328+0.0053501j 0.00364098-0.00624095j 7.51196e-05+0.00755666j 0.000643982-0.000471756j -0.0109227-0.0061484j -0.00149972+0.00801983j 0.000632608-0.00283397j -0.00544913+0.00590373j -0.00288134+0.00945993j 0.00280941+1.18819e-06j -0.000395154-0.00429745j -0.00618698-0.0030142j 0.00826762+0.000604713j 0.00461166-0.00566062j -0.0124967-0.011836j 2.8923e-05+0.00611206j 0.0165027+0.0165412j -0.00880376+0.00592888j 0.0106999+0.000843057j -0.00157036+0.000388886j 0.00386274+0.00224141j -0.00188059+0.000204231j 0.00426235+0.000768447j 0.00815524+0.00201363j 0.00499811-0.00180365j 0.0118273-0.0004068j 0.00501322+0.00404715j 0.00566346+0.00129118j 0.00264656+0.00361713j -0.00651121-0.00752983j -0.000590978+0.00558578j -0.00301902-0.00030532j 0.00498676+0.00924809j -0.00594133+0.00250851j 0.00191063-0.00221246j -0.000702183-0.00384629j 
0.0249086+0.00929601j -0.00441714-0.00252826j -0.0313444-0.00478719j -0.00441224-0.0259717j -0.0342776+0.0176539j -0.045128-0.00426895j -0.119966-0.0398609j -0.0873657-0.00399912j -0.0580575-0.0324645j 0.049826-0.0120309j -0.00694685+0.0179992j -0.0069867-0.0071128j -0.00302492+0.00888445j 0.00240094+0.00964336j -0.0131442-0.00419772j -0.0310754+0.0127199j -0.0220864+0.0116612j -0.0147112-0.00226423j 0.0166396-0.0202158j -6.52016e-05-0.0343801j -0.00539192-0.0246618j 0.0256788-0.00275264j -0.0163494+0.00233919j 0.0149079-0.0303618j 0.00994052+0.0397124j -0.00849608+0.0134003j -0.014641+0.00439272j -0.0223685+0.0157528j 0.00810604+0.0150596j -0.00255528-0.000628937j -0.00265394-0.0071741j 0.00393417+0.0109861j 0.00508768-0.0177995j -0.00109256-0.00459114j -0.0112068+0.00872748j -0.00311147-0.00212821j 0.00382895-0.00919403j -0.0113489+0.00467256j -0.00408326-0.00662027j 0.00571292+0.00642444j 0.00125391+0.00635303j -0.00361547-0.00542295j 0.00519639-0.00770658j -0.0178966-0.000356593j -0.0126392+0.0158974j -0.00934702+0.0143429j -0.00155114+0.00127038j -0.00292872+0.00284285j 0.00186265+0.0204114j -0.00637493-0.00264057j -0.000494267+0.00252653j 0.00935668-0.00323157j 0.00460533-0.00215299j 0.0079584-0.00540618j 0.00363277+0.00382362j -0.00557118+0.00403712j -0.00109004-0.000687726j 0.00499312-0.00382485j 0.00407141-0.00428036j -0.00134232+0.000413595j -0.00197494+0.0037806j -0.00112497-0.00307698j 0.00418736-0.00667147j -0.00862422+0.00547823j 0.00378+0.000288256j -0.000253577+0.000520689j -0.000825-0.00984862j -0.0105642-0.00453657j 0.000105107+0.00733913j -0.00404624+0.00735861j -0.000319544-0.00635344j 0.0172737-0.00197336j 0.0316632+0.00644232j 0.0128487-0.00128155j -0.00675916+0.00261791j 0.0103081-0.00229114j -0.00383532-0.00825321j 0.00901569+0.00396958j 0.000346403+0.000231328j 0.00198637+0.00126227j 0.000869342-0.00216391j 0.00409015-0.00170038j 0.000474819+0.00251582j 0.00445772+0.00273818j -0.00156856-0.000462947j -0.00102445-0.0019194j 0.000212122+0.00371188j 0.00842425+0.0037892j 0.00728508+0.00716981j 0.00535946-0.00856313j -0.00162506-0.00791961j 0.00347934+0.00255567j -0.00332608-0.0063933j 0.000515589+0.00098105j -0.00600124-8.1955e-05j 
-0.0168612+0.0565098j 0.0336653+0.0227038j -0.00166815+0.00135844j -0.0096522-0.0372149j 0.000619097-0.0887466j -0.0102902+0.0649183j -0.0714864-0.0610835j 0.0330403-0.0679907j 0.136525-0.0383892j 0.103216+0.123978j 0.0135949+0.00444134j -0.0218154-0.0299918j 0.0289142+0.0138239j 0.00805157+0.0069546j 0.00129344+0.00700604j -0.0181092-0.00451016j 0.0212233+0.00350924j -0.0158602-0.00627794j 0.0065564-0.00175018j 0.01462-0.00706332j 0.00605489+0.0010004j -0.0210537-0.00362475j 0.010312-0.00567467j -0.00658949-0.00416928j 0.00269299+0.00984866j 0.0119674+0.00992575j 0.0100889+0.0129777j 0.00826029+0.0299635j -0.0297594-0.015397j 0.0135572-0.00613047j -0.00327549-0.00735568j 0.00248853+0.00431695j 0.00117796-0.00523914j -0.00291597-0.00209455j -0.00621374-0.00482142j -0.00485513+0.00576363j 0.0101993-0.0018765j 0.00217442+0.00430776j 0.00213986+0.000710869j 0.00613562-0.00452773j -0.0149431-0.00382098j -0.00585647-0.00211455j 0.000517699-0.00751735j 0.00706913+0.00013587j 0.00728123+0.00632413j -0.00613827+0.0093568j 0.00606124+0.00754937j -0.00854769+0.00164533j 0.00429175-0.00276176j -0.000607296-0.000972215j 0.000393361-0.00200196j -0.00419243-0.000695306j -0.00120773+0.00247507j 0.000660806+0.00155951j 0.00213536-0.00205566j -0.00702799-0.00286447j 0.000946217-0.00366749j 0.00529659-0.00231752j -0.0030939+0.00531961j -0.0108587-0.000740899j -0.0122509+0.00380824j -9.47256e-05+0.00055776j -0.00480234+0.00154688j -0.00172596-0.00498024j 0.00438642-0.000130369j 0.0172614+0.00126144j 0.00162975+0.00568483j -0.00593504+0.00590604j 0.000595437+0.0100394j -0.0010594-0.00379511j -0.0049347-0.000340866j 0.0112989-0.00553395j 0.0121425+0.00879317j 0.000858272-0.00886978j -0.00415836-0.00392302j -0.0119886-0.00235641j -0.00566685+0.00135079j 0.000830615-7.2585e-05j -2.57214e-05-0.00281092j 0.00431068+0.00322692j -0.00359137+0.00217015j 0.0043394+0.00144545j 0.00195417-0.000371275j 0.00778457-0.00480385j -0.00118298+0.000572151j -0.00112336+0.00111363j 0.000374276+0.00546883j -0.00612058+0.000946078j 0.00910209+0.00356396j -0.00341212-0.00736392j -0.00214557-0.00478156j -0.00233121+0.00522156j 0.00145355+0.00101831j 0.0002551-0.00208997j 0.00127706+0.000580794j 
