0.00215047-0.000331293j 0.00660777+0.00517381j 0.0190354-0.0039737j 0.00737693-0.00210101j -0.0274935+0.00558286j -0.0112381+0.00302678j 0.00917023-0.00306479j 0.00430871-0.00111724j 0.00488918-0.00166461j -0.0343806-0.00715717j -0.00847954-0.0102945j 0.00966902+0.00632382j -0.00235819-0.00205643j 0.00123688-0.00621867j -0.00667441-0.0211269j 0.00379753+0.0105315j -0.00317761+0.0072827j 0.00140737-0.00167368j 0.000473143+0.00461371j -0.000543147-0.00376099j -0.00136066+0.00766889j 0.001361-0.0126015j -0.000838128+0.0112586j -0.000689155-0.000781294j -0.003816-0.00642605j 0.000224761+0.0044904j 0.00318247+0.00355813j 0.000161328+0.0172295j 0.00105536+0.012305j 0.00227337-0.006981j 0.00125551-0.017014j 0.00597292-0.00443371j 0.00432334-0.0142296j 0.000955915+0.00944413j -0.00219093+0.00651121j -0.000737739+0.00283684j -0.000357072+0.00354085j 0.00371381-0.00287892j 0.00123919-0.00175303j 0.00101315+8.43129e-05j -0.000870458+0.000697651j 0.000773471+0.00148151j 0.000941499-0.00116125j -0.00313797+0.00348006j 0.00108212-0.000135473j 0.0012792+0.000142029j 0.00105539-0.00174552j 7.52123e-05+0.00170779j -0.000872947-0.000543816j -0.00171712+0.00213314j 0.00189981-0.000656181j 0.00124798+6.56606e-05j 0.00358386-0.000839403j -0.00231731-0.00216466j -1.92975e-05-0.00255702j -0.00356213+0.00438195j 0.00333909+0.00405617j -0.00065948+0.00589692j -0.00235219+0.000187843j -0.00131801+0.00286323j -3.32411e-05-0.000891197j 0.000298342-0.000500905j 0.000766948+0.00160863j -0.00184593+0.00117697j 0.00142023-0.00111257j 0.000691877+0.00338973j 0.00162277+0.00333482j -0.00108578+0.00233361j -0.000234456-0.000850225j 
-0.0120177-0.0133781j 0.00349681+0.00777322j -0.00922128-0.0158581j -0.00514373-0.00527335j 0.00912616+0.0153082j -0.0129463-0.0157787j 0.00150354+0.0056278j -0.00458755-0.00147465j -0.00591593+0.0144349j 0.0050275+0.0162302j 0.00804148+0.0091025j -0.00047716-0.00324391j 0.00583627-0.00472574j 0.00116283+0.00345638j -0.0032108+0.00682529j 0.0025302+0.00271702j 0.00634926-0.00422316j -0.0030875+0.0096518j -0.0146868+0.00312101j -0.00459503+0.00134064j -0.00251581+6.32389e-05j -0.00343447+0.00314304j -0.000642932-0.00153199j -0.00652032-0.00226879j -0.0181-0.0100375j -0.0110542+0.00302502j 0.0133527+0.000602054j -0.0189308+0.00103134j -0.0098825+0.00716904j 0.00444923+0.00859871j -0.000118209+0.000401991j -0.00189886-0.00287275j -0.00368655+0.0018623j 0.0139018+0.00375437j -0.00244951-0.00268206j -0.0028901+0.00761389j 0.0024655+0.00236315j -0.00805464-0.00121084j 0.00733027-0.00178495j -0.00468439-0.00756113j 0.0072537-0.00376104j -0.00486607+0.000334358j 0.0087735-0.00582972j 0.00224014+0.00969244j -0.00617571+0.00122619j -0.00537781-0.00112841j 0.000765115+0.000151399j -0.00130764-0.0016722j -0.00162626-0.00544573j -0.00428465-0.000343034j -0.00982715+0.00659943j 0.00371277+0.0067059j -0.00349575-0.00152103j 0.0192831+0.00602167j -0.00182452-0.00398912j 0.005843+0.00191465j 0.00749558-0.0065498j -0.00332221+0.000662807j 0.00963482-0.00157066j 0.00104564-0.00119618j 0.0017154+0.00174271j 0.00271608+0.00712387j 0.00128229+0.00907753j -0.000395563+0.00682994j -0.00403131+0.00531521j 0.000422017-0.0071633j -0.00319426-0.00343238j 0.00555918-0.00192232j -0.000310324+3.03853e-05j 
-0.0094857+0.000886746j 0.00102727+0.00341219j 0.00310902+0.000471638j 0.00110773-0.00701904j -0.00373957-0.000474764j 0.00154679-0.00802753j -0.00259411-0.0176578j -0.0026994+0.00370412j -0.00391047+0.00776096j -0.00188436-0.00175652j -0.0105183+0.00468044j -0.00347159+0.00250403j 0.0102282-0.00538418j -0.0182667+0.000308918j 0.00549146+0.0109589j -0.00254812+0.00504123j 0.0181356+0.00150399j 0.00683124+0.00274057j 0.0123303+7.52106e-05j -0.00457805+0.00644904j 0.00120682+0.0112647j 0.00695898-0.0225149j -0.000920766-0.0101175j 0.000350777-0.0193622j 0.00199854-0.000527975j -0.0117191-0.00557624j 0.001344-0.000842334j 0.0217946+0.00505482j 0.0124192-0.00921594j -0.013552-0.000340304j 0.0108399-0.00374444j -0.000317821+0.0115685j -0.00644383+0.00552726j -0.0129781+0.00523761j -0.00242029-8.27937e-06j 0.00456833-0.00175913j 0.00249073-0.00374968j 0.000425239+0.0048754j 0.00473357-0.000900027j 0.00122336+0.000302477j -0.00833662+0.0065162j 0.0135653-0.00639337j -0.00658389+0.0051092j 0.00315129-0.00372017j -0.00517268+0.0081914j 0.00381069+5.15831e-06j 0.00224593+0.00284005j 0.00330402+0.000856929j -0.00980323-0.000336648j -0.00325073+0.00159932j 0.00241703+0.00854041j 0.0117237-0.00216495j 0.000738131+0.000743469j -0.00855443-0.00818571j -0.00143873+0.00239004j -0.00920692+0.00169891j 0.000538398+0.00709186j -0.00470042+0.00103282j -0.00683727-0.0120491j -0.00474176+0.00024819j 0.00453588+0.00139247j 2.20846e-05+0.00825352j 0.00198246+0.0096092j -0.00696771+0.00988394j -0.00273035+0.0058351j -0.00128173+0.0171387j 0.00667896+0.00699042j -0.00167998+0.00655347j -0.00453701+0.000798225j 
-0.00567862+0.0130348j 0.00228784-0.00588465j -0.0196959+0.0013759j -0.00787941+0.00276411j 0.00262974+0.0032646j 0.00633529-0.0137619j -0.000128388-0.00784466j -0.0200509-0.000150379j 0.00807231+0.0133689j 0.0219865+0.0135219j 0.0101818-0.00314106j -0.0019805+0.00103362j -0.00991822-0.00114413j 0.00282871-0.00223973j -0.00192126-0.00178957j -0.00311874+0.00175472j -0.00620928-0.00275622j 0.00628288+0.00353601j -0.00194465-0.00370263j -0.00636975+0.00292087j -0.00308472-0.0017836j -0.0110813-0.0199069j 0.00889885-0.0103741j 0.00226971-0.0165702j 0.00833302+0.00843008j 0.00233848-0.00463443j -0.00145819-0.00116241j -0.00399177+0.00230424j -0.000376521-0.00387199j 0.00621698-0.0093926j -0.0135806+0.00543693j -0.0111149+0.000461052j 0.0109095-0.00411386j -0.00237222-0.00148918j -0.0015194+0.00119891j -0.00218022+0.000350867j -0.00147411-0.000411057j -0.00902503+0.000751892j -0.00229666-0.00179614j 0.0102687+0.00148838j -0.0136345-0.00143912j 0.0120123-0.000310298j 0.0088257+0.00100645j 0.00916091-0.00281024j -0.0169675+0.00729316j -0.0187743+0.00298775j 0.000304277-0.00317592j -0.000116784+3.02852e-05j 0.00980153+0.0058068j 0.020177+0.00160436j -0.0067404-0.00101288j -0.0129505-0.00655625j -0.00537395+3.19877e-05j -0.00125053-0.00237j -0.014894+0.000558944j -0.00952441-0.00239369j 0.00483927+0.000906034j -0.00384982+0.000339989j -0.00386063+0.000269391j -0.00237734+0.00148165j 0.00032884+3.93472e-05j -0.00593094-0.00444643j -0.00165614-0.00310874j -0.00463263-0.00737727j 0.00194977-0.00361194j 0.000971034+0.00182663j 0.000267362-0.00220695j -0.000284507-0.0022974j 0.000317742+0.00163388j 
0.0193947+0.0122947j 0.00189012-0.00309528j -0.0164736-0.00676153j 0.000217103+0.0087559j 0.00474908+0.00838911j -0.00259207+0.00912296j 0.00487596+0.015255j 0.00775955-0.00748069j 0.00447015-0.00365275j 0.00105584+0.0052826j 0.00908694+0.000912336j 0.00322653+0.0012409j 0.00372844-0.00251211j -0.00553929-0.0020101j -0.0030502-0.00333064j -0.00188262-0.0042878j 0.0139758-0.00315335j 0.00452756+0.00273154j 0.0093057-0.00072181j -0.0041461-0.00598776j -0.00127016-0.0039427j 0.00581248+0.00709836j -7.42336e-05+0.0126117j -0.00666895+0.0109301j -0.0124757-0.00446885j -0.0191329+0.00471668j 0.00395243+0.00625905j 0.00654367-0.00685118j 0.00790334+0.00855776j 0.000738383+0.00103483j 0.00165523+0.00738446j 0.0183274-0.00285087j -0.00536247-0.00572801j -0.0131994+0.00214575j -0.00114222+0.00173198j -0.00475025+0.00258526j 0.000343292+0.00026801j -0.00698452-6.02864e-05j -0.00211123+0.00107281j 0.00707382-0.000631169j -0.00774544-0.000751919j 0.0172465-0.000101519j 0.0150827+0.00055035j 0.0224381-0.00149676j -0.0142303+0.00270198j -0.0292518-0.00130268j -0.000597129+0.0030646j 0.00468902+0.000983415j 0.014409-0.00413353j 0.0290327+0.00394728j -0.00538707+0.00174209j -0.00929129-0.0014912j -0.00723225+0.00281964j 0.0089336-0.00037565j -0.0131361-0.00233138j -0.00880204-0.000660566j 0.00889715-0.000581771j -0.00355677+0.00142915j -0.00174535-0.00589732j -0.00216517+0.00157057j 0.00212313+0.000831922j 0.000461862+0.000937571j 0.00152349+0.00441466j -0.00274639-0.000470415j 0.00225331+0.00310797j -0.00157467+0.0055237j 0.00124564-0.00269637j 0.00336004-0.00278073j -0.00205259+0.00306336j 
-0.0246426+0.0049022j 0.00996263-0.00220318j -0.00743461-0.00591999j -4.32849e-05+0.00103705j 0.00621447-0.00713827j -0.00416185-0.00284882j 0.00489756+0.00995318j -0.000177548+0.000545298j 0.00355501+0.00179018j -0.0033689+0.0263397j 0.00402029+0.00399676j -0.00372437-0.00325165j -0.0045625-0.00480186j -0.00241711+0.0025197j 0.00528245+0.0107445j -0.00335274+0.00231256j -0.00449472+0.00758842j 0.0151975+0.00253601j 0.0130648+0.00491955j -0.00797846-0.00102833j 0.0128077+0.0115084j 0.00649207+0.0145339j 0.00240842+0.0107955j 0.00568691+0.01236j 0.0176407-0.013759j -0.00339323+0.00670941j 0.00473889+0.00220989j 0.0138156-0.00395678j -0.00285086+0.0164481j -0.0141326+0.0138927j 0.000339166-0.00505083j -0.00163718-0.00793662j -0.00667616+0.00104454j 0.00697435+0.00255116j 0.00448217+0.00257515j 0.00450563-0.0019928j 0.000303478-0.00397255j 0.00368462+0.00530689j 0.00231147+0.0020458j 0.00210266+0.00280553j -0.00434939+0.00285882j 0.00359313+0.00324439j -0.00302596+0.00179106j -0.00720304-0.00315877j -0.00796975-0.00574785j 0.0104572+6.84876e-05j 0.00304282+0.00203392j 0.000435439+0.00110148j -0.00973382+3.71405e-05j -0.00740984-0.000433298j 0.00243112+0.00141422j 0.00204459+0.00288021j 0.00363171+0.00120518j -0.010004-0.000676044j 0.00173546+8.50766e-05j -0.000589986-1.19136e-05j -0.00381031+0.00229888j 0.00462976-0.000574302j -0.00403205+0.00197283j 0.000406521-0.000917997j -0.000533639-0.000998874j 0.000218156-0.00330675j -0.000418144-0.00424343j 0.00296426-0.00144495j 0.0020586-0.002833j 0.000467697+0.000635121j 0.00159526+0.00399844j -0.00337989+0.00258452j 0.000636912-0.00195089j 
0.0229945+0.00562868j -0.00287892+0.0033823j -0.0123409-0.0057859j 0.000113049+0.00457226j 0.00243968-0.0145817j -0.000770707-0.00364303j -0.00350945+0.0112278j -0.00250936+0.0273266j 0.000975084-0.00722935j 0.0102389+0.00482331j 0.00295485+0.000891j 0.000264951+0.00204984j 0.0105044+0.00240658j -0.00634118+0.000198443j 0.00536685-0.00810005j -0.0017681+0.00344566j 0.00287023-0.00197256j -0.00376868-0.000324396j 0.00416541-0.00134789j -0.00972052-0.00323873j -0.00349569-0.0100458j -0.00479705+0.00168106j 0.00484331+0.00189502j -0.00369708+0.00039439j -0.00320048+0.00761536j 0.00508701+0.00036668j 0.0119267-0.00366901j -0.000355601+0.00387628j -0.00309825+0.00443548j 0.00560156+0.00451159j 0.00360395-0.000896232j -0.00175999+0.0050547j -0.000562221-0.00525228j 0.00484565-0.00446712j -0.000180212-0.000312266j 0.00380985+0.000271863j 0.0117501+0.000852968j -0.0103459-0.000607666j 0.0108548+0.00112833j 0.00479099+0.00151566j -0.00847802+0.00397402j 0.00243811-0.00499621j -0.00201455+0.00197241j -0.0111025+0.00129693j -0.0106063+0.00869129j 0.0163183+0.00288414j 0.00968286-0.00273324j -0.00653134+0.000891755j -0.0127768+0.003788j -0.0190863-0.000855774j -0.00934953+0.00248521j 0.00281278-0.00440012j -8.07747e-05-0.000889828j -0.00725408-0.00975466j 0.00391314+0.000364692j -0.00695851+0.00230918j 0.000635556-0.00523942j -0.00295859-0.00104559j 0.00421917-0.00338877j -0.00497797-0.00291318j 0.00494158+0.0022211j -0.00586702+0.00135765j -0.00170575+0.0034785j -0.00466175-0.000461961j -0.00358942-0.00214799j -0.000232369-0.000706516j 0.00360828+0.00701017j -0.000219203+0.00507383j -0.00345054-0.00381638j 
-0.00272353-0.0141732j -0.00389019+0.00140711j 0.0046274+0.00969274j -0.00396542+0.00039526j 0.00167144-0.0281885j -0.0016299-0.00998666j -0.00060038-0.0025667j -0.00783793+0.0299617j -0.0068088-0.00257653j 0.00862538-0.00276633j -0.00254441-0.00551605j 0.000647682+0.00295898j -0.00810797-0.00476392j -0.00328471+0.00409021j -0.0109807-0.00202143j -0.00491872-1.15213e-05j 0.0051786-0.00340367j -0.000140909+0.00127557j 0.00664647-0.00137441j 0.00236917+0.00348362j 0.00213639+0.00143198j -0.00500265-0.00108866j -0.00221004+0.00127682j -0.00286187+0.00143617j -0.000457498-0.00178201j 0.00339346+0.00152537j -0.00482514-0.0003955j 0.00426627+0.000398434j -0.00218732+0.00138627j 0.00658899-0.00370294j 0.00191063-0.00301207j 0.00274423-0.000482138j 0.00525016-0.00438196j -0.0143634+0.00223044j -0.00167722+0.000699621j -0.00278564-0.000634633j -0.00267262-0.000334401j 0.0153284-0.000989101j -0.01104+0.00393755j -0.00705529+9.97546e-05j 0.0190711+0.0010725j -0.00428569+0.00355228j 0.0111095+0.000959521j 0.0239261-0.00441579j 0.0104189-0.0143392j -0.0163317-0.00364051j -0.00577782+0.00433592j 0.003675-0.000269645j 0.00654379-0.0115447j 0.0308453+0.00227961j 0.0140092-0.000342914j 0.000643141+0.00395873j 0.000177781+0.00293312j 0.018712+0.00738703j -0.00676588-1.31383e-05j 0.0137189+0.00228429j -0.00269313+0.0025027j 0.00254213-0.0008332j -0.00142895+0.00198708j -0.000289165+0.000985897j -0.00242946-0.000703988j 0.00981673-0.00211059j 0.00466188-0.000589883j 0.00843661+0.00318595j 0.00531588+0.00383247j -0.00167127-0.000398128j -0.0010644-0.00162605j -0.00125852-0.000175465j 0.000699787+0.00050049j 
0.00439484+0.0179876j -0.00146918-0.00284106j -0.00564754-0.000410846j 0.00128911+0.00310899j -0.0075273+0.0110565j 0.00684414-0.00157859j -0.00593218-0.00381603j -0.00163603-0.00451112j 0.00728664+0.00221866j 0.00421978-0.00270031j 0.0004866-0.00086643j -0.000734231+0.00114237j 0.00853657+0.00448735j 0.00431279-0.00166864j 0.004095-0.00547321j -0.00817163+0.00119537j 0.00190743+0.00118842j -0.000953985-0.00452947j 0.00346019-0.00135101j -0.0106792-0.000914007j -0.00459918-0.00654717j -0.00744636-0.00270152j -0.000306675+0.00110044j -0.00673744-0.000880326j 0.00525836+0.00595932j -0.00302534-0.00165958j 0.00916644-0.00134531j 0.00219235+0.00385926j 0.00189519-0.00685465j -0.00076769-0.00185266j -0.00585068+0.00117776j -0.00698581+0.00269542j 0.0026262-0.00136373j 0.00599752-0.00449252j -0.0012006+0.000314612j 0.00164301-8.17258e-05j 0.00346173+0.00151514j -0.00792822-0.00492412j 0.00855638+0.00531296j -0.0011061+0.00182097j -0.0086247-0.00311841j 0.00314956+0.00786128j -0.0108314+0.00139102j -0.00649458+0.00213196j -0.00478027-0.0256052j 0.00960342-0.00764735j 0.00327667+0.00880818j -0.00183463-0.00355851j -0.00650845-0.022522j -0.0185126+0.000787438j -0.00635045+0.00483765j 0.00433774+0.00800412j -0.000375502+0.00402863j -0.00512813+0.00144461j -0.00136612-0.003027j -0.00478447+0.00437505j -0.00111792-0.00398942j -0.00283455+0.00148924j 0.000861923-0.0017495j -0.00218122-8.60752e-05j 0.000582951+2.17055e-05j 0.017655-0.0078431j 0.00941364+0.000175518j 0.0171816+0.00414189j 0.016927+0.00605082j -0.00421063+0.000790358j -0.000921803+0.000856232j 0.000126284+0.000815423j -0.00116674-0.000206008j 
0.0255889-0.000819404j -0.00488062+0.00129626j -0.0108597-0.00634083j 0.00393381+0.000988478j 0.00398639+0.0122015j -0.00221673-0.011808j -0.00185469+0.00190227j -0.00841115+0.00437578j -0.00276258+0.0037697j 0.0088819+0.00254269j 0.00177911+0.00571797j 0.00139478-0.00273761j 0.00452019-0.000143211j -0.00184255-0.00811724j 0.00296435+0.00248843j 0.0117908+0.00549087j -0.0050186-0.000886954j 0.0175486+0.00414527j 0.00471428+0.000458608j 0.0140271-0.00364125j 0.00742372-0.00681206j 0.00334419-0.00324445j 0.0107305+0.00180856j 0.0108679-0.00475244j 0.0166458+0.00374434j -0.000638419+0.00183998j -0.0254852-0.00774234j 0.00104565-0.00474653j -0.006409+0.0217743j 0.00373383+0.00738891j -0.00894649+0.00199239j 0.0112779-0.000361161j 0.0066698-0.0105664j 0.00143436-0.000622763j -0.00191918+0.00555772j 0.00290232+0.00358743j 0.00172719+0.00300782j 0.00522488+0.00334711j -0.0028594+0.00417968j -0.00641483+0.00157481j 0.00962526+0.00351051j -0.00802854-0.000630692j -0.00683684+0.00418173j -0.00216144-0.00343556j 0.0113277+0.00113054j 0.00722826-0.00253772j -0.00184403+0.00187531j 0.00045332-0.00136585j -0.00745772-0.00598444j -0.00381622+0.00229353j 0.00431685-0.00128506j 0.0142737+0.00222896j 0.000641657+0.00528124j 0.0105248+0.00208654j 0.00812973+0.00126124j 0.00381165+0.000332275j -0.00120871-0.0085383j -0.00450965-0.00210338j 0.00592033-0.0054126j -0.00349105-0.00168535j 0.00461679+0.0020583j 0.00323259+0.00331322j 0.00241478+0.00361022j 0.000550368+0.00280257j -0.00108292+0.00413j -0.00185305-0.00259064j 0.000969948+0.00240944j 0.00248474+0.00222275j -0.00300355-0.0018664j 
-0.00435429+0.0213667j -0.000472717+0.00693967j 0.00477716-0.0112921j 0.0102639-0.0103209j -0.00861257-0.00532788j 0.00402247+0.00856732j -0.0025014-0.00135485j 0.0165538+0.000121451j 0.00721096-0.017583j -0.0230946+0.00399896j 0.00427206+0.0108306j 0.00169883-0.00146474j -0.00498329-0.0106499j 0.0112828+0.00347553j 0.00575215+0.017036j 0.00575644+0.000559919j -0.00890208-0.00120141j -0.00120692+0.0124908j -0.00922258+0.00383873j 0.00426784+0.00675901j 0.00482047+0.0101602j -0.00429659-0.0101729j 0.00372403-0.0123314j 0.00467321-0.0150581j 0.0109312-0.010466j 0.0100689+0.000814656j -0.00153837+0.000273441j -0.0127283+0.000868124j -0.00477088+0.00130794j 0.00913977+0.00222875j 0.0086547-0.0010194j 0.00615147-0.00490394j -0.00964022+0.0061144j -0.00296745+0.00428479j 0.00251737-0.000499704j 0.0035105+0.00261647j -7.26337e-05-0.00330963j -0.00917555+0.00768702j -0.000632489+0.001406j 0.00889214-0.000503656j -0.00752732-0.00180013j 0.00785574+0.000718214j 0.0134797+0.000535485j 0.00829777-0.00133168j -0.0124102-0.00133864j -0.0126439-0.000833812j 0.00129658+0.00193215j 0.000309014-0.00339251j 0.0134833-0.00151078j 0.0117873+0.00363086j -0.0125389+0.00287068j -0.013862+0.00137416j -0.00574667+0.00412403j 0.00433999-0.00165366j -0.00755214-0.00246916j -0.00813058+0.00138362j 0.0017253-0.00565297j -0.00230445+0.00180143j 0.00385051-0.0034441j -0.00146973-0.000478614j 0.00355131+0.00114085j 0.00333069+0.00165935j 0.00134552+0.00312773j 0.00156345+0.0010184j 0.0030668+0.00481329j -0.00276398-0.000727563j 6.33622e-05+0.00029233j 0.00271195-0.000587679j -0.00220691-6.19429e-05j 
-0.0163368+0.0131119j -0.00450162-0.00458818j 0.00674672+0.0137123j 0.00322027+0.00983637j -0.00754603+0.00111114j 0.00936874-0.00588256j -0.00861288-0.00409134j -0.00289216+0.0089384j 0.00357178+0.00990667j -0.001251-0.00997513j 0.0010381-0.00464025j 0.00112323+0.000671181j -0.00792441+0.00529362j 0.0111646+0.00396465j -0.000721084-0.0150543j -0.007204-0.0092644j -0.00883318+0.0047395j 0.00239353-0.0151184j 0.00890147+0.00139288j 0.00678572-0.00327424j 0.00161881-0.00197846j -0.00441111+0.0236003j 0.00832619+0.0132599j 8.91576e-05+0.0255863j 0.00826248-0.00279887j 0.0056979+0.00431723j -0.00824268+0.00506864j 0.00457364-0.00138435j 0.00273669-0.0168224j 0.00301227-0.00294874j -0.00575572-0.00295217j 0.00339281+0.000196119j 0.00124882+0.00776784j 0.000605483-0.000280535j 0.00223296-0.000243356j 0.00228017+0.000909707j 0.00342642-0.00253169j -0.00991482+0.00585886j 0.00543132+0.000629417j 0.00709864-0.000879022j -0.00584427-0.00065202j 0.0067024+0.000752417j 0.00422227-0.000105996j 0.00125359+0.000412696j -0.014191+0.00247919j -0.00944522+0.00041781j 0.00259974-0.00013463j -6.60098e-05+0.000891105j 0.00260002+0.000980152j 0.0026303-0.000364214j -0.0140979+0.00276975j -0.0058636-0.000893841j -0.00262861+0.00532772j 0.00569199-0.000136022j -0.00509201-0.00520179j -0.00398883+0.00107053j -0.00248866-0.00304865j -0.00425517+0.00104976j 0.00241152-0.00201146j -0.00350581-0.000717742j 0.00299299+0.000588684j 0.000684729+0.0153878j -0.00107203+0.00565543j -0.00570109+0.00758637j -0.00686583+0.0112727j -0.0015843-0.00351735j 0.000368587+0.000782304j 6.9955e-05+0.000361177j -0.00135589-0.00113126j 
-0.0204208+0.00770592j 0.0016177-0.000163459j -0.00429255+0.00278209j 0.00406809+0.00974325j 0.00377124+0.00270576j 0.00108049+0.00021124j 0.00159605+0.00767127j -0.00020936+0.0096397j 0.00185277+0.00415568j -0.00330756-0.00129869j 0.00756288-8.23802e-05j -0.00166338-0.00131011j -0.00309874+0.000712804j -0.000133525+0.00174638j -0.0054008+0.000890442j -0.00338106-0.00113731j 0.0058101-0.00270278j 0.0026378-0.00141931j -0.00714068+0.00496699j 0.0225545+0.00113686j -0.00959146+0.00206961j -0.00175315-0.00129638j 0.0103224-0.00334192j -0.00179877-0.00316377j -0.0192566-0.00511912j -0.0102621+0.00205386j -0.0134759+0.000675837j -0.00740678+0.000433046j -0.000848898-0.00437011j -0.0109382+8.08934e-06j 0.0112936-0.00165901j 0.0020032+0.00311998j -0.00282977+0.00916166j 0.00777346+0.000848998j 0.000734693-0.00350625j 0.00918812+0.00299218j 0.00153434+0.00236258j 0.00238136-0.000603539j -0.00266622+0.00235867j -0.00391207+0.000648239j -0.0014331-0.00311977j 0.00135227-0.00109325j -0.0105046+0.00255428j 0.0021835-0.00191912j 0.00453901-0.000311863j 0.0053935-0.00321249j 0.00398798+0.00439815j -0.00284472-0.00364932j -0.00156415-0.00266453j -0.00529158-0.000634864j 0.00589789-6.48693e-05j 0.0148045-0.00934937j 0.000479183+0.000666079j 0.0057133-0.0069805j 0.00524631+0.000595109j -0.000875375+0.00408416j -0.00263481-0.00946409j -0.00378017+0.00346533j 0.00647695-0.00872716j -0.00560199-0.000172897j 0.00651851+0.00377594j -0.00179218-0.0128636j 0.00342069+0.000887062j 0.00262756-0.00833486j 0.00528757-0.00871738j -0.00429796+0.002072j 0.00314455+0.00306946j 0.00399702+0.00194211j -0.00547839-0.000762064j 
0.0118561+0.0012122j -0.00977868+0.00780085j 0.02398-0.00656105j 0.00649672-0.0196428j -0.017675+0.000919155j 0.00288819-0.0164936j -0.00559265-0.0271915j 0.008602+0.00024665j 0.000498376+0.00885809j -0.0112009+0.00420319j -0.00955533+0.00432415j -2.68979e-05+0.000422188j 0.0056429-0.00332452j 0.0136947-0.0010142j 0.00271945+0.00481148j -0.0110331-0.00115037j 0.00993376-0.00225123j 0.000872221+0.00436313j 0.00216221+0.00291108j 0.000186889-0.00436338j -0.00701478-0.00235602j -0.00458511+0.0172858j 0.0109572+0.013419j -0.00420296+0.0150339j -0.00271563-0.0102492j -0.00858684+0.00652543j -0.000696079+0.00323008j -0.00379625-0.00567435j 0.00667988+0.014945j 0.000467753+0.00852502j 0.00371068+0.002888j 0.00202975-0.00399555j -0.00168198-0.00205362j -0.00510835+0.000374515j -0.00236594-0.00153059j -0.00337922+0.00113417j -0.00223937+0.00181191j -0.00540322-0.00252665j 0.00343721-0.00102858j 0.000825701-0.00239846j -0.00199318-0.00153692j 0.000160904+9.46881e-05j 0.00356895-0.00245358j -0.0022232+0.00282529j -0.00192691+0.00254745j -0.000193979+0.000360087j 0.00146622+0.00151796j 0.000412672+0.00026052j 0.00464688+0.00176268j -0.000484814+0.000801065j -0.00438932-0.000888149j -0.00781513-0.000240526j -0.00351169-0.00256339j -0.000876206-0.00211257j 0.00406854+0.000779751j -0.00200378-0.000965767j 0.00443411-0.000945755j -0.00237525+0.000833511j 0.00284434-0.000458053j 0.00204873+0.000190947j -0.000670264+0.000616633j -0.00401521-0.00759071j -0.00138214-0.00181829j 0.000787963-0.00642219j 0.00220011-0.00756911j 0.000457785+0.000927431j -0.00207677-0.00107512j 0.00200931-0.00138427j 0.000515043+0.0009057j 
0.00096598-0.0115509j 0.00169503-0.000501536j 0.00469032+0.0087514j -0.00366287-0.00639511j -0.000194315-0.00323001j -0.00108467-0.00190455j 0.0044415-0.0114699j -0.0004732-0.00950043j -0.00481678+0.0130353j 0.00144882+0.00585709j -0.00290199-0.00160468j 0.00604674-0.000242246j -0.000161737+0.0024415j -0.0183231-0.00315802j 0.00807883-0.0122321j 0.028457-0.00532448j -0.0133312+0.00116833j -0.0112469-0.00450244j -0.0110162-0.00152604j 0.00808279-0.00163699j 0.00681408-0.00410528j 0.0071693+0.0105312j -0.0148892+0.00333388j -0.000194207+0.0100888j -0.00212102+0.00367826j 0.0152339+0.00315608j -0.00262193-0.000920673j -0.00137959-0.00385043j -0.00322212-0.000270776j 0.00638786+0.00163138j 0.00698503+0.00427869j 0.0104009+0.00477603j -0.00861755+0.00659222j -0.00795033+0.00432711j 0.0032307+0.00309276j -0.000442068-0.00491829j 0.00556653-0.00487981j -0.0067249+0.00205465j 0.00708023+0.00646722j 0.0127302-0.00166925j -0.00944496-0.000959423j 0.0126038+0.00592896j 0.0102401+0.00254637j 0.00493251-0.0031324j -0.0374423-0.00795752j -0.0160023-0.00177996j 0.00494596+0.00202532j -0.0007333-0.00330295j -0.0208709-0.00050694j 0.00240658+0.000162983j -0.0120466+0.00341474j 0.00374159+0.00544613j 0.00632931+0.00552457j 0.000847892-0.000952875j -0.0156549-0.00491095j -0.00731021-0.00112601j 0.00165927+0.00887455j -0.0020999+0.0017432j -0.00948881-0.00494691j -0.00437837-0.000831068j 0.000329901-0.00038673j 0.00171584-0.000217633j 0.0020332+0.000980546j 0.00142437+0.00119574j 0.00429173+0.00143551j -0.000664465+0.00991254j 0.00484268+0.00989068j -0.00555916+0.00503973j -0.00101835-0.00222517j 
