-0.0317236-0j -0.005608-0j -0.000467333-0j -0.0277407-0j -0.00462346-0j -0.00283128-0j -0.000577932-0j -3.4055e-05-0j -0.0175338-0j -0.0177155-0j -0.0028295-0j -0.00285882-0j -0.00231028-0j -0.00033346-0j -0.00233422-0j -0.000288784-0j -0.000336915-0j -0.000291777-0j -3.40336e-05-0j -3.43863e-05-0j -1.55341e-06-0j -1.56951e-06-0j -0.0130607-0j -0.0161618-0j -0.0094277-0j -0.00206508-0j -0.0025554-0j -0.00163259-0j -0.00149065-0j -0.00108839-0j -0.000235643-0j -0.00202022-0j -0.000272098-0j -0.00134681-0j -0.000291594-0j -0.00117846-0j -9.6201e-05-0j -2.26748e-05-0j -0.000785642-0j -0.000170096-0j -0.000336704-0j -2.40503e-05-0j -0.000119043-0j -2.00419e-06-0j -2.80586e-05-0j -0.00019641-0j -6.94416e-05-0j -2.97607e-05-0j -7.46917e-08-0j -1.63675e-05-0j -1.73604e-05-0j -2.48006e-06-0j -1.4467e-06-0j -9.24262e-08-0j -5.39153e-08-0j -0.0104653-0j -0.0122095-0j -0.00747675-0j -0.0106833-0j -0.00163156-0j -0.00440663-0j -0.00190349-0j -0.0012638-0j -0.00116564-0j -0.000182414-0j -0.00166555-0j -0.00115369-0j -0.000687005-0j -0.00147443-0j -0.000203945-0j -0.000902903-0j -0.000212816-0j -0.000135963-0j -0.00134597-0j -1.69954e-05-0j -0.000130323-0j -0.00129013-0j -0.000117748-0j -0.000824234-0j -0.000186214-0j -0.000532152-0j -0.000237936-0j -0.00117772-0j -2.40352e-05-0j -7.68095e-05-0j -0.000158624-0j -0.000145705-0j -1.20176e-05-0j -1.9828e-05-0j -1.41628e-06-0j -0.000485786-0j -9.71369e-05-0j -0.000137372-0j -0.000208194-0j -1.73459e-06-0j -1.21421e-05-0j -8.4123e-05-0j -2.8041e-05-0j -0.000138796-0j -1.73495e-05-0j -1.11967e-07-0j -8.58756e-05-0j -0.000120201-0j -1.71715e-05-0j -1.40205e-05-0j -5.72504e-05-0j -1.65233e-06-0j -7.1563e-06-0j -3.52663e-09-0j -8.58577e-06-0j -2.45359e-05-0j -1.01184e-06-0j -4.95803e-05-0j -2.02369e-06-0j -1.22679e-05-0j -1.23925e-06-0j -1.44579e-06-0j -1.30628e-07-0j -1.01205e-05-0j -5.06027e-06-0j -1.77072e-06-0j -7.99932e-08-0j -4.11441e-09-0j -5.96358e-07-0j -1.143e-07-0j -2.51955e-09-0j -7.30387e-07-0j -3.60011e-09-0j -4.71463e-08-0j -1.48497e-09-0j 
0.0346205-0j 0.0061201-0j 0.000510008-0j 0.000599196-0j 9.9866e-05-0j 6.11552e-05-0j 1.24832e-05-0j 7.35582e-07-0j 0.0191349-0j -0.0185679-0j 0.00308788-0j -0.00299638-0j 0.00252124-0j 0.00036391-0j -0.00244653-0j 0.000315155-0j -0.000353127-0j -0.000305817-0j 3.71414e-05-0j -3.60408e-05-0j 1.69527e-06-0j -1.64503e-06-0j 0.0142533-0j 0.000349092-0j -0.0199663-0j 0.00225365-0j 5.51963e-05-0j 0.00178167-0j -0.00315695-0j 0.00118778-0j 0.000257162-0j 4.36365e-05-0j 0.000296945-0j 2.9091e-05-0j 6.29839e-06-0j -0.00249579-0j 0.000104986-0j 2.47454e-05-0j -0.00166386-0j -0.000360236-0j 7.27275e-06-0j 2.62464e-05-0j 2.57131e-06-0j 2.1872e-06-0j 6.06063e-07-0j -0.000415965-0j -0.000147066-0j 6.42826e-07-0j 8.15123e-08-0j -3.46637e-05-0j -3.67664e-05-0j 5.35689e-08-0j -3.06387e-06-0j 1.99639e-09-0j -1.14184e-07-0j 0.0114209-0j 0.000263723-0j 0.0081595-0j -0.0111973-0j 0.00178055-0j -0.0140464-0j 4.1115e-05-0j 0.00137921-0j 0.00127209-0j 0.000199071-0j -0.00174569-0j 0.00125904-0j -0.00218986-0j 3.18476e-05-0j 0.000222569-0j 0.000985353-0j 4.5968e-06-0j 0.000148379-0j 2.90727e-05-0j 1.85474e-05-0j 0.000142223-0j -0.00135221-0j 0.0001285-0j 0.0008995-0j -0.000195174-0j -0.00169626-0j 5.13938e-06-0j -0.00123439-0j 2.623e-05-0j -0.000244834-0j 3.42625e-06-0j 0.000159011-0j 1.3115e-05-0j 4.28282e-07-0j 1.54562e-06-0j -0.00154847-0j 0.000106007-0j 2.96722e-06-0j -0.000218212-0j 1.89298e-06-0j 1.32509e-05-0j 9.18049e-05-0j 6.05682e-07-0j -0.000145474-0j -1.81843e-05-0j 1.22192e-07-0j -0.000273733-0j -0.000125984-0j 1.87396e-05-0j 3.02841e-07-0j -0.000182489-0j 3.56901e-08-0j -2.28111e-05-0j 3.84867e-09-0j 9.3698e-06-0j -2.57165e-05-0j 1.10424e-06-0j -0.00015804-0j 4.37113e-08-0j -1.28582e-05-0j 1.35241e-06-0j -1.51536e-06-0j 2.82155e-09-0j -3.22597e-05-0j -1.61299e-05-0j -1.85593e-06-0j 8.72979e-08-0j 8.88706e-11-0j -1.90092e-06-0j -1.198e-07-0j 2.74963e-09-0j -2.32814e-06-0j -3.77333e-09-0j -1.50281e-07-0j -4.73341e-09-0j 
0.0268169-0j 0.00474061-0j 0.000395051-0j 0.0234501-0j 0.00390835-0j 0.00239336-0j 0.000488543-0j 2.87877e-05-0j -0.0142534-0j 0.0149754-0j -0.00230013-0j 0.00241665-0j -0.00187805-0j -0.000271072-0j 0.00197318-0j -0.000234756-0j 0.000284805-0j 0.000246648-0j -2.76662e-05-0j 2.90678e-05-0j -1.26278e-06-0j 1.32676e-06-0j 0.0110406-0j -0.0131381-0j 0.00796952-0j 0.00174567-0j -0.00207731-0j 0.00138007-0j 0.00126009-0j 0.000920049-0j 0.000199197-0j -0.00164226-0j 0.000230012-0j -0.00109484-0j -0.000237039-0j 0.00099619-0j 8.13216e-05-0j 1.91677e-05-0j 0.000664127-0j 0.000143788-0j -0.00027371-0j 2.03304e-05-0j -9.67709e-05-0j 1.6942e-06-0j -2.28091e-05-0j 0.000166032-0j 5.87011e-05-0j -2.41927e-05-0j 6.31391e-08-0j 1.3836e-05-0j 1.46753e-05-0j -2.01606e-06-0j 1.22294e-06-0j -7.51342e-08-0j 4.55762e-08-0j 0.00884661-0j 0.010321-0j -0.0184762-0j -0.00868455-0j 0.00137921-0j 0.00372506-0j 0.00160908-0j 0.00106833-0j -0.00288048-0j 0.0001542-0j -0.00135394-0j 0.000975247-0j 0.000580746-0j 0.00124638-0j 0.000172401-0j -0.00223121-0j 0.0001799-0j 0.000114934-0j 0.00113779-0j 1.43667e-05-0j -0.000322047-0j -0.00104876-0j 9.95357e-05-0j -0.00203681-0j -0.000151375-0j 0.000449844-0j 0.000201134-0j -0.000957382-0j 2.03176e-05-0j 6.49294e-05-0j 0.00013409-0j -0.00036006-0j 1.01588e-05-0j 1.67612e-05-0j 1.19723e-06-0j 0.000410649-0j -0.00024004-0j 0.000116125-0j -0.000169243-0j 1.4663e-06-0j -3.0005e-05-0j -0.000207881-0j 2.37039e-05-0j -0.000112829-0j -1.41036e-05-0j 9.46492e-08-0j 7.25932e-05-0j -9.77124e-05-0j -4.24334e-05-0j 1.1852e-05-0j 4.83955e-05-0j 1.39677e-06-0j 6.04944e-06-0j 2.98117e-09-0j -2.12167e-05-0j -1.99455e-05-0j -2.50041e-06-0j 4.19117e-05-0j 1.71068e-06-0j -9.97273e-06-0j -3.06237e-06-0j -1.1753e-06-0j 1.10424e-07-0j 8.5552e-06-0j 4.2776e-06-0j -1.43944e-06-0j -1.97675e-07-0j 3.47803e-09-0j 5.0412e-07-0j -9.29154e-08-0j -6.22618e-09-0j 6.17418e-07-0j -2.92656e-09-0j 3.98542e-08-0j 1.25529e-09-0j 
-0.0270948-0j -0.00478974-0j -0.000399145-0j 0.0227552-0j 0.00379253-0j 0.00232244-0j 0.000474067-0j 2.79347e-05-0j -0.0149754-0j 0.0151188-0j -0.00241665-0j 0.00243978-0j -0.00197318-0j -0.000284805-0j 0.00199207-0j -0.000246648-0j 0.000287531-0j 0.000249009-0j -2.90678e-05-0j 2.9346e-05-0j -1.32676e-06-0j 1.33945e-06-0j -0.011155-0j 0.0132572-0j -0.00711481-0j -0.00176376-0j 0.00209615-0j -0.00139438-0j -0.00112495-0j -0.000929584-0j -0.000201261-0j 0.00165715-0j -0.000232396-0j 0.00110477-0j 0.000239189-0j -0.000889351-0j -8.21644e-05-0j -1.93663e-05-0j -0.000592901-0j -0.000128367-0j 0.000276192-0j -2.05411e-05-0j 9.76485e-05-0j -1.71176e-06-0j 2.3016e-05-0j -0.000148225-0j -5.24055e-05-0j 2.44121e-05-0j -6.37935e-08-0j -1.23521e-05-0j -1.31014e-05-0j 2.03434e-06-0j -1.09178e-06-0j 7.58155e-08-0j -4.06883e-08-0j -0.00893828-0j 0.0100152-0j -0.00638582-0j 0.00911735-0j -0.0013935-0j -0.0176441-0j 0.00156139-0j -0.0010794-0j -0.000995564-0j -0.000155798-0j 0.00142142-0j -0.000985353-0j -0.00275076-0j 0.00120945-0j -0.000174187-0j -0.000771161-0j 0.000174569-0j -0.000116125-0j 0.00110407-0j -1.45156e-05-0j -0.000111307-0j 0.00110102-0j -0.000100567-0j -0.00070397-0j 0.000158919-0j -0.00213073-0j 0.000195174-0j 0.00100509-0j -2.05282e-05-0j -0.000307545-0j 0.000130116-0j -0.000124446-0j -1.02641e-05-0j 1.62645e-05-0j -1.20964e-06-0j -0.00194508-0j -8.29637e-05-0j 0.000112684-0j 0.000177677-0j -1.48149e-06-0j -1.03705e-05-0j -7.18487e-05-0j 2.30015e-05-0j 0.000118451-0j 1.48064e-05-0j -9.56301e-08-0j -0.000343845-0j 0.000102582-0j -1.4666e-05-0j 1.15008e-05-0j -0.00022923-0j 1.35538e-06-0j -2.86538e-05-0j -3.01206e-09-0j -7.33302e-06-0j 2.09394e-05-0j -8.64205e-07-0j -0.000198519-0j 1.65999e-06-0j 1.04697e-05-0j -1.05843e-06-0j 1.23387e-06-0j 1.07152e-07-0j -4.05226e-05-0j -2.02613e-05-0j 1.51117e-06-0j -6.83214e-08-0j 3.37497e-09-0j -2.38782e-06-0j 9.75459e-08-0j -2.15192e-09-0j -2.92446e-06-0j 3.07241e-09-0j -1.88773e-07-0j -5.9458e-09-0j 
0.0244804-0j 0.00432757-0j 0.00036063-0j 0.0214069-0j 0.00356782-0j 0.00218483-0j 0.000445977-0j 2.62795e-05-0j 0.0135304-0j 0.0136706-0j 0.00218346-0j 0.00220609-0j 0.00178279-0j 0.000257323-0j 0.00180126-0j 0.000222848-0j 0.00025999-0j 0.000225158-0j 2.62629e-05-0j 2.65351e-05-0j 1.19873e-06-0j 1.21116e-06-0j -0.0195961-0j 0.0124717-0j 0.00727514-0j -0.00309841-0j 0.00197195-0j -0.00244951-0j 0.0011503-0j -0.00163301-0j -0.000353557-0j 0.00155896-0j -0.000408252-0j 0.00103931-0j 0.000225016-0j 0.000909393-0j -0.000144339-0j -3.4021e-05-0j 0.000606262-0j 0.00013126-0j 0.000259827-0j -3.60847e-05-0j 9.18626e-05-0j -3.00706e-06-0j 2.16522e-05-0j 0.000151566-0j 5.35865e-05-0j 2.29656e-05-0j -1.12067e-07-0j 1.26305e-05-0j 1.33966e-05-0j 1.9138e-06-0j 1.11639e-06-0j 7.13232e-08-0j 4.16052e-08-0j -0.0236478-0j -0.018319-0j 0.00576964-0j 0.00824406-0j -0.00368675-0j 0.0034005-0j -0.00285597-0j -0.00285574-0j 0.0008995-0j -0.000412191-0j 0.00128527-0j -0.00260693-0j 0.000530146-0j -0.00221222-0j -0.000460844-0j 0.00069675-0j -0.000319307-0j -0.000307229-0j -0.00201948-0j -3.84037e-05-0j 0.000100567-0j 0.000995564-0j -0.000266068-0j 0.000636043-0j 0.000143697-0j 0.000410649-0j -0.000356996-0j 0.000908822-0j -5.4311e-05-0j 5.92721e-05-0j -0.000237997-0j 0.000112438-0j -2.71555e-05-0j -2.97497e-05-0j -3.2003e-06-0j 0.00037487-0j 7.49584e-05-0j -0.000206112-0j 0.000160659-0j -3.91956e-06-0j 9.3698e-06-0j 6.49158e-05-0j -4.20724e-05-0j 0.000107106-0j 1.33882e-05-0j -2.53006e-07-0j 6.62683e-05-0j 9.27562e-05-0j 1.32509e-05-0j -2.10362e-05-0j 4.41788e-05-0j -2.47914e-06-0j 5.52235e-06-0j -7.96895e-09-0j 6.62545e-06-0j 1.89338e-05-0j 7.80816e-07-0j 3.826e-05-0j -3.03631e-06-0j 9.46689e-06-0j 9.56301e-07-0j 1.11568e-06-0j -1.95993e-07-0j 7.80979e-06-0j 3.90489e-06-0j 1.36643e-06-0j 6.17289e-08-0j -6.17321e-09-0j 4.60196e-07-0j 8.82026e-08-0j 1.94428e-09-0j 5.63623e-07-0j 2.77812e-09-0j 3.63817e-08-0j 1.14592e-09-0j 
-0.030293-0j -0.00535509-0j -0.000446257-0j -0.000524296-0j -8.73827e-05-0j -5.35108e-05-0j -1.09228e-05-0j -6.43635e-07-0j 0.0161009-0j 0.0162469-0j 0.00259827-0j 0.00262183-0j 0.00212148-0j 0.000306209-0j 0.00214072-0j 0.000265185-0j 0.000308986-0j 0.00026759-0j 3.12523e-05-0j 3.15357e-05-0j 1.42647e-06-0j 1.4394e-06-0j -0.0124717-0j 0.00029374-0j 0.0174705-0j -0.00197195-0j 4.64444e-05-0j -0.00155896-0j 0.00276233-0j -0.00103931-0j -0.000225016-0j 3.67176e-05-0j -0.000259827-0j 2.44784e-05-0j 5.29972e-06-0j 0.00218381-0j -9.18626e-05-0j -2.16522e-05-0j 0.00145588-0j 0.000315206-0j 6.11959e-06-0j -2.29656e-05-0j 2.1636e-06-0j -1.9138e-06-0j 5.09966e-07-0j 0.000363969-0j 0.000128683-0j 5.40901e-07-0j -7.13232e-08-0j 3.03308e-05-0j 3.21706e-05-0j 4.50751e-08-0j 2.68089e-06-0j 1.67985e-09-0j 9.99107e-08-0j 0.0292627-0j -0.000230758-0j 0.020871-0j -0.00942191-0j 0.00456212-0j 0.0122906-0j -3.59757e-05-0j 0.0035338-0j 0.00325385-0j 0.000510061-0j -0.0014689-0j 0.00322591-0j 0.00191613-0j -2.78666e-05-0j 0.000570265-0j 0.00252042-0j -4.0222e-06-0j 0.000380177-0j -2.54386e-05-0j 4.75221e-05-0j 0.000363791-0j -0.0011378-0j 0.000329243-0j 0.00230082-0j -0.000164228-0j 0.00148423-0j -4.49696e-06-0j -0.00103867-0j 6.72064e-05-0j 0.00021423-0j -2.99797e-06-0j 0.000406731-0j 3.36032e-05-0j -3.74747e-07-0j 3.96017e-06-0j 0.00135491-0j 0.000271154-0j -2.59632e-06-0j -0.000183612-0j 4.8502e-06-0j 3.38942e-05-0j 0.000234826-0j -5.29972e-07-0j -0.000122408-0j -1.5301e-05-0j 3.13079e-07-0j 0.000239516-0j -0.000106009-0j 4.79337e-05-0j -2.64986e-07-0j 0.000159677-0j -3.12289e-08-0j 1.99597e-05-0j 9.86107e-09-0j 2.39668e-05-0j -2.16389e-05-0j 2.82452e-06-0j 0.000138285-0j -3.82474e-08-0j -1.08195e-05-0j 3.45931e-06-0j -1.27508e-06-0j -2.46886e-09-0j 2.82273e-05-0j 1.41136e-05-0j -1.56165e-06-0j 2.23298e-07-0j -7.77618e-11-0j 1.66331e-06-0j -1.00804e-07-0j 7.03322e-09-0j 2.03713e-06-0j -3.17504e-09-0j 1.31496e-07-0j 4.14173e-09-0j 
-0.0201953-0j -0.00357006-0j -0.000297505-0j -0.000349531-0j -5.82552e-05-0j -3.56739e-05-0j -7.2819e-06-0j -4.2909e-07-0j -0.011162-0j 0.0108313-0j -0.00180126-0j 0.00174789-0j -0.00147072-0j -0.000212281-0j 0.00142714-0j -0.000183841-0j 0.000205991-0j 0.000178393-0j -2.16658e-05-0j 2.10238e-05-0j -9.88905e-07-0j 9.59602e-07-0j 0.0406464-0j -0.000203637-0j 0.011647-0j 0.00642675-0j -3.21978e-05-0j 0.00508079-0j 0.00184155-0j 0.0033872-0j 0.00073335-0j -2.54546e-05-0j 0.000846799-0j -1.69698e-05-0j -3.67406e-06-0j 0.00145588-0j 0.000299389-0j 7.05666e-05-0j 0.000970584-0j 0.000210138-0j -4.24244e-06-0j 7.48472e-05-0j -1.49993e-06-0j 6.23726e-06-0j -3.53536e-07-0j 0.000242646-0j 8.57883e-05-0j -3.74982e-07-0j 2.32449e-07-0j 2.02205e-05-0j 2.14471e-05-0j -3.12485e-08-0j 1.78726e-06-0j -1.16456e-09-0j 6.66071e-08-0j -0.0066622-0j 0.000752061-0j -0.00475971-0j 0.00653178-0j -0.00103865-0j 0.00819372-0j 0.000117248-0j -0.000804538-0j -0.00074205-0j -0.000116125-0j 0.00101832-0j -0.000734439-0j 0.00127742-0j 9.082e-05-0j -0.000129832-0j -0.000574789-0j 1.31087e-05-0j -8.65545e-05-0j 8.29069e-05-0j -1.08193e-05-0j -8.29637e-05-0j 0.000788788-0j -7.49584e-05-0j -0.000524709-0j 0.000113852-0j 0.000989485-0j 1.4656e-05-0j 0.000720061-0j -1.53008e-05-0j 0.00014282-0j 9.77067e-06-0j -9.27562e-05-0j -7.65041e-06-0j 1.22133e-06-0j -9.01609e-07-0j 0.000903272-0j -6.18375e-05-0j 8.46165e-06-0j 0.00012729-0j -1.10424e-06-0j -7.72969e-06-0j -5.35528e-05-0j 1.72723e-06-0j 8.486e-05-0j 1.06075e-05-0j -7.12784e-08-0j 0.000159677-0j 7.3491e-05-0j -1.09314e-05-0j 8.63614e-07-0j 0.000106452-0j 1.01778e-07-0j 1.33065e-05-0j -2.24506e-09-0j -5.46571e-06-0j 1.50013e-05-0j -6.44141e-07-0j 9.21898e-05-0j 1.24652e-07-0j 7.50064e-06-0j -7.88908e-07-0j 8.83959e-07-0j 8.04624e-09-0j 1.88182e-05-0j 9.40909e-06-0j 1.08262e-06-0j -5.09238e-08-0j 2.53433e-10-0j 1.10887e-06-0j 6.98831e-08-0j -1.60395e-09-0j 1.35808e-06-0j 2.20111e-09-0j 8.7664e-08-0j 2.76116e-09-0j 
0.0176709-0j 0.0031238-0j 0.000260317-0j -0.0299871-0j -0.00499785-0j -0.00306055-0j -0.000624732-0j -3.68127e-05-0j 0.00976677-0j 0.0087193-0j 0.0015761-0j 0.00140707-0j 0.00128688-0j 0.000185746-0j 0.00114887-0j 0.000160861-0j 0.000165825-0j 0.000143609-0j 1.89576e-05-0j 1.69244e-05-0j 8.65292e-07-0j 7.72491e-07-0j 0.00727514-0j -0.0174705-0j 0.0200707-0j 0.0011503-0j -0.00276233-0j 0.000909393-0j 0.00317346-0j 0.000606262-0j 0.00013126-0j -0.00218381-0j 0.000151566-0j -0.00145588-0j -0.000315206-0j 0.00250884-0j 5.35865e-05-0j 1.26305e-05-0j 0.00167256-0j 0.000362119-0j -0.000363969-0j 1.33966e-05-0j -0.000128683-0j 1.11639e-06-0j -3.03308e-05-0j 0.000418139-0j 0.000147835-0j -3.21706e-05-0j 4.16052e-08-0j 3.4845e-05-0j 3.69587e-05-0j -2.68089e-06-0j 3.07989e-06-0j -9.99107e-08-0j 1.14781e-07-0j -0.0170699-0j -0.0131982-0j 0.00416474-0j 0.00525817-0j -0.00266124-0j 0.00300344-0j -0.00205763-0j -0.00206139-0j 0.000649294-0j -0.000297535-0j 0.000819761-0j -0.00188178-0j 0.000468244-0j -0.00159383-0j -0.000332655-0j 0.000502941-0j -0.00023005-0j -0.00022177-0j -0.00145496-0j -2.77212e-05-0j 7.25932e-05-0j 0.000634984-0j -0.000192058-0j 0.00045912-0j 9.1652e-05-0j 0.0003627-0j -0.000257203-0j 0.000579658-0j -3.92037e-05-0j 5.23513e-05-0j -0.000171469-0j 8.11617e-05-0j -1.96019e-05-0j -2.14336e-05-0j -2.3101e-06-0j 0.000331099-0j 5.41078e-05-0j -0.000148496-0j 0.00010247-0j -2.82929e-06-0j 6.76348e-06-0j 4.68587e-05-0j -3.03117e-05-0j 6.83134e-05-0j 8.53917e-06-0j -1.8263e-07-0j 5.85305e-05-0j 5.91611e-05-0j 9.565e-06-0j -1.51559e-05-0j 3.90203e-05-0j -1.78613e-06-0j 4.87754e-06-0j -5.75229e-09-0j 4.7825e-06-0j 1.20762e-05-0j 5.63623e-07-0j 3.37926e-05-0j -2.18756e-06-0j 6.03811e-06-0j 6.90294e-07-0j 7.11598e-07-0j -1.41206e-07-0j 6.89789e-06-0j 3.44894e-06-0j 8.71526e-07-0j 4.45583e-08-0j -4.44758e-09-0j 4.06462e-07-0j 5.62568e-08-0j 1.40345e-09-0j 4.97812e-07-0j 1.77192e-09-0j 3.21336e-08-0j 1.01211e-09-0j 
-0.0174896-0j -0.00309176-0j -0.000257647-0j -0.0152938-0j -0.00254897-0j -0.00156092-0j -0.000318621-0j -1.87749e-05-0j 0.0282583-0j -0.00976677-0j 0.00456016-0j -0.0015761-0j 0.00372336-0j 0.00053742-0j -0.00128688-0j 0.00046542-0j -0.000185746-0j -0.000160861-0j 5.48502e-05-0j -1.89576e-05-0j 2.50356e-06-0j -8.65292e-07-0j 0.0140001-0j 0.0260471-0j -0.00519761-0j 0.00221361-0j 0.00411841-0j 0.00175002-0j -0.000821815-0j 0.00116668-0j 0.000252593-0j 0.00325589-0j 0.000291669-0j 0.00217059-0j 0.000469947-0j -0.000649702-0j 0.000103121-0j 2.43058e-05-0j -0.000433135-0j -9.37764e-05-0j 0.000542648-0j 2.57802e-05-0j 0.000191855-0j 2.14835e-06-0j 4.52207e-05-0j -0.000108284-0j -3.8284e-05-0j 4.79638e-05-0j 8.00642e-08-0j -9.02364e-06-0j -9.57101e-06-0j 3.99698e-06-0j -7.97584e-07-0j 1.48959e-07-0j -2.97242e-08-0j -0.00576964-0j 0.0130877-0j -0.00350179-0j 0.0172177-0j -0.0008995-0j -0.00242943-0j 0.0020404-0j -0.00069675-0j -0.000545937-0j -0.000100567-0j 0.00268429-0j -0.000636043-0j -0.000378755-0j 0.00158049-0j -0.000112438-0j -0.000422881-0j 0.000228124-0j -7.49584e-05-0j 0.00144278-0j -9.3698e-06-0j -6.10377e-05-0j 0.00207924-0j -6.49158e-05-0j -0.000386036-0j 0.000300112-0j -0.000293382-0j 0.00025505-0j 0.00189808-0j -1.32509e-05-0j -4.23461e-05-0j 0.000170034-0j -6.82422e-05-0j -6.62545e-06-0j 2.12542e-05-0j -7.80816e-07-0j -0.00026782-0j -4.54948e-05-0j 0.000147253-0j 0.000335536-0j -9.56301e-07-0j -5.68685e-06-0j -3.93996e-05-0j 3.0058e-05-0j 0.00022369-0j 2.79613e-05-0j -6.17289e-08-0j -4.73443e-05-0j 0.000193722-0j -8.04242e-06-0j 1.5029e-05-0j -3.15629e-05-0j 1.77118e-06-0j -3.94536e-06-0j -1.94428e-09-0j -4.02121e-06-0j 3.95433e-05-0j -4.73904e-07-0j -2.73343e-05-0j 2.16925e-06-0j 1.97716e-05-0j -5.80411e-07-0j 2.33011e-06-0j 1.40024e-07-0j -5.57958e-06-0j -2.78979e-06-0j 2.85379e-06-0j -3.74654e-08-0j 4.41035e-09-0j -3.2878e-07-0j 1.84211e-07-0j -1.18005e-09-0j -4.02672e-07-0j 5.80211e-09-0j -2.59923e-08-0j -8.18682e-10-0j 
0.0249904-0j 0.00441772-0j 0.000368144-0j -0.0209878-0j -0.00349797-0j -0.00214206-0j -0.000437246-0j -2.5765e-05-0j -0.0132826-0j -0.0139445-0j -0.00214346-0j -0.00225028-0j -0.00175013-0j -0.000252609-0j -0.00183735-0j -0.000218766-0j -0.000265198-0j -0.000229669-0j -2.57818e-05-0j -2.70667e-05-0j -1.17677e-06-0j -1.23542e-06-0j -0.0200043-0j 0.0117586-0j 0.00656221-0j -0.00316297-0j 0.00185919-0j -0.00250054-0j 0.00103758-0j -0.00166703-0j -0.000360922-0j 0.00146982-0j -0.000416757-0j 0.000979881-0j 0.00021215-0j 0.000820276-0j -0.000147346-0j -3.47298e-05-0j 0.000546851-0j 0.000118397-0j 0.00024497-0j -3.68365e-05-0j 8.661e-05-0j -3.06971e-06-0j 2.04142e-05-0j 0.000136713-0j 4.83352e-05-0j 2.16525e-05-0j -1.14401e-07-0j 1.13927e-05-0j 1.20838e-05-0j 1.80438e-06-0j 1.00698e-06-0j 6.72451e-08-0j 3.75281e-08-0j 0.00824406-0j 0.0179603-0j -0.0172177-0j 0.0080867-0j 0.00128527-0j 0.0162737-0j 0.00280006-0j 0.000995564-0j -0.00268429-0j 0.000143697-0j 0.00126074-0j 0.000908822-0j 0.00253711-0j 0.00216892-0j 0.000160659-0j -0.00207924-0j 0.000313056-0j 0.000107106-0j 0.00197994-0j 1.33882e-05-0j -0.000300112-0j 0.000976561-0j 9.27562e-05-0j -0.00189808-0j 0.000140955-0j 0.00196524-0j 0.000350007-0j 0.000891475-0j 1.89338e-05-0j 0.000283658-0j 0.000233338-0j -0.000335536-0j 9.46689e-06-0j 2.91673e-05-0j 1.11568e-06-0j 0.00179401-0j -0.00022369-0j 0.000202077-0j 0.000157592-0j 1.36643e-06-0j -2.79613e-05-0j -0.000193722-0j 4.12488e-05-0j 0.000105061-0j 1.31327e-05-0j 8.82026e-08-0j 0.000317139-0j 9.09857e-05-0j -3.95433e-05-0j 2.06244e-05-0j 0.000211426-0j 2.43061e-06-0j 2.64283e-05-0j 2.77812e-09-0j -1.97716e-05-0j 1.85724e-05-0j -2.33011e-06-0j 0.0001831-0j 2.97687e-06-0j 9.28619e-06-0j -2.85379e-06-0j 1.09439e-06-0j 1.92156e-07-0j 3.73752e-05-0j 1.86876e-05-0j 1.34035e-06-0j -1.84211e-07-0j 6.05236e-09-0j 2.20236e-06-0j 8.6519e-08-0j -5.80211e-09-0j 2.69732e-06-0j 2.72509e-09-0j 1.74112e-07-0j 5.484e-09-0j 
