-0.101445+0.0359666j 0.204046-0.100404j 0.491058+0.054713j -0.254279-0.209539j -0.338457-0.0479424j 0.344903-0.59889j 0.183484-0.111501j -0.358823-0.414241j 0.828647-0.365117j -0.272804+0.0374395j -0.415844+0.282669j 0.188228+0.822409j -0.0868201+0.618316j -0.50022-0.0633389j 0.156046-0.0978208j -0.040814-0.278017j 0.110554+0.0936389j -0.339437+0.173496j -0.229046-0.193562j -0.0242354+0.0529035j -0.397083-0.734195j 0.286736-0.0427811j -0.118985-0.0563079j -0.437+0.113124j -0.0617106-0.13349j -0.0218846+0.152027j 0.220655-0.136352j 0.239851-0.597838j -0.214808+0.164167j -0.815551-0.463186j -0.0150106+0.681823j 0.132847-0.740391j -0.267776-0.183265j -0.347019+0.43051j 0.571332+0.171478j -1.38436-0.585683j 0.0827372+0.0019978j 0.084348+1.21859j 0.90433+1.41847j 0.0270594-0.109905j -0.710532+0.339435j -1.13446+0.168612j 0.756651-1.44514j -0.160688+0.18533j -0.62319+0.168877j 0.354986+0.164347j 0.2542+0.107152j 0.0555027-0.26499j 0.296453-0.324638j -0.499047-0.0660887j 0.151631+0.0831221j -0.7857+1.05705j 0.296766-0.297574j 0.125804-0.302904j 0.0967287-0.942146j 0.297172+0.118322j -0.454812-0.191423j -0.451191-0.162169j -0.79758-0.453006j -0.47892+0.083287j -0.26789+0.507736j -0.612823-0.393452j 0.339442-0.190463j -0.0190113+0.295315j 0.205021+0.0654094j -0.316881-0.121706j 0.0738538+0.372414j 0.402494+0.825896j 1.19978-0.673129j 
-0.134034+0.116359j 0.137995-0.307372j 0.231716+0.0142548j 0.137006+0.0855221j 0.31548-0.0301409j 0.212501-0.275485j 0.352363+0.0289143j 0.0075198+0.241133j -0.0764562-0.342496j -0.213366-0.187069j 0.590527-0.225127j -0.274692-0.0915614j 0.168274+0.583969j -0.0576229+0.286219j 0.432075+0.391048j -0.040048-0.211274j -0.13775-0.497582j 0.0631123+0.122972j 0.14529-0.31605j 0.264158+0.700112j -0.12165-0.766233j -0.619186+0.20642j 0.68283+0.541112j 0.238849-0.193133j -0.061064-0.16351j -0.277255+0.121266j 0.0827375-0.268265j -0.34373-0.0689488j 0.135037+0.027175j -0.149169-0.181734j -0.197948-0.0498853j 0.316826-0.0190813j 0.0213561-0.0638724j -0.307702-0.461318j 0.0314483-0.0769767j -0.0526643-0.0592165j 0.026352+0.129742j 0.118321-0.214365j 0.0973438-0.0231512j 0.00853183+0.24191j -0.140981+0.0793538j 0.462207+0.191099j -0.343848-0.430256j -0.26598+0.550775j -0.317436+0.0693503j -0.320794+0.148443j -0.116729+0.195604j -0.215863-0.273297j -0.125272+0.260856j -0.277611-0.403697j -0.0949615-0.333543j 0.0847615+0.511592j 0.277991+0.161645j -0.169126-0.180657j -0.1402+0.132002j -0.136582-0.429244j -0.33919-0.0130924j 0.126236+0.00551076j -0.738245-0.0749425j 0.00465315+0.182141j -0.234783+0.0300345j 0.181298-0.00405196j -0.394648+0.116985j 0.0646283-0.679384j -0.0621138-0.217092j 0.262975+0.30177j -0.0249348+0.124258j 0.0248029-0.0118352j 0.0527678+0.286353j 
0.066252+0.101861j -0.065062+0.0077757j 0.0473505+0.33947j 0.0338781-0.33784j 0.100944+0.116416j 0.210172-0.41348j 0.222267+0.0859199j -0.510748-0.0166132j -0.325743-0.116954j -0.128851-0.0820116j 0.0775867+0.0898748j -0.279511-0.120341j 0.570112-0.495098j -0.289124-0.0978604j -0.737276+0.16901j 0.247494-0.638614j -0.0272138+0.346869j 0.25466-0.0956038j -0.194427-0.378937j -0.240552-0.568566j -0.00544546-0.190835j -0.199726-0.913058j -0.230797-0.4753j 0.492748-0.567447j -0.546412-0.335724j 0.212941+0.255812j 0.237503-0.468603j 0.386032+0.0245535j 0.00319626+0.0173898j 0.135583+0.137205j -0.00744196-0.10636j 0.0222048+0.178221j 0.0963217-0.212865j 0.13967-0.129323j 0.0783529-0.00308069j -0.0376316-0.130513j -0.010148+0.0220269j -0.327026-0.109689j -0.016199+0.049856j -0.174127+0.0212846j 0.0167997+0.190019j -0.110164+0.256145j 0.0904332-0.152568j 0.14377+0.181328j 0.133729+0.126916j 0.26607+0.00776689j -0.0805464+0.0394094j -0.258444+0.0922806j 0.100224+0.239857j -0.202788-0.0210277j -0.0223747-0.453047j 0.210446-0.171414j -0.162293-0.0920634j 0.0893261-0.166893j -0.0612314-0.0401694j -0.109645-0.0536502j -0.311521-0.106345j 0.0789392-0.0998187j -0.0774145+0.404584j -0.141553+0.155452j -0.145162-0.010365j 0.313972-0.334954j -0.365146+0.0521031j 0.580537+0.0888945j -0.0402693-0.12997j -0.0293323+0.113627j -0.115716-0.018501j -0.144456-0.203611j -0.0606812-0.097534j 
-0.122787-0.176135j -0.205476+0.0650937j -0.109311+0.136217j 0.140974-0.339818j 0.0947764-0.272586j 0.285778-0.0511445j 0.155144+0.229581j 0.767956-0.171568j -0.367676-0.146791j -0.849327-0.33634j -0.211828+0.112482j -0.481804-0.248253j -0.414355-0.264596j 0.569949+0.78432j 0.351456-0.121088j -0.863355+0.0492437j -0.361992+0.0128072j 0.339287+0.484665j -0.0749802-0.106163j 0.156511-0.449671j -0.550853-0.481874j 0.226325-0.515363j 0.234367+0.410972j -0.224053+0.0369477j 0.185489-0.260711j 0.439689-0.451012j 0.115477-0.0996934j -0.0384673+0.388473j -0.0968016+0.36788j 0.187877-0.0068962j -0.687903+0.375697j 0.288585-0.0380668j -0.0950094+0.162061j -0.45812-0.219791j 0.281277-0.481898j -0.148471-0.447137j -0.227224-0.614021j -0.564433-0.200333j -0.553394-0.0967737j -0.905266+0.283712j -0.173582-0.798275j -0.908187+0.0572831j 0.0955487+0.17958j -0.00717182-1.54832j 0.768183+0.153408j -0.38747+0.833581j -0.822591-0.453512j 0.00995602+0.579953j -1.37458-0.233607j 0.142834-0.0695777j 0.0876985+0.321369j -0.00685718-0.718424j -0.709767-0.749029j 0.542309-0.457035j -0.0950719-0.893583j 0.0773584-0.135031j -0.487764-0.0806066j -0.522409+0.753102j -0.367574-0.359125j -0.0105957+0.703303j 0.430569+0.20008j -0.305846+0.43444j -0.342057+0.301704j -0.204053+0.214822j -0.696281+0.165373j 0.0783802+0.1321j 0.199661+0.105172j -0.551189-0.22775j 0.0297878+0.327536j 
-0.516838+0.163995j 0.212252-0.134222j -0.360625-0.365273j -0.00547178+0.0988512j -0.723252-0.495262j 0.198145-0.0948873j -0.152095+0.549107j 0.927928-0.102104j -0.797144-0.384346j -0.138566-0.063406j -0.32736-0.987142j 0.663919+0.515442j -0.189904-0.393339j -1.04907-0.882784j -1.57975+0.665514j -0.0684385-1.19996j -0.827104-0.442688j -1.38251+0.582478j -0.165051-0.064551j -0.92198-1.44369j -1.1798+1.27589j -0.109607-0.517j -0.189273-0.221602j -0.52639-1.30995j -0.663394-0.386709j 0.440767-0.0859928j -0.16343+0.659071j -0.189103+0.506038j 0.321959-0.11985j -0.665359-0.154536j 0.196182-0.304292j 0.168663+0.339136j -0.254442-0.560942j 0.0924136+0.413121j -0.227461-0.256044j -0.351261-0.382585j 0.155891-0.110435j -0.339679+0.129441j 0.0093607-0.426841j 0.128034-0.278693j -0.0925234+0.778803j -0.466028-0.0358961j -0.884627+0.156385j -0.652536-0.276701j -0.458668-0.118411j -0.315158+0.365971j 1.22126-0.365323j 0.536803-0.824751j 1.27728-0.083873j 0.361507+0.234439j 0.515058-0.198136j -0.295115-0.785451j 0.425797-0.414287j -0.0415419-0.15674j -0.467859+0.0954377j 0.0270203-0.509589j -0.759319+0.597431j -0.526624-0.161022j 0.365407+0.0792949j -0.0490433-0.602129j -0.258163+0.0627555j 0.310861-0.383633j -0.0227095-0.287544j -0.0774594+0.157246j -0.00257567+0.379011j 0.0804774+0.513323j -0.238409+0.0519635j -0.387014-0.00479488j -0.13556-0.492289j 
-0.049183+0.0832163j 0.50714-0.0751874j 0.449276-0.0347787j -0.0707252+0.0211171j 0.218932-0.217915j 0.197957+0.126643j 0.181169-0.020956j -0.051792-0.316658j 0.077461-0.719235j 0.378219-0.346977j 0.705954-0.389036j 0.0223924-0.814934j -0.498316+0.439185j -0.365475-0.00338205j -0.384506+1.29727j 0.0697591-0.752767j -0.228921-1.39605j 0.304871+0.529188j 0.577786-0.0935898j -1.03474+1.35827j -0.177674-0.436909j -1.11011-0.308415j 0.159194+0.748827j -0.0436646-0.481165j 0.481233-0.114392j -0.555071-0.086316j 0.345809-0.372422j -0.510487-0.442331j -0.0669438-0.00283419j -0.121145-0.355968j 0.157342+0.627723j 0.0857499-0.0638848j 0.152854-0.275226j -0.191399-0.43921j -0.157853+0.971498j 0.287372+0.0319258j -0.0878109-0.0458436j -0.348774+0.136806j 0.612944-0.650229j 0.955066+0.318631j 0.343398-0.114432j -0.237224-0.35975j -0.354159+0.0576567j -0.466945+0.418458j -0.478898+0.114415j -0.514896+0.915463j 0.328304-0.789114j 0.017309-0.884096j -0.162647+0.566296j -0.346461-0.264809j 0.110154-0.900834j -0.508467+0.286029j 0.83719-0.753759j 0.0667941+0.289368j -0.00407687+0.0286018j -1.27029+0.348359j -0.758753+1.06501j 0.498432+0.187511j -0.403357+0.601851j 0.472894-0.405607j 0.153808+0.0903832j -0.0625492-0.333194j -0.171408+0.198192j -0.120658+0.0257703j -0.0674075-0.731674j 0.275415-0.165425j -0.0616947+0.30364j 0.228275-0.279024j 0.345553+0.209844j 
0.454927-0.299395j -0.320688+0.378772j -0.339038-0.152719j 0.0922165+0.017328j 0.0405988-0.129732j -0.0210091+0.623555j -0.351097-0.818539j -0.25092-0.432818j 0.453831-0.188038j 0.194215+0.732146j -0.524583+0.275803j -0.375377+0.0281071j 0.0940741-0.150285j -0.578826-0.29523j -0.925026+0.0964123j -0.281979-0.385885j -0.532405+0.677788j 0.952405-0.532051j -0.476503+0.264455j -0.0431583-0.625053j 0.0225411+0.149454j 0.736954+0.046812j -0.135658-1.11668j -0.00700412+0.958315j 0.115715+0.516948j 0.544425+0.250888j -0.191044+0.562691j 0.286461+0.0470897j -0.493711-0.104869j 0.538535+0.345697j -0.368375+0.127151j -0.240243+0.412379j 0.457454-0.298989j -0.0129362-0.0317298j -0.259453+1.38726j -0.078125+0.199497j -0.467717-0.236256j -0.0459166+0.78537j 0.427776-0.424148j 0.104097+0.456224j -0.355171-0.107295j 0.253939+0.444485j 0.458543+0.107315j -0.175316-0.186404j 0.364729-0.276171j -0.248502+0.285995j 0.414389-0.796379j -0.511828-0.480591j -0.512416-0.0488125j 0.76542+0.199339j 0.274501-1.17124j 0.481477-0.571924j -0.342226+0.189366j 0.676729-0.0715722j -0.755148-1.49756j -0.271881+0.62252j -0.621034-0.187331j 0.320654+0.671714j 0.532399-0.126964j -0.760537-0.0403547j 0.342588-0.75992j -0.245439+0.567755j 0.474375+0.0825911j 0.225166+0.0359698j 0.819084-0.217867j -0.361598-0.0753893j -0.314483-0.0400659j 0.251471-0.119195j -0.203812+0.229391j 
-0.0337656-0.241061j -0.00881598+0.0145548j 0.124578-0.587531j -0.351571+0.481232j -0.0582319-0.255404j -0.682149+0.390071j -0.257395-0.288182j 0.840918+0.638894j 0.291639+0.399399j -0.0811028+0.381113j 0.000904862-0.279401j 0.158241+0.744652j -1.20989+0.113252j -0.0159811+0.424174j 0.805971+0.64524j -1.28536+0.267929j 0.271795-0.535511j -0.591773-0.19471j -0.373301+0.834649j -0.216725+0.774823j -0.270398+0.280501j -0.739644+1.67718j -0.110507+0.963656j -1.26063+0.48971j 0.252324+1.11138j 0.281231-0.639288j -0.929064+0.643205j -0.570596-0.209254j -0.019526+0.0242936j -0.203421-0.238783j 0.0672127+0.00695351j -0.323779-0.134834j 0.287381+0.343723j 0.00104075+0.570247j -0.230639-0.123985j 0.107556+0.107686j -0.0697254-0.0674205j 0.690056-0.367517j -0.217286-0.0207795j -0.0634367-0.092043j -0.59796+0.0989923j 0.149605-1.04036j -0.208043+0.279496j -0.594434-0.211505j -0.401833-0.0519309j -0.648091+0.749485j 0.215742-0.0455045j -0.263671-0.92024j -0.634221+0.145443j 0.204207+0.00961662j 0.900632+0.577416j 0.382947+0.312236j 0.300839-0.0981673j 0.419819-0.104281j -0.198149+0.0830386j 0.227784-0.262081j 0.587111-0.783262j -0.134923+0.266372j -0.706284-0.636917j -0.504072-0.497188j -0.0147003-0.616347j 0.311243+1.02899j 0.258503-0.476165j -1.04065+0.679225j 0.211015+0.278736j 0.150802+0.15158j 0.0209703-0.356886j 0.4452+0.0563392j 0.180106-0.034862j 
-0.0134835+0.0620208j -0.0589994+0.354743j 0.0599576+0.300569j -0.0320095-0.38776j 0.402592-0.6922j 0.0757359-0.399601j 0.120457-0.234947j 0.205751+0.236507j -0.840189-0.0860997j 0.76675+0.19614j 0.33269-0.580014j 0.781551+0.202941j 0.986505-0.842932j 0.313566+0.348315j 0.860782+0.645642j -0.864393+0.691607j 0.109449-0.271758j -0.477618+0.55905j 0.237369+0.380477j 0.176188-0.027262j -1.55008+0.145304j 0.319935+0.21584j 0.375118-0.244594j 0.478085-1.46406j 0.0260494+0.085069j 0.0439433-0.133587j -0.149369-0.324662j 0.0947782-0.197177j -0.0307586-0.15429j 0.188631-0.0824381j -0.335309+0.254889j 0.152956-0.222569j -0.0342271+0.0751982j -0.340199+0.287656j -0.27587+0.0698871j -0.207224+0.242588j -0.0731523-0.101316j 0.0238635+0.277157j -0.391552+0.108372j 0.16515+0.356438j 0.433691+0.249975j 0.722964-0.627388j -0.211318+0.525966j 0.498404+0.197923j 0.345225+0.0983867j 0.0385949+0.241184j 0.151982-0.0596298j -0.850761+0.218997j 0.230576+0.0130516j -0.0441138+0.396096j -0.590754-0.00407651j 0.430746-0.566253j -0.230862-0.168032j -0.277834-0.131813j -0.113932+0.457362j -0.383799+0.0627565j 0.0136615+0.175274j 0.0270766+0.222238j 0.304465+0.745906j -0.434038+0.350478j -0.128737+0.125873j -0.119525-0.271956j 0.082741+0.200191j -0.722692+0.10933j 0.230664+0.0937833j 0.322129-0.161766j 0.0942196-0.0455603j 0.11234+0.257657j -0.119143+0.209906j 
-0.187401-0.0981041j 0.124653+0.10737j 0.0325395-0.0916455j -0.159172+0.489834j 0.166532-0.151985j 0.183827+0.139131j 0.290215-0.144495j 0.000328529+0.427011j 0.22423+0.126652j -0.192413-0.00746887j 0.0128494+0.308254j -0.0946101+0.0679309j -0.118181-0.280195j -0.593117-0.625864j 0.274689+0.267747j -0.221185+0.426193j -0.313443+0.25729j -0.426104+0.401454j 0.635503-0.309639j 0.286708+0.110441j -0.253575+0.108476j -0.00046209-0.378508j 0.90715+0.962858j 0.414197-0.481583j -0.481237-0.265915j 0.00443479+0.235408j -1.06716+0.250985j -0.0208151-0.375672j 0.0961724+0.264003j 0.112545-0.52035j -0.0519959+0.260739j -0.0218542+0.119254j 0.551712+0.351204j 0.227978-0.377239j -0.114536-0.274873j 0.00767321-0.188289j 0.0221681-0.0287591j 0.727986+0.40031j -0.0723208+0.351145j 0.243357-0.532878j 0.414382-0.0931775j 0.20368-0.0415768j 0.716593-0.388782j 0.0594554-0.0309746j 0.763688-0.271034j -0.48162+0.0611604j 0.0745882+0.375143j -0.219384-0.922079j 0.86251+0.77678j -0.247182-0.451721j -0.347027-0.062061j 0.159351-0.45507j -0.213038-0.945458j -0.142078+0.290868j -0.575591-0.123644j 1.13188-0.116648j -0.0974063+0.693047j 0.869576-0.310773j 0.127431+0.708229j -0.503277-1.15206j 0.16426+0.882502j 0.801365-1.37883j -0.857122-0.954343j 0.764141-0.552619j -0.798951+0.133534j -0.628312-0.507465j 0.51848-0.364676j 0.46261+0.532917j 0.195759+0.704307j 
0.111515-0.235209j 0.401433+0.133291j -0.0127919-0.345195j -0.238625+0.319355j -0.0790314-0.222318j 0.177304-0.237071j -0.364994+0.800218j -0.0160371+0.190325j 0.0488304-0.902136j -1.01576-0.102982j 0.0752206+0.167383j 0.329075+0.494426j -0.804468+0.646552j -0.156275-1.07411j -1.43524-0.453585j 0.789783-0.818906j 0.0953584-0.027642j -0.54358-0.31698j 0.0383746-0.779806j 0.278313-0.428435j -0.0417569+0.386511j -0.592976-0.28976j -0.27312-0.0933828j -0.00896648-0.0455916j 0.159681-0.556265j -0.0225394-0.0672245j -0.240905+0.281761j -0.39856-0.0898852j -0.423575-0.328161j 0.0981121-0.150597j -0.0324115+0.440135j -0.110418+0.223738j 0.251411+0.242981j -0.0432744+0.117878j 0.107781-0.427339j 0.55018-0.0848972j 0.723207-0.269722j 0.607098-0.0213106j 0.450182-0.144735j -0.546305+0.220098j 0.295839+0.441625j -1.21473+0.967192j -0.700491-0.0956373j -0.317735-0.64343j -0.181329-0.185046j 0.658561-0.267272j -0.973571-0.3317j 0.31863-0.43788j -0.0501268-0.953779j -0.047328+0.0804449j 1.19949-0.583534j -0.781496+1.24651j 0.0141186+0.0241067j -0.175311+0.0483831j -0.000499995-0.0387544j 0.195188-0.434557j 0.284242+0.116186j -0.888585-0.157412j 0.494911-0.0101523j 0.248666-0.0458429j 0.186318-0.775145j 0.160427-0.0498898j 0.112471+0.178941j 0.0143993+0.166421j -0.287646-0.081121j -0.188553-0.285123j -0.20324-0.0773672j 0.165218+0.0734971j -0.211485+0.177651j 
0.519735+0.207825j -0.195222+0.483079j -0.0859432+0.369002j 0.0167483-0.328007j 0.485338-0.336752j -0.0303607-0.66581j 0.249241-0.0748368j -0.20304-0.255033j -0.680827-0.278391j -0.021636+0.434943j -0.0766731-0.0772321j 1.0723+0.174465j 0.517074-0.119925j 0.347727+0.56687j 0.932747+0.699563j -1.14794+0.439498j 0.251996+0.446525j 0.0474847+0.840495j 0.18445-0.0804252j 0.341872+0.697002j -0.671333+0.254051j -0.241071+0.387409j 0.470232-0.335073j 0.0783593-0.664552j 0.14979+0.328164j 0.039939-0.258133j -0.0152515-0.259521j 0.251875-0.174574j -0.427787-0.254724j 0.411477+0.420428j -0.399392+0.73624j -0.0132856+0.0252568j 0.398662+0.0353563j -0.677433+0.488205j 0.2754-0.228811j 0.378944+0.0771627j 0.566847-0.234764j 0.172999-0.0935592j -0.0512491-0.186004j -0.409168+0.330241j 0.267145+0.761983j 0.496735+0.0704966j -0.671234+0.303986j 0.938426-0.385134j 0.565766-0.0054787j 0.566441-0.146153j -0.798035+0.0504539j -0.617913+0.233154j -0.422866-0.34614j -0.534424+0.328247j -0.208296-0.46858j 0.653318+0.138994j 0.0740079+0.034217j -0.0241762-0.138051j -0.832331+0.0280114j 0.101812-0.266945j 0.271145+0.0903762j -0.510143-0.287609j 0.0951972+0.571704j -0.0425978+0.558505j 0.0189908-0.448874j 0.369633-0.183276j 0.508415+0.327578j -0.922086-0.0410782j -0.169658-0.231351j -0.317426-0.333424j -0.0485016-0.163947j 0.195541-0.0692865j 0.0346795+0.33536j 
0.400355-0.19919j -0.183194-0.452681j -0.237862-0.181658j 0.619695+0.364291j 0.419558+0.242734j -0.0631776+0.570977j -0.342634+0.342923j 0.356161+1.02454j 0.317709-0.479898j 0.374925-1.36189j -0.460033-0.20119j 0.478129-0.966148j 0.264984-0.674357j -1.39993+0.91733j 0.00119835+0.587817j -0.173291-1.51733j 0.0788436-0.328451j -0.661166+0.670538j 0.181121-0.346772j 0.378298+0.31045j 1.10749-0.763105j 0.764243+0.315331j -0.760769+0.442358j -0.151588-0.0909666j 0.374658+0.298836j 0.601286+0.636405j 0.301354+0.237273j -0.536805-0.0848677j -0.449749-0.132884j -0.0406773+0.360798j -0.434901-0.577939j 0.0783832+0.221642j -0.0828676-0.0808119j 0.223711-0.375967j 0.274895+0.163387j 0.258069-0.269936j 0.38639-0.25914j 0.0913635-0.488992j 0.187404-0.398854j -0.301022-0.710887j 0.752913-0.0358465j -0.0106302-0.621039j -0.0305884+0.126897j 0.94498-0.12931j -0.239688+0.562563j -0.685726-0.315104j 0.218645-0.621586j -0.449325-0.083571j 0.0174313-1.27812j -0.0286948-0.0196485j -0.126025-0.0557719j 0.431025+0.0526437j 0.654752-0.45911j 0.399667+0.402048j 0.476374-0.00644863j 0.0810837+0.0437457j 0.0241141-0.394189j -0.687475-0.158191j 0.183633-0.311795j -0.490585+0.0504494j -0.0225375+0.340677j -0.292795-0.275913j -0.271276-0.2318j -0.142021-0.174956j -0.179299-0.504212j -0.066335+0.0822538j -0.147291+0.198435j 0.179115-0.408471j -0.300685+0.0908141j 
0.028522-0.0247414j 0.15352+0.0234674j 0.181129-0.0376912j -0.184827+0.00831996j -0.335072+0.00482863j -0.288253+0.0702848j 0.0232265-0.0402296j 0.159567-0.152543j 0.288509+0.450557j -0.223257-0.185993j -0.254361+0.116323j -0.116769-0.374552j -0.656149-0.183856j 0.275958-0.504188j -0.321623-0.813084j 0.706682+0.251779j -0.0104611-0.158466j 0.396466+0.0701733j -0.015771-0.18333j -0.0891138-0.389766j 0.398419+0.512237j 0.0604899-0.282885j -0.0873914-0.153253j -0.559463+0.171635j -0.0289398-0.0527114j -0.0838604+0.00215809j -0.105359+0.141674j 0.00132357-0.0458613j 0.12164-0.0462026j 0.0118405-0.0395524j -0.0847834-0.142026j 0.107716+0.0726944j -0.0207939-0.0139255j -0.236142-0.131379j -0.236971-0.197263j -0.17911-0.0537657j 0.131195-0.0106409j -0.0612251+0.0736593j 0.138957+0.00445259j -0.0313083+0.235711j -0.231094+0.225289j 0.25497+0.172112j -0.370543-0.136474j -0.240813+0.13965j -0.167472+0.0740452j -0.176522-0.0167997j 0.245379+0.229745j 0.0851157-0.488341j 0.147853+0.262423j -0.109583+0.0809084j 0.258943-0.26911j 0.33901+0.199665j 0.201791+0.0764206j 0.0314578-0.0398261j -0.120593-0.122246j -0.0432054-0.223233j -0.264009-0.0983185j -0.068674+0.0280446j -0.379434+0.188587j -0.0832826-0.304017j -0.0544514-0.164682j 0.224577-0.0237079j -0.043725+0.146005j -0.0264704-0.456402j 0.0384422+0.155221j 0.133669+0.130413j -0.0211069+0.0153874j -0.0423449+0.101243j -0.0905883-0.0459759j 
0.270854+0.181615j -0.255155+0.249323j 0.264979+0.0486991j -0.0152182+0.0308897j 0.57337-0.00112927j -0.865738+0.147372j 1.03907-0.41962j 0.865098+0.0325535j 0.660724+0.521586j -0.366588+1.00594j 0.489378+0.142484j 0.862359-0.300247j 0.27082-0.324449j 0.560565-1.32422j -1.52525-1.4163j 1.18003-0.11344j 1.05543-1.0798j -0.0815181+1.02762j -0.431883-0.0311011j -0.304476-1.51008j -0.191478-0.545175j 0.37534-0.0438622j 0.489253-0.109269j -0.0146706-0.188288j -0.437568+0.471186j -0.238801+0.166293j -0.424732+0.0984937j 0.302418-0.315819j -0.143083-0.205749j 0.187873+0.183035j -0.34583+0.0541058j -0.192181-0.0709093j 0.462034+0.314027j 0.195485-0.102003j -1.16537-0.066299j -0.104192+0.126919j 0.0372324-0.401222j -0.540763-0.313649j 0.403823+0.669547j -0.646333+0.883798j 0.174265-0.155331j 0.484571+0.07363j 0.122855+0.0462873j 0.00980607-0.441527j 0.302125-0.232402j -0.621652-0.518709j 0.414401+0.824592j 0.570952-0.0561159j -0.875229-0.115939j -0.115265+0.308844j 0.656699+0.169636j 0.541156+0.0371221j 0.312584+0.374041j -0.0174587+0.329919j 0.601833-0.324756j -0.697766-0.629925j -0.34836-0.824383j -0.384677+0.669898j -0.358229+0.0934038j 0.281311-0.0526359j 0.327729+0.11333j -0.178665-0.0758292j -0.0124205+0.199932j -0.128254+0.12357j 0.572438+0.318846j -0.0406721-0.0517727j -0.189757-0.199547j 0.328893+0.196586j -0.101738+0.24143j 
-0.161682+0.076614j 0.156403+0.257181j -0.0435014+0.42284j -0.0395821-0.112639j -0.149099+0.250262j 0.18874-0.0756007j 0.0326474+0.232101j 0.0383131-0.396658j 0.0967335+0.136424j 0.201387+0.0805693j -0.0660469+0.45909j 0.477981-0.134368j -0.486039-0.253309j -0.338768+0.292808j -0.257773+0.625632j -0.214076+0.103386j 0.461301+0.341235j -0.18719+0.367136j 0.322938+0.466554j -1.34029-0.257922j 0.420098+0.300146j -0.211803-0.979719j -0.623497+0.314524j -0.0456723+0.0745817j 0.0392601+0.344883j 0.107468-0.658889j 0.506315+0.225014j 0.364325-0.223161j -0.0267898+0.189818j 0.227366-0.108135j -0.4947+0.338078j 0.454027+0.179371j -0.135961-0.150875j 0.48001-0.0839315j 0.183883+0.0496969j -0.0289884+0.193224j -0.0800268+0.176189j 0.261831-0.233431j 0.0449639+0.101774j -0.0746222+0.392674j 0.225008+0.756155j 0.654606-0.155365j 0.0590546-0.288542j -0.410871-0.054326j -0.125957-0.481451j -0.54674-0.193008j 0.1749-0.426196j 0.347189-0.046576j -0.43748-0.164903j 0.501004-1.06714j -0.295021-0.233322j -0.773331-0.904851j 0.64975+0.489845j -0.366825-0.412158j -1.20707+0.51063j 0.144-1.21278j -0.9228+0.377616j 0.223802+0.192352j -0.717192-1.02417j 0.287204+0.807876j -0.598866+0.343675j 0.665456-0.163836j -0.162663-0.684814j -0.0333941-0.319178j 0.38358-0.676493j 0.169588+0.508679j -0.265423+0.204807j 0.0523414+0.0986863j -0.164476+0.55557j 
0.416403+0.692816j -0.401626-0.176729j -0.302294+0.167979j 0.0890439-0.150426j -0.413283+0.49128j -0.35857-0.251643j 0.850642-0.149694j 0.216241-1.37365j -0.281586+0.871264j -0.448796+0.255287j -1.17083-0.23153j 0.557845-0.769193j -0.301476-0.0109478j -0.294264+0.471902j 0.381027+0.702444j -0.908655-0.151681j -0.827402+0.312535j 0.915882+1.87578j -0.191966-0.0213987j -0.868916+0.621561j 0.625942+1.09854j -0.422543+0.186447j 0.500588-0.0792962j -1.70954+0.265708j -0.550654+0.65472j -0.0392044-0.163118j 0.250872+0.0620477j 0.563505+0.449928j 0.139747-0.27127j -0.302455+1.03651j 0.209175-0.143333j 0.0413183+0.0948068j -0.063443-0.322305j 0.146792+0.368957j 0.0216205-0.514773j -0.443653-0.374943j 0.15275-0.26597j -1.10091+0.131131j -0.402334-0.261257j -0.692868-0.272715j 0.16198+0.73589j 0.166764-0.136242j -0.349782+0.543623j 0.381559-0.380283j 0.297364+0.15948j -0.13124+0.29307j 0.545116-0.18388j 0.0957459-0.70602j 0.258156+0.0403316j -0.560076+0.576239j 0.0962972+0.0293779j 0.220712-0.840616j 0.120483-0.688059j 0.27092-0.00768013j -0.582377+0.370333j -0.305556-0.354039j 0.222155+0.420586j -0.672063-0.19869j -0.333928+0.705856j -0.0431356-0.5466j 0.35588+0.191651j 0.108988-0.789838j 0.081464-0.12809j -0.361647+0.359021j -0.194566+0.426435j -0.10675+0.205535j -0.0631336-0.0463301j -0.404563+0.0407033j -0.144663-0.519056j 
