0.010748-0.0111952j -0.0179632+0.0400878j 0.0628299-0.0798261j -0.0765285+0.072776j 0.0101527+0.0581949j -0.0810484+0.00756317j -0.118704+0.0684922j 0.00418617-0.0383989j -0.0393247-0.109731j 0.0987991-0.193341j -0.039123+0.0735096j 0.113314-0.0586836j -0.00809457+0.0182682j -0.24031+0.173461j -0.0735539-0.00335258j 0.271958-0.0166242j 0.150349+0.00245796j 0.165127+0.0746198j -0.083986-0.158357j 0.00600563+0.130194j -0.122832+0.0174396j -0.0183514-0.0997878j 0.0243174-0.0497848j -0.319774-0.242914j -0.0800889-0.225507j 0.0841833-0.0651322j 0.372089-0.360353j -0.180987+0.0984094j -0.163864+0.0618743j 0.131116-0.175876j -0.105562-0.0271257j -0.161554+0.334066j 0.0267+0.0376262j 0.0766724-0.235428j 0.315071+0.169096j -0.310954+0.232893j 0.216231+0.0101518j 0.0812675-0.381973j -0.1195-0.099191j 0.125878+0.278606j -0.0525595+0.110488j 0.0528455-0.325836j -0.0408487-0.143943j -0.426036+0.308078j 0.255708+0.225642j 0.559864-0.102826j 0.305308-0.210178j 0.170498-0.170935j 0.0492641+0.145868j 0.253656+0.334635j -0.213799-0.410609j -0.251535+0.223736j 0.303574+0.0706841j 0.150012+0.0841209j 0.159057-0.467395j -0.216432-0.581772j 0.196639-0.185789j 0.445993-0.326474j -0.54151-0.0978652j 0.0793659-0.11253j 0.265852-0.344495j -0.123545+0.436112j 0.0260767+0.32166j 0.295335-0.0217123j -0.402037+0.115123j 0.052113+0.0477935j 0.175456+0.109262j 0.273552+0.314918j 0.288821-0.273135j 0.317191+0.0800275j 
0.01371-0.0898502j -0.259346-0.0111759j 0.0119259+0.0781709j -0.266173-0.0194076j 0.339322-0.367539j -0.171344-0.154144j -0.110074+0.0166087j 0.130068-0.160326j 0.138405-0.336402j 0.142634-0.21786j -0.0706627+0.219417j -0.93397+0.0754914j -0.188165+0.0234654j 0.594677-0.0156076j -0.361685+0.644468j -0.274321+0.474101j 0.576912-0.323532j -0.903291-0.573883j -0.635165-0.322755j -0.111059-0.170756j -0.524889+0.259086j -0.327476+0.573219j -0.890355+0.300799j -0.209963-0.225153j -0.711237-0.318626j 0.675503-0.0446689j 0.0347966-0.379954j -0.566756+0.0936017j 0.408118-0.0585191j 0.542136-0.447843j 1.32351+0.0110912j -0.885365+0.132303j 0.941498-0.435603j 0.0685966+0.880581j 0.0274303-0.081363j -0.525855-0.112872j 0.167068-0.322977j -0.561097+0.686118j 0.669607+0.0764184j -0.0112963+0.205861j -0.561384-0.00153093j 0.302071+0.180022j 0.627489+0.35703j -0.201031-0.165682j 1.20236-0.647065j -0.0339271-0.228175j 1.07055-0.0575694j -0.800669-0.357693j -0.360392+0.0154888j 0.0231882-0.145915j 0.476593+0.255911j -0.112544-0.254378j 0.881627-0.0857725j -0.569125+0.543689j 0.962502-0.00508008j -0.413653+0.49024j 0.42329-0.280987j -0.593789+0.231418j 0.188751-0.455826j -0.00570632-0.0708128j 0.335415-0.459067j -0.311067+0.326098j -0.273478+0.211944j 0.082735-0.101248j 0.668749+0.120999j 0.325856-0.000255105j 0.050567-0.163572j 0.0900571+0.0384673j -0.0576208-0.0105746j -0.0486733+0.01678j 
0.177056-0.119044j 0.622134-0.342897j -0.00157299-0.270519j -0.0264242-0.118558j -0.202811-0.474165j 0.242194+0.273924j 0.153259-0.203586j -0.0897599-0.129049j 0.51202-0.410304j -0.380507-0.50712j -0.186349-0.365972j 0.427104-0.452135j -0.505102+0.200684j -0.503309-0.292802j -0.407641-0.163727j 0.550688-0.345964j -0.423152+0.0159527j 0.483443+0.171348j 0.924821-0.441636j -0.155467-0.640158j -0.0434749+0.176232j 0.625013+0.801487j 0.706567+0.11795j 0.341639-0.14242j 1.03598+0.141502j -1.83704+0.111173j -0.177694+0.416894j -0.0615219+0.70329j -0.453685-0.112391j -1.3269-0.227158j -0.102675-0.138728j 0.693655-0.801065j -0.419315+0.78371j 0.132328-0.351186j 0.463814+0.676136j 0.406244+0.220253j -0.487929-0.101756j 1.14519+0.539184j -0.0848251+0.62146j 0.870404+0.533921j 0.329248-0.106817j -0.387609-0.01592j -0.425407-0.710087j -0.15231-0.685796j -2.07046-0.0915897j 0.198751+0.146904j -0.0453541-0.0290007j 0.283591-0.286406j -1.04776+0.367992j 0.935397-0.392458j -0.0592079+0.121123j 0.274887-0.269199j -0.779222+0.771023j 0.541214-0.0900592j -0.328453+0.137998j 0.0872292+0.072803j -0.0990341+0.0484841j 0.169596-0.260581j -0.431476+0.264334j 0.0632649-0.11862j 0.0961674+0.346804j 0.165147-0.197658j -0.124329-0.185145j 0.122895-0.0727235j -0.357634+0.0359343j -0.183686-0.00147537j 0.275526-0.348309j -0.347907+0.377725j 0.336756-0.240242j 0.0582237-0.0672277j 
0.209263-0.353357j -0.015686+0.129829j -0.48447-0.20855j 0.18256+0.318985j -0.115387-0.43408j 0.0419811-0.406716j -0.551529+0.244344j -0.153133-0.111276j -0.229674+0.160083j 0.877167-0.393181j 0.285049+0.179508j -0.549504+0.47627j 0.450289-0.491522j -0.311083-0.2182j -0.135867-0.206171j -1.07018+0.356364j 0.599616+0.415889j -0.866069+0.327547j 0.112799+0.507509j -0.098434-0.358073j -0.192187+0.194393j -1.05192+0.516357j -1.46827-0.515562j -0.72158+0.532647j -0.366021+0.208931j 1.2956-0.535487j -0.137161-0.225897j 0.15009-0.638409j -0.504163+0.28262j 0.651324+0.2879j 0.424657-0.376j -0.717663-0.342238j 0.945463+0.12252j -0.784501-0.328143j -1.19375-0.19165j -0.192352+0.1271j 0.848729+0.241405j -0.545296-0.0737041j 0.813376-0.307866j -0.232795+0.341542j -1.39156+0.0526599j 0.113686+0.236935j 0.573414-0.196903j 0.0844563-0.498823j 1.90789-0.200016j -0.586484-0.0384778j 0.735614-0.251203j -1.41878+0.45154j 1.13992-0.467574j -0.289681-0.0882107j -0.1355-0.532716j -0.568584+0.283628j 0.547975-0.955452j -0.603979-0.00540857j 0.535318-0.462517j -0.0757568+0.0186744j -0.122131+0.216557j -0.814241-0.315124j 0.807498-0.691523j -0.0424161+0.0348775j 0.602568+0.169563j -0.817317+0.879507j 0.0707938-0.174073j 0.241504+0.206348j 0.656098-0.0792833j -0.333583-0.429879j -0.00707388-0.266658j 0.057425+0.311512j 0.182282+0.223917j 0.056089+0.246562j 
-0.256748-0.152603j -0.633618-0.280167j -0.236991+0.211668j -0.0743046+0.140388j -0.315698+0.367368j 0.0724982-0.205592j -0.269752-0.0748545j -0.030506+0.0391256j -0.792162-0.0378306j -0.046386+0.15366j -0.175228+0.450178j -0.809813+0.450865j 0.478549+0.0640284j -0.0608965+0.549984j -0.0156348+0.593887j -0.943766+0.277834j 0.377082-0.0783016j -0.378027+0.202101j -0.917178+0.0236741j -0.435507+0.420527j 0.111707+0.192062j -0.0916691-0.117931j -0.614688-0.161017j -0.577391+0.153594j -0.507407-0.40808j 1.59744+0.310232j 0.454219-0.228662j 0.808071-0.637977j 0.0976992+0.454446j 0.751491+0.579862j 0.153961-0.160974j -1.32245+0.470222j 1.25868-0.767436j -0.637866+0.387438j -0.0526845+0.102404j 0.0838724-0.259102j 0.282013+0.189637j -0.340683-0.501297j 0.884168-0.924667j -0.106616-0.59826j -0.533893+0.391079j 0.192047+0.402056j -0.205864+0.412147j -0.580528+0.642661j 1.43812+0.592765j -0.225012+0.201683j 0.0974042-0.29546j -0.75568+0.567756j 1.1516-0.110783j -0.952004-0.39988j 0.190007-0.0889348j -0.635152+0.343527j 1.27957-0.395556j -0.48539+0.0880647j 0.451737-0.431375j -0.0572499+0.0433547j 0.0547789+0.0775699j -0.450325+0.181327j 0.702936-0.359564j -0.121561+0.0840231j 0.369215-0.636883j -0.345189+0.318762j -0.0394016+0.00881693j -0.022876-0.110913j 0.322363+0.0501895j 0.0316681+0.151803j -0.483457-0.131029j 0.557745+0.0142625j -0.374062-0.129873j -0.117179+0.0326352j 
0.164562+0.49383j 0.436504-0.0954943j 0.0574177-0.152942j -0.197791-0.30375j -0.293642+0.237736j 0.580084-0.223433j 0.026936+0.350032j -0.306223-0.0363294j -0.105038+0.292265j 0.343853+0.469957j 0.616199+0.288559j 0.66756+0.00528969j -1.1552+0.68412j 0.0377175-0.213633j 0.00737617+0.181252j 0.637293-0.38355j -0.307021+0.457535j 1.0933-0.271061j 1.1338-0.10593j 0.318149-0.102034j 0.796921-0.898016j 0.962486+0.652486j 0.607628-0.480698j 0.528663+0.382851j 0.177231-0.609796j -0.918223-0.16196j -0.30538-0.00806894j -1.00134+0.0871034j 0.0688994-0.366891j -0.51046+0.393621j 0.508676+0.111553j 0.324571+0.00516604j -0.553207+0.148366j 1.19378+0.954821j 0.699194-0.288756j 0.443539-0.277277j -0.0680497-0.113606j 1.1046-0.148712j -0.378336+0.285261j 0.11939+0.612095j 1.01738+0.22445j -0.114845-0.242493j -0.269395+0.110425j 0.0995511+0.0851642j -0.783068+0.989713j 0.529326+0.00786954j -0.185573+0.983886j 0.827818-0.144199j -0.286273+0.112651j -0.101954-0.0859772j -0.302011-0.0632686j 0.34972-0.494185j 0.0526447-0.236733j 0.484506-0.322946j -0.555545-0.0624709j 0.328238+0.314648j 0.243171-0.0796497j 0.553061-0.227592j -0.581747+0.145753j -0.196063-0.226121j -0.261642+0.813627j 0.0309591-0.222863j -0.0720321+0.0814406j 0.17736-0.248009j 0.00595677+0.168964j -0.392528+0.118268j 0.223407+0.180652j -0.235411+0.162388j 0.320329-0.192168j 0.041552-0.112649j 
-0.0304326+0.180128j 0.119014-0.077656j 0.056671-0.224633j 0.0542232+0.110973j 0.154565-0.0182217j 0.0958835+0.0248265j 0.158328-0.137669j 1.16013-0.0162028j -0.29561+0.166065j -0.104335-0.552195j -0.332108-0.648877j 0.58002-0.0308013j 0.142073-0.53626j 0.0950873-0.207548j 0.0641284+0.607772j 0.254576+0.0104867j -0.320575+0.118763j 0.599135+0.293212j 0.772174+0.388352j -0.105769+0.031327j 0.25902-0.0464942j 0.575616+0.0797154j -0.229867+0.144034j -0.0405191-0.0522806j 0.36289-0.287941j -0.769385-0.221672j -0.159955-0.167554j -0.271704-0.140161j 0.884498+0.596815j -0.282635+0.858281j -0.0897117-1.28232j -0.0883864+0.232122j -0.327223-0.264122j 0.327649+0.247755j 0.635827-0.0559686j 0.363312-0.1065j -0.787862+0.988236j 0.125814-0.237825j -0.854664+0.210324j 0.175772-0.0178686j 0.0415626-0.602348j -0.108424-0.574857j 0.0507978-0.338366j 0.518163-0.0766711j -0.131117-0.050768j 0.0315299-0.00438751j 0.168065+0.112203j 0.445023+0.17222j -0.364934-0.116013j 0.384483-0.150975j 0.0500625-0.386171j 0.141792+0.320795j -0.35794+0.661084j 0.110372-0.35796j 0.0410035+4.13564e-05j -0.0696937+0.251302j -0.40331+0.366058j 0.136978-0.234836j -0.289815-0.119145j -0.0836418-0.0543485j 0.0695079+0.0278859j 0.28255-0.440219j -0.0440585-0.0453969j 0.0730746+0.0216648j -0.128588+0.11482j 0.102707+0.0917998j 0.0352433+0.00473963j -0.116968+0.0502266j 0.0505924-0.011395j -0.0167639-0.00482252j 
0.287895-0.452533j -0.308764-0.320505j -0.198226+0.136823j -0.198035+0.376815j 0.348131+0.218421j -0.471082-0.218062j 0.348649-0.278913j 0.110337+0.0762242j 0.228625+0.178297j 0.395075-0.885164j -0.161836-0.517957j -0.574817-0.168436j 1.25829+0.530299j -0.195967+0.00436492j 0.0603839+0.160154j -0.923954+0.15216j 0.715669-0.412015j -0.980564-0.225847j -0.71178-0.449519j -0.306093-0.270181j -1.2308-0.0297918j -0.217576-0.323261j -0.950263+0.205568j -0.144288-0.295609j -0.692896+0.55639j 0.693792-0.204693j 0.111912+0.105257j 0.600759+0.559103j -0.347699+0.0607084j 0.731035-0.357152j 0.0466471-0.908813j -0.374198+0.363224j 0.648907-0.248953j 0.0823433-1.21551j -0.616847+0.281071j -0.415908-0.244166j 0.03298-0.131764j -0.784975-0.0432732j 0.695287-0.500523j 0.411047-0.0515321j -0.397102-0.394046j -0.20053+0.289596j 0.321999-0.0556005j -0.0131796+0.0501227j 1.55156-0.824018j -0.343524+0.0676441j 1.00209-0.619132j -0.75004-0.141692j 0.408483-0.531537j -0.135039+0.345627j 0.11512+0.271772j -0.736167+0.428518j -0.0178631-0.419148j -0.630086+0.30147j 0.320062-0.049337j 0.0860539-0.293203j -0.18905-0.182288j -0.528606-0.269433j 0.600567+0.019886j -0.0987352+0.369831j 0.875616-0.579651j -0.355381+0.366079j 0.116975-0.114403j -0.286332-0.080753j 0.162274-0.302969j 0.330435+0.272044j 0.0135675-0.33787j 0.333537+0.0403324j -0.366828-0.209545j -0.155188+0.0257153j 
0.199276-0.0988664j -0.17746-0.0471718j -0.30736+0.11983j 0.0733462-0.0637356j -0.151234-0.167061j -0.0114173+0.0307491j -0.265577-0.116686j -0.652319-1.22636j 0.195767+0.291408j -0.367531+0.234094j -0.570165+0.709919j -0.520196-0.246874j -0.55739+0.0405319j -0.243297+0.00645244j 0.458914-0.295126j -0.365938-0.0058207j 0.37828+0.0181943j -0.200181-0.364224j -0.166643-0.613757j 0.0586976+0.124934j -0.176773-0.118288j -0.457084-0.126343j 0.110762+0.41156j -0.218668+0.251873j -0.631378+0.0893193j 0.623471+0.261777j -0.0331225+0.125039j 0.148254+0.172195j 0.091927-1.21683j 1.06882-0.448818j -1.07018+0.575517j 0.0224737+0.351456j 0.137732+0.118145j -0.040715-0.262416j -0.507795-0.166273j -0.291173-0.258554j 1.46775+0.0807932j -0.460366+0.519276j 0.886297+0.318386j -0.204408+0.0178227j -0.733154+0.634118j -0.455671+0.472992j -0.322849-0.0100577j -0.40891-0.378676j 0.29742-0.409058j -0.127656+0.25948j 0.0935358-0.412263j -0.327348-0.174657j 0.297015+0.0188037j -0.419436-0.19165j -0.371112+0.154613j 0.0572833-0.0279385j 1.03751-0.379677j -0.505209+0.434901j 0.0472578-0.374346j 0.264238+0.0176122j 0.57283+0.199468j -0.346712+0.0880346j 0.191759+0.0738902j -0.0120133+0.148893j 0.0633919-0.285215j -0.662688+0.1445j -0.00981503-0.0298487j 0.00364886-0.0940551j 0.257575-0.0491919j 0.0299273-0.169801j -0.0157285-0.0561072j 0.140817+0.0438996j -0.042453-0.0555305j -0.00496089+0.025968j 
0.0791598-0.277335j -0.292793+0.406723j -0.289633+0.163486j -0.219714-0.123699j -0.360358-0.000116324j 0.626813-0.447477j 0.0857234+0.439609j 0.0862446-0.0248322j 0.173571-0.0136082j 0.255087+0.112814j -0.299129-1.40077j -0.799548-0.483959j 0.415576+0.0385116j 0.312673+0.0574419j -0.425927-0.209892j -0.00203129-0.819219j 0.132869-0.16704j -0.576522+0.303857j -0.770922+0.343014j -0.576979+0.260531j 0.30243-0.143946j -0.731501+0.108556j -0.183554+0.194329j -0.626584-0.554418j -0.831593+0.0224404j 1.21265+0.540308j 0.032617-0.232173j 0.217749+0.214629j 0.566796-0.33909j -0.162983+0.162068j 0.407756-0.362483j -0.65583-0.108073j 0.12084+0.276998j 0.118731+0.109913j -0.0879917+0.431389j -0.0924411+0.172081j -0.155745-0.250926j -1.23903+0.808599j -0.135008+0.132049j -0.260609+0.185715j 0.577132+0.772304j 0.509809+0.32354j 0.195936+0.135229j -0.134807-0.0229676j 0.36423+0.249085j -0.279013+0.293285j 0.159908+0.0573474j -0.233572-0.312023j 0.374877-0.203633j -0.612694-0.201642j -0.532652-0.284777j -0.518094+0.0340701j -0.187016-0.0341549j -0.757393+0.321424j -0.0030397-0.364781j 0.048427+0.066626j -0.353184-0.00232314j -0.303967+0.0612351j 0.0769299-0.0981277j 0.0609872+0.113708j 0.141633-0.0847319j -0.132903+0.520159j 0.0254519-0.0412412j 0.0125186+0.0439843j 0.0758248-0.250886j 0.121545-0.139015j -0.0765355-0.247949j 0.180604-0.0749556j -0.164957+0.0958464j 0.0301969+0.0177347j 
-0.129006-0.460491j -0.0172227-0.211096j 0.0251624-0.0231988j 0.33617-0.155217j 0.449719+0.665305j -0.26591+0.270569j -0.24031+0.684383j 0.00417606-0.23061j -0.0380861-0.204215j 0.431328-0.258115j 0.264363+0.249535j 0.0961207-0.183322j -0.828931+0.323802j -0.429887-0.602861j 0.2651+0.794709j -0.263555+0.658566j 0.448078+0.264408j -0.37005-0.089256j 0.646631+0.559517j -0.208666+0.0199061j -0.0222147+0.469156j -0.325299+0.0300649j 0.806961-0.67038j -0.221799+0.123299j 0.230105-0.140071j -0.227703-0.108393j -0.775302-0.201383j 0.416716-0.112396j 0.608388-0.489861j 0.249924+0.00282967j 0.157306-0.423411j 0.293231-0.629808j 0.315322-0.126485j -0.523542-0.0226653j -0.308168+0.135967j -0.401161-0.267251j -0.142022-0.0162669j 0.046309-0.18993j 0.102194+0.0928644j -0.340419+0.424334j 0.362085-0.0182556j 0.173211+0.16115j 0.172861+0.102931j 0.176154+0.103571j 0.0093389-0.672576j 0.151624-0.397601j -0.205042+0.305335j 0.0289962-0.0533513j -0.283456+0.0496564j -0.368179+0.0491247j 0.133433+0.107249j 0.444201+0.123936j 0.0071148-0.0788941j 0.36809-0.11249j 0.0749577-0.112852j -0.0391325-0.275251j 0.278581+0.100915j -0.0186335-0.00958629j 0.0952755+0.167707j 0.097474+0.131371j -0.0667218-0.272177j 0.108293-0.292093j -0.109464-0.0471354j 0.309517+0.168107j -0.104024-0.0701629j -0.083945+0.23955j -0.182059-0.219724j 0.131509+0.291038j 0.0116633-0.0972867j 0.0253798+0.0259229j 
-0.418825+0.125188j 0.617019+0.139559j 0.424913+0.156607j -0.0492776+0.249856j 0.148461+0.28976j -0.685334-0.618852j 0.426304-0.283347j -0.17051+0.289947j 0.0288986-0.431402j -0.216818+0.0157239j -1.08228+0.868335j 0.0676596+0.784391j -0.0956714-0.288604j -0.0694574-0.225385j 0.0117582+0.253164j -0.50429-0.0110365j -0.482214+0.237114j 0.776643+0.0115486j 0.682596+0.225389j 0.570167+0.465181j -0.249571-0.279435j 0.798676+0.115583j 0.420858-0.286008j -0.103644+0.628871j 0.655417+0.470479j -0.488266-0.644405j -0.221619+0.263873j -0.0459274-0.171977j -0.798009-0.27513j 0.0113075+0.407878j -0.65029+0.255086j 0.43343+0.148967j -0.00741907+0.248121j 0.11258-0.347409j 0.660671-0.639728j 0.261306+0.100316j -0.3485+0.43196j 1.65347+0.183602j -0.133113+0.57422j 0.399928-0.168654j 0.638298-1.36339j 0.121791-0.732881j -0.061529-0.0679332j 0.0298817+0.0762354j -0.423818+0.449632j 0.536033-0.251535j -0.158565+0.0249905j -0.0336384-0.0479076j -0.574807+0.376626j 0.17235+0.594013j -0.010394+0.705683j 0.420078+0.0261842j -0.13246+0.63544j 0.869717+0.188178j -0.52374+0.655288j 0.0620029-0.203294j 0.1334+0.292707j 0.268334+0.266664j -0.281408+0.317105j 0.124309-0.240472j -0.322893+0.258122j 0.727594-0.254643j -0.0673613+0.154763j 0.00648194-0.0140376j -0.370946+0.228547j -0.22532-0.0931435j -0.230213+0.254687j -0.221975-0.139868j 0.182999+0.186007j 0.0211966-0.0468624j 
0.445763-0.436732j 0.260405-0.193459j -0.00539292-0.037693j 0.330194+0.307953j -0.542348+0.877116j -0.493567+0.05771j -0.86276+0.0704738j 0.302439-0.161358j 0.130374-0.131228j 0.59118+0.303747j 0.0408234+0.491492j 0.415241-0.0354983j -0.957704-0.638884j 0.371779-0.765567j -0.659513+0.757039j -0.893065+0.167265j 0.0887519+0.66749j -0.0498508-0.530983j -0.153011+0.834078j -0.153617-0.350325j -0.554418+0.211145j -0.146989-0.250181j 1.07243+0.500113j -0.107305-0.080719j 0.252726+0.0587461j -0.0880338-0.379117j -0.22988-0.945128j 0.371487+0.362441j 0.795985+0.45695j 0.0777625+0.212017j 0.586642-0.0836082j 0.780718-0.0297143j 0.26334+0.288606j -0.328706-0.530218j -0.24475-0.200928j 0.0537739-0.7081j 0.000939982-0.120868j 0.323173-0.161131j 0.00779615+0.0545127j -0.653923-0.150717j 0.0899096+0.456916j -0.154704+0.289604j -0.0268796+0.195572j 0.0606918+0.263769j 0.754578-0.332523j 0.494129-0.0164743j -0.489987-0.0287457j 0.0729642+0.0811479j -0.127654-0.307023j -0.200935-0.344335j 0.0368483+0.0808528j 0.117667+0.552107j 0.13607-0.110406j 0.33452+0.3012j 0.16531+0.0284089j 0.264823-0.146984j 0.00334355+0.323876j 0.0320411-0.0852399j -0.15128+0.19565j -0.1047+0.183002j 0.314246-0.220775j 0.310713-0.0435798j -0.0124043-0.146027j -0.0110005+0.422552j 0.0326262-0.172859j -0.302519+0.0833171j 0.172424-0.327758j -0.226964+0.371784j 0.110608-0.12j 0.0120226+0.00815966j 
-0.311178+0.383314j 0.22176-0.0888499j 0.524481-0.0851084j 0.27842-0.487213j 0.272274+0.0532412j 0.886962-0.45725j -0.474953-0.301938j -0.402256-0.217465j 0.402403+0.288732j -0.677792-0.712162j 0.659117-1.08246j -0.29535-0.528544j 0.0368072+0.730764j -0.272876-0.504473j 0.161854+0.019128j 0.0668549+0.244066j -0.0143563+0.0161594j -0.0226554-0.55874j -0.590217-0.257924j -0.482289-0.012069j -0.566377+0.73698j 0.60056+0.285259j -0.0798755+0.261508j -0.430043-0.813146j -0.131535-0.120731j -0.769551-0.223937j -0.096428-0.15682j -0.231433+0.267168j -0.174209+0.0823123j 0.12595+0.04257j -0.455501-0.0845418j 0.130402-0.0136403j 0.631032-0.197419j 0.348427+0.152997j -0.259816-0.319894j 0.182318-0.306727j -0.0137704-0.331848j -0.120933-0.877644j -0.0636748+0.211492j 0.356452+0.311313j 0.566363+0.0907269j -0.0198723-0.071284j -0.207392-0.156337j -0.244551+0.167259j -0.029388-0.116316j -0.145636-0.215412j 0.20755+0.369112j 0.00268126-0.0867347j -0.159427+0.176385j 0.39708-0.289634j -0.477922+0.136027j 0.0975557-0.199747j 0.452715+0.0371895j 0.0951998-0.265528j 0.321846+0.0881551j 0.113413+0.167848j 0.0686027+0.159287j -0.0453213-0.0333491j 0.324821-0.228915j 0.0533474-0.129804j -0.171977+0.364362j 0.1777+0.114251j 0.203676+0.00393132j -0.140411-0.020142j -0.125423+0.065827j -0.0586485-0.23608j 0.0370334+0.280499j -0.12516-0.219234j 0.0613019+0.199034j 0.0178316+0.101198j 
0.670658+0.184685j -0.226159-0.231226j -0.349619-0.577859j -0.666205-0.0920251j -0.159765-0.344861j -1.04915-0.639766j -0.0950421+0.593778j 0.0518567+0.512587j 0.0437205-0.472754j -0.364533+1.03291j -1.31154-0.0388233j -0.298853+0.698003j 0.667452-0.476667j -0.345689+0.581958j -0.0756238-0.152917j 0.277249-0.0443984j 0.0307607-0.160197j -0.590054+0.42536j 0.0139322+0.686891j 0.282274+0.466093j 1.10558+0.175994j 0.144282-0.559j 0.308086+0.181789j -0.427751+1.03594j -0.0510068+0.289974j 0.0216486+0.593181j -0.021336+0.169582j 0.398082+0.142366j 0.209722+0.261719j -0.0818394-0.327311j 0.0813851+0.361043j -0.019226+0.178495j -0.652354-0.692853j 0.0341959-0.368531j -0.112863+0.554493j -0.387248-0.114484j -0.250217+0.133123j -0.672432+0.721991j 0.237686-0.34675j 0.161361-0.545051j -0.248161-0.496041j -0.0920146+0.0700835j -0.05482+0.214006j 0.317322+0.266977j -0.128541-0.270421j -0.0982413+0.395869j 0.238928-0.45541j -0.0112055+0.297458j 0.226994-0.119037j -0.424199-0.285937j 0.448274+0.442199j -0.142872+0.135706j -0.120856-0.71752j -0.278407+0.177245j -0.0750476-0.561259j 0.136951-0.123674j 0.138082-0.147825j 0.0324976+0.0601181j -0.51477-0.404293j -0.206469+0.00718015j 0.486304-0.130775j 0.0291643-0.188402j -0.106527-0.27564j 0.00852978+0.155591j 0.128781-0.00125387j -0.24397+0.210623j 0.344363-0.172908j -0.22168+0.268484j 0.19397-0.223431j 0.132682-0.0873484j 
-0.493226+0.147306j 0.515894-0.260862j -0.804223-0.47989j -0.6588+0.609701j 0.0585612+0.365768j 0.244103+0.336723j -0.317069+0.151212j 0.237789-0.253121j 0.115074-0.291204j -0.0807896+0.095822j -0.653715+0.531827j 0.101284-0.202572j 1.13188+0.236893j -0.165447-0.0408813j 0.0117287-0.553046j -0.607622+0.275378j 0.0378075+0.121784j -0.0217566-0.348123j 0.407735+1.06977j -0.140069-0.125183j -0.0860761+0.0860533j 0.376699+0.0564942j 0.388454+0.329315j -0.611639+0.213581j -0.189658+0.107191j -0.208428+0.22282j 0.561767-0.00947162j -0.0761364+0.270642j 0.29529+0.255808j -0.339201+0.416304j 0.0176036+0.494064j 0.195471-0.265067j 0.202362-0.405331j 0.113759+0.0470419j -0.0935595-0.372052j 0.342056+0.171866j 0.193166-0.22826j -0.219533-0.0334696j 0.0588265+0.247171j 0.0803768-0.151716j -0.0761013+0.0462541j -0.339243-0.0132489j -0.227687-0.133693j 0.19592-0.214272j 0.0657325-0.0737585j -0.282346-0.0229025j 0.291633+0.142763j -0.143202+0.119614j 0.0449951-0.0729893j 0.246911+0.112941j -0.294052-0.214838j -0.256058+0.0331267j -0.191004-0.0235077j 0.0997534-0.133385j 0.117356-0.256943j 0.0610092-0.128825j 0.262927-0.11872j -0.0819876+0.073179j 0.222665+0.0269282j 0.265932+0.00959342j -0.472487-0.0224852j 0.000316791-0.125616j -0.0232268+0.00247991j 0.247945-0.0776394j -0.123502+0.0313924j 0.11943+0.0338637j -0.302534-0.0343012j 0.110789+0.00083261j -0.0876787-0.00904416j -0.0370889-0.0615344j 
-0.396052-0.598982j 0.587531+0.590096j 0.139932-1.22806j -1.18977-0.51555j -0.440974+0.304962j -0.332084+0.642626j -0.295455-0.315992j 0.599043+0.105543j 0.378725+0.00683585j -0.0589333-0.0232756j -0.875197-0.337757j 0.358693+0.0335136j 0.338308+1.50149j -0.0379627-0.22394j 0.760298-0.22242j -0.798082-0.592715j -0.031779+0.163632j 0.369841-0.318405j -1.00996+0.96903j 0.0565741-0.348289j -0.148563-0.17195j -0.00131067+0.546778j -0.272735+0.527372j -0.685317-0.542009j -0.18518-0.238236j -0.145077-0.143355j 0.349961+0.693062j -0.418758+0.0634043j -0.238527+0.458675j -0.579143-0.197229j -0.52844+0.303357j 0.288757+0.0613582j 0.532719-0.00487831j -0.00485524+0.172047j 0.408483-0.295261j 0.0169053+0.487182j 0.3734+0.240968j -0.145179-0.190249j -0.174263+0.223018j 0.200543-0.0232023j -0.15333-0.115446j -0.17522-0.401295j 0.0797242-0.292142j 0.354617+0.178235j 0.243324+0.154987j -0.141899-0.354007j -0.0524648+0.463945j -0.286877-0.169664j 0.209943+0.0713707j -0.0437486+0.366585j 0.167521-0.472261j -0.225873-0.297896j -0.00318617-0.217816j 0.138813+0.0332189j 0.436119+0.0688925j 0.192927-0.00185381j 0.301018+0.281069j -0.146844-0.0999195j 0.117149+0.326074j 0.121376+0.33638j -0.170666-0.606342j 0.0935343-0.0985438j -0.0249232-0.0152744j 0.255927+0.285993j -0.0854984-0.12617j 0.0311649+0.169198j -0.0815282-0.416649j 0.106028+0.19688j -0.0541433-0.161296j 0.107652-0.124944j 
