0.00207525-0.000770851j -0.000270769+0.00353768j 0.0129621+0.00138631j 0.00542308-0.000337002j -0.0155673-0.00442394j 0.0160203+0.00559785j 0.0023887+0.007857j -0.00284403-0.000340215j -0.00186229+0.00167814j -0.00483313+0.00932257j 0.0169446-0.0070806j -0.00184269-0.00118846j -0.0181798-0.00378004j 0.0053912+0.00213784j -0.00811679-0.013621j -0.00719563-0.0108936j -0.00432043-0.00387398j -0.0169307-0.00233966j 0.00287275+0.00293447j -0.00493145+0.000806128j -0.000994071+0.00151683j -0.0108769-0.00263527j 0.0172484-0.00553436j 0.0142433+0.00123332j -0.0136915-0.00242j 0.0217096-0.00269049j -0.00311319+0.0104019j 0.00516693+0.00146413j -0.00213307+0.000477923j -0.000957151+0.00224621j 0.000504789-0.0022855j 0.000967944-0.00319179j 7.58016e-05-0.0012338j 1.73106e-05-0.00294427j 0.00109913-0.000225862j -0.000750662-6.28023e-05j 0.000982581+0.00311241j -0.000990679+0.00140305j 0.000175197+0.00172128j 0.000829436+0.00149749j 0.00350435+0.000771464j -0.000501397+0.00131112j 0.00478855-0.00312819j -0.00173671-0.0028054j -0.00128685-0.000375979j -8.25797e-05+0.00191388j -4.2894e-05-0.000363371j -0.00214105-0.000233763j -8.22217e-05+0.000872316j 0.000862017-0.00340033j -0.00177141+0.000111375j 0.000177331-0.000465221j 
-0.00118614-0.00356183j 0.00360038+3.12446e-05j -0.00110535-0.000614864j 0.0111241+8.98313e-05j 0.0205609+0.000768882j 0.00452697-0.000177752j -0.0017652+0.000777127j 0.00380742-0.0042825j -0.00142582-0.00254915j -0.00159512+0.00524869j 0.00231819-0.00436913j 0.000967228-0.00395107j 0.00100751-0.000682j -0.000443485-0.00321512j 0.00284252+0.000689361j -0.00105038-0.00541047j -0.000653152+0.00824486j 0.00150279-0.0090543j 0.00336839-0.00893193j 0.000845668-0.000961472j -0.000351816+0.00995158j -0.00257833-0.000462429j -0.000445679-0.00979579j -0.00177144+0.00711183j -0.000281496+0.00468071j -0.00115528+0.00401936j 0.00202329+0.00625553j -0.00225793+0.000341015j -0.00281339-0.00255125j 0.00350478+0.0103473j -0.00408027+0.00950292j -0.00153167-0.00386174j -0.00185889-0.00269899j 0.00576457-0.0114401j 0.00321178+0.00963195j -0.000820372-0.00268796j 0.00282302+0.00222909j 0.0070396-0.021105j -0.0132069-0.0124841j -0.0042569+0.00015048j -0.00801587-0.00540486j 0.00376827-0.0103233j 0.00158859+0.000260347j -0.00107757+0.000324832j -0.000669654-0.00050277j 0.000676592+0.000790245j 0.00127849+0.00277819j 0.000779459+0.00303799j -0.000888899+0.00197255j -0.00164996+0.00177907j -0.000236412+0.000405766j 5.08111e-05-0.000116205j 
0.000610778+0.000895839j -0.00200435+0.000138212j 0.00547524+0.000547349j -0.00205076+0.000496118j -0.0111334-0.00106781j 0.00281498+0.0017448j -0.000774308-0.00100709j -0.00101429-0.000299738j -0.0015868-0.00177401j -0.000539941+0.000632896j -0.00152072+0.00374939j -0.000967934+0.00117901j -0.000104865+0.00231187j -0.00021667+9.62229e-05j -0.00138194+0.00879049j 0.00302594-0.011778j -8.27174e-05+0.00374784j -0.003124-0.00183024j -0.000290181-0.0145724j -0.000769387-0.0062791j 0.000689659-0.000683049j -0.0003+0.0077828j -0.000509499+0.00116243j 0.00155812+0.00343501j -0.00147473+0.000394448j -0.00279885+0.000124222j 0.00136444+0.00118337j -0.000670778+2.0155e-05j 0.00146151-0.00159571j 0.00893654+0.00936714j 2.78678e-05+0.00710706j -0.00182149-0.00290011j 2.35796e-05-0.0114858j 0.000161164+0.00272805j -0.00357562-0.0092373j 0.00370351+0.00676384j -0.0034841+0.000152901j -0.0131649-0.0196057j 0.0139411+0.00559164j 0.00919693+0.00852663j 0.00189802-0.00596252j 0.0122592-0.00803613j 0.00290065+0.00108848j -0.00229204-0.000479469j -0.000750181-0.000453171j 0.00175539+0.000803952j -8.03285e-05-0.00580325j 0.00170588+0.00198552j -0.000546538+0.00142651j -0.000911356+0.000487478j -0.000562656+0.00024009j 0.000185158-0.000165343j 
0.00110976-0.00238444j 0.000841052-0.000139657j 0.00419013+0.000999945j 0.00617992+0.000240301j 0.0079149+0.00154751j 0.0068575-0.000575758j 0.00101082+0.00194442j -0.000549307+0.000823113j 0.0011322+0.00576962j 9.03327e-05+0.00249871j -0.00108009-0.00199894j -0.00139243+0.0107952j -6.53183e-05-0.00104239j 0.00371603-0.00553236j -0.00217797-0.00651538j 0.00329049+0.0094352j -0.00222565+0.0064472j 0.000949925-0.0120626j -0.00342201+0.00232005j -0.00272881+0.00672448j 0.00148718+0.00830319j 0.00181171+0.00107462j 0.00210425+0.00267914j 0.00173215+0.00251293j 0.00183935+0.00127854j 0.000750172-0.0053062j -0.00174974-0.000694098j 0.00123809+4.82258e-05j 0.000867795+0.00348285j -0.00733096+0.00715678j 0.00744204-0.00154455j 0.000158398+0.000391754j -0.000182039-0.0192516j -0.000872234+0.0120131j 0.00174614-0.00899505j -0.00116899+0.00912216j 0.00172815-0.00456532j 0.00529524-0.00687163j -0.0063841+0.0208721j -0.00760943+0.008265j 0.0106725+0.00307343j -0.00496939-0.00383116j -0.00451428+0.00397389j 0.00256942+0.000661568j 0.000741127+0.000360549j -0.00139256-0.0010401j 0.00106384+0.000709452j -0.00197551-0.00300005j 0.00102021-0.00111573j 0.00198691-0.000941342j 0.000175981-5.28329e-05j -0.000129421-6.92223e-05j 
-7.62346e-05+0.000629872j -0.00175706+0.00106146j 0.000711318-0.00217367j -0.00325155+0.000296834j -0.00700011+0.000387998j -0.00245995+0.000285753j -0.000574448-0.00225496j -0.000882138+9.25183e-05j -0.00165528-0.00591237j -0.00177505+0.000664186j -0.00168386-0.00157269j 0.00065569-0.00751672j 0.00044698-0.00189538j -0.000388336+0.0048728j -0.00104001-0.00788199j 0.000637838+0.0150761j 0.000696335-0.00301633j -0.000264982+0.000562074j -0.00084084+0.0064401j -0.0031216-0.00209404j 0.000846093+0.00637272j 0.00117066-0.00304898j -0.00122281+0.00201272j 0.00241113+0.000499869j -0.000421452-0.00112912j 0.00129268-0.00485442j 0.00349544+0.00511994j -0.000252487-0.0010898j 0.00566805-0.00151623j -0.00343617+0.00426268j -0.00462266+0.000991579j 0.00167137-0.000785489j -0.0371649-0.00033625j 0.020227-0.00247505j 0.000282225+0.000535515j 0.00850791-0.00013509j -0.00992519+0.000859472j -0.0057537-0.00711018j 0.00611266+7.32543e-05j 0.000802822+0.00100318j -0.00316874-0.00117999j -0.00204516-0.00168634j 0.00709554+0.000876251j -0.000615449+0.00143124j 0.000693041-0.00050692j -0.000343208-0.000379547j 0.00125252+0.00580797j -0.00047126+0.000128338j -0.00200502-0.000156203j 0.000375229+0.000341229j -8.82962e-05-0.000376325j 0.000446687+9.94281e-05j 
-0.000356657-0.00143975j 0.000587998+8.35036e-05j -0.0038584-0.0027253j 0.00246907-0.00235419j 0.00553497-0.00250597j 7.11407e-05+0.00285115j -0.00137205-0.00429985j 0.00249562-0.00248615j 0.00255846-0.00448689j -0.00368904-0.0104438j -0.000107064+0.00234971j 0.000271412-0.014856j 0.00470764+0.00629909j 0.00124863+0.00860011j 0.000750724+0.00121495j -0.00317869+0.00934054j -0.00256165-0.0173561j -0.000785289+0.0104871j 0.000645987+0.0131436j -0.00101854-0.0150541j -0.00332267-0.00534603j 0.00182047+0.00578366j 0.00222021-3.46402e-05j -0.000628415-0.00567418j 0.00108356-0.0147783j -0.000365873-0.00765024j 0.00151392+0.00577659j 0.000463813-0.0047374j 0.0109036-0.00672773j 0.00406685+0.00337564j 0.0037358-0.00250243j -0.0015659-0.00271502j 0.0134687-0.00389135j -0.00304203-0.000590383j 0.00161086+0.0238204j -0.00742561-0.000245765j -0.0151871+0.00459946j 0.00334037-0.003558j 0.00116288+0.00419632j -0.0197314+0.00311455j 0.00534272-0.00261854j 0.00107096-0.00489602j 0.0136241+0.00240325j -0.0034273+0.00196313j 0.00174005-0.000429534j 0.0012067-0.0012803j 0.000149435-0.000886028j -0.00147011-0.00123971j -0.00264493-0.000553455j -0.000469962-0.00048208j -0.00105279-3.36658e-06j 0.000586825-0.000104074j 
-0.00021588-0.00136075j -0.00101934-0.00185614j 0.00706473+0.0028702j 0.00521059-0.00153886j 0.00470754-0.00635429j 0.00318358+0.00312379j 0.00025422+0.000140797j 0.000679688+0.00670488j 0.00244034-0.00106973j -0.00544519-0.00434089j -0.000251777+0.00701181j -0.00217205-0.00251526j -0.00230844+0.00369984j -0.00270644+0.0066796j 0.00288506-0.0150356j 0.00436607+0.0178604j 0.00038678-0.0166962j 0.00346165+0.0108043j -0.000924299+0.00209879j -0.00292606+0.000734723j 0.00330858-0.00862552j 0.00290552+0.003605j -0.00137786+0.0142523j 0.000599441-0.00689562j -0.00298758-0.00380528j 0.00324585-0.00845338j -0.00125756-0.00436708j -0.00447178+0.00370469j -0.00858606+0.00351714j 0.00896163-0.00305135j -0.00783671+0.00550064j 0.00370436+0.00262378j -0.000896779-0.00695276j -0.0103485+0.00299139j -0.00058243+0.0047979j -0.00174111+0.00208308j 0.00493278-0.000131215j 0.00497789+0.00582502j -0.010337+0.0042567j 0.011994+0.00825652j -0.0109393-0.00542296j 0.00805221-0.000452086j -0.00750939-0.00174257j 0.00375044-0.000183852j -0.00145362-0.00105612j -0.000211761+0.00026177j -0.000123221+3.16849e-05j 0.00455574+0.00373781j -0.00125504+0.00133027j 0.00150612+0.00339668j 0.00141156-0.00115386j 0.000484085+0.000470096j 
0.00186713-0.00309624j -0.00216475+0.00379484j 0.0314327-0.00216102j 0.0125048+0.00301982j -0.00344898-0.00331995j 0.00288235-0.00139721j -0.00278586+0.00121977j -0.00193994-0.0003605j -0.00480805-0.00026366j 0.00139822-0.00197373j -0.00290258+0.00553299j -0.00275058+0.00163425j -0.00216981-0.000143833j 0.0012459+0.00283285j 0.000456855+0.00139837j 0.000326487-0.00271456j 4.77855e-05-0.000776209j 0.000454778+0.00807874j 0.000734593-0.00533436j -0.00130312-0.00354996j 4.88756e-05-0.00709233j -0.000716689+0.00108286j 0.00090895+0.00290049j 0.0011028+0.00137862j -0.00144355+0.000892238j -0.000363399+0.00339203j 0.00058055-0.00072469j 0.00251108-9.29122e-05j 0.00522002+0.00164876j -0.00664081+0.00401619j -0.00168673+0.00119122j 0.000780046-0.00136214j 0.0012794+0.00565915j 9.98232e-05+0.00188081j 0.000112167-0.0029355j -0.00148732-9.28461e-05j -0.00295906-0.00162453j 0.00161078+0.00218281j -0.000837849+0.00347827j -0.00740192-0.00249061j 0.00497646+0.0018142j 0.00512237+0.00214651j -0.00356028+0.000225083j 0.000528801+1.68372e-05j 0.0010081+0.000357467j 0.000523133+0.000931399j 0.00122052+0.000103799j -3.96388e-05+0.000366556j 0.000786107+8.40536e-05j 0.00043602-0.00072638j -0.000116948+0.000171078j -6.2415e-05-8.31861e-05j 
-8.27387e-05+0.000476647j -0.00137527+0.00086364j -0.000731331+0.000221378j -0.00191751-0.000766137j -0.000515323-0.000501609j -0.00581494-0.000721814j -0.000541298-0.000906999j 0.00196927+0.00281358j 0.0017935+0.000373384j -5.34761e-05+0.0020531j -0.00134284-0.00135121j -0.0012814+0.00163618j -0.000837751-0.0112974j 0.000193134+0.00519593j -0.00138891-0.000725024j 0.000985009+0.0131527j 0.000819427-0.00152381j -0.00150127+0.00631459j 0.00316335+0.00907331j 0.000983844+0.00613908j 0.00110876+0.000563601j 0.000636732-0.0117587j -0.00196437-0.000276708j -0.000316893-0.00201912j -2.68697e-05+0.00608082j 0.00276031+0.00102158j -0.00164779-0.000620423j 0.00088587+0.00239388j 0.00718625+0.00259297j 0.0037671+0.0141477j -0.000204629+0.00163011j 0.000515134-0.00372317j 0.00806615+0.0288762j -0.00227355-0.00720405j -0.00239836-0.0304759j -0.00149808-0.00202974j -0.00564175+0.00276336j 0.000753079-0.00483623j -0.00220192-0.00944381j 0.00174239-0.00347686j 0.0040542-0.00490196j 0.00454719-0.00476574j 0.00173021-0.00135154j 0.00341922+0.00017798j 0.000191306+5.65897e-06j -0.000465419+0.000507537j 0.00449254-0.00240374j -0.000746582+0.000968227j -0.00283473+0.00161869j 0.00200648-0.000319075j -0.000727313-0.000733671j 0.000807872-0.000307384j 
-0.00138192+0.00182136j 0.00149167-0.00196759j -0.0131406+0.000490649j -0.00413376-0.0042333j -0.00206742-0.00210588j 0.00383648+0.00145134j 0.00103329+0.00184683j -0.00475521-0.00493406j -0.00150859+0.00171261j 0.000154448-0.00805494j 0.000514907-0.00191213j -0.000612751-0.00772961j 0.00317426-0.000172401j -0.00342971+0.00603035j -0.00365561+0.00342907j -0.00368977-0.00362092j -0.000860204-0.0103859j -6.599e-05+0.0130708j -0.000498925-0.0119901j 0.00289905-0.00548755j -0.00251501-0.0147304j 0.000506266+0.00505847j -0.000966731+0.00483697j -0.00121995-0.00413744j -0.00191576-0.00302654j -0.000423106+0.00235057j -0.00142802-0.00506536j 0.00232658+0.00169624j 0.0021527+0.00518182j -0.0146796+0.00396154j -0.00529962+0.00460644j 0.00403941-0.00221735j -0.00582898+0.0019131j 0.00230394+0.00946191j 0.00121468-0.00326773j -0.000807552+0.0030908j -0.00149815-0.00390572j 0.0035307+0.00568404j -0.00273927+0.0153537j -0.0068031-0.00207152j 0.00271439+0.00634718j 0.0155704+0.00388446j -0.00768092+0.00241225j 0.00108116-0.00230037j 0.000541346+0.000889677j 0.000922006+0.00097048j 0.00236238+0.00135395j 0.00197724+5.51028e-05j 0.00144785+0.000896202j 0.00123511+0.000640281j -0.000113489-0.000498295j -2.74981e-05-4.91527e-05j 
-0.000239862+0.00212886j 2.29743e-05-0.00214907j -0.0108721-0.00303424j -0.00747393-0.00348468j -0.00848326+0.000533638j 0.0042175-0.00110357j 0.00234385-0.00338396j -0.000797955+0.00690704j 0.000253874-0.00798526j 0.00275839+0.00363751j 0.00339018-0.0022388j 0.000934169-0.00656941j -5.90817e-05-0.00659657j -0.000557437+0.00631533j 0.00298575-0.00162786j -0.000223078+0.00698937j 0.00420216-0.00176245j -0.000354242+0.00604864j 0.00255366+0.0111069j 0.000220283-0.0022178j 0.00450064-0.000342749j -0.000733092-0.0108831j -0.00263807-0.00468793j 0.00318588+1.65677e-05j -0.000802754+0.00168663j -0.00145648+0.00193051j 0.00710657+0.0149893j -0.00437065-0.00430243j -0.00709759-0.00862555j 0.00231919-0.00361971j 0.00195562+0.00933474j -0.000645887+0.000717593j 0.0047917-0.00723891j -0.0010779-0.00625985j -0.00103383-0.0143513j -0.000679762+0.00239272j 0.000342125-0.00404573j 0.00383459-0.0240706j 0.000636041-0.0039197j -0.000689726-0.000245076j -7.2174e-05+0.00559187j -0.00412734+0.00206363j 0.00201474+0.00646292j -0.000972049-0.000904846j 0.000107534-0.00100944j 0.0013069-0.00245936j 0.00157929-0.000827675j 0.00246118-0.00178279j 0.00141922-0.00193325j 0.000173473+0.00192088j 0.00124388-0.000848241j -0.000238674+0.00061458j 
0.000443722+0.00139631j 0.00218736-0.00161595j -0.00176125-0.000906293j -0.00329152+0.00176937j -0.00492524+0.00141774j -0.000199287+0.00414285j 0.000127783+0.000666294j -0.00480783+0.00120036j 0.00672427-0.000508756j -0.00406631+0.00285739j 0.000829643-0.00579398j -0.000637798-0.00745938j 0.00282286+0.00721175j -0.00164058+0.00197765j -0.00389386-0.00662438j -0.000338705+0.00177324j -0.00210989-0.0029721j -0.00141307-0.0134958j -0.000731332-0.00289833j -0.0018952-0.0091708j -0.0022312+0.00412944j 0.00195863+0.0184237j 0.00145976+0.00484417j -0.00351634+0.00203806j 0.00283153-0.00534238j -0.00175857-0.00294775j 0.00039578-0.0119054j 0.00108516-0.00107253j -0.00958108-0.0061528j 0.00355904+0.00725648j 0.00176417+0.00276294j -0.00215888+0.00101341j -0.00489219+0.0137541j 3.53389e-05-0.00380988j -0.00311845+0.00243891j 0.00423243+0.000372274j 0.0159624+0.00614221j -0.00172174+0.0241544j 0.0011982+0.0190802j -0.000780061+0.0146419j 0.00157881-0.00376518j -0.00234035-0.000810303j -0.00520456-0.00153487j -0.00373122-0.00312384j -0.0014971-0.00110852j 0.000187848+0.00123447j 0.00375401-0.000251001j -0.000441605+0.000792883j 0.00368127-0.000516006j -0.00402349-0.00207585j 0.000393618+0.00111573j -0.00118629-9.36724e-06j 
-0.00052882-0.000248153j 0.00091786-0.00263174j -0.000329323+0.00126293j -0.000381444-0.00305697j 0.00214037-0.00304304j -0.00206211+0.00196645j 0.00305112-0.00314602j -0.000571097+0.012064j -0.00106569+0.00160742j -1.519e-05-0.00551657j 0.00210654+0.00661572j 0.00171001+0.0083833j -0.00161786-0.00313164j 0.00128937+0.00237756j 0.00465686+0.0182002j 0.00220504-0.00453926j -0.00029581+0.00161599j 0.00126569+0.00626895j 0.000729792-6.99156e-05j -0.000548217+0.000690156j 0.00210281-0.00175131j 0.00222676-0.00406396j 0.00123158+0.00565006j -0.00138451-0.00471547j -0.0041602-0.00400755j -0.00244902-0.00796055j -0.00318117-0.000735089j -0.00577397-0.00828865j -0.00389901-0.020698j -0.00506518+0.00318537j -0.00945876+0.00434806j -0.000175545+0.00248826j -0.0035289-0.00592784j -0.000614948-0.00737823j 0.000276879+0.0035423j -0.000826592+0.00166599j 0.00108638+0.011308j -0.00145957+0.00688996j 0.000802367-0.0126104j -0.00698423+0.0154488j 0.00926805-0.00267385j 0.00926778+0.000290551j 0.00310845-0.00478403j -0.000269302+0.00237217j -0.000634696-0.00279724j 0.00314828-0.00271963j -0.000448856+0.000612863j 0.000373019+1.35351e-05j -0.00107192-0.000917757j -0.00257513+0.000205957j 0.000458951+0.000710625j -1.59569e-05+7.06082e-05j 
0.0010783+0.000869631j -0.00296194-0.000659588j 0.00267113+0.00302609j -0.00202628+0.000832071j -0.00600745-0.000952462j 0.00093962+0.00151704j 0.00158994-0.00574856j 0.0071622+0.00558488j 0.000408655+0.01293j -0.00148125-0.000133505j 0.00270885+0.00867789j 0.0019548+0.0121284j 0.00348493+0.00872097j 0.00145457-0.00518665j 0.001655+0.0151437j -0.00331618-0.0188098j -0.000991546+0.00524586j -0.00195803-0.00843088j 0.00231761+0.0097779j -0.00184689-0.0012605j 0.00128816-0.0057684j -0.000141007+0.00887612j 0.00133936-0.00242036j -0.000465067-0.00604569j -0.00108404-0.00583379j -0.00191176-0.00169091j 0.00118295+0.00735963j -0.00670446+0.00418328j -0.0104281+0.00765795j -0.00212062+0.00135021j 0.00714795+0.000715366j 0.00393995-0.00373651j -0.0118209+0.00850204j -0.01001-0.00249809j -0.00338635+0.0297047j -0.000415722-0.00388445j -0.00367302-0.000335368j 0.0056222-0.010924j -0.00134113+0.00146553j 0.00361113-0.00156057j 0.00297884+0.00204089j 0.00536143-0.000224278j 0.00806018+0.0021757j 0.00012975+5.32227e-05j -0.00307676+0.00167885j 0.000139786-0.00168865j 0.00253436+0.000515358j -0.000574771-0.00291184j -0.00269337+0.00036554j 0.00192328+0.000363936j -0.00107545-0.000695267j 0.000684614-0.000278635j 
-0.000655684-0.00175372j 0.00346978-0.00105759j -0.00874015-0.00891195j 0.000780619-0.00267366j 0.00711413+0.00169382j -0.00344666+0.00251501j 0.00551941-0.00498825j 0.000359868-0.00672802j -0.00022485-0.0123696j 0.00197539-0.00384337j 0.00128905-0.0186189j -0.00104044-0.00824528j 0.000611187-0.00804857j -0.000381638+0.00993939j -0.00291662+0.00262111j -0.00194282+0.00874662j -0.00265224-0.00240371j 0.000471308+0.00132038j -0.00160172-0.00200914j 0.00334275-0.0073831j -0.00365308+0.00172419j 0.000441167-0.00522521j -0.000189489+0.00422731j -0.00170728+0.00179229j 0.000796312+0.000775574j 3.25709e-05-0.00273569j -0.00138572-0.00604972j -0.00472298+0.00217709j -0.013134+0.00756829j -0.0020544+0.0048215j 0.00639281-0.00724786j 0.00115002+0.000950001j -0.00322718-2.59683e-05j -0.00887065+0.0119593j -4.86154e-05-0.0152282j -0.000359661+0.00280779j 0.00333408-0.00542579j 0.00249975+0.00364598j -0.00497459+0.00013503j 0.00454222-0.00214776j 0.00693295-0.00845245j 0.00120645+0.000528116j 0.00751669+0.0025796j -0.00362217+0.000558756j -0.00323079+0.00170039j 0.000370459-0.00111128j -0.00174249-7.71428e-05j -0.00300668-0.00168517j -0.00187625-0.00158177j -0.00360279-0.000744188j -0.000448497+0.000576545j -0.000141296+2.15435e-05j 
0.000625577-0.00216124j 0.000955114+0.000562843j 0.0145386-0.0078366j 0.00601871+0.00143711j -0.00202131-0.0020129j -0.00175243+0.00282247j -0.00565127-0.00947834j 0.00128428+0.00838008j -0.00697412-0.0163998j 0.00404816+0.00186866j -0.00105902-0.0030306j -0.00485447-0.0131232j -0.00320541+0.000888802j 0.00339963+0.0113575j 0.000937834+0.00417272j -0.0012408-0.00026456j 0.00118911-0.00259553j -0.00170495+0.000484169j 0.00072249+0.00376633j -0.00397225-0.0125308j -0.000795347+0.00617061j -0.00321688-0.00360634j 0.000343311-0.00221733j -0.00106094+0.00426692j 0.00404684-0.00035791j -0.00413971-0.00185842j 0.0030789+0.00213505j -0.00115054+0.000822483j -0.0104347-0.00503547j -0.00254839-0.00671915j 0.00400281+0.00603117j 8.22579e-05-0.000600886j -0.00314577+0.00156171j -0.00691095-0.0030071j -0.000901809-0.00396239j 0.00080971+0.000680529j 0.00981227+0.00859095j 0.00105562-0.00733057j -0.00185879-0.00467771j 0.00386525-0.0063526j 0.00222575+0.00798573j -0.00145169-0.00111214j 0.00571578-0.00676105j -0.00654253+0.00278601j -0.00292608-1.28097e-05j 0.00115813+0.000189734j -0.000159281+3.71506e-05j 0.00107877-0.00323947j 0.00122398+0.000556149j -0.00352405-0.00143854j 8.38556e-05+0.000884285j -0.000524956-0.000352854j 
0.00163001-0.000160264j -0.00045818+0.00738324j 0.00653751-0.000859564j 0.00189052+0.00324663j -0.00317159+0.00477946j 0.000501083-0.0012614j 0.00917033+0.00939993j -0.00521061-0.0305574j -0.00393417+0.0110203j 0.000853729-0.000454696j -0.00577352-0.00994451j -0.00267593-0.00388818j 8.74871e-06-0.0054636j 0.00771251-0.0040157j 0.0017174-0.0051758j -0.00063366+0.00390432j -0.00243863+0.00250459j -0.00021888+0.00282948j -0.000437405-0.00351074j -0.0031631-0.00478055j 0.00378486-0.000891384j -3.62371e-05+0.00570581j -0.000222383+0.00051766j 0.00458247+0.00636809j -0.00202853+0.000260535j 0.00194023+0.00208108j 0.000239293-0.00702713j -0.00908612-0.00301179j -0.00604466-0.00657145j -0.00111325-0.000760057j 0.00461757+0.00583159j -0.00491574+0.00262301j 0.00284743-0.00117934j 0.00321946-0.00640905j 0.000850552-0.00963063j -0.000828754+0.000381398j -0.00765995+0.00369588j -0.00213987+0.0139784j 0.00133568+0.0118116j -0.00419756-0.00180783j -0.00664701+0.0080701j 0.00120571-0.00197277j 0.00915814-0.00831951j 0.0022934+0.00201527j -0.00136516+0.00227289j -0.000506189-0.00108919j 0.000310212-0.000310006j -0.00511026-0.00245686j -0.00160849+0.00337954j 0.00172259+0.00172207j -0.00222975+0.00260586j -0.000136148-0.00132252j 
-0.000740779-0.00116436j 0.0024985+0.00178527j -0.00144251-0.000748537j 0.00291156-6.25754e-05j 0.00693942+0.000358804j -0.00205881+0.000808491j -0.00443243-0.000407364j 0.0056827-0.00341474j -0.00308534-0.000279062j -0.000478819-0.00155597j 0.00364608-0.00211053j -0.00184598-0.0019941j 0.00085913+0.00024461j -0.00113165-6.9629e-05j 0.00590813+0.000504446j -0.00020228-0.00242886j 0.00101677-0.00140932j 0.0018763-0.000762979j 0.00210039+0.000204447j -0.000335059+0.000570915j 0.00371654-0.00084418j -0.0032072-0.0013122j -0.00484347-0.00365508j -0.000642839-0.0033212j -0.00564677+0.000760624j -0.00273266+0.00325931j 0.0160158+0.00639037j -0.00246219+0.0017729j -0.000836184-0.00573646j -0.00124245-0.000421072j 0.00083397-0.00443741j -0.000750249-0.00124132j 0.00222471+0.00209221j 0.0048946+0.00607164j -0.00657465-0.00200688j 0.00169493+0.00373187j 0.000845228+0.0149083j 0.0141889-0.00167869j 0.0128213+0.00425891j -0.000580275-0.00015145j -0.00200074-0.00585547j 0.00137707+0.00374204j 0.000704394-0.0122882j -0.000148302+0.00197282j -0.000366501+0.000583408j -0.00069126-0.000564272j -9.38728e-06-8.30306e-05j -0.00134696+0.00158677j -0.000665293+0.00405108j -0.00132943-0.000514565j -0.000264953+0.00148663j -0.00021235-0.00101592j 
8.51637e-06+0.000531514j 0.000111367-0.000179311j -0.00105247+0.00191727j -0.00164466-0.000337057j -0.000994163-0.000254346j 0.00207558-0.000696875j 0.000815793+0.00647402j -0.000638817-0.00063806j 0.000942577+0.00268491j -0.00106417-0.00265867j 0.000651323+0.00509349j 0.00158267+0.00208718j -0.00037882-0.000486914j 0.000648205-0.00539149j 0.00252897-0.00233558j 0.000271275+0.00144209j 0.000692798+0.000254107j -0.000991057+0.00216264j 0.00151267-0.0024208j -0.00135515+0.00481754j 0.00138228-0.000904279j 0.000599805-0.00218997j 0.000455027-0.000913771j -0.000157407-0.00139517j 0.000334372+0.000976106j -0.00213851-0.000768965j -0.00446341+0.000532445j 0.00520321+0.00379564j -0.00734191-0.0037096j 0.00172545+0.00647278j -0.00266949-0.00717658j 0.00513916+0.0106352j 0.00423182+0.00250651j 0.00721197+0.00691959j 0.00225841+0.00172947j 0.00048472+0.00206001j 0.000691077+0.0122474j -0.00618103-0.00423704j 0.00118627+0.00544613j -0.008792-0.0109492j 0.000689694+0.0107092j -0.00107181-0.00969792j -0.000376504-0.00695765j -0.01177+0.0204525j 0.00950523+0.00199699j -0.00168342+0.00322729j 0.000122503+3.92408e-05j 0.00154252+0.00275265j -1.28885e-05-0.0136533j -0.00891808+0.00563778j 0.012969-0.00650005j -0.00117874+0.00712677j 
4.87461e-05-0.000525405j 0.000703036+0.0036416j -0.000413579-0.000474762j -0.00040926-0.000226396j 0.000132449+0.00179765j 0.00131772-0.00063151j 0.00295901+0.00108587j 0.000171209-0.00753022j -0.00263452+0.00222007j -0.000139204-0.00121013j -0.00030398-0.00472294j -0.000790441+0.000441129j 0.000594402-0.00414127j 0.00319732-7.79584e-05j 0.003259+0.00656328j -0.00159137+0.00216579j -0.000577941+0.0037867j -0.00248375+0.00111577j 0.00200422+0.00387846j -0.00334061-0.00470705j 0.000689975-0.000649685j 0.00100912+0.000805281j 0.000578773+0.0036115j -0.000933167+0.000863471j 0.00034184-0.00299742j -0.00200232-0.0046542j -0.00138283+0.00329061j -0.00026878-0.00398724j -0.00599511-0.00796j 0.000946106+0.000714369j 0.00403274+0.000757841j 0.00801986-0.0072424j -0.0046637-0.00578238j -0.00611769-0.00877712j -0.00139935-0.00284833j -0.000564455+0.000745742j -0.00424511+0.00258006j 0.00127115+0.00316562j -0.00521136-0.00473781j 0.00812426+0.0144492j 0.0051913-0.00818096j -0.00668933+0.00672659j -0.00916737+0.00300907j 0.00418355-0.015154j 0.00677686-0.00302756j 0.00157525-0.0015138j -8.71636e-05-0.000142471j -0.00179395+0.0088229j -0.00730523-0.0117095j 0.0125846-0.00120877j -0.000724314-0.0149601j 0.00460758+0.00616529j 
