0.0064822-0.00113811j -0.00113127-0.00616206j 0.00259429+0.00371983j 0.00526061-0.00213861j -0.00143937-0.00250762j 0.000880756+0.00367755j -0.00498035+0.00134478j -0.00124172-0.000848694j 0.00110713-8.89487e-05j -0.00142355+0.0029881j -0.00304439-0.00352425j -0.00325248-0.00453662j 0.0053629-0.00372993j 0.000637724+0.00185589j 0.00154538+0.00274334j 0.000914268-0.00205432j -0.000299216+0.00137083j -0.00238348+0.000580604j 0.0049837+0.0046877j -0.000525711-0.00248639j -0.00122938-0.000648597j -0.00224157-0.00174912j -0.0013454-0.00266932j -0.00118567-0.000732045j 0.00249467-0.000975753j 0.00387677+0.000808263j 0.0043778+0.000814052j 0.00200559+0.00156995j -0.00129476+0.000208526j 0.00373328-0.000175919j -0.00306831-0.0016151j 0.00096829+0.00154499j 0.000414826+0.000693518j 8.81866e-05+0.00435827j -0.00180129-0.00233215j -0.00462765+0.00187134j 0.00123448-0.00111935j -0.000614153+0.000430389j -0.00208297+0.000545321j 0.00444106-0.00510361j 0.00213173-0.00150197j -0.00240176+0.00299734j 0.00137114+0.001093j 0.000292069-0.000542307j -0.00279602-0.00113353j 0.0010404+0.00141614j 0.00294959+7.09073e-05j 0.00196447+0.000137229j 0.000123623-0.000702653j -6.72277e-06+0.000115494j 0.000539375+0.00197235j -0.00184055-0.0017345j 0.000662557-0.00246207j 0.000665135-0.00212891j -0.000336551-0.000627206j 0.000954098+0.00202407j -0.00115049-0.00206758j -0.00254055+0.00195825j 0.000987031-0.00942919j 0.0127167+0.00374249j -0.00482165+0.0079693j -0.00161537+0.00311545j -0.00135229-0.00500782j -0.00360999-0.00437486j 0.000633245+0.000684858j -0.00143518+0.00139601j -0.00498887-0.00207417j -0.000387919-0.00824049j 0.00658447-0.00101736j -0.00203958-0.00072051j -0.00818676-0.0231374j -0.0227771+0.00582271j 
0.00055041+0.000254021j -0.001938+0.000367206j 0.00188706-0.00263065j -0.00237812-0.00283703j -0.00132403-0.000623817j -0.00106423-0.00351295j 0.00518301+0.000920588j -0.00194879+0.000213489j 0.00078599+0.00292727j -0.00288867-0.00353045j -0.000842415-0.00322893j -0.00397775+0.000670851j 0.00116063-0.00466604j -0.000466772-0.000788343j -4.68959e-05-0.0020431j 0.00106426-0.000679088j 0.00652765-0.000115952j -0.00324719+0.00134624j 0.000532231+0.00178371j -0.000313301-0.000178389j 0.00343143+0.000508723j -0.00353142-0.00183318j 0.00315414-0.000263982j -0.00413551+0.00183914j -0.000500965-0.00263039j -0.00259368-0.00106127j -0.00116625-0.00157315j 0.00269654-0.00225218j -0.0015091+0.000444163j -0.00107089-0.00382257j -0.00277794-0.00103995j 0.000772447+0.000431192j 0.00295689-0.0029217j 0.00832479-0.000513j -0.00190454+0.000410744j 0.0062104+0.00299461j -0.0073077-0.0029999j -0.00119497+0.000833862j -0.00130058+0.00448602j -0.0017047+0.00206337j -0.000809852-0.00314607j 0.00242207+0.00141364j -0.000120451-0.00454401j -0.00536941-0.000930984j -0.00290315+0.00151914j -0.000519859-0.00196657j -0.00249609-0.00143851j -0.0107385+0.00307715j -0.00862204-0.00151991j -0.000108895+0.00180753j -0.00199777-0.00446327j -0.000390944+0.00139374j 0.0045502-0.00117315j -0.000653288-0.000899796j 0.00138046-0.00354493j -0.0061451+0.00444862j -0.00955038-0.000105695j 0.0018253+0.00313549j -0.00643821-0.00161339j -0.00258306-0.00775281j 0.00191497+0.000649771j 0.00067132+0.0017479j -0.000730155+0.00258183j 0.00357882-0.00287316j -0.00119218+0.00649559j 0.0152783+0.00625277j -0.00411496+0.0101508j -0.00962832-0.00289957j -0.00116374-0.00577105j -0.00076641+0.00209079j -0.00296239-0.00261945j 0.00031986+0.00130194j 
-0.00238729-0.000354948j 0.00183338+0.00115753j -0.00112479+0.00130443j 0.000194992+0.00182532j 0.00261249+0.00182985j 0.00260444-0.000574968j -0.00130616+0.00170939j 0.00168205+0.000245784j 0.00048652-0.000949447j 0.00172606+0.00325617j 0.00295792+0.00219861j 0.00175865-0.00134994j -0.00155864+0.00322187j 0.00088472-0.00128213j 0.00172288+0.00119488j -0.000621555+0.000216016j -0.00566756+0.00319462j 0.00173328-0.00241697j -0.00348906-0.00243207j 0.0012906+0.000313145j -0.002425+0.00255176j 0.00332707+0.000467317j -0.00472841+0.00321417j 0.00150205-0.00353603j 0.000754055+0.00126048j 0.00141805-0.00366321j 0.00060042-0.0011104j -0.000296964+0.00180019j 0.00298698+0.00244515j 0.00183503+0.00256435j 0.0040306-0.00152622j -0.000984184-0.00268139j 0.000741546+0.00377756j -0.00399345+0.00389076j 0.00173114+0.00227813j -0.00270232+0.00125981j 0.00486205-0.00427895j -0.000484793-0.00052405j -0.000348652-0.00294034j -0.000495231-0.000191328j 0.00141723+0.00198866j -0.00156095+2.58093e-05j 0.00385958+0.000322611j 0.00458693-0.00269261j -8.37853e-06-0.00315763j 0.00350698+0.000747944j 0.000283504-0.00159586j 0.00632501-0.0105015j 0.00601327-0.000487613j 0.00176126+0.00120942j 0.00310164-0.000122372j 9.05727e-05+0.00470554j -0.00040181+0.00170524j 0.00169488+0.000288455j 0.00159624+0.00360107j 0.0017718-0.00447422j 0.00523086-0.000837359j 0.00400906-0.00208471j 0.000523347-0.000430376j 0.00750158-0.00444961j 0.00565733+0.00476247j 0.00238786+0.00104557j -0.00381101+0.00119037j -0.000526891+0.00764448j -0.00148649-0.00643135j -0.0125236+0.00789891j -0.00479426-0.00498126j 0.00554923-0.00264143j -0.00347402-0.00143997j -0.00346994+0.00160407j -0.000486148+0.00356287j 0.00144417+0.0063107j 
-0.000742967+0.000148814j 0.00484441-0.0010173j -0.00397116+0.00325374j -0.00160006+0.00398853j 0.00248349-0.00196232j -0.00422965-0.00458697j 0.00448896-0.00337885j -0.00343575+0.000977679j 0.00396088+0.000245658j -0.00238279+0.00847844j 0.0026555-0.00227267j -0.00465276+0.0020987j -0.0044048+0.00130954j -0.000652126-0.00124915j 0.000943524+0.00717189j 0.00062225+0.000160325j -0.00135957+0.00344299j 0.000499529-0.00052464j -0.00277228+0.00146453j -0.00368884+5.09541e-05j -0.00199725+0.00100994j 0.00187778-0.000489459j 0.00215386+0.00222001j 1.43667e-05+0.00117563j -0.000910791+0.00094246j -0.0052018-0.00251458j 0.00185602-0.0015836j 0.00211272-0.000868623j 0.00317409+0.000511967j 0.00147987-0.00220386j -0.0021808+8.40245e-06j -0.00431395-0.00136384j 0.000285823-0.00127853j 0.00247432-0.00295377j 0.00193312+0.000363597j 0.00275595-0.00297054j -0.0036707-0.00385182j -0.00358988-0.00230492j -0.000175816-0.00299073j 0.00208919-0.000950627j 0.00176366+0.0011865j -0.00164124-0.00191546j -0.00441139-0.000980139j -0.00591039-0.00441132j -0.000546572+0.00190533j 0.00165266-0.008934j -0.00134503-0.00220549j 0.000802369-0.0083655j -0.00376008-0.000863455j 0.00493865+0.000824025j 2.47523e-05+0.00397558j 0.00358802+0.00061523j -0.00438498-0.00354081j 0.000178271-0.00500205j -0.00675287+0.00212159j 0.00378931+0.00200327j 0.00204478+0.00542248j 0.00304475-0.00186977j -0.000505835-0.00429997j 0.00579321-0.00184375j 0.00740953+0.0087888j -7.45397e-05+0.00367328j 0.00137543+0.0104761j -0.00613472-0.00426613j -0.00109243-0.00903174j 0.0102013-0.00258666j -0.00146088+0.00332224j 0.00559505-0.00884883j -0.0024573+0.00482274j -0.00198799+0.00117552j 0.00488351-0.00235859j -0.00456148+0.00154968j 
0.00505013-0.0048494j -0.00249175-0.00102551j -0.00230242-0.000604898j 0.000852155-0.00131618j 0.00168434-3.77429e-05j 0.00222449+0.000491252j 0.000479241+0.00384466j -0.0024409-0.0020358j -0.000190983-0.0044262j -0.00330937+0.00419928j 0.00238846+0.00457312j -0.00327247-0.00224324j -0.00132359-0.00270081j 0.0037683+0.00478945j -0.00816517+0.000940053j -0.00328069+0.000525896j -0.0023732+0.000246733j 0.00390801+0.00341621j 0.00174599+0.000890388j -0.00162252-0.00074887j 0.000327472-0.000724575j 0.00218992+0.00224513j 0.00232047+0.00411701j 2.25071e-05+0.000863799j -0.000146253+0.00156414j -0.00587428-0.0055176j 0.000936309-0.00104527j 0.00337883+0.00131698j 0.00645233-0.000293677j 0.00471917-0.00111392j -0.00247242+0.00175761j 0.00127757-9.65716e-05j -0.000224556-0.00288264j 0.00441952-0.00243596j 0.00356247+0.00186328j 0.000579769+0.00198325j 0.000773279-0.00202983j -0.00239983-0.00204071j 0.000771887-0.00182798j 0.00435823+0.000146937j -0.00186901-0.000211662j -0.00395587-0.00531364j -0.00518164+0.000574861j 0.000569703-0.00452548j -0.00544672-0.00315784j 0.00291379-0.00268484j 0.00195046-0.00553521j 0.00899995-0.00313312j -0.00452858-0.00300295j 0.00283949+0.00238834j -0.000632684+0.00296561j -0.00141206-0.00445845j -0.00139124+0.00267071j 0.0014506+0.00304198j -0.00891222+0.00334725j 0.00411732-0.000710262j -0.00141423+0.00135693j -0.00618168+0.00204443j 0.0029282+0.00543921j -0.0095385-0.00192327j 0.00640299-0.000758026j -0.0117767-0.00354348j 0.00413141+0.00894491j -0.00574694-0.0101701j 0.00438829-0.00758723j 0.00407974+0.00133175j -0.00422002+0.000340451j 0.00573562-0.00421966j -0.00130064-0.00254561j -0.00245112-0.000854049j -0.00307198+0.00349597j -0.00540771+0.00575674j 
-0.000908384-0.00364072j -0.00164502+0.000610492j 0.00237471-0.00173015j -0.00281526-0.0046494j -0.00195996-0.00142496j -0.00098859-0.00397629j 0.00589828+0.000401736j 0.000386276+0.00225595j 0.0019485+0.00187153j -0.000181955+0.000926084j 0.000368649-0.00325255j -0.000803953+0.000753272j 0.00099783-0.0016429j 0.00333162-0.00151507j 0.0006081-0.000146585j 9.38983e-05-0.000685729j 0.0050259+0.00279115j 0.00275631-0.00258545j 0.00394353-0.00076981j -0.00168831+0.000193872j 0.00194382+0.00104195j -0.000974638+0.00302141j 0.0047279-0.000578899j -0.00118684+0.00158681j -0.00225077+0.00149214j 0.00157229+1.5932e-05j -0.00685182+0.00309867j -0.00564332-0.000273334j 0.000543806+0.000453009j -0.00335162-0.00403843j -0.00144801-0.00166477j -0.0029536+0.00248887j 0.000693162-0.00031103j 0.00256529+0.000151157j 0.000133424+0.00174129j 0.000144333+0.00765126j -0.00380822-0.000744968j 0.00380243+0.0027878j -0.00102766+0.00197736j -1.29565e-05+0.00110732j -0.00113934-0.00229785j -0.000426334+0.00380725j -0.00105458-0.00541875j -0.00185852-0.00180761j -0.000583113+0.00410466j -0.00319582-0.0091722j -0.000298882-0.00740041j 0.000170365+0.00127991j -0.00567276-0.00300203j 0.000515166-0.00625935j 0.000734611+0.000318685j -0.00157999-0.00271991j -0.00373898-0.00443423j 0.00133595-0.00454007j 0.000824092+0.00331737j 0.00182085+0.00556058j -0.000806667-0.00067549j -0.00455957-0.0019146j 0.00581397-0.00502427j -0.00604997+0.00569396j -0.00719448+0.000662539j 0.00228539+0.000330648j 0.00246689+0.00508017j 0.00512712-0.00879918j -0.00144404+0.0118494j 0.00222863+0.00443773j 0.00204144+0.00238367j 0.00156853-0.00573594j 0.00169364+0.000533083j -0.00199853+0.00265927j 0.0084016-2.21237e-05j 0.0010989-0.00457908j 
0.00390367+0.000936254j -0.000801254-0.002086j -0.000816552-0.000961808j -0.000963511+0.00437675j -0.00175228+0.00439412j -0.000286249-0.000972246j 0.00205603-0.00111268j -0.0019827+0.001427j 0.0032612-0.00242276j -0.00289179-0.0033567j 0.00308325-0.00180784j -0.00219029+0.000333029j 0.000830847-0.00380927j 0.00103977+0.00121904j -0.00170589-0.00110192j 0.00252688+0.00221253j -0.000762015+0.000706447j 0.000897764-0.0008932j -0.000456482+0.00297176j -0.00205542+0.000515251j 0.00395394+0.00188791j -0.00153521-0.00193053j 0.00203776+0.000575911j 0.00309387+0.0011898j 0.00235975+0.000654071j 0.000571915-0.00413011j 0.00186561-0.00477339j 0.00125962+0.000578954j -0.002206-0.00231576j 0.00156231-0.000774398j -0.00214024+0.00255615j 0.000251739+0.00295652j -0.000290132+0.000925951j 0.00438787-0.00131849j -0.000194723+0.0017461j -0.000291173-0.000620087j 0.000619353+0.00178861j -0.00173399-0.0037294j -0.000723023-0.000979534j 0.00221463+0.00568347j 0.000109015+0.00105277j 0.000888221-0.00932523j -0.00287153-0.00127636j -0.00265771+0.000306374j 0.00388916-0.00675521j 0.0035371-0.00443259j 0.00692123-0.000118458j 0.00300524-0.00494585j -0.00431159-0.00195852j -0.00299244-0.00174534j 0.000354531-0.00121801j 0.000841851-0.00513468j -0.0116921+0.00860657j -0.00583102+0.00595923j -0.00753164-0.00246862j 0.0040493-0.000348921j -0.00209821-0.00434108j -0.00928989-0.000220952j 0.00150757-0.000816871j 0.00211697+0.00246565j -0.0045122+0.00265998j -0.00664458+0.00182878j -0.00941209+0.00534401j -0.00716415+0.00393191j 0.000556597-0.00194157j 0.00622409-0.00117084j 0.000216829+0.00285373j 0.00365871+0.00253747j -0.00221321+0.00470763j -0.00199348+0.00104695j -0.00109174+0.00563656j 0.00272056-0.00423793j 
0.000191131+0.000203588j 0.00163619-0.00194738j -0.000337294-0.00147036j -0.00243685-0.00237062j -0.00288752-0.00206111j -0.000689017+0.00199839j -0.00328181+0.000691396j 0.000351815-0.00453732j 0.000649819+0.00431133j 9.84496e-05+1.98003e-05j -0.00155944+0.00358684j 0.000889416-0.00184725j 0.00201277-0.00358483j 0.00104755+0.00107307j -0.00314205+0.00146184j -0.00367158-0.000856799j -0.00162756-0.000790853j 0.000835523-0.000325169j -0.00257799+5.3465e-06j 0.000780367-0.000274992j 0.00241495-0.000303181j -0.000214541+0.00163802j -0.0011794-0.00176502j -0.000929329+0.00107645j 0.00469669+0.00214653j -0.00100762-0.00285584j 0.00608781+0.00502742j -0.00134083+0.0051378j 0.00522721+0.00290652j -0.00380898+0.00396158j -0.00223123-0.00126561j 0.00575991+0.000584551j -0.0059708+0.000598589j 0.000517182+0.00197699j 0.00357154+0.000592021j 0.00661893-0.00054653j 2.31221e-05+0.0016572j -0.000231616-0.00204687j 0.00390011-0.000170979j 0.0030466+0.000555901j -0.00210281+0.00102351j -0.00200288-4.65861e-05j -0.00995877-0.000256753j -0.00346336-0.00371643j 0.00233851-0.000181814j -0.00566477+0.00256608j -0.0100194-0.00272404j 0.00389862-0.00454338j -0.000847333-0.00321383j -0.0033612-0.000388344j -0.00821128-0.00164027j 0.00390223+0.00233182j -0.00536191+0.00167049j -0.00507052+0.00442898j 0.000764453+0.00016203j 0.00424832+0.000173704j 0.00368797-0.00212063j -0.00256253-0.00371223j -0.00339325+0.00118322j -0.00903063+0.00577068j 0.0067189+0.00719259j -0.00101734-0.00665594j 0.00555909+0.000802048j -0.011233-0.00742033j 0.013776-0.000321488j 0.00281082+0.00375979j 0.00522551-0.00470013j -0.00435235-0.00363577j -0.00214107-0.00681147j 0.00344647-4.83838e-05j -0.00414385-0.000531087j 0.00427309+0.00566805j 
0.000102886+0.000384288j 0.00161459+0.00148369j 0.00140482+0.000241808j -0.00055138-0.000981496j -0.000315972-0.00320851j -0.000267763-0.000750608j -0.0013458-0.00264234j 0.00069232+0.000891987j 0.00206246+0.00158406j 0.00296336+0.00261289j -0.000940691+0.0020305j 4.68136e-05+0.00141888j -0.000882376+0.00326568j -0.000604586-0.00250739j 0.00110618-0.00206158j -0.00120084+0.000183672j -0.00045303-0.00616502j 0.00109771+0.0020079j -0.00146759-0.000920347j 0.00469017+0.000170557j -0.00265198-0.0017353j 0.00180099+0.00262027j -0.00267323+0.000766482j -0.00366149+0.00106542j 0.0007555+3.39109e-05j -0.000910601+0.000644538j -0.000554618+0.00113292j -0.00124611+0.00111068j 0.0030674+0.000183108j -0.0025341+0.0021542j -0.000721439+0.0022504j -0.00434959+0.00252207j -0.00234911+0.00180383j -0.00514432-0.00142627j 0.00354609+0.00184549j 0.000305261-0.00341071j 0.00050144+0.00350073j 0.00172698+0.000286191j 0.00179878+0.00464449j -0.00253034+0.00204217j -0.00147422+0.00121766j 0.00299296+0.00117248j -0.000425043+0.000476316j 0.0025437+0.00108542j 0.0042186+0.00436538j 0.000969349+0.000746955j 0.00385317+0.00492588j 0.0113748-0.00416426j 0.00188396-0.00331398j 0.00278689-0.00562976j 0.00724485-0.00425752j -6.79102e-05+0.00316163j -0.00823317-0.00693811j -0.00905872-0.00236631j -0.00679764-0.00351855j -0.00645917+0.00678876j 0.00451024-0.00588621j -0.000356218-0.00211464j 0.00424137-0.00206586j 0.002447+0.00206883j -0.00194818+0.00259134j -0.00247334-0.00574522j -0.000277923+0.00128016j 0.00058558-0.00494578j 0.00314925+0.00625404j 0.00219562+0.0020615j -0.00134823+0.00279845j 0.00329363+0.00541699j -0.000888168+0.00293039j 0.00520413+0.00246521j -0.00268766+0.00275543j 0.00224904+0.000189314j 
-0.0022531-0.000990104j 0.0015617+0.000674346j -0.00212635-0.000694104j -0.00341088+0.000265637j 0.000344013+0.00131909j -0.00109982+0.00225189j 0.001883-0.00243374j 0.00115795+0.00296687j 0.00305133-0.00238309j 0.000570448+0.00704824j -0.000442056+0.00278584j 0.00083511+0.0011341j -0.00279304-0.000251457j 0.00232543-0.000152271j -0.000374314-0.0014204j -0.00246451-0.0010582j 0.00264956-0.005348j 0.00288417+0.00196385j -0.000920307+0.000841808j 0.00305319+0.00488205j -0.00164805-0.00233159j 0.00272733+0.00390832j -0.00055582-0.00353982j -0.00172053-0.000107489j 0.00183494+0.00301549j -0.00222001+0.000731838j -0.000254411+0.001398j -0.000384931+7.79098e-05j 0.00410203+0.000228704j -0.0027842+0.00476993j -0.00192308+0.00156131j -0.000142796-0.000533163j -0.00228825-0.000206324j -0.00179328-0.00428024j 0.000210832+0.0018823j -0.000897409-0.00369002j -0.00123588+0.00224122j -0.00104801-3.0716e-05j 6.53607e-05-0.00392114j 0.00168939-0.00123886j -0.00463318+0.00138391j -0.00400374-0.00309312j -0.00471247+0.00408596j -0.00149857+0.00249593j 0.00117166+0.000957079j -0.00615177+0.0069036j -0.00159276+0.00110605j 0.004022+0.00486122j -0.00102816+0.00635049j -0.000199138+0.00014591j -0.00233709+0.00216981j -0.000360117-0.00468148j 0.00095394-0.0012311j -0.00424449-0.00103643j -0.00329174+0.00282791j -0.00129278-0.00147572j 0.00112701-8.13144e-05j -0.00847336+0.000487416j 0.00492576+0.00306481j -0.000441652+0.00446202j 0.00203905+0.00470176j 0.00218178-0.00586701j 0.00282981-0.00101054j -0.00253011-0.00438463j -0.000460399-0.00279277j 0.00458155-0.00572017j 0.00244668-0.00166357j 0.000775832-0.000185998j 0.00257145-0.00253085j -0.00435388-0.0025275j 0.00430561+0.00343126j 0.00265481+0.0016283j 
0.00190007+0.00183853j 0.00128412+0.00116643j -0.00286726+0.000141977j -0.00184593-0.000453182j 0.00106317-0.00298051j -0.000562287-0.00162255j -0.00132649+0.00275407j -0.00681572-0.00100491j 0.00984273+0.000139949j -0.00134118+0.00441376j -0.00123289+0.00353258j -0.000294078+9.62785e-05j -0.00353323+0.00388929j -0.00684156+0.00199202j -0.00018748+0.00170863j 0.000580146+7.68447e-05j -0.00453388-0.000931036j 0.00115353+0.00139292j 0.00258819+0.00449655j -0.00243336-0.00516459j 1.42493e-05-0.000378083j -0.00260557+0.000490786j 0.00218115+0.00229426j 0.000105534+0.000233715j -0.00215323-0.00256245j -0.0012839-0.000541558j 0.00293461-0.00300537j -0.00207315-0.00180465j 0.00449012-0.00162253j 0.00375971-0.00375662j 0.00259472+0.00324206j -0.00566021+0.00103877j -0.00348531+0.0038395j 0.00102952-0.00297777j 0.00220096-0.00371933j 0.00208103-0.000348644j 0.00281223-0.00243667j -0.00349475+0.000612072j 0.00057753+9.65217e-05j 0.00243659-0.00152286j -0.0025102-0.00103795j -0.00260502-0.00213449j -0.00239599+0.0108735j -0.00700253-0.0029514j -0.00534362-0.00130534j 0.00599392-0.00026207j -0.00166093+0.00295773j -0.00311158-0.00535205j -0.0052495+0.00180289j 0.00366764-0.00228535j -0.00414984+0.00329631j 0.0102429-0.00474642j 0.00242159-0.000396833j 0.000527847+0.00118896j -0.00882054+0.0041547j 0.00428772-0.00150351j 0.000910062-0.00217312j 0.00546264+0.000572966j -0.00541724+0.000997554j 0.00154272+0.00405135j 0.0135667+0.00426538j -0.00297664+0.00215917j 0.00470701+0.00996294j -0.00194735-0.00417866j 0.00248556-0.00496442j 0.0052978-0.00356447j -0.00303638-0.00631615j -0.00224391-0.00397807j -0.00665649-0.00570307j 0.000329795-0.00199921j -0.00372409-0.00393095j -0.00409943-0.00382195j 
0.000333567-0.00182327j -0.00451637-0.00454818j 0.00333026-0.00155571j 0.000297987-0.00233256j -0.00185852+0.000970529j 0.00126577+0.000950245j 0.000336411+0.000756735j 0.00345186-0.00347957j 0.000356606-0.000634263j 0.00301275-0.00292186j -0.00361429-0.00124916j -0.00159064+0.000525159j 0.000880604-0.00358974j -0.00100088-0.0025309j 0.00167273-0.00428403j -0.00247505+0.00116344j 0.00478671-0.00138367j -0.00241196+0.000793743j -0.000649517-0.000261016j 0.00136447+0.000523149j 0.00602046+0.00210268j -0.00291329-0.00180693j -0.00340587+0.00351814j -0.00317561-0.00166205j 0.00346841+0.00197183j 0.00134801-0.00145261j -0.00217695+0.00249768j -0.00153408-0.00130686j 0.00270687+0.000519689j 0.000127608+0.00109526j -0.00341316-0.000263493j -0.00531231-0.00269926j 0.000696734+0.0021121j 0.00596796+0.00203178j -8.36942e-05+0.000344991j 0.000720573+0.000478038j 0.000509497+0.00374604j 0.0016736+0.00169072j -0.00436549+0.00191882j -0.00393074-0.000482969j -0.000126482-0.00159398j 0.00487708+0.0017347j -0.00265857+0.00122734j 0.00307027+0.00270393j -0.000574814-0.00465069j 0.00600508+0.00897179j -0.00211181-0.00740153j 0.0030303-0.00145352j -0.000554457-0.00301211j -0.00124221+0.00218335j -0.00207274+0.00744504j -0.00374887+0.00114004j -0.00275943+0.00313432j -0.0029548+0.00868895j 0.00486493-0.0012248j 0.00351643+0.00108899j -0.00337462+0.00118648j -0.00208817+0.000164758j 0.00654226-0.000993396j -0.00938489+0.0124569j 0.00416642-0.00192287j -0.000831597-0.00364186j -0.00640922+0.00333677j 0.00824088-0.00119949j 0.00517259-0.00276243j 0.000310711+0.00337756j 0.00100197-0.00675638j 0.000882482-0.00559229j 0.0025423-0.000165144j 0.0036032-0.000559248j 0.000819715-0.00444332j 0.00459343+0.000784192j 
-0.00179851-0.0041856j 0.00349968-0.00134697j -0.000980485+0.00190306j -0.00242733-0.00299599j -0.00144808-0.00325337j 0.00111503-0.00200509j 0.00114361+0.0025701j 0.00116818+0.00376318j -0.000652297+0.00303014j 0.000324792+0.00240402j 0.00396888+0.00209035j 0.00186509+1.07414e-05j 0.00101065+0.00129501j 0.00334141-0.00105664j 0.00210111+0.00418034j -6.51539e-05-0.000223354j -0.00380947+0.00090642j 0.00415314-0.00123013j -0.00155587-0.00341402j 0.00141998+0.00215175j -0.00240882+0.00345277j -0.00130346-0.0037321j -0.00184683+0.000956052j 0.000877471-0.00306478j 0.00169767-0.00197128j 0.000411695+0.00396754j -0.00274104+0.000776688j -0.000408425-0.00410157j -0.00569748-0.000284034j -0.000573854-0.00378491j 0.00112607-0.0022901j 0.00309234-0.00575517j -0.00114166+0.000125759j -0.00153248+0.00147904j -0.00272732-0.00387339j -0.00625457-0.000749251j -0.00674422+0.000343423j -0.00708531+0.00349733j -0.000823713+0.00278273j -0.000631867-0.00376198j -0.00167534-0.00209056j -0.000710353+0.00182105j 0.00320961+0.000260499j 0.00154875+0.000466981j 0.00471203+0.000946112j 0.00744267+0.0012627j 0.00771972-0.00802916j -0.00346808+0.00270826j 0.00494789-0.000603491j 0.00338987-0.00186331j -0.00271749-0.00533322j 0.000625169+0.00230613j -0.00220314-0.00733097j -0.000220582+0.0031151j 0.00292638+0.00646385j -0.00481267+0.00696366j -0.00578585-0.00260287j 0.00554938-0.00444367j -0.000681585+0.00183521j -0.000321213+0.00366752j -0.00430784-0.000663588j 0.00207353+0.00948774j -0.00183452-0.00618616j 0.00293275-0.000729574j 0.00241751-9.56139e-05j 0.000953417-0.000331663j -0.000783886+0.00487312j 0.00350996-0.000531679j 0.00239621-0.0016923j -0.00284546-0.00585862j 0.00533066+0.00307579j -0.00165405+0.00573287j 
-0.00100228-0.000811271j 0.000433261+0.00125412j -0.000671815-0.00176095j -0.000649501-0.000115625j 0.00144288+0.00122667j 0.000405558-0.00132217j -0.00189021+0.000561752j 0.001186-0.000757194j 0.00163142-0.00227484j 0.00285182+0.00147635j -0.00299622+0.00134184j 0.0017896+0.00103769j 0.000811146+0.000797539j -0.00440052+0.000498821j 0.000285388-0.0029156j 0.00179585-0.00121087j -0.00113651-0.00108623j 0.000903349+0.00045443j -0.00279442-0.0018087j 0.00303781-0.00163868j 0.00354921-0.00309349j -0.00224091+0.00244952j 0.00325194+0.0018999j -0.00465405-0.00137331j 0.00267592-0.000618005j 0.00154126-0.000388316j -0.00189733+0.00323335j -0.00228006+0.000283822j 0.00162805-0.00143715j -0.0026393-0.00218236j 0.00273773-3.58058e-05j -0.0037646+0.00525341j 0.00307737-0.00288843j -0.00192601-0.00575022j 0.00166369-0.00105907j 0.00275854+0.00258725j 0.00370757+0.00236486j 0.00205105+0.00168399j -0.000463055+0.00552743j -0.00145853-0.00348971j -0.00834698-0.00191694j 0.00321918-0.00114791j 0.00394064-0.00340828j 0.00942203-0.00344437j -0.00799056+0.00570344j 0.0034438-0.0033907j -0.000307223-0.00156631j 0.003328-0.00057922j 0.000494158+0.00661854j 0.000429681+0.00197325j 0.00698393-0.000742031j -0.00210726-0.000378797j 0.00410736+0.000498496j -0.00396305+0.00128657j 0.00275996-0.00317801j 0.00385986-0.00375019j -0.0012778+0.0025582j -0.000851385+0.00206883j 0.0030479-0.00857236j 0.0111323+0.00153589j -0.00446262-0.00242503j 0.00293814+0.001946j 0.00461086+0.00709923j 0.00948473-0.000151703j -0.00267836+0.0037217j -0.0034098-0.00201918j -0.000816366+0.00231311j -0.00096627+0.00206945j 0.000685257-0.00309647j -0.00285066+0.000869576j -0.00223407+0.000278953j -0.00470412+0.00175737j 
