0.0064822-0.00113811j -0.00113127-0.00616206j 0.00259429+0.00371983j 0.00526061-0.00213861j -0.00143937-0.00250762j 0.000880756+0.00367755j -0.00498035+0.00134478j -0.00124172-0.000848694j 0.00110713-8.89487e-05j -0.00142355+0.0029881j -0.00304439-0.00352425j -0.00325248-0.00453662j 0.0053629-0.00372993j 0.000637724+0.00185589j 0.00154538+0.00274334j 0.000914268-0.00205432j -0.000299216+0.00137083j -0.00238348+0.000580604j 0.0049837+0.0046877j -0.000525711-0.00248639j -0.00122938-0.000648597j -0.00224157-0.00174912j -0.0013454-0.00266932j -0.00118567-0.000732045j 0.00249467-0.000975753j 0.00387677+0.000808263j 0.0043778+0.000814052j 0.00200559+0.00156995j -0.00129476+0.000208526j 0.00373328-0.000175919j -0.00306831-0.0016151j 0.00096829+0.00154499j 0.000414826+0.000693518j 8.81866e-05+0.00435827j -0.00180129-0.00233215j -0.00462765+0.00187134j 0.00123448-0.00111935j -0.000614153+0.000430389j -0.00208297+0.000545321j 0.00444106-0.00510361j 0.00213173-0.00150197j -0.00240176+0.00299734j 0.00137114+0.001093j 0.000292069-0.000542307j -0.00279602-0.00113353j 0.0010404+0.00141614j 0.00294959+7.09073e-05j 0.00196447+0.000137229j 0.000123623-0.000702653j -6.72277e-06+0.000115494j 0.000539375+0.00197235j -0.00184055-0.0017345j 0.000662557-0.00246207j 0.000665135-0.00212891j -0.000336551-0.000627206j 0.000954098+0.00202407j -0.00115049-0.00206758j -0.00254055+0.00195825j 0.000987031-0.00942919j 0.0127167+0.00374249j -0.00482165+0.0079693j -0.00161537+0.00311545j -0.00135229-0.00500782j -0.00360999-0.00437486j 0.000633245+0.000684858j -0.00143518+0.00139601j -0.00498887-0.00207417j -0.000387919-0.00824049j 0.00658447-0.00101736j -0.00203958-0.00072051j -0.00818676-0.0231374j -0.0227771+0.00582271j 
-0.000236759-4.6216e-05j 0.000693357+0.00234054j 0.000834097+0.00230386j 0.000686395+0.00283533j -0.00104207-0.00525728j -0.000604727+0.00237886j 0.000306858-0.00054768j 0.0031728-0.000696173j -0.00444863-4.89165e-05j -0.0023998+0.00608957j 0.000551346+0.00442995j 0.000221137-0.00110375j -0.00126698+0.0048632j -0.000583491+0.00532814j 0.000320141+0.000651881j 0.00301511+0.00628476j 0.00122891+0.00235615j -0.00655129-0.00434953j -0.00696127+0.00737419j -0.000404425+0.0066344j -0.00316992+0.000139826j -0.01279-0.000571146j -0.00742594-0.002061j -0.0118601+0.00282655j -0.00628781+0.00449676j 0.00788479+0.000531314j -0.00244393-0.00565289j -0.00501636+0.00258709j 0.00549816-0.00133918j 0.0017048+0.00454346j -0.0101628+0.00920937j 0.00394944+0.0135252j -0.0144086+0.0035168j 0.0069059+0.00387426j 0.0163612+0.00291469j 0.00730538+0.00300477j 0.00538163-0.00596384j 0.000255186+0.00272354j 0.00427416-0.00208958j 0.000477518+0.00216475j -0.00101483+0.00277264j -0.00451715+0.0105346j 0.0110278+0.014622j -0.00328943-0.00344673j 0.00736052+0.0114012j -0.0010861+0.00167334j 0.00990404-0.00561396j -0.00534275-0.0052687j 0.00406264+0.00139657j -0.000749912+0.00735731j -0.00239148-0.00317642j -0.0012225-0.00311744j 0.00434048+0.00631917j 0.00279235-0.00180808j 0.00455857-0.00922181j -0.00271694-0.00139017j -0.00358037+0.00354498j 0.00085904+4.50271e-06j -0.002789+0.00346195j -0.00115133+0.00362867j -0.00162563+0.00266292j 0.00219614+0.00100592j -0.000633197+0.00495694j 0.00211012-0.00368177j -0.00216175-0.00380223j 9.02713e-05-0.00129293j -0.000176109+0.000446761j -0.00328024+0.0041494j -0.00332962+0.0042398j -0.000967038+0.00184817j -0.00142573+0.00189608j -3.99617e-06+0.000136004j 
-0.00272763+0.000546833j 0.00290221+0.00127235j -0.00144271+0.000586934j 0.000822962+0.00122413j 0.00343849-0.000264996j -0.00147696+0.00177605j -0.000297874+0.00131244j 0.00133371-0.00252691j -0.00125519+0.00186976j 0.00234775+0.00324668j 0.000254318+0.00346448j -0.000519615-0.00101128j 0.00239089+0.00145696j -0.00334108-0.000211664j -0.00384768+0.00274762j 0.00110204+0.00151396j 0.000746686+0.000401995j 0.000399417-0.0023056j -0.00452937+0.000654234j -0.00277099+0.00203446j 0.0015002+0.00103124j 0.00413883+0.00309969j 0.00256088-0.00458883j -0.00212854-0.00137776j -4.43799e-05+0.00162853j 0.00312748+0.00219922j -0.00219204+0.000771573j 0.000340668-0.00413776j 0.000902924-0.000983429j 0.00238646+0.00323169j -0.00374965+0.00547486j -0.00572141-0.00255317j -0.00108492+0.00125399j 0.00238146-0.00726532j -0.00209279+0.00415924j 0.00857049+0.00104744j -0.000405552+0.00397173j -0.000497668-0.00104781j -0.00613877-0.00184464j -0.000570323-0.00271799j 0.00156209-0.00466191j 0.00325875-0.00314057j 0.00226326-0.00225545j 0.00123702+0.00408842j -0.00523458+0.00367919j -0.00376727+0.00411026j 0.00231289+0.00162115j -0.00826103+0.00514785j -0.00226486+0.00845931j 0.00539853+0.000603012j -0.00120431-0.00234867j -0.00161611+0.00157718j 0.00435531+0.00345834j -0.00185673-0.00467299j -0.000484031-0.00121214j 0.00163591+0.0013901j 0.00133878-0.00250076j 0.000287038-0.000520472j -0.000466945+0.00360874j -0.00354974+0.00167599j 0.00440786+0.00277057j -0.00196816-0.00258384j -0.000638688-0.000663981j 0.000810049+0.00232663j -0.0016026-0.00182363j 0.00578158-0.00188745j -0.000332564+0.00142607j -0.00301926+0.00176245j -0.000470217-0.000814218j 0.000299513-0.00198781j -0.00228057+0.00250401j -0.000219738+0.00298045j 
-0.00154117-0.000101877j -0.000429643-0.00117738j 0.000373017-0.00127751j -0.00158792-0.00265778j -0.00218824-0.00197933j -0.0016274+0.00162991j 0.0012278-0.00221033j 0.000812118-0.000675064j 0.000142432+0.00163877j -0.000708023+0.0003584j 0.00097578-0.0026508j -0.000511921-0.000109263j 0.000342286-0.000559351j -0.00152484-0.000659235j -0.000801649-0.00124826j 0.000877282+0.00229197j -0.00324303-0.00169729j 0.00165436+0.0013158j -0.00153879+0.00760332j 0.000949905-0.00112104j -0.0011106+0.00156701j -0.00225623-0.00237749j 0.00361587+0.000543986j 0.00210053+0.00304761j -0.00334861+0.0037296j 0.000816016-0.00138748j 0.00249185+0.00389354j -0.00210313+0.00250919j 7.294e-05+0.00288369j -0.00185122+0.00496234j -0.00143957-0.00446043j 0.000567204+0.000401861j 0.000156495+0.000134605j 0.00163207+0.00199744j -0.000144842+0.00129241j -0.00379876-0.0045995j -0.00153904+0.00226364j -0.000599082+0.000965381j -0.00415638-0.00421396j -0.00127033+0.00405626j 0.00414564+0.00699167j 0.00307652-0.00548135j -0.00125404+0.00389055j -0.00209265+0.00578769j 0.000819437-0.00967802j -0.00296168+0.00371385j -0.0011419-0.00168763j -0.000413279-0.0096968j -0.00485254+0.00188705j -0.00160781+0.00631569j 0.000447132+0.000697384j -0.00120637-0.00109679j 0.00388929+0.00197715j -0.00576577+0.00656955j -0.00360592+0.000147106j -0.00315069+0.00493046j 0.00411989+0.00285183j 0.00348486-0.00274373j -0.000861952-0.00045994j -0.00276685-0.00141497j 0.00265818+0.00331463j 0.000628675-0.00107262j 0.00493142+0.000734446j -0.000319571+0.00465918j -0.00281086-0.00243978j -0.00420965-0.0041165j 0.00171697+0.00284346j -0.00151387+0.0008678j 0.000422828-0.00355418j -0.00292196-0.000704274j 0.00497416+0.000711165j -0.00132778+0.00265483j 
0.00210936-0.000102198j -0.00244169-0.000818659j 0.00166727-0.00223657j -0.00106342-0.00101007j -0.00497594+0.000926623j 0.000293668-0.00104568j -0.00133184-0.000268194j -0.00192266-0.00180737j 0.00123455+0.00224834j -0.00267182-0.00348849j -0.00288045-0.00359182j -0.00377576+0.00432425j 0.000745745-0.00606322j -0.00392388-0.00253975j 0.000391451+0.00252934j 0.00361775-0.00320612j -0.000859929+0.00224789j -0.00366263-0.00138465j 0.000180758-0.00352686j -0.00210796-0.00264991j 0.000798969+0.00100045j -0.00374148-0.000646039j -0.00427458-0.00082618j -0.0025043+0.00401705j 0.00186476+0.00205456j -0.00144397-0.00319059j 0.00086061-0.0039811j 0.00103778+5.43705e-05j -0.000550083+0.00688583j -0.00313437-0.00618298j 0.00441228+0.00479261j 0.00560597+0.00375023j 0.00199383+0.00384078j 0.00113537+0.00511681j -0.00253625+0.00503736j -0.00592505+0.000252729j 0.00114146+0.00108244j -0.00301819+0.0078498j 0.000268646+0.00549613j -0.00187509+0.00483209j 0.00069009+0.00106729j -0.00591729-0.000376399j 0.00452522-0.00653054j -0.00551347-0.00420584j -0.00144508+0.00376745j 0.000754579+0.00267188j 0.00203891-0.00783035j -0.00151157-0.00232313j -0.00432256-0.00695404j -0.0064948+0.000437161j 0.00271603-0.00923676j -0.00122052-0.00614968j -2.72494e-05+0.00149496j -0.000194781+0.00480331j -0.00336266+0.00230964j -0.00414186+0.00416187j -0.00321149-0.00562734j 0.00091267+0.00236165j -0.00167759+0.00379632j 0.00306811-0.00276589j 0.00389801-0.000636525j -0.00505818+0.00190701j 0.00255302+0.000259526j -0.00405479+0.00119158j -0.0018008-0.00245217j -0.00231243-0.00193027j -0.0029441-0.00168204j 0.00255363+0.000772721j 0.0023798-9.44527e-05j 0.00015726-0.00289673j -0.000247297-0.000922884j -0.00340947-0.00424627j 
-0.00147898-0.000818698j 0.00170209-0.00163055j -0.000682889-0.00195944j 0.000423073-0.000412589j -0.000280945+0.00132515j -0.00220045+0.00103302j 0.00161475-0.000237144j -0.000983175+0.0001393j 0.000664456+0.000311803j -0.000774817-0.00347393j 0.000418993+0.00070648j -0.000763079+0.000347493j 0.0032347-0.0031966j -0.00202356+0.00231801j 0.00268961-0.000762958j 0.00169488+0.00190106j 0.00174475+0.000450365j -0.00317843+0.000177614j 0.000360931-0.000189386j -0.00135852+0.00191949j 0.00125695-0.00295874j 0.00179528-0.00139503j 0.00237498+0.00184281j 0.00602957+0.00204223j -0.0059821-0.0036677j 0.000625649+0.00162151j 0.000159939-0.000585149j -0.00352177+0.00616739j -0.000106897-0.00296167j 0.000291139+0.00624597j 0.00667291+0.00871833j -0.00379116-0.00122501j -0.00408765-0.00324382j -0.00121653+0.00262724j -0.00355872+0.00243468j 0.00531975+0.00413111j -0.00135275-0.00943189j -0.00690975+0.000944456j -0.00694839-0.00415645j -0.000657276-0.00822178j 0.000308258-0.0112468j 0.00112195-0.00518599j -0.00245008+0.00210889j -0.00169057-0.00326326j 0.00623822-0.000536127j 0.000515352+0.00315335j 0.00326893-0.00681549j -0.00163942+0.00158006j -0.000634585+0.00556491j -0.00363121-0.00877085j -0.000209596-0.00195485j 0.000242663-0.00129491j 0.00106244-0.00496675j -0.00394815-0.00390359j -0.00400359+0.00114473j -0.00389109-0.0082992j 0.000685659-0.00528003j 0.00390738-0.000132937j 0.000810307+0.00400858j -0.000377783+0.00254271j -0.00273506+0.0019604j 0.00307734-0.00259674j -0.00194519-0.00478826j -0.00243265-0.000806432j -0.000199827+0.00523156j -0.00168695+0.00395031j -0.00304213-0.00610983j -0.000317142-0.000303274j 1.14701e-05+0.00213495j 0.000244916-0.000586701j -0.00238315+0.000256582j -0.00306809-0.000537387j 
-0.000358198-0.0011884j -0.00314282+0.000573834j 0.00101969+0.00144006j 0.000923813-0.00156625j 0.00153191-0.0024461j 0.000313637-0.00299497j -0.000774334-0.00051346j -0.00184531-0.00107763j 0.00333101-0.00103732j 0.00208578+0.00212342j 0.000874855+0.00316047j -0.00032191+0.000130376j -0.00252181-0.0014126j -0.00095129+0.000784976j -0.00121786-0.00153935j -0.00305165+0.00225208j 0.00110482+0.00209238j 0.0027872-0.00219925j 0.00345051-0.00423001j 0.00112913+0.000318556j 0.000171699+0.00604382j 0.000250472-0.00297159j 0.000140637+0.0018992j 0.00187393+0.00285735j -0.000237691-0.000698782j 0.00126551+0.00574132j 0.000856194+0.00648162j 0.000687334+0.00878056j -0.00203617-0.00624805j 0.00319005+0.0113324j -0.000556876-0.00156646j 0.00045718-0.000534246j -9.7802e-05-0.00108391j -0.000463852+0.000837252j -0.00150204-0.000246405j -0.0032833+0.00230805j 0.0062416-0.00692377j -0.000907837+0.00408356j 0.000961265-0.00216361j 0.0075475-0.000955222j 0.000490838-0.00744809j -0.000267738-0.0109658j -0.00645062+0.00038357j -0.0121725-0.00463389j -0.00237707-0.000700251j 0.000521954-0.00792433j -0.00194401+0.000850391j 0.00393948+0.00599138j 0.00080508+0.00253813j 0.00422293-0.00197908j -0.00182739-0.000710448j 0.00331162-0.00236504j -0.00159241+0.000331777j 0.000946344-0.00239273j -0.00411878+0.00202356j -0.00230272+0.00110029j 0.00434438+4.94765e-05j -0.00320998-0.00265221j -0.00605373+0.00047547j -0.00184564-0.00229525j 0.00040649-8.82418e-05j -0.000997982-0.00209327j -0.00162073-0.000588771j 0.00562637+0.00109431j 0.00235411+0.00268124j -0.000460901-0.00103884j -0.000168777+0.00139427j 0.000515309+0.00259417j -0.0012764-0.00288203j -0.0003411-0.00133063j 0.00118421-0.001096j 0.0016619-0.00118871j 
-0.00176737+8.51572e-05j 0.000150985-0.00242834j 0.00169123+0.000339846j 0.00153313-0.00161916j -0.00102144-0.00191923j 0.000822373+0.00161843j -0.000104095+0.000132781j 0.00197353-0.00171375j -0.00323812+0.00148264j 0.00358629-0.00576706j 0.00186628-0.0024363j -0.000634617+0.000360362j 0.00248487+0.00092701j -0.00297366+0.00033453j -0.000989916+0.00175052j 0.00232084+0.00188624j 6.99291e-05+0.000688344j 0.000633893-0.000635611j -0.00159786+0.000864858j 0.000354807-0.00012011j -0.00100573-0.00143615j 0.00139844+0.00290281j 0.00107188-0.00247582j -0.00176898+0.00293383j -0.00236327-0.000637506j 0.00723008-0.00132659j -0.00538348+0.00521518j -0.00717895-0.00498193j -0.00324134+0.000436563j 0.00449313-0.00146939j -0.00322162+0.00133704j -0.008542+0.000675705j 0.00349325+0.00200063j 0.000979389+0.00139881j -0.00575604+0.00103843j 0.00261056-0.0089492j 0.0140584-0.00289562j -0.0038895+0.000548998j 0.00181979+0.00227286j 0.000114458-0.00204998j 0.000115835+0.000752114j 0.00127874-0.00281334j -0.00774424+7.04255e-05j 0.00116038-0.00731694j -5.25527e-05-0.00160294j 0.00305309-0.00662769j 0.00320538-0.00404036j 0.00651789-0.00767571j -0.00119458-0.00356985j 0.00230715-0.00230602j -0.00494642+0.000790046j 0.00234057+0.00425415j 0.0046778+0.00488638j -0.000709364-0.00225595j -0.00444971+4.42096e-05j 0.00328406+0.00332785j -0.000307758+0.00227105j -0.00357831-0.000284415j -0.000346331+0.00396257j 0.00218115+0.00459374j 0.00148253+0.00562901j -0.00327914+0.00344084j 0.00230883+0.0015813j 0.0021439+0.00316062j -0.00152806-0.00717264j -0.00687046-0.00462296j 0.00115605-0.000800669j 0.00312994+0.00122523j 0.00190863+0.00561172j -0.00182083-0.00182897j 0.00478559+0.00318954j -0.00046238+0.000658504j 
0.000852756+0.00220531j 0.000522699-0.0015624j -0.00496068+1.76325e-05j 0.00112455+0.00172247j 0.00303424+0.000313955j -0.00131537+0.00132451j -0.00178937+0.00171665j -0.00375098-0.00114859j 0.00435079-0.00519369j -0.0034488+0.00110831j 0.00140559+0.00297248j 0.00466222+0.00123349j -0.000774066-0.00106225j -0.000298499+0.00259255j 0.000864823-0.00193342j -0.000104925+0.00595901j -0.00221679+0.00144159j 0.00172701+0.00115654j -0.00202728+0.00173186j 0.000237437-0.00262597j -0.00373047+0.00346644j 0.00205463-0.00487986j 0.00453535+0.00249026j 0.00260485+0.00183201j -0.0016129+0.00187562j -0.00155024+0.00884529j 0.00184468+0.00109569j 0.00011292+0.00441345j -0.00179679-0.00522353j 0.00116022+0.00951782j -0.00362674+0.0023872j -0.00301819-0.00213301j 0.00155627+0.000648731j -0.00406205-0.00039394j 0.00815936-0.00108629j 0.000799415+0.00737301j -0.00619864+0.00473946j 0.00380457+0.0110902j -0.000325222+0.00594305j 0.00300512-0.00650587j 0.00258293-0.000905979j 0.00112459-0.00968276j 0.0005162-0.00570096j 0.00176005+0.00721519j 0.00581703-0.00107745j -0.00245754+8.70311e-05j -0.000128079-0.00750283j 0.0045588+0.000593974j -0.000762993-0.0025663j 0.00274474+0.00218633j -0.00957114-0.00196197j -0.000759268+0.00340906j -0.00358895+0.00189071j -0.00908896+0.00266349j -0.00231488+0.00161225j 0.00628917+0.00810983j -0.00379037+0.00130195j -0.000130735-0.00365956j 0.00365558+0.000933888j -0.00288915-0.00148559j 0.00128301-0.000837224j 0.00244268+0.00254534j -0.00253927+0.00348029j -0.00108927+0.00106831j 0.00400554+0.000740775j 0.000439531-0.00158292j 0.00562+0.00506108j 0.00109903+0.00427982j -0.00082542+0.00271614j -0.000847168+0.00241084j -0.000217589+0.0006777j -0.00373623+0.000244436j 
-0.00096841+0.0024437j 0.000851576-0.00265723j 0.0010671+0.00136093j -0.00221855-0.0018697j -0.00151723+0.00108686j 0.00121234+0.00502145j 0.00078026-0.00158076j 0.0068579-0.000134478j -0.0040255+0.00219553j -0.00198152+0.00153417j -0.00328841-0.00286809j -0.00133022-0.00614883j 0.00468802-0.000785508j -6.29379e-07-0.00490731j 0.00111759-0.000505497j -0.00123529-0.00240039j -0.0013849-0.0030615j -0.00258647+0.00262059j 0.00197316-0.000255009j 0.00141257+0.00165838j -0.00663618+0.00396712j 0.00484487+0.000743527j -0.00339589+0.00286472j 0.00296621+0.000580106j -0.00732855-0.00161197j 0.00353504-0.000738191j -0.00199182+0.00640709j 0.00282883+0.00406893j 0.00518256+0.00602996j -0.00178855+0.00384065j -0.00533086+0.00219283j 0.0033937-0.00355573j 0.00623089+1.40062e-05j 0.00855733+0.000502172j -0.00421887-0.00815875j -0.00279082+0.00641769j -0.00468555-0.00449569j -0.00699239+7.45878e-05j 0.000761583+0.00131051j -0.004315-0.00526298j -0.00160121-0.0113769j -0.00052123+0.0026126j -0.0107551+0.00431435j 0.00637112-0.00597311j -0.00103559+0.00484872j -0.002359+0.00146546j -0.00187522+0.000860815j 0.000720296-0.00513713j 0.000843474-0.00433339j 0.0021352+0.00235881j 0.00139239-0.000954404j 0.00368896-0.0052217j -0.00288107+0.00527666j 0.00101356-0.000478741j -0.00100353+0.00423638j -0.00355249+0.00284428j 0.00524059-0.0017306j -0.0100522+0.00264865j -0.00347402+0.00194707j -0.00232508+0.00355021j 0.00315135-0.000226387j -0.00809914+0.00417711j 0.011024+0.00664122j -0.00578407+0.00268118j -0.00574853-0.00389892j -0.00147132-0.00296292j -0.00478193+0.00455083j -0.00392775-0.00258259j 0.00417682+0.00224529j -0.00276347+0.00256562j 0.00125206+0.0017499j -0.00174837+0.00653156j 
-0.000194971-0.00254095j -0.00358033-0.00149407j 0.000110933+0.000823594j -0.00278449-0.00117661j 0.000544359+0.00108368j 0.000345929-0.00376632j 0.00311636+0.00165653j -0.0032318+0.000518051j 0.00112106+0.000389422j -0.00249997-0.000351846j -0.00346062+0.00150728j -0.00258762+4.88594e-05j -0.00236622-0.00698746j 0.00076737+7.66745e-06j -0.000728307-0.00090549j -0.000249095+0.000381208j 0.00112972+0.000961302j 0.00148496-0.00146483j 0.00807415-0.00343104j -0.00109034+0.00265229j -0.00314187+0.000924022j 0.000860621-0.00725211j 0.000512419+0.00400883j -0.00192074-0.00121216j 0.00130973+0.00197362j -0.000402357+0.000440001j 0.00680776-0.00244683j 0.00394421+0.00737132j 0.00180672-0.00527863j 0.00137742-0.000955603j -0.000400125+0.000793028j 0.00964023+0.00270383j 0.00135722-0.0046074j -0.00171956+0.00604721j 0.00577802-0.000248308j -0.00264824-0.00389157j -0.00276503-0.00571076j 0.00010889-0.00274166j -0.00738432+0.000210822j -0.000792104-0.00155069j 0.00673708-0.00235975j -0.002976-0.00298897j 0.00087618+0.00277785j 0.00139933-0.001156j 0.00132131-0.00736315j -0.000926038+0.00532448j 0.00533349-0.00484459j 0.00322221-0.00333958j -0.00300806+0.00175963j -0.00801131-0.00165507j 0.00547166-0.000831374j 0.00449786+0.00219805j 0.00947802-0.0095986j -0.00483274+0.00316009j -0.000440519-0.00481759j 0.00122399+0.00255164j 0.0115304+0.00572328j 0.00128816-0.00152479j -0.00295519-0.00241425j -0.000170664+0.00208887j 0.000953697-0.00147206j -0.00526009+0.000737024j 0.000372071+0.00400175j 0.00153239-0.00155705j -0.00212842+0.00318551j -0.00405913+0.000847563j 0.00063119+0.00335122j 0.000723806-0.00321586j 0.00262509+0.00107546j -0.00312107-0.00467323j 0.00411934-0.000270452j -0.00116063-0.00193617j 
0.00169637+0.00245202j 0.00201395+0.000860613j 0.00116612+0.000571203j 0.00113486+0.000161308j 0.00115923-0.00246412j -0.000760325-0.00025276j -0.000799895-0.00113543j 0.000895795+0.00328074j -0.00188723-0.000319127j 0.000130693-0.000712275j 0.000376252-0.000162599j 0.000205194+0.00250112j 0.0045822-0.000699442j 0.00221456+0.00631361j -7.00231e-05-0.00261535j -0.000261462-0.00157675j 0.00181156+0.00173494j -0.00277045+0.000266022j -0.00157285-0.00278485j 0.00166928+0.00525262j 0.00430108-0.00476805j -0.00113076-0.00214768j -0.00280214-0.000995857j -0.00294371-0.000698149j 0.00489723+0.000200641j -0.00516421+0.00524782j 0.00121609-0.0019072j -3.02527e-05+0.00631939j -0.00258805+0.000172808j -0.00523137+0.00275258j -0.00434332+0.00531979j -0.000841212-0.000865125j -0.00154249-0.00548691j 0.000716769-0.00253835j 0.00253923+0.00580985j 0.00315082-0.0148871j -0.00643073-0.00496986j -0.0074511+0.0065175j 0.00140345-3.31971e-05j -0.00629556-0.00290427j 0.0056255-0.0066223j 5.97248e-05+0.000588544j 0.0049648-0.00125814j 0.00285121+0.000129375j -0.00754995-0.0020768j 0.00899715-0.00458374j -0.0013021+0.000545457j 0.00131897-0.000759919j -0.00447271-0.00172534j 0.000634779-0.00630585j 0.00367867+0.00152336j -0.0017394+0.00632028j 0.000874183+0.000616011j -0.0048224-0.000404539j 0.00365889-0.0065257j 0.00337095+0.00419495j 0.00039931+0.00480902j 0.00290694+0.00605428j 0.00841861+0.00346215j 0.00225101-0.00115261j 0.00352242+0.00579251j 0.00156471+0.0018197j -0.000919453+0.00144832j -0.00194835-0.00511964j -0.000147111-0.00172712j 0.00158146+0.000735188j 0.00340579+0.00162219j 0.000132955-0.00226735j 0.00346452-0.000981856j 0.00220227+0.0011229j -0.000861202-0.000988445j 0.00327443+0.000393701j 
0.00246477-0.0027637j -0.00205554-0.00158316j -0.000127989+0.00295118j -0.00189357+0.00172699j -0.00336121+0.00135327j 0.000190507-0.00077516j 0.00201792+8.53796e-05j -0.00163008+0.000850132j -0.0004338-0.00254452j -0.00176558+0.00177444j -0.00136358+0.000303656j 0.000484904+0.000211378j -0.00343802-0.00740365j 1.52827e-05-0.00257263j 0.0014018+0.003143j 0.00238045+0.000446986j 0.00182474+0.000295859j 0.00101232-0.00164276j -0.00105824+0.00197424j -0.00324177+0.00269713j 0.003016+0.00405278j -0.000573048-0.00331153j 0.000561154-0.00248492j 0.00369855+0.00322726j 0.00462047-0.00296055j 0.00423281+0.00271129j -0.000614454+0.00608841j -0.00199742+0.00724442j 0.00437688-0.00442132j -0.00520417+0.00139965j 0.00101193+0.00338538j 0.00413503+0.004858j 0.0011146+0.00278007j -0.00107957+0.00858859j 0.00311577+0.00521345j -0.00292288-0.00197794j -0.00710364+0.00513129j 0.00605381-0.00687544j -0.00479787+0.00274917j -0.00308847+0.0101389j -0.000883259+0.00328623j 0.0018364-0.00300769j 0.0041914-0.00511623j 0.000853326-0.00280046j 0.000604789+0.0040535j 0.00112408+0.00344382j 3.69502e-06+0.0021162j -0.00213055+0.00237517j -0.00192075-0.00687105j -0.00430667+0.00143734j 0.00744011-0.00650462j 0.00406968+0.000747018j 0.000127629-0.00350994j -0.0031886-0.00351099j 0.00418051-0.00384736j -0.00431437+0.00146847j 0.0064286-0.00527559j 0.00365101-0.00493185j 0.00284569-0.00111828j -0.0024934-0.00993417j -0.0054563-0.00274746j 0.00262133-0.00540968j -0.00417985-0.00578712j 0.0008332+0.00196029j -0.00656406+0.0016065j 2.62723e-06+0.000135125j -0.000183481+0.00161501j 0.00215318-0.000247952j -0.00455645+0.000860956j -0.000607422+0.000310476j 0.0012604+0.000303866j 0.00283555-0.00177217j 
-0.000485006+0.00131058j -0.00190756-0.00102536j -0.00114191-0.00122384j -0.00361919-0.000107083j 0.00113363-0.000184503j 0.00375433+0.00143912j -0.00200908+0.00144715j 0.0043632-0.00333532j -0.000724275+0.00110987j -0.000961565-0.00332957j -0.00230127+0.000293928j -0.00371113-0.00150848j 0.000557198+0.0016305j -0.00240134-0.000831765j -0.00327439-0.00133576j 0.00060389+0.00360888j -0.00275634+0.000669156j -0.00103323-0.00419765j 0.000138136+0.00397181j 0.00127114-0.00914561j -0.00306514-0.00285353j 0.00273072-0.00408299j -0.0018902-0.00500158j 0.0033005-0.00529571j -0.000893904-0.000572864j 0.0010077+0.000979734j -0.00197121-0.0027116j -0.00268257-0.00303137j 0.00375253-0.00183249j 0.000525705-0.00285682j 0.00438526-0.00467934j -0.00129643-0.00035486j -0.0032893+0.00342428j 0.00527624-0.00402049j 0.00361407+0.00120528j -0.00606192+0.00720962j -0.00172224+0.00287736j 0.0024997-0.00387924j -0.00165466-0.00265887j -0.00746581+0.00234918j -0.00118525-0.00242056j -0.003684+0.00140813j 0.0040258-0.00301599j 0.00103174+0.00139337j 0.00490184-0.00503367j -0.00137575-0.000279795j 0.0041586-0.0157045j -0.0084735+0.00781027j 0.002045+0.00522347j -0.0103428+0.00384254j 0.00316583-0.0011712j -0.000581356+0.00255514j 0.00130767-0.00569312j 0.0061581-0.00209637j -0.0005008-0.0102448j 0.000936611+0.00144597j 0.00551136+0.00331842j 0.00217246-0.0042439j 0.00633118+0.0028044j -0.000573086+0.00296074j 0.0019692+0.00473969j -0.0022155-0.00389356j 0.00159293+0.00246418j -0.0093363-0.00209603j -0.0108135+0.00273544j -0.00173415+0.000690136j -0.00389328-5.01194e-05j -0.00176862+0.000647805j 0.00559928-0.00171481j -0.00207647+0.000641275j 6.81706e-05-0.00226967j -4.33455e-05+0.00111029j 
