0.00543542-0.00240883j -0.000208534-0.00318029j -0.00761179+0.00112927j -0.003864+0.00378211j 0.00491824-0.00172163j 0.00963097-0.00344387j 0.0019973+0.00425302j 0.0122392-0.00174477j 0.00246132-0.000128284j 0.0104186-0.00434933j 0.000291104-0.000955262j 0.0106063-0.00025669j -0.00497232+0.00254321j -0.00129145-0.000120315j -0.00482866-9.43013e-05j -0.010043+0.00201604j 0.0120793-0.00266562j 0.00375241-0.000418689j 0.00179647-0.00128442j -0.00397749-0.000606717j 0.00900723-0.000157192j -0.00414932+0.00163997j -0.00330266-0.000674993j 0.0154037+0.000729176j -0.0106114-1.72501e-05j -0.00950339-0.000818115j -0.0059682-0.00169742j 0.00642176-0.00102361j -0.00686411-7.97408e-06j 0.00603498+0.00177391j -0.0109176-0.0012238j -0.00603689-0.00105898j -0.00085742-0.00387659j 0.00751964+0.00211634j 0.0135447+0.00107482j -0.00577234-0.00371824j 0.000139103-0.00109414j -0.00420267-0.00063026j -0.0100251+0.00101208j 0.00532452+0.00738905j 0.0146178+0.00576576j -0.00819699+0.00320628j -0.00194007-0.000538394j -0.00370373+0.000294373j -0.00100781+0.000638072j -0.00206781+0.00105583j 0.00209522-0.000496853j 0.0037001-3.40256e-05j 0.00194995-0.00106215j -0.00158766+0.000445202j -0.000702314-0.000162776j -0.00189106+0.000627945j 0.0017031-0.000633667j 0.00241792-0.000209666j -0.000369338-0.000347657j -0.000807303+0.000148316j -0.000935083+0.000132321j 0.00252393-0.000385274j 0.00148459-0.000171875j 0.00221684-0.000481469j -0.000674432-0.000186158j -0.000723762+0.000541304j 0.00144235+5.84426e-05j -0.00110012+1.97574e-05j -0.0017197+0.000151965j 0.000815957+2.00708e-05j 0.000402621+0.000662864j -0.000634568-2.67929e-05j 0.000907927-0.000122755j 3.76873e-05+0.000387969j 0.000144622+0.000328723j 0.000568582-2.35303e-05j -0.00156385+0.00035079j -0.000224608-0.000590362j 0.00263842+6.27055e-05j 0.00185796+0.000161768j -0.000359525+0.00014942j 0.00155635+7.26698e-06j -0.000558151-0.000269414j 0.00154171-0.000147699j -0.00216542+0.000143499j -0.000322253-0.000597799j -0.000286653+0.000150952j -0.00282592-0.000561184j 0.000464802+0.000821147j -0.000107835-0.000457379j 0.00317461+0.00026496j -0.00105905-1.82859e-05j 0.00129966+0.000538054j -0.00219882-0.00027109j 0.00152806+1.23538e-05j 0.00341117+5.68588e-06j 
-0.00372128+2.30594e-05j -0.00389158-0.00340132j 0.00309358+0.00318048j -0.00180173+0.000366606j -0.0050083-0.00454995j 0.00588536+0.00345426j 0.00680392+0.00569914j 0.00428558+0.00147783j 0.00330745-0.00270383j 0.00366512-0.00366511j -0.00479179-0.0023143j -0.00992424-0.00587942j -0.00458713-0.00507435j 0.00143797+0.000625691j -0.00675849-0.0106068j 0.00280671+0.00276284j 0.000353849+0.00630774j -0.00650025-0.00922042j -0.00432762-0.00287353j 0.00444202+0.00522075j 0.00280529+0.000444566j -0.00442745-0.00983898j -0.000751557-0.0021336j -0.00379378-0.0083621j -0.00249442+0.00792276j -4.74726e-05-0.00203192j -0.00456321+0.00205884j -0.00491392+0.00677204j 0.000408411+0.0030279j 0.00134746+0.00235332j 0.0021388+0.00558575j -0.00725777-0.0111348j 0.00691605+0.00562675j -0.000619836+0.00710969j 0.0019858+0.00184277j 0.00050722+0.0100807j 0.000720566-0.0126875j -0.00519369+0.00148231j 0.000954332-0.00294218j -0.00297544+0.00324919j -0.000290481+0.00302446j -0.000207014-0.00260421j 0.00428144-0.00315168j 0.00191236+0.00275023j -0.00527915+0.000534308j 0.000430047-0.00164851j 0.00476699+0.00107291j -0.00360221-8.53772e-05j -0.00124065-0.00406416j -0.000452773+0.00312087j -0.00414709+0.00284812j -0.00459061-0.000148926j -0.00394932-0.0052491j -0.00498271-0.00234301j 0.00513008+0.000887174j 0.00650005+0.00165352j 0.00571313+0.000421245j -0.0052154-0.00136889j -0.000316354-0.00230191j 0.00873565-0.000585333j -0.00656955-0.00344572j 0.00392545+0.00462125j -0.000591413-0.00408744j -0.00386937-0.00236221j 0.00538218+0.00286499j -0.00329757-0.000657112j 0.00436382+0.00601775j -0.00173994-0.00299572j -0.00142781-0.00313315j -0.00934274-0.00545887j -0.00523167+0.00121998j -0.00427356-0.0038795j -0.00332203-0.00042144j 0.00227402+0.000102783j 0.000802801-0.000785588j -0.00819164-0.00608361j -0.00266725-0.000535291j -0.00255198-0.00306019j -0.00161691-0.00320042j -0.00625298-0.00880005j -0.00554521+0.000236221j 0.00275605+0.000927112j 0.000280453-0.00320852j 0.000270359-0.00357693j -0.00560354-0.00316245j -0.00277903-0.00418965j -0.00507232-0.00363836j -0.00290805+0.0018766j -0.00119081-0.00123449j -0.00676908-0.000971665j 0.00630089+0.00123289j 8.29873e-05+0.000499993j 
0.00386474+0.00111627j 0.00506907+0.00221264j -0.00374219-0.00275101j -0.00301313-0.00137478j -0.00023514+0.000302476j 0.00117635-0.0018831j 0.00089599+0.00219924j 0.00402457+0.00463109j 0.0087618+0.00638704j 0.0143348+0.0121102j 0.00137284+0.0012718j -0.00398246-0.00452702j 0.00278587+0.000254435j 0.00301548+0.00451387j -0.00174654+0.000219149j 0.00215128+0.00160611j -0.00413933-0.00691745j 0.00370277+0.00212431j -0.00592572-0.00574834j -0.00282187-0.002211j 0.000304973-0.000508581j -0.00459471-0.00391811j 0.00514741+0.00255247j -0.0027906-0.00286585j -0.00373849-0.00843164j 0.00515169+0.00925529j -0.00373799-0.00960766j -0.00341679-0.0133443j -0.00123009-0.000861155j -0.000526468-0.00518783j 0.00276838+0.00846604j -0.00110123-0.00862217j 0.000589086+0.00877404j -0.00646049-0.00719737j -0.00109825+0.00987039j 0.00312779+0.00145524j -0.00106341+0.00555747j 0.00311819+0.00440628j -0.000637053+0.00369202j 0.00260705-0.00217332j -0.00124596-0.00369155j 0.00051643+0.00229145j -0.00317624+0.000714141j -1.58507e-05-0.0013016j 6.35428e-05-0.000116649j -0.00263454-0.00292435j 0.00253188+0.00214575j -0.0038972-0.00115937j -0.00682232+0.000789408j 0.00673213-0.00116037j 0.00404584+0.00285518j 0.000223321+0.000707227j -0.0141953-0.0051682j 0.000234603+0.000135638j 0.000670524+0.0018371j -0.00141307+0.00163195j -0.00740562-0.00377719j 0.00262431+0.00338686j -0.00135443+0.00134126j -0.00634204-0.00345618j -0.0011609-3.63108e-05j -0.000840937-0.00227085j -0.00950431-0.00548091j -0.00448972-0.00134898j -0.003317-0.00147734j 0.000274962-0.00164138j 0.00767706+0.00323939j 0.000735573+0.00150765j 0.0003841+0.00115875j -0.00351152-0.0028196j 0.00857171+0.004418j -0.000572206-0.00082894j 0.000628135+0.000449152j -0.00143884-0.00119309j 0.000521313+0.0021429j 0.00322302+0.00477026j 0.00582484+0.00350053j -0.00302942-0.00303206j -0.00835359-0.00949271j -0.00339179-0.00128359j 0.00716902+0.00562381j 0.00174656-0.00191437j -0.00206561-0.003816j -0.00390643-0.00457316j 0.000999368-0.00254482j -0.00224208-0.0030431j -0.00146089+0.00137547j 0.00406315+0.00375201j -0.000401486-0.000720915j 0.00394696+0.00195956j -0.00402184-0.00197213j 0.000503118+0.00021059j 
0.00101746+0.00091532j -0.00148791+0.00148469j -0.000694985-0.0069563j 0.000624391+0.000163282j 0.00141449+0.00277326j 0.000515951-2.65719e-05j 0.000150554+0.00607843j -0.000517633-0.0115466j -0.00253595+0.00432077j 0.000757738+0.0010404j -2.50018e-05-0.00421893j 0.000388221+0.00161017j 0.00312077-0.0124633j 0.00110929-0.00410722j -0.00128336+0.00196955j 0.00101231+0.000271804j 0.00227775-0.00296062j 0.00632139-0.0117204j -0.00702906+0.00872252j -0.00475662+0.0118205j -0.00420902+0.00487944j -0.00238446+0.00623107j 0.0029607-0.00303416j 0.00494268-0.00934467j 0.00100265-0.00251456j 0.00175011+0.00140007j -0.00443215+0.00518729j -0.00107143+0.00802487j 0.000531837-0.00544268j -0.010354+0.0116617j -0.00465265+0.00293399j 7.99453e-05-0.000852548j -0.00237117+0.0014918j 0.000366721-0.00503848j -0.00340101+0.00554054j 0.00387734-0.00432315j -0.00190571+0.0032829j 0.00296173-0.00281237j 0.00159258-0.00212423j -0.0014676-0.00182955j 0.000868039+0.000587219j -0.000841133-0.000134755j -0.00453359+0.00715449j -0.00338713-0.000641197j -0.00223431-0.00147145j -0.000688063-0.00212305j 0.00316356-0.00597391j 0.00436764-0.00597792j -0.00657926+0.00422747j 0.00420479-0.00252525j -0.00363061+0.00400923j -0.000878308+0.00131745j 0.00324659-0.00161707j -0.00321233+0.00549086j -0.00168661+0.00167927j 0.000738899+0.000305429j 0.0128717-0.00824567j 0.00670776-0.00255403j -0.00476755+0.00352072j 0.000848759-0.00195088j -0.00132122+0.001011j -0.00165191-4.68221e-06j -0.00218216-0.000501285j 0.00292582-0.000462592j 0.00338196-0.00135382j -0.00899793+0.00127263j -0.000499838-0.00130878j -0.0140262+0.00345639j -0.000105867+3.81702e-05j 0.00872078-0.00161117j 0.000647676-0.000922458j 0.00150726-0.000539692j -0.0107916+0.00284072j 0.00199269-0.00294034j -0.00570774+0.00187953j -0.0094184+0.00166704j 0.00632807-0.000330172j 0.00138563-0.00243612j 0.0041829-0.000968703j -0.00194+0.00255845j -0.00454623+0.00225628j 0.00415916+0.00044277j -0.00250148-0.00118216j -0.00686511+0.00177129j 0.00508571-0.00161577j -0.00491918+0.00029889j 0.00442886+6.54742e-05j 0.00357411-0.0011034j 0.0039281+3.04269e-05j 0.00317286-0.00139384j -0.000967581+0.00124117j -0.00262065-0.000411077j 
-0.00505215-0.000921846j -0.00237775+0.00082659j 0.00877811+0.000243623j -0.00409181-0.00343938j -0.00255106+0.00188701j 0.00121818+0.00242286j -0.00498088+0.000673205j 0.013403+0.000754996j -0.00541811-0.00384685j -0.00315726-0.00391274j 0.00367552-0.000143547j -0.00096282+0.000200436j 0.0133881+0.00209873j 0.00276619+0.00142687j -0.00161476-0.00293044j -0.000687857+0.000548103j 0.00175847+0.00378624j 0.0111291+0.0047017j -0.00916477-0.00646152j -0.0124056-0.0059588j -0.00487394-0.00436952j -0.00604344-0.00373027j 0.00399043+0.00252281j 0.0100959+0.0051546j 0.00214347+0.00393511j -0.000753985-0.000847883j -0.00477692-0.00246802j -0.00901842-0.000234371j 0.00476588+0.00198483j -0.0112144-0.00925433j -0.00324334-0.00434007j 0.00179468+0.00117492j 0.000297074-0.000924106j 0.00500908+0.00432735j -0.00367651-0.00491424j 0.00327532+0.00507628j -0.00313816-0.00593944j -0.000608594+0.000856761j -8.6439e-05-0.00158729j -0.00211943-0.00020213j 0.00286419+0.00357292j 0.000190259+0.000747444j 0.00427287+0.00307573j 0.00127887+0.00271328j -0.000350885+0.00122472j 0.000256944+0.000566414j -0.00234484-0.00307523j -0.00389002-0.00403001j 0.00458625+0.00546113j -0.0038891-0.00364723j 0.00175152+0.00297694j 0.00120557+0.00187617j -0.000484126-0.00261002j 0.00361116+0.00318757j 0.00196877+0.00146506j 0.00154712-0.00135408j -0.00642375-0.0129251j -0.00402198-0.00708181j 0.00424436+0.00382666j 0.000795761-0.000261965j 0.000438414+0.00184863j 0.000542745+0.00166144j 0.00135678+0.00199718j 0.000231876-0.00305633j 2.20312e-05-0.00316928j 0.00189142+0.00838743j -0.000613515+0.00157538j 0.00335042+0.0133176j 0.00012768-0.000730765j -0.00232142-0.00732742j -0.00262014+0.000294135j -0.00147508-0.00278053j 0.00217916+0.0106475j -0.00193551-0.00188545j 0.00203632+0.00475345j 0.000124387+0.0087868j -0.00163602-0.00517006j -0.0022512-0.00142569j -2.50814e-05-0.00213924j 0.00178849+0.00146597j 0.000543185+0.00414167j 0.000704649-0.00439517j -0.00141928+0.00252337j 0.00188704+0.00666304j -0.00207637-0.00367217j 0.000310145+0.00336513j -0.000135271-0.00392092j -0.00214122-0.00313613j 0.000649263-0.0020222j -0.00265061-0.0031847j 0.00175688+0.00218526j -0.000689706+0.000369953j 
-0.00549988+0.00674822j 0.00297595+0.00221717j 0.00121549+0.00141209j -0.00137013-0.0053735j -0.00375104-0.0032986j -0.00361168-0.0019525j 0.00150819-0.00371242j -0.0018495-0.00282116j 0.000309014-0.00189698j 0.00110523-0.00113425j -0.00465301+0.00129582j 0.00276461-0.000347013j 0.00217407+0.000925525j -0.0022821-0.00514027j 0.00673138-0.00183095j 0.00124769+0.00302496j -0.000976499-0.00182374j -0.000303532-0.00389216j -0.0011235+0.000487073j 0.00418116+0.00127144j 0.00465577+0.000837312j -0.002341-0.00552667j -0.00322382+0.00521592j 0.00108708-0.000620798j -0.00399766+0.000884691j 0.00961207+0.00561576j 0.00147541+0.00621815j -0.00262248+0.00174989j 0.0047377-0.000904482j 0.0002463-0.000540005j -0.00472872-0.000942654j 0.00479139+0.00443748j 0.00429626-0.000256121j -0.00766956-0.00116122j 0.0050176+0.0056299j 0.000898349+0.000536219j 0.00768352-0.00530314j 0.00312682-0.000178576j -0.00999221+0.00265107j -0.00751112+0.00415188j 0.00549897+0.00186125j -0.00751815+0.00583944j -0.0068532+0.000113362j -0.00606944+0.0013182j 0.00336241-0.0016113j 0.00565343-0.0053047j 0.00771181+0.00128739j -0.00352793+0.004044j 0.0040045+0.00163731j 9.30323e-05+0.00127925j 0.00220413-0.00293879j 0.00407217+0.00331781j -0.00487587-0.000921176j 0.00233328+0.00332423j 0.00149875-0.000107121j 0.00185475-0.00472977j 0.000435879-5.81835e-05j -0.00275767+0.00203612j -0.00293885-0.00158516j -0.00309891+0.00331511j -0.00107124+0.00048011j -0.00452111-0.00474122j 0.00189744-0.00453166j 0.00580503-0.00414175j -0.00373929+0.00402228j 0.00508148+0.000214444j -0.00559131+0.00116104j -0.00394189+0.000509323j -0.000339402-0.00227297j -0.00660659+0.00510752j -0.00421425+0.00750592j 0.000846264+0.00310579j -0.00163192+0.00479129j -0.000120984-0.000288364j -0.00267552+0.00205218j 0.00178093-0.00345948j -0.00265242+0.00398431j -0.00377017+0.000778525j 0.00187859+0.00455534j -0.00201568+0.0029564j 0.00506995+0.00910653j 0.00591725-0.00485418j -0.000382943+0.00594882j -0.00179098+0.00439623j 0.00056262-0.00464668j 0.00295589+0.000800218j -0.000443779-0.00365821j -0.0054194+0.00668226j -0.00346588+0.00473217j 0.00627021+0.0119455j -0.00177265+0.0126838j -0.0132854-0.0109487j 
0.00538173+0.00223789j 0.0036256-0.00820072j 0.00345425-0.00321602j -0.00498327-0.000261148j -0.00230924+0.00417468j 0.00157323+0.00215434j 0.00137876-0.000865565j -0.000955048+0.00203158j -0.00244676+0.000464061j -0.00309743+0.00088706j 0.000599218+0.00299514j 0.00295791+0.00172246j 0.00413917+8.98753e-05j -0.00991715+0.000466248j -0.00321463-0.0038546j 0.00278118-0.00012872j -0.003778+0.00166415j -0.00663826-0.000203623j -0.00369946-0.000998957j 0.00276455+0.00124054j -0.000477966-0.00164767j -0.00357688+0.00145498j 0.00942609+0.000567789j -0.00146597+0.00224901j 0.00542489+0.00380649j 0.00371371-0.00635706j 0.00847534-0.00296136j 0.00362217+0.000887464j -0.00292656-0.00421741j -0.000426191+0.000431296j -0.00338382+0.00271195j 0.00384144-0.00195405j 0.00153371-0.00268215j -0.00197915+0.00513785j 0.00857731-0.00373542j 4.53832e-06+0.000736905j -0.0100369-0.000801814j -0.00484881-0.000296231j -0.00769217+0.00942238j 0.00130171-0.0025926j 0.00662206-0.0075266j 0.00510033-0.00289524j -0.0001503+0.0044336j -0.00743399+0.00370896j -0.00231591-0.00122553j -0.00582942+0.000178039j 0.00144282+0.00200259j 0.00185813-0.000535415j 0.000653381+0.00112663j 1.29624e-05-0.000547811j -0.00778984+0.00133151j -0.00789502+0.00162977j -0.00230112+0.00401589j 0.000771331-0.000111723j -0.00541758+0.00626788j -0.00162451+0.00145611j -0.00207623+0.00147552j 0.00129148+0.00396669j -0.0013418-0.000365606j -0.00389458+0.00515311j -0.00194986-0.00167357j 0.00113066-0.00505615j 0.00212876+0.0023861j 0.00473389-0.00243955j 0.00191905-0.00394306j 0.00335941-0.0052888j 0.0061007+0.00155099j -0.00173567-0.0006343j 0.000621516-5.75577e-05j 0.0035373+0.00220493j -0.0030493-0.00160768j 0.00345284-0.00690048j 0.00759816+0.000577078j 0.000672479-0.00370321j 0.00250013-0.00107192j 0.00164887+0.00365432j 0.00148803+0.00294607j -0.00352494-0.00641588j -0.00583365+0.00361286j 0.00105-0.00148101j 0.00162467-0.00719814j -0.00081861-0.00732057j -1.87739e-05+0.0100232j 0.00440793-0.00204356j 0.00757818-0.00118039j -0.000260336-0.0131756j 0.00223652+0.00228562j 0.00619277+0.000192649j -0.000126863+0.00444325j 0.000488358-0.0026574j 0.0142519+0.0130036j -0.000851557+0.0105022j 
0.00589153-0.00564975j 0.0012138-0.00218119j 0.0035913+0.00103134j 0.000794776+0.00142135j 0.00165825-0.00114134j 0.00455346-2.21476e-05j -0.000365548-0.00101523j -0.00117393-0.00175359j -0.00387396-0.00181255j -0.00122942+0.00183873j 0.00039169-0.0043643j 0.00306234-0.00525549j 0.00418253-0.00309558j -0.00330562+0.0057414j -0.00459542+0.00341189j 0.00310761-0.00348477j 0.00138578-0.000681887j -0.00457577+0.00276021j -0.00550139+0.00217737j 0.000543392-0.00646776j 0.00294771+0.00223671j -0.00321081+0.00349199j -0.00369202-0.00685532j 0.00567701-0.00308556j -0.000339144-0.00977564j -0.00487835+0.00169284j -0.00127695-0.00153681j 0.000183767-0.00387606j 7.61164e-05+0.00913798j 0.00108384-0.00138425j -0.00127467-0.00184211j -0.00134699-0.0034625j 0.00023814-0.00324492j 0.00766948-0.00120866j -0.000471624-0.000561757j 0.00822695-0.00335449j 0.0030529-0.00242117j -0.00398582-0.0070889j 0.00105494+0.00431668j -0.00488721+0.00147169j -0.0126962-0.00582608j 0.00691064-0.00762875j -0.0039875+0.00588015j -0.00455915+0.000692583j 0.00447225-0.00176215j -0.00224425+0.00135574j 0.000426009+0.000504062j 0.000660444+0.000541235j 0.00584415-0.00152662j 0.00818107-0.00368746j 0.00682108-0.00125509j -4.38201e-05+0.00165446j -0.00181502+0.000285364j -0.000718505+0.00304491j -0.00130056+0.000701939j -0.000325857+0.000382562j -0.00257616+0.000521236j 0.00094795+0.00121743j -0.00702926+0.00415382j 0.00290223+0.0014704j 0.00581755-0.00269478j 0.00545663-0.00127177j 0.000172662-0.00136752j 0.00201979-0.00283386j -0.00196307+0.0047751j -0.00330554-0.000424608j -0.00862709+0.000517754j -0.000555663+0.00300945j -0.00830401-0.000470663j -0.00778388-0.0027685j 0.000127864-0.00134376j -0.0067541+0.000201251j -0.00958231+0.00264488j -0.000509923+0.00384723j -0.00877453-0.00260421j 0.0044979-0.00394225j -0.00135139-0.000281082j -0.000716004-0.00168615j 0.00673777+0.00174393j -0.00562611+0.000361976j 0.000139156-0.00346398j 0.00461059+0.00314594j 0.00185478+0.00023077j -0.00281014+0.00340067j -0.0048697-0.00965763j 0.00258751+0.00427965j 0.00162761-0.00166917j -0.00450021+0.00176255j -0.0115728-0.0013203j 0.00599197+0.0104121j 0.00700803+0.00257083j 0.00493944+0.00476679j 
-0.00025444+0.00451538j -0.000183983+0.00210462j -0.0018343+0.0066417j 0.00712654-0.0072674j 0.00602657-0.00516242j 0.00214499+0.00139456j 0.00463447-0.00194218j 0.00521326-0.00638918j 0.00425511-0.0052074j -0.00198398+0.000797318j 0.00162954-0.00160888j -0.000143227+0.00280998j 0.000598981+0.00421868j 0.00242425-0.0048812j -0.0007617+0.00191132j -0.0019451+0.00354426j 0.000479674-0.00154343j 0.000167862-0.00402097j -0.00491756-0.00213605j -0.00120658+0.00422734j -0.00291697+0.00514706j 0.00897502-0.00600991j -0.000919744-0.00419499j -0.00296918+0.00292983j 0.00808223-0.00856832j -0.0122672+0.00416327j -0.00375364+0.00280633j -0.00134412-0.00215943j 0.00227319+0.00620243j -0.000824358-0.00406435j 0.000509577-0.00376661j -0.00285198+0.00233973j 0.0102441+0.0017189j -0.000473193-0.00403322j -0.00642206+0.00201675j -0.000973668+0.0057293j 0.00841476+0.00854488j 0.00721386-0.00513333j -0.0189434-0.00146972j -0.00193935+0.00174504j -0.000220766+0.000517293j -0.00523954-0.00525856j -0.00283839-0.00141826j 0.00377526-0.00156595j -2.19701e-05+0.00138955j -0.00614777+0.00216505j -0.00413575+0.000913234j -0.000968796-0.00107593j 0.00189009+0.00133956j 0.00118687+0.000557081j -0.003856+0.00126034j -0.00270214-0.00134464j 0.000598976-0.000186056j -0.00212171+0.000464277j -0.00268319+0.00154824j -0.00421727+0.00120189j -0.000262145-0.000246045j -0.000299867+0.000962717j -0.00211873+0.000509642j -0.00175398+0.00158087j 0.00150823-0.00165171j 0.00427126-0.00210918j -0.00137289+0.00151892j 0.000291896-0.000962725j 0.00390387-0.00105236j -0.00330219-0.00152674j 0.00355984+0.000556096j 0.000755807+0.000455574j -0.00494043+0.000685544j 0.00589451-0.00072402j -0.00176069-0.00147322j -0.00479987-0.00351574j 0.00354096+0.00146106j -0.000262352-0.00222487j -0.0015929-0.00227827j 0.00259759-0.000287312j 0.00123483-0.000498583j -0.00189172-0.00343158j -0.00234423+0.000880544j 0.001451-0.000964978j -0.00339948-0.00438526j 0.000942171+0.00104236j -0.00409272-0.000870425j 0.00532428+0.000927474j 0.00383692-0.000565624j -0.00191159-0.00281531j 0.00155671+0.000641797j 0.00420321-0.00151229j -0.00906395-0.00476905j -0.00497097+0.000775816j 0.00176371+1.58836e-05j 0.00149853+0.00376705j 
0.000197403-0.00745796j -0.00201703+0.00487782j -0.000923393-0.0027718j -5.16587e-05+0.000309905j 0.00371861-0.00332435j 0.00269911-0.00649557j 7.90869e-05-0.00168721j 0.00289864-0.00104763j 0.00222393+0.00298686j -0.000257336+0.00274663j 0.0044137-0.00285667j 0.00219916-0.000289712j 0.00133119-0.00459002j -0.000205641+0.00613065j -0.000996494+0.002259j -0.000934957-0.00152508j -0.0024261+0.00233235j 0.000767012+0.00643558j -0.00277776+0.0090468j 0.00901051+0.00130615j -0.00328182+0.00138049j 0.00627451-0.00367751j -0.00131763+0.000453666j 0.00756979+0.00117568j 0.00294343+0.000946103j -0.0076006+0.0070872j -0.00867571-0.00257265j -0.00393789-0.00184463j -0.00585961-0.0057819j 0.00185561+0.0036501j 0.00286868+0.00494776j -0.00421643+0.00431652j 0.000793694-0.00727552j 0.00308516+0.00372641j -0.00306227-0.000756817j 0.00124279+0.00721959j 0.00613804+0.000629628j -0.00773094+0.00770821j 0.000921963-0.00347485j -0.00733333-0.000378689j -0.0130761+0.000294305j -0.00402961-0.00502148j 0.00329392+4.36444e-06j -0.0028847+0.00289119j -0.000180425+0.000105395j 0.00212146-0.000207188j 0.00183807-0.000955161j 0.000594435-0.000767474j -0.00305098+0.000398622j -0.00304092-0.000610815j -0.00280473+0.000837643j -0.0016008+0.00205943j -0.00369145+0.000593019j -0.00118634+0.00061387j -5.64267e-05+0.000560182j 0.000123645+0.000165967j 0.00129521-0.000747805j -0.0020158-0.000356368j 0.00508854-0.00335989j -0.00525512+0.000453522j -0.00715321+0.00326705j -0.0079133+0.00177571j 0.00327032-0.00159187j 0.00807476-0.00132385j -0.000412068-0.00197506j 0.00915016-0.000606471j 0.00425998-0.00155386j -0.00378432-0.000462622j 0.00920066-0.001345j -0.0018479+0.00116886j -0.0058461+0.00223785j 0.0107088+0.00313487j 0.00749047+0.00271119j 0.00332533-0.00292848j 0.00737671+0.00163458j -0.0037868-0.000544883j 0.00238394+0.00267273j -0.00532583+0.000727937j -0.00345289+0.00391593j 0.00149772+0.000664706j 0.00300263+0.00566409j -0.00115706-0.00476865j 0.00609523+0.00595318j -0.00260147-0.00469592j 0.00460996+0.00218462j -0.00153135-0.00447201j 0.0028802-0.000292076j -0.00017107-0.00231697j 0.00381758+0.00487173j 0.00324485-0.000303061j 0.00131195+0.000476992j 0.00246123-5.24566e-05j 
-0.000849814+0.00319783j 0.0004911-0.00212111j -0.00388906+0.00308037j -0.00348897+0.00355938j 0.000512162+6.40078e-05j -0.00369668+0.00329551j 3.29554e-05+0.00144126j 0.00198551-0.00152834j 0.00466172-0.00493862j 7.26982e-05-0.000547225j 0.00607044-0.00311405j 0.00648388+1.47401e-05j -0.000277487+0.0022492j -0.00165383-0.0016706j -0.00428812-0.00267372j 0.00115286+0.00222303j 0.00419997+0.0036234j 0.0017788-0.00469904j 0.00429928-0.0052456j 0.00975643-0.0103694j -0.00533143+0.0024178j -0.00651981-0.000507725j 0.0101781-0.00602738j 0.00719111-0.0033054j 0.0147667-0.00402573j 0.0012142-0.00643155j -0.00286292+0.00208907j 0.00448623+0.000842634j -0.0217821+0.00574027j 0.00699958-0.000813125j 0.00920856-0.00090145j 0.00476697-0.000523066j -0.00663258+0.000186148j 0.00752872+0.00347861j -0.00174372+0.00134774j 0.0100904+0.00466201j 0.00174693+0.00585145j 0.0150499+0.00240579j 0.00293958-0.00339496j -0.0076302-0.00274178j 0.00472097-0.00512507j 0.00379942+0.005512j 0.00378231-0.000227796j -0.00162061+0.00210457j -0.00226773+2.62266e-05j 0.00373377-0.00288009j 0.00197997+0.000812818j -0.00370475+0.00251807j -0.000473714+0.000618937j -0.00120215+0.00141013j -0.000437132+0.000712344j -0.00119907+0.000145135j -0.000324371+0.000125218j 0.00109927-0.000371117j 0.000374001-0.000418786j 0.00295715-0.000972764j 0.000856674+0.000534777j -0.00105503+0.000121126j -0.00211109-0.000118989j 0.000576967-0.000527982j 0.00405862+0.000104326j -0.00391976+0.000459071j -0.00256455-0.000483074j -0.00355932+0.00125749j -0.00206602+0.000504028j 0.000784472+0.000718291j -0.00420438-0.000634077j -0.000964733-0.00108034j 0.00190558+0.00120585j 0.00112731+0.00226436j 0.00386531+0.000778491j 0.000457229+0.00131417j -0.00364781-0.0017259j -0.00249259+0.00191927j -0.000390249-0.00035667j 0.000860547-0.00196421j -0.00112662-0.00053735j -0.000613554+0.00311111j 0.000852749-0.000714858j -0.0035515-0.000642538j 0.0013213+0.00102449j 0.0026695+0.00187133j 0.00127876-0.000541773j 0.00119895+0.00119492j 0.00047186+4.78914e-05j -0.000972506+0.000658928j -0.00154803-0.00196179j -0.00529646-0.00197842j 0.00676667+0.000648842j -0.00249386-0.00308372j -0.00206368+0.00143924j -0.00520885-0.00222533j 
