0.0111547-0.00266928j 0.000449595-0.00519473j -0.00358323+0.0045422j 0.0120849-0.00131558j 0.0031423-0.00192875j 0.00114175-0.0029701j -0.0064643+0.00242212j 0.00793857+0.00122014j 0.00952412-0.00425732j 0.000903992+0.00104492j -0.00173821-0.000317381j 0.00270137-0.00300513j -0.0139279+0.00188007j -0.00964482+0.00253298j 0.00468832+0.000651029j -0.00107613+0.00275222j 0.00131167+0.000666238j -0.00534231+0.00071289j 0.00137633+0.000227337j -0.00717669+0.00242328j 0.0095583-0.00141706j 7.70095e-06+0.00122346j -0.000430157-0.00158175j -0.00652536+0.00118596j 0.00709346-0.000879464j -0.00693005+0.00459895j 0.00249758-0.00362814j -0.00300948+0.00039803j 0.00931006-0.000784816j 0.00193534-0.000892124j -0.0141666-0.000971244j 0.00508344-0.00142207j -0.00504356-0.000205959j -0.00179613-0.00105753j 0.0111259+6.45085e-05j 0.00340369+0.000104806j 0.0113532+0.00251727j -0.00170701-0.000385185j 0.0069056+0.00224126j 0.00168799+0.00189566j -0.00372549+0.00103406j 0.00428244+0.000266149j 0.00337262-0.00125082j -0.0108931-0.00346148j 0.00578012+0.00454744j 0.00496671-0.000372141j 0.00966337+9.73418e-05j -0.00237062-0.00300628j 0.008048+0.00208591j 0.00362826+0.00485515j 0.00871442-0.00219713j 0.00866721+0.00654023j 
-0.000956577-0.000745115j -6.6202e-05+4.62005e-05j 0.000139241+0.000123376j 0.000709748-0.000517709j -7.05944e-05-8.82971e-05j -0.000330417+2.60948e-05j -0.000383064+0.000376802j -0.000485708-0.000943027j 0.00160032+0.0023435j 0.000382847+0.000349911j -0.00151121-0.00254034j -0.00100796-0.00132144j -0.000380917-0.00184459j -0.000567823-0.000290831j 0.00157321+0.00437581j -0.00313049-0.0046484j 0.000648805-0.00101673j -0.00170382+0.00136105j -0.000170792-0.00185065j 0.000400578-0.000939023j 0.000642043+8.85743e-05j -0.000386191-0.00102037j 0.00151097+0.000658974j -0.00167864-0.00600002j -0.00249783+0.00104527j 0.00141821-0.000636505j -0.000413688-0.000184858j 0.000210767-0.00490249j -0.000923215-0.00355434j -0.000591705-0.00577031j 0.00142452+0.00240897j 0.000108369+0.00205252j 0.00157644-0.00361005j -0.00183112-0.00186015j 0.000106627-0.00220064j 0.000755735-0.0012998j 0.000801404+0.00122729j -0.00136242+0.0003888j 0.000969173-0.00471484j 0.00100241-0.00294155j -0.000885254+0.0031423j 0.000303931-0.000791871j 0.00122898-0.00361285j -0.000551607+0.000301508j -0.000445935+0.000334971j 0.000319728+0.000254021j -0.000506415+0.00104341j 8.5257e-06+0.000702413j -0.000432473-0.00118371j -0.000172505+0.000724302j -0.000327445+0.000988816j -0.000232259+0.0001662j 
5.4744e-05+0.00289274j -4.93662e-05+0.000119016j 0.0018052-0.00125946j -0.00150897-0.00399133j -0.000854437-0.00354996j -0.00222883-0.00340833j -0.00117659-0.00456549j -0.000402913+0.000226035j -0.00229221+0.00011274j 0.000320604+0.00935401j -0.000403805-0.00215105j 0.00562519-0.0001567j 0.00238009+0.00608906j -0.00466329-0.015586j -0.00206177+0.000612056j 9.15944e-05+0.00256018j -0.0028551+0.00344829j 0.00699594+0.00367428j 0.00297768-0.000917674j 7.50672e-05+0.0053746j -0.00284238-0.00250709j 0.0051423-0.0103932j -0.0028115+0.00720014j -0.00485032+0.00409129j 0.00478507-0.00680316j -0.00153544-0.00342881j 0.0120506-0.0110497j 0.00231412+0.00306688j -0.00679211+0.0176752j 0.000150973+0.00539837j -0.00382668+0.0114034j -0.00034746-0.0102479j -0.00347252-9.72591e-05j 0.00320996+0.00087445j -0.00289126+0.00341643j 0.0030582+0.0015956j -0.00817555+1.31677e-05j 0.00680025-0.00670794j 0.000772156-0.00208586j -0.00410007+0.0124706j 0.000351835+0.000987374j 0.00477247-0.00632262j 0.00288796-0.00275787j -0.00706175+0.00180515j -0.000423985-0.00174435j -0.000319987+0.00286752j -0.000671123+0.00634131j 0.0017033-0.00480697j -0.00124231+0.00379633j -0.00131525-0.00152251j 0.00087907-0.00198352j 0.00177126-0.0012704j 
0.00144811-0.00400508j 0.000343296+0.00111127j -0.00322593+0.00229726j -0.00103889+0.00106524j -0.00391023-0.00101954j 0.00105216-0.000959551j -0.00349422+0.00687143j 0.00493595-0.00490536j 0.00459029-0.00443645j 0.00417914-0.0011155j 0.00140507-0.00262402j -0.00546883-0.000803384j -0.00206906+0.00230412j 0.00725842-0.0118665j 0.0044687-0.00466981j -0.0078917+0.00145914j 0.00650395-0.00327896j -0.0114443+0.00193155j 0.00030743-0.00898441j -0.000783003+0.00148001j 0.00237791+0.00359102j 0.00348394+0.000603798j -0.00359374+0.00415811j 0.00151542+0.00620796j -0.00196257+8.55208e-05j 0.00381252+0.00179454j 0.00242629+0.00144216j 0.00725367-0.00592919j -0.0130791+0.00698727j 0.00336271-0.00303535j 0.00143567-0.000888944j 0.0051057+0.00190689j 0.00535395-0.00287126j -0.0119393+0.00258207j 0.00508667-0.00109587j 0.0040354-0.00102606j 0.000566434+0.00547855j 0.00743224-0.00471615j 0.00106796+0.00138582j 0.000512213-0.000370732j 8.74756e-05+0.00336372j 0.00178955+4.03823e-05j 0.000598901-0.000312723j 0.00509159+0.00207157j -0.000163255+0.000150445j -0.000796391+0.00101929j -0.00226235-0.000598014j -0.000765641+0.000105977j 0.000323138+0.00027981j 0.000102552-9.99794e-06j -0.0012796+0.00029377j -0.00216959+0.00160754j 
0.000541165-0.000755529j 0.000418856-0.000977686j -0.000519253+0.00103283j 0.00151284+0.00136563j -0.000154398+0.00101753j -0.00161846+0.000462273j -0.000251795+0.000812258j 0.00125312-0.00110593j -0.000711625+0.000157944j -0.00171655-0.00384729j -0.000242618-3.78595e-05j 0.002296+0.003625j 0.00179398-0.00237242j 0.00012889+0.000782132j 0.00610104+0.00221917j -0.00943944-0.00170316j -0.00182338-0.00139438j 0.000195244+0.00487152j 0.00490295+0.000213705j -0.000910512-0.0020279j 0.0053438+0.00212235j -0.00371703+0.000447645j 0.00273915-0.00697483j 0.00813374-0.00221438j 0.00276377+0.00436198j -0.00342014+0.00257847j 0.00445927+0.00704503j 0.0146553+0.00183669j -0.00692004-0.00923218j -0.00343576+0.000770451j -0.00538454-0.00480165j 0.00049886+0.000872333j 0.00221399-0.00132537j -0.00950576-0.00287206j -0.00797019-0.00921307j 0.0100981+0.00340066j 0.00211843-0.00424913j 0.00723058+0.0105638j 0.0023723+0.00240421j 0.000177475-0.000117779j 0.00042337-0.00218767j -0.00452925-0.00611579j -0.002616-0.00737193j -0.0037982-0.00742413j -0.00369634-0.00168692j -0.000546961+6.53525e-05j -0.00022186+0.00361342j 0.000964407+0.00103252j -0.00091585-0.00200042j -0.00114134-0.00164455j -0.00173318-0.0012312j 0.000694683-0.000825363j 
-0.000171666-0.000236441j 0.000797554+0.00252046j -0.000167935-0.00225575j 0.00189382-0.000323578j 0.00264864+0.000917773j -0.00139831-0.00136037j 0.00281768+0.00156655j 0.000121287+0.00235754j 0.00191819+0.00277895j 0.00100824+0.00478978j -0.00418865-0.000250835j -0.00418221-0.0101587j 0.000169228+0.00199761j -0.00159933+0.00054785j -0.00485009-0.00150167j 0.00137026-0.00510542j -0.00232734+0.00117789j 0.00152167-0.00831713j -0.00190301-0.00361545j 0.00101407+0.0042659j 0.0044498+0.00602962j -0.00073558-0.00138666j -0.000715223+0.00835679j 0.00648739+0.00533239j 0.00495602-0.00458436j -0.00339698+0.00506154j -0.00342692+0.0102002j 0.00565483+0.00379788j -0.00214214+0.00183926j 0.00206333-0.00523357j -0.00167671-0.00548096j -0.000979184+0.00627094j 0.000813589+0.00422019j 0.000211169-0.00421795j -0.00252583-0.00281074j -0.00125495+0.00115581j -0.00185644+0.012941j 0.000388928-0.00535205j 0.00320823+0.00306115j 0.00162654-0.00568399j -0.00180283+0.00196587j -0.000608215-0.00471514j -0.00444963-0.0037622j -0.00252413+0.00489061j 0.00171174-0.00112193j -3.32514e-05-0.00498627j 0.000616373-0.00372699j -0.000251242+0.00573178j -0.000329282-0.0036781j 0.000938694+0.000510173j 0.000393874+0.000216544j -0.00238987+0.00150112j 
0.000614103-0.000408577j 0.000141351+0.000380795j -0.000720028-0.000385417j -0.000314697+0.00163072j 0.000727805+0.000838559j 0.000257749-0.000135836j 0.00135915+0.000323515j 0.000263995+0.000316391j 0.00124089-0.000319125j -0.000855391+0.00154519j -0.00100206+0.000876693j -0.00159847-0.00274379j -6.70535e-06+0.00154056j 0.000472413+0.00300489j -0.00180688-0.00349238j 0.00107898+0.000604938j -0.00121856+0.000482171j 0.00193103-0.00534117j -0.00224609+3.33778e-05j -0.00168497+0.000295107j 0.00286309+0.00217094j -0.000743818+0.00132943j -0.00194095+0.00157825j 0.00438642+0.00459576j 0.00379988-0.000207164j -0.00208673+0.00222203j -0.00277481+0.00597194j -8.72983e-05+0.00376064j 0.000379437+0.000584219j 0.000762423+0.000511752j -0.000957599-0.0040732j -6.45889e-05+0.00259562j -0.000800131+0.00315828j 0.00117593-0.000134013j -0.0032671-0.000315013j -0.00246855+0.000499209j 0.000186424+0.00379715j 0.000683531-0.0011998j 0.00195291+0.00399829j 0.000442857-0.00168951j 0.000668306-0.000401321j -0.000265146-0.000325706j -0.00406223+0.000615623j 0.000862119+0.00204507j 0.00115168+0.000544651j -0.00082474-0.00250954j 0.000508081-0.00212748j 6.88884e-05+0.00204269j 0.00123033-0.00133629j 0.00073129+0.000641874j -0.000370121-6.59343e-05j -0.00074157-2.76776e-05j 
-0.000413273-0.000743707j 0.0010369-0.00123832j -0.000781494+0.00173282j 0.000621633-0.0029683j -0.000302611-0.00398051j 0.000601631-0.00107451j -0.000218908-0.00254273j 0.00239556-0.00324024j 0.00607543-0.00392027j -0.00430127+0.00835364j 0.00375175-0.00917303j -0.000660409+0.0010178j 0.000725169+0.00314626j -0.00283953+0.0020665j 0.00798614-0.00479709j -0.0020689-0.0040516j 0.00806475-0.00494393j 0.00675389-0.00836148j 0.00690457-0.00559414j 0.00104347-0.00252855j 0.000409632+0.00347223j -0.00512747+0.00673976j -0.00205432+0.00227906j -0.00747221+0.00439365j -0.014922+0.00559897j -0.00337642-0.00471495j -0.010816+0.0034075j -0.00579-0.00088261j 0.00811354-0.00148447j 0.00110677-0.00105029j -0.00278493+0.00229319j -0.00577026+0.00465669j 2.64382e-05-0.00231078j -0.00385221-0.00103089j -0.00238369-0.00127145j -0.00305084-1.34299e-05j -0.00611702+0.00371702j 0.00247591-0.000876705j 0.00152258-0.000675544j 0.00173254+0.000399183j 0.00037402+0.00375716j 0.00321422-0.000331441j -0.00067837-0.000906133j 0.000270163+0.00150719j -0.00120451+0.000912283j -0.00202265+0.00159855j -0.00283151+0.00136736j 0.00152404-0.00153424j -0.00171133+0.000920303j -0.000419946+0.000633091j -0.000979016+0.000762947j 0.000329683+0.000379132j 
0.00194732+0.00178118j 0.00146005+8.87971e-06j -0.000420398+0.00019068j 0.000728819-0.000376159j 0.000860862+0.0024424j -0.000784482-0.00340609j 0.00120384+0.0034534j 0.00352594+0.00119021j -0.00226283-0.00806148j 0.00132641+0.000353318j 0.00350986+0.00211237j 0.00126134+0.00250621j 0.000434557-0.0014333j 0.00197029+0.000684734j 0.00125257-0.0129309j 0.00616935+0.0114413j 0.00500783-0.000931068j 0.0021123-0.00434276j 0.00788875+0.00051578j 0.00278325+0.00524948j -0.00113224-0.000104602j -0.00186201+0.00242027j -0.00212176-0.00315129j 0.000276157+0.0127985j -0.00413261-0.00258023j -0.00078813-0.000357275j -0.00013904-8.89561e-05j 0.0044675+0.00855377j 0.00305288+0.00566627j 0.00332063+0.0121965j -0.00332107-0.00584162j -0.000724591-0.00156602j -0.000698078+0.00673266j -0.00299213+0.00323061j 0.00375801+0.00749693j 0.00227683+0.00321434j -0.0064332-0.000527016j 0.00669575-0.00261719j -0.00247426+0.00626876j 0.000265323+0.0030003j 0.00196001-0.00982784j -0.00311388+0.000840467j -0.00179222+0.00817119j 0.000884762-0.00211071j -0.000373485-0.00252707j 0.0023251+2.84684e-05j 0.000995659-0.00311477j -0.00195715+3.6805e-05j -0.000716526+0.00180409j -0.000488576-0.00288303j 0.000680417-0.00278462j 0.000317366+0.00100836j 
-0.00222171-0.00218555j 0.00162838+0.000703164j -7.92225e-05-0.000240773j 0.000792339+0.00105443j -2.91244e-05+0.00078895j -0.00247275+0.000333314j 0.00109711+0.00197386j 0.000878933+0.000272656j -0.00399095+0.00258225j 0.000826529+0.00107139j -0.00229095+0.000260253j -0.00160295-0.00573762j 0.000256024-0.000186394j -0.000153664+0.00347179j 0.00718142+0.00392685j 0.000288429-0.00681462j 0.00478841+0.00119141j -0.00645266-0.00399354j 0.0122859+0.00219803j 0.00512996+0.00347322j -0.00317896+0.00366337j 0.000682999+0.00145133j 0.00384383+0.00271639j -0.0111396-0.00611138j -0.00670312-0.0066795j 8.01431e-05+0.0023563j -0.00290008-0.000569942j 0.00449894+0.00076789j 0.000966944-0.00792142j -0.00338404-0.00485099j 0.00263688-0.00210975j -0.00205773+0.00646977j 0.000897664-0.0010814j -0.00130976-0.0101054j 0.00996631+0.00176473j 0.00590032+0.00347342j -0.00742841+0.00153837j 0.00420862+0.0045001j -0.00626014-0.0105585j -0.00179867-0.00436855j -0.00555309+0.0003133j -0.00215962-0.00280009j 0.00249915+0.000804446j -0.00450972-0.00280258j -0.00498885-0.00440246j 0.0034335+0.00564974j 0.000828896-0.000312937j -0.00393794+0.0033404j 0.00158289-0.000870665j -0.00330662-0.00197897j -0.000535429+0.00106136j 0.000812828+0.00435161j 
-0.00194985-0.00244678j 0.00049673+0.00193335j 0.000725813-0.000992796j -0.0016368-0.00364437j -0.0027791-0.00629883j 0.00111593+0.00799627j -0.00137321-0.00450564j -0.000832885+0.000356049j -0.00554621-0.000360887j -0.00394193-0.00202791j 0.00482042+0.00466577j -0.00104973+0.000759148j 0.00433393+0.0142852j 0.000550917+0.0013569j -0.00553629-0.00320413j 0.00537294-0.00428816j -0.0029327+0.00175476j -0.00331625-0.00367251j 0.0015037-0.00227257j 0.00263756-0.00261503j 0.00104817+0.0105715j 0.00563552+0.0122729j 0.000505182+0.00630039j 0.00669809+0.0139017j 0.00187477-0.00124689j -0.00592716+0.00988493j -0.00860754+0.0105724j 0.0035613+0.003631j 0.00365412+0.00168152j 0.00166589+0.00284992j -0.00594417-0.00807864j -0.00277175+0.00375628j 0.000801644+0.00275471j 0.00267259-0.000166081j 0.00489813-0.00651855j 0.00188523+0.00222501j 0.00113267+0.00284759j 0.000442553+0.00191429j -0.00278658+0.0139853j -0.0031206+0.00614679j -0.00603076+0.00364379j 0.00106777+0.0021935j 0.000952867+0.00698899j -0.00225647+0.000247384j -0.000875731+0.00091051j -0.00194478+0.00531659j 0.00150124-0.00262205j 0.00153357-0.00407778j -0.00104978+0.00392576j -0.00188388-0.000309705j -8.35959e-05+0.000577041j -0.000270955+0.00282428j 
-0.000206785-5.02878e-05j 0.000580111+0.0005378j 0.000144658-0.00047649j 0.000537083-0.00158784j 0.000126706-6.44025e-05j -0.000880664-0.00163131j 1.20818e-05+0.000634752j 0.000782635+0.000718985j 0.00152886-0.0010846j 0.00131826+0.00403437j -0.000876099-0.00158268j -0.000767921-0.00431979j -0.000420065+0.00331029j -0.00154444-0.00559031j -0.00103136-0.000382074j 0.000530759-0.00116923j 0.00191587-0.00040773j 0.000301359-0.00197872j 0.00177192-0.00250448j 0.00276807+0.00260943j -0.000227677+0.00246435j 0.00103387-0.00287366j -0.00175139+0.00675816j -0.00184862+0.00269972j -0.000728993-0.00420713j -0.000601722+0.000101254j -0.000904425-0.00123279j 0.00215292+0.000221075j -0.00262433+0.00652932j 0.00241228-0.00218993j 0.00016817+0.00112646j -0.000159921-3.91706e-05j 0.000514315+4.6266e-05j -3.71394e-05-0.00163382j 0.00159045+0.000895881j 0.000226813+0.000234635j -0.00407715+0.00522083j 0.00187363-0.00456413j 0.000283937-0.00127493j 0.000149272+0.000941941j -0.000634932+0.0011271j 0.00149534-0.00275306j 0.000640101-0.0010402j -0.00145107+0.00220925j 0.000527322-0.00141634j 0.000545586-7.0685e-05j -0.000365032-8.90777e-05j -0.000528969+0.000533623j -0.000714096-8.23742e-05j -0.00033687-0.000328169j 0.000191778-3.11794e-05j -0.000528996+0.00101827j 
-0.000649713+0.000428997j 0.00240319-0.00600992j 0.000899285+0.0013423j -0.000260925-0.00132525j -0.00107671+0.00777994j 0.0014921+0.000360624j 0.000773359-0.00163602j -0.00226872+0.00503826j 0.00434827-0.0110563j -0.000405889-0.00413663j -0.00484456-0.00200004j 0.0023391-0.00376304j -0.00845745+0.00936066j -0.00244324+0.00229378j -0.00345424-0.000335912j -0.00107148+0.00429406j 0.00567623-0.013606j -0.0014601-0.00101576j -0.000599732+1.49953e-05j 0.0120982-0.00707739j 0.000787454+0.00475029j 0.0020771+0.00400838j -0.00835574+0.00667814j -4.46238e-05-0.00168252j 0.000613672+0.00543611j -0.0065418+0.0024912j -0.0119114+0.000789461j -0.00102873-0.0018197j -0.00554388-0.000376557j 0.0062065-0.00592275j 0.00166511-0.00292646j 0.00528146+0.0014199j -0.00180188-0.00299274j 0.00360476+0.00181701j -0.00235162-0.000160071j -0.00184459+0.000118177j -8.06913e-05-0.000235395j -0.000266418+0.0028912j -0.00320481-0.000167807j -0.00188099-0.00281098j 0.00349688-0.00142282j -0.00186296+0.000639664j -0.00136203+0.0005349j 0.001525-0.00201794j 0.00190334-0.0014968j 0.00162873+0.000368943j -0.0016959+0.000663042j 4.2394e-06+0.00137495j -0.000827076+0.00116842j -0.00156646+9.65988e-05j -0.00145368+0.00163292j 0.00220099+0.000896375j 
0.00113331+0.000624174j 0.000596729-0.00188274j -0.000474014+0.000163794j 0.00357669+0.00309821j 0.000396232+0.00521073j -0.000804371-0.00155191j -0.00194383-0.000138039j -0.00120572+0.0020551j 0.00341673-0.000480439j 0.00434549+4.03485e-05j 0.00287864+0.00151465j 0.000966169+0.000367148j 0.00295901-0.00286167j -0.00883044-0.00138727j -0.00567143+0.00386622j 0.00473348+0.00196694j 0.00573232+0.00368774j 0.0027048-0.000262618j 0.000249625+0.00538819j 0.00621445+0.00455224j -0.000737499-0.00184548j -0.00653538-0.00899877j 0.00356668+0.00249568j 0.00692992-0.00318389j -0.00511637-0.0114538j 0.00184752-0.001237j -0.00169962-0.0098843j 0.0059181+0.00116792j 0.0105573+0.00735182j 0.00727598+0.00159522j 0.00278199+0.00225449j -0.0036141-0.00430367j 0.00523964+0.00323208j 0.00288857-0.00315645j -0.00113113+0.00434286j -0.000371218+0.000120345j 0.0011669+0.000693819j -0.00664414-0.00541166j 0.004671-0.00132043j 0.00662155+0.00415566j 0.00343035-0.00428624j -0.0017371-0.00302197j 0.00106096+0.00107889j 0.0027735+8.64073e-05j 0.0013991-0.00066024j 0.00155385-0.000701326j 0.000825337-0.000551548j -0.00151617-0.00083241j 0.000693189-0.00556643j 0.0011252+0.000615431j -0.00156359-0.000735416j -0.000436422-0.00254435j 
0.000607408-0.000857913j 0.00039524+0.00140055j -0.000433666-7.56976e-05j 0.000188799+0.000660458j 0.00118349+0.000489659j -0.000732963+0.000774728j 0.00192787+0.0020452j -0.000218006+0.0009946j 0.00462149+0.000320096j -0.00685199-0.00350131j -0.000387413+0.00179971j 0.000924997-0.00285965j -0.00393919+0.00391366j -0.0105451+0.00075735j 0.0126497+0.00209538j -0.00298641+0.00374976j 0.000874414+0.00152821j 0.0144712+0.00395641j 0.000331632+0.00495209j -0.000915639-0.00112548j -0.00378075+0.00349452j -0.0111443-0.00157333j -0.00148479-0.000216814j -0.0096496-0.00144519j -0.000484532-0.00456022j -0.00397077-0.00404946j -0.0130024-0.00737402j -0.00753992-0.00363022j 0.0026035+0.00919646j -0.00641258-0.0018654j 0.00659755-0.0053371j -0.0077398-0.00308299j -0.00578823-0.00197894j 7.44008e-05+0.000402908j -0.00424936-0.00330182j -0.00201308-0.00243115j -0.00413573-0.00447629j 0.00112242+0.00432496j -0.00562339-0.00018634j 0.000999726-0.00155414j 0.00228458+0.000868318j -0.00133553-0.00180712j -0.0089838-0.00661241j -0.00121399-0.000599303j -6.17726e-05-0.000338166j -0.00146389-0.000882914j 0.00381505+0.00120037j -9.02121e-05+8.70826e-05j -8.58378e-05+0.000316507j 0.000193001-0.000561104j -0.00053615-0.000325627j -0.00209326+0.000174216j 
0.00157044+0.00195229j -0.000433879+5.8792e-05j 0.000481976-0.000992598j -0.000406767-0.00025647j 0.00125621+0.00243349j -0.00183415-0.00344058j 0.00143078+0.00109053j -0.000940828+5.43247e-05j 0.00119878-0.000929141j 0.00299289+0.00145614j -0.00734015-0.00168964j 0.00223653-0.000738142j -0.00656532-0.00897561j 0.00687849+0.00360483j 0.00197548-0.00599164j -0.00256628+0.00405053j -0.00269342-0.00161514j 0.000899321-0.00364114j -0.000774867-0.00154689j -0.00337964+0.00345864j -0.00195629-0.00443646j 0.00065113+0.000316004j -0.00511759-0.0066228j -0.00572772+0.000648331j 0.00598756+0.00869897j -0.00256347-0.00314309j 0.00477646+0.000902243j -0.00280166+0.00476339j -0.0088378-0.00843909j -0.00231374+0.00243455j 0.00262593+0.00157215j 0.00340545+0.0022997j -0.00341164+0.001538j -0.00155644+0.00237065j -0.001647+0.00468516j -0.000869318+0.001222j -0.00298575+0.000304008j 0.00339613+0.00108778j -0.00337596-0.00468364j -0.00190787-0.00623693j 0.0020042-0.00355475j -0.00146257+0.000593562j -0.00344043-0.00220591j -0.00143523-0.000264318j 0.00110827+0.000401836j 0.00148937-0.00325778j 0.00112919+0.000176628j -0.000263747+0.00242193j -0.000234757-6.89101e-05j 0.00089108-0.000709504j 0.000978853-0.00104575j -0.000455076-0.000888999j 
0.000223203-0.00100675j -0.000174311-0.000226722j 0.000384001+4.04185e-05j -0.000740816-0.000936738j -0.00203543-0.00259302j -0.00123336+0.00223603j -0.00247278-0.00300141j -0.00112166-0.000985979j 8.9438e-05-0.000814255j 0.00167622+0.0017945j 0.00108522-0.00217128j 0.00115517-0.000136834j 0.00346528+0.00395422j -0.00801176+0.000801571j -0.000912733+0.00149868j 0.00133215-0.00290645j 0.00133662+4.75231e-06j 0.00233266-0.00384802j -0.000168387-0.000948488j 0.00214314-0.00134088j -0.00120995+0.00279605j -0.00367656+0.00188805j 0.002643+0.00412548j 0.00176598+0.00274469j -0.00424228-0.000207569j -0.00403969+0.000492026j -0.00697782-0.00221658j -2.12197e-05+9.29891e-05j 0.00972248+0.002367j 0.00223559-0.00126144j 0.0022415+0.00242686j -0.0058135+0.000333102j 0.00104+3.47228e-05j 0.00203088-0.00148719j -7.12767e-05-0.000648562j -0.000281326+0.000585714j 0.00044117+0.0024348j -0.00412095-0.0014783j 0.000673208+0.00060236j 0.00389417+0.0036382j -0.000367343+0.00180968j 0.000387462-0.00252028j -0.000132797-0.000796908j 0.00050086+0.00092167j -0.000489826+0.000620224j -0.00140418+0.00274976j 0.00131241+0.00204196j -6.65564e-05-0.00326837j 0.000215623+0.000771068j -0.000561819+0.000439555j -0.0012009+0.000244076j -0.000606215-0.000851936j 
-0.00205333+0.00103831j -0.00114327-0.000401432j -0.000186116+0.000307764j 0.00215811+0.00306452j 0.000949811-0.00136802j -0.000701691-1.75003e-05j -0.000400998-0.000418481j 0.00164251+0.00245063j 0.00177666+0.00216525j 0.00636616+0.0066254j -0.00529112+0.00649152j -0.0121975-0.00540595j 0.00681483+0.00461846j 0.00133343+8.11165e-05j 0.00216806+0.000165874j -0.00655236-0.00101383j -0.00477169+0.000589441j -0.00856078-0.00182047j -0.000426683-0.000147349j -0.00221357+0.000450888j 0.00517463+0.000390925j 0.000858199-0.00535385j 0.00944928+0.00735762j -0.00513954+0.00297237j 0.00218492-0.00751081j 0.00300014+0.00350371j 0.00699261+0.00474396j 0.000916474+0.00314508j -0.00398951+0.00503237j -0.00913638+5.55729e-05j 0.00164103-0.00101994j 0.00608973+0.000750869j -0.00256069+0.00173095j -0.00375233-0.00700823j -0.00178616+0.00299951j -0.000233187+0.000150553j 0.0048758+0.00866825j 0.000556519-0.00481531j -0.00475754-0.00246478j -0.00499746+0.00239009j 0.00386449+0.0030968j -0.00285114-0.00536546j -0.00385894+0.00161881j 0.00212243+0.00673825j -0.00155735-0.00114573j -0.000394613-0.000195053j 0.00051084+0.000457226j 0.00240594+0.00418492j 0.000428223-0.00473816j 0.00140527+0.00192327j 0.00227548+0.00278903j 0.00139881+0.000393408j 
-0.000352878-0.00203653j -0.00216672-0.000147785j 0.00307473+0.00183607j 0.000641883+0.00186696j -0.0046612-0.00315426j -0.00426597+0.000147507j -0.00331671-0.00374987j -0.00563084-0.00321703j -0.00478663-0.00228588j 0.00575924+0.00679226j -0.0070087-0.00859897j 0.00742021-0.00354783j 0.000214766+0.00326018j -0.00242906+0.00229166j -0.00531684-0.00805652j 0.00181737+0.00051543j -0.00316422-0.00835516j -0.00225454-0.00886469j -0.00125791-0.00481045j -0.00284651+0.00297355j -0.00411692+0.00133003j 0.00311953+0.00593143j -0.00317042+0.00563734j -0.000904939+0.00557115j 0.00534285+0.0111516j -0.00939712+0.000283156j -0.00235443+0.00196038j -0.000115096+0.00696767j 0.00190362-0.00555331j 0.00330821-7.30617e-05j 0.00455995+0.00586406j -0.00270543+0.0040949j -0.000455263+0.00103413j 0.00322332+0.00243853j 0.000237859+0.00431027j 0.00145736+0.00372952j -0.00491191+0.00477621j 0.00103306-0.00482637j -0.000724383-0.00395212j 0.00158487+0.000676796j 0.000280443+0.000495091j 0.00256207-0.0050039j -0.000368574+6.0681e-05j -0.00253016-0.00244532j -2.38448e-05+0.0030543j 0.00026278+0.00587004j 0.00386666+0.00490041j -0.00211872-0.00304056j 0.00261565-0.00038449j -0.000571276+0.000105822j -0.00148325+0.00157025j -0.00152423-0.0023762j 
0.00261255+0.00242228j 0.000562831-0.00184706j -0.00172751-0.00421205j -0.000260042-0.00342983j -0.00216935+4.91684e-05j 0.00145174+0.00253782j -0.00987928-0.00848276j -0.000284065+0.00408174j 0.0148122+0.00352929j 0.00457863+0.00470774j 0.000299978+0.000910531j 0.000614794+0.00136369j -0.0043679-0.00716144j 0.00700579+0.00446422j 0.00161814+0.00620603j -0.00589601-0.00758898j 0.00801407+0.0121837j 0.00100991-0.0116958j 0.0040599+0.000385292j 0.00323536+0.00358667j -0.00383936+0.000241656j -0.00295203-0.000142554j -0.00414941-0.00495659j -0.0055732+0.000886497j -0.00350183-0.0023628j -0.00297016+0.000915484j -0.0034432-0.00600293j 0.00285202+0.00628661j -0.00346066-0.0123379j 0.00569664+0.00488668j 0.00445762+0.0076132j -0.0015383+0.00443949j 0.00453255+0.00480208j -0.00201347-0.0102375j -0.00433748+0.00519427j -0.00280131+0.00145769j -0.00092842+0.00169418j -0.00232826+0.00394699j -0.00207054-0.000718679j 0.00252276+0.00308723j 0.00288785+0.00297421j -0.000111881+0.00175984j -0.000766943-0.00170004j 0.000466961+0.00859942j 0.0025256+0.00260086j -0.000258135+8.29612e-05j 0.000965864-0.000924525j 0.00219885-0.00433597j -0.00179615-0.00224629j 0.00059932+0.0022673j -0.000712412-0.0011771j -0.000589107-0.00414485j 
