0.0111547-0.00266928j 0.000449595-0.00519473j -0.00358323+0.0045422j 0.0120849-0.00131558j 0.0031423-0.00192875j 0.00114175-0.0029701j -0.0064643+0.00242212j 0.00793857+0.00122014j 0.00952412-0.00425732j 0.000903992+0.00104492j -0.00173821-0.000317381j 0.00270137-0.00300513j -0.0139279+0.00188007j -0.00964482+0.00253298j 0.00468832+0.000651029j -0.00107613+0.00275222j 0.00131167+0.000666238j -0.00534231+0.00071289j 0.00137633+0.000227337j -0.00717669+0.00242328j 0.0095583-0.00141706j 7.70095e-06+0.00122346j -0.000430157-0.00158175j -0.00652536+0.00118596j 0.00709346-0.000879464j -0.00693005+0.00459895j 0.00249758-0.00362814j -0.00300948+0.00039803j 0.00931006-0.000784816j 0.00193534-0.000892124j -0.0141666-0.000971244j 0.00508344-0.00142207j -0.00504356-0.000205959j -0.00179613-0.00105753j 0.0111259+6.45085e-05j 0.00340369+0.000104806j 0.0113532+0.00251727j -0.00170701-0.000385185j 0.0069056+0.00224126j 0.00168799+0.00189566j -0.00372549+0.00103406j 0.00428244+0.000266149j 0.00337262-0.00125082j -0.0108931-0.00346148j 0.00578012+0.00454744j 0.00496671-0.000372141j 0.00966337+9.73418e-05j -0.00237062-0.00300628j 0.008048+0.00208591j 0.00362826+0.00485515j 0.00871442-0.00219713j 0.00866721+0.00654023j 
0.00266144+0.00299398j 0.000842796+0.00270227j -0.00191407-0.00205688j 0.00434334+0.0061589j 0.00250578+0.00332448j -0.00251955-0.00600623j -0.00151748-0.00615928j -0.00225862-0.0012404j 0.00204731+0.00517089j 0.00206331+0.00470642j 0.00210458+0.01046j -0.0028644+0.00338057j -0.000405215-0.00307587j 0.00221452+0.000477486j -0.000715849-0.00393672j 0.00236839+0.00304497j 0.000546185+0.000979124j 0.000288226+0.000308333j -0.00138977-0.00594831j 0.00228055-0.0025705j 0.00190154-0.00262467j -0.000743559-0.0032328j -0.00578035-0.00222195j 0.00315745+0.00171459j -0.00480451-0.00690931j -0.00427374+0.00402766j -0.00613695+0.00919321j -0.0023038-0.00473283j -0.000648422+0.00481233j -0.00252757-0.0115614j 0.00344376-0.000670513j 0.000957786+0.00243082j -0.00170456-0.0121492j -0.000504736-0.00125739j 0.00069619-0.00609245j 0.00323996+0.00434324j 0.000239472+0.00228926j 0.00268837+0.0009091j 0.00226046-0.00878001j 0.00238453+0.00399473j -0.00226294+0.00695423j -0.00124126+0.00346478j 0.00211168+0.00595439j -0.00255736-0.0025703j 0.00564171-0.00730564j -0.00572269+0.00519901j 0.00417105-0.00266873j -0.00405885-0.00370377j -0.00351004+0.00242604j 0.00474012-0.0118874j -0.000827633+0.00259572j 0.00335892-0.00675371j 
0.00405108+0.00504696j -0.00458015-0.0021592j -0.00171379+0.00234282j 0.00438058+0.00731654j 0.00168965-0.000585065j 0.00220961-0.00297094j 0.00209945-0.00454482j -0.000429868-0.00128429j 0.00108697+0.000318604j -0.00112323-0.000227584j -0.00400926-0.00327269j -0.00342114-0.00371034j -0.00199557-0.00355955j 0.00257873+0.00338603j 0.00404956+0.000686028j -0.000104237+0.000368363j -0.000727939-0.00180242j 0.000213481+0.00185204j 0.000914338+0.00288293j 0.00445514+0.00687541j -0.00382833+0.00967244j 0.00536718-0.00547802j -0.00201888-0.00813419j 0.00346469+0.00950226j 0.00406267-0.000325382j -0.00307643-0.00782652j 0.00369985-0.000810881j 0.00196468-0.00180791j 0.00344642-0.00644378j 0.00183303-0.00439848j 0.00325199+0.00957173j 0.00151436-0.0098556j -0.00234563+0.00736551j 0.00134457+0.00428758j -0.00266175+0.00283755j 0.00390674-0.00193929j 0.000374319-0.00353936j -0.00173653+0.00799666j 0.00413762+0.00455439j 0.00159434+0.00341505j -0.00553482+0.00113897j 0.00390572-0.00314577j -0.00837671+0.00931309j 0.00328679+0.00174775j 0.000231872+0.00311197j 0.00325083-0.00582946j 0.0025157+0.00462853j 0.00184313+0.000649485j -0.00855823+0.00310287j 0.000553091-0.00491423j -0.00198427+0.0108211j 0.000667802-0.000265097j 
-0.00326573-0.00118555j 0.0051338+0.0069484j 0.000638461+0.00434883j 0.000456612-0.00538865j 0.000476831-0.00396051j -0.00106959-0.00714563j -0.00100155-0.00149497j 0.00432776-0.00299257j 0.000460372-0.00684434j -0.00110195+0.00198672j 0.00428868+0.000506856j 0.00331808+0.00136656j 0.00106943+0.00285752j -0.000841396-0.00234025j -0.00782171-0.00250143j -0.00270022+0.00237637j -9.44535e-05+0.00185846j -0.00336363+0.00157273j 0.00531067+0.00224901j -0.00282432-0.00187109j 0.0115013+0.00975313j 0.000745525-0.0091575j -0.00445085+0.0022491j 0.00306322-0.00250448j -0.00029786-0.00403201j -0.00250043-0.0035711j -0.00126431-0.00171537j 0.00235679-0.00157769j -0.000849183-0.010053j -0.00657819-0.00812696j 0.00799999-0.00519242j -0.00243022-0.00665998j 0.00248306+0.0025715j -0.000589347-0.000177106j 0.00206467+0.00784514j -0.00416736-0.00961284j -0.00291893+0.00262271j -0.00103775+0.000607389j 0.00029234-0.000573473j -0.00153645-0.003655j -0.000454228+0.00624667j -0.00651493-0.00135667j -0.000879882+0.00144123j -0.00223209-0.00564699j -0.00681977+0.0042104j -0.00221232+0.00258844j 0.00445063-0.00281901j 0.00424762-0.00256379j -0.0010158+0.00812601j -0.00568504+0.00324748j 0.00063125-0.00892442j 0.00320663-0.00460263j 
-0.00140299-0.0005254j -0.000596317+0.00656866j 0.00173478-8.50649e-05j -0.00160718+0.000535512j -0.004534+0.00220266j -0.00335958+0.00343066j -0.00311114-0.000237944j -0.00482157+0.00436736j -0.00635642+0.00267252j 0.0074238-0.00822283j -0.000553353+0.00423629j -0.00234125+0.00473964j 0.00658723-0.00211768j -0.00269862+0.000711632j 0.00449851-0.00586067j 0.00136168-0.00152741j 0.00503057-0.00503721j 0.00468498-0.00390444j 0.000105414+0.00538522j -0.00162559-0.00226834j 0.00609312+0.00545107j -0.0102867+0.00165017j 0.00357085-0.00622174j -0.00201781+0.00316788j -0.00330232-0.00125272j -0.00370999-0.00258339j 0.00245647+0.00224967j -0.00452196-0.00128519j -0.00378947-0.00218893j -0.00381244-0.00306195j -0.00764987+0.004942j 0.00583486-0.00620977j 0.00455557+0.00132402j 0.00631628+0.0014039j -0.00400921+0.00663887j -0.00207568-0.0045561j 0.00655989+0.00223767j 0.00923571-0.00411796j -0.00395755-0.00136035j -0.00195064-0.00346381j -0.00535263+0.00396687j 0.00987359-0.000131248j 0.00651004+0.00081242j 0.000756222-0.00200258j 0.0077694+0.000225553j 0.00480371-0.00310584j -0.00849058-0.00333649j -0.00409357+0.00130682j 0.000654793+0.00394352j 0.000705859+0.00121762j 0.00310211-0.00322259j 0.00362724-0.0017865j 
0.00134765-0.00183558j 0.0010457-0.00527793j 0.00310481-0.00402718j -0.00262563-0.000757002j -0.00257654-0.00120024j -0.00532685+0.00193563j -0.00294819+0.000565837j -0.0038546+0.00288021j -0.000612683-0.00778041j 0.00155458+0.00728629j -0.00425584+0.00491866j -0.00335968-0.000993748j -0.002212+0.00875768j 0.000129482-0.00413679j 0.00303783+0.000727258j 0.00371928-0.00396339j -0.00276493+0.00862124j 0.00189249+0.00593068j -0.00206311+0.00217413j 0.00409337-0.00230589j -0.00650518+0.00774511j -0.00727961-0.00236576j 0.00291466+0.0046996j -0.00557358+0.00367083j 0.00118217-0.00568451j -0.00119214-0.0026201j -6.03442e-05+0.00193158j 0.0032353-0.0054335j -0.00369069-0.00348454j 0.0100091-0.00528801j -0.0077979-0.00394141j -0.00287832+0.00531803j -0.00363437+0.00437251j -0.00231101+0.00473344j -0.00488129+0.000409424j 0.00721207-0.00614886j -0.00313458+0.00403864j -9.52752e-05+0.00248698j 0.00706796-0.0037194j 0.00796936-0.00460611j -0.00269507-0.000959807j -0.00144866+0.0055725j 0.00289137+0.00241339j 0.00831634-0.00524528j -0.000715574+0.00556104j 0.000597388+0.00438716j 0.000277734-0.00530887j -0.00460976-0.00143914j 0.0050768-0.00155667j 0.00289903+0.00219241j -0.00133325+0.00127552j -0.00388552+0.00132868j 
0.000917521+0.000960328j -0.00408263-0.000331851j 0.00168922+0.00413991j 4.72115e-06-0.00163348j -0.00223401-0.00476063j -0.00433363-0.00520689j 0.00138305-0.00409985j -0.00367259-0.0086486j -0.00607325-0.00183265j 0.00665945+0.00351504j -0.00285323-0.00753864j -0.0042378-0.00368565j 0.00421249+0.000125396j -0.00190928+0.00159806j 0.00299824+0.00827318j 0.00127767+0.00565133j 0.00774527-0.000568407j 0.00428548+0.00317791j -0.00326949-0.00377543j -0.000263183+0.00146044j 0.00136768-0.00558661j -0.00243896-0.0109744j 0.00713537+0.00259958j 0.000265197-0.00477079j -0.00181609+0.00141358j 0.000857318-0.00114553j -0.000839588+0.00132549j -0.00298847-0.00184307j -0.000871544-0.00303217j -0.00644539+0.0055041j -0.00121845-0.00925062j 0.00582776+0.00433669j 0.0018319+0.000716902j 0.00017141+0.00480506j 0.000249237-0.005988j -0.00440611+0.00428603j 0.00130977+0.00556228j 0.00507824+0.00921386j -0.00313089-0.000561527j -0.00293728+0.00271466j 0.000474652-0.00492j 0.00212915+0.00922645j -0.00257364+0.00697856j -0.00492866+0.00618739j 0.00230673+0.00834959j 0.00362938+0.00190752j 0.00247358-0.00734316j 6.80263e-05-0.00551166j -0.00234324+0.00335029j -0.00163684+0.00255022j 0.000815981+0.00333429j 0.00127165+0.00161554j 
0.000544658+0.00199028j -0.00588969-0.00319663j -0.00530035+0.00121044j 0.00257391+0.00527571j 0.00196995+0.00177985j 0.00595322+0.003516j 0.00353662+0.00371513j 0.00545217+0.00214682j -0.00414716-0.00479922j 0.00359749-0.0029186j 0.00629414+0.000848084j -0.00211783-0.00436866j 0.00591998+0.00367324j -0.0044688-0.00288843j -0.000658151-0.0013547j -0.00567363-0.00364334j 0.00715579+0.00948886j 0.00388568+0.00313976j 0.00131519+0.00099685j -0.0012867-0.00320289j 0.00474593-0.00147699j 0.00610396+0.00334094j 0.000522923+0.00967824j 0.00459204+0.0069349j -0.00391337-0.00327498j -0.00256071+8.05414e-05j 0.00117086+0.00203554j -0.00189664-0.00624554j 0.00207194+0.000824577j -0.00693586-0.00451137j 0.000835993+0.00957907j -0.000680885+0.0140292j 0.0033431+0.00371074j -0.000147208+0.00248474j 0.00228954+0.00213255j -0.0041299-0.00463222j 0.000630452+0.00164979j -0.00269353+0.00565969j -0.00291897-0.00575713j -0.00345635-0.00677501j 0.000501852-0.00138984j -0.000245738+0.00578715j -0.000286153-0.00541727j -0.00566123-0.00697122j 0.000812619+8.62889e-05j 0.00302162-0.00204919j -0.00156103+0.00521152j 0.0021297+0.0034697j -0.00517432-0.00395624j -0.00058483-0.00382647j 0.000177555+0.00502912j 0.000803266+0.0043325j 
0.000621972-0.00562482j -0.0028001-0.00653139j -0.000899771-0.00714636j -8.37061e-06-0.00394632j 0.00248603-0.000569395j 0.00166905-0.00123245j 0.00248381+0.00029345j 0.00525717-0.000322001j -0.00405221+0.00324887j -0.00184053+0.0109106j 0.00364919-0.000246003j -0.000512613+0.00683637j 0.00122948+0.00216556j -0.00131907+0.00422919j -0.00305654+0.00401431j -0.00441658-1.07377e-05j 0.00483825-0.00252305j 0.00192944-0.00284877j 0.00278026-0.00310846j 0.000490863-0.000281609j -0.00190764+0.0101628j 0.000368207+0.0048959j 0.0121191-0.0102236j 0.00536174-0.00145789j -0.00458608+0.00396607j 0.00274902+0.00654811j 0.00367211-0.00355226j -0.00627799+0.00156699j -0.00545487+0.00672032j 0.00399862-0.00916001j 0.00438645-0.00209474j 0.0108084-0.00510813j -0.00234111+0.00215476j 0.00117857+0.00161792j 0.00206971-0.000749096j -0.00348141-0.00385802j -0.00179326+0.00112779j -0.000510072-0.000199408j 0.000193828-0.00382029j -0.00252068-0.00367798j 0.00271047+0.00283939j 0.00381496-0.00325859j -0.00670781+0.000976117j -0.0036539-0.00364128j -0.00202195+0.00210817j -0.00189674+0.00493482j 0.00581715-0.00232931j -0.000240254+0.00213202j 0.00327982-0.00660931j 0.00166348-0.00205886j 0.000908744+0.00102617j -0.00347044+0.0048459j 
-0.00126378+0.00198408j -0.00503094-0.00320278j -0.00281651+0.00480613j -0.00275139-0.00125753j -0.0022103+0.00125686j 2.25711e-05+0.00423636j 0.00293446+0.0066726j -0.00239866-0.00797414j 0.00366194-0.000309109j 0.010072+0.003443j 0.00159415+0.00476786j 0.00454681-0.00144687j 0.00129889-0.000412739j 0.0032678-0.0081048j 0.00413805+0.00362296j 0.000667767-0.00265934j -0.00027576-0.00510632j -0.000606377-0.00645986j -0.000839452-0.00439664j -0.000506744+0.00985255j 0.00274026+0.0111905j 0.00122606+0.00635183j -0.00733243-0.0006214j -0.00066044-0.00870422j 0.003744-0.000683713j 0.00130291+0.00476516j -0.0104844+0.0022457j 0.00599366-0.00155796j 0.00232351+0.00797281j -0.00516594-0.0078958j -0.0036138-0.00233695j -0.00454628-0.0105301j 0.000206753+0.00801798j 0.00394445-0.00571945j -0.00071407-0.00116349j 0.000903279-0.00129571j 0.00153927+0.000341827j -0.00210605+0.0030162j -0.000210085-0.00297004j -6.08439e-06-0.00113166j 0.00120736-0.00432509j -0.00580565+0.00697991j 0.00461949-0.000657683j -0.00231989+0.00319276j 0.00276182+0.000133372j 0.00381958+0.000593445j -0.00354016-0.00130701j 0.00174343-0.00149281j -0.00349181-0.0031947j -0.00167097+0.000561709j -0.000302985+0.00258444j 0.0011296+0.00402013j 
0.00458339+0.00361552j 0.00576254+0.000550045j 0.00726939+0.00718376j 0.00451906-0.00190942j -0.00102993+0.00192801j 0.00208322+0.000491851j 0.00203483+0.00476005j -0.000381779-0.00346892j -0.00180439-0.000663004j -0.00929889-0.00290977j 0.000308878+0.00396492j -0.00482951-0.000677256j -0.000202117-0.00368031j -0.00271719-0.00402593j -0.00369201-0.00136274j 0.000214615-0.00205508j 0.00595615-0.00530662j 0.00302128-0.00527016j 0.00424609+0.000159032j -0.00428429+0.00975103j -0.0106951+0.00312383j -0.00307408+0.000462591j 0.00875043+0.0103336j 0.00385753-0.00323597j -0.00183594-0.00371635j -0.00704328+0.00580676j -0.00397924+0.00457854j 0.00121222-0.00599992j -0.00537435-0.00376069j 0.00492064+0.00301259j 0.00497132+0.00280758j 0.0102734+0.000125217j -0.00130037-0.00125711j 0.00219334-0.00392739j 0.00142091+0.000986089j 0.00313317-0.00196833j 0.00159252-0.00266477j 0.000729748+0.000609189j 0.0017267+0.0019525j 0.000102634+0.00103296j -0.00325308+0.00114464j 0.00129911+0.00665483j -0.00209996-0.00703589j -0.000871651+0.00279346j -0.000759366-0.00298552j -0.0036935-0.00354346j 0.00237959+0.00608401j 0.00115968-0.00366135j 0.00264397+0.00653612j -0.000538734+0.00407676j -0.00144909+0.000882266j -0.00170714-0.00486931j 
0.00385208-0.00104252j -6.94601e-05-0.000346413j 0.00887583-0.00147176j -0.00182443-0.000599697j 0.00199752+0.0021582j 0.00331455-0.00118046j 0.00784483-0.00252205j -0.00815471+0.00175392j -0.000420476-0.00165396j -0.000748-0.00196943j 0.00653392-0.00137981j -0.00158001-0.00156158j -0.00318365-0.00113063j -0.00917992-0.0008794j 0.000692496-0.000560816j -0.00301949-0.0010188j -0.007877-0.0025239j -0.00857826-0.000420106j -0.00337214-0.0016618j 0.0129347+0.00398556j 0.0101827+0.0033309j 0.00503161+0.000805127j 0.00610305+0.00187436j -0.00902729-0.00180105j -0.00324108-0.00222356j 0.00655914+0.0029286j 0.00505333+0.0114504j -0.00515847-0.00542767j 0.00334454+0.000621378j -0.00449301+0.00187162j -0.00012184-0.000406044j -0.00914551-0.00204247j 0.00427639+0.00031782j -0.00797956-0.00443696j 0.000410587-2.55737e-05j -0.00267691-0.00252948j -0.00169565-0.00233809j 0.00160372+0.00104619j -0.000995769-0.000384959j -0.000182633+0.000702148j -0.00143694+0.0016736j 0.00900116+0.0040083j -0.00549177-0.00277289j 0.00396013+0.00282896j -0.00262898-0.00155592j -0.00177617-0.000289981j 0.00299094+0.0016459j -0.00339676-0.00257645j 0.00277307+0.00164062j 0.00279497+0.00223755j 0.00100551+0.00111039j -0.00123126-0.000695052j 
0.00340212-0.00104385j -0.00443964-0.00306084j -0.000305015+0.00443483j 0.00065652+0.000841776j -0.00281544-0.00349948j 0.00259226+0.00134573j -0.000320261-0.00221507j 0.000940738+0.00523783j -0.0029716+0.000931809j -0.000848114-0.00131553j -0.00419926-0.00151311j 0.00362402+0.000519384j 0.000789735-0.00327001j -0.00284285-0.00190396j 0.00401179+4.47815e-05j -0.00208702+0.00153731j 0.000560303+0.00200769j 0.000916977-0.00305866j 0.00170364+0.000794234j 0.00295303-0.0018023j 0.00117493+0.000663833j 0.00526354+0.000134739j 0.00350093-9.35194e-05j -0.00200528-0.0029134j 0.00546562-4.06586e-05j 0.00164071-0.00212562j -0.00381581-0.00156173j 0.00237015+0.00145977j 0.00267124+0.00222656j 0.00364015-0.00161476j 0.000273303-0.00595418j -0.00110565-0.00256868j 0.0089236+0.00109742j 0.00235331-0.00011113j -0.00237565-0.00238814j -0.00352269-0.0059373j 0.00126104+0.00317199j -0.0010421-0.00672023j 0.0034642+0.000208476j -0.00462867-0.0042809j -0.00487769+0.00697995j 0.00484461-0.00169136j -0.00784637-0.00403646j -0.00149299+0.0024704j 0.0037616-0.000980417j 0.00120744+0.00370993j 0.00104673-0.00487819j -0.00321262+0.0033741j -0.00894028+0.00322045j 0.00390242-0.00405418j -0.0069414+0.00379582j -0.000275615-0.00654394j 
0.0050723+0.00296033j 0.0014264-0.000543483j -0.00451015-0.00115559j 0.00446068+0.00218657j 0.00380963-0.000545697j -0.00175188-0.00104478j 0.000901469-0.0026489j -0.00536092-0.00108469j -0.00111593-0.00131519j 0.000670983-0.000673436j -0.000525714-0.000857084j -0.00253495+0.00385983j -0.000352474+0.000552239j 0.00186124-0.00248821j 0.00311563+0.00215367j -0.000569123-0.000833033j -0.000726404+0.00066012j 0.00304727+0.000633838j 0.00101898+0.00185154j 0.00741341+0.00248778j -2.19653e-05+0.00218698j -0.000113383+0.00348278j -0.00041312+0.00137655j 0.00684534-0.00128347j 0.00120364+0.0028147j -0.000330829+0.00309219j 0.00202779-0.000790294j -0.00186896+0.000956161j -0.00235838+0.00128324j -0.00070549+0.00120146j 0.00818383+0.00234013j -0.000991732+0.00188467j 0.000695496+0.00125045j 0.00568781+0.00667265j -5.13695e-05-0.00312478j 0.00288082-0.00107797j -0.00284147+0.00374342j 0.00661938-0.00138593j 0.00138253+0.0067332j 0.00380892-0.00299729j -0.00609094-0.00295833j 0.00117557+0.00718522j 0.00815211-0.00820113j -0.00137612+0.0024279j 1.25353e-05+0.002816j -0.00733701+0.00559058j 0.0060271+0.000446041j -0.00330175+0.000866245j -0.000867805-0.0059953j 0.00151628+0.000234128j 0.00286556-0.00738455j 0.00706643-0.00442692j 
0.00726289-0.00338484j -0.000452678-0.00324953j -0.00748838+0.00283656j 0.00156382-0.00134406j 0.00171557-0.00174726j 0.00106352+0.00303758j 0.000889542-0.000835968j -0.00709251-0.000577442j -0.00120758+0.00285368j -0.000318467-0.000584602j -0.00324156-0.000370545j 0.00120771+0.000303347j 0.00301864+0.00279167j 0.000911082+0.00196079j 0.00357249-0.00420377j -0.00164179-0.0021106j 0.0017661-0.000642658j 0.00298787+0.000312511j -0.000982272-0.00306998j 0.00452126-0.00590633j 0.000938728-0.00158161j 0.00534944-0.00209794j -0.00239622+0.000371882j 0.00160912-0.00262673j 0.000277727-0.00320718j 0.0016205-0.00145099j 0.0016387-0.000173586j -0.00189394-0.00102254j 0.0069389+0.00184362j -0.002335+0.000291311j 0.00063945-0.00567161j 0.00084586-0.00408272j -0.00282714+0.000753387j 0.00360916-0.0115201j 0.00155728+0.00537417j 0.00333874-0.000595551j 0.00209581-0.00106182j 0.000590995-0.00315989j 0.00472635-0.004569j -0.00281795+0.000107373j -0.00222162+0.00808261j 0.00538451-0.00399679j -0.00615319-0.00208708j 0.00309016-0.00283912j 0.00221982+0.00670235j 0.00824185-0.000614915j 0.00104025-0.0013906j 0.00740308+0.000193674j -0.00518465-0.0026642j 0.00060983+0.00586177j -0.0059765-0.00151091j -0.00705151-0.00764199j 
-0.00389072+0.00632777j 0.00402786-0.00439159j -0.00119023+0.00121873j -0.00188104+0.00135551j 0.00495519-0.00415164j -0.00197644+0.00026633j 0.00385936-0.00163258j -0.00429402+0.00398287j 0.000519486-0.00406268j 0.00230976-0.00199213j 0.0039726-0.00351081j -0.00409715+0.00431349j 0.00380277-0.00259367j 0.00320439-0.00200409j -0.00241518+0.00449476j -0.00259509+0.000266795j -0.00316808+0.000878861j 0.00210775+0.00151307j -0.00297965+0.00133253j -0.00260209+0.00321022j 8.97193e-05-0.00145059j -0.00279201+0.00565665j -0.000862156+0.00317983j -3.78764e-05-0.000905678j -0.0025573+0.00486951j 0.000754568+0.00246898j -0.000676257-0.00195308j -0.00322504+0.00239903j -0.00251731+0.00533628j 0.0041414-0.00215637j 0.00658424-0.00086486j 0.00763035-0.00902552j -0.00123094+0.0102451j -0.00629132-7.87004e-06j 0.00433209-0.00313118j 0.0107045-0.0059552j -0.00409421-0.000417451j 0.0130218-0.00279927j -0.00233625-0.00120967j 0.00722966-0.00509156j -0.00933139-0.000238498j 0.00409989+0.00134442j 0.00222105-0.00148923j -0.00170357-0.00609584j 0.00364462-0.00101699j -0.00393353-0.00151676j 0.00650845+0.00106196j -0.00631285-0.00809699j -0.00764381-0.00240042j 0.00248458-0.00018272j -0.00747354-0.00521357j 0.0115412+0.00170114j 
-0.000137736+0.00606482j -0.00258327+0.00355327j 0.00254845-0.00817943j -0.00234835+0.00157968j -0.00237042+0.00308017j 0.00159585+0.000211209j 0.00277824+0.00117551j 0.00358497-0.0091368j -0.00186643-0.00111187j -0.000741745-0.000755958j -0.00183061-0.00300101j -0.00280759-1.65354e-06j -0.0019649+0.00300716j 0.00144917+0.00350028j 0.00152097+0.00180155j 0.00164283-0.000880338j 0.000417971+0.000634241j -0.000214304+0.00307928j -0.00230838+0.00205336j -0.00157175+0.00653676j -0.00385605+0.000411923j 0.00211463+0.000468088j -0.000617349-0.00207603j -0.00118567+0.00525402j -0.00116209-0.000627812j 0.000381276+0.00069646j -0.000230609+0.00351424j -0.000966505-0.00179633j 0.00522318+0.00478152j -0.00327444-0.00605814j -0.00379687+0.00293393j -0.00725977-0.00592307j 0.0052475-0.00476316j -0.00991023+0.00415346j 0.000788209+0.0049201j -0.00340398+0.00186766j -0.00633881-0.000707693j 0.00213228-0.00101653j -0.0120002+0.000422097j 0.000742055-0.000420853j 0.00376685+0.00153947j -0.00741376-0.00348083j 0.0106484+0.00629323j -0.00552898-0.00308332j -0.00920029+0.00331156j -0.00463082-0.00507126j -0.000320525+0.00318889j -0.00298629+0.00178406j 0.00977226+0.00138544j -0.00510418+0.00753832j 0.00881244-0.000116413j 0.00881608-0.00142834j 
0.00192078-0.00483404j -0.00337897+0.00032153j -0.00468376+0.00454376j -0.00298239+0.00304423j -0.00072857-0.00119011j 0.00559871-0.000527293j 0.00113132-0.00349137j -0.00510336+0.00401174j 0.00271542+0.00180512j -0.00069488+0.000943436j -0.00141871+0.00267844j 0.000793404+0.00248936j 0.00480072-0.00204894j 0.00502236-0.0033339j -0.00355071-0.00262582j -0.00135314+0.0015664j -0.000261479-0.000916083j 0.00384625-0.00385979j -0.00471777+0.00348034j -0.00324523+0.000164347j -0.00604965-0.000980549j 0.00034139-0.00426781j -0.000736094+0.00478808j 0.00394726+0.000790932j -0.00490986+0.00226963j -0.00391011-0.000487427j 0.00206905-0.00199754j -0.00381682+0.00322221j 0.00328015-0.0110035j -0.00199562+0.00520074j -0.00612256+1.31033e-05j -0.0060357+0.00399092j -0.00182277+5.17372e-05j -0.0142135+0.00460601j 0.00959659-0.00638605j 0.00146184-0.00277584j -0.00489344+0.0031727j -0.00104115-0.00322272j -0.0107319+2.81529e-05j 0.00172567+0.00303414j 0.00870885-0.00278721j -0.00900668+0.000598153j 0.00548231-0.00104728j -0.0088092-0.000813776j 0.00565442-5.0349e-05j -0.00746036-0.00644163j 0.000495136-0.00333028j -0.00372517-0.00626007j -0.000681158-0.00318415j 0.0136888+0.00504618j -4.77987e-05+0.00338039j -0.00543872+0.00187614j 
-0.000352344+0.00413285j 0.000464507+0.00110443j -0.00326414-0.00449166j -0.00181405+0.00101858j 0.000515518+0.00124227j 0.0056947+0.00190638j -0.000829354+0.00189067j 0.000554768-0.00442352j -0.000594601-0.000506977j -0.000543235-0.00084332j 0.00180636-0.00411273j 0.00504095+0.000657743j -0.00329863+0.00115354j 0.000417444+0.00142202j -5.68311e-05+7.72481e-05j 0.00121297+0.00064801j -0.00204918+0.000756539j -0.00154199+0.000549808j 0.00492561-9.38512e-05j 0.00199824+0.00580829j -0.00475982-0.00121215j -0.00187506-0.000674675j 0.00360922+0.000462647j 0.00594535+0.00360834j 0.00110862-0.000256028j -0.00881247+0.00172057j 0.00178087+0.000352354j -0.000488408-0.00347947j -0.00221855+0.0032138j 0.00490182+0.00138024j 0.00430105-0.00233j 0.0106369+0.00437086j -0.00268839-0.00449429j 0.0113412+0.00304937j -0.00807221-0.00282284j 0.00665936+0.00347888j 0.000414389+0.00652361j 0.000718562+0.000286653j 0.00439605+0.000993848j 0.000170778-0.000273936j -0.00830137-0.00343787j 0.00502373+0.00892541j -0.00165457-0.00750743j 0.00251+0.00415303j -0.00448664-0.000176208j 0.0016527+0.00356159j -0.00298939-0.00743931j -0.0016256+0.00474851j 0.00139728-0.00530014j -0.00211288+0.00437882j 0.00124019-0.00321471j 0.00499765-0.00343142j 
0.00344033+0.00494029j -0.000274829-0.0033636j 0.0018168-0.00181264j 0.00200053+0.00088245j -0.00172169-0.00260607j -0.00104248+0.00208858j -0.0022364-0.00301886j 0.00232265+0.00316451j -0.00363069-0.000523821j -0.00205829-0.00139531j -0.00202426-0.00240703j 0.00368783+0.00517492j -0.00294655-0.00383057j -0.00121669-0.00370706j 0.0026505+0.00294953j -0.000128813+0.00252533j -0.000413911+0.0030224j -0.000238266-0.00135487j 0.00246507+0.00144206j 0.00252791+0.00428526j 0.00222404-0.000936436j 0.0022091+0.00275964j 0.000827495+0.000872411j -0.00178653+0.00382461j 0.00406543+0.00378573j 0.0030073-0.00338383j -0.000768177+0.00191759j 0.00246216+0.00291726j 0.00904493+0.000386024j -0.0065102-0.00155676j 0.00367449-0.00383215j -0.0122658-0.00186082j 0.00839188+0.00097945j 0.00307827+0.0113065j -0.00170418-0.00641315j -0.00512777-0.0066182j -0.000344698+0.00506193j -0.00380427-0.0101162j 0.000897109+0.00642151j -0.00645991-0.00647829j 0.00232487+0.00435298j -0.000472021+0.000512381j 0.00213874-0.00407325j -0.00554689+0.00344102j 0.00201429-0.00239571j -0.00321802+0.00455487j 0.00228989-0.0053001j -0.00540328+0.00629484j 0.000840446+0.00548403j -0.00338946-0.00336274j -0.00343638+0.00372575j 0.00291881-0.00881833j 
