-0.0121918+0.00250247j 0.00205121-0.00680828j -0.0128901+0.00411841j 0.00418062+0.00450469j 0.00329107-0.00222584j -0.00137627+0.00290719j -0.00614027+0.00249518j 0.00475521+0.00172251j 0.00802518-0.00182247j -0.000458557+0.000883188j 0.00226423-0.00137839j -0.00545689+0.00431577j 0.00935723+0.000701459j -0.00757122+0.000462072j -0.00297419-0.000543649j -0.00468751+0.00361008j 0.00546012-0.00391962j -0.00322628+0.000224624j 0.00440456-0.000579308j 0.00297906+0.000423933j -0.00511459+0.000139823j 0.00378064-0.000231683j 0.00513652-0.00098593j 0.00738936-0.00302297j 0.0024011-0.000465705j -0.00695464+0.00214034j -0.000199902+0.00227044j -0.000586378+0.00192705j -0.000379094-0.00188046j 0.000568073+0.000757622j 0.0057514-0.00150019j -0.00894403+5.25484e-05j -0.00085256+0.000497667j -0.00401539+0.00186167j 0.00117293-0.000872681j 0.00509455+0.000478898j -0.000651077-0.000613264j -0.00339564+0.00130132j 0.00695481-0.000724367j 0.00753229-0.000430586j 0.00890835-0.000184948j 0.00205227+0.00139523j 3.46189e-05-0.00137289j 0.00709978-0.000126517j 0.00209359+0.00180412j 0.0128448+0.000730657j -0.0038763-0.000497812j 0.00544613+0.00125648j 0.00678022-3.59324e-05j -0.00145739+0.00108794j -0.00275396+0.0012541j 0.00135757-0.00235278j -0.00230166-0.00112394j -0.00309071-0.000563776j -0.00913808-0.00151855j 0.0036644+0.00227307j -0.00322987-0.000400716j 0.00533221+0.00409798j 0.00128385+0.000484737j 0.00931652+0.000119017j -0.000166804-0.00186949j 0.0064126+0.00336412j -0.000475289-0.00296384j -0.00554593-0.00084676j -0.0075356-4.05211e-06j 0.00134794+0.00143263j 0.00654939-0.000685036j 0.00588395+0.00687185j -0.0110856+0.00148961j 0.00802145+0.00849341j 
0.00257096-0.000101997j -0.000511017-0.00246596j 0.000959694-0.0018602j 0.00173391-0.0027847j 0.00180387-0.000753608j 0.00343488-0.00102772j 0.000504271+0.0011469j 0.00437752+0.00426011j 0.00350079+0.00170359j 0.00323221+0.00299462j -0.00309187-0.00137422j 0.00234463-0.0022923j -0.00180307-0.00315631j -0.00133069-0.00341345j 0.00119613+0.00155382j 0.00102464+0.00369242j 0.000767814+0.00123144j 0.0013171+0.000626382j 0.00327584+0.00697306j 8.72818e-05-0.000766876j -0.0019509+0.00108794j 0.000814286-4.58462e-05j 0.00222514-0.000206829j -0.00336817-0.0035239j 0.00251836+0.00359198j -0.00204373+0.00590871j -0.00219532+0.00451305j -0.000942972+0.0063477j 5.43039e-05+0.00449677j -0.000809611+0.00295231j -0.000220147+0.00167882j -0.00208207+0.00461208j 0.000257727+0.00198173j -0.0029775-0.00523207j 0.00305413+0.00296505j -0.00376638+0.00612201j -0.00358666-0.00526097j -0.00153837-0.00394171j 0.00209233+0.00407956j -0.00283068-0.0105576j -0.000198881+0.00938622j -8.52125e-05+0.00726998j 0.000926029-0.00883975j -0.00513385-0.000724491j -0.00412073-0.0150055j -0.000532362+0.00276836j -0.000233503+0.00663751j -0.00233452+0.000791465j 0.00137433-0.00697741j 0.00256787+0.00221468j 0.000237901-0.00340413j 0.00247746-0.00229237j -0.00159019+0.00944812j -0.000219312+0.00464529j 0.000481333+0.00150824j 0.0025475-0.00419499j -0.000921698-0.00379878j 0.00158201+0.000609887j 0.00216047-0.000884368j 0.00294448-0.00145431j 0.000116822+0.00406748j -0.00438262+0.0052199j -0.00436998+0.00982071j 0.00125245+0.000850848j -0.00263763-0.00151083j 0.000350929+0.00366495j 0.00422471+0.00209766j -0.00134057-0.00369997j 0.00109201-0.00123181j 0.00115996+0.00359106j 
-0.000460337+0.00173419j 0.00147054-0.000909839j -0.00129655+0.00277302j 0.000712545+0.00282027j 0.00025142+0.000708907j -0.00328587+0.00140219j -0.00152385+0.00316657j -0.00178263+0.00365951j -0.0026815-0.00242502j 0.00343802-0.00651124j -0.000855677-0.00475871j 0.000856616-0.0056998j -0.002327-0.000637383j 0.000173169+0.00750181j 0.00097224+0.00186762j 0.00198825+0.00393963j 0.00203647+0.00250775j 0.000356946+0.00638163j 0.00143151-0.0018473j 0.000493543+0.00735538j 0.000236738+0.00245668j 0.00406958+0.000324034j -0.0015512-0.00196524j 0.00157418-0.000873958j -0.00137556-0.000508142j -0.00227242+0.00521744j 0.000730954-0.00756758j -0.00175967+0.00232064j -0.00181592-0.00602134j 0.00597991-0.00898905j 0.000717414-0.0018629j -0.0041446+0.00299709j -0.00172074+0.00173814j 0.00196696-0.00823178j -0.00354155-0.0103171j 0.00299394+2.11864e-05j -0.00625773-0.00445219j 0.000912903-0.00591748j -0.00318544+0.00165815j -0.000747665+0.00724024j -0.00364775+0.000441668j -0.000228262-0.000687177j -0.00863254+0.00103075j 0.00284931-0.00299082j 0.00691157-0.00384708j -0.00304387+0.00572102j -0.00507442+0.00126681j -0.000615372+0.00122166j 0.00380311-0.00346629j 0.00237429-0.000113887j 0.000379738+0.00360201j -0.00669367+0.00247745j 0.00284106-0.00395302j -0.0045945+0.00658179j 0.00318766-0.00551474j -0.0028742-0.000866534j 0.00147354-0.000845307j 8.68707e-05+0.00266462j -0.00734454+0.00223032j 0.00195083+0.00333325j 0.0098089-0.00881703j -0.001016+0.0048232j -0.00126184-0.00101414j -0.000842387+0.0017599j 0.00377257+0.0013305j 0.00111272-0.00345156j -0.00257174+0.00129324j -0.000523223-0.000840109j 0.00121508+0.0010462j -0.00176652+0.000607325j 
0.000140514-0.000284154j 0.000650678-0.00281472j 0.000335502+0.00127346j 0.00149504+0.000247821j 0.000875944-0.000361377j -0.000305031+0.00451513j -0.000494254+0.000581903j -0.00069972+0.000628328j -0.00115174-0.00106205j 0.00297684+4.66153e-05j 0.00317984+0.000230295j -1.85201e-05-0.00112738j -0.000769066+0.00250911j -0.00281875-9.16199e-05j -0.000827598-0.00167982j -0.00389501+0.000939975j 0.000511305+0.00113028j -0.00494344-0.00526316j 0.000866703+0.00031941j -0.00227615+0.00280792j -0.00535808-0.00115936j 0.00303818+0.000358882j 0.0045081+0.00252457j 0.00419219-0.00161292j 0.00171528-0.000445588j 0.00159508+0.00502872j 0.00478945-0.000390858j 0.00766239+0.00625501j -0.001471-0.00171282j 0.000541092+0.00102076j 0.0100465+0.00642008j -0.000694574+0.00594667j -0.00366497+0.00104611j 0.00171336-0.00266388j -0.00341644-0.00375758j -0.000141568-0.00214156j 0.00540542+0.00424982j 0.0118371+0.00773607j -0.000930435+0.00522749j -0.00275284-0.00534991j 0.0067905+0.00728947j 0.00462909+0.000798003j 0.003998+0.00628928j -0.00750544-0.0075854j 0.00608774+0.000831024j -0.00309648+0.00318034j -0.00025273+0.00407704j 0.000860854+0.00767766j -0.00201048-0.00746069j 0.0011469-0.00735082j -0.0013917-0.00253714j -0.000774+0.00126433j 0.0032037+0.00700581j -0.0017299-0.000319819j 0.00314991+0.00169449j 0.00210763+0.00826923j -0.000149371-0.000648305j 0.000744945-0.0100607j -0.00522569-0.00415001j -0.00210631-0.00021111j 0.0013242+0.00289085j -0.00117708-0.00214779j -0.00177426-0.00133367j 0.00182703-0.00305565j 0.00181064-0.00244713j -0.00157327+0.0029257j 0.000692639+0.00237089j -0.00146931+0.000134285j 0.00193188-0.00119988j 5.84212e-05+0.000646512j 
0.000442346-0.000517528j 0.00233963-0.00115625j -0.000724847+0.000227265j -0.000241515-0.000671993j 0.00316532-0.00088548j -0.00295207+0.00200993j 0.000896679-0.00126258j 0.000336918-0.000988817j 0.00234517-0.00297521j -0.00217772+0.00455585j 0.00130765+7.96028e-05j -0.00146936+0.00215973j -0.00404476+0.00463652j 0.00101756-0.00146696j 0.00534534-0.000944758j 0.000329283+0.00188402j -0.00375873+0.00469234j 0.00302637-6.87857e-06j 0.00314435-0.00122469j -0.00230759+0.00162717j -0.00201292+0.00349842j -0.000123194+0.000790929j 0.00127037-0.00228198j 0.00250591-0.00195676j 0.00609414-0.00261942j 0.00098207-0.00370593j 0.010688-0.00625045j 0.00176275-0.00522665j -0.00646492+0.00373413j -0.00461709+0.00239697j -0.000729236-0.00309039j -0.00424681-0.00127253j -0.00270742+0.00231238j -0.00394457+0.00115486j 0.00565561-0.000522887j 0.00289145+0.00268575j 0.00937789-0.00647775j 0.00584709-0.00166083j -0.00196088+0.000422967j 0.000121321+0.00334011j 0.00727186-0.00613808j 0.011458-0.000113195j 0.00420856-0.00161081j -0.00754764+0.00297527j -0.0018384+0.00120523j -0.000241422-0.0010484j -0.00345318-0.0025977j 0.00112345-0.00221015j -0.000627616+0.00373969j 0.00419981+0.00342209j -0.00349547-0.000174936j -0.000349952-0.00173509j 0.0100685-0.00290883j -0.0003646+0.00124687j 0.000546298-0.00174774j 0.00673969-0.00356714j 0.00720847+0.00118058j 0.00402791+0.00214995j 0.00127135-0.000937325j -0.00372726-1.65888e-05j -0.00177369+0.000231112j -0.000901017+0.00028035j 0.00093819+0.000286212j 0.00341494+0.00144302j 5.17754e-06+0.00111888j -0.00189056-0.000710154j -0.000121746-0.000483355j -0.000603779-0.00068363j 0.00145319+0.00134203j 0.000201577+0.000101915j 
-0.00071634-0.000120535j 0.00184927-0.00224442j -0.00115461-0.000829841j -4.18493e-05-0.00278344j 0.00211054+0.00200535j -0.00051204+0.00344933j -0.000336574-0.000746601j -0.00179993-0.000375295j -0.00339124+0.00522013j 0.00300555-0.00138148j -0.00010647+0.00088002j 0.000669492+0.0024563j -0.000618836+0.0039921j -0.00203109+0.000513456j -0.000327337-0.00191329j 0.00107358-0.00260471j 0.0057287-0.00917629j 0.0028304-0.00486913j 0.00598733+0.000174793j -2.77141e-05-0.00567707j -0.0038536+0.00321682j 0.0050485-0.00659259j 0.00198744+0.00182132j 0.000588381-0.00504722j -0.00478672+0.00411904j -0.00226921-0.00550759j 0.00179737-0.000463573j 0.000719909-0.00443162j -0.00239975+0.00460821j 0.00358651+0.00192813j 0.000372082-0.0036899j -0.00390989-0.00564047j -0.0028323+0.00397156j -0.00180141+0.0041568j -0.0100149+0.0121948j 0.00179975-0.000282331j -0.003952-0.00393656j -0.00127733-0.00147205j -0.00661066+0.000797081j -0.00011868-0.00263499j 0.00328122-0.00261178j 0.00373845+0.000470436j -0.00577189-0.00495953j -0.00526586+0.00467819j 0.00676057-0.00244591j 0.00436266-0.00540879j -0.00100534-0.00320026j 0.00101334-0.000542671j -0.0045261+0.00642857j 0.000399139+0.00334874j 0.00655288-0.00186074j -0.00142724-0.000507497j -0.00197859+0.00226923j 0.0101608-0.00520953j 0.00705586+0.00207837j -0.00178436-0.00538255j 0.0038659-0.000640918j -0.00191999+0.000845586j -0.00480525+0.000501933j 0.00136282+0.000582032j -0.000734193+0.00358276j 0.00511262-0.00155855j -0.00150519+0.0009437j 0.00192718-0.00063834j 0.000675777-0.00277442j -0.00377417+0.00150119j 0.00255094-0.00122937j -0.000496186-0.000648741j 0.00191249+0.000836241j -0.000500928-0.00114464j 
-0.00137181+1.92887e-05j 0.00223322+0.00119578j -0.00196219+0.000236836j 0.00145713+0.00159458j 0.00357192+0.00129335j 0.00607864+0.00350413j 0.00197786+0.00109263j -0.00212996+0.000393806j 0.00169667+0.000492217j 1.35415e-05-0.000297733j -0.000991323-0.00322239j 0.00532911+0.000366289j -0.00194545-0.00327479j 0.00249316+0.00288325j 0.00227038+0.00240315j 0.000372815-0.00119256j -0.00207735+0.00144894j 0.00316996+0.0059182j 0.00191169-0.00019152j -0.000926062+0.00010817j -0.00586291-0.00295485j -0.00334496-0.00211181j 0.00168309+0.000175764j 0.00159798+0.000600263j -0.000796233-0.00171228j -0.00413436-0.00201757j 0.00739591+0.003128j -2.11781e-05-0.000717938j -0.00821547-0.00861136j -0.00129061-0.00463429j -0.00141312-0.000300949j -0.00454861-0.00482496j -0.00670843-0.00328533j 0.00103965-0.00464606j 0.000525864-0.00414601j -0.00677027-0.00594236j 0.00363192+0.00147425j 0.00248627+0.00388268j -0.00556595-0.00312035j -0.00488677-0.00196618j 0.00271105-0.000162355j 0.00420749+0.00400625j -0.00148087+0.00361821j -0.00249029-0.0112869j 0.00230493+0.000406092j 0.000718713+0.00296237j -0.00371493-0.00739891j 0.000125883+0.00110677j 0.00281396+0.00546834j -0.000603697+0.00218479j -0.000503473+0.00450413j -0.00196104+0.00235895j 0.00123014+0.003939j -0.00149399-0.000605524j 0.00166519+0.00392432j -7.91873e-05+0.00260102j 0.00297052+0.00235189j 0.000556865+0.00912938j 0.000491595+0.00300678j 0.00134737+0.00167177j 0.0058616+0.000142298j -0.00137521+0.000550242j 7.83945e-05-0.000324298j 0.000785508-0.00107269j -0.00306888-0.0103231j -0.000220413+0.000610381j -0.00116995+0.00227153j -0.000388333-0.00136605j 0.000227734+0.00322706j -0.000614012-0.00228541j 
0.00112033+0.00248875j 0.00092936+0.0023955j -0.000444895+0.00115609j -0.000372128+8.90396e-05j 2.15358e-05+0.002717j -0.00318659-0.00598713j -0.000601311+0.000416153j 0.000236046+9.63547e-05j 0.00348309+0.00292346j -0.00248235-0.00311509j 0.00063822+0.000990061j 0.00049607-0.00191566j -0.00163297-0.00233373j 0.00103537+0.00251973j -0.000672496+0.00766514j -0.0053147-0.00306304j -0.00754279-0.00690177j -0.000869571+0.000421997j -0.00177668+0.00118429j -0.00438121-0.00338445j -0.000562507+0.000963593j -0.00165989-0.000320834j 0.000120789+0.00270309j 0.000574872+0.00381103j 0.00290045+0.0104574j -0.000951382-0.00094562j 0.00304051+0.0117814j -0.00399831+0.00488367j 0.000887108-0.00493337j -7.38589e-05-0.00697287j 0.00157015+0.00170926j -0.00235001-0.00412242j 0.000930623-0.00514724j 0.00410199-0.00415173j 0.00495733+0.0111513j -0.00197832+0.00524422j 0.00188559+0.0104939j -0.00263666+0.00829405j -0.00235414+0.00118945j -0.00131437+0.00179449j -0.00294084+0.00499471j -0.00453097+0.0104232j -0.00368975+0.00818017j 0.00266813-0.00587365j 0.000222939-0.00233317j -0.0023239-0.0060294j 0.000700873-0.00327238j 0.00064739+0.000737387j 0.00221698+0.00117835j -0.000931496+0.00771191j 0.0021129-0.00691939j 0.00274556+4.58448e-05j 0.00103081+0.00839063j -0.00352238-0.00629208j 0.0017234-0.00200696j -0.00113106+0.00659619j -0.00389174+0.00412364j 0.000370377+0.00358531j 0.00115509+0.00101538j 0.000210763-0.00336414j 0.00235141-0.00151072j -0.000233727-0.00385765j -0.000283807-0.00114593j -0.00299785+0.0039877j -0.00182047+0.00467736j 0.00104452-0.00199314j -0.000575147-6.08262e-05j 0.000384639-0.000930899j -0.00146156+0.002056j -0.00117924+0.00206344j 
-0.00134044+0.000359986j -0.000877837-0.000194941j -0.000392077+0.00013937j -0.000478792-0.000930968j -4.20945e-05+0.000900264j -0.00227957-0.00136218j 0.00241721+0.000590817j 0.00212242+0.000298564j -0.001627+0.00177245j -0.0049253-0.00487653j -0.00241378+0.000776215j -0.00653754-0.00306113j -0.00435778+0.00050401j 0.00381045+0.00159685j 0.00352027+0.00479343j 0.00451316-6.52036e-05j 0.00177434-0.0017937j 0.00526081+0.00356873j 0.00317033+0.00167548j 0.00479908+0.000304537j -0.00157894+0.000868802j 0.000512148-0.00307288j 4.52972e-05+0.00264599j -0.000342041-0.000663218j -5.32868e-05+0.00419091j 0.00879554+0.00355173j 0.00205367+0.00626258j 0.00930717+0.00491261j -0.00523618-0.00259137j -0.00347188-0.00765996j 0.000809527-0.000711821j 0.00414711+0.0020591j -0.00092458-0.00202489j -0.00771136-0.00673316j -0.00970685+0.00248534j 0.000802277+0.00306622j 0.00101363+0.00755675j -0.00215882+0.00166633j 0.00108801+0.00130717j 0.00101678-0.00120548j 0.00721506+0.00852271j 0.00170263+0.00763741j -0.00265399+0.00490517j -0.00418129-0.00382433j -0.00256672-0.00521693j 0.00611364+0.00527496j 0.00209745+0.00107606j 0.00130179+0.00292574j -0.00524765-0.00364898j -0.0029744+0.000952651j 0.00222974-0.000488943j 0.000211111+0.000241646j 0.00157472+0.00229934j 0.00477472+0.00633166j -9.21493e-05-4.68615e-05j 0.00197317+0.00481975j 9.38924e-05+0.00536297j -8.51509e-05+0.00241834j -0.000598339+0.00434966j 0.00107185-0.00386632j -0.0027074-0.00808785j 0.0048486+0.00308272j 0.0014031+0.0031059j 0.000206328+0.00284978j 0.000276638+0.00010873j -0.000992954-0.00266586j -6.81167e-05-0.00206776j 0.00053062+0.00117594j -0.000118806-0.0011971j -0.0010628-0.00121639j 
0.00138216-0.0008928j -0.00143796-0.0037195j 0.0021865+0.000163313j 0.00130879-7.7636e-05j 0.00171841-0.00268967j 0.00355043+0.00437349j -0.000355228+0.00228102j 0.00110217+0.00685396j 0.00266897+0.00480336j -0.00275971-0.00182482j -0.000239322-0.00293643j -0.000859556+0.00250443j 0.00404268+0.0029186j 0.00262501+0.00288188j -0.00345295-0.000571953j 0.000402664-0.000481785j -0.00348469-0.00785995j -0.00404542+0.00528035j -0.00025845-0.00690379j -0.000349651+0.00229015j 0.00259271+0.00451895j -0.000848595-0.0120651j 0.00374796+3.00378e-05j -0.000694004-0.0049688j 0.00250416+0.00477577j -0.00363287+0.0063811j -0.00657899-0.00198908j 0.000370997-0.00581189j 0.00210049-0.00419932j 0.00313229-0.0124358j -0.00413303+0.00222236j -0.00512438+0.00440297j 0.00431063+0.00267086j 0.000831144-7.80798e-05j 0.00282952+0.00641826j -0.000170427-0.00855781j -0.00488095+0.00688569j -0.000293847-0.001648j -3.62461e-05+0.00839445j 0.00416328-0.00121394j 4.71339e-05-0.0040684j 0.00121375-0.00574842j -0.00516024+0.0115236j 0.00180794-0.000618399j 0.0020762-0.0109296j -0.00457515+0.00156862j -0.00130395+0.00354435j -0.000752558-6.46727e-05j -0.000860057+0.00281715j -0.000906675-0.00277883j -0.0016753-0.00362774j -0.00372309+0.00872496j 0.000846064-0.00227823j -0.000152515-0.00596724j 0.000119819-0.00849521j -0.00309247+0.00242913j 0.00186682-0.00449993j -0.00485961+0.00156811j -0.00188117+0.00761783j 0.0016182+0.000819032j -0.00238084-0.00169146j -0.00254148-0.00265216j -0.00401378+0.0027502j 0.00034404-0.000796513j 0.00163728-0.00392908j -0.000211541+0.00303312j 0.00152456+0.00206143j -0.00124668+0.000318592j 0.00205388-0.00262972j 0.000996461+0.00166423j 
-0.000404824+0.000618438j -0.00153383+0.000974105j -0.00105151+0.00245895j 0.000110381+0.00352671j -0.000274202+0.00385724j 0.00113474+0.00657928j 0.00131506+0.00221912j 0.000244551-0.00189442j 0.00113664+0.00426257j 0.000895413-0.00933818j -0.00215091+0.000518064j 0.00169437-0.00401871j 0.00294113-0.00320506j 0.00119134-0.000263806j 0.000972952-0.0041924j -0.00363083+0.00683632j -0.00369794-0.00484347j 0.000336443-0.0073276j -0.00226578+0.000671575j 0.00120594-0.0024459j 0.0025918-0.00295315j -0.00563067-0.000232491j 0.000379823-0.0037902j -0.0029911-0.00125343j -0.000225671+0.000984676j 0.000200964+0.0016157j 0.00376773-0.00751283j -0.000513017-0.000935336j -0.0047127+0.00316511j -0.00935774+0.00414917j 0.00871-0.00952327j 0.00125955+0.00162829j -0.00573439+0.00817695j -0.0034278+0.00491625j 0.00124335+0.00269856j 0.00222437-0.00578572j -0.00262611+0.0024513j 0.00389643-0.00334362j 0.00212123+0.00256919j -0.00741646+0.0046718j -0.000789916+0.0021196j -0.000934892-0.00408717j 0.00462519-0.000858973j -0.00410245+0.00608152j -0.000879167-0.0033677j 0.00103244-0.000890708j -0.00121583+0.000947739j 0.00550036-0.00303881j -0.00010658+0.00232109j 0.00455056-0.00359525j 0.00226462-0.00305946j 0.00462685-0.00116562j -0.00373515+0.00291861j -0.0013793-0.00335974j 0.00169305-0.00319373j -0.000483436+0.0018719j -0.00527872+0.00198627j -0.000886848+0.00173615j -0.00286959+0.00493665j 0.00267553-0.000260929j 0.00435152-0.00282298j 0.00248233-0.00317428j 0.000689894+0.000219371j -0.000465774-0.000648938j 0.00317568-0.00572418j -0.000795967+0.00151659j -0.00249798+0.00086759j -0.000709317+0.000295755j -0.00086341-0.000484124j -0.000318426-0.000293735j 
0.00107332-0.000791268j 0.00139945+0.00144488j 0.000838852-0.00327426j 0.000265803-0.000416558j 0.000220794-1.91356e-06j -0.000595577-0.00487884j -0.000806763+0.00287942j -0.000288067+0.00652191j -0.00126362+0.00309057j -0.00212475+0.00315794j -0.00183262+0.00138949j 0.000194775-0.0016606j -0.00213592-0.00981081j -0.00136642-0.000257474j 0.0014154-0.00656157j -0.000358065-0.00270957j 0.00525223-0.00236017j 0.000905851+0.000934042j 0.00222666-0.00151289j 0.00109673-0.00137614j -0.00151697-0.00650274j 0.0020894+0.00604312j 0.00244272-0.00446341j 0.00201511+0.00529584j -0.00384205+0.000551565j -0.0050221+0.00754786j 0.00127584-0.000129387j 0.00829068-0.0092179j 0.0012982-0.00570587j 0.00169942+0.000117617j -0.00486063+0.00462858j -0.00087138-0.00483084j -0.0069364+0.00538138j -0.00583408+0.00533927j 0.000381189-0.00370124j -0.000587408+0.000942853j -0.00373807+0.00181105j -0.00147305+0.00215104j -0.00161878-0.00661375j -0.00456546+0.0059789j 0.00121968+0.00118915j -0.000803324+0.00215817j 0.00293104-0.001816j 1.72212e-05-0.00465651j -0.00184557+0.00461386j 0.000363517+0.00126751j -0.00386764+0.000434971j -5.88519e-05-5.7536e-05j -0.000900248-0.00359561j 0.000489251-0.000280842j 0.00194038+0.00247185j -0.00613165+0.00307945j -0.00449099+0.00595983j 0.00298587+0.00248825j 0.00644745+9.80496e-05j -0.00218735+0.00235717j 0.000812151+0.00147486j -0.0011744+0.000737848j 0.00345509-0.00250807j 0.00328298-0.0028658j -0.00277294+0.00012805j -0.00262996+0.00287124j -0.00243191+0.000905719j -0.0013117+0.00199757j -0.00209848+0.00246206j 0.00220362-0.00230908j 0.000986268+0.00108116j 0.00128841-0.0013875j -0.000376783+0.00143768j 0.000784271+0.000442375j 
-0.00195861-0.00197407j -0.000720143-0.000918688j -0.000289315-0.00236935j -0.00558245-0.00157642j 0.00272313-0.000770833j -0.00294645+0.0019244j -2.29758e-07+0.000616351j -0.00378206+0.000776362j 0.00201877+0.0014811j -0.00730224-0.000358532j 0.00324259+0.00248938j -0.00318303+0.00224619j 0.000391828-0.00221771j 0.000246735+0.000635211j 0.00393957-0.00260143j 0.0025813+0.00230189j -0.00404964+0.00162576j -0.00477448-0.00152202j 0.00751897-0.00125384j -0.00436809-0.000314388j 0.00262792+0.000903446j -0.00330299-0.00152631j 0.00379047-0.00304126j -0.00163282+0.0011852j 0.00584904-0.00109315j -0.00170847-6.60942e-05j 0.00886761-0.00086582j 0.0144299-0.00176689j 0.0053669+0.000633198j 0.00251162+0.00106087j -0.00758175-0.00341166j -0.000958035+0.000368697j -0.00232331+0.00193319j -0.00524129+0.00109485j 0.0117819+0.00503416j 0.00648732+0.000892654j 0.00381307+0.000448744j 0.00257617+0.00180312j 0.00272068-0.000528288j -0.00194771-0.00215745j 0.00952213+0.00216665j 0.00817951+0.00362916j 0.000829505-0.00128313j 0.00335688+0.00530612j -0.00444175-0.000172263j -0.00391535+0.000900594j -0.0010971-0.0027157j 0.000539247-0.000167576j -0.000422446+0.00189894j 0.00239293-0.00299096j -0.00642448-0.00261617j -0.00611058-0.00496012j 0.00451481+0.00213664j -0.00198415-0.000719963j 0.00259572-0.00176497j -7.96427e-05+0.000536556j 0.00545542+0.00419902j -0.00149988+0.000885926j 0.00106933+0.00155836j -0.00205896-0.00319756j -0.00220205-0.000515121j -0.00262012-0.00233851j 0.00158288+0.00228834j 0.00254784+1.73838e-05j 0.00203834+0.000136157j 0.000121193+0.00116984j -0.00233672-0.00746447j 0.00217297+0.0020491j 0.000639045-0.000704922j -0.000157926-0.00315935j 
0.00144439-0.001112j -0.00125666+0.00228834j 0.000792654-0.000270264j 0.00117699+0.00227096j -0.00235569+0.000149147j -0.000321147-0.00271298j 0.00138493-0.00133689j 0.00438456-0.001916j 0.00402505-5.93796e-05j -0.00079129+0.00264653j -0.00430716-0.000888154j 0.00131282-0.000503225j 0.00318406+0.000457144j 0.00304296-0.00775552j 0.00562664+0.000956855j -0.00503741+0.00250937j -0.00463724-0.000208731j 0.0062958+0.00466067j -0.00611282+0.00122066j 0.00259284+0.00110948j 0.00528766-0.000720131j -0.00884839-0.00229912j 0.00024625+0.00463301j 5.75976e-05-0.00465415j 0.00364649+0.000788722j 0.00105988+0.00703983j 0.00437368+0.00217637j -0.0045152+0.000795888j -0.00714717-0.00162469j -0.0143809-0.00377779j 0.00398411+0.00630563j 0.00169377+0.00466452j -0.00439528-0.00151654j -0.00771055+0.00224538j 0.0062563-0.00338285j -0.00215385-0.00099338j 0.00499523+0.00342275j 0.00349022-0.000490979j 0.00385544+0.0053121j -0.00222914-0.00366206j -0.00291612-7.66548e-05j 0.00100491-0.00293386j 0.0106336+0.00763189j -0.00690025-0.00082793j -0.00646594-0.00427176j 0.000668187+0.00160048j -0.00185813+0.00287682j 0.00128569-0.00025186j 0.00136592+0.000258967j 0.00164581+0.00298446j -0.000167061-0.000490533j 0.00765494+0.00167039j -0.00158006-0.00183612j -0.00232454-0.000605075j -0.00386274+0.000156616j 0.00498927-0.000269624j -0.00339173+0.000128082j 0.00303088+0.00318086j 0.00613103-0.000294844j -2.13851e-05+0.000261882j -0.00299004+0.00108985j -0.000686284+0.000730002j 0.00176251+0.00111993j -0.000269189+0.00215204j -0.00104187+0.000633839j 0.00110361-0.000405473j -0.000285294+0.00237924j -0.000471443-0.000602706j -0.0015953-0.000587818j 0.00177452+0.00130011j 
-0.00261101-0.00313715j 2.12238e-05+0.00389134j -0.0020734-0.00156706j -0.00299328+0.00162929j -0.000320765+0.000901639j 0.00307427-0.00352022j 0.00247599-0.00375291j -0.00272809-0.00587985j 0.0013837+0.00234313j -0.000717946+0.00198292j 0.00176368-0.000641052j -0.000838267-0.00239656j -0.00282133+0.00165526j -0.00198535-0.00762845j -0.00345258+0.00082412j 0.00154208+0.00365064j 0.00259929-0.00247951j -0.00782341+0.00889768j 0.000819321+0.00138751j -0.000389162+0.00244914j -0.00361544-0.00344961j 0.00221345-0.00536966j -0.0105051+0.0120766j 0.00487619-0.00592362j -0.00836784+0.00234183j -0.00342177+0.00947262j -0.001721+0.0021858j -0.00467768+0.00172328j 0.00402509-0.00169183j 0.00939493+0.00216954j -0.00938608+0.00403366j 9.45038e-05+0.00136503j 0.00372232+0.00253305j 0.000736639+0.00545288j 0.00234816-0.00544898j 0.000173395-0.00381166j -0.00384213+0.00244449j 0.000489596-0.00211328j -0.00688339+0.00177421j 0.00355096-0.00379075j -0.000340526+0.0013752j 0.000140438-0.00202059j -0.00755301-0.00640909j 0.00342155+0.00362745j 0.00546417+0.000773933j -0.00084236+0.00211279j -0.00287962+0.00236468j -0.00364499+1.03871e-05j -0.000907866+0.00285889j -0.00507582-0.00231362j 0.00212612+0.000595592j 0.000523085-0.00479086j 0.00117351+0.00276701j 0.00205952+8.32197e-05j 0.000965867+0.00250523j 0.000804878-0.00133558j -0.000206315+0.00340564j -0.00255356+0.00205305j 0.00131621-0.00200102j -0.00163227-0.00147559j 0.00192425+0.00268092j 0.0013441-0.00069856j 0.00349777-0.000727342j -0.00208998-0.000942499j -0.00269455-0.00116342j 0.00276696-0.000763016j -0.00319043-0.00267327j 0.00129837+0.000742609j -0.00154728+0.00127244j 0.000564173-0.00476379j 
