-0.0121918+0.00250247j 0.00205121-0.00680828j -0.0128901+0.00411841j 0.00418062+0.00450469j 0.00329107-0.00222584j -0.00137627+0.00290719j -0.00614027+0.00249518j 0.00475521+0.00172251j 0.00802518-0.00182247j -0.000458557+0.000883188j 0.00226423-0.00137839j -0.00545689+0.00431577j 0.00935723+0.000701459j -0.00757122+0.000462072j -0.00297419-0.000543649j -0.00468751+0.00361008j 0.00546012-0.00391962j -0.00322628+0.000224624j 0.00440456-0.000579308j 0.00297906+0.000423933j -0.00511459+0.000139823j 0.00378064-0.000231683j 0.00513652-0.00098593j 0.00738936-0.00302297j 0.0024011-0.000465705j -0.00695464+0.00214034j -0.000199902+0.00227044j -0.000586378+0.00192705j -0.000379094-0.00188046j 0.000568073+0.000757622j 0.0057514-0.00150019j -0.00894403+5.25484e-05j -0.00085256+0.000497667j -0.00401539+0.00186167j 0.00117293-0.000872681j 0.00509455+0.000478898j -0.000651077-0.000613264j -0.00339564+0.00130132j 0.00695481-0.000724367j 0.00753229-0.000430586j 0.00890835-0.000184948j 0.00205227+0.00139523j 3.46189e-05-0.00137289j 0.00709978-0.000126517j 0.00209359+0.00180412j 0.0128448+0.000730657j -0.0038763-0.000497812j 0.00544613+0.00125648j 0.00678022-3.59324e-05j -0.00145739+0.00108794j -0.00275396+0.0012541j 0.00135757-0.00235278j -0.00230166-0.00112394j -0.00309071-0.000563776j -0.00913808-0.00151855j 0.0036644+0.00227307j -0.00322987-0.000400716j 0.00533221+0.00409798j 0.00128385+0.000484737j 0.00931652+0.000119017j -0.000166804-0.00186949j 0.0064126+0.00336412j -0.000475289-0.00296384j -0.00554593-0.00084676j -0.0075356-4.05211e-06j 0.00134794+0.00143263j 0.00654939-0.000685036j 0.00588395+0.00687185j -0.0110856+0.00148961j 0.00802145+0.00849341j 
-0.00091729-0.00105342j -0.00368315+0.00604631j 0.0027746-0.00403405j 0.00273489-0.00480922j -0.00432979+0.00497049j -0.000854731+9.57312e-05j 0.00149566-0.00104222j 0.00394655-0.00753458j -0.00032528-0.00159996j -0.0017243-0.000778142j 0.000445225+0.00104201j 0.000747556+0.00205919j 0.0039524-0.00328705j -0.00234821+0.00451225j -0.0015422-0.000483896j 0.00265872-0.00115841j -0.00127123+0.00070436j -0.000515603+0.000339282j 0.00091808-0.0030432j 0.000394878+0.0023297j 0.000884305-0.000678468j 0.00197511+0.00051983j 0.000501816-0.000513254j -0.000567235-0.00247289j 0.000155485-0.000617397j 0.000641412+0.00138619j 0.00226924-0.000567991j -0.000830623+0.00202138j -0.00260307-0.000223511j 0.000945936-0.00216832j -0.00160759-0.00237957j -0.00313446+0.00446416j -0.00130538-0.000181802j 0.00393163-0.00109597j -0.00458732+0.00471771j 0.00176695-0.000302251j 0.00166169-0.00143951j -0.000481711+0.000627379j 0.00185744-0.00742821j -0.000837579+0.00227056j 0.00169022-0.00304435j -0.000337421+0.000370286j 0.00377117+0.00174701j 0.00335122+0.00098949j -0.000965898+0.00264981j 0.00328348-0.000292669j 0.000468279+0.00532159j 0.00423068+0.00648532j -0.000644928+0.00302381j 0.0063055+0.00311218j -0.00654134+0.00258216j -0.00864256+0.00602354j -4.01046e-05+0.00445736j 0.00248885-0.00219335j 0.0112617-0.00245065j 0.000218645+0.000583642j 0.00851702+0.000327323j -0.00192588+0.00227079j 0.00299606+0.00152542j -0.00545202-0.00125039j 0.0111708+0.0135376j 0.00471437+0.0019229j 0.00789244-0.00308496j 0.00460659+0.00396056j 0.00450139-0.00435598j 0.000831141-0.00556546j 0.0117317+0.00228049j 0.0010429+0.00603068j -0.0109766-0.00601955j 0.0010584-9.64727e-05j 
-0.000994022-0.00197004j -0.00326363-0.000391652j -0.00116623-0.00247212j -0.00585676+0.00218778j 0.000655684-0.00153345j -0.00482119-0.000554749j 0.00250656-0.0031137j -0.00444585+0.000624945j 0.00016714+0.00112833j -0.000982549-0.000119829j 0.00177249+7.80993e-05j 0.00175442-0.00389259j -0.00190162-0.000160641j 0.00638107-0.00130167j 0.000316432+0.000738307j -0.000679205+0.00138262j 0.00106335-0.00077345j -0.000254664+0.000750226j 0.00198923-0.00257925j -0.000841634+0.00051996j 0.00265201+0.00235788j 0.000390005-0.00226575j -0.00159482-0.000730605j -0.0066961+0.00518788j -0.00140833-0.000810135j 0.00313027-0.000644522j 0.000762356-0.000809405j 0.000615237+0.00208212j 0.00252056+0.000225653j 0.00236664-0.00150673j -0.00204565-0.00207899j 0.00027196+0.00196062j -0.0021606+0.00106768j 0.000641895+0.000954539j -0.00238683+0.00074832j -0.000939577+0.000142497j 0.00211446+0.00302565j -0.00127993+0.00162338j -0.000732274-0.000459053j 0.00588622+0.00137192j -0.00019306-0.00192363j 0.00034629-0.00132687j 0.00722862-0.00692564j 0.00286754-0.000919653j 0.00603901+0.00476282j -0.00402475-0.00335932j -0.00227714-0.00303128j 0.005042-0.00903781j 0.0028421+0.00190704j -0.00656972+0.00106713j 0.0015412+0.00202285j -0.00648905+0.000739111j 0.00430876-0.0067445j -0.00455006+0.000327205j 0.000279886+0.00144748j -0.0105506+0.00420449j 0.00927952+0.0032278j -0.000879768+0.00121909j 0.000534279-0.0065483j -0.00205227+0.00128322j 0.00620962-0.00263413j 0.0117134+0.00439472j -0.00458563-0.00428979j 0.00353538+0.00651325j -0.003674+0.000959125j 0.00110905+0.00509971j -0.00215143-0.0100997j 0.00513809+0.00516621j -0.000643485-0.00137504j 0.00389177+0.000640353j 
-0.00146416+0.00765909j -0.00115215+0.00149721j -0.00156351+0.00366704j -0.0019282+0.00698328j -0.000631842+8.86147e-05j -0.00194819+0.00406912j -0.000931121-0.00124334j -0.00369123+0.0063298j 0.00082319+0.00353844j -0.00285524+0.00434634j 0.0037057-0.00307442j 0.00119778+0.00133188j -0.00340512-0.000885172j 0.00446045-0.00266036j 0.00186617+0.00270915j 0.000796479-0.00188284j 0.00240833+0.00127642j 0.00122494-0.000565872j -0.000730326+0.000187099j 0.00171737-0.000175317j -0.00195178-0.00141092j 0.000214407+0.00351587j 0.000625272+0.00223083j -0.00593337-0.000232401j 9.54976e-05+0.00506575j 0.00139498-0.000754906j -0.00226929-0.00412078j -0.00101578-0.00296743j 0.00136554+0.00162187j -0.0026945-0.00226352j -0.00122103+0.00667852j 0.000937716+0.00227045j -0.000927709+0.000271446j 0.00115165-0.00104032j 0.00221661+0.00130128j 0.00188303-0.000451068j 0.000336881-0.00369386j -0.000650695-0.000712819j -0.00144392+0.00166588j 9.61557e-05-0.00867907j 0.0017846+0.00325854j 0.00115695+0.00354794j 0.000559789-0.00712365j 0.00715055-0.00370926j 0.00570034-0.00606754j 0.00428482+0.000801555j -0.00723136+0.00235593j 0.00484083+0.000822229j 0.00432731-0.00240181j -0.0027656+0.00480641j 0.00120051-0.00113074j -0.00890596-0.00468525j -0.00312989+0.00396518j 0.00207469+0.0051527j 0.0022868+0.00272887j 0.00109383+0.00152114j 0.00950085-0.000947193j 0.00338081+0.00275764j 0.00331351+0.000547306j -0.00298859-0.00254196j -0.00150716+0.00440878j 0.0012248+0.00513423j -0.00536027-0.00387551j -1.65389e-05+0.00555113j 0.00209827-0.00175796j -0.0046568+0.00312653j -0.0126848-0.00102763j 0.00856188-0.000472593j -0.000784077-0.00287774j -0.0106445+0.00328772j 
0.00113312+0.00175798j -0.000796465+0.00508428j -0.00150235-0.000915832j -0.00308615+0.000943313j -0.000935042+0.00335864j -0.00508619+0.00116106j -0.00100858+0.00118689j 0.00136716-0.00341001j 0.00242786-0.00138833j 0.000270287-0.000354145j -0.000778111+0.00104841j -0.00365474+0.00375976j 0.000146091-0.00172898j -0.000309163+0.00220614j 0.00180732+0.00143945j 0.00109768-0.000118378j -0.000549493+0.000212339j -0.00132548+0.0024593j -0.00173763-0.00310977j 0.00124481+0.00308128j 0.00686471-0.00458211j 0.000527922+0.00127029j -0.000650812-8.91953e-05j 0.00421839-0.00174335j 0.00070586+0.00215748j 0.000520351+0.000906366j -0.000282439-0.000569656j 0.004136-0.00140127j 0.000250568+0.000272854j -0.000533227-0.00328365j -0.00209304-8.64745e-05j 0.00338923+0.00284043j 0.00255293+0.00129645j -0.000810188-0.00154377j 0.00407664+0.0047746j 0.00251425+0.00404817j 0.000977859-0.00510929j 0.00208351-0.00404128j -0.00115719-0.00306125j 0.00350068-0.00289161j -0.00224285-0.0019182j -0.00359451+0.000492339j -0.00908315+0.000754591j 0.00473212+0.00294226j 0.00725102-0.0049271j -0.0026216+0.00503673j -0.0014411+0.00190772j -0.0127931+0.00385302j 0.00279-0.00275125j -0.0103378+0.000677194j 0.00796528+0.00232364j 0.0100019+0.000121327j -0.00935606-0.000634613j -0.00540927+0.00492062j -0.0041919-0.00739666j 0.00221028-0.00418401j 0.0032544-0.000573183j 0.00219507+0.00141604j -0.00845021-0.00417965j 0.0022111+0.00513755j -0.0029767-0.00728613j -0.00691055-0.00603664j 0.00676961+0.00371718j 0.00203873-0.00212322j 0.00590944+0.00361861j 0.00166407-0.00295039j -0.00275351-0.00716047j 0.00288566-0.00318773j -0.00665624+0.00230916j -0.00118694+0.0022829j 
-0.00244019-0.00390973j 0.000795251-0.000341906j -0.00199759-0.00325647j 0.000682686+0.000815955j 2.8934e-05+0.00105396j -0.00153174+0.00313381j 0.000419738-1.71026e-05j 0.00213647+0.000421391j -0.00144141+0.000794279j -0.00032286-0.000858328j -0.00202796-0.001193j -0.00180191-0.00141055j -0.000400428-0.00106911j -0.00189062-0.000887996j 0.00189626+0.000711448j 0.00428432+0.00410416j -0.00112463+0.000732155j 0.00442154+0.00502612j 0.00221209+0.00336923j 0.00207167-0.00125267j 0.0010797-0.00154677j -0.000314135-0.00387182j -0.00242706-0.00108316j 0.00102207+0.00111995j -0.000648-0.00164559j -0.00103082-0.00227462j 0.00185815+0.00196675j -0.00247982+0.000448279j -0.00179397-0.00260953j 0.00107258-0.000966415j -0.00513499-0.00501141j -0.00218055-0.0050081j -0.000671002-0.000668075j -0.000458157-0.0001206j 0.00125092-0.00212203j 0.00149349-0.000168471j -0.000156614-0.00431091j -0.00610849-0.00405572j 0.00109062-0.00305594j 0.00278114+0.000600001j -0.00259407+0.00167488j -0.000587223+0.00353265j -0.00257638-0.00948602j 0.00101961+0.000645855j -0.00319259-0.00440994j 0.00054253+0.00299778j -0.00116185-0.00039373j -0.00400292-0.00392824j -0.00174772+0.00399187j 0.00800319+0.00995312j -0.00388083-0.00158349j -0.00234511-0.000883761j -0.00206947-0.00409338j 0.00265457+0.00433982j 0.000438744+0.003374j 0.00221304+0.000935904j 0.00147565-0.000926681j -0.00569517+0.00749373j -0.00122214+0.00556611j 0.00267443-0.00122487j 0.000311387+0.00147914j 0.0030032+0.00151404j -0.00163081+0.00588893j 0.00341453+0.00151845j 0.00520013+6.28426e-05j 0.00261528-0.00474249j -0.000310414+0.00138089j 0.000604153-0.00230722j 0.00117839+3.89847e-06j 0.00393025-0.00613146j 
-0.000275208-0.00100207j 0.00154737-0.000231142j -0.000719243-0.000472818j -9.79152e-05+0.00204423j -0.00180124-0.00087419j -0.00496186-0.000667788j -0.00304667-0.000513466j 3.65947e-05+0.00307794j -0.002628-0.000263772j -0.00214576+0.000682243j 0.00093618-0.000440599j -0.0046485-0.00201191j 0.00269963+0.00296402j 0.000753683-0.00279089j -0.00071056+0.000461499j -0.00504811+0.00147168j -0.000610209-0.000573366j -0.00305351-0.000159081j -0.00723582-0.00109392j 0.00168405+0.00303712j 0.00137336-8.19215e-05j 0.00251835+0.00176966j -0.00015063-0.000565955j 0.00179326+0.00315612j 0.000294544+0.000142674j 0.00181237-0.000396343j -0.00144334-0.00110455j 0.00131217-0.00117599j 0.00296272+0.000328665j 0.000199109-0.000300778j 0.00193374-0.000692791j 0.00321151+0.00065598j 0.00305885+0.000173182j 0.000550823-0.000987052j 0.00184257+0.00192163j 0.00580514+0.00258707j 0.00148623-0.000914298j 0.00133253-0.000918214j 0.00201061+0.00307887j 0.00177575+0.00318264j -0.00606454-0.00183746j -0.00304314-0.00152934j 0.00690339+0.000991765j -0.00129176+0.000254283j -0.00127981-0.00373601j -0.00106313+0.000127251j 0.00185025+0.00720196j 0.0073759-0.000379222j -0.00178956-0.00279855j 0.00799456+0.00971842j -0.00290562-0.00679986j -0.00111033+0.00332113j 0.00485786-0.004406j -0.000480079+0.0023294j 0.00241298-0.00206778j 0.00494953+0.0134629j -0.00182488-0.00908621j -0.00300961-0.00749936j -0.000586231+0.00590092j -0.000901228-0.00337648j -0.0018616-0.00111035j 0.00351553-0.00478386j -0.00369542-0.00378109j -2.66832e-05-0.00229356j 0.000425074+0.00939859j 0.00413891-0.00555346j -0.00266589+0.00317931j 0.0015277-0.00114223j 0.00174761-0.000300708j 0.000919782-0.00282383j 
0.00125427-0.00129368j -0.002625-0.00270823j 0.00283346+0.00177999j 0.00174454-0.000258338j -0.00246284-0.00218532j -0.00386364-0.00243301j 0.000403426+0.00269179j 0.00401807+0.000601336j 0.000475346-0.0018783j -0.00049523-0.00271123j -0.000401907+0.00176051j -0.000723079+0.00160536j 0.00196194+0.00187055j -0.00195765+0.00129484j 0.00157835+0.000346461j 0.000174525+0.00259738j 4.88368e-05-0.000320344j -0.000384922+0.00138105j 0.00271553+0.00131839j -1.98083e-05+0.00173756j 0.00192113-0.000261578j 0.00259228+0.0012287j 0.000159199-0.000602842j -0.00073568-0.00443636j 0.00161288+0.000365128j 0.000193926+0.00220731j 0.000443845+2.26106e-05j -0.00246577-0.00158235j 0.000358902-4.38385e-05j 0.00183204-0.000715969j 0.000358543-0.00254832j -0.0023283-0.00186039j -0.000320885-0.00173963j 0.000450783+0.00292876j -0.00139011-0.00367659j 0.00176466+0.00260573j -0.00018432+0.00120338j -0.00112953-0.00433661j 0.00315547+0.000265453j 0.00156904+0.00353024j 4.63692e-05+0.00105398j -0.000739364+0.000603042j 0.0012108+0.0043446j 0.00237842+0.00611663j 0.000996916+0.0021864j -0.0021071+0.00172796j -0.00481181-0.0052077j -0.00367254+0.00440407j -0.00274175+0.000825299j -0.00673668+0.00553324j 0.000894608-0.00435443j -0.00393337-0.0140475j -0.00150416+0.000890532j -0.00181033+0.00464418j -0.000654118+0.00919855j -0.00537894-0.00755651j 0.00181348+0.0143624j -0.00250039-0.00140328j -0.00152834+0.00166321j 0.00142943-0.00335271j -0.0082036+0.0100391j -0.0048764+0.0112936j 0.00438836+0.00177047j -0.0043386+0.00899327j 0.00476929+0.004143j 0.00119393+0.000841452j 0.00278612+0.0037783j -0.00540691+0.00533974j 0.0017792-0.00724515j -0.000122441+0.00334288j 
-0.00332952-0.000173761j -0.00380265+0.0012665j -0.00149944-0.000192957j 0.000947216+0.00348991j -0.00265178-0.00241809j 0.00363912+0.00107828j -0.000734628-0.00292328j 0.00218476+2.85877e-05j 0.00268435-0.00100522j 0.000759567-0.000915758j -0.000343396+0.0014922j -0.00306783-0.00156803j 0.000414278+0.00179613j -0.00312593-0.00210621j -4.89931e-05-0.00281022j 0.00276078-0.00247175j -0.000412525-0.000562724j -0.00117267-0.0026225j 0.00375108-0.00516083j -0.00342272+0.000551336j 0.000503356-0.00314165j -0.00464069+0.00147564j 0.000448138+0.00255919j 0.00395298+0.00233174j -0.00188169-3.98241e-05j -0.0014915+0.000112723j 0.0031831+0.00175927j 0.00418632+0.00188998j -0.000835348-0.00159577j 0.000885499+0.000814119j -0.00134254+0.00362093j -0.00205821+0.00104085j -0.00114523+0.00155425j 0.00258002+0.0018467j -0.00393707+0.000486853j -0.00259341+0.00143302j 0.00441127+0.00172319j 0.00207823+0.00414758j 0.000546008+0.00126127j -0.00221439-0.00675458j 0.00597066+0.000612573j 0.00109763-0.00046008j -0.00816182+0.0041368j 0.00049415-0.00281345j 0.00424736-0.00234834j -0.00102121+0.00463395j -0.0055658+0.00341202j -0.0127158+0.00753039j 0.00261458-0.000579603j -0.00383764+0.00859049j 0.00104454-0.00304217j -0.00298703-0.0011485j -0.00826134+0.00504874j 0.000550468+0.00155727j 0.00516545+0.00829715j -0.00339073+0.010164j 0.00740846+0.000446146j 0.00369305-0.00108777j -0.00653307+0.00149165j 0.00236679-0.00244798j -0.0039318+0.0051009j 0.00311393-0.00361799j 0.00817563+0.00550688j 0.00432487-0.00360701j 0.000264812-0.000692501j 0.00751532+0.00062428j -0.00468359+0.00443107j -0.000571245-0.00143484j -0.000903525-0.00521911j -0.000639947-0.00464219j 
0.000990828-0.000876841j 0.00150059+0.000623809j 0.00224428+0.000108252j 0.00255575+0.0026305j -3.84825e-06+0.00327934j -0.00349983+0.010355j -0.0001637+0.00176067j -0.000855954+0.00126882j -0.00181928+0.00185785j -0.00213971+0.00296088j 0.00157843-0.00143247j -0.000121794+0.00622979j 0.00409184-0.000549741j 0.00125253-0.00335729j 0.000452289-0.000937128j -0.000935275+0.002168j -2.06126e-05+0.000226268j 3.11955e-05+0.000115029j -0.00390745+0.0050291j 0.00301462-0.00179675j 0.00215399-0.00656192j 0.00249199-0.00234044j -0.00157674+0.00328527j 0.00584037-0.0010742j -0.00057327-0.00140432j -0.00164866-0.00487742j -0.00396913+0.0016622j -0.00356146-0.000817556j -0.000352433-0.00433421j -0.00429648+2.213e-05j -0.00117597-0.00012793j 0.000357503-0.00455007j -0.00162943-0.00417855j 0.00169661+0.00146318j -0.00222124-0.00130496j 0.00165123-0.00944897j 0.00286306+0.00179794j -0.000532277+0.00241404j -0.000600493-0.00242748j 0.010992-0.00480943j -0.00446397+0.00397907j -0.00454639+0.00170687j 0.00433457+0.000744047j 0.00525907-0.00595087j 0.00813226+0.0023484j -0.00283247+0.000968132j 0.000661396-0.00336022j -0.00460959-0.00404973j -0.000814241+0.00186199j -0.000950194-0.000943121j 0.000368591+0.000657692j 0.000893897+0.000673246j -0.0127053-0.0040942j 0.00108532+0.00129428j -0.00713589+0.00327902j 0.00170481+0.000718647j 0.000559592+0.00250155j -0.00376805+0.000101743j -0.000493792-0.000188958j -0.000264524+0.00295114j -0.00927021+0.00286326j -0.00264502-0.00426551j -0.00564445-0.00117694j 0.00299216+0.00281894j 0.0118855-0.0043707j -0.00564156-0.000363049j -0.00339969+0.00453235j 0.00156052-0.00117439j -0.000495399+0.000347785j 0.000724539+0.000799491j 
0.00125004-0.000140801j 0.00109262+0.000726084j -0.00166866+0.00219766j -0.000833734+0.0025449j 0.00138207+0.000594142j -0.00229309+0.00590398j 0.00221543+0.000712105j 0.00114841-0.00411724j -0.000563434-0.00157421j -0.000419136-0.000514694j -0.00105656+0.00292433j -0.00151714+0.00262478j -0.00309384+0.00315268j 0.00294096+0.000697229j 0.0033489-0.00377766j 0.00307057-0.00460114j 0.0013988+0.000655766j 0.00637617-0.00489715j 0.000910646-0.00358832j 0.00335973-0.00102182j 9.91442e-05-0.00442223j 0.00088383-0.00108161j -0.00294867+0.00227806j -0.00279777+0.00186953j 0.00342174-0.00195886j 0.00371476+0.000987895j -0.000982512-0.000822824j -0.000179576+0.00323712j 0.00125693+0.000392698j -0.00483393-0.00165222j -0.00263563+0.00726374j 0.00167297+0.0032926j 0.00173745-0.0020552j -0.00478519+0.00218873j 0.00221893-0.00391243j 0.00915835-0.00413051j -0.0106502+0.0046565j -0.00967006+0.00688743j -0.00220272+0.000124457j -0.000159491-0.00265742j 0.00182189+0.00499073j 0.00586138+0.00227577j -0.00858747+0.00824447j 0.0065129-0.00490292j -0.0114038+0.000268157j 0.00457969+0.000863743j 0.0031039+0.00502374j 0.00144599+0.00773297j -0.00183158-0.00421117j 0.0100555-0.00228234j -0.000845812-0.00158425j -0.00392129+0.000389704j 0.000387915+0.00355613j 0.00879688+0.00267712j -0.00403831-0.00133324j -0.00851566-0.000325148j -0.00059115-0.00501002j 0.00839364-0.00114911j 0.00273822+0.00224331j -0.00034683-0.00312778j -0.00198455-0.00176103j 0.0063016+0.00329421j 0.00713312-0.00253738j 0.00417008-0.00112326j 0.00620858-0.00465842j -0.00468579-0.00227179j -0.00374211-0.000454815j -0.00198738-0.00119899j -7.12529e-05+0.0020582j 0.000611995+0.00119528j 
9.56449e-05+0.00196973j 0.000266674-0.00241076j 0.000562921+0.00268299j 0.00287394-0.000529007j 0.000716331-0.00322368j 0.000600073-0.00304495j -0.00141032-0.00190295j 0.00180802+0.00326202j 0.00195863-0.000752899j -0.000823639+0.00081631j -0.00313282+0.000744519j -0.0011529-0.00411316j -0.00112287+0.00464888j 0.000431816-0.00220761j 0.00240248-0.00232243j 0.00135625-0.0039984j 0.000477323-0.000987999j 0.00571748-0.00565097j 0.00333318-0.00398536j -0.00283858-0.000736864j 0.00373273+0.00455334j -0.0022781+0.00143167j -0.00210391+0.000931351j 0.00177971+0.00446416j -0.000784474+0.00138803j -0.00524022+0.000137827j -0.00111517-0.0044709j -0.00547353+0.00297266j -0.00341947+0.00381166j -0.000997912-0.00133685j -0.00583607+0.00279568j -0.00808214+0.00130483j -0.000931598+0.00310769j 0.000871043+0.00255058j -0.00506929-0.000598055j -0.00333904+0.00146755j -0.00237175+0.0021991j -0.00421407+0.00458882j -0.00334885+0.00256819j 0.00438482+0.00663704j -0.00420815-0.00338278j 0.00175717-0.00564413j -0.00996338+0.00314922j -0.000835542+0.000603256j 0.00187821+0.00551716j -0.00278901-0.005633j -0.00851289+0.000624686j -0.00932898-0.00806159j 0.00794424+0.000965755j 0.00267627-0.00234191j 0.00485278+0.00216232j -0.00189476+0.0064511j -0.00313232-0.00878144j -0.000154113-0.00500228j 0.00246002-0.00196431j -0.00617269-0.000726265j 0.0037937-0.00133562j 0.0117316+0.00205072j 0.00232332-0.00466419j 0.000571351+0.000732855j -0.00121976-0.00685562j 0.00549848-0.00440843j 1.88527e-05+0.00335715j 0.00358156+0.00178468j -0.00537538+0.00501016j 0.000877644+0.00131258j 0.000616346+0.00421443j -0.00176118-0.00124589j 0.00205753-0.002204j -0.00218285+0.00158886j 
-0.00147712-0.00532483j -0.00138892-0.00453242j 0.000927054-0.00366452j -0.00183587-0.00435677j -0.000336029-0.000586277j -0.00294715+0.00151793j 0.00126682+0.00147082j 0.00207731-0.000846365j -0.00173921+0.00196071j -0.000713406-0.000821724j -0.00104092+0.00240708j -0.00328696-0.00239478j 0.000431391-0.00107167j 9.44299e-05-0.00153215j 0.000865563+0.000647672j 0.00216787+0.00536628j -0.00045069+0.00163364j -7.16172e-05-0.000855594j 0.00265502+0.00660925j 0.000777648-0.000140166j 0.00193467-0.00118806j 0.000633696-0.00389162j -0.0014121+0.000425947j 0.00148109+0.000264113j -0.000324463-0.00205064j 0.000831961+0.00431123j -0.00160895+0.00565476j 0.00184954+0.00999362j 8.54726e-05-0.000367486j -0.000554998+0.00133539j -0.00259814-0.00209957j -0.00212391+0.00324795j -0.000624267-0.000920075j -0.000515041-0.00154014j -0.00331769-0.00245448j -0.000253256-0.00057293j 0.00128196+0.00507231j -0.000915928+0.00353999j 0.0014994+0.000473847j 0.0113107-0.00370755j -0.0019372+0.0111662j -0.00247287+0.00357498j 0.00316673-0.00632964j -0.00122502+0.00190512j 0.00173122+0.00400054j -0.00523263+0.00335843j 0.000397835-0.00136594j -0.00619279-0.00703698j -0.00154408-0.000786211j 0.00114494-0.00934839j -0.00252957+0.00137842j 0.00442003-0.00115126j -0.0056492-0.00497539j -0.00244142+0.00179992j -0.00423284+0.00238975j -0.00107289+0.00069784j -0.00365231+0.00717044j -0.00194616+0.000191203j 0.00091456-0.0040409j 0.00152257-0.00100698j -0.0033921-0.00179421j 0.00115864+0.000481073j -0.0045899+0.00761768j 0.0027121+0.00260202j 0.00534577+0.00130358j -0.00199908+0.000884938j 0.00578771-0.00571414j -0.000229889+0.00296154j 0.00317732-0.00367849j 0.00365516-0.0042309j 
0.0020732+0.00145221j -0.00258554+0.00147445j -0.00054099+0.00257737j 0.0020058+0.00630114j -0.00174496+0.000279713j -0.000715869+0.00256951j -0.00123974-5.75412e-05j 0.0040521+0.00165856j 0.00406354+0.0010735j 0.00466073+0.00024213j -0.000371328-0.00344331j -0.000906464+0.00124983j -0.000487626+0.00210629j -0.00494286-0.0017271j 0.00226838+0.00115067j 0.00050231+0.00208462j 0.00188325-0.00185965j -0.00363293+0.00167956j 0.00463859+0.0018876j -0.000418222-0.00169981j 0.00120876+0.00357847j 0.00214573-0.000713501j 0.00079291-0.000554937j 0.000612492+0.00601334j 0.00323389-0.000897896j 0.00390741-0.00535648j 0.00230085+0.00154146j 0.00252354-0.00478685j 0.00514786-0.0066569j 0.00343752+0.000572095j 0.00713661-0.00196255j 0.00656313-0.0053257j -0.000143955-0.00360236j -0.00206265+0.00337861j 0.0026052-0.00580105j 0.00497127-0.00445136j -0.00152297+0.00225951j 0.0011447-0.000635967j 0.00517218-0.00281229j -0.01169+0.00158757j 0.00962981-0.00176785j 0.00516143-0.000616777j -0.0104152-0.00759671j 0.00100164+5.82168e-05j -0.00735016+0.00438757j 0.000716848-0.00335826j 0.00722529-0.00379966j 0.00054079-0.0109366j -0.00888665+0.000771852j -0.00283712-0.00436465j -0.00458085+0.00275975j -0.0039738-0.000223819j 0.00527531-0.00365173j 0.00389171-0.0021943j 0.000318183+0.000680379j 0.00431868-0.0050318j -0.0061755+0.00403296j -0.00612469+0.000591251j -0.000832316-0.00560221j -0.00503926+0.00319085j 0.00249457+0.00271273j 0.0022801-0.000478409j 0.00125455+0.0068441j -0.000797432+0.0024676j 0.00357289+0.00127642j 0.00252926+0.00361111j -0.00512659+0.00646998j -0.00123926-0.00490801j -0.00215257-0.00345546j -0.000348088+0.00447647j 
-3.63412e-05-0.00134623j 0.00101155-0.00129524j -0.00192149-0.000641135j -0.00225764+0.000157235j 0.00097037+0.00064104j -0.00297027+0.00179679j -0.00174262+0.00130574j -0.000894327-0.000872206j 0.00143801-0.000391153j 0.00442845+0.00050175j 0.00121064+0.000110933j 0.00393299-0.00057236j 0.00117409-0.0020711j -0.00448296+0.00145251j 0.000325885+0.000791108j -0.00155395+0.00207441j -0.00418675+0.000354075j -0.00187342-0.00232193j 0.00137901+0.00125891j -0.00531814+0.000815124j 0.00130249-0.00210802j -0.000455663-0.000327954j 0.000475445+0.000473238j -0.00162577+0.00040932j 0.00219814+0.000742774j -0.00705034+0.00226321j 0.00173812+0.0018252j -0.00641428+0.00652233j 0.00615924-0.000830557j 0.00536439+0.00151228j -0.00333487+0.00275119j -0.00674919+0.000762731j -4.79642e-05-0.00230738j 0.00630277-0.000545485j 0.0109252-0.00230421j 0.00332369-0.000353641j -0.00471306-0.00118233j -0.00339007+0.00439247j -0.00210979+0.0006105j 0.000839558-0.00300857j -0.00687606+0.00460169j -0.000668062+0.00190207j -0.00619029-0.00327845j 0.0074656+0.000115002j 0.000240486+0.000328252j -0.00773281-0.00121347j -0.00325687-0.00154244j -0.00589195-0.000695275j 0.00667478+0.00120249j 0.00782114-3.26307e-05j -0.00228951-0.00283636j -0.00176977-0.00420063j -0.00260771+0.00295938j -0.00487489-0.00365172j 0.00129967+0.000102001j -0.00624592-0.00249491j -0.00150189-0.000656722j 0.00167506+0.00145341j -0.000651476-0.00324173j -9.66558e-05+0.000420065j 0.00467095+0.00579665j -0.00242298-0.000147972j -7.93759e-06+0.00139387j 0.00167523+0.000295044j 0.00399519+0.00076016j -0.000949827+0.00106433j -0.000205474-0.00256939j -0.000631745-0.00083464j 0.00131799+0.000633758j 0.000956862-0.000735304j 
