0.00720385-0.00621992j -0.00734763-0.00362813j -0.00461524-0.00779242j 0.00921207-0.00660711j -0.00313224-0.00609967j -0.00875576-0.00043105j 0.00922686-0.010171j 0.00721828+0.00843932j 0.00030565+0.00139291j -0.00981489-0.00408738j -0.00802516+0.00497024j 0.00334225-2.76635e-05j 0.0011347+0.00207132j -0.00907445+0.00734934j -0.0138084-0.0107146j -0.000437501-0.000738437j 0.00285504-0.00562005j 0.00433227+0.00168282j 0.00397333+0.00542196j 0.00342947-0.00216222j 0.00324582+0.000120424j -0.00610083+0.00223371j 0.0067846-0.00161811j 0.00362958+0.00189519j -0.00676803-0.00560896j 0.00235338+0.00226824j -6.84082e-05+0.000350765j 0.00284292+0.0077755j 0.000733022+0.0072534j -0.00024583-0.00637344j -0.00393073-0.00723531j -0.00650534-0.00350246j -0.00589845-0.00153336j -0.000575369+0.000492112j -0.00325785-0.00177582j -0.000201712+0.002517j 0.00243929-0.00250145j 0.000523726+0.00102554j -0.00454423+0.000201047j -0.00137525+0.000142647j 0.00567743+0.00354116j -0.00756045-0.000480476j -0.00372462+0.00230651j -0.00432642+0.00401424j -0.00898562-0.00207532j -0.00153141+0.00131225j -0.00342148-0.000271437j 0.00637269-0.00722061j -0.0106607-0.00963915j 0.00749558-0.00460545j 0.00343049+0.0057441j -0.00822722-0.0109811j -0.00192673-0.0129598j 0.00152657-0.00227176j -0.00478444-0.0034213j 0.00226879+0.00328653j -0.00490833+0.0143926j 0.0132567-0.00468784j 0.000881645+0.0055302j -0.00624201+0.0177862j 0.0158392+0.0189761j 0.00675459-0.00566645j 0.011568-0.00819484j 0.000556209-0.00239585j -0.00706719-0.0103887j -0.00736254+0.0076518j -0.00311802+0.00542801j 0.0166348+0.00779259j -0.0182777+0.0163321j 0.0245484+0.00973728j -0.00737775+0.00265814j 0.00014382+0.00915197j 0.00873274-0.00349209j 0.0234353+3.76511e-05j -0.020412+0.00354918j -0.00598085+0.0124467j 0.0265169+0.0274953j -0.0165946-0.00596894j -0.0212903+0.00431633j -0.0412806+0.0300473j 0.0108381-0.000343092j -0.00687632+0.00193742j 0.0676196+0.0437896j -0.0261624+0.0453516j 0.0322493+0.0137136j -0.0059287-0.0121692j -0.00916314+0.00190649j 0.00356376-8.91253e-05j 0.00759149-0.00589407j 0.00347657-0.00189515j 0.000792479+0.00629241j 0.00675529+0.032958j -0.00948803+0.0285224j -0.014513-0.0397391j 0.00439216+0.0339215j -0.0358301-0.00766649j 0.0509885-0.076496j 0.0800721+0.0610841j 
-0.00478508+0.00331313j 0.0075416-0.0105613j 0.00224571-0.01542j 0.000639188-0.00257685j 0.00808839+0.0124031j -0.00326587+0.0115418j -0.00229637+0.0110862j -0.00825817+0.00876342j -0.00776195+0.00410136j -0.0294341-0.00881448j 0.0161749+0.00518464j -0.0125891+0.00627958j 0.00955351+0.00385592j 0.0181655+0.0184664j 0.0046024+0.0104849j 0.00892683+0.021365j 0.0170763+0.0138578j -0.0190822+0.00874242j 0.0010147-0.016695j 0.0285344-0.0178169j 0.0188438-0.00421957j -0.00179729+0.0177599j -0.00637905-0.0167845j -0.0190396+0.0102035j -0.0139591-0.034492j 0.0152425+0.0407827j 0.0112776+0.0227696j -0.0297318+0.00147362j -0.0160487-0.0496419j -0.000674111-0.0116889j 0.00607068+0.00387135j -0.01137-0.00112346j 0.00219151+0.00263069j -0.0219401-0.0162685j 0.00155311-0.0152481j -0.0148752-0.0108045j 0.00883767-0.00439431j 0.0127617-0.00609011j 0.012211+0.00982475j 0.0110658+0.0250537j 0.0027375+0.010335j -0.0217751-0.00101021j -0.0155991-0.0210922j -0.0154364+0.0080399j 0.00369157+0.00425523j -0.000994872-0.00823566j -0.0187157+0.00713912j 0.0303077+0.0176489j -0.00048069-0.0260893j 0.00641478+0.00111133j -0.00256401-0.0190909j 0.00737173+0.00117465j -0.00422802-0.0167916j -0.00220511+0.00196075j -0.00638648-0.0105482j 0.019027+0.0275482j 0.0175548+0.0096019j 0.0120082+0.00493454j 0.00305335-0.00680753j -0.0105848+0.015657j -0.0150334-0.0189242j -0.00269644+0.0107682j -0.00462149-0.0129361j 0.0144967+0.0201045j -0.00476412-0.00109785j -0.000562968-0.0102704j -0.00138007-0.0292991j -0.00173858-0.00498352j -0.0024092+0.0172094j -0.00508734-0.00533536j 0.00458862+0.0261484j -0.0053199+0.00753514j 0.00563797+0.00808031j -0.00408287+0.00821398j -0.0136539-0.013925j -0.00684268-0.00389015j 0.00530005+0.00507187j -0.00129688+0.00296207j -0.00420718-0.00282319j -0.00327206-0.0068611j 0.00685127-0.00354866j 0.00637321+0.0104786j -0.00121086+0.00514134j 0.00581551+0.0130153j -0.00227365+0.00300163j 0.00163889+0.00711538j 0.00335193-0.00762153j -0.00724219+0.00404305j -0.000383646-0.00422711j -0.000881157-0.00635828j -0.00157873-0.0118181j -0.00297389+0.004959j 0.00240028+0.000402775j -0.00174184+0.00485064j -0.0016499-0.00892582j -0.00119157-0.00768498j 0.000369344+0.00184966j -0.00416932+0.00638453j 
-0.000230346+0.00430111j 0.00146596-0.0121147j 0.00102424+0.000548211j 0.00582537-0.0106392j -0.0103977-1.46624e-06j 0.0230475+0.00646323j 0.0113877-0.0248057j -0.00385362-0.0244888j 0.0170134-0.0123146j 0.00604071+0.0224772j 0.00588472-0.0173427j -0.0333334-0.0227424j 0.015238-0.00507731j 0.0282175+0.00453285j 0.0235465-0.037j -0.0107702-0.0130011j 0.00794564-0.000787339j -0.0135724-0.0154655j 0.00870222+0.0286832j -0.0646387-0.00130047j 0.00245881+0.0134666j 0.0020635+0.0113645j -0.0164974+0.00159874j -0.0108797-0.0394824j -0.00492498-0.0102971j 0.0306816-0.0317854j -0.0104196+0.0102317j 0.0238099+0.00780793j -0.0126325-0.0125873j 0.00146486-0.0265832j 0.011015-0.0206874j -0.027928+0.0171977j 0.0039208-0.00352655j -0.00565546+0.0270619j -0.0119477-0.000998125j -0.00141631-0.000769293j -0.00244741+0.033945j 0.00097918-0.00914638j 0.00650054+0.020566j -0.00287317-0.00978696j 0.00887005-0.0229844j -0.00159104+0.0186402j 0.00100652-0.0136465j 0.00386696-0.00552701j 0.000142008+0.00418943j -0.0243622-0.0262215j -0.007445-0.0293613j 0.014107+0.0206072j -0.00418854+0.00891605j 0.0149595+0.00491561j -0.00759992-0.00374022j 0.00455621+0.0190475j 0.00283363+0.0155482j 0.00238114-0.0185879j 0.00425618-0.000577841j 0.0109594+0.0137348j -0.000796836+0.020267j 0.0138809+0.0202925j -0.00333072-0.0209528j -0.00821647-0.0134963j 0.0124512+0.00654978j 0.0118989+0.00200146j 0.0107524+0.0082941j 0.00857428-0.00782247j 0.00296036+0.0013891j 0.0125417+0.0170173j -0.00887266+0.003053j 0.0137124+0.0127868j -0.00131328+0.000575709j 0.00418501-0.0190931j 0.00447665-0.00599605j 0.00251587+0.00599596j 0.000511968+0.000606525j -0.0186139-0.00249308j -0.00112126-0.000837108j -0.0004579+0.0026242j -0.0107485-0.00864248j -0.00591311-0.00367945j 0.00958754-0.00119439j -0.00321071-0.00162995j -0.00193778+0.000673806j 0.00780559-0.0112154j 0.000339654+0.000549385j -0.00135892+0.00962098j -0.000606853+0.0124778j -0.00550242+0.00502795j -0.000114174-0.0090824j -0.000594273+0.00774417j -0.00434855-0.00580719j -0.00211771+0.00575176j 0.00154985-0.00620416j 0.00403749+0.0124265j -0.00173327+0.00512112j -0.00388693-0.000871247j 0.0018835-0.00861907j 0.00237419+0.00220282j -0.00213724-0.00312053j -0.00215097+0.00451521j 
0.00276432+0.0136554j -0.00494349+0.00914365j -0.00516603-0.00516752j 0.000723223+0.012349j 0.0101531-0.0298256j 0.0151195-0.00171015j -0.0156232-0.0185343j 0.00373267+0.0149882j -0.0184909-0.00661295j 0.00287122-0.0162806j -0.0159657-0.00281565j 0.00786671+0.0293843j 0.0180556+0.0237985j 0.0076292-0.0278116j -0.0338194-0.015211j -0.0109315-0.0134654j 0.000378731+0.0226404j 0.0140308-0.00451021j -0.00368435+0.0118486j -0.00509281+0.00348568j -0.000870474+0.0547112j -0.0248122+0.0205108j -0.013928-0.0385738j 0.0122743+0.000293453j -0.0196844+0.000115051j 0.00600923+0.00202694j -0.0209332+0.0235454j -0.0179198-0.0243446j -0.000702239-0.0029936j -0.050068+0.0488807j -0.0012642-0.0068683j -0.00896255+0.0228635j 0.0110221+0.0110474j -0.0118371-0.00657402j -0.00473729-0.0238086j -0.0235492-0.0243082j 0.00199452+0.0323659j -0.0177283+0.00908566j -0.0149547+0.00684667j 0.0138476-0.00526502j -0.0282972-0.0180797j 0.0098481-0.0209897j 0.00446677-0.0201698j -0.00935841+0.00372908j -0.000545684+0.00660098j -0.00248365-0.01175j 0.00267841-0.00685218j -0.0035064-0.00608228j -0.00468509-0.00216024j 0.00532172-0.0132698j -0.0215298+0.000434136j 0.00168456+0.00341184j -0.0128668-0.0126925j 0.000427863-0.0101498j 0.00516184+0.00983267j 0.0118761+0.0105988j 0.0104288+0.0354847j 0.00387463+0.00390405j -0.01347-0.0220172j 0.0139735+0.0176235j -0.0212563-0.00221748j 0.00553644+0.0109142j -0.00837423-0.00623642j -0.00531776-0.0122427j 0.00741316-0.00199778j -0.000347826-0.0098264j 0.000990303+0.0235295j -0.00127274+0.00410349j -0.00146498-0.00495933j -0.00306291-0.00382456j -0.000845919-0.016574j 0.00567591+0.00786598j 7.55223e-05-0.016969j -0.00620058+0.0287646j 0.0064847-0.00223416j -0.00456432+0.00580786j 0.00799174-0.013255j 0.00241094+0.00584502j -0.0100116-0.00131281j -0.00158238-0.00336555j -0.00491973-0.001878j -0.0104248-0.000697676j 0.00507436+0.000259106j 0.000912108+0.00356852j 0.000766056+0.0135802j -0.00524185+0.00663743j -0.0111709-0.00559406j 0.00638615-0.00553174j 0.00339398-0.00217567j -0.00681341-0.0138676j -0.00545697-0.0038051j 0.00473481-0.00490072j -0.00424941+0.00613565j -0.000896512-0.00353952j -0.00313356+0.00493732j 0.00322003-0.00367976j -0.00397803+0.00488375j 0.00377005+0.00131565j 
0.00842852-0.00579661j 0.000956581+0.00108844j -0.0155671+0.0105951j -0.00236594+0.00150115j 0.00363465-0.0123327j 0.00843887-0.0183562j -0.0127816-0.000998546j -0.00487759+0.00666189j -0.0139253-0.00683107j 0.0127835+0.00138732j 0.0236434-0.00265609j 0.012749+3.94848e-05j 0.00120331-0.0192069j 0.0112325-0.0164941j -0.0030609-0.013907j -0.0071383-0.00371362j -0.00516996-0.0118124j -0.00660201-0.00612119j -0.00911478+0.0203331j 0.000211575-0.0804225j -0.0125815-0.0231401j -0.0159126-0.0216084j 0.00762365-0.0132464j 0.000747982-0.0180956j -0.0214345+0.0534476j -0.00233672-0.00696031j -0.0151003+0.0091375j -0.00425997+0.0393325j -0.0108117+0.0173847j -0.0372402+0.00873905j 0.00715115-0.000109822j -0.00348776+0.0401443j 0.00604186+0.00854916j 0.00202971-0.00984028j 0.00136538-0.00136261j 0.0083628-0.0168065j 0.00698781+0.024873j -0.0201171-0.00410725j 0.00270595-0.00561869j 0.00101561+0.00747984j 0.0119235-0.010401j 0.00597766-0.0148849j -0.0108809+0.0215601j 0.0121123+0.023576j -0.00613666+0.0170382j -0.00365066+0.0102014j 0.00526364+0.0119492j 0.00943865-0.0284818j 0.00687575-0.0182166j 0.00416351-0.00425024j -0.00468381-0.0225925j 0.00244894-0.0114771j 0.00763841+0.0265891j -0.00620043+0.0407368j -0.0046844+0.00696862j 0.0070491+0.0095539j -0.0136868-0.012071j 0.00945383+0.00210698j -0.00681695+0.0250149j -0.00115031-0.0144982j 0.00430444+0.0168228j 0.00648678+0.0202177j -0.00119388+0.00938943j 0.00916033+0.0408937j -0.0020293-0.0127898j 0.0104833-0.020134j -0.0112176-0.0231952j -0.000669434-0.00756943j 0.00162663+0.0138754j 0.00816552+0.000286487j -0.000645757+0.0112087j -0.00230873-0.0209408j 0.00391999+0.0073819j 0.00303247+0.00942048j 0.00305483-0.00658703j 0.00721201-0.00774798j 0.00239095+0.012781j 0.00390647-0.00346616j 0.00175637+0.0145195j 0.00592538+0.0139496j -0.00839975+0.00334595j 0.00467059-0.0036365j -0.000495862-0.0125308j -0.000869568-0.00211769j 0.002326+0.00824791j 0.00956549-0.00815968j -0.00961303-0.00500308j 0.00367814-0.0101353j -0.000451271+0.00167449j 0.00128064+0.00826577j -0.0026505+0.0141857j 0.00834705+0.00347696j -0.00388062+0.0049461j 0.00181117-0.00751767j -0.00340704-0.000510873j -0.00133446+0.00753137j -0.000372112-0.00271193j 0.00320498+0.00161238j 
0.00190541-0.00964368j 0.00246528+0.00658179j -0.00405159-0.00280985j -0.00635909+0.000837099j 0.0187364-0.0168368j 0.0132247+0.0115135j 0.0148535-0.00410067j 0.0126756+0.00529474j 0.00135556-0.0133894j 0.0264513+0.0136884j -0.00162813+0.00333455j 0.00882479+0.000818037j -0.0302796-0.00685688j -0.0170087+0.00430962j 0.00907044+0.00766019j -0.00823023+0.0248997j 0.0107278+0.0247825j -0.00498974+0.0152532j 0.00675129+0.0122865j -0.0104659-0.0211742j -0.00400108+0.00995592j 0.022528+0.0388897j 0.0464744-0.0432662j 0.00585992+0.000265485j 0.0215571-0.00385524j 0.0188169+0.0021673j -0.000561066-0.0111358j 0.0156594-0.0306202j -0.0071315-0.024509j 0.00145371-0.0146667j 0.000406141-0.010954j -0.015042+0.0307065j -0.00214163+0.0100208j 0.00828276+0.0298879j 0.0182634-0.00623313j 0.0283857-0.00440257j -0.0191047-0.0506892j -0.0176423+0.0202685j -0.0160731+0.00284868j -0.00980865-0.0272099j 0.0200738+0.0367118j 0.0022342+0.0120726j 0.000280328-0.0158118j 0.0054907-0.0123262j 0.00139474+0.0206564j 0.0162863+0.023001j -0.00189062+0.00580786j -0.00645333+0.0317609j 0.00703219-0.0199242j -0.00126675+0.0146467j 0.0157053-0.00314057j -0.00224328+0.00297972j -0.00229761-0.0105149j 0.0011562+0.0051025j -0.011822-0.00866978j -0.00834216-0.00729828j -0.000583025-0.0234219j 0.012354-0.0153553j -0.00420528+0.00294619j 0.00291827-0.00561768j 0.00102052-0.00804768j 0.00154543+0.00548307j -0.00750617-0.00652419j 0.0033682+0.019594j 0.00752985+0.0179231j 0.00337674-0.00196253j -0.00168456-0.00759673j 0.00946093+0.0167261j 1.35137e-05+0.00978854j 0.00200658+0.0166833j 0.00778506+0.00966062j -0.00272335+0.00335923j 0.0119643-0.00796315j 0.00516799+0.00797805j 0.00309914+0.0036627j -0.00211497+0.00476259j -0.00680136-0.00889858j -0.000688519+0.00878174j 0.00896377+0.00973946j 0.00513625+0.00229203j -0.00625524-0.00304312j 0.00782259+0.0078788j 0.00170346-0.00184934j -0.00825076-0.00189094j -0.0046549+0.00212398j 0.00706312+0.00444186j 0.00527421+0.00167153j 0.000602457+0.00256729j -0.0054698+0.000748381j 0.00391237-0.00579845j -0.00343295+0.00144151j 0.000441182-0.00331076j -0.00648377-0.00693949j 0.00573744-0.00362482j -0.00136729+0.00554723j -0.00503276+0.00436564j 0.00183982-0.00524241j -0.00134984-0.00294757j 
-0.0116253+0.000529747j -0.000845881+0.0027603j 0.00508949-0.000618105j 1.59211e-07-0.000528705j -0.0237121-0.00519808j 0.0261419-0.0382412j -0.0211421-0.025857j -0.00492852-0.00937438j 0.0201511-0.0145726j -0.0148153+0.00832748j 0.00453973+0.0135583j 0.00762931+0.0181656j 0.0186385-0.0202268j -0.00261426+0.00328775j 0.0120278+0.0238802j 0.0244235+0.00229236j 0.000898826-0.0223178j -0.0151447+0.00381641j -0.0277347+0.0133421j 0.0160396+0.00271693j 0.00476575-0.0227935j -0.0194688+0.0153816j -0.0340071+0.000890586j 0.0161057-0.018237j -0.0385044+0.0246487j 0.00238605-0.0305367j -0.0344061-0.00156785j -0.0216199-0.0164884j -0.0132977-0.0204379j -0.0228087-0.0147631j 0.0311948-0.000868797j -0.0223344+0.0150306j 0.0148146+0.00879923j 0.00233544+0.000929383j -0.00956126-0.00758993j -0.024682-0.0164658j -0.0153962-0.0120874j 0.00900291+0.00450109j 0.0228584+0.000631809j -0.011215-0.00563457j 0.0263366+0.0185782j -0.00770676-0.011777j 0.000790575-0.0137826j -0.00114005-0.00694249j -0.00410675-0.0262561j -0.00443828+0.0150481j -0.0103094-0.017108j 0.00478557+0.00547205j -0.00233483-0.00722032j 0.000725669-0.0115095j -0.0116664+0.0203216j 0.011043+0.0115688j 0.00548942-0.00408929j 0.00745888-0.00262148j 0.00330027-0.0111453j -0.000344793-0.0082843j 0.00168196+0.00413731j -0.00762953-0.0062932j 0.0173092-0.00318356j -0.0205225-0.0251385j 0.0126908+0.0118192j 0.00721387-0.00908335j 0.0104084+0.0148213j 0.000641281-0.0099365j 0.00265798-0.00143277j 0.00303774-0.0165608j -0.00724867-0.00749103j 0.00385157-0.00774641j -0.00141681+0.000188725j 0.00010926+0.00623965j -0.00264753+0.00745792j -0.009209+0.00061285j 0.000677163-0.010703j -0.00638163-0.017105j 0.00446145+0.013714j 0.00864516-0.00231717j -0.00941466-0.000904852j 0.00027593+0.00659145j 0.0115806-0.00437526j 0.000997922+0.00298238j -0.00295076+0.00438516j 0.0052799-0.00490009j -0.00699307+0.00441819j 0.00109834-0.00808316j -0.000576721-0.0107539j 0.00193286+0.00349915j 0.00600991+0.00548864j -0.00335429-0.00448769j 7.23109e-05+0.00480195j -0.00162363+0.0125879j 0.00478144+0.00305814j 0.001742-0.00233357j -0.0010642+0.0030261j -0.0034911+0.00261017j 0.00717489-0.00111088j 0.00277074+0.00308201j -0.00332918-0.00106422j -0.00292639-0.000670088j 
-0.00510152+0.00570393j 0.000641507-0.00359209j -0.0153116-0.00764921j -0.0116879+0.00996445j 0.0331135-0.0333914j 0.0277703+0.0409889j 0.00381286-0.000615407j 0.0135665+0.0178729j 0.0145872-0.000655227j -0.0151012+0.00597762j 0.000514803-0.00902765j 0.0193225-0.012397j -0.00287894+0.0111329j 0.0109851-0.000812244j -0.016191+0.0152529j -0.0107713-0.0159951j 0.0134091-0.0244444j -0.00657991-0.00542344j -0.00824002-0.00340441j -0.0118153+0.0289802j -0.00306209+0.0186017j 0.0474625-0.0208534j 0.0240881-0.000870029j 0.0190385-0.00622489j 0.0296791-0.0367774j 0.0310381+0.00145983j 0.0214864-0.0287278j -0.0410185+0.0146345j -0.0285476+0.000787362j -0.0265255-0.00779258j 0.0166129+0.0337013j -0.0197904-0.0178804j 0.0219323+0.00632758j -0.00933399+0.0248259j 0.00878119-0.00211009j -0.00196632-0.00586963j -0.00496779+0.011225j 0.001407+0.0007187j -0.00366352+0.020482j 0.00543872+0.00160485j 0.0161758+0.027747j 5.71922e-05+0.0230814j -0.0087469+0.0198565j 0.00444388-0.00648357j 0.00570907-0.0369597j 0.0110575-0.00785395j -0.00682053+0.00275787j -0.0071335-0.00212247j 0.0112074+0.0219544j -0.00188789-0.005027j -0.00189225+0.00113631j 0.00416066-0.00405016j 0.000101805-0.00312658j -0.00509871-0.00631929j -0.0163231-0.00571624j 0.00453197-0.0239192j 0.000725479+0.0112534j 0.00287711-0.00839438j 0.00402087+0.0222121j -0.0124069-0.00891261j -0.0113472+0.0166505j 0.00187698-0.0140051j 0.00664625+0.000805943j 0.00461159+0.00388765j 2.06917e-05-0.00901071j 0.00384314+0.00735686j -0.00338802-0.00949978j -0.00972551-0.0175007j -0.00758638-0.0167942j 0.00939559+0.00938665j -0.00885362-0.00478467j -0.00858386+0.00124838j 0.0092142-0.000120183j 0.00377286-0.0222041j 0.00691852-0.00579309j 0.00688499-0.00696932j 0.0017637-0.00600396j 0.00718008-0.00674469j 0.0058418-0.00481937j 0.0014397+0.00725106j 0.0017712-0.00189552j 0.000645693-0.00436857j 0.0015815+0.0075631j 0.0021915-0.00340081j -0.00432144-0.00913532j 0.0113824-0.00203608j 0.00222191-0.00291263j 0.007706-0.0059723j 0.000752674+0.00239204j 0.00174867+0.00335924j -0.006439+0.00140132j 0.00395156+0.00160106j -0.0102796+0.00430506j 0.00459889-0.00536014j 0.00148912+0.00525553j -0.004083-0.000539373j -0.00287671+0.00127915j -0.00309303+0.00119629j 
0.00325434+0.00327271j 0.00756748-0.000228569j -0.00232162-0.0109792j -0.00110506-0.00945254j 0.00494641-0.00726388j 0.0132062-0.00457128j -0.0142215-0.00644356j 0.000896892+0.00662684j 0.0219209-0.0128545j 0.0288074+0.0317038j 0.000582125-0.00626127j -0.0165082+0.00145279j 0.00423832-0.0323439j -0.0247841-0.0301122j -0.0190097+0.00301259j 0.017153+0.0191405j 0.0321991+0.0115911j -0.014563-0.00393684j 0.00713747-0.00356583j -0.0242971-0.0154273j 0.0132639+0.0209859j -0.0281073+0.0322558j -0.00367813+0.0448949j -0.0083252+0.0286729j -0.0273786-0.018592j 0.00333706+0.0215077j -0.0154899-0.00828475j -0.00720259-0.00935186j -0.0124993+0.00339932j -0.0134836+0.0020589j 0.0224246+0.012037j -0.00279864+0.0105896j -0.00586815-0.0175384j 0.0136325-0.00525352j -0.0338278+0.00184314j 0.0387719+0.0652425j -0.0175588-0.00787525j 0.0208719+0.00358063j 0.00654186+0.00874054j 0.00339453+0.00673762j 0.0320666+0.0115847j 0.00711027+0.018384j 0.0222199+0.0316694j 0.0167181+0.0119126j 0.00328069-0.00806203j 0.006712+0.00939957j 0.0023262-0.0039086j 0.0186593-0.0035418j 0.0282323+0.0271367j 0.0235853+0.00842929j 0.013707+0.00616517j 0.000803529-0.000821486j -0.00659771-0.024777j -0.00397557-0.0267277j -0.0137174-0.00950677j 0.0164371+0.0150819j -0.0179433-0.0113691j 0.00439352-0.0019222j 0.00151019-0.000205295j 0.0010007+0.0231835j 0.00157708-0.0144759j 0.00660286-0.00010137j 0.0127321+0.00636152j 0.00444873-0.0321662j -0.00726935+0.00808146j -0.000642919+0.00425758j 0.00132072-0.00473155j 0.00498179-0.000579916j -0.0014576+0.00429299j -0.000248793-0.00436599j -0.00536024-0.00890842j 0.0104616-0.00257829j -0.00331189+0.00274654j -0.00215388+0.00500947j -0.0070625+0.00475039j -0.0106538-0.00700348j -0.00954845+0.000116664j -0.0107235-0.0122479j -0.00786636-0.0100052j 0.00261534+0.00365439j -0.00423084-0.00280887j -0.00154858-0.00766779j 0.00493291+0.00323703j 0.00390975+0.000306268j 0.00482759-0.00190222j 0.00158508+0.0088291j -0.00293066-0.00418498j -0.000417745+0.00291223j -0.015758-0.00505823j 0.0100196+0.000969545j 0.000577361-0.00695745j 0.0109714+0.00103603j 0.00172093+0.00382799j -0.00334923+0.00324312j -0.00651406-0.00246831j -0.00260754-0.00447516j 0.000110039+0.00169154j -3.66782e-05+0.00241103j 
-0.00759001+0.00742133j 0.00564701-0.00512593j 0.00451179-0.00795752j 9.28029e-05+0.00695353j 0.00927095-0.014716j 0.00974652+0.0167953j 0.000601343-0.00137211j -0.00454178+0.00761931j -0.02175-0.00980578j -0.0152628+0.000199086j -0.0125187-0.00851018j 0.00893765+0.0171008j -0.0118492-0.0167953j -0.00492307+0.00640568j -0.0364876+0.00446262j -0.0203306-0.0192742j -0.00455286-0.00368401j 0.0173544-0.0318765j -0.0189064+0.0277335j 0.0139718-0.0125147j 0.013866+0.0251381j -0.018707-0.0268161j 0.0248014+0.00633684j 0.0218878-0.0276175j -0.000511728-0.0336031j 0.00531524-0.0100335j 0.0185018+0.00154137j -0.0244122+0.014967j 0.0286537+0.00187238j -0.000249423-0.00459776j -0.0101403-0.0102564j 0.00544541+0.0167394j -0.0110197+0.0389093j 0.0107018-0.00504583j -0.00544881-0.0323126j -0.00240842+0.0284911j -0.00240362-0.0228049j -0.00516086-0.00987436j 0.00087855-0.0158997j 0.00830703-0.0138223j -0.0106598+0.01146j 0.0106132-0.0251069j 0.00291518+0.0279226j -0.0115511+0.0207256j 0.0208238+0.0138572j 0.000305061-0.0207869j 0.0076597+0.036386j -0.00992117+0.012327j 0.016109-0.0194828j -0.00375746+0.0038552j -0.0105713+0.000264796j -0.00378153+0.00598686j -0.00134313+0.0217591j -0.00383388+0.0259547j 0.0188201+0.0200309j -0.000617429+0.007493j 0.00220243-0.0133081j -0.00471738-0.0132201j 0.00231691-0.0103224j 0.00202346-0.0152531j -0.00265738+0.0206021j 0.00971193+0.00594204j -0.0112577+0.00112504j -0.00397245+0.00603955j 0.00459565-0.00357268j -0.00962409-0.0199815j 0.00905454+0.00311744j 0.00375802+0.00711939j 0.000206268+0.0144633j 0.0123323-0.00324151j -0.000934064+0.00419698j -0.00614379-0.00431219j 0.00149597+0.00636473j -0.00602669-0.0229324j 0.007504-0.00674044j 0.0116232+0.000705909j 0.00537095+0.0110007j 0.0023228-0.0113425j 0.00330424-0.00163181j -0.00599728+0.00382723j 0.00430798-0.000187212j 0.00432152-0.00616973j -0.0137718-0.00197711j -0.00342937+0.000308808j -0.00565605-0.00132807j 0.00122825-0.0011627j 0.00744187+0.0010516j 0.00265765-0.00682818j 0.00946873+0.00212187j -0.0100575-0.000256496j -0.00477569-0.00354104j -0.0102692+0.00605434j 0.00204747+0.0089104j 0.00222279-0.00551396j 0.0102357+0.00143873j -0.00217394-0.00163978j 0.00454207+0.00212773j -0.00382232+0.00279702j 
-0.00426977-0.00211196j 0.000468033+0.00260263j -0.00843445+0.00346149j 0.00793616+0.00633326j -0.00626236-0.00137897j 0.00790796-0.0197407j -0.0198855-0.0102324j 0.00153376-0.00987035j -0.0112424-0.0264513j 0.0131344+0.0126491j -0.00884125+0.00744756j -0.0117458-0.00374662j -0.000165307-0.024001j -0.0141914+0.0290828j 0.00925628+0.0203288j 0.0316999-0.00939227j -0.00587514-0.00311488j -0.00389717+0.0242377j -0.00431542-0.0141683j 0.00320627-0.0387422j 0.0207972+0.0159076j 0.0161737-0.0196588j -0.0235407+0.00103115j -0.00128209-0.018447j -0.0232616-0.0259981j 0.00694048+0.0140362j 0.00987908+0.011765j -0.0305929-0.0134749j 0.000368104+0.0295341j -0.00504682+0.00233542j -0.0201619-0.0209692j 0.0164988+0.022971j -0.00735543-0.0407318j 0.00998474+0.0584384j 0.00402512+0.0126822j -0.000647112+0.0173648j -0.00174522+0.00265217j 0.0205984-0.00531379j 0.0176481+0.00739648j -0.0035266-0.00819933j 0.00237637-0.00872429j 0.00493968-0.00307644j 0.000299388+0.0168291j 0.000576869+0.00664067j 0.00475083+0.0275746j 0.00301632-0.00636692j -0.00680928-0.0292374j 0.0133201+0.00714358j -0.0119196-0.00182081j 0.0116976+0.014549j -0.0142822-0.0105039j 0.00437796+0.00466743j 0.00155498+0.0155395j 0.000383367+0.0111507j -0.00402997-0.00114196j -0.00374389-0.017911j -0.00710731+0.00131929j -0.00064949+0.00611482j -0.00265055+0.0167582j 0.00478032+0.00332286j 0.00666198+0.0070278j -0.00399816-0.0144336j 0.00255485-0.000538372j -0.00352221-0.00123459j 0.00653807+0.00682896j 0.0052524+0.0131359j -0.0076941-0.000352333j -0.00539197-0.00990949j 0.00224702-0.015903j -0.00274784+0.00707263j 0.00372719+0.00393829j -0.0142702-0.00777555j -0.00454303+0.00660106j 0.00363286-0.00478615j 0.00418274-0.0147654j 0.00389215-0.00982017j -0.00813192-0.00321577j -0.00378064-0.000618334j 0.000485559+0.00188685j 0.00470376+0.0125604j 0.00159401+0.0125723j -0.00356714-0.00344654j -0.00139598-0.00136187j 0.00309784+0.000315086j 0.00181027-0.00259218j 0.0054047-0.00364816j -0.00483973-0.000226918j 0.00489394-0.00226809j 0.00163112+0.00526651j -0.000871136+0.00602711j -0.00426765+0.00275713j -0.00275196-0.00369054j 0.000774171+0.000265915j 0.00171213+0.00236301j 0.00132491-0.00054014j -0.000812425+0.00175873j -0.00181845-0.000896186j -0.00025743-0.000458476j 
