-0.033415-0j -0.0413489-0j -0.0241202-0j -0.00415071-0j -0.0048425-0j -0.00296541-0j -0.00423718-0j -0.00174775-0j -0.0026087-0j -0.000376533-0j -0.00294684-0j -0.000425339-0j -0.00240608-0j -0.000347288-0j -0.00243102-0j -0.00210532-0j -0.000350887-0j -0.000303877-0j -0.0017368-0j -0.000250686-0j -0.000554917-0j -8.00953e-05-0j -0.00193223-0j -0.000341573-0j -2.84644e-05-0j -0.00213859-0j -0.000378052-0j -0.0016907-0j -3.15043e-05-0j -0.00112713-0j -0.00170822-0j -0.000298876-0j -0.000199251-0j -0.00197248-0j -2.49064e-05-0j -0.000301974-0j -0.000697378-0j -1.66042e-05-0j -0.00115062-0j -2.51645e-05-0j -0.00122041-0j -0.000348689-0j -0.00012328-0j -2.90574e-05-0j -0.000203402-0j -0.000711907-0j -1.02734e-05-0j -0.00021574-0j -1.69502e-05-0j -0.000185718-0j -0.000125849-0j -1.79784e-05-0j -3.28307e-05-0j -1.04874e-05-0j -2.73589e-06-0j 
-0.000202585-0j 0.000243549-0j -0.000133922-0j -2.51645e-05-0j 2.85228e-05-0j -1.79784e-05-0j 2.56783e-05-0j -5.05929e-05-0j 0.00152169-0j -2.2828e-06-0j -0.00167-0j 2.50529e-06-0j 0.00140351-0j -2.1055e-06-0j -0.00141748-0j -0.00119311-0j 2.12646e-06-0j 1.78987e-06-0j 0.000927813-0j -1.39188e-06-0j 0.0034237-0j -5.13614e-06-0j 0.00342626-0j 0.000199245-0j -1.72571e-07-0j -0.00368422-0j -0.000214246-0j 0.00299798-0j 1.85564e-07-0j 0.00199865-0j -0.00302782-0j 0.000174339-0j 0.000116226-0j -0.00339807-0j -1.51e-07-0j -0.000176075-0j 0.0012366-0j -1.00666e-07-0j 0.00186852-0j 1.52503e-07-0j -0.00216318-0j -0.000197606-0j 7.19113e-05-0j 1.71151e-07-0j 0.000108659-0j 0.00602741-0j -6.22842e-08-0j -0.000125794-0j -9.41123e-08-0j 0.00603407-0j 0.000350507-0j 1.08953e-07-0j 0.000350895-0j -3.03583e-07-0j -3.03919e-07-0j 
-2.89407e-05-0j 3.52378e-05-0j -2.08905e-05-0j 0.000343693-0j 0.000400975-0j -0.000728761-0j -0.000345225-0j 0.00014472-0j -2.25939e-06-0j -0.00145906-0j -2.55225e-06-0j -0.00164818-0j 2.05048e-06-0j 0.00132415-0j -2.1055e-06-0j 5.41175e-06-0j -0.00135968-0j 0.00349477-0j 1.48011e-06-0j 0.00095582-0j -4.80613e-07-0j -0.000310368-0j 0.000489466-0j 2.82834e-05-0j -0.000337993-0j 0.00054174-0j 3.1304e-05-0j -0.000421413-0j -0.000374089-0j 0.000285522-0j 0.000432721-0j -2.4351e-05-0j 1.64987e-05-0j -0.000491648-0j 0.000291-0j 2.50045e-05-0j -0.000874787-0j -0.000197162-0j 0.00029147-0j -0.000298808-0j -0.000917534-0j -2.84095e-05-0j -5.05489e-05-0j 0.000339499-0j 1.68424e-05-0j -0.000177445-0j 0.00060407-0j -5.3019e-05-0j -0.00020127-0j 4.70456e-05-0j -1.02535e-05-0j 0.000633588-0j 2.7185e-06-0j 0.000122532-0j -3.24866e-05-0j 
4.38609e-05-0j -5.273e-05-0j 2.8995e-05-0j -0.000520882-0j 0.000590396-0j -0.000372136-0j 0.000531518-0j -0.00104723-0j -0.000329456-0j 0.00221127-0j 0.000361566-0j -0.00242678-0j -0.000303868-0j 0.00203952-0j 0.000306892-0j 0.000258315-0j -0.00205982-0j -0.00173378-0j -0.000200877-0j 0.00134826-0j -0.000741252-0j 0.00497518-0j 2.53627e-06-0j 0.00412419-0j 0.000512243-0j -2.72722e-06-0j -0.0044347-0j 2.21923e-06-0j -0.000550809-0j 1.47949e-06-0j -2.24132e-06-0j 0.00360867-0j 0.00240578-0j -2.5154e-06-0j 0.000448213-0j -0.00364459-0j 9.15387e-07-0j 0.000298808-0j 1.38316e-06-0j -0.000452674-0j -1.60128e-06-0j -0.00409026-0j 0.0014885-0j -0.000508028-0j 0.00224914-0j 4.46174e-06-0j 0.000184878-0j -0.00260382-0j 0.000279354-0j 4.46668e-06-0j 0.00725519-0j -0.000323406-0j 0.00726321-0j 0.000901127-0j 0.000902123-0j 
2.55802e-06-0j -3.11461e-06-0j 1.84648e-06-0j -6.10747e-05-0j -7.12538e-05-0j 0.000129502-0j 6.1347e-05-0j -2.57169e-05-0j 1.99704e-07-0j 0.000795915-0j 2.25589e-07-0j 0.000899081-0j -1.81238e-07-0j -0.000722321-0j 1.86102e-07-0j -4.78336e-07-0j 0.000741704-0j -0.0019064-0j -1.30825e-07-0j -0.000521399-0j 4.24806e-08-0j 0.000169305-0j 1.47918e-07-0j -5.026e-06-0j -0.00571191-0j 1.63715e-07-0j -5.56276e-06-0j -1.27352e-07-0j -0.00632193-0j 8.62855e-08-0j 1.3077e-07-0j 4.32721e-06-0j -2.93183e-06-0j -1.48577e-07-0j 0.00491775-0j -4.44332e-06-0j -2.64363e-07-0j -0.00333195-0j 8.80831e-08-0j -0.00504972-0j -2.77281e-07-0j 5.04841e-06-0j 8.9826e-06-0j 0.00573737-0j -2.99291e-06-0j -5.36244e-08-0j 0.0102085-0j 9.42155e-06-0j -0.00340136-0j 1.42173e-08-0j 1.82207e-06-0j 0.0107073-0j -4.8308e-07-0j 0.00207073-0j -0.000549007-0j 
-3.54449e-05-0j 4.31573e-05-0j -2.55855e-05-0j 0.000208267-0j 0.000242978-0j -0.000441605-0j -0.000209195-0j 8.76954e-05-0j 0.000535249-0j 3.81854e-05-0j 0.000604628-0j 4.3135e-05-0j -0.000485758-0j -3.46546e-05-0j 0.000498793-0j -0.00128204-0j 3.55845e-05-0j -9.14627e-05-0j -0.000350638-0j -2.5015e-05-0j 0.000113857-0j 8.12271e-06-0j 0.000298711-0j -0.00331513-0j 4.3451e-06-0j 0.000330612-0j -0.00366918-0j -0.000257179-0j 4.80914e-06-0j 0.000174248-0j 0.00026408-0j 0.00285421-0j -0.00193383-0j -0.000300042-0j -3.74097e-06-0j -0.0029308-0j -0.000533864-0j 2.53464e-06-0j 0.000177878-0j 3.84136e-06-0j -0.000559952-0j 0.00332991-0j 0.00592489-0j -4.36447e-06-0j -0.00197411-0j -0.000108291-0j -7.76567e-06-0j 0.00621441-0j 2.58744e-06-0j 2.87109e-05-0j 0.00120183-0j -8.14515e-06-0j -0.000318638-0j -1.57522e-06-0j 4.17634e-07-0j 
2.92406e-05-0j -3.51533e-05-0j 1.933e-05-0j -0.000347255-0j 0.000393597-0j -0.000248091-0j 0.000354346-0j -0.000698152-0j 2.2828e-06-0j 0.00147418-0j -2.50529e-06-0j -0.00161785-0j 2.1055e-06-0j 0.00135968-0j -2.12646e-06-0j -1.78987e-06-0j -0.00137321-0j -0.00115585-0j 1.39188e-06-0j 0.000898841-0j 5.13614e-06-0j 0.00331679-0j -0.000494538-0j -2.85765e-05-0j 0.000341495-0j 0.000531772-0j 3.0728e-05-0j -0.000432721-0j -0.000367206-0j -0.000288481-0j 0.000437028-0j -2.50045e-05-0j -1.66696e-05-0j 0.00049047-0j 0.000298808-0j 2.52533e-05-0j -0.000178488-0j 0.000199206-0j -0.000269698-0j -0.000301783-0j 0.000312228-0j 2.83414e-05-0j -1.03138e-05-0j -0.000338686-0j -1.55843e-05-0j -0.000869981-0j 0.000123252-0j 1.80419e-05-0j 0.000186236-0j -0.000870943-0j -5.02712e-05-0j -0.000215604-0j -5.03268e-05-0j 0.000600751-0j 0.000601415-0j 
-2.58453e-06-0j 3.10714e-06-0j -1.70855e-06-0j 6.17076e-05-0j -6.99428e-05-0j 4.4086e-05-0j -6.29677e-05-0j 0.000124062-0j -2.01773e-07-0j -0.000804163-0j 2.21439e-07-0j 0.000882539-0j -1.86102e-07-0j -0.000741704-0j 1.87954e-07-0j 1.58203e-07-0j 0.000749087-0j 0.000630516-0j -1.23026e-07-0j -0.000490317-0j -4.53975e-07-0j -0.00180931-0j -1.49451e-07-0j 5.07808e-06-0j 0.0057711-0j 1.60703e-07-0j -5.46041e-06-0j -1.3077e-07-0j -0.00620561-0j -8.71797e-08-0j 1.32071e-07-0j 4.44332e-06-0j 2.96222e-06-0j 1.48221e-07-0j 0.00504972-0j -4.48755e-06-0j -5.39397e-08-0j 0.00336648-0j -8.15036e-08-0j -0.00509998-0j 9.43562e-08-0j -5.0363e-06-0j 1.83278e-06-0j -0.00572362-0j 2.76935e-06-0j -2.62911e-07-0j 0.0020829-0j -3.20606e-06-0j 0.00314729-0j -2.63201e-07-0j 8.93326e-06-0j -0.0036436-0j 8.94313e-06-0j 0.0101524-0j 0.0101636-0j 
-8.86123e-06-0j 1.07893e-05-0j -6.39638e-06-0j -1.10072e-06-0j -1.28417e-06-0j 2.33394e-06-0j 1.10562e-06-0j -4.63481e-07-0j 0.000268316-0j -9.98519e-08-0j 0.000303096-0j -1.12795e-07-0j -0.000243507-0j 9.06191e-08-0j 0.000250041-0j -0.000642679-0j -9.30508e-08-0j 2.39168e-07-0j -0.000175772-0j 6.54123e-08-0j 5.70757e-05-0j -2.12403e-08-0j -5.12403e-07-0j 3.51323e-05-0j -7.54841e-09-0j -5.67126e-07-0j 3.88844e-05-0j 4.41161e-07-0j -8.35456e-09-0j -2.98902e-07-0j -4.52999e-07-0j -3.02477e-05-0j 2.04939e-05-0j 5.14687e-07-0j 6.49891e-09-0j 3.10594e-05-0j 9.15781e-07-0j -4.40324e-09-0j -3.05129e-07-0j -6.67331e-09-0j 9.60531e-07-0j -3.5289e-05-0j -6.27895e-05-0j 7.58206e-09-0j 2.09208e-05-0j 1.8576e-07-0j 1.34907e-08-0j -6.58578e-05-0j -4.49497e-09-0j -4.92502e-08-0j -1.27365e-05-0j 1.415e-08-0j 3.37679e-06-0j 2.73651e-09-0j -7.25524e-10-0j 
3.58123e-05-0j -4.30538e-05-0j 2.36744e-05-0j -0.000210425-0j 0.000238507-0j -0.000150335-0j 0.000214722-0j -0.000423057-0j -0.000540796-0j -3.85811e-05-0j 0.000593503-0j 4.23413e-05-0j -0.000498793-0j -3.55845e-05-0j 0.000503758-0j 0.000424019-0j 3.59387e-05-0j 3.02501e-05-0j -0.000329736-0j -2.35238e-05-0j -0.00121675-0j -8.68046e-05-0j -0.000301806-0j 0.00334948-0j -4.39012e-06-0j 0.000324529-0j -0.00360166-0j -0.00026408-0j 4.72065e-06-0j -0.000176054-0j 0.000266709-0j 0.0029308-0j 0.00195387-0j 0.000299323-0j -3.84136e-06-0j -0.00295997-0j -0.000108928-0j -2.56091e-06-0j -0.000164591-0j 3.87959e-06-0j 0.000190546-0j -0.00332193-0j 0.00120889-0j 4.354e-06-0j 0.00182665-0j -0.000530931-0j -1.58448e-06-0j -0.00211471-0j -2.39417e-06-0j -0.000531518-0j 0.00589234-0j 2.77172e-06-0j 0.00589885-0j -7.72301e-06-0j -7.73155e-06-0j 
4.17723e-06-0j -5.08614e-06-0j 3.01528e-06-0j -7.46712e-05-0j -8.71164e-05-0j 0.000158332-0j 7.50041e-05-0j -3.1442e-05-0j -3.13768e-05-0j 0.000645338-0j -3.54439e-05-0j 0.000728987-0j 2.84756e-05-0j -0.000585667-0j -2.92397e-05-0j 7.51546e-05-0j 0.000601383-0j -0.00154573-0j 2.05548e-05-0j -0.000422757-0j -6.67441e-06-0j 0.000137275-0j -3.52034e-05-0j 0.000591225-0j -0.00225819-0j -3.8963e-05-0j 0.000654366-0j 3.03089e-05-0j -0.00249936-0j -2.05353e-05-0j -3.11222e-05-0j -0.000509023-0j 0.000344881-0j 3.53603e-05-0j 0.00194422-0j 0.000522683-0j 6.29164e-05-0j -0.00131728-0j -2.09631e-05-0j -0.00199639-0j 6.59909e-05-0j -0.00059386-0j -0.00105665-0j 0.00226825-0j 0.000352066-0j 1.27622e-05-0j 0.00403589-0j -0.00110829-0j -0.00134472-0j -3.38362e-06-0j -0.000214336-0j 0.00423311-0j 5.68262e-05-0j 0.000818656-0j -0.000217048-0j 
2.55802e-06-0j -3.11461e-06-0j 1.84648e-06-0j -3.03785e-05-0j -3.54415e-05-0j 6.4414e-05-0j 3.05139e-05-0j -1.27915e-05-0j -5.80423e-05-0j 0.000128964-0j -6.55657e-05-0j 0.00014568-0j 5.26754e-05-0j -0.000117039-0j -5.4089e-05-0j 0.000139024-0j 0.00012018-0j -0.000308897-0j 3.80231e-05-0j -8.44833e-05-0j -1.23466e-05-0j 2.74329e-05-0j 1.47918e-07-0j 0.000726583-0j 2.98746e-05-0j 1.63715e-07-0j 0.00080418-0j -1.27352e-07-0j 3.30651e-05-0j 8.62855e-08-0j 1.3077e-07-0j -0.000625562-0j 0.00042384-0j -1.48577e-07-0j -2.5721e-05-0j 0.000642349-0j -2.64363e-07-0j 1.74269e-05-0j 8.80831e-08-0j 2.64112e-05-0j -2.77281e-07-0j -0.000729822-0j -0.00129857-0j -3.00078e-05-0j 0.00043267-0j -5.36244e-08-0j -5.33927e-05-0j -0.00136203-0j 1.77899e-05-0j 1.42173e-08-0j -0.000263407-0j -5.60018e-05-0j 6.98364e-05-0j -1.08304e-05-0j 2.87143e-06-0j 
8.95306e-06-0j -1.07635e-05-0j 5.91859e-06-0j 1.11212e-06-0j -1.26054e-06-0j 7.94539e-07-0j -1.13483e-06-0j 2.23591e-06-0j -0.000271097-0j 1.00887e-07-0j 0.000297519-0j -1.10719e-07-0j -0.000250041-0j 9.30508e-08-0j 0.00025253-0j 0.000212558-0j -9.3977e-08-0j -7.91017e-08-0j -0.000165294-0j 6.1513e-08-0j -0.000609948-0j 2.26987e-07-0j 5.17713e-07-0j -3.54964e-05-0j 7.62663e-09-0j -5.56691e-07-0j 3.81689e-05-0j 4.52999e-07-0j -8.20084e-09-0j 3.01999e-07-0j -4.57508e-07-0j -3.10594e-05-0j -2.07062e-05-0j -5.13454e-07-0j 6.67331e-09-0j 3.13685e-05-0j 1.86853e-07-0j 4.44887e-09-0j 2.82337e-07-0j -6.73973e-09-0j -3.26859e-07-0j 3.52044e-05-0j -1.28113e-05-0j -7.56389e-09-0j -1.93581e-05-0j 9.1075e-07-0j 2.7526e-09-0j 2.24108e-05-0j 4.15921e-09-0j 9.11756e-07-0j -6.24445e-05-0j -4.81509e-09-0j -6.25136e-05-0j 1.34166e-08-0j 1.34314e-08-0j 
-1.90663e-07-0j 2.32149e-07-0j -1.37628e-07-0j 5.69622e-06-0j 6.64559e-06-0j -1.20782e-05-0j -5.72161e-06-0j 2.39852e-06-0j -1.4885e-08-0j -9.92178e-05-0j -1.68144e-08-0j -0.000112078-0j 1.35087e-08-0j 9.00437e-05-0j -1.38712e-08-0j 3.5653e-08-0j -9.246e-05-0j 0.000237649-0j 9.7511e-09-0j 6.4997e-05-0j -3.16631e-09-0j -2.11054e-05-0j 1.60681e-06-0j 4.68757e-07-0j 0.0010756-0j 1.77841e-06-0j 5.18819e-07-0j -1.3834e-06-0j 0.00119047-0j 9.37304e-07-0j 1.42053e-06-0j -4.03583e-07-0j 2.73442e-07-0j -1.61397e-06-0j -0.000926055-0j 4.14413e-07-0j -2.87173e-06-0j 0.000627435-0j 9.56832e-07-0j 0.000950905-0j -3.01206e-06-0j -4.70847e-07-0j -8.37775e-07-0j -0.0010804-0j 2.79138e-07-0j -5.82513e-07-0j -0.00192235-0j -8.78714e-07-0j 0.000640506-0j 1.5444e-07-0j -1.69938e-07-0j -0.00201628-0j 4.50551e-08-0j -0.000389936-0j 0.000103383-0j 
-4.22051e-06-0j 5.07394e-06-0j -2.79005e-06-0j 7.5445e-05-0j -8.55135e-05-0j 5.39005e-05-0j -7.69856e-05-0j 0.000151681-0j 3.1702e-05-0j -0.000652026-0j -3.47917e-05-0j 0.000715574-0j 2.92397e-05-0j -0.000601383-0j -2.95307e-05-0j -2.48564e-05-0j 0.000607369-0j 0.000511231-0j 1.93294e-05-0j -0.000397556-0j 7.1327e-05-0j -0.00146701-0j 3.55682e-05-0j -0.000597351-0j 0.00228159-0j -3.82461e-05-0j 0.000642326-0j 3.11222e-05-0j -0.00245337-0j 2.07481e-05-0j -3.1432e-05-0j -0.000522683-0j -0.000348455-0j -3.52756e-05-0j 0.00199639-0j 0.000527885-0j 1.28372e-05-0j 0.00133093-0j 1.93973e-05-0j -0.00201626-0j -2.24561e-05-0j 0.000592437-0j -0.000215596-0j -0.00226282-0j -0.000325768-0j 6.25708e-05-0j 0.000823469-0j 0.000377139-0j 0.00124427-0j 6.264e-05-0j -0.00105085-0j -0.00144049-0j -0.00105201-0j 0.00401372-0j 0.00401816-0j 
-2.58453e-06-0j 3.10714e-06-0j -1.70855e-06-0j 3.06933e-05-0j -3.47894e-05-0j 2.19283e-05-0j -3.132e-05-0j 6.17085e-05-0j 5.86438e-05-0j -0.0001303-0j -6.43593e-05-0j 0.000142999-0j 5.4089e-05-0j -0.00012018-0j -5.46273e-05-0j -4.59805e-05-0j 0.000121376-0j 0.000102164-0j 3.57565e-05-0j -7.94471e-05-0j 0.000131944-0j -0.000293166-0j -1.49451e-07-0j -0.000734113-0j -3.01842e-05-0j 1.60703e-07-0j 0.000789384-0j -1.3077e-07-0j 3.24567e-05-0j -8.71797e-08-0j 1.32071e-07-0j -0.000642349-0j -0.000428233-0j 1.48221e-07-0j -2.64112e-05-0j 0.000648742-0j -5.39397e-08-0j -1.76075e-05-0j -8.15036e-08-0j 2.66741e-05-0j 9.43562e-08-0j 0.000728073-0j -0.000264955-0j 2.99359e-05-0j -0.000400351-0j -2.62911e-07-0j -1.08941e-05-0j 0.000463484-0j -1.64611e-05-0j -2.63201e-07-0j -0.00129144-0j 1.90569e-05-0j -0.00129286-0j -5.30994e-05-0j -5.31581e-05-0j 
-2.61077e-07-0j 3.17883e-07-0j -1.88455e-07-0j 6.23341e-06-0j 7.27231e-06-0j -1.32172e-05-0j -6.2612e-06-0j 2.62472e-06-0j 3.94248e-06-0j -8.12327e-05-0j 4.45351e-06-0j -9.17621e-05-0j -3.57794e-06-0j 7.37216e-05-0j 3.67396e-06-0j -9.44314e-06-0j -7.56999e-05-0j 0.000194571-0j -2.5827e-06-0j 5.32151e-05-0j 8.38637e-07-0j -1.72797e-05-0j -1.50968e-08-0j -9.92216e-05-0j 0.000582969-0j -1.67091e-08-0j -0.000109818-0j 1.29978e-08-0j 0.000645229-0j -8.80648e-09-0j -1.33466e-08-0j 8.54262e-05-0j -5.78793e-05-0j 1.51641e-08-0j -0.000501916-0j -8.77186e-05-0j 2.69814e-08-0j 0.000340066-0j -8.98995e-09-0j 0.000515384-0j 2.82999e-08-0j 9.96639e-05-0j 0.000177331-0j -0.000585568-0j -5.90851e-05-0j 5.47302e-09-0j -0.0010419-0j 0.000185997-0j 0.00034715-0j -1.45105e-09-0j 3.59706e-05-0j -0.00109281-0j -9.5368e-06-0j -0.000211343-0j 5.60328e-05-0j 
1.92639e-07-0j -2.31593e-07-0j 1.27348e-07-0j -5.75525e-06-0j 6.52331e-06-0j -4.11175e-06-0j 5.87277e-06-0j -1.15709e-05-0j 1.50393e-08-0j 0.000100246-0j -1.65051e-08-0j -0.000110016-0j 1.38712e-08-0j 9.246e-05-0j -1.40093e-08-0j -1.17918e-08-0j -9.33803e-05-0j -7.85994e-05-0j 9.16981e-09-0j 6.11224e-05-0j 3.38373e-08-0j 0.000225546-0j -1.62346e-06-0j -4.73615e-07-0j -0.00108675-0j 1.74569e-06-0j 5.09273e-07-0j -1.42053e-06-0j 0.00116857-0j -9.47018e-07-0j 1.43467e-06-0j -4.14413e-07-0j -2.76275e-07-0j 1.6101e-06-0j -0.000950905-0j 4.18538e-07-0j -5.85937e-07-0j -0.000633937-0j -8.85359e-07-0j 0.00096037-0j 1.02497e-06-0j 4.69718e-07-0j -1.70937e-07-0j 0.00107781-0j -2.58288e-07-0j -2.85595e-06-0j -0.000392228-0j 2.99018e-07-0j -0.000592663-0j -2.85911e-06-0j -8.33173e-07-0j 0.000686122-0j -8.34094e-07-0j -0.00191179-0j -0.0019139-0j 
2.63782e-07-0j -3.17122e-07-0j 1.74378e-07-0j -6.29801e-06-0j 7.1385e-06-0j -4.49951e-06-0j 6.42661e-06-0j -1.26621e-05-0j -3.98334e-06-0j 8.20745e-05-0j 4.37156e-06-0j -9.00737e-05-0j -3.67396e-06-0j 7.56999e-05-0j 3.71053e-06-0j 3.1232e-06-0j -7.64534e-05-0j -6.43518e-05-0j -2.42874e-06-0j 5.00428e-05-0j -8.96221e-06-0j 0.000184662-0j 1.52533e-08-0j 0.00010025-0j -0.000589011-0j -1.64017e-08-0j -0.000107798-0j 1.33466e-08-0j 0.000633357-0j 8.89774e-09-0j -1.34795e-08-0j 8.77186e-05-0j 5.84791e-05-0j -1.51278e-08-0j -0.000515384-0j -8.85917e-05-0j 5.5052e-09-0j -0.00034359-0j 8.31843e-09-0j 0.000520514-0j -9.63019e-09-0j -9.9425e-05-0j 3.61821e-05-0j 0.000584165-0j 5.46716e-05-0j 2.68332e-08-0j -0.000212585-0j -6.3293e-05-0j -0.000321219-0j 2.68629e-08-0j 0.000176357-0j 0.000371873-0j 0.000176552-0j -0.00103617-0j -0.00103732-0j 
1.37599e-08-0j -1.67539e-08-0j 9.93245e-09-0j -4.93649e-07-0j -5.75924e-07-0j 1.04672e-06-0j 4.9585e-07-0j -2.07862e-07-0j -1.03356e-07-0j 1.0763e-05-0j -1.16753e-07-0j 1.21581e-05-0j 9.37996e-08-0j -9.76784e-06-0j -9.63167e-08-0j 2.47562e-07-0j 1.003e-05-0j -2.57799e-05-0j 6.77082e-08-0j -7.0508e-06-0j -2.19858e-08-0j 2.28949e-06-0j 7.95672e-10-0j 3.90857e-06-0j -0.000156063-0j 8.80648e-10-0j 4.32599e-06-0j -6.85045e-10-0j -0.000172731-0j 4.64142e-10-0j 7.03428e-10-0j -3.36514e-06-0j 2.28e-06-0j -7.99219e-10-0j 0.000134365-0j 3.45544e-06-0j -1.42205e-09-0j -9.1037e-05-0j 4.73812e-10-0j -0.000137971-0j -1.49154e-09-0j -3.92599e-06-0j -6.9855e-06-0j 0.000156759-0j 2.3275e-06-0j -2.88454e-10-0j 0.000278921-0j -7.32685e-06-0j -9.29336e-05-0j 7.6477e-11-0j -1.41697e-06-0j 0.000292551-0j 3.75677e-07-0j 5.65774e-05-0j -1.50002e-05-0j 
-1.39025e-08-0j 1.67138e-08-0j -9.19053e-09-0j 4.98765e-07-0j -5.65327e-07-0j 3.56335e-07-0j -5.08949e-07-0j 1.00276e-06-0j 1.04427e-07-0j -1.08746e-05-0j -1.14605e-07-0j 1.19344e-05-0j 9.63167e-08-0j -1.003e-05-0j -9.72754e-08-0j -8.1878e-08-0j 1.01298e-05-0j 8.52637e-06-0j 6.36719e-08-0j -6.63049e-06-0j 2.34954e-07-0j -2.4467e-05-0j -8.03918e-10-0j -3.94907e-06-0j 0.000157681-0j 8.64444e-10-0j 4.24639e-06-0j -7.03428e-10-0j -0.000169552-0j -4.68952e-10-0j 7.1043e-10-0j -3.45544e-06-0j -2.30363e-06-0j 7.97304e-10-0j 0.000137971-0j 3.48983e-06-0j -2.90149e-10-0j 9.19804e-05-0j -4.3842e-10-0j -0.000139344-0j 5.07556e-10-0j 3.91658e-06-0j -1.4253e-06-0j -0.000156383-0j -2.15364e-06-0j -1.41423e-09-0j 5.691e-05-0j 2.49326e-06-0j 8.59918e-05-0j -1.4158e-09-0j -6.94712e-06-0j -9.95521e-05-0j -6.9548e-06-0j 0.000277389-0j 0.000277695-0j 
-3.75333e-10-0j 4.57001e-10-0j -2.7093e-10-0j 1.79694e-08-0j 2.09643e-08-0j -3.8102e-08-0j -1.80495e-08-0j 7.56641e-09-0j -2.93022e-11-0j -5.49331e-07-0j -3.31003e-11-0j -6.20535e-07-0j 2.65928e-11-0j 4.98537e-07-0j -2.73064e-11-0j 7.01853e-11-0j -5.11915e-07-0j 1.31577e-06-0j 1.91957e-11-0j 3.59863e-07-0j -6.23309e-12-0j -1.16852e-07-0j -2.17037e-11-0j 1.47875e-09-0j 1.19818e-05-0j -2.40216e-11-0j 1.63667e-09-0j 1.86861e-11-0j 1.32614e-05-0j -1.26605e-11-0j -1.91876e-11-0j -1.27315e-09-0j 8.62603e-10-0j 2.18005e-11-0j -1.03159e-05-0j 1.30731e-09-0j 3.87895e-11-0j 6.98938e-06-0j -1.29243e-11-0j 1.05927e-05-0j 4.0685e-11-0j -1.48534e-09-0j -2.64286e-09-0j -1.20352e-05-0j 8.80574e-10-0j 7.86822e-12-0j -2.14142e-05-0j -2.772e-09-0j 7.135e-06-0j -2.08608e-12-0j -5.36088e-10-0j -2.24606e-05-0j 1.42132e-10-0j -4.34374e-06-0j 1.15164e-06-0j 
3.79223e-10-0j -4.55906e-10-0j 2.50692e-10-0j -1.81556e-08-0j 2.05785e-08-0j -1.2971e-08-0j 1.85263e-08-0j -3.65016e-08-0j 2.96058e-11-0j 5.55023e-07-0j -3.24913e-11-0j -6.09117e-07-0j 2.73064e-11-0j 5.11915e-07-0j -2.75782e-11-0j -2.32129e-11-0j -5.17011e-07-0j -4.35174e-07-0j 1.80514e-11-0j 3.38411e-07-0j 6.66109e-11-0j 1.24876e-06-0j 2.19287e-11-0j -1.49407e-09-0j -1.2106e-05-0j -2.35796e-11-0j 1.60656e-09-0j 1.91876e-11-0j 1.30174e-05-0j 1.27917e-11-0j -1.93786e-11-0j -1.30731e-09-0j -8.71542e-10-0j -2.17482e-11-0j -1.05927e-05-0j 1.32033e-09-0j 7.91447e-12-0j -7.06181e-06-0j 1.19589e-11-0j 1.06982e-05-0j -1.38447e-11-0j 1.48178e-09-0j -5.39239e-10-0j 1.20064e-05-0j -8.14798e-10-0j 3.85764e-11-0j -4.36927e-06-0j 9.43286e-10-0j -6.60203e-06-0j 3.86191e-11-0j -2.62834e-09-0j 7.64313e-06-0j -2.63124e-09-0j -2.12966e-05-0j -2.13201e-05-0j 
