0.0183974+0.0678265j 0.0696904-0.0311787j 0.125688+0.0282282j 0.044502-0.0891782j -0.0306384-0.0795958j -0.0634429-0.0279014j -0.129072-0.107712j 0.0305086-0.189676j -0.0965877+0.00521743j 0.00111412-0.0160109j -0.0396709+0.0538007j 0.0288387+7.00854e-05j 0.0849852+0.0569345j 0.0102642-0.19112j 0.0467083-0.0872959j -0.0895113+0.0307278j -0.0393035+0.0331643j -0.0631042-0.120476j 0.185252+0.0321579j 0.033839+0.160486j 0.119315-0.0186322j 0.0348072+0.0592208j -0.0417982-0.104465j -0.0190713-0.024728j 0.0860964-0.0723594j 0.0671232+0.0043045j -0.039388+0.102791j -0.0363843+0.04858j -0.134208+0.0273897j -0.0152885-0.0744125j 0.101124-0.0521109j -0.00584165+0.0114744j -0.0759808-0.0107076j -0.0511313-0.121741j 0.0542189-0.0256509j 0.0515928-0.0225181j 0.0189031-0.0132688j -0.064646-0.0330418j 0.0527118-0.0395906j 0.094918+0.0580701j 0.0364951-0.0118557j -0.0050074-0.0988308j -0.0335023+0.00753706j 0.142239-0.0248847j 0.0433026+0.0716208j 0.0102648+0.0163821j -0.0661332-0.0401748j 0.000444275-0.00799352j -0.133203-0.000270936j 0.0147657+0.0108031j -0.0146633-0.0431174j 0.0310531-0.061886j 0.0439766-0.0357132j -0.101069-0.0221387j 0.0811314-0.118665j -0.0389045-0.0243848j 0.00171422-0.0127786j 0.0553465+0.0631259j -0.012469-0.0756484j 0.016278+0.00516045j -0.0693047-0.0678617j 0.0337252+0.0106598j -0.0363268-0.0243908j -0.0760654-0.0406578j -0.0598151-0.00947403j 0.0988296-0.0358267j -0.0110151+0.0569548j -0.018816+0.069372j -0.0882779+0.121111j -0.0494745-0.099473j -0.069447+0.0482665j -0.0267285-0.0960746j 0.180769-0.0973383j -0.00187174+0.0758099j 0.107858-0.0121946j 0.0982063-0.119917j 0.117046+0.0986678j 
-0.00120297+0.00247399j 0.000564179+0.000286833j -0.00106166+0.00439324j 0.000108384+0.00427482j -0.0105685+0.0153587j -0.00582441+0.00470044j 0.00456963-0.0046126j -0.00697752+0.00868992j -0.0242171+0.00716509j 0.00141604+0.00940468j -0.00243242+0.011092j 0.00713584+0.00353932j 0.00459521-0.000354586j 0.0140912+0.00918211j -0.007941-0.00839575j -0.00184248+0.00198638j 0.00325957+0.000959822j 0.0029073+0.00295361j 0.0102599-0.0108747j 0.0159069-0.0155484j 0.00624505+0.00255975j -0.00754019-0.00873033j 0.00100268-0.00656223j 0.00613874-0.00863482j 0.00653645+0.00857123j -0.0126867-0.00153678j 0.00252075+0.0133126j -0.0140543+0.00135216j 0.0131002-0.00937582j 0.0012212-0.0024392j 0.00895598-0.00808639j 0.00229571-0.00779835j -0.00656671-0.00197234j 0.00386329+0.00357882j -0.00651228+0.00840823j 0.0130756+0.00252744j 0.00574745-0.00463026j 0.011705-0.00029173j 0.00148411+0.00478772j -0.00521321+0.00772711j 0.00405709+0.0186846j -0.00407201-0.00448055j 0.0016771-0.0175269j -0.00208521-0.000743877j 0.000136285-0.000573763j 0.00746235+0.000818869j 0.00637818-0.0113698j 0.003408-0.000372468j -0.00199874+0.00364004j 0.00340362+0.0062071j -0.00240427-0.00186879j -0.00824623-0.00327233j 0.00567259-0.00322959j 0.00609066+0.00397596j -0.00792758-0.0115515j -0.0048737+0.00691597j -0.00710702-0.00289053j -0.000757127+0.00748024j 0.00350611-0.00464927j 0.000364637-0.0026109j 0.00738879-0.00171264j -0.00370307+0.0115982j -0.00327069-0.00483851j 0.00713712-0.00619933j -0.00630652+0.000966977j 0.000788102+0.00215118j 0.00445067-0.00408798j 0.0036648-0.0041832j 0.00315415-0.00611867j -0.00420241-0.00120856j 0.00258816+0.000427337j -0.00137864-0.00160915j 0.00558381-0.00174285j -0.00104318-0.0050388j -0.0025739-0.000255389j 0.00222111-0.00106134j 0.00199107+0.00284705j 
-0.00566907+0.000713486j 0.00249285+0.00341113j -0.0106978+0.00151964j 0.00253404+0.00159639j -0.00814672-0.0150595j 0.00505176-0.0070154j 0.00738144+0.00516033j -0.00741555+0.00109033j 0.013496-0.0103013j -0.0237287-0.00935092j 0.0112789-0.00526628j -0.0126565-0.00483485j -0.000536691+0.000920585j -0.00878857-0.00207756j 0.00245347+0.0112896j 0.00919177-0.00557736j -0.000819924-0.00575633j 0.0024178-0.00361048j -0.0103762+0.00750395j -0.0129382+0.00928553j -0.00191994-0.00422642j 0.00302218+0.021079j 0.00457809+0.00773399j 0.00125893+0.000603559j -0.00179447-0.00876739j -0.000310979+0.0119061j 0.0096235-0.0109406j 0.0188082+0.00968694j -0.0185556+0.00765457j -0.00303313-0.00648885j -0.00911465-0.00559898j 0.0131894+0.00844192j 0.014143-0.00302101j 0.00612142+0.00992464j 0.000874675-0.00379664j -0.00807072-0.00752541j -0.0129021+0.00236432j -0.00805344+0.00280165j 0.00052553-0.0193333j -0.00418464+0.00382687j 0.00476706-0.00735001j 0.0108085+0.000122353j -0.000916247+0.00769632j 0.00528773-0.00194893j 0.00567079+0.00456773j -2.15175e-05-0.0118825j 0.0080709+0.00292223j 0.0045953-0.00313005j -0.00908186+0.00718828j 0.00281365+0.00667021j 0.00496623-0.000387207j -0.00287871-0.00562434j 0.000744922+0.0014318j 0.000152979-0.00765083j 0.00881554-0.000662985j -0.0102936+0.00279623j -0.0035759+0.00165989j 0.00698198-0.00433314j -0.00783791+0.0043591j -0.00894964+0.00305152j 0.0126956-0.00140119j 0.00614427-0.00702702j -0.000549896+0.00899614j 0.00583761+0.00280956j -0.00462672-0.00809422j -0.00348158-0.0105452j -0.00324094+0.00647332j 0.00518555+0.00345384j -0.000323401-0.000218195j 0.00245868+0.000714073j -0.00137971+0.00242409j -0.00406782+0.00449549j -0.00167576-0.00127882j 0.00300207-0.00185559j 0.0017977+0.000382753j -0.00271261+0.00267379j -0.00312546-0.00114832j 
-0.00164349-0.00140711j -0.00340558-0.000293803j -0.000840078+0.00143832j -0.00696465-0.00144465j -0.0122275+0.00852112j -0.00183385-0.0125165j 0.00235002+0.0024324j -0.00932198+0.0026764j -0.00815012-0.0185449j -0.0149301+0.0259624j -0.0110104-0.0196332j -0.0034155+0.0104576j -0.007064-0.00992752j -0.0162059+0.00263362j 0.00418782-0.0118409j -0.0020549-0.0311741j -0.00209628-0.00651427j -0.0057577-0.00796759j 0.00157691+0.00947386j 0.0163308+0.0108263j -0.00786289-0.00757959j -0.0119219-0.00228846j -0.00184946+0.0126005j -0.0177693+0.010264j -0.0145578+0.000300676j -0.0142272-0.00496008j -0.000331212-0.0210328j -0.00341082+0.0298616j -0.0105599-0.00561458j 0.00823688-0.00313079j -0.00492066+0.00289585j -0.00685297+0.000555026j 0.00733248+0.0157324j 0.0053029-0.0129922j -0.00521504+0.00784428j -0.0209429-0.0013132j -0.0181198-0.00505734j 6.55311e-05-0.0113184j 0.0229509-0.00586778j 0.00583857-0.00411653j 0.000110907+0.0129696j -0.00732758-0.0126338j -0.0201153-0.00695714j 0.0034456-0.00639847j -0.0102353+0.012091j -0.00343202-0.000856105j -0.00796849+0.0120562j -0.00808801-0.00110176j 0.00188282-0.0183238j -0.0196576-0.0138658j 0.00313499-0.0132219j 0.011757+0.00943468j -0.00481127-0.00240506j -0.00263795-0.00459045j -0.00623875-0.00180294j 0.00701279-0.00296745j 0.00589684+0.00403567j -0.00285304-0.00184746j 0.00648924+0.00374603j 0.00341091-0.00292044j -0.00110833+0.00468273j -0.00957059-0.000763006j 0.000688623-0.005385j 0.00138767-0.00606632j 0.00301357+0.00733406j -0.00189138-0.0064091j 0.000515612+0.0012297j 0.00229412+0.000241235j -0.000417588+0.00387046j 0.00394962+0.00119999j 0.00243226-0.00519402j -0.00242477+0.00371179j -0.00155652-0.000493756j -0.00402286+0.00141068j 0.00376546+0.00245168j -0.00224077-0.00190512j 0.00286159-0.00160004j 
0.000545578-0.00193648j -0.00295622+0.00187039j 0.00615248-0.00124923j -0.00193858+0.00085589j 0.0101288+0.0126686j -0.00213614+0.00601637j -0.00531182-0.00284308j 0.00407164+0.00262256j -0.00626529+0.0138398j 0.0123718+0.00827943j -0.0057707+0.00187461j 0.00664152+0.00255469j -0.000216837-0.00401508j 0.00710094-0.00377222j -0.00642083-0.00546608j -0.00947403+0.00174701j -0.00285659+0.00385409j -0.00118279+0.00161393j 0.00291059-0.00940419j 0.00255915-0.0116196j -0.00301517-0.00582536j -0.0038825-0.00635246j -0.00148804-0.000113765j -0.00584652-0.00194406j 0.00412743+0.0030792j -0.0044024-0.00496635j -0.00409656-0.000249976j -0.0135793+0.00111758j 0.00028049-0.00543788j 0.00450259+0.00257948j 0.00631879+0.00393106j -0.0137812-0.00426632j -0.00409743+0.00529994j -0.00272331-0.00621895j -0.000707803+0.00123275j -0.00168962-0.00317209j 0.00242756+0.00199964j 0.00286671-0.00523668j 0.00654099+0.0079031j 0.00336234-0.00075863j -0.00676851+0.00899897j -0.00394888-0.000420187j -0.00111978-0.00417262j -0.00695711+0.00413184j -0.00236382-0.00158303j -0.000667414+0.00934371j -0.00628141-0.00294237j -0.00366964+0.00422227j 0.00408981-0.0105396j -0.00521275-0.00686584j -0.00486034+0.000652461j 0.00443341-0.00192638j -0.000656931+1.63216e-05j 0.000387547+0.00680661j -0.00889632+0.00303187j 0.00709495-0.00402607j 0.00368835+0.00179881j -0.00175353+0.00317031j 0.00481871-0.00639613j 0.00482368-0.00352224j -0.00550788+0.00448247j -0.00299266+0.00494974j -0.00252223-0.00611007j -0.00654997-0.00153136j 0.00765699+0.0044407j -0.00018814+0.00361974j 0.000816373-0.00190912j -0.00452988-0.000117137j 0.000376461-0.000418273j -6.31174e-05+0.00147175j 0.000968105-0.00254513j 0.00220202-0.00171448j -0.00229402-0.00129669j -0.00253368+0.000724825j -0.00141297-0.000162543j 0.00100649-1.40434e-05j 0.000451432-0.000229754j 
0.000193675-0.00133833j -0.000154103-0.000898424j -0.00104458-0.000490199j 0.00230053-0.00132355j -0.000132159-0.00614672j 0.00483205+0.000905162j 0.000372316+0.000486797j 0.00103352-0.00176121j 0.00743099+0.000802265j -0.00377603-0.00929178j 0.00755388+0.00199437j -0.000918421-0.00404482j 0.00292061+0.00151723j 0.00460942-0.00271585j 0.00320136+0.00689583j 0.00952547+0.00841971j 0.00418634+0.00102667j 0.00453891+0.00244549j -0.00353566-0.00128133j -0.00965183+0.00211915j 0.00621262-0.000631819j 0.00508507+0.00241383j -0.00160169-0.00368756j 0.00567452-0.00602978j 0.00143154-0.00505838j 0.0037523+0.00504137j 0.00815477+0.00410657j -0.00032933-0.00473314j 6.7381e-05-0.0030835j -0.00323973+0.0011035j -0.00567313-0.000346309j 0.00636347-0.000133748j -0.000353572-0.00411431j 0.00486662+0.00634789j -1.59208e-05-0.00273468j 0.00232583-0.00674292j 0.00238036+0.000597134j 0.00284029+0.00418525j -0.00290298+0.00172896j -0.00176309+0.00293559j -0.0020922-0.00742219j 0.00582718-0.000696734j 0.00348265+0.00141138j 0.00186674-0.00205432j 0.00135331-0.00169978j 0.0016883-0.00375467j 0.00259845-0.0012259j 0.00349228-0.00168545j 0.000486841+0.00514093j 0.00955771+0.000702032j 0.000780117+0.00156708j -0.00122845+0.000683639j -0.000474292-2.89656e-05j 0.00253388-0.00188556j 0.00070664-0.00455558j -0.00408695+0.00243138j -0.00380634-0.00235025j -0.00150352+0.00183007j -0.00230241+0.00177804j -0.00111691+0.00177197j 0.00152691-0.00185718j 0.00354498-0.00122819j 0.00138985+0.00271828j 0.00320176+0.0017926j -0.00449992-0.0036936j 0.00123745+0.00106159j -0.000787249-0.000920526j 0.000645257-0.000634999j 7.96822e-05-0.00218717j -0.00101691-0.00161186j -0.000708859+0.00131503j -0.000854476-0.000208074j 0.000359259+0.00135822j 0.00124815-0.000305634j -0.000455008-0.00030657j -0.000640932+0.00020601j -0.000638961-0.000420603j 
0.00035378+0.00054197j 0.00134602+5.58462e-05j -0.000378967+0.000295142j 0.000891351-0.00101271j -0.000407148-0.00539614j 0.00178579-0.000357188j 0.000613485+0.000154238j 0.00134022-0.00425222j 0.00178925-0.00188034j -0.00334186-0.00483039j 9.72938e-05+0.00121994j -0.00276269-0.000535935j 0.00119121+0.000700565j -0.00222566+0.000397881j 0.00272405-8.05311e-05j -0.00190924+0.000421649j -0.000143394-3.27836e-05j 0.000423412+0.000338857j -0.000106349+0.00149971j -0.00279829+0.00316426j -5.79876e-05-0.00118857j 0.00220253+0.00131061j -0.00205241-0.00207955j -0.00193841-0.000385371j 0.000701186-0.00177025j 0.00241382+0.000414173j -0.000438494+0.000514154j 0.00223767-0.00223936j 0.000515173-0.000194709j -0.00131631-0.000383089j -0.000237988-0.00170777j -0.00122085+0.000896022j -0.000564015+4.57378e-05j -0.00178357+0.000466115j 0.00232421-0.00268396j 0.00520096-0.000598794j 0.000394241+0.000888752j 0.000885075+0.00275091j -0.00162381-6.1256e-06j 0.000953804+0.00222908j 0.000574548-0.00271808j 0.00141812-0.00317533j -0.00229403-0.000680408j 0.00019303-0.00317594j 0.000467263+0.00131993j -0.00159993-0.00234641j -0.000608194-0.000434437j -0.000459563+0.000604546j -0.00104568-0.000927164j 8.74894e-05+0.00195617j 0.00195263+0.0024389j 0.0010484-0.000420265j 0.00145711-0.000118797j -0.00207943+0.00061842j 0.00770262-0.00238527j -0.0013509+0.000791296j 0.000984272+0.00183278j -0.00217503+0.00217359j 0.000559878-0.00340224j 0.000347699-0.00074734j -0.00107701-0.00444234j 0.00303698+0.00123656j 0.000609762-0.00182248j -0.00496031-0.00222847j -0.00239213+0.000824104j 0.00186397-0.00179272j 0.00229776+0.000671064j 0.000935083+0.00126776j -0.00228477-0.00242833j 0.00162262-0.00319171j -0.000681081+0.00302219j 0.000875789-0.00599851j -0.00407336-0.00351206j -0.000142929+0.000152104j -0.00098222-0.00239492j 0.00217637-0.000519753j 0.000455021+0.00159498j 
-0.00205346-0.000259315j 0.000208752+0.00110211j -0.00261336+0.00130508j -0.000287953+0.00166637j -0.00590904-0.000719245j -0.0018062-0.00370817j 0.0034212-0.00098597j -0.00410818+0.00126698j -0.00104253-0.00242568j -0.00559352+0.00352731j 0.00106335+7.25843e-05j -0.00280903+0.00179618j -0.00170949+0.00135988j 0.00114568+0.00299999j 0.00037104+0.000300465j -0.00159111+0.00127344j -0.00256026+0.000183958j 0.00237362+0.00048638j -0.000581149+0.0030789j 0.00159997+0.000810735j -1.7279e-07+0.000425312j -0.00220464-0.000162481j -3.80901e-05+0.00261996j -0.00188999+0.00242568j -0.00237502+0.00174067j 0.00168478-0.00117584j -0.000275122-0.00464575j 0.000289546+0.000753489j -0.0016444-0.00137934j -0.000108399-0.00168441j 0.000210076-0.0007592j 0.00093311+0.00262496j 0.00300979+0.00143359j 0.00198724+0.00280899j -0.00305659-0.000373295j -0.00463115+0.000616851j -8.23389e-05+0.00111902j 0.00288695+0.00253096j -0.00273438-0.000609566j -0.00426998-0.000357932j 0.00323795+0.00074062j -0.00205779+0.000801314j -0.00162196+0.000733859j -0.000347741-1.70174e-06j -0.00239456-0.00067552j -5.742e-05+0.00326754j 0.00205579-0.000344634j 1.46955e-05+0.00342326j 0.00102611-0.00015004j -6.8271e-06+0.00507259j 0.000758864-0.00102121j -0.00204215+0.00309599j 0.000312857-0.000327442j 0.000175214+0.000240989j 0.000780266-0.00465909j 0.00189281+0.00325295j -0.00158852-0.00314344j 0.0023107+0.00130044j -0.00411211-0.000381008j -0.0034369+0.0012997j -0.00223189+0.000531778j 0.00246603-0.00239724j -0.00274009+0.001117j -0.00268858+0.00574834j 0.00039174+0.0013126j -0.00450266-0.00121629j 0.00101348-0.00151902j 0.00200138-0.000520851j -0.0031008+0.00159133j -0.00470659-0.00258836j 0.00360411+0.00213319j -0.00577615-0.000322254j -0.00532586+0.00628838j 0.00122989+0.00023696j -0.00355375-3.65058e-05j 0.000204367+0.00237039j -0.00316663+0.00019307j 
0.00135606-0.00185034j -0.00365551-0.00212899j -0.00100008-0.00314426j -0.00279394+0.00267605j 0.001896+0.0100261j -0.000536299+0.00170755j -0.000212268+0.00313206j -0.00259823+0.00968479j 0.0011365+0.00208349j 0.00852746+0.00478422j 0.00162125-0.00150285j 0.00548971+0.000187623j -0.0007847-0.00248827j 0.00138186+0.00200922j -0.00502963+0.000571628j 0.00729654-0.00617679j 0.00568294-0.0034406j -0.00111459-0.00264024j -0.000495999-0.00113119j 0.00289413+0.000814135j 4.09134e-05+0.00334148j 0.001701-0.00178148j 0.00462511-0.000499508j 0.00886425+0.00337792j 0.00416951-0.000693408j -0.00978584-0.00232777j 0.00269246+0.00337331j -0.00644878+0.00118506j 0.00250094+0.00322571j 0.00142653+0.00288366j -0.00171899+0.00119841j 0.00360602-0.00108145j -0.000183251-0.00372302j -0.000153885-0.00115595j -7.28793e-05+0.010012j -0.00368891+0.00392936j -0.005839+0.000934544j -0.00538393-0.00904227j -3.53871e-05+0.000248848j 0.00200029-0.00641494j -0.0034819+0.00837672j -0.00078712+0.00426333j 0.00375062+0.00360051j 0.00173511-0.000847116j 0.00542419+0.00302693j 0.00224735-0.00349396j 0.0125906+0.00079018j 0.000956122-0.00754662j -0.00320275+0.00804645j -0.00202942-0.00371383j -0.00819369-0.00964605j -0.00850239-0.0117082j -0.00396364+0.00404533j -0.001193-0.0012637j -0.0126668+0.00373973j -0.00327626+0.00597806j 0.00322999-0.00816553j 0.003709-0.00557954j 0.00331229+0.00767779j 0.00272632-0.000558273j 0.00211272+0.00348458j 0.000305637-0.00514777j 0.00124274+0.00555823j 0.00341582+0.000615003j 0.00308731-0.00411679j 0.000979981+0.00451482j -0.0078707-0.00499722j -0.00245433-0.00791157j -0.0015386-0.000912104j -0.00150946+0.0020264j -0.00116839-0.00988101j -0.00437683+0.0127227j 0.00566248+0.0133892j 0.00324674+0.00203649j -0.0035352+0.00225946j -0.00720456-0.00439014j 0.00320622-0.00651098j 
-0.0042951-0.00351374j -0.00299803+0.00257577j -0.00566887+0.00290049j 0.000664332+0.00721338j -0.00511963+0.00380932j -0.00132293-0.0054157j 0.00552424-0.00201379j -0.00422389+0.00869298j 0.00329792-0.00155617j -0.00147409+0.00624503j 0.00326917-0.00188103j 0.0021062+0.00200967j -0.0070453+0.0030457j 0.0056612+0.00450914j 0.00202586+0.00228717j 0.0032512+0.000841038j -0.000499335-0.000648991j 0.00431142+0.000624574j -0.00350999+0.00415263j 0.000877038-0.00138688j -0.000820798+0.00316807j -0.0079252-0.00219699j -0.000270193+0.00322622j 0.00119369+0.0081399j -0.00744443+0.00212589j -0.00183493+0.000584236j 0.000647186-0.00459199j 5.42755e-05+0.00251853j 0.000686145-0.0076831j 0.00247445-0.000168667j -0.00319016+0.00190335j 0.00675562+0.00168992j 0.00645458+0.00354952j 0.0100058+0.00503894j -0.00659805-0.00237919j -0.0122703-0.000395489j 0.00209287+0.00700089j 0.00473399+0.00364034j -0.00324515+0.00293667j -0.0143652-0.00386139j 0.00513539+0.00235933j -0.000801462+0.00815327j 0.00294464+0.00325354j -0.00333245+0.00231577j 0.0002283-0.00558961j 0.00133796+0.00420498j 0.00322386-0.0103013j -0.000827983+0.00228712j 0.00632062+0.00884323j 0.00517177+0.0106195j -0.0105249-0.000694816j -0.0137522+0.0103277j 0.00171042+0.00415262j 0.000433972+0.00298302j -0.00610391+0.0018923j 0.00912287+0.00768744j -0.00453653-0.0141724j -0.00068922+0.00142572j -0.00262545+0.000284655j -0.00643038+0.00452505j -0.00220055+0.00181852j 0.00382431-0.0100628j 0.00264946+0.00377035j -0.00308094+0.00749883j 0.000634778+0.00123918j -0.0141974-0.00325945j 0.000388594+0.000592961j 0.00341863-0.00189484j 0.00231825-0.00874079j -0.00250755-0.00255381j 0.00307066+0.00333009j -0.00396249+0.00214897j -0.0183559+0.0100601j -0.00297385-0.00355741j -0.00778577-0.00677297j -0.00540708+0.00788612j -0.00799084-0.00734531j 
0.00293921-0.000387465j -0.00145044-0.00304673j 0.00237863-0.00397507j -0.00149781-0.00161585j 0.00335462+0.00121397j 0.000619049+0.000979701j -0.00323631+0.00384654j 0.000256198-2.27274e-06j 0.00119668-0.000933316j 0.00696518-0.00421184j 0.000438493-0.00112162j 0.00437302-0.00392007j 0.000891012-0.00237255j -0.00113998-0.00300994j -0.00199561+0.000421192j 0.00428865-0.00474544j 0.00260922-0.00276001j -0.00401434-0.00156512j -0.00031168-0.00148361j 0.00321152+0.00168996j 0.00328022+0.00340635j 0.00293377-0.00103727j 0.00163572-0.00411696j 0.0056613-0.00102214j 0.00180309-0.00241598j -0.00414418+0.00157533j 0.000915061+0.00498226j -0.00340555-0.0012075j 0.00150485+0.00374148j 0.00135504+0.000867651j 0.000662742-0.000795577j 0.0030386-0.00168544j -0.00329508-0.00129862j -0.00039269-0.00158315j 0.00206709+0.00519066j -0.000734439+0.00183591j -0.00500384-0.00278984j -0.00520768-0.00715711j 0.00230227-0.00098581j 0.00618163-0.00464729j -0.00143678+0.00451033j -0.00267743+0.00022493j 0.00233382-0.000587606j 0.00383303+0.00137747j 0.00252288+0.00636941j 0.00176032-0.00433468j 0.00696965+0.00316979j 0.00208796-0.00703628j -0.00517976+0.00209626j -0.00338441-0.00353378j 0.00165221-0.00847191j -0.000880191-0.010549j -0.00489215+0.00128853j -0.00258388-0.00556879j -0.00634909+0.00100285j -0.00430483-0.000473042j 0.00590508-0.00285117j 0.000934353-0.00256357j 0.00295151+0.00359751j 0.000292855-0.00159629j 0.00177241+0.000711293j 6.60215e-05+0.00144187j -0.00182868+0.00296587j 0.00380319-0.00309037j 0.00227513-0.0055397j 0.00410213+0.00292819j -0.00503214-0.00647146j -0.00159264-0.00405627j -6.30524e-05-0.00228908j 0.0030507-0.00255448j -0.00289625-0.00735254j -0.00143679+0.002004j 0.00468913+0.00531273j -0.0020372+0.00711182j 0.00217094+0.00138827j -0.00230027-0.00675452j 0.00604015-0.00281758j 
0.00200838-0.00671255j -0.00835187-0.000854149j -0.0127558-0.0039351j -0.00626179+0.00552542j 0.00397308+0.00748948j 0.00564414+0.00293115j 0.0125616+0.0108675j 0.000970901+0.0170731j 0.00378311-0.00379124j -0.00441115+0.000827903j -0.00148523-0.00954182j -0.00430048-0.00164763j -0.00617681-0.00416678j -0.00426619+0.0126383j 0.000667778+0.0106756j 0.00264225-0.00490353j 0.00325679-0.0022722j 0.00148066+0.00828986j -0.0076669-0.0017275j -0.00198539-0.0132924j -0.00400441-0.00646297j 0.00174435-0.00261236j 0.00186276+0.00456868j 0.00729633-0.00772553j -0.00474809+0.00270353j -0.00790375+0.011253j 0.00949425-0.00543443j 0.00275943+0.0107298j 0.00729879+0.0102439j 0.0057997+0.00146469j -0.00391327+0.00330784j 0.0118037-0.00138817j -0.000280947+0.0027292j 0.00561334+0.00136117j 0.00496457-3.19688e-05j -0.00866752+0.00535272j 0.000833713+0.00968946j -0.0104248+0.00484898j -0.00134222+0.00474164j -0.0106381-0.011525j 0.00537066+0.00473153j -0.000890577+0.0137989j 0.0070547+0.00248783j -0.0068847-0.0018102j 0.00472453-0.0113488j -0.00235857-0.000438448j 0.00580283-0.0136234j -0.00374098+0.000228569j 0.0121998+0.00741309j 0.000636524+0.00309518j -0.0159246+0.00459619j -0.0169187+0.00984745j -0.00347343+0.00543474j 0.00399944-0.00446021j -0.0170382+0.00837101j 0.0108427+0.00159545j -0.0080335-0.0118881j -0.00728286-0.00857228j 0.0159986+0.00863051j -0.00692779-0.00658937j 0.0037451+0.0153193j -0.0109854-0.00754291j -0.000865046+0.0093535j 0.0149841-0.00143373j 0.00147986+0.000527529j -0.00673408-0.00755455j -0.0158332-0.00137879j 0.000337028-0.00759369j -0.00365513+0.0112568j 0.0032334-0.0124579j 0.00469223+0.00758848j -0.0202857+0.00886786j -0.0125398+0.0139327j 0.0103314+0.0217478j -0.0254547+0.0116713j -0.0149108+0.00213593j -0.0122797-0.0133405j 
0.00897926+0.000520053j 0.00165211-0.00766754j 0.00654381-0.0047664j -0.0124816-0.00529617j 0.00299204+0.00330008j 0.0133676+7.91273e-05j 0.000700333+0.0049912j -0.00158537-0.00586109j -0.00230104+0.00172418j 0.00371725+0.00801166j -0.00584746+0.00483867j 0.0100732+0.00761091j -0.00390251-0.0148718j 0.00378893+0.0127238j -0.000589879-0.00378759j 0.00400963-0.00400283j 0.0154464-0.0111675j 0.00394535+0.00247814j -0.00748544-0.00523577j -0.00764417+0.00318182j -0.00872548-0.00301057j 0.00619593-0.00683859j -0.00252693-0.00339959j -0.00249937-0.00188423j 0.00880916-0.0104821j -0.0135828+0.00723841j 0.00766752+0.00757488j -0.000694573+0.00263346j 0.00588042+0.00337574j 0.00443587+0.0060684j -0.00851816+0.000278195j 0.00201804+0.00490233j -0.00599082+0.00311317j -0.00537688+0.000996007j 0.00556849+0.000223846j 0.00242935-0.011643j -0.0108694-0.000330776j -0.0109204-0.00779038j 0.00218358-0.00941137j 0.0135633-0.0172353j -0.00791401+0.00673544j -0.00562771+0.00093173j 0.00359347+0.00260345j 0.00211857-0.00187192j 0.00917783+0.00123352j 0.000952578-0.00604081j 0.0100628+0.00121177j 0.00217876-0.0104582j -0.009778+0.0141603j -0.00620266-0.00766036j -0.00693264-0.00849719j -0.0118301-0.0143194j -0.0108699-0.000996431j 0.00220025-0.00293468j -0.00413529+0.00763159j -0.00311612+0.00339894j 0.0215236+6.42121e-05j -0.00879768-0.00756461j 0.00855792+0.00433643j 0.00741788-0.0150605j 0.000870331-0.00656511j -0.0052293+0.0125082j -0.000790664-0.00887879j 0.00570439-0.0155708j 0.00622789-0.00139871j 0.00933906+0.00126801j -0.000242597-0.00425783j -0.00275771-6.27657e-05j 0.0185764+0.0117971j -0.00432008-0.00160088j 0.0114068-0.0155299j -0.00456155+0.0170056j 0.0116846+0.00862781j 0.0208713-0.00556664j 0.0139607+0.0284529j -0.0141293-0.0136917j 0.0145629-0.00359615j 
