0.03939-0.00621301j -0.0624562-0.0470965j 0.0140808+0.00135485j -0.102886+0.109506j -0.0043445-0.00397936j -0.00130166+0.0249994j 0.190992-0.0313037j 0.0107651-0.0438665j 0.0545017-0.0133767j 0.0140989+0.0175479j -0.0974166-0.0148508j 0.062276+0.0261274j 0.139864+0.0269352j -0.0077951-0.0419235j -0.00907557-0.0476953j 0.0441027+0.0316019j -0.0562344+0.0180461j -0.0677652+0.0514167j -0.0743095-0.0137196j -0.0211988-0.0974346j 0.0183659+0.0446195j -0.0230193-0.068233j 0.0138767-0.0436263j 0.00863718+0.0305778j 0.171499+0.0269767j -0.0239304-0.087584j 0.0801328+0.0815937j -0.0233977-0.0251564j -0.0030988-0.10539j 0.101511+0.00931253j -0.0946146+0.0940539j -0.0920982-0.0844056j 0.0807151+0.0375393j -0.0559668+0.0262954j 0.0519352+0.107704j -0.0159967-0.05812j 0.0392037+0.0188852j 0.0289831-0.00413987j 0.00598277-0.110952j 0.0919781+0.01679j 0.070454+0.209396j 0.118852+0.0479922j 0.0533042+0.0938887j -0.151916+0.0232307j -0.164513-0.0603586j -0.0342579-0.058168j 0.0491735-0.0110828j -0.000446967-0.0358543j 0.0844039+0.025889j 0.00533649+0.0700664j -0.0165999-0.0112433j 0.0114104-0.0242278j 0.0288316+0.00863729j -0.00303295-0.015457j -0.0262358+0.0222092j -0.00341115+0.00685925j -0.0073596-0.019368j -0.00370485-0.0129109j 0.0294704+0.0198472j -0.0126643-0.00290687j 0.0256793-0.03666j -0.00260478-0.015994j -0.0121999-0.0264698j -0.0220633+0.00154469j 0.00639102-0.00682851j 0.0154277-0.0198458j -0.0181197+0.0396834j 0.00814609-0.0249652j -0.015621+0.0553843j 0.0883831+0.00922263j -0.0224045+0.0072046j -0.00866876-0.0356504j -0.0587349-0.065642j 0.0196513-0.00628734j -0.000924243-0.0156727j -0.0640656+0.0631002j -0.015367+0.0240488j -0.00258931+0.0437839j -0.0334426-0.0918662j 0.0232829-0.156229j 0.0919277+0.0796197j 0.00515071-0.0381196j -0.00971614+0.03845j 0.145833-0.00513194j 0.0706618-0.00237402j 0.0328615-0.0172922j 0.0264479+0.0222665j 0.0288861+0.0642724j -0.01944+0.0266551j 0.0049369+0.0455833j -0.0853667-0.00143243j -0.0638298-0.0305972j 0.033448-0.00662735j 0.0043443+0.136361j -0.183693-0.0930862j 0.0121047+0.180766j 0.217584+0.120724j 0.0929069+0.143465j 
-0.113872+0.181086j -0.0643883+0.0446259j -0.0678756+0.123092j -0.14447-0.0520846j 0.015019-0.0996248j 0.0639995-0.0169378j -0.0543066-0.0578157j -0.00631505+0.0379739j 0.00922207+0.0233761j 0.006605-0.0262571j 0.000493329-0.0241737j 0.00268755-0.0293249j 0.0091074+0.0059972j -0.035459+0.0229863j -0.00175642+0.0208327j 0.0154257+0.0045063j -0.0171196-0.0149766j 0.032849-0.0242402j 0.00897831+0.0170562j 0.0367903-0.00391895j 0.0163648-0.0112042j -0.00237438+0.032978j -0.00541425-0.0047862j -0.0227511+0.0111616j -0.00270498+0.0150571j -0.0228337+0.0196234j -0.0167094+0.00589556j 0.013115+0.0226714j 0.0117176-0.0311527j 0.00106836+0.00709051j 0.00093171+0.0278091j 0.0129332-0.0156853j -0.0277363+0.041624j -0.0446212+0.0314184j 0.0341837+0.00856926j 0.00382445-0.0213417j 0.000575635+0.0297198j 0.0696333-0.0113377j -0.0250137+0.0545623j -0.0182583+0.022848j 0.0518655+0.0200264j 0.0469412-0.02589j -0.12585-0.0466272j 0.0777331-0.150395j 0.00379114+0.0730734j -0.120096+0.0126543j -0.0432181-0.182546j 0.0965858-0.00403823j 0.104177+0.0633011j 0.0280875+0.0589956j -0.023619-0.0267598j -0.0903558+0.0183937j -0.0272187-0.0116126j -0.112289+0.00390592j 0.0426546+0.0931657j -0.0649635+0.047614j -0.0396433-0.0774832j -0.245282+0.0585371j -0.0315246-0.209259j 0.049213+0.249787j 0.0966334+0.11021j 0.0279595-0.0521013j 0.0764244-0.183132j -0.0325207+0.0224022j 0.0101153-0.0546728j -0.0556655+0.022221j -0.00426138-0.0485254j -0.179379+0.182143j -0.0198879-0.111874j 0.161638+0.0246018j 0.0202144-0.0137482j -0.0697303+0.115954j 0.0198887-0.00904606j 0.0452787-0.0389066j 0.039853+0.0498345j -0.0335255-0.00599082j -0.0433717+0.0243818j -0.0404002+0.101258j 0.0276265+0.019856j 0.105829-0.0137251j -0.0478441+0.0423384j -0.0230121+0.0513256j -0.0299346+0.0272127j -0.0224496-0.0216895j 0.0109314+0.0634158j 0.00178166+0.0582359j 0.044866-0.0378718j 0.0631679-0.019534j -0.0263647-0.0145549j -0.03609+0.0074815j 0.0296798+0.0180517j 0.0110267+0.0165496j 0.0431827+0.00416224j -0.0167561-0.0304828j 0.000271894+0.0991565j 0.0392526-0.055936j -0.0712276-0.053328j 0.00442265+0.0349826j 
0.0587648-0.041927j 0.0619077-0.0248125j 0.0282424-0.098054j 0.0688707-0.0228649j -0.0134724+0.0198323j 0.0222928-0.00637741j -0.0310383+0.0184786j -0.021103+0.0175728j -0.0221214+0.00597103j -0.017949-0.0109435j 0.0160892+0.00580545j -0.0121468+0.0298695j -0.0184315+0.00185095j 0.00768379-0.00314409j 0.0086584+0.00544683j -0.0126552+0.00138924j 0.0173512+0.00129769j -0.00507346-0.0126897j -0.000173304-0.000405267j -0.0244085+0.00574433j -0.0176291+0.00713649j 0.0111117+0.00497943j -0.00433041-0.00256888j 0.0100527+0.0129619j 0.00445497-0.0104394j 0.00577851+0.00339716j -0.00678578-0.000987865j 0.0235139+0.00978362j -0.0389041+0.00175226j 0.0120427-0.0034331j 0.0106944+0.0271192j -0.00429957-0.00988055j 0.0301266-0.00740546j -0.00162435+0.0100644j -0.00690888+0.0259823j 0.000166517-0.009879j -0.016139+0.0102191j -0.0228778-0.0245527j 0.0323667-0.0311798j -0.0012011-0.0122967j -0.0616895-0.0267835j -0.0505419+0.0768164j 0.045103+0.0186976j -0.0525159+0.0886731j -0.0148272+0.0207694j -0.0595794-0.052632j 0.0633208+0.0104423j 0.00830025+0.0144724j 0.0557692-0.0491379j -0.0565492+0.0808659j -0.0588458-0.0119785j 0.0558092-0.0255834j 0.0176751+0.0231336j -0.0162898+0.0273888j -0.0332834-0.0126327j 0.15255-0.0683184j 0.0315537+0.0164285j 0.0272291+0.0423285j 0.0137861+0.00461667j -0.0163242-0.147399j -0.0189821-0.020311j 0.0118489+0.0250105j -0.000520458+0.00595191j 0.0562542+0.0208134j 0.0566222+0.0296079j 0.012137-0.0310768j -0.0818175-0.0125949j 0.00940235-0.0347221j -0.0598011-0.0166529j -0.0780178+0.0199105j -0.0179247-0.0174816j 0.0238381+0.00621023j 0.111926+0.0467188j -0.0104513-0.0364261j 0.0182858-0.00818025j -0.00176942-0.0187605j -0.0351924-0.0619635j -0.0581034-0.0228405j 0.0522018+0.0465784j 0.0667493+0.104117j -0.105023+0.0444958j 0.0309237+0.094032j -0.0327901+0.00353228j -0.152263+0.0883381j 0.00160056-0.00782436j 0.0130768+0.0858381j -0.0321034-0.0302958j 0.0225536-0.0555392j 0.00758193-0.0296198j 0.0448378+0.0252164j 0.00513062-0.0188197j 0.0133268+0.0341317j -0.0541736-0.12098j 0.0782882-0.0816194j 0.0834597+0.145475j 0.12573+0.000203881j -0.0778112-0.0211324j 0.0470488-0.00661226j 
0.0650247-0.0258719j -0.0592958+0.0421315j 0.0645802-0.0198715j -0.031032+0.102442j -0.0173822+0.0110492j 0.0222378-0.0152273j 0.040634-0.0198901j -0.0334627+0.0142133j -0.00699513-0.0174357j 0.00963031+0.015126j -0.00402263-0.00709143j 0.0284473+0.00425977j -0.0316157+0.0160916j -0.0131286-0.00204179j -0.00100884-0.00207046j -0.0132175-0.00489456j -0.00715102+0.00318509j 0.00736306-0.00230597j -0.0147636-0.00310381j 0.0162162-0.00700409j 0.021482-0.00135589j 0.00536375-0.0114645j -0.00307735-0.000479204j 0.0317345-0.00775176j -0.0373835+0.00447606j 0.00912724-0.00179001j -0.010114-0.0144705j 0.0164917-0.0114301j -0.0130413+0.00817079j -0.0200243-0.00502518j 0.0151394-0.00231242j 0.0193212-0.00421479j -0.00799716-0.0209862j -0.0136639+0.0223568j 0.00600581-0.0417305j 0.00170207+0.00288641j -0.0289115+0.0030099j 0.0315719-0.0385747j 0.0176195+0.0128854j -0.00754528-0.0117402j 0.0445232-0.0807849j -0.0715254-0.0126721j -0.0405922+0.0867787j -0.0553062-0.0280777j -0.0591738-0.0308519j 0.0398968-0.0113765j -0.00584199+0.0737496j -0.0458198-0.0389477j -0.0493015+0.0565217j -0.085239+0.0341118j 0.0301168-0.0827708j 0.0159552+0.0256987j -0.0430835-0.0208719j 0.0803059-0.0389301j -0.0524666+0.0114085j 0.0476246-0.0790813j -0.103403-0.0170178j -0.0262132-0.0571759j 0.0362113-0.00383507j -0.101092-0.0302969j 0.0394863+0.0298158j 0.0546502-0.0274387j -0.0512965+0.0499382j 0.0141048-0.0559122j -0.0320543-0.0960284j -0.0185607+0.0130396j -0.0169926+0.0146466j -0.030818-0.0120997j 0.00366327-0.00129742j 0.0888984+0.00198785j -0.000485715+0.0101128j -0.0181044+0.0507333j -0.000181673-0.00536883j -0.0354813-0.0573195j 0.00269414+0.00598222j -0.0211881-0.0318264j -0.101198-0.0114275j -0.000275038+0.0428631j 0.00837054-0.0437466j 0.110552-0.0339019j 0.0564454+0.163695j 0.0691029-0.031636j 0.0603472+0.0531521j 0.0725192+0.064276j 0.0990435+0.0510396j 0.0791381+0.0159506j -0.00559773+0.0687708j 0.0147994-0.0561563j -0.0328009+0.00815659j 0.0151525-0.0148682j -0.046942+0.0010392j -0.0273143-0.06923j 0.0306849-0.0674135j 0.0346141+0.0877577j -0.141288+0.014017j 0.0857283+0.149691j 0.0478349-0.00775926j 0.0806956+0.0216949j 
-0.00532476-0.00232121j -0.0288185+0.00768397j 0.00236934+0.0408509j -0.0410594+0.042118j 0.00245197-0.0123246j -0.00578832+0.0112802j 0.0478233-0.0114806j 0.0150905-0.0235074j 0.00972986+0.000785678j 0.00308283+0.00720543j -0.0157701-0.00423146j 0.018191-0.00155481j 0.0326515+0.00238717j -0.0025138-0.00875575j -0.00141819-0.0113016j 0.000307216+0.00691295j -0.00893068-0.00384844j -0.0168488+0.0128285j -0.0151761+0.00125816j -0.00422267-0.013248j 0.000986127+0.0134916j 0.00164223-0.0091951j -0.000170467-0.00631417j 0.00570484+0.00614897j 0.0310998+0.00569079j -0.00767288-0.0140916j 0.0117121+0.000808458j -0.00896728-0.00825023j -0.00171748-0.020799j 0.0136556-0.000848665j -0.00297732+0.0142041j -0.0231158-0.00604279j -0.00279346+0.0213328j 0.00907838+0.00522953j 0.00874119-0.00613193j -0.00678285-0.0134801j 0.00453628+0.02571j 0.0344193+0.015733j 0.0101119-0.0231998j 0.0111358-0.000475927j 0.0223297+0.016246j 0.00146948-0.0105801j -0.00785315+0.0271175j -0.0116843-0.00974284j -0.0258689-0.012493j 0.0176644-0.0147521j -0.00448188+0.0132136j -0.00918532-0.00973718j -0.00727365+0.00635566j -0.0108552+0.000340811j 0.0159131-0.0144378j -0.00712633+0.00924902j -0.00755424-0.00779668j 0.0136051-0.0043977j -0.00609154+0.0105157j -0.0194497+0.0011624j -0.0298171-0.0143752j -0.0118306-0.012423j -0.000888918+0.0014488j -0.0157169+0.0251294j 0.011645+0.00562916j 0.0121403-0.00906673j -0.0106347+0.00456078j -0.00685942-0.0143102j -0.0198841-0.0251452j 0.00213155+0.0115221j 0.0141527+0.0145981j -0.0131288+0.00610479j 0.00923776+0.0148016j 0.0460073-0.0102469j 0.00530659+0.00415424j -0.0119483+0.00205914j -0.0289361-0.0103692j -0.00697884+0.0071051j -0.00573477+0.000837812j -0.00759823+0.00738568j -0.00920138+0.0164949j 0.0151343+0.0255844j -0.00198544-0.0213633j 0.0178067-0.0486334j 0.0432762+0.0246286j 0.00846864-0.0405749j 0.029178+0.0203147j 0.0654013-0.00316625j 0.0249261+0.00833601j 0.00170904-0.00782291j 0.0192021+0.0040095j 0.00672207+0.0167819j -0.00584949+0.000971273j -0.00682817+0.0106484j -0.0273072+0.0102946j -0.00968058-0.0189505j 0.0192634+0.0204659j -0.0122697+0.0485776j -0.0557415-0.0367613j -0.00497082+0.0441642j 0.0544248+0.0205449j 0.0164634+0.0289905j 
0.0339122-0.00874628j -0.0102424-0.00070243j 0.0399825-0.0422104j 0.00196691+0.0458981j -0.0239331+0.00885501j 0.0312553-0.0187992j 0.0180495-0.0242564j -0.0385834+0.00856737j 0.00706946-0.0164621j -0.00716009-0.00133673j 0.00121333-0.000183805j 0.030346+0.00227435j -0.0181907-0.00087645j -0.00630139-0.00311953j 0.00591974-0.00762007j -0.00339429-0.0138297j -0.00577146+0.000660665j -0.0148671-0.00638396j -0.0111798-0.0156719j 0.0231047-0.00224224j 0.00113207+0.00163834j 0.0125641+0.00170156j 0.0178587+0.00292944j 0.00297225+0.00756277j -0.00742113+0.0170982j 0.0171526-0.00602347j 0.0186359+0.0212462j 0.00582001-0.00672816j 0.0287996+0.00113803j -0.0041891+0.0181278j -0.0167971-0.0107849j 0.00707633-0.0186685j -0.00783293+0.000266754j -0.00879443+0.014821j 0.00946584+0.0066043j 0.00504741+0.00114426j -0.029332-0.00030014j -0.00567986+0.0265633j 0.0294484+0.0198259j -0.00611362+0.00572953j 0.00264151-0.0140186j -0.0257145-0.0163963j 0.0094218+0.0134525j -0.0138937+0.0233738j -0.017002+0.0165139j -0.0252191-0.0182937j 0.0113212+0.00070375j -0.00708565-0.00235001j 0.0074355-0.00591516j -0.019954+0.0139901j -0.00964398-0.0179636j 0.0171213-0.00735432j -0.005804-0.00334321j 0.00762719-0.000286901j -0.013505-0.000464459j 0.042854-0.0273415j -0.0209036-0.0067832j -0.00805821-0.000178196j 0.0117988-0.00318084j -0.0290478-0.0329367j 0.00471975+0.011368j 0.0177877-0.00494338j -0.00831226+0.00289106j 0.01829-0.0062097j 0.00785239-0.0233527j -0.00391526-0.00247928j -0.0260694-0.00121482j -0.0134095+0.000181366j -0.0183003-0.00834919j 0.00959438+0.00627381j -0.0046043-0.00553373j -0.00452367+0.0207895j 0.0288781+0.00901537j -0.00816281-0.0297422j 0.00624929+0.00320653j -0.0065172-0.013035j -0.0410461-0.0142437j -0.0163379+0.00903795j 0.0270841-0.00024379j 0.0530754+0.016003j -0.011085+0.0583781j 0.0255916+0.0105391j -0.00193913+0.0179332j -0.0246219+0.0451562j 0.0366365+0.0160851j 0.0238651+0.015391j 0.00937524+0.0162409j -0.0104773-0.0169657j -0.00179829+0.00916655j 0.0088979+0.00362834j -0.0212758+0.00115468j -0.000234392-0.00763831j -0.0137733-0.055796j 0.0351606+0.00316522j -0.0121541+0.0480444j 0.0552303+0.047426j -0.0166984-0.0293799j 0.0594953+0.0182464j 
0.0175924-0.00705045j 0.0639939-0.0227172j -0.00800981-0.0352737j 0.0490093-0.0511408j 0.00289091+0.0268038j 0.00313501+0.00565803j -0.0266494+0.02183j -0.00303463-0.00674068j -0.00382563+0.00265589j -0.0170735-0.00363855j 0.0213904-0.0057042j -0.0152015+0.00932987j -0.0047127-0.00748112j 0.0188675-0.00276971j -0.00171685+0.00317307j -0.00513052+0.00508573j 0.0151207-0.00346783j -0.000130956-0.013145j 0.00932693-0.00271487j -0.00690847+0.0116621j -0.0133353+0.00640569j 0.00969503+0.00163223j 0.00435919+0.0071022j -0.000828658-0.00567804j 0.0205728+0.00349684j -0.00475589+0.00198717j 0.00328929-0.00893853j -0.00347913+0.00819396j -0.00173098+0.0120062j 0.00248701+0.00812363j 0.0126472-0.00878123j -0.0116798-0.00113766j -0.0069947-0.0128j 0.00708274+0.0103432j -0.0072404+0.0164512j 0.0125568-0.0142056j 0.021867+0.00876932j -0.0395688+0.0104597j -0.0013537-0.0189845j -0.00109387-0.000840046j -0.0448546+0.0108115j -0.000269976+0.0355328j 0.02943-0.0253891j -0.0114729+0.0388951j 0.0198149+0.0120894j -0.0193783-0.00374436j 0.032762+0.0264194j -0.000428677+0.0288368j 0.00548071-0.0442356j 0.00501106-0.0236728j -0.000606913+0.00812622j -0.00145038+0.00890047j 0.0342209-0.0184099j -0.0266911+0.0428466j 0.0391633-0.0182656j 0.0362936+0.0298006j 0.0144775-0.00155879j 0.0128247-0.0040942j 0.00389561-0.00799859j 0.0387791-0.0465198j -0.0778139+0.0134394j -0.0168057+0.0537776j -0.0168828-0.021412j 0.0768269+0.0108927j 0.0237189+0.025887j 0.0107686+0.0285022j 0.0279543-0.0133157j -0.018124+0.0256866j -4.56029e-05+0.00783859j -0.0223135-0.0502135j 0.00852972-0.00381812j -0.00134193-0.0606914j -0.0346123-0.00478064j -0.00101087+0.062389j -0.0444294+0.0127616j 0.0373256-0.0173873j 0.0448227+0.022467j 0.0563533+0.0675515j 0.096734+0.0627005j 0.0362891-0.0283402j -0.0460253-0.024367j 0.0380864-0.100235j 0.0752521+0.0429962j -0.0495045+0.00550614j -0.0552136+0.00182792j -0.047489+0.00492532j 0.00382315-0.0372054j -0.0500329-0.0433035j -0.0350354-0.0729652j -0.00109608+0.0324086j -0.0524681+0.0686475j 0.146666+0.0346373j 0.0315735+0.067209j -0.0200552+0.0202857j 0.0493719+0.0847421j 0.0238617-0.037519j -0.0439149+0.024271j -0.0148911+0.00511608j 
-0.0668272+0.0223116j 0.0178935-0.00534961j -0.0356097+0.0539144j -0.0132662-0.0265639j 0.0155838+0.00335725j -0.0168963+0.0458526j 0.000173365-0.016184j 0.00950907+0.000896839j 0.019553-0.000479681j -0.00790481+0.00839258j -0.0114605+0.0145008j -0.0176805-0.0019707j 0.0147557+0.00169726j 0.00577573-0.00615591j -0.00860052+0.00540846j 0.0269908+0.00384303j -0.00385213+0.010853j 0.00242261+0.0119608j 0.0168432+0.00391487j 0.0169248-0.00281185j 0.00461393+0.00482828j 0.00314633-0.00272196j -0.000576446-0.00487931j -0.00562033+0.004798j 0.00422845-0.00495378j -0.00951713-0.00824636j 0.00743043-0.00973735j 0.00153591-0.013496j 0.00365005+0.00368468j 0.00468932-0.010637j -0.010063-0.0033901j 0.00972346+0.00587437j -0.00477094-0.00911564j -0.00278188-0.0211238j 0.033566+0.00461393j 0.0184695-0.00423251j 0.0172339+0.00208122j 0.0118252+0.0231401j -0.0236374+0.0145807j 0.00876635+0.00732446j -0.00419938+0.0395599j 0.0444892-0.0118442j 0.0167157-0.0255255j 0.0303477-0.0144347j 0.0177697-0.0218815j 0.026361+0.00565837j 0.0202053-0.00129631j 0.00250285+0.0840691j -0.0100693+0.0351163j 0.00577959-0.00677817j -0.034273+0.00618789j -0.028007+0.000288803j -0.0512535+0.054767j 0.0121801-0.0185883j 0.00874226-0.0862003j -0.0377234+0.0184311j 0.000696973+0.0432825j 0.0276852-0.00042893j 0.0308345+0.0241006j 0.0597538+0.0204315j 0.0448273-0.0246356j -0.0170975-0.0330154j -0.0831396-0.00904372j -0.0537617+0.0308231j -0.039867-0.0173466j -0.0313615+0.00701831j 0.036993+0.0118862j 0.0849632-0.0365509j 0.030956+0.00952733j 0.026005-0.0208858j -0.0337334+0.00969582j 0.0441134-0.0195374j -0.041693-0.0428713j -0.0621951-0.0340831j -0.0114953+0.0137649j 0.029442-0.0274785j -0.0381973-0.0445574j -0.0351431+0.0192454j -0.0303496-0.00127655j -0.0184262+0.0823511j 0.0527173+0.0117117j 0.0371965-0.0101216j -0.0419186+0.098441j -0.0201463-0.0126768j -0.00956449-0.0590695j -0.0635927-0.0585464j 0.00969717+0.0383537j 0.0484166+0.0199263j -0.0130189+0.0125443j 0.0335891-0.0302145j 0.104506+0.0410204j -0.00557318-0.0926663j 0.0974869+0.00369779j -0.00207424+0.00117497j 0.0119939-0.00281901j -0.0211368-0.0697959j 0.018839-0.0180627j -0.0242209+0.0333309j 
-0.0213546+0.0126298j -0.0229069+0.0133944j -0.000721879+0.00791889j -0.0228224-0.00562151j -0.0135211-0.0324921j -0.00301013-0.0114142j -0.0197093+0.00112794j 0.00360955+0.0177356j -0.0049942+0.0071971j 0.00726925-0.0104292j -0.0133791+0.00818642j -0.00218965+0.00324982j -0.00620228+0.00191236j -0.0120092+0.00366005j 0.00825991-0.00145355j -0.00295855+0.00743671j -0.0105059-0.00291365j 0.00391176-0.00174499j -0.00460904-0.00206962j -0.000554389+0.00154756j -0.00401056+0.0024139j 0.00263463+0.0121799j -0.00455332-0.00545505j 0.00158802+0.0136739j -0.00426159+0.00425687j 0.00296237-0.000878809j 0.000908023+0.0073597j -0.00816679+0.00846235j -0.0148534-0.00354631j -0.00788078-0.00814642j -0.00724579-0.00780035j 0.0156875+0.00288036j -0.00723136+0.00629603j 0.00133126+0.00713064j -0.0106562+0.00442563j -0.00493359+0.00613934j -0.00244104+0.0042889j -0.000627094-0.000206307j -0.0110842+0.000312569j -0.0119648+0.00104762j 0.0144215-0.0123889j -0.00307339-0.00395984j -0.0305612-0.00761358j 0.0113541-0.0297313j 0.013481+0.0181192j -0.0337181+0.0156764j -0.0491123-0.0745991j 0.025754-0.0400686j 0.0386969+0.00687052j 0.0152689+0.0146535j 0.00580741+0.0310687j 0.00566054-0.00785746j -0.0152594+0.0160977j -0.0218082-0.0162236j -0.0134716+0.0464231j 0.00397066-0.00445764j 0.0140022-0.0241726j -0.0200456+0.0311378j -0.0435629+0.0297942j 0.0107234+0.00224127j 0.0254857+0.0189207j 0.0576653-0.00709073j 0.049375-0.0287476j -0.0159572-0.0208322j -0.025411-0.0245486j 0.0274213-0.0423053j -0.00611855-0.0138431j -0.023744+0.0106148j 0.0149894-0.00741914j -0.0168585+0.00463685j 0.0198369-0.0407459j 0.000877681-0.0209835j 0.0253548+0.0332948j 0.026204+0.0110747j 0.007072-0.0277878j 0.0722366+0.0088388j -0.0011576-0.0253527j -0.0338567-0.0747671j 0.0178146+0.0200988j -0.0111511+0.0230044j 0.0355548-0.00854063j 0.0204541-0.0196333j -0.0538939-0.0132923j 0.0309882-0.0180528j 0.0329965-0.0333579j 0.00799569+0.0280828j -0.00152344-0.00580412j -0.00495092+0.035747j -0.0518802-0.0274972j -5.46873e-05+0.0294259j -0.015566-0.0471489j -0.0705416+0.0312469j -0.0456737-0.0284888j -0.0223502-0.0767876j 0.0225958-0.0211979j -0.00536349-0.0302232j -0.0167908-0.00839331j -0.00680065-0.0178461j 
0.0201149-0.00825671j 0.0180056-0.0127587j -0.00247608-0.03183j 0.0129944+0.00499781j 0.000725432+0.0166928j 0.0256451+0.00918478j -0.00788235-0.0113623j -0.0114034+0.0199915j -0.00559344+0.00233139j -0.0143822-0.00061428j 0.0018363+0.00115866j 0.000754563+0.00956571j -0.00674363+0.00753605j 0.0027718-0.00269221j 0.000813789-0.00268091j -0.00111393+0.00489391j 0.00721373+0.00390633j 0.000647173-0.00422994j -0.0034583+0.00172605j -0.00148089+0.00561657j -0.00717749+0.00197578j 0.00996135+0.00509307j -0.00641156-0.00406902j 0.010023+0.00359811j 0.00721259-0.00268438j -0.00107608+0.00694573j 0.0159447-0.00248786j 0.0107507+0.000419167j -0.00569488-0.00213367j -0.00859372+0.00332976j -0.0032124+0.00533374j -0.000469533-0.0139082j 0.00426863-0.00815142j 0.00333704+0.00454231j -0.0155448-0.00535627j 0.00273573+0.0135906j -0.0128239+0.00911493j -0.0041222-0.0157733j 0.0099275+0.000399068j -0.0114323-0.00910654j -0.0170433-0.0117103j -0.00486497+0.0209984j 0.00587198-0.0116625j 0.00440656+0.0220517j 0.00290043+0.00284366j -0.02867-0.00739967j 0.0156376+0.00352596j 0.0271373+0.0175546j 0.00976716+0.00892086j -0.0319698+0.0310562j -0.0147455-0.00440141j -0.0154612+0.00529935j -0.0132978-0.0165851j 0.0146692+0.01685j 0.000282493-0.0449354j 0.019612-0.0240725j -0.00516016-0.0343928j 0.0150343+0.0199366j 0.0204916+0.019188j -0.013852-0.0266957j 0.00649126+0.00480702j 0.0315857+0.0289257j -0.00611159-0.0253194j -0.0090779+0.0347697j 0.0287041+0.0129454j -0.021801-0.0245821j 0.0277815-0.0214044j 0.00555262-0.0225384j -0.0224288-0.0517264j 0.00504353-0.0182095j -0.0260987-0.0178772j -0.0101206+0.016845j 0.0228762-0.0249401j -0.0450973+0.0715972j -0.0201746-0.00091267j -0.0368965-0.0207888j -0.00148741-0.00834312j -0.019027+0.0560444j 0.019247-0.0375643j 0.0412091+0.0012969j -0.0254525-0.0347541j -0.00709127+0.00500185j -0.0191031-0.00397673j -0.00828468-0.051395j -0.0129024-0.0138856j 0.0649494-0.00463223j -0.0352463-0.0344077j -0.0299019+0.02617j -0.030497-0.00241408j 0.0197093-0.00721806j 0.0313479+0.00192512j -0.00433392-0.028618j -0.0174118-0.0536778j 0.0218041+0.00992717j -0.00710283+0.0287838j 0.0265031+0.024567j -0.00702006+0.00988329j 0.00617741-0.0014895j 
-0.00681783+0.00245015j -0.0380101+0.0146887j 0.010155+0.0161931j -0.017502+0.0319707j 0.000255243-0.0159433j 0.0039628-0.00614578j 0.00800018-0.0142858j 0.00192571+0.0105349j -0.0118025-0.000524955j 0.00713491-0.00068398j -0.00698308+0.0121288j 0.00539784-0.00123606j -0.0118082+0.0155531j -0.0130556-0.00963968j 0.00387408+0.00876824j -0.00389756+0.00111166j -0.00849732-0.00157597j -0.0100716-0.000267324j -0.0073853-0.00727781j 0.00448376-0.0150487j 0.00158502-0.0078952j 0.00255231+0.00308334j 0.00314004+0.0031528j -0.00426243+0.0134738j -0.000318746-0.0120692j 0.00323468-0.00114067j 7.90182e-05+0.00412649j 0.0133176-0.0014888j -0.0088582-0.0165913j 0.000797027+0.00405034j -0.00624211-0.00731761j -0.00519386+0.0179601j -0.00385649-0.006112j -0.00816058+0.00496013j -0.00799515-0.00422833j -0.0158475+0.00916019j -0.0113382+0.00563911j 0.0230064-0.00393111j -0.00931627+0.00615086j -0.0133858-0.00770774j 0.00578536-0.00128824j 0.0025937+0.0137014j -0.00219352+0.000360314j 0.00450966-0.0215997j 0.00885769-0.0228876j 0.0289356+0.0181608j -0.015542+0.00287513j 0.00848911-0.0239399j -0.0126233+0.0227084j -0.0121737-0.0103272j 0.0107989-0.0182242j -0.00155826-0.0172743j 0.0203543-0.0181916j -0.00138124-0.021251j 0.00353206+0.025607j -0.00941117-0.00117229j -0.000552689+0.00718989j -0.0272324-0.000717286j 0.0028975-0.014302j -0.0289637+0.0117024j -0.00160444-0.000366925j 0.00039281-0.00883758j 0.000336197+0.014189j 0.0136673-0.0153687j -0.0136046+0.0172107j 0.000419861+0.0324018j -0.028433+0.0201524j -0.0197216+0.00853612j -0.00868941+0.027709j 0.0149858-0.00874676j -0.0119776+0.00656503j -0.00123054+0.0141568j 0.00336415+0.00289387j 0.0230504-0.0229479j -0.0297438-0.0175098j -0.0247664+0.00799017j -0.0238414+0.0137508j -0.00942783-0.0226497j 0.0191343-0.00850682j -0.0363396-0.0117403j -0.0042204+0.0147393j -0.00432584+0.00613014j -0.0126456-0.0134677j -0.0185663+0.00864279j 0.00782834-0.00526931j -0.0205615+0.00687146j 0.0354574+0.0170003j -0.00703798-0.0335766j 0.0293178-0.0158371j -0.0198803-0.00594982j -0.0232129-0.00433221j -0.0217002+0.000923048j -0.00286768+0.0218808j 0.00427904+0.00560066j -0.00200031-0.0288756j -0.0261809+0.00414663j 0.00654898+0.0134635j -0.0154735-0.0157266j 
