0.00429951+0.00355638j 0.00752978-0.00116484j -0.0062445-0.000115599j -0.00557162-0.00169222j 0.000646159-0.000416055j -0.00144182+0.000185696j -0.00697558-0.000795908j -0.00235069-0.000110044j 0.00240242+4.49367e-05j 0.00203494+0.000305605j -0.00323445-0.000254755j -0.00014386-0.000164178j -0.00275503-0.000128506j -0.00166844+4.9641e-05j 0.00316217-0.000207775j 0.00195967+0.000242256j -0.00145392-1.76316e-05j 0.00186542-0.000563764j -0.000603041-0.000468396j -0.0032514-0.000166953j -0.00246091+0.000225993j -0.00174382-0.000460529j 0.00125847-8.7056e-05j -0.00513689-6.13788e-05j -0.0019666+0.000553763j 0.000303886+0.000552422j 0.00293969+0.00235529j 0.00607165-0.00101127j -0.00152877-0.0015451j 0.00547077+0.00806731j 0.0133397+0.00481547j 0.0234363+0.00170898j 0.000254863-0.00803098j 0.01204+0.00175771j 0.00094661-0.00165907j -0.000508359+0.00377393j 0.00629948-0.000542437j 0.000437722-0.00624641j -0.000631515+0.000252975j -0.00200098+0.000812318j 0.00230029+0.000168113j 0.00241503-0.00442007j -0.00113863+0.00225968j 0.000541766+0.00257316j -4.65069e-05+0.000349986j -0.000752257+0.00307431j 0.00172738-0.000131416j -9.54019e-05-0.00264894j 4.09434e-05-0.000717113j -0.00125153+0.00425541j 0.000117814+2.13329e-05j -0.00019476-0.00211045j -0.00165077+0.000544318j 0.000433839-0.000312219j -0.000394375+0.00178199j -0.000617226+0.00331574j 0.000535851+0.000824497j 0.000306642-8.37411e-05j 4.31583e-05+0.00210775j 0.000983014-0.000378506j 0.000946013+0.000582507j -0.0015735+0.00377245j -0.00016823-0.00133584j -0.000854543+0.00324613j 0.000773583+0.00172349j -0.00203257+0.00635668j -0.000162755-0.00368045j 0.00118903-0.00296778j 0.00148434-0.00638385j -0.0015568+0.0103629j 0.000616012-0.0779284j 0.044744-0.0203608j 
0.00267901+0.00168388j 0.0031248-0.00197022j -0.00690795-0.000429651j 0.00952726+0.0045214j 0.00518327+0.00576008j 0.013121-0.000375396j -0.00996366-0.00270281j -0.0058054-0.009783j -0.00942036-0.00854264j -0.00329701+0.00367603j -0.00475723-0.0049245j -0.00389718-0.00403822j -0.00559913+0.00245519j 0.00877082-0.00724089j 0.000693338+0.00252148j -0.0149001-0.00327338j 0.0101052+0.00539843j 0.00430338-0.0025708j 0.00396091+7.95987e-05j -0.0143393+0.00478591j 0.00642518+0.00290435j 0.00328644-0.00644237j 0.00966947-0.00643074j -0.00709777+0.0041455j -0.00910922-0.00118515j 0.00906973-0.000998397j 0.00058061-0.000927044j -0.0148695+0.00222375j 9.10696e-05-0.00269236j -0.00413787+0.00802215j 0.000645821+0.00277738j 0.00711954-0.000751787j -0.00921482-0.00226957j 0.000569082-0.00137764j -0.00471118+0.00561194j -0.00361504-0.000625437j 0.00493038+0.00978713j -0.00303296+0.0155876j 0.0044777-0.0111288j -0.00276412+0.0104015j 0.00203025+0.0113181j 0.00488376-0.0271714j -0.00190664+0.0217631j -0.000411557-0.00307378j 2.11204e-05-0.0180928j 0.000324052-0.0144546j 0.0139175-0.0308764j 0.0113571-0.0290898j 0.000526132-0.0271048j -0.00125326-0.0131508j 0.00263376+0.00314466j 0.003964-0.00753593j -0.00399835+0.0209822j -0.000460952+0.0310124j 0.01217+0.0326452j -0.0131566-0.0170419j -0.00039452-0.0130346j -0.00262531+0.00128879j -0.0013778-0.012712j 0.00210406+0.0218019j 0.00520131+0.0292547j -0.00270989+7.89199e-05j 0.00648411+0.0186287j 0.00245436+0.0156428j -0.00264809-0.0189493j -0.00208246+0.0048002j 0.00164028+0.001346j 0.000458695+0.0123752j 8.94029e-05-0.00257098j 0.000143161-0.00169922j -0.000374689-0.00335832j -0.000112449-0.00403599j 
0.00220551+0.000713936j 0.00191589-0.00161462j -0.00564758-0.000603021j -0.00159724+0.00149985j -0.00544129+0.0025675j 0.000857406-0.00338414j 0.00141236+0.000250975j -0.00264814-0.00803805j 0.0126638+0.00305449j -0.00317301-0.00070207j 0.0218937+0.00115504j 0.0277376+0.00647811j 0.00716639-0.00116763j 0.00145085+0.00113145j 0.00535094+0.00380113j -0.0320062+0.00205919j 0.0100662-0.00563751j -0.0119159+0.00011124j -0.0181837+0.00330727j 0.0312162-0.00313524j -0.0136141+0.00314234j -0.00715895+0.000567767j 0.00784864-0.00373071j -0.00713452-0.0026896j -0.0101524+0.00107959j -0.00746474+0.00254275j 0.00435037-0.000289889j 0.000963129+0.000191558j 0.00156622-0.00281648j -0.00183+0.00602611j 0.00395301+0.00553525j 0.00525423-0.000650113j -0.00122848-0.00580739j 0.00491859+0.0043447j 0.00245801+0.00509973j 0.000771954+0.0010818j 0.00425082-0.000518354j -0.00142036+0.00557159j -0.00334672+0.00591624j -0.00605752+0.00771673j 0.00262167+0.00122212j -0.00160104-0.00194919j 0.00204315+0.00139746j 0.000530534-0.0100283j -0.000379788-0.00325311j -0.00177003+0.0132808j 0.0118511-0.0207207j 0.00950117+0.046247j -0.00848914+0.0246511j -0.00588819+0.0174801j -0.0131832-0.000979175j 0.00994702-0.00272253j -0.00231712-0.0139243j -0.00734553-0.0339313j 0.0106449-0.0535016j -0.0133295-0.029031j 0.00303031+0.00597837j -0.00203484+0.00638329j -0.00230206-0.0111483j -0.0030045-0.0118147j 0.000937443-0.00191667j -0.00354476+0.00828811j 0.00439074+0.00552087j -0.00308772-0.00730264j -0.00288922-0.00926586j -0.00378269+0.00153387j 0.00139042+0.00270803j 0.000541445+0.00540637j -0.000107432-0.00222831j -0.000445541+0.00322331j 4.5562e-05-0.00409842j 0.000163004-0.00245777j 
-0.000455364-0.00279203j -0.0034052-0.000695438j -0.000465204-0.00167251j 0.00666717+0.00215433j 0.000269867+0.00234325j -0.00690351+9.38927e-05j -0.000590822+0.000833566j -0.00760632-0.00576428j -0.0100713+7.68752e-05j 0.00170353-0.00284982j 0.0107256+0.00989188j -0.00256837-0.00314322j 0.00438357-0.0032203j 0.0274961+0.00294665j 0.00775171+0.00141216j -0.0204941+0.00280677j 0.0312587-0.00111208j -0.00507938+0.0010773j 0.00945955-0.00461j -0.00434903-0.00290636j 0.00198367-0.0074325j 0.0078654+8.59524e-05j 0.0121687-0.00502344j -0.00307691-0.0022303j 0.00537298+0.00171647j 0.00042253-4.22331e-05j -0.000874712+0.000131548j 0.000576761+0.000452847j 0.0079633-0.000953975j -0.00292652+0.000885648j -0.00216724+1.04254e-05j 0.000389992-0.000684037j -0.00168957+0.00245593j -0.00288295-0.0016292j -0.000714628+0.00407315j 0.000519492+0.00676431j -0.00065439-0.000815741j -0.00317063+0.00497272j -0.000297362+0.00887196j 0.00112417+0.000762749j 0.00111648+0.00763624j 0.000472148+0.00296968j -0.00356509-0.00893826j 0.000391204-0.032245j 0.000362301+0.0249571j 0.0045752-0.0263363j -0.00243716+0.015004j 0.00281074-0.00728154j -0.00644807-0.00796852j -0.00113507+0.0601061j 0.00717311-0.00621463j -0.00541046-0.00801773j 0.000768624-0.0631825j -0.00774586+0.0108263j 0.00149105+0.0134243j 0.00124957+0.015162j -0.00502127-0.0101305j -0.00139329-0.0283461j -0.00360792-0.034933j 0.00309045-0.0150849j -0.000923108-0.00654699j -0.00246101+0.0151508j -0.00174883-0.00607096j -0.000211384-0.00923822j -0.00280101-0.00555663j 0.00113532+0.000647803j 0.000354791-0.00662262j 0.000601962+0.00596434j 0.000105855-0.00352492j -0.000298659-0.00310482j 0.00144184-0.00126036j -0.000331618+0.00206095j 
-0.000109557-0.00150221j -0.000129745+0.00081679j -0.000208427-0.0016913j 7.18574e-05+0.00185049j -0.00129927+0.00148463j 0.00390681-0.00451984j 0.00227985-0.00299696j 0.0119691-0.00233285j 0.0110652-0.000636293j -0.00302014-0.00209678j -0.0304245-0.0135812j 0.0183308-0.000310741j -0.00907184+0.00114095j -0.0213843-0.00246943j 0.021808+0.00765295j 0.0104968-0.00521307j 0.0043071-0.0002217j -0.0106401-0.00184933j 0.000993498-0.00356019j 0.0104176-0.00474248j -0.00867112+0.00862989j 0.0133192-0.000985614j -0.00384563-0.00211012j 3.54453e-05+0.00269516j 0.0061096-0.00404835j -0.0049551+0.00150335j -0.00251432-0.000565703j -0.0129333+0.000317736j 0.00134748-0.00136j -0.00364834+0.000403422j 0.00374548+0.000595831j -0.0057267+0.00219294j -0.00247253+0.00139099j -0.00192245-0.00214252j -0.00222264-0.00498003j -0.000573416-0.00739678j 0.000860448+0.00355j -0.00166348+0.00713143j -8.93952e-05+0.00131883j -0.00120327+0.00642915j 0.00280142-0.0240439j 0.00171537-0.00178021j -0.00638697+0.0137409j 0.00630716-0.0006793j 0.00712185-0.0272966j 0.00739083-0.016952j 0.0115072-0.0235686j -0.0116198-0.00100131j 0.000384151+0.0303835j 0.00139286+0.0436505j -0.000146774-0.00860977j -0.00280782-0.0280737j -0.00710208-0.0281447j 0.0166074+0.0168175j -0.00325911-0.0114159j -0.00683605-0.0338881j -0.00287171-0.00561442j 0.00598729-0.00784754j -0.00118806+0.00529256j 0.00203275-0.011321j 0.000182663-0.00993435j -0.00129807-0.000913874j 0.00412772+0.0176351j 0.00226283+0.00618335j -0.00025173+0.00323215j -0.0014119-0.0056031j 0.00174274+0.00704733j -0.000295602-0.00854368j -0.000264239+0.00262819j 0.00131793-0.0108548j 0.000804573-0.00025852j -0.000429076+0.00521615j 
0.00072276+0.00246036j 0.00179315-0.00126142j 0.00166237+0.00417188j -0.0025216+0.00127255j 0.0025607-4.94335e-06j 0.0084082+0.00321887j -0.00272292+0.00473851j 0.0085333+0.00512987j -0.0120637-0.00272109j 0.015316-0.00152666j 0.0226588+0.00926595j 0.0160827+0.0059033j 0.0159839-0.0024855j -0.0150406+0.0066447j -0.0179371+0.00600905j -0.00103924+0.000633974j -0.00575718-0.00536828j -0.0136364+0.00343492j 0.00690287-0.0101844j -0.0136367+0.00730399j -0.0362149+0.00566817j 0.00579952-0.00124345j 0.00356549-0.000263676j -0.00246741+0.00102379j 0.00669551+0.00260014j 0.0089299-0.00288414j -0.00479672-0.000706919j -0.00225448+0.000423751j -0.00166282+0.00180228j -0.00114378+0.00133233j -0.00192056-0.00252131j -0.00106035-0.00455865j 0.000988259-0.00344342j 0.000507706-8.29258e-05j -0.000863749-0.00207708j -0.00306406-0.00640745j -0.00165298+0.00453884j 0.0024346-0.00255326j 0.000672977-0.0130617j -0.000848118-0.0030581j -0.00735861+0.0111539j -0.00479822+0.0183297j 0.00353494+0.00238159j 0.00203767+0.0187996j -0.00434888+0.0194064j 0.00639526-0.0517974j -0.00201944-0.00439018j 0.00136713-0.0110585j -0.00230418+0.0176097j 0.0135995+0.0319628j -0.00290772+0.0620277j 0.000689953-0.00831383j -0.0027059+0.0110563j -0.00223178-0.0373458j 0.000626269+0.00843401j 0.0077178-0.00190154j 0.000977618-0.00677333j -0.00194372-0.0216287j 0.00783519+0.0267446j 0.0053515+0.0223279j 0.00371998+0.00462765j -0.00356584-0.0148959j 0.00155003+0.0027025j 0.000575968-3.71337e-05j 0.00316441+0.00381531j 0.000792258-0.00220056j -0.00149264-0.0055702j 0.000457063+0.00382829j 0.000397668+0.000853246j 0.00134347-0.000417883j -8.61763e-05+0.00268492j -0.000971765+9.51746e-05j 
-0.000189559-0.00314046j -0.00374432+0.000727411j -0.0118021-0.00376114j 0.00546999-0.00184497j -0.0104151-0.000501515j 2.56304e-05-0.00319089j 0.000287457-0.000271218j -0.00632867-0.00583451j -0.0176616-0.00026665j -0.00178936+0.00271504j -0.0190674+0.00359405j 0.0260875-0.00563346j 0.0213476+0.00201635j -0.0174221-0.00601501j -0.0137807+0.00290868j 0.00319311+0.00110606j -0.0206548-0.00576522j 0.0122768-0.00638467j 0.00522987+0.00792254j -0.00415333-3.48941e-05j -0.00545955+0.000481777j -0.0153985+0.00174962j 0.0149833-0.000561339j 0.00313449-0.00137083j 0.0119082-0.0014383j -0.00732329-6.77166e-05j -0.000788346+0.00173203j -0.00882761+0.000453246j 0.00209318-0.00341966j -0.00764344-0.00218088j -0.00586382+0.000970749j 0.00182274+0.00213644j -0.00347401-0.00178598j -0.000503243-0.00491585j 0.00164741+0.000587562j -0.00110299-0.00410174j -0.00174014-0.00175854j -0.00440241+0.0031698j 0.00326148-0.00285068j 0.00722919+0.00213382j -0.000735665+0.0051035j -0.000299093-0.00144043j -0.00250345-0.00551027j 0.00727885+0.000280641j 0.0194094-0.035168j 0.00409044+0.0332781j -0.00347273+0.0268891j -0.0073478-0.00677731j -0.00205595-0.00499105j 0.00347234-0.0202274j -0.00274593-0.0028661j -0.0162787-0.0281515j 0.00990447+0.00888429j -0.00241021-0.0357657j -0.00433078-0.00688871j -0.00383682-0.000579423j -0.00890184-0.00595221j 0.00461937-0.0249688j -0.00555662-0.0136713j -0.000199451-0.020591j -0.00166522-0.00234714j -4.76095e-06+0.0114107j -0.00254094-0.00190823j 0.00271284-0.000167062j -0.00554506-0.000466579j 0.00260712-0.00534971j 0.00178323+0.000434548j 0.00228449+0.00588464j -0.00182247-0.00254023j 0.00136614-0.00588594j 0.000432293+0.000752068j -0.000309517+0.000922175j 
-0.00283192+0.000255046j 0.00176824+0.00289771j -0.00226436-0.001641j -0.00343388-0.00201642j 0.0016827+0.000968063j -0.00471267-0.00119375j -0.00198067-0.00410145j 0.000969163+0.00137219j 0.0445983+0.0088664j -0.0206346-0.00712066j 0.0037784-0.00536457j 0.0155685+0.000667187j 0.0410122-0.00518608j -0.0206844+0.00283439j 0.00213721-0.000304425j -0.0473959+0.00377988j -0.0218565+0.00657996j -0.0106664-0.00332629j -0.00682171-0.00110295j 0.00511904-0.00788539j -0.0163576+0.00185146j 0.0143161-0.00434802j -0.00120087+0.00167679j -0.00860314+0.0019658j 0.00500494-0.000807913j -0.00614933+0.00254058j 0.00398089-6.87191e-05j -0.00342112-0.000822704j -0.000597296-0.00014725j 0.00363244-0.000460351j 0.0043824-0.00122469j -0.000660671+0.000970086j 0.000961228-0.00081685j 0.00196069-0.000437557j -5.00931e-05-0.00591842j -0.00019825+0.000393942j 0.000545328-0.0002071j -0.00211376-0.00152398j -0.0079695+0.0133452j -0.00124188-0.0089279j 0.00125587-0.0239984j 0.0010062+0.000743229j -0.00245126+0.0115827j -0.00183997-0.012874j 0.00223185+0.0192217j 0.00650872-0.0261711j 0.000524953+0.00658166j 0.000154065-0.0365256j -0.000652201-0.035219j 0.00413836-0.0299907j -0.00623731-0.0161063j 0.00296803-0.00409736j 0.00922481+0.0396338j 0.00397889+0.0392568j 0.00269289+0.0201972j -0.0017759+0.00972669j 0.00178913+0.0156505j 0.00434038-0.00421565j -0.00156169-0.000399945j 0.000126046-0.00378213j -0.00274009-0.0111242j 0.00217529+0.00941047j 0.00163876+0.00816003j 0.000197705-0.00402618j -0.000639635+0.00484199j 0.000163559-0.00179553j 0.000796805+0.000362779j -4.8213e-05-0.00426239j -0.00121104+0.00119792j 0.000814686-0.000625182j 0.000126016-0.00253657j 0.000641608+0.000145777j 
0.000274692+0.00230468j 0.00303318-7.96781e-05j 0.00589595+0.00293286j 0.00306282+0.00151876j -0.000210856-0.00338859j -0.00907238-0.00588504j 0.00595298+0.00439247j 0.00128138-0.000175939j -0.0166761-0.000996851j 0.0286417+0.00124488j 0.00167077-0.00074554j -0.0142499+0.00180121j 0.0151366-0.00547816j -0.00238861-0.00263856j -0.0132385-0.00346338j -0.0115966-0.00105748j -0.00718067-0.00242j 0.0216324-0.00991786j -0.00551407+0.00484179j -0.0182844+0.00178302j -0.00331482+0.00214978j 0.00363291+0.00243007j -0.00162695-0.000929713j 0.00941137-0.00400487j 0.00506337-0.00619028j 0.00431475-0.00140147j -0.00780194+0.00587688j 0.00917714-0.000886125j -0.000424956+0.00162435j 0.00127633+0.00446992j 0.00785223+1.31775e-06j -0.000943844-0.00352493j -0.0032942-0.0023216j -0.000707754-0.00694585j -5.22693e-05-0.00185384j 0.00575377-0.00633574j -0.00187803+0.0104059j -0.00133342-0.00491567j 0.00509972-0.0141961j -0.00671149-0.00194937j 0.00277787-0.0126621j 0.00392727+0.00958869j 0.00706779-0.0269329j 0.00656836-0.0374455j -0.0032254-0.0265425j -0.0107476+0.0199273j 0.00779696-0.00348754j 0.00817825-0.0268836j -0.00716407+0.00163087j -0.00687517-0.0243178j -0.00758925-0.00201757j 0.00594279-0.0148885j -0.00958253-0.0308219j -0.00189186-0.0187232j 0.00711705+0.0176771j -0.00628306-0.0165913j 0.00542355-0.00823424j -0.000963727+0.00105474j -0.000925442-0.0144442j -0.00309349-0.0168438j -0.000340074-0.0160607j -0.00450071-0.00712569j 0.000397513-0.00894301j 0.000199344+0.00491945j 0.00179875+0.00359584j -0.00068506+0.00203194j 4.87362e-05+0.00116524j -0.000429489-0.00502038j 0.00145756+0.000806166j -0.000174313+0.00351941j 0.000235343-0.0036395j 0.0001551+0.00199664j 
0.00213961+0.000519852j 0.000150942-0.00283019j 0.00903182+0.00385541j 0.0019364+0.00543241j 0.00932488+0.00230298j 0.00937438+0.000199638j 0.0093125+0.00754075j 0.000247836-0.00185141j 0.0282864+0.00231478j 0.0153282+0.00232211j 0.00450837-2.11069e-05j -0.00534734+0.00404539j -0.0124567-0.00282926j 0.0264273-0.00618219j 0.02999-0.00345502j 0.0165854+0.00929069j -0.0173643+0.00415469j -0.00204032-0.00609733j -0.00628844-0.000557816j 0.0162467-0.000643454j 0.00903254-0.000491593j 0.00937308+0.0016869j 0.0183759-0.0024146j 0.00861351-0.000945819j 0.00266052-0.000659174j 0.00514112+0.000721892j -0.00135801+0.00106868j -0.00554953-0.00116249j 0.00190243-0.000275973j -0.00380586+0.00064247j -0.000975498-0.00103387j -0.00329019-0.00169556j 0.00054361+0.00270867j -0.00455733+0.000970953j -0.00487802+1.35572e-05j -0.00420512+0.00356201j -0.00444194+0.00986859j -0.00445204+0.00935791j -0.00532463+0.00275789j -0.00577362-0.00526013j -0.000696473+0.011768j -0.00080911+0.0127997j 0.00453885-0.0218067j 0.0164134-0.00409958j -0.00358826+0.00371906j 0.0115568+0.0482926j 0.00720755-0.0459018j -0.00806944-0.0143794j -0.000462563-0.0107786j 0.00216244+0.0312239j 0.000943402-0.0470273j 0.00202971+0.00258638j -0.0133793+0.00519633j 0.00312552-0.0195271j 0.000541186+0.010028j -0.00231187+0.000353784j 0.00506813+0.0207662j 0.00363655-7.26628e-05j 0.00196055+0.0062132j 0.000446642-0.00538124j 0.0023512+0.00480173j -0.00130241-0.0113152j 0.00122197+0.00551895j -0.000687561-0.0138735j 0.00106394+0.00153709j -9.45537e-05-0.00836583j -0.000194374-0.00143217j -0.000520748-0.00335198j 0.00153763+0.00406659j 0.00116478-0.00754808j 0.000694004+0.00279956j -0.0017075+0.00301873j 
0.000993589-0.000802137j -0.00107856-0.00173212j 8.16132e-06+0.000952718j 0.00453696+0.00210148j -0.000348948-0.00235686j 0.00498047-0.00531108j 0.00545144+0.00538245j -0.0133448-0.000356045j 0.0266061+0.00742932j 0.0110224-0.000870865j -0.0023089-0.0023925j 0.0420512+0.000932594j -0.00634454+0.0031817j -0.0386888+0.00680027j -0.034249-0.00383133j -0.01254-0.00229985j -0.0290559+0.00865166j -0.00801879+0.00540583j -0.0106879+0.00532799j -0.00183009+0.00288885j -0.00615785+0.000583838j -0.00338882-0.00108809j 0.00011565-0.00194884j 0.00476756-0.000281761j 0.00999992-0.00434636j -0.0024901-0.00113266j 1.35011e-05+0.000676261j 0.00445624+0.00073791j -0.00182359-0.000604095j 0.000481306+0.00118325j -0.00412706+0.00365427j -0.000511583-0.00195191j -0.0001333-0.00153762j -0.00313317-0.00072196j 0.000366451+0.00239031j 0.00173285-0.00271509j -0.00451939+0.00851772j -5.31302e-06+0.00519176j 0.00242227-0.000707902j -0.00417454+0.012848j 0.00873896-0.0112106j -0.00750216+0.00306123j 0.0110445-0.0586911j -0.00635543+0.00138471j 0.0051801-0.0391633j -0.00634919-0.0108314j 0.00733604+0.00788434j -0.00213061+0.016878j 0.0109997+0.0506012j -0.00269847+0.0327194j -0.00695574-0.0334618j -0.0086711-0.0213774j -0.00222961-0.0311109j -0.000558223+0.0123213j -0.00258932-0.0060286j -0.000636122-0.0155856j 0.000921452+0.00691878j 0.00121528+0.0271277j -0.000312825-0.00626904j -0.000529809-0.000422557j -0.00057287+0.000362361j -0.000515482-0.00446022j -0.000709004-0.0028162j 0.000672709+0.00701459j 0.000744456-0.00235013j -0.000121445-0.00210532j -0.000194172+0.00400823j 0.00072087+0.00844648j 0.000374849-0.00188747j -0.000734125+0.00638486j 5.41384e-05+0.00210875j 0.000129268-0.000523804j 
0.000287576+0.00186822j 0.00230512+0.000506982j -0.00555681+0.00202121j -0.00343327-0.00185546j -0.0141398-0.00339727j -0.015414-0.0120149j 0.00143378+0.00112841j 0.00808827+0.00566767j -0.0115278+0.000830604j -0.0315938-0.00464009j -0.00319478+0.0010206j -0.0123214+0.00903295j -0.0221086-0.00245859j 0.00611404+0.00501291j 0.00840094-0.000968615j 0.0320135-0.000279598j 0.0237462-0.00421554j -0.012329+0.000550424j 0.00264468+0.00314815j -0.00671186+0.00268021j -0.0172237+0.0038405j 0.00263449-0.00135249j -0.000591402+0.00180399j 0.00335449-0.00353119j 0.0141976-0.0040846j -0.0106396+0.00103871j -0.000184749+0.003761j 0.00182178-0.000375083j -0.00472349-0.000679037j -0.00256629+0.00177683j 0.00111992+0.00292347j 0.00142723-0.00143032j 0.000708358-0.00927509j 0.00237717-0.0012688j 0.00496594-0.00133822j 0.00817118-0.0138622j -0.000462384+0.00479947j -0.00287907-0.00309164j 0.00138427-0.012599j 0.00584641-0.0149987j 0.00202714-0.0330162j -0.00142992+0.0160604j 0.00204481-0.0243769j 0.011138-0.00748035j 0.00066915+0.0293037j 0.00537327-0.0205548j 0.00231035-0.0255932j 0.00883073+0.045825j 0.00129723+0.0107988j 0.00152956-0.00159706j -0.00840016+0.00738786j -0.00189247-0.036216j 0.00138937-0.00195055j -0.000855192+0.000981879j 0.00352631+0.0278614j -0.00515369-0.0100129j -0.00106822+0.01113j 0.000241303+0.000145639j -0.00208457-0.00559401j -0.000498582-0.0033091j -0.00248131-0.011027j -0.00107523-0.00925764j 0.000724631-0.0032842j 0.00183986+0.00364054j -0.000445488+0.00535915j 0.0007709-0.00302092j 0.000461165+0.00929497j 0.00147937-0.000447091j -0.000819934+0.00160238j 0.0012433+0.00579168j -0.000753172-0.000617865j 0.000191084-0.00122016j 
-0.00369242+0.00269775j 0.00538293+0.00246042j -0.00306579-0.00181871j -0.0158362-0.00314521j 0.000155159-0.00380346j 0.0104404+0.00653081j -0.00637692+0.000107306j 0.000518653-0.00265013j -0.0179432-0.0046319j -0.00339081-0.00118038j -0.01406+0.00653797j 0.00190394-0.000442204j 0.00391256-0.00250445j 0.000197754-0.00124313j 0.0108265-0.0107017j -0.00654674-0.00200809j 0.000463615+0.00325905j -0.00120776-0.00210247j 0.00820408-0.00764709j -0.00302441+0.00347763j 0.00259684+0.000990478j -0.0141097+0.00356034j -0.0118789-0.00204698j -0.00402306+0.00421991j -0.00554738+0.00330975j -0.00719781+0.00332124j 0.00392727-0.00147101j -0.00882104+0.00287784j -0.00380331+0.00790781j 0.00630974-0.000748595j 0.00215476-0.00518226j -0.00580611-0.00249532j 0.00193328+0.00246746j 0.00698333+0.0052431j 0.00361096-0.0164642j -0.00182927+0.0121282j 0.0033592-0.00669322j -0.00334464-0.00488083j 0.00536091+0.00167181j -0.0068754-0.000869159j -0.00556518+0.0245467j 0.00617777-0.00748138j 0.00421983-0.0374236j 0.000900237-0.0365516j -0.00577631-0.00842982j -0.00179472+0.0297555j 0.0164948-0.00227837j 0.00645052+0.0102723j -0.00394842+0.0246033j 0.0114263+0.0159797j -0.000232063+0.00310471j 0.0129226+0.0167194j -0.0059736-0.0394956j 0.000754709+0.00498982j 0.000121471-0.0192345j 0.00234469+0.0158744j 0.00340111+0.0154229j 0.000542615+0.00118583j 0.00305541-0.00388878j 0.00155534-0.00196057j 0.00620634+0.0139363j 0.00296544+0.00654391j 0.00126721+0.00394235j -0.0031772-0.00633645j 0.000814411+0.00135223j -0.000922297-0.00141871j -0.00155065-0.000304889j -0.00103036-0.00234954j -0.0010314-0.00119759j 0.000503116-0.00324483j -0.000914928+0.000719834j 0.000520835-0.000553662j 
-0.00105143-0.001966j -0.000527725+0.000225502j -0.0020939-0.00358129j -0.000761529+0.00212704j -0.00714538-0.00151801j 0.00095629-0.0107746j 0.0169096-0.000457865j -0.00735398-0.00637521j -0.000186116+0.00719498j 0.00539418-0.00118049j -0.0306563+0.00498644j -0.0370525+0.004227j -0.0275926+0.00343014j -0.00213022+0.00591963j -0.00256371-0.00149648j 0.013118-0.00401994j -0.00851826+0.00354766j -0.000611111-0.00442867j 0.00393835+0.00555425j 0.0138889-0.00519691j 0.00665867-0.00154219j -0.000655641+0.000691693j -0.011619-2.81523e-05j 0.00224939-0.000989014j -0.000275219-0.00142201j -0.00587604+0.00113107j -0.00454429+0.00186477j 0.00216908+0.0011761j 0.00209485+0.00130513j 0.00175124+0.00253338j 0.00326429+0.00253364j -0.00585803-0.00170904j -0.00279861-0.00137476j 0.00324407+0.00186451j 0.00330989-0.00128926j 0.00324763-0.00332512j -0.00112641-0.0028496j -0.00465152+0.011326j -0.0019898+0.00584276j -0.00235752+0.033379j 0.00912045-0.0208172j 0.00751852+0.026402j -0.00592557+0.0251183j 0.00189714-0.0105266j 0.0021291+0.00885525j -0.0104747-0.0428631j 0.0116863+0.0411489j 0.00607515-0.0460421j -0.00364829-0.0438894j -0.0166339-0.0408278j -0.00692912-0.0153262j 0.00499692-0.00597095j -0.00196613+0.0101829j 0.00255111+0.0165339j 0.000145295-0.00244547j -0.00398454-0.00142168j 0.000803952+0.00196603j -0.000598922+0.00174059j -0.00366182-0.00805858j -0.000125226-0.0053247j 0.00133653-0.00522241j -0.00167585-0.00508919j 0.00278519+0.00200171j -0.000826958-6.00631e-05j -0.000403257-0.00306463j -0.00172877+0.000309841j 0.000796277+0.00695365j 0.00048515+0.00200508j -0.000514089-0.0060027j -0.000637167+0.000663526j 0.000515083-0.0015309j 0.000456171+0.00340988j 
