0.075741+0.0826618j -0.0216409+0.0233663j 0.231936+0.0389636j 0.11966+0.199283j -0.14093-0.250831j -0.0352731+0.182742j -0.109121+0.357853j 0.0188194+0.0160251j -0.113473+0.192871j 0.06573-0.0565529j 0.121704-0.00731528j 0.029901-0.0372402j -0.08844+0.122621j 0.0141956-0.233737j -0.209757+0.118638j 0.0305947-0.0259484j 0.0239975+0.0821762j 0.0238277+0.102166j 0.00705107-0.0817898j 0.0290554+0.020819j -0.103028+0.0363275j 0.0425205+0.00657752j -0.0289337+0.0106428j -0.0138229+0.000229428j -0.0422076+0.00518982j -0.095206-0.0249854j 0.0078833+0.060383j -0.0199937+0.0637885j -0.004297+0.0370742j -0.0237691-0.073105j 0.0313817+0.02664j 0.012185-0.00939645j -0.00258398-0.0463158j -0.00633482-0.0207117j -0.0414689-0.0336894j 0.0735849-0.0262791j -0.0508844-0.0398989j 0.00531421-0.00120925j 0.00251333+0.00245238j 0.00816427+0.0201653j -0.00498982-0.0193419j -0.0114435+0.0211424j 0.0244123+0.0137302j -0.0106193-0.0200044j -0.00254943-0.0211445j -0.0185254-0.0289865j -0.012845-0.0193598j -0.0180252+0.0267423j 0.0415996-0.0446228j -0.00820806-0.00699156j -0.00241885-0.00165581j 0.000799551+0.0164575j -0.0123178+0.0166707j -0.0109185+0.00611859j 0.00648125-0.0328138j 0.0167531+0.0199043j -0.0389219-0.0107589j 0.0220513+0.00491077j 0.0301921-0.000781429j 0.0344032-0.0127034j 0.0245776+0.016506j -0.00949892-0.0243311j -0.00601566+0.0300387j 0.0307826-0.0085002j -0.00926509+0.0200868j 0.0181343+0.00274329j -0.0190256-0.0324217j -0.0183788+0.00467303j 0.0179654+0.0111359j -0.0221557+0.00883083j -0.00294364-0.00620659j -0.0479688-0.0188432j 0.0111783-0.00956926j 0.0410792+0.00681932j -0.00893563-0.00206002j 0.00298785-0.0253328j -0.0156152-0.0225267j 0.0136094+0.0190249j -0.0068219-0.0241774j -0.00583377+0.0223924j -0.012502-0.0368081j 0.00490122-0.0293349j 0.00764347+0.0328472j -0.00759397-0.0196108j -0.0265214-0.00622059j 0.00428454-0.0188687j -0.0264415-0.00759151j -0.00158105+0.00743594j 0.0289515+0.0584453j 0.0315443+0.0343925j -0.0396888+0.0441382j -0.0351853-0.00478412j -0.0115627-0.0162944j 0.08469+0.0914334j 0.0343279-0.062667j -0.105887-0.049518j 0.00619368-0.0360626j 
-0.00950892+0.00836084j -0.00356413-0.00539212j -0.0149697+0.00458575j -0.00314479-0.00988046j -0.00375743-0.00619644j 0.00973305+0.00521885j 0.0016982+0.00342796j 0.0102634-0.000483332j -0.0052918+0.00925883j 0.00356443-0.00469299j 0.00326057+0.00210805j 0.00239184+0.00196624j -0.0039274+0.00110268j 0.000694491+0.0029144j 0.00182241-0.000359845j 0.000222072-0.00941004j 0.00973405-0.00947671j 0.00404274-0.0109882j -0.00919571+0.00868699j -0.00310458-0.00436136j -0.000782141-0.0044993j -0.00493613+0.00260368j 0.0155916+0.0117356j -0.0160811-0.00055496j 0.00450416-0.00200693j -0.00161629-0.0118331j 0.00793709-0.00603932j 0.00886115-0.0198799j 0.0020908-0.00344957j 0.0017164+0.00928606j -0.00360242+0.0125883j -0.00730763-0.00329464j -0.0034495-0.00626347j 0.000728921+0.00011009j 0.00610627-0.00197964j -0.00185428-0.00342291j -0.00242694+0.00127177j 0.00378381-0.00650716j 0.00524846-0.00888398j 0.00614395-0.00194233j 0.00504477-0.00670238j -0.00510121-0.00379829j 0.00091173-0.00933313j -0.00547256+0.00724419j -0.00982619+0.0118463j 0.00120378-0.00852283j -0.00852463+0.00361926j 0.00276479-0.00292919j -0.0217807-0.00216685j -0.0151645-0.0079428j -0.00782601-0.00252233j 0.0161476+0.00301126j 0.00176517-0.00114326j 0.0207396-0.0145873j -0.000174404-0.00384857j -0.00566566+0.0217142j -0.000728267-0.0383044j -0.00282912-0.0154747j -0.0168267-0.0322702j -0.0246564+0.00254112j -0.0300536-0.0121753j 0.0154736+0.0309182j 0.0155213+0.0161077j -0.0161322-0.00465638j 0.0176866+0.016798j 0.0119331+0.0180529j 0.0089441+0.0354261j -0.00139189-0.00816008j -0.0128236+0.00898479j 0.0163201+0.0134056j -0.0176357+0.00524793j 0.00685769-0.00660166j 0.0109705+0.00718218j 0.00507667+0.0103105j -0.0135047+0.00612009j 0.00375664-0.0214862j 0.0116705-0.0237834j 0.00640413-0.0110533j -0.0126124+0.0202013j 0.011353+0.00224818j -0.022108+0.00971008j -0.013973+0.0026472j 0.0036748-0.00227521j -0.00231939-0.00342976j -0.0044499+0.00701651j 0.00551177-0.00752184j 0.0021344+0.00746391j -0.00657013+0.00217179j 0.00995816+0.0139082j -0.0103005-0.00574681j 0.00390062+0.00569507j -0.00185514-0.00116077j 0.00109862-0.00109782j -0.00646379-0.00360751j 0.00560643-0.00193159j -0.00014024-0.00703093j 0.00417855-0.00621496j 
0.00562327-0.0102825j 0.00656897-0.00511616j -0.00296977+0.0128292j 0.0131569-0.0225888j 0.00939192-0.000782773j 0.00637102-0.0212408j -0.00954071+0.014782j -0.00347512-0.000508471j 0.00604801-0.00257395j 0.000972271-0.000588284j -0.00889227-0.00907461j -0.00142426-0.00513637j 0.00719857+0.00222305j -0.00219384+0.000264257j -0.000400075-0.00531517j 0.0243818-0.0182389j 0.00513457-0.00452316j 0.00212243-0.000314915j -0.000439265-0.00505374j 0.00222666+0.00206733j 0.0176566-0.00106726j -0.00110327-0.00692646j -0.0136622+0.00919569j 0.00403983-0.0061963j -4.5781e-05+0.00244836j 0.0192023+0.00132055j 0.00215455+0.00064165j -0.00146727+0.00271543j 0.00189187-0.00193427j 0.00434685-0.000214613j 0.00646562-0.00248481j -0.00248103+8.82926e-05j 0.00767129-0.00193869j -0.00453377+0.00365764j -0.00218723+0.00352471j 0.00595014-0.00385278j -0.00144786-0.00280111j -0.00299469+0.0007399j 0.000830795-0.00573654j 0.0019902+0.00799644j 0.0138885-0.00895411j -0.00373269-0.00694129j 0.0167228-0.0113912j -0.00536666+0.0101614j -0.00323272-7.03014e-05j 0.0011867-0.0193607j 0.00715478-0.00316835j -0.000647371-0.00350812j -0.000151303-0.00795507j -0.00448659-0.0187935j 0.0344513+0.0149263j -0.0205495+0.0115352j -0.0110822+0.00321376j 0.00717941-0.00395729j -0.0190422-0.0275974j -0.0263114-0.0173299j -0.00882796+0.00952958j -0.017813-0.0082377j -0.0143184-0.00249676j -0.00188743-0.0235174j 0.0132597+0.0134706j -0.0173175+0.00124696j 0.0111856-0.00626275j -0.0177732-0.0235943j -0.00876753-0.00481436j -0.0119294+0.00297538j 0.00633528+0.0077471j -0.00752154-0.00182292j -0.00440069+0.000297412j -0.00493777-0.0128413j -0.0155213+0.0046298j 0.000278839-0.00511354j 0.0206898-0.0102321j 0.0110639-0.00720057j -0.00742937+0.01495j 0.0125097-0.00401052j 0.00210708-0.011065j -0.00929502+0.00320706j 0.00115605-0.00203266j 0.000921837-0.0208255j -0.00157856+0.0159499j 0.0110599+0.00903539j -0.00418103-0.00330445j -0.00110211-0.0047846j 0.00309439-0.00722177j 0.00603088-0.0061146j -0.00313005-0.00157566j -0.000186904-0.000494612j -0.00473352+0.00564736j 0.00183071+0.00518427j 0.00651711-0.00844514j -0.000852836-0.00544211j 0.000486355+0.000654141j -0.00650554+0.00788654j -0.00641101-0.00299266j 0.00120665-0.00286688j 0.000467094+0.00709852j 
-0.00722936+0.00738311j -0.0102035+0.00098997j 0.000403863+0.00764401j -0.000816969-0.000477723j 0.00898765-0.000284106j -0.000362491-0.00184581j -0.00441644+0.00295114j -0.000910432+0.000731565j -0.00309048-0.00328387j -0.000265976+0.00594142j -0.00374504-0.00196291j -0.00315445-0.000672296j 0.000723526-0.00656905j -0.00670023+0.00408258j 0.000809355+0.00341991j -0.00799933-0.00935773j 0.0150171-0.0125232j 0.00122991-0.0133278j 0.00552101-0.00339588j 0.0016193+0.00444642j 0.0308979-0.00630917j -0.0161416-0.00983328j -0.0116569-0.009689j 0.00564487-0.00360713j -0.00295197+0.00539231j 0.00702565+0.0137609j -0.00606886-0.0103912j -0.00875763+0.0149631j -0.00488142-0.00623285j 0.00666373-0.0016184j 0.00543007-0.00152643j 0.00497051+0.00588654j -0.00589257+0.00724047j -0.000631333+0.01458j 0.00533264-0.00121479j -0.0031051-0.00184561j -0.00163171+0.0107062j -0.0246065+0.0130518j 0.0066058-0.00540592j -0.00779687+0.0129453j 0.00806536-0.00178504j -0.00351154+0.000337989j -0.0106282-0.0221642j -0.00483378+0.00362557j -0.0302291+0.00740084j 0.00400414-0.0256811j 0.000480255+0.0205757j 0.0278543+0.0093713j -0.0388837+0.0288996j -0.0191134+0.00621533j -0.0532098+0.000484334j 0.0136743+0.00785396j 0.0134309+0.00549303j 0.00373472+0.0023496j 0.0505425-0.00869843j 0.0238127+0.00696114j -0.0200978-0.0200589j 0.0137004+0.0210027j 0.00613352+0.0171629j 0.000782014-0.0133062j -0.0156508-0.00477617j 0.0190738+0.0403833j -0.0153475+0.00232263j -0.019017-0.0128297j 0.00602633+0.024213j 0.00788538-0.017094j 0.014545+0.0112199j 0.0031585-0.0223337j -0.0010087-0.0177855j 0.00425035+0.011229j 0.0143944-0.0118351j -0.0122694+0.0116027j -0.0128289+0.0242705j -0.0180614+0.010983j -0.00806831-0.00846778j -0.000197576-0.0142395j -0.0137439-0.00142403j 0.0197159-0.0248494j -0.0157531+0.0228998j 0.014161-0.00143017j -0.00834299+0.00891823j -0.00317696+0.0139847j 0.00546064+0.0037342j -0.00200332+0.0124746j 0.00931929+0.000762368j -0.0022125-0.00310666j 0.00825833-0.000761847j 0.00837374+0.00111097j 0.000300724+0.00665219j 0.00186525-0.0116837j -0.0191319-0.00417621j -0.00364022+0.00436986j 0.00113599+0.00243818j 0.00355152+0.00216408j 0.0010144+0.00511078j -0.00225968-0.018894j -0.00315924-0.0108178j 
-0.00370493-0.00798253j -0.0118571-0.00631647j 0.024409-0.00777j -0.0105568+0.00901097j 0.0139949-0.00890436j 0.00394706+0.0124717j -0.000557826+0.0161567j -0.0125975+0.00922694j 0.00387905+0.00219647j -0.0024398-0.000318885j 0.00507528-0.00703931j 0.004039-0.00191998j 0.000992929+0.00597061j 0.00348048+0.00563731j 0.00052367-0.00740245j 0.00298872-0.0067778j -0.0177189+0.00166402j 0.00538937+0.00954217j 0.00966696+0.00508547j 0.00576265-0.0142267j -0.00474099-0.0056805j 0.0254938+0.00491166j 0.00629263-0.00282093j -0.00712407-0.00689009j -0.00283427-1.38803e-05j -0.0138777-0.0106008j -0.00686524+0.00814199j 0.0116116+0.000151701j -0.00666178+0.00319388j -0.00399731+0.0033692j -0.000123234+0.000162554j 0.00310175-0.00169062j -0.00337842-0.0057131j 0.00508054-0.0049914j -0.00489825+0.0028398j -0.00656657+0.00715828j 0.00966801-0.000212735j 0.00491092+0.00751554j 0.0170259+0.00498686j -0.0217137+0.0131927j -0.00090377+0.0219572j 0.00398276+0.000797596j -0.00197064+0.00125872j 0.0031381-0.00087873j -0.00149403+0.00705828j -0.00864086+0.0123951j 0.00520973-0.00433209j -0.00527432+0.00517689j 0.00425476-0.006202j -0.00850322+0.00126285j 1.42259e-05-0.00386452j 0.0188871-0.0051532j -0.00806118+0.00292302j -0.00797561+0.0058869j 0.000867736+0.0167149j -0.010238+0.00772773j 0.0117702-0.0182824j 0.0182514-0.0200275j 0.00492292-0.00557475j -0.0278797+0.0151982j -0.010105-0.00177718j 0.00161831+0.00443061j -0.00511872+0.00413903j -0.0101086+0.00735556j 0.008964+0.00412057j -0.0061902-0.00820831j 0.00921777+0.000390104j 7.18068e-05+0.000232787j -0.0025884+0.00877593j -0.00291128-0.00514713j -0.00203816+0.00856624j -0.00737548-0.00144855j 0.00206641+0.000111472j -0.00307984+0.00925686j 0.00428886+0.00756422j -0.0017937+0.00123366j 0.00744625-0.000963543j -0.000286224+0.00362157j 0.0108048-0.00469562j -0.00497459+0.00516317j 0.0018543-0.0124802j -0.0026918+0.00517689j 0.00250012-0.00218345j -0.00232495+0.00186264j -0.00195055-0.00217862j 0.00282527-0.00112761j -0.00128315+0.000285977j -0.00105447-0.0081273j 0.00185272-0.00478832j -0.00776704+0.00483121j 7.74799e-05+0.000318395j 0.00282647+0.010644j 0.00280753-0.00322204j 0.00129169-0.0036687j -0.00138917+0.00400007j -0.00177995+0.0101297j -0.000527101-0.00203389j 
0.00227527-0.00140889j 0.00810962+0.0169419j 0.0114589-0.0017861j -0.0175478+0.0187109j -0.00496164-0.0053639j -0.00818948-0.00202916j 0.0123949-0.00943229j -0.00580449-0.0032042j 0.00808667-0.00360786j 0.00320537+0.00603187j -0.00211638+0.00161923j -0.00085095-0.00211767j 0.00215602-0.00368788j -0.00195478+0.00307958j -3.82568e-05+0.00517232j 0.00378253+0.00296288j -0.00603765+0.0168192j -0.00624911+0.00547404j -0.0118957+0.000319362j 0.00620055+0.00867263j -0.00757197+0.00323158j -0.000637648-0.000219272j -0.00436921+0.0126868j -0.00223394-0.000979549j -0.000764513+0.00146852j 0.0172527-0.00102113j -0.00305083+0.0218383j 0.00330783+0.000701928j -0.00476847+0.0015269j 0.0146104+0.00580286j 0.00538206-0.00555865j -0.00520353-0.00420114j 0.0043073-0.0110424j -0.00606458-0.00232208j -0.00214777+0.00372321j 0.00811521-0.00339252j -0.00374421-0.00436787j 0.000509952-0.00203393j -0.00729562-0.017192j 0.00797291-0.0155231j -0.00626932-0.00371218j -0.00507375-0.00625301j 0.0111666-0.0022754j -0.0126777+0.0113477j -0.00188146-0.000229889j -0.0019719-0.004804j -0.00296053-0.00984132j -0.00778434-0.00920921j 0.00147907-0.0104137j -0.00343859-0.00225717j 0.0133002+0.00424281j -0.000844855-0.0313742j -0.0112577-0.00491097j 0.0295331-0.0205775j -0.0154221-0.0178699j -0.00676659+0.0170924j -0.0173899-0.00936718j 0.0114516-0.00824878j -0.0161176-0.0181879j 0.00473456-0.0130506j 0.0130695-0.0190571j 0.00138226+0.0195343j 0.0163408-0.00354889j 0.00855913+0.00250646j 0.00393466-0.00238799j -0.0121461+0.00403211j 0.00278802+0.0044978j -0.00178663-0.00984845j -0.0121567-0.00514853j -0.000276643-0.000250553j -0.0164237+0.0183136j -0.000940808+0.00179711j 0.0242324+0.00150133j 0.000509772+3.86882e-05j -0.00981675+0.0117601j 0.0196754-0.000829379j -0.000610926-0.00569965j 0.00272074+0.0076328j -0.00247592+0.000915365j 0.00358794-0.0116329j -0.00597094+0.00288654j 0.00246354-0.00962997j 0.00126226-0.00426107j -0.0150681-0.00703926j -0.011911-0.00367227j 0.00756113+8.5247e-05j -0.00559732-0.000935975j -0.000214624+0.00720953j 0.00762754-0.00479025j -0.009945-0.000268456j 0.00153961+0.00634163j -0.0027976-0.0107889j -0.0025678+0.0045868j -0.000408315-0.00713175j 0.000854215-0.0012368j -0.00317445+0.00583144j -0.00111991-0.00268345j 
-0.0208501+0.00706044j 0.00386139-0.00653111j -0.00535696+0.00210426j -0.018331+0.00613091j -0.00304595-0.00956007j 0.00406361+0.00666535j 0.0104459-0.00894146j 0.00369783-0.00664943j 0.0038213-2.01626e-05j -0.00138306+0.00248925j -0.00353523+0.00266823j 0.00653382-0.00261469j -8.98086e-05-0.00705396j -0.00542715+0.00683336j 0.000915608+0.00784975j -0.00452783-0.0208351j 0.00849948-0.00287077j 0.00618078-0.0272097j 0.00338117-0.00401446j -0.0071329-0.00550484j 0.0105325-0.00935795j -0.0105307-0.0187237j 0.000918211-0.00122292j 0.00333437+0.000358331j -0.0021205+0.009199j 0.00192387+0.00436299j 0.00156817-0.0172874j -0.00661963-0.00663164j -0.00189608-0.0101015j -0.000347373+0.00292953j -0.00633991+0.00561215j -0.00628331-0.00373703j 0.00040411+0.00876738j -0.006121+0.0069733j 0.00765201-0.000773051j -0.00193743-0.00744139j -0.00514833+0.00727294j -0.000569697+0.00797997j 0.0115749-0.0159318j -0.0075914+0.0050598j 0.00316043+0.00238467j -0.00970643+0.0039129j 0.00474607-0.0301414j 0.00740663+0.00681006j -0.0210227+0.0014832j -0.00317441-0.024997j 0.000329122+0.00932806j 0.021645+0.00120813j -0.0291286+0.00965874j 0.00418304-0.0230401j 0.00240759+0.000998473j -0.027127+0.0399387j -0.0170113+0.00838709j -0.0183486+0.0413063j -0.00511726-0.0411451j -0.0207877-0.0191818j -0.00545151+0.0166085j -0.027112-0.0269537j -0.0196687-0.00410778j -0.00632771-0.012031j 0.0232841+0.0342115j -0.0050456-0.00360965j -0.0103195+0.0058097j -0.0224119-0.0238315j -0.0154825-0.00998949j 0.00937199+0.00513794j 0.00690049-0.00149236j -0.00800014+0.0136173j -0.000177014-0.000686502j -0.0097388-0.00774327j 0.000548526-0.00551491j -0.0054705-0.000909621j -0.00280312-0.0234345j 0.00714315-0.00740768j -0.00361991-0.0008199j -0.0075087-0.0159431j 0.00389765-0.00169599j -0.00231767+0.00112828j -0.0083049+0.0131638j 0.00239819-0.00687007j 0.00732592+0.0270391j 0.000876392+0.0178352j -0.00385406-0.00563291j 0.0208718+9.50943e-05j 0.0122877+0.00443087j -0.000512052-0.0106844j 0.000988715+0.015894j 0.00280212-0.000510779j -0.00567944+0.0102108j 0.0194223-0.0038273j 0.00333227-0.0118651j 0.000826625+0.00222293j 0.00153064-0.00672319j -0.00446148+0.0148092j -0.00597839-0.00858624j -0.000620545-0.0243606j 0.0012177+0.000906994j 
-0.0106187-0.0198769j 0.0122351-0.0048566j 0.00128873-3.5489e-05j -0.0170542-0.00709733j -0.00219344-0.000778621j 0.0136817+0.00289914j 0.00475779+0.00173723j 0.00227459-0.00356154j 0.00501085+0.0025102j -0.00337234-0.00323664j -0.00263581-0.00417216j 0.00592682-0.00346155j 0.000186806+0.00317494j 0.00281378+0.00538517j 0.00185742-0.0029154j 0.00594976-0.00372712j -0.0061749+0.0131216j -0.0218548-0.00249986j -0.00491999-0.0117465j 0.00218843+0.00825271j 0.000681352+0.00111335j -0.00901762-0.0190819j -0.0143227-0.00925691j -0.011129-0.00524323j -0.0129086-0.0123873j 0.0223509+0.00857144j 0.00511694-0.0038881j -0.00490007-0.00163343j 0.000942334+0.00370497j -0.00317826-0.00697999j -0.000831347-0.00187124j 0.00129817+0.00928038j 0.000700313+0.00364366j 0.00250517-0.008365j 0.00381822-0.00401171j -0.00198767-0.0016932j -0.00712832-0.00192511j 0.0242559+0.000693523j -0.0232777+0.0154701j 0.0095635-0.0251663j -0.0141637+0.00402616j 0.00171995-0.00437631j -0.0057184+0.0386233j -0.00355206-0.0241664j 0.0106534-0.0325466j 0.0148801+0.00745561j -0.0185489+0.00874446j -0.0367916+0.00925022j 0.0201644-0.0198875j 0.00293833-0.00685942j -0.0295663+0.0165029j -0.0135767-0.0392667j 0.0203079+0.00276698j 0.0361568-0.0213008j 0.000129769+0.0144955j -0.00784686+0.0277705j 0.00845704+0.00472688j 0.0170066+0.0330124j 0.0109824+0.0128685j 0.0208721+0.0186069j -0.00114432-0.0133726j 0.00958886-0.0193336j 0.00503394+0.00828277j -0.00212122+0.00843353j 0.000173857-0.000338885j 0.010015-4.3546e-05j -0.00235071-0.00917424j -0.000224906+0.0119629j 0.0105496-0.0248962j -0.0109197-0.00741053j 0.00808364-0.00801267j 0.0109977-0.00678592j -0.00375478+0.0177695j 0.00754075+0.00307675j 0.00358206-0.0180645j -0.0106823+0.0103018j -0.00675074+0.00729283j -0.000809594+0.00172722j 0.0128391-0.00117423j 0.00432505+0.00858541j 0.00861266-0.00753146j 0.0109006-0.0127593j 0.00220748+0.0118063j -0.0135487-0.00187862j -0.000331095-0.0156941j 0.00408276+0.00652561j 0.00890831-0.00359557j -0.00718355+0.00135552j -0.00315304-0.00528218j -0.0149472+0.00367364j -0.00546815+0.00067667j -0.000485523-0.0138765j -0.00667816-0.00817433j 0.00536755-0.00462865j 0.00354976+0.00164162j 0.00778637+0.00695494j 0.00257607+0.0127934j 
-0.00758028+0.0173747j -0.0228677+0.020153j 0.00991099+0.0136121j -0.0153051-0.000376865j 0.0113634+0.000834844j -0.00235159+0.0105528j -0.00561728+0.0100126j -0.00391873+0.00553208j -0.00501677+0.00460726j 0.00352371+0.000568062j 0.00161552-0.00682215j -0.00383171-0.00423783j -0.000234896-1.20303e-05j 0.00255268+0.0107581j 0.00303028-0.00571805j -0.00720356+0.0255499j -0.00358661-0.0189738j -0.000916364-0.0242079j -0.0259651+0.0163195j -0.00682261+0.0245054j -0.0162673+0.00273008j -0.0259581-0.0108702j -0.00402195-0.00231861j 0.00522205+0.0122076j -0.00792474+0.00418248j 0.00761246-0.000625729j 0.00979212+0.00507844j 0.00851537-0.00241235j -0.000970032-0.009819j 0.00778064+0.00756807j 0.00186154+0.00699448j -0.00365928-0.00347634j -0.0076325-0.00243395j 0.00359323+0.00228636j 0.0159178-0.00969465j -0.00945542-0.00223384j -0.0135656+0.00958559j -0.00162086-0.000599714j -0.0342422+0.0110652j 0.0314459-0.0426158j -0.0213553-0.015349j -0.00150871-0.00173937j -0.00305992-0.0140517j -0.0130152+0.0087677j -0.00818975-0.0091127j -0.011533+0.00452836j -0.00118856+0.0198405j 0.0175229-0.0227771j -0.0112019+0.0210217j 0.0260626-0.00767652j 0.00378511-0.0219408j -0.0419303+0.0182743j -0.00553006-0.0116686j -0.0142157+0.0127338j -0.0159195-0.018791j 0.00474957-0.00822735j -0.0141137+0.0114694j -0.00250446+0.00842657j -0.00795198-0.0146141j 0.0276144-0.0085191j -0.000503374-0.00892222j 0.00722645-0.00423169j 0.0131565-0.00261885j 0.0334387+0.00324961j -0.00365599-0.00814156j 0.0103778-0.00761645j -0.0156374-0.00503197j 0.00291606+0.0093089j 0.00354668-0.00224864j -0.004785+0.0171144j 0.00951026-0.00766781j 0.00289729+0.0171067j 0.000852665-0.00158321j 0.000333916-0.0131556j 0.00190562-0.00561624j 0.00421722-0.0153239j 0.00505062-8.8478e-05j 0.0114226+0.00576688j -0.0151854+0.00817408j 0.00706086-0.00833685j -0.0192005+0.0152885j -0.00110886-0.00215566j -0.00742428-0.0119365j 0.00220998-0.00857269j -0.00479345+0.020104j -0.0113951+0.00540917j 0.00172996+0.00303469j -0.0045746+0.00722353j 0.00256059-0.0130586j 0.00356909-0.0157999j -0.000448249+0.00889432j 9.01385e-05-0.00492827j -0.00505094-0.00319727j 0.00097447-0.0169002j 0.00150085-0.00689355j -0.00291888-0.0177745j -0.0010303-0.0284182j 
0.000962755-0.00363455j -0.00810519+0.00883432j 0.00787436+0.0148226j 0.00403334-0.00209341j 0.00123536+0.00759518j -0.00322048-0.00974982j -0.00575155+0.00304994j 0.000837771+0.00541497j -0.0049359-0.0012829j 0.000247541+0.00151767j 0.00182013-0.00207145j -0.00632855-0.000817077j 0.00159298-0.00167261j -0.000393027-0.00476152j -0.00467156-0.00407033j 0.0056858+0.00269525j 0.0168118+0.00765254j -0.0286307-0.00996131j -0.0139169+0.0251013j 0.0100025-0.00626876j -0.0126155-0.0111855j 0.000215778-0.0249359j 0.00217941-0.0226218j -0.0177406-0.00281665j -0.0050384+0.00991202j 0.00441076+0.00216747j -0.00650726+0.00416149j 0.00698943+0.00395018j -0.00477315-0.0093496j -0.00264126+0.00230631j 0.000492975-0.00150253j 0.00371013-0.00372292j -0.00474186-0.00932892j 0.00299465-0.00178433j 0.000535649-0.00309689j -0.0164027-0.00218639j 0.00265167+0.0101281j 0.0284392+0.00427195j 0.00917469-0.0235359j -0.0305533-0.0180068j -0.0355846+0.0565702j -0.00441555+0.0104204j 0.00384347-0.0145158j -0.00812414-0.000991716j -0.0283844+0.00552442j 0.00443677+0.014153j 0.00164912+0.00268204j -0.00973415+0.0221346j -0.0281014+0.00435047j -0.0163321-0.0292179j -0.0208658+0.0123942j -0.0211803-0.0215208j -0.00164219+0.0188972j 0.0172187+0.0171914j -0.00639855-0.028458j -0.00848922+0.0184534j 0.00524111-0.0138798j 7.37216e-05-0.0237597j -0.00330574-0.0255981j -0.00165638+0.00680486j 0.022938-0.00210405j 0.0093022+0.00790116j -2.52939e-05+0.021667j -0.0122994+0.0169438j 0.0102003-0.00500774j 0.00676411-0.00362529j 0.0121108-0.0120419j -0.0109147+0.0109679j 0.00768944-0.00645122j -0.0124269-0.0171902j 0.0065844+0.0164209j -0.0144537+0.00320636j -0.00917785+0.00209135j 0.00164702+0.00712921j 0.00834619+0.00623605j 0.00242895-0.0110435j -0.00186141+0.00969155j 0.00176937+0.0126296j -0.00911117+0.00681561j -0.00206354+0.00215875j 0.00418876+0.00599596j 0.00339737+0.00844099j 0.0032668-0.0104442j -0.000320398-0.00217213j 0.000841954+0.00212847j 0.00438888-0.00186687j -0.00622956+0.0105422j -0.00350633-0.00676997j 3.71261e-05-0.00517855j 0.000911251-0.000442681j -0.00554264-0.00355923j 0.00646386+0.0116023j -0.00262372-0.0113739j 0.00381321-0.00586122j -0.00321402+0.00478311j -0.0072501-0.00282406j 0.0015921-0.0111368j 
0.0212335-0.0124242j -0.0141717+0.0343996j 0.000277202+0.00486635j -0.0023656+0.0127508j -0.00582401-0.00124295j 0.00544882-0.00351572j -0.000946329+0.00354034j 0.00499596-0.000854111j 0.00171033+0.00143571j 0.00240571-0.0042794j 0.00154517+0.000256731j -0.00114573+0.00703639j -0.00610058+0.00182089j -0.00377527+0.00678923j 0.0053448-0.00299329j -0.0332066+0.0321135j -0.00681964-0.00316159j -0.0191798+0.000629084j 0.00278936+0.0265007j 0.0121339-0.0136941j 0.0118983-0.00452175j 0.00428616-0.00263128j -0.012125-0.0147661j -0.0128234-0.0132403j -0.00976335-0.00215163j -0.00290008+0.00365284j 0.00830616+0.00104152j 0.00874437+0.00207107j -0.00425509+0.00741699j -0.00866341-3.27342e-05j 0.00396474+0.00187273j 0.00897692+0.00534058j -0.00513569+0.00248571j 0.0135396+0.00260371j 6.72693e-05-0.00869881j -0.00907092+0.0215188j 0.00956882+0.0125915j -0.00464491+0.0342655j -0.0289572+0.0477149j -0.0101578+0.0214296j 0.0127612+0.00333963j 0.0128711-0.0440282j -0.0249753-0.020563j -0.0182226+0.0117208j -0.000597732-0.0356485j -0.003012+0.00442875j 0.0222347-0.0155926j 0.038351-0.00519927j 0.00104914+0.0304917j 0.0152899+0.00754501j -0.00839402-0.0322134j -0.0380094+0.0172455j -0.00532711+0.0280729j -0.0315242+0.00570763j -0.00233319-0.000367607j -0.0186164+0.0126946j -0.0127254+0.0149304j 0.0218863+0.0154046j 0.032265+0.0055907j 0.0173395+0.00963296j -0.0208069+0.0161291j -0.00262363-0.00521501j -0.00666499+0.0184342j 0.0076501+0.0144289j 0.00216279+0.0179308j 0.0102219-0.0196313j -0.00235473-0.00599649j 0.00643458+3.87378e-05j -0.00347023+0.0124671j -0.00334547+0.00687014j -0.00348358+0.0136415j -0.00482368+0.00695718j 0.00450691+0.00227335j -0.0105763-0.0142977j -0.0115501+0.0207642j 0.01285-0.00404542j 0.00467807-0.00218956j 0.00888842+0.016605j 0.00141038-0.0223564j 0.00963518-0.0171615j -0.026524+0.000647614j -0.0137929+0.0143207j -0.00466199-0.0122928j 0.00375003-0.00182057j -0.00900507+0.0212685j -0.0208748+0.0223382j -0.000570185-0.014721j 0.00609811-0.00544481j -0.00290534-0.0172844j 0.00811134-0.00587877j -0.000271333+0.00718017j 0.00367101+0.00639687j 0.00492327+0.019429j 0.00191063-0.0173593j -0.0012871+0.00918897j -0.00404583+0.00507557j -0.0164388-0.0406739j 
