0.181798-0j 0.0597939+0.0131491j 0.0251698+0.0338183j 0.0586514+0.123702j 0.0311041-0.0291535j -0.00128455+0.0278616j 0.0136912+0.102887j -0.00689676+0.053689j -0.00194807-0.00865964j -0.00803156-0.0320697j -0.0156531-0.0241066j 0.0304187-0.0139817j -0.00411601+0.00295396j 0.00300481+0.0692904j -0.0364235-0.00914536j -0.01628-0.00634132j -0.00607746-0.00917576j 0.0175739-0.0197362j 0.010671-0.0148856j 0.0216582+0.0179773j -0.00739045-0.0281322j -0.00362866+0.0119684j 0.0196919-0.00698021j 0.0325816-0.0213924j -0.0324559-0.0193525j -0.00344574+0.000944136j -0.0121466+0.0135907j -0.0021889+0.0120698j -0.0235017+0.017024j 0.00435941-0.0167236j 0.0188505-0.0031123j 0.0120332-0.0278519j -0.00296269+0.0263836j 0.00833823+0.0169861j -0.0322781+0.0383322j 0.0010004-0.0376287j -0.0170677+0.030784j 0.0315582+0.0166126j -0.00887641-0.0154996j 0.0107896-0.0306017j -0.00606501+0.00946275j -0.0309281+0.0269677j 0.010056+0.00162306j 0.00461823-0.00543001j -0.00387887+0.0198468j 0.0245157-0.0227588j -0.0190533+0.0218702j -0.0073538+0.0178831j -0.0320017+0.0109684j -0.00364555-0.0350094j 0.0195959+0.0174173j 0.00504056+0.0187562j 0.0132243-0.00683105j 0.0536841-0.00087884j -0.038009+0.0016312j 0.0120955-0.0246202j 0.000182789+0.0222141j -0.0357791+0.00381071j -0.0353804+0.00685591j 0.0609517-0.0493805j -0.00385709+0.0430875j -0.0395557+0.1424j -0.116176-0.244428j 0.359889+0.0478186j -0.0539429+0.205126j 0.0496585-0.215148j 0.0454005+0.0270813j -0.0213498+0.0190806j 0.21976+0.089494j 
-0.00606501-0.00946275j 0.0197383+0.0022151j -0.0342707+0.00248345j 0.0192967-0.0259679j -0.056443+0.0335621j 0.0477301+0.0589258j -0.0175816-0.0159848j -0.0879902-0.0405869j 0.0293348-0.0576609j -0.0445394-0.0570391j -0.0347844-0.047291j 0.0874347-0.0304346j 0.0735853+0.229748j -0.0823899-0.00640122j 0.0434557-0.0333044j 0.0960119+0.0584157j -0.00846354+0.0282673j -0.123076-0.118136j 0.00739087+0.00216134j 0.132973+0.0329487j 0.0310811+0.00855135j 0.00194775-0.00142988j 0.128045+0.0717793j 0.0376335-0.115107j 0.0848076-0.0510019j 0.02847+0.0807279j 0.0765454+0.16815j -0.0314602+0.0201941j 0.00577481-0.079776j -0.0242504+0.032932j 0.0972946+0.131973j -0.0739107+0.116198j -0.0587172+0.0831578j 0.0661702+0.107627j 0.0537992-0.0753667j -0.0674887-0.0278689j -0.123118+0.0727489j 0.107419+0.0122743j 0.0776145-0.0140046j -0.133186-0.0319165j 0.0512742+6.93889e-17j 0.0332242-0.114118j 0.0700796-0.03232j 0.141469+0.0382026j -0.017152+0.0348551j 0.0511467-0.075766j -0.0509413+0.0568484j -0.0693099+0.0391963j 0.0863637+0.0117411j 0.0216902-0.0348027j 0.0431975-0.0329614j 0.0150319-0.0541913j 0.0341089-0.00149737j -0.053307+0.00803744j -0.0248519-0.0865577j -0.0645676-0.0373194j 0.0696809-0.0380299j 0.0451393+0.0515957j -0.0409266-0.0347056j 0.0362639-0.0105513j -0.0795039-0.0596847j 0.0455194+0.0111564j 0.00338788-0.0016347j 0.00922066+0.0200308j 0.0057819-0.00254153j 0.0171679-0.0325133j -0.00420646-0.0123959j 0.0131828-0.00485946j 0.0180352+0.000234803j 
-0.0309281-0.0269677j 0.0219784-0.0153661j -0.0258555-0.0143355j 0.0283345-0.0121509j 0.0050468+0.0630118j 0.0213894-0.0609383j -0.0471663-0.009608j 0.0131962+0.06773j -0.00874987+0.0871664j 0.0490425-0.0686934j 0.00656719-0.131255j -0.0239706+0.0735618j 0.0827055+0.0120917j -0.0329812+0.033221j 0.0381174-0.0589091j -0.0404245-0.0503647j 0.0907383-0.0673383j -0.0426385-0.0331873j 0.0244981-0.0144288j 0.0236904-0.000501207j -0.00579567+0.0474515j -0.163678-0.133253j -0.0984554+0.0895251j 0.0280583+0.0477666j -0.0790235-0.0368261j -0.0181637+0.0467319j -0.163689+0.0176808j -0.0166258-0.12083j 0.026427-0.0540808j -0.0624499-0.107789j 0.0968817+0.0186249j -0.00792669-0.0179456j -0.0443856-0.0758763j 0.0213672+0.0440751j -0.0703069+0.00182416j 0.0772578+0.0411032j -0.0349175+0.0498288j -0.010103+0.0387962j -0.000239383-0.0180643j -0.0264027+0.100941j 0.0332242+0.114118j -0.0500105-4.44089e-16j 0.0163273-0.0707032j -0.00181298+0.0238782j -0.0525317+0.0066799j -0.0477741-0.0660415j -0.0363511+0.0214497j 0.07049+0.0929567j -0.0246282+0.0550207j -0.0211461+0.0239013j 0.0543865+0.0445465j 0.0523364+0.0877817j 0.0889474+0.0396764j -0.00115321+0.0137606j -0.0967592+0.0335773j 0.105009-0.0282142j -0.0820409+0.0531634j -0.0549943+0.0452263j -0.148019-0.0699461j 0.0371713-0.0517905j -0.0532817+0.0108462j -0.00469026+0.066319j -0.0383523-0.00688445j 0.0632015+0.0552607j 0.0362318+0.0111178j -0.0190252-0.0390111j -0.0325363-0.000909772j -0.0135307-0.0239368j 0.0123767-0.0166782j 
0.010056-0.00162306j -0.00669242-0.0304813j -0.0158028+0.0261752j -0.0296218-0.00319949j -0.0203137-0.0741348j -0.0537976+0.0399303j -0.000407246-0.0502508j 0.00742634-0.015455j 0.100897-0.0807858j -0.099422-0.207903j -0.144051-0.0661904j 0.143935+0.0923584j 0.0408986-0.0547909j -0.0935047-0.000517086j 0.0226452-0.220074j -0.0163061-0.0146841j 0.0873084-0.109377j 0.0376073-0.124607j -0.0841289+0.080481j -0.0336344+0.0757464j -0.0218742+0.00225249j 0.0222384-0.0678821j -0.0816836-0.0585815j -0.0952447-0.0977526j -0.0932413-0.0209292j -0.06988-0.0746715j 0.000780642+0.0270977j -0.0301275-0.00343716j -0.0492111-0.0199577j -0.000763965-0.0558006j -0.0617775-0.0243394j -0.0235936-0.0177312j -0.071128-0.0786473j 0.0635044+0.00222248j -0.0257895+0.0525291j 0.0798249+0.119766j 0.00760471+0.0417244j 0.124438+0.00344389j -0.0158273-0.0195062j 0.185353-0.067239j 0.0700796+0.03232j 0.0163273+0.0707032j 0.0666976+3.43649e-15j -0.00929239-0.0492873j 0.0681651-0.0510866j 0.0204509+0.0336556j 0.034916+0.0214594j -0.0610873+0.027001j 0.00318163+0.144473j -0.0295092+0.0680054j 0.0128244+0.104477j 0.00519397-0.0399095j -0.0357664-0.0575379j 0.029229+0.0489139j 0.0279186+0.00537177j 0.116072-0.0206088j -0.00511838+0.00509933j -0.036187-0.066318j 0.0710164-0.0268612j -0.0735403+0.06475j -0.0298685-0.076022j -0.00227582-0.0241845j 0.0175679-0.00483962j -0.0453864+0.0013871j 0.0349092+0.0573526j -0.00600135-0.0180077j -0.0496971-0.0217286j 0.00830328-0.00973141j 0.0197939+0.0214735j 
0.00461823+0.00543001j -0.0234717+0.0107163j 0.00981891+0.0242041j 0.0192694+0.0140084j 0.0123974-0.0615343j 0.0560741-0.0492335j 0.0378057+0.0520502j -0.0326659-0.0303553j -0.0503981+0.0987385j 0.187203+0.0494103j -0.129-0.121633j -0.0921915+0.0460108j 0.0899128-0.0958454j 0.0734048+0.042749j -0.0735943+8.18255e-05j -0.0333036-0.0318295j 0.0394329+0.0365408j -0.0606345+0.143847j -0.0207238-0.0469005j 0.0234941+0.0728802j 0.125627-0.0958276j 0.0673616-0.00385864j 0.0448628+0.0668065j 0.0943075-0.0724605j -0.0128969-0.0296545j -0.0910056+0.0690104j 0.0164615-0.0316507j 0.00487324+0.0407742j 0.0330854+0.0659509j 0.0280916+0.022696j 0.0313588-0.169175j 0.0721175-0.0348832j -0.0476684+0.0668913j -0.118065+0.0516635j 0.0933496-0.0694605j 0.0158715-0.058138j 0.0734625-0.147103j 0.0148824-0.05312j -0.0448847-0.0762278j -0.0599295+0.0228138j 0.141469-0.0382026j -0.00181298-0.0238782j -0.00929239+0.0492873j 0.156442+1.38778e-17j 0.174493-0.00839257j 0.0570944-0.0444515j 0.0604066-0.00871682j 0.0463502+0.0308857j 0.124389-0.0261951j 0.0318274+0.0353982j -0.0157276+0.0224532j -0.085766-0.0991317j -0.0120456+0.0448535j -0.0202245-0.0118595j 0.1009+0.026898j 0.00253761-0.0173445j -0.0407873-0.130659j -0.0231895+0.0521785j -0.0545817+0.155869j -0.0669886+0.133708j -0.0788184-0.0474236j 0.0226156-0.0336926j -0.0189214+0.0393901j 0.0323847+0.0178228j -0.047059-0.0136246j 0.0184899-0.0199427j 0.04457+0.00992654j 0.0124397+0.00473694j -0.0184043+0.0224984j 
-0.00387887-0.0198468j -0.00176364+0.0208932j 0.00466497+0.0295119j -0.0466354-0.0304754j -0.0017907-0.0509641j -0.039786-0.00162129j 0.0538028+0.013118j -0.0133372-0.0450082j -0.028362-0.027323j -0.113531-0.00997776j 0.0546239+0.102959j -0.00714818+0.0846338j 0.0737618-0.0118656j -0.0446227+0.0321071j -0.0159188-0.0032399j 0.105495+0.0410143j 0.0778673+0.0176148j -0.0593808+0.118524j -0.0252193+0.155936j -0.0159927+0.233613j -0.0485157-0.152987j 0.078197+0.0125536j -0.0167611-0.171905j 0.0954905-0.0104176j -0.0351788+0.103541j -0.0231971-0.0524739j 0.0385554+0.0715934j -0.096519-0.10951j 0.0380786-0.00109593j -0.0927264-0.00916264j -0.0617317+0.100905j 0.0115783-0.00360786j -0.0728026+0.0729948j -0.00546754+0.00552045j -0.0712583-0.131832j 0.0297386-0.0618752j -0.00252803-0.0885066j -0.00829891+0.0836542j 0.0453872+0.0443101j -0.0558781+0.0757267j -0.017152-0.0348551j -0.0525317-0.0066799j 0.0681651+0.0510866j 0.174493+0.00839257j -0.000605709+1.59595e-15j -0.0902896+0.0400568j 0.0690682+0.0664303j -0.0239295+0.0489097j 0.00632001-0.00633781j -0.0949562-0.031266j -0.0495193-0.011227j -0.0736098-0.000357041j 0.0355806+0.0127639j 0.0466479-0.0276732j 0.0869235+0.0277246j -0.0890687-0.0430829j 0.0420645+0.0194929j 0.0441105+0.0531434j -0.0116786-0.0206278j 0.0114499-0.0465151j 0.0826651+0.0266082j -0.00872657-0.0329347j 0.00649031+0.0636834j 0.0480409-0.0257463j 0.00227+0.0197417j -0.00926773+0.022693j 0.0222177-0.0280609j -0.00371893+0.00823042j 0.0101775-0.00482565j 
0.0245157+0.0227588j -0.01124-0.0344887j 0.0238284+0.0790814j -0.0329784-0.0236742j 0.0403087-0.110663j -0.0276054-0.0107179j 0.00302057-0.0534341j 0.0820903+0.027742j -0.0174804+0.118207j 0.00178175+0.132841j 0.0809548-0.145323j -0.209614-0.140655j -0.0346925-0.122029j -0.196649-0.0416993j -0.11332+0.0371057j -0.0343877-0.0837789j 0.0228988-0.00260587j -0.0833929+0.174726j -0.0566657-0.0458903j 0.0008756+0.194069j 0.0331812+0.0260906j 0.107084-0.0389492j -0.0260309+0.00576488j -0.100518-0.0698294j 0.0151296+0.0466083j 0.113579-0.051106j -0.0454933-0.0454574j 0.0640666+0.125083j 0.048756-0.0381868j 0.023102-0.0765638j -0.113957-0.0640157j -0.0188244+0.027564j -0.026471+0.00840314j -0.105126-0.0318139j -0.114669+0.00434395j 0.0907784-0.0025783j -0.0377648+0.00913951j 0.053071-0.0623005j 0.0878757+0.0139118j 0.0521024+0.0427563j 0.0511467+0.075766j -0.0477741+0.0660415j 0.0204509-0.0336556j 0.0570944+0.0444515j -0.0902896-0.0400568j -0.140699+1.33886e-14j -0.0548776+0.0921963j 0.0374456+0.0661981j 0.0390798-0.00710795j 0.0445662+0.0122559j 0.0384359+0.107206j -0.055538-0.0282908j 0.0489038-0.074284j 0.0868552-0.0462487j 0.0522922-0.0239454j -0.0560077-0.030256j 0.0206826+0.0690887j -0.016407+0.101592j 0.0786514-0.0523367j -0.0555265-0.0167056j 0.0319014+0.00560449j -0.0205754-0.0604005j 0.0302669-0.00323388j 0.0117769-0.00908884j 0.0437759+0.0130549j -0.00352704+0.00430524j -0.00375494-0.0180409j -0.0222052+0.00752982j 0.00658169+0.00473354j 
-0.0190533-0.0218702j 0.0203012+0.0324894j -0.00205068+0.0475343j -0.0219932+0.00169297j 0.0211934-0.0426406j -0.0846282+0.00192572j 0.0282379+0.0170506j -0.0137449-0.0203885j 0.0168174-0.0742912j -0.0676168-0.112517j 0.00568558+0.00299117j 0.099092+0.129506j 0.146724+0.0219287j -0.0369873-0.0133212j 0.0706323+0.0937395j -0.0631232+0.102444j 0.174918+0.146939j 0.0561573+0.120354j 0.00150635-0.0384139j -0.00564554-0.198061j 0.0273268-0.0675111j -0.0346157+0.0578215j -0.0998089+0.0871964j 0.059509-0.0478509j -0.168047-0.0272605j -0.03221+0.0996218j 0.0028484+0.0449289j -0.0610921+0.0176824j -0.17012+0.0584242j 0.0165824+0.0592181j 0.020231+0.0429655j 0.04829+0.0383335j -0.0210695-0.064927j -0.0127604+0.12788j 0.0591601-0.0167914j 0.0594375-0.0287621j -0.11192-0.0577072j 0.00936459+0.011397j -0.08045+0.0783562j 0.0380792+0.0127072j -0.0509413-0.0568484j -0.0363511-0.0214497j 0.034916-0.0214594j 0.0604066+0.00871682j 0.0690682-0.0664303j -0.0548776-0.0921963j -0.122658+1.02991e-14j -1.83991e-05-0.00598903j 0.0464645+0.0635591j 0.00295688-0.00503588j -0.00195013+0.0317221j 0.0870349+0.0862975j -0.00814532+0.04995j 0.05572+0.0677371j -0.0348182+0.0314034j -0.0340856+0.048922j 0.037649+0.0795903j -0.00103034+0.0718589j 0.0580795-0.00995232j -0.00811436-0.00640889j -0.020248+0.00499463j -0.00385802-0.0432144j 0.00387571+0.0195125j -0.0288371-0.0191144j 0.0173068-0.000932122j 0.00570515-0.03493j -0.00444415+0.0233885j -0.00209372+0.0310436j 0.00626611-0.0201304j 
-0.0073538-0.0178831j 0.0290198-0.00144789j -0.0170509+0.00855907j 0.0127789+0.042115j 0.0723755+0.0163222j -0.004175+0.00436209j 0.0259842-0.0564445j 0.0185675+0.0923989j 0.095048+0.112972j 0.067441+0.0132887j 0.000852431+0.196545j -0.0386715-0.0157738j -0.0494997-0.0289107j 0.0965237-0.0184095j -0.158168+0.0415343j -0.00648797-0.075689j 0.034884-0.0612909j 0.0228328-0.121767j -0.0920673-0.100053j 0.032295+0.0871353j -0.0170478+0.0495025j 0.0115419-0.0955573j 0.0408254+0.030005j 0.0335706-0.0546466j 0.0394159-0.0193587j 0.0243049+0.071934j 0.0408628+0.114595j 0.0247941-0.0895245j 0.0747667+0.12983j -0.0230347-0.0013853j -0.0477132-0.0923958j -0.0244717-0.124693j 0.0162071+0.0497482j -0.0190454-0.0115653j -0.0382725-0.0664362j 0.0811236+0.0712037j 0.0227496-0.0324318j -0.105117-0.117529j -0.000970353+0.0368528j 0.0578688-0.0530345j -0.0693099-0.0391963j 0.07049-0.0929567j -0.0610873-0.027001j 0.0463502-0.0308857j -0.0239295-0.0489097j 0.0374456-0.0661981j -1.83991e-05+0.00598903j -0.0116552+1.34615e-15j 0.0155249+0.0384206j 0.0381958-0.0139678j 0.0934577+0.0102734j 0.0974105-0.00118793j -0.0645505+0.0310858j 0.0367813+0.0421183j -0.0108274-0.0117274j 0.11343+0.0847771j -0.0167379-0.0776704j 0.000972855+0.0749872j 0.161142+0.0135858j 0.0586674+0.0119102j -0.0325276-0.0260816j -0.0556655+0.0377959j -0.00930036-0.0725282j -0.0344656-0.00903402j 0.00198917-0.0413657j 0.0112072-0.0402931j 0.00306278+0.0520487j 0.00314966+0.0122273j -0.0250601-0.0172966j 
-0.0320017-0.0109684j -0.0142751+0.0234372j -0.024037+0.0247303j -0.00788076-0.0054904j 0.0114188+0.151543j -0.129715+0.0516924j -0.043408-0.0161747j -0.130623+0.0490002j 0.0649601-0.0113271j 0.0152741+0.102447j 0.0614594+0.0963615j -0.0872575-0.0734835j -0.0901802-0.060503j 0.0632434+0.129778j -0.16219-0.0899741j -0.0480047+0.00163801j 0.0448447+0.0305038j 0.155545+0.0486454j 0.0406534-0.0176478j -0.0114841+0.0439627j -0.00961146-0.00864133j 0.0232378-0.0556188j -0.0265528-0.00744511j 0.0701065+0.0279514j -0.088628-0.0159122j -0.0815638-0.0282655j 0.0594387-0.0134625j 0.111431-0.0534966j -0.0280395-0.016619j -0.00972639-0.0184431j 0.0236588+0.0293702j -0.00189595+0.029254j -0.0280775+0.00191959j -0.111509-0.118924j -0.0918067-0.000580613j 0.0449766+0.0133493j 0.0408987-0.000462467j -0.00199137+0.0100711j -0.00748463+0.0325725j -0.0111067+0.0728161j 0.0863637-0.0117411j -0.0246282-0.0550207j 0.00318163-0.144473j 0.124389+0.0261951j 0.00632001+0.00633781j 0.0390798+0.00710795j 0.0464645-0.0635591j 0.0155249-0.0384206j -0.0790902+1.51615e-15j -0.0206183-0.0661841j -0.164484+0.0229881j 0.0685478+0.0377057j 0.0409509+0.0312005j -0.00864874+0.0560618j -0.143067-0.0119373j 0.0042679+0.0210586j 0.0624268+0.0929506j -0.0166522+0.0243267j -0.106303+0.077331j 0.0459109-0.0299128j 0.0379538+0.0330815j 0.0374293+0.044425j -0.0609685+0.0511959j -0.057826-0.0963013j -0.0429787-0.0191659j -0.00103903-0.0226124j -0.0158045+0.0359591j 0.0223906-0.000902837j 0.0174178-0.0235652j 
-0.00364555+0.0350094j 0.0219897+0.0176822j 0.0585776+0.0436713j 0.0859532-0.0103168j -0.0311351-0.0206329j 0.0752361+0.0584811j 0.0850101+0.223568j 0.0658713-0.0510536j -0.129578-0.0744689j 0.0427344+0.2141j -0.0438181-0.0895582j -0.0299016+0.0596395j -0.119915+0.052759j -0.00468323-0.0654599j 0.00960118-0.0125491j 0.101484-0.120409j -0.0864165+0.0208638j 0.0302187-0.0952459j -0.184576-0.0673887j 0.015996+0.0554988j -0.0567699-0.13227j 0.00309991-0.018752j 0.0139175+0.10128j -0.060524+0.0244427j -0.0358756+0.0590603j 0.00290547+0.164751j -0.00727007+0.0547271j -0.0790924+0.068379j -0.00174169+0.0572466j -0.0379273+0.0373071j 0.0364725+0.119989j 0.00691539-0.0446625j -0.0813842+0.0551481j -0.112949-0.0119603j 0.00446953-0.0383348j -0.0293017-0.0257729j -0.0503232-0.0181884j 0.0557456+0.112247j 0.0225185-0.00812263j -0.0570477+0.172251j 0.0216902+0.0348027j -0.0211461-0.0239013j -0.0295092-0.0680054j 0.0318274-0.0353982j -0.0949562+0.031266j 0.0445662-0.0122559j 0.00295688+0.00503588j 0.0381958+0.0139678j -0.0206183+0.0661841j 0.0441032-6.38378e-16j 0.0540325+0.0356751j -0.0325304+0.0160105j 0.0660296-0.0202528j -0.073607-0.0122196j -0.0733146+0.0134024j 0.0138488-0.0298119j 0.118141-0.0501511j -0.031858-0.0272037j -0.0147756-0.0255293j 0.0247109+0.0307747j 0.0169629+0.0353459j -0.0311209-0.062473j 0.0236115+0.0560682j -0.0443351+0.0825919j 0.0177775+0.026546j -0.00106643-0.035052j -0.0253936-0.0154439j -0.00881091+0.0527414j -0.020326-0.00796369j 
0.0195959-0.0174173j 0.000256963-0.047736j -0.016763-0.00284244j -0.0341704-0.0323597j -0.024938-0.0152826j -0.0214365+0.0528854j 0.0735271+0.0868753j 0.0206785+0.0373322j -0.0788113-0.05733j -0.0831684-0.0420303j 0.00505299+0.0322225j -0.00164215+0.114878j -0.00153647+0.0394373j 0.0471294-0.0682204j 0.137573+0.0525369j 0.162196-0.0423923j 0.00914629+0.105692j 0.00518509-0.0219285j 0.0880922-0.00780223j -0.0396434+0.0538779j 0.0387172+0.113705j -0.0149265-0.00913248j 0.0469648-0.0285581j 0.00851794+0.0051965j 0.116756-0.17803j -0.103573-0.0227478j 0.0289282+0.0592923j -0.000310614+0.0107413j -0.0388721+0.0102041j 0.0300382-0.05537j -0.0192856-0.143307j 0.0403224+0.0392795j 0.0406533+0.0735916j 0.0921154+0.0095064j -0.0774501+0.00886212j -0.0559631+0.0536635j -0.000329791+0.0051968j 0.018958+0.028981j 0.0289045+0.0868268j 0.0228038+0.0519598j 0.0431975+0.0329614j 0.0543865-0.0445465j 0.0128244-0.104477j -0.0157276-0.0224532j -0.0495193+0.011227j 0.0384359-0.107206j -0.00195013-0.0317221j 0.0934577-0.0102734j -0.164484-0.0229881j 0.0540325-0.0356751j -0.0583979-9.02056e-17j 0.0590369-0.0412264j 0.0806164-0.0250298j -0.0788937-0.0449981j 0.0597492+0.0223703j 0.00357207+0.00955093j -0.0889897-0.0821538j 0.0243634+0.0469036j -0.0277983+0.0326452j -0.0361765+0.00989475j 0.0910995+0.0341147j -0.011419-0.0230904j -0.0563874+0.0132551j -0.0033337-0.0674053j 0.0351541-0.0322887j 0.012823-0.0086472j 0.0223079+0.0132153j 0.00732946+0.00207424j -0.0352126+0.0223343j 
0.00504056-0.0187562j 0.00874418+0.0348451j -0.0310832+0.113923j -0.131166-0.143576j 0.02919+0.062585j 0.0883246-0.110448j -0.0644264+0.00273927j -0.0306476-0.149173j -0.0511124+0.02662j -0.120263+0.0882433j -0.0666867+0.0429365j -0.0217737+0.0790098j 0.0114244+0.0403423j -0.00737401+0.0233953j -0.0101205+0.00887577j 0.0544216-0.058129j 0.0947279+0.098025j 0.0112569-0.0599221j 0.116976+0.00602545j 0.0179924+0.178749j -0.0475543-0.0189029j 0.0390846-0.0249182j -0.0558779+0.0537035j 0.112393-0.10409j 0.0415089-0.0476878j 0.0118728+0.130576j 0.087336+0.0244109j 0.115765+0.0512671j 0.058873-0.0195554j 0.0382158-0.00785949j -0.0578645+0.0326265j 0.00570391+0.064198j -0.0455982+0.0757636j 0.0175971+0.0754632j 0.0499386-0.0210196j 0.0272075+0.0298328j -0.0648339-0.0578045j -0.0281761+0.088498j -0.0283596-0.0221254j -0.0360664+0.0667169j 0.0150319+0.0541913j 0.0523364-0.0877817j 0.00519397+0.0399095j -0.085766+0.0991317j -0.0736098+0.000357041j -0.055538+0.0282908j 0.0870349-0.0862975j 0.0974105+0.00118793j 0.0685478-0.0377057j -0.0325304-0.0160105j 0.0590369+0.0412264j -0.070659-2.18141e-15j 0.0612614+0.0265011j -0.0176961+0.0795489j 0.0154083+0.0386743j 0.117783+0.000606153j 0.0382348+0.0216445j -0.0748735+0.0302294j 0.0511869+0.00169623j -0.00657165+0.0533196j 0.0698626-0.0494022j 0.00812045+0.099945j -0.0264033+0.00679133j 0.0814168-0.00375077j -0.0247788+0.000780531j -0.0671679+0.116679j 0.0413019-0.0605447j 0.0133054+0.0123478j 0.0529284-0.033406j 
0.0132243+0.00683105j 0.0038392+0.00337792j 0.0555933-0.0270888j 0.0123531-0.0271719j -0.168879+0.102234j 0.0592674+0.14345j -0.0866091+0.0139871j 0.0233478-0.0285319j -0.0444756-0.0172747j -0.0568358-0.0187399j -0.0961053-0.0650697j -0.09663+0.0469369j -0.0700048+0.0688088j -0.103307+0.144999j 0.051839+0.0502374j 0.0285147+0.0730081j 0.151219+0.0276768j -0.0696716-0.0412394j -0.135223+0.053525j 0.0867946-0.00271862j 0.0297726-0.0426977j 0.00962259-0.113417j 0.0370368+0.0305415j -0.101144+0.0614005j -0.0630448-0.0394288j 0.0439314-0.0307653j 0.0641847+0.0174427j -0.0796359+0.00478403j 0.0655533-2.54637e-05j -0.0679042-0.054621j -0.0895397-0.0341545j 0.0316749-0.0161915j 0.0508589+0.00418067j 0.0413597-0.0167598j 0.0573713+0.0162497j 0.0385547-0.0297763j -0.0102112+0.0161844j -0.0580361+0.0695216j -0.0948178+0.0168188j 0.0409904-0.0348637j 0.0341089+0.00149737j 0.0889474-0.0396764j -0.0357664+0.0575379j -0.0120456-0.0448535j 0.0355806-0.0127639j 0.0489038+0.074284j -0.00814532-0.04995j -0.0645505-0.0310858j 0.0409509-0.0312005j 0.0660296+0.0202528j 0.0806164+0.0250298j 0.0612614-0.0265011j -0.0645366-3.53884e-16j 0.101836+0.0775808j -0.0321858+0.012065j -0.050012+0.0212515j -0.0447108-0.0238699j 0.148925-0.0300957j 0.00645745+0.106251j 0.106498-0.0331851j -0.0226098+0.0823266j 0.0409003-0.0173274j -0.00163087-0.0267541j -0.00909272-0.0304852j -0.0519296+0.0268738j -0.0499926+0.0118882j 0.0261774-0.0151615j 0.0140974+0.0255596j -0.0132901+0.00216683j 
0.0536841+0.00087884j 0.00175023+0.0222931j -0.0312615+0.0167071j -0.04691-0.0471529j -0.0325438-0.0759678j -0.0928519+0.0632068j 0.0817244-0.0026001j 0.0463226+0.0595548j 0.146245-0.0569796j -0.0277678-0.162432j -0.0904691-0.0811477j -0.010029-0.00200661j 0.0357512+0.0730828j -0.00401818-0.0159372j -0.0337809-0.0258523j 0.0622935+0.172165j 0.0968984-0.035249j 0.0970971-0.0525137j -0.0218224-0.0363019j -0.017376-0.0496265j 0.0476769-0.082062j 0.18648+0.00978203j -0.133867+0.00930043j -0.000651055-0.0922247j 0.104215-0.0115859j -0.0231584-0.141352j -0.0329616-0.0175325j -0.0126223+0.0452176j 0.0487482-0.0230638j 0.0835532+0.0427513j 0.12131-0.033222j 0.0720487-0.0299888j -0.074836-0.0160469j 0.0423566+0.0294926j 0.00522029-0.0111288j -0.0260725+0.0314992j 0.0310425+0.0327853j -0.0812251-0.071325j -0.0545231-0.0155677j 0.0602838+0.107661j -0.053307-0.00803744j -0.00115321-0.0137606j 0.029229-0.0489139j -0.0202245+0.0118595j 0.0466479+0.0276732j 0.0868552+0.0462487j 0.05572-0.0677371j 0.0367813-0.0421183j -0.00864874-0.0560618j -0.073607+0.0122196j -0.0788937+0.0449981j -0.0176961-0.0795489j 0.101836-0.0775808j -0.150913-3.34455e-15j -0.0508371-0.0339064j 0.015909-0.0171495j 0.222803+0.00904213j -0.0610535+0.0192234j 0.114103-0.000123616j -0.0166309+0.0424773j 0.0419392+0.0204802j 0.0205096-0.0286653j 0.0789708-0.0419932j -0.0527199+0.00222173j 0.0128794-0.0334904j -0.0228+0.0564742j -0.0407676+0.00277116j 0.0214189+0.0176633j 0.00545813+0.00638167j 
