-0.0936865-1.04083e-17j 0.0323783-0.0169569j -0.0973933-0.0991662j 0.0789704-0.0311759j 0.0200822+0.0324648j -0.0420061+0.0132565j -0.140754-0.0818542j -0.0148842-0.0532451j -0.0144566-0.0357733j 0.0117087+0.0111046j -0.0703264-0.0187693j -0.0800059-0.0714735j 0.0359779+0.0214143j -0.0824931-0.011795j 0.0105803+0.00927495j -0.015851-0.0175819j -0.0114376-0.0221504j 0.0161532+0.0245179j 0.0159816+0.0041566j 0.00927358-0.0144055j 0.0525702+0.0266747j 0.110132+0.0324369j -0.0554216-0.00922997j -0.0756571+0.0253367j -0.056033-0.014834j -0.000847253-0.0282423j 0.00163842+0.00091182j -0.000386276+0.00895807j 0.021079-0.0112168j 0.0124084-0.000367086j 0.00721744+0.0310266j -0.0187615+0.000588726j -0.0206063-0.00557945j -0.0119894+0.0247855j 0.0162685+0.0245506j -0.0375128-0.0241906j 0.0101102+0.0330941j -0.0153788+0.000594206j -0.000447225-0.0219961j 0.0497529-0.020543j -0.00701246-0.0148871j -0.0162568-0.00953084j -0.0355951+0.0136041j -0.0212172-0.0377947j -0.00648593-0.0186148j 0.0464861-0.00743974j -0.109409-0.00464203j 0.0446371-0.00650363j 0.107619+0.00914452j 0.0665917-0.0241714j -0.00833935+0.0244839j -0.0803259-0.010807j 0.0414745+0.0207806j 0.0411293+0.0398769j 0.00408111-0.0050681j 0.00305216-0.0377962j -0.0806635-0.0204627j -0.00131692-0.0709214j -0.0505423+0.0565718j -0.080869-0.0558783j 0.0619033+0.0361244j 0.0594921+0.0439608j -0.0918276+0.230614j 0.247038+0.181017j 0.467597+0.0083311j -0.0687791-0.169546j 0.20403-0.0455378j 0.000921817-0.124368j 0.0382968+0.0322583j -0.107111+0.0249781j 
0.0497529+0.020543j -0.0512417-0.0267135j -0.0439901+0.0202265j 0.109668+0.0252561j 0.0388772-0.00461537j 0.0296739+0.00634518j -0.0551958+0.0365414j -0.0359534+0.0338649j -0.100462-0.0172508j 0.0348208-0.0735119j 0.0153478-0.0672737j 0.0985848+0.00402044j 0.0963374-0.00516058j -0.125839+0.0340755j -0.139444-0.059946j -0.0465598+0.0474603j 0.0573901-0.132275j -0.0142269-0.0254298j -0.088635-0.0805624j 0.0349893+0.0498142j -0.106297+0.0746387j -0.0819071-0.0456019j -0.0910543+0.15633j -0.176228+0.00265342j -0.0525994+0.130548j -0.0724024-0.125926j 0.116968-0.0293055j -0.0942328-0.0273147j 0.00979968+0.119003j 0.0272991-0.0305051j -0.128132+0.0556239j 0.0152292+0.0856037j -0.118261+0.182243j -0.0480729-0.0962304j 0.0570122-0.0183665j 0.0380386-0.0787743j 0.11658-0.0572707j -0.00852105-0.0615038j -0.125831+0.126757j 0.2661+3.43822e-15j -0.0223397+0.111767j -0.0867826+0.049388j 0.0221851+0.0343953j 0.131103+0.0358479j -0.0961832+0.0254271j 0.116874+0.0240255j -0.0776362-0.0353353j -0.0257981-0.0799977j 0.0968355-0.00364459j 0.0749673-0.0115458j 0.0653553+0.0212614j -0.00210778-0.0313869j 0.00102371-0.0238542j 0.0775789+0.0312226j -0.0222416+0.0364219j 0.00742062-0.0632058j -0.171468+0.0260177j -0.0146627+0.0296372j -0.0752873+0.012722j -0.0185481-0.0252042j 0.00156518-0.0248984j 0.0755053+0.0384023j -0.00138402-0.048226j 0.0937801-0.0193135j 0.0300276-0.0452836j 0.0100388+0.00541745j 0.0785338+0.0500124j 0.0224718-0.0191115j 0.0122875+0.0252202j 0.00721744+0.0310266j 
-0.00701246+0.0148871j -0.00804813+0.000607189j 0.00169245+0.026224j 0.0152785+0.0215167j 0.0274769-0.00604376j -0.0125511-0.0136061j 0.0111488+0.00311931j -0.0048999+0.014693j 0.00927635+0.0541323j -0.059509-0.0114469j -0.00156423-0.0531241j 0.00208623+0.00996496j 0.00381242+0.0236948j -0.0895588-0.0186839j 0.00909-0.0775511j 0.0675569+0.0596412j -0.0623692-0.114744j -0.0329742-0.0199489j 0.0529042+0.00949463j -0.13112-0.0271863j -0.0932476-0.0493058j 0.0801822+0.0339853j 0.00931793+0.0844269j 0.0268654-0.0900684j 0.174105-0.144365j 0.0101103-0.118884j -0.0759597-0.0882482j -0.12759-0.0304708j -0.0622909+0.00236487j -0.464521+0.11977j 0.0272991-0.0305051j 0.0590767-0.000393393j -0.0310925+0.0958666j 0.0872693-0.00970204j 0.0652518-0.00934571j 0.0803282-0.0414566j 0.0312806+0.0201687j -0.0758855-0.175272j -0.0250507+0.0359314j -0.0223397-0.111767j 0.0324054-7.43156e-15j -0.0994935-0.112268j -0.0981725+0.0132283j 0.068465-0.0772122j 0.0705116-0.0305676j -0.0397795-0.0249956j 0.0459189+0.00707283j -0.0353079-0.0475725j -0.0299054+0.00536128j -0.0374783+0.10457j -0.0242567-0.00777507j 0.0224155-0.0921622j -0.0317297+0.0461567j -0.0469879+0.0444994j 0.0159069-0.0245992j 0.0465493-0.0098022j 0.0425589+0.0431526j 0.0263546+0.0543981j 0.0240332+0.00606503j 0.0334805+0.0324625j -0.0439764+0.0512464j -0.023197-0.0075863j 0.0182812-0.0120963j -0.0251601-0.0235324j -0.0231092-0.0404651j -0.00383516-0.029407j -0.00643146-0.0099117j -0.0208337+0.0138052j -0.0066433+0.0048794j 0.0124084-0.000367086j 
-0.0162568+0.00953084j 0.00169793-0.0173164j 0.032108+0.0453472j -0.0818504+0.000499898j -0.0185468+0.00107256j -0.00839948-0.00917743j 0.0269678-0.0102421j 0.0234351-0.00420919j 0.0122027+0.070348j 0.0110676+0.0491486j 0.0268554-0.0379613j 0.0608915+0.0351292j -0.078218-0.0171739j -0.0515239+0.0482166j 0.0142096+0.167536j 0.0769303-0.203331j -0.0193961-0.197683j -0.00362525-0.0829757j -0.132083+0.111823j -0.117508+0.0632458j 0.0785817+0.073687j -0.00649648+0.0726277j 0.130564-0.0144579j 0.076724+0.0508559j -0.123544-0.134637j -0.0456319+0.0279135j 0.0219366-0.0553354j -0.0390935-0.0912295j -0.216507+0.0140027j 0.0622909-0.00236487j -0.00979968-0.119003j -0.0962952+0.0331361j 0.008288-0.0440172j -0.00153611+0.00836165j 0.0674172+0.0979122j 0.101687+0.0942534j 0.0710535-0.178932j 0.0194482-0.0768222j 0.00242563+0.0205509j -0.0867826-0.049388j -0.0994935+0.112268j 0.0985363+1.23035e-14j 0.0770502+0.028207j 0.109425-0.0231411j -0.0474237+0.044614j 0.0121523+0.00411893j 0.00154597+0.0142863j -0.08234-0.0228243j -0.0538576+0.0021522j 0.099365-0.012268j -0.0253935+0.0265416j 0.0225343+0.0249879j 0.125668-0.00678864j -0.0347551-0.0179603j -0.0163652-0.0171805j -0.0251271-0.0176465j 0.0423649-0.0624018j 0.0275509-0.011001j 0.0475697+0.0730832j 0.0258698+0.0185634j 0.0151167-0.0577491j 0.00732477+0.00145182j 0.0144231+0.0243575j -0.0624952+0.007406j -0.0348265+0.0357572j -0.0403738-0.0202417j -0.0513852-0.0469552j -0.0126235-0.00635758j -0.028302+0.0259093j -0.021079+0.0112168j 
-0.0355951-0.0136041j 0.00549372-0.0063884j 0.00864768-0.0390629j -0.0429792+0.0107501j 0.0492169+0.0270546j -0.0595189-0.0151139j 0.036252+0.0527104j 0.0541409-0.0299455j -0.0825618+0.144116j -0.0651036-0.0258603j -0.0209716+0.0468822j 0.0483377-0.063378j -0.0172273-0.118477j 0.0152755+0.0605513j -0.0285767-0.0122973j 0.0465302-0.0468427j 0.000351209+0.0748206j 0.0747491+0.0884772j -0.135505-0.0561497j -0.0936692-0.0196884j 0.034085+0.0965686j -0.09186+0.0176391j -0.12716-0.14909j -0.139023-0.0259565j -0.0905346-0.040105j 0.122039-0.0337414j 0.0944407+0.132951j -0.0503931+0.0193661j -0.0390935-0.0912295j 0.12759+0.0304708j 0.0942328+0.0273147j 0.0218441-0.114005j -0.0464117+0.0107612j 0.0860221+0.0533808j -0.0648211+0.00889929j 0.190731+0.0914893j 0.0280384+0.0309903j -0.0315093+0.0626467j 0.0395875-0.10857j 0.0221851-0.0343953j -0.0981725-0.0132283j 0.0770502-0.028207j -0.0847588-1.10328e-14j 0.067068-0.106755j 0.057973+0.111527j -0.135237+0.00183235j -0.0939116-0.0573897j -0.09129-0.0159923j -0.0789966+0.00476295j -0.0129349-0.0243924j -0.0170624+0.0019971j 0.0342958+0.00889915j -0.0142698+0.0490315j 0.018121+0.0621363j -0.0780903-0.0633305j 0.0466449+0.00359027j 0.000545608-0.0811158j 0.0609352-0.0256477j 0.0372077-0.0339737j -0.059449-0.0530066j -0.0364535+0.0533742j -0.00815503-0.0170881j 0.0205583+0.0515056j -0.00314328-0.0221951j -0.0126881-0.0282428j -0.00318988-0.0117617j -0.0173202-0.0295758j -0.0154906-0.0272597j 0.00285789-0.0207723j 0.000386276-0.00895807j 
-0.0212172+0.0377947j -0.00842208-0.0112251j 0.00626479+0.0249094j -0.0123573+0.0483135j 0.0153878+0.0107689j -0.0453649-0.0460353j -0.00367773+0.0132633j -0.0283852+0.0313997j 0.0198673+0.107558j -0.0844862+0.0257672j -0.0432183-0.0892665j 0.0786069-0.0792455j -0.068316-0.0259724j -0.00117339-0.19342j 0.0789638-0.0269232j -0.114911-0.00443618j -0.0391527+0.0177893j 0.0315499-0.0409518j 0.00464142+0.149477j 0.0532273+0.00313375j 0.140418-0.0124127j -0.0956647-0.0650583j 0.00996816-0.0344371j 0.108231+0.0259096j 0.0206144+0.0120008j -0.079451-0.0532902j -0.167109+0.106289j -0.0944407-0.132951j -0.0219366+0.0553354j -0.0759597-0.0882482j 0.116968-0.0293055j -0.0187068-0.103824j -0.115755-0.0804565j 0.00776943+0.103452j 0.0269611-0.0759919j 0.0431826+0.00888301j -0.00189769-0.0193696j 0.0437606+0.00683325j -0.0126689+0.0783995j 0.131103-0.0358479j 0.068465+0.0772122j 0.109425+0.0231411j 0.067068+0.106755j 0.00925666-3.747e-15j 0.0284579-0.000393858j -0.0397929-0.0334894j -0.0150363-0.0301877j 0.0303377-0.00609818j -0.0288227-0.0653354j -0.0766966+0.0296549j -0.0558623-0.0112128j 0.0547766-0.042756j -0.0299648-0.0289083j -0.0484291+0.0128463j -0.0586848-0.0479645j 0.00921034-0.0852818j 0.0334758-0.0099674j 0.0740636+0.0312216j -0.00896093+0.0175304j -0.00294805-0.00112233j -0.0269891-0.0184308j -0.00440148+0.0413104j 0.0264207-0.0417867j -0.0357305-0.0250915j 0.00832875-0.0120544j -0.0225253-0.0436009j -0.0317424-0.0307004j -0.0159272+0.00138472j -0.0274686+0.0203667j 0.00163842+0.00091182j 
-0.00648593+0.0186148j 0.0323521+0.0111817j -0.00735581-0.0194785j -0.038427+0.00957996j 0.0416558+0.0172165j 0.0184239-0.0183934j 0.0771125+0.0178138j -0.0301457+0.00258432j -0.00778778+0.0107765j -0.107953+0.0386599j 0.0649016-0.0669356j 0.0345781-0.152696j -0.0094748-0.0320851j 0.0770138+0.0462365j 0.0166656+0.0278453j -0.12973+0.0454711j 0.0924033+0.0220899j -0.0555617-0.0354594j 0.0841597-0.0784925j -0.130914+0.0228541j -0.0533083+0.0552799j -0.0524128+0.0257365j 0.164332-0.116557j -0.106096+0.147468j 0.0174569+0.0674324j -0.114045+0.255808j -0.079451-0.0532902j -0.122039+0.0337414j 0.0456319-0.0279135j 0.0101103-0.118884j -0.0724024-0.125926j 0.0233709+0.124152j 0.213502-0.0102949j -0.0521485+0.00720277j 0.00541135+0.0908383j -0.19654+0.0475713j 0.0347545+0.0917389j 0.15208-0.0218776j -0.108866+0.0563277j -0.0961832-0.0254271j 0.0705116+0.0305676j -0.0474237-0.044614j 0.057973-0.111527j 0.0284579+0.000393858j 0.126837+1.66533e-16j -0.0258952+0.0509967j 0.146182-0.00111916j 0.0458257-0.00446037j -0.0014506-0.0342301j 0.00275011+0.0270478j -0.0105461+0.0198405j 0.0301398+0.0511903j -0.100989-0.0152325j -0.0180294+0.0221106j -0.0350083-0.0984561j 0.0261417-0.0262498j 0.0509717+0.00141311j 0.0506913+0.0774478j 0.0289342+8.37645e-05j 0.0414518-0.0198881j -0.0505083+0.0243893j -0.0478188+0.0373229j -0.00328074-0.00982322j -0.0188827+0.00326622j -0.0356357-0.0555112j -0.00855181-0.000640973j -0.0461059+0.0350597j -0.0208053-0.0139911j -0.0256483-0.00277734j -0.000847253-0.0282423j 
0.0464861+0.00743974j -0.092101+0.0200701j -0.0678155+0.00625373j 0.185001+0.0455017j 0.0403173+0.0635136j -0.114572-0.0569394j -0.130873-0.0552364j -0.029107-0.0118351j -0.164283-0.0316716j 0.0585934+0.0282795j -0.126096-0.0401806j -0.0674089+0.0210789j 0.110367-0.0381656j -0.0790741+0.0334063j 0.0281273+0.00693756j -0.00279626-0.155893j 0.0253247+0.172357j 0.0695765+0.0071321j -0.0145349-0.112244j 0.0567978-0.0235833j 0.113287+0.00608891j 0.143886-0.0952494j -0.0810374-0.0468292j -0.0669763+0.0115472j -0.176362-0.311682j -0.0174569-0.0674324j -0.0206144-0.0120008j -0.0905346-0.040105j -0.123544-0.134637j -0.174105+0.144365j 0.0525994-0.130548j -0.0284487+0.0728071j 0.00742393-0.112917j -0.0348142-0.0741412j -0.0938995-0.0275672j -0.0393732+0.0375978j -0.00690307+0.0464187j 0.0115294-0.0184876j -0.0109271+0.0025208j 0.116874-0.0240255j -0.0397795+0.0249956j 0.0121523-0.00411893j -0.135237-0.00183235j -0.0397929+0.0334894j -0.0258952-0.0509967j 0.044394-1.80411e-15j -0.0925458+0.130303j 0.0849717+0.0107338j 0.14775+0.0517116j 0.0840125+0.00735245j -0.0647434+0.0388456j -0.0285593+0.0565335j 0.0487636+0.03333j 0.0838745-0.0106855j -0.060738-0.0141098j 0.0135535-0.0252785j -0.139428+0.0689389j -0.0607787+0.0349286j -0.0185939+0.0357043j -0.0898395-0.0465519j 0.0773912+0.00715644j 0.065823+0.0580639j 0.0495544-0.0202191j 0.146111+0.0302703j 0.0863949-0.0207083j 0.047323+0.0166705j 0.152724-0.00321952j 0.0529537-0.0181638j 0.0647553-0.012795j 0.056033+0.014834j 
-0.109409+0.00464203j 0.0835343-0.0402684j 0.0921026+0.0958845j -0.217082+0.0709218j -0.0803508-0.0140347j 0.161651+0.00696585j 0.222424-0.019516j 0.162915+0.11413j 0.0473249+0.048048j -0.0671093-0.103484j 0.0757184-0.0809793j 0.27384+0.179056j -0.0680034+0.015744j 0.039985-0.0594732j 0.0615321-0.164556j -0.0722178+0.0346077j 0.0828085+0.0525869j 0.0506169-0.0563536j -0.0160193+0.0180525j 0.0944147+0.0107089j -0.20162+0.0725347j -0.13714-0.0461868j 0.0817947-0.118019j 0.0647105+0.202924j 0.0669763-0.0115472j -0.106096+0.147468j 0.108231+0.0259096j 0.139023+0.0259565j -0.076724-0.0508559j 0.0268654-0.0900684j -0.176228+0.00265342j 0.0313164-0.155973j 0.149122-0.0988612j -0.0052656+0.033688j -0.144523-0.011992j 0.022145-0.0148234j -0.0115613-0.00025102j 0.0260271-0.0868955j 0.0431157-0.00224519j -0.0776362+0.0353353j 0.0459189-0.00707283j 0.00154597-0.0142863j -0.0939116+0.0573897j -0.0150363+0.0301877j 0.146182+0.00111916j -0.0925458-0.130303j 0.0409844-3.16414e-15j -0.0365545+0.00518978j -0.14962-0.0232211j -0.0870299-0.0306833j -0.0163236+0.0362689j -0.0634616+0.0130353j -0.06044-0.00848048j -0.0297537-0.014395j 0.0145027+0.03843j 0.00450702-0.0734542j 0.1041-0.00916957j 0.0518374-0.0625981j 0.112772+0.0447958j 0.131966-0.0539737j -0.0429589-0.030592j -0.0191997+0.0237085j -0.0319328+0.048073j -0.201748-0.0121086j -0.10872-0.0223176j -0.106055+0.0136766j -0.200193-0.062338j -0.066721+0.0809932j -0.101511+0.00599667j -0.0756571+0.0253367j 
0.0446371+0.00650363j -0.0760358+0.0183918j -0.0809843-0.0248589j 0.197538+0.0481426j -0.00462704+0.0273915j -0.026896-0.0239473j -0.180431-0.048827j -0.0767476-0.00928851j -0.0662462-0.0513458j 0.0737153-0.0520447j -0.0901536-0.0140283j -0.043517+0.0383662j 0.135674+0.0150444j -0.1176+0.048455j 0.0414133+0.0376022j 0.178516+0.0754834j -0.187267-0.0950371j 0.0338637+0.114622j -0.018368+0.0676226j 0.0490651+0.17083j 0.0915566+0.121303j 0.0898509-0.114001j -0.122515-0.368373j -0.0817947+0.118019j -0.0810374-0.0468292j -0.164332+0.116557j -0.00996816+0.0344371j -0.12716-0.14909j 0.130564-0.0144579j -0.00931793-0.0844269j 0.0910543-0.15633j -0.0725925+0.117189j -0.0968733-0.00407533j 0.0609669+0.0831675j 0.0273863-0.0276791j 0.0496298+0.054117j -0.0120946-0.023306j 0.040013+0.0110405j -0.0342678-0.0111633j -0.0257981+0.0799977j -0.0353079+0.0475725j -0.08234+0.0228243j -0.09129+0.0159923j 0.0303377+0.00609818j 0.0458257+0.00446037j 0.0849717-0.0107338j -0.0365545-0.00518978j 0.0733057-1.22125e-15j 0.169385-0.00708953j 0.0140519-0.0157837j -0.0309332-0.0160624j 0.0133715-0.00246674j 0.0308394+0.00782029j 0.034886-0.0436292j 0.0186606+0.0149605j 0.0226328+0.0343275j -0.171979+0.000548003j -0.0779352+0.0250343j -0.124441-0.0392829j -0.109249+0.050552j 0.0743731-0.00117654j 0.0648002-0.024364j -0.00245374-0.0425007j 0.157294+0.00297809j 0.0844629+0.0216656j 0.0669515-0.00670454j 0.144184+0.0397094j 0.0283987+0.00597515j 0.0538897-0.0305557j 0.0554216+0.00922997j 
0.107619-0.00914452j -0.163502-0.00366837j -0.156783-0.0480858j 0.445452+0.0465222j 0.0432732+0.0360512j -0.274913-0.0397375j -0.491635-0.0998793j -0.0806151-0.100862j -0.189217+0.0671996j 0.114398-0.0850796j -0.357838+0.0477495j -0.219943+0.0504423j 0.106609-0.0177087j -0.309623+0.0281996j 0.0170123+0.00923174j -0.107061-0.0719452j -0.167775-0.0650527j 0.1552+0.0869188j -0.0597928+0.176241j -0.0934921-0.119842j 0.117336-0.0888897j 0.437319+0.284267j -0.0898509+0.114001j -0.13714-0.0461868j -0.143886+0.0952494j -0.0524128+0.0257365j -0.0956647-0.0650583j 0.09186-0.0176391j 0.00649648-0.0726277j 0.0801822+0.0339853j -0.0819071-0.0456019j -0.0743161-0.100819j -0.0603617-0.0158185j 0.0246104+0.0454414j 0.0190705+0.0221543j -0.311563+0.0529084j 0.153223+0.0015171j -0.057573+0.0439378j -0.13955-0.07879j 0.0968355+0.00364459j -0.0299054-0.00536128j -0.0538576-0.0021522j -0.0789966-0.00476295j -0.0288227+0.0653354j -0.0014506+0.0342301j 0.14775-0.0517116j -0.14962+0.0232211j 0.169385+0.00708953j 0.364606-3.66374e-15j 0.146377+0.014173j -0.00418983-0.00662868j -0.0219948+0.0210439j 0.130628+0.0693055j 0.100754-0.0454325j -0.0612257+0.00449859j 0.0258574-0.0182213j -0.261142+0.0701891j -0.11591-0.00173511j -0.228514-0.0651949j -0.31371+0.0228163j 0.202501+0.0120962j 0.146557-0.0233234j 0.0406151-0.1081j 0.349739+0.00351138j 0.244238+0.0530932j 0.133712-0.0650208j 0.381033+0.0199329j 0.11828-0.0316352j 0.15009-0.0302318j 0.110132+0.0324369j 
0.0665917+0.0241714j -0.136602+0.00450962j -0.0595812-0.0247837j 0.139221-0.0984257j 0.00590985-0.0385629j -0.180126+0.00276999j -0.0986367-0.000390526j -0.108079-0.0222776j -0.0642065+0.0125171j 0.0880042+0.0594643j -0.0738305+0.0864886j -0.158455-0.0347482j -0.00927688+0.00771809j -0.0955742+0.00630815j -0.139229-0.0702549j -0.066135+0.0123083j -0.000213986-0.0393228j -0.0302816+0.0190434j 0.0970973-0.0186541j -0.122335+0.0513792j 0.068274+0.338052j 0.117336-0.0888897j -0.0915566-0.121303j -0.20162+0.0725347j -0.113287-0.00608891j -0.0533083+0.0552799j 0.140418-0.0124127j -0.034085-0.0965686j -0.0785817-0.073687j -0.0932476-0.0493058j -0.106297+0.0746387j -0.138415-0.0428436j -0.00431845+0.0900152j -0.041129+0.00669948j -0.00285441+0.131386j -0.0878669+0.0308485j -0.104398+0.0104455j -0.182589+0.0399828j 0.0350777+0.0319516j 0.0749673+0.0115458j -0.0374783-0.10457j 0.099365+0.012268j -0.0129349+0.0243924j -0.0766966-0.0296549j 0.00275011-0.0270478j 0.0840125-0.00735245j -0.0870299+0.0306833j 0.0140519+0.0157837j 0.146377-0.014173j 0.0111513-1.33782e-14j 0.0492492+0.0315476j -0.0555543+0.04563j 0.0737729+0.0368543j 0.0750798+0.00214661j -0.0082405-0.015296j -0.0542433-0.0135649j -0.00512312-0.00603908j -0.0585204+0.00543639j -0.105936-0.0390387j -0.11523+0.00259367j 0.036902+0.00555435j 0.0214364+0.0206883j 0.0809493-0.0385155j 0.146348+0.0170174j 0.128845+0.0241524j 0.0956929+0.00864535j 0.142749+0.0283335j 0.0719223-0.0592012j 0.07192+0.0359627j 0.0525702+0.0266747j 
-0.00833935-0.0244839j 0.0217356+0.0236176j -0.0133114-0.0356957j 0.035622+0.0102156j -0.0142798+0.0213574j -0.0370461+0.00849916j -0.152293+0.0513014j -0.0196484-0.107663j -0.0685586+0.00368356j -0.0783145+0.0309561j -0.0635739+0.00258199j -0.175768-0.028668j -0.0564615-0.0629696j -0.0304492-0.230578j -0.0283365-0.0224077j -0.193106+0.0921151j 0.000930346-0.120019j 0.00863186+0.0151698j -0.167931-0.0631631j 0.0114986+0.209618j -0.122335+0.0513792j -0.0934921-0.119842j -0.0490651-0.17083j 0.0944147+0.0107089j -0.0567978+0.0235833j -0.130914+0.0228541j 0.0532273+0.00313375j 0.0936692+0.0196884j 0.117508-0.0632458j -0.13112-0.0271863j 0.0349893+0.0498142j 0.0507844-0.0697933j 0.102832-0.106692j -0.079653+0.00866065j 0.0164543+0.0058844j 0.0801163-0.101743j 0.054391-0.0162307j -0.00199865-0.0647215j -0.046924+0.0109694j 0.0653553-0.0212614j -0.0242567+0.00777507j -0.0253935-0.0265416j -0.0170624-0.0019971j -0.0558623+0.0112128j -0.0105461-0.0198405j -0.0647434-0.0388456j -0.0163236-0.0362689j -0.0309332+0.0160624j -0.00418983+0.00662868j 0.0492492-0.0315476j -0.007853-2.45082e-14j 0.020036-0.0468165j 0.102402+0.0273626j 0.0181332+0.00818919j -0.034888+0.00090079j -0.0283281-0.00826336j -0.0288767+0.0515457j 0.0158422-0.0565293j 0.0384997+0.0119555j 0.0131853+0.0152146j 0.0307838+0.0647803j 0.00791556+0.00460039j 0.00531257-0.0276614j -0.0293376+0.0195636j 0.000274964+0.0085811j -0.011386-0.02699j 0.0119112-0.0402727j 0.0262675+0.00257522j 0.0173324-0.0234432j 0.00927358-0.0144055j 
-0.0803259+0.010807j -0.0379759-0.00759811j 0.0116188+0.0708633j -0.0608993-0.0683039j 0.0406292+0.14137j -0.0525016+0.012954j 0.0116396-0.174635j 0.103094+0.0797779j 0.0481168-0.0665917j 0.0203124+0.0619522j 0.00285413+0.0346836j -0.10269-0.0425682j 0.00642455-0.0342316j 0.0786563-0.00474073j -0.0535207+0.0759448j 0.150632-0.0448695j -0.0451525-0.0353274j -0.108968+0.0562167j 0.106477+0.202582j -0.167931-0.0631631j 0.0970973-0.0186541j -0.0597928+0.176241j 0.018368-0.0676226j -0.0160193+0.0180525j 0.0145349+0.112244j 0.0841597-0.0784925j 0.00464142+0.149477j 0.135505+0.0561497j 0.132083-0.111823j 0.0529042+0.00949463j -0.088635-0.0805624j -0.00730148+0.129543j -0.02043+0.0125969j 0.00388039-0.0144854j -0.0954591+0.107704j 0.0403703+0.0242241j -0.023647-0.119413j -0.000536906-0.0774666j 0.0129172+0.0493708j -0.00210778+0.0313869j 0.0224155+0.0921622j 0.0225343-0.0249879j 0.0342958-0.00889915j 0.0547766+0.042756j 0.0301398-0.0511903j -0.0285593-0.0565335j -0.0634616-0.0130353j 0.0133715+0.00246674j -0.0219948-0.0210439j -0.0555543-0.04563j 0.020036+0.0468165j -0.0729874-2.17881e-15j -0.010676-0.047789j 0.0306646-0.0026852j 0.0935263-0.00523311j 0.0825458+0.0219195j 0.0506541+0.00250038j 0.0194761-0.0616451j 0.0378934+0.0276675j 0.0366565-0.0328999j -0.0510424+0.0204701j -0.00956138-0.0218033j 0.0356289+0.0708214j -0.0320501+0.0690092j -0.0497152-0.0151653j -0.0119135+0.0534579j -0.051974-0.0153034j 0.0216924-0.0521829j -0.010136-0.0145116j 0.0159816+0.0041566j 
0.0414745-0.0207806j -0.0479244-0.0274471j -0.0258364+0.00942964j 0.0939175+0.109307j -0.0575272-0.157819j -0.36456+0.136359j -0.0755969-0.133405j 0.0759619-0.02444j -0.0331673+0.011505j 0.000879359-0.156802j -0.247252-0.0441801j 0.0191634-0.0688983j 0.0572253+0.121729j -0.0192057+0.0591327j -0.039308+0.0633074j 0.0268311+0.077249j 0.0100367-0.0304645j 0.0539513+0.220335j -0.108968+0.0562167j 0.00863186+0.0151698j -0.0302816+0.0190434j 0.1552+0.0869188j -0.0338637-0.114622j 0.0506169-0.0563536j -0.0695765-0.0071321j -0.0555617-0.0354594j 0.0315499-0.0409518j -0.0747491-0.0884772j 0.00362525+0.0829757j -0.0329742-0.0199489j -0.0142269-0.0254298j -0.030767+0.104059j -0.0599897+0.0755643j 0.104988-0.00985286j 0.0562604+0.0355446j -0.000385232+0.0522976j 0.0896696+0.0174331j -0.0342138+0.0801144j 0.0143038-0.0346913j 0.00102371+0.0238542j -0.0317297-0.0461567j 0.125668+0.00678864j -0.0142698-0.0490315j -0.0299648+0.0289083j -0.100989+0.0152325j 0.0487636-0.03333j -0.06044+0.00848048j 0.0308394-0.00782029j 0.130628-0.0693055j 0.0737729-0.0368543j 0.102402-0.0273626j -0.010676+0.047789j 0.00686915+1.33227e-15j 0.000799676-0.00720569j -0.0330607+0.00611448j 0.095603+0.0537775j 0.0132755+0.0136201j -0.0321457+0.0570837j -0.0385004+0.0131476j -0.125379-0.0189225j 0.122353+0.0130757j -0.043392-0.0750612j 0.0207082+0.0395245j 0.123949-0.0029907j 0.0886569+0.00304324j -0.0125905-0.0811758j 0.105909-0.0276216j -0.0348117-0.0120609j 0.0283817-1.30109e-05j 0.0161532+0.0245179j 
