-0.169956-5.37764e-17j -0.024312+0.017438j -0.0375059-0.0468977j -0.0544861-0.109048j 0.0261292-0.0215348j 0.0201694-0.00327261j -0.0179346-0.101021j -0.000397247-0.0350357j -0.000214476-0.0310321j 0.028966-0.0335354j 0.000243606+0.0195294j 0.0281262-0.0317327j 0.0176342+0.033481j 0.00794153+0.047914j 0.0313962-0.004079j 0.0143043-0.0151728j 0.00202357+0.0351352j 0.0146955+0.0237275j -0.0123808-0.000343306j 0.0102325-0.0153151j 0.0055151+0.00336052j -0.0112925+0.00500249j -0.00688797-0.02611j -0.00366472-0.0250754j 0.0119905-0.0251264j -0.0171159+0.00752608j -0.0130585+0.00363827j 0.0168715-0.00102762j -0.0133441-0.0133639j 0.0200575-0.0149379j -0.00414423-0.0129957j 0.00625306-0.0109301j 0.00670852+0.00538945j 0.0223062-0.00762434j 0.00519574-0.0102216j -0.00729762-0.00858793j 0.00462469-0.00885104j 0.0127823+0.0227615j 0.00806936+0.00346587j 0.0210281-0.00607484j 0.0160733+0.00907601j 0.00666794-0.0113548j 0.0173821-0.0102055j 0.0119444-0.030963j 0.00392817-0.000148807j 0.00704571+0.00437363j -0.00872825+0.0214602j 0.0141048-0.00850516j -0.00747554+0.000771862j -0.0113474+0.0243269j -0.00124364-0.00265647j 0.00417729-0.00311051j -0.0298924-0.00409418j -0.00127313-0.0148322j -0.00871515+0.0115021j 0.0153341+0.0160491j -0.027563-0.00146095j -0.0115747+0.0261269j 0.0104399-0.0243171j -0.0185305+0.0128677j -0.0179189+0.0324696j -0.0131121-0.0139126j -0.0300209+0.00776678j 0.00233963+0.00105306j -0.0120723+0.0245504j -0.0116724+0.027874j -0.00880815+0.00461539j 0.0180125-0.0313687j -0.0148106-0.0260831j 0.00232989-0.000859618j 0.00980572+0.0353657j -0.0557807-0.021574j 0.00628384+0.0166171j -0.00929436-0.0236875j 0.0137589-0.00439229j 0.0203585-0.00412751j -0.0124474+0.0353828j 0.0220387-0.00738826j -0.0480248+0.0471979j 0.0238651+0.0421198j -0.00694451-0.0124468j 0.00526081+0.00258534j -0.00265234+0.0234175j -0.0649632+0.0631618j 0.0879082-0.142077j -0.0575753-0.266756j -0.390081-0.0631024j -0.0254356-0.165236j 0.0292259-0.182098j -0.0952979-0.0107111j -0.0100542-0.00849507j -0.185785-0.0282622j 
0.0281262+0.0317327j -0.012747-0.0277698j 0.0215632+0.0454775j 0.0146357+0.0400041j -0.0138624+0.044522j -0.0122585-0.0159242j 0.0490365-0.0211501j -0.00525752+0.0093422j -0.0191338+0.0391427j -0.0162443+0.0163279j -0.0795443-0.0246895j 0.0316276+2.35922e-16j 0.0816893-0.021044j 0.0214308-0.0146777j 0.0138052+0.0299297j -0.015976+0.00182771j 0.0309242+0.00393881j -0.0314259-0.0112108j 0.00785419+0.0142268j 0.0181114+0.0278711j 0.00447286+0.0115349j -0.0496853-0.0143022j -0.0140872+0.00514224j -0.0256353-0.00323434j 0.0110011-0.000919584j 0.00551355+0.00640577j -0.0152398+0.0321043j -0.0584846+0.0612157j -0.0279336-0.00232506j 0.0331406-0.0411062j -0.0320622-0.0129342j 0.00776552-0.0109262j -0.0440656+0.0122367j 0.017346-0.0168861j -0.00222145-0.0150402j -0.00408755-0.022896j 0.023283-0.0368545j 0.0212049+0.0284062j 0.0293108+0.00245512j -0.0178004-0.0434465j -0.0268224+0.00632787j 0.00194409+0.00993922j -0.0115388-0.104115j -0.0274936-0.0200856j -0.00669945+0.0632653j -0.00941575+0.0202349j 0.00619961-0.00459485j -0.0277111+0.0150956j 0.118054+0.0599646j 0.0141146-0.0515915j -0.0193256+0.0657576j 0.0299685+0.0148529j 0.017648+0.0895038j -0.0315719-0.0348995j -0.0216177+0.0515096j -0.117806-0.00863718j 0.0144229-0.0289288j -0.000793697-0.0620892j -0.0390205-0.0110333j 0.026292-0.0240954j -0.0184116+0.153653j 0.0897675-0.041682j -0.202249+0.0186395j 0.053189+0.0486789j 0.139059-0.126821j -0.0336047+0.103781j 0.0187314-0.165147j -0.0198818+0.0178841j 0.0796115+0.0527832j 0.0196703-0.0927191j -0.0510286+0.0855343j -0.0203715-0.0790858j -0.0181019-0.0268124j 0.0253861+0.0902654j 0.101866+0.00470879j 0.0937129-0.00410496j 0.0484574-0.0158068j 0.0331284+0.0396005j 0.0997551-0.0215217j 0.0558824+0.00655379j -0.0503617-0.0188258j 0.0499026-0.113237j -0.0684678+0.0478856j -0.0630994+0.0992449j 0.024257-0.00951321j -0.179818+0.073738j -0.00905114-0.0477963j -0.00981674-0.129654j -0.014789+0.22243j 0.165003+0.0444166j 0.00265892-0.04199j -0.0115201-0.0279046j 
0.0176342-0.033481j 0.0101763-0.0432187j -0.00443843-0.0393705j 0.0272152-0.0514418j 0.0491366-0.0088889j 0.0264701+0.0167321j 0.0132087+0.076891j 0.0272421+0.0393565j -0.0890305-0.0337991j -0.0319574-0.00756213j -0.00506534-0.05233j 0.0816893+0.021044j 0.00150384+2.35922e-16j -0.00082519-0.0205521j 0.0384201+0.0303977j -0.0498596-0.0589091j 0.00974022-0.0389777j 0.0434029+0.00561161j -0.028207+0.0267412j -0.0262733+0.0363771j 0.0149934-0.0187251j 0.0184314-0.0338216j -0.0154686-0.00450866j 0.0334432-0.0154314j 0.0236278-0.0554007j -0.0357108-0.0616748j 0.00271436+0.0246969j 0.0275019+0.0127338j 0.00800368-0.00428787j 0.0268668-0.000810368j -0.0348645-0.00750634j -0.0463532+0.0180982j -0.000980004+0.0121284j 0.0197915-0.00173423j -0.0172623-0.044083j 0.00561526+0.00617076j -0.0221767-0.0238533j -0.00558263+0.0607872j 0.023752+0.0515974j -0.00722501-0.0698116j 0.0357657+0.0337222j -0.0516039-0.0316542j -0.016013-0.0465455j -0.0585474-0.0276068j -0.0361506-0.0298856j 0.0261582+0.0205333j 0.0448331-0.0437918j -0.0142369+0.0538961j 0.0374328-0.043427j -0.0154089-0.0021255j -0.0441853+0.0121722j 0.0525667-0.00137064j 0.0178052-0.0608034j -0.00870118-0.0182518j -0.00688185-0.0302446j -0.084866+0.00957339j -0.0214654-0.0319438j 0.0450991+0.0246966j -0.0243399-0.0305189j -0.019696-0.0243678j -0.0406553+0.0935072j 0.0362814+0.0276558j -0.0920729-0.0284241j 0.0377348+0.0500127j 0.0540747+0.0273344j 0.00876955-0.00157332j 0.0540582-0.180913j -0.0219201-0.00118633j -0.115253-0.041932j 0.062148-0.107498j 0.0790986+0.0463282j 0.0859275+0.107855j 0.11749-0.0423928j 0.0605936-0.0900074j 0.00456548-0.0165392j -0.112926+0.0713599j -0.124871+0.0043543j 0.0739179+0.049288j 0.0489295+0.129782j 0.0769312-0.0076627j 0.113214-0.0989424j -0.0257702+0.00383687j 0.0491655+0.0899599j -0.0611041-0.0403122j 0.125262-0.0552213j 0.058954+0.00178287j 0.0237378-0.00486425j -0.0060723+0.0549589j -0.0798393-0.141893j -0.0728329+0.0821564j -0.0259667-0.0378903j 0.0415295-0.0481655j 
0.00794153-0.047914j -0.0258955+0.0534916j -0.0299062+0.0142932j 0.0329979+0.00391765j -0.0228618-0.0396843j 0.00181935+0.0183877j 0.0110351+0.0096094j 0.0168354-0.0493084j 0.00555485+0.0424692j -0.0729633-0.00622097j 0.0181234+0.00270578j 0.0214308+0.0146777j -0.00082519+0.0205521j -0.0778479+3.60822e-16j -0.00639702+0.076395j 0.0225132+0.0310988j -0.00998021+0.0186153j 0.000493979+0.00923585j 0.00161606+3.45055e-05j 0.0178469+0.063181j -0.0093625-0.0275197j -0.010642+0.013651j 0.0037372-0.00395517j -0.00176426+0.00163714j 0.0397715+0.0303406j 0.00271208+0.0521753j -0.0376452+0.013026j 0.0231892+0.0430528j -0.01716+0.00446879j -0.0320046-0.00265488j 0.00540819+0.0138838j -0.0544599+0.00227659j -0.00646009+0.058087j -0.0473198+0.0729315j 0.0406923+0.00754233j 0.0361348+0.0151986j 0.0111078+0.017544j -0.0126526+0.0258531j 0.0910128+0.0100145j 0.0132697+0.0357722j 0.000774931-0.00667965j -0.0836286+0.00823334j -0.0409666-0.0258433j -0.0417836+0.0626257j -0.0510661+0.0573473j -0.00724895-0.0460515j 0.07256+0.0234298j 0.0270265+0.0537405j -0.0340341-0.0485339j -0.0206285-0.038624j 0.0273642-0.063538j -0.0309273-0.00643234j 0.00317265+0.0208526j 0.0286583-0.0101849j -0.0459925-0.0278196j 0.015937+0.0594158j -0.0299947-0.0496985j 0.00703518-0.0427815j -0.0712944-0.0544394j -0.0315627-0.0921628j 0.0788751+0.0668984j -0.00788519+0.0113619j -0.0546341+0.186427j 0.0515157-0.0803398j -0.0450188-0.0788693j 0.0287338+0.102191j -0.066675+0.0511631j 0.0582873+0.00580382j 0.0702895+0.0657821j 0.037791-0.0690092j 0.0429876+0.00719614j 0.0201055+0.0564828j -0.0551733+0.026925j 0.0810279-0.0753966j -0.0417338-0.0709479j 0.168201+0.0534682j 0.0281791+0.0657945j 0.118971+0.0770976j -0.0875307+0.0011256j -0.00397682+0.087915j -0.0352054+0.081471j -0.0236914+0.211035j 0.0466104-0.040491j 0.040431+0.00522723j -0.0410669+0.0178799j 0.0386571-0.0370307j -0.00346706+0.0508724j 0.00854875+0.0503235j 0.0210357-0.107229j -0.117098+0.0191617j -0.0562982+0.0550643j -0.0319199-0.0289916j 
0.0313962+0.004079j 0.0182856+0.0250863j -0.0124869-0.0985928j -0.0354491-0.0317576j -0.0573288+0.0126135j 0.0273537-0.00536772j 0.00451764+0.0202367j -0.0232329-0.052363j 0.00154038+0.0126224j -0.0117717+0.0719822j -0.00085625-0.00249325j 0.0138052-0.0299297j 0.0384201-0.0303977j -0.00639702-0.076395j -0.0167354+1.38778e-17j -0.0270371-0.0170923j 0.0238916-0.0251673j -0.0415336+0.0185058j -0.0380425+0.0669554j 0.0496721+0.0324697j 0.00593966+0.0385829j 0.0129304-0.0130251j -0.0786242-0.0165866j 0.0011548+0.0725924j 0.0130439+0.0523551j 0.0395398+0.00842036j -0.0645935-0.0435928j 0.055933-0.0493827j 0.00807376-0.0416347j 0.0127536-0.0470724j 0.0648212+0.0044245j -0.0317893+0.00190303j 0.0401579+0.0242605j -0.056202-0.0603675j 0.0258743+0.0334167j -0.0537732+0.0643261j -0.077628-0.0292677j -0.0117419-0.0598081j 0.00605331+0.0491943j 0.0224067-0.0485188j -0.0330371-0.00392979j 0.0135971-0.0687961j -0.011551-0.0150726j 0.00150925-0.0254209j 0.101171+0.0292038j -0.022392-0.0454956j 0.106203-0.12951j -0.0336891+0.084215j 0.00218019-0.0645217j 0.0141716-0.0244369j 0.0181162-0.0591122j -0.0252895-0.0402986j -0.0325784-0.0115805j -0.014965-0.0309226j -0.0260065+0.0838412j -0.0459216+0.0110923j 0.0251681-0.157596j -0.0194366+0.0837671j 0.0288577-0.0661603j 0.0548306+0.0113729j 0.0189035+0.0123124j 0.0480621+0.020302j 0.118464-0.127957j 0.0955632-0.194226j -0.00830006+0.0362702j 0.0869413+0.0244911j -0.0237191-0.0262926j 0.0703386+0.0589255j -0.00128146+0.0136094j -0.0745816-0.0325368j 0.0521111-0.0055717j -0.0842204+0.0706208j 0.0284375-0.00699991j 0.0260965-0.134174j -0.0688244-0.0647516j 0.0189488+0.0155793j -0.0158588-0.0195037j -0.0401857-0.0161424j 0.0142965-0.100217j 0.0536186-0.0499761j 0.11039+0.0099587j 0.139304+0.0191943j -0.0288035+0.013424j -0.15021+0.0235426j 0.0305452-0.203389j 0.0261363+0.103178j -0.034517+0.103458j 0.000220851+0.0555758j 0.159209-0.0460016j 0.00081982-0.0618928j -0.011004-0.00250761j 0.00503489+0.0235004j 
0.0143043+0.0151728j 0.031337+0.0111352j -0.0167582+0.00643602j -0.0250859-0.0528416j 0.0238001+0.00173651j 0.00249052+0.0211423j 0.0263336+0.0445356j 0.025461-0.0181801j -0.020506-0.00656598j 0.00473723+0.0282709j -0.0149411+0.0116126j -0.015976-0.00182771j -0.0498596+0.0589091j 0.0225132-0.0310988j -0.0270371+0.0170923j 0.0372161+6.59195e-17j -0.0283314+0.0135372j -0.0334312+0.0180244j -0.00183393-0.000431753j -0.0285373+0.0248925j 0.0568182+0.00635819j 0.084447+0.0419825j -0.0505612+0.0425938j 0.0397066-0.00869064j 0.00155106-0.0325866j -0.0135385+0.0539577j -0.0588769+0.0137712j -0.0434608+0.0236439j -0.0181638+0.0643116j 0.00786177-0.0261661j -0.0273057+0.0354218j -0.0144328+0.0422913j 0.0083835+0.0285927j -0.0227641+0.00973192j -0.0117715-0.00677589j -0.0279768+0.0905482j 0.0025133+0.0440023j -0.0468681+0.0212209j -0.0138954+0.000181619j 0.0486584-0.0533307j -0.0777231+0.0854182j -0.0590737-0.039736j 0.0195898-0.0604388j -0.0422051-0.0558464j -0.0487094+0.0138496j 0.00265581+0.0543965j 0.00874298+0.0353851j -0.0165845+0.0200602j -0.0283475-0.0359095j -0.0168468-0.0287857j -0.00224765-0.00438462j -0.0263456-0.0317833j -0.00297462-0.0226513j 0.138588-0.0321426j -0.000737484+0.00285017j 0.028972-0.0405652j -0.0971676+0.0462159j 0.0520723-0.0977276j 0.032374-0.0396653j 0.0406082+0.0767974j -0.0917548+0.0290001j 0.0467511+0.0817396j -0.026731+0.123373j -0.132381+0.019524j 0.0477255-0.0135406j -0.00104299-0.0682186j 0.0801829-0.0493632j -0.0567173+0.0784197j 0.0725356-0.0721558j 0.0066309-0.0178493j 0.0454611-0.0213706j 0.0110699-0.0608538j -0.0409852-0.111121j -0.0778827+0.156443j -0.0594301+0.0240251j -0.0368728+0.024353j -0.0342584+0.0364162j 0.00577125+0.00544825j -0.0189614-0.0217287j 0.0287236-0.00983262j -0.014232+0.0148533j 0.118894-0.0550383j -0.0205689+0.0294137j -0.0351715-0.0726643j 0.255704-0.151568j 0.0351607+0.0551682j -0.0172911+0.118943j 0.0362481-0.156633j 0.0844483-0.0749365j -0.0681029-0.0844162j 0.00434922-0.0314161j -0.0190805+0.0353038j 
0.00202357-0.0351352j 0.0137187+0.0122869j 0.0191533+0.0211878j 0.0134862-0.00797363j -0.0168564-0.0237628j -0.046498+0.0741577j 0.0439174-0.0101366j 0.0490457-0.013763j 0.0214682+0.00248283j -0.0272058+0.0206768j -0.00147451-0.00257281j 0.0309242-0.00393881j 0.00974022+0.0389777j -0.00998021-0.0186153j 0.0238916+0.0251673j -0.0283314-0.0135372j 0.0607216+7.07767e-16j 0.00728465-0.0521958j -0.01639+0.00147515j -0.00860309+0.0597867j 0.0531698+0.0637962j 0.0110812-0.0436559j 0.0973901-0.0563494j -0.0315896-0.0150081j 0.0564644+0.00127246j -0.0396814+0.00734988j 0.000126954+0.0784069j 0.0659938-0.069535j 0.0382855-0.0523104j 0.030141-0.00631805j -0.0940899+0.0171556j -0.0444899+0.0758449j 0.00374947-0.0614436j 0.00260362-0.0555663j -0.0116069+0.0121873j -0.0380119+0.00326896j 0.000723344-0.0095435j 0.0398711+0.00179995j 0.0714408+0.000291995j 0.00196662+0.00574702j 0.0417801+0.01735j 0.0524877+0.00376978j 0.0261844+0.0186763j -0.0901341+0.027619j 0.0433965-0.0611471j 0.0845404+0.0466559j 0.0203107-0.112637j -0.0450908-0.0316019j -0.0077726+0.0588523j 0.0122524-0.0807962j 0.0144089-0.101765j -0.000985432+0.0438674j -0.0131816+0.0384715j -0.0366511+0.0873945j 0.0707673+0.0206006j -0.102082+0.00208719j 0.102947-0.0369139j -0.062645+0.119548j -0.0536072-0.130691j -0.00925047-0.0871842j -0.0375182+0.072683j 0.131692+0.0177448j 0.0834669-0.152649j 0.0529035+0.0569933j 0.0675471-0.0428903j -0.0265151-0.096849j -0.126148+0.0989162j 0.0940051+0.0231132j -0.0173359+0.0412959j 0.0175739+0.0793439j 0.108151-0.107335j -0.0535621+0.0444589j -0.00454839+0.0124607j 0.0940628+0.104405j 0.00924189-0.0923752j 0.0209944-0.0575148j -0.0623448+0.0241758j 0.109905-0.118305j 0.0702966+0.018252j -0.077648-0.0160766j -0.0521557+0.00593184j -0.0428754+0.0896227j -0.1511+0.0437068j 0.0768427+0.0735983j -0.00294572+0.0507897j -0.0909251-0.0269469j -0.0607651-0.0779368j -0.0604546-0.126527j 0.0276341-0.0165668j -0.0837448+0.00731684j -0.0526784+0.0498507j 0.0224644+0.0450477j 
0.0146955-0.0237275j -0.00739693-0.00232605j 0.0186934+0.0139687j 0.0228209-0.0028161j 0.00798723-0.0102562j -0.036964+0.000148744j -0.0156883-0.0322335j -0.0517511+0.0547174j 0.0547001-0.0105956j -0.0187067-0.0161781j -0.0615324+0.06406j -0.0314259+0.0112108j 0.0434029-0.00561161j 0.000493979-0.00923585j -0.0415336-0.0185058j -0.0334312-0.0180244j 0.00728465+0.0521958j -0.106092-3.9968e-15j -0.0377078-0.00902827j 0.00830545+0.0369155j -0.0335082+0.00946735j 0.0553166+0.0191041j -0.00416202-0.0319241j -0.0236059+0.0239142j 0.0361958-0.0203285j 0.0444144-0.0255706j -0.00689075+0.0118095j -0.00396631+0.0663259j -0.0464151-0.0221494j 0.0197734+0.0176745j 0.0528555+0.0414404j 0.0758162+0.046093j 0.0059991+0.020072j 0.0140609-0.00608338j 0.0253293+0.057638j -0.0696301+0.0780395j 0.0217028-0.0944351j -0.00330157+0.0130837j 0.0611407-0.0296686j -0.00533285-0.0676111j -0.0676563-0.0103813j -0.0240544+0.0396604j -0.000972198+0.0454498j 0.0137504+0.0765026j 0.0268223+0.13771j 0.0483919-0.0291098j 0.0556817+0.0531161j 0.0779991-0.0264686j 0.0518666-0.0686393j -0.0253297-0.0759932j 0.0281358+0.0197277j -0.0527878-0.0396283j 0.0518858-0.0087388j 0.0665725+0.0026738j 0.0750805+0.101489j -0.0183685+0.0846306j 0.0563326+0.0558653j 0.0597838+0.0158231j 0.0945123-0.0984245j -0.00575061+0.0836933j -0.0401483+0.0649242j 0.0965057+0.041082j 0.162929-0.0228706j -0.038556+0.0308036j 0.018517-0.0887956j -0.0375047+0.0501843j 0.0901387+0.141508j 0.0933844+0.0372052j -0.0423198-0.0626303j -0.04664+0.124179j 0.0164978-0.192001j -0.141316-0.0744151j -0.0643988-0.114119j -0.0851608+0.108961j 0.051746+0.0355746j -0.0633846+0.0606731j 0.0340685-0.0464742j -0.0208754-0.0488913j 0.0405181+0.00487258j -0.00624518+0.0492359j 0.102166-0.142471j 0.0686347+0.0642193j 0.0555746+0.10197j 0.0927889-0.001619j -0.0430212+0.0556881j 0.0927977+0.0857512j -0.144958+0.0774842j 0.111099+0.197388j -0.0153285+0.0589957j -0.02267+0.0377664j -0.0279604+0.00193524j 0.0261439-0.0295345j 
-0.0123808+0.000343306j -0.0179737-0.000912165j 0.00548803+0.028221j -0.00351214-0.00832429j 0.0188528-0.0447531j 0.0134706+0.00958914j -0.0129597+0.0175676j 0.0351212-0.0129217j 0.0289088-0.0601543j -0.0164287+0.0066734j -0.0127569-0.0160495j 0.00785419-0.0142268j -0.028207-0.0267412j 0.00161606-3.45055e-05j -0.0380425-0.0669554j -0.00183393+0.000431753j -0.01639-0.00147515j -0.0377078+0.00902827j -0.0315184+2.2482e-15j 0.00585282+0.0187856j -0.00888104-0.0449487j -0.0382161+0.0677707j -0.00851145+0.099218j -0.0369166-0.0635758j 0.0807322+0.0402228j 0.0148733-0.00407628j -0.0185089-0.00995093j 0.00243556-0.0056054j 0.00175757+0.0139162j -0.0454137+0.00798157j -0.0118166+0.0588778j -0.00309947-0.121224j 0.0255116-0.0908358j -0.00421895+0.0588516j -0.0581301-0.0620518j 0.0225967-0.00387789j 0.0745692+0.0656039j 0.0481657+0.0724269j 0.0522599-0.103967j -0.0819297+0.00771323j 0.00491014+0.0728625j -0.00154488-0.0304473j 0.0363019-0.00657938j -0.0110543+0.000719j -0.0541406+0.0733804j -0.0254404+0.0682269j 0.0135328-0.0436847j 0.0134068-0.0376036j -0.0658404+0.0322911j 0.0170927+0.0148256j -0.13699-0.0230968j -0.0105221+0.0423736j -0.0739512-0.123624j 0.0459211-0.0489029j 0.11897+0.124373j 0.0475855+0.0401206j 0.00316753+0.188595j -0.0518756-0.0133098j -0.00783171+0.0596747j 0.0416748-0.0946987j -0.111976-0.0907581j 0.0862221-0.127612j -0.0212507+0.0596831j -0.00793542-0.163295j 0.0472859-0.0053955j 0.0456838-0.0693766j 0.0435721-0.141582j -0.0260209-0.0755226j -0.00742803-0.00307716j -0.00200155-0.0170795j -0.0900549-0.0371708j 0.03797+0.0192074j -0.0487137+0.0494256j 0.031719+0.0212142j -0.0125778-0.0834107j -0.00461546+0.0111103j 0.0145185+0.0171254j 0.0175142-0.0458609j 0.0447627+0.0375222j -0.149818-0.0409082j -0.0157851+0.00583632j 0.0808075+0.104031j -0.0924059+0.136832j 0.129338-0.0657181j 0.0354896+0.0416108j 0.000787066+0.195272j -0.128698-0.0241155j 0.0447156+0.0248467j 0.0158583+0.0570361j -0.045285-0.00559184j 0.015899+0.0692342j 0.0129413+0.0047596j 
0.0102325+0.0153151j -0.0212225-0.0251758j 0.0294224+0.0614689j 0.013562+0.0470309j 0.0153073-0.0327709j 0.00922795-0.0267568j -0.00352164-0.0189134j 0.0468479-0.0117832j -0.0226624-0.0113876j -0.0879526+0.0424325j -0.00134872+0.081325j 0.0181114-0.0278711j -0.0262733-0.0363771j 0.0178469-0.063181j 0.0496721-0.0324697j -0.0285373-0.0248925j -0.00860309-0.0597867j 0.00830545-0.0369155j 0.00585282-0.0187856j 0.00128636+2.35922e-16j 0.0390659-0.0258527j -0.047661+0.0234609j -0.0246929+0.128597j -0.0110343+0.0484989j -0.0212723+0.0972842j -0.00124221+0.0345264j 0.00812239+0.0232384j -0.0022168-0.0549247j 0.0458135+0.0645598j 0.028532-0.00708917j 0.053106+0.0396865j 0.0114746+0.035353j 0.00527361-0.0423672j 0.0219518-0.0242523j 0.0313401-0.000685921j 0.0356816+0.110376j 0.0336999+0.018668j 0.0413337+0.0243976j 0.039142-0.0107095j -0.0174619+0.017238j 0.0842193+0.0439381j 0.0432885-0.00966249j 0.0314317-0.0166784j 0.0100534-0.0255399j -0.017554+0.0702651j -0.0164626-0.0286345j 0.0720014-0.0305354j -0.0442977-0.0879324j -0.0283161+0.103656j 0.0876107-0.0458877j -0.0270922-0.0418715j -0.0186205+0.0725434j 0.0144664-0.0749793j 0.0343598-0.0272745j -0.0791687-0.0701804j 0.0128826-0.0452251j 0.0193537-0.018613j -0.0603123-0.0668502j 0.077379-0.0529394j 0.0394077-0.0248376j -0.072984+0.0320945j 0.105215+0.0426153j 0.0322703-0.0758585j 0.180488-0.0994704j 0.0245111+0.104997j -0.0146415-0.0768575j -0.0819829-0.0724473j 0.00342088-0.0489539j -0.0315791-0.135074j -0.0892556+0.0259471j 0.0747847-0.0354115j -0.045306+0.0186439j -0.00714896+0.0849716j 0.0446814-0.0819027j -0.013522+0.0245428j -0.0718862+0.0669663j 0.00660747+0.0516547j 0.0553508-0.0581809j 0.0274572-0.0571071j -0.026187-0.0195685j -0.0523921-0.0666583j -0.112426-0.0112299j 0.0131319-0.131261j 0.0342708-0.053296j -0.021732+0.0237138j 0.000830945-0.127362j 0.11403+0.0687956j 0.0413812-0.0518382j -0.0327333+0.0632848j -0.0130421-0.0124109j 0.0433677+0.00856596j -0.0170372-0.0253111j 
0.0055151-0.00336052j -0.0206546+0.011273j -0.00324859+0.0143987j 0.0255412+0.00939075j 0.00925646+0.00263502j 0.0332275-0.0567461j 0.0354887+0.00776048j 0.000916427-0.0194674j 0.0307386-0.0262217j 0.0244508+0.077824j -0.0128938-0.0814826j 0.00447286-0.0115349j 0.0149934+0.0187251j -0.0093625+0.0275197j 0.00593966-0.0385829j 0.0568182-0.00635819j 0.0531698-0.0637962j -0.0335082-0.00946735j -0.00888104+0.0449487j 0.0390659+0.0258527j 0.0401281+1.31839e-16j -0.0105104-0.0614436j 0.0460639-0.0512425j 0.0276954-0.0235432j 0.00936213+0.00234227j -0.0501349+0.0281148j -0.0294763-0.0224323j 0.00300111-0.0410151j -0.0233515+0.0136613j -0.0356008-0.0494176j 0.0352237-0.0679968j -0.0453685-0.0640782j -0.0289048+0.0289514j 0.0201022-0.0114598j 0.00156467+0.0380311j 0.0340384+0.0157815j 0.0462264+0.00646356j 0.0606028-0.0111699j 0.0499311+0.0223225j -0.0185759+0.0398718j 0.0865758-0.0426128j -0.0418026-0.0545324j -0.0643268+0.00636678j -0.0240782+0.00526862j 0.0426458-0.0191406j 0.0235821-0.0211688j -0.0316242-0.0271228j 0.0772012+0.0285046j -0.0295891+0.125059j -0.0153147+0.0388733j 0.0394555+0.0620335j 0.0732356-0.0379238j -0.0383329+0.0460715j -0.0438739-0.0312107j -0.013759-0.0544574j 0.00380061+0.00790602j 0.0459029+0.0463262j -0.00794819+0.0798484j -0.108751-0.0396736j -0.0314903+0.0145664j -0.0141131+0.152319j -0.0294583-0.104275j -0.0791035+0.0615703j -0.101182+0.0726969j 0.0817215-0.043276j -0.0057597-0.0201509j -0.00749435+0.0264799j -0.00111287+0.021013j 0.0480363+0.0467064j 0.0457786-0.0837373j -0.0162711+0.0138551j 0.0796489+0.085776j -0.0178884-0.0181472j -0.101614+0.0491782j -0.00384269+0.0906268j -0.029526+0.0835217j 0.0282852-0.120883j 0.177284+0.0381363j -0.0431115+0.103208j 0.0585412-0.0607583j -0.112289+0.00627621j 0.006157+0.055129j 0.0537113-0.0124101j 0.0776765-0.136024j 0.0127769+0.0176596j 0.0692066+0.0119007j 0.0617445+0.148876j 0.176311-0.0459598j 0.00572931+0.0495197j -0.0293221+0.0116178j -0.003789-0.0203554j -0.0238513+0.0232737j 
