2.181e-15-0.00407199j 4.844e-16+0.00509833j -2.0341e-18+0.00463709j 5.14143e-18+0.00389951j 2.58202e-18+0.00572501j -5.84711e-18+0.00166907j 1.89512e-20-0.00420071j 2.14339e-18-0.000415479j 7.91644e-18+0.00210969j -1.5967e-17+0.0059969j -1.24642e-18+0.000725173j -1.31968e-17+0.00120626j -4.5865e-18+0.00444023j 1.33468e-17+0.00427379j -1.86128e-17+0.00452671j 2.45697e-16-0.00445968j 9.27131e-19-0.00133405j 1.91501e-16+0.00170018j 5.04391e-17+0.00259423j -6.60122e-18+0.0018574j 1.51166e-17-0.00526j -2.78414e-19-0.0033847j -9.39634e-18+6.34427e-05j -2.12882e-16-0.0049005j 1.2634e-16-0.00349519j 6.89205e-18+0.00168999j -2.96087e-17-0.00840869j 5.55626e-17-0.00368386j -2.17401e-17-5.51849e-05j 6.09404e-18-0.0022038j -5.11958e-17-0.00182242j -8.3669e-16+0.00279408j 6.49315e-17-0.00391532j -1.21912e-16-0.00135094j -1.68445e-17+0.000569531j -7.19473e-17+0.00397571j -7.27422e-18+0.00265524j -7.80305e-16+0.00185546j 7.52489e-16-0.000146409j -1.0615e-15+0.000402225j 5.08331e-17-0.00448732j 1.79345e-16-0.00518476j 3.49598e-17-0.00146911j -1.42289e-17-0.00131741j -1.117e-17-0.00418945j 4.9822e-17-0.00302539j 1.37452e-17+0.0019107j -2.51764e-17-0.000466234j -1.29712e-18+2.28454e-05j 5.20663e-17+0.00354815j 2.46194e-17-0.00713861j 2.76611e-16-0.00490056j 5.72552e-18+0.00208144j 4.31579e-16+0.00529355j 3.73821e-17-5.26997e-05j 9.87244e-18-0.00158028j 2.2107e-17-0.00439271j -1.18647e-17-0.00222265j -4.9148e-17+0.00427965j -7.69064e-19-2.39434e-06j 5.25406e-18+0.000572175j -2.00687e-16+0.00591648j 2.5375e-17-0.00330885j -1.7132e-17-0.00211086j -1.59354e-17-0.00538137j 1.00353e-19-0.000568222j 1.27742e-20-0.00188285j -3.44906e-18-0.00561915j -1.24282e-18-0.00106239j 3.74413e-18+0.00262604j -4.76193e-18+0.00475608j 2.57812e-17-0.00156154j 2.18504e-17-0.00485457j -3.52507e-18-0.00490329j -1.33061e-18+0.0037123j 1.2765e-15+0.00533666j -5.73699e-15+0.00366625j 
-2.90487e-16+0.00133984j -6.23379e-17-0.00423416j -4.06778e-17+5.18496e-05j 4.0025e-17-0.0060543j -1.45753e-17-0.000902073j 2.97458e-19-0.000727243j -8.42884e-18+0.00475866j -3.19517e-17+0.00780618j -6.57449e-18+0.0021809j 2.17496e-18-0.00275946j 1.86364e-17-0.00462038j 1.30175e-19+0.00140027j 2.18646e-17-0.0060706j -1.5687e-17+0.00413655j 1.16129e-17+0.000923419j -4.30173e-16+0.00815765j -1.1886e-17-0.00195297j 4.17431e-16+0.0045011j -5.84156e-17-0.00724849j 3.38005e-17-0.00227145j 4.82924e-17+0.00102189j 4.56506e-17-0.00421336j 5.54635e-18+1.649e-05j 1.9923e-16+0.00491291j 6.4183e-17-0.00264122j 3.96199e-17-0.0119945j 2.38456e-17+0.00172513j -2.6732e-18+0.00108131j 6.58757e-17+0.00140517j 5.37068e-17-0.00441695j 3.66994e-17+0.00144796j 8.91769e-16-0.00305594j -7.86182e-17+0.00354071j 7.98937e-17+0.000829857j 2.05062e-17-0.00319044j 1.0668e-16-0.00685501j 1.87346e-16-0.00792707j -4.87299e-15+0.0112801j 4.63811e-15-0.000717894j -6.04958e-15+0.00224338j 4.38053e-17-0.00314601j 7.91342e-17-0.000680413j 3.28447e-17-0.00192556j 2.36071e-17+0.000963593j 7.0349e-19+0.00177194j -2.08737e-17+0.000895576j 2.26913e-17-0.00101213j 1.85615e-17+0.00617882j -6.53552e-17+0.0015627j 1.42635e-17-0.0037673j 1.23427e-17+0.00849012j 4.57479e-16-0.00752139j -2.15032e-17-0.00629124j -1.57401e-16-0.00194899j -1.2346e-17+4.40476e-05j -5.18369e-17+0.00744101j -1.37781e-17+0.00531921j -1.26965e-17+0.000218238j -2.12061e-17+0.00253725j 8.61483e-17-0.0056348j 1.83604e-17-0.00313519j -5.26908e-17+0.00115944j -6.47539e-18+0.00616772j 4.05744e-17+0.00835665j 2.51097e-17+0.000552105j -1.3785e-17+0.0025468j 1.85575e-17-0.00287249j -1.10038e-17+0.0049297j -5.50727e-19+0.00425872j -2.89781e-17+0.00574339j -1.20273e-18-0.00120301j -2.72887e-17+0.0014186j -3.69718e-17+0.00609759j 1.2607e-17-0.00020611j 9.82382e-18-0.00557286j -1.64416e-15-0.00268459j 7.38158e-15-0.00378558j 
1.23408e-15-0.00193526j 2.78682e-16+0.00129411j -3.97364e-17+0.00290047j 4.36357e-17-0.000253546j -2.38176e-17+0.00315436j -5.98478e-18+0.000714623j -1.66679e-17-0.000505484j -6.22035e-17+0.00318917j -2.1481e-17+0.00227221j -1.69246e-17+0.00250291j 3.46248e-17-0.00159022j -2.25691e-17+0.00136687j 2.73347e-17+7.48005e-05j -4.43839e-17+0.00447871j -3.21742e-17+0.00321684j -7.16223e-17+0.000834711j 1.39474e-17-0.00169023j 2.66227e-16+0.00304262j 4.17923e-17-0.00159087j 1.76567e-17+0.000149613j 4.68799e-17-0.00281288j 6.23612e-17-0.00396091j -3.76604e-18+4.66513e-05j -5.50567e-17-0.000871632j 1.39281e-16-0.00333525j 9.31403e-17-0.00424772j 1.7412e-17-0.0044563j 4.22277e-17-0.00180857j 6.61592e-18+0.000586237j 6.60722e-17-0.00331799j -1.71398e-17-0.000491537j -1.1753e-16+0.000384463j -6.27769e-19-0.000866198j -3.9944e-17-0.000471889j 1.70633e-17-0.00105539j 3.01545e-17-0.000559832j 1.18688e-16-0.00185265j -2.71811e-15+0.00613239j 2.52037e-15-0.000407858j -3.34652e-15+0.00124022j 9.10554e-17-0.00417383j 1.73257e-16-0.00351788j 5.5226e-17-0.00176194j 1.00114e-18-0.000392029j -2.58974e-20-0.00181735j 2.89831e-17-0.00148197j 1.68805e-17+0.000738771j -4.59506e-17+0.00243907j -4.00194e-17+0.000704223j 4.78985e-17+0.00053829j -3.9393e-18-0.000680905j 4.44344e-16-0.00636232j 2.62927e-17-0.00148639j 1.88079e-16+0.00242432j 1.76862e-17-1.32529e-05j -5.87243e-17+0.00230509j -8.1668e-18-0.000377104j -4.73277e-18-0.00128291j -7.51318e-17+0.00377615j 7.4555e-17-0.00248966j 2.94551e-17-0.00102935j -1.81151e-16+0.00418349j -1.31977e-17+0.000670165j -3.83771e-17+0.00238016j 2.09847e-17-0.00309565j -2.02676e-17+0.000771982j 3.52451e-17-0.00243683j -1.49093e-17-0.00131018j -2.43429e-17+0.00122126j -5.95898e-17+0.00416573j -1.628e-17+0.0024202j 1.43128e-18-0.000342611j -2.16672e-17-0.000320001j 2.60617e-17-0.00313378j 2.39381e-17-0.000157128j 6.05269e-17+0.00212626j -2.91722e-16+0.000603505j 
-4.88849e-16+0.00126315j -1.1249e-16-0.00277765j 9.18195e-18-0.000700355j -1.30455e-17-0.00344187j 1.85946e-17-0.00131665j 4.43599e-18-0.00060106j 1.36755e-17+0.00288278j 5.19317e-17+0.00371707j 2.76331e-17+0.00069067j 1.43604e-17-0.00222813j -2.80348e-17-0.00227498j 2.17572e-17+0.000466626j -1.69684e-17-0.003534j 5.27787e-17+0.00126745j 4.3363e-17-0.000275341j -1.93224e-16+0.00451347j -3.10289e-17-0.00070524j 2.15604e-16+0.00184017j -8.45602e-17-0.00379661j 7.55979e-18-0.00135295j -1.7652e-18+0.00130005j -3.62282e-17-0.00144233j 4.58569e-18-2.19894e-06j 1.41335e-16+0.00306429j -3.39653e-17-0.000689527j -7.95987e-17-0.00587575j -1.85644e-17+0.00212109j -2.20753e-17+0.00108155j 4.64325e-17+0.000666034j -2.82858e-17-0.00172211j 2.73123e-17+0.000962212j 5.37216e-16-0.00186635j -3.84886e-17+0.00226836j 5.58438e-17+0.000599354j -1.28806e-17-0.00158165j 2.34896e-17-0.0038284j 3.37428e-17-0.00412362j -2.04625e-15+0.00498747j 2.04509e-15-0.00031299j -2.64204e-15+0.000986717j -4.20749e-17-0.000770661j -2.77475e-17+0.000491861j -1.5974e-17-0.000671309j 1.40749e-17+0.000656684j -6.89445e-18+0.00148367j -2.74558e-17+0.00089176j 1.07382e-17-0.000772102j 6.50084e-17+0.00296363j -1.62911e-17+0.000727544j -1.40971e-17-0.00231699j 3.54738e-17+0.00508764j 7.46857e-17-0.00275312j -5.47932e-17-0.00326863j -1.2716e-16-0.00173904j -1.15362e-17+2.88429e-05j 3.12704e-17+0.00372824j 1.15886e-17+0.00317503j -1.52871e-17+0.000449425j 4.57227e-17+0.000518303j -9.88208e-18-0.00263588j -1.68289e-17-0.00155622j 5.20584e-17-0.000382092j 2.84797e-17+0.00340264j 8.37588e-17+0.00423954j -1.26701e-17+0.00109922j 1.29046e-17+0.00128032j -2.80967e-17-0.00104968j 6.14804e-18+0.00318445j 3.16623e-17+0.00215847j 5.26548e-17+0.0022767j 1.75805e-17-0.00130604j -1.33722e-17+0.000907707j 4.9925e-18+0.00361137j -2.43979e-17+0.000669783j -2.29743e-17-0.00318738j -9.61087e-16-0.00208992j 4.33788e-15-0.002344j 
1.68879e-15-0.00327418j 3.76615e-16+0.00451569j -5.58652e-18+0.0034717j 9.20155e-18+0.00391232j -5.57617e-18+0.00444351j -5.73231e-18+0.00137105j -5.36201e-18-0.00392743j -1.89302e-17-0.00158279j -5.22248e-18+0.00122824j -1.64917e-17+0.00494997j 1.01803e-17+0.00129651j -1.74445e-17+0.000677312j 3.6882e-18+0.00432079j -1.12509e-17+0.00253399j -2.92716e-17+0.00324696j 2.36655e-16-0.00467519j 1.23289e-17-0.000683233j 5.65205e-17+0.000543142j 6.62643e-17+0.00312714j -6.9015e-18+0.00176381j 1.19063e-17-0.00411402j 1.44284e-17-0.00185422j -8.1551e-18+4.4929e-05j -1.97897e-16-0.00447773j 1.01315e-16-0.00219311j 3.58915e-17+0.00322123j -1.295e-17-0.00659161j 4.67851e-17-0.0029408j -3.17196e-17-0.000270199j 1.59197e-17-0.000934807j -4.52182e-17-0.00160348j -7.69016e-16+0.00259452j 5.82994e-17-0.00351494j -1.04279e-16-0.00114899j -6.36563e-18+0.000946888j -5.69419e-17+0.00409988j -1.48822e-17+0.00328341j 1.65019e-16-0.000444048j -1.87627e-16+7.00381e-06j 1.79732e-16-6.33863e-05j 5.19379e-17-0.00285552j 1.35786e-16-0.00378039j 3.07999e-17-0.000789057j -1.48314e-17-0.0011456j -5.06285e-18-0.00343269j 4.45832e-17-0.00241638j 5.75202e-18+0.00159878j -4.19806e-17-0.00135592j 4.27413e-18-0.000237286j 4.15919e-17+0.00327627j 3.62026e-18-0.00673987j 1.69924e-16-0.00245328j 2.45865e-17+0.00258644j 3.44197e-16+0.00429014j 3.00342e-17-4.67229e-05j -6.00476e-18-0.00239751j 1.0605e-17-0.00416278j -2.54766e-18-0.00170363j -5.18015e-17+0.00279878j 4.6623e-18+0.000915637j 1.03739e-17+0.000939875j -1.59404e-16+0.00425156j 6.51283e-18-0.0034875j -4.32454e-17-0.0029448j -5.74308e-18-0.00412862j -5.09814e-18-0.000841109j 1.10724e-17-0.000945398j -4.91657e-18-0.00501982j -1.29929e-17-0.00149071j -1.80529e-17+0.00103573j -1.00412e-17+0.00376532j 2.24808e-17-0.00140291j 1.25745e-17-0.00463614j 7.11511e-18-0.00364637j 8.04001e-18+0.00369344j 1.2228e-15+0.00444226j -5.50282e-15+0.00336788j 
-6.55103e-16+0.000903934j -1.40382e-16-1.93969e-05j -1.58298e-17-0.0017158j 1.8754e-17+0.00121028j -2.63193e-17-0.00169801j -2.15074e-18-0.000293044j -1.79893e-17-0.000536575j -6.94591e-17-0.00324472j -3.92781e-17-0.00171926j -8.4431e-18-0.000989149j 3.77404e-17+0.00174551j -1.93596e-17-0.00104972j 2.64565e-17+0.00101993j -7.44695e-17-0.00336037j -4.12824e-17-0.00205471j 4.04105e-17-0.0019209j 3.59442e-17+0.00133686j -3.13263e-16-0.00257923j 6.76263e-17+0.0022065j -8.8825e-19+0.000310064j 4.92817e-19+0.00147607j 5.10409e-17+0.00306914j 3.7597e-19-3.03409e-05j -2.72049e-17-0.000348157j -1.96936e-17+0.00242545j 9.94871e-17+0.00460165j 4.26347e-17+0.00231985j -4.20817e-18+0.000874694j -3.5731e-17-0.00059123j 3.88583e-17+0.00272651j 9.44981e-20+3.54603e-05j -6.9284e-17+0.000309363j 1.27947e-19-0.000110861j 1.04739e-17+0.000132229j 2.80739e-17+0.00118018j 2.61281e-17+0.00153085j -1.12317e-17+0.00247947j 2.26797e-15-0.00558543j -2.28386e-15+0.000365814j 2.99223e-15-0.00112296j 2.94903e-17+0.00300737j -5.47747e-17+0.00218927j 4.73599e-18+0.00137425j -6.06684e-18+6.17982e-05j 1.47918e-17+0.00075882j 3.05784e-18+0.000715066j -1.76807e-17-0.000257324j -6.32477e-17-0.00251813j 1.16077e-17-0.000688266j -9.69612e-18+0.000343523j -5.55741e-17-0.00108734j -1.81959e-16+0.00506197j 6.11234e-17+0.00197725j -1.0621e-16-0.00108495j -8.37842e-18+7.84751e-08j -5.11593e-17-0.00266051j -2.84786e-17-0.00071036j 2.36179e-17+0.000716649j -3.17537e-17-0.00266667j 2.46036e-17+0.00245255j 2.0313e-17+0.00115517j 4.04915e-17-0.00266488j -5.00311e-17-0.00147531j -8.76905e-17-0.00286516j 2.79518e-17+0.0017248j -1.78357e-17-0.000900612j 3.71039e-17+0.00193733j -7.16885e-18-9.30483e-05j -3.82838e-17-0.00146502j -7.0824e-17-0.00345782j -1.91138e-17-0.00121326j -1.74698e-18-4.70255e-05j -2.34719e-17-0.000880382j 3.36995e-17+0.00188012j 3.03391e-17+0.00106917j 2.39902e-16-0.000780636j -1.10196e-15+0.000308351j 
1.90266e-15-0.00296388j 4.22847e-16+0.00180452j -2.46345e-17+0.0045516j 2.63262e-17-0.000719423j -1.25002e-18+0.00489908j -4.53763e-18+0.0010821j -1.41672e-18-0.000539834j -3.2402e-18+0.0054165j 1.15944e-17+0.00367944j -1.09321e-17+0.00377868j 2.51447e-18-0.00273953j -7.34258e-18+0.00221811j 4.1574e-18-0.00020534j 1.8412e-17+0.00724387j 1.83749e-19+0.00509408j -6.88716e-17+0.00174266j -1.49303e-17-0.00275461j 5.11466e-16+0.00501101j -8.05222e-18-0.00288023j 1.62241e-17+0.000113912j 4.46682e-17-0.00435716j 1.79084e-17-0.00643587j -4.86518e-18+7.40402e-05j -5.45323e-17-0.00110587j 1.58638e-16-0.00537109j 9.53827e-18-0.00729924j -2.04881e-17-0.00689717j 4.87397e-17-0.00277892j 3.13256e-17+0.000994086j 3.15402e-17-0.00543839j -2.18697e-17-0.000693924j -1.52277e-16+0.000440536j 6.89232e-18-0.00117028j -5.92342e-17-0.000695962j -8.01258e-18-0.00182474j -8.38429e-19-0.00124233j 1.1747e-16-0.00332686j -4.36234e-15+0.010217j 4.18885e-15-0.000677803j -5.53792e-15+0.00206428j 6.71021e-17-0.00671307j 2.23438e-16-0.0055533j 5.13931e-17-0.00286561j 3.97727e-18-0.000563608j -1.28149e-17-0.00275599j 3.01972e-17-0.00227658j 3.09222e-17+0.00110483j 3.75754e-18+0.00415363j -4.61201e-17+0.0011875j 5.78308e-17+0.000643975j 4.23966e-17-0.000616624j 5.83879e-16-0.0103778j -2.25274e-17-0.00266549j 3.06485e-16+0.0036985j 2.71975e-17-1.84436e-05j -1.33396e-17+0.00401059j 1.71555e-17-0.000308702j -2.40972e-17-0.0020004j -5.04441e-17+0.00605702j 4.96442e-17-0.00420405j 1.20343e-17-0.00178097j -2.22122e-16+0.00662263j 2.96305e-17+0.00137884j 3.06731e-17+0.00417699j -4.19086e-18-0.00482559j -4.85043e-18+0.00134607j 3.72837e-18-0.00397438j -8.60128e-18-0.00179276j 7.1115e-18+0.00214167j 4.19952e-19+0.00683842j -7.42617e-19+0.00373168j 5.6847e-18-0.000461922j 7.70881e-19-0.000177777j -2.51985e-18-0.0049257j -1.61491e-18-0.000542621j 1.84089e-17+0.00319194j -8.24643e-17+0.000745281j 
1.39153e-15-0.00288051j 3.08777e-16+0.00451946j 1.05195e-17+0.00271693j -8.1443e-18+0.0044622j 4.13092e-18+0.00369932j -3.89574e-18+0.00124428j 1.24847e-18-0.00417724j 5.91295e-18-0.00303252j 3.80432e-18+0.000465762j -1.12868e-17+0.00452295j -3.67354e-18+0.00207762j -9.80617e-18+0.000211569j -7.70527e-18+0.00478699j 7.21821e-18+0.00104405j -1.8649e-17+0.00234059j 2.93874e-16-0.00554371j 7.33823e-18-8.95964e-05j -4.1141e-17-0.000604302j 5.55769e-17+0.00411863j -1.50296e-17+0.00190678j -6.11436e-18-0.00346779j -1.06686e-17-0.000492147j -7.57598e-18+3.15369e-05j -1.98216e-16-0.00464513j 5.6061e-17-0.0011187j -3.19397e-19+0.00527992j -2.25263e-17-0.00557633j 3.49525e-17-0.00255924j -3.75761e-17-0.000534309j -1.03061e-17+0.000277169j -4.35207e-17-0.00159209j -8.10918e-16+0.00273945j 6.55274e-17-0.00357398j -1.00386e-16-0.00109325j -1.47337e-17+0.00147521j -7.67469e-17+0.00479307j -6.56518e-17+0.00439693j 1.26851e-15-0.00293334j -1.21154e-15+0.000169977j 1.53174e-15-0.000563789j 1.98391e-17-0.00152372j 8.12351e-17-0.00281555j 1.14976e-17-0.000179056j -1.69045e-17-0.00112122j -5.93833e-18-0.0031041j 3.784e-17-0.00210449j -2.2255e-19+0.00148854j -2.67492e-17-0.00248136j 2.11553e-17-0.000544531j 2.68917e-17+0.00343829j 6.74159e-18-0.00724275j 9.48638e-18-0.000205133j 1.54652e-17+0.00347432j 3.09395e-16+0.00381863j 2.64521e-17-4.68163e-05j 1.85939e-17-0.00358924j 1.57995e-17-0.00449066j -1.33874e-18-0.00138908j -2.62448e-17+0.00161858j -2.61554e-17+0.00201066j -9.82577e-19+0.00145704j -1.04133e-16+0.00307615j 1.37129e-17-0.00415427j -3.08406e-17-0.00422919j -1.56601e-17-0.00337164j 3.03327e-18-0.0012446j -2.91983e-18-8.4997e-05j 8.12612e-19-0.00507506j -3.72757e-18-0.00214741j 5.83747e-18-0.000501732j -4.12967e-18+0.0032352j 2.46083e-17-0.00142771j 2.35061e-17-0.00504105j -3.47845e-18-0.00281888j -1.49879e-18+0.00417986j 1.33934e-15+0.00410673j -6.01887e-15+0.00351449j 
-6.29028e-16+0.00103604j -1.38765e-16-0.000833917j 4.56145e-19-0.00146568j -4.81748e-19-0.000127621j -5.16057e-18-0.0016345j 8.66325e-19-0.000392401j -3.25029e-18+0.000456981j -1.30839e-17-0.00128399j -9.94516e-18-0.00105773j 1.68306e-18-0.00138333j 7.0194e-18+0.000609463j -1.19557e-18-0.000632555j 5.03719e-18-0.00029448j -1.81924e-17-0.00209173j -5.74186e-18-0.00158895j -1.17866e-17-7.75796e-05j 8.71948e-18+0.000772837j -1.49381e-16-0.00134954j 8.10673e-18+0.00049869j -1.53719e-18-0.000171738j -7.5417e-18+0.00146675j 7.42038e-18+0.00182643j 1.80447e-18-2.29123e-05j 2.67325e-17+0.000648803j -3.9325e-17+0.00157625j 1.69376e-17+0.00164264j 1.42784e-17+0.00232818j -1.36773e-17+0.000960993j -8.41664e-18-0.000237283j 2.55965e-18+0.00149245j 8.8482e-18+0.000309968j 1.04087e-16-0.000323755j -8.43165e-18+0.000588045j 2.39685e-17+0.000273895j 8.37269e-18+0.00039924j 1.34634e-17-6.46421e-06j -1.67575e-17+0.00060249j 1.0978e-15-0.00262664j -1.07477e-15+0.000176061j 1.42347e-15-0.000532816j -9.11024e-18+0.00197931j -6.07128e-17+0.00175157j -9.92358e-18+0.000810285j -2.74074e-20+0.000239133j 5.80912e-18+0.000994632j -9.18252e-18+0.000787855j -9.04297e-18-0.000416664j -9.64268e-18-0.00097317j 8.43631e-18-0.000290333j -1.5515e-17-0.000431675j -1.90519e-17+0.0007035j -1.43737e-16+0.0029019j 1.39686e-17+0.00048628j -1.10787e-16-0.0013093j -9.52488e-18+8.5691e-06j -9.15964e-18-0.000852008j -1.0265e-17+0.000415707j 9.05971e-18+0.000658483j 6.29002e-18-0.00180378j -1.74642e-18+0.00102177j 1.68362e-18+0.000388398j 6.02939e-17-0.00206817j -1.64014e-17-7.84277e-05j -1.87866e-17-0.000851292j 7.74075e-18+0.00158999j -2.77855e-18-0.000283024j 6.59174e-18+0.0011118j 1.64238e-19+0.000871453j -8.10052e-18-0.000438028j -1.40123e-17-0.00186541j -2.99785e-18-0.00127567j -4.079e-18+0.000233358j -7.12306e-18+0.000419713j 7.17535e-18+0.00157724j 6.15957e-18-0.000156064j -1.05029e-16-0.00118955j 4.67458e-16-0.000465452j 
8.67537e-17-4.65263e-05j 1.79301e-17-0.000336472j 3.05519e-18+0.000296559j -4.00483e-18-0.000692088j 6.66759e-18+0.000216978j 8.29639e-19-8.41974e-06j 4.67723e-18+0.000473307j 1.79998e-17+0.00117937j 1.03137e-17+0.000467997j 3.02179e-18-5.28722e-05j -9.73327e-18-0.000668231j 5.85882e-18+0.000291255j -6.37833e-18-0.000660958j 1.95081e-17+0.000904602j 1.25141e-17+0.000424255j -3.53786e-17+0.000981974j -1.03671e-17-0.000384541j 9.34041e-17+0.000800738j -2.26194e-17-0.000957687j 1.65817e-18-0.000235116j 9.35356e-19-0.000169541j -1.25172e-17-0.000861137j 4.48845e-19+6.49382e-06j 2.25529e-17+0.000453576j 2.76119e-18-0.000625282j -2.63763e-17-0.00174671j -9.81158e-18-0.000256901j -1.07388e-18-6.22891e-05j 1.29614e-17+0.000213514j -9.12348e-18-0.000819084j 3.20705e-18+0.000110151j 8.19734e-17-0.000297949j -5.23489e-18+0.000303023j 4.55032e-18+4.40596e-05j -6.3984e-18-0.000457143j -7.82001e-19-0.000810971j 9.80121e-18-0.00105866j -7.6304e-16+0.00185703j 7.60452e-16-0.000119949j -9.9247e-16+0.000371392j -8.60276e-18-0.000764958j 1.09138e-17-0.000427684j -1.53123e-18-0.000388712j 3.03303e-18+6.67938e-05j -3.62879e-18+1.2878e-05j -3.48211e-18-4.99909e-05j 5.12866e-18-3.73681e-05j 1.907e-17+0.000924957j -5.3942e-18+0.000242692j 1.15659e-18-0.000360855j 1.48166e-17+0.000866603j 5.52395e-17-0.0014662j -1.78337e-17-0.000841803j 7.27621e-18+2.84915e-05j 4.4765e-19+3.5213e-06j 1.19677e-17+0.00105051j 6.5376e-18+0.000547905j -6.49799e-18-0.000104615j 9.93703e-18+0.000658046j -3.81135e-18-0.000870125j -5.18197e-18-0.000448447j -5.24059e-18+0.000547176j 1.26123e-17+0.000746354j 2.62624e-17+0.00115886j -6.24204e-18-0.000249626j 4.44814e-18+0.00035785j -9.60883e-18-0.000560659j 1.73534e-18+0.000411449j 1.05991e-17+0.000591409j 1.84168e-17+0.00105015j 5.41979e-18+0.00011022j -1.44761e-18+0.000121851j 4.37043e-18+0.000639342j -8.73628e-18-0.00033694j -7.98854e-18-0.000629406j -1.71833e-16-8.23975e-05j 7.78567e-16-0.000356328j 
9.11111e-16-0.00155741j 2.01318e-16+0.00146806j -3.77005e-19+0.0020709j 7.32559e-19+0.000592128j 5.98432e-18+0.00237467j -1.54909e-18+0.000604806j 3.59622e-18-0.000970219j 1.4675e-17+0.00128669j 1.16638e-17+0.0013488j -3.50063e-18+0.00214543j -7.8951e-18-0.000548551j -7.36771e-20+0.0008001j -6.11746e-18+0.000829397j 2.12482e-17+0.00267933j 4.20341e-18+0.00218612j 4.17656e-17-0.000444663j -9.26703e-18-0.000961079j 1.78556e-16+0.00160411j -3.08731e-18-0.000213142j 7.09164e-19+0.000397454j 9.36001e-18-0.00214539j -8.4481e-18-0.00229862j -2.97765e-18+3.13076e-05j -5.27064e-17-0.00125219j 5.52553e-17-0.0020514j -1.79799e-17-0.00150963j -1.87558e-17-0.00341239j 2.06262e-17-0.00143362j 6.34176e-18+0.000240326j -2.5787e-18-0.0018121j -1.52092e-17-0.000537123j -2.06968e-16+0.000665928j 1.65219e-17-0.00107293j -3.93013e-17-0.000444057j -1.09972e-17-0.000348207j -2.29357e-17+0.000475075j 1.59095e-17-0.00031393j -1.23253e-15+0.00295088j 1.20656e-15-0.000200391j -1.60551e-15+0.000601631j 1.48048e-17-0.00258754j 8.38381e-17-0.00243281j 1.41284e-17-0.00101594j -1.63795e-18-0.000403946j -7.46704e-18-0.00152817j 1.53014e-17-0.00117595j 1.10534e-17+0.000658511j 7.69782e-18+0.000957392j -8.75827e-18+0.000304703j 2.21199e-17+0.000867021j 2.31239e-17-0.00157275j 1.80943e-16-0.00359592j -1.43858e-17-0.00026064j 1.66253e-16+0.00198556j 1.43127e-17-1.5122e-05j 1.13807e-17+0.000700118j 1.35419e-17-0.000949902j -1.09572e-17-0.000946805j -1.17532e-17+0.00238049j 1.11811e-18-0.00106315j -1.42966e-18-0.000336617j -8.58127e-17+0.00284834j 2.04791e-17-0.00030821j 1.82745e-17+0.000636869j -1.02545e-17-0.00228789j 3.13621e-18+0.00022747j -7.29982e-18-0.00137833j -4.47154e-19-0.00156846j 8.66335e-18+0.000330495j 1.58242e-17+0.0022498j 2.76773e-18+0.00188727j 7.32155e-18-0.000426698j 1.02942e-17-0.00100848j -8.25202e-18-0.0022183j -6.89978e-18+0.000599662j 2.5972e-16+0.00186607j -1.16224e-15+0.000916069j 
-3.3501e-16+0.00030982j -9.34766e-17+0.000352782j 1.1634e-16-0.00080988j -1.28161e-16+0.0010856j 1.00223e-16-0.000719998j 1.35542e-17-7.54075e-05j 6.82677e-17-0.0006586j 2.5998e-16-0.00219035j 1.19886e-16-0.000993469j 4.26298e-17-0.000228489j -1.43212e-16+0.00121429j 7.55698e-17-0.000612449j -1.09827e-16+0.000997633j 2.34626e-16-0.001931j 1.30653e-16-0.00104347j 2.55946e-16-0.00159895j -9.1313e-17+0.000794481j 3.38862e-17-0.00159547j -1.76069e-16+0.00165531j -4.33477e-17+0.000339691j -9.87538e-17+0.000605574j -2.2846e-16+0.00180086j 1.95565e-18-1.56523e-05j 3.42775e-17-0.000583334j -2.05556e-16+0.00136432j -3.75231e-16+0.00318531j -1.30142e-16+0.000941564j -5.41083e-17+0.00031819j 3.02726e-17-0.000397639j -2.12576e-16+0.00165742j 6.14625e-18-0.000107109j -1.55083e-16+0.000406411j 4.31739e-17-0.000354661j -4.43515e-18-8.85444e-06j -9.68425e-17+0.000826695j -1.59272e-16+0.00130451j -2.58654e-16+0.00184145j 1.96264e-15-0.00358606j -1.49989e-15+0.000233081j 2.0183e-15-0.000718888j -2.25466e-16+0.00168064j -1.90935e-16+0.00108586j -1.12177e-16+0.000809689j -1.38638e-18-5.33469e-05j -3.17941e-17+0.000204768j -3.94923e-17+0.00025913j -4.50762e-19-3.42905e-05j 1.94648e-16-0.00171018j 7.1765e-17-0.000456654j -6.02536e-17+0.000483246j 1.17521e-16-0.00123607j -5.39031e-16+0.00301908j -1.58514e-16+0.00146588j 2.36249e-17-0.000342731j -2.52697e-18-3.72784e-06j 2.26499e-16-0.00188489j 8.04779e-17-0.000788089j -3.61309e-17+0.000317764j 1.93743e-16-0.00146867j -2.12754e-16+0.0016329j -9.8108e-17+0.000810233j 2.19075e-16-0.00135007j 1.30045e-16-0.0012197j 2.23159e-16-0.00205922j -1.0506e-16+0.000762484j 7.6334e-17-0.000640445j -1.42763e-16+0.00115495j 4.39641e-17-0.000465014j 1.18888e-16-0.00105171j 2.57283e-16-0.00211409j 6.6161e-17-0.000466723j 1.62761e-17-0.00014332j 1.02987e-16-0.00093443j -1.18281e-16+0.000900202j -1.06387e-16+0.000978205j 2.85959e-16-0.000137006j -1.20036e-15+0.000468297j 
