-0.0201162-1.64799e-17j -0.0208535+0.000416125j -0.029733+0.001353j -0.0154746+0.00070894j -0.0173689-0.000500162j 0.0112327-0.00155761j -0.00776563+0.000785261j -0.00732133-0.00288447j -0.031942+0.00311667j -0.00903922-0.00281696j 0.0127071-0.00118415j 0.0198192+0.00157328j 0.0170987-0.00136632j 0.0280472-0.00344314j 0.0319511-0.00364225j -0.0167668+0.00176961j -0.0347835-0.000101545j 0.0108211+0.00159326j -0.0176556+0.000733762j -0.0699158+0.00267058j 0.0195401-0.00277958j 0.0673152-0.000724329j 0.0657587-0.00194499j -0.0442469-0.00143671j -0.00364071-0.00734607j -0.0167957-7.32928e-05j -0.0270443-0.000644139j 0.00455546+0.000715698j -0.0307929-0.000426609j -0.0286528-7.78933e-05j 0.0295371-0.00447728j -0.0192033+0.00239812j -0.0203565-0.000667612j 0.0162746+0.00203154j -0.0267842+0.00241793j 0.00153184+0.00241446j 0.0108872-0.00223038j 0.00870448-0.00122131j -0.0209007+0.00141508j 0.014168+0.00125509j 0.00311743+0.00349454j -0.00593489+5.88878e-05j 0.00783857+0.00130711j 0.00577859+0.000377865j -0.00452115+0.000870718j -0.018595+0.00142857j 0.019551-0.000319462j 0.0245137+0.00357507j 0.00722103+0.000105391j 0.0161817+0.000915402j 0.0168+0.00130321j -0.0233839+0.000356928j -0.0069054-0.000783268j -0.0280597+0.00415928j 0.0066448+0.00432961j 0.0107199+0.000646868j -0.0256491+0.00408158j -0.0310971-4.67665e-05j -0.0107441-0.00634723j -0.00458446-0.00474605j -0.0396429-0.00321536j -0.0554058+0.000118654j 0.138616-0.0207384j 0.0640908+0.000698116j 0.0826106+0.00820106j 0.0440494+0.00330842j -0.0768108+0.000208465j 0.0231858-0.00128366j 0.0252176+0.00287475j -0.0727191-0.0128245j 0.0179811+0.00362247j -0.0217181+0.00466588j -0.0170237+1.61543e-05j 0.00193203+0.00156542j -0.00154891+0.000319481j 0.027546-0.00501652j 0.00469387+0.000635326j 0.0305371-0.00736538j 0.042413-0.00432331j -0.00244669+0.00502972j 0.00128603+0.000530327j -0.0193406+0.00832528j -0.00883256-0.00254655j 0.0114546+0.000749846j -0.00900214+0.000837485j -0.0118297-0.00810858j 0.0479489-0.00495794j -0.030603+0.000699516j -0.0101768+0.0117593j -0.0396641-0.00165412j 0.000425807+0.00251606j 0.064859+0.00867434j 
0.0198192-0.00157328j -0.00970755-0.00310809j -0.000623315-0.00218565j 0.0702837-0.0020022j 0.0674772+0.000603759j -0.0247041-0.00182204j -0.0129315-0.00300719j -0.0730587-0.000557642j -0.144291-0.000868226j 0.0165211-0.00298927j 0.0119764+0.00146967j -0.404737+1.40248e-14j 0.0636129-0.00144188j 0.00410071+0.00208882j -0.154451+0.00199197j 0.056126-0.00242379j -0.0708247-0.000849713j 0.31859+0.0036032j 0.0930104-0.00649153j -0.000284332-0.00415954j -0.0112862+0.00415567j 0.169934+0.00430803j 0.0228656+0.00182491j -0.197779+0.00294375j -0.299809-0.0038225j -0.0150647+0.00156874j 0.0912333-0.00146206j -0.0858059+0.00649412j 0.156796-0.00896089j -0.0497732+0.00140831j 0.0479131+0.00216351j 0.0129376+0.0011121j -0.177784+0.000681511j 0.0328454-0.00179566j 0.0273615-0.00563279j -0.00995385-0.00168628j -0.0446436-0.00380617j 0.0472852-0.00210535j -0.0139493-0.00808798j 0.0399133-0.00126454j 0.0247731-0.00394657j 0.0360796+0.00668709j -0.0052918-0.00260021j 0.0923353+0.00285766j 0.135461-0.00344821j 0.0173937-0.00157533j 0.00508305-0.0019209j 0.0399258+0.00382821j 0.0528762+0.00271368j 0.0445237-0.00194251j -0.0427706-0.00153916j -0.0560849+0.00535133j 0.0811054+0.00339216j 0.0768873-0.00385033j -0.0034-0.00684471j 0.0616204+0.00203947j 0.0135646-0.00225425j -0.0640185-0.00288605j -0.0678253+0.00635647j -0.00542413-0.00164647j -0.0342934-0.00312768j -0.0523557+0.00110058j 0.04125+0.00534743j 0.0343789+6.8813e-05j 0.0695274+8.5022e-05j 0.0622522+0.00386767j -0.0717514-0.00440714j 0.0252285-0.0106126j 0.0375996+0.00134027j -0.117459+0.00264179j 0.0341893-0.00243477j 0.0216684-0.000932177j -0.0377323-0.000835475j 0.030885-0.00250921j -0.0248424+0.00303764j -0.0225194+0.00114649j 0.0266576+0.00123579j 0.00272779-0.0025728j -0.000733615-0.000903746j 0.00448215+0.000627564j 0.00302273-0.000283358j -0.00586258-0.00229827j -0.0343362+0.00315948j 0.0120647+0.00890807j 0.0193759+0.00400061j -0.00662621-0.00548732j -0.0108204+0.000426296j -0.0269278+0.00592482j -0.0808853+0.00267467j -0.0208602-0.00972091j -0.0133165+0.00834568j -0.0189614-0.00778389j 
0.0170987+0.00136632j 0.00595491-0.00273769j -0.0101843-0.00329511j -0.00725489-0.000949224j 0.00197664-1.92448e-05j 0.0261563+0.00158958j 0.0416307-0.000679399j 0.0422856-0.00187405j 0.0975507+0.000861371j 0.0987529+0.000170801j -0.0509708-0.000619617j 0.0636129+0.00144188j -0.0909853-3.47595e-15j -0.113721-0.00131604j 0.172013+0.00247537j 0.047991+8.19308e-05j -0.106342-0.00278005j -0.34186-0.00153303j 0.345309-0.000803983j 0.0307082-0.004025j -0.388738-0.00113394j -0.000875047+0.00101874j -0.0541838+0.000637747j -0.0526342-0.00503442j -0.34507-0.0030133j -0.00538459-0.00185305j -0.14505+0.00475177j 0.100164-0.00547912j -0.0436073+0.00673524j -0.0536316-0.0020626j -0.0966774+0.00171575j 0.093192-0.00165064j -0.0446328-0.000576712j 0.0745989+0.000273949j 0.0661719+0.0041317j 0.0634625+0.00134251j -0.0727481+0.00111997j -0.00931358+0.00144054j -0.0327282+0.00147874j 0.0139852+0.00115847j 0.0317341-0.000926452j -0.0750567-0.00634745j 0.0325258+0.000595321j 0.000879075-0.000243289j 0.0306276+0.00227414j -0.0273403+0.00194132j 0.0255449-0.00170858j 0.0680713+0.000655073j 0.0360208+0.00132823j -0.0201732+0.00325368j 0.00495104+0.00125003j 0.072122-0.000342484j 0.00820817+0.000241357j 0.03766+0.000305009j -0.0747787-0.000344886j 0.0306979+0.00214876j 0.0736579-0.00908367j 0.0336877-0.00643699j -0.114849+0.00629098j -0.00982465+0.000176509j 6.98967e-05-0.00585069j -0.0231713+0.00124834j -0.18616+0.00210445j -0.0219945-0.00602379j 0.0420429+0.00171331j 0.0212296-0.00339671j -0.0165934-0.000906642j -0.0091334+0.00107917j 0.00549459+0.000295907j -0.0765409-0.00420542j 0.0356332+0.00380204j 0.0222223-0.00266387j -0.00521602-0.00565127j 0.00953651+0.00228266j 0.00544882-0.00767661j -0.0696706-0.00111491j -0.0282689+0.00118735j -0.0375167-0.00133799j -0.0258563-0.00309341j 0.00270498+0.00347459j 0.0192621+0.000780794j 0.0336341-0.00271165j -0.000480778+0.00295699j 0.0297688+0.00346566j 0.00917584-0.00217453j 0.00083634-0.00561355j -0.0455602+0.0033436j -0.0118288+0.00826449j -0.0832754-0.00524449j 0.0325876-0.0112203j -0.0174889-0.00088191j 0.0168214-0.0118566j 
0.0280472+0.00344314j 0.0336266-0.00109797j 0.0631502-0.00197699j -0.00146999-0.000483194j 0.112688+0.000601205j -0.0547163-0.00256424j -0.0508481-0.000317336j -0.0360083-0.000470144j 0.0816798+9.54264e-05j 0.0109931+0.00114365j -0.151545-0.00280179j 0.00410071-0.00208882j -0.113721+0.00131604j -0.390838-8.73563e-15j -0.0492744+0.00428383j -0.0189351-0.000268683j 0.215756+0.00195575j 0.160935-0.00727871j 0.383212-0.003133j -0.0502338-0.000403064j 0.241109+0.00135289j -0.135063-0.00264067j 0.164168+0.000876228j -0.134176-0.00243054j 0.232807-0.000320477j -0.0368448+0.000319758j -0.0100542+0.00276034j 0.0368092-0.0035978j -0.154044-0.00211832j 0.0827934-0.000920549j -0.0282773+0.00078478j 0.0977763-0.0024625j -0.0781048+0.000458209j -0.0284597-0.00265967j 0.120016+0.000333648j 0.0206437-0.00284625j -0.0561541+0.00551521j 0.0389988+0.0027324j -0.000856858+0.0010867j 0.0154543+8.26581e-05j -0.0136843-0.00366825j -0.0698153-0.000533624j -0.0291164+0.00100406j -0.0594791+0.00257007j 0.0388073-0.000833251j -0.0799218+0.00027377j -0.0212178+0.00285015j -0.0136931+0.000937808j -0.0305408+0.00321636j 0.0605085-0.00275674j 0.0646531-0.000737332j 0.00267874-0.00420332j -0.0293566+0.000443937j 0.042735-0.00567514j -0.0352264+0.00303821j 0.0531661+0.00134523j -0.0331856-0.000263465j 0.0302689+0.000814803j 0.00587772+0.00105224j -0.0457323-0.00315295j -0.0138154+0.00406396j 0.0467934+0.00238489j -0.107846+0.00267436j -0.027579-0.00287649j 0.0198003-0.00139166j -0.0153449-0.00406437j 0.00527025-0.00146999j -0.01706-0.00605966j -0.00828253+0.000338342j -0.00525942-0.000864952j 0.0267414-0.00407533j 0.00292176+0.00201091j -0.000842471+0.00522336j -0.00228404-0.00172152j -0.00169187+0.00498682j -0.039712-0.000658209j 0.00693531-0.00121697j 0.00420217+0.000705006j 0.0266598-0.00544506j 0.00169084-0.00115846j 0.0222934-0.0084284j -0.00381409+0.00185487j 0.0350478-0.00105379j 0.0411987+0.00171492j -0.0268144-0.00449649j 0.0216674-0.00339231j -0.0157442-0.00253774j -0.0184832+0.000171566j 0.0018714-0.00373247j -0.00457437-0.00422464j -0.0129068-0.001414j 0.0265028-0.000544363j 
0.0319511+0.00364225j 0.0208326-0.00249008j 0.0107083-0.00111736j 0.00152737-0.000654773j -0.0124015+0.000219263j -0.0397972+0.00281223j 0.0414187+0.00229385j -0.0871432+0.000319818j 0.0309863+0.0034577j 0.0045259-0.00156205j 0.0605947-0.00301872j -0.154451-0.00199197j 0.172013-0.00247537j -0.0492744-0.00428383j -0.482521+7.03391e-13j -0.113494+0.000980637j -0.0248039-0.00263865j -0.290552-0.00177719j -0.129318-0.00369823j -0.281996-0.00264885j -0.174148-0.00398192j -0.37018+0.00287749j -0.0345174-0.00316543j 0.0109673+0.00361435j 0.0427526+0.00343967j 0.0492187+0.00158743j 0.0732951+0.000786974j -0.0233959-0.000319972j 0.199865-0.000968847j 0.112627-0.00153986j -0.0167745+0.00108798j 0.00729661-0.00144626j -0.0472973-0.00108877j -0.0437646+0.00278204j 0.0749068+0.00241136j 0.00856696-2.85389e-05j -0.0797538+0.00179746j 0.0222437-0.00102559j 0.0368929-0.00341834j -0.00249807-0.00247095j -0.100181-0.00391809j 0.0460606+0.00129673j -0.0481145+0.000510898j 0.0370391+0.00295791j -0.0347825-0.0012042j -0.0346289+0.000382046j -0.062779-0.00175891j -0.0242235-0.00160502j -0.00531124+0.000619597j 0.0292288+3.04129e-05j -0.0355716+0.00431386j 0.0408167-0.00213421j 0.00577914-0.00336688j 0.0541958+0.00113518j 0.077864-0.00228042j 0.0012412-0.00262991j 0.0563469+5.31627e-05j 0.0501354-0.00380912j -0.0124478-0.000399057j -0.0116259-0.00166692j -0.0126342-0.00410734j 0.0096351+0.00741377j -0.0909514-0.00450931j -0.0249194+0.00309657j -0.0189185+0.000317942j -0.0192347-0.00535995j 0.0357272-0.00181329j -0.0141431+0.000463762j -0.000901228+0.000671662j 0.0241573-0.000936734j -0.00294375+0.00240626j 0.0118113+0.00354026j -0.0045666+0.00172606j 0.00208548+0.000401032j -0.00703765+0.00284357j -0.0145635-0.00076774j 0.0089991+0.00538239j -0.0151752-0.000806019j -0.0235217+0.00291775j -0.00615435-0.00100297j 0.00100805-0.00202216j -0.000237866-0.00334537j 0.0256547+0.00164697j -0.000127704-0.000935866j 0.000242342-2.40588e-05j 0.0124757-0.00116235j -0.0248444+0.000470857j 0.00924077-0.00073566j 0.0120354-0.006494j 0.0390771+0.000962286j -0.00442726-0.00860167j 0.0283278-0.0021534j 
-0.0167668-0.00176961j -0.0106628+0.00128037j -0.0123627+8.89635e-06j 0.000683215+0.000386255j -0.0317643-0.00128491j 0.0222926-0.00159621j 0.0104437-0.000785418j 0.102349+0.00184005j -0.0286989-0.000488318j 0.00766176+0.00176284j 0.010742-0.000268955j 0.056126+0.00242379j 0.047991-8.19308e-05j -0.0189351+0.000268683j -0.113494-0.000980637j -0.81485-1.00307e-14j 0.178469+0.0011293j -0.090565+0.000354606j 0.0290965-0.000904208j 0.195562+0.00153061j -0.0397223+0.00344083j 0.160313-0.00255744j 0.0292676+0.000705947j -0.149648-0.00229747j -0.110992-0.00199123j -0.0121596-0.0012198j -0.00269116-7.8033e-05j -0.051286+0.000607408j -0.0191013-0.000319315j 0.093745-0.00333116j -0.0108253-0.00126187j -0.0965417+0.00156063j 0.0275903+0.000792098j -0.00390972-0.00115747j -0.0531739-0.00140515j 0.0118267+0.00225469j 0.0161895+0.00191218j -0.0600904+0.000465445j 0.0259381+0.000253215j 0.0821655+0.000223328j 0.0748292-0.00252154j 0.0133327-0.000139232j -0.0526219-0.000721099j 0.0337198+0.000434316j -0.06413-0.000466882j -0.00916434-0.00136855j -0.0779202-0.000117425j 0.0199112-0.00165249j -0.0536256-0.000948327j -0.0416411-0.000627685j 0.0084786-0.0003981j 0.0341143+0.0047685j -0.0440385+0.00133148j -0.00544824-0.00459941j -0.0357349-0.00149389j -0.117301+0.00273417j -0.0571673-0.000407138j -0.00156238-0.00305116j -0.0149028+0.000927219j 0.0218723+0.00378647j 0.0132539+0.000731213j -0.00254412-0.00444114j 0.0496806+0.00174722j -0.00630525-0.00188729j -0.00725548-0.000365016j 0.00944453-0.00326532j 0.0071931-0.000264594j 0.0173169-0.00068828j -0.000191633-0.00207267j 0.00725803-0.00060869j 0.0165273-0.000713875j -0.00446281-0.00366701j 0.0410699-0.000243076j -0.0426422+0.00182923j -0.0127936-0.00279778j 0.0105424+0.00402492j -0.000722863-0.00292332j 0.00159769-0.00797946j 0.0152892-0.00169738j 0.00494596-0.00317465j -0.0194014+0.00272263j 0.00265829-0.00571201j -0.000537237-0.00339849j -0.0252503+0.0014416j -0.012234+2.77978e-05j -0.00199998+0.00050675j 0.00791891-0.000867474j 0.0052788+0.00012369j 0.00791834+0.00103243j -0.00804864+0.000668472j 0.00833213+0.00254099j -0.0065292+0.00107819j 
-0.0347835+0.000101545j 0.00443753+0.00373052j 0.0697906+0.000662052j 0.0144078+0.00484855j 0.0327354-0.00210719j -0.00311361-0.00547443j -0.0648538-0.00136117j 0.0434177+0.000412941j -0.166552+0.0014349j 0.191677-0.00319903j 0.00496592-0.0017265j -0.0708247+0.000849713j -0.106342+0.00278005j 0.215756-0.00195575j -0.0248039+0.00263865j 0.178469-0.0011293j -0.215465+2.43857e-14j -0.197571-0.00576028j 0.00550495-0.00393836j 0.343953+0.00184396j 0.0826069+0.000778651j 0.104578-0.00837982j 0.0732949+7.79516e-05j -0.0742703-0.00241911j 0.0337021+0.00331765j 0.186195-0.000923478j 0.0585834-0.000647008j 0.0325586+0.0031197j 0.0882047-0.00496789j -0.0107192-0.000771208j 0.032371-0.00167831j -0.0534677+1.62669e-05j 0.0820227-0.00084234j 0.0125065+0.000571052j -0.0804441-4.84945e-05j -0.0652792+0.00166255j -0.0281367+0.00066218j 0.0150297-0.000289365j 0.0609-0.00264767j -0.0580454+0.000929027j 0.0368504-0.00328003j 0.00945466-0.000271952j 0.0275086+0.000223479j 0.00232724+0.00320568j -0.00943195-0.00125404j 0.0319468-0.00132976j 0.0210494-0.000756708j -0.0633323-0.000483604j 0.0146839+0.00302573j -0.0428388-0.00392763j -0.016421+0.00369293j 0.0412517+0.00312163j -0.0475498+8.37742e-05j 0.0469662-0.000168132j -0.0723194-0.000550615j 0.0392076-0.00107641j 0.0471781-0.000905447j -0.030406-0.00177382j 0.0625027-1.36395e-05j 0.0773627+0.00131288j 0.0892092+0.00456662j 0.0264295-0.00348656j 0.0233643-0.00422035j -0.0381239-0.00109584j -0.0809692-0.00124408j -0.029301+8.73048e-05j 0.0381155+0.00244511j -0.000929367+0.00463495j -0.0131403+0.00044656j 0.0582615+0.00161411j -0.0265059-0.00210824j 0.00804026-0.00112033j 0.0160184+0.0018243j -0.0124699+0.00138051j 0.0237369-0.00201398j 0.00454522+0.00116816j -0.00412097-0.00520995j -0.00187429-0.00202413j -0.00991016-0.000319813j -0.00985668-0.00141529j -0.000813118+0.00315541j -0.00306244-0.00445355j -0.0222125+0.00598485j 0.00238886-0.00461396j 0.0137198+0.00166566j 0.0295883+0.00181893j -0.000385777+0.00173475j 0.0306708-0.00208193j 0.0475823-0.00169543j 0.0183651+0.00610249j 0.0161757-0.00435637j 0.00508634+0.00577878j 
0.0108211-0.00159326j -0.015624-0.000978677j -0.0229314-0.00079788j 0.0317784-0.00157971j 0.00941919+0.000863876j -0.0281038-0.00213833j -0.0770997-0.00235045j -0.180722-0.000268645j -0.134883-0.005033j 0.177374-0.000750958j -0.0344604+0.000702948j 0.31859-0.0036032j -0.34186+0.00153303j 0.160935+0.00727871j -0.290552+0.00177719j -0.090565-0.000354606j -0.197571+0.00576028j -0.111606-5.26976e-16j 0.171754+0.00311143j -0.195677-0.00124265j 0.260686-0.000552952j -0.0336372-0.00163728j -0.00869028+0.00233543j 0.160476-0.000918179j -0.192219-0.00782072j 0.102547-0.00102111j -0.00298217-0.0025934j 0.155119+0.0041537j -0.0936564-0.00570245j 0.0533252+0.000281929j 0.00398209-0.000601581j -0.112967-0.00272704j -0.0581481+0.00205543j -0.037014+0.00191428j -0.0227402-0.00380135j -0.0930455+0.000221858j 0.0314209+0.00298703j 0.0434104+0.000274879j -0.00157402-0.00177044j -0.0124228+0.00249848j 0.027716-0.00146845j -0.0175777-0.00225511j 0.0173063+0.000692203j -0.0499321+0.00227911j -0.0181109+0.00155216j -0.0340883+0.00341492j 0.0131815-0.000823289j 0.047834+0.000552602j 0.0481074-0.00144535j 0.0646172+4.31241e-05j -0.00886937-0.00785655j -0.0497961+0.00387082j 0.00104078-0.00363041j -0.0465593-0.000306305j -0.00992891-0.000725971j 0.0253035+0.000653987j 0.0452119+0.00063405j 0.0340238+0.00049023j -0.00230395-0.00190701j -0.0147997+0.0016075j -0.0471931+0.00111939j -0.0327478+0.00304507j 0.126313+0.0040451j 0.0339222-0.00103312j 0.0458232+0.00730897j 0.0382121-0.00525961j -0.0425194+0.00494556j -0.00213178+0.00557987j 0.00891838-0.00409331j -0.0403133+0.00293445j 0.0208559+0.00203549j -0.0348263+0.00385891j -0.0103404+0.000246056j 0.00126415-0.00023397j -0.00718343-0.00152214j 0.0166437-0.00361323j 0.00253942+0.00307156j 0.0231126+0.00444074j 0.0332868-0.0014036j 0.00171374+0.000911158j 3.34575e-06+0.00392377j -0.0173454+0.00535732j -0.0110532-0.00318692j -0.00214712+0.0028649j -0.0181421+0.00429926j -0.00256403-0.000873736j 0.00993807-0.00399108j -0.0364006-0.0012041j -0.0146727+0.00147481j -0.0453118-0.00325511j -0.00357917+0.00806263j -0.0253215+0.00173886j 
-0.0176556-0.000733762j 0.00189291+0.00198382j -0.00700175+0.000316743j -0.042969-0.000831785j 0.0762452-0.00072169j 0.0249388-0.000350721j -0.0071842-0.0007481j -0.00676428-0.00228204j 0.346165+0.000763449j 0.204338+0.00197255j -0.454732-0.00109309j 0.0930104+0.00649153j 0.345309+0.000803983j 0.383212+0.003133j -0.129318+0.00369823j 0.0290965+0.000904208j 0.00550495+0.00393836j 0.171754-0.00311143j -0.0579472-5.77305e-15j -0.0332391+0.00091127j 0.114374+0.000419099j -0.042189-0.00435393j 0.053226+0.00380066j -0.0458861-0.00725657j -0.0675377-0.00278264j -0.0627599-0.00149569j -0.376665+0.00977914j -0.077329-0.00762607j 0.0981483+0.00282076j 0.101275+0.000307718j -0.0506958+0.00258294j 0.0911635-0.000217772j -0.0100052-0.00897894j 0.040692+0.00207551j -0.0457063+0.00292482j -0.0318043+0.00491273j -0.0649527+0.00503892j -0.0151335+0.00249857j -0.00901757-0.00110537j 0.0399611+0.000257164j 0.0400478+0.0013931j -0.0141262+0.00330727j 0.0385607-0.000283152j -0.0204428-0.00559913j -0.0225943+0.00159257j 0.00907333+0.0014577j -0.0135548+0.0024385j -0.0116939+0.000114179j -0.00393956+0.00170136j -0.0319262-0.000890775j -0.0294304+0.00142364j 0.0231537-0.000588086j 0.00267376+0.0029929j -0.0027343+0.00347407j 0.015945-0.00163237j 0.024233+0.00203457j -0.0111833-0.00376975j 0.0240307+0.000598365j -0.00142098+0.00818855j 0.000982989-0.00166313j 0.0227053+7.25702e-05j 0.0271306-0.000193513j -0.0136249+0.00281632j 0.00178034-0.00831616j 0.00373821+0.0038645j 0.0107028-0.00385077j -0.0461653+0.0045337j 0.0134224+0.0027739j -0.00837216+0.00160829j 0.0199928-0.000652797j -0.00930823+0.0010914j -0.00943126+0.00068026j -0.0219322-0.00175956j 0.0292138+0.000555076j -0.00668144-0.00266346j 0.0139382+0.000541138j -0.00685337+0.00258438j 0.00529021-0.00152726j -0.00233249+0.000730301j -0.0044874+0.00239662j 0.00367614-2.95237e-05j -0.0183396+0.00265483j 0.00263964+0.000458169j 0.0125379-0.000181383j 0.00476212+0.000883248j 0.00798677-0.00160994j -0.00397307+0.000531174j 0.000559555+0.000991328j -0.013064+0.00115493j -0.0105169-0.00252898j 0.00335106+0.00210138j 0.000998277+0.00059941j 
-0.0699158-0.00267058j 0.00739095+0.00565703j 0.0287469+0.00192766j 0.00365336+0.00393193j 0.0833835+0.00125023j 0.212918+0.000768842j -0.265231-0.00390902j 0.249327-0.000311426j 0.0923088-0.00212024j 0.0617844+0.000279998j 0.215988+0.00522354j -0.000284332+0.00415954j 0.0307082+0.004025j -0.0502338+0.000403064j -0.281996+0.00264885j 0.195562-0.00153061j 0.343953-0.00184396j -0.195677+0.00124265j -0.0332391-0.00091127j -0.230835+3.53992e-17j 0.0206074-0.00252574j 0.389668-0.00254114j 0.173465+0.00222738j -0.0798322+0.00198141j -0.0467398-0.000422699j 0.0709523+0.00238666j -0.0642328+0.00194369j 0.00714556-0.00173639j 0.0425438+0.000811022j -0.00673677+0.00347604j 0.0435987+0.00183104j 0.0701434+0.000939851j 0.100171+0.000967314j 0.021025+0.00365832j 0.00577438-0.000509409j 0.0643582+0.00150017j 0.0521052-0.00557376j 0.0234169-0.000615561j 0.0242058+0.000706488j 0.00904836+0.00270074j -0.105412+0.005921j 0.00239481-0.00520015j -0.0268622+0.0015502j -0.0454884-0.0038008j -0.0129202+0.00100334j 0.000724428+0.00237703j -0.0251702-2.36825e-06j 0.0133943+0.00477931j 0.0125462+0.00573634j 0.00131542-0.00261063j -0.00189134-0.00159819j -0.0380303-0.000514226j -0.0419551+0.00410655j -0.0189861+0.00732449j -0.110244-0.000743138j 0.0377376-0.0029847j 0.00506249-0.00232096j 0.0601599+0.00259025j 0.0327171+0.0027781j 0.0966655-0.0014332j 0.0670481-0.000912682j 0.00956569-0.00362094j 0.0303344-0.00081203j 0.00714862+0.00434588j -0.00015999-0.00714056j 0.00731293-0.00104667j -0.0373622-0.00133105j 0.030061-0.00124602j -0.000313444-0.000767161j 0.010513-0.00462728j -0.00310676+0.000748667j -0.0147243+0.000564182j -0.0211207-0.00021313j 0.00414676+0.00188102j 0.00987853-0.00193824j 0.00120565-0.00392879j 0.00364628-0.00132595j 0.0104828-0.00183763j -0.0175562+7.3757e-05j 0.00508067-1.44394e-05j -0.0194644-0.0010234j 0.00474897+0.00185114j -0.0231248-0.000656314j -0.00320314+0.000710985j 0.0143835-0.000317363j -0.0062674+8.93772e-05j 0.00818909-0.000387088j -0.00331882-0.00098306j -0.00202855+0.00461039j -0.0049868+0.00247787j 0.0156849+0.00289649j -0.0149328+0.00251413j 
0.0195401+0.00277958j 0.0403407-0.0021788j 0.107927+0.000483574j 0.0632583+0.00361478j 0.112674+0.00720389j 0.196813+0.00437243j 0.236691-0.00538726j -0.0381199-0.0069508j 0.0561621-0.000497833j 0.0997335+0.000671402j -0.0350765+0.00319578j -0.0112862-0.00415567j -0.388738+0.00113394j 0.241109-0.00135289j -0.174148+0.00398192j -0.0397223-0.00344083j 0.0826069-0.000778651j 0.260686+0.000552952j 0.114374-0.000419099j 0.0206074+0.00252574j -0.40525-2.24936e-14j 0.0659811-0.00278353j 0.186971+0.00215749j 0.141433+0.00457459j 0.155837+0.00151558j 0.0547013+0.00896229j -0.0334787-0.00311802j -0.0864489-0.000185998j -0.0134622+0.000900237j 0.00885658+0.00434114j 0.0136418-0.000562659j -0.0408875-0.00313838j -0.0531548+0.00335332j 0.00713077-0.00114278j -0.044784-0.000473662j -0.090052-0.000382011j -0.00954881-0.00123858j -0.0238055+0.00196468j 0.0573192+0.000864763j -0.0454345-2.23371e-05j -0.117813+0.00393917j -0.0270067+0.00107524j -0.00623238-0.000535368j 0.010727-0.00506048j -0.0296197+0.00199504j -0.01515+0.000273055j 0.00406167+0.00162988j -0.0364175-0.00117982j -0.0422083-1.32201e-05j 0.0248744+0.00155719j 0.0517651+0.00211591j -0.0504866-0.00599803j 0.0700896+0.00636199j 0.05676-0.0050222j 0.0399148+0.00158993j 0.0260943-0.00213154j -0.011363+0.00553054j 0.00513965+0.00500196j -0.026611-0.00488553j 0.0298931+0.00143996j -0.0372664-0.000168534j 0.0383588+0.00090471j -0.124129+0.00124926j -0.0109116+0.00110064j 0.00892775+0.00928028j -0.0262627+0.000734859j 0.0262952-0.000133772j -0.016956+0.00486713j 0.011681-0.000351039j -0.0250445-0.00240498j -0.00473246-0.000965517j 0.00376308+0.00114017j -0.0111711+0.00187639j 0.0116675+0.000278331j -0.00855101+0.000292009j -0.0157748+0.00145585j 0.000258044+0.00268852j -0.0250057+0.00262648j -0.030666+0.000966723j -0.000941958+0.000175579j -0.0136134-0.00379746j 0.0353426-0.00197974j 0.0103965+0.00039972j 0.00504664-0.0036923j 0.00380963-0.00649123j -0.0224376+0.00243784j 0.00769302-0.00150778j 0.014101+0.00194309j -0.00459349+0.000980967j 0.0330925+0.00193571j -0.00787989-0.00540486j 0.0213005-0.00556388j 
