-0.106046-7.80626e-18j -0.0943699+0.00125706j -0.0550601-0.0981524j -0.00227289+0.0538728j 0.0125371+0.0168777j -0.0163919+0.0624276j -0.0256339-0.0369691j -0.0183573+0.0536643j 0.00633346-0.0235883j -0.0102557-0.0543232j 0.00162471-0.0310063j 0.0523692-0.0205289j 0.0273241+0.0399977j -0.0501302+0.00373818j 0.00450253+0.0205688j -0.053726-0.0616092j 0.0062684+0.0174021j -0.0108608-0.0192824j -0.00331782-0.0294907j -0.00148749-0.0035605j -0.0234381+0.0177473j 0.0390705+0.0395852j 0.00981739+0.00757256j -0.0317399-0.00809944j -0.0377919-0.0165397j -0.0248989+0.00591701j -0.0160222-0.00481787j -0.012811+0.00379955j 0.0463386+0.00928187j 0.00955472-0.0112743j -0.0139215+0.00456403j -0.0442956-0.0140139j 0.0497844+0.0233699j 0.0301125+0.0160578j 0.0571327+0.0158854j 0.000562254-0.0104142j 0.00955476-0.0206968j 0.00759736+0.118335j -0.056883+0.0413209j 0.00921016-0.0198109j 0.0523529-0.0477257j 0.0174426-0.0241332j -0.101125-0.0447564j 0.0614962-0.0221705j 0.00416227+0.0224167j -0.00755481+0.0109833j -0.00425806-0.0540883j 0.037724+0.0286811j -0.0391188-0.0175323j -0.0144959-0.00559184j 0.0187967+0.00667527j -0.00535018+0.029137j 0.0562182-0.0360992j -0.00228345-0.0108845j 0.114263-0.143717j 0.0251993+0.0714479j 0.0170027+0.0506028j 0.0165854-0.0573951j -0.102576-0.104476j -0.0694355-0.165007j -0.100529+0.254117j -0.283704-0.16669j 0.0361825-0.0287894j -0.00753355-0.0108352j 0.00534579-0.000513509j -0.0491676+0.025762j -0.0363422-0.0768066j -0.270615-0.032808j 0.0587235+0.0264715j 0.0961612-0.0304013j 
0.00921016+0.0198109j 0.00668417-0.000390172j 0.00416515+0.0844043j 0.122245-0.0874423j 0.0255-0.165851j -0.110869-0.0149043j 0.0183305+0.0501225j -0.0497523-0.0991826j -0.0282734+0.0248527j 0.0214562+0.023019j 0.080903-0.0563572j -0.07278-0.034556j -0.0481327-0.0146358j -0.0121232+0.0374745j -0.0329872+0.00240956j 0.027323-0.00855485j 0.0672072+0.0379407j 0.0303146-0.0817025j 0.0562747-0.00172932j 0.0685421+0.00693392j -0.0304034+0.0129144j 0.0401242-0.0689216j -0.0765681+0.0104997j -0.0393068-0.105842j 0.0590154-0.0386965j 0.0420561-0.0417791j -0.0146354-0.035754j 0.0211597+0.0760271j -0.123669+0.0214322j 0.0488296+0.053418j -0.0665338+0.0795342j -0.0058401+0.026477j -0.083806+0.0013048j -0.051941+0.0482305j -0.0794241-0.13356j 0.00314421-0.0299602j -0.05048+0.0150522j 0.0253392+0.0424345j 0.0426938-0.0422486j 0.230405-2.97262e-14j 0.0166042+0.0193029j 0.07831-0.00926528j -0.000658356-0.0738812j 0.0312721-0.0818157j -0.0639746+0.006799j -0.0770419-0.0271002j 0.0221633-0.0269333j -0.0544879-0.108766j -0.0308299+0.0677727j -0.0786831-0.00732477j 0.0574223+0.0439756j 0.0528929-0.0351623j -0.0346539+0.0251836j 0.0364747-0.0406057j 0.0173971-0.0250776j 0.0494286+0.0248129j 0.0066539-0.0303288j -0.0110253-0.0318249j -0.168826-0.0587325j -0.0507282+0.0152561j -0.0915348-0.0563518j 0.109371+0.0568969j -0.0734377-0.027927j 0.076398-0.0440362j -0.021324+0.0108654j 0.0335583-0.00838491j 0.0214669-0.0749229j 0.0901953+0.0923864j 0.0105781+0.0666374j 0.150358-0.0110485j 
0.0523529+0.0477257j -0.0323459-0.14837j -0.103118-0.040326j -0.0502201+0.0115143j -0.0261894+0.0804876j 0.0224739-0.0744431j 0.0590867-0.091615j -0.000138445-0.165572j 0.0281512-0.0185581j 0.066361-0.0620481j -0.071265-0.0396802j -0.0755505+0.051011j -0.116652-0.116983j -0.127966-0.0498184j 0.0441361-0.0179454j 0.0684115+0.066721j -0.0568011+0.0107519j -0.0346803-0.023516j -0.0686087-0.0142792j 0.0702709+0.114942j 0.0418491+0.0563577j -0.000923281+0.0451319j -0.0289491-0.0484532j 0.0200035+0.0272888j -0.0584796-0.0267438j 0.0537769+0.0842809j 0.0181823+0.0129636j 0.00232285+0.0492029j 0.0727436-0.0352467j 0.0447809-0.102694j 0.0342797-0.095117j -0.0888683+0.0576186j 0.0542494+0.0200202j -0.00370719-0.0567489j 0.0695935+0.0112673j -0.096912+0.0813029j 0.0166797-0.0105655j -0.0237761+0.0430939j -0.0169644-0.0420286j 0.0166042-0.0193029j -0.0144938-5.34295e-16j -0.0481909+0.00140466j 0.00462159+0.0727853j -0.00940954+0.0135022j 0.0516972+0.000876567j 0.0154726+0.0470686j -0.0120541-0.0393215j -0.0782333+0.0400677j -0.000979249-0.0237339j -0.0999408+0.000402912j 0.025746-0.043677j -0.0700191-0.0305325j 0.0196749-0.0843104j -0.00762233-0.0677103j -0.0617865-0.0361325j -0.0588549-0.0601454j 0.0634171-0.00810459j -0.0252681-0.018017j 0.183009+0.0152166j 0.0431404+0.0160588j 0.125076+0.0634821j -0.067899+0.0138874j 0.00204403-0.019963j 0.0768985+0.0869597j -0.0283161+0.0519374j 0.00146546+0.0107718j 0.0600525-0.0260795j -0.148249-0.119697j 0.0780497-0.0383751j -0.169582+0.0233549j 
0.0174426+0.0241332j -0.0356781+0.0102928j -0.0236906-0.0804469j -0.0656194-0.0028429j -0.128956+0.090127j 0.059023+0.00308458j 0.018965-0.129323j 0.050637+0.0845636j -0.0257105+0.00596703j -0.0919267-0.0570085j -0.00850844-0.00586211j -0.0690904-0.0173452j -0.0769887-0.0734412j -0.0718261-0.0399411j 0.040704-0.0482446j 0.0114176+0.0279941j 0.0252882-0.0480657j -0.0132401+0.0355822j -0.0594632+0.0610481j -0.00295472+0.0316916j 0.0345922-0.0752409j -0.0175434+0.0881984j -0.0214793+0.0932299j 0.0192158+0.028654j -0.00949292+0.0583017j 0.00835175+0.0886398j 0.0183208-0.138288j -0.0243749+0.01738j 0.00279031+0.0181683j -0.0515036+0.0779329j -0.0612873-0.058285j 0.0573672+0.0491696j -0.0217445+0.109561j 0.00377694-0.134276j 0.0463505+0.0261454j 0.0447089+0.0455088j 0.00941959-0.0853124j 0.119246+0.0841322j 0.0776222-0.0233256j 0.07831+0.00926528j -0.0481909-0.00140466j 0.0357605+1.36002e-15j -0.0781052+0.0365163j 0.0202242+0.0529714j -0.00731801-0.10866j 0.0281378-0.0153748j 0.0217834-0.0216653j 0.068614+0.0440264j -0.0470767-0.0521484j -0.0182805-0.0912202j 0.184814+0.0764205j -0.00542581-0.0733167j -0.101792-0.128363j -0.0440152+0.0419945j 0.0118892+0.0632423j -0.0172787+0.0390044j -0.0223203-0.109534j 0.0233019-0.0360174j -0.0573632+0.110669j 0.0138226-0.030626j 0.0010358-0.0475j 0.0119395+0.0824029j 0.021588+0.0502665j -0.0290073-0.0666828j 0.0298438-0.00808571j 0.0757356-0.0970579j 0.0221392+0.0767903j 0.075764+0.00580218j 0.00237254-0.0064441j 0.0028045-0.0151225j 
-0.101125+0.0447564j 0.00533533-0.101138j -0.00382473+0.0539079j 0.0222995+0.0222974j 0.110392-0.0975402j -0.117676+0.0752045j -0.0550749+0.139586j -0.107713-0.0344177j 0.0313295-0.0935708j -0.084741+0.0184037j -0.019518+0.0824074j -0.0264378-0.130267j 0.0213452-0.079884j 0.0618016-0.0496564j -0.0315887+0.0863482j -0.0801563-0.00878685j -0.0275937-0.0175941j -0.0316434+0.0568829j -0.039076-0.01826j 0.0057106-0.122451j -0.0195755+0.0152625j 0.0397462-0.0493467j -0.0079981+0.0854044j 0.0139614-0.0283761j -0.107659+0.0917832j 0.0188039+0.0462102j -0.0421313-0.0639692j -0.0442922+0.0247029j -0.0702238-0.0270496j 0.0829879+0.102289j 0.0124883+0.0772226j -0.110815-0.078933j 0.113669+0.0307504j -0.0908165+0.019737j 0.0710934+0.149786j 0.000582363+0.0148969j -0.0545638+0.149743j -0.120266-0.0160638j 0.0278297-0.0935319j -0.000658356+0.0738812j 0.00462159-0.0727853j -0.0781052-0.0365163j 0.168943-5.82867e-16j -0.0296274+0.107731j 0.118824-0.00780365j -0.0353458-0.0594114j -0.0522549-0.175354j 0.0938007-0.00552675j 0.0120191-0.0625785j -0.0784551+0.0403712j -0.0563998+0.0528133j -0.0101681-0.0630504j 0.00283706+0.0283647j -0.0548678+0.0161438j -0.111636+0.0301497j -0.0227678-0.0381608j -0.0149836-0.0152975j -0.128994-0.0841841j 0.0988745+0.0520238j -0.0997015+0.0636072j 0.163063-0.0506692j -0.272316-0.0846769j -0.0258088+0.0107306j 0.0125817+0.00636774j 0.0336811-0.0149648j 0.0632343-0.0607741j 0.0742012+0.0721875j -0.221243+0.0167448j 0.0765542-0.0363879j -0.141192+0.00464495j 
0.0614962+0.0221705j -0.0665491+0.0622646j -0.0147662-0.0316697j 0.0329971+0.0529113j -0.0895455+0.0770997j 0.0014672-0.0541306j 0.0442508-0.0976886j 0.021815+0.0181239j 0.0274021+0.0565374j 0.0485673-0.00560083j 0.0057118+0.0510757j 0.0632473-0.0314591j 0.0104864-0.0109905j -0.0135343-0.0628076j -0.0140922-0.0432664j -0.0340315+0.119668j -0.00449877-0.0357599j -0.0623061-0.0223195j -0.0305066-0.0209221j 0.0117058+0.0544891j -0.00984602-0.0595726j 0.0851262-0.0693738j -0.0199099+0.0249822j 0.033387+0.0129226j -0.135403-0.0193701j 0.0797111-0.0941203j -0.0350099-0.0476745j 0.0115858+0.129757j -0.236151+0.0762298j 0.0151824+0.0248762j 0.114771+0.0135491j 0.00702997-0.0788727j -0.0783145-0.0373455j 0.0198138+0.110135j -0.0649849+0.0433418j -0.0770958-0.0280606j 0.0620692+0.106276j -0.016891+0.0164351j 0.186854+0.0320937j 0.0312721+0.0818157j -0.00940954-0.0135022j 0.0202242-0.0529714j -0.0296274-0.107731j 0.0308348+4.16334e-16j -0.0299561+0.0763441j 0.0013798+0.00193424j 0.0117086+0.0662503j -0.0360635+0.0430628j -5.63472e-05-0.0180739j 0.0588829-0.0604125j -0.0428577-0.0351589j 0.00744957+0.0025801j -0.173409+0.104299j 0.0430539-0.0378897j -0.0680142+0.0314432j -0.0280066-0.0346664j -0.0964236+0.141305j -0.018274+0.0301205j -0.272929+0.0698513j -0.102049+0.028573j -0.0218898+0.000218214j 0.168521+0.00977002j -0.0224391+0.0169378j 0.0143029+0.0302146j -0.029756+0.00196769j 0.0155404+0.0698231j 0.0576379-0.0444674j 0.182296-0.0104026j -0.0753311+0.0451219j 0.103536+0.0854182j 
0.00416227-0.0224167j 0.00717728-0.0485117j 0.00763893+0.102869j 0.071692+0.121603j 0.043103+0.0543332j 0.0433604-0.0029699j -0.0710628+0.0153288j 0.0940104-0.0331913j -0.0640018+0.0215733j -0.0252239-0.0225193j -0.00288501-0.138293j 0.0257306-0.0154258j -0.0490415+0.147484j -0.122648+0.0262283j -0.0637858+0.0606102j -0.0631505-0.0653472j 0.079856+0.00516276j -0.0098985-0.00328623j -0.158199+0.0175783j -0.0898755+0.0519173j 0.052749-0.0176386j -0.0483981+0.0131329j 0.157936+0.0398921j -0.0387854+0.0163403j 0.0347922-0.0577469j 0.0429252+0.0476229j -0.0164694-0.0213392j -0.0368689+0.00353032j 0.0187312+0.0433929j 0.0577173+0.0466005j 0.079674-0.115884j -0.0674409-0.0723059j 0.112162+0.0106771j -0.0363262-0.0390726j 0.0117207+0.0829794j 0.0375428+0.019236j 0.0236498+0.0346321j 0.0556029+0.0533295j 0.0932413-0.022952j -0.0639746-0.006799j 0.0516972-0.000876567j -0.00731801+0.10866j 0.118824+0.00780365j -0.0299561-0.0763441j -0.0353837-4.25354e-15j -0.113712+0.0513557j -0.0330785-0.0406963j -0.0639284-0.022384j -0.00366042+0.0187354j 0.172627-0.0141301j 0.0719122-0.0118357j 0.0519584-0.130961j -0.0499108-0.0268869j 0.0623145+0.00525843j -0.0844889+0.109135j -0.112052+0.0721608j -0.0464257+0.00825171j -0.0539254-0.040767j 0.0266804+0.05817j 0.0031123-0.0201907j -0.0259484+0.0915144j 0.0561631-0.0141378j 0.0843563-0.0234293j 0.0320471-0.0704067j -0.0702425-0.0252941j -0.0383384-0.156608j -0.0167406-0.0722585j -0.00114935-0.0195916j 0.0110367-0.00960293j 0.0301639+0.0538015j 
-0.00755481-0.0109833j -0.0333191+0.00998804j 0.0285614+0.0658912j 0.00204782-0.00175387j -0.0318102+0.0413592j -0.0187774-0.0260869j 0.00105625-0.038551j -0.0142159+0.0275717j 0.0745183+0.0255972j -0.0429391-0.0690766j -0.0392464-0.00468848j -0.0347412+0.00942946j -0.0484936-0.0216065j -0.0276133-0.0192925j -0.0441091-0.0124516j -0.0510151+0.0570392j 0.0681298+0.0522738j -0.0518596-0.00582289j -0.0795471-0.023772j -0.0178076+0.0371882j 0.0124554+0.0107608j 0.0434513-0.0554079j 0.00236041-0.0638931j 0.0865986+0.0713746j -0.00501591+0.0369612j -0.028042-0.00486807j 0.0241311-0.0300876j -0.0480636-0.0590137j -0.0275184+0.00467779j -0.0423449-0.0752696j 0.109104-0.200128j -0.0498635-0.0362365j -0.0138078-0.0458103j -0.00118285-0.0177449j -0.125371-0.0799119j -0.0856346-0.0181033j 0.0757137-0.0265645j -0.073889+0.014487j -0.0180301+0.02479j -0.0770419+0.0271002j 0.0154726-0.0470686j 0.0281378+0.0153748j -0.0353458+0.0594114j 0.0013798-0.00193424j -0.113712-0.0513557j 0.179125-1.53211e-14j -0.0208739-0.0363986j 0.0199558+0.0974622j 0.0316068-0.0243987j 0.0787946+0.0432955j 0.0784592-0.123182j 0.00909728+0.0323384j 0.044849-0.105793j -0.392535+0.167268j -0.0736153+0.069901j 0.0632805-0.0735815j 0.095646+0.00775242j -0.0120009+0.00580471j 0.00172372+0.0294368j -0.00680603+0.032336j 0.0288043+0.018779j 0.018226-0.0310052j -0.0340997-0.00261077j 0.0215097-0.0396189j -0.00682847+0.0169816j -0.00114183+0.0293405j 0.0281104-0.00633733j -0.108667+0.0187683j -0.00801577-0.01238j -0.0139058+0.00980633j 
-0.00425806+0.0540883j -0.0404243-0.023769j 0.0370065+0.0395344j 0.0689404+0.0329635j 0.0949871+0.00434949j 0.0575827+0.0902073j 0.081123+0.036207j -0.0242233+0.00638862j 0.00190277-0.0496771j 0.0537604-0.00433429j -0.062509+0.051517j 0.0390776-0.0423643j 0.00718478-0.0528028j 0.156145+0.0786715j -0.0346835-0.0342901j 0.0651838-0.0560635j -0.0260554+0.0266577j -0.180254-0.0377071j 0.00564823-0.0158392j -0.0587289-0.0528286j 0.0536705-0.0759965j -0.023889-0.00668564j 0.0762919-0.0414185j -0.0536181-0.0294667j 0.00722835-0.030531j -0.0623712+0.0588605j -0.0116439+0.141817j -0.00540344-0.0959253j 0.113626-0.0206625j -0.0151456-0.106273j -0.0481398-0.0480015j 0.0544932+0.158205j 0.0211039+0.0137913j -0.0335649-0.0179262j -0.0362648-0.00830821j -0.0323692+0.0976896j -0.0289011-0.0282351j 0.012329+0.0366806j 0.11741+0.0249164j 0.0221633+0.0269333j -0.0120541+0.0393215j 0.0217834+0.0216653j -0.0522549+0.175354j 0.0117086-0.0662503j -0.0330785+0.0406963j -0.0208739+0.0363986j -0.00536294+1.14804e-14j -0.12106+0.0412609j 0.150632-0.0481196j 0.0736772-0.0215484j -0.0179929-0.0363108j 0.0677112-0.0467919j 0.00613081+0.0742257j 0.205324+0.00611804j 0.0521685+0.053173j -0.108098+0.0586093j 0.0667503+0.0057842j -0.00193962-0.0394853j 0.0658852-0.00467824j 0.0814013-0.0105467j 0.123803+0.0185343j -0.042742+0.0559212j -0.0379346+0.0516599j 0.00813856-0.0851654j 0.0386541-0.00738995j -0.00821738-0.00171791j 0.0384184-0.0366961j -0.24133-0.0327083j 0.0458099-0.0254411j -0.0791353+0.0301742j 
0.037724-0.0286811j 0.00492601+0.0609397j 0.0111619-0.0833886j -0.0250149-0.154967j 0.0431105+0.129253j -0.0150383-0.0967305j 0.0791148+0.108451j 0.0566286+0.0664038j 0.00108799+0.071661j 0.0225035+0.071136j 0.109069+0.0764511j -0.00149671+0.0239265j -0.0423718-0.0860568j -0.00127725-0.0111989j 0.0603241+0.0534318j 0.0474486+0.0160019j -0.0500678+0.0945585j -0.0714136+0.0695287j 0.132487+0.0177749j -0.0915275+0.0367106j -0.0104102+0.111158j -0.0916523+0.0328854j 0.0172129-0.0320559j -0.0679877+0.189955j -0.0445638-0.040105j 0.0234475+0.066031j 0.0185866+0.010671j 0.0841082+0.0455133j 0.0468182+0.042253j -0.0593501+0.0734436j 0.0246996-0.0356495j 0.0845705-0.022321j -0.0305946+0.0459866j 0.00019377-0.143652j -0.0659056-0.00292683j 0.0128367-0.0142026j -0.071729-0.0380424j 0.0601028-0.0652203j -0.092668+0.0572441j -0.0544879+0.108766j -0.0782333-0.0400677j 0.068614-0.0440264j 0.0938007+0.00552675j -0.0360635-0.0430628j -0.0639284+0.022384j 0.0199558-0.0974622j -0.12106-0.0412609j 0.0562062+3.49026e-15j -0.170267+0.0315351j -0.0575894+0.0280646j -0.0418434+0.0741631j -0.0723702-0.0756591j 0.0653402-0.00605453j -0.0406715-0.00538675j -0.0880184+0.0315559j 0.053873+0.0457859j -0.0534897-0.0192326j 0.0747513-0.0361259j -0.0695294-0.0323109j -0.00229462-0.016069j -0.106534+0.0117163j 0.170145+0.00204117j 0.00421903+0.0424966j 0.0064713-0.0337723j -0.0648156-0.11466j -0.0350458-0.128037j -0.0825471+0.0299343j 0.235375+0.0461621j -0.105878+0.0533996j 0.131806-0.0150041j 
-0.0391188+0.0175323j 0.00169343-0.0761437j 0.0230217-0.122088j 0.00694838-0.0722376j 0.0314155-0.00104107j -0.0281786-0.181996j 0.0194149+0.0836873j -0.05142+0.0951306j 0.0947459+0.0152997j 0.0152679+0.153099j -0.0100421+0.0371226j 0.00350163-0.0258273j -0.0439181+0.071326j -0.1209+0.0695812j -0.148288+0.00728714j 0.0681674+0.0187996j -0.0514141-0.0229431j 0.0316173-0.0400934j -0.142636+0.00416722j -0.0238008-0.0111072j -0.0424358+0.0298962j -0.0203669+0.025335j -0.0604905-0.00443744j -0.0197506-0.0348764j 0.0581931+0.0169286j -0.022833+0.0171406j 0.0183108-0.0948487j -0.0193932+0.00629501j 0.0399928-0.0468529j 0.0686863-0.138532j -0.0434967-0.0383029j -0.0377562+0.0760636j 0.0464316+0.0155683j 0.0535302+0.0107084j -0.06885+0.0285806j 0.0292205-0.0554058j -0.0152868-0.0181516j -0.00952649-0.0453802j -0.0418838+0.023807j -0.0308299-0.0677727j -0.000979249+0.0237339j -0.0470767+0.0521484j 0.0120191+0.0625785j -5.63472e-05+0.0180739j -0.00366042-0.0187354j 0.0316068+0.0243987j 0.150632+0.0481196j -0.170267-0.0315351j -0.219147+1.80897e-14j 0.112086-0.00896276j 0.0226858-0.0180922j -0.0229315+0.0212106j 0.00125089+0.0117615j 0.0205048+0.0287584j -0.0327398+0.0346148j -0.043208-0.0373983j -0.0477065+0.0691835j -0.0379856-0.0374084j 0.0275948-0.0140093j 0.102788+0.0056107j -0.0262881-0.0193901j -0.0919945+0.0234107j 0.0664032+0.00364208j 0.0293436+0.10459j 0.0348253-0.165456j 0.0304085+0.0673476j 0.0148463-0.0185558j -0.102347-0.0344342j 0.0407858-0.00973846j -0.0351276-0.00378597j 
-0.0144959+0.00559184j 0.0820957+0.0211849j 0.0298363-0.0112558j 0.0334032+0.0184278j 0.0516764-0.0567999j -0.0761551+0.116235j 0.0400271+0.0159933j 0.114963+0.02456j -0.01062-0.0585046j 0.00352663-0.0975865j -0.00194193+0.00286911j 8.70377e-05+0.0313501j 0.0120114-0.0194613j 0.112804+0.0234089j 0.0203169+0.0299941j -0.0812654-0.0566653j -0.0541157+0.0580972j -0.0115902+0.0320719j 0.028703-0.00715288j -0.0333434+0.0669521j -0.103966+0.0230571j 0.01819+0.0595192j 0.0635636+0.0492125j 0.0141829-0.0217344j 0.0663189+0.00165741j -0.024779+0.103954j -0.0164634-0.107584j 0.00759972+0.0129559j 0.00130898-0.0966395j -0.0333777+0.0169865j 0.0644394-0.0856425j -0.00995196-0.0388473j -0.0638301+0.0546203j 0.0459878+0.0433199j 0.00169193-0.047443j -0.0529513-0.0269783j -0.0313467-0.0363789j 0.0198973-0.0231221j -0.0325592+0.00572108j -0.0786831+0.00732477j -0.0999408-0.000402912j -0.0182805+0.0912202j -0.0784551-0.0403712j 0.0588829+0.0604125j 0.172627+0.0141301j 0.0787946-0.0432955j 0.0736772+0.0215484j -0.0575894-0.0280646j 0.112086+0.00896276j 0.325541+2.69333e-14j 0.14701-0.00694443j -0.0958495-0.00416508j 0.205428+0.0412941j -0.0149695-0.0464438j 0.0651103-0.0541582j -0.0297488+0.0658373j -0.114265-0.0256772j 0.0248233-0.0667651j -0.051834-0.0160119j -0.00171469-0.0299633j 0.0270983-0.00650254j 0.0452604+0.023368j -0.0291883+0.022443j 0.116591-0.106965j 0.0451067-0.014725j 0.0600668+0.0399213j -0.0143772+0.0109926j 0.163278-0.0704263j -0.0226672+0.0211413j 0.043357+0.00440108j 
0.0187967-0.00667527j -0.0186109-0.000233128j -0.0415579+0.100042j 0.0360299+0.0416616j -0.0466676-0.00661717j 0.0508873-0.0507714j 0.104404-0.0596565j 0.0196217+0.0890016j -0.018878+0.048595j -0.0354536+0.147441j -0.0463231+0.0294158j -0.037337-0.0444648j 0.126177+0.169137j 0.0710648-0.0316623j -0.0599684-0.0483205j -0.0732023+0.00617927j -0.0180761+0.00922492j -0.0281624+0.0261536j 0.0418513+0.0939171j 0.0216017-0.0155318j 0.0284231-0.190602j 0.0175997-0.00920545j 0.0172116-0.0439621j 0.053796+0.14428j -0.032602-0.00572208j 0.0131274-0.124517j 0.00609737-0.0420856j 0.0643102+0.0506863j 0.0181883-0.122646j 0.0736195-0.0284038j 0.00792209+0.0874064j -0.0314819+0.00596171j -0.106099+0.0301391j -0.0797154-0.0306522j 0.0317472-0.0150677j -0.0643652+0.0631149j 0.0378941-0.0768385j -0.0363055+0.0536142j 0.060605+0.00970192j 0.0574223-0.0439756j 0.025746+0.043677j 0.184814-0.0764205j -0.0563998-0.0528133j -0.0428577+0.0351589j 0.0719122+0.0118357j 0.0784592+0.123182j -0.0179929+0.0363108j -0.0418434-0.0741631j 0.0226858+0.0180922j 0.14701+0.00694443j 0.164835+1.31076e-14j -0.0713618-0.114248j -0.0967471-0.0561529j -0.0617359+0.0749031j 0.0333347+0.0548568j -0.0746894+0.031208j 0.040878-0.0208536j -0.0801856-0.0524512j 0.0264919-0.0036232j -0.0530254-0.00684457j 0.0343988-0.0399021j -0.0158574-5.04735e-05j -0.0293858+0.00575233j -0.00550391-0.00234324j 0.0648941-0.0538309j -0.115421-0.153994j 0.080552-0.0016917j -0.126573-0.0284874j 0.0722165-0.0170029j -0.0800992-0.0218079j 
-0.00535018-0.029137j -0.0292261+0.0329204j -0.0574493-0.032313j -0.0528701+0.110243j -0.0124748+0.0516446j -0.0153112+0.0340313j 0.0834554-0.127709j 0.189552-0.0136567j 0.0297497-0.106639j -0.0320087+0.0292711j -0.0142702+0.0702238j -0.0209848+0.0117606j 0.0691231-0.0316905j -0.0186951-0.0204178j 0.00706235-0.174631j -0.0079774+0.14949j -0.0139031-0.0963723j -0.0207141-0.0844477j -0.137318+0.0591953j -0.0183583+0.0139079j 0.0283871+0.0196652j 0.00974411-0.0174637j -0.00418538+0.0209613j -0.0365062+0.0107645j 0.09148-0.0558098j 0.0729061+0.0960292j 0.0373626+0.00140195j -0.106274-0.150795j -0.0347878-0.0419477j -0.0743789-0.0953997j -0.0781182+0.120363j -0.0772912+0.0807502j -0.0575376-0.0574782j 0.0351622+0.00636983j -0.0747492-0.0139281j 0.0384964-0.029584j 0.0759442+0.0265578j 0.0252185+0.0807691j 0.00345904-0.0651426j 0.0528929+0.0351623j -0.0700191+0.0305325j -0.00542581+0.0733167j -0.0101681+0.0630504j 0.00744957-0.0025801j 0.0519584+0.130961j 0.00909728-0.0323384j 0.0677112+0.0467919j -0.0723702+0.0756591j -0.0229315-0.0212106j -0.0958495+0.00416508j -0.0713618+0.114248j -7.39656e-05-1.52656e-15j -0.00189995-0.0640892j -0.0197567-0.0543301j 0.00300412+0.0987563j -0.0314155-0.0177586j 0.0257625-0.0835136j 0.00456934+0.0282072j -0.0824668-0.0161032j 0.0220822+0.0381806j 0.00749347+0.0471786j 0.0389107-0.0248411j -0.0264097-0.00624406j -0.0226911-0.0784045j -0.0110706-0.0149179j -0.0641494+0.074019j 0.0528743-0.00100811j 0.0291378-0.0550452j 0.0225914-0.0100351j 0.00696806-0.0370382j 
0.0562182+0.0360992j 0.0975215-0.080357j 0.0348713+0.0112099j -0.0350977-0.09068j -0.0349731-0.11952j -0.0204711+0.0753881j 0.0835221+0.0490986j -0.00152089+0.0308998j 0.0391687+0.0696279j -0.0126851+0.0246541j 0.104921-0.0466897j 0.029248-0.0814944j 0.0295368-0.00567007j -0.0826688+0.00836335j -0.0738447+0.0652073j 0.0159188+0.00932095j -0.0141373-0.0417938j 0.101024+0.0257119j 0.0640453-0.0378087j -0.0124224-0.00585279j 0.0378067-0.059913j -0.0184092+0.0325817j 0.0101899+0.0771606j 0.0257571+0.00875574j 0.0931201-0.0780416j 0.0104509+0.0163294j -0.01283+0.025068j 0.0213059-0.0957433j 0.0598205+0.0192507j -0.0501098+0.1133j -0.0307001-0.0773572j -0.0887362-0.0423073j -0.0826215-0.0418546j 0.0484352-0.00351762j -0.00293392+0.00288156j -0.0372775-0.0272888j 0.0643117+0.0535366j 0.0254121-0.0591658j 0.0731429+0.00876538j -0.0346539-0.0251836j 0.0196749+0.0843104j -0.101792+0.128363j 0.00283706-0.0283647j -0.173409-0.104299j -0.0499108+0.0268869j 0.044849+0.105793j 0.00613081-0.0742257j 0.0653402+0.00605453j 0.00125089-0.0117615j 0.205428-0.0412941j -0.0967471+0.0561529j -0.00189995+0.0640892j -0.136262+9.78731e-15j -0.000488606+0.123409j -0.0118975+0.0247728j -0.0481335-0.0602235j -0.0164422-0.0809636j 0.0561206+0.0613324j -0.00969172-0.012185j -0.049742-0.0443991j 0.0138441-0.0991771j -0.0879431-0.00108519j 0.00761441-0.00256065j 0.0269171-0.0713006j 0.0233533-0.0556034j 0.0784385+0.101235j -0.0646766-0.0326869j 0.0311845+0.0773914j 0.0013996+0.05107j -0.0431345+0.0165985j 
