-0.137692-0.183256j -0.184481+0.138231j -0.0822983-0.110606j 0.11687-0.0853033j -0.0311824-0.0612277j 0.0327246-0.0202545j 0.0109198+3.04981e-05j 0.0372952-0.0235092j -0.0358755-0.00105564j 0.0100347-0.0193734j -0.0106316-0.0295206j -0.0145006+0.00787056j -0.00155719-0.00274162j 0.0128553-0.00126064j -0.0368002-0.0184069j 0.00564166+0.022705j -0.0111072-0.000233986j 0.0151657-0.0117718j 0.031415+0.023745j 0.00433369-0.0272868j -0.00926727+0.00840375j -0.0117081+0.0122069j 0.00438105+0.0484406j 0.023266-0.0319038j -0.0487048+0.0109596j 0.035225+0.00966165j -0.0334025-0.0849875j 0.0811813-0.0321519j 0.0783225-0.107021j 0.106205+0.0799309j -0.0740633-0.0917348j 0.0897883-0.0757992j 0.0830377-0.179429j -0.199093-0.0778429j 0.0170049+0.159004j -0.1339+0.0864147j -0.101822+0.0104225j -0.143414-0.0190433j 0.135693+0.0609644j 0.0401355+0.0732983j -0.0626679-0.0989069j 0.0163951-0.0926424j -0.00730032-0.0623311j 0.0320551+0.000750913j -0.0389182-0.0671672j 0.0235753+0.0621668j -0.0258311-0.116507j 0.0252126+0.0887803j 0.00936344-0.0321448j -0.00353996+0.00486524j -0.000311593+0.000345815j 0.101808+0.00677845j -0.00211199+0.00463665j -0.00941128-0.0385442j -0.036127+0.10113j 0.0425552-0.0874884j -0.0451888+0.0814662j 0.0436547-0.0465709j -0.0171212-0.0307327j 0.0257424-0.0501391j -0.00667562+0.095627j 0.0794985-0.086334j -0.0144433+0.0609986j 0.153592-0.0507033j -0.16393-0.0467997j 0.0794989+0.059176j -0.0805322-0.120391j -0.117+0.15417j -0.249089-0.151462j -0.138195+0.229756j -0.248032-0.151399j 0.151016-0.246798j 
-0.00220497-0.00102762j -0.000702185+0.00212092j 0.00113275-0.0031581j 0.00317025+0.000788647j 0.000726383-0.00787642j 0.00334658-0.00246734j 0.00240648+0.00180443j -0.00220278+0.00574345j -0.0021022+0.00102546j 0.00726181+0.00199022j 0.000370728-0.00679516j -0.0126575-0.00286033j -0.00292986-0.0026349j 0.000318225-0.00088329j 0.0062193+0.00542777j -1.40824e-05+0.00334216j 0.00462375+0.000680576j -0.000771342+0.0120541j 0.00151946+0.00397718j 0.00296074+0.00302226j -0.00946303+0.00259536j 0.00170058-0.000534745j 0.00024548+0.000165598j 0.00502473+0.00285486j 0.00060686-0.0033971j 0.00446352+0.00584241j 0.00256048-0.000422381j -0.00403047-0.00406129j 0.00275864+0.00486578j -0.00314124+0.00259859j 0.00172997+0.00232014j -0.00254142+0.00144859j 0.00508137+0.00200963j 0.00124747-0.00544812j -0.00388634-0.00381345j 0.000291891-0.000642168j -0.00261589-0.00374542j 0.00442281-0.00138811j 0.00420439-0.00339126j 0.00562969+0.00780138j 0.00232605-0.00909669j 0.000951239+7.52527e-05j 0.00155817-0.00449014j 0.000156325+0.00268006j 0.00093181-0.000133736j -0.00490473-0.00276998j 0.00725854+0.000642243j -0.00325357-0.00696441j 0.0056009-8.28379e-05j -0.000531057+0.000481189j -0.0015537-0.00276204j -0.000687896+0.000816744j 0.000206559-0.00254719j -0.00718561+0.00120638j -0.00144079-0.00475927j -0.00409844+0.00324415j 0.0061892-0.0050738j -0.00217148+0.0017328j 0.00382092+0.00447331j -0.00809066-0.00438127j 0.0028909-0.000599527j -0.00050926-0.00809447j 0.00192504+0.00270397j 0.00451299-0.00470889j 0.00123107+0.00265544j 0.0012302-0.00384251j -0.00565287+0.00495636j 0.00660673+0.00235901j -5.34587e-05-0.000122314j -0.00119195-0.000328713j -0.00163526+0.00461644j -0.00477264-0.00134095j 
-0.00462108+0.00109528j 0.00146189+0.00442682j 0.00306899+0.000302051j -0.00157107+0.00250759j -0.00216663-0.00215802j 0.000980295-0.00661845j 0.00465045+0.00325377j -0.00310094-0.00146417j -0.0029082-0.000246715j 0.00295623-0.00191682j 6.24942e-05+0.00178665j 0.00165984-0.000769958j 0.000535133-0.00260151j 0.00364394-0.00187638j -0.000418737+0.00362893j 0.00211519+0.00265805j -0.003427+0.00129422j -0.00079256+0.00259438j 0.00688243-0.000223526j 0.003325-0.00141032j -0.00148457+0.00320697j 0.00183245+0.00139473j -0.00108097+0.00388695j -0.00172959+0.00706189j -3.6854e-06+0.00233222j 0.00458931+0.00333483j 0.00237935-0.00301427j -1.20004e-05-0.00111004j -0.00101596-0.00204156j 0.00273549-0.000712994j 0.00030364+0.00211393j -0.00235453+5.82075e-05j 0.00167633-0.00409627j -0.00448152-0.00199977j 0.00484072-0.00394979j 0.00145941+0.00232206j 0.00480182-0.00261464j 0.000337851+0.00646827j -0.00253695+0.000982194j -0.00231347-0.00108598j -0.000623913+0.000426395j 0.00176778-0.00612509j -0.00494928+0.00313945j -0.000143492-0.00185569j -0.00277848-0.00492934j 0.00461073-0.000465958j -7.22761e-06-0.00108383j -0.0037005+0.000963187j -0.00457954-0.0017195j 0.00228556+0.00400787j 0.00197504-0.000979039j 0.00112752+0.00282237j 0.00488054-0.000792652j 0.00178754-0.000658848j -0.00358176+0.0073813j 0.00517916+0.000310427j -0.00390772+0.00513552j -0.000952133+0.00125351j -0.000536727-0.00163889j 0.0043839+5.85886e-05j -0.00883376-0.00446119j 0.00412593+0.0104004j -0.000600661-0.00426022j -0.00251885+0.00196233j -0.000841134+0.00135598j 0.00294584+0.00419168j 0.00211613-0.000108579j 0.00217232-0.00237826j 0.00232784-0.00354168j -0.00376478-0.00275799j -0.000796022+0.00227581j -0.00259847-0.000346863j 
0.00117603+0.000820153j 0.00107865-0.0012896j 0.00401206+0.000457606j -0.000408578+0.00275219j -0.00707961+0.0018214j -0.00117787-0.00401212j 0.000450509+0.00289884j -0.000269222-0.00312082j -0.000823061+0.000173805j 0.000397431-0.00330927j 0.00353245+0.00222767j 0.000353044-0.00120766j 0.00418412+0.00295862j -0.000873258+0.00205388j 0.00104734-0.00292038j 0.00097376-0.000893454j -0.0022392+0.000893039j -0.000983673-0.000693143j -0.00454384-0.000291454j 0.00194584+0.00317846j 0.000372688-0.000262357j 0.00363032+0.00117158j -0.00113828-0.0015879j -0.00239893+0.00558533j 0.000194007+0.0035745j 0.00540115-0.00195974j 0.00184182+0.00100667j -0.00433356+0.00340287j -0.00633362-0.000602194j -0.000703583-0.00588142j 0.00313571+0.000701244j -0.000441181+0.0030368j 0.0027712-0.000131536j -0.000243639-0.00351728j 0.00068637+0.00933012j -0.0026263+0.00289322j 0.00157696+0.00287881j -0.00313363-0.0003327j -0.000429746-0.00459439j -0.000487135-0.00330189j 0.000558747+0.00145673j -7.6512e-05-0.00088418j 0.00494671-0.000891898j 0.00271244+0.000802309j -0.000106649+0.00408065j -0.000215381-0.00426315j -0.00422204-0.00252783j -0.000111864-0.000522519j 0.000160491+0.00453066j 0.00184136-0.00734944j -0.00164274-0.00476217j 0.000803488-0.00601439j -0.00118595-0.00151294j 0.00380682+0.000352977j -0.00585969-0.000919409j 0.00360846+0.00251789j 0.00528961-0.00237659j 0.00117994+0.00443998j -0.0039277+0.00477144j -0.00718354+0.00122456j 0.0133524-0.000798023j 0.00142888-0.00221127j 0.00605567-0.00223243j -0.00193592-0.00141615j -0.00317467+0.0066178j 0.00830922+0.00663886j 0.00186461-0.00766653j -0.0025866+0.00392615j 0.000804309-0.00502854j -0.00346701-0.00166266j 0.00264288+4.68134e-05j -0.000516973+0.00262716j 
-0.00210536-0.000892004j -0.00109074+0.00219634j -0.00322199-0.00400609j 0.00298716-0.00423708j -0.00791704+0.00343004j -0.000977279-0.00298934j 0.00131368+0.000459348j 0.00184863+0.0022496j 0.00430868+0.00229589j 0.00375036+0.00177553j 0.0012074+5.63372e-05j -0.0115173-0.00431008j 0.00512696+0.0033602j -0.00394852+0.00174912j 0.00339294-0.00913409j 0.00240421+0.00255862j 0.00520425+0.000497496j 0.00129024+0.00461503j -0.0163158+0.00120018j 0.00193728+0.0075864j -0.000525195-0.00106749j 0.00322626-0.00405583j -0.00160636-0.00397569j 0.00111924-0.000327049j -0.0008293+0.00187048j 0.00302731+0.0017512j -0.00436637+0.0013547j -0.000811836-0.00437102j -0.00135817-0.00287844j 0.00322695-0.000683496j 0.000140048+0.00375166j -0.00394458+8.59063e-05j -0.00202174-0.000185329j 5.81674e-06+0.00203537j 0.00208473-0.00214532j 0.00387652+0.00243856j -0.000261067+0.000385582j 0.000391696+0.0009254j 0.000477124+0.00294356j -0.00221957+0.00139904j -0.000771012-0.000293064j 0.00429008-0.00489237j -6.37917e-05+0.00374116j 0.000758538-0.000601801j -0.00137927-0.000611468j -0.000503516-0.000386038j 0.000336763+0.00197582j 0.000246716+0.00144462j -0.00432343-0.000860401j 0.00170561+0.00367403j 0.00109284+0.00315306j 0.00353406+0.00462411j 0.000532609-0.00376246j 0.000454792+0.000601564j 0.000362202+0.0054565j 0.00336265-0.00411038j -0.00302578+0.00293343j -0.000639655+0.000634465j -0.000998272-0.00242j 0.00249498-0.000427651j -0.00920696+0.000435079j 0.00365528+0.00648695j -0.0033638-0.00207956j 3.21202e-05+0.00395033j -0.00267023-0.00217763j -0.00118873+0.00311546j 0.000295188+0.000549346j 0.000218108+0.00148028j 0.00116524-7.27156e-05j -2.09703e-06-0.00187693j 0.000741701+0.00115326j -0.00121866+0.000719827j 
0.000606886-0.00229378j -0.00247898-0.000758126j 0.00343681+0.00189417j -0.00286551+0.00444183j -0.00439362+0.00518847j -0.00285904-0.00971868j 0.00845094+0.00402115j -0.00450782-0.00288369j -0.00439249-0.00301994j 0.0042856-0.00705714j 0.00496976+0.00171368j 0.00187091-0.00212058j 0.00465087+0.00252209j 0.00187854-0.000316051j 0.00131873-0.00076339j 0.0041864-0.00283682j -0.006539+8.80237e-06j -0.00333269+0.00254771j 0.000364544+0.00160243j 0.00236945-0.000171912j 0.00209329+0.00245821j 0.0049381+0.00270202j -0.00238774-3.59312e-05j -0.00416499+0.0103503j 0.000563482+0.00864518j 0.0105027+0.000512672j 0.00540118-0.00403149j -9.20601e-05+0.00480625j -0.000159202-0.0010628j 0.000231845-0.000927625j -0.00184483-1.76201e-05j 4.1376e-05-0.00135313j -0.0011753-0.00166211j -0.00105273+0.000963303j -0.00586332-0.00389367j 0.00685185-0.000346085j -0.00714989+0.00669431j 0.000639764-0.00942747j 0.000158948-0.00160125j 0.000547684+0.00482216j 0.000492334+0.0014813j 0.00361913+0.00388218j 0.000593952-0.000337609j 0.00203818-0.000446929j 0.00124523+0.00153622j -0.00278734+0.00345905j -0.000175913+0.00373899j 0.00496407+0.000197573j -0.00052223-0.00137509j -0.00409543+0.00204871j 0.000834424+0.00210366j -0.00085882+0.00372337j -0.00476041-0.00291245j -0.00300444+0.00170435j 0.00423834-0.00151619j -0.000713886-0.00375378j -0.0018675-0.00286484j -0.00234066-0.00308449j 0.00261848+0.00108761j -0.00114306-0.00119435j -0.00270147+0.00460742j 0.00109681-0.00129964j 0.000866023-0.00122909j 0.000547762+3.8756e-05j -0.000798021-0.00687644j -0.00960154-0.00630683j -0.00768983+0.00556562j -0.0010433+0.00524327j -0.000518902+0.0015428j 0.00205422+0.000330144j 0.000888247-0.000349396j 0.000650713+0.000590562j 
-0.00287631+0.00208523j 0.00244236+0.00298006j -0.000758211-0.00183174j 0.00216079-0.00185198j -0.00285886-0.00445339j -0.00216397-0.0076825j 0.00643571-0.00229735j -0.00127496+0.00541356j -9.69329e-05+0.0019353j 0.00554969-0.000321112j -0.000789671-0.00095011j -0.00904157-0.0013289j -0.000423353-0.00423232j 0.00189222-0.00402444j 0.00151692+0.000867939j 0.00350855+0.00293331j 0.00235626+0.000256492j 0.00232504+0.00799143j 0.000273213+0.00180123j 0.00442312+0.00103492j -0.00167002+0.003243j 0.000308081-0.00237229j -0.00133451+0.00300107j 0.00231926+0.00495231j 0.000981714-0.00017178j 0.00326446+0.00660869j 0.000110096-0.000775287j -0.000312028-0.00433942j 0.00057072+0.00141707j -0.00131008+0.000754744j 0.00210042+0.00190992j -0.002126+0.00183918j 0.00130461-0.000764618j -0.000293118-0.00168822j 0.0039635-0.00409599j 0.00873528+0.00721562j -0.00550143+0.0085647j -0.00459469-0.00294046j -0.00289663-0.00199243j 0.000503975+0.00261055j 0.00272373-0.00125754j 0.00804892-0.00339252j 0.00214983+0.00309827j 0.00532787-0.00276511j -0.00203211+0.00292967j -0.00164343+0.00112562j -0.00150749+0.00170109j 0.00326658-0.000944152j -0.00604691+0.0018906j -0.000290206+0.00279912j -0.00138979-0.000114755j 0.0025663+0.00424551j -0.0046387-0.00642666j 0.000410763+0.00261058j -0.000396153+0.00370032j 0.00516138-0.00423682j -0.00224476-0.00225106j -0.000986965+0.00275308j 0.00105838+0.00102156j -0.00448436+0.00212495j 0.000121645+0.00231854j 0.00409911+0.00166363j -0.000126963-0.00761496j -0.00263427+0.00252075j -0.00682804-0.00364628j -0.00450109+0.00326064j -0.00543853+0.00194474j -0.0012172+0.00955919j -0.00017394-0.00392635j -0.00258119-0.00137581j 0.00362189+0.000515187j -0.000799191+0.00346549j 
0.00260246+0.000950605j 0.000784191-0.00226705j 0.0007944-0.000973409j 0.00049565+0.0021794j 0.00749402+0.00713131j -0.00019556-0.00214736j 0.0065627-0.00133054j -0.00638853+2.34819e-05j -0.00265485-0.00458376j -0.00195647-0.00261609j -0.000305708-0.00135629j 0.00795125-0.00085127j -0.00217631+0.00206811j 0.00289305-0.00326487j -0.00168343+0.00145691j 0.00384545-0.00546898j -0.00443526-0.0016632j -0.00308577-0.0014669j 0.00427912-0.000753479j -0.00635656-0.00782159j 0.00721668+0.00124963j -0.000704355+0.000346737j -0.000549094-0.0029785j -0.0048294-0.00215261j 0.00254976+0.00808821j -0.000820296-0.00100735j -0.00194796-0.00185069j 0.0063013-0.000986856j 0.00276946-0.00102671j 0.00207818+0.00339128j -6.59155e-05-0.00047219j 0.000467324-0.000475246j 0.00714707+0.00267082j 0.00266843-0.00695589j -0.00128387-0.00409387j 0.005812-0.00211603j -0.00372143+0.000975951j 0.00087421-0.00464301j -0.000716566-0.00774872j 0.0068343+0.00459558j 0.00545234-0.00120227j -0.00254603+0.00502208j -0.00376239+0.000628865j 0.00194303-0.00297185j -0.00129676+0.000979096j 0.000806391+0.00212674j 0.00241725-0.00126775j -0.000926616-0.00142018j 0.00188973+0.000236964j -0.00285845+0.00257296j -0.00103531-0.00572794j -0.00255203-0.00120784j -0.00434375+0.00064267j -0.00355837+0.000184749j 0.00144939-0.00293515j -0.00287448+0.000991207j 0.00296641-0.00280102j -0.00366632-0.00178025j 0.00522341+0.00111056j -0.00418456-0.000313811j 0.00352955+0.00347485j 0.0017901-0.00636303j 0.00145571-0.00386271j -0.00116991-0.00565709j -0.000880157-0.00188048j -0.00543591-0.00425169j -0.00461321+0.00711955j 0.00239275+0.00123187j 0.000479799-0.0032126j -0.00381037-0.000393813j -0.000944766+0.0011935j -0.00113265-0.000835801j 
0.00149847+0.00286376j 0.00280154-0.00104187j -0.0055436-0.00268702j 0.00240286-0.00653398j 0.00222106+0.004364j 0.00265506-0.00204068j 0.00400547-0.000867134j -0.00261649+0.00359589j 0.00373674-0.00315762j 0.00312995+0.00256374j -0.00391773-0.000749531j -0.00282128-0.000810325j -0.00261803+0.00179629j 0.00055316-0.00288867j -0.000778464-0.00285587j 0.00548556-0.000253622j 0.00314129-0.00388117j -0.000149489+0.00264597j -0.00631856+0.00185622j -0.0039397-0.00266317j 0.00358821+0.00106848j -0.00210583-0.00318684j -0.000897468-0.00448978j -0.00333594-0.00658286j 0.0015357+0.00547937j -0.00204704+0.00272431j -0.0058124+0.00139578j 0.00560098-0.00663404j 0.00154902-0.000131403j 0.00164926+0.00279082j 0.00194104+0.00189818j -0.00215106+0.00126422j 0.00123526+0.0024195j 0.00198487-0.000228898j 0.00882603+0.00182912j -0.00128191+0.00062172j 0.00361032-0.00324081j -0.00249491+0.00535122j -0.000789358+0.000615349j -0.00241131-0.000707225j 0.00109178-0.000952028j 0.000678545-0.00420867j 0.00239776+0.00232213j 0.00208728-0.000453742j -0.000790247-0.000402185j -0.00111985-0.00239161j -0.0016388-0.000664327j -0.000778074+0.00247662j -0.00188679+0.00203483j 0.00383609-0.00219917j -0.00141331+0.00117584j 0.000721353+0.000370538j 0.000400992-0.00331863j 0.0019866-0.000354616j -8.5006e-06+0.00423104j 0.00363939-0.0024728j 0.00152732+0.00171631j 0.00120358+0.00238201j -0.00336675-0.00112613j 0.0008845+0.000759165j -0.00356188-0.00131088j 0.00160451+0.00222007j -0.00224941+0.000672936j 0.00084363+0.0026882j -0.0011839+0.00058074j 0.00368359+0.00254153j 0.00120151-0.00363347j -0.00189869+0.00126969j -0.000407643-0.00133548j -0.00120286-0.000421682j 0.00135275+4.69416e-06j -2.3556e-05+0.00137001j 
0.00211025-0.00354563j -0.00399554-0.00220155j 0.00164218-0.00242546j 0.000676663+0.00164746j -0.00345863+0.0108214j -0.00102906+0.00270389j -0.00188702+0.00225049j 1.10986e-05-0.00395746j 0.000895627-0.000299522j -0.00469196-0.000847621j 0.00437988+4.98315e-05j 0.000967155-0.00306197j 0.00718788+0.0074008j -0.00470702+0.00542165j 0.000864599-0.0080941j -0.000649282-0.00416216j -0.000531427+0.00152016j -0.00273556-0.00415733j -0.0117882+0.000437433j -0.00313125+0.00376728j 0.00377761-0.0039729j 0.00365118-0.000915393j -0.00145404-0.00647228j -0.00189675-0.00174232j -0.000113582+0.00429958j 0.0009098-0.00615761j -0.00199574+0.00153838j -0.000775496+0.00251541j -0.00301426-0.00327051j 0.00360768-0.00239037j -0.000664998+0.00075314j -0.000602277-0.000672673j 0.00401657+0.00211379j 0.00130084-0.00413542j -0.00454837+0.00145745j 0.00158544-0.00348913j -0.000178084-0.00273913j 0.00417683-0.00269363j 0.00146801-0.00394094j 0.0050705+0.00184802j 0.00141562-0.000839024j -0.00463839+0.00413276j -0.00406898-0.000394878j -0.00233644-0.00185437j 0.000268575+0.000687515j 0.000288123+0.000423132j 0.00292421-0.000396042j -0.00346574-7.8631e-05j 0.00386763-0.00256099j -0.00341181+0.00138999j -0.000968543-0.00350988j -0.00139663-0.00268175j -0.00151606+0.00365373j -0.0027047-0.000437424j -0.000981169-0.0019401j -0.00330343+0.00171584j 0.00233895-0.001291j -0.00229266-0.00247202j 0.00250674+0.000640418j -0.000634479-0.000657611j 0.000327669-0.000254131j -0.000109868-0.00231421j 0.0012085-0.00135058j -0.000886206-0.00489287j 0.00188547+0.000290135j -0.00191831-0.00386601j -0.001482+0.00542743j 0.00360401-0.00275588j 0.000403584-0.00102832j -0.00176536-3.98085e-05j -0.00118587+0.00235853j -0.00221633-0.000888103j 
-0.00589436-0.00432564j -0.00495824+0.005434j 0.00140203-0.00257852j -0.000468139+0.000581359j -0.00507524+0.00864102j -0.00162559+0.00352316j -0.00231875+0.00407122j 0.00162546-0.00380551j 0.000206066+0.00100118j -0.00259214+5.81589e-06j 0.00395629-0.000199617j -0.00179478-0.000286869j 0.00758941+0.00214817j -0.00367787+0.00716334j 0.000153068-0.0046355j -0.00213623-0.00117186j 0.00073117+0.0027472j -0.00181309-0.00214174j -0.00588032+0.00337048j 0.00167417+0.00338658j -0.000850224-0.00271326j 0.00242932-0.000326974j -0.000841027-0.00115998j 0.00146826-0.000151063j -0.00187299+0.000616852j 0.00140033-0.00454134j -0.00133617+0.000122407j -0.00151606+0.000661308j -0.00248806-0.00613653j 0.00700261-0.00209407j -0.00310018+0.0027995j -0.00280109-0.00280159j -0.0011089-0.00316517j -0.00390659+0.000913641j -0.00242129-0.0089164j 0.00446337-0.0016375j 7.77551e-05-0.00611294j 0.00711661+0.000677672j 0.000412448+0.0037167j 0.000868282+0.00276276j -0.000822783-0.00094489j -0.00047322-0.00442313j -0.00724206+0.00511898j -0.00411455-0.00134928j -0.00325224-0.00580171j 0.00421263+0.00201889j 0.00587079+0.000569506j -0.00398973+0.000618506j -0.00356069-0.00470362j 0.00198829+0.0100941j 0.00403022+0.00181181j 0.00238622+0.00530679j 0.00500952+0.00103615j -0.00282571-0.000973153j 0.00254184+0.00586973j -0.00179144-0.00170217j -0.00498062+0.00743196j -0.00252577-0.00220245j 0.00335307-0.00483951j 0.00731764-0.00396982j -0.0165723+0.000449811j 0.00516736+0.00703923j -0.00569799-0.00178439j 0.0018616+0.00122808j 0.000366617-0.00279513j -0.00315253-0.000603433j 0.00156148+0.00612734j 0.0038331-0.00529702j 0.00190778-0.000646771j -0.00208312-0.00157476j -0.00357701+0.00197105j -0.00173434-0.00319108j 
0.00521481+0.000153608j 0.000163482-0.00448659j -0.00588165-0.000749092j 0.000772107-0.00470566j 0.00351381+0.00277802j 0.00137539-0.00284406j 0.00294062-0.00293435j -0.00121936+0.00370354j 0.00276716-0.00210629j 0.00178031+0.0020344j -0.00295978+0.000493175j -0.00240363-0.00194547j -0.00196931+0.00376283j -0.00126918-0.00368212j -0.000701098-0.00358894j 0.00351475-0.00139736j 0.000761114-0.00339663j 0.000133713+0.000641119j -0.0068845-3.00728e-05j -0.00415927+0.0002143j 0.0046031-0.000231546j -0.0012061-0.00209714j -0.00127956-0.00357892j -0.00300999-0.00418162j 0.00164389+0.00305397j -0.00114396+0.00124396j -0.00296245+0.000268649j 0.00420267-0.00297607j 0.00386889+0.000969144j -0.000752595+0.00345231j -0.000433927-0.000717056j 0.000460766-0.00067873j -0.00105408+0.00374563j 0.00390563+0.00235599j 0.00185009+0.00481248j -0.000856316-0.0010812j -0.000674088+0.00353813j -0.00349576-0.00163855j 0.000101546+0.000751906j -0.000754855-0.00146539j -0.00116982+0.00163399j 0.00122718+0.00350904j 0.00180193-0.00119872j -2.32227e-05+0.000117834j 0.00329365+0.0021782j -0.0034585+0.00131624j -0.00159066+0.00255737j 0.00368122+0.00196719j 0.00145968-0.00183298j -0.00295359-0.00103215j -0.00152278+0.0041648j -0.000735288-0.000259958j -0.00282395+0.00157583j 0.000279006+0.000765163j 0.00160479-0.00187573j -0.00132872-0.00226542j -0.00106271-0.0031988j 0.000557021-0.00164033j -0.00142737-0.000672886j 0.00165678+0.00210309j 0.000322418+0.000259523j -0.00427272-0.000973715j -0.000741152+0.00254098j -0.000359744+0.00123608j 0.00143009-0.00380728j -0.00379193-0.00279559j -0.00108666+4.50754e-05j -0.00195722+0.000440676j -0.00120377+0.00461828j 0.00497618+0.00138758j 0.00101624-0.00155398j 0.00173844+0.00070404j 
-0.00426146+0.00258612j 0.00296343+0.00285066j 0.010055+3.78941e-05j 0.00236629+0.00719316j -0.00849594-0.00619425j -0.00178444+0.00277877j -0.00363296+0.00337165j 0.000552682-0.00556467j -0.00181101+0.00357796j -0.00271424-0.00388944j 0.00405494-0.00155743j 0.00313126+0.00117278j 0.0014748-0.00441411j 0.00287293+0.00278667j 0.00235145+0.0029419j -0.00322278+0.0025801j 0.000825793+0.00417666j 0.000653704+8.77912e-05j 0.00541911-0.00289751j 0.00402414-0.000969628j -0.00476718+0.0010336j 0.00236329+0.00181108j 0.0020215+0.00123276j 0.00378075+0.00502284j -0.00184683-0.00194354j 0.00118066-0.000286401j 0.0025287+0.00111571j -0.00525404+0.00412477j -0.00649456+0.00186292j -0.0020908-0.00448281j 0.00388772-0.000599042j 0.000887498+0.00386361j 0.00713919-0.00508862j -0.00589689-0.00919778j 0.00542426+0.000234228j 0.00121225+0.00523739j 0.00345593-0.00468139j 0.00245514+0.00573267j -0.00236021-0.00636311j 0.00167844+0.000469091j 0.00309764-0.0034066j -0.00151008-0.00428837j -0.00117023+0.000498689j 0.00202883-0.00306697j -0.00264596+0.000921075j 0.00146095-0.00462628j -0.00116504-0.00290079j -0.00623531-0.00108773j 0.000687022+0.00321934j 0.000911092-0.00306326j -0.00352625-0.00725968j -0.000849295-0.00333752j 0.000134753-0.00190499j 0.00140139-0.000953179j -0.00675329+0.00461015j 0.00538921+0.00205759j 0.00478626-0.000996814j -8.87076e-05+0.00382388j -0.000411203+0.00460426j -0.00547715+0.0018923j 0.00514741-0.00606537j 0.0041671+0.00031633j 0.00301895-0.00683016j -0.00306817-0.00215288j -0.00211026+0.00791267j 0.00933832+0.00371028j -0.000507704-0.00175311j 0.00295316+0.00206779j 0.000569916-0.00814983j -0.00810799-0.00199034j 0.000556375+0.00296545j -0.00326296+0.00124761j 
0.00152715+0.000430721j -2.06866e-05-0.00142966j -0.00157941+0.00221317j -0.000331923-0.00100533j -0.000362125-0.00206596j -0.00224252+0.000713367j 0.000600948-0.000255162j 0.00208123-0.000358216j 0.00015646-0.000122638j 0.000585798-0.00209331j 0.00165526+0.000142912j 0.0010034+0.00168483j 0.00220724-0.000209668j -0.000182352+0.00188355j 0.0013196+0.000686537j -0.00125339-0.000102369j -0.000224971+0.00190269j -0.000817445+0.000455307j 0.000557832+0.000232719j 0.000989116-0.000426032j -4.88164e-05-0.00129077j 0.000455171+0.001021j 0.00087188-0.00063769j -0.000234551+0.00197872j -0.000423249+2.37083e-05j -0.000450398+0.00037074j 0.000415022+0.00157842j -0.00174978+0.000758452j -0.00122635+0.00035962j -0.0013516-0.0010066j 0.000130878-0.00171919j 0.00222953+0.000786125j -0.00306928-0.0065274j -0.0040052+0.0012222j -0.00557601-0.0039772j -0.00119405+0.00148945j -0.0047387+0.000893959j 0.00462178-0.00471678j -0.000910447+0.0028101j -0.00185251-0.00447111j -0.00405943+0.00109639j 0.0024505+0.00393546j 0.00292368-0.000538432j -0.00343705+0.00105458j -0.000430786+0.000443086j 0.00050682+0.00261574j -0.00281065+0.00128929j 0.00337014+0.00038785j -0.000140524-0.000899524j -0.00188299-0.00132737j 0.00099419+0.00405474j -0.000597391+0.000781629j 0.000598417+0.000321163j 0.000316836+0.00103951j 0.00241415-0.00278236j -0.000451991-0.000591023j -0.00398578-0.00104922j 0.00185363-0.00084903j 0.000819498+0.00116175j 0.00124445-0.00116128j 0.00121741+0.00161319j -0.000702465+0.000793322j 0.0017905-1.53015e-05j -0.00047866+0.000765266j 0.000854781+0.00135799j -4.44314e-05-0.000444777j 0.000179042-0.00213736j 0.00238353-0.000535965j -0.00106927+0.000216562j -0.00131811+0.00249508j 0.00138413-0.00046938j -1.6682e-05+0.000849939j 
