-6.88773e-15-0.0144506j -1.51731e-15-0.0410662j 1.11238e-16+0.0280313j -9.61754e-17+0.00172809j -2.61456e-17-0.004719j -9.14198e-17-0.0139738j -2.46386e-17-0.00352988j -4.36433e-18-0.000119992j 5.05588e-18-0.00650691j 5.09645e-17+0.0257139j -2.15238e-17+0.0151003j 3.67303e-17+0.0211546j -1.29335e-17+0.00813478j 3.81071e-17-0.00157929j 2.24009e-16+0.00229497j -2.64364e-16-0.0224048j -2.89258e-16+0.00502555j -2.16649e-16+0.0157198j 9.20459e-17+0.00138915j 8.55437e-17-0.0366749j 7.26782e-17-0.0181577j 3.57245e-17+0.00478105j 4.70389e-17-0.0164183j 9.64368e-19-0.00354619j -7.7366e-17-0.000746648j -3.93619e-17-0.00310861j 1.59506e-16-0.0222723j -6.85427e-16-0.0163244j -1.08947e-15-0.0250997j -6.86291e-17-0.014457j 3.70117e-16-0.02911j 1.4022e-16-0.0113339j -1.29562e-17+0.00453918j -4.61409e-17+0.00950299j 3.05453e-17-0.000485272j -3.23258e-17+0.0209459j 4.55818e-17-0.00703874j 2.11107e-16+0.0101446j 4.45291e-16-0.0212457j 1.05431e-17+0.00145745j 1.93697e-16+0.0142905j 1.25604e-16+0.00618164j -6.63664e-17+0.00384134j 2.51974e-17+0.018812j 4.7938e-17-0.0072912j 7.49899e-17-0.00673243j -4.69153e-17+0.00646817j -8.4684e-18-0.00571245j -1.12806e-17+0.00915902j 1.12207e-18-0.00507336j -1.8497e-17-0.00796048j -1.8547e-17-0.0166828j 1.19828e-16+0.0357157j 8.86577e-17-0.00413466j 2.69497e-15-0.0122763j -1.24494e-14-0.0339159j 
8.24612e-15+0.027761j 1.78877e-15+0.00116052j -1.45812e-16-0.00256471j 1.51811e-16+0.0252975j -3.97625e-18-0.00976494j 1.43847e-17+0.00371493j -1.97552e-17-0.00406518j -4.13245e-17+0.00114428j -6.21177e-17-0.000255099j 9.1986e-17+0.0106411j 3.11908e-17-0.00561093j -5.88177e-17-0.00565003j 6.84415e-17+0.0169206j 9.04002e-17+0.00419446j -2.6043e-16-0.00829903j 2.48072e-16+0.0155416j 1.04591e-16-0.000745943j -1.87427e-16+0.0130271j 6.05058e-17-0.000338431j -3.19169e-17+0.0124721j 9.2426e-17-0.00528545j 6.24942e-17-0.00930307j 5.82778e-18-0.00541808j 3.54649e-17+2.36639e-06j 3.8432e-17-0.00340536j 1.37508e-16+0.0213544j 1.18921e-16-0.00724365j -4.08479e-16-0.00884627j -5.07272e-16-0.0153469j 3.99712e-19-0.0163725j -3.27198e-16+0.00858637j -1.03229e-16+0.01661j -5.49498e-17-0.00799291j -3.78469e-17+0.0143026j 1.85035e-17+0.000623684j -3.95712e-17+0.0081928j 5.58402e-16+0.0325577j 2.54955e-16-0.00239943j -6.8423e-17-0.00282764j 4.25203e-17+0.000975913j -1.21926e-16-0.0153234j -9.73445e-17+0.000133129j -4.71142e-17+0.00487431j -1.51946e-17+0.00580684j 3.36766e-17-0.00544139j -1.78575e-17+0.00365757j 4.66239e-17+0.0218233j 6.48149e-17-0.00226134j 2.85241e-17-0.00340563j -2.64138e-18-0.00595824j -1.06387e-18-0.0162546j 1.68126e-17+0.00662333j -7.93968e-17-0.00545136j -9.56283e-17-0.0158894j -2.27548e-15-0.0259483j 1.04066e-14+0.0205024j 
-4.06919e-16-0.00921303j -2.93672e-15+0.0152247j 2.32218e-15-0.0138703j 1.68466e-15-0.0111018j -4.32368e-16+0.00321035j -7.75546e-16+0.00391078j -2.80712e-16+0.00192614j 4.95035e-16-0.00260506j 6.2343e-16-0.00361186j 2.25642e-15-0.0150993j -2.5808e-16+0.0014196j 1.65945e-15-0.00947691j 1.39811e-15-0.00950794j -1.9765e-16+0.0006794j -3.62986e-16+0.00281284j -2.97905e-16+0.00109569j 4.97348e-16-0.00243096j 1.84917e-15-0.0109538j 1.55148e-15-0.00889322j -1.76148e-15+0.00988839j -3.1896e-15+0.0183453j -1.28635e-15+0.00810907j -1.29283e-15+0.0077707j 1.52197e-16-0.000940388j -7.55495e-16+0.00477507j -7.62103e-17-0.000731751j -2.35405e-15+0.0137307j -1.1472e-15+0.0100846j -2.21402e-15+0.0179783j -2.15559e-15+0.0137262j -2.61601e-15+0.0145057j -1.89981e-16-0.00119543j -2.75612e-16+0.00253578j 1.86557e-15-0.0117849j -1.38716e-15+0.00831403j 5.42717e-17-0.00109786j 1.24833e-15-0.0104416j -2.34899e-16+0.0002172j -2.34369e-15+0.0122369j -7.56661e-17-0.000144916j -5.31142e-16+0.0034672j 4.72757e-16-0.00292122j 7.0825e-16-0.00453842j 1.25113e-15-0.00798303j -7.79371e-16+0.00430536j 7.27284e-16-0.00379546j 1.46371e-15-0.00971735j -1.16107e-15+0.0070175j -4.52659e-16+0.00250414j -7.79343e-16+0.0052163j -1.47267e-15+0.0103096j -1.04727e-15+0.00563619j 2.29107e-15-0.0136057j -7.86654e-16+0.00503825j -2.48281e-15+0.0169587j -1.25567e-15+0.00167784j 
-2.52206e-16-0.00312012j -9.39617e-17+0.0101591j -2.86454e-20-0.006457j 3.94149e-17-0.00724671j -1.04935e-16+0.00813495j 7.2528e-17-0.0090021j 9.28876e-18+0.000216511j -7.13466e-17+0.00683581j -6.35014e-17+0.00282135j 5.46308e-17-0.016789j 1.22255e-16-0.0119597j 3.33653e-17-0.00434635j 2.66477e-17-0.0066435j -1.83345e-17-9.61139e-05j -3.4168e-17+2.60575e-05j 1.44459e-17+0.00641761j 3.27384e-16-0.0059018j 1.79555e-16-0.00854995j -1.49535e-16+0.00596212j -3.31399e-17+0.00593465j 3.60688e-17-0.00151505j -1.11824e-16+0.0071605j -2.22359e-17+0.00521134j -8.03482e-17+0.00494756j -7.64516e-17+0.0085815j 7.89655e-17-0.00757832j -7.74644e-17+0.00671558j 2.39746e-16+0.00617275j 3.41305e-16+0.0101023j 7.87678e-18+0.00854661j 1.90882e-16+0.0019733j 1.87294e-16-0.0125471j -3.45523e-18+0.0065672j 3.85916e-17-0.00713171j -1.75354e-18+0.00346112j 2.32284e-16-0.0134937j -1.46887e-16-0.00708385j -4.20217e-17-0.00596271j 3.1898e-17+0.00390678j 8.77778e-17-0.00643858j -2.79667e-17-0.00528943j -5.41155e-17-0.00438198j 4.49649e-17-0.00422911j 4.69928e-17-0.00735701j -5.55064e-17+0.000109198j -1.5463e-16+0.0114305j -8.52816e-18-0.00178473j 9.87338e-18+0.000474142j 1.46802e-16-0.00761505j -4.64193e-17+0.00537473j -1.6384e-16+0.0176059j 5.95929e-17-0.00330955j -2.79597e-17-0.00669938j -5.37082e-17+0.00409546j -1.29349e-16+0.00846971j 4.30064e-16+0.00295585j 
-4.88721e-15-0.0128049j -1.09316e-15-0.017169j -1.93033e-17+0.0046803j 6.8524e-17+0.00474893j -2.25386e-17+0.00655441j -8.69247e-17-0.0174085j -2.57359e-17-0.00684283j -9.4542e-17-0.00786779j 7.67201e-19-0.000649327j 7.15995e-17+0.0126303j 2.19549e-17-0.00427342j 2.00781e-17+0.00354768j -5.67681e-18+0.00152016j 6.04187e-17+0.0100332j 2.05947e-17-0.00238507j -8.53654e-17-0.00848973j 8.58323e-17-0.00168864j 8.08035e-17+0.000781555j 9.92046e-18+0.00975638j 1.65929e-17-0.0244699j 1.27311e-16-0.00125649j -1.20492e-17+0.00164995j -2.15776e-18-0.0150092j 1.38086e-16+0.0161894j -6.21969e-17+0.0118566j 3.62353e-17+0.00137914j 1.41513e-17-0.0171806j -4.03385e-16-0.00649666j -6.82473e-16-0.0168058j -8.6333e-17-0.0100509j 1.4538e-16-0.00697419j 9.23882e-18-0.00775828j -1.37002e-16-0.00313614j 1.83566e-17+0.00469861j 7.89644e-17+0.00690961j 4.94276e-17+0.00145207j -2.25746e-18-0.00748347j 3.02817e-16-0.000425043j 4.34433e-16-0.0161967j 5.52251e-17-0.00337595j 1.54502e-16+0.00589589j 1.06728e-16+0.00911613j 4.80639e-19-0.00263823j 1.61146e-17+0.0110258j -3.39885e-17+0.00046117j -5.8483e-17+0.000176375j 2.05e-17+0.0126958j 8.92482e-17+0.00665483j -3.33769e-18-0.00302635j -2.04908e-17-0.00119278j -6.21511e-17+0.00676598j 6.58882e-17-0.00387894j 5.66785e-17+0.0147609j -2.30337e-17-0.00609014j 1.46911e-15-0.00265715j -6.88974e-15-0.0178314j 
2.69872e-15+0.0105656j 4.62026e-16-0.00687294j -1.95149e-18+0.00308337j 1.27127e-16+0.0132851j -5.67497e-17-0.00417412j -1.31919e-16-0.00674247j -4.26538e-17-0.000716076j 4.3569e-17+0.00413267j -7.77017e-17+0.00112094j 8.27069e-17-3.05248e-05j -4.44763e-17-0.00840081j 8.87504e-17+0.0112495j 7.95634e-17+0.000847758j 9.41265e-17+0.00364787j 2.02853e-17+0.0028412j 5.97353e-18+0.0021724j -5.20263e-17+0.000705893j 1.17004e-16+0.000741616j -1.30063e-17+0.020626j -9.89205e-17-0.00553229j -7.87401e-17-0.0190349j 2.998e-17-0.00512049j -2.03458e-17-0.00367774j 2.03529e-18+0.00126384j 5.97249e-17-0.00945956j 7.53136e-17+0.00512783j -8.60783e-18-0.00777735j -3.26287e-16-0.00590089j -4.40781e-16-0.00921002j -1.66324e-17-0.00586759j 4.15059e-17-0.00426244j 4.45226e-17-0.008294j 5.18611e-17+0.00766965j 4.90814e-18+0.00308462j -6.38029e-17-0.0156847j 1.76319e-16-0.00279107j 8.99366e-17+0.00282738j 1.88644e-16-0.00745238j 4.07638e-16-0.0153744j -1.51684e-17-0.0040279j -6.93215e-17-0.00859321j -8.19387e-17+0.000724791j 1.25435e-17-0.00770259j 1.01644e-16+0.00196375j -7.59604e-17-0.00829466j 3.0713e-17+0.0145544j 1.11739e-16+0.00249345j -3.90723e-17-0.0050828j 6.5715e-17+0.000403006j -2.03892e-17+0.00086704j -1.07892e-17-0.000820764j -8.16946e-17-0.00661232j 2.06449e-17+0.00138589j -1.21966e-16-0.01062j -5.57555e-16-0.0143296j 1.98934e-15+0.00203474j 
7.40531e-15+0.0202778j 1.63839e-15+0.0226468j -4.71475e-17-0.00385985j 3.00372e-17-0.00248181j 2.91301e-17+0.00143986j 4.18597e-17+0.00939967j 2.31161e-17+0.00593934j -1.07552e-16+0.0126554j 1.8563e-17+0.0103865j -2.09774e-16-0.0216624j 7.09593e-17-0.00817223j 3.05491e-17-0.00625189j -1.1826e-16-0.00163912j -1.11482e-16-0.0138192j -3.18468e-16-0.00579098j 1.95394e-16+0.01793j 1.47016e-16-0.00179449j 8.63349e-17+0.00503157j 1.01262e-16-0.000498299j 5.0346e-17+0.0336193j 2.19917e-16-0.00167137j 2.96903e-16+0.00488828j -4.92899e-17+0.0153512j 5.66899e-17-0.0056949j -1.2161e-16-0.00825797j 6.25905e-17-0.00693222j -1.79656e-16+0.0134891j 2.86262e-16+0.00726499j 4.01313e-16+0.0116295j -4.86965e-17+0.00369573j 1.49235e-16+0.00489813j -1.82746e-16-0.00292575j -1.05555e-16-0.00365588j 2.8378e-17+6.1018e-05j 7.98849e-17-0.00304094j 1.25408e-16-0.0156154j 2.71944e-16+0.0174885j 1.33652e-16+0.00587355j -6.54009e-16+0.0174863j -4.64878e-17-0.0039761j -3.79721e-16-0.0179468j -2.39833e-16-0.0122503j -4.60562e-17+0.0065776j -1.96772e-16-0.0186473j -1.80975e-16-0.0051248j -9.31576e-17+0.00891982j -5.10842e-18-0.0047228j 1.6427e-16-0.00547002j -5.23598e-17-0.0140424j 4.68068e-17+0.00202411j 3.79045e-17+0.00101515j 6.51257e-17+0.00360837j -4.87103e-18-0.0134337j -5.41861e-17+0.00798595j -2.34959e-15-0.00103833j 1.08512e-14+0.0270445j 
6.82828e-15+0.0231354j 1.39655e-15+0.000531483j -9.82436e-17-0.000133783j 1.53245e-16+0.0124223j -3.54083e-17-0.0137659j -1.20788e-16-0.00145629j -8.93243e-17-0.00220899j -4.18484e-17+0.0200693j -1.42579e-16-0.0108501j 1.60031e-16+0.00200418j -9.05499e-18-0.0050764j -8.98866e-17-0.00515818j 1.57718e-16+0.0188977j 1.74296e-16+0.000901698j -1.49819e-16+0.000697728j 1.69164e-16+0.0168677j 3.41221e-16-0.00655353j -1.83617e-16+0.00337814j -3.04536e-18-0.0118782j -1.61387e-16+0.0119089j 7.043e-17-0.0224389j 3.55969e-17-0.00625951j -1.16754e-16+0.00348026j -2.2343e-17-0.0194534j 1.90058e-16+0.0061589j 2.90157e-16+0.0150726j 7.63343e-17+0.00774548j -6.58681e-17-0.00729899j -1.37473e-16+0.00282578j -5.61604e-17+0.00172622j -8.45168e-17-0.000265193j 7.35713e-17+0.0123614j 1.10812e-16+0.017967j -2.51154e-17+0.00327666j 8.84496e-17+0.00185159j 8.66164e-17+0.0132794j 2.41526e-16+0.0210151j 4.1806e-17-0.0197537j 7.46812e-17+0.00345164j -5.07383e-17+0.00155445j -9.47131e-17-0.01155j -3.74329e-17-0.00883185j -4.64182e-17+0.00151613j 1.39521e-16+0.00981485j 1.9117e-17-0.00374023j -3.43724e-18+0.0134716j 1.80893e-16+0.0159098j 5.98663e-17-0.0163175j 8.39938e-17+0.00822109j -3.47892e-17-0.00210216j 6.97833e-18-0.00542645j -2.43611e-17-0.00776942j -6.22455e-17-0.00852223j -1.86847e-16-0.0115764j -1.67626e-15-0.0204394j 7.2733e-15+0.0140002j 
-3.31094e-15-0.0166539j -6.89736e-16+0.0249553j 8.94495e-17-0.00745443j -9.55751e-17-0.0277631j 3.8478e-17+0.0170976j 2.18759e-16+0.0196117j 4.88778e-17+0.00816863j -6.64976e-17-0.00928083j 1.05406e-16+0.0177931j 3.21443e-17-0.00339811j -2.21958e-17-0.00666036j 7.7668e-17-0.00476002j -1.11959e-16-0.0192952j -1.53279e-17-0.000601616j 2.20211e-16+0.00846535j -1.84284e-16-0.0054233j -1.77388e-16+0.0038285j 3.79383e-16-0.0308468j -5.12499e-17+0.0081681j -1.08668e-16-0.000444168j 9.03761e-17+0.00424658j 9.80779e-17-0.0293923j -6.22331e-17+0.014441j 1.29071e-16+0.00746683j -7.50817e-17-0.00153252j -2.61369e-18-0.0337523j -2.60231e-16+0.0160266j 8.16685e-16+0.0194706j 1.11304e-15+0.0272492j 6.07437e-18+0.0231895j 1.92802e-16-0.00390923j 1.60533e-16+0.0155039j 3.94299e-17-0.00618093j 7.10217e-17-0.0129531j -2.52496e-16-0.0226173j 1.47374e-16-0.0430905j -7.98535e-16-0.0336487j -2.8859e-16-0.019757j 1.14249e-16+0.0111991j -1.00808e-16+0.007701j 2.27137e-16+0.0139593j 2.52394e-16+0.00677839j 9.63288e-18-0.00101856j 1.36837e-17-0.0117904j -2.04355e-17+0.0277547j -1.53934e-16-0.00435995j -8.69634e-17-0.0321462j -2.37357e-17-0.00161347j -4.02157e-18-0.00388644j 8.40121e-18+0.00109295j -5.35631e-17+0.00521028j 5.29829e-17+0.00923713j 2.71451e-17-0.0140881j 8.25774e-17+0.0294329j 2.02503e-16+0.0361421j -7.28786e-16+0.00597418j 
5.47624e-15+0.0197336j 1.33783e-15-0.00543422j -5.30732e-17+0.00437163j -4.7019e-17+0.0170256j 6.57094e-17-0.0128579j 2.05701e-16+0.0045447j 8.18176e-17+0.00185756j -6.04125e-17+0.00486433j 1.50824e-16-0.00153658j -2.07653e-17+0.0012784j -4.03703e-17+0.00101757j 8.78946e-17+0.0117497j -1.27045e-16+0.00467338j -1.82297e-17-0.00187953j 3.70167e-17+0.00247845j -1.09609e-17+0.00359203j -1.07547e-16+0.00425214j -1.68653e-16+0.00875727j 1.79225e-16+0.0114103j 5.64481e-17+0.00483648j -3.91136e-18-0.0156656j -1.53857e-16-0.00444234j 1.34997e-16-0.000191921j 4.0316e-18-0.00937192j -1.69261e-16-0.019803j -1.96319e-16+0.0117777j 1.33027e-16-0.00424433j -1.74785e-16-0.00734058j -2.38808e-16-0.00879881j 9.9004e-17-0.0079474j -9.14341e-17-0.000351745j 7.3937e-17-0.000851586j -1.17368e-16+0.00522316j -6.88826e-17+0.0056123j -3.69346e-16-0.0171444j -2.8147e-16+0.00805905j 1.32323e-16+0.0140371j 1.60826e-16+0.000348362j 1.99113e-16-0.00955543j 2.20943e-17-0.000304503j -1.01664e-16-0.0105039j -8.03384e-17-0.00256946j 8.40473e-18-0.00380848j -1.44542e-16+0.000213018j 1.05764e-16-0.0121105j 1.15806e-18+0.00819435j -2.51619e-16+0.000168622j -3.12902e-17-0.00717156j -5.00258e-17+0.00526649j 3.68382e-19-0.00110335j -5.39653e-17-0.0132194j 4.63774e-17-0.00321277j -1.2232e-16-0.00106382j 1.23944e-16-0.0123799j -1.01214e-15-0.0203094j 5.3965e-15+0.0088556j 
-1.93938e-15-0.00664374j -3.12567e-16+0.00143131j -1.38888e-16-0.00556879j 2.71441e-17+0.00108664j 4.43981e-17+0.00878907j -1.47367e-18-0.0100243j 1.81212e-17-0.0045286j -1.51401e-16-0.00722574j 5.00733e-17+0.00229096j -8.44201e-17-0.00269592j 3.20391e-18-0.00517451j -1.04334e-17-0.00824532j -1.38599e-16-0.00153268j 2.64346e-17+0.00410929j -1.04807e-16-0.00795665j 5.26581e-17+0.00164575j 2.1009e-16-0.0036032j -9.51693e-17+0.00301359j 1.42616e-16+4.87386e-05j 2.06019e-17-0.000688395j 1.09845e-16+0.0160324j -1.17073e-16+0.0114866j 2.11712e-17-0.00637773j 1.58701e-16+0.0161729j -1.12951e-16+0.012049j -5.01682e-17+0.0025626j -1.93222e-17-0.00646645j -5.68395e-17+0.00109133j -1.20051e-16-0.00666025j 2.81713e-17-0.00652625j 3.82572e-17+0.00722972j -1.21093e-16-0.0067281j -1.41337e-16-0.0110034j -3.68323e-17+0.00219962j 2.80804e-17+0.017195j -1.44709e-16-0.00189747j 1.04961e-18+0.00265217j 4.67931e-17+0.0096382j -2.16749e-16+0.000538335j 8.72804e-17-0.00508306j 4.25856e-18-0.00160025j 2.35672e-17+0.00274787j -8.48872e-17+0.00152213j -1.09044e-16-0.0015822j 1.22658e-17-0.000586854j -2.48935e-17-0.00301617j -1.08532e-16+0.0112482j 1.38752e-16+0.0122417j -1.07126e-17-0.0109158j 2.80253e-17+0.000943249j 2.12956e-17+0.00946444j 1.18511e-16+0.00524674j -7.29658e-17+0.00235199j 4.55009e-18-0.00161592j 3.90972e-16+0.00342106j -1.28511e-15-0.00250902j 
6.54197e-15+0.0211498j 1.32918e-15+0.00400352j 9.63943e-17+0.0139316j 2.68706e-18+0.00243615j -9.95748e-17+0.00853897j 4.48575e-17-0.00126415j 1.31921e-18-0.00246713j 5.07911e-18+0.0135744j -8.89907e-17+0.0165265j 1.07436e-16+0.0113679j 9.8209e-17-0.013537j 3.93379e-17-0.0120097j 7.00422e-17+0.0202425j -1.79519e-17-0.0103909j -3.82669e-16-0.0178949j 3.25202e-16+0.0192445j 3.28299e-16-0.00525839j -2.69395e-16+0.0169697j 1.60817e-16-0.00856971j -5.599e-17+0.0151239j 7.12911e-17-0.0160016j 2.04359e-16-0.0100652j -6.10593e-18+0.000244546j -5.87019e-17+0.00529283j -1.52455e-16+0.0148821j 1.75707e-16-0.0127639j 3.3015e-17-0.00531747j -3.48368e-16-0.00450408j -4.21867e-16-0.0120522j -2.0718e-17-0.0144428j 7.99029e-17-0.0179655j 9.56059e-17+0.0139673j 1.47159e-16-0.0169445j -6.37304e-18+0.0194084j 1.23866e-17+0.0101942j 1.6314e-16-0.0190437j 4.88882e-16+0.0317962j 1.99855e-17-0.000655703j -5.14896e-16+0.0114901j 1.01359e-16-0.000662295j -1.80496e-16-0.0141351j -1.35336e-16-0.00411202j -1.86428e-16+0.0246907j -2.92039e-17+0.00124887j -5.21154e-17+0.00534786j -2.91499e-17+0.00433226j -1.09172e-17+0.0244915j -2.26747e-17-0.0117333j 1.69301e-16-0.0251171j -6.14718e-18-0.00957353j -1.04004e-16-0.0068827j -4.59501e-17+0.000426364j 8.78113e-17+0.0092238j 8.20569e-18+0.0108723j -2.15409e-15-0.0135699j 9.4763e-15+0.0209021j 
-2.78336e-15-0.00941075j -7.35976e-16-0.00190807j 1.96123e-16+0.00270327j -2.84798e-17-0.00445372j -9.68202e-17+0.0150959j -2.32585e-17-0.0131008j 3.66565e-18-0.00471159j 1.50983e-16-0.00515202j -2.90964e-17+0.00874438j 1.44454e-16+0.000906434j 7.07952e-17-0.00672652j 1.10893e-17-0.00824462j 1.70116e-16+0.000311993j -1.15604e-16-0.000694512j -1.84035e-16-0.012459j 1.60815e-16+0.000757917j 1.75051e-16-0.00404634j 1.06193e-17+0.00774325j -9.31586e-17-0.000808384j 2.50276e-17-0.00323098j -2.6413e-16+0.0125693j -1.63827e-16+0.0120517j 3.96704e-17-0.00745015j -1.34795e-16+0.0203682j -3.44235e-17+0.0170629j -8.96216e-17-0.00830703j -1.19605e-17-0.0103456j -3.08691e-16+0.000485675j -3.27776e-16-0.0109342j -1.53607e-17-0.0101309j -1.1577e-16-0.0036513j 1.24052e-16-0.00900875j 5.05924e-17-0.0169497j 9.85696e-17+0.00656355j 1.19332e-16+0.0206277j 6.25735e-17-0.00956137j 2.72082e-16+0.00377338j -1.39147e-16+0.013959j -2.78083e-16+0.00224693j 1.91569e-16-0.00596705j -1.97115e-17-0.000787883j -8.30615e-17+0.00288104j 6.06486e-17+0.00911561j 7.81342e-17-0.00186137j 1.27296e-17+0.0015247j 2.19303e-17-0.00430594j 7.93231e-17+0.0141681j -1.77555e-16+0.0103334j 8.79373e-17-0.0193333j -6.94665e-17-0.00122092j -1.47855e-16+0.0107629j -7.75002e-17+0.00308069j 1.59082e-16+0.0116294j 8.48871e-17+0.00615467j 3.90447e-16+0.00512353j -2.3768e-15-0.00489577j 
2.81779e-15+0.0115989j 5.15914e-16-0.0101628j 7.55304e-17+0.00603569j 6.46653e-17+0.00947519j 1.77548e-17-0.0167669j -6.63087e-17+0.00547486j -2.95671e-17+0.0011988j 3.34876e-17+0.0085476j 1.98325e-17-0.011196j 3.29728e-17+0.00759463j -5.51277e-18+0.00905308j 1.24505e-17+0.00869528j 7.77882e-17+0.00940156j -2.0165e-17-0.000849287j 6.68627e-18+0.00695214j -5.54709e-17-0.000670287j -1.06618e-16+0.00253623j 5.51048e-17+0.00458954j 1.90227e-17-0.00535511j 2.88699e-17-0.00142605j 3.68519e-17-0.0166419j 1.87714e-16-0.00575345j -4.95879e-17+0.000754143j -1.8077e-17-0.020476j 4.22298e-17-0.0107195j 6.4549e-17+0.0122482j 2.104e-17+0.00197174j -1.64385e-16-0.00800994j -3.34165e-16-0.00135313j -1.55472e-16+0.000159524j -1.11046e-16-0.00365922j -8.98263e-17+0.00727699j -5.95847e-17+0.01468j 4.90757e-17+0.00135696j 3.11697e-17-0.0101347j -4.8819e-18+0.0197848j 2.48092e-16+0.00724063j 2.97919e-16-0.00739768j 2.27271e-16-0.00492488j -1.32371e-16+0.00480273j -6.809e-17-0.00047196j -1.83049e-17-0.00342617j 8.49322e-17-0.00256554j 2.439e-18+0.00889066j -6.54701e-17-0.00619764j 2.6477e-17+0.00265061j 1.07199e-16-0.000262118j 1.78617e-17-0.0118232j -1.31049e-16+0.0168419j -1.79514e-17-0.00193584j 3.9246e-18-0.013548j -4.81595e-17-0.00721745j 9.11467e-17+0.000200096j -4.88922e-17-0.0101585j -3.76567e-16-0.015526j 1.23938e-15-0.000247119j 
-5.38987e-15-0.0151267j -1.28361e-15-0.015332j 8.4793e-17+0.000807185j 2.16616e-17-0.00536172j -1.58508e-16-0.00903419j -4.21639e-17-0.0140794j 1.63877e-17-0.00160857j 5.21967e-17+0.00922667j -8.70201e-17-0.02137j -3.04425e-17-0.00707208j 1.1281e-16+0.00998134j 1.23897e-16+0.00706979j 2.13091e-17-0.00140259j -4.51947e-17+0.00303927j 3.08404e-16+0.0109762j -2.71378e-16-0.0100218j 2.11251e-16-0.0038419j 5.10422e-17-0.00423375j -6.68087e-17-0.00957514j 2.54806e-17-0.0140967j -1.72882e-16-0.00477895j -1.64582e-16+0.0191749j 1.4412e-17-0.00131828j -2.75226e-16-0.0158722j -1.36717e-16+0.00678134j 3.87981e-17+0.00878304j 9.28093e-17+0.00518597j 6.83152e-17-0.00382727j 3.30369e-17+0.00759856j -2.41327e-17+0.0114422j 1.03507e-16-0.00117068j 2.10175e-17-0.0168774j 1.30255e-16+0.0274082j -3.17768e-17-0.0123601j -7.59521e-17+0.00921947j 9.82419e-17+0.0271516j -2.46942e-16-0.0162361j 1.28656e-17-0.00395371j 2.95097e-16-0.00523783j -1.79497e-17-0.0020683j 9.51025e-17+0.00910135j 1.39962e-17-0.00517645j 3.39227e-17-0.0116581j 7.29643e-17+0.0089459j -8.78092e-17-0.00844703j 5.24834e-17+0.00374195j -9.8173e-17-0.00287901j -7.5449e-17-0.00273399j 1.21829e-16+0.0201396j -1.98319e-17+0.00641088j -1.15864e-16+0.0124855j -6.69095e-17-0.0153467j 6.751e-18+0.00423624j -8.80048e-17-0.00903626j 1.99922e-15+0.00171775j -9.67374e-15-0.0237965j 
6.47613e-15+0.0230378j 1.46466e-15-0.00492119j -1.07643e-16-0.000906186j 5.45856e-17+0.0242183j 2.14759e-17-0.0144956j -2.52328e-17-0.00289843j 2.36496e-17+0.000198028j 3.76303e-17+0.00464212j 1.10439e-17-0.00508848j -1.24524e-16-0.0107809j -2.00175e-17+0.000479249j 3.04302e-17+0.0107648j -3.16748e-17+0.00267968j -3.58645e-17-0.0023953j -1.17736e-16-0.00168785j 1.19712e-16+0.00718877j -9.11758e-17+0.00235642j -1.14367e-16+0.017167j 5.89688e-17+0.0130219j 9.48581e-17+0.0128574j -8.47966e-17-0.00525207j -7.0506e-17+0.0150834j 1.03101e-16-0.00220919j -6.79443e-17-0.00575337j -1.35531e-17-0.0212651j -1.33163e-16+0.0229449j 1.15256e-16-0.00666849j -3.78471e-16-0.00855554j -4.36281e-16-0.0134815j 8.29948e-17-0.0135554j -1.66617e-16+0.0105505j -1.37398e-16-0.0152967j -9.58234e-17+0.00381948j -5.88574e-17+0.00564886j -4.83096e-17-0.0064497j -1.3279e-16+0.0177762j 4.81089e-16+0.0230418j 2.35451e-16+0.0146457j -4.87585e-17-0.00987264j 4.22499e-17-0.00703513j -2.93178e-16-0.0187789j -2.83638e-16-0.0064834j 3.94367e-17-0.00698476j -1.06623e-16-0.00527834j -6.94389e-18-0.0245637j 7.91786e-17+0.0104936j -4.54258e-17+0.00651291j -3.22237e-18+0.00103328j -3.92319e-17+0.00121938j 1.65724e-17+0.00252304j 5.37227e-17-0.00739055j -2.3629e-17-0.00211371j -9.9526e-17-0.00244795j -2.29059e-17-0.0215212j -1.3261e-15-0.0259541j 6.32558e-15+0.0101618j 
