-0.000150234-0.0121769j -0.0134752+0.00885382j -0.0139383+0.0197148j 0.00631101-0.0258135j -0.00596894+0.0438425j -0.00418762+0.00396172j -0.00656173-0.0168017j 0.00231869+0.0156014j -0.00419076-0.00949282j 0.00171671+0.0153987j -0.000851971+0.00693503j 0.000323687-0.00277736j -0.0113212-0.00799375j 0.0159776+0.0214097j 0.00739491-0.00456287j 0.00632781-0.00692646j -0.00969245+0.00224561j -0.000230828-0.00199937j 0.0175767+0.0167749j 0.00523388+0.00820835j -0.0260702-0.00962309j -0.016624-0.00155105j -0.00434622-0.00553452j 0.0164335+0.0033614j 0.0291807+0.00296613j -0.00598427+0.0033158j -0.0108073+0.00127719j 0.00379169-0.000393932j -0.00173062+0.00291423j -0.0085804-0.000916062j -0.0170149+0.00822602j -0.00718207+0.0026773j 0.0137693-0.00287966j -0.00213051+0.00412407j -0.0106665-0.000435941j -0.0101502+0.0180312j -0.0126834+0.0052644j 0.0125569+0.000795615j -0.0035881-0.00886781j -0.0069669-0.0125333j -0.00502361+0.00187559j 0.00915176+0.000648008j -0.00461665-0.00154005j 0.0051051+0.00381295j -0.00736971+0.00124671j 0.00811609+0.00553351j 0.000207484-0.0122009j 0.00658897-0.00784999j -0.000888416+0.00201755j 0.00525793+0.00532811j -0.00674407+0.00917718j -0.0197799-0.00355582j -0.00786088+0.00512302j -0.00499074-0.00161333j -0.00214921-0.00822112j -0.00911453+0.00338059j -0.00339098-0.00792426j 0.00819903+0.00699028j 0.00436843-0.00579873j 0.00309548+0.00289907j -0.00958055+0.00585033j 0.00494956-0.00375803j 0.0037653-0.00458132j 0.0110664-0.00628542j -0.00094144+0.000835667j -0.000442543+0.00205142j -0.000944817+0.00257877j -0.000738995-0.00578068j -0.00148858-0.00273323j -0.00811547-0.0037838j -0.00450323-0.0022788j 0.00225107-0.00205631j 0.00343894+0.00042294j -0.00106092-0.00654947j -0.00754933-0.00102781j 0.00390931-0.00573937j -0.00228344-0.00371828j 0.00273748-0.00208052j -0.000791099-0.000425326j 0.00500272-0.0098888j -0.000834662+0.00145892j 0.00797858-0.00372781j 0.0010295+0.00418476j -0.00263503-0.00879389j 0.00531242-0.00225005j 0.00346617+0.00346882j -0.00756144+0.00277804j 0.00382562+0.00504083j -0.00463035+0.00299672j -0.00106062-0.00555528j 0.00270191+0.00810155j 0.0109795-0.00346439j -0.00186266-0.00656286j -0.00385387+0.00264712j 0.00195709+0.00755105j 0.0027207-0.00189823j -0.000792706-0.00777836j 
-0.00167421+0.00071268j -0.000971232-0.00122627j 0.00986655-0.00937275j 0.0110248-0.00391439j 0.0138356+0.000936046j -0.00827735+0.00840459j 0.00527088-0.00960431j -0.0169746+0.00247102j -0.0168552+0.0312203j -0.0150567+0.0254469j 0.0078035-0.0419798j -0.0157373-0.000313568j -0.0125741+0.00243268j -0.0223625-0.00170241j -0.00372763-0.0142981j -0.00141306-0.00603356j 0.00684403-0.00139256j -0.00958289+0.0068115j 0.00757766-0.00493706j -0.00128723-0.00683441j -0.00963067+0.0134883j 0.00985947+0.00531276j 0.00842124-0.0060663j -0.00208309-0.00955083j -0.00384794+0.0046111j 0.000988143-0.0047759j 0.00442174-0.00442211j -0.00571604+0.0164791j 0.00681659+0.0138807j -0.0129569-0.0165522j -0.0195876+0.00518521j 0.00892748-0.00870048j -0.00311197-0.00587869j -0.00673856+0.00337529j 0.00476717-0.0114747j 0.00265383-0.0121142j 0.000638921+0.0137493j 0.00231944+0.00572843j 0.00338774-0.00111901j 0.00101521+0.000261397j -0.0010322-0.00482482j -0.00296293-0.0011246j -0.00252815-0.00428834j 0.00668071-0.000119196j 0.00474923+0.000434031j -0.000803289+0.00165739j -0.00800768-0.00672273j -0.00549246-0.0023288j -0.00388054-0.0061747j 0.00678602+0.00412681j 0.00209953+0.0045767j -0.0027644+0.00379016j 0.00372568+0.0109899j 0.00595633-0.00132859j 0.00192177-0.00569475j -0.00561204+0.00579965j 0.00302217+0.00160406j 0.00100574+0.000506293j -0.0044134+0.00100037j 0.00190964-0.000352726j 0.0105511-0.00486149j -0.00559588+0.00249566j -0.00362013+0.0090465j 0.00856988+0.00253805j 0.00181244+0.00760078j 0.00408322+0.0023631j -0.00016922-0.00480437j -0.00200934-0.00637242j 0.000159185+0.00431101j 0.00660184+0.00968944j -0.00676483-0.00367262j -0.00801965-0.00706245j 0.00344906+0.00682592j -0.00260258+0.00909401j 0.00113989-0.017021j 0.00710121+0.0101224j -0.00348056+0.00221414j -0.007755+0.00751647j -0.00186035+0.0027612j 0.00711844-0.00279165j 0.0157039+0.00630138j 0.000162562+0.00140406j -0.00866291-0.00400767j 0.015074+0.00440742j -0.0078099+0.00566472j 0.00376302+0.00188528j -0.00625667-0.000225218j -0.00269523-0.00638299j -0.00571132-0.0104549j 0.00244889+0.00397538j -0.00392908+0.00149335j 0.00417751+0.00192742j 0.000575434+0.00285375j -0.00280099-8.69051e-06j -0.0016013+0.00120786j 0.00361416-0.000979539j 0.00630525-0.000664936j 
0.00240952+0.000680131j 0.00321609-0.00227113j 0.00498151+0.0149625j -0.0110184+0.0208526j 0.0124828+0.00758288j -0.00206482-0.0302747j -0.00288972+0.00187812j 0.0102766-0.00931266j 0.00793549-0.00168897j -0.0609629+0.0179069j 0.0183793-0.00655539j 0.00611469+0.00860826j 0.0189778-0.00236895j 0.0108647-0.0021618j 0.000771264-0.00541115j 0.00781444+0.00542298j 0.00854974+0.00267755j 0.00625106-0.0201068j 0.000264162+0.0141351j 0.00951004-0.00765461j -0.00623252+0.00986611j -0.00131048+0.00304114j 0.000909482-0.00763555j 0.00437032-0.0184284j 0.00229121+0.0108304j 0.00439341+0.0097982j 0.00260587-0.00889198j -0.0132435-0.00765645j -0.0134252+0.00429039j -0.000407923-0.0153928j 0.0103849-0.0145264j 0.00297844+0.00179185j -0.00259081-0.00361548j -0.00202286-0.0027091j 0.00608113-0.0020196j -0.00321603-0.00389612j -0.00363011-0.0109394j -0.0036167-0.00993946j -0.00176087+0.00647288j -0.000497199-0.000391396j 0.000591394+0.00798086j 0.0056275+0.00087853j -0.00289013-0.00787332j -0.00197692+0.00308692j -0.00467858-0.00311498j 0.00585477+0.000267259j -0.00447664+0.000566213j 0.00207894+0.00221376j -0.000291563+0.000295305j 0.00125347-0.00636601j 0.00626441-0.00381968j -0.005886+0.00291185j 0.00467662-0.00471707j 0.00108299-0.000422415j -0.00164258+0.000192453j -0.00755032-0.000936254j 0.00477073-0.00420805j -0.00695893-0.00500964j -0.000561366-0.00216686j -0.00705096+0.00127036j 0.00341757+0.00450261j -0.00135695-0.00138127j -0.00407592+0.0122737j 0.00245739-0.00508852j 0.00337296+0.00546902j 0.00357319-0.00290566j 0.000873144-0.0114225j 0.00466395+0.00531796j -0.00203965+0.00221203j 0.0110785-0.00987336j 0.00127188+0.00746141j 0.0073866-0.0023893j 0.00252158+0.00432302j 0.00112703+0.000328506j 0.00300152-0.00678104j 0.000108282+0.00150966j -0.00705941-0.00492907j 0.00263793+0.00422857j -0.00389069+0.00182712j 0.00255166-0.00777106j 0.000908701-0.00315679j 0.00319296+0.00578615j -0.00219898+0.00937867j 0.00210952-0.00672571j -0.00197931+0.000111983j -0.00869937-0.0096396j -0.0021847+0.00718974j 0.00281756+0.00379093j 0.000389914+0.00535392j 0.00289229+0.00181796j -0.00220304-0.00133599j -0.0053269+0.00263378j -0.00588453+0.000270572j 0.00671818+0.00451259j 0.00185248+0.00230555j -0.00301755+0.00120788j -0.00284184-0.000824882j 
0.00348515+0.00287612j -0.0126337+0.00880661j -0.00899651+0.0039726j -0.00682398-0.0102564j 0.00617397-0.00360459j 0.0216179-0.0195316j -0.00299736+0.0142668j -0.00530624-0.00822214j 0.00718618-0.00218393j 0.00716453+0.0195498j -0.0156455-0.0281845j 0.0075294-0.00101268j 0.00733688-0.00180613j 0.00450255+0.0176779j 0.0228497+0.000818332j -0.00989355+0.0117596j -0.00625156+0.01442j 0.00292883+0.00324526j -0.00202058+0.00992414j 0.0016788-0.00421721j 0.000966818+0.0196653j -0.00119675-0.00703831j 0.00117214-0.00561589j -0.00196659-0.0193514j 0.00100239+0.0159926j 0.000361709+0.0124008j -0.000692889-0.0099958j 0.000504481-0.00882966j 0.00512535+0.0144252j -0.0044595-0.0112989j -0.00844363-0.0108178j -0.000281673+0.0024854j -0.00820084-0.00962605j 0.00314425+0.00635351j -0.000447087+0.00638051j -0.00231936-0.00167303j 0.0106747-0.0131601j -0.00458083-0.00808344j -0.000809447-0.00556744j 0.00276759-0.00172862j 0.00611955+0.00313184j 0.00558538+0.00616114j -0.00365566+0.00399745j -0.00294488+0.00573764j 0.00610998+0.0104827j -0.00584822-0.00242868j -0.000961233-0.00847597j -0.00337502+0.000407467j 0.00459106-0.0085714j -0.000352374+0.00217578j 0.000851207+0.0130806j 0.00337615+0.00160347j -0.00266463+0.0145196j 0.000724712+0.00512525j -0.00142165+0.0135831j 0.0103528+0.00469083j -0.0046214+0.0128894j 0.00425602+0.00771524j -0.00107158+0.00464818j -0.00813618+0.00426314j -0.00845177-0.00302634j 0.00903136+0.00128459j -0.00142508+0.00327586j 0.00130226+0.0171763j 0.00826085+4.09751e-05j 0.00251823+0.012305j -0.0110094-0.0107214j -0.00710187-0.00457844j 0.00548256+0.0027813j -0.00270313+0.00135979j 0.000731771-0.0044112j 0.00768649+0.00518567j 0.00757303+0.00422642j 0.00546714+0.00613135j -0.0057029-0.00445178j 0.0050302-0.00352376j 0.00575524-0.000757813j 0.00898833-7.85256e-05j 0.00492416-0.00376688j 0.00562567+0.00990447j 0.00753447+0.0036054j -0.00207861-0.0106797j -0.00401093-0.0187357j 0.00654601+0.00450541j -0.00440356-0.0042613j 0.0108033+0.00516887j 0.00732978-0.00211911j 0.00259327+0.000715758j 0.00365198+0.000513212j 0.00347838+0.00076331j 0.00790601-0.00205987j 0.00527736-0.00934794j 0.0013581-0.00725237j 0.00538973+0.00016968j 0.00197667-0.000996664j -0.000151213+2.34513e-05j 0.000630332+0.0051464j 
-0.00461731+3.1598e-05j -0.00265139+0.000204312j -0.0139792-0.00324064j 0.00694649-0.00841491j -0.00446352-0.00595255j 0.0219883-0.0020056j 0.00534322-0.00238263j -0.00538096+0.00416838j 0.00397972-0.00473237j 0.0269668+0.0172988j -0.012807-0.00849266j 0.010273-0.00804657j -0.013613+0.012623j 0.00908119-0.000306573j -0.0101908+0.0149718j -0.00499213+0.00970502j -0.0152674+0.00059892j -0.00258642+0.0078614j -0.0113033-0.000235001j 0.00117681+0.00434131j 0.00262891+0.00780082j 0.00677775-0.00412411j -0.00193868+0.00427459j -0.00441711-0.0133999j 0.00208741+0.0101342j 0.00311882+0.00340948j 0.00131114-0.00555604j 0.00546228-0.000828388j 0.012059+0.00503047j -0.0107087+0.00205294j -0.0137203-0.00733146j 0.00360093+0.00189555j -0.00350015-0.00919789j -0.00501914-0.000364581j 0.00497734-0.00125633j -0.00463928+0.00503857j -0.00354167-0.00191509j 0.00161325-0.00391513j -0.000354832-0.00075502j -1.59964e-05+0.000816766j -0.0078116-0.00372559j -0.00599426+0.00967385j -0.00479129-0.0038742j 0.00389131+0.00399828j -0.00278263+0.00629631j 0.00921492+0.00703012j -0.0100681-0.0015345j -0.00438846+0.0085039j 0.00241832+0.00547911j -0.00115611-0.00977055j 0.00218632-0.00638767j -0.0122786+0.000520165j 0.0073024-0.00484895j 0.00108718+0.000821093j 0.000983039-0.00473019j -0.0251327-0.00955405j -0.00036147-0.00568146j -0.00975381-0.00824962j -8.80244e-06-0.00302891j 0.00313121-0.00388264j 0.0136645+0.00364506j -0.00812658-0.0113799j -0.0112095+0.00174766j 0.00277718-0.00377748j -0.00209108-0.000299554j 0.00122851+0.000689387j 0.0084901-0.00628828j 0.0233761+0.00258697j -0.00760704-0.000997107j 0.0192984-0.00390761j 0.00751485+0.00940489j 0.0042654-0.00615588j -0.0031747+0.00182509j -0.00521027-0.00652143j 0.0172817-0.000798777j 0.00262432+0.00215878j -0.00424442+0.00287366j -0.0102535+0.00283559j -0.00856358+0.011204j 0.0045443-0.00780585j -0.00849292+0.00185807j -0.00140561+0.0042967j -0.0101826+0.00904261j -0.0106527-0.00206305j 0.000486551-0.00719113j -0.013041-0.00138637j -0.00467649+0.0095291j 0.00857765+0.000325194j 0.00517835+0.00569318j -0.00428161+0.00223509j 0.00908354+0.000446878j -0.00649649+0.0100951j -0.00362083+0.00710766j -0.00938066-0.00538569j -0.00206885-0.00859024j -0.00870621-0.00701218j -0.00368968-0.00624443j 
0.000390456-0.00744902j 0.00298524-0.002683j -0.00150092-0.0170187j 0.0152267-0.000941755j 0.0103914-0.00149797j -0.00126131+0.0137151j 0.00737782-0.0106887j -0.000211113+0.00503329j 0.00151403+0.00774349j -0.0209626+0.0155094j 0.00868282-0.0304828j -0.00441956-0.00995953j 0.0215112+0.0131194j 0.00925511+0.00119078j 0.0292428+0.024833j 0.0259392+0.00319881j 0.00576189-0.0250527j -0.00033087-0.00248391j -0.00227565-0.00162381j -0.00581628+0.00940149j -0.00796376-0.000523613j 0.00825786-0.00837051j 0.000882786+0.000598868j -0.0038-0.00680276j -0.00834056-0.0107031j 0.00174583-0.00563919j 0.00852088-0.00947359j 0.0139316-0.00468726j 0.00160863-0.0221506j 0.00912311+0.00046867j 0.00182217+0.00243864j 0.00326001-0.0117367j 0.0160328-0.0125951j -0.00551568+0.0304724j 0.000188855-0.0024699j 0.00128915+0.00653337j -0.00505018-0.00355044j 0.00225474-0.000523893j -0.00124997-0.0174046j 0.00148376+0.00342553j 0.000641946-0.00012455j 0.00183095+0.00211755j -0.000448194-0.00168917j -0.00251096+0.000673306j -0.00568854-0.0058637j -0.00551472-0.000951086j -0.0015355+0.00371866j 0.000808721-0.00213449j -0.000495488+0.00687028j -0.00238774+0.00150748j -0.00726924-0.000947969j 0.00585728-0.00192414j -0.00537673+0.000959635j -0.00925197-0.00327505j -0.00193567+0.00593067j -0.000842445-0.0102085j -0.00251139-0.00335081j 0.000910124-0.00145927j 0.00100204-0.00214624j -0.000745775+0.00434031j -0.00316112+0.00179927j 0.00389957-0.00445328j 0.00243009-0.00233748j -0.0099313+0.00153033j 0.0013044-0.00935147j -0.000729482-0.00991588j -0.00569246-0.0028597j 0.00854242+0.0143996j 0.00248106-0.0028412j -0.00225511+0.00376906j 0.00377225-0.00614893j 0.00238897-0.000495933j 0.00321157-0.00615434j -0.00751054+0.00257209j 0.00105416+0.00740839j -0.000711144-0.00914678j 0.00639183+0.00534996j -0.00667849-0.00729076j -0.00271465-0.00436653j -0.00944907-0.00219532j -0.000581772+0.00144622j -0.00673854-0.00400216j 0.000740717-0.00192403j -0.0154319+0.00177049j 0.00585305-0.00116011j -0.000970849-0.00473956j 0.00186446+0.00305628j 0.00638308+0.00222773j -0.00169818-0.000870354j -0.00354244+0.00244874j 0.00251704-0.000341098j 0.00695888-0.00242715j -0.00453524-0.00600476j 0.00526839-0.00138774j -0.0012198+0.00344302j 0.000296864+0.00464367j 0.00556172+0.00125053j 
0.000890989-0.00225714j 0.000500244+0.000854315j -0.0092212-0.004158j 0.0053208-0.0109728j 0.00445554-0.00810983j 0.00979344+0.00115712j -0.00897467-0.00861521j 0.0147067+0.0229433j 0.0178951+0.0177154j -0.00832846-0.00440809j -0.0136669+0.00272265j 0.0142076+0.0120584j 0.0353505+0.0117276j 0.0146256+0.00313053j 0.00194874-0.00725655j -0.0071211-0.00250127j 0.00233359-0.000468161j -0.00945633+0.00957196j -0.0014312+0.0013258j 0.00572541+0.0032864j -0.00368963-0.00641828j 0.00097133-0.000960663j -0.00243808+0.00897311j -0.0200661-0.0155651j -0.00437301-0.00463235j 0.0127579-0.00575662j 0.00280439+0.00287735j 0.00126563+0.0111027j -0.00983234+0.00506927j -0.0195391-0.00620149j -0.0153603-0.00441378j 0.0112521+0.00805137j 0.0187447-0.00826324j -0.0187513+0.00125398j 0.00968806-0.0027336j 0.00271499-0.00171685j 0.000591444+0.00263386j -0.00184718+0.00892112j 0.00391235-0.000341579j 0.00268041+0.00268561j 0.00726261-0.00138205j 0.00637208+0.00101927j -0.00514945+0.00445425j -0.0103946-0.00133658j 0.000866763+0.00391034j 0.00366139+0.00238327j 0.00565977+0.00321959j -0.00181961-0.00537126j -0.0064756+0.000306415j -0.0040447+0.00477309j 0.00341238+0.00596307j 0.00239548+0.00274411j 0.00839527+0.012107j -0.0137739-0.00189367j -0.00426147+0.000220064j -0.0104627-0.00698387j -0.00235834-0.00412593j 0.02137-0.000788331j 0.0106385+0.00281507j -0.00780317-0.00466034j -0.0110007-0.00454073j 0.00483666-0.00631428j -0.0114445+0.000387974j -0.00703129+0.00258401j -0.00389519-0.00620854j 0.000189111+0.00762662j 0.00766506+0.00351951j -0.00326711-0.00210713j -0.0128863+0.00575004j 0.014935-0.000789304j 0.00993035-0.00387293j 0.00296211-0.00173437j -0.00305153+0.00384513j -0.0114748+0.00283851j -0.00766254-0.00407128j -0.00820825+0.0115339j 0.00559927-0.002276j 0.00158154-0.00146963j -0.00406089+0.00520943j -0.0119138+0.00685001j 0.00268098-0.00124171j -0.00394067-0.0063578j -0.0174709+0.0120678j 0.00762429+0.008896j -0.00198878+0.00294835j 0.00219291+0.00457864j -0.00377107+0.001127j -0.00492396+0.00217086j -0.00637034+0.0023587j 0.00281816+0.00146936j -0.000561854-0.000209434j 0.00348502-0.00435594j 0.00418568-0.00266229j 0.00213767-0.000617593j 0.00174283+0.000283043j 0.00132719+0.00122428j 0.000341543+0.00110537j 
0.00792362-0.00415599j 0.00420105-0.00267702j -0.00762418-0.000815984j 0.0306437-0.0113907j 0.0204572-0.0239512j 0.0136104-0.0134483j 0.000360439-0.0037354j -0.0025779+0.0218651j -0.00767551+0.00240447j -0.0182573+0.00715356j 0.0105593+0.0103413j 0.00242849+0.00525731j 0.00202211+0.00704515j 0.00716175-0.00646442j -0.00750067-0.00965469j -0.00116941-0.000488566j 0.0129673-0.0148355j -0.0167756+0.0186833j -0.00360295+0.0110661j -0.00504506+0.0090271j -0.00976283+0.00421436j 0.00313994-0.00883665j 0.000637701+0.0201392j -0.000683151-0.0256736j 0.000761929-0.00689259j -0.00572474+0.00184602j -0.00275621-0.000912664j 0.00438115+0.00746516j -0.00109022+0.00999446j 0.0070627-0.00138125j 0.00223211-0.0143338j -0.00358534+0.00418513j -0.00615+0.004852j 0.00605391-0.00489877j -0.008135+0.00203472j -0.00339693+0.0100709j -0.0114235-0.000525946j -0.0020842+0.0170983j 0.00348404+0.00534621j 0.00478793+0.00898979j -0.00529536-0.00574788j 0.00185103+0.00915921j 0.000560358+0.00674473j 0.00462787-0.000185898j -0.000467553-0.00609891j -0.00446888+0.00782762j -0.00170627-0.0032275j -0.00765269-0.000435952j 0.00268704+0.00665085j -0.0100377-0.000643073j -0.00881838+0.015168j -0.000172938-0.000491478j -0.0107049-0.00255276j 0.00210307-0.00553293j 0.00115124+0.00461332j 0.0105225-0.00375102j -0.00422752-0.0107668j 0.00464258-0.00911195j -0.0138068-0.0102187j 0.00861307-0.00630826j 0.00442178+0.00730988j -0.0042935-0.0103702j -0.0013454-0.00186074j -0.00400386-0.00138194j 0.00442189-0.0036789j 0.00786853+0.0048452j -0.0187638-0.00630277j 0.00174608-0.00211618j 0.00624927+0.00125403j -0.0102222+0.00414908j -0.00546747+0.00103048j -0.000556326+0.00793571j 0.00353623-0.00227517j 0.010586+0.00297517j -0.000796842+0.00196895j 0.00560556+0.00143197j -0.00307029+0.0109199j -0.00108641+0.00112701j 0.00513324+0.00138172j 0.00667253-0.00678426j -0.00157583+0.0031668j -0.00158958-0.00511318j 0.00789026-0.00263387j 0.00262972-0.00113854j -0.00368023-0.00339059j 0.00569948-0.000664821j 0.00454609-0.00181727j -0.00302615-0.00725456j -0.0060764-0.00739915j -0.00685668-0.000603732j 0.00122148+0.0028328j -0.00378299+0.00119998j -0.000620847+0.00613397j -0.00328739+0.00332562j 0.00279844+0.00282173j 0.00261683-0.00190986j -0.00218447-0.00257658j 
0.00873511-0.00257647j 0.00422066-0.00437369j 0.0191972+0.00368193j 0.00898226+0.0147682j 0.000711353-0.0140369j -0.0497829-0.013765j 0.00740805+0.00587118j -0.0101254-0.00208706j 0.0070285-0.0107003j 0.0373296+0.038108j -0.0339639+0.00444239j 0.00623381-0.0055308j -0.000988751-0.0166492j 0.0084395-0.00913139j -0.00897374-0.00925051j 0.00844426+0.0022719j 0.016946-0.00650905j -0.00322363-0.00824149j 0.0132064+0.00272345j -0.00168806-0.000762535j 0.00309768+0.000303938j 0.000193861-0.00650165j 0.00334179-0.000671386j -0.0100261-0.00529969j 0.00927064-0.00214088j 0.00893176-0.00162791j -0.00417576-0.00207098j -0.00542198+0.00304544j -0.00635355-0.00578082j -0.00309376+0.0017576j 0.00531486+0.00349888j 0.00275445-0.00471183j -0.0019527+0.0049481j -0.00429173+0.00619022j 0.00202681-0.00648386j -0.00303663-0.0026034j -0.00845706-0.00505237j -0.00390292-0.00455074j 0.000865668+0.0083696j 0.00389922+0.000723336j -0.00200755+0.00709834j 0.00482694+0.00146533j -0.00227563-0.0064246j -0.000157066+0.00242916j -0.0108111+0.00438012j 0.00808477+0.00456923j 0.00598853-0.00891007j 0.00230062-0.00166476j -0.00724025-0.00260317j -0.00493222+0.0014523j -0.0012639-0.000694741j 0.00879733+0.00271684j 0.00200508+0.00712504j -0.00540455+0.000462722j -0.000434421+0.000472117j 0.00325842-0.00505605j -0.00230661-0.00703071j 0.00624941-0.00485504j 0.00411047-0.00470178j 0.00126742-0.00549084j -0.000182889-0.000813124j -0.00185254+0.00154181j 0.0108978-0.000179997j -0.00399022+0.00467908j 0.00308869+0.0102113j 0.0061089+0.0083689j -0.010808-0.00255545j -0.00459951+0.0050409j 0.00203472-0.00162152j -0.00219588+0.00807458j 0.00170027+0.00464091j -0.00024917+0.00356003j 0.0062957-0.00261314j -0.00753718+0.00279514j -0.0107448+0.00768805j -0.000582222+0.000785651j 0.00127015-0.00439073j 0.00891379-0.00291052j -0.000421861-0.00158712j -0.00281375+0.00606058j 0.0019366+0.0104917j 0.00410485-0.000508859j -0.00692374+0.00306114j 0.00542839+0.00870233j -0.00806066+0.00210622j -0.00633725-0.000357936j -0.0045434+0.000817822j 0.000604102+0.00539121j 0.00129236+0.00823334j 0.00427758-0.00084404j 0.00171219+0.00444347j -0.00325626-0.000563992j -0.00575349+0.00338137j 0.00351313+0.00299278j 0.00269763+0.00281809j 0.000108047+0.000779776j -0.00202073-0.00151124j 
0.00579081-0.000700701j 0.000109286+0.000276952j 0.00604597+0.00520433j 0.0136498+0.000542661j 0.0104742-0.00864691j 0.00162393-0.0102994j 0.00851229+0.0114087j -0.0213769-0.0145549j -0.0318092-0.0181334j -0.00690357+0.00279587j 0.0282533+0.00266404j -0.0179858-0.0091004j -0.0427996-0.0173126j -0.019398-0.00567047j -0.00300904-0.00742628j 0.0035547-0.00380346j 0.0100435-0.00481434j -0.00778603+0.00193044j 0.00352686+0.00871234j 0.00145532+0.00243114j -0.00414934+0.00180974j 0.00349502-0.00246875j 0.00756164+0.00874034j -0.00824179-0.00605794j 0.00481956-0.00464872j -0.00264971+0.00028371j -0.000293037-0.00145589j -0.00337818+0.00118233j 0.00360151+0.00611859j 0.00157397+0.00375157j -0.00643433+0.00267453j 0.00136607-0.00648356j -0.00435939+0.00425653j 0.00300898-0.00123737j -0.000381565-0.00336972j 0.00131946+0.00349613j -0.0036221-0.000877565j -0.00173032+0.00952495j -0.00070145+0.000831248j 0.00543744+0.00470293j 0.00417591-0.00317582j 0.00444833-0.00167849j 0.000570802+0.0143116j -0.00727226+0.00123581j 0.00374616+0.00754274j -0.000445728+0.000914282j 0.00872687+0.00120359j -0.00176298-0.00114984j -0.00214603+0.00562569j -0.00701947-0.00381383j 0.00359033-0.0103765j -0.00442666+0.00516041j 0.000597019-0.00365655j -0.00692545+0.0054893j -0.00782021+0.00431521j -0.00178458-0.0132171j -0.00361166-0.00016383j 0.010612+0.00341862j 0.0039493+0.0106033j -0.0102487+0.00288599j -0.0112548+0.00159968j 0.0116413-0.00631367j -0.0111972-0.00233647j -0.00817927-0.00301126j 0.00275194-0.0157374j -0.00318192-0.00606983j 0.0129538+0.00198303j 0.00215403+0.00167614j -0.00818877+0.000366677j 0.010554-0.00967701j 0.00361467+0.000126567j -0.0031608-0.0129473j -0.00315493-0.00085789j -0.0107088-0.0121567j 0.0015298-0.00207659j -0.0055104-0.00529695j 0.00281101-0.00362077j 0.00137101+0.00940093j -0.00175769+0.0100049j -0.00730799+0.00404366j -0.00198971-0.011948j 0.000369074-0.0011916j -0.00387902+0.00377912j -0.00554958-0.00487858j 0.00545923+0.00166175j 0.00735253+0.00269469j -0.00830235-0.00304388j -0.00119982+0.00367393j 0.00967566+0.0117617j 0.00436636-0.00641607j 0.00462061+0.00146179j 0.000355809-0.00436766j 0.00365034+6.39897e-06j -0.0061964-0.00176674j 0.000778754-8.64383e-05j 0.00526681+0.00181965j 0.000370783+0.00279079j 
-0.00436423+0.00163771j -0.0145009-0.00638762j -0.00589912-0.000752522j 0.00419096-0.00649051j 0.000266326+0.00881075j 0.0221311+0.00708241j -0.00985496+0.000123969j 0.000588552-0.00433773j -0.00855124+0.00298016j -0.000380654-0.00287979j 0.0126234-0.0119844j -0.00541976-0.000339961j -0.00722295+0.0106373j -0.00976652+0.00483853j 0.00743853+0.00680873j -0.013457-0.00297171j -0.00802662+0.00473338j -0.00392531-0.000354109j -0.00658413-0.00795648j 0.0122311+0.00582003j -0.0210302-0.00501703j -0.0109377+0.00552389j 0.00853905+0.00500746j 0.0168865+0.004982j -0.0144423-0.0022285j 0.00144797-0.000412065j 0.00600238-0.00201664j -0.00324083-0.00209554j -0.024837+0.00223064j 0.0280588-0.00778456j 0.0256472-0.0123081j -0.000129852+0.00451803j 0.00807244-0.00429426j -0.000939212-0.00293741j 0.00210015-0.000692681j -0.0031352+0.00238241j -0.00375257+0.00106317j -0.00541617-0.00303044j -0.00205785+0.000882924j 0.0150479+0.00535232j -0.00395389-0.0053549j -0.014018-0.00497279j 0.00212668-0.00648511j 0.00358142+0.000287223j -0.0138098+7.02961e-05j 0.0138889+0.0113984j 0.00727104+0.00235827j -0.00347569+0.00201192j -0.0111951+0.000979811j -0.00589025-0.0025543j -0.00134842-0.00855796j 0.0132902+0.00630021j 0.0117501-0.000786708j -0.00445944-0.000878682j -0.00572283-0.00427864j 0.0155196+0.00280212j 0.00346254-0.0033427j 0.00546754+0.00499767j 0.0032086+0.00281262j 0.00603537+0.00391103j -0.00491689-0.00642876j 0.00136061+0.000167326j 0.0202967+0.00427362j -0.000244052-0.00148345j 0.00192076-8.13159e-05j 0.0118886+0.00105532j -0.0159754+0.00450016j -0.0175255+0.00217778j 0.00379214+0.00594756j 0.000904435-0.00802841j -0.0100703+0.00993364j -0.00647069-0.00134217j 0.00828657-0.00240916j -0.00115868-0.00232833j -0.0235042+0.00454962j 0.00146638-0.00645758j 0.00559618+0.00264143j 0.0124316-0.00381037j 0.0107843+0.000983237j -0.00223325-0.00513824j -0.000550482-0.000209217j 0.00073435+0.00781217j -0.00605996+0.00922607j -0.0011829-0.00277616j -0.00338259+0.00409783j -0.0115454+0.00556819j -0.0124316+0.0105773j 0.00259261-0.000509266j -0.00163937+0.00508641j -0.00332191-0.000871236j 0.00553651+0.000481264j 0.000239616+0.0013289j -0.00740875+0.0094003j -0.00332614-0.00283898j 0.00211867-0.00500581j 0.000787106-0.00463358j -0.00184664+0.000265047j 
