0.000817037-0.00120522j 0.000413066-0.000516965j 0.00091194+0.0002261j -0.000952531-0.000850504j -0.00193318+0.00128238j 0.000694254-8.61402e-05j -0.0030278+0.00584408j -0.00225866-0.00228259j 9.85758e-06-0.0012738j -0.0025603+0.00156897j 0.00108737-0.00311154j 4.60298e-07-0.00126501j -0.00092212+0.00201087j -0.00264446+0.00129066j -0.00154709-0.000878128j 0.00355104-0.00884998j 0.00211567-0.0019376j -0.00182393+0.0025118j -0.000338773+0.00256842j 0.00390492-0.00462434j -0.00126493+0.00116776j -0.000831727-0.000661415j -0.00224975-0.000884599j 0.00153881+0.000292435j -0.00430443-8.32979e-05j 0.000347845+0.000250992j 0.0213136+0.000447114j 0.0409762+0.000461913j -0.0215357-0.00108277j -0.00262057-0.000789902j 0.00672083+6.34584e-05j 0.00569496+0.00062217j 0.00371801+0.000303452j -0.000272796+0.000652968j -0.00481835-0.0018755j -0.00038553-0.00193082j 0.00566059+0.00084315j -0.00258187-0.00183794j -0.00138924-0.000803579j 0.000785891-0.000466761j -0.00183069-0.000976788j -0.00140715+0.00016544j -0.00047807+0.000213077j 0.000123749-0.000720392j 0.0009609-0.000197034j 0.00247431-0.000160913j 0.000250766-0.000637817j 0.000910907-0.000833918j -0.000542667+0.00050096j -0.000107476-0.000539226j -0.000270772-0.000559702j -0.000885765-0.000247636j 0.00270327-0.000167646j 0.00144588-0.00022735j 0.00123699-0.000202481j 0.00014318-0.00207576j -0.000826268+0.000502887j 0.00106165-0.000658768j 0.000251251+0.000509431j 0.000105424+0.000736859j -0.000480253+0.000342552j 6.48032e-05-0.000488963j -0.00252397-0.000910614j -0.00073198+0.00155925j 6.02e-05-0.00026026j 0.000310656-9.17932e-05j 0.0016893-0.000339971j -0.0014656+0.00127631j 0.00080556-0.000246157j -0.000392511-0.000230463j 0.000163184+3.94759e-05j 0.000248801-0.000374166j 0.00167495+0.00111048j 0.00242925-0.00165941j -0.000865827+0.00108087j -0.00224004+0.00186671j -0.00177225-2.41912e-06j -0.00088725-0.000693458j 0.000295676-0.000532542j -0.00116868-0.000888689j 0.000700063-0.00123319j -0.00294559-0.00185073j 0.000935794-0.000792631j -0.00148834+0.000832774j 0.000802091-0.00283167j -0.00161742+0.000971095j 0.000168079-0.00239973j -0.000142073-8.25984e-05j 0.000750367-0.000646112j -0.00057848-0.000523488j 0.00164628+0.00102571j 0.000143512-0.00232107j 0.000580392-0.00298837j -0.000574581-0.00140071j 0.000519402-0.00219723j 
0.00367324-0.00016678j -0.00294992+0.00423301j 0.00400621-0.00204955j 0.00207005+0.00681768j 0.00637241-0.00452928j -0.00431486-0.0069994j -0.00506949-0.0198971j 0.0059181-0.00121303j 0.00318237+0.00495535j -0.00657039+0.004184j -0.00213157-0.000573218j 0.0101472+0.0234869j -0.00753661-0.00226278j 0.0175917+0.0231919j 0.00392486-0.012972j -0.00291942-0.0094203j -0.00891125-0.017668j -0.00313148-0.00496258j 0.00043181+0.00421463j -0.00252554-0.00183293j 0.00462771-0.00186719j 0.00719414-0.00351925j -0.0050527-0.0013074j -0.00278626+0.00503214j -0.00195996+0.00503054j -0.00618262+0.000462475j -0.000954974+0.000112196j 0.00162583+9.59994e-05j -0.00117193+0.000291167j 0.00642372-0.00206248j 0.00475318-0.00158331j -0.0066767-0.00064557j 0.00399309+0.000837071j 0.00263522+0.00220771j -4.84928e-06-0.00193292j -0.00233305+0.00123275j -0.0032765+0.00290041j -0.00179973-0.00365962j 0.00121056+0.00353708j -0.00146833+0.00125935j 0.00112881-0.00268419j 0.00213605+0.00031236j 0.00417594+0.00137705j -0.00419437-0.000432509j 0.00192613-0.00144521j -0.00459973-0.00181767j 0.0036324+0.00390393j -0.00182684-0.000586348j 0.00282162+0.00371991j 0.00365686-0.00123116j -0.00146235+0.0024465j -0.00268955-0.00447863j -0.00454581-0.00413301j 0.00106676-0.00263415j 0.00237619-0.00284529j -0.00124875+0.00571527j 0.0016876-0.00200904j -0.000628438+0.0010242j -0.000714142+0.00195377j 0.000795491+0.000740298j -0.00101185+0.00586409j 0.000415755+0.000790216j 0.000747513-0.000527919j 0.00262584-0.0017196j 0.000902528+0.000483296j -0.0015047+0.00246855j 0.00306362-0.00432272j -0.000645443-0.00458932j 0.00147957+0.000201701j 0.000129199+0.00169995j -0.000413444+0.00256703j -0.000296436+0.00362666j -0.00327972+0.007265j 0.00301758-0.00754446j -0.0019409+0.00333133j -0.00153013+0.00176064j -0.000402533-0.00389401j -0.00056991-0.00225995j 0.00106138-0.00200787j -0.000750897+0.000540359j 0.00134504+0.000814327j -8.76981e-06-0.00278979j 0.000766088-0.00184889j -0.00155125+0.00168386j -0.00136339-0.000103292j -0.000218582+0.00120739j 0.000836662+0.00299759j 0.001255+0.000898903j 0.00329882-0.00168133j -0.00116024-0.00310935j -0.00161531+0.0024892j 0.00209764-0.00388164j 0.00256523-0.00110275j 0.000380019-0.00327715j -0.00128954-0.00119825j 
-0.00671126-0.00924991j -0.000842871-6.00806e-05j -0.0035639-0.00213901j -0.00888492-0.0126557j 0.00898188+0.0027008j 0.00297891+0.0117674j 0.0175057+0.00857816j 0.00946428+0.00875103j -0.0145027-0.00582317j -0.0103132-0.00162666j -0.00116902+0.000983921j -0.00398162-0.00264853j -0.00566632-0.00596554j -0.0102735-0.00876497j 0.00421162+0.00436209j 0.00314487+0.00211386j 0.00931154+0.00812582j -0.0127485+0.006121j -0.00729692-0.00213326j 0.00222668+0.0029803j 0.00354408+0.00391246j 0.00688021+0.0061215j -0.00274202-0.00680488j -0.00363203+0.000492342j -0.0019311+4.64334e-05j -0.00394289+0.00527356j -0.00360586-0.00181838j 0.00394336+0.00223186j -0.000320127+0.00278056j 0.0101218+0.00032813j 0.00272788+0.000205555j -0.00315693-0.00543482j 0.000907328+0.00537898j -0.00277499-0.00137033j 0.00334867-0.00998697j -0.00206348-0.00105643j -0.00202066-0.0034135j 0.00358538-0.00536971j 0.000929213-2.29856e-05j -0.000702888-0.00166422j 0.00452583-0.00256921j -0.00086047-0.00323881j 0.000308104+0.00151036j 0.00195309-0.00028769j 0.00303859+0.00204491j -0.00225932-0.00613632j 0.000165983+0.0017203j -0.00299862-0.00231454j 0.00118766-0.000121066j -0.0013487+0.00100446j -0.00197993-0.000220368j 0.00360889+0.000502861j -0.00390153-0.000615214j 0.00525129-0.0015242j 0.000974952+0.00417466j -0.00570353+0.0029807j -0.000363493+0.00456145j -0.000965753-0.00167909j 0.00194732-0.00121202j -0.0016403-0.00261354j -0.00111477-0.00162498j 0.00077285-2.97914e-05j 0.00372533+0.000891138j -0.000774875-0.00511444j 0.000536278-0.000455908j 0.00255437-4.61094e-05j -0.00042422+0.00147601j -0.00340004+0.00063788j -0.00072075-0.00315377j 0.00436897+0.00123937j -0.00342883+0.00555108j 0.00554096+0.000826542j -0.00525424+0.00338417j -0.00166459-0.00814387j -0.00114954+0.000961281j 0.000517106+0.00315416j 0.0021969-0.000703643j -0.00201222+8.0794e-05j -0.000401222-0.00131695j -0.00261249+0.00178966j 0.00197832-0.0050801j 0.000270539-0.00131631j -0.00170334+0.00234021j 0.00465848-0.000649446j -0.000573595-0.000695268j -3.48023e-05+0.000477614j -0.000175593+0.0017025j 0.000936796-2.03615e-05j 0.000880997-0.00232085j -0.00160461+0.00408672j -0.00287486+0.00308373j 0.000277529-0.00253546j -0.00223951+0.00230652j -0.00556025-0.000204099j 0.00109749+0.0017801j 
-0.00106522-0.00217658j 0.00304521-0.00462128j -0.000990411-0.00318685j -0.000560018-0.00281286j -0.0031726+0.00532973j -0.00431293+0.00226274j -0.0101172-0.0065037j -0.00647459+0.00631464j 0.000632107+0.00195895j 6.02854e-06-0.00206521j -0.00140233-1.02965e-05j -0.000175692+0.0100053j 0.0106003-0.00661193j -0.00114066+0.011798j -0.00499549-0.00260114j -0.00084512-0.00449249j -0.00123363-0.00554058j -0.00530095+0.00215897j -0.0026422+0.00556044j -0.00495945+0.00158034j -0.00161681-0.00263614j -0.00261276-0.00125444j 0.00327569-0.00493903j -0.00282977+0.000151845j -0.00695415-0.000731408j 0.00742486-0.00202335j -0.00112792-0.00176834j 0.000801219+0.00205995j 0.0045471-0.0002917j -0.0015143-0.00145276j 0.00221885-0.00168858j 0.000821748-0.00110484j -0.00343273+0.0111091j -0.00300538-0.00292544j -0.00348736+0.00240404j -0.00120959-0.0123476j -0.00279125-0.00759717j -0.00248357-0.00156835j 0.001036-0.00227879j -0.000256266-0.000215105j 0.000547729+0.00281152j 0.00273267-0.00114313j 8.19533e-05+0.00991209j -0.000625181+0.000404849j -0.00196229+0.00478581j 0.00463385-0.00461403j -0.00488645+0.0112568j 0.00265885-0.0101565j 0.000978262+0.000957859j 0.00063903+0.00338535j 0.000488011-0.00761744j 0.00260457-0.00741679j 0.00728609-0.0161078j -0.0023052+0.00472899j -0.00571334+0.00518347j 6.22575e-05-0.0066811j -0.00638174+0.00367122j 0.00245907-0.003537j 0.00108472-0.0012822j -0.00218317+0.00282556j -0.000182629-0.000293827j 0.000369751-0.000453387j 8.02429e-05-0.00048683j 0.00328848-0.00245141j -0.000155+0.00106283j -0.000419093+0.000639095j -0.00234656+0.00357548j -0.00122552-0.000960508j 0.000800899+0.00265021j 0.00136038-0.00172244j -0.000570017+0.00168848j 0.0010619+0.00214161j 0.00428046-0.00125517j 0.00268789+0.00205934j -0.00330528-0.000268682j 0.00224716+0.000896455j 0.00238405+4.62025e-05j 0.00306959-0.00261707j 0.00310105-0.000376391j -0.000971735-0.00297842j 0.00408379-0.000472766j 0.00247479-0.00305714j -7.5375e-06+0.000593616j 0.00163542+0.000291109j -0.000778553+0.0018843j 0.00277702-0.000947414j 0.00189336+0.000391038j -0.000457632-0.000818675j 4.14358e-05+0.000119529j -0.0041513+0.00270142j -0.00626873+0.00165509j 0.000918831-0.0001909j -9.52511e-05+0.000577892j -0.00197293+0.00410788j -0.0027762+6.48304e-05j 
2.64543e-05+0.0015119j 0.00151702-0.00680875j -0.00445115-0.00257913j -0.00474069+0.00232028j 0.00258492+0.00155989j -0.000585076+0.00167097j 0.0109393-0.000720819j 0.00688951-0.00281536j -0.00305051+0.00773495j 0.00370063+0.00455484j 0.00996586+0.00150485j -0.000805735-0.000376643j -0.00447896+0.0010087j -0.00880011+0.00649025j 0.00832274-0.000897483j 0.0118655-0.00169792j 0.00105784+2.50587e-05j 0.00556257+0.00648357j 0.00451243-8.79164e-05j -0.011184+0.00394381j 0.0104048-0.00123697j 0.00185801-0.00332578j -0.00351057+0.000354659j 0.00188199-0.000365643j 0.00506494+0.00266764j 0.00386177-0.00270153j 0.00104445-0.00265394j -0.000582596+0.000970077j 0.002292-0.0031736j -0.00724763+0.000511768j 0.000419662-0.00449738j 0.00216288+0.00221734j -0.00240709-0.00127823j 0.00250148+0.00565937j -0.00735044-0.00348j -0.00767708-0.00185346j -0.000817201-0.00134054j -0.00883881-0.00322829j -0.00628187+0.00364418j -0.00653564+0.00192068j -0.00347672+0.00183594j -0.00425984-0.00182553j -0.00236512-0.000431676j 0.00221026-0.000805885j 0.00481434+0.00106993j -0.00786646+0.00730255j -0.00522549-0.00491461j 0.000449945-0.000559334j -0.00494447-0.000946494j 0.00491126-0.000229821j 0.00109046-0.00256412j 0.00834765+0.00137501j 0.00258079-0.000879252j -0.000161864+0.00172564j 0.00952413+0.000210379j 0.00150192+0.00141899j -0.0025113-0.00664255j -0.00299654-0.00249481j -0.00302516+0.00402661j -0.00286469+0.00117125j -0.0026166+0.00328856j 0.00205631+0.00276038j 0.00278339+0.0018528j 0.00639517+0.00400348j -0.000377077-0.000345199j -0.00198579-0.00150821j 0.00367369+0.00338301j -0.00230488+0.00535881j 0.00161101+0.0034114j 0.00308481-0.006702j 0.00456586-0.00190219j 0.000649261-0.00729057j 0.00228919-0.00533727j -0.00137394+0.00450298j -0.00418686-0.00277794j -0.0014965-0.0033302j -0.000784372+0.00155721j -0.00132949-0.000220246j 0.00228792+0.00155888j 0.000389186+0.00200417j 0.00596211+0.0022371j 0.0037214+0.0066159j 0.00381761-0.000225768j -0.00404002-0.00160938j -0.00642038+0.0038416j 0.00445811+0.00264064j 0.00741336+0.00526428j -0.000379215+0.00301111j -0.00123522+0.0049406j -0.00299261-0.00451444j -0.00357532+0.00524598j -0.000373712-0.000287661j 0.00709538+0.00294232j -0.00125955-0.00415431j -0.00282448+0.00148783j 
0.0102303+0.00528379j -0.00899261-0.00131188j 0.0120425+0.00917373j 0.0175828+0.0133371j 0.00769527+0.00371125j -0.000525866-0.00443769j 0.0171531+0.0110693j 0.00388619+0.00731281j 0.00409356+0.00141573j -0.00812556-0.00889005j -0.000435517-0.00308989j -0.00624437-0.000410978j -0.0125446-0.00923284j -0.00635603-0.00134913j 0.0103018+0.00336327j 0.00496993+0.000743952j 0.0101076+0.00410765j 0.00075221-0.00578493j 0.00133379-0.00172976j 0.00762937+0.00635783j -0.000443668-0.000942798j 0.00500317+0.0024657j -0.00377686-0.00446235j -0.00503969-0.00141235j -0.00186724+0.00474405j -0.00452466-0.00350156j 0.00231157+0.00447268j 4.64612e-05-0.00257964j -0.000286029-0.000521162j 0.004527-0.000881969j -0.00213196-0.00332334j -0.00342918+0.000870442j -0.00457146-0.000580177j 0.00274253-0.00117952j 0.000170138+0.00356067j 0.00111077-0.00109489j -0.000446016+0.00267999j 0.000640093+0.000788669j -0.00445025-0.00660743j -0.000185785+0.000473602j 0.00375826+0.00356539j -4.2864e-05+0.000987036j -0.00312475+0.0011701j -0.00546831+0.000243873j -0.000802187+0.000283041j 0.00507432+0.00163248j -0.00890986-0.00308017j 0.00218566+0.00114853j -0.00172795-0.000135094j 0.000141307-0.000845021j -0.00373087-0.00355911j 0.000924681+0.00220739j 0.00537126+0.00254195j -0.000947001+0.00181715j -0.00354756-0.00106997j -0.00287344-0.00847721j 9.37434e-07-0.00204607j -0.000125239-0.000256155j 0.000787857+0.000295166j 0.000746557+0.00184166j 0.00191913+0.000257184j 0.000392272-0.000823348j 0.00346875+0.0043614j 0.000603628-8.95314e-05j 0.00161306+0.0013779j -0.00269201-3.60782e-05j 0.00158722-0.00159744j 0.00024952-0.00178889j -0.00198866-0.000669382j 0.000120302+0.00306351j -0.000938207-0.00303605j 0.000716778+0.00052984j 0.000565252+0.00191141j -0.002119+0.00205636j 0.00271887+0.000382914j 0.00186869+0.00105391j 0.00123533+0.000766812j 0.00095493+0.000397693j 0.000640548-0.000109851j -0.00176267-0.00202817j 0.000573963+0.00193286j -0.00129402+4.80156e-05j -0.000531989-0.000378398j -0.000926341+0.00161701j -0.00131828+0.000961492j -0.000527553-0.00054738j -0.00069427-0.00148321j 0.000126539-0.00025694j 9.12526e-05-0.00077001j -0.00143252-0.00131936j 0.000904257-0.00131882j -1.69979e-05+0.000971442j -7.37498e-05-0.00219698j 0.00146819+0.000604479j -0.00192334-0.00216342j 
0.00678933-0.00197458j -0.00379455-0.0088944j -0.00902154-0.00298733j 0.000623099-0.00555535j -0.00342934-0.00394441j -0.00182308+0.0174286j 0.00152025-0.000933023j -2.42503e-05+0.00109226j 0.00843767+0.00531851j 0.00913364+0.0036551j 0.00438557+0.00261965j 0.000662692+0.00760566j -0.00114677+0.00503645j 0.00361405+0.00128583j 0.00108549-0.00834716j 0.00198757-0.00317592j 0.00497639-0.00469503j 0.00676586+0.00551155j 0.0169904-0.0134944j 0.00313383+0.00341742j -0.00226829-0.00202538j -0.00511051+0.00417779j 0.00622505-0.00171719j -0.00147008+0.000294792j 0.00709552+0.00448735j -0.00846615-0.000652959j 0.000360505-0.00106996j 0.00312194+0.00164107j -0.000721105-0.00184261j 0.00787397-0.000798727j -0.00339937-0.006087j -5.99913e-05+0.00496482j -0.00248115+0.000654216j 0.00767039+0.00278245j 0.0056842-0.00221307j 0.000768584+0.00359364j -0.00237248-0.00190672j 0.00178223+0.00682712j 0.0023322-0.000187791j 0.00559417-0.00283312j 0.000445314-0.000330297j -0.00157518+0.00169198j 0.000374311-0.00107788j -0.000293822-0.00175563j 0.000882289+0.0042507j 0.000413171-0.00111927j -4.43133e-05-0.000781797j 0.00139789+0.000309946j 0.00273753-0.000108961j -0.0015453+0.00330204j 0.00590943+0.000365618j -0.00357737+0.00185994j 0.00123746-0.00109315j 0.00292446+0.00237689j -0.00657504+0.000281121j -0.000118566-0.00334538j -0.00302887-0.004555j -0.00293406-0.00270896j -0.00567942-0.00428959j -0.00248325-0.00872714j -0.000250747-0.00267402j -0.003319-0.00081023j -0.00287479+0.00187622j 0.005541-0.00179468j 0.00223705+0.0018803j -0.00215307-0.00381306j -0.000222504+0.00154278j -0.00371221+0.00117264j 0.00294846-0.00376513j -0.000908574+0.00225118j -0.00216391+0.00302844j 0.00155981+0.00166082j 0.00267531+0.00710333j 0.0011123-0.00694388j 0.00208833+0.00439209j 0.00412661+0.0010134j 0.00332525+0.00227246j 0.0011766-0.00195092j 0.00217458-0.00414627j -0.00190247-0.00336372j 0.00668424-0.00494138j 7.65536e-05+0.00230817j -4.33407e-05-0.00195355j 0.00322393+0.000686739j -0.00316414-0.0020456j 0.00335977-0.0067957j 0.0045804-0.00932429j 0.000809737-0.00051609j 0.00246795-0.00416382j 0.00216804+0.000392685j -0.000629105+0.00704245j -0.0047037+0.00664665j -0.00146118-0.00560074j 0.00105238+0.00248625j -0.00422788-0.00201876j 
-0.000199932-0.000673759j 0.000245138+0.000951162j -0.00565593-0.0036333j 0.00583075+0.000190645j 0.000999025+0.000397268j 0.00965013+0.00235759j -0.0045777-0.00373958j -0.00187058-0.00224171j -0.00734506-0.00763195j -0.00754424+0.00589657j 0.0132473-0.00211317j -0.0191897+0.00217663j -0.0136817-0.00576403j -0.000222799+0.000745296j 0.0286544+0.000497276j -0.0185533-0.00134458j -0.00942927-0.00477606j 0.00827907-0.000263874j -0.0137318-0.00797161j -0.01091-0.00747883j -0.0121028+0.00387096j 0.00836097-0.00597824j 0.00488142-0.00123323j -0.00413206-0.0016127j 0.0044319-0.00355926j 0.00824853-0.00242217j 0.000738015-0.000770599j -0.00238173+0.00141033j 0.000124414+0.00177013j -0.0015772-0.00386566j 0.00380926-0.000335405j 0.00796607+0.000122006j 0.0064584-0.00266603j 0.00176771-0.00122083j -0.00305226-0.000278486j 0.00105745-0.00125609j 0.00125384+0.00151362j 0.00168826-0.00149173j -5.58686e-05+0.00184428j 0.00354279-0.00206008j 0.00578525-0.00544274j 0.000390358+0.000325631j -0.00206598-0.0016234j 0.00263212-0.000223069j 0.00330303-0.00311353j -0.00368459+0.00380985j -0.00857117+0.00287057j -0.00222836-0.00341474j 0.0043929-0.00459561j 0.00940401-0.00376004j 0.00379864+0.000771637j 0.00122125+0.00272735j 0.00477098-0.0021432j 0.00117985-0.00309113j 0.0120341-0.00225935j 0.000435308-0.000723178j -0.000357158-0.00159527j -0.00288608-0.00284222j -3.39868e-05+0.0001992j -0.00431542+0.0016867j -0.000588403-0.00421567j -0.00317249+0.00327182j 0.00566168-0.000320139j -0.00243879+0.00151722j 0.00250522-0.00487584j 0.00187987-0.00403345j 0.005161-0.00451847j -0.00320005+0.00166518j 0.00328394-0.00269185j 5.03799e-05+0.00147274j -0.00122946-0.000594977j -0.00209643+0.00463889j -0.000442649-0.00101661j 0.000758192+0.000696355j 0.00182088+0.0019141j 0.00565557-0.00675645j 0.00790183-0.000369964j -0.00133125-0.000244699j 0.00930024-0.0028954j -0.00485251+0.000641834j -0.00561473+0.0024031j 0.0024852-0.00261876j 0.00886796+0.00151501j 0.00807956+0.000486552j -0.00732166+0.000700964j 0.000102031-0.00415468j -0.00690576-0.000742701j -0.000995808-0.000197523j -0.00187926-0.000595157j 0.00390277+0.00106233j -0.00150428-2.79282e-05j -0.000162143+0.00254923j -0.00224303+0.000318765j 0.00102561+0.000223675j -0.0011862-0.00101379j 
-0.000928183+0.000101187j -0.00106759+0.000200814j -0.00527652+0.00602649j 0.00264056+0.00387319j 0.0083628+7.715e-06j 0.000163246-0.00613783j -0.00495026+0.000364913j -0.0118936+0.00216841j -0.00469896+0.00350383j 0.00800107+0.00347109j 0.00324-0.00541235j -0.00713182+0.0147731j -0.0153661+0.0107075j -0.00802276+0.00360996j 0.0117137-0.0182261j 0.00345541+0.00549696j -0.00723173+0.00433016j -0.0010625-0.00922064j -0.00686879+0.00554896j -0.00795042+0.00718754j 0.00175367+0.000892827j 0.000700803-0.00121263j -0.00327067-0.00248259j 0.00327998+0.000905589j -0.00614634+0.00245981j -0.00490304+0.001446j 0.00199966-0.000961816j 0.000692582+0.00100024j 0.00109635-0.00126461j -0.00388165+0.00612842j -0.00493275+0.000842768j -0.00606887-0.0033588j -0.00452837-0.00257166j -0.00324128-0.0054679j 0.00521486-0.00129013j -0.00433687+0.00206157j -0.000333308-0.000561944j 0.000342027+0.000126959j 0.00245179-0.00215685j -0.00356775-0.000122947j -0.00597249-0.000423516j 0.00221107-0.00246931j -0.00437267+0.00147811j 0.00372328+0.00317634j -0.0044046+0.00167502j 0.000583247-0.00853004j 0.00573849+0.0017265j 0.00552736-0.00749915j -0.00274243-0.00257999j 0.00114702-0.00524383j 0.00535278-0.00289693j 0.00138189+0.00159009j -0.00248748+0.000142046j -0.000641614+0.00421081j -0.00768994-0.00313644j 0.00422933-0.000761246j 0.00565474-0.00324491j -0.00238929-0.00224039j 0.00357732-0.00216497j -0.00314628-0.000780941j -0.00213843+0.00767453j 0.00239741-0.0038333j -5.01433e-05+0.00377984j -0.0018712+0.00265147j -0.00292226-0.000211148j -0.00175983-0.00050244j -0.00145519-0.00222221j -0.00266536+0.00152534j -0.000705375-0.000718636j 0.00113889-9.91995e-05j 0.00300159-0.00134055j 0.00896263-0.00163945j -0.00154974+0.0008424j 0.00121033+0.00232352j -0.00246308+0.00443774j -0.000136977-0.00359956j 0.00222043+0.000189393j 0.00201584+0.000802244j 0.00116054-0.0034047j 0.0026528-0.0042061j -0.00217381+0.00129401j -0.00487235-0.0029001j -0.00289165+0.00385901j -0.0033584-0.00344119j -0.00363052-0.0024649j -0.00550665+0.00163397j 0.0051288-0.00346126j -0.000155931+0.00034982j -4.73199e-05+6.08463e-05j 0.000138631-0.00101411j 0.00114816+0.00116111j 0.0022612-0.00103084j 0.0040047+0.000940581j 0.00127327+0.00216719j 0.000697792+0.00157503j 
-0.00088201-0.00123774j 0.00261361-0.00256192j -0.00442792-0.00246066j -0.0051834-0.00354267j -0.00215015+0.00479913j 0.0120315-0.0088653j -0.0148705+0.00588301j 0.00407353-0.00417114j -0.0173774+0.0023779j 0.00059547+0.0079108j 0.00956123-0.00773245j -0.000929985+0.00635319j -0.0056885-0.00377462j 0.000479154-0.00737512j 0.00903952-0.00815802j -0.0178613+0.0168308j -0.00360278+0.00363137j 0.0137629-0.00608988j -0.0109527+0.0109941j -0.0107244+0.00486368j -7.95046e-06+0.00705044j -0.00722382+0.00197228j 0.0045771-0.0021021j -0.00141785+0.00261894j -0.00267641-0.00362531j -4.03739e-05+4.84746e-05j -0.00799355+0.0045575j 0.00584803-0.000776544j 0.00169095-0.00158783j -0.00227825+0.00180318j 0.000501012-0.00573407j -0.00295001-0.00583502j 0.000480974-0.00501904j -4.46959e-05+0.0051412j -0.00265916+0.00281538j 0.000998447-0.00342663j -6.20226e-05-0.000496006j -0.000958701-2.86096e-05j 0.00993629-0.00315416j 0.000443085+0.000116443j -0.00249779-0.000353297j 0.000497659+0.000577942j -0.00458688+0.00594612j -0.00153298-0.00192759j -0.00519575+0.000666091j 0.00962627-0.00190741j 0.00334589-0.00469613j 0.00231097+0.00165746j -0.00451467-0.0014453j 6.30798e-05-0.00212688j -0.00304543+0.00157143j -0.00402541+0.00375541j -0.00377977-0.000342892j -0.0119045+0.00441942j 0.000574625-0.00488975j 0.00249878+0.00071818j -0.0100429+0.00534253j -0.00214959+0.00213953j 0.000435238+0.00244339j 0.00023118-0.00254838j -0.000108664+0.00132702j -0.00284074-0.000646129j -0.00245994+0.00336143j 0.000737482-0.00194169j -0.0022462-0.00430103j -0.00271384-0.00277495j -0.000689996-0.00127276j 0.000241721-0.000281189j 0.00296998+0.00144613j -0.00237252-0.00194507j 0.000223495-0.000112115j 0.00138422+0.000751649j 0.00190612+0.000737351j -0.000219911+0.00184342j 0.000599798+0.00357999j -0.00504989-0.00261517j -0.00141297+0.00275464j -0.00373513+0.0011987j -0.000211503-0.00573245j 0.00372556-0.00021346j 0.00184845+0.00220868j 0.00181494-0.00457751j -0.00438486+0.00241672j 0.0035979-0.00201206j 0.00657027+0.000339555j 0.00104561-0.000985569j 0.000422131+0.000644108j -0.000191519+0.00059494j -0.000181405+0.00104725j 0.000460532-0.000864247j -0.0024693+0.00352289j -0.000110066-0.000724324j -0.0026905-0.00123219j -0.00176515-0.0036332j 0.000578232-0.00207984j 
0.0018344+0.000951658j -0.00151492-0.00250074j -0.00169719+0.00377423j -0.0201313+0.0075631j -0.000817394+0.00199837j -0.00362981+0.00403931j -0.00552584+0.000219273j -0.00348644-0.00134203j 0.00296486+0.00338688j -0.00247766+0.00441568j 0.00751644-0.00583978j -0.0030738+0.00100991j -0.0103555-0.00195113j 0.00180137-0.00164236j 0.0127106-0.00650662j -0.00211466+0.00147747j -0.0129746+0.0036771j 0.00304668+0.00623913j -0.00072223-0.000737012j -0.00621106+0.00817834j -0.00343665+0.0025049j -0.00330314-0.000651786j 0.00339342-0.0023824j 0.00102996+0.00327331j 0.00786003+0.000762149j -0.00826481-0.00572803j -2.29072e-05-0.00266334j -0.00294396+0.00174834j -0.00830855-0.00285921j -0.00317216-0.00076703j -0.00162685-0.00784465j 0.0101288-0.00053524j -0.00384849+0.00101442j -0.00298541-0.00862501j 0.00721304-0.00473477j -0.00255413+0.00236058j 0.00196063-0.00462839j -0.00139162+0.00588792j 0.0029352+0.00232734j 0.0011245-0.00742604j 0.0013612-7.84031e-05j 0.00225037+0.000336965j -0.00271564+0.00382887j 0.00226254-0.000203918j -0.00228055-0.00196433j 0.00265399+0.00102211j 0.00340969+0.00257083j -0.001064-0.0022445j -0.00295512-0.00132181j 0.00152787-0.000428957j 0.000483628-0.00382939j 0.00140775-0.000429552j 0.00113667-0.00496478j -0.00255693+0.000854841j 0.00114254-0.00218515j 0.0011671-8.4905e-05j 0.00886468+0.00373907j 0.00226191+0.00106553j 0.00458961+0.00135669j 0.00431383+0.000150764j 0.00139436-0.00358968j -0.00420923+0.000215752j -0.0034727-0.00206542j -0.00393536+0.00117616j 0.00161357-0.000450585j 0.00462888-0.00162427j -0.00416697+0.00350165j 0.00760609-0.000491178j -0.0062867+0.00194912j -0.000930075-0.00375187j -0.00139835+0.00216869j -0.00503686-0.00125894j -0.00359618-0.00128221j -0.00207353-0.00246952j 0.00312567-0.00847035j -0.00141571+0.00875667j -0.00755763-0.00421612j -0.00382754+0.00202189j -0.00261931+0.0055238j 0.00379076+0.00561124j -0.00101352+0.0029398j -0.00147127-0.00646317j 0.0054738-0.0048j 0.00285242+8.88265e-05j 0.00603151+0.00108954j -0.000175199+0.00714307j 0.00194629+0.00025891j 0.000557404-0.00129364j 0.000328271-0.000880092j -0.000684887-0.0020999j 0.00381122-0.00881774j -0.000391253-0.00395591j 0.000762094+0.00147792j 0.000740717+0.00675432j 0.000330864+0.0078446j 
