0.0143971-0.0121355j 0.032972+0.00207576j 0.0428513-0.00268993j 0.0101441-0.00943769j 0.0283655-0.000748767j 0.0252533+0.00787897j 0.0285748-0.00711423j -0.0459702+0.00145523j 0.00895752+0.00200907j 0.0333706+0.00131506j -0.0203838+0.00613848j 0.0109355-0.000439019j -0.00801224-0.00136665j -0.00257137+0.00620429j 0.0829084+0.00121813j 0.0152592+0.000484964j 0.00472428-0.000220496j -0.0193978-0.000859841j -0.0356996+0.00330753j 0.00269803+0.000536437j -0.0216772-0.000346967j 0.0263093+0.00151474j -0.00254941-0.00210077j -0.0397353-0.00334173j 0.00467621+0.00161185j -0.0243115-0.000483935j -0.00406518+0.000748699j -0.0260606-0.000636215j -0.0236959+0.0039902j 0.0344643-0.0011779j 0.0425776-0.002534j 0.0382128+0.000476999j 0.0345392+0.00178189j 0.0100073-0.000779711j -0.0016061+0.000479908j -0.0153579-0.000109235j 0.0277347+0.000866047j -0.0101448+0.000153502j 0.0197964-0.000437307j 0.00762838+0.000748931j -0.0570414-0.000700512j 0.0254249+0.00291677j 0.00300539+0.000168712j -0.0015342+0.000768117j 0.0331439+0.00209856j -0.0447803+0.00182345j 0.0334143+0.00122691j 0.0352747-0.00183116j 0.0365929+0.000918248j -0.00738645-0.00195727j 0.00297517+0.00109703j 0.0446709-0.000360365j 0.016738-0.00161412j 0.00530299-0.000497819j 0.0346577-0.00333017j -0.038984+0.000206059j -0.0368053+0.00401869j -0.01315-0.00172331j -0.00460913+0.00234756j 0.0334462+0.00293309j -0.129659-0.00398657j -0.00809957-0.00317632j -0.0135063-0.00482685j 0.0435516-0.0024802j -0.0192617-0.00253708j -0.0487545-0.000164562j 0.0222842+0.00110447j -0.0791782+0.00158615j -0.00756644+0.00597532j -0.103033-0.00518564j -0.0590149+0.00103453j 0.00674675+0.00370156j 0.0397123-0.00395545j -0.070189-0.00384305j 0.151295-0.000161387j -0.115059+0.00047174j -0.281511-0.00397064j 0.100464+0.000952342j 0.0132639+0.00227983j 0.0221695+0.000850764j -0.0738029-0.00199841j 0.0183041-0.00225288j -0.587581-0.0047613j -0.163515-0.00324358j -0.197209+0.00340282j 0.105982-0.00262148j -0.0771839-0.00799339j -0.152222-0.0044485j -0.0533209+0.00572775j -0.0866247-0.00971009j -0.038661+0.0018929j -0.0186384+0.0277996j 0.111665+0.00243906j 0.0506584-0.0288652j -0.0306129+0.0262591j -0.0787221-0.013694j 0.0222692-0.0491077j -0.359213+0.00936677j 
-0.0146747+0.0277269j 0.0102548+0.00882052j -0.00293439+0.00669534j -0.00511089-0.0105219j -0.0183884+0.00733076j -0.000976857-0.0234992j 0.00118748+0.00463218j 0.014969-0.00275731j -0.0156894+0.00253828j -0.0485941-0.000731775j -0.0228676-0.00662662j 0.00880872-0.00352931j -0.00771524+0.00386962j -0.0485193-0.00431335j -0.0195617-0.006873j 0.0192777-0.00599002j -0.0550147-0.00742173j -0.0864787+0.000428157j -0.0193471-0.00152403j -0.0825734-0.00338497j -0.239114-0.00508618j -0.0291461-0.00112246j 0.255909-0.000732573j 0.296714+0.00207074j -0.174562-0.000616402j -0.351679-0.00182909j -0.211116-0.000990331j 0.0952921-0.00190587j 0.0487904-0.0044849j 0.131413-0.00191182j -0.00448276+0.000776102j -0.014272-0.00240052j -0.213802-0.000908751j 0.129407+0.00576736j -0.0097688-0.00155087j -0.0018817-0.00308652j 0.163957-0.00399835j 0.0153847+0.00433276j -0.212486+0.00271088j 0.0406325+0.000220048j 0.0430522+0.00230676j 0.250312-0.00171882j 0.0767776-0.0035813j 0.0661859+0.000280916j 0.0705738-0.00288841j 0.0706038+0.00119299j 0.134765-0.00121958j -0.128308+0.00468635j 0.0836318+0.00351806j -0.0238628+0.00208273j 0.135384-8.79064e-05j -0.00462469+0.00560109j 0.0572181-0.000149674j 0.0991607-0.00166652j -0.00627573+0.00169755j -0.0642257-0.00263301j -0.0364609-0.00189855j -0.0871057+0.00489536j 0.067081+0.000456396j 0.00687834+0.00321034j 0.0432249-0.000390608j -0.0402537-0.00246114j -0.0127304-0.00126788j 0.0242685-5.01283e-05j 0.00909032+0.00158149j -0.0134505+0.00283313j 0.00909866+0.00335705j 0.0133736-0.000192952j 0.00404211+0.00279816j -0.0131428+0.011229j 0.00660045+0.00345429j 0.0192119-0.0020891j -0.019559+0.00135645j 0.0152608+0.00448222j 0.0330033-0.00711337j -0.0242372+4.31359e-05j -0.0198895+0.00485489j -0.00953206-0.0017094j 0.0228396-0.00463898j 0.000855774+0.00698705j 0.0017648-4.51096e-05j -0.00608708+0.00394439j -0.00107466-0.00250049j -0.0280371-0.0047223j -0.0110062-0.00373423j -0.00645792+0.0037025j 0.0337142+0.00517803j -0.00560602+0.00186936j -0.0143783+0.00291516j 0.00950056+0.00766654j 0.0108051-0.000711897j -0.0178344-0.00804373j 0.00806761+0.00527612j -0.00408142+0.00857815j 0.00622632-0.00275485j -0.0025691-0.003971j 0.00383084+0.00793279j -0.00160541-0.00287284j 
0.00689313-0.0189401j -0.00811773-0.00155764j 0.00651873+0.00493364j -0.00945361+0.0101926j 0.00960435+0.00272934j -0.0098484+0.010691j -0.00369941-0.0186252j -0.00117803-0.00189111j 0.0139366-0.00522585j 0.0462065+0.00551188j 0.0145343-0.00428135j -0.0117544+0.00119789j 0.0105759-0.00445949j 0.0123147-0.00630437j 0.0767661+0.00270018j -0.0350081+0.00317216j 0.000203991-0.000641444j 0.00717677-0.00259652j -0.0237484+0.00533697j -0.146288-0.00348225j 0.173622-0.00173117j 0.15144+0.00706079j -0.0560501+0.000745749j -0.196395+0.00141127j 0.268513+0.00588883j -0.302924-0.00277626j -0.412424-0.00395092j -0.106107+0.000284239j -0.129753+0.00167931j 0.00970354-0.000425211j -0.208467-0.00168756j -0.107841-0.000231804j -0.0466921+0.00113385j 0.207348-0.00424787j 0.0695564+0.00133658j 0.228123-0.00229694j -0.0435516+0.00202625j 0.120007-0.00169207j -0.0789785+0.00533111j 0.18618-0.00297544j -0.00862051-0.00315921j -0.090593+0.00378149j -0.0023582-0.00320881j 0.116031-0.00300437j -0.0811092+0.00342675j 0.0412437-0.00055059j -0.0263796-0.00253071j -0.06321-0.00175867j -0.164991+0.00317889j 0.0814266-0.00206766j -0.139157+0.00368737j -0.070661-0.00251225j 0.0941816-0.000807718j 0.0768915-0.00167802j -0.022886+0.000218623j 0.00745144+0.00255501j -0.0518876+0.00449642j 0.038913-0.00102712j 0.0726793-0.00087178j -0.00191276-0.00183935j 0.0371363-0.00136103j 0.00805201+0.00314044j 0.0536179+0.00560696j 0.00934929+0.00605155j 0.00664017+0.00380625j -0.0394071-0.00474766j -0.0274868-0.00168047j -0.0044357+0.00114902j 0.0095209+0.00151607j -0.0176184-0.00682173j 0.0532119-0.00618754j -0.00303022-0.00142461j -0.0153145+0.00265524j -0.0137312-0.00485362j 0.015703+0.00167126j -0.00941874-0.00302883j -0.0159461+0.000973267j 0.0291337-0.000936917j -0.00961512+0.00597516j -0.00792161+0.00358723j 0.00358801+0.0013812j -0.0304386-0.00267004j 0.00933864-0.00103963j 0.0138034-0.00220802j 0.0199052+0.00650571j -0.0145958-0.00553054j 0.00469636-0.00125627j 0.0153497+0.00266782j -0.0105976-0.00161244j 0.0175482+0.00172152j -0.000614587+0.00300112j 0.0127484+0.00094788j 0.00452804+0.000536579j -0.000655605-0.00606808j -0.00691778-0.00107134j 0.00653365+0.0020634j -0.00538278-0.00869679j -0.00299025-0.000527466j 
-0.0168107-0.0145349j -0.0277406+0.041741j -0.00606208-0.0397114j 0.0332072-0.0112266j -0.0253335+0.0170538j -0.0413206+0.0266797j -0.00156771+0.0171933j -0.00860421+0.000231254j 0.0328113+0.00362182j 0.00182493+0.01308j -0.00767723-0.0077618j -0.000398403+0.00223494j -0.0452533-0.000109459j 0.0278188-0.0117153j -0.0627332-0.00256202j -0.153329-0.00703777j -0.149224+0.00395989j -0.141254-0.00142103j 0.0815249+0.00114491j -0.0883783-0.00185775j 0.331745+0.0132078j -0.0953885-0.00147035j -0.0684913-0.00905537j 0.0800394-1.38027e-05j 0.002971-0.00610121j -0.123088-0.00189669j 0.126021-0.00324269j 0.0770485-0.00301413j 0.247959+0.000487675j 0.105144+0.00660647j 0.110484-0.00509647j 0.0768283+0.00796188j -0.0822872+0.0029286j 0.106756-0.00200719j 0.260439-0.00266912j -0.0283185-0.0045799j -0.0565051+0.00763835j 0.0350714-0.00214623j 0.134156+8.96625e-05j 0.0325988-0.0041782j -0.175378+0.000701913j 0.0251362-0.00479639j 0.00459978-0.00285173j 0.0560501+0.00229256j 0.15555-0.00241098j -0.171738-0.000721928j 0.0830706-0.00186273j -0.0155683-0.00184554j -0.00997046-0.00133276j 0.00661737-0.00293173j -0.0593301+0.00143324j -0.00664327+0.00253141j 0.0818162+0.00730732j -0.0541921+0.0047043j 0.0430089-0.000743595j 0.0361989-0.00568299j -0.0263127+0.00662983j -0.00820425+0.000865172j -0.0156947-0.000876255j 0.0599472+0.00370169j 0.0484618+0.00090312j -0.0069189-0.00184662j -0.0176329-0.00281842j -0.0894238+0.00193071j 0.026851-0.0049037j -0.0267049-0.00711172j 0.0177941+0.00577635j -0.0288694+0.00122613j 0.0339376+0.000853296j 0.0317878-0.00809439j 0.0219054-0.00389141j -0.0415572-0.00144564j -0.0132297+0.00379088j 0.022825+0.00482826j -0.0241565-0.00262898j 0.0118339+0.00733848j -0.00303118+0.00147728j -0.021855+0.000295044j -0.0256773+0.0065624j -0.00307851-0.00531646j -0.014682+0.0033487j -0.00641343-0.00613731j -0.0242474-0.00258912j 0.0202164+0.000238207j 0.0196618+0.00422633j -0.0423518-0.00139662j -0.00149308+0.010023j 0.0023539+0.0072424j 0.0178379+0.000216597j -0.0184296-0.00474468j 0.00879882-0.00487914j 0.00777133-0.0027426j 0.0095458+0.00671613j -0.0192556-0.00165441j 0.0081637+0.0111903j 0.00996458+0.0070316j -0.0070477-0.00238119j 0.00940865+0.00050724j 
0.0132838-0.0348075j -0.0225288+0.00262658j 0.0130852-0.0291655j 0.0319489+0.0167003j 0.0137136-0.00191458j 0.00227704+0.0310797j 0.0257341+0.00988674j 0.00352395-0.000808245j 0.0342499+0.00181958j 0.0186757+0.00729295j -0.0207738+0.0126869j 0.024629-0.00861496j -0.0359124-0.00346441j -0.0725062+0.00278186j -0.078668+0.00235888j 0.0902548+0.00726074j 0.0546974+0.00275356j 0.138079+0.00420445j 0.0553109-0.00427151j 0.256094+0.0136407j 0.175976-0.00207301j 0.132999+0.00132527j 0.365417-0.00314968j 0.0429607-0.00118581j -0.0181591-0.000591272j 0.0123074-0.00622707j -0.229876+0.00755867j 0.244472+0.000263661j 0.044108-0.00166915j -0.0826947+0.00572842j 0.10804-0.00155205j 0.0926468-0.000604146j 0.207335-0.00249444j 0.0197563-0.00186219j -0.126493+0.00360671j 0.0195627+0.000112666j -0.184758+0.00408088j 0.0089284+0.00103016j -0.0517357-0.00226764j 0.0784612+0.00384773j -0.1327-0.00137768j -0.0580338+0.00376841j 0.0554313+0.00115429j 0.118677-0.00349966j 0.0503718-0.00478968j 0.133761-0.00109682j 0.025301+0.00269532j -0.10912-0.000612259j 0.104831+0.00371974j -0.0698601+0.000161427j 0.0978343-0.00550085j 0.0217461-0.00234838j -0.0919178+0.00346788j -0.0180062-0.00405993j 0.00120007+0.000886439j -0.0717454-0.00541012j -0.0173228+0.000976148j 0.033725+0.00641932j -0.0487568+0.00611227j 0.0686517+0.00336623j 0.00687727+0.000537894j 0.0341652-0.00084494j -0.0277072-0.00138008j 0.0270188-0.00622912j 0.010592+0.000431936j 0.0144163+0.00571782j -0.0530231-0.0026768j 0.0146923+0.00202107j 0.010584-0.00405504j 0.028954+3.40118e-05j -0.0202936-0.0059157j 0.0183685-0.00016993j 0.0158104+0.00425891j -0.0233929-0.00307344j 0.0114632+0.00220368j 0.0101332+0.00588698j 0.00983058+0.00258986j -0.0248363-0.000493948j 0.024053-0.00131879j -0.00782612-0.00498968j -0.0134799-0.00353504j 0.0213267-0.000999625j -9.48397e-05-0.00199956j -0.0141428-0.000939013j -0.00892681-0.00337565j -0.0178634-0.00245422j -0.0003295+0.000833513j -0.00804743+0.00632007j -0.000431822+0.00211484j -0.0252541-0.00562436j 0.00512708+0.00059536j 0.0007402+0.0031166j -0.0111172-0.00923339j -0.00279119+0.00111659j -0.000235324+0.00293843j -0.00694195+0.00422901j 0.00886848+0.00221992j 0.00842386-0.000457812j 
-0.0277843+0.0450084j 0.022279+0.0170858j -0.0115899+0.00967076j -0.00831614-0.020789j -0.0364305+0.0160834j 0.000868021-0.0296969j 0.00783501+0.00914906j 0.029555+0.0116187j -0.0154633+0.000528572j -0.0388592-0.0102205j 0.0266251-0.00947811j 0.0737542+0.00786487j -0.0330456+0.0112413j 0.077983-0.00390478j -0.153939+0.00285044j 0.0190804-0.00950457j -0.210233-0.00253891j 0.0256007-0.000322514j -0.139733-0.00317649j 0.300579-0.00647692j 0.167148+0.00936306j -0.0241129-0.00441016j 0.0834817-0.00392393j -0.16451+0.00469184j 0.0957482-0.00588868j 0.0425399+0.0114765j -0.171669-0.00426715j -0.155203-0.00472065j -0.288052-0.00102054j 0.134714-0.00198964j 0.0456448+9.99699e-05j 0.0135278+0.00265556j 0.0422366+0.00151392j -0.0411284+0.00484207j -0.0878603-0.00278664j 0.0589847-0.0013235j -0.140431+0.00331207j -0.0103551+0.000507688j 0.198465-0.00093817j 0.00654913-9.39836e-05j -0.0742806+0.0036759j -0.0840772-0.00108407j -0.0852217-0.000323896j 0.0217506+0.00616532j 0.0627054-0.000999081j 0.0192843+0.00325578j -0.00419059-0.00129082j -0.138203-0.000518644j -0.0106794+0.00360452j -0.112354+0.00113467j -0.0446493-0.00233818j -0.0233185+0.00325971j 0.0114578+0.00249886j 0.0167199-0.000991967j 0.0106074+0.00195812j 0.0342908-0.00318098j 0.107362-0.00189757j -0.0587961+0.00450772j 0.0441599-0.00374153j -0.00765724+0.00228065j -0.0164845+0.00563182j 0.0397443+0.000263169j -0.0526103+0.00425154j 0.00743458+0.00115106j 0.0201-0.00517714j -0.0524175-0.0021302j 0.0373375+0.0107884j -0.0259304-0.000977174j -0.0143117-0.00187958j 0.0361382+0.00585498j -0.0073041-0.00248062j -0.0327147+7.3891e-05j -0.0030554-0.00833837j 0.0324178+0.00475843j -0.0235427-0.00406349j -0.00456461+0.00545564j -0.0405025+0.00128934j 0.0164022+0.00319122j 0.00595742+0.00184395j 0.015826-0.000604931j 0.00699252+0.00108978j 0.024128+0.00159875j -0.00618761+0.00091713j 0.00562536+0.000772556j 0.00295834-0.00242837j -0.0109771+0.0064309j 0.00916079+0.00506719j -0.0173121-0.00374274j 0.0250972-7.59657e-05j -0.0145001-0.00428393j 0.00610308-0.00819566j -0.0260974-0.000933046j -0.00893001+0.00370819j -0.0033766+0.00624425j 0.0256979+0.00937403j -0.0102445-0.00174171j -0.000931153+0.00667055j -0.00521439-0.00462105j 
-0.011945-0.013002j -0.0188787+0.0252516j 0.00653419-0.0216346j 0.0162805+0.000245839j -0.0078461+0.0170967j -0.0230133+0.00714325j 0.0114671+0.00312372j 0.00809839-0.00175705j 0.00663484-0.000606301j -0.00326077+0.00608715j 0.014731+0.0022087j 0.0382077+0.00952696j 0.00275498-0.000972362j -0.0418641-0.00807093j -0.0806915+0.005116j 0.161858+0.00737251j -0.216631+0.00358849j 0.316234+0.00393831j -0.100283-0.00675553j -0.23698-0.00664693j -0.24948+8.44998e-05j -0.0717532-0.00594101j -0.0835666-0.0029566j 0.000550516+0.00307148j 0.304003-0.00132694j 0.114135+0.00433466j 0.00870915+0.00546092j 0.107949-0.00151381j -0.0463151+0.00109072j 0.138297+0.00352129j -0.0824526+0.000725699j 0.1885+0.00594221j 0.255675-0.00402244j 0.00306076-0.0047065j -0.0922225-0.000282049j -0.0367735-0.000664314j 0.0715022+0.00213668j -0.119195+0.000395821j 0.0006473-0.000319025j -0.0459753+0.00578625j 0.0962947-0.00140556j 0.132331-0.00825218j -0.0124222+0.00192216j -0.105774+0.00871148j -0.165366+0.00406894j 0.0194013+0.00429231j 0.144416-0.000399466j -0.0639168-0.00392305j -0.113721-0.00187929j -0.0106487-0.00305381j -0.0224153-0.00192944j -0.115694+0.00176388j 0.0176763+0.00029101j 0.00991617+0.00260189j 0.000334788+0.000173851j -0.115455+0.00372295j 0.00377787-0.00506573j -0.0705569-0.00253199j 0.0248669+0.00681163j 0.013388+0.000828195j 0.0352176-0.00329335j -0.0507032+0.00469707j 0.045124+0.000484521j -0.0631489+0.00831324j 0.0480904-0.00437065j -0.00782934-0.00762848j 0.0345975-0.00875957j -0.0141204-0.00316132j -0.0284005+0.00377827j -0.0272916+0.00705563j 0.0139736+0.00193832j 0.0313538-0.00175061j -0.00353826+0.00348353j -0.00687304+0.00212294j 0.0205922-0.00220622j 0.00301677+0.00194014j 0.00977313+0.00689316j 0.01857+0.00294762j 0.0348469+0.00503534j -0.00173897+0.00077276j 0.0110334+0.00119769j 0.00140737+0.00416698j -0.00854599-0.00075907j -0.00598615-0.00229519j 0.0262755-0.00256376j -0.0204883+0.00298785j 0.00259137+0.000176209j -0.00696851-0.00111571j 0.013537+0.00651196j -0.00253376+0.00196669j 0.0271531+0.00568365j -0.0175404-0.00638534j 0.0028968-0.00233823j -0.00935916+0.00275575j 0.00396004+0.00227029j 0.00745223+0.00469918j -0.00205161-0.000842351j 0.00417347-0.00138711j 
0.0275712-0.00675403j 0.0084649-0.035657j 0.0276516+0.0194032j -0.0196937+0.0270873j 0.00157656-0.0127062j 0.00227686+0.00456189j -0.00431147-0.0341981j 0.0213611+0.0106883j 0.00169643-0.0153378j 0.0491039-0.00799477j 0.0423842-0.00350168j -0.00826587+0.00607231j -0.137707-0.00206754j 0.0808143+0.00228373j 0.0553738+0.0081183j -0.134604-0.00453632j -0.119367-0.00317522j 0.0329881-0.00649781j -0.186791+0.00532408j -0.0518435+0.000685512j 0.0969531+0.00504765j -0.448166+0.008035j 0.228593+0.00242285j -0.110201+0.003888j 0.0950436+0.00635094j -0.0191164+0.00799407j 0.0506114+0.00053844j 0.31129-0.00352815j 0.0134153+0.00186588j -0.0451541+0.000264917j -0.0757216+0.00148176j 0.0551549-0.00476104j -0.0531556+0.00374438j 0.0522716-0.000562158j -0.0081414-0.000659461j 0.172765-0.0011469j 0.00928752+0.00147997j -0.0496132-0.00302093j 0.12225-0.00325322j -0.0915091+0.0029904j 0.0146896+0.000920906j 0.099771+0.00538443j -0.259206-0.000774326j 0.00283093-0.00270858j 0.10481-0.0023666j -0.0236894+0.00236782j 0.0207814-0.00043957j 0.0253717-0.00196808j 0.0171718+0.00334643j -0.0460043+0.00109722j 0.06148-0.003908j -0.0272834-0.0013713j 0.129755-0.00145235j -0.0788097-0.000101965j 0.0193743-0.000147502j -0.0411734-0.00193352j -0.0392946+0.00320811j -0.0136175+0.00175362j 0.0256274-0.00068167j -0.0373252+1.97678e-05j 0.0641562+0.0016558j 0.0225529+0.000496821j -0.0441658-0.00166j 0.0282564-0.000587257j -0.0435929-0.0025593j 0.0174139+3.33177e-05j 0.0432035+0.00380034j 0.0233262-0.00163543j -0.0132343-0.00463939j -0.00973871+0.00154718j 0.00997666+0.00136671j 0.00411665+0.00319555j 0.0140148-0.00637948j 0.00671273-0.00688428j -0.0387623-0.000877995j -0.0378024-0.00292242j -0.0233561+0.000498362j -0.00777157+0.00319794j -0.00623226-0.00421049j 0.00653231+0.00172325j -0.00184736+0.000977866j -0.00902723-0.000825778j -0.00366329-0.000111594j 0.00524631-0.000271565j 0.00399249-0.00414035j -0.0256497-0.00455091j -0.0121251-0.00390375j -0.0183781-0.00354761j 0.00543163+0.00612199j 0.0326219+0.00351859j 0.00913583+0.000637958j 0.0073751+0.0050188j 0.0196386+0.00491035j 0.00317329+0.00142749j -0.00487986-0.00372159j -0.00487118+0.00210875j 0.00441015+0.000114842j -0.000842163+0.00375438j 
0.0262101-0.00774537j 0.00277841-0.0302185j 0.00288547+0.00614977j 0.00465145+0.0099968j -0.0162557-0.0223416j 0.00765223+0.0117609j -0.0181158-0.0132419j 0.0412358+0.0114551j 0.0375584-0.00478802j -0.00748277-0.00841631j 0.0711668-0.00133488j 0.0297176+0.0124105j -0.140867-0.00090487j 0.144696+0.00457128j -0.303483-0.00139479j 0.0317213-0.00781774j -0.0556971-0.00110069j -0.0146908-0.00491756j 0.355297+0.00449323j -0.186445-0.00523724j -0.0299447+0.00877753j 0.0587495-0.000636017j -0.0560769+0.00144988j 0.0262748+0.00213956j -0.126472+0.00198237j 0.0166991+0.00335092j -0.0380055+0.00166836j -0.0381765+0.00111707j -0.359208+0.00962789j 0.0897803+0.001344j 0.18055-2.26451e-05j 0.238693+0.00211481j 0.00711784+0.0064311j 0.0177296-0.000774701j 0.0436598-0.00122787j 0.0204351-0.00152008j 0.136533-0.000496918j 0.0410982-0.00480974j -0.0736213-0.00155796j -0.0360379-0.000546311j 0.00304727+0.00103572j -0.0959449-0.00429629j 0.14616+0.00227746j 0.0813214+0.00280548j 0.0521281-0.00132052j -0.110063+0.00238166j 0.160295+0.00180125j -0.0146536-0.00304967j 0.0628112-0.00313947j -0.0107471-0.00246059j -0.0717445-0.001774j -0.0355231+0.00592545j 0.0315054+0.00368174j -0.0455859+0.0128125j 0.0726766+0.000306282j 0.0141826+0.000664032j -0.0087589+0.00731257j 0.0122835-0.00509771j 0.0132762+0.00308853j 0.0136043-0.00203091j 0.0951571-0.00463059j 0.0430393+0.000709289j 0.0207992-0.0104615j -0.015481+0.00393461j -0.00400858-0.00621304j 0.00521947-0.00381212j -0.000799762+0.00772375j -0.0147601+0.00367077j 0.0148389+0.00114523j -0.0130269-0.00643868j 0.0119015+0.00408817j 0.0170736+0.00089579j -0.0218061+0.00317005j -0.00519074+0.00272416j -0.0211838-0.00617679j -0.0414985-0.00310135j -0.0384193+0.00379319j -0.0324342+0.00165521j -0.0266322+0.000543787j 0.0221921-0.000671514j -0.0226288+0.00158598j 0.00215743-0.00654154j 0.00331461-0.00325243j -0.000251815+0.000819054j 0.0370552+0.00426553j -0.0102586-0.0018935j -0.0403814+0.000936699j -0.0319838-0.00289727j -0.00620323-0.000342658j -0.00135683-5.47721e-05j 0.00648894-0.00170307j 0.0207618+0.00991793j 0.0105624+0.0106812j -0.0145062+0.000416008j 0.000916025+0.000444666j -0.0127389+0.00593089j 0.00182254+0.00278039j 0.0119067+0.00980479j 
0.000580934+0.0221296j 0.0211258-0.0086017j -0.0141794+0.0151317j -0.00843835-0.0101065j 0.00715171-0.0113774j -0.00187801-0.0208134j -0.0105773+0.00122244j -0.00657002-0.00713736j -0.0165104+0.00282148j -0.0333669-0.00242341j -0.0613803-0.00390458j 0.00689738+0.00700526j 0.144064+0.00157717j 0.0348745-0.00154463j -0.0985453-0.00792915j 0.276766+0.000711403j 0.241003+0.00260771j 0.0517065+0.0017047j -0.148623+0.00204533j -0.330004-0.0116364j 0.328289-0.00392629j -0.0197888-0.00312713j 0.231798-0.00143167j -0.0132177-6.60267e-05j -0.0300829+0.00336845j -0.131964+0.000340609j 0.115009-0.00574846j 0.0454448+0.00337771j -0.00711305+0.00152833j 0.103749-0.00205152j -0.18124+0.00245198j 0.0500402+0.00105797j 0.27303-0.00429675j -0.0517244-0.00237923j 0.0102925-0.00209226j -0.157325-0.00144807j -0.0625827-0.000193607j 0.242656-0.00252271j 0.0495565+0.00186067j 0.121674-0.00332986j 0.00431404-0.00112134j 0.110501-0.00599839j -0.0116915+0.00078884j -0.00148691+0.0025613j 0.0176569-0.000733946j 0.0523774+4.4004e-06j 0.0342096-0.00395915j 0.0813429-0.00375013j 0.099561-0.00454388j 0.100598-0.00388142j -0.0635732+0.00399658j -0.0214436+0.00286817j -0.0867942-0.00215355j -0.0353249+0.00392993j 0.00127295-0.000672929j 0.0701567+0.00662763j 0.0179319+0.00286526j 0.051654-0.00351641j -0.0455699-0.000497148j 0.0453528-0.00522497j -0.0113167-0.00278153j -0.000142793+0.00263938j 0.0238469+0.000625784j -0.0558943+0.00212798j -0.0257311-0.00194306j -0.0286241+0.000279685j -0.00195664-0.000656635j -0.0345574+0.00243063j -0.00933829+0.00401531j -0.00790307-0.00440459j -0.0158795+0.00182236j -0.0124571-0.0010616j -0.00316644+0.00141492j -0.00961398+0.00905191j -0.00464473-4.91727e-05j -0.00301388-0.000838737j 0.00317626-0.00115593j -0.00707855+0.000429744j -0.0148367+0.00329695j 0.000333743+0.000130465j 0.0119319-0.000878643j -0.00614395+0.00113618j -0.00187177-0.0011108j 0.00804436+0.00130949j 0.010056+0.00721423j 0.0419297+0.00551282j -0.00519433-0.0031647j 0.00608718-0.000303518j -0.0186803-0.00627733j -0.0115208-0.000380916j -0.0221511-0.000707883j -0.0057331-0.00233282j 0.00329264+0.000137735j 0.0104283+0.0015735j -0.00210909-0.00240822j -0.00618517-0.00415094j 0.00418377+0.00481785j -0.00125507-0.000552785j 
0.0195249+0.00566276j 0.010594-0.0163781j 0.0195963+0.00940984j -0.000678881+0.0180425j 0.0097834-0.00903806j -0.0232852-0.00309395j 0.0177617-0.0136231j -0.0100328-0.00945651j -0.0506898-0.0065876j -0.055023-1.15275e-05j -0.316223-0.00772505j -0.0686291+0.00501335j 0.143401-0.000600514j -0.247972-0.00997222j -0.247752+0.000215109j -0.234775+0.00327212j -0.0394089+0.00741422j 0.0321963+0.000700291j -0.0136302+0.00191203j -0.00560846-0.00807677j -0.12797+0.00402021j -0.00898934-0.00164043j -0.0196799+0.00059462j -0.353552+0.0037609j 0.0337032+0.00365804j -0.00875963+0.00353928j 0.00542566+0.00117993j -0.0958898+0.00551372j 0.28336+0.00115596j 0.199074+0.0016172j 0.134166-0.0010457j 0.00654713+0.00289146j -0.00933013-0.00459178j -0.209375-0.00227134j -0.034383+0.00164296j 0.155145-0.00289687j 0.00828754+0.00494057j -0.104832-0.0043261j -0.112096+0.001518j 0.16345+0.00190355j -0.163388-0.00168067j 0.0810703-0.00351898j 0.106439+0.000523015j 0.00417207+0.00294621j 0.0178958-0.00211834j 0.0507599+0.00344127j 0.0857723-0.00667331j -0.0310114-0.00893346j 0.0320065-0.00068284j 0.0482478-0.00459105j -0.0276737-0.000798131j -0.079319-0.000783391j -0.0617831-0.000651125j -0.0457658+0.0035354j 0.0419749-0.0015351j 0.086926+0.00298246j 0.00387644+0.00808268j 0.0142054+0.00519471j -0.0452548+0.00597454j 0.0780246-0.00609005j -0.00392461-0.00179861j 0.00419541+0.0040846j 0.00118411+0.00204065j -0.0193275+0.00450427j -0.0309146-0.00466617j -0.0661102+0.00452496j 0.0785807-0.00453894j 0.00539424-4.53585e-05j 0.0118945-0.00167669j 0.0394759-0.00556988j 0.0284528-0.00141399j 0.00181545-0.00447567j -0.00441583+0.00925377j -0.0185006+0.00949612j -0.00204374-0.00269972j -0.000410807+0.000588499j 0.0316002+0.000659061j -0.0343789-0.00253046j -0.0208317+0.00391363j -0.0241446-0.000323524j 0.00185306+0.000431975j -0.000601159+0.00136341j -0.0316642-0.00460892j 0.00141726+0.00185903j -0.0024891+0.00522816j -0.00661088+0.00273105j 0.00986167-0.0059557j -0.00278555+0.00365845j -0.0221026-0.00682219j -0.0220034-0.000163564j -0.0155581+0.00157288j -0.00863823-0.00378711j 0.0145754-0.0045335j 0.0156841+0.00472411j -0.00764457-0.00485382j -0.00412878-0.00177183j 0.0171437+0.00957049j 0.00185323-0.00461928j 
