0.104273+0.0869115j -0.0667891-0.051206j 0.0276+0.105612j -0.00647162-0.0934366j -0.0243645-0.0350453j -0.0156328-0.0312964j 0.0023029+0.0607061j -0.0262693+0.0646772j -0.0204336-0.0104279j -0.00736362-0.0169429j -0.0101897+0.00615365j -0.00685501-0.0174172j 0.0179388+0.0209006j 0.0196271+0.0453695j 0.013432+0.00655906j 0.0145116+0.00520054j -0.0175817-0.00355587j -0.00555114-0.0323238j -0.00345477-0.0287288j -0.0155017-0.00614881j 0.0215795-0.0155088j -0.034437-0.00389235j -0.0163298+0.00924537j 0.00243935+0.0155485j -5.7243e-05-0.00435264j 0.0100368+0.00775905j -0.000810308+0.0220528j 0.0224861+0.00271443j 0.0172217-0.00855546j 0.00675805-0.0152018j -0.0140173-0.0275044j 0.000647951+0.0155051j 0.0191811+0.00280929j 0.000199802+0.022288j -0.0134178+0.0461423j -0.0142163+0.00381336j 0.0107291+0.00653824j -0.00643775+0.00676626j 0.0208853-0.0389571j -0.0255422+0.0246614j -0.0126642-0.0108743j -0.00381833+0.0423926j -0.00108264+0.00463225j 0.0204609+0.0178953j 0.0130488+0.00581166j 0.000835815-0.000783552j -0.00297779+0.0265697j 0.0289302+0.000707466j 0.0187568+0.0335166j -0.0166312-0.00226502j 0.00184209-0.0128558j 0.0030705+0.0104632j -0.0168405-0.00132013j 0.00867741-0.0148349j -0.0397929-0.0078008j 0.0455539-0.0271503j 0.0114459-0.0104155j 0.0116623+0.0128414j 0.0278854+0.00972565j 0.0291494+0.00607687j 0.0306947+0.0354272j 0.00864348+0.0664784j -0.0295808-0.0166307j 0.0136122-0.0392596j 0.0589057-0.00236097j -0.013708+0.114797j -0.0463412+0.0405921j 0.0952749+0.0547535j -0.405057-0.17057j -0.0614655+0.317604j 0.0131064-0.0784113j -0.168833+0.128696j 
-0.0115341+0.0188417j 0.0232606+0.0274244j 0.0243775-0.0688687j -0.0316319+0.0331156j 0.0223622+0.0857995j -0.00313752+0.13993j -0.0244674-0.0148442j -0.016251+0.0317872j -0.048506+0.0693267j -0.0868121-0.110215j 0.00978891+0.0193581j 0.0787257-0.0234208j -0.0642016+0.118739j 0.075506-0.113615j 0.0353094+0.0148673j -0.0927182+0.0781698j -0.0296439-0.0249323j -0.100733-0.0285469j 0.0413218+0.0500984j 0.00149801-0.00196293j 0.0527107-0.025294j -0.0765418-0.0063266j -0.090416-0.00749222j 0.012023+0.0485959j 0.00406228+0.0720312j -0.0466805-0.0049812j 0.0562155-0.0468045j 0.0171726-0.0801079j -0.0835292+0.0948586j -0.007455-0.0187013j 0.0185286-0.0240905j -0.0995959+0.124646j -0.0501763+0.000240751j -0.103979+0.0203186j -0.0048137-0.00178619j -0.016791-0.0804716j 0.144394-0.0473921j -0.0702744-0.0531284j 0.000108592+0.000916482j -0.0110688+0.00441369j 0.049912-0.0656899j -0.0908869-0.096784j 0.203191-0.114226j -0.0787999-0.100442j 0.0639799+0.0234533j -0.0486156-0.010607j -0.00765116+0.126218j 0.0780506-0.0629894j 0.0169897+0.103578j 0.0362453-0.00116889j -0.149335-0.0511292j -0.0622693+0.103506j -0.0475754-0.100248j -0.03547-0.00357737j 0.0431917-0.0219107j 0.00775438+0.057388j -0.0662042+0.113468j 0.00751508+0.0605901j 0.00988307-0.0688923j -0.0728501+0.0377822j 0.00955954+0.0758099j -0.00500254-0.0306807j -0.0152398-0.0374507j 0.0830689+0.038541j 0.0116685-0.0514129j -0.00743068-0.0403164j 0.0213743-0.0634338j -0.0269006+0.00916783j 0.00282275-0.0329857j 0.0266881+0.063761j -0.0122702-0.0426809j 0.0141431+0.0187347j 
0.0329514-0.00683002j -0.00631767-0.0036679j 0.00137147+0.0606682j 0.0316798-0.0193506j 0.0434964-0.0893745j 0.0736771+0.0386425j 0.115342-0.0893522j -0.120811-0.0236124j 0.0304202-0.0734955j 0.0494814+0.0473635j 0.0193115-0.0362231j -0.166351+0.0480694j 0.0578292-0.122396j -0.0153326+0.00688035j -0.0369571+0.0780623j 0.126925-0.0298226j 0.0348027-0.0718247j -0.140769+0.0474739j -0.0208018+0.0765882j 0.0604018-0.0379664j -0.00407636+0.00583226j 0.0262369-0.0703707j 0.0877406+0.105541j -0.0528542-0.0690756j 0.0619139+0.0284322j 0.048301-0.0237444j -0.00937383+0.0635081j 0.0142318-0.116116j 0.0324369-0.0863192j 0.0904307-0.0119597j 0.0285097-0.00479094j 0.0342267-0.0467947j -0.0596946+0.0599461j -0.0036966-0.0228018j -0.0713466+0.0679997j -0.0634968+0.0459801j 0.0177442-0.0251001j -0.116839+0.0626896j -0.0027829-0.0225455j -0.111812+0.021927j 0.0148493-0.0212211j -0.055195-0.123536j 0.0391292-0.132535j -0.0475068-0.0939843j 0.0147809-0.00261904j -0.0160954+0.01435j -0.0385051+0.0469826j 0.107554+0.000534615j -0.00974076-0.0409231j 0.0482237-0.0869301j -0.0763386+0.0419644j -0.0436039+0.0789702j -0.00142363+0.0836452j -0.0284701-0.0307476j -0.0322247+0.0131249j 0.023308+0.0180817j 0.12688+0.0566676j -0.0460052-0.0148175j -0.0143869-0.058864j -0.0499567+0.108347j -0.0557929+0.0253976j -0.0278888-0.014797j -0.0149667+0.0207418j -0.0077437-0.0201019j 0.0395766-0.00818105j -0.0390555+0.0107092j 0.0539012-0.0168079j 0.0124059-0.0362406j 0.0141238+0.0302698j 0.00265035-0.0180613j 0.0081597+0.0143948j 0.000108429-0.041815j 
0.0016627-0.0223383j 0.00216378+0.00790662j -0.0748825-0.0407037j 0.0135074+0.0774101j -0.044615-0.00303421j -0.119896-0.0881178j -0.0192684+0.0301366j 0.0839002-0.0342812j 0.0051408-0.0113796j -0.012982+0.0188079j -0.11346+0.0122763j 0.0311103-0.106649j -0.103069+0.0203595j -0.125856+0.0197408j 0.0423837+0.0511478j 0.0661336+0.0192706j -0.0939708-0.0339025j 0.135908-0.0622601j -0.0540958-0.0395148j -0.0430735+0.0715157j 0.0677092+0.00186267j -0.0560932-0.016902j -0.0632433+0.0643615j 0.0112033-0.0429878j -0.0239687-0.0176111j -0.0496891-0.094759j -0.00665955+0.0353832j 0.0289405-0.0387875j -0.0889476-0.0540529j -0.0198631+0.0178188j 0.00333909+0.0161611j -0.0917967-0.0491563j -0.0908024+0.118474j 0.0543083-0.0853213j -0.011458-0.0064603j -0.0546709+0.021968j -0.0417911+0.0600481j -0.00824189-0.0200708j 0.115897-0.0244473j -0.0153848+0.00339902j -0.0409757+0.00894793j -0.134776-0.0127283j -0.0474531-0.0825125j -0.0129643-0.0683412j -0.155162-0.0271958j 0.00206139+0.0968801j -0.00430257+0.142169j 0.116011-0.0534153j 0.0424181-0.0378789j -0.0716062-0.0427973j 0.0163038-0.134039j -0.0651364+0.0707074j 0.0149869-0.0347028j -0.025475-0.0256398j -0.101741+0.0119411j -0.113463+0.047545j -0.0771212+0.0908449j -0.0934552+0.159704j 0.0644005-0.0783521j 0.00180653+0.0591363j 0.0576605+0.014007j 0.051228-0.0239008j 0.00414698+0.0236507j -0.0448489-0.0396059j 0.0178599-0.0276204j 0.000837448+0.0189133j 0.0612097+0.0424076j -0.00606959-0.0265282j -0.0340444-0.00357397j -0.00236205+0.0117354j -0.000362129+0.0373723j -0.00624483-0.00795598j 
-0.0476039-0.0100985j 0.00414618-0.0157639j -0.0206944+0.0548617j -0.0685726-0.0319377j 0.0750248-0.0505746j -0.0325563-0.0517016j -0.066465+0.0563019j -0.0738359+0.0755446j -0.103002-0.0446963j -0.0742615-0.104361j -0.00931646+0.015294j 0.0490188-0.0811042j 0.0621776-0.0123656j 0.00647407+0.0140022j 0.0175612-0.118752j 0.0126948-0.0367723j -0.0149731+0.0834738j -0.00573072+0.000523984j -0.0293792+0.0694275j 0.00804631-0.0820645j -0.0519738+0.0306704j 0.0316781+0.0478564j -0.0798731+0.0523952j 0.000782703-0.0332058j 0.0341451+0.0197549j 0.0537848-0.0168924j -0.0347339-0.0118336j 0.0475369+0.0359271j 0.0117698-0.00463502j 0.00880326+0.0526184j 0.00926444+0.0197827j -0.0415777+0.0241052j -0.0126687-0.0615199j 0.0829326-0.0416866j 0.0340338-0.0748461j -0.0719357+0.00238153j 0.0243569-0.060587j -0.0495607+0.0864729j 0.0362999+0.0519554j 0.0538246+0.0323723j -0.0326521-0.0367477j -0.107576-0.0910687j 0.05224+0.0729045j 0.0325888-0.0738551j -0.0228987+0.0486853j 0.063169-0.0558614j 0.0302469-0.0705521j 0.0756905-0.0609232j -0.059545+0.0388101j -0.0792612+0.130141j -0.0319937+0.0389649j -0.0249758-0.0718739j -0.047024-0.0477771j -0.109142-0.0346453j 0.0586765+0.0419618j 0.00937014-0.0829484j -0.0238933+0.106598j 0.062268+0.0165714j -0.0804544+0.0660131j 0.0225093-0.0554264j 0.094095-0.0150344j 0.0434518-0.0493867j -0.0468867-0.0267399j 0.0167649-0.0247375j 0.0254098+0.0296154j -0.0289199-0.0168645j -0.0489336+0.0485562j -0.0194726+0.00539172j 0.0422295+0.002895j -0.0084817-0.0739308j -0.0139987+0.00345907j 0.0107248-0.00106226j 
7.22477e-06+0.020519j -0.0157619-0.021889j -0.0173273+0.0474281j 0.0455754-0.0184596j -0.0449386+0.119836j 0.00169366-0.115664j -0.146705+0.0136128j -0.0237182+0.0334917j -0.0484357-0.0542356j 0.0661242+0.0400931j 0.0849288+0.154501j -0.00309295+0.011407j 0.00274636+0.118708j 0.0105985+0.0538696j -0.0619533+0.0851063j -0.0922745+0.0516395j -0.0612727-0.0243652j -0.014451+0.0160519j 0.0122488-0.161646j -0.0234296-0.0480419j 0.0436356-0.0470284j -0.0309524+0.003829j -0.00361451-0.0875045j -0.00496719-0.00385698j -0.0333202-0.0170434j -0.0648108-0.0407524j 0.0813613-0.0271599j -0.13291+0.0788625j -0.0861945+0.0195723j -0.0399662-0.0126279j -0.0130487+0.0844928j -0.0115064+0.0482478j -0.057718+0.0497903j -0.0470098+0.0933846j 0.0740395+0.075932j -0.00267517-0.0348421j 0.0543491-0.0410155j -0.0453977+0.139495j -0.108094+0.0449241j 0.00448514-0.0305237j 0.0275036-0.0773138j -0.0317336-0.133642j -0.0767217+0.0250869j -0.0610194+0.010643j -0.0546275+0.053093j 0.0215791-0.0423636j 0.0018838-0.03212j -0.0188923+0.0366181j -0.109849-0.00929088j 0.0256507-0.00997419j -0.0826342+0.0110518j 0.0615259+0.00686731j 0.0631714+0.0373067j 0.0226839+0.0307674j 0.0217838+0.0309859j 0.00581671+0.076552j 0.0648494+0.00637281j -0.115055-0.0815894j -0.0492583+0.0445187j 0.00521695+0.00809658j 0.00711005-0.00779755j 0.0553344-0.00830565j -0.0220832+0.0375149j -0.0142006-0.0654036j -0.0135741-0.0091242j 0.0527732+0.0297302j 0.0237402-0.0117861j 0.0446859+0.0172286j -0.0453279+0.0487942j -0.00542545-0.0108772j 0.0256672-0.0230203j 0.0125261-0.00324j 
-0.0226067-0.0180277j -0.0418343-0.0143452j 0.00657484+0.0234072j -0.017286+0.0608424j -0.045249+0.0118876j -0.0144889+0.0413285j -0.0253788+0.033925j 0.0463543+0.0156078j -0.00961528+0.0712803j -0.0561733+0.0346187j 0.022534+0.0399912j 0.167669-0.00813534j -0.0935252+0.00127129j 0.0369827-0.0811806j -0.105713+0.0751982j -0.0477292+0.0597705j -0.0699245+0.0261926j 0.0555785-0.0090214j 0.0295547-0.0833544j 0.0707392-0.0622584j 0.0599398+0.0506161j 0.00238254-0.0860708j -0.011347-0.0163105j -0.011325-0.0276089j 0.0926805-0.0182452j -0.00232667+0.0439998j -0.0700232-0.0829342j -0.122242+0.0329421j 0.00438594-0.0590109j -0.0383833+0.00230006j -0.0296487+0.00702348j 0.0935435-0.134463j 0.0163332-0.145513j 0.030498+0.00826807j -0.00144279-0.0206048j 0.0216437-0.0254135j -0.101993-0.0273042j 0.0305916-0.043715j -0.10842+0.0273684j -0.0454125+0.0694978j -0.0305919-1.62082e-05j -0.0192525+0.07798j 0.000955951-0.00447162j -0.077926-0.0201116j 0.0555061-0.0111415j -0.0454511-0.0171995j -0.0592918-0.0193199j 0.0714111+0.0473913j 0.052534+0.0719346j -0.105522-0.181145j 0.117382+0.113286j -0.0227903+0.035705j 0.0556209-0.0983204j -0.0360276+0.0758103j 0.0682195-0.0433713j -0.0273396-0.148065j 0.0040568-0.0906961j 0.0377279-0.0439669j 0.120462-0.0340445j -0.077758-0.0251476j 0.0376631+0.074838j 0.0788091+0.0538655j -0.0366148-0.0202678j 0.0204163+0.0440526j 0.0250713+0.0258274j -0.000294443+0.041876j -0.0173697+0.0348666j -0.0529295-0.0196961j -0.0136769+0.0142912j 0.0135255-0.0119583j 0.00454209+0.0422738j 0.0212868-0.0235914j 
-0.0328232+0.00157672j 0.000199099-0.0730473j 0.0477587+0.136856j 0.110488-0.0799723j 0.0409055-0.0232653j -0.0270317-0.120476j -0.0154458-0.169425j -0.196138+0.0847703j 0.037956-0.0535805j -0.0181109+0.025144j 0.0446814+0.0611778j -0.0378944-0.0473794j 0.00871617-0.0367017j 0.102779+0.0529081j -0.0786301-0.0332439j 0.0914359+0.0601881j -0.0425679+0.0042061j 0.00762522-0.0110246j -0.0179697-0.0344815j -0.0895845+0.018604j 0.0484851-0.0423112j -0.0528974+0.00527323j -0.0389225+0.0190697j -0.0498676+0.00979006j -0.0539026+0.0254401j 0.0093786+0.0553279j -0.0215219+0.00359945j 0.108988+0.0140445j -0.063636+0.0427091j -0.0288958+0.0179021j 0.073859+0.0795482j -0.00712565+0.0243172j -0.000389722+0.027749j 0.00784636-0.0110571j 0.00860332-0.0243385j 0.0685631-0.0162908j -0.0215742+0.0538757j 0.0321387+0.0255065j 0.0618249-0.0213458j -0.110019-0.0641726j 0.00479677+0.0108746j -0.113899-0.014439j 0.0690156+0.0392521j -0.0390095-0.00880124j -0.0371708+0.0659735j -0.0215377-0.0351194j -0.127841-0.0136677j -0.0097024+0.0794611j -0.0627481-0.00366897j 0.0281244+0.0501474j 0.092356+0.0188682j -0.105689-0.0604202j 0.0281886-0.00870928j 0.00287711-0.00603331j -0.0290015+0.0427059j -0.054799-0.00876531j -0.0213149+0.0480512j -0.0766063-0.00372552j 0.0446633+0.035941j -0.0423496-0.0204993j 0.0582485+0.000648536j -0.00942623+0.0465007j -0.0489025-0.0151709j 0.000289023+0.0315382j 0.0576721+0.031225j -0.0152881+0.136389j 0.0835983+0.0596321j -0.0120078+0.0525969j -0.0280496-0.0142872j 0.0866377-0.101501j 0.0283578-0.00384292j 0.0397682-0.0435452j 
0.0258224-0.0204422j -0.016915-0.0417843j 0.10319+0.00123125j 0.0194379+0.016624j 0.123573-0.0845174j -0.0452944-0.074442j 0.0906294+0.00624858j 0.131107-0.0826177j 0.00786478+0.0129791j -0.0175714+0.0611639j -0.0501526-0.0143776j -0.0150962+0.144716j 0.00085266-0.117788j -0.00912336-0.00799155j -0.053003+0.129837j -0.0810517-0.0164982j 0.00118674+0.039922j 0.0537658-0.0012951j -0.0130308+0.00259878j 0.103883+0.0710472j 0.0687233+0.0686113j -0.0785803+0.089835j 0.0339123+0.0135368j 0.0456994+0.0169897j -0.0123416+0.0924647j -0.0390351-0.0546171j -0.0431132+0.0618127j -0.043402-0.110162j 0.0207516-0.0690579j -0.0286702-0.00360357j -0.0316872-0.0547787j -0.0456922+0.0431547j 0.0539276+0.00715056j -0.0647005+0.0214962j -0.0260218+0.0961662j -0.0103677+0.027916j 0.102832-0.0865848j 0.0332145+0.0155469j -0.0522189-0.00853474j -0.0761356+0.0147129j -0.0188932+0.00447984j 0.0357632-0.00974468j -0.00633505-0.017877j 0.00392633-0.0642197j -0.00918523+0.0323791j 0.00329269-0.0379206j -0.0184071-0.105619j -0.0897789+0.135093j -0.0366454+0.109605j 0.0545317+0.103021j -0.0482379-0.0128732j -0.00829706-0.0296154j -0.0435423+0.0875239j -0.0652913+0.0819145j 0.0267586+0.0200292j 0.118821-0.0302163j 0.0225076+0.0244017j -0.0462488-0.0468428j 0.0110708+0.064203j 0.0680144-0.0587559j 0.000851108-0.038207j -0.00731135+0.0194051j 0.0361207-0.0126672j 0.0504672-0.0167772j -0.0101993-0.0347047j -0.0199402+0.0407189j 0.0112011-0.0306613j 0.0124198+0.0481182j -0.0332992-0.0938478j 0.0455558+0.0175047j -0.0149373+0.0439106j -0.0202603+0.00378173j 
0.00277439-0.0208708j -0.0200711-0.0357481j 0.0226316-0.00863787j -0.0422462-0.0200995j -0.0129259+0.0346515j -0.0509857-0.0727891j 0.0188318-0.00788616j -0.0227242-0.173613j 0.078604+0.0135779j -0.00263668-0.0505509j 0.0543934-0.0687091j -0.141304+0.0107061j -0.0252202+0.0872602j 0.0297114-0.0280771j 0.0658065-0.102502j 0.00837711-0.049045j -0.0771907+0.103141j -0.0412467+0.105944j -0.0159978+0.0756607j -0.0854849-0.0157233j -0.0238728-0.0296621j -0.0983163+0.0856047j 0.022996-0.0211904j -0.087058+0.019124j -0.0451238+0.0677703j -0.00146022+0.0593145j -0.0183091+0.0140885j 0.0205912+0.0180671j 0.0300152-0.0597476j 0.0130855-0.0566181j 0.114426-0.0725887j 0.0215487-0.0396679j 0.02141-0.0234246j -0.00381539+0.0210342j 0.0464541-0.0381711j 0.00730668+0.00859953j 0.00100948+0.00779261j 0.0620982+0.134296j -0.0222139+0.0180867j -0.0155137+0.0399572j -0.0624495+0.0578103j -0.038801+0.0157729j 0.0512008+0.103741j -0.0707526-0.0126289j -0.0494681-0.0382089j 0.0299909-0.0291562j -0.0475164-0.0101524j 0.00225567+0.0105464j -0.043024+0.0866294j -0.11271-0.0733384j -0.0125756-0.0447206j -0.0657742+0.00121096j -0.00731683-0.0594804j 0.0516558+0.0455595j -0.0154246-0.00089583j 0.0453415-0.056994j -0.0273954-0.0925031j -0.027625+0.0116974j -0.0645143-0.0243604j -0.0387239+0.0320827j 0.0451869-0.0770252j 0.067703+0.0178168j 0.0171716+0.0393331j -0.0892351-0.0618166j -0.00680581-0.0155606j -0.0450398-0.0402981j 0.0281774+0.0200971j -0.0454482-0.0211417j -0.00547725-0.0613718j 0.0211733+0.0539552j -0.0189733+0.0348612j -0.00689512-0.0102209j 
0.0476639+0.0486457j -0.0208529-0.0540247j 0.0709403-0.0976144j -0.0728848-0.092995j -0.0282347+0.019326j 0.0913982+0.026053j -0.0596993-0.0630835j -0.0678576-0.028636j 0.101168+0.0302593j -0.00228119+0.0228758j 0.052185-0.0381658j 0.0521414-0.0718038j 0.0442848-0.0357764j -0.0496445-0.0236775j -0.0317769-0.0624232j -0.0158195-0.0535312j -0.0638564+0.00226371j -0.0576365+0.0534514j -0.0447627+0.0181075j 0.0550114-0.00311431j 0.0692431+0.0630672j -0.0463268-0.0258232j -0.054465-0.0292823j 0.0939169-0.0856475j -5.58055e-05-0.0280463j -0.00474882-0.0453881j -0.0269602-0.0277932j -0.0604646+0.0515255j 0.0469411-0.00965564j 0.0120609+0.0445684j -0.0818724+0.0386108j -0.0403104-0.0527568j -0.117308-0.0361992j -0.090647-0.0668116j 0.0242668-0.085565j -0.088687+0.0129132j 0.0583262-0.0334888j -0.0741012+0.0360857j -0.0696348+0.0680632j -0.0137337-0.044372j -0.0337722-0.0259284j 0.0559644-0.0857745j 0.00976746+0.00712934j -0.0942948-0.12908j 0.0416678-0.0758512j -0.025582-0.08275j 0.0696882-0.00263144j -0.092768-0.126594j -0.0578953+0.0214736j 0.0167929+0.0335824j -0.00079397-0.0682588j 0.0838856-0.0344684j 0.0787537-0.128355j 0.0640034-0.0292241j -0.00346772-0.0968141j 0.0360196+0.0120741j 0.0126338+0.084073j -0.00301438-0.087197j -0.0380698-0.0338599j 0.017767-0.0273618j -0.0719153-0.0380588j 0.041259+0.0224396j -0.0378649+0.0144898j -0.0196309-0.033453j 0.020831-0.0233529j 0.00193021-0.0282416j -0.00914523-0.0081312j -0.103468+0.0168928j -0.00437331-0.0485642j 0.080042+0.0474234j -0.0342094+0.0236903j 0.0130496-0.0160251j 
-0.000497374+0.0247409j 0.0349388+0.0240848j -0.00699897+0.0283149j 0.129279+0.00585309j 0.0723266-0.0751307j -0.158946-0.102758j 0.00258362+0.11254j -0.033953+0.0267955j -0.013964-0.138611j 0.0129044-0.0306955j 0.0912639+0.0774677j -0.0893073+0.0573456j -0.0112732+0.0440298j -0.0440507-0.0230679j 0.000702035-0.0377551j 0.0765005-0.0758835j 0.0411485-0.0323929j -0.0501634+0.001043j -0.00314468-0.0318216j 0.0165411-0.0826008j -0.0192609-0.0106689j -0.0956236-0.0206572j 0.0846967+0.0280106j -0.0649432+0.032478j 0.0841501+0.041848j 0.0610541+0.0139507j -0.0406142-0.0418948j -0.0296811-0.0283347j 0.00829451+0.0114675j 0.0494335-0.00058955j 0.016204-0.0852537j 0.0186869+0.0092056j -0.0841947-0.0147227j -0.0254467+0.0213827j 0.0247975+0.136388j 0.0026535-0.0840803j 0.0152438+0.0581598j -0.00511972+0.0627207j -0.080033-0.0695988j -0.0439043+0.018651j -0.0363834-0.117379j -0.028043-0.0841698j 0.00478136-0.128245j -0.0331206-0.00642113j 0.0947206+0.0207492j -0.0365826+0.0892383j -0.0336182+0.00198119j -0.0404232-0.101495j -0.0293944-0.102658j -0.110536-0.0494694j 0.0708891+0.0851443j 0.0143254+0.0500919j 0.129279-0.213019j -0.0638966+0.0452771j -0.123085-0.0397587j 0.0385418+0.0100096j -0.0859647+0.0486878j 0.0646294+0.0164388j 0.0285894+0.00686133j -0.0235262+0.0202159j 0.143383+0.0168329j 0.0627052+0.0439424j 0.0374222-0.0227572j 0.0481341-0.0122789j 0.0513192-0.0094004j 0.037645+0.054993j 0.0417481+0.0518994j 0.0357369+0.0253832j -0.0378459-0.00514715j -0.0151048-0.0452069j 0.00329917-0.000587191j 0.0199923+0.00736276j 
0.0716658+0.0949746j -0.00876681+0.0257577j -0.0230145-0.136279j -0.0197178+0.0374458j -0.0789195-0.114349j -0.13176+0.0552097j 0.0275361+0.0797558j -0.136649+0.0589694j -0.0073103-0.0380377j 0.0192597-0.00848787j -0.0811211+0.0911123j 0.0185816+0.1049j 0.0918539-0.0178132j 0.0334654+0.102494j 0.000323845+0.0284485j 0.0178971+0.0851152j -0.040159-0.0995923j 0.0204993-0.0508883j 0.0694395-0.0529092j 0.0609448-0.0460491j -0.00121856+0.0836007j 0.076903-0.0577244j 0.0405862-0.0808585j 0.0261576-0.000717192j -0.00182545+0.0172275j -0.0273083+0.0356415j 0.0702924-0.11598j -0.00822841+0.0451251j 0.00789898+0.0394142j -0.0368208-0.00182422j -0.0239263-0.061639j 0.0536272+0.0113631j 0.13836+0.00979402j 0.0847791-0.0565072j 0.0844237-0.0586054j -0.00187822-0.0173243j 0.0167145-0.0170613j -0.0216535+0.0260189j 0.0562841+0.0977446j -0.00776336-0.0538496j -0.0741948-0.0192061j -0.18633-0.00447931j -0.0691457-0.0175893j 0.0797989-0.0713235j -0.0914075-0.119043j 0.0803621-0.0160291j -0.0211887+0.0201602j 0.0559398-0.054414j -0.0763633-0.0111316j 0.00867105+0.0655881j -0.023464-0.00559387j -0.0493823-0.0260308j -0.0517805-0.0471339j -0.134587-0.0259014j 0.0318855-0.0620274j -0.0777091+0.00309438j -0.0069938+0.0871533j -0.0510646+0.0113286j -0.0340645+0.0139158j -0.0141029+0.0089225j -0.0152779-0.080043j -0.0860597-0.0559108j -0.0125308+0.011351j 0.029274-0.00453492j 0.0854481-0.074874j -0.0146149-0.046542j 0.0607636-0.0286082j -0.0535306+0.0588066j -0.00215363-0.0092961j 0.0610415+0.0813308j -0.0102943-0.051575j -0.00556862+0.0109113j 
-0.0142214+0.00988816j 0.00473645-0.0218528j 0.144207-0.0761576j -0.0425588+0.0309383j -0.0277183+0.0244667j -0.0569749-0.112992j -0.107759+0.0369608j -0.00634484-0.0433424j -0.0389692+0.0160344j 0.135879-0.0997299j -0.00717237+0.0296816j -0.000404659-0.0464095j -0.085658+0.108648j 0.0637141-0.0539341j 0.0429279-0.059427j 0.15471+0.0144024j -0.0337225-0.0125149j 0.0137526-0.167904j 0.0600512-0.0909949j 0.0318442-0.0255192j -0.0349536+0.0198397j 0.0561739-0.037953j 0.100066+0.010803j -0.030316-0.0536109j -0.0248083+0.0952957j 0.0128992+0.0408939j 0.0639055-0.0546353j 0.00315949-0.0734987j 0.0392765+0.0174088j 0.0344861+0.050704j 0.0212701-0.0691836j 0.051836+0.0269331j 0.108386-0.0407112j 0.0461227-0.0302516j -0.0289863+0.0396796j 0.108127-0.0344669j -0.0841872+0.0138715j 0.0316486+0.0341719j 0.0202136-0.0719791j 0.02384-0.0339052j 0.0440616+0.0849314j 0.0454342+0.193534j -0.0293003+0.0428322j 0.0896076-0.0765382j 0.0514034+0.0132589j 0.0113338+0.0592973j -0.058792-0.122476j 0.00145487-0.0381344j 0.029155-0.0408386j 0.0900809+0.0434786j 0.049039+0.0361707j -0.0213053-0.0631425j 0.026323+0.109966j 0.0324463+0.0774938j 0.0547162+0.00761634j -0.0509706+0.0244163j 0.0131554-0.00505237j -0.0438873+0.00419039j 0.0170644+0.000248394j -0.053017-0.0198839j 0.00681588-0.0102825j 0.0355798+0.0431925j -0.0121743-0.0104527j -0.0447083-0.0258321j 0.0675641-0.0278083j -0.0134175-0.0231535j 0.0555868+0.0213598j -0.0551437-0.000702966j -0.0209213-0.0568824j 0.00151179+0.05903j 0.00302297+0.0214073j 0.0125671-0.0184923j 
-0.00361939+0.0359199j -0.069202-0.0406243j -0.0395843+0.009211j -0.0578591-0.0654441j -0.0557503+0.0464111j -0.0591009-0.180198j -0.225137+0.0611691j 0.133068+0.0300697j -0.0548492-0.00365534j -0.046065-0.00351202j -0.0637462+0.0358755j 0.0545244-0.134735j -0.0127597-0.0173398j -0.0596775-0.00556274j -0.0225352+0.0545481j -0.00212674-0.0085935j 0.0183497+0.037556j -0.00670829-0.0677023j -0.0483343+0.0608167j 0.0996609-0.0596039j 0.0398623+0.0169088j 0.0394924-0.047919j 0.00644969+0.0946785j -0.00635515-0.108052j 0.0356504+0.0548151j 0.0225476-0.0282714j -0.0507015+0.0308555j -0.017163-0.0447092j 0.0560125-0.0407152j 0.0735886+0.0396607j -0.0106263+0.0655721j -0.0562049+0.0616151j -0.0997809-0.0215501j -0.040103-0.0219611j -0.0896362+0.0127566j -0.107589+0.016386j 0.0217602-0.0354414j -0.0582512+0.0431413j 0.0631678+0.00637061j 0.0517452+0.0332466j -0.0514424+0.0172935j 0.0320515-0.0570773j 0.0292619+0.0160515j 0.00967402-0.054981j 0.0240097+0.0659956j -0.0490482-0.0316522j 0.0372702-0.0558555j -0.032394+0.0417756j -0.0072586+0.0828364j 0.00670905+0.0966027j -0.0726814-0.0633629j -0.0355571-0.0122361j -0.0174989-0.0168157j -0.0119909+0.0234547j -0.0317084-0.036583j 0.00422058-0.0125203j 0.0149459+0.0193136j -0.00676861-0.0414718j 0.00761911-0.0145405j 0.0414232-0.0781617j -0.0038611+0.0152939j 0.0836133-0.00254442j 0.0304264+0.022704j -0.033474-0.0175224j -0.0535+0.028396j -0.00740013-0.040352j 0.0509112+0.0315778j 0.0345568+0.00953144j 0.00489222+0.0136846j 0.00238676+0.0179345j 0.00107884-0.0108915j -0.0064834-0.020816j 
