-0.00289061+0.0397362j 0.00735555+0.00259852j 0.00205102-0.00040876j -0.00131912+0.0566576j -0.00145501-0.0414634j -0.0057511-0.0446165j -0.00342359+0.0261899j -0.00201149-0.0201619j 0.00955592+0.038678j -0.00125384-0.0116345j -0.00467431-0.00456662j 0.00218396+0.0602457j -0.00361506-0.00295535j -0.00285393-0.0387391j -0.00121805+0.0313105j 0.00646996-0.00487429j 0.00478748+0.0161318j -0.000174012-0.034936j 0.000878269-0.0157807j -0.00723446-0.0209955j 0.00180124-0.0531757j 0.00429464-0.0157008j 0.000679437+0.0143511j -0.00388791-0.0667113j 0.00656001-0.0148051j 0.00842005-0.0167458j -0.00559062+0.010145j 0.00310193+0.0390496j -0.00239751+0.00552471j 9.48869e-05+0.0019926j 0.00201701+0.0327251j 0.000663801-0.0164616j -0.00453912+0.0309686j 0.00220839-0.0174999j 0.00643606-0.0217796j 0.00100343-0.0213895j -0.00106657+0.00636584j 0.00191453-0.026826j -0.0132846+0.0156904j 0.00545379+0.0104168j -0.00186341+0.0400753j -0.00174104+0.0125222j -0.00344494+0.0030484j -0.00159235+0.057925j 0.0125009-0.0592701j 0.00156566+0.00192075j 0.00453131+0.00250822j -0.00601547+0.0140487j 0.00547467-0.0270058j -0.00155825-0.0299235j -0.0119933+0.0479314j -0.00460255+0.00243719j 0.0148957-0.036839j -0.00112519+0.0416564j 0.00635667-0.0224382j -0.000401375-0.00548466j 0.0300565+0.0314068j 0.00877177-0.0159634j 0.00457528+0.00267856j -0.00138948+0.0138167j -0.00770254+0.0346959j 0.00879546+0.00454173j -0.0042553+0.0048877j 0.000470111+0.00511106j -0.00937456+0.0288089j -0.0111975-0.00948529j 0.00588058+0.0181782j -0.00187616-0.0214265j 0.00652588-0.00794997j -0.0100803+0.0114882j -0.00655832+0.00158125j -0.00735651-0.00889871j -0.0032632-0.00609797j -0.0136438-0.00430576j -0.00748049+0.0274533j 0.00482679-0.0139053j -0.00544283+0.00409628j 0.00788941-0.0203194j -0.000739573+0.00910235j 0.00755341+0.0198032j -0.0121077+0.00331859j 0.0128294-0.0143298j -0.003974+0.012644j 0.0161641+0.0011495j 0.00611441+0.0149837j -0.0182243+0.017507j 0.00113707+0.00519476j -0.0110762-0.0260643j 0.0416798-0.0185256j -0.100872-0.157058j 0.188007-0.0422199j 0.091607+0.0434893j -0.0186188+0.0844686j -0.246891+0.0261703j 0.0259985+0.255093j 
-0.0332562-0.0161917j -0.0184544-0.0053039j -0.0368397+0.0108625j -0.0291892-0.0318205j 0.00788284-0.0618232j 0.0382687+0.0974732j 0.00448451-0.0622866j 0.103522+0.0191697j 0.0805513-0.0304081j -0.0586551+0.0400669j -0.0683948+0.00663046j -0.111521+0.0703683j -0.104719+0.125368j 0.00413924-0.0247777j 0.0509597+0.193181j 0.0577785-0.249875j -0.126991-0.0179484j 0.0412596+0.0870394j -0.125396-0.0792505j -0.0764401+0.109467j 0.0417299+0.0534263j -0.00262555-0.0280272j -0.0747146+0.010861j -0.0964269-0.0390753j 0.0875434-0.0951101j -0.0792461-0.0472014j 0.00131714+0.030722j -0.0942688-0.0663412j 0.0219169+0.027893j -0.00772884+0.00554684j -0.107005+0.0618742j 0.0245727+0.0743253j -0.00843128+0.0757779j -0.0175657+0.0112586j 0.0900847+0.0223085j 0.0476946-0.0138262j 0.00568409-0.00533634j -0.0097457-0.000356041j 0.0471748-0.0489362j -0.0516916+0.0718735j -0.0753533+0.00859931j -0.00128177+0.0467034j 0.0497576+0.0880409j -0.0293137+0.0649093j 0.102707-0.00346744j -0.012514+0.0279653j 0.0268901-0.0160936j -0.00444587-0.0152644j -0.0271902+0.0281492j 0.00348182-0.0125817j -0.00297067+0.0451727j -0.0239735+0.0319764j -0.0619066-0.0303911j -0.0256688-0.00378091j 0.0444337+0.00153914j -0.0134677+0.06962j -0.000865064+0.0583167j -0.0285912+0.0130226j 0.0317094+0.0325062j -0.0115659-0.00126268j -0.0637699+0.10523j -0.00298893+0.0268731j -0.0116103+0.0349134j 0.0178598-0.0138392j 0.0140839+0.0395293j 0.0338221-0.00176132j -0.00423212-0.0183043j 0.0115279-0.0247891j 0.0465248+0.0131458j 0.0132221+0.0215767j 0.0341105-0.0039063j -0.000532194+0.00727412j 0.0316209+0.0315901j -0.0249845-0.0105819j 0.0135708-0.00867414j -0.0104581-0.0165199j 0.0275096-0.00739715j 0.00463019+0.0477626j -0.00667397+0.042287j -0.0183754+0.00879235j 0.0448735-0.0908183j 0.0157044+0.0348098j -0.117144-0.0246918j -0.00685792+0.00905365j 0.0338707-0.0496563j 0.00105201+0.0337927j -0.05894-0.00361758j 0.0222604-0.0190194j -0.0483378-0.0508579j 0.0466093-0.00235986j -0.0157322-0.0644308j -0.0697922-0.000989492j -5.51869e-05-0.00312057j 0.0190256-0.0171521j 0.0293299-0.0141581j 
0.0309858-0.0127415j 0.0192106-0.00850278j 0.0459569+0.0244373j 0.0879436-0.0120755j 0.0481029-0.10805j -0.0196676-0.0131257j -0.0180732-0.0318823j 0.0328708-0.0425693j 0.00538734-0.0794381j 0.0142104-0.103363j 0.0539709-0.019601j 0.000929025+0.0943795j 0.086965+0.131559j 0.0052232+0.0218174j 0.024258-0.136589j -0.00190179-0.135114j -0.0120627-0.0586385j 0.00851812+0.019664j 0.0242488+0.0370312j -0.276304+0.117953j -0.0269669-0.0459289j 0.0555441-0.00846071j -0.0950463+0.152351j 0.0922472-0.0563273j -0.00270307-0.000114661j 0.0138928+0.0490692j 0.0196204-0.0248906j -0.00938123-0.0155025j 0.0801118-0.071419j -0.0125571-0.0104854j 0.132256-0.0682435j -0.0224902-0.0360663j -0.0937529+0.0588336j -0.0160885+0.0460382j -0.0192881-0.0375368j -0.154291+0.0219521j 0.0272685+0.022747j -0.0302972+0.00528133j -0.0412927+0.00902139j 0.0359435+0.0383076j 0.0474366-0.00629153j -0.0131482+0.0147259j -0.0806755+0.054174j 0.00236565+0.0446964j -0.138288-0.0149758j 0.056683+0.0223234j 0.0211654-0.00184534j 0.0481757+0.00375835j -0.00825817+0.020675j -0.0585262+0.0149639j -0.0183376+0.0445617j -0.0339213+0.010062j 0.0546216+0.0104471j -0.0122076-0.0466979j -0.042306-0.00940081j -0.0206815+0.0010273j 0.0232034+0.0609724j -0.0175143+0.00248047j 0.0285343+0.0225049j -0.0176047+0.0108785j 0.0262144-0.0560245j 0.0102062-0.015754j -0.0359621-0.0153595j -0.0224427+0.0266451j 0.0725856+0.0546724j 0.00234556-0.0193743j 0.0103537+0.0168733j -0.0135292+0.0169269j -0.00321386-0.0223657j -0.00938297-0.0123324j 0.00095022-0.0337661j 0.0320402-0.0135985j 0.0271986+0.0232851j 0.0576189-0.0370717j 0.0797948+0.00644894j -0.0184702+0.0140154j -0.0564691+0.0257237j -0.0104678-0.0012025j -0.0210591-0.023853j -0.0136284+0.0325514j 0.0138195+0.0271801j 0.0180227+0.097349j 0.0532512-0.0536283j 0.0290684-0.00331799j 0.0457325-0.00781771j -0.0470232-0.0268815j 0.0615441+0.00502991j -0.00365589-0.0111444j 0.00127095+0.040193j -0.0672848+0.00951823j 0.0457144+0.0115828j -0.0397526+0.0113417j -0.021239-0.007738j 0.01023-0.0157793j -0.0208369+0.0108661j 
0.0232983+0.0176798j 0.0117538-0.0122039j 0.0398549-0.00550375j 0.0197409-0.0197354j -0.00114135-0.0731991j 0.00870914-0.0446693j -0.000273656+0.110558j 0.00466959+0.00772004j -0.0290404+0.0407117j 0.0786638+0.0440118j -0.0454162-0.144136j 0.0285101-0.0809512j -0.102057-0.0992199j -0.0156414-0.00731507j 0.00547159+0.0614628j -0.0302314-0.112536j 0.045229+0.0900434j -0.032805+0.0607462j 0.0508137+0.0502923j -0.0284007+0.312611j -0.0101712+0.091347j 0.000996656-0.0928949j -0.0767057-0.0167933j 0.0361197+0.0258224j -0.073233-0.112348j -0.00699576-0.126204j 0.00263913+0.0606463j 0.0415936+0.0867131j -0.000267289-0.0261422j -0.00925508+0.0321003j 0.060609-0.0517067j -0.0200169+0.273337j -0.0151265-0.0724075j -0.00232394-0.0244296j -0.0307126+0.102336j 0.0134981+0.0499014j -0.035663-0.0759352j 0.0342825-0.0274352j -0.0173354+0.0533565j -0.0237259+0.0379542j 0.0218569+0.026167j -0.000101914+0.0106184j -0.00357245+0.0837014j -0.0239586+0.026352j -0.0154938+0.0531425j -0.0697744-0.0777789j -0.0170319+0.01405j 0.0168597-0.026207j 0.0248009+0.019559j 0.0269859+0.0431146j 0.0197031-0.0132689j 0.00873715-0.022217j 0.0628906-0.025198j 0.0189409+0.0608077j 0.0112698+0.0230484j 0.0319952-0.0310919j -0.0120391+0.0320999j 0.0208599-0.0442077j -0.0379159-0.0593118j 0.0398588+0.0339886j 0.00780217-0.0375418j -0.00180612+0.00285559j -0.00601499+0.0209503j -0.00108092-0.0100095j -0.0255969-0.0605969j -0.0167563-0.0210628j 0.0255045+0.0264148j 0.00284971+0.0392235j -0.0291474-0.00991957j 0.0169257-0.0127641j -0.00178096+0.0240426j -0.0322475+0.00144591j 0.0235042-0.0788759j -0.00228259+0.0343904j -0.00947422+0.00183686j 0.0624363+0.0830102j 0.0286322+0.0282893j -0.0422843-0.0227929j -0.0139419-0.0133739j -0.0634042+0.00751339j 0.0131682+0.00230826j 0.0454156-0.0268153j 0.0459647-0.0122763j -0.0308109+0.0156125j -0.0598276+0.0280757j -0.00114539-0.00587815j 0.026435-0.0306693j -0.0315644-0.0278469j 0.0360012-0.0240033j -0.0137548+0.020827j -0.00105349+0.0176799j 0.0303469+0.0195345j -0.0326133+0.00766071j 0.0082558+0.00621524j -0.0237457-0.00544762j 
-0.0318266+0.00189161j -0.00668932+0.0258067j -0.00229685+0.0121455j -0.0345786-0.0215014j 0.0118236+0.00227634j -0.0377367-0.129448j -0.0249868-0.161242j -0.125632-0.013123j -0.0271849-0.00311375j -0.112447+0.03899j 0.10311-0.11159j 0.0203769-0.0322311j 0.222775+0.0584621j 0.0329469+0.0503311j -0.0599715+0.220734j 0.0284071-0.123802j 0.0177783-0.0586271j 0.0401547+0.00978066j 0.00134997-0.113235j 0.0459346+0.0584144j 0.00635008-0.113346j -0.0277808+0.0753987j 0.156753-0.0411303j -0.00443305+0.0764043j 0.0920855+0.0464916j 0.0651641+0.0244195j -0.00633067-0.0207125j 0.0245864+0.0360441j -0.000828839+0.0232235j -0.0183034+0.0519578j 0.00924648+0.171044j -0.002473+0.479771j 0.019541-0.0449832j 0.0558966+0.0164088j -0.0221317+0.0348898j -0.0526823+0.0939757j 0.0416981-0.0776015j 0.00243973+0.0536208j 0.0351452-0.000209297j 0.0422+0.0403417j -0.0621528+0.0224366j -0.0133446-0.00760682j -0.0406906+0.0349453j 0.0256216+0.0221046j -0.0251001+0.0819544j 0.0464857+0.0226359j -0.00761216+0.04644j 0.00548234-0.0338813j 0.0117043-0.0430568j 0.00675716-0.00834061j -0.0298819-0.0468718j -0.0259036+0.0166501j 0.0314675-0.00206772j -0.0400294-0.0346981j -0.0125066+0.081428j 0.0130897+0.0349743j 0.00948475-0.0136567j 0.012475+0.0173534j 0.0234663-0.0273783j -0.0290412+0.0326029j -0.0385081-0.056287j -0.00807024-0.00559603j 0.00715834-0.0320789j 0.00634372+0.00278341j 0.0259247+0.00751092j -0.0227025-0.0290284j -9.95974e-05+0.0229579j 0.00166407+0.0199904j -0.00345665-0.0123723j -0.0588163-0.00368412j -0.0367426+0.00870013j 0.0403648-0.00120558j -0.0012857+0.0264029j 0.0306329-0.022128j -0.0322551-0.0770354j 0.00378374+0.0311785j 0.00337308+0.00147323j 0.0298499+0.0348909j -0.0195037-0.0106767j 0.00742453-0.068788j 0.00911405+0.0666803j -0.00192476+0.00403821j -0.00124295-0.0218871j -0.00642206-0.0383544j 0.0143231-0.0248617j -0.0318916+0.0267121j -0.0124197+0.00122662j 0.0717436+0.00771746j 0.0939293-0.0086395j 0.00300419-0.00668448j 0.00807226+0.00253168j -0.0418531+0.00278425j 0.0197502+0.00926125j -0.0179617+0.00629949j -0.0221667+0.00104502j 
-0.0266751-0.00195428j -0.00499306-0.00713767j 0.0110539+0.000834353j -0.0714854-0.0889182j -0.0066846-0.0596734j -0.0122337+0.0337711j -0.0195507+0.0255986j -0.112533-0.0300063j -0.0284015+0.00879809j -0.065386+0.00396036j 0.0324963+0.119594j 0.00500888-0.0230893j 0.0954963+0.0284483j 0.0367599-0.0465727j -0.0739464-0.124216j 0.0382955-0.0239306j 0.035077-0.0146644j 0.0332891-0.013294j -0.000751425+0.078145j 0.101437+0.193127j 0.00110719-0.0833709j -0.0460508+0.0408057j 0.106691+0.141064j 0.00548328+0.00711333j 0.114792-0.110355j 0.0329639-0.0486737j -0.0190249+0.012934j 0.0395751+0.0437353j 0.0312704-0.192266j -0.000680347-0.0530033j -0.0486906-0.0860755j -0.011714-0.484581j 0.0167412-0.0658759j 0.0629298+0.0293586j 0.00106249+0.0374069j -0.0116284+0.00305702j 0.0194163+0.0682196j 0.0345611-0.00575476j 0.0664269+0.0289663j 0.0464487+0.00584907j -0.0855862+0.0264094j 0.00307785-0.024015j 0.0319763-0.0369077j 0.00402494+0.011371j 0.064483+0.0429558j 0.00378452-0.0314022j 0.00650773+0.0430585j -0.0138521+0.000842632j 0.0554946+0.0638693j 0.0552787+0.0178758j -0.00200824-0.0143076j -0.0060387+0.0115393j 0.0278575+0.030067j -0.0286661-0.0107708j 0.0183613-0.0128369j 0.00487228-0.048817j -0.0117671+0.0183431j 0.0406375-0.0437944j 0.0232132-0.029304j -0.00781108+0.0271901j -0.0485875+0.00309317j -0.0145142-0.0312985j 0.020525+0.0207891j 0.0200842-0.0204946j -0.0310532-0.0585157j -0.0171027+0.00155798j -0.00747316-0.00904693j 0.00314921+0.00130326j -0.0235534-0.00684435j 0.0215314-0.0414396j -0.0425625-7.77875e-05j -0.00930517-0.0137853j 0.0325342-0.061513j -0.00342199-0.0161531j -0.0412107-0.0458809j 0.0134031+0.0490056j 0.0482331-0.0154731j 0.0175151+0.0429763j -0.0427177-0.00728772j -0.0149014-0.00587885j -0.0168698+0.0389471j 0.0688165+0.012668j -0.00280601-0.0267181j -0.0152532-0.0307386j -0.0136866-0.0263139j -0.00189232+0.0713352j -0.0595476-0.0655636j -0.050303-0.0120841j 0.105474-0.0227783j 0.0780024+0.00664939j -0.0381892-0.0457631j -0.0742911+0.00510362j 0.0386629+0.00545622j -0.00264581-0.026405j -0.00627046-0.0464668j 
-0.0312572-0.0185182j 0.00181215-0.0111323j -0.0493961-0.0558241j 0.0485309-0.0302523j 0.0219184-0.0974369j -0.00325569-0.000795833j -0.00100706+0.0845483j 0.00798551+0.039595j 0.00808059-0.0359555j -0.0478604+0.00569181j 0.0581721+0.00265328j -0.054374-0.0788784j 0.123295-0.25146j 0.020134-0.0468366j 0.029628+0.104187j -0.0144923+0.0796936j -0.0899067-0.163315j 0.0556005-0.00577342j -0.0231714-0.176012j -0.139887-0.0550825j 0.0407092+0.04125j -0.0746435-0.0384791j 0.0955572+0.0426118j -0.0781962+0.0985478j -0.00986415+0.0597839j 0.00984443-0.0721839j -0.0128225+0.0401979j -0.108751-0.0351388j -0.0631359-0.149588j -0.00854037-0.0182354j 0.00470061-0.121631j 0.0255846-0.188786j 0.0366533-0.109726j -0.0272307+0.0260561j 0.023634+0.148778j -0.0100726-0.00205627j -0.0102862+0.0398677j -0.0247234-0.0732349j 0.0320718+0.0364105j -0.0216398-0.0737281j -0.0446233+0.029087j -0.0179202-0.031271j -0.0679955-0.0627021j -0.0244384-0.0556958j -0.0202859+0.114907j 0.0540071-0.0335661j 0.0553463+0.0755364j 0.0212045+0.0057883j -0.0405506+0.0294344j -0.041697+0.00938581j -0.00201218-0.0603198j -0.0163051+0.0067183j 0.00331406-0.0187206j -0.0439328-0.0191276j -0.032868-0.0529982j -0.00366043-0.0448512j -0.0202979+0.0896822j -0.0342653+0.0268538j 0.0535729+0.0128302j 0.0150923-0.0202312j -0.0321709-0.0477337j -0.0190083+0.00276032j -0.00356869+0.0250362j -0.0574709+0.0269415j 0.0376768-0.0185904j 0.0245764-0.0128074j -0.00200892-0.0178069j -0.0553533+0.0271037j -0.00795259+0.0339011j -0.0366405-0.00256452j 0.0419516-0.000560001j 0.0174472+0.0030182j 0.0190632+0.0321881j 0.0370038-0.00461724j 0.0327752-0.0470733j 0.0534485+0.00883883j -0.0069682+0.0385908j -0.0258347+0.0246486j -0.00830524-0.0358859j 0.0127256-0.0687646j 0.00784339-0.0893644j -0.0294907-0.00100084j -0.00275207-0.0495951j 0.00061564+0.0157475j 0.0241378+0.00544772j -0.0207562-0.0466001j 0.0156421+0.0152531j 0.0844751+0.00128026j -0.091331-0.0135614j -0.025792-0.00686246j 0.0355038-0.0152311j -0.00355658+0.00255439j -0.00808716-0.0139339j -0.041589+0.027064j -0.00437457-0.00794436j 
0.0190898+0.00964053j 0.0118731+0.0161642j 0.0132132-0.0298733j 0.0190104-0.0389021j -0.00600619+0.112275j -0.0105344+0.0913122j 0.00270953-0.0755072j -0.0255652+0.162078j -0.0195937+0.0646321j 0.0276563+0.178739j 0.01233+0.103773j 0.0216757+0.0386594j -0.00230418-0.0177044j -0.00964867-0.0777765j 0.00103863+0.146028j -0.0123724-0.0284581j 0.0465737+0.0030379j -0.0199796-0.150039j 0.0415428-0.0129668j -0.0265957-0.0475658j -0.0164724+0.0044176j 0.0306831+0.19377j -0.029937-0.0577574j 0.0380956-0.12478j -0.0299459-0.221609j 0.020219+0.00449496j -0.00873937-0.0299089j 0.0257913-0.0539475j 0.00160804-0.163611j -0.0143849+0.0102053j 0.0585581+0.0675489j -0.0195685-0.257299j -0.0086515-0.00100642j -0.0374682-0.0165028j -0.0691079+0.113335j 0.0157666+0.0340896j 0.00998035-0.0770374j -0.0213775+0.0381157j -0.0202772-0.0786185j 0.0200497+0.0123097j 0.0511918+0.0229071j 0.020591+0.0345572j -0.0181806-0.0414475j 0.0354598-0.0545107j -0.0446538+0.0349171j -0.00323771-0.0359828j -0.0225092+0.056248j 0.0185033+0.0155883j -0.0286746+0.0368515j -0.0290024-0.0515682j 0.0351018+0.051574j 0.0164394-0.0376467j 0.0106526+0.0365288j 0.00934267-0.048753j -0.000441708-0.0286697j 0.0279261+0.0352154j 0.0845216+0.0828093j -0.037535+0.0363533j -0.00206687-0.0229347j 0.0572208+0.012384j 0.0401521-0.0205027j 0.00934312+0.00248495j -0.05346-0.0101397j -0.032795-4.46947e-06j 0.0175109+0.0391231j -0.0218681+0.000837053j -0.0166656+0.0012901j -0.0134056-0.0315294j 0.0114592-0.00731603j -0.0388263-0.0129899j -0.000900833+0.00191333j 0.0470788-0.0318418j 0.00157693-0.0100432j -0.00350417-0.00643325j -0.00258106+0.00411368j -0.0383837+0.00542232j -0.0352759+0.00098777j 0.0292223-0.0483022j 0.0111755+0.0105729j 0.0260943-0.0272444j 0.036671+0.0188841j -0.00761269-0.0198582j 0.0202481+0.0468801j -0.0271118-0.0256615j -0.0239694-0.00604172j 0.0482001-0.0231394j 0.0094281+0.0419593j 0.0479864+0.0057817j 0.0407805-0.0216746j -0.0644639+0.0147451j 0.00450248+0.0440403j 0.0438972+0.0144984j -0.0350907+0.00223979j 0.01805+0.0259967j -0.0126435+0.0325579j 
0.0425765-0.0226554j -0.0325842+0.00329511j 0.145555-0.0529815j -0.120425+0.032058j 0.00480231-0.0883871j -0.0786813+0.0717048j -0.0111075+0.0714827j -0.0210562+0.154293j 0.0187087-0.0541772j 0.0170387-0.0730269j 0.012438-0.00467305j 0.125623-0.0102311j 0.0368578-0.0834081j -0.0274935+0.0544843j -0.00770999+0.040557j -0.0110833-0.0168175j 0.0936579-0.0159826j -0.0708289+0.154051j 0.0352725-0.0142031j 0.204792-0.156579j -0.0362513+0.0874881j 0.206858-0.0708865j -0.0931722+0.0491129j 0.0345311+0.00537741j -0.017972-0.0357907j -0.0282403-0.0806003j 0.0561514+0.0380978j 0.112354-0.112673j 0.0966939-0.0970855j 0.0460632-0.0204315j -0.0194001-0.0127959j -0.0177654+0.0212668j -0.0316297-0.100938j 0.00469558+0.0654692j 0.0754385-0.0286518j -0.0584459+0.0191737j -0.0305352+0.00432694j 0.0639611+0.000955594j 0.0083984+0.00995671j 0.0600233+0.0336895j -0.0252325+0.0550863j -0.017299+0.0266442j -0.0138852+0.045439j -0.0609488+0.00809857j 0.0214866+0.06673j 0.0700027-0.00266837j -0.000245113+0.0575043j -0.00381839+0.000972545j 0.0370983-0.0223267j 0.0116871+0.000313676j -0.0552435-0.0264382j -0.0456833+0.144057j -0.0173763-0.056439j -0.007222-0.0754454j 0.034833+0.0246423j 0.00664222-0.0293304j -0.0335614+0.0224615j -0.00545164-0.0203583j -0.0274064+0.0427707j -0.0488686+0.0105511j -0.00880341-0.0217399j 0.00998988-0.0294768j -0.037705+0.0426379j 0.0284283+0.0374044j 0.0332952+0.00441964j 0.0087392-0.00176101j -0.00668398-0.0166729j 0.0315071+0.00339719j 0.00761282+0.00698531j 0.0193297+0.0273103j 0.034832-0.0202308j 8.84766e-05+0.0057079j 0.0318216+0.00274091j 0.0523538-0.0104903j 0.000341391+0.0058313j -0.0206653+0.0118764j -0.02131+0.00360703j 0.00932605+0.0428915j -0.0440387+0.0502459j -0.0518128+0.0231842j -0.0133176-0.0278943j -0.0143283+0.0236119j -0.0173549-0.00364171j 0.00147291+0.0103215j 0.0104253-0.0198828j -0.0187329-0.0032561j -0.0194272+0.0186431j 0.0163758-0.0151979j -0.00558279-0.00808951j -0.00200976-0.00298664j 0.0278978+0.00968078j 0.0142715-0.0133308j -0.016335-0.000882862j -0.00933102+0.0212696j -0.0148248-0.00858383j 
0.0230192+0.00765959j 0.00946035-0.0165656j -0.0208339-0.0300972j 0.000718216-0.0103265j -0.00977535-0.0753802j -0.00308749+0.0721349j -0.00723821+0.0716778j -0.010289-0.14609j -0.0104702+0.136895j 0.0135391+0.0116227j -0.0101052-0.0564346j -0.00828446+0.0778913j -0.0309488-0.0391916j -0.00891657-0.0706712j 0.00817452-0.0933535j -0.0099162+0.00684044j 0.0177031+0.0298135j -0.0175698+0.129312j 0.0222365-0.0508275j 0.0444544+0.0184367j 0.0116327-0.141157j -0.0338265-0.0620249j 0.0407585+0.127785j 0.0042872-0.0148858j -0.0701472-0.025088j 0.0310804-0.11859j -0.0191851-0.0102035j 0.0122497+0.15124j -0.0539187+0.0649268j -0.0124055-0.0696067j -0.0288904+0.107298j 0.0170739+0.0926489j 0.0332781+0.0500543j -0.0730896+0.201363j -0.0344581-0.0675763j 0.0513842-0.092784j 0.0226349+0.00215049j -0.0212952+0.0604936j -0.00201583+0.103635j 0.00204049-0.123636j 0.0315344-0.0351784j 0.0290378-0.0592802j -0.00568046-0.00395158j 0.0102981-0.0693941j -0.0168332+0.135634j -0.0266874-0.07428j -0.0291789+0.0106888j 0.0201706-0.0183544j -0.0367103+0.0870384j -0.00667814+0.0474801j 0.0216562+0.0347672j 0.0145679+0.0452985j -0.0519975+0.0190536j -0.0243063-0.0931879j -0.0021057-0.00185747j 0.0394133+0.00257709j 0.0837361+0.0434911j -0.0281773+0.0319589j 0.0548699+0.00468919j 0.0174157-0.00203178j -0.00683234+0.0136741j 0.0195652+0.0177416j -0.0443441+0.0329551j 0.0282736-0.00230352j 0.0355771+0.0484484j 0.00691553-0.0180086j -0.000544123-0.029848j -0.0047693-0.0276968j 0.0347167+0.00148696j -0.0663456+0.00330789j -0.00144494+0.0130506j 0.0448579-0.0790386j 0.0555095+0.037406j -0.0385594+0.00958962j 0.0296695-0.0702351j -0.072011-0.0194426j 0.0446269+0.087505j -0.0225459+0.0364808j 0.0381018+0.0757594j 0.0271934-0.0260538j -0.0179253+0.0157076j -0.0323467-0.0172712j -0.0245665+0.0343773j -0.0246037-0.0505321j 0.0643025-0.00213685j 0.0331677-0.0478994j -0.0193747-0.0476928j 0.0192448-0.0146198j 0.0367649+0.00272528j -0.000641485+0.0361716j 0.0357428+0.0170607j 0.0628081-0.0271942j 0.00600595+0.00914213j 0.00363723-0.0257994j -0.00840547+0.0320293j 
-0.0294963+0.0104544j 0.0218261+0.0367143j -0.0345596-0.075077j 0.0208881+0.0461378j 0.0211967-0.0453702j 0.00567919+0.0163435j 0.0111404+0.0261349j 0.0937878+0.0350602j 0.0183496+0.159623j 0.0142262-0.0480186j -0.0136908+0.00127097j -0.0688567-0.0424731j -0.0216632+0.0652066j 0.0100987+0.0183895j 0.0354343+0.0212704j 0.00257138+0.0200905j -0.0843287+0.0655817j 0.0530466+0.130554j -0.0441237+0.0701934j -0.168593-0.127487j -0.00496099-0.00925967j -0.0182799-0.00979803j -0.0298768+0.145962j -0.0249282+0.0481251j 0.0325699-0.056586j -0.0553304-0.0620376j -0.00535723-0.0135553j -0.0528661+0.0952294j 0.020118-0.173296j -0.00622069-0.0599488j -0.0207396+0.207872j -0.00802891+0.0875834j -0.0185019-0.230977j 0.0378112-0.0279838j 0.00738429-0.0902224j -0.0256276+0.00738207j -0.0415229-0.0718996j -0.0401974+0.00363796j -0.0397092+0.136137j 0.01848-0.0134509j 0.0549399+0.0381464j 0.0198056-0.0120883j 0.0394736-0.0829785j 0.0197651-0.032699j 0.0178192+0.0881003j 0.054081-0.0230819j 0.0270548+0.170022j -0.0107714-0.0254446j 0.0158042-0.0221935j 0.00703247+0.0148899j -0.0233851-0.114385j 0.00612349+0.04919j 0.0176583+0.0852033j -0.0267385-0.0437643j -0.0125747+0.0667671j -0.0229078-0.072754j -0.0725072+0.0251528j 0.0354478-0.0507559j 0.0139343-0.0332907j -0.0217403+0.0440011j -0.0188877-0.0741181j -0.00754624-0.0319205j 0.04917+0.00574903j 0.0550354-0.0392445j -0.061076-0.102218j -0.0870619+0.0162058j -0.00622758+0.0375872j 0.0147081-0.0334966j -0.0238123+0.0400259j 0.0392389-0.0111497j -0.0346254+0.00404617j -0.0175399-0.00941917j -0.0293148-0.0701502j 0.0282137-0.00408998j -0.0542083-0.00224355j 0.0171285-0.0470684j 0.0273347-0.0074291j -0.00618527-0.0752251j 0.0495204-0.00055336j 0.0158092+0.0402997j 0.0187746+0.0446729j -0.000456508+0.0265506j 0.00404571+0.0456922j -0.0073809-0.00277703j -0.0520027+0.000540379j 0.0277797+0.0322775j 0.0887357-0.029697j -0.0765528+0.0105976j -0.0191722-0.0284232j -0.0225686-0.0222136j -0.032535+0.00637178j -0.05-0.0232956j 0.035357-0.0092357j -0.00241272+0.0471811j -0.014763-0.040385j 
