0.00866071-0.0186995j -0.00107626-0.0109151j 0.000133936-0.0103654j 0.00425386+0.0127871j 0.00348868+0.102946j 0.00440226+0.0390239j 0.00451589-0.0714926j 0.00471901+0.0637197j -0.00478827+0.048517j -0.00578755+0.224159j 0.000899846+0.100662j -0.00181203-0.0467185j 0.00164995-0.0754085j -0.00953266+0.121268j 0.00319604+0.150888j 0.000991588+0.23992j 0.000286937-0.0747646j 0.0012744-0.137671j 0.00173292+0.0260647j 0.002889+0.0249495j 0.00235438-0.0777447j -0.000887125+0.102898j -0.0018802-0.031892j 0.0060065-0.0234028j 0.00257801+0.18451j -0.0027635-0.0851904j 0.00137665-0.159177j 0.00265336+0.0539511j 0.00027702-0.00414328j -0.00387664-0.0219438j 0.00174581-0.0030254j -0.00120637-0.0903013j -0.000487251+0.0655819j 0.00165808+0.018654j -0.0013507+0.119143j 0.00472703-0.0294001j 0.00197794-0.0354718j 0.00107171-0.280926j -0.00100546+0.11799j 0.000161957-0.189541j -0.00367719+0.382931j -0.00558838-0.206646j -0.000358271-0.245305j 0.00088139-0.0254623j -0.000554751-0.214382j 0.00157382+0.251735j -0.000425553-0.0858451j 0.00181219+0.123098j 0.00158235-0.122455j 0.00636974+0.0887978j -0.000827522-0.0123538j -0.00105842-0.0769489j 0.00220503-0.0245832j -0.00271806+0.155371j -0.000364795-0.0860646j 0.0056328+0.0445523j -4.89153e-05-0.00478505j 0.000132968-0.0404778j 0.00644849-0.0868278j -0.00275306-0.0266586j 0.00161233-0.0189706j 0.000586472+0.0738229j 0.00174543+0.0160003j -0.00204174+0.0099732j 0.00297422+0.0343456j 0.00328112+0.0232074j -0.00399392-0.0406435j -0.00275451-0.0141003j 0.000484595+0.000282946j 0.00128502-0.0340097j -0.00574516+0.00323154j 0.00529067-0.036356j -0.00177927-0.0123529j -0.00136752-0.0181102j -9.87994e-05+0.0132669j -0.00109591-0.016403j -0.00309569-0.0078806j 0.00347908+0.00480753j -0.00163813+0.00459378j -0.00294582-0.00454799j 0.000691657+0.019431j -0.000401782-0.00189639j -0.00152981+0.0179273j -0.00285683-0.0180912j -0.00136319-0.00121617j -0.00269824-0.015862j -0.00177206+0.00678237j -0.00082962-0.0113757j 0.000738889-0.00472044j 0.00411987+0.0181036j -0.00126393+0.00524381j -0.00178587+0.00783188j 
-0.00598089-0.00774816j 0.00285415+0.0089881j -0.000905848-0.0147387j -0.00169551-0.000962538j 0.0024261+0.0810832j -0.00307903+0.0693356j 0.00591482-0.00876665j -0.0114461+0.0425222j -0.000789645+0.043412j -0.00446099+0.0458063j 0.00157759+0.225235j -0.00208993-0.251208j 0.00445135+0.195851j -0.00142173-0.0915322j 0.000561839+0.220101j 0.000686228+0.00393122j 0.00128601+0.00490728j 0.000906889+0.0813267j 0.00437777+0.0395559j 0.000266948-0.034607j -0.00238703+0.0387251j -0.0039211+0.125572j 0.00216012+0.148028j 0.000305261-0.0767604j 0.00315511+0.0938631j -0.00163795+0.0490837j 0.00432475-0.128966j -0.0021509-0.10903j 0.00209401+0.122078j 0.00388358+0.0715862j 0.00196303-0.136396j 0.00376628+0.0283733j 0.0014885+0.0277356j 0.00494849+0.12586j 2.26047e-05-0.113831j 0.00263374-0.0324397j 0.00102795-0.120504j 0.00224314+0.183392j -0.00201125-0.0964694j -0.000332037-0.0125218j 0.00161361-0.179029j -0.0054085+0.291487j 0.00053041+0.109163j -0.00142064-0.20145j 0.00556843-0.291543j 0.00241216+0.154138j -0.00109297-0.111068j -0.00195428+0.0397371j -0.00227748-0.130072j -0.0014132+0.111863j -0.000670061-0.1267j 0.000479729+0.105416j -0.00262597-0.214865j 0.00118599-0.0895956j 0.0010223-0.0897345j -7.51169e-05+0.0219266j -0.0025096+0.00329007j -0.00248762-0.0504663j -0.00277619-0.00224304j 0.00415169-0.00872404j -0.00746466-0.0388466j 0.000919585-0.00413809j 0.0110789-0.0739578j -0.00675841+0.0571721j -0.00150739+0.0226341j 0.000285941+0.00318184j -0.00161304-0.0335093j 0.000618977+0.0213746j 0.000769891+0.00569815j -0.000830494+0.00693686j -0.000946866-0.0110077j -0.000745285+0.0195153j 0.000139504-0.110407j -0.00080217+0.0069876j 0.00580567+0.0452211j 0.00357378-0.00415373j -0.00203322+0.0108247j 0.00190855+0.00144693j 0.00084473-0.0160819j 0.00374563+0.0246757j -0.00436055-0.00599982j 0.0029145+0.0311563j 0.00503446+0.00612357j 0.000530181-0.0337309j 0.00176586-0.000446104j 0.00291601+0.00870881j -0.00147605+0.00713168j -0.00446147-0.0134883j -0.00634622-0.020193j -0.00823964-0.0265911j -0.00287096-0.0128244j 0.00301276-0.00015238j 
0.0120373-0.00627891j -0.00721157-0.0332868j -0.0102976+0.0366445j 0.00293791+0.0121178j 0.000122121+0.0130135j 0.00845968+0.0883611j -0.00118957-0.0714484j 0.00621127-0.0333402j -0.00141786+0.00979458j -0.000939345+0.120698j 0.000896122+0.0755951j 0.00154876-0.143905j 0.00168992-0.107844j -0.002487+0.00586349j -0.000885835-0.0562344j 0.000727773-0.00780091j 0.0032615+0.0354489j -0.00351592-0.149776j 0.000670631+0.147288j 2.48115e-05-0.0798695j 0.00422966+0.0883237j -0.000316857-0.206679j -0.000363305+0.115287j 0.000284579+0.0521591j 0.00340639-0.0539251j 0.00662858+0.0771948j 0.000768378+0.00850711j -2.47345e-05-0.110885j 6.13826e-05-0.10042j -0.00312318+0.17997j -0.00165797+0.01458j 8.39031e-06-0.00686242j -0.000900233+0.0802198j -0.0041937-0.0926598j 0.0027123+0.283381j 0.00556641+0.0201075j 0.00204515-0.214479j 0.00103248+0.430385j 0.000727352+0.294644j 0.00134317-0.128417j 0.00323872-0.0118632j 0.00133685-0.136662j 0.0027035+0.11729j -0.0043179+0.0706663j 0.00518821-0.131729j 0.000647118-0.0830351j -0.00701675+0.0681995j 0.00230436+0.0871875j 0.00162744-0.0190376j -0.000321737+0.0323198j 0.00286512-0.028716j -0.0037966+0.0304449j -0.00093056+0.0205555j -0.0022795-0.0738411j 0.000283124-0.0191776j -0.00224312-0.0613365j -0.00171489-0.127611j 0.000139894-0.0114564j -0.00411281+0.0606953j -0.000819108-0.0527254j 0.000626205-0.0344187j -0.00189224-0.0187811j -0.00694167-0.0224133j 0.00347398+0.0108447j -0.00553825+0.0132929j -0.00269294-0.00295341j -0.00247712+0.019119j 0.00300902+0.0232171j -0.00628186-0.0280084j -0.00317879+0.07278j 0.00374996-0.0569954j -0.00278956+0.022677j -0.00011478-0.0144185j 0.00396004+0.0137285j 0.0047098-0.0575505j -0.0026818+0.0771564j 0.00175655-0.0397441j -0.00172882+0.012267j 0.0040747-0.0355727j -0.00552729-0.0261425j -0.00216771-0.0103501j 0.00821795+0.00978762j -0.00127559-0.00587813j 0.00339104+0.00614792j -0.0076303-0.0181324j 0.000403178+0.0102697j -0.00534127-0.0433882j 0.00400643+0.0181242j 0.00478716-0.00637838j 0.00798314+0.0244702j 0.0036211+0.019155j -0.00576424-0.0143902j 
-0.00173583+0.0030164j 0.0074034-0.0262487j 0.00960909-0.0151083j 0.000245028+0.0759013j 0.0112636+0.0339756j -0.00673318-0.123647j 0.00719442+0.163878j -0.00961387+0.123675j -0.0038607+0.0197131j 0.0059499+0.0778268j -0.0018056-0.042247j -0.00761891-0.00352169j -0.0011641-0.168879j 0.00149292-0.196772j 0.00411461-0.187606j -0.00159965-0.106763j -0.00239821+0.121887j 0.00486968+0.0488002j 0.00495926+0.0172984j -0.00303338+0.098641j -0.00215822-0.120824j -0.00214189+0.0249018j 0.00160103-0.0466315j 0.00438725-0.0548093j -7.02729e-05+0.0838638j -0.00515554+0.0708509j 0.00347316-0.0910342j 0.0029747-0.0333901j -0.000885663+0.0457973j 0.00168538+0.0278734j 0.00201001-0.0615924j 0.00392949+0.170372j -0.00178466+0.105248j 0.00177518-0.0934113j -0.00269353+0.241756j -0.000595052+0.119166j -0.000324112-0.159998j 0.0027395-0.0517726j 0.00208682-0.127646j 0.0021553-0.253728j 0.00220559+0.125107j 0.00533392-0.0558194j -0.00304451+0.220717j -0.00112458-0.0370442j 0.00216526-0.0466065j -0.000604204+0.0183817j 0.00189351+0.132544j -5.96463e-05-0.0869913j -0.00146307-0.0052927j -0.00675391+0.0246405j -0.00334742+0.0399529j 0.00248101-0.00544491j 0.000325867+0.181563j 0.00390049-0.015272j 0.00199093+0.0117957j -0.0024516+0.0375681j 0.00111441+0.00854946j -0.00334326+0.00834456j -0.0106182-0.109821j 0.00321267+0.00328624j -0.00340361+0.033959j 0.00263499-0.065626j 0.00578999-0.0241231j -0.00425642+0.104413j 0.000263796-0.0203762j -0.000281957-0.0383032j 0.0023717+0.0314606j 0.000969848-0.035327j 0.000637927+0.192815j -0.00100739+0.096437j 0.00204716+0.126135j -0.00139225+0.228137j -0.00185086+0.00978426j -0.00215282+0.00119121j 0.00310797+0.0906205j 0.00396232+0.00527021j 0.00148705+0.0109776j -0.000836258-0.070291j 0.000938798+0.12468j 0.00328835+0.0214917j -0.0055917-0.0319358j 0.000393607+0.0338744j 0.00500928+0.0427459j 0.00389311+0.0211036j 0.00127205+0.0158115j 0.000454308-0.0163093j 0.00411702+0.00641521j -0.00130078-0.00363953j -0.00538216+0.0263636j -0.00495164-0.0274541j -0.00117229-0.0048022j 0.00539144+0.00983188j 
-0.00241758+0.00644525j -0.00292081-0.0181989j -0.00125047+0.0379179j -0.00156674+0.0248273j -0.01102+0.0405549j 0.00169889+0.256756j -0.000128099+0.184682j -0.00332597-0.238673j 6.81869e-05+0.0786866j -0.00423938-0.0160115j -0.00470814+0.0930917j 0.0091897-0.0670856j -0.00246055-0.0932244j 0.00109856+0.0514546j 0.00248576-0.0240887j 0.00534461+0.0695873j 0.00413807-0.0516703j -0.00153475+0.316209j -0.00173209-0.0320734j 0.000728299-0.0447181j 0.00232984+0.0705175j 0.00154553-0.00133172j 0.000702887+0.169822j 0.000805349+0.139618j 0.00175602+0.0669588j -0.000788268+0.0390968j -0.00457829-0.00933425j -0.00115331-0.204649j -0.00505546-0.0414794j 0.00541569-0.0350515j 0.000338885-0.00761425j 0.00192574+0.0477236j 0.00464468+0.0177012j -0.00188407-0.100136j -0.00156196+0.428698j 0.00653125-0.0965688j 0.00118696+0.335458j 0.00191005-0.171828j -0.00369815-0.131132j 0.000402462+0.0644204j -0.00183483-0.00347612j -0.00224585-0.0199834j 0.000825202-0.101412j -0.00153456-0.0135203j -0.000953116-0.0763447j 0.00365943-0.0908674j -0.00520891-0.050477j 0.00161105-0.0193603j 0.000465166-0.00136768j 0.000107317+0.000199541j 0.00171546-0.015164j 0.0009487+0.0996612j 0.00367548-0.010381j -0.000727692-0.108571j -0.0045689+0.0100863j -0.00731541-0.0325108j 0.000569438+0.0221085j 0.000627004-0.0500979j -0.003437+0.100252j 0.000593692-0.0202506j 0.000489756-0.0138467j -0.00116067-0.0277539j 0.00125729-0.0202148j 0.00765699-0.0480473j -0.00523679+0.0218468j -0.00475914-0.063101j -0.00375541-0.0102247j 0.00125377-0.0942426j 0.00166507+0.088089j 0.000110037-0.189987j -0.00324761+0.106952j -0.00315104+0.0622694j 0.00607228+0.0036215j 0.00128779+5.01315e-05j -0.00121039+0.0334361j -0.00826806+0.0132882j -0.00437804+0.00581151j 0.00328304-0.0213899j 0.00164421-0.0478686j 0.00183326-0.0269964j -0.000352764-0.0304588j 0.0030405-0.0200471j -0.000970375-0.0126614j 0.00102977-0.00873636j 0.000600911-0.0194353j 0.00499949+0.0186075j 0.00566726-0.0206511j 0.00110922+0.0220905j 0.00546588+0.0122872j 0.00352209-0.0309907j -1.9404e-05+0.00483423j 0.00166978-0.00697477j 
0.00683354-0.00691191j -0.0044866-0.014983j -0.0142744-0.0397433j -0.0068613+0.0920658j -0.00501302+0.0366113j 0.000773835+0.00609398j 0.00258509+0.22198j -0.00825041+0.101929j 9.386e-05+0.0949098j 0.00186372-0.0935408j -0.00208733+0.069182j -0.00325124-0.134722j -0.00203029+0.0202185j -0.00367489+0.1771j -0.0038413-0.0383568j 0.000930856+0.12925j -0.000939781+0.0994934j -0.000298578+0.0836679j 0.0103181-0.079906j -0.00244537+0.137005j -0.00182131-0.116997j -0.002173+0.0341604j 0.000219637-0.0739832j -0.000890903-0.0570404j -0.000846252-0.0679931j 0.00189934+0.0271143j -0.000874078+0.0285302j 0.00151561-0.0266003j 0.0020187+0.0171259j -0.000810426+0.0265157j 0.00255319+0.0559122j 0.000175867-0.0346881j 0.00389251+0.0340718j 0.00120319-0.0369697j -0.0017564-0.20858j 0.00313272+0.0215826j -3.36866e-05+0.142957j -0.00232335-0.0436661j -0.000471925-0.0658388j 0.000745761+0.104831j 0.000989436+0.0611112j -0.000176653-0.00704569j 0.000187531-0.0442544j 0.00261006-0.0960228j -0.00239055-0.067195j -0.000563974-0.0864504j -0.000408737-0.046103j 0.000454373+0.00105061j 0.00244174-0.0428959j 0.000245032+0.00702606j 0.000501263+0.0122193j -0.00226868+0.0898212j -0.00201422+0.0500909j -0.00292568+0.0201229j 0.00107063+0.0418458j 0.00375956-0.0348385j 0.00271418-0.0713407j 0.00349208-0.0764054j -0.00107801-0.124181j 0.00328877-0.0394204j 0.000144224-0.060951j -0.000253039-0.136278j -0.000391645-0.0268248j -0.00111497+0.0938399j -0.00174978-0.0559118j 0.00297293-0.140692j -0.00369762+0.0695182j -0.000377326-0.0553629j -0.00253687-0.100021j -0.00116979+0.467277j -0.00250828+0.028574j 0.00342721+0.216876j -0.000387563-0.0612433j -0.000165093+0.0764842j -0.00251673-0.0304072j 0.00187911+0.204464j -0.00157835-0.0716186j -0.00268234-0.00808937j 0.00172547-0.025686j -0.000934067-0.0534435j -0.000396685-0.0272546j -0.00024078+0.105748j 0.00531611+0.0382129j -0.0022412+0.024579j -0.00604889-0.0234209j -0.00243559+0.0796316j -0.000516779-0.0393406j 0.00189261+0.00272188j -0.000638918-0.023568j 0.00168901+0.0588027j 0.00574176+0.0210114j 3.47654e-05-0.0073248j 
0.00494057+0.00588113j -0.00032026+0.00447411j -0.00543273-0.0263135j -0.00378143-0.00909894j 0.00211953-0.00443544j 0.000286338-0.0632226j 0.00182197-0.0254125j -0.00301389+0.0957929j 0.000482966+0.00905828j 0.000345779-0.0382637j -0.000330862+0.0232679j -0.0036799-0.106198j 0.000635912+0.117758j -0.00058909+0.131805j -0.00450288-0.0157422j -0.000544107-0.0502928j -0.000363058-0.053615j -0.00143769-0.139408j 0.00286365+0.089993j -0.000257435+0.0751335j -0.000513509+0.0796425j -0.00238097+0.0759869j 0.00118015-0.00674721j -0.0023368-0.0107859j -0.00106462-0.0666517j 0.00413825-0.026856j 0.00261676-0.0183691j 0.000106491+0.0446754j 0.00404977-0.0134566j -0.00119062+0.0663265j -0.00067297+0.064054j -0.00182483+0.00319407j -0.000582572-0.0520157j 0.00224582+0.0135155j 0.000747895-0.141678j 0.000514524+0.0474435j 0.00189983-0.00661768j -0.000975587+0.0780859j 1.17632e-05+0.00180786j -0.002542+0.0304856j -0.0012767+0.00633481j -0.000839938-0.016972j 6.76601e-05+0.0597546j 0.000106331+0.0102512j -0.00179451-0.0197291j 0.000732134-0.00937999j -0.00197402+0.0157628j -0.0014275-0.000752172j 0.000655125-0.0244598j -0.00225071+0.0117007j 0.00099339+0.0255349j -0.00119366-0.0029883j 0.000334153+0.0162751j 0.000526597+0.00876514j 0.000470093-0.045003j 0.00084493-0.0285544j -4.35699e-05+0.0132322j 0.000688991-0.0201879j -0.00024806-0.0259027j 0.00153993-0.0337934j -0.000397842+0.0476029j -0.000914655-0.0327492j -5.25087e-05+0.0040003j -0.000295899-0.0358133j 0.000296062-0.0476507j 0.0022774-0.0478344j 0.000841403-0.119422j 0.000409834-0.539226j -0.00226653+0.182872j -0.00143959-0.390266j 0.000173357+0.369173j 0.00100977+0.187408j -0.000270525+0.275559j -0.000177255-0.055826j -5.88311e-05+0.0522592j 0.00203508-0.0163079j 0.000875991-0.00348643j -0.00246696-0.0852758j -0.000205147-0.12531j -0.00148441-0.0358812j 0.000335406-0.076599j -0.00112057+0.0368264j 0.00322405+0.0131133j -3.16619e-05-0.0488504j -0.0025232+0.00869804j -0.00123108+0.0260807j -0.00440001-0.0184984j 0.000667968-0.0116408j -0.00111794-0.0140736j -0.00282332+0.0330423j 0.00418836+0.00918989j -0.00128434-0.00650853j 
-0.00845419-0.0210207j -0.00443095+0.0264492j 0.00119203+0.0216754j 0.00823912-0.0363566j -0.00377321-0.118005j -0.0014163-0.129041j -0.010782-0.174728j 0.00161258-0.334817j 0.00333192+0.00175028j 0.0016283+0.11331j 0.00280724-0.0166128j 0.00561797+0.0467887j 0.00328787+0.0448313j 0.00824218+0.0560363j 0.00329044+0.140005j 0.0020668-0.0830586j 0.00218572+0.0682349j -0.00100673-0.0809997j -0.00955724-0.0895037j 0.00735788-0.0113984j -0.000802289+0.146369j 0.00243621+0.0263341j -8.14107e-05-0.0739027j -0.00765109+0.0243259j 0.000228511+0.0831052j -0.000562313-0.013816j 0.004023+0.0685148j -0.000977279+0.0746911j -0.00148088-0.0933703j 0.00130893-0.0649716j -0.00822059-0.11375j 0.0071934-0.043706j 0.000531311+0.0203102j -0.00623469+0.132423j 0.00129527+0.132376j 0.00155712-0.0208087j 0.00315875-0.203187j 0.00118916+0.0096415j 0.00102529+0.0485166j -0.00366008+0.140943j -0.000249049-0.0457692j -0.00460514-0.0063341j 0.00432314-0.178935j -0.000406484-0.268351j 0.00169093+0.0831628j 0.000105428-0.18335j -0.00346539-0.20186j -0.00138865+0.111157j -2.46865e-05+0.0324526j -0.00087717+0.0209086j -0.00242063+0.0542565j -0.00128513+0.0598625j 0.00126895+0.117742j -0.00544638+0.0412939j 0.000369578-0.124985j 0.000492432+0.056581j 0.00523493-0.0362082j 0.000498632+0.00831142j -0.00273105+0.030953j -0.00290601-0.0104431j 0.000314261+0.0529521j -0.00682551+0.044204j -0.0104926+0.026772j 0.00238152+0.163412j 0.00224379-0.0488807j -0.00510543-0.0204272j 0.0039231+0.00437968j 0.00205032-0.043776j -0.00130267+0.165955j -0.00642799+0.152172j -0.00390044+0.113151j -0.00348297+0.255161j -0.000504226-0.0585493j -0.00253947-0.00996473j -0.00196037+0.0604728j 0.00136016+0.0838237j 2.11041e-05-0.0343467j -0.00302815-0.101682j 0.00200097+0.107182j 0.00301627+0.0185014j -0.00608688-0.075548j 0.00479132-0.0100761j -0.00217047+0.0413569j 0.00103176+0.0329331j 0.00234548-0.00398827j 0.00120776-0.0132399j 0.00193066+0.0221584j -0.00590104-0.0107155j -0.00157464+0.00857484j 0.00394475-0.0237336j -0.00824673-0.0109206j 0.000761759+0.0204871j 
-0.00418268+0.0432822j 0.00957309+0.0101794j -0.000259171+0.017269j -0.00487447-0.0271828j 0.0098717+0.385005j 0.00873154+0.092735j 0.00365045-0.201249j 0.00626616-0.0216712j -0.00560676+0.0132684j -0.00413237-0.0459704j 0.000715294+0.0466187j 0.00299546+0.187039j -0.00215215-0.000616304j -0.00168762+0.00950474j 0.00569944-0.170893j -0.00779552+0.219076j 0.00291517+0.0373202j -0.00333927-0.078011j -0.00652207+0.0645062j -0.00075298-0.24339j 0.00199649+0.10896j 0.00263649+0.0173102j -0.00178463-0.0239176j 0.00493605-0.00376786j -0.00258751+0.115942j 0.00246192-0.104258j 2.73474e-06-0.0107873j -0.0057084-0.0523008j -0.00450094+0.0598306j 1.90471e-05-0.0484488j 0.00449589+0.0247392j -0.0046379-0.0260098j -0.00555464-0.212016j 0.00222792-0.0451732j -0.000942187-0.114055j 0.00047644-0.00540236j 0.00167178+0.218025j 0.000744566+0.188476j -0.00227505+0.076334j -0.00477874+0.039615j 0.000153677+0.0266374j -0.00134248-0.154819j 0.00337903+0.063026j -0.00253542+0.017474j 0.00205622-0.0461147j 0.00466943-0.148877j -0.00315797-0.00444388j 0.00119233-0.160635j -0.000823381-0.244894j 0.00252647+0.0346689j 0.00011231+0.0992928j 0.00146757-0.028845j 0.00768097-0.0877982j 0.00325769-0.0114928j -0.00455835-0.0312995j -0.000459091-0.0399004j -0.00546621+0.127495j -0.00302053+0.125102j 0.00828944-0.0581011j -0.00526048+0.00128288j -0.00156135+0.0277777j -0.00423103+0.0385235j 0.00352481-0.0456239j 0.00423331+0.0594818j -0.000226527+0.000986678j -0.00308918+0.000656349j 0.00187242+0.0509054j 0.00112734+0.015748j 0.00247654+0.139671j 0.00199694+0.10591j 0.00248832+0.0128353j -0.005542+0.16053j 0.00513675-0.0468898j 0.0047128-0.0238808j 0.00820539+0.0409448j -0.0003814+0.0149959j -0.00194384+0.0296544j 0.00702386-0.0269463j -0.00120203+0.0940655j -0.0022035+0.0507023j 0.00455716-0.0352646j -0.00201441+0.0424686j -0.00280814+0.01237j 0.00273059+0.014477j 0.00434921+0.0536679j 0.00222043-0.0207871j -0.00805126-0.0267974j 0.00324118-0.0508452j 0.00496337+0.00782216j -0.00544572-0.0370765j 0.00152438-0.0183972j -0.00566965-0.0143739j 
0.0043971-0.00858624j 0.000380812-0.0268657j 0.0122802+0.0658399j 0.00646992-0.0799003j -0.00612017-0.252981j -0.00258137+0.351934j 0.00271537-0.154291j 0.0168544+0.116962j 0.00134273-0.093226j -0.0101958-0.0218358j 0.000403159-0.0537581j 0.00635784+0.112199j 0.000984586-0.0750096j -0.0045112+0.018422j -0.00113496+0.245839j 0.00658124-0.00407625j -0.00101533-0.190846j -0.00154496+0.0108733j -0.00467187+0.10426j 0.000661622+0.0312247j 0.00537277+0.00857695j 0.00158118-0.15007j -0.00150011+0.194131j 0.00439407+0.0775505j 0.00243692-0.115261j -0.00110631+0.169747j -0.00635087+0.0644602j 0.00137276+0.00785038j 0.000993054+0.0426987j -0.0048487+0.015129j 0.000829634-0.101716j -0.00930366-0.0329462j 0.00161242+0.0639872j -0.00274616+0.0156209j 0.00479365-0.261572j -0.00272019+0.138221j -0.00155073+0.0741584j 0.00148683-0.116592j -0.00398192-0.0150913j 0.00367176-0.0299931j -0.00644804+0.205034j -0.00399312-0.032796j -0.00540895+0.127975j 0.000615651+0.0936983j -0.00242219-0.112628j 0.00106358-0.1307j 0.00235638-0.0379291j 0.00163599+0.0291752j 0.00181425+0.0461625j 0.00509078-0.18024j 0.00207678-0.0432649j 0.000821119+0.0626901j 0.000222139-0.0138079j -0.00265524-0.0118776j -0.00263792-0.0736708j -0.00367303-0.0242326j -0.00260051-0.0634222j -0.000531725+0.00519811j 0.00669429+0.04083j -0.00766152+0.0818725j 0.00907653-0.0434719j 0.00132082-0.0109053j -0.00128641-0.021592j 0.00536965+0.020665j -0.000598463+0.0326069j 0.0017778-0.0741788j -0.00379118+0.001861j -0.000651278+0.0373445j 0.000319768+0.166085j 0.00414301+0.0576381j 0.000917736+0.0150516j 0.00135395+0.176679j 0.002719-0.0475238j 0.00149099+0.00417373j -0.00191938+0.0796892j -0.00603606+0.0316117j -0.000415125-0.0229807j 0.0041344-0.0369774j -0.000369397+0.0929948j -0.000517916+0.0178938j 0.00183074-0.0326971j 8.41592e-05+0.0229279j -0.00247186-0.0105357j 0.0006607+0.0130918j -0.00154951-0.00713191j 0.00215955+0.000656856j 0.00577037-0.00859861j 0.00303639+0.0399657j 0.00423266+0.0373895j 0.00392113-0.0372314j 0.0011776+0.00161637j 0.000431494-0.00793859j 
0.0103385-0.0053866j 0.00152337+0.0431499j 0.0173123-0.305129j -0.0228684-0.357731j 0.000139415-0.0103172j 0.0176501+0.00208072j -0.00902231+0.027786j -0.00473846+0.00186462j 0.00888768+0.0113548j 9.11076e-05+0.135962j 0.00293726-0.269829j 0.000431679-0.0189072j 0.00107378+0.24105j 0.00502076+0.0122332j -0.00647951+0.0730275j -0.00357889-0.0191791j 0.00857747-0.0544714j -0.00345488+0.0855001j -0.00611322-0.269411j 0.00715844-0.192604j -0.00451817+0.00732218j 0.00594513-0.0176049j -0.00593971+0.0627006j -0.00962574+0.145327j -0.00394836+0.097717j 0.00133528+0.00512167j -3.84736e-05-0.0392744j -0.00405492+0.169405j -0.00303784+0.132263j 0.00113014+0.296888j 0.00090804+0.109958j 0.00644312+0.0942326j 0.000317422-0.189308j -0.000788968-0.0354358j 0.000708276+0.152901j 0.0023431+0.0640421j 0.00183841-0.0259485j 0.00113649-0.14137j 0.0011002+0.0115521j 0.000767169+0.00694428j 0.00126406-0.0126057j -0.00195144-0.0466318j 0.00166065+0.152988j -0.00206707+0.0153195j 0.00252136-0.0443401j 0.00076422-0.118607j -0.00380078+0.0126734j -0.000262082+0.0186053j -0.00095629-0.021362j -0.00214221+0.0596077j -0.00240176+0.0313298j 0.00115939+0.00533744j -7.25031e-05-0.022105j -0.000692+0.0305234j -0.00139426-0.0627577j -0.0003747+0.0258939j 0.00501692+0.018846j -0.000518329-0.0641261j -0.00147768+0.0264407j 0.000835042-0.0192376j 0.000273632+0.0286666j -0.00624007+0.0275637j 0.000538599-0.0628242j 0.00581498-0.0147939j -0.00284611-0.0179404j -0.00134409-0.025302j 0.00118879-0.0184344j 0.000226116-0.0409928j -0.00321215-0.0938531j -0.00371236+0.1079j 4.94835e-05-0.0321191j -0.00644777+0.0128187j 0.00120312+0.0293053j 0.00150734+0.0279006j 0.000885307-0.0381357j 0.00512167+0.0134996j -0.00209268+0.00959443j -0.00277663+0.00557086j 8.00305e-05-0.0388322j 0.000784837-0.00527676j 0.00235164+0.0145197j -0.00253303+0.0520378j 0.0026915+0.0213358j 0.00124407-0.0208774j 0.00453044-0.0120711j 0.00414198+0.0155719j -0.00567298-0.030297j 0.00235724-0.0216776j 0.00173221-0.0378741j -0.00676717+0.0275674j 0.00696291+0.0157359j 0.003128-0.0130397j 
