0.0402792+0.0235964j -0.132529-0.101379j 0.0125968+0.14506j -0.0035199+0.0258622j -0.0322346+0.0421214j 0.0270451+0.0624267j 0.0101213-0.0428297j 0.0105086-0.0280552j 0.0151895-0.0432231j 0.0476398-0.0199198j -0.0188973-0.0366074j -0.0292982+0.0284885j -0.00984699-0.000772789j 0.000131185-0.0353779j 0.00175637-0.0101118j -0.0106752+0.0395848j -0.0518675+0.00360402j 0.0414777+0.000906776j 0.0463415+0.0289387j 0.0120576-0.0354615j -0.0640522+0.00329794j 0.0281984-0.0458478j 0.0496529+0.0227802j 0.00800098+0.0150168j -0.145993+0.0067723j 0.0995643+0.22379j 0.15328-0.0994582j 0.109693-0.0109701j -0.111464+0.0117719j -0.0201982-0.0874454j -0.0373573-0.0666647j 0.0211651+0.0447918j 0.0406134-0.0350593j -0.0390621-0.0158932j 0.0144998+0.0520045j 0.0318664-0.0112643j -0.00360425-0.0310384j 0.0155841+0.0169467j -0.0122242+0.0180257j 0.00715999+0.0154698j -0.0230785-0.028601j 0.000238666+0.00522479j -0.0182525+0.00480468j 0.0274635+0.00880749j -0.0191161-0.0111387j -0.00138557+0.0174656j -0.0128289-0.0020575j 0.0131082-0.00340837j 0.00557606-0.00184518j -0.0030356-0.0247477j -0.00144201-0.0140389j -0.0213886-0.00168174j -0.0166105-0.0184525j -0.0274822-0.0282253j 0.0286733+0.00776423j 0.0208712-0.00267584j 0.00482647-0.00127j 0.0342534+0.033541j -0.0338757-0.0406095j -0.020685-0.0111356j -0.0104117-0.0154522j -0.0387774+0.0140294j 0.0138815+0.0558067j -0.0408964+0.0717631j 0.10099+0.0255359j -0.311197-0.0613485j -0.00495782+0.25375j 3.09521e-05-0.00368837j 0.137845-0.127927j 
0.0160133+0.0168115j -0.00918182+0.0144035j 0.0182538+0.0031611j 0.0101855-0.0161271j 0.020951-0.0175957j -0.0184836-0.00544592j 0.00788533-0.00605998j -7.69004e-05+0.00736775j -0.0031528+0.0104697j -0.00770632+0.000825891j -0.0104828-0.0106419j 0.0207957-0.0107301j -0.00486171+0.00226347j -0.0115224+0.00118051j 0.00263447+0.000470593j -0.0191639-0.00578972j 0.0132085+0.00725388j -0.0556248-0.00973999j -0.0149868-0.0158686j -0.00679061-0.0288168j -0.0192683+0.0268408j 0.0012027-0.0138205j -0.010026+0.0234037j -0.00354429+0.0153682j 0.00651835-0.00552994j 0.0189847+0.00956559j -0.00202364+0.035946j -0.0241979+0.00155634j 0.0214003-0.00982408j 0.00381888+0.00412848j -0.0279108+0.048068j -0.0886751+0.0321091j 0.00826213-0.0309731j -0.0675147-0.0308238j 0.0374204+0.0301007j -0.00413128+0.0259574j 0.00668878-0.0442222j -0.00395812-0.0473387j -0.0299375-0.03204j 0.0401956-0.0214956j -0.0870356+0.0292658j 0.0678539-0.00937405j -0.0521367-0.0414066j 0.0326728-0.0817824j -0.0100437-0.0153929j -0.00476-0.013641j -0.0638317-0.0106623j 0.105965+0.0575063j 0.0088946-0.0702954j 0.0634715-0.0308683j -0.0309852+0.0145782j 0.0106437+0.111919j 0.122595-0.055406j 0.0476697+0.168778j 0.0526358+0.132634j 0.0198199-0.0770805j 0.257238-0.0975768j 0.118332+0.190061j 0.0437809+0.0873782j 0.0787449+0.0215033j 0.122156+0.145677j 0.0511184-0.110261j -0.164295+0.0352088j -0.11908-0.124943j 0.142318-0.116263j -0.064035+0.105474j -0.0332417-0.13802j 0.00356498-0.00903945j 0.0478012-0.0409062j 
0.00674292-0.0200881j 0.0158501-0.0184422j -0.0149954+0.0131157j 0.0109446+0.00225886j 0.0114697+0.00692636j 0.0179658-0.00820215j -0.0217918+0.0274271j -0.0052018-0.00830323j -0.0212379+0.0139597j -0.0152836+0.00172601j 0.0146841-0.013431j 0.00427054+0.00696291j 0.000132217-0.0147362j 0.0105728+0.0163589j -0.0085744-0.0214387j 0.00269325-0.0058062j 0.0246261+0.00151747j 0.00589643-0.00441332j -0.00156069+0.0195962j -0.0171283-0.0251267j 0.009349+0.00131779j -0.0152387-0.0230254j 0.0220467+0.0337476j -0.0366367-0.0114712j -0.0181351+0.013633j -0.0205251+0.0040498j 0.00806083-0.00746257j -0.000691259-0.0290496j 0.017963-0.00989046j -0.01091-0.0156726j 0.0127147-0.0172544j 0.0207483+0.0348813j 0.00280372+0.016382j 0.0185856+0.0286676j -0.0333633-0.026705j 0.080781-0.0954077j -0.0476588+0.00456099j 0.0460692+0.0419406j 0.0179453+0.0128715j 0.0231965-0.0455535j -0.00453362-0.000834968j -0.0789098-0.00130631j 0.0374085-0.00627263j 0.0531857+0.0476254j -0.0287669+0.016106j 0.0301626-0.0303758j -0.0150624+0.0564516j 0.00059576-0.0507005j -0.088794-0.00557958j -0.0999894-0.0409207j -0.095274-0.0620355j 0.0633602+0.134543j 0.0149834-0.121462j 0.0329464+0.0359511j -0.218263-0.0158355j -0.01553-0.215908j 0.0540827+0.0595956j 0.0757641+0.0459333j 0.13224-0.11309j -0.0526998-0.0447088j -0.0136837+0.0534246j -0.162076-0.0116727j -0.082467-0.156516j 0.184868-0.173492j -0.0391453+0.159515j -0.0122394+0.00827418j 0.00578117-0.0424146j 0.0511642-0.0488167j 0.00913368+0.0651615j 
0.0107634+0.0369232j 0.0089236+0.0157195j -0.00837599+0.00266832j -0.00135186+0.00848897j 0.010694-0.000897191j -0.010108+0.00880987j -0.0193247-0.00224355j -0.0253665+0.0143756j -0.0292606+0.00995474j -0.0314422-0.00511884j 0.00292395+0.000952165j -0.0135028-0.0191767j 0.0100165-0.00457517j -0.00466317+0.00204534j 0.00873489+0.0200965j 0.0112481-0.00547698j 0.0103737+0.0091223j -0.0169838-0.0357519j -0.00242685+0.0141596j -0.00137128-0.0210749j 0.0181304+0.0184186j -0.0126726-0.0146815j -0.0279658+0.0159289j -0.00671319-0.0295215j -0.0258306+0.0115136j 0.0206175+0.0134914j 0.00422749+0.0175296j -0.0119993+0.0153908j -0.0162549+9.2833e-05j 0.0136459+0.00489515j -0.0151416+0.0219221j -0.0186384+0.00189056j 0.00774388+0.00261456j -0.0605509-0.0168318j -0.0990416-0.000228308j -0.0128787+0.0411598j -0.0777638-0.0386779j -0.0190767+0.00938592j 0.00749928-0.0384452j -0.0226478+0.012747j -0.0539471+0.0295916j -0.000830655-0.0488049j 9.77416e-05+0.0337602j 0.0551616+0.0560681j -0.0713713-0.00391673j -0.0500349-0.0188461j 0.023465-0.0206564j 0.0259329-0.0488313j 0.0578492-0.0366322j -0.00908267+0.107915j -0.0167252-0.131195j -0.00333544+0.119006j -0.00465826+0.0900196j 0.0850177+0.00664446j 0.00310307+0.0550999j 0.0233478+0.048243j 0.0264443+0.00767319j -0.015718+0.0329652j 0.0465476+0.144361j 0.0408181+0.143343j 0.130468-0.0290167j 0.163512-0.037317j 0.266835-0.14743j 0.127122+0.200675j -0.114208+0.148754j 0.04317+0.0270639j -0.105057-0.045833j -0.00112095+0.0436735j -0.0113879+0.013546j 
-0.00639371-0.0101978j 0.000269434-0.019812j -0.0115743+0.011679j 0.0135158-0.00492687j 0.0130001-0.0121053j 0.0102184+0.0089298j -0.0180967+0.0174239j -0.00481769+0.0099067j -0.0048912+0.00237218j -0.0188383+0.0122195j -0.014844+0.0135679j -0.00409997+0.00596465j 0.0216164+0.000978845j 0.0257375+0.00310415j -0.0347043+0.0119593j 0.00276046+0.00276358j 0.0210663-0.00635421j 0.0331259+0.0193887j 0.012248+0.0311936j -0.0268721+0.0424911j 0.0197612+0.0384418j -0.00837259+0.0135039j 0.0335398+0.0161548j 0.00606097+0.00962645j -0.0200703+0.00469298j 0.0125715+0.00101023j 0.00657946+0.00987241j 0.00314693-0.0206333j 0.0182719+0.00193833j 0.00292726+0.00487846j 0.012713-0.0175787j 0.0242693+0.0348642j 0.0105011+0.00650686j 0.00540375+0.0260943j -0.00344325+0.0160759j 0.0236852-0.0240076j -0.0104718+0.0166985j -0.0817526-0.0142237j -0.0391445-0.00739197j -0.0839865+0.0528573j -0.00565077+0.0432053j -0.027376-0.0481411j -0.00941736-0.0353644j 0.0569683+0.0717031j -0.0743048+0.0297461j 0.190441+0.0649679j 0.015435+0.173904j -0.0802133-0.082662j -0.0161991+0.0232028j -0.110983+0.00481585j -0.179185+0.107401j -0.0849328+0.0895659j -0.0942657-0.0831971j 0.202712+0.162089j -0.033528+0.146765j -0.109485+0.0685907j 0.223461-0.0537114j 0.128307+0.0244275j -0.12051+0.00248282j 0.0237926+0.0741377j 0.205431+0.000737099j -0.00108685+0.0273598j 0.0134675+0.041437j 0.0268534+0.0434289j -0.0700129-0.0155369j -0.047027-0.0756249j 0.0337655+0.00616326j 0.0064458+0.0111298j 0.00133042+0.022633j 
0.0425328+0.0444605j 0.0135551-0.0424998j -0.0105047+0.0546176j -0.0120363-0.0186212j -0.00674897+0.00475619j -0.000312007-0.0146776j 0.000627819+0.028478j 0.0313152-0.0387896j 0.00975463+0.0402587j 0.0118016-0.0042737j 0.00704293-0.00272544j -0.0118412-0.0088943j -0.00635108-0.0189894j 0.0021179-0.0215812j 0.0132359+0.0190163j -0.00206876+0.00223182j 0.0097386+0.00186011j 0.0345663+0.00642682j -0.0082867-0.00296619j -0.001677-0.0017009j 0.0403844-0.00311795j -0.0332039+0.00185643j 0.0300496+0.00103429j -0.0131068+0.0221266j 0.00648811+0.00289877j -0.00360438+0.0105417j 0.000989394+0.00316006j 0.0266954-0.0146653j 0.0131842+0.0300662j 0.00030662+0.0375875j -0.00330817+0.00283276j -0.0693216+0.0662858j 0.00759493-0.0386815j -0.0045274-0.0473029j -0.0564581+0.0674896j 0.0436525-0.0394369j 0.0460045-0.0369387j 0.109783+0.00594182j 0.0241754+0.00870071j -0.015702+0.0463795j -0.0273272+0.038319j 0.0179404+0.0328683j -0.0507746+0.0744197j 0.0851365-0.0524386j -0.0483932+0.00871225j -0.0516384-0.0324372j 0.0021289+0.00259628j -0.101535-0.0215972j 0.151703+0.0274369j -0.087647-0.00679003j 0.0105419-0.00269176j 0.00843683+0.0238424j -0.085375+0.19892j 0.0726902-0.067114j -0.0287863+0.118204j 0.0273507-0.0133959j -0.112677-0.0104189j 0.111381+0.0113244j 0.0208979+0.0576433j 0.00426918+0.0471034j 0.0204149+0.00987951j -0.0496713-0.048726j -0.0630736-0.221501j 0.135351-0.109286j -0.0855122+0.141164j 0.0511697+0.0991321j 0.0579005-0.100662j 0.10752-0.0215036j -0.00768465+0.0821045j 
0.0202777-0.000835383j -0.00658569-0.0102221j -0.00649105-0.00806304j 0.0149605-0.0490755j -0.0169671-0.0148673j -0.0277062+0.0292284j 0.00413416+0.00580388j 0.0309202+0.0177443j -0.0257095+0.0122163j 0.0164234+0.00951199j -0.0486668+0.00071103j -0.0104944+0.00711561j -0.0157166-0.0220118j -0.0063499-0.00756163j -0.00071088+0.011341j 0.00732587+0.00601251j 0.00986038+0.00165904j -0.0278224+0.030974j 0.0197867-0.00911382j -0.0114955-0.0142575j -0.00855548+0.0210596j -0.0231044-0.0209282j 0.00105101-0.000223338j -0.0266057+0.00473032j -0.00892782+0.0163739j -0.00225547-0.00789496j 0.00882939-0.00770456j 0.00482796-0.0109851j 0.0249224-0.000751969j 0.0212421-0.00772633j -0.0115671-0.00910596j -0.0370111-0.0354069j 0.0255869-0.0782258j 0.00552936-0.0376709j -0.0474931+0.0547872j -0.0520417+0.0678806j 0.142594-0.0155885j 0.0457958-0.0115416j 0.0529434-0.0469744j -0.0612485+0.0331999j -0.129519-0.056793j 0.111796+0.00609939j 0.0578382+0.031574j 0.136503+0.0597942j -0.0745682+0.097406j -0.0138418+0.0808031j 0.0437907+0.17755j -0.106185-0.0599492j -0.152507+0.0170772j 0.0851158-0.055478j 0.043161+0.164294j 0.0257221-0.00667134j 0.110159+0.0479642j -0.102119+0.0643572j -0.0784845-0.0394922j -0.0617006+0.0685021j -0.11039-0.107662j 0.0527716-0.0950667j -0.00601437-0.181025j -0.079475-0.0574769j 0.0376897-0.14346j -0.063634+0.00521441j 0.125006+0.00295926j -0.0710004+0.144505j 0.0598068+0.0489765j 0.107265+0.0980723j -0.00536064+0.000213534j 0.0531106-0.0237516j 0.0211667-0.0528163j 
-0.0183478-0.00145826j 0.00510308-0.0291475j -0.0219783+0.0450676j -0.0068251+0.0197107j 0.0370319-0.00683834j 0.00702872+0.00822161j -0.00901743+0.0158704j -0.0157814+0.00365754j -0.000362841+0.0190583j 0.00111756-0.00347144j 0.00115984+0.0171003j 0.0201554+0.000709515j -0.0287806+0.000835886j -0.0101038-0.0166137j 0.00742255+0.00356693j -0.00951062-0.00503362j 0.018862+0.00628j -0.0300296-0.0291116j -0.0174065+0.00805502j 0.00810827-0.016264j -0.0236914+0.00626842j -0.0192664+0.0038201j 0.0147078+0.0121433j -0.00911525+0.0331743j 0.000388916+0.0120708j -0.00435227+0.00266426j 0.00692039+0.0158759j -0.000440564-0.0256523j 0.00397386+0.00176844j -0.0177809+0.0332529j 0.0148464-0.0407394j -0.0466992+0.0847023j 0.0194643+0.0254871j -0.0870276+0.0301661j 0.0343829+0.071706j 0.0647096-0.0393886j -0.0289936-0.0317429j -0.12208+0.0206865j 0.000152054+0.0256324j -0.0644003-0.0260222j -0.0301053-0.0591668j 0.000911069+0.0512189j 0.0151001-0.0192694j 0.0729435-0.068642j 0.0204251-0.024468j 0.0390172+0.0750186j -0.0138286-0.0736732j 0.0173235+0.185839j -0.0328265-0.0313756j -0.0862163-0.000788769j -0.0122852-0.192743j -0.0024919+0.0211339j -0.119739+0.0908605j -0.0663274+0.0908084j -0.0420672+0.205142j 0.00993645+0.106116j -0.0324037+0.0243792j 0.00662855-0.00887906j -0.0588369-0.106423j -0.076081-0.0608945j 0.0314951-0.0195658j 0.0206911-0.0349438j 0.00962044+0.037862j -0.0918555+0.168985j -0.13333+0.011727j -0.136231+0.0485061j 0.0312928-0.0879351j 0.0267044-0.0519507j -0.0382854+0.0912445j 
-0.00508384+0.014673j 0.0127371-0.0165416j -0.0188583+0.0341515j -0.00682653+0.0270505j -0.00613383+0.0161794j -0.00239144+0.0325942j 0.000711625-0.00638499j 0.010825-0.0132798j -0.00778871+0.0171517j 0.0037005+0.00516665j -0.0188221+0.00850568j 0.0148596-0.0118056j -0.00598419-0.0118721j -0.00600664-0.00772693j 0.0238092+0.0214137j -0.00363578+0.00701697j 0.021109-0.0186825j 0.00782848-0.0253907j 0.0199675-0.0177437j 0.03539-0.00194966j 0.0242479+0.0116667j -0.00523681-0.000208538j -0.0185776+0.0115445j -0.0140607-0.00529832j -0.00437699+0.00570896j 0.0174281+0.00234616j -0.00346704+0.00765872j 0.0204497-0.00868289j -0.0141322+0.00720723j -0.0226193+0.0124165j 0.0182155-0.0090765j -0.0177639+0.0428036j -0.00774906+0.124619j -0.0328841-0.0226803j 0.00492604+0.0420235j 0.0330672-0.0158452j -0.017768-0.0879245j -0.0363411+0.0589869j -0.00819894+0.0666523j -0.0215981-0.0323095j 0.0611539+0.0943862j 0.120259+0.0105859j 0.0295505-0.0973855j 0.0672161+0.0280428j -0.0942305+0.0265743j -0.038262-0.034614j 0.0690166+0.15348j -0.244299+0.191764j -0.0183229+0.276892j -0.0769242-0.114405j 0.107338+0.0547956j -0.0442277-0.0161163j 0.0533185+0.100157j -0.0399246-0.0145591j 0.0341898-0.0418997j -0.105489-0.100578j -0.0808309-0.136497j -0.0468659-0.0677689j -0.0817783+0.0612376j 0.134912+0.0548097j 0.0761906+0.00411778j -0.0150958-0.0839909j 0.00115897+0.0949661j -0.0279232-0.0842374j 0.0304404+0.0295948j -0.0885598+0.0626267j -0.108539-0.0413623j -0.00116163-0.0525369j -0.0455197+0.0466849j 
-0.0042022+0.0179373j -0.0136719-0.0145969j -0.0425619-0.0154091j -0.0212699+0.0193892j 0.0132386+0.0316504j 0.0229604-0.00754758j -0.0219577-0.00864037j 0.00436335+0.0123265j 0.0199859-0.00874767j 0.00149113-0.0234978j -0.000231796-0.00972882j 0.00730075+0.0240695j -0.00908318+0.00203859j 0.00967296-0.00650388j -0.0114215-0.0038714j -0.0103612-0.013798j 0.0194275-0.00532837j 0.0271573+0.00176384j 0.00536614+0.00608369j 0.00408235-0.00114999j -0.0220193-0.00529218j 0.00617779-0.031304j -0.0159769-0.0176837j -0.00962266-0.0137468j 0.00348817+0.0106805j -0.00100447-0.00519886j 0.0177416-0.00574818j 0.0118679+0.00286267j -0.0053072+0.0162151j 7.8751e-05+0.0253351j -0.0174234-0.00278118j -0.040963-0.0432769j -0.0351007+0.0125149j -0.0199356-0.0779875j -0.0453821-0.0606136j 0.0139145+0.0695345j -0.0875241+0.0319557j 0.00654293+0.0243361j 0.0694744-0.0768801j -0.0372669-0.0358912j 0.0561203-0.0268058j -0.0526301+0.131005j -0.0370131-0.0282383j -0.157685-0.00520225j 0.0365192-0.0221573j 0.0401126-0.149255j 0.0218745-0.0129756j 0.0458532+0.0223504j -0.0435494+0.125917j -0.125908+0.116088j -0.0448136+0.0622286j 2.64608e-07-0.0249235j -0.0528229+0.0758637j 0.0622333+0.130797j 0.0554497+0.0664155j -0.0752577-0.0907578j 0.0572803-0.0273252j -0.00277275+0.0840083j -0.129968-0.0724832j -0.155083+0.0914153j 0.0210525+0.119387j 0.132918+0.153744j -0.0725427+0.00362956j 0.0771808-0.0314417j 0.0273767+0.0757563j 0.0825537+0.00829564j -0.0745747+0.0160914j -0.0294084-0.00682752j 0.016246+0.0282642j 
0.0122219+0.0143437j -0.00864363+0.00839607j 0.0184378-0.00448925j -0.0119464+0.00247858j -0.00421401-0.00144356j 0.00693085-0.00828084j -0.00425346+0.000585253j -0.0233725-0.00772718j 0.0155996-0.0086844j 0.00948012+0.0181051j -0.00454085+0.0340813j 0.002239+0.00358275j -0.0216421+0.00792875j 0.0108508+0.0303447j 0.0132655-0.0127608j 0.00498508+0.0239082j 0.0198499-0.0119724j 0.0118693+0.0129895j 0.00405526+0.00565384j -0.00723421-0.0137188j 0.0132691-0.0090909j -0.00147722+0.0199899j 2.22279e-05+0.00777107j 0.0117857-0.0276391j -0.00950528+0.00546181j -0.0116901-0.000666546j -0.00151786+0.00626387j -0.0156309+0.00717343j -0.00363432+0.002645j 0.0158989+0.0384185j 0.00634087+0.00986042j 0.0178395-0.0235147j 0.00671468-0.080989j 0.0406426+0.00909425j -0.0168295-0.011636j -0.0205664+0.0383564j -0.0065256+0.0120645j 0.0173213+0.0170439j -0.0263256+0.0558891j -0.0337299+0.0626182j 0.0512019-0.0456827j 0.0478891+0.075836j -0.111232-0.227842j 0.0464752+0.00210956j 0.0743382+0.071057j -0.0151019+0.185273j -0.0163871-0.0932076j -0.0135357+0.211928j 0.140561+0.00227j -0.0199294+0.150333j -0.153833-0.0895931j -0.0652083-0.164948j -0.185599+0.0520632j 0.090434-0.0130365j 0.0304694-0.0364339j -0.107823+0.0278306j -0.286265-0.0907241j 0.10591+0.0178649j -0.0298578-0.0236758j -0.0827295-0.139653j -0.0038378-0.0176861j 0.00790403+0.0858357j -0.103051-0.0470384j 0.0249485-0.0267007j -0.00117227-0.0339404j -0.0140812-0.041688j 0.0930417-0.0383856j -0.0334027+0.0597338j 0.00255558+0.000840334j 
0.0168534+0.022305j 0.00439061+0.0223312j 0.0297431-0.000930325j -0.000424594+0.0148659j -0.0245955+0.014747j -0.0127676-0.028442j 0.0282877-0.019491j 0.00913287-0.00638707j -0.00180826+0.0134038j -0.0176985-0.0128354j -0.0110151-0.000203049j 0.0127032-0.0155924j -0.0222028+0.0233562j -0.00228649-0.0142979j -0.00840499-0.0184771j -0.0336976+0.00219008j 0.0231356-0.0160883j 0.00614239-0.015126j -0.00464589+0.0193047j 0.0167903+0.0127127j -0.0243051+0.00360066j 0.0073339-0.0192983j 0.00332331-0.00295263j 0.0167163+0.0110506j 0.00804034-0.00473435j -0.00164651-0.000996133j -0.00512779-0.00185127j 0.0033374+0.0220639j -0.0217733+0.00515763j 0.00712218+0.00693295j 0.0101692+0.0327641j 0.0505867-0.0183064j -0.00591217+0.0282335j 0.0590336-0.00440216j 0.000757874-0.0290696j -0.0418527-0.0106348j -0.0206287+0.035716j 0.0379072-0.0594258j -0.108556-0.0262413j -0.0130192+0.0192786j -0.0931967+0.125433j 0.028648-0.0626285j -0.0107675+0.00256621j 0.0141424+0.0484842j 0.0958485-0.00108833j -0.0177713+0.0499757j 0.0376623+0.035683j 0.0898281+0.108584j -0.0676766-0.0747631j 0.0367906+0.13406j 0.105207-0.0193917j -0.0334112+0.132188j 0.173252-0.209817j 0.216514+0.174292j -0.150921-0.0716551j -0.116401+0.0948126j 0.00986828-0.0874918j 0.148607+0.0530016j 0.0492534+0.0312078j 0.00249932-0.0376514j 0.123271-0.101998j -0.103349+0.0226806j 0.0237226-0.0061734j 0.0420493-0.064553j -0.0482801-0.00306952j 0.0231122-0.0458304j 0.0129312-0.0306147j -0.0373895+0.0613712j -0.0260298-0.00700822j 
-0.00199535+0.00247737j -0.0108301+0.000316876j -0.00333209-0.0149292j -0.0260982+0.00996266j -0.00907382+0.016565j 0.0149331-0.0233116j -0.000370379+0.00708673j -0.0215188+0.00776095j -0.0244429+0.0444827j 0.0187234-0.0177995j 0.0145669-0.000507795j 0.0118422-0.000968267j -0.0240349-0.00678068j 0.0253547+0.0270729j 0.000619826-0.0147155j 0.015935-0.0154347j 0.0194456-0.000436532j 0.0158572-0.0174056j 0.00418759+0.0251875j -0.0131482-0.0300388j 0.00422243-0.00562038j 0.000146227+0.0123237j 0.00963155-0.00331144j 0.00766027-0.000698608j 0.0156488-0.00561821j 0.00556939+0.000809493j 0.00685608-0.00202058j 0.00445147+0.0103421j -0.00771287-0.000529342j 0.00333533+0.00328032j -0.00622535+0.0013561j -0.0259531+0.00938169j -0.0552245+0.0595392j 0.0149491-0.038338j 0.0285856-0.0276014j 0.0497131-0.0335546j -0.0836213+0.0193314j -0.0494308-0.177182j 0.0288278-0.027085j 0.0919818-0.0878387j -0.0738234+0.0535312j -0.102483-0.104353j -0.155021-0.034959j -0.00254114+0.00221853j 0.0987369+0.0972115j 0.0184617+0.0255274j -0.165178-0.132675j -0.117657-0.0352399j -0.0406937-0.170568j 0.0434934+0.09835j -0.0744865-0.113803j 0.0687217-0.175479j -0.228553+0.113309j -0.078199-0.016615j -0.0157925-0.10051j -0.197293-0.173373j -0.0438367-0.102221j -0.206333-0.047357j 0.105972-0.0467095j 0.0946647-0.0353489j 0.144888+0.118432j 0.0383352-0.0532256j 0.105349-0.0019219j 0.0146302-0.0297894j -0.0528799+0.0177401j 0.0934289+0.00493122j -0.0361121+0.0353836j -0.00981381+0.00572002j -0.0201758+0.00758557j 
0.00190711+0.0197555j 0.00949284-0.00963331j 0.00665212+0.0349577j 0.0189319-0.00550263j 0.00787261-0.025159j -0.0185484+0.0438389j -0.026049-0.00788115j 0.00251256-0.00837386j -0.0117898-0.00435471j 0.0180332+0.0022229j 0.0120062+0.0141003j -0.0014638+0.0298012j 0.00747702+0.0191167j -0.0162426-0.0108183j 0.00856767+0.0096537j 0.00506296-0.017523j 0.00955232+0.0103007j -0.00401669-0.0246386j -0.0231529+0.0026525j 0.00385528+0.0039835j 0.00311589+0.00201121j -0.0196667+0.00428641j 0.00209762-0.00414003j 0.0160488+0.00197146j -0.0127206-0.00968971j 0.00950116+0.00871027j -0.0049094+0.00654783j -0.00412811-0.011161j 0.0111896+0.0044326j 0.000133831+0.0210917j 0.00962559+0.00222808j -0.00498984+0.026344j 0.0444978-0.020566j -0.0353106+0.0242945j -0.0265152+0.0941443j -0.0108358+0.0837524j 0.0363627-0.014103j 0.0377158-0.0687161j -0.00490567+0.0367533j 9.0203e-05+0.168976j -0.138536-0.0956188j -0.0955641-0.0138225j 0.129659-0.148195j -0.0693404-0.00837135j -0.162397-0.0927552j -0.0420902+0.0154928j 0.0964955-0.0534291j -0.0746959+0.0824757j 0.00952879-0.168599j -0.00339599+0.104155j -0.0649848-0.0532488j 0.0662841+0.0884695j 0.0661708+0.0212505j -0.155124+0.0671517j -0.0244279+0.0151677j -0.0848493-0.143585j 0.12575-0.0409265j 0.166944-0.0829667j -0.0136797-0.152403j -0.0576778-0.0747015j -0.0165088-0.0187233j -0.0221143+0.00285523j -0.00854335-0.0750391j 0.0224891+0.103248j 0.0247181+0.0274057j -0.0509499-0.0015466j 0.000678676-0.0495572j 0.0182315+0.00292504j 0.00265296+0.0318501j 
0.0189059+0.0476682j -0.0190625-0.0374516j 0.000921847-0.00604651j -0.046595+0.00184237j -0.0281123+0.0192398j 0.0400321+0.0270886j -0.00897353+0.00411364j -0.0256067-0.00368042j 0.0312968+0.00356508j -0.0182305+0.00987706j 0.00102911-0.0174482j -0.0269945-0.0219379j 0.0138324-0.00320282j -0.0100803+0.000608584j 0.00661937-0.0155889j -0.00358474+0.00208414j 0.00563684-0.00399826j 0.0151064+0.0133047j -0.0127138+0.00751003j -0.0034687+0.0171364j -0.00309943-0.020497j 0.00365098-0.00246825j 0.01255-0.00724222j -0.0093026+0.00720903j -0.0146789+0.0195811j -0.00816624+0.0108245j 0.0042428+0.00909699j 0.013616-0.00194534j -0.00472815+0.031779j 0.0213945+0.0745156j -0.00753296-0.0171319j 0.0359459-0.023514j -0.031695-0.0793966j 0.111716-0.0493156j -0.00481259+0.0524158j -0.054778+0.0805569j -0.0691628+0.0618217j -0.107606+0.0709855j -0.00463927+0.0748177j -0.0435265-0.0992446j 0.0751386-0.0299047j -0.0503946-0.0910878j 0.0833516-0.0627264j 0.0890609+0.15792j -0.189792+0.0292973j -0.0983443+0.0424162j 0.0635409+0.0235473j -0.0429342+0.011218j 0.0216209-0.029335j -0.0128016+0.196834j -0.0604952+0.0443967j 0.00366986+0.0399743j 0.13221+0.0229247j -0.120257-0.0894777j 0.135827-0.104266j 0.00502888-0.00555003j 0.0625498-0.104951j 0.00390923+0.0159138j -0.0473099+0.130427j 0.090214-0.00102619j -0.00383905+0.0436784j 0.0898225+0.100251j -0.0605716-0.0674075j -0.0175655+0.04922j -0.0977797-0.0607093j 0.0596363-0.0508302j 0.0460585+0.0118967j -0.0257315+0.0550209j -0.0282982+0.0874045j 
